qol_ncoial_survey_cycle_id,qol_ncoial_neighborhood_cluster_id,qol_ncoial_neighborliness_score,qol_ncoial_belonging_score,qol_ncoial_participation_local_events_rate,qol_ncoial_mutual_aid_participation_rate,qol_ncoial_intergroup_contact_score,qol_ncoial_civic_pride_score,qol_ncoial_shared_norms_score,qol_ncoial_conflict_resolution_score,qol_ncoial_online_community_engagement_rate,qol_ncoial_hate_incident_awareness_score,qol_ncoial_trust_local_institutions_score,qol_ncoial_youth_engagement_score,qol_ncoial_senior_engagement_score,qol_ncoial_newcomer_integration_score,qol_ncoial_language_inclusion_score,qol_ncoial_public_space_comfort_score,qol_ncoial_community_problem_solving_score,qol_ncoial_survey_sampling_weight
CYC2019_1,NBH1823,2.33,5.41,1.52,66.64,0.19,3.85,2.0,6.1,19.0,2.97,8.35,8.06,2.9,1.54,4.09,1.08,7.73,0.5372
CYC2021_3,NBH8115,3.66,6.16,13.05,83.15,8.93,7.87,6.18,6.9,93.07,8.06,9.24,9.34,5.83,2.08,2.78,9.4,7.0,1.3466
CYC2025_1,NBH8431,7.49,1.61,7.16,21.58,9.13,3.5,8.2,8.99,3.01,9.09,6.12,5.94,3.16,0.89,7.22,2.61,4.72,1.1838
CYC2018_2,NBH3892,7.16,3.39,71.28,73.85,1.82,3.03,2.34,8.1,12.62,0.65,2.87,3.6,4.31,6.83,3.3,8.73,8.08,1.6971
CYC2022_1,NBH6240,0.71,0.98,21.08,6.41,3.14,7.04,6.38,7.72,41.82,8.34,5.82,3.49,0.64,2.4,4.16,3.28,2.7,0.914
CYC2019_1,NBH5395,7.02,5.49,24.16,87.8,0.44,8.39,7.25,9.59,27.41,1.27,6.33,6.23,8.3,4.38,5.97,6.17,0.75,0.7842
CYC2024_2,NBH1838,5.03,9.22,12.9,24.41,4.87,5.24,6.31,2.2,21.95,7.08,6.91,8.61,1.64,7.83,5.18,3.18,8.87,2.7446
CYC2024_4,NBH5768,3.54,4.06,21.35,63.04,2.89,3.19,0.1,3.13,92.98,8.57,6.08,4.86,3.5,5.13,0.08,8.03,2.16,1.8283
CYC2019_3,NBH4565,3.72,2.23,98.64,64.88,8.36,7.52,0.83,8.79,25.07,7.03,7.48,9.61,2.99,8.24,5.75,9.22,4.21,2.8393
CYC2025_4,NBH2718,6.31,6.23,57.1,36.99,8.24,8.63,1.31,7.72,85.22,8.39,3.17,2.65,3.62,3.63,5.01,0.63,5.18,1.9343
CYC2021_1,NBH3038,3.34,6.22,51.22,83.2,2.65,1.93,2.28,2.78,60.94,5.65,1.28,9.72,0.33,7.02,0.84,0.99,7.8,2.1504
CYC2026_4,NBH7854,8.48,4.35,31.21,72.38,6.4,2.57,4.99,0.54,16.41,2.35,2.45,0.56,9.63,4.7,9.97,3.25,4.56,2.4974
CYC2025_1,NBH3167,2.31,1.86,14.34,66.09,3.4,5.31,4.51,1.47,75.82,2.51,0.91,3.78,9.41,3.55,6.6,7.79,7.32,2.4015
CYC2022_1,NBH5654,0.76,6.29,84.0,17.76,5.72,4.7,9.68,0.35,69.89,3.36,0.3,7.05,0.65,4.81,1.84,6.12,4.78,3.6034
CYC2026_4,NBH1187,3.09,8.83,83.57,28.73,9.58,8.11,8.24,3.03,88.67,4.71,3.7,2.12,9.7,9.67,4.97,9.8,8.64,0.5851
CYC2025_1,NBH4977,6.81,3.59,23.43,76.33,4.24,1.16,9.76,7.78,63.14,3.32,8.22,2.39,0.46,3.83,6.95,9.44,2.61,0.4912
CYC2025_2,NBH8656,3.96,7.52,54.62,14.19,1.44,2.94,6.64,2.99,10.57,6.02,9.88,7.38,5.24,1.37,9.28,6.02,0.07,0.9799
CYC2018_2,NBH1561,7.93,3.16,99.37,22.51,0.23,8.01,4.83,7.89,57.01,4.35,5.29,6.78,4.34,7.27,1.4,6.82,6.33,3.4895
CYC2021_3,NBH6494,0.13,5.84,47.33,9.47,5.77,6.77,7.77,8.16,62.96,3.81,0.9,7.36,2.56,4.86,7.76,5.43,9.08,3.9774
CYC2024_1,NBH2979,6.86,1.78,48.52,63.04,5.3,9.89,5.14,9.29,84.33,5.98,3.88,9.97,0.94,8.43,6.27,5.81,9.94,1.3982
CYC2022_3,NBH2861,0.93,3.01,99.81,36.26,4.75,3.07,9.61,2.71,64.04,0.72,0.56,0.26,8.83,0.72,3.4,4.87,3.95,1.2954
CYC2023_2,NBH7832,7.33,0.56,63.1,48.56,9.82,6.29,1.54,1.19,14.13,2.84,7.8,6.5,5.43,6.56,7.96,1.36,7.33,3.1467
CYC2024_1,NBH3105,4.58,9.79,37.96,90.54,4.63,0.24,8.05,4.48,92.6,6.81,9.35,8.56,1.49,8.14,6.66,2.38,7.98,1.488
CYC2024_3,NBH7929,3.0,3.38,63.33,58.78,8.85,4.05,5.79,7.62,90.1,2.81,9.58,7.31,5.87,5.0,8.08,4.02,0.52,1.3657
CYC2021_1,NBH1025,2.2,7.35,5.86,97.24,8.76,7.98,6.65,6.52,74.43,9.15,5.18,1.69,0.86,5.28,6.51,8.74,9.05,2.8918
CYC2018_3,NBH3625,2.95,3.76,83.19,98.76,1.32,8.46,2.53,5.97,49.03,6.73,8.93,4.09,7.24,5.42,5.36,8.89,7.92,1.6387
CYC2020_4,NBH8798,3.19,1.53,95.54,22.34,5.6,1.84,7.47,3.43,56.86,6.19,2.31,5.19,7.29,6.17,4.05,1.33,9.49,3.6055
CYC2021_2,NBH9217,6.37,9.11,47.6,9.17,4.66,2.54,7.06,3.82,84.84,6.81,9.1,3.88,7.87,8.16,0.58,1.88,7.38,2.4604
CYC2023_4,NBH8381,9.72,3.26,76.22,97.11,0.8,6.76,1.84,1.79,29.95,7.97,6.9,7.89,0.08,2.55,5.22,5.5,6.06,1.9371
CYC2024_2,NBH5179,0.66,7.64,78.75,99.74,2.14,6.22,4.41,6.04,68.6,7.24,3.21,7.23,2.18,0.03,9.22,8.73,6.64,3.2092
CYC2022_3,NBH1193,7.14,8.65,29.2,81.77,8.12,1.27,1.9,2.41,50.24,1.68,2.1,2.19,1.53,0.65,2.44,3.93,6.35,0.4322
CYC2025_2,NBH1560,3.85,8.78,13.03,13.32,1.01,4.35,0.27,0.46,99.05,3.11,5.54,0.95,4.49,4.46,7.74,8.75,3.52,0.7192
CYC2021_1,NBH8869,1.02,7.14,87.01,85.43,7.5,1.88,4.74,3.54,45.75,7.46,8.57,6.57,0.14,1.27,3.41,9.08,6.05,3.2502
CYC2023_2,NBH5400,2.78,8.63,17.3,72.55,6.84,1.12,8.41,8.28,86.69,2.6,1.43,4.6,8.58,7.99,6.9,9.85,6.49,3.6182
CYC2025_4,NBH9072,6.85,0.48,37.29,82.31,3.78,2.93,0.26,1.55,15.75,9.31,1.33,4.89,7.76,4.93,4.13,9.05,8.98,3.4075
CYC2026_4,NBH7963,6.56,0.65,6.29,30.44,9.7,1.49,4.12,6.27,57.79,3.66,2.11,9.31,0.43,1.15,1.08,4.76,6.95,2.0504
CYC2026_3,NBH2641,8.54,1.09,16.32,27.1,4.02,5.74,8.72,4.3,26.91,0.72,3.02,4.33,7.21,3.49,7.74,3.33,0.04,0.7224
CYC2023_1,NBH1543,7.67,6.18,87.28,39.59,6.69,3.71,7.61,4.12,92.33,9.45,9.59,7.05,2.38,8.32,2.0,7.45,9.71,1.6744
CYC2026_2,NBH7256,9.86,3.95,74.47,50.42,9.71,9.21,7.48,9.59,13.28,8.2,3.32,7.95,7.99,6.97,4.07,0.97,7.55,1.295
CYC2023_1,NBH4330,1.69,7.71,52.41,57.85,5.57,8.96,3.48,9.49,13.33,5.94,7.21,6.39,9.3,2.12,7.54,4.51,2.77,0.3881
CYC2018_4,NBH2666,2.93,0.87,35.9,99.57,7.83,1.58,1.83,5.95,19.42,9.97,8.09,0.2,2.89,2.74,8.2,4.05,3.11,2.7803
CYC2019_4,NBH5220,5.99,9.35,68.61,80.55,5.19,6.82,1.19,4.58,87.33,1.63,7.91,9.22,9.18,9.67,1.77,9.3,7.05,3.9967
CYC2023_1,NBH7727,7.97,5.26,80.08,89.92,7.13,5.53,0.33,5.31,18.81,8.69,6.47,2.47,3.94,3.21,9.24,9.41,8.39,1.4625
CYC2025_3,NBH6447,8.59,6.06,22.66,63.56,6.54,3.92,5.69,5.46,0.47,6.24,0.85,3.64,4.59,7.43,1.86,9.41,0.64,0.4151
CYC2022_4,NBH7318,7.88,7.14,18.5,88.53,1.68,5.99,5.21,6.09,23.8,5.67,3.72,6.82,4.32,0.35,4.01,0.63,7.36,1.1096
CYC2025_2,NBH8493,5.6,9.0,33.69,23.99,2.67,9.98,8.19,7.39,17.2,0.41,3.55,9.5,3.29,7.0,4.17,0.53,2.5,3.6452
CYC2020_3,NBH6524,9.62,9.7,54.6,41.65,8.17,4.07,4.34,8.96,32.43,2.63,9.43,0.83,1.27,4.81,9.7,9.08,7.97,2.7773
CYC2018_4,NBH2883,5.99,1.86,25.0,92.94,8.16,9.28,7.25,8.06,78.59,9.59,6.81,4.05,0.58,6.12,8.58,1.96,5.83,0.5143
CYC2025_2,NBH4755,1.73,5.13,84.28,37.36,4.57,5.03,6.91,3.25,43.06,7.48,4.22,6.64,2.75,9.12,8.03,9.16,1.24,2.1822
CYC2022_1,NBH1686,9.49,6.35,22.95,84.31,2.8,1.37,4.77,7.34,28.7,0.6,9.35,0.98,1.84,8.08,6.41,2.78,8.27,1.7719
CYC2024_3,NBH2384,4.78,5.32,4.17,41.52,1.53,3.22,0.71,5.08,43.45,4.73,5.87,1.5,9.99,7.94,3.68,7.14,3.65,3.7325
CYC2021_4,NBH2305,2.49,1.3,28.58,25.14,4.93,0.37,5.39,1.47,20.02,0.34,7.28,1.36,5.88,8.83,2.82,0.43,4.74,1.6791
CYC2023_4,NBH3135,9.89,5.35,39.75,16.99,8.2,9.88,5.86,2.12,44.57,9.84,7.97,4.91,6.55,2.78,4.75,6.03,8.49,1.4913
CYC2022_3,NBH3572,1.7,0.3,5.78,62.82,7.03,2.99,7.81,3.28,65.49,9.07,1.96,8.37,0.09,7.83,2.5,0.09,0.12,1.9087
CYC2024_2,NBH5078,6.26,7.79,52.77,65.86,6.22,1.69,3.94,6.95,70.3,1.98,5.61,0.95,7.58,7.24,7.71,1.26,3.17,1.3879
CYC2023_2,NBH8683,8.83,0.17,31.91,41.77,2.25,2.2,4.36,1.22,38.25,9.5,7.16,9.31,9.84,8.46,9.36,8.09,5.73,1.2736
CYC2022_3,NBH9843,8.57,9.78,53.36,66.75,9.77,8.73,7.91,8.45,61.38,8.83,8.75,5.94,3.47,4.95,0.03,9.68,3.32,2.1867
CYC2024_3,NBH3454,0.87,6.7,3.8,19.07,4.16,0.32,6.86,7.77,93.47,7.29,7.85,9.91,4.21,6.41,8.29,6.65,5.03,0.9421
CYC2020_4,NBH9928,4.48,6.34,19.29,91.7,1.88,7.5,5.81,0.59,45.4,1.33,3.57,5.13,3.42,2.58,4.52,6.17,8.71,2.3948
CYC2019_1,NBH5662,2.52,1.09,61.48,15.21,1.14,7.88,7.13,8.73,56.56,2.57,7.36,4.75,4.78,1.93,7.52,8.65,4.17,0.994
CYC2019_2,NBH5097,5.86,4.93,49.5,39.35,9.39,4.98,6.97,6.43,17.7,0.56,8.23,3.03,7.99,6.78,4.77,1.03,5.16,2.0534
CYC2018_3,NBH6916,1.2,5.19,14.88,20.69,4.81,5.75,2.49,1.31,76.04,7.35,2.38,7.3,2.24,6.26,7.02,3.46,2.65,2.4218
CYC2023_2,NBH9898,4.5,3.34,50.91,94.09,9.02,2.52,0.92,5.92,96.18,1.3,8.64,0.69,2.62,1.5,9.93,7.71,5.5,2.5154
CYC2021_1,NBH7011,2.79,2.2,96.68,39.89,8.27,8.3,3.06,5.68,64.81,1.16,3.27,0.24,8.18,9.49,7.27,8.2,4.38,1.5478
CYC2022_4,NBH8301,9.22,2.94,15.16,87.3,0.39,8.08,7.75,5.66,63.63,1.65,5.67,5.43,1.79,7.42,0.37,3.55,6.51,3.2402
CYC2024_1,NBH5540,4.9,5.23,9.5,14.74,1.74,5.51,8.07,4.69,73.57,2.04,0.19,9.34,6.03,1.85,7.17,8.67,2.7,1.6706
CYC2025_4,NBH3037,6.19,7.79,79.27,77.72,2.37,0.05,5.58,0.45,0.16,9.95,5.81,6.91,9.89,4.1,8.84,7.26,3.17,0.5201
CYC2024_1,NBH8680,9.5,4.1,81.58,9.11,7.08,4.65,0.53,7.89,64.27,4.51,2.46,5.87,1.75,1.02,5.81,1.98,7.93,0.5213
CYC2018_2,NBH8946,8.6,2.7,10.62,30.42,1.24,1.31,6.92,7.1,90.08,7.27,1.7,7.66,5.97,5.98,4.51,1.35,9.06,0.2178
CYC2021_4,NBH7833,5.59,2.95,19.56,27.69,8.68,8.61,1.18,8.93,74.49,0.33,7.58,0.15,4.55,2.61,5.44,8.22,0.48,1.4046
CYC2019_1,NBH3084,1.16,0.48,61.29,5.93,8.2,8.15,9.93,4.8,35.69,9.59,8.02,2.37,8.26,8.59,8.61,8.32,3.01,1.4657
CYC2018_1,NBH7503,4.22,0.82,73.62,56.44,6.85,3.17,7.24,5.58,97.81,0.04,6.55,2.33,1.4,5.65,3.92,5.14,2.56,3.134
CYC2020_3,NBH5063,7.11,7.59,55.63,13.59,2.62,1.03,1.63,0.78,52.88,7.08,1.46,0.46,4.55,9.7,6.01,8.12,2.02,3.7229
CYC2021_3,NBH2927,1.34,2.39,99.64,60.6,8.94,6.55,5.63,6.13,97.04,9.71,9.65,2.35,0.63,6.98,4.84,8.99,5.41,1.7349
CYC2023_3,NBH1209,2.27,4.77,24.17,91.72,9.13,5.53,1.72,3.23,78.27,6.77,7.49,2.7,0.07,0.14,6.72,5.5,4.1,3.1254
CYC2022_4,NBH3270,9.98,0.14,23.8,79.15,3.36,8.92,6.93,0.23,46.51,1.16,8.91,1.99,1.22,7.08,3.03,6.33,7.51,2.4842
CYC2022_3,NBH7701,0.6,8.0,27.79,90.54,2.03,1.22,3.04,3.22,65.71,1.55,3.03,6.05,2.85,3.97,1.32,1.11,7.41,0.4528
CYC2018_4,NBH7624,1.12,6.32,14.17,27.42,6.56,4.96,1.77,2.57,92.16,7.1,2.94,0.37,8.51,8.43,2.68,5.14,2.31,1.8195
CYC2025_2,NBH8351,1.86,0.59,91.01,54.08,7.42,2.83,1.32,7.32,8.11,4.82,8.46,8.15,9.16,8.49,2.16,6.38,9.29,1.1661
CYC2025_1,NBH6765,4.08,5.29,88.17,60.95,7.73,5.96,9.24,4.72,67.76,4.79,1.88,7.52,5.53,0.18,2.2,7.58,0.41,0.9829
CYC2021_2,NBH3946,9.25,7.55,41.67,45.54,1.07,6.43,7.95,7.85,65.79,5.63,0.27,9.4,7.32,2.04,0.83,1.79,7.27,3.0721
CYC2018_1,NBH4340,6.99,5.44,97.75,46.51,9.12,4.91,4.57,0.63,87.41,9.08,0.0,0.59,3.62,2.17,3.34,2.0,7.38,0.2175
CYC2022_4,NBH8212,6.48,3.6,65.35,70.14,6.36,9.15,6.83,5.96,14.48,2.88,0.35,3.94,1.17,7.74,3.49,6.89,8.73,2.5091
CYC2025_2,NBH5189,0.23,2.17,2.34,60.82,6.92,7.15,5.83,4.28,35.2,2.79,8.57,6.3,4.62,4.82,1.96,0.43,3.29,0.2588
CYC2026_4,NBH6360,7.38,0.3,51.51,75.62,4.33,4.58,8.11,4.64,64.54,7.69,8.61,7.17,1.31,7.23,0.36,7.48,3.51,1.1546
CYC2022_2,NBH3384,3.82,9.85,31.46,93.47,6.08,1.86,7.71,0.09,70.2,8.34,6.0,7.32,7.52,2.11,4.1,3.88,2.95,1.3989
CYC2019_2,NBH8522,9.13,8.68,84.78,59.25,3.41,7.09,0.67,4.94,73.67,5.45,2.21,2.02,0.32,9.06,2.65,3.22,1.24,1.559
CYC2022_2,NBH8029,8.69,5.6,95.02,98.8,1.7,2.2,8.32,6.52,61.55,9.8,8.25,4.03,5.76,4.57,6.61,4.16,4.26,2.8866
CYC2018_1,NBH9772,2.25,5.14,70.92,80.58,7.37,8.1,0.07,4.15,6.44,6.4,2.45,0.14,0.45,1.63,3.8,5.68,5.46,3.2962
CYC2019_4,NBH6523,1.7,3.95,92.58,3.71,3.46,2.26,8.69,5.4,74.42,9.2,9.26,2.1,2.54,3.62,9.94,7.56,5.62,2.6835
CYC2026_1,NBH1144,7.06,1.57,50.0,53.31,8.42,4.58,8.23,2.84,19.65,8.81,2.06,7.49,0.94,2.87,1.25,4.06,7.62,2.8207
CYC2020_1,NBH7157,9.86,2.31,63.71,85.58,5.78,4.73,6.73,9.64,38.56,9.61,8.37,4.64,5.89,2.7,5.05,8.47,4.52,3.2614
CYC2025_4,NBH9809,0.16,0.38,23.44,93.42,9.87,0.69,6.38,4.39,73.1,0.06,9.71,5.6,9.7,8.53,1.88,5.89,2.78,1.7018
CYC2023_2,NBH6994,9.75,2.4,90.33,40.18,2.54,4.84,2.98,0.37,15.8,1.35,4.94,2.31,1.1,0.21,1.96,7.79,7.71,3.7621
CYC2021_2,NBH1648,6.9,4.28,71.28,70.91,8.48,6.81,8.38,2.39,37.36,8.63,7.26,2.45,2.87,4.0,1.2,8.28,1.7,3.5442
CYC2019_3,NBH4777,4.49,5.9,55.16,24.55,2.79,3.72,4.1,8.28,4.56,7.97,9.13,7.69,8.8,6.5,1.27,6.67,2.32,2.5724
CYC2023_2,NBH8560,2.25,7.91,0.07,51.38,0.55,2.38,9.94,8.36,98.72,3.67,1.0,9.37,3.34,2.17,4.45,2.24,8.33,1.4594
CYC2023_3,NBH6867,8.35,9.59,26.27,16.73,2.84,6.37,9.12,6.61,20.76,3.35,5.02,1.69,7.11,7.45,5.31,5.98,2.61,1.2998
CYC2024_4,NBH4289,0.12,2.67,92.38,2.2,4.42,0.36,9.08,9.12,86.65,9.42,9.05,0.21,5.27,6.15,7.24,6.6,6.92,2.6459
CYC2023_2,NBH4782,7.42,1.37,86.55,11.67,9.11,9.66,7.26,8.51,7.29,2.7,6.64,8.62,9.0,4.78,3.08,3.66,4.14,2.4279
CYC2018_1,NBH5836,8.12,1.84,34.72,35.56,9.15,4.8,3.78,4.44,73.09,1.96,8.25,9.86,8.69,8.67,1.47,6.37,6.27,2.8169
CYC2025_2,NBH2810,2.84,5.41,52.59,35.24,5.97,2.16,2.59,3.49,47.85,6.56,3.96,5.42,9.54,1.86,1.65,5.88,9.58,3.0419
CYC2022_4,NBH4222,3.24,3.29,27.3,58.9,0.0,0.21,7.39,0.59,74.94,2.94,7.96,6.27,7.72,4.6,8.5,3.02,2.83,0.2702
CYC2025_4,NBH4600,5.35,2.75,59.16,99.95,8.09,2.14,9.26,3.44,65.33,9.43,8.56,4.52,1.18,4.74,6.33,2.27,1.23,3.8683
CYC2020_2,NBH7484,7.98,7.2,73.26,12.66,7.03,3.89,6.9,4.34,24.71,8.49,2.29,0.67,2.74,8.73,3.02,5.8,8.26,1.4901
CYC2019_2,NBH2236,6.08,0.63,14.42,13.07,0.7,2.1,5.74,1.22,21.97,9.21,6.24,5.68,2.37,5.19,2.12,5.25,7.68,2.5551
CYC2026_4,NBH1905,3.52,2.42,35.03,49.7,7.35,9.85,9.85,7.13,6.74,5.53,1.88,3.37,5.36,3.27,7.86,0.38,3.94,2.938
CYC2020_1,NBH5644,5.97,1.32,78.71,16.89,8.55,2.13,9.11,7.09,78.12,9.68,2.88,3.43,5.28,5.77,5.61,6.42,9.24,1.1193
CYC2026_2,NBH6281,4.82,9.9,12.86,33.25,7.64,1.65,8.61,3.11,0.48,4.04,3.27,6.86,4.64,2.07,1.92,6.61,6.91,3.3112
CYC2020_4,NBH9518,2.24,0.66,21.7,66.35,7.95,8.33,1.59,6.95,11.5,9.6,4.07,0.35,1.36,8.37,3.41,0.21,6.26,3.8885
CYC2023_1,NBH4705,0.61,9.97,73.72,81.97,9.05,7.61,3.78,0.32,8.34,0.24,9.04,4.74,9.98,3.88,4.04,2.14,3.27,1.4426
CYC2023_2,NBH8752,9.43,9.34,62.62,59.87,3.31,4.01,2.28,3.7,50.19,8.38,3.25,3.91,1.4,1.0,0.1,7.69,5.59,2.2928
CYC2022_1,NBH4189,7.5,7.2,38.61,97.24,8.31,4.71,3.42,0.03,38.69,0.54,3.05,1.97,3.27,0.61,7.77,0.88,7.18,3.7541
CYC2022_4,NBH6903,6.73,5.47,73.41,31.96,2.32,7.58,7.78,6.01,57.7,2.24,0.91,0.17,7.02,8.57,9.82,9.67,9.23,1.1492
CYC2024_3,NBH2773,5.91,5.93,27.56,72.15,8.49,3.06,1.79,9.52,82.88,9.34,1.29,8.76,8.41,4.53,4.05,4.24,6.0,2.5038
CYC2023_3,NBH6348,6.9,0.99,82.83,59.7,4.15,4.81,0.74,7.51,33.76,2.19,5.75,7.63,1.45,0.87,7.18,1.51,1.49,3.216
CYC2023_4,NBH2609,1.99,2.78,71.91,43.72,7.47,8.71,1.08,5.23,62.3,7.32,4.98,6.28,3.41,2.83,2.36,2.97,3.72,2.061
CYC2026_1,NBH7422,4.93,8.65,23.92,52.71,7.83,1.68,5.2,3.5,77.6,8.6,1.35,7.99,6.47,9.99,3.63,4.37,5.43,3.2203
CYC2021_2,NBH3939,2.17,1.36,40.74,57.43,8.3,1.65,1.17,9.62,77.51,4.17,7.4,1.56,0.84,3.89,8.22,2.28,1.19,2.3943
CYC2023_3,NBH7750,9.1,3.0,25.78,71.65,2.72,5.54,8.8,9.35,36.51,1.13,6.44,5.32,1.12,3.92,7.5,1.17,8.96,2.9473
CYC2026_3,NBH9927,8.45,8.03,86.46,47.53,0.09,2.47,2.54,2.85,24.65,9.23,8.97,9.17,2.05,7.58,6.48,6.45,2.2,2.1306
CYC2019_4,NBH3984,8.84,2.57,38.77,81.21,8.55,0.68,0.7,8.52,39.43,1.78,3.69,0.72,9.25,2.52,1.2,0.59,0.67,3.0292
CYC2026_3,NBH2442,5.33,1.25,47.25,14.72,4.31,8.97,5.08,10.0,38.27,1.71,8.65,1.87,5.59,4.18,9.45,9.2,6.54,3.4868
CYC2021_1,NBH7487,9.02,2.11,51.13,28.8,1.89,6.26,6.66,5.39,14.3,5.36,5.37,4.3,9.96,8.75,8.25,3.88,6.6,3.6615
CYC2025_1,NBH1697,7.61,6.34,46.59,22.59,9.24,7.21,2.43,8.85,73.18,6.09,4.24,4.8,4.82,5.84,3.54,4.28,3.48,3.8954
CYC2026_4,NBH8514,2.81,2.81,82.33,86.44,3.85,1.31,3.34,1.84,61.71,2.66,7.21,0.41,4.44,0.9,7.77,3.68,8.08,2.8348
CYC2018_3,NBH7003,0.9,0.81,68.51,12.86,7.85,8.37,8.86,3.7,99.31,6.2,7.55,7.66,5.26,7.11,7.28,7.73,4.59,3.6706
CYC2020_1,NBH4956,3.92,4.31,75.04,84.43,6.57,5.68,4.01,4.37,60.48,2.81,4.67,2.3,2.34,3.38,9.41,7.02,2.07,1.2928
CYC2024_2,NBH7422,8.6,8.94,21.76,48.39,6.6,9.45,5.84,9.13,29.17,7.35,3.66,7.28,2.65,3.42,6.17,6.89,1.8,0.861
CYC2026_1,NBH3766,1.05,7.96,9.35,54.62,0.37,3.01,0.03,9.58,33.28,9.76,4.8,9.07,1.88,0.46,1.78,6.05,9.64,0.3535
CYC2018_3,NBH3619,1.77,4.85,98.64,55.77,2.09,2.1,0.5,3.94,27.52,3.16,6.74,6.23,9.43,3.78,8.38,8.96,3.03,1.4048
CYC2020_2,NBH1183,4.4,5.84,48.99,83.74,2.61,1.1,2.67,9.82,86.76,1.63,9.37,4.7,3.6,5.0,0.74,2.94,9.97,3.5485
CYC2022_3,NBH5212,7.49,1.12,62.35,90.98,4.27,6.38,8.06,9.65,77.69,4.0,1.83,6.74,2.34,9.68,7.8,6.7,7.96,1.3651
CYC2018_3,NBH2973,1.68,2.82,0.49,55.94,8.91,5.92,0.85,7.75,16.96,2.74,2.02,9.45,5.03,7.36,8.01,5.25,6.61,1.2886
CYC2025_3,NBH9386,5.46,8.76,33.37,22.51,0.17,3.59,0.78,7.58,5.04,6.67,7.98,1.34,7.6,7.42,2.89,3.24,9.79,1.2101
CYC2025_4,NBH6180,3.98,0.74,41.8,57.21,0.15,5.81,1.5,1.1,70.86,1.47,1.0,4.53,4.09,6.53,9.5,0.94,9.38,3.0066
CYC2018_4,NBH2738,5.35,0.15,41.47,14.74,7.17,1.07,2.81,4.1,21.47,6.07,0.98,0.86,9.25,8.38,1.96,3.01,5.94,3.6963
CYC2021_3,NBH3552,7.48,3.01,83.84,54.06,7.08,2.95,9.82,6.14,85.94,9.15,5.3,7.59,9.29,2.57,3.07,8.56,3.23,1.0917
CYC2021_3,NBH6267,8.52,7.59,7.75,57.35,0.82,1.48,5.22,2.63,52.12,9.0,7.87,2.66,1.5,8.5,1.38,4.96,1.08,3.3537
CYC2019_3,NBH2593,0.9,0.97,0.36,39.64,2.06,1.62,8.59,4.81,45.0,8.03,4.26,1.34,1.02,3.33,7.36,6.02,8.74,0.7842
CYC2026_4,NBH3149,7.25,2.86,27.34,41.02,0.19,1.6,3.65,7.27,63.14,9.94,3.43,8.56,3.46,2.53,4.95,4.86,3.12,3.5784
CYC2021_3,NBH8789,6.45,2.82,92.46,21.42,9.71,7.41,9.17,5.22,58.16,4.81,6.44,7.66,0.87,1.59,4.3,4.85,8.35,3.6383
CYC2024_3,NBH8396,6.65,1.95,35.9,69.28,8.99,4.68,0.62,3.53,92.03,8.93,3.82,1.51,6.55,3.29,3.16,6.46,7.25,1.7832
CYC2022_2,NBH2999,3.67,3.08,70.01,57.0,1.23,9.52,7.13,9.11,29.96,5.98,2.46,5.47,8.74,8.93,9.89,9.83,5.22,1.3792
CYC2020_1,NBH3996,7.35,3.08,70.28,9.61,5.31,3.95,0.62,8.37,28.5,1.91,5.77,8.88,8.26,1.26,4.14,9.5,1.84,2.2523
CYC2018_1,NBH6761,2.69,2.41,55.89,19.89,6.22,8.75,8.16,7.23,10.99,2.41,3.33,6.6,3.02,0.24,7.74,8.96,6.96,1.4696
CYC2025_2,NBH3372,2.7,4.87,23.26,69.48,1.22,7.78,4.89,1.9,51.56,9.5,8.43,9.84,3.3,9.83,3.93,5.25,6.43,3.8013
CYC2023_1,NBH1220,7.79,1.21,53.0,76.46,1.48,0.6,3.36,8.32,22.33,2.6,0.55,2.58,5.4,8.13,1.8,2.88,2.76,2.3723
CYC2024_2,NBH2565,3.18,7.85,18.3,1.49,7.37,0.62,3.8,6.21,99.07,4.67,7.24,8.56,8.11,8.79,5.51,9.94,8.9,1.4606
CYC2026_4,NBH5533,3.96,2.47,84.21,92.74,8.97,4.67,3.19,8.17,46.78,7.46,3.23,9.06,9.34,2.18,5.37,6.88,2.65,0.8574
CYC2023_2,NBH9107,4.1,9.12,25.41,24.71,4.19,7.01,4.06,9.2,92.8,9.49,3.33,4.56,7.3,9.46,6.23,4.89,5.83,0.9704
CYC2020_4,NBH1403,0.68,6.43,92.95,83.35,5.48,0.21,9.51,2.05,78.84,3.06,4.63,4.14,8.11,3.04,1.67,0.03,0.59,2.4615
CYC2022_3,NBH3894,3.68,7.32,85.88,22.99,3.44,2.42,7.31,3.04,35.24,9.76,5.86,4.72,2.57,3.65,1.88,2.02,8.98,3.6979
CYC2024_2,NBH3923,5.84,6.0,50.51,32.41,3.42,9.66,8.26,5.81,9.11,4.43,4.26,5.01,3.53,8.22,5.1,9.09,9.43,1.8442
CYC2025_3,NBH8100,3.83,2.38,65.26,95.32,2.65,5.27,9.37,0.19,52.49,6.79,9.21,8.51,6.99,9.17,0.95,7.84,6.74,3.2403
CYC2024_4,NBH9100,8.58,0.05,31.1,30.32,6.07,8.7,0.15,2.32,49.44,9.92,0.68,8.21,3.73,7.67,4.24,2.73,4.29,1.8508
