qol_trust_reference_year,qol_trust_country_iso2,qol_trust_region_nuts_code,qol_trust_trust_in_parliament_score,qol_trust_trust_in_government_score,qol_trust_trust_in_police_score,qol_trust_trust_in_media_score,qol_trust_corruption_perception_score,qol_trust_satisfaction_with_democracy_score,qol_trust_sense_of_safety_night_pct,qol_trust_victimisation_rate_pct,qol_trust_social_capital_index,qol_trust_volunteering_rate_pct,qol_trust_civic_participation_rate_pct,qol_trust_hate_speech_exposure_rate_pct,qol_trust_disinformation_exposure_index,qol_trust_institutional_quality_index,qol_trust_survey_source,qol_trust_survey_weight,qol_trust_data_extract_date
2008,FI,FR205,7.57,2.76,5.75,1.92,43.21,5.51,85.33,7.02,73.36,25.66,36.96,5.91,48.77,61.51,EUQLS,1.9537,2026-01-28
2009,IE,PL84,2.15,5.96,7.38,3.93,75.03,6.37,75.72,6.69,48.16,25.5,31.57,7.67,61.68,67.08,ESS,0.6774,2025-10-01
2010,MT,FR41,3.2,4.81,6.93,3.62,59.88,6.76,86.36,9.41,59.32,17.03,24.99,13.1,20.62,49.24,EUROBAROMETER,2.9396,2025-08-08
2011,SK,HR642,5.31,3.6,4.84,6.04,63.18,5.87,86.83,9.95,33.6,6.82,22.6,20.97,44.63,57.41,NATIONAL_TRUST_SURVEY,0.3463,2025-06-27
2012,BE,SI679,2.83,3.53,7.71,3.52,71.14,4.8,59.4,11.82,68.86,11.99,38.14,15.33,52.81,37.12,EUQLS,1.3019,2024-02-06
2013,DK,PL8,6.84,7.19,8.78,4.58,81.25,5.18,66.77,9.97,60.42,19.9,12.35,6.99,25.9,40.65,ESS,0.2328,2025-08-18
2014,GR,BG8,4.29,2.09,6.2,3.75,34.81,4.08,63.0,12.07,78.99,7.7,29.93,19.0,41.52,57.67,EUROBAROMETER,2.251,2024-10-20
2015,LT,IT4,5.17,2.96,4.39,3.7,58.66,3.56,69.27,16.59,41.94,9.18,22.97,22.62,44.34,48.01,NATIONAL_TRUST_SURVEY,0.489,2025-01-11
2016,PT,HU5,3.44,2.48,7.32,3.24,35.63,3.49,68.35,16.05,61.49,12.81,17.85,8.51,77.82,82.01,EUQLS,4.2631,2025-08-23
2017,SE,AT54,3.47,3.36,6.75,2.32,75.4,8.17,81.54,13.05,94.29,39.66,30.45,19.19,84.88,85.48,ESS,0.9681,2025-12-22
2018,CY,LV927,4.97,2.41,6.93,5.6,65.69,4.51,84.09,15.11,43.87,25.46,28.42,12.96,66.21,75.28,EUROBAROMETER,2.5734,2025-04-10
2019,FR,LU4,5.15,2.36,3.89,4.15,62.31,4.22,69.74,15.85,39.7,28.47,19.31,17.98,35.85,37.98,NATIONAL_TRUST_SURVEY,2.3438,2025-08-22
2020,IT,GR747,4.63,2.61,5.34,2.13,67.31,6.25,72.97,9.26,61.18,27.47,32.11,13.44,71.06,33.83,EUQLS,0.9967,2026-01-18
2021,NL,EE4,4.43,4.42,6.96,4.36,40.33,4.59,62.95,13.53,73.58,11.32,29.65,9.45,26.27,82.14,ESS,1.2818,2024-09-07
2022,SI,IE83,4.46,2.71,4.38,4.74,52.54,4.51,72.84,9.95,56.49,27.95,35.41,18.31,76.1,40.9,EUROBAROMETER,4.2361,2024-08-07
2023,BG,SE20,6.14,4.88,5.95,4.99,63.58,4.12,66.79,7.58,60.64,26.31,24.61,17.0,31.45,64.0,NATIONAL_TRUST_SURVEY,1.3046,2024-04-26
2024,EE,FI935,5.67,4.63,5.42,3.1,57.74,6.01,70.89,11.12,62.74,15.21,27.69,12.24,70.37,39.38,EUQLS,4.4427,2025-11-04
2025,HU,GR49,3.25,5.83,6.79,6.0,79.12,6.23,53.55,11.15,80.38,21.44,29.31,11.04,68.93,41.66,ESS,4.3624,2025-01-23
2006,LU,SK232,4.01,3.71,6.79,3.77,45.69,5.21,67.74,9.92,55.9,9.52,30.76,15.52,49.21,95.94,EUROBAROMETER,2.2239,2025-03-01
2007,RO,LT55,6.44,5.32,6.32,4.22,68.75,4.68,54.54,12.25,58.09,22.56,27.3,10.18,23.1,44.72,NATIONAL_TRUST_SURVEY,3.8228,2024-07-18
2008,AT,PT33,3.3,3.33,7.72,2.3,60.78,4.34,48.44,13.38,53.68,24.67,22.44,5.12,41.36,63.58,EUQLS,3.9898,2024-07-09
2009,CZ,SK259,5.85,5.53,3.76,3.41,52.58,7.08,52.3,11.77,41.34,20.97,33.68,4.93,36.46,65.77,ESS,3.7085,2025-06-11
2010,DE,AT595,2.51,6.25,6.77,4.95,33.43,5.95,78.78,11.65,33.76,25.98,32.23,5.76,47.13,83.39,EUROBAROMETER,3.8167,2025-03-24
2011,LV,LV4,4.03,2.98,7.43,4.56,54.64,4.19,86.86,11.35,75.61,24.72,22.58,11.35,35.94,49.03,NATIONAL_TRUST_SURVEY,1.915,2025-05-14
2012,PL,HR8,3.51,2.24,5.59,3.33,79.43,4.72,48.29,8.35,58.54,8.81,12.8,13.34,61.07,70.7,EUQLS,3.7171,2024-05-14
2013,ES,BG979,6.07,3.72,4.63,3.65,34.15,6.63,48.07,12.76,76.99,13.41,37.92,5.0,39.53,35.73,ESS,0.9742,2024-09-26
2014,HR,FR53,4.84,4.63,5.29,4.45,48.71,5.27,69.59,14.69,54.37,20.38,21.83,5.64,53.85,63.21,EUROBAROMETER,0.4835,2025-06-11
2015,FI,IE25,7.72,5.04,7.16,3.35,49.47,3.53,51.85,16.52,75.73,20.08,11.69,18.26,65.11,98.1,NATIONAL_TRUST_SURVEY,1.5446,2026-02-05
2016,IE,RO699,4.94,5.2,4.97,3.04,38.31,3.69,70.01,13.04,39.87,13.32,32.77,11.63,76.46,45.28,EUQLS,3.3488,2024-03-02
2017,MT,RO710,5.8,4.9,3.75,3.75,54.17,4.47,78.36,8.19,47.43,11.37,23.14,18.56,67.61,66.64,ESS,3.4366,2025-04-17
2018,SK,ES5,4.05,5.15,7.75,4.28,62.94,7.32,67.99,16.39,37.92,16.77,24.47,6.66,52.71,65.56,EUROBAROMETER,1.0853,2024-08-25
2019,BE,CZ968,4.67,3.15,5.58,5.22,59.17,5.89,53.36,14.96,64.0,17.35,9.67,14.41,59.57,67.1,NATIONAL_TRUST_SURVEY,4.6672,2024-08-24
2020,DK,SE2,4.29,6.36,6.31,2.04,65.52,5.74,51.5,9.42,75.7,12.71,20.2,17.62,88.99,84.53,EUQLS,0.9233,2025-05-08
2021,GR,HR480,6.02,5.17,3.84,2.59,78.55,7.15,56.71,9.44,57.66,8.14,36.62,12.77,92.47,58.17,ESS,0.27,2025-03-28
2022,LT,DK312,3.65,5.08,6.51,5.84,54.04,3.28,58.41,11.32,73.34,25.34,21.0,15.61,68.43,55.66,EUROBAROMETER,1.8463,2024-12-30
2023,PT,FR8,5.99,4.7,7.69,4.92,64.42,5.86,70.38,8.66,35.13,22.95,29.72,10.22,68.3,59.07,NATIONAL_TRUST_SURVEY,4.6711,2024-04-18
2024,SE,DK611,3.96,6.35,5.88,5.21,52.3,3.9,58.99,8.37,80.48,40.62,27.34,13.93,61.67,100.0,EUQLS,3.7075,2024-11-06
2025,CY,HU277,3.45,5.05,4.89,4.39,50.78,5.17,54.01,10.0,48.29,17.02,20.75,14.49,49.61,75.5,ESS,4.7235,2025-02-10
2006,FR,SE398,3.92,2.99,4.14,4.42,39.59,3.18,45.27,13.85,74.91,23.2,43.48,14.37,38.77,75.29,EUROBAROMETER,4.736,2025-11-17
2007,IT,IE659,2.66,3.57,6.92,4.03,59.12,4.02,51.12,14.38,53.55,20.56,15.39,17.46,25.63,57.4,NATIONAL_TRUST_SURVEY,1.4969,2025-12-16
2008,NL,PT36,6.16,4.22,7.05,5.37,69.51,5.57,74.12,6.11,39.97,32.86,15.62,11.8,24.81,61.81,EUQLS,3.6291,2024-04-07
2009,SI,AT7,4.53,2.29,6.27,6.15,34.98,5.04,72.95,15.61,65.5,26.39,28.71,14.26,43.29,80.82,ESS,0.5949,2025-04-23
2010,BG,SE30,2.68,2.94,5.81,5.48,80.17,4.09,47.16,11.78,53.4,28.3,13.02,9.51,50.63,50.35,EUROBAROMETER,4.368,2025-10-07
2011,EE,PL334,5.92,2.22,5.7,4.44,80.14,3.6,81.53,10.6,45.65,10.23,36.87,7.49,26.26,55.86,NATIONAL_TRUST_SURVEY,1.8241,2026-02-10
2012,HU,LT737,5.58,1.9,6.75,3.06,64.76,4.09,64.66,9.93,38.62,10.53,17.43,9.92,64.21,52.49,EUQLS,1.2565,2025-07-11
2013,LU,CY6,7.04,4.75,5.17,2.56,67.61,7.6,51.01,15.61,59.93,26.18,17.99,16.25,61.78,69.08,ESS,4.3888,2025-01-18
2014,RO,FI5,6.38,2.57,6.02,5.05,32.27,5.48,51.04,11.51,78.61,27.1,41.25,18.93,60.57,72.09,EUROBAROMETER,1.8091,2025-10-30
2015,AT,PL9,5.41,2.84,4.0,4.85,67.27,4.05,69.71,13.59,39.97,28.1,15.0,20.55,30.81,57.83,NATIONAL_TRUST_SURVEY,4.1556,2025-08-13
2016,CZ,AT29,2.27,5.36,4.44,5.04,68.24,4.62,71.56,12.47,74.69,25.78,17.64,9.3,49.53,62.36,EUQLS,2.9407,2026-01-08
2017,DE,CZ96,4.97,4.47,6.99,2.58,69.74,7.1,43.06,6.82,39.59,19.1,20.32,22.14,76.78,48.09,ESS,1.6307,2025-03-31
2018,LV,HU64,4.76,4.0,4.45,5.06,49.95,3.09,68.4,10.94,65.59,29.29,27.87,6.66,76.76,60.24,EUROBAROMETER,1.9839,2025-04-08
2019,PL,DE333,5.1,3.06,6.2,4.25,80.77,4.13,51.87,15.74,49.4,14.9,26.66,4.11,59.25,48.01,NATIONAL_TRUST_SURVEY,3.2469,2024-12-14
2020,ES,SE25,4.99,2.92,5.38,5.75,67.32,5.87,52.53,11.14,40.67,7.5,12.97,8.25,76.96,56.39,EUQLS,4.6861,2025-12-04
2021,HR,PL329,4.49,4.64,7.32,2.4,74.25,3.71,86.78,7.45,36.86,6.62,28.08,13.34,90.48,73.53,ESS,1.2737,2025-08-21
2022,FI,CY95,7.45,6.74,4.79,3.38,72.62,4.78,60.44,6.19,53.95,20.04,18.81,14.02,80.92,80.62,EUROBAROMETER,1.3216,2024-03-13
2023,IE,DK3,5.57,3.97,6.24,5.44,38.74,5.73,75.8,8.96,44.95,7.97,30.96,17.22,70.22,54.56,NATIONAL_TRUST_SURVEY,1.0142,2025-03-14
2024,MT,SE518,4.82,3.85,7.77,4.15,60.7,7.05,48.45,14.76,66.05,18.36,28.98,9.36,50.19,81.56,EUQLS,4.5595,2025-02-14
2025,SK,HU7,6.06,5.43,7.89,5.23,47.48,4.23,69.62,15.68,80.93,8.22,16.2,8.14,34.53,40.56,ESS,3.8255,2025-04-25
2006,BE,LT246,5.55,5.12,3.7,2.7,33.33,3.95,85.08,13.8,69.82,22.84,30.05,18.69,24.75,38.71,EUROBAROMETER,3.3701,2024-01-08
2007,DK,CZ409,2.69,7.3,8.17,3.2,89.41,5.87,53.23,6.46,66.01,16.24,46.09,5.39,70.46,91.3,NATIONAL_TRUST_SURVEY,0.8123,2024-08-10
2008,GR,RO460,4.19,4.27,6.51,5.24,80.93,4.6,83.52,11.99,55.65,19.47,22.04,13.94,28.14,49.19,EUQLS,4.0802,2025-03-17
2009,LT,DK5,2.89,2.23,7.79,4.82,52.2,3.81,53.53,7.9,45.59,11.45,36.32,20.97,44.27,34.11,ESS,0.3463,2024-12-16
2010,PT,LT903,3.01,2.05,4.42,2.46,70.91,5.35,49.1,12.4,56.43,10.34,20.3,24.7,36.75,40.58,EUROBAROMETER,4.3105,2024-07-26
2011,SE,GR48,7.15,4.68,9.07,5.13,67.14,8.84,92.28,9.2,62.2,30.72,27.69,20.46,61.26,70.7,NATIONAL_TRUST_SURVEY,4.0198,2024-02-12
2012,CY,FR229,5.61,3.08,5.04,3.0,79.51,6.51,74.27,12.01,65.77,28.37,21.29,17.27,24.73,41.03,EUQLS,0.2519,2024-03-04
2013,FR,IT369,6.12,4.9,7.56,4.96,44.66,4.51,53.23,9.1,49.93,19.39,25.16,6.25,41.07,41.31,ESS,0.8663,2026-02-01
2014,IT,GR6,4.32,5.23,6.43,3.91,42.84,6.72,48.8,6.8,66.42,28.39,19.98,11.67,21.3,52.49,EUROBAROMETER,2.1588,2026-01-10
2015,NL,CZ86,5.22,3.66,7.28,4.51,82.31,5.76,52.75,13.6,84.87,22.61,28.86,14.92,43.62,98.57,NATIONAL_TRUST_SURVEY,1.0446,2025-01-27
2016,SI,FI692,4.7,5.77,7.4,3.21,80.6,4.97,43.03,14.49,53.47,7.44,13.26,21.41,81.18,61.37,EUQLS,2.6859,2025-05-10
2017,BG,LV66,2.3,4.05,7.81,4.79,80.45,6.61,62.17,8.67,75.84,24.03,41.49,10.31,69.14,62.66,ESS,4.4239,2026-02-01
2018,EE,AT587,5.86,3.4,6.19,2.89,59.39,6.66,51.23,9.04,61.91,26.46,22.94,26.82,96.41,52.62,EUROBAROMETER,0.8817,2024-12-18
2019,HU,FR815,5.25,4.29,6.3,4.88,44.09,7.34,44.68,6.76,52.84,26.92,7.73,22.72,56.2,48.34,NATIONAL_TRUST_SURVEY,0.354,2025-09-25
2020,LU,DK881,2.88,5.17,9.22,4.16,85.2,4.61,98.71,9.77,74.94,27.47,11.69,17.53,47.71,63.35,EUQLS,4.3042,2024-07-23
2021,RO,CY489,4.88,3.95,4.29,4.95,57.07,3.94,51.64,15.25,75.79,23.39,11.25,3.87,45.87,82.03,ESS,0.9477,2024-09-26
2022,AT,FR139,3.5,4.5,5.5,2.68,43.3,6.68,52.78,12.3,68.91,9.04,12.23,25.3,73.4,58.51,EUROBAROMETER,1.0116,2025-08-05
2023,CZ,HU16,5.74,2.92,6.62,3.57,69.5,7.13,79.1,10.38,65.92,14.33,21.69,22.05,29.62,59.11,NATIONAL_TRUST_SURVEY,2.6489,2024-11-11
2024,DE,PT941,2.53,3.21,7.07,4.86,34.1,2.97,43.27,12.39,42.1,24.46,34.52,18.81,70.45,40.87,EUQLS,2.7923,2025-06-27
2025,LV,FI578,4.17,5.93,4.23,3.23,77.75,5.04,59.47,11.91,58.17,9.3,29.2,13.03,73.84,78.1,ESS,3.3728,2025-03-01
2006,PL,FI585,5.87,4.93,4.33,4.86,46.14,4.58,83.25,7.56,48.43,18.25,35.62,8.31,33.01,51.21,EUROBAROMETER,0.7523,2025-05-25
2007,ES,MT65,5.64,6.2,5.49,1.92,32.21,3.29,57.98,11.25,52.62,6.42,26.28,5.16,66.55,81.58,NATIONAL_TRUST_SURVEY,2.1167,2024-02-13
2008,HR,IE808,4.31,4.7,7.53,5.83,79.7,4.8,57.03,14.9,80.49,19.08,27.62,19.23,43.36,45.15,EUQLS,0.6328,2025-07-30
2009,FI,RO72,7.55,7.27,4.4,2.71,82.7,4.08,82.3,12.91,49.69,12.11,7.68,18.94,45.23,96.57,ESS,4.6809,2024-03-04
2010,IE,MT41,5.87,2.05,7.58,4.22,80.12,3.29,77.27,8.88,71.7,28.33,23.25,9.64,32.08,42.73,EUROBAROMETER,4.5609,2026-02-04
2011,MT,SI380,6.43,3.37,5.47,5.63,37.75,4.62,77.24,11.18,55.88,21.74,29.82,16.51,29.41,36.76,NATIONAL_TRUST_SURVEY,0.9583,2025-03-08
2012,SK,PT454,5.12,3.66,4.11,4.56,44.17,3.15,44.97,8.41,74.62,28.31,33.16,11.28,25.73,84.57,EUQLS,2.4636,2024-02-15
2013,BE,NL6,2.25,5.09,4.95,3.06,36.59,6.84,67.73,11.63,40.64,27.66,19.3,10.32,33.17,43.64,ESS,2.0373,2025-09-06
2014,DK,LT269,4.06,3.0,5.69,5.38,64.94,6.91,82.35,12.01,63.47,11.94,38.2,11.43,40.81,88.15,EUROBAROMETER,2.9857,2024-10-30
2015,GR,MT4,6.32,5.25,4.7,4.2,64.1,3.9,70.88,11.67,54.98,27.8,23.34,14.76,33.25,69.33,NATIONAL_TRUST_SURVEY,4.5951,2024-11-22
2016,LT,CZ520,3.28,3.21,5.09,4.84,56.08,6.62,78.87,15.88,39.47,16.95,14.26,5.42,51.39,46.8,EUQLS,3.8511,2026-02-16
2017,PT,ES734,3.32,1.99,4.56,4.83,70.88,6.91,73.61,14.04,45.78,28.49,31.25,15.25,53.46,41.69,ESS,3.2878,2025-02-01
2018,SE,GR2,6.81,2.59,7.76,4.3,65.8,5.0,59.53,15.03,57.77,21.2,24.09,15.74,69.71,62.92,EUROBAROMETER,3.9279,2025-05-18
2019,CY,FI183,4.19,6.23,7.65,4.88,76.44,6.55,57.78,14.34,64.87,7.74,16.86,16.02,33.12,54.12,NATIONAL_TRUST_SURVEY,4.3845,2024-12-15
2020,FR,LT114,4.72,2.02,4.37,2.06,46.54,5.0,67.77,14.48,40.59,16.35,23.99,5.71,76.54,81.17,EUQLS,3.5763,2026-01-20
2021,IT,IT665,3.85,5.07,7.81,3.95,80.41,4.57,51.38,12.39,44.1,14.82,33.11,17.8,45.34,71.49,ESS,4.3333,2025-05-08
2022,NL,PL82,7.14,4.77,6.35,2.7,91.94,7.34,53.6,11.92,41.24,24.58,19.24,20.43,42.82,41.79,EUROBAROMETER,3.4205,2024-08-24
2023,SI,LU2,6.12,4.52,6.83,5.7,78.76,5.48,78.0,13.1,62.08,18.33,37.16,15.42,62.05,64.34,NATIONAL_TRUST_SURVEY,1.3085,2025-12-07
2024,BG,SI90,4.5,3.86,6.83,2.45,32.82,5.63,83.58,6.99,41.67,22.52,13.94,22.45,93.44,64.43,EUQLS,2.6778,2024-10-26
2025,EE,FI147,2.59,3.77,4.84,2.62,56.24,3.34,51.14,6.1,42.83,19.23,30.33,21.47,32.83,41.7,ESS,0.3374,2024-01-27
2006,HU,SI43,3.96,2.12,5.28,5.46,64.84,3.12,80.46,8.26,56.59,22.32,25.32,19.29,53.19,56.14,EUROBAROMETER,4.2043,2025-07-13
2007,LU,PT35,7.55,5.3,5.61,2.97,48.12,7.79,61.52,15.09,66.86,17.63,18.94,24.74,39.1,55.41,NATIONAL_TRUST_SURVEY,0.3051,2025-04-19
2008,RO,LT21,3.09,3.46,4.46,5.48,34.52,5.45,55.04,12.21,53.97,18.42,38.35,17.64,24.4,60.17,EUQLS,1.9526,2024-06-28
2009,AT,IT58,3.67,3.44,4.79,3.65,62.76,6.98,68.09,12.79,59.46,28.08,25.22,12.08,30.18,47.92,ESS,3.3944,2025-04-23
2010,CZ,BG119,4.74,3.2,5.65,4.51,43.67,6.25,54.33,8.0,61.41,29.17,18.8,7.31,36.78,47.48,EUROBAROMETER,3.9251,2025-06-04
2011,DE,LU70,5.34,4.36,4.46,3.13,43.33,6.28,69.71,14.22,60.26,17.96,17.65,19.67,71.51,45.46,NATIONAL_TRUST_SURVEY,1.6397,2025-09-12
2012,LV,HR1,2.33,3.95,3.67,2.76,63.22,4.74,48.65,13.0,71.26,15.07,14.78,14.79,74.65,56.97,EUQLS,4.2226,2025-01-20
2013,PL,BE873,2.33,4.38,4.61,2.04,66.4,6.55,68.04,10.53,79.79,10.17,26.65,17.74,67.33,58.81,ESS,3.8093,2024-09-20
2014,ES,HU10,3.69,4.17,7.82,3.38,74.14,6.53,84.94,6.67,77.89,6.28,21.21,18.06,64.98,66.16,EUROBAROMETER,3.8068,2025-03-28
2015,HR,SK68,2.51,4.23,3.91,3.52,59.64,6.3,61.87,6.46,66.48,21.98,45.06,18.4,56.21,68.07,NATIONAL_TRUST_SURVEY,3.1442,2024-06-18
2016,FI,PL54,4.76,6.35,5.92,2.44,70.83,5.17,86.41,6.62,48.09,16.01,20.57,21.18,77.2,66.77,EUQLS,4.1737,2024-01-14
2017,IE,DK87,4.84,3.3,4.15,3.0,44.31,3.29,79.79,12.9,45.45,13.79,31.35,18.92,68.78,53.29,ESS,0.549,2024-06-16
2018,MT,RO26,6.1,2.87,5.03,4.89,33.02,5.01,81.16,15.83,32.26,9.03,26.76,3.81,28.84,51.95,EUROBAROMETER,3.274,2026-01-20
2019,SK,PT348,4.44,5.64,6.49,3.8,61.96,3.71,73.44,16.96,40.83,10.61,12.19,20.17,56.38,51.66,NATIONAL_TRUST_SURVEY,4.2513,2024-08-18
2020,BE,IE98,3.93,3.53,6.97,3.2,77.81,5.4,58.46,9.22,58.83,17.63,14.92,13.23,37.87,36.07,EUQLS,3.5892,2025-09-30
2021,DK,SI377,2.93,3.41,5.94,2.42,84.0,7.33,56.26,9.98,79.61,33.8,24.4,13.75,43.24,62.35,ESS,0.4438,2025-04-30
2022,GR,BG19,5.93,5.95,4.53,5.22,32.57,4.14,83.62,12.54,45.41,23.64,26.23,9.79,69.99,64.23,EUROBAROMETER,3.0792,2025-05-15
2023,LT,FI19,4.95,2.68,6.96,3.35,39.82,7.4,72.92,13.62,40.46,28.34,19.4,11.3,45.82,53.41,NATIONAL_TRUST_SURVEY,3.7623,2025-02-28
2024,PT,BG57,5.83,5.8,5.21,4.14,44.2,7.33,47.4,9.67,49.58,20.83,37.87,11.5,69.26,47.66,EUQLS,1.3265,2025-10-11
2025,SE,SI480,3.24,4.09,6.66,4.2,60.96,6.37,99.34,15.28,89.71,10.7,30.0,17.76,60.89,71.96,ESS,2.9434,2024-07-24
2006,CY,CY742,3.06,2.98,6.21,5.2,66.37,7.06,79.42,9.74,48.78,17.89,7.74,4.16,41.29,37.76,EUROBAROMETER,0.2093,2026-02-22
2007,FR,AT825,4.17,4.2,4.59,4.0,66.31,4.57,63.12,7.8,35.86,9.16,31.12,4.55,25.68,68.57,NATIONAL_TRUST_SURVEY,2.4309,2024-08-22
2008,IT,DE75,2.32,2.2,5.18,3.63,67.61,7.27,83.52,11.28,42.95,12.75,18.94,20.13,32.26,81.28,EUQLS,0.8387,2024-09-19
2009,NL,FI80,5.81,6.29,9.02,3.56,49.48,7.39,62.77,9.18,58.72,19.59,18.34,16.29,47.5,83.67,ESS,1.389,2024-11-16
2010,SI,CZ82,2.99,2.41,7.89,4.31,51.41,5.12,80.19,6.02,61.36,17.62,17.11,13.63,50.5,61.83,EUROBAROMETER,1.8376,2025-02-16
2011,BG,HR406,5.02,3.07,6.98,4.41,49.74,3.57,67.28,14.99,63.56,23.71,27.42,18.53,32.9,82.79,NATIONAL_TRUST_SURVEY,4.5704,2025-10-22
2012,EE,DK7,2.92,2.57,5.32,5.23,58.17,6.89,72.1,13.4,50.39,6.16,8.55,4.69,53.84,59.75,EUQLS,4.5379,2025-03-13
2013,HU,IE146,4.8,4.77,4.78,3.07,36.29,5.67,66.81,10.63,69.53,26.89,18.07,14.67,67.71,53.96,ESS,3.2934,2025-03-02
2014,LU,LT95,5.12,3.77,6.74,4.01,80.89,6.73,88.16,12.69,71.72,32.94,28.64,20.47,21.82,57.32,EUROBAROMETER,3.0827,2025-01-07
2015,RO,ES46,5.31,3.62,5.99,4.71,60.1,6.39,43.26,14.63,69.15,24.42,32.87,16.78,24.85,60.88,NATIONAL_TRUST_SURVEY,3.6227,2024-09-23
2016,AT,IT558,4.88,5.39,3.77,2.51,65.89,3.94,78.71,5.94,45.28,6.13,36.98,13.61,65.58,62.9,EUQLS,3.6567,2024-04-02
2017,CZ,IT75,5.51,2.45,4.71,2.63,44.32,6.9,47.53,13.33,45.5,9.57,33.72,13.06,87.66,42.64,ESS,3.4855,2026-01-10
2018,DE,IT281,3.49,2.6,4.46,4.7,63.95,5.55,51.72,14.09,38.26,21.79,35.49,12.43,37.11,80.59,EUROBAROMETER,0.282,2024-05-19
2019,LV,HR917,3.08,6.2,7.21,3.37,36.97,3.63,63.85,6.46,67.07,16.25,45.62,19.84,69.11,81.01,NATIONAL_TRUST_SURVEY,2.7574,2025-08-08
2020,PL,HR402,6.08,2.55,7.1,4.43,55.19,3.17,45.25,7.13,66.92,25.29,14.24,20.62,44.52,75.59,EUQLS,2.6542,2025-12-25
2021,ES,RO966,3.29,5.41,7.84,5.56,56.25,6.86,72.63,10.38,77.92,6.89,40.63,11.1,73.9,73.39,ESS,2.3932,2024-06-30
2022,HR,IT2,4.21,3.22,4.09,5.82,40.14,4.92,67.94,6.95,58.92,25.07,22.98,13.03,79.98,69.42,EUROBAROMETER,2.8995,2025-08-18
2023,FI,EE347,7.6,6.92,9.62,2.29,91.74,4.91,86.54,13.27,63.74,41.39,18.71,16.48,86.23,40.79,NATIONAL_TRUST_SURVEY,1.1205,2025-05-22
2024,IE,FI957,6.27,6.25,7.43,4.82,71.17,5.01,81.59,12.76,53.22,22.95,18.11,9.25,51.3,38.59,EUQLS,0.399,2024-03-02
2025,MT,IE5,3.93,3.74,4.83,3.31,79.85,6.62,54.96,10.43,71.15,5.51,18.36,13.66,67.06,64.15,ESS,0.6526,2024-08-19
2006,SK,HR666,2.44,3.3,7.7,3.32,48.18,3.71,53.55,12.58,47.13,28.61,25.06,16.33,54.78,32.43,EUROBAROMETER,2.7864,2024-08-21
2007,BE,BG4,2.37,4.59,6.32,5.55,54.41,4.94,79.13,6.57,55.69,17.63,14.87,16.61,41.81,83.57,NATIONAL_TRUST_SURVEY,3.1026,2026-01-12
2008,DK,LV11,5.9,3.74,8.86,2.18,65.79,8.07,72.42,10.28,95.73,16.97,27.79,24.84,49.3,51.47,EUQLS,3.046,2025-03-18
2009,GR,SI359,5.81,5.09,4.18,4.4,52.59,6.42,46.77,7.76,38.18,16.55,12.72,22.39,25.19,72.71,ESS,4.1571,2025-01-12
2010,LT,PT64,3.18,1.91,4.11,5.05,72.15,3.21,64.7,7.58,47.32,12.76,36.04,16.78,25.65,76.96,EUROBAROMETER,3.0631,2024-10-06
2011,PT,MT17,5.84,3.23,7.44,6.16,32.58,4.48,71.02,6.92,53.04,22.75,15.91,6.75,21.27,52.92,NATIONAL_TRUST_SURVEY,4.6574,2024-01-25
2012,SE,IE99,7.38,4.57,5.45,5.57,84.49,5.61,51.2,6.68,97.04,23.73,35.81,8.98,47.26,40.17,EUQLS,2.3032,2025-03-30
2013,CY,IT1,5.28,4.4,7.54,5.2,47.74,6.73,85.48,9.86,58.18,21.37,23.69,15.11,36.31,65.29,ESS,2.0686,2024-12-27
2014,FR,HU538,4.01,2.29,4.31,1.95,55.64,4.91,70.18,9.14,80.82,19.09,14.21,21.35,36.3,79.09,EUROBAROMETER,1.3769,2024-01-29
2015,IT,DE398,3.05,4.41,5.8,5.6,53.91,3.45,65.29,11.25,71.11,20.63,42.38,18.67,56.76,61.89,NATIONAL_TRUST_SURVEY,2.2752,2025-02-07
2016,NL,IE909,5.3,7.45,6.19,5.75,58.73,3.97,66.78,12.82,63.89,25.95,17.71,12.09,75.68,88.33,EUQLS,2.7317,2025-04-06
2017,SI,GR87,5.67,3.34,7.47,3.96,72.68,4.52,54.97,8.92,34.46,9.45,9.07,7.96,27.59,77.02,ESS,0.5729,2024-11-12
2018,BG,ES7,3.29,2.43,7.1,3.81,43.55,6.68,47.82,11.42,60.07,14.65,24.72,17.36,70.59,83.41,EUROBAROMETER,1.7184,2024-08-02
2019,EE,FI413,4.76,6.2,5.06,5.74,38.18,5.56,66.68,15.25,45.99,8.66,13.22,20.52,69.63,70.96,NATIONAL_TRUST_SURVEY,0.701,2024-11-20
2020,HU,AT797,5.2,5.23,4.74,2.27,65.62,3.23,56.83,9.97,51.06,27.14,7.49,26.97,85.05,79.41,EUQLS,1.6117,2024-08-19
2021,LU,SI317,5.44,2.99,7.85,3.84,79.66,6.79,53.51,16.19,64.28,8.51,11.52,7.91,41.3,86.28,ESS,2.5631,2026-01-10
2022,RO,LU9,4.24,2.06,6.86,2.15,65.55,3.85,60.56,16.08,51.44,16.84,14.39,15.24,64.15,56.8,EUROBAROMETER,0.4541,2025-07-23
2023,AT,SI12,2.67,4.7,5.4,2.77,59.92,6.68,55.49,6.03,62.35,6.02,25.66,26.65,61.42,40.45,NATIONAL_TRUST_SURVEY,2.103,2024-10-26
