qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_inr,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2026-09,CITY67353,113.1,133.5,135.1,65.2,96.0,61.3,54.7,5.13,75554,77.9,5.92,31.0,7.91,39992,27.1,142.2,196.6,rel_4.4.5
2019-11,CITY80459,132.6,155.3,118.3,164.3,55.5,190.4,59.0,12.78,30280,49.1,-0.07,11.49,4.4,47200,0.9,166.4,147.6,rel_1.6.4
2023-01,CITY65215,98.7,147.2,165.2,94.9,188.6,144.9,88.4,8.99,34003,117.7,4.31,11.77,10.35,17441,64.8,135.5,75.1,rel_9.4.3
2025-11,CITY24071,166.2,188.6,128.0,191.7,140.5,82.4,185.7,12.33,72582,61.4,8.16,45.11,9.8,56653,1.1,114.1,111.6,rel_5.9.9
2021-08,CITY90398,118.9,151.9,70.5,107.4,182.2,138.4,108.9,12.01,57950,138.9,13.11,24.76,11.73,17892,72.0,142.2,152.0,rel_6.4.4
2021-07,CITY24012,115.3,204.2,158.3,194.9,173.9,51.2,168.3,3.09,60447,118.4,-0.09,51.04,6.48,17462,10.4,69.3,63.7,rel_1.6.2
2022-01,CITY11783,120.1,184.8,76.5,149.0,95.3,101.2,172.4,9.47,46720,55.6,11.43,12.89,6.46,40022,90.8,83.9,132.1,rel_2.6.3
2020-03,CITY22197,152.8,74.7,111.0,166.2,97.2,145.0,50.0,11.74,29422,54.8,11.8,28.93,19.6,46010,5.0,109.5,105.5,rel_1.8.9
2024-04,CITY38357,123.3,203.1,94.4,136.1,120.1,123.4,131.2,5.29,25440,122.4,12.94,40.68,14.44,41488,66.3,180.7,174.1,rel_8.0.4
2025-02,CITY36832,123.4,119.9,89.6,199.8,60.0,56.5,83.5,17.54,55950,67.0,4.67,28.03,6.11,22223,11.2,136.0,167.1,rel_9.4.8
2026-11,CITY24629,159.9,128.0,125.3,90.1,140.4,197.9,49.8,16.18,81336,65.2,14.23,31.75,9.63,53201,30.4,89.8,69.4,rel_4.6.0
2025-09,CITY72425,129.2,190.5,64.7,113.0,114.5,168.7,133.6,11.08,35729,70.1,0.54,20.18,12.78,21457,87.1,195.5,189.0,rel_8.5.2
2024-07,CITY92201,86.1,73.2,120.6,140.8,148.8,152.0,98.5,7.28,43016,83.1,-1.02,30.47,20.3,17350,85.3,83.0,59.7,rel_3.7.6
2020-03,CITY62249,87.2,184.8,148.5,81.1,97.0,70.1,54.8,17.87,77875,102.7,11.96,33.03,18.51,36509,1.7,78.0,148.2,rel_6.6.5
2023-03,CITY17593,98.6,218.2,77.3,127.5,161.0,114.9,133.6,17.78,77206,103.3,13.14,25.38,12.68,20954,40.4,52.4,138.8,rel_7.4.6
2019-04,CITY62776,100.0,146.1,104.4,109.4,77.1,130.6,209.9,2.79,35212,47.9,5.24,52.56,7.01,29676,60.6,152.0,146.4,rel_4.6.7
2022-09,CITY39810,73.8,218.6,93.3,145.2,131.4,167.8,98.8,14.09,70176,130.2,4.56,45.06,18.67,19108,90.1,69.6,148.9,rel_1.7.7
2021-09,CITY85532,125.0,115.9,71.1,170.3,178.1,163.5,204.5,5.46,15975,108.4,7.07,40.01,7.37,33170,63.9,108.1,113.9,rel_2.8.6
2026-06,CITY67391,153.0,186.3,131.4,120.2,130.6,107.8,65.3,8.17,41328,99.9,13.91,44.98,5.5,25442,3.5,89.2,91.8,rel_1.7.5
2019-04,CITY35574,164.9,172.6,130.7,134.8,151.2,112.9,59.3,2.64,49832,47.9,2.88,24.49,14.94,53043,53.8,157.8,82.3,rel_9.7.6
2023-09,CITY43193,177.2,96.4,77.4,57.8,83.7,152.6,57.1,5.92,38521,79.5,1.06,22.83,12.47,15934,85.0,176.7,188.6,rel_4.1.2
2021-07,CITY77975,112.2,141.0,162.5,66.1,170.7,73.9,136.8,5.49,62849,49.4,7.91,12.32,9.75,57579,72.1,72.6,182.5,rel_5.9.2
2026-07,CITY69790,85.3,138.6,161.4,145.9,74.2,152.4,125.4,11.46,51913,91.5,11.84,42.5,16.15,35485,14.0,108.5,92.6,rel_3.8.9
2026-01,CITY57177,84.2,184.6,141.7,121.4,57.0,141.5,121.3,7.06,77950,49.2,13.57,45.03,3.3,50379,71.2,58.8,134.0,rel_9.4.3
2022-09,CITY56110,171.1,187.9,151.1,135.5,92.8,82.7,105.4,12.06,28146,133.1,7.69,43.04,23.87,39332,74.8,150.0,137.4,rel_1.9.0
2019-10,CITY48237,71.0,177.5,79.3,105.8,54.0,70.6,74.6,2.87,55908,119.3,9.41,40.14,17.35,32193,32.5,72.6,143.1,rel_5.4.3
2026-03,CITY35099,91.1,102.6,77.8,173.4,132.1,142.0,204.1,7.49,57489,57.8,13.72,44.3,13.07,43449,12.1,144.2,50.0,rel_5.4.0
2025-01,CITY10050,143.4,123.1,136.0,128.2,186.8,74.4,160.1,9.86,47788,135.2,12.0,31.65,17.5,20066,24.4,114.6,121.0,rel_5.9.7
2024-07,CITY81895,167.5,68.5,112.0,162.6,135.6,65.1,119.3,10.12,79875,57.9,14.7,26.93,6.61,15465,14.7,132.7,71.7,rel_4.8.9
2024-02,CITY91459,105.1,68.8,98.8,76.0,102.3,112.6,100.1,12.51,12205,80.1,1.27,22.18,21.64,42162,45.5,72.4,117.5,rel_1.4.0
2025-05,CITY34734,70.1,137.8,84.8,111.6,172.8,129.1,106.8,5.33,17902,69.1,-0.01,39.42,21.57,31575,97.3,167.2,71.0,rel_8.3.7
2023-11,CITY87332,130.2,163.1,138.4,182.3,102.0,61.3,231.7,8.96,49075,106.6,7.29,19.24,19.37,57153,86.7,169.2,194.4,rel_1.9.9
2019-02,CITY64359,76.9,67.0,121.8,111.7,150.1,123.1,125.1,8.81,33883,79.5,3.67,25.23,6.52,18861,3.9,177.2,179.6,rel_5.8.7
2020-09,CITY84329,154.4,201.3,120.8,195.1,189.5,67.5,209.9,10.0,32114,93.2,14.01,40.66,16.85,34580,93.9,114.3,103.8,rel_3.7.3
2025-11,CITY53827,156.1,126.9,149.9,130.1,97.4,148.7,183.5,10.93,32917,46.5,7.01,50.57,18.22,26795,1.8,163.4,89.8,rel_9.2.4
2020-12,CITY90876,166.1,64.5,108.9,177.4,136.2,93.8,124.2,13.31,22928,129.3,3.82,54.92,2.08,60743,5.0,77.1,147.1,rel_2.6.6
2024-03,CITY39692,166.0,210.7,72.5,180.2,68.1,144.9,184.0,4.57,31192,45.2,2.99,51.45,5.95,47030,9.3,188.1,101.6,rel_6.6.3
2020-09,CITY47538,169.0,138.1,68.2,66.5,103.7,191.0,178.6,15.88,18732,88.2,7.73,37.72,20.16,41075,36.9,51.5,153.4,rel_3.8.9
2026-08,CITY76504,127.9,158.3,141.3,77.2,184.3,145.8,209.4,10.64,15134,64.7,7.58,46.53,19.17,42566,67.5,132.3,50.5,rel_2.9.1
2025-01,CITY22873,91.2,130.8,92.9,98.5,86.5,162.9,113.1,13.62,77470,122.8,5.27,38.85,23.93,53351,20.8,186.8,76.2,rel_9.1.5
2020-05,CITY98636,108.9,219.8,123.7,56.3,132.1,91.2,46.5,15.13,26248,81.8,0.82,16.93,18.27,18376,36.2,140.2,141.5,rel_8.4.0
2026-09,CITY76800,81.7,142.5,164.6,143.8,164.4,148.0,207.9,17.11,25003,59.1,12.56,49.72,8.83,63324,0.4,101.4,195.3,rel_6.5.0
2025-12,CITY48733,102.7,78.9,71.7,186.0,189.7,74.6,50.9,7.28,23969,122.4,11.03,26.87,15.01,48992,38.7,186.4,195.4,rel_1.0.9
2021-08,CITY27839,147.4,146.4,81.6,148.2,145.9,189.9,69.4,13.08,52264,90.2,4.15,17.68,21.94,33655,70.3,80.4,150.2,rel_8.1.1
2023-01,CITY60629,102.4,187.5,85.9,119.2,116.2,101.1,230.9,13.15,75411,112.7,14.05,37.48,18.46,41424,92.5,172.5,95.1,rel_1.5.9
2024-02,CITY76778,81.5,71.2,160.6,71.0,125.3,139.0,148.7,3.58,62420,120.4,7.13,50.86,3.35,60233,69.3,129.8,115.1,rel_3.7.8
2024-08,CITY77381,150.9,121.3,92.7,120.6,63.0,56.9,62.3,4.99,43236,124.9,2.01,52.08,23.96,62606,43.1,95.9,104.8,rel_6.0.8
2026-04,CITY52510,121.0,108.7,80.4,50.7,121.3,133.3,205.0,10.07,17171,62.0,9.05,50.7,3.97,21754,17.0,78.5,189.0,rel_6.1.1
2021-04,CITY43746,172.9,179.5,136.6,85.8,66.6,180.6,41.2,8.21,23447,111.6,-0.14,22.17,3.07,34369,14.6,159.0,81.1,rel_2.7.7
2019-01,CITY13484,106.1,174.8,163.2,129.4,51.4,100.8,119.7,7.43,39260,57.0,7.87,31.77,18.76,62390,33.9,94.0,81.7,rel_7.5.1
2026-04,CITY54296,149.6,105.3,133.5,157.5,131.4,193.8,44.3,13.82,80235,138.6,5.35,38.88,24.3,32270,60.1,156.8,97.6,rel_2.3.5
2021-05,CITY94600,134.5,90.0,121.3,193.5,173.1,110.7,98.3,5.75,70609,134.5,12.0,38.72,3.44,22728,22.0,195.7,159.1,rel_5.9.8
2019-08,CITY80949,124.4,192.0,127.7,145.1,125.7,189.1,226.4,10.2,28636,107.9,10.71,15.19,7.24,64569,10.3,79.6,121.9,rel_2.8.9
2019-11,CITY11112,171.3,109.1,96.2,135.7,84.4,147.7,206.5,9.35,24588,71.1,6.67,48.84,11.58,27436,85.6,96.5,108.9,rel_5.1.8
2024-08,CITY54840,157.2,217.3,150.6,133.2,91.3,79.7,112.8,12.67,53025,66.1,12.75,38.99,2.47,40792,67.6,84.6,168.7,rel_2.9.4
2023-12,CITY99905,104.7,104.1,128.3,74.6,168.4,171.9,135.3,15.64,70915,118.6,7.45,48.57,7.35,19056,17.9,172.0,191.1,rel_1.1.1
2026-10,CITY26713,111.8,125.8,93.9,141.1,75.9,144.0,74.8,3.02,33078,80.5,7.41,52.21,18.65,53352,54.9,122.2,56.9,rel_4.3.6
2019-10,CITY52987,101.4,160.3,157.1,77.6,167.7,68.2,83.0,2.59,28128,60.6,-0.79,42.68,13.75,28708,87.9,163.2,190.0,rel_5.1.3
2021-11,CITY89345,155.6,108.9,145.2,89.4,96.0,66.2,227.0,6.66,37493,60.2,4.6,32.12,8.79,33181,43.6,106.7,162.2,rel_9.5.7
2026-07,CITY46180,158.1,127.5,148.0,147.1,50.5,88.1,138.8,11.9,48881,123.3,-1.67,15.05,24.78,33383,97.6,77.4,104.2,rel_5.7.0
2020-02,CITY22939,161.2,89.9,108.7,73.3,133.4,87.6,106.8,9.54,40668,59.0,12.9,35.75,6.42,13607,3.4,197.4,179.8,rel_3.0.2
2024-03,CITY56408,162.7,78.5,89.2,116.8,149.7,106.4,225.5,3.51,79092,132.7,9.95,21.03,13.63,63194,5.6,68.2,189.5,rel_2.5.6
2022-06,CITY87521,162.6,83.0,77.8,81.0,121.2,68.6,227.6,17.46,82683,67.0,4.99,20.95,4.97,47337,67.1,155.2,68.3,rel_4.2.2
2022-09,CITY47748,115.3,92.8,101.2,170.0,166.8,95.6,133.8,15.98,77792,106.2,13.07,42.28,5.02,14066,90.0,102.2,66.7,rel_2.0.5
2019-11,CITY56390,77.0,151.7,128.1,55.0,105.6,137.6,187.6,7.06,84043,80.5,5.29,20.2,12.49,45427,94.0,109.4,157.8,rel_7.2.6
2022-11,CITY33371,97.8,131.9,166.6,150.8,71.5,70.0,80.9,14.27,34184,56.0,-1.51,50.9,20.9,25195,92.0,181.9,118.5,rel_6.5.2
2022-11,CITY95513,172.7,81.7,81.8,120.9,118.8,52.8,69.6,8.05,75874,64.7,3.26,49.86,8.86,34258,32.6,70.0,123.4,rel_1.3.7
2019-05,CITY97477,73.7,74.0,153.9,138.3,172.3,168.4,174.7,11.75,18895,127.2,5.1,35.19,2.5,45630,66.1,149.2,177.2,rel_5.5.3
2020-12,CITY13323,102.6,107.4,114.9,151.2,185.6,71.6,214.6,6.55,25487,99.1,14.52,26.27,11.07,21007,31.9,177.9,83.0,rel_6.3.9
2020-10,CITY50122,124.6,93.3,68.0,161.7,156.1,199.7,220.0,16.82,83153,137.2,7.49,26.8,22.44,60648,88.5,122.3,154.6,rel_2.2.6
2020-05,CITY16678,106.8,50.1,111.3,123.0,170.8,117.3,112.7,17.92,79917,103.1,-0.54,52.61,8.71,50686,38.9,163.4,60.9,rel_1.5.6
2026-02,CITY41957,177.3,185.4,105.4,72.7,159.9,68.3,77.9,5.38,37223,61.3,13.4,50.46,4.35,36240,74.8,83.2,83.0,rel_4.4.4
2026-09,CITY75623,171.0,144.9,87.5,80.9,69.0,113.7,67.1,8.65,78753,105.7,11.35,34.73,17.64,50598,9.5,97.8,198.9,rel_8.1.1
2026-02,CITY54261,88.1,82.8,123.2,99.2,164.8,77.6,132.9,2.22,81428,45.6,14.62,45.58,13.27,50596,48.8,54.0,156.2,rel_1.3.1
2020-03,CITY67995,88.8,94.7,97.2,66.1,147.6,81.1,225.2,5.45,12693,69.7,11.07,29.24,20.84,23352,8.5,161.2,154.0,rel_9.3.8
2020-07,CITY99199,133.6,83.9,88.9,161.8,186.9,139.2,210.1,2.14,57310,87.4,11.57,15.72,11.11,41236,43.2,129.2,91.0,rel_3.1.2
2024-09,CITY92319,97.4,189.0,73.5,77.4,183.1,176.4,117.6,12.22,44399,79.7,8.18,20.87,13.28,43085,18.7,183.7,51.1,rel_1.6.8
2019-01,CITY87248,134.9,213.7,151.5,119.5,153.2,69.2,142.4,6.46,13567,42.6,10.36,47.4,4.88,39247,53.1,72.0,71.0,rel_7.9.8
2023-07,CITY75064,164.3,62.3,156.3,128.6,107.2,96.5,99.4,6.89,41815,65.4,3.63,32.52,2.33,19994,61.8,119.0,167.4,rel_1.5.5
2025-11,CITY19524,84.1,204.2,89.0,92.1,107.8,70.9,141.5,12.64,27029,54.8,5.75,11.74,2.41,37357,76.4,176.0,93.8,rel_4.1.0
2021-07,CITY54938,74.7,213.7,73.5,88.2,163.9,142.8,207.6,10.25,53191,92.2,6.78,41.12,3.1,61216,84.9,70.9,137.0,rel_4.0.2
2019-05,CITY79541,156.6,175.2,161.8,117.0,74.2,57.2,89.3,4.29,49855,136.5,10.49,12.78,19.13,37613,35.8,184.1,60.5,rel_6.8.6
2020-03,CITY35407,151.6,123.0,154.8,72.6,89.0,64.0,82.2,5.82,12589,42.3,14.3,25.5,6.36,13258,70.3,63.0,67.6,rel_8.0.8
2021-05,CITY63544,137.6,109.6,90.1,136.6,180.7,55.2,193.8,13.56,83474,108.6,9.65,11.21,22.68,21941,76.5,184.4,168.5,rel_6.0.9
2021-08,CITY59876,91.0,98.4,165.6,106.9,51.3,92.6,63.9,3.64,25570,43.1,1.42,22.04,3.67,39839,2.7,133.0,81.7,rel_8.5.9
2021-03,CITY61761,118.4,184.4,160.8,108.3,133.5,125.1,236.3,15.3,34505,65.4,11.13,21.95,6.8,39981,57.6,192.8,116.4,rel_2.5.4
2023-03,CITY81333,130.3,109.2,132.3,52.3,59.0,64.9,123.8,15.04,49693,64.5,7.76,44.58,8.64,59930,15.9,52.3,117.4,rel_9.5.8
2024-03,CITY30995,69.3,82.6,160.2,52.9,141.5,107.7,174.5,11.42,81909,124.7,6.36,47.01,11.34,35089,84.1,71.9,183.7,rel_3.3.6
2026-11,CITY82177,175.7,105.2,147.9,81.6,126.4,77.0,109.5,16.9,25105,120.5,3.61,24.41,10.81,48435,44.2,144.3,72.0,rel_3.9.9
2022-12,CITY88565,149.7,97.9,62.2,131.2,183.9,108.7,124.0,17.5,40205,111.9,7.57,53.86,17.84,44333,37.0,174.0,73.4,rel_3.3.5
2025-05,CITY66049,89.9,188.9,72.2,174.4,134.4,78.0,148.4,6.52,61490,115.0,-0.79,31.03,6.03,37898,12.6,117.9,127.3,rel_4.6.3
2026-07,CITY13801,115.1,86.8,114.3,163.4,123.0,92.8,89.7,14.14,68172,70.9,3.36,12.72,17.8,15299,88.7,159.8,134.1,rel_5.8.5
2024-03,CITY84676,176.7,129.1,161.9,51.5,84.7,65.6,193.9,7.12,45864,128.1,8.32,48.73,2.35,64798,67.4,108.0,152.4,rel_2.0.1
2021-01,CITY27450,61.6,109.3,74.5,69.0,164.2,187.8,195.6,17.63,76014,54.1,6.85,47.31,2.92,37654,9.4,97.3,181.3,rel_7.6.3
2021-08,CITY61052,164.1,53.1,74.1,124.4,114.5,156.3,57.9,12.32,39491,116.4,10.31,35.43,12.77,33008,57.3,196.6,85.5,rel_2.3.2
2023-09,CITY81677,66.2,213.0,90.5,181.0,104.4,67.9,56.1,4.5,77560,125.8,7.37,28.48,21.28,55062,51.8,128.3,130.9,rel_3.1.9
2019-09,CITY70309,71.7,67.3,137.5,80.7,175.3,189.3,235.2,17.03,42985,123.8,13.01,30.98,6.8,34219,85.1,115.0,163.8,rel_7.3.9
2023-03,CITY27469,111.0,219.2,70.7,178.3,117.2,174.1,203.4,16.66,29221,135.0,0.58,13.69,11.93,20431,47.3,174.4,159.5,rel_7.6.2
2019-10,CITY80779,110.7,79.2,99.4,78.9,78.5,78.1,137.8,14.77,13320,63.2,14.15,11.25,5.21,32055,44.9,153.4,60.5,rel_1.6.8
2022-03,CITY45765,88.3,113.6,80.1,60.9,81.5,130.0,179.1,14.38,36154,82.8,0.08,29.4,11.98,64492,65.4,71.9,77.8,rel_7.0.8
2023-09,CITY59711,123.0,173.1,62.2,153.6,180.8,157.1,47.4,8.05,59219,42.2,8.68,36.21,24.7,12125,12.3,176.9,98.6,rel_7.9.1
2023-12,CITY50950,112.9,201.0,149.0,167.8,114.2,55.6,138.5,16.38,40975,120.8,10.07,40.47,15.5,16897,42.2,176.8,154.5,rel_2.6.5
2026-11,CITY41058,71.3,122.8,168.2,99.3,172.7,176.5,230.4,14.64,50015,125.7,-0.71,30.83,24.75,45762,77.5,110.7,192.6,rel_5.7.4
2025-06,CITY65197,100.2,66.2,146.3,118.2,118.9,78.0,172.2,10.82,45924,54.9,12.1,47.64,20.73,21136,28.8,160.3,166.3,rel_4.6.6
2022-09,CITY82994,74.0,153.0,168.2,86.4,140.4,95.5,219.7,11.5,78890,42.9,-1.31,37.57,20.54,53295,40.7,158.9,66.5,rel_7.4.4
2021-09,CITY53308,134.5,214.8,81.7,192.7,125.4,150.8,59.9,8.09,14108,40.9,3.86,31.73,6.24,48583,99.6,184.6,53.2,rel_3.8.1
2021-03,CITY27130,138.6,107.9,95.5,113.7,70.4,174.7,109.7,8.4,61999,122.5,14.9,17.57,5.31,36752,16.9,121.0,195.7,rel_5.3.1
2023-09,CITY31395,148.8,180.9,166.6,166.0,84.1,56.0,237.1,7.45,56590,132.2,-1.39,44.5,17.43,51383,8.7,179.3,108.6,rel_2.1.1
2025-05,CITY86942,110.2,199.8,121.7,106.9,56.7,150.8,237.3,16.59,58904,123.5,1.57,24.77,22.01,31183,23.6,86.7,142.5,rel_5.4.8
2020-03,CITY64941,136.6,177.8,142.7,99.6,52.1,58.3,96.4,13.03,37280,128.5,4.15,51.96,16.5,64712,84.3,77.0,59.4,rel_4.1.3
2020-12,CITY44528,78.5,204.7,163.2,51.9,151.8,96.4,114.9,9.51,23340,74.8,4.8,26.24,21.01,37226,71.9,116.1,71.4,rel_1.0.1
2019-05,CITY84525,99.3,105.9,125.8,77.5,89.9,112.5,110.7,10.4,13069,115.5,0.96,35.43,22.98,39937,76.1,177.6,88.6,rel_2.5.6
2024-08,CITY43400,115.0,194.3,143.5,140.2,98.6,78.1,109.6,12.88,41160,117.1,5.0,18.27,23.65,22691,69.9,101.2,115.0,rel_8.0.1
2020-06,CITY51098,136.8,218.4,156.7,56.8,109.2,178.9,66.9,15.56,23628,133.1,12.89,40.47,17.13,46234,98.9,109.5,198.6,rel_3.0.3
2019-09,CITY52974,95.1,122.1,116.2,77.2,185.0,136.8,144.4,2.14,33601,123.8,1.73,25.8,2.47,18028,77.8,123.9,183.4,rel_3.1.0
2026-09,CITY17482,138.7,70.4,156.7,166.9,76.7,154.1,160.5,4.95,55558,126.4,3.33,21.03,19.29,48281,26.8,106.3,182.3,rel_6.7.4
2023-07,CITY58985,136.9,120.4,92.9,192.6,66.2,102.0,219.8,13.57,22511,42.3,6.78,31.79,12.19,38248,78.9,99.5,130.3,rel_6.9.9
2026-11,CITY64176,126.4,160.3,102.9,124.8,172.6,66.3,198.3,4.73,60302,116.5,4.89,49.26,14.07,25049,68.3,96.1,133.9,rel_7.6.5
2022-04,CITY43178,154.4,212.8,77.4,108.8,168.2,171.0,165.0,6.31,47171,78.3,1.46,38.98,24.87,14121,58.4,105.4,102.9,rel_1.0.8
2024-04,CITY25600,107.9,187.3,166.3,145.4,159.5,129.9,165.0,17.81,26332,133.3,13.21,18.55,9.9,27900,9.6,103.2,87.7,rel_5.7.3
2024-09,CITY12977,124.2,144.4,71.7,194.6,130.3,72.7,102.3,14.8,44863,128.8,12.77,26.08,22.49,17868,65.6,188.8,87.2,rel_8.4.6
2021-08,CITY55799,89.3,83.8,117.9,130.6,111.6,165.8,143.3,11.76,14966,67.5,9.52,11.73,15.07,24565,92.6,103.0,118.8,rel_2.3.6
2023-09,CITY16089,109.2,165.5,167.6,174.5,142.3,160.4,227.3,17.36,31330,135.6,12.95,36.1,12.23,48640,94.3,183.5,128.5,rel_5.8.8
2023-12,CITY97102,108.3,82.0,119.5,83.8,186.4,108.6,221.9,5.61,12068,120.9,13.99,16.33,3.64,60460,3.8,142.7,69.7,rel_6.7.3
2024-11,CITY94946,67.4,219.3,102.6,185.9,91.1,163.0,83.8,9.97,13144,40.1,3.24,22.54,11.05,15411,48.2,122.7,183.6,rel_9.4.0
2019-02,CITY88337,140.4,95.7,105.1,156.5,121.8,189.6,187.4,11.03,63714,62.4,4.1,20.37,15.33,43029,89.2,97.3,82.3,rel_9.2.1
2023-09,CITY44247,116.2,196.5,115.4,152.5,132.3,176.4,96.9,11.21,32143,55.1,2.93,20.47,23.24,34320,41.5,68.6,113.0,rel_8.0.4
2020-09,CITY23851,148.6,181.6,126.8,53.4,180.3,152.9,46.8,15.1,54136,68.2,-0.75,52.36,13.36,64038,7.5,192.0,188.1,rel_9.7.0
2026-03,CITY10925,68.2,141.4,77.6,51.2,109.2,70.6,72.1,3.23,79114,105.2,-1.5,23.14,14.54,36549,3.3,60.4,88.6,rel_7.6.1
2023-07,CITY42161,153.8,91.9,133.7,98.6,121.3,151.1,157.8,11.22,42086,93.5,6.7,21.96,23.52,24501,22.9,87.5,130.3,rel_9.9.1
2024-03,CITY17313,152.8,192.6,100.4,164.1,118.0,80.2,64.9,7.52,52309,128.4,13.62,33.02,16.47,44422,30.1,135.7,72.5,rel_7.4.4
2024-08,CITY65406,166.7,192.1,126.9,108.3,120.4,165.3,215.5,3.66,24996,117.6,5.34,24.95,11.46,14196,25.0,183.3,163.3,rel_8.9.1
2020-12,CITY23796,103.3,74.8,96.6,118.3,124.7,126.6,149.2,15.47,54399,71.6,13.11,35.22,15.42,32098,58.0,85.6,109.8,rel_6.4.5
2021-10,CITY12251,155.6,117.4,76.9,179.4,77.7,188.1,128.4,13.88,31290,96.5,6.57,19.14,3.55,64643,98.4,120.3,180.1,rel_1.7.0
2021-01,CITY22822,168.6,168.7,100.8,77.2,179.5,65.5,148.6,7.02,33213,104.6,1.93,51.24,11.34,42858,4.1,187.8,141.4,rel_6.7.0
2026-07,CITY75696,165.3,215.5,93.3,154.0,51.2,78.3,177.9,3.05,29985,84.5,4.04,32.3,22.02,53211,8.4,183.5,120.8,rel_2.3.2
2025-02,CITY51401,62.0,75.8,70.1,86.0,64.0,153.8,45.8,11.88,68224,134.5,13.86,20.15,16.13,35375,35.2,83.7,91.7,rel_2.7.1
2026-09,CITY10420,166.0,147.3,155.4,121.1,179.9,81.7,150.9,4.01,79394,99.5,3.83,20.17,16.71,18773,65.5,123.3,70.5,rel_5.6.5
2021-07,CITY98364,82.4,145.3,155.3,182.4,59.8,112.9,156.6,4.35,25217,88.5,5.97,21.77,23.2,40725,67.1,184.2,58.6,rel_5.9.5
2021-04,CITY93453,83.0,96.5,130.4,120.2,170.1,101.4,93.3,17.76,24685,136.6,4.16,39.3,17.23,55118,27.4,90.4,172.9,rel_2.0.8
2026-11,CITY34967,179.9,170.7,143.8,190.8,65.9,155.7,210.2,17.27,17465,114.3,6.33,29.36,11.36,56764,96.8,152.2,97.3,rel_2.1.2
2023-03,CITY83932,105.3,197.8,102.6,102.5,189.8,122.4,201.0,14.88,47449,111.4,3.55,23.03,14.05,15159,16.6,92.2,128.2,rel_9.0.1
2026-07,CITY89996,152.3,172.2,65.0,80.5,128.5,98.4,204.6,14.56,52834,121.8,13.52,19.1,14.49,27029,52.2,115.1,78.8,rel_4.8.8
2025-05,CITY90882,76.1,65.0,159.9,130.3,170.1,58.7,145.3,10.63,75479,69.3,1.27,21.89,21.2,53515,93.9,198.9,193.9,rel_8.3.7
2024-06,CITY74927,167.1,81.8,128.2,187.6,114.9,65.5,131.6,8.01,68389,83.9,-1.71,54.73,14.5,30208,95.5,73.4,78.4,rel_4.8.9
2026-01,CITY35706,92.6,55.6,116.9,79.5,156.1,146.2,224.7,14.53,69602,52.8,6.48,39.41,21.28,24056,29.8,77.4,142.5,rel_3.5.9
2022-03,CITY67557,103.5,177.9,101.3,122.9,107.0,147.6,111.2,17.42,36737,124.8,13.65,30.21,14.34,63132,73.9,110.3,122.1,rel_9.8.7
2019-05,CITY97829,107.1,202.0,153.1,86.2,146.8,59.8,232.6,7.58,79224,71.8,8.76,54.26,22.17,60531,7.6,140.5,189.7,rel_2.1.0
2026-03,CITY91006,124.5,97.4,91.8,160.8,54.1,107.1,121.5,9.76,32080,114.6,-1.14,50.16,7.22,20325,2.0,132.0,101.3,rel_2.1.8
2019-05,CITY91238,143.9,139.3,151.8,55.0,87.6,120.4,55.3,13.29,84131,40.3,10.24,47.52,11.09,50599,97.4,144.2,117.6,rel_6.5.9
2022-08,CITY90223,177.5,140.4,83.5,143.8,121.8,130.0,135.6,12.78,78302,48.2,12.33,10.48,21.82,30757,21.4,167.4,72.1,rel_3.1.7
2026-05,CITY79519,138.7,193.1,139.2,174.5,78.1,183.3,104.4,2.21,45743,98.4,13.34,47.31,18.49,15733,46.7,184.7,72.4,rel_8.4.7
2020-02,CITY68542,94.3,89.6,103.9,167.8,118.3,82.5,63.4,9.98,32809,105.3,1.95,29.65,21.67,37215,53.2,103.4,68.6,rel_5.7.7
2021-03,CITY19102,108.1,132.1,99.1,98.3,146.1,82.4,181.9,16.96,63425,56.4,-0.7,39.88,22.98,41581,61.5,196.9,139.3,rel_9.4.8
2026-01,CITY42527,155.7,55.9,137.1,53.4,170.7,73.6,142.9,11.55,50526,74.1,5.95,24.01,12.08,59297,20.1,199.1,123.9,rel_6.0.5
2025-02,CITY58967,62.6,165.5,120.3,75.4,164.4,105.3,98.8,15.25,36719,137.1,4.23,37.49,22.93,57732,5.5,166.4,142.1,rel_6.0.1
2021-04,CITY84693,125.6,212.1,80.1,140.9,79.6,142.1,184.5,13.56,57161,58.1,3.62,34.22,23.14,34984,70.6,103.7,162.7,rel_7.7.4
2023-01,CITY42238,142.6,111.9,163.2,149.4,168.2,164.9,115.8,9.66,35368,126.7,-0.21,26.04,16.71,51179,46.5,63.0,58.5,rel_9.3.1
2021-09,CITY41419,145.0,60.4,159.5,168.5,82.1,108.8,93.7,17.75,52517,48.7,9.15,51.01,4.14,43873,20.8,72.8,132.0,rel_7.5.7
