house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_inr,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_inr,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2020-03-22,JUR-c5853a910ba3,NewBuild,140096884,362,1884963,438.0,61,LoadBearing,GreenRatingAligned,N,N,Y,R1,Y,697131,81.3,3,LIC-b309d45b4f2f,Y
2022-05-20,JUR-23a2c894c18e,Addition,133847628,306,1719088,122.6,37,RCC,LegacyCode,Y,Y,N,MixedUse,N,5085551,61.81,122,LIC-71b62830ec59,Y
2024-10-15,JUR-cf0142ecf766,Occupancy,114492168,547,547446,373.6,33,Composite,LegacyCode,Y,Y,Y,R2,N,4847379,93.24,209,LIC-5c5d7c4770c9,N
2020-02-09,JUR-79c591159dd7,ChangeOfUse,947918506,400,2413667,121.0,32,RCC,ECBC2021,N,Y,N,MixedUse,N,1356875,62.37,88,LIC-39eabb790015,Y
2021-03-31,JUR-76adc6ec5d3f,Occupancy,193020225,183,310921,17.5,8,RCC,ECBC2021,N,Y,N,C1,Y,4561052,96.53,28,LIC-a87b68c75154,N
2025-06-21,JUR-84e4b2e86122,Renovation,12370981,294,364544,139.3,2,Composite,GreenRatingAligned,N,Y,Y,R1,N,8137233,70.92,95,LIC-4780aef430eb,N
2021-03-03,JUR-5579a0efdaa1,Addition,676003895,381,209642,349.1,31,RCC,ECBC2017,Y,N,Y,C2,Y,7177687,92.73,211,LIC-257df7b2635b,Y
2024-10-24,JUR-04328da2a227,NewBuild,1063220170,329,727719,247.6,49,Modular,LegacyCode,Y,N,N,R2,Y,7449879,99.07,212,LIC-a4d094eccac0,N
2025-12-06,JUR-3d4ff750216d,Renovation,222967501,353,1358694,56.2,16,RCC,StateECBC,Y,Y,Y,R2,N,8298725,87.51,194,LIC-0981a2832815,N
2024-03-30,JUR-fc766b5e7a87,Occupancy,410396456,384,1556323,283.9,2,RCC,ECBC2021,Y,Y,N,MixedUse,N,276746,57.04,153,LIC-0f62e49e58e6,Y
2021-01-13,JUR-5f7dc91f370b,Renovation,1146650132,289,787027,286.8,7,Precast,GreenRatingAligned,Y,N,Y,C2,Y,6568427,85.54,194,LIC-3c1e6d95c717,Y
2024-09-28,JUR-c2f1c4450b07,NewBuild,1016691819,529,1486847,21.3,14,Precast,ECBC2017,N,Y,Y,R3,Y,1179996,65.81,99,LIC-1e3e3ddd130d,Y
2021-11-16,JUR-2da8ecb808bd,Renovation,594119651,421,2111682,343.3,62,Precast,GreenRatingAligned,Y,N,Y,M2,Y,6559507,86.2,117,LIC-28a13860865a,Y
2019-07-26,JUR-b0690e581b44,Demolition,306530347,304,1120886,128.0,65,Precast,StateECBC,Y,Y,N,R3,N,5309183,80.91,145,LIC-48650d7a3970,N
2020-07-20,JUR-6e1810e21b56,Addition,123119583,16,991396,227.4,11,RCC,ECBC2017,Y,N,Y,R2,Y,5322416,76.48,55,LIC-e507ab02bce1,Y
2024-07-26,JUR-33a3b82dfc11,NewBuild,321790262,103,2293424,14.7,67,LoadBearing,StateECBC,N,Y,Y,R1,Y,1974269,93.07,46,LIC-4e5340688ffe,Y
2023-05-20,JUR-381c61d826eb,Renovation,919141776,91,1557995,457.0,47,LoadBearing,ECBC2017,Y,Y,Y,R2,N,2700440,78.43,8,LIC-6b37423fb786,Y
2023-09-27,JUR-951b929211aa,Addition,623737762,88,465570,430.4,16,SteelFrame,GreenRatingAligned,Y,Y,N,M2,N,1260419,88.61,129,LIC-60cfc3845909,Y
2024-11-06,JUR-d988875b367e,Renovation,901128333,21,1815799,183.4,57,LoadBearing,GreenRatingAligned,Y,N,N,R2,N,942986,62.57,184,LIC-a4d15ace2e0e,Y
2025-09-11,JUR-1fdc45fcf627,Renovation,978328251,362,2165039,234.0,51,LoadBearing,StateECBC,N,N,N,MixedUse,N,4963704,85.74,217,LIC-5b7c78973ef6,Y
2020-06-29,JUR-18db8f92650f,Occupancy,909583546,82,777824,482.2,50,SteelFrame,LegacyCode,Y,N,N,R3,Y,4228900,92.37,138,LIC-8092f3edf8d5,Y
2019-01-03,JUR-d8b04f7ef668,NewBuild,278699707,484,1842558,134.5,21,RCC,StateECBC,N,Y,N,MixedUse,Y,5559523,79.71,99,LIC-c84d87c4e57f,Y
2020-01-01,JUR-fd3c96352b88,Occupancy,979892013,316,281854,182.4,27,Precast,LegacyCode,Y,N,Y,C1,Y,4262904,93.4,122,LIC-bbcfbed472cb,Y
2022-01-28,JUR-2debe5964fe1,NewBuild,154335771,376,1465296,404.0,11,Composite,LegacyCode,N,Y,N,R2,N,5728739,61.98,67,LIC-029aaf9756a7,Y
2023-12-28,JUR-679a1c9e5d50,Renovation,589256239,269,659677,196.2,36,SteelFrame,ECBC2017,N,Y,N,MixedUse,Y,1792109,90.64,78,LIC-3f3c04d08890,N
2019-11-18,JUR-9f187b7b9b09,Demolition,920312953,368,258817,67.4,51,Modular,StateECBC,N,N,Y,C1,Y,7724972,81.89,214,LIC-61669218f783,N
2024-05-11,JUR-85e7e9a1e251,ChangeOfUse,1115803969,190,639315,371.8,7,LoadBearing,ECBC2021,Y,N,Y,R2,Y,2821819,70.07,101,LIC-6579e496ed7d,Y
2019-09-26,JUR-ba51f8fd5253,Demolition,726901196,599,1418604,37.5,48,Composite,LegacyCode,Y,Y,N,R1,Y,2942526,71.65,144,LIC-d2e30675bbcf,N
2019-05-11,JUR-068eda08ff47,Addition,220961649,66,742157,370.9,54,Modular,GreenRatingAligned,Y,Y,Y,MixedUse,N,3660932,82.32,9,LIC-728a083f7b24,N
2020-05-13,JUR-0ef25a097c8c,Demolition,593980594,59,802428,195.4,64,Modular,LegacyCode,N,Y,Y,C2,Y,8396217,87.75,153,LIC-9aa2b4586060,Y
2020-07-03,JUR-61db0e115059,Addition,945567817,125,1665669,430.6,3,LoadBearing,LegacyCode,Y,N,N,C1,Y,1899550,74.26,61,LIC-28c07937f550,Y
2024-04-12,JUR-1ed5ff59b2a4,Addition,593287268,362,2391958,135.8,48,Composite,StateECBC,N,N,Y,R3,Y,1950946,98.96,136,LIC-14fe2ef7ed08,N
2023-06-29,JUR-2312231453ae,Occupancy,85926161,502,2205200,395.1,3,RCC,GreenRatingAligned,Y,Y,N,C2,N,1093682,89.2,117,LIC-2ead5f032c7f,Y
2025-08-22,JUR-5703a2d04a18,Addition,490941161,136,1027647,360.8,17,RCC,LegacyCode,N,N,Y,M1,Y,7840909,86.38,124,LIC-ebd0ec486a42,Y
2021-07-21,JUR-6f8dd82a0431,Renovation,947337911,187,343149,148.6,57,Precast,GreenRatingAligned,Y,N,N,R2,Y,5636780,85.11,72,LIC-a937ebcf8a1c,Y
2022-05-24,JUR-9e92bf0fac38,NewBuild,103564246,28,201378,330.2,34,Modular,ECBC2021,N,N,N,C1,Y,2496893,60.32,73,LIC-83b76a50fec1,N
2020-06-30,JUR-50bc68c12c8f,Addition,258661078,195,526144,294.7,39,RCC,ECBC2021,N,Y,Y,R1,N,2243339,65.85,130,LIC-f3d35078bcb2,Y
2024-01-22,JUR-6d0283ec5c3b,Occupancy,270239198,210,1503725,18.2,56,SteelFrame,ECBC2021,N,Y,N,MixedUse,N,186596,57.91,199,LIC-e3a706a67031,Y
2023-11-28,JUR-a593b710bc20,Addition,520992142,400,1159778,155.1,9,SteelFrame,GreenRatingAligned,N,N,Y,R3,N,8279202,92.94,209,LIC-4efde1b47412,N
2022-03-04,JUR-6afa3be5e36f,NewBuild,972559872,30,248545,450.4,35,Modular,GreenRatingAligned,Y,N,Y,C2,N,2136241,60.58,108,LIC-98f46d35b068,N
2022-12-10,JUR-89a01abf590c,Demolition,777501893,319,862044,30.5,7,RCC,ECBC2017,N,Y,Y,C2,Y,1227649,80.84,51,LIC-81b944ea8e23,N
2024-02-08,JUR-968ae71669e3,ChangeOfUse,872184004,391,1261585,402.0,47,Composite,StateECBC,Y,Y,Y,R2,Y,4065120,89.47,149,LIC-9275cf1d70a7,Y
2022-11-05,JUR-d206abc2e292,Renovation,874126582,416,2343319,168.3,11,SteelFrame,ECBC2021,N,Y,N,M1,Y,902599,92.5,87,LIC-d7d116b3a7ed,N
2024-01-18,JUR-b7a56ce7152a,Renovation,1113612680,157,1817464,491.2,21,SteelFrame,ECBC2021,N,Y,N,MixedUse,Y,2220809,56.53,37,LIC-69f683b209aa,Y
2022-10-09,JUR-9643361cad6a,NewBuild,536629089,142,1066798,22.8,34,RCC,StateECBC,Y,Y,Y,R3,N,6115449,96.12,16,LIC-5a5de1b7482b,N
2025-05-27,JUR-9335453b158d,Renovation,244229352,140,1183358,50.8,3,Precast,ECBC2017,Y,Y,Y,R3,Y,3743787,67.73,178,LIC-36e114aeba95,N
2020-12-19,JUR-1127a87ec9e3,Addition,1054840217,348,1844905,416.5,54,Modular,ECBC2021,N,N,N,M1,Y,4001570,87.61,143,LIC-52d0ff2053d2,Y
2023-09-25,JUR-6a036af6ff2d,Addition,376623004,304,59197,271.6,29,RCC,LegacyCode,Y,N,N,C1,Y,4473533,81.75,138,LIC-3f51042ab810,Y
2021-02-16,JUR-326fe08a795f,Occupancy,146577730,92,762702,329.8,3,Composite,ECBC2017,Y,N,N,C2,N,2458788,72.62,106,LIC-cc0b64eb35d2,Y
2022-09-01,JUR-e10aa392f679,Renovation,495825488,101,5592,443.1,61,Modular,LegacyCode,Y,Y,N,MixedUse,N,4089582,70.92,204,LIC-087fa332f204,N
2019-06-08,JUR-98070c242dbd,ChangeOfUse,467607790,82,1062404,91.8,62,LoadBearing,ECBC2021,Y,Y,Y,C1,Y,5122848,92.5,215,LIC-d989b8618108,Y
2020-12-18,JUR-1f54e24f97ef,Occupancy,70509898,522,2139443,276.1,42,Composite,ECBC2017,N,Y,N,R2,N,6083747,84.01,57,LIC-01693471adda,N
2019-12-23,JUR-383f41ad58b5,Renovation,188615987,191,381481,446.0,9,RCC,ECBC2017,N,N,Y,R2,Y,7699511,86.74,63,LIC-01a7941dc149,Y
2019-07-07,JUR-f9e6927318e7,Renovation,719045491,419,1906464,114.8,14,RCC,GreenRatingAligned,N,N,Y,M1,N,5955950,90.7,177,LIC-667297d76b32,N
2025-12-28,JUR-28f84517b2c3,NewBuild,269411947,195,1496483,345.2,3,LoadBearing,LegacyCode,Y,N,Y,M1,Y,3760845,82.76,3,LIC-7e78379b7dd8,N
2023-02-25,JUR-f89c3de77ab8,Demolition,1186076420,346,1421918,463.7,67,Composite,ECBC2017,N,Y,N,MixedUse,Y,6819668,75.38,159,LIC-838132d127ec,Y
2020-02-11,JUR-aae6c11659a1,Occupancy,745029370,29,145241,206.5,55,RCC,LegacyCode,Y,N,Y,C2,Y,5661089,94.13,105,LIC-0149598b5b81,Y
2024-05-03,JUR-9f4de16535ca,Addition,1027645685,294,1460445,444.7,27,LoadBearing,StateECBC,Y,Y,Y,MixedUse,Y,814822,63.45,152,LIC-62d78819a14b,N
2024-03-09,JUR-fda72d85527f,NewBuild,1060196872,126,492836,103.4,13,RCC,StateECBC,Y,N,N,MixedUse,N,7621592,99.07,122,LIC-370032028b67,Y
2019-03-05,JUR-c63ace294d11,Addition,905157980,147,1750468,342.3,26,RCC,GreenRatingAligned,Y,Y,Y,C2,N,1203136,85.07,18,LIC-5ac95f1fe8e5,Y
2024-04-04,JUR-4dc017cfde6e,NewBuild,414039772,291,2135657,392.7,16,SteelFrame,StateECBC,N,N,N,MixedUse,Y,3260691,70.34,59,LIC-a6c26e237a10,Y
2019-04-11,JUR-4671acfa1ea2,NewBuild,470114809,356,669351,103.9,55,SteelFrame,ECBC2017,N,Y,N,C1,N,8075084,91.42,109,LIC-aafe65f0dc43,N
2021-10-25,JUR-76489f225923,Renovation,716067732,547,273371,429.7,60,SteelFrame,StateECBC,N,N,Y,R3,N,7567565,98.68,92,LIC-1aef108504cb,Y
2022-07-06,JUR-944823402d9f,Renovation,120073273,588,258228,207.7,41,Precast,ECBC2017,N,Y,N,R2,Y,6214819,90.2,202,LIC-137a55038bf8,N
2019-06-18,JUR-37011153489f,Addition,348292842,582,817178,306.3,55,Precast,ECBC2017,N,Y,Y,R1,Y,5568635,65.11,88,LIC-044ec3d52f1a,Y
2022-08-01,JUR-b36cc005fad1,Occupancy,934928911,89,1011442,211.8,67,Precast,StateECBC,N,Y,N,C2,Y,493332,89.69,22,LIC-9ca64b96f186,N
2025-11-05,JUR-e3baa6049094,ChangeOfUse,333609926,283,2090604,416.8,42,SteelFrame,LegacyCode,N,Y,Y,R1,N,842107,56.91,35,LIC-9e6f25491a56,N
2023-06-04,JUR-12b72effd7be,Demolition,412129832,70,1305386,372.5,60,RCC,GreenRatingAligned,N,N,Y,MixedUse,Y,3141141,88.45,3,LIC-c8a4debb5949,N
2024-07-01,JUR-3fb5702ddafb,ChangeOfUse,394825118,7,2135337,408.5,38,RCC,ECBC2017,Y,N,N,C1,N,823167,99.27,175,LIC-257bfe4518fc,N
2020-04-16,JUR-2ead93e9a134,Occupancy,1155463144,465,2489411,119.1,58,Precast,LegacyCode,N,Y,N,C1,Y,5417077,59.99,216,LIC-7f0c20a6e6f1,Y
2019-03-01,JUR-e69125465610,ChangeOfUse,354461824,553,988207,368.1,68,RCC,ECBC2021,Y,N,Y,MixedUse,N,2870544,72.66,21,LIC-fd709a615a9a,Y
2022-01-27,JUR-726794b9ad31,Demolition,825446371,150,266979,60.9,26,RCC,ECBC2021,Y,N,N,M1,N,3707393,59.22,62,LIC-44ef864f8e03,Y
2024-10-09,JUR-112ad7f681e8,Occupancy,891345022,134,1293160,212.7,21,Modular,StateECBC,Y,Y,N,C1,Y,5651560,71.18,205,LIC-cb650b373579,Y
2019-11-12,JUR-3fd5e4015a54,NewBuild,517604140,188,1942851,52.1,40,Composite,ECBC2017,N,Y,N,C1,N,2160827,98.84,60,LIC-42854b8b3bb0,N
2025-10-21,JUR-2eedd5d7da3b,Occupancy,1023290459,383,1424762,19.3,22,RCC,LegacyCode,N,N,Y,M1,N,4022506,85.75,141,LIC-6b45e4542331,N
2024-12-01,JUR-7c86e1aba7d5,Renovation,964465684,577,2085627,471.1,18,Composite,LegacyCode,N,N,Y,R1,Y,1232556,86.72,2,LIC-ba24f2cd6c01,Y
2020-09-20,JUR-45b88f5dfeb0,NewBuild,372186302,574,1923837,120.6,37,Precast,ECBC2017,N,Y,Y,M1,N,4760448,69.52,35,LIC-53903c7fcd0d,N
2021-10-12,JUR-5e7769f0376c,ChangeOfUse,244292497,16,36312,71.6,60,Composite,StateECBC,N,Y,Y,M2,N,120074,96.57,207,LIC-9d0544512600,N
2021-12-04,JUR-91a059c1222c,Renovation,20100141,450,65355,435.3,55,Modular,LegacyCode,Y,Y,N,R3,N,3578118,96.38,76,LIC-4b51bae12475,N
2022-12-26,JUR-218719c55c2f,NewBuild,150660805,177,2041950,364.1,30,Modular,ECBC2017,N,N,Y,MixedUse,Y,760787,87.99,46,LIC-226bf3b3a3ba,Y
2019-02-14,JUR-b804e0599a5d,Occupancy,1077223227,1,693702,245.7,68,Composite,GreenRatingAligned,N,N,Y,R2,Y,751855,98.9,11,LIC-a55ae746be76,N
2021-06-20,JUR-cf9eb52c940c,NewBuild,628401565,196,362496,39.9,9,LoadBearing,StateECBC,N,Y,Y,C2,N,3874481,73.9,97,LIC-ca1ac7106a35,Y
2023-04-07,JUR-2591724c350d,Renovation,42568338,246,2085432,263.6,48,Modular,GreenRatingAligned,Y,N,Y,R3,N,7901670,78.57,62,LIC-dee414e95e2f,N
2022-10-12,JUR-cf3aac2d0547,Renovation,893881597,281,1700014,45.8,2,SteelFrame,GreenRatingAligned,N,N,Y,R2,Y,3755612,68.23,93,LIC-b9ebbd40b31f,N
2022-04-01,JUR-4b57d23624b3,Occupancy,219518310,502,748947,319.7,24,LoadBearing,GreenRatingAligned,N,Y,N,M2,N,7572624,84.2,60,LIC-95daf7ce1087,N
2021-01-09,JUR-a33f744bcff0,Addition,676801574,498,870383,386.5,51,Modular,LegacyCode,Y,N,N,M1,N,3026591,91.69,207,LIC-eb1a9a27ed67,N
2020-09-23,JUR-4bdb1c0b2842,Renovation,1152307610,337,182072,403.2,20,Composite,ECBC2017,Y,N,N,C2,N,1069124,69.9,197,LIC-4ffd497fee2d,N
2022-12-10,JUR-4921a4793382,Renovation,731258095,112,995944,188.4,66,SteelFrame,StateECBC,Y,Y,N,C2,N,1439857,57.47,73,LIC-7473fa16886d,Y
2023-06-18,JUR-35d410d1a424,NewBuild,327259683,161,636762,438.4,14,RCC,LegacyCode,Y,Y,N,C1,Y,596191,73.33,69,LIC-936132a78ec6,N
2024-03-20,JUR-a8ad774c1eed,Occupancy,533047299,440,1479178,323.3,40,Composite,ECBC2017,N,N,N,M1,Y,3390436,59.28,75,LIC-b71e418ba0c4,N
2019-09-02,JUR-6659f6ed4dcf,Demolition,121798205,436,715769,449.9,25,RCC,ECBC2021,N,N,Y,R2,Y,3972029,78.09,69,LIC-42c22e0ae2b4,Y
2025-12-26,JUR-3069ab008403,Renovation,537588992,231,2035389,277.4,40,SteelFrame,LegacyCode,N,N,N,MixedUse,N,381544,66.66,109,LIC-7f622c73376c,Y
2024-08-09,JUR-2fe41cb25ab2,Demolition,675767652,514,1768603,378.9,35,Modular,LegacyCode,Y,N,N,M2,N,2535149,83.99,1,LIC-c50ab976942c,Y
2023-04-07,JUR-138c4ee8a24b,Renovation,499341406,472,1028188,156.7,56,Composite,ECBC2017,N,Y,N,MixedUse,N,415519,59.9,70,LIC-e947337c9d84,Y
2021-01-23,JUR-a1f7d535b5a9,NewBuild,1023156783,146,668095,124.3,49,SteelFrame,ECBC2021,N,N,N,M1,N,3162046,72.08,174,LIC-38712a1357bd,Y
2023-06-12,JUR-71e99fa75b1b,ChangeOfUse,973160246,44,1602526,404.6,9,Precast,LegacyCode,Y,Y,Y,MixedUse,Y,2233988,87.5,9,LIC-b241e482c5ff,N
2022-08-04,JUR-9a54ce913e8b,ChangeOfUse,874905192,133,1118954,445.1,44,Modular,StateECBC,Y,N,Y,C2,N,2204011,55.59,4,LIC-7f45bb0f631e,N
2023-09-22,JUR-44fd88b99071,Renovation,369102829,414,429748,340.6,46,SteelFrame,LegacyCode,N,Y,Y,R1,Y,1104542,85.96,176,LIC-e1b18ed2e3ef,Y
2021-07-20,JUR-5f52e83358e4,ChangeOfUse,817699727,497,212390,91.0,37,Composite,ECBC2021,Y,Y,Y,MixedUse,Y,8051798,55.4,135,LIC-2dff0888488f,N
2021-08-16,JUR-46df8943112a,Demolition,376158999,145,1295225,24.6,39,RCC,StateECBC,N,N,Y,R1,N,2461287,92.36,19,LIC-0ff185a8b73e,N
2023-03-11,JUR-c242bface92d,NewBuild,873200234,162,450235,239.7,6,Precast,StateECBC,N,N,Y,M2,N,1284364,85.76,67,LIC-dcba35f9c1d6,Y
2023-07-12,JUR-f10f808a810d,NewBuild,849069504,58,192847,476.7,37,LoadBearing,ECBC2017,N,Y,N,C2,Y,1239702,93.16,79,LIC-85db8f2c20d3,Y
2021-01-18,JUR-fcf8363f330c,Demolition,987135179,158,1344390,16.3,10,Precast,LegacyCode,N,N,Y,R1,N,7821859,83.72,18,LIC-82109b79f05f,Y
2025-02-08,JUR-a274932758f2,Addition,515592921,13,711870,370.1,19,SteelFrame,ECBC2021,Y,N,N,MixedUse,N,4604957,98.35,15,LIC-e23048fcd2da,Y
2022-09-14,JUR-bd440a64d7f0,NewBuild,998046255,579,1029970,172.2,34,SteelFrame,GreenRatingAligned,Y,Y,Y,M1,N,4236328,78.18,217,LIC-2300dea0e21f,Y
2020-02-22,JUR-69e5c07560ef,ChangeOfUse,1143872310,571,1567483,241.8,64,Composite,StateECBC,N,N,Y,MixedUse,N,5381071,94.16,96,LIC-60040ff20be9,Y
2022-09-02,JUR-9ed3a749266d,Renovation,936670182,236,1854469,462.7,48,Modular,StateECBC,Y,Y,N,M2,N,2108241,84.25,206,LIC-baafdfcf690f,Y
2024-07-02,JUR-82dad0b780c8,Renovation,46070371,595,990469,440.1,68,RCC,ECBC2017,N,Y,Y,R3,Y,4914403,82.45,154,LIC-0f0a6cb58993,N
2021-09-29,JUR-4dabff7d8a20,Renovation,612516355,344,1002014,361.6,2,SteelFrame,ECBC2021,Y,N,Y,C2,N,8079482,96.98,181,LIC-43a8bb16cb0f,N
2024-02-25,JUR-017bf721c257,Demolition,588152135,4,2242021,234.0,12,LoadBearing,GreenRatingAligned,Y,N,Y,M2,N,8280108,86.29,80,LIC-56fb0e5a56a5,Y
2023-04-08,JUR-d23d67f90437,Renovation,524939093,175,2469493,491.2,30,SteelFrame,ECBC2021,N,Y,Y,C2,Y,821610,58.07,148,LIC-9f0a24a3ce82,Y
2025-05-03,JUR-ddbb27e1c9dc,Occupancy,100366862,194,127053,54.2,9,RCC,LegacyCode,N,N,Y,C2,N,6142341,63.11,6,LIC-7829a25c56ae,N
2020-11-27,JUR-f44c9b0438e0,Addition,493860345,129,1515834,397.6,65,Composite,ECBC2017,N,Y,N,C1,N,7762445,61.12,141,LIC-74ee47bb7eaf,N
2025-09-19,JUR-557dd2e0436b,NewBuild,237580222,217,2145834,383.3,43,Precast,LegacyCode,Y,Y,N,M1,Y,4725672,77.12,191,LIC-04b1a7a776f4,Y
2019-11-17,JUR-f136778c2674,NewBuild,272083582,242,547834,184.6,24,Modular,GreenRatingAligned,N,Y,N,C1,Y,5975725,87.03,145,LIC-519536aa1c43,N
2022-09-28,JUR-a0dd4c88f82c,Occupancy,269392355,373,2265959,78.9,25,Precast,StateECBC,Y,Y,Y,R2,Y,3814206,99.75,31,LIC-61b295189651,N
2021-12-10,JUR-d40e7195c368,Renovation,788630800,93,2106674,51.2,53,SteelFrame,ECBC2021,N,N,N,R3,Y,5975237,69.91,156,LIC-e0cf5d55fda8,Y
2023-02-23,JUR-d0492ecce16d,ChangeOfUse,1075713709,408,1169107,295.1,26,LoadBearing,GreenRatingAligned,N,N,Y,C1,Y,3195886,70.42,49,LIC-dd163da97692,Y
2019-09-14,JUR-40104139f8fb,NewBuild,907437135,589,62103,460.3,41,SteelFrame,StateECBC,Y,N,Y,C1,Y,4999426,86.64,25,LIC-7764f109ffd8,N
2023-06-01,JUR-a64786ba55e0,ChangeOfUse,1076319642,62,56696,348.4,67,Composite,ECBC2017,N,Y,Y,MixedUse,N,1907446,63.67,58,LIC-e7fcaa238aca,Y
2023-02-18,JUR-0c0f7d732cf1,NewBuild,553103590,259,521338,435.9,10,Composite,ECBC2021,Y,Y,Y,R2,Y,64918,61.17,183,LIC-06ea16a5381c,N
2019-08-27,JUR-ef8e9d9a0551,Renovation,525541176,242,1174290,280.3,42,SteelFrame,LegacyCode,N,Y,Y,C2,Y,2068604,75.58,120,LIC-baa75eee9456,Y
2019-02-28,JUR-8da76b78e247,ChangeOfUse,710413764,170,365831,69.6,7,LoadBearing,StateECBC,N,Y,N,C1,N,4958342,55.59,200,LIC-f5bb3439f3a4,Y
2023-01-26,JUR-7a2d38e05304,Renovation,1178881458,578,530563,467.3,56,SteelFrame,LegacyCode,N,N,Y,R3,Y,5507643,66.0,193,LIC-81fa63ea3389,Y
2021-08-28,JUR-4b64e837422c,NewBuild,265451718,55,1559545,74.5,18,LoadBearing,ECBC2021,N,Y,N,R2,N,1443280,72.17,202,LIC-2338448f5c90,N
2020-04-23,JUR-5505c638bdd3,NewBuild,142766446,434,1119849,167.2,31,RCC,LegacyCode,N,N,Y,C2,N,962949,58.75,20,LIC-4834daf3d35d,N
2025-11-25,JUR-3dfb4cc84d5c,Addition,637974759,227,2027082,67.7,21,LoadBearing,LegacyCode,Y,N,N,M2,N,3233146,95.05,107,LIC-4fd3fdf2416e,Y
2019-05-11,JUR-0bbbc1334c27,NewBuild,78961081,325,933940,283.1,1,SteelFrame,GreenRatingAligned,Y,N,Y,C1,Y,7172657,80.4,11,LIC-c2186f9abb18,N
2020-03-04,JUR-b397007078fd,Renovation,1105711516,236,655420,393.7,54,Precast,GreenRatingAligned,N,Y,Y,R2,Y,4267276,93.54,85,LIC-bb07dd9ef641,Y
2024-04-09,JUR-dfc538d4d310,Demolition,1107231027,490,475130,10.9,16,Precast,StateECBC,Y,Y,N,R1,N,8463940,61.65,66,LIC-ed772bc2ca4c,N
2023-07-13,JUR-729d5007a1e9,Addition,227338917,403,886529,441.6,25,RCC,GreenRatingAligned,N,Y,N,MixedUse,Y,8148599,59.82,123,LIC-9e9894f5e219,Y
2025-04-18,JUR-48bf6be02258,NewBuild,1043702465,325,2164579,465.0,26,SteelFrame,LegacyCode,Y,N,Y,MixedUse,N,7845457,74.55,113,LIC-3dda907e2469,Y
2020-02-05,JUR-87b2b38e7936,ChangeOfUse,343840779,424,298677,439.5,25,Composite,StateECBC,N,Y,Y,M2,Y,2964290,63.11,93,LIC-09ab0c7d96bb,N
2020-09-07,JUR-c7be31f6d27a,Demolition,953166453,492,826637,260.6,24,Precast,ECBC2017,N,N,Y,R1,Y,6949287,67.13,5,LIC-7971c96608cd,N
2019-05-14,JUR-13b7b343b3d5,ChangeOfUse,186164570,453,1249313,268.4,39,RCC,ECBC2017,N,N,N,M2,Y,7197449,97.74,16,LIC-250a86eb8fd1,Y
2020-08-09,JUR-5987cc1084f6,Demolition,1036676118,253,2443312,256.4,28,Modular,GreenRatingAligned,Y,Y,N,M1,N,1348322,79.93,121,LIC-7f166bc08ea1,N
2025-03-10,JUR-c26548606909,Occupancy,1179374496,483,209886,205.7,43,LoadBearing,GreenRatingAligned,N,N,Y,C1,Y,6412381,70.2,71,LIC-049de337c32b,Y
2019-06-23,JUR-c3b64ad32280,Addition,296264551,312,1627253,272.2,28,Composite,LegacyCode,Y,Y,N,R3,N,3959782,98.72,92,LIC-d7cc1faac063,N
2019-11-03,JUR-32ee3fccfeda,Renovation,553683854,507,1308448,419.4,35,Composite,LegacyCode,Y,N,Y,M2,N,3538808,61.73,35,LIC-65068051b6ed,Y
2020-11-30,JUR-1af1f4a22d21,Demolition,1012553651,473,2432519,56.1,1,SteelFrame,StateECBC,Y,N,N,MixedUse,N,1547399,93.45,114,LIC-2580bb9f78fc,N
2023-03-18,JUR-2dd9c0d1d8fe,Demolition,965087270,33,529053,449.9,45,Composite,GreenRatingAligned,Y,N,Y,C1,N,1123303,75.5,202,LIC-2ccc1b14b3ba,N
2024-03-04,JUR-688c972710d0,Occupancy,533184821,495,1124482,63.7,22,Modular,ECBC2021,Y,N,N,R2,Y,675721,56.76,189,LIC-091692359be6,Y
2025-08-09,JUR-139c269e9b7d,Renovation,1071581126,433,690982,472.2,19,Precast,GreenRatingAligned,N,N,N,M1,N,5800481,83.82,111,LIC-a65cec2d099f,Y
2021-10-22,JUR-832cb1b66ec5,Occupancy,1042133165,452,844139,385.0,64,RCC,StateECBC,Y,Y,N,C2,Y,4694022,62.65,7,LIC-ecae387570fb,Y
2025-03-26,JUR-d098ec4716b7,Renovation,630680798,539,2372058,52.0,24,LoadBearing,ECBC2017,Y,Y,Y,C1,N,6912622,59.7,19,LIC-9b5374235201,Y
2022-09-01,JUR-f711b8611b3a,ChangeOfUse,110601051,551,1438244,138.3,48,SteelFrame,ECBC2021,Y,N,N,C1,N,3297784,98.39,128,LIC-41d9b94766fb,Y
2024-08-13,JUR-3c51703c39c8,Occupancy,910383706,157,2401844,139.8,41,RCC,StateECBC,Y,Y,N,MixedUse,Y,3570143,92.24,26,LIC-5cb171a63660,N
