gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_usd,gov_grants_award_max_usd,gov_grants_award_median_usd,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_usd,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2011,HOUSING_CDBG,1,POPULATION,NONPROFIT,23.27,430770.76,54922420.76,27676595.76,5901,757,21300644577.13,OUTPUT_A,61.28,58.78,12.34,1,0.5862,17,CUSTOM_PORTAL_A
2012,JUSTICE_ASSIST,0,POPULATION,LOCAL,50.94,965282.18,459020982.68,229993132.43,3312,232,51422163546.4,QUALITY_C,69.9,89.15,16.23,0,0.5729,10,GRANTS_GOV
2020,HOUSING_CDBG,0,COMPETITIVE,UNIVERSITY,50.75,68707.78,29616286.3,14842497.04,2956,320,4071002625.98,OUTPUT_A,61.32,80.04,1.56,0,0.9792,9,CUSTOM_PORTAL_B
2014,ENERGY_EFF,0,OTHER,NONPROFIT,25.82,575031.85,234055468.7,117315250.28,3656,658,81022806590.41,OUTCOME_B,70.14,73.67,7.84,1,0.5778,46,GRANTS_GOV
2024,EDU_BLOCK,0,NEED_BASED,LOCAL,12.91,710992.08,169360790.5,85035891.29,4334,1587,134937554407.76,QUALITY_C,82.33,27.32,3.31,1,0.815,9,GRANTS_GOV
2010,EDU_BLOCK,0,POPULATION,SCHOOL_DISTRICT,42.37,332273.81,151545889.41,75939081.61,2202,727,62542205479.18,QUALITY_C,69.47,81.49,11.21,0,0.8542,18,CUSTOM_PORTAL_A
2017,EDU_BLOCK,0,COMPETITIVE,UNIVERSITY,9.72,579917.67,33613687.56,17096802.62,5694,1594,28819051095.86,OUTPUT_A,81.26,84.56,3.1,1,0.668,46,STATE_PORTAL
2017,WATER_SR,0,MATCHING,LOCAL,8.18,378254.02,21230948.42,10804601.22,1101,347,3245522616.02,OUTPUT_A,54.42,50.15,10.72,1,0.2782,40,GRANTS_GOV
2011,HOUSING_CDBG,0,COMPETITIVE,UNIVERSITY,43.36,732961.35,122474293.52,61603627.43,2363,167,11439048015.85,NONE,82.62,27.1,11.35,0,0.466,49,STATE_PORTAL
2016,BROADBAND,1,MATCHING,LOCAL,9.84,573178.42,230810088.28,115691633.35,5704,2422,306254198726.47,OUTCOME_B,72.06,67.6,11.4,1,0.4604,25,CUSTOM_PORTAL_B
2024,JUSTICE_ASSIST,1,OTHER,LOCAL,27.42,165106.95,52485627.8,26325367.38,3716,226,6388936733.48,QUALITY_C,82.76,85.87,10.5,0,0.9893,47,CUSTOM_PORTAL_A
2013,TRANS_FORMULA,1,NEED_BASED,STATE,57.26,384280.69,32929413.6,16656847.15,4794,1185,20303671848.76,OUTPUT_A,92.32,79.6,8.48,1,0.4522,6,STATE_PORTAL
2011,JUSTICE_ASSIST,0,NEED_BASED,NONPROFIT,21.48,222836.22,1509395.3,866115.76,5191,553,510262305.71,OUTCOME_B,78.58,51.01,14.04,1,0.675,11,STATE_PORTAL
2009,TRANS_FORMULA,0,NEED_BASED,SCHOOL_DISTRICT,37.1,922879.63,69605672.65,35264276.14,2759,453,18275642754.81,EQUITY_D,74.53,74.1,18.59,1,0.8264,31,CUSTOM_PORTAL_B
2019,ENERGY_EFF,0,POPULATION,STATE,20.08,630857.6,17301121.33,8965989.46,844,360,3521791782.56,QUALITY_C,58.75,51.14,1.71,1,0.1791,10,STATE_PORTAL
2009,ENERGY_EFF,0,MATCHING,NONPROFIT,2.55,509290.15,26913444.32,13711367.24,4093,305,4520639413.45,OUTPUT_A,52.27,97.86,15.77,1,0.5236,11,STATE_PORTAL
2009,WATER_SR,0,EQUAL_SHARE,TRIBAL,31.51,29206.06,10222452.98,5125829.52,2542,316,1661719296.84,QUALITY_C,96.13,75.08,2.8,1,0.3858,2,STATE_PORTAL
2022,BROADBAND,0,POPULATION,SCHOOL_DISTRICT,31.58,443805.66,151185508.24,75814656.95,5402,2220,170179854425.82,ACCESS_E,65.5,44.63,2.98,1,0.1096,22,CUSTOM_PORTAL_B
2020,TRANS_FORMULA,1,MATCHING,NONPROFIT,0.81,927334.57,334407765.96,167667550.26,3060,886,134919711668.45,ACCESS_E,44.23,42.34,19.42,1,0.0144,49,STATE_PORTAL
2019,HEALTH_MCH,0,COMPETITIVE,SCHOOL_DISTRICT,46.86,831185.46,315405612.99,158118399.22,2566,507,85444879372.07,QUALITY_C,44.4,88.37,3.05,1,0.4821,12,CUSTOM_PORTAL_B
2016,ENERGY_EFF,0,MATCHING,STATE,17.17,75325.04,23209225.66,11642275.35,2122,190,2200862851.25,QUALITY_C,79.52,84.73,12.66,1,0.5503,44,GRANTS_GOV
2009,ENERGY_EFF,1,MATCHING,NONPROFIT,23.91,609474.44,219775116.83,110192295.64,4900,1594,194731377724.39,OUTPUT_A,45.78,88.81,5.96,1,0.6404,50,CUSTOM_PORTAL_A
2014,TRANS_FORMULA,1,OTHER,UNIVERSITY,38.72,434765.97,189611334.92,95023050.44,1252,290,30482895150.14,ACCESS_E,56.97,82.57,2.16,1,0.433,21,GRANTS_GOV
2009,ENERGY_EFF,1,COMPETITIVE,LOCAL,3.01,903760.44,378216909.37,189560334.9,3201,1254,238684419699.48,OUTPUT_A,79.78,83.37,3.08,1,0.1241,27,GRANTS_GOV
2009,EDU_BLOCK,0,NEED_BASED,STATE,15.88,121406.17,51207766.77,25664586.47,5673,1669,42253080410.75,OUTPUT_A,86.62,41.82,4.43,1,0.8049,16,CUSTOM_PORTAL_A
2018,TRANS_FORMULA,0,EQUAL_SHARE,NONPROFIT,19.7,860044.79,6551102.82,3705573.8,950,97,318645600.07,ACCESS_E,72.11,63.39,18.78,1,0.907,9,GRANTS_GOV
2018,ENERGY_EFF,0,NEED_BASED,LOCAL,51.31,923635.86,241070129.32,120996882.59,3459,1054,119884195947.08,ACCESS_E,45.97,55.98,14.67,0,0.5956,35,CUSTOM_PORTAL_B
2017,BROADBAND,0,COMPETITIVE,UNIVERSITY,34.26,595445.75,3075888.59,1835667.17,3240,810,1677284895.61,OUTCOME_B,66.97,85.37,4.63,1,0.0132,3,GRANTS_GOV
2017,HEALTH_MCH,1,NEED_BASED,HOSPITAL,40.33,164466.23,61065774.87,30615120.55,876,328,10139241360.46,OUTCOME_B,53.36,46.92,12.7,1,0.2184,1,STATE_PORTAL
2020,HEALTH_MCH,0,POPULATION,NONPROFIT,21.71,219489.7,71933374.66,36076432.18,2856,1008,34168849375.52,ACCESS_E,67.97,44.7,12.19,1,0.2527,47,CUSTOM_PORTAL_B
2022,WATER_SR,1,COMPETITIVE,NONPROFIT,59.76,337556.59,12244136.43,6290846.51,5334,2352,14715239055.53,OUTPUT_A,93.18,93.63,0.5,1,0.7403,12,STATE_PORTAL
2018,ENERGY_EFF,0,NEED_BASED,NONPROFIT,46.07,929909.68,417277681.56,209103795.62,1850,832,150506626688.47,NONE,56.04,28.27,19.96,1,0.7779,25,GRANTS_GOV
2016,TRANS_FORMULA,1,COMPETITIVE,NONPROFIT,25.15,743651.68,331067464.39,165905558.04,3674,1464,251292650539.25,OUTCOME_B,70.39,41.76,19.6,0,0.4635,42,GRANTS_GOV
2010,BROADBAND,1,MATCHING,LOCAL,29.26,614693.92,83598840.15,42106767.04,1881,652,29415762696.19,OUTPUT_A,87.55,81.35,17.72,0,0.6603,14,CUSTOM_PORTAL_A
2024,ENERGY_EFF,0,NEED_BASED,LOCAL,18.56,880027.89,369313176.12,185096602.0,4035,1149,189323867454.89,NONE,84.65,26.85,12.21,1,0.667,0,CUSTOM_PORTAL_A
2009,TRANS_FORMULA,0,POPULATION,STATE,13.78,489719.18,69331981.05,34910850.12,2707,319,10310829802.97,OUTCOME_B,46.91,28.95,15.85,1,0.3184,32,CUSTOM_PORTAL_B
2021,BROADBAND,0,COMPETITIVE,NONPROFIT,46.95,493592.58,31844622.02,16169107.3,2700,360,5625641574.79,EQUITY_D,79.44,30.96,5.71,1,0.0432,42,GRANTS_GOV
2019,EDU_BLOCK,0,NEED_BASED,SCHOOL_DISTRICT,17.98,537774.08,79468349.06,40003061.57,4416,1088,38858239821.98,QUALITY_C,99.23,95.67,16.08,1,0.1414,24,CUSTOM_PORTAL_A
2025,TRANS_FORMULA,0,OTHER,NONPROFIT,47.85,888269.75,323680416.43,162284343.09,626,53,7942777523.45,OUTPUT_A,85.07,89.54,7.46,0,0.9554,44,STATE_PORTAL
2017,BROADBAND,1,NEED_BASED,UNIVERSITY,27.4,895437.15,35386656.4,18141046.77,1395,138,2437574233.39,QUALITY_C,68.66,37.62,4.76,1,0.7003,7,CUSTOM_PORTAL_A
2018,HOUSING_CDBG,1,EQUAL_SHARE,SCHOOL_DISTRICT,21.77,212102.47,20309274.12,10260688.3,70,31,312361975.01,OUTCOME_B,85.54,66.61,13.12,1,0.3463,9,STATE_PORTAL
2015,WATER_SR,0,NEED_BASED,NONPROFIT,34.58,966243.41,381469176.52,191217709.96,2734,292,63258540427.96,NONE,75.42,53.31,2.26,1,0.9621,44,CUSTOM_PORTAL_A
2022,HOUSING_CDBG,0,POPULATION,LOCAL,5.51,241986.49,60837485.4,30539735.94,5604,1943,58153227025.87,OUTPUT_A,81.79,45.38,1.24,0,0.9409,49,CUSTOM_PORTAL_A
2011,EDU_BLOCK,0,COMPETITIVE,STATE,43.15,603356.62,97915111.55,49259234.08,326,140,7657918924.51,ACCESS_E,47.38,55.9,16.08,1,0.4076,20,GRANTS_GOV
2012,EDU_BLOCK,1,EQUAL_SHARE,UNIVERSITY,8.25,770082.35,357433525.21,179101803.78,3441,1115,177553705113.14,OUTCOME_B,62.7,87.13,2.73,0,0.2623,16,STATE_PORTAL
2020,HOUSING_CDBG,0,EQUAL_SHARE,NONPROFIT,32.77,328822.84,128299506.73,64314164.78,3656,1031,65650002025.96,QUALITY_C,50.5,62.76,11.34,1,0.3975,29,GRANTS_GOV
2009,ENERGY_EFF,1,POPULATION,UNIVERSITY,53.84,599087.4,289372053.42,144985570.41,4152,1361,194597861692.09,NONE,45.16,27.26,8.35,0,0.78,48,CUSTOM_PORTAL_A
2021,TRANS_FORMULA,1,NEED_BASED,LOCAL,11.37,155981.65,68704722.24,34430351.94,3144,726,21772459783.33,OUTPUT_A,75.19,42.93,10.3,1,0.6952,50,STATE_PORTAL
2012,ENERGY_EFF,1,COMPETITIVE,SCHOOL_DISTRICT,29.87,44100.75,10740765.12,5392432.94,1534,397,2141991750.61,OUTCOME_B,61.98,45.55,2.86,1,0.165,33,CUSTOM_PORTAL_A
2015,BROADBAND,1,EQUAL_SHARE,SCHOOL_DISTRICT,56.18,189527.06,82246131.41,41217829.24,1015,131,5876948801.58,QUALITY_C,77.2,25.76,8.22,0,0.5938,8,STATE_PORTAL
2025,JUSTICE_ASSIST,0,POPULATION,UNIVERSITY,39.37,701302.0,221645869.81,111173585.9,3582,378,45903987461.92,EQUITY_D,83.77,42.04,11.22,1,0.2023,16,GRANTS_GOV
2013,HOUSING_CDBG,0,POPULATION,SCHOOL_DISTRICT,23.2,360218.27,56649940.64,28505079.46,3787,1249,31199304232.52,OUTCOME_B,55.6,63.33,7.48,0,0.8361,42,CUSTOM_PORTAL_A
2015,HEALTH_MCH,1,POPULATION,STATE,37.84,925772.6,30363255.78,15644514.19,3264,884,11962805035.42,QUALITY_C,81.45,67.69,13.55,1,0.5719,6,CUSTOM_PORTAL_B
2019,EDU_BLOCK,1,COMPETITIVE,STATE,22.17,848710.2,400612463.45,200730586.82,4999,2174,490467469330.74,EQUITY_D,74.57,39.15,0.33,1,0.1648,12,CUSTOM_PORTAL_A
2012,ENERGY_EFF,0,POPULATION,TRIBAL,54.47,718352.6,225252517.18,112985434.89,1241,224,24012667133.95,NONE,58.47,55.42,16.87,1,0.0379,6,GRANTS_GOV
2016,JUSTICE_ASSIST,1,MATCHING,SCHOOL_DISTRICT,37.44,456132.17,69590970.0,35023551.08,3337,1307,45990919217.96,EQUITY_D,91.14,99.01,8.32,1,0.8274,48,GRANTS_GOV
2025,JUSTICE_ASSIST,1,NEED_BASED,UNIVERSITY,13.84,695048.96,94290063.0,47492555.98,3723,884,37333291789.21,EQUITY_D,47.84,61.18,19.94,1,0.4488,50,STATE_PORTAL
2022,EDU_BLOCK,1,NEED_BASED,STATE,55.89,377030.22,34637588.91,17507309.56,1087,204,3574469902.54,OUTCOME_B,97.43,45.19,15.26,1,0.7865,21,GRANTS_GOV
2019,BROADBAND,1,COMPETITIVE,LOCAL,36.18,953738.96,315883751.78,158418745.37,4267,1918,301491608978.46,ACCESS_E,55.94,90.41,2.94,1,0.0811,7,GRANTS_GOV
2025,ENERGY_EFF,0,MATCHING,UNIVERSITY,58.15,722926.52,58713060.1,29717993.31,1682,582,19580149371.03,ACCESS_E,97.42,67.23,4.16,0,0.4362,43,CUSTOM_PORTAL_B
2024,JUSTICE_ASSIST,1,COMPETITIVE,LOCAL,1.98,620078.72,43599433.82,22109756.27,3078,221,4527219363.6,EQUITY_D,58.2,79.38,18.62,1,0.83,15,GRANTS_GOV
2019,EDU_BLOCK,1,OTHER,STATE,25.91,978764.34,205713995.58,103346379.96,3086,1095,103443614996.88,OUTPUT_A,57.19,32.83,16.81,1,0.4617,2,CUSTOM_PORTAL_A
2015,ENERGY_EFF,0,POPULATION,UNIVERSITY,34.19,454575.53,191001231.38,95727903.46,449,76,7772454092.64,QUALITY_C,70.03,95.66,13.62,1,0.3292,48,GRANTS_GOV
2014,HEALTH_MCH,0,COMPETITIVE,HOSPITAL,28.99,189293.74,71386713.35,35788003.54,5841,2077,81744345796.73,OUTPUT_A,99.22,90.19,10.88,1,0.185,14,STATE_PORTAL
2025,HOUSING_CDBG,0,OTHER,STATE,0.92,942471.79,389379371.57,195160921.68,3622,955,209132359177.64,OUTPUT_A,86.44,26.26,3.85,0,0.3434,25,CUSTOM_PORTAL_A
2023,JUSTICE_ASSIST,1,POPULATION,TRIBAL,51.05,319870.96,52241767.77,26280819.36,2650,884,22439314425.72,OUTCOME_B,79.08,71.3,13.79,1,0.8023,8,CUSTOM_PORTAL_A
2024,ENERGY_EFF,0,POPULATION,TRIBAL,43.21,843373.08,116107686.14,58475529.61,781,180,8972678373.53,OUTPUT_A,50.12,68.73,2.62,1,0.3407,13,GRANTS_GOV
2017,EDU_BLOCK,1,MATCHING,LOCAL,29.64,58714.27,18555889.87,9307302.07,4048,1594,14687641415.89,OUTPUT_A,71.94,94.39,5.55,1,0.0395,2,CUSTOM_PORTAL_B
2013,HOUSING_CDBG,1,POPULATION,LOCAL,53.39,39572.92,18552376.92,9295974.92,5230,998,9529101314.08,EQUITY_D,57.08,46.13,9.34,0,0.0014,44,CUSTOM_PORTAL_A
2012,WATER_SR,0,POPULATION,NONPROFIT,58.79,490321.43,207469375.89,103979848.66,3897,482,50858298714.36,OUTCOME_B,68.53,71.32,17.76,1,0.0993,34,CUSTOM_PORTAL_B
2019,HOUSING_CDBG,0,NEED_BASED,LOCAL,34.62,111753.29,30087209.77,15099481.53,3429,715,10944246616.64,NONE,42.55,57.8,17.75,1,0.078,38,CUSTOM_PORTAL_A
2012,WATER_SR,0,EQUAL_SHARE,NONPROFIT,16.81,127477.27,55019137.57,27573307.42,4497,1199,28459654057.74,QUALITY_C,94.28,99.01,17.04,1,0.9884,9,STATE_PORTAL
2015,JUSTICE_ASSIST,0,MATCHING,UNIVERSITY,54.12,173369.86,22625915.84,11399642.85,1126,499,5262427279.62,EQUITY_D,71.81,97.27,7.35,1,0.3054,41,STATE_PORTAL
2013,ENERGY_EFF,1,POPULATION,UNIVERSITY,57.81,671051.48,173494489.7,87082770.59,1051,271,24084264719.29,EQUITY_D,71.99,37.83,8.45,1,0.567,30,CUSTOM_PORTAL_A
2024,ENERGY_EFF,0,NEED_BASED,LOCAL,57.36,566296.46,196241577.98,98403937.22,4088,725,70983534041.59,OUTPUT_A,87.83,36.29,9.23,1,0.5921,0,CUSTOM_PORTAL_A
2021,HOUSING_CDBG,1,POPULATION,STATE,8.64,863627.84,386427651.44,193645639.64,4070,308,62296091903.57,QUALITY_C,82.35,95.36,9.71,0,0.1645,2,STATE_PORTAL
2009,WATER_SR,0,MATCHING,LOCAL,34.95,560938.67,126354856.35,63457897.51,4597,388,22456226869.01,EQUITY_D,94.99,83.74,9.49,0,0.5115,36,CUSTOM_PORTAL_B
2009,HOUSING_CDBG,0,OTHER,NONPROFIT,51.81,398294.42,93947346.52,47172820.47,704,64,3397901528.09,NONE,71.28,44.44,11.13,0,0.14,50,STATE_PORTAL
2022,BROADBAND,0,MATCHING,LOCAL,14.4,143812.1,58078190.95,29111001.52,1437,608,19756347660.7,ACCESS_E,52.42,91.96,18.06,1,0.6835,38,GRANTS_GOV
2016,HEALTH_MCH,0,POPULATION,HOSPITAL,43.69,127832.92,60529649.16,30328741.04,400,162,4982474365.44,QUALITY_C,47.4,81.01,4.31,1,0.1374,8,STATE_PORTAL
2022,TRANS_FORMULA,0,POPULATION,HOSPITAL,24.29,492850.71,52186697.93,26339774.32,1813,486,13126404199.19,OUTCOME_B,70.56,69.05,8.19,1,0.4596,22,CUSTOM_PORTAL_B
2014,ENERGY_EFF,0,COMPETITIVE,NONPROFIT,16.2,702166.51,248129072.53,124415619.52,2652,513,54528909887.13,OUTPUT_A,84.24,90.37,16.49,0,0.2473,33,GRANTS_GOV
2011,EDU_BLOCK,0,NEED_BASED,NONPROFIT,30.16,572395.54,1855661.28,1214028.41,1599,508,622612624.76,OUTPUT_A,73.02,49.96,1.24,1,0.4245,13,GRANTS_GOV
2010,WATER_SR,1,EQUAL_SHARE,UNIVERSITY,36.16,882440.81,119343776.87,60113108.84,4342,1686,93840165046.25,ACCESS_E,83.83,96.42,18.33,1,0.9274,1,CUSTOM_PORTAL_B
2019,BROADBAND,0,EQUAL_SHARE,UNIVERSITY,35.36,341125.9,166051923.65,83196524.78,5141,1749,154686011248.1,EQUITY_D,43.97,30.01,9.34,1,0.7086,3,CUSTOM_PORTAL_A
2019,TRANS_FORMULA,0,EQUAL_SHARE,UNIVERSITY,44.26,403028.31,139301712.43,69852370.37,3908,237,15151526012.05,EQUITY_D,53.37,26.6,1.61,1,0.4261,14,GRANTS_GOV
2020,TRANS_FORMULA,1,NEED_BASED,STATE,52.19,292313.63,84021339.33,42156826.48,3290,790,36542095251.12,OUTPUT_A,40.88,33.14,13.27,1,0.7197,39,CUSTOM_PORTAL_B
2024,ENERGY_EFF,1,OTHER,UNIVERSITY,6.35,122618.66,38885244.96,19503931.81,2737,411,7970184540.39,ACCESS_E,84.18,42.19,1.1,1,0.0282,43,GRANTS_GOV
2014,BROADBAND,0,COMPETITIVE,SCHOOL_DISTRICT,25.15,472145.67,11615012.06,6043578.86,5055,527,3350106786.75,EQUITY_D,68.79,56.91,1.72,1,0.8468,34,STATE_PORTAL
2025,EDU_BLOCK,0,POPULATION,STATE,44.4,429843.52,202893222.69,101661533.1,4067,1550,179576542396.01,ACCESS_E,86.15,91.98,15.81,1,0.6841,12,GRANTS_GOV
2023,TRANS_FORMULA,1,POPULATION,NONPROFIT,22.8,988052.27,127369595.9,64178824.08,822,333,24467103457.16,OUTCOME_B,89.14,32.08,16.72,0,0.5105,8,STATE_PORTAL
2022,HOUSING_CDBG,0,MATCHING,NONPROFIT,43.62,30641.45,15283366.8,7657004.12,2288,661,4322370476.48,OUTCOME_B,84.75,90.99,18.89,1,0.1438,41,CUSTOM_PORTAL_B
2025,HOUSING_CDBG,0,NEED_BASED,UNIVERSITY,28.0,557333.85,107233679.6,53895506.72,1827,551,31546844542.8,QUALITY_C,70.77,66.6,13.98,1,0.5834,21,STATE_PORTAL
2022,EDU_BLOCK,0,NEED_BASED,STATE,51.28,929516.5,453924949.62,227427233.06,253,47,9541502705.5,NONE,81.28,46.7,5.01,1,0.1386,31,GRANTS_GOV
2021,WATER_SR,1,POPULATION,LOCAL,7.64,560485.68,266360540.78,133460513.23,3953,1327,174065243753.65,OUTPUT_A,50.1,90.84,10.07,1,0.3869,13,GRANTS_GOV
2019,TRANS_FORMULA,1,NEED_BASED,HOSPITAL,0.55,498066.41,50393077.13,25445571.77,920,289,7124835992.98,EQUITY_D,44.31,82.06,8.07,1,0.373,36,STATE_PORTAL
2014,BROADBAND,1,NEED_BASED,STATE,4.32,968702.42,236688756.07,118828729.24,2941,427,51625269999.03,ACCESS_E,70.36,42.72,4.66,1,0.133,33,STATE_PORTAL
2022,EDU_BLOCK,0,POPULATION,SCHOOL_DISTRICT,30.39,636726.54,200842830.22,100739778.38,2399,399,37335355843.99,QUALITY_C,65.38,76.9,14.15,1,0.6027,28,CUSTOM_PORTAL_B
2011,JUSTICE_ASSIST,0,OTHER,STATE,19.91,967767.21,339903308.88,170435538.04,912,237,35077781652.56,NONE,87.48,70.58,17.05,1,0.0738,18,CUSTOM_PORTAL_B
2025,JUSTICE_ASSIST,0,COMPETITIVE,SCHOOL_DISTRICT,8.1,890733.18,141167862.08,71029297.63,4014,1248,96007511482.55,OUTPUT_A,94.92,92.12,3.78,1,0.7278,9,STATE_PORTAL
2022,JUSTICE_ASSIST,0,NEED_BASED,UNIVERSITY,23.07,346286.14,940302.17,643294.16,3041,251,180165532.23,EQUITY_D,55.52,53.8,0.87,1,0.4498,40,STATE_PORTAL
2011,HOUSING_CDBG,0,COMPETITIVE,SCHOOL_DISTRICT,49.68,167605.25,50449780.43,25308692.84,4233,1793,45160472670.47,ACCESS_E,78.83,40.36,13.63,1,0.7566,29,CUSTOM_PORTAL_B
2025,HEALTH_MCH,0,MATCHING,TRIBAL,45.83,174986.78,23371241.86,11773114.32,2586,779,8500737129.0,OUTPUT_A,65.44,60.53,4.81,1,0.1352,4,CUSTOM_PORTAL_B
2011,EDU_BLOCK,0,POPULATION,STATE,43.79,613158.93,192438335.55,96525747.24,4487,524,49523535668.57,QUALITY_C,85.94,25.62,0.19,0,0.4428,3,GRANTS_GOV
2017,TRANS_FORMULA,1,POPULATION,SCHOOL_DISTRICT,11.53,635965.58,300239921.47,150437943.52,4404,1768,258055128816.76,OUTCOME_B,93.01,70.81,15.69,0,0.0447,29,STATE_PORTAL
2020,HOUSING_CDBG,0,NEED_BASED,SCHOOL_DISTRICT,39.11,977296.41,53680035.96,27328666.18,4347,1198,31175303202.32,OUTPUT_A,97.17,42.87,6.82,0,0.5414,36,GRANTS_GOV
2021,BROADBAND,0,POPULATION,LOCAL,0.9,455282.76,217529018.15,108992150.46,4924,1300,151643902064.39,OUTPUT_A,97.64,30.49,0.14,0,0.7849,19,CUSTOM_PORTAL_B
2011,EDU_BLOCK,0,NEED_BASED,LOCAL,28.8,578989.56,125712487.64,63145738.6,3076,213,15270271867.62,EQUITY_D,59.42,26.49,16.54,1,0.491,28,GRANTS_GOV
2014,WATER_SR,0,MATCHING,STATE,47.37,458513.23,20084554.66,10271533.94,1516,303,3419414783.75,OUTPUT_A,99.71,85.43,13.38,1,0.2291,44,STATE_PORTAL
2014,TRANS_FORMULA,1,NEED_BASED,SCHOOL_DISTRICT,28.1,747913.02,113728648.89,57238280.96,4759,1778,88652741754.92,NONE,53.79,66.34,3.75,1,0.6609,50,GRANTS_GOV
2023,JUSTICE_ASSIST,1,POPULATION,UNIVERSITY,28.3,614244.14,3033172.4,1823708.27,2094,512,1005589149.0,OUTCOME_B,94.85,73.57,15.75,1,0.8909,10,CUSTOM_PORTAL_B
2013,HEALTH_MCH,0,COMPETITIVE,UNIVERSITY,41.93,205553.15,86200412.63,43202982.89,3290,857,32167178962.91,OUTCOME_B,51.26,40.27,6.52,1,0.2206,20,STATE_PORTAL
2016,EDU_BLOCK,0,NEED_BASED,STATE,0.24,437017.54,152352202.42,76394609.98,998,264,18172827081.13,OUTCOME_B,47.2,33.41,9.33,0,0.6019,9,GRANTS_GOV
2024,TRANS_FORMULA,1,NEED_BASED,SCHOOL_DISTRICT,0.9,266405.54,28294683.0,14280544.27,5277,1531,24821069166.86,NONE,76.05,63.8,12.89,1,0.2388,19,GRANTS_GOV
2012,HEALTH_MCH,1,POPULATION,SCHOOL_DISTRICT,40.81,715646.14,250665298.65,125690472.4,3181,1400,164767346346.33,NONE,45.17,69.01,2.15,1,0.7455,11,CUSTOM_PORTAL_B
2023,ENERGY_EFF,0,NEED_BASED,LOCAL,0.53,223180.52,31057189.1,15640184.81,312,136,2295940941.15,QUALITY_C,42.68,65.96,19.38,1,0.2319,0,STATE_PORTAL
2011,TRANS_FORMULA,1,OTHER,HOSPITAL,31.88,96803.84,34829380.31,17463092.08,5884,1118,18431968704.13,NONE,63.08,58.86,16.79,0,0.9273,28,STATE_PORTAL
2023,EDU_BLOCK,0,COMPETITIVE,LOCAL,53.92,642133.94,27368226.31,14005180.12,4163,223,3456869225.36,NONE,93.76,89.22,0.6,1,0.0071,41,CUSTOM_PORTAL_A
2020,ENERGY_EFF,1,OTHER,NONPROFIT,1.12,870021.9,163336093.23,82103057.56,1409,462,34770839649.31,ACCESS_E,53.92,57.03,9.3,1,0.9291,42,GRANTS_GOV
2020,WATER_SR,1,POPULATION,LOCAL,0.99,60479.29,14901779.78,7481129.53,1451,176,1350625571.31,QUALITY_C,59.3,51.13,0.0,1,0.0862,35,STATE_PORTAL
2017,JUSTICE_ASSIST,0,COMPETITIVE,UNIVERSITY,12.69,267861.28,128429124.45,64348492.86,430,125,7494540700.18,OUTPUT_A,75.35,93.84,5.98,0,0.9726,24,CUSTOM_PORTAL_A
2017,HOUSING_CDBG,1,MATCHING,LOCAL,11.06,43267.97,20912354.67,10477811.32,3463,811,8910650047.9,OUTPUT_A,57.08,81.69,16.39,0,0.3107,27,GRANTS_GOV
2018,EDU_BLOCK,1,POPULATION,SCHOOL_DISTRICT,49.4,86189.44,7391970.13,3739079.78,492,140,493976007.45,OUTPUT_A,89.39,77.98,7.29,1,0.1366,13,GRANTS_GOV
2024,JUSTICE_ASSIST,1,MATCHING,LOCAL,13.37,606867.36,166909122.42,83757994.89,2648,1095,86069266061.22,NONE,71.17,51.89,1.73,0,0.1829,14,STATE_PORTAL
2014,BROADBAND,1,POPULATION,NONPROFIT,8.09,179006.07,44546381.22,22362693.64,3472,615,15264732290.21,OUTPUT_A,88.44,74.68,15.83,0,0.4764,48,GRANTS_GOV
2015,JUSTICE_ASSIST,0,EQUAL_SHARE,LOCAL,41.25,125666.95,36036516.16,18081091.56,307,94,1728922584.72,OUTCOME_B,50.09,33.57,10.92,1,0.0259,19,GRANTS_GOV
2015,BROADBAND,1,MATCHING,UNIVERSITY,55.75,311627.26,22680989.01,11496308.14,3000,260,3355561086.4,QUALITY_C,80.35,96.48,5.84,1,0.5501,40,CUSTOM_PORTAL_A
2021,TRANS_FORMULA,0,MATCHING,LOCAL,56.55,864862.81,231709845.36,116287354.08,3371,1334,150524867477.17,OUTCOME_B,85.08,99.02,4.83,0,0.5323,3,GRANTS_GOV
2018,JUSTICE_ASSIST,0,COMPETITIVE,UNIVERSITY,35.94,685097.83,341765984.96,171225541.39,1220,145,22026639933.4,QUALITY_C,73.98,97.79,3.7,1,0.2344,41,GRANTS_GOV
2012,ENERGY_EFF,1,COMPETITIVE,TRIBAL,27.22,297975.83,76571347.27,38434661.55,3559,895,36750229433.89,QUALITY_C,46.15,37.46,0.87,0,0.8588,40,STATE_PORTAL
2025,BROADBAND,0,MATCHING,UNIVERSITY,24.48,27332.81,4545287.78,2286310.3,4330,1086,2478829733.76,OUTPUT_A,93.85,71.06,4.19,0,0.8805,18,STATE_PORTAL
