civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_usd,civic_ballot_campaign_spend_oppose_usd,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2020,MEAS000000505,BOND,ELECTIONS,ELECTIONS_TITLE000505,227981,240444,PENDING,93970960.12,17324979.63,1818,165,104701,32.29,63.42,2351126,2036389,1,2009-11-12,0
2006,MEAS000000506,CHARTER,HOUSING,HOUSING_TITLE000506,855843,847942,FAILED,86327896.4,83318300.53,2392,1927,130846,74.66,25.97,1826746,916958,1,2018-02-04,0
2005,MEAS000000507,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000507,1405083,1388201,FAILED,214287357.88,10499752.96,1473,1908,44649,27.15,74.23,1917772,1479407,1,2009-06-24,0
2022,MEAS000000508,REFERENDUM,HEALTH,HEALTH_TITLE000508,568386,582557,PENDING,91820201.07,166571107.96,441,1327,94280,21.04,78.58,1807857,1796894,1,2019-03-22,0
2012,MEAS000000509,REFERENDUM,TAX,TAX_TITLE000509,1447015,1434586,QUALIFIED,148938005.33,166056042.08,2499,2260,58962,25.55,78.06,1049542,923212,1,2006-11-21,0
2017,MEAS000000510,INITIATIVE,TAX,TAX_TITLE000510,360626,350453,QUALIFIED,226375044.44,197049529.27,892,381,107618,45.16,59.77,1179751,2373627,0,2008-02-10,0
2008,MEAS000000511,BOND,TAX,TAX_TITLE000511,327461,307682,PENDING,198335113.71,120048597.19,315,272,12384,51.74,49.75,119613,253843,0,2005-06-05,0
2018,MEAS000000512,REFERENDUM,TAX,TAX_TITLE000512,856479,849087,QUALIFIED,9236149.19,120733262.63,2083,1540,102520,41.68,58.89,890948,864029,1,2000-05-10,1
2008,MEAS000000513,REFERENDUM,EDU,EDU_TITLE000513,51522,54081,PENDING,80496795.36,36059482.17,1204,1722,97575,45.97,51.44,885470,1108329,0,2016-01-11,0
2021,MEAS000000514,CHARTER,EDU,EDU_TITLE000514,1097344,1082806,LITIGATED,68565393.79,170559324.34,1720,1001,125412,40.53,61.02,395734,769640,0,2005-08-07,0
2023,MEAS000000515,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE000515,719584,735458,QUALIFIED,127951380.11,139158170.62,2418,1399,117783,57.44,39.16,1964534,2000878,0,2024-03-02,0
2003,MEAS000000516,RECALL,TAX,TAX_TITLE000516,1160731,1152625,PENDING,218750839.81,134716638.89,395,473,139653,75.03,29.33,2672515,1375899,1,2016-04-05,0
2024,MEAS000000517,INITIATIVE,ELECTIONS,ELECTIONS_TITLE000517,1423215,1432712,FAILED,191066099.47,114781740.61,697,193,104824,70.36,30.51,543091,513178,1,2025-09-09,0
2011,MEAS000000518,RECALL,OTHER,OTHER_TITLE000518,371956,375324,QUALIFIED,191839723.87,20177172.87,1120,375,49484,70.96,28.62,387017,520920,0,2014-02-18,1
2006,MEAS000000519,REFERENDUM,TAX,TAX_TITLE000519,143065,141690,WITHDRAWN,124192524.89,174946586.65,1179,850,99290,51.14,44.85,743352,1373425,0,2009-06-12,0
2004,MEAS000000520,CHARTER,LABOR,LABOR_TITLE000520,1031904,1015873,QUALIFIED,149081040.06,63103319.96,123,1745,135379,44.7,59.53,796428,1290997,0,2015-08-30,0
2017,MEAS000000521,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000521,524956,517526,FAILED,199661776.7,244845581.53,1136,1525,138503,43.92,60.97,536540,1230736,0,2017-09-28,0
2004,MEAS000000522,INITIATIVE,OTHER,OTHER_TITLE000522,1083831,1079072,QUALIFIED,41121006.98,166909602.26,1422,2219,101416,56.09,44.88,110650,171538,0,2025-05-06,0
2020,MEAS000000523,INITIATIVE,EDU,EDU_TITLE000523,528716,538464,QUALIFIED,76587599.85,145733173.02,2135,1935,87030,59.96,37.77,196385,217808,0,2007-01-01,0
2007,MEAS000000524,REFERENDUM,ELECTIONS,ELECTIONS_TITLE000524,73526,74789,QUALIFIED,68019319.22,217059586.68,1560,2276,143532,45.67,52.84,1803909,1335783,1,2002-01-01,0
2011,MEAS000000525,INITIATIVE,LABOR,LABOR_TITLE000525,779844,784784,FAILED,60494874.0,25781982.73,753,2449,65485,50.28,53.21,815884,914437,0,2010-05-17,0
2004,MEAS000000526,BOND,HEALTH,HEALTH_TITLE000526,431585,435482,QUALIFIED,80035074.22,179325154.44,2199,1484,3960,70.19,28.77,1804617,1092954,1,2009-10-02,1
2001,MEAS000000527,AMENDMENT,HEALTH,HEALTH_TITLE000527,771345,763884,PENDING,7215540.96,3560443.14,2031,2350,75158,48.45,56.52,533349,693467,0,2007-07-12,0
2005,MEAS000000528,REFERENDUM,EDU,EDU_TITLE000528,903830,917550,QUALIFIED,218713444.67,229800574.49,2373,1727,72768,32.15,68.75,459612,491543,0,2021-05-03,0
2015,MEAS000000529,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000529,689471,709445,QUALIFIED,97781099.18,236419285.26,688,1109,74558,31.11,68.15,2570564,2196735,1,2004-07-16,1
2024,MEAS000000530,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000530,1130328,1131935,QUALIFIED,86805986.1,13836821.05,2313,1817,126940,52.22,43.19,12716,28944,0,2021-08-05,0
2012,MEAS000000531,INITIATIVE,HOUSING,HOUSING_TITLE000531,841856,854830,LITIGATED,165170900.31,13500530.27,1762,250,31335,61.69,40.77,1292909,2336154,0,2020-10-17,1
2000,MEAS000000532,BOND,ENVIRONMENT,ENVIRONMENT_TITLE000532,807532,807623,QUALIFIED,46188908.17,120153467.31,258,1263,73346,65.35,33.15,2213176,1772431,1,2016-06-19,1
2015,MEAS000000533,INITIATIVE,HOUSING,HOUSING_TITLE000533,247600,265653,WITHDRAWN,74604093.15,678558.28,27,2279,147679,23.74,75.9,639746,1151641,0,2023-01-09,0
2010,MEAS000000534,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000534,558155,565543,PENDING,202660519.34,244931994.88,1162,1902,130555,66.15,32.69,1487585,925096,1,2016-09-24,0
2006,MEAS000000535,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000535,684389,689328,QUALIFIED,119646983.89,163343572.66,97,595,71544,72.68,25.61,2522039,1410114,1,2004-03-16,0
2012,MEAS000000536,BOND,TRANSPORT,TRANSPORT_TITLE000536,733955,737953,FAILED,205189241.62,209093459.1,1336,1141,128077,76.13,24.14,1388655,2505160,0,2012-09-07,0
2009,MEAS000000537,REFERENDUM,TRANSPORT,TRANSPORT_TITLE000537,738918,754624,QUALIFIED,123757648.75,102360817.72,1726,399,130550,51.8,47.64,1093789,1006158,1,2015-12-30,0
2010,MEAS000000538,INITIATIVE,HEALTH,HEALTH_TITLE000538,569270,556015,PENDING,158116747.22,159442263.47,293,804,138539,31.25,66.69,175288,192217,0,2010-04-13,0
2003,MEAS000000539,CHARTER,TAX,TAX_TITLE000539,1035656,1038267,QUALIFIED,7816570.85,39934675.52,1990,1812,52606,76.48,21.01,1202715,2695977,0,2022-12-14,0
2013,MEAS000000540,AMENDMENT,HEALTH,HEALTH_TITLE000540,388861,385897,QUALIFIED,46711949.56,92393991.73,1327,2245,42358,77.41,27.16,284637,184968,1,2016-05-11,0
2014,MEAS000000541,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000541,238593,231848,FAILED,222763173.76,96331973.56,946,506,70210,41.08,54.85,1112342,2269375,0,2022-06-10,1
2000,MEAS000000542,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000542,1361383,1377282,QUALIFIED,121091674.25,145353099.3,1217,604,136149,49.08,46.54,827688,996193,0,2013-08-07,0
2011,MEAS000000543,AMENDMENT,LABOR,LABOR_TITLE000543,437718,431977,QUALIFIED,46684422.02,98359553.13,378,635,70444,70.56,32.65,1417276,895404,1,2009-07-19,0
2013,MEAS000000544,INITIATIVE,TAX,TAX_TITLE000544,1473140,1475959,FAILED,105299831.16,120791881.93,1240,1533,105642,72.13,28.57,2725033,2078449,1,2010-04-30,0
2012,MEAS000000545,REFERENDUM,HEALTH,HEALTH_TITLE000545,1374244,1365560,QUALIFIED,60701801.81,202789200.81,337,1554,106494,64.31,37.23,1588772,1936390,0,2007-05-19,1
2006,MEAS000000546,AMENDMENT,TAX,TAX_TITLE000546,744175,735800,QUALIFIED,148934638.79,204334830.65,508,1029,125966,22.19,75.43,1741889,1743684,0,2021-04-15,0
2014,MEAS000000547,REFERENDUM,HEALTH,HEALTH_TITLE000547,1225436,1240276,QUALIFIED,217735265.08,191490754.15,410,953,110492,50.7,49.17,1600809,878427,1,2020-11-06,0
2025,MEAS000000548,BOND,ELECTIONS,ELECTIONS_TITLE000548,170289,152694,QUALIFIED,1025190.47,103956188.42,2436,1905,28584,77.28,22.1,1895486,1306818,1,2022-01-17,0
2000,MEAS000000549,AMENDMENT,ENVIRONMENT,ENVIRONMENT_TITLE000549,1325746,1310925,FAILED,59201624.34,94928982.24,2197,601,28782,25.04,79.41,1891846,1449852,1,2006-09-25,0
2023,MEAS000000550,INITIATIVE,OTHER,OTHER_TITLE000550,1039086,1055387,FAILED,59004320.6,18401486.94,163,2487,96122,47.27,48.56,2300744,2471344,0,2005-07-05,0
2021,MEAS000000551,INITIATIVE,TAX,TAX_TITLE000551,466355,450029,QUALIFIED,39311857.69,179433452.59,867,721,14240,51.62,43.43,639949,705974,0,2014-10-27,0
2014,MEAS000000552,INITIATIVE,HOUSING,HOUSING_TITLE000552,737684,744156,PENDING,25995418.81,208928877.43,3,1729,122703,59.83,39.87,2524518,1421154,1,2016-10-27,0
2024,MEAS000000553,AMENDMENT,LABOR,LABOR_TITLE000553,1418695,1416641,QUALIFIED,153863501.99,26108133.46,1883,1754,25244,26.98,74.14,663689,851869,0,2010-06-03,0
2020,MEAS000000554,AMENDMENT,TRANSPORT,TRANSPORT_TITLE000554,865770,851134,QUALIFIED,149834321.6,51566298.25,1313,1054,136836,66.18,35.96,1021503,2003706,0,2020-12-18,0
2013,MEAS000000555,INITIATIVE,LABOR,LABOR_TITLE000555,927334,925871,QUALIFIED,219075282.93,126993549.56,2493,2423,90101,55.76,39.7,1774422,1838497,0,2022-11-30,0
2006,MEAS000000556,INITIATIVE,EDU,EDU_TITLE000556,796322,815110,FAILED,172679362.63,157090088.84,1012,2146,3678,77.57,21.41,1209633,2418943,0,2006-01-09,0
2005,MEAS000000557,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000557,41295,21303,FAILED,1270613.77,97057338.6,1344,2439,8815,28.71,75.03,194911,192525,1,2017-03-29,0
2021,MEAS000000558,BOND,OTHER,OTHER_TITLE000558,500191,515233,QUALIFIED,109723290.43,24781172.35,2475,748,66000,35.32,69.37,1424028,2065486,0,2020-10-15,0
2005,MEAS000000559,BOND,TRANSPORT,TRANSPORT_TITLE000559,29825,44612,QUALIFIED,245360060.5,42820882.37,2476,2480,97026,60.54,38.8,790461,944219,0,2001-07-08,0
2013,MEAS000000560,INITIATIVE,TAX,TAX_TITLE000560,1387522,1381624,QUALIFIED,226074096.58,71831873.94,1104,2370,17554,49.24,53.96,1193803,804171,1,2017-05-05,0
2009,MEAS000000561,INITIATIVE,ELECTIONS,ELECTIONS_TITLE000561,1340821,1337564,QUALIFIED,220925686.79,114159303.35,1585,852,125435,31.97,70.24,2018314,2177331,0,2002-06-17,0
2010,MEAS000000562,BOND,TAX,TAX_TITLE000562,672458,659640,FAILED,175011907.75,211909386.96,1625,658,75149,59.77,41.9,2466667,1784617,1,2020-03-24,0
2002,MEAS000000563,BOND,HOUSING,HOUSING_TITLE000563,1415005,1407991,QUALIFIED,79812115.84,151816126.22,400,10,100699,49.47,46.05,311200,497036,0,2016-11-12,0
2010,MEAS000000564,INITIATIVE,TAX,TAX_TITLE000564,740139,757677,PENDING,32088219.07,160562809.58,1606,162,40855,22.36,73.33,2015785,2653846,0,2017-12-16,0
2009,MEAS000000565,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000565,1070846,1057738,QUALIFIED,140461666.63,178865202.17,2197,1324,100506,71.32,29.94,2085923,2711472,0,2010-12-13,0
2023,MEAS000000566,AMENDMENT,ELECTIONS,ELECTIONS_TITLE000566,533471,519399,FAILED,47534255.91,88141206.94,1960,896,122554,59.17,36.66,666819,816493,0,2011-02-24,0
2019,MEAS000000567,INITIATIVE,HOUSING,HOUSING_TITLE000567,1316836,1314622,QUALIFIED,136264460.13,46389555.49,472,2408,117648,40.59,57.19,2020708,1372351,1,2016-07-15,0
2002,MEAS000000568,REFERENDUM,HOUSING,HOUSING_TITLE000568,704694,724190,QUALIFIED,46401550.42,69169852.03,557,1354,41547,78.36,22.64,616943,410937,1,2002-01-27,0
2018,MEAS000000569,INITIATIVE,OTHER,OTHER_TITLE000569,893121,898699,FAILED,206729808.21,33592009.44,699,327,145450,30.8,71.94,2274832,2063047,1,2011-04-26,0
2010,MEAS000000570,AMENDMENT,TAX,TAX_TITLE000570,132294,143080,PENDING,158360732.0,94825823.68,2444,93,76866,22.39,73.77,2175499,2735372,0,2024-01-10,0
2006,MEAS000000571,BOND,ELECTIONS,ELECTIONS_TITLE000571,3273,17208,FAILED,146837372.52,231229296.83,1589,884,19657,55.71,47.32,901315,1628129,0,2019-02-28,0
2022,MEAS000000572,REFERENDUM,HOUSING,HOUSING_TITLE000572,1175413,1185440,PENDING,74417867.08,41085293.45,396,1671,97709,32.22,69.66,1194707,928897,1,2001-11-25,0
2013,MEAS000000573,AMENDMENT,OTHER,OTHER_TITLE000573,1399949,1402958,PENDING,208986911.59,246877377.2,2486,1700,77466,57.25,43.03,2385577,1910293,1,2016-08-01,0
2006,MEAS000000574,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000574,724994,706316,QUALIFIED,196020203.34,225621065.51,282,430,73961,23.03,80.77,857717,1911248,0,2019-04-27,0
2014,MEAS000000575,AMENDMENT,TRANSPORT,TRANSPORT_TITLE000575,36482,19173,FAILED,10621834.47,30337617.69,1557,853,134774,31.67,68.81,2292677,1283522,1,2001-04-26,0
2025,MEAS000000576,AMENDMENT,EDU,EDU_TITLE000576,293070,295520,QUALIFIED,206097534.19,112212.02,1331,185,126622,60.15,42.53,1527470,3390081,0,2015-01-30,0
2002,MEAS000000577,INITIATIVE,TAX,TAX_TITLE000577,1293847,1310157,QUALIFIED,129542479.38,70969905.15,267,1291,43251,78.47,18.26,328228,360105,0,2016-06-06,0
2016,MEAS000000578,INITIATIVE,TAX,TAX_TITLE000578,1133123,1149618,QUALIFIED,133384812.38,246681890.37,430,799,17545,62.21,42.47,529992,367040,1,2012-04-09,0
2009,MEAS000000579,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000579,127417,115364,QUALIFIED,43044273.31,111338362.32,2054,433,113070,67.88,33.8,1147709,863515,1,2014-12-01,0
2014,MEAS000000580,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000580,1115331,1103904,QUALIFIED,68928027.92,77455512.03,532,1886,67992,74.09,27.39,1481030,1741124,0,2004-09-13,0
2004,MEAS000000581,REFERENDUM,TAX,TAX_TITLE000581,544096,531782,FAILED,221291095.03,3750319.34,2302,96,106338,68.98,26.13,1454291,3232746,0,2016-05-30,0
2011,MEAS000000582,INITIATIVE,TAX,TAX_TITLE000582,62882,79764,QUALIFIED,206805083.74,130850731.99,1176,2085,47185,61.48,38.34,836995,1628139,0,2005-12-29,0
2020,MEAS000000583,AMENDMENT,EDU,EDU_TITLE000583,1306720,1306372,WITHDRAWN,230016965.36,2666036.26,584,646,90815,37.98,62.63,2409900,2065836,1,2011-12-13,0
2019,MEAS000000584,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000584,297621,311984,QUALIFIED,33990626.32,36681695.34,1441,1455,64620,50.92,45.25,1882301,1119770,1,2002-07-26,0
2017,MEAS000000585,RECALL,HOUSING,HOUSING_TITLE000585,290515,301731,FAILED,206562932.82,39717742.85,1489,2175,33345,20.41,78.36,765643,390615,1,2003-05-14,0
2014,MEAS000000586,AMENDMENT,HEALTH,HEALTH_TITLE000586,1187430,1187366,PENDING,38837797.13,134649734.19,1700,1731,12380,41.56,58.37,1138745,901873,1,2022-05-18,0
2012,MEAS000000587,REFERENDUM,HEALTH,HEALTH_TITLE000587,87238,104539,QUALIFIED,141149676.13,77843392.96,1674,2010,77201,56.1,40.09,445564,897545,0,2020-12-11,0
2004,MEAS000000588,CHARTER,ENVIRONMENT,ENVIRONMENT_TITLE000588,935313,936362,QUALIFIED,175113695.37,185621547.05,142,1865,21090,53.36,43.93,1914017,2402977,0,2005-01-17,0
2024,MEAS000000589,BOND,OTHER,OTHER_TITLE000589,498984,494071,FAILED,68218618.72,235506585.09,636,656,108694,73.09,25.54,771829,1489510,0,2021-12-09,0
2014,MEAS000000590,REFERENDUM,EDU,EDU_TITLE000590,1220819,1209935,PENDING,212829810.41,105323691.67,413,2181,39958,28.09,75.1,160204,107842,1,2002-04-20,1
2006,MEAS000000591,BOND,ENVIRONMENT,ENVIRONMENT_TITLE000591,794343,774431,PENDING,249429600.27,194935368.38,2153,26,102155,37.87,61.69,435264,731886,0,2009-02-27,0
2009,MEAS000000592,REFERENDUM,LABOR,LABOR_TITLE000592,1430765,1435199,QUALIFIED,198187809.22,62841552.76,44,2190,41770,60.47,35.28,1008062,2349824,0,2003-07-27,0
2014,MEAS000000593,AMENDMENT,ELECTIONS,ELECTIONS_TITLE000593,789930,801553,QUALIFIED,8773016.5,187231410.78,156,1801,73679,52.36,44.67,132104,96941,1,2014-05-27,0
2007,MEAS000000594,REFERENDUM,HEALTH,HEALTH_TITLE000594,292524,276442,PENDING,47503539.95,168091988.85,725,483,100191,53.19,46.74,701335,1083640,0,2017-08-24,0
2018,MEAS000000595,REFERENDUM,EDU,EDU_TITLE000595,1263903,1276562,QUALIFIED,20799281.59,45680083.28,1170,799,98302,29.09,73.18,360595,304191,1,2003-01-23,0
2023,MEAS000000596,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000596,1364845,1361635,FAILED,128429523.09,90596717.46,543,271,49563,48.26,51.87,371443,250280,1,2014-08-05,0
2019,MEAS000000597,REFERENDUM,OTHER,OTHER_TITLE000597,1037343,1049840,QUALIFIED,132863118.62,78816282.65,2477,786,86133,39.55,55.66,2095602,1741896,1,2014-10-11,0
2012,MEAS000000598,REFERENDUM,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000598,399482,388650,QUALIFIED,51668791.73,163367779.99,1163,1800,120888,42.41,54.23,1759103,2467841,0,2023-05-07,0
2023,MEAS000000599,AMENDMENT,HOUSING,HOUSING_TITLE000599,36305,24823,PENDING,145703340.75,78915463.63,553,2049,125170,75.39,22.65,399593,339509,1,2003-12-24,0
2007,MEAS000000600,AMENDMENT,OTHER,OTHER_TITLE000600,335297,317097,PENDING,189805141.43,113016301.46,977,1830,121071,62.67,34.71,190885,329130,0,2004-04-26,0
2014,MEAS000000601,BOND,LABOR,LABOR_TITLE000601,809341,792250,QUALIFIED,36318595.83,212092752.45,856,1840,14030,61.56,34.78,1168686,1679771,0,2012-10-21,0
2022,MEAS000000602,AMENDMENT,EDU,EDU_TITLE000602,694547,696346,QUALIFIED,82126124.07,148807667.24,2004,1605,34416,23.71,73.78,1021992,1078106,0,2019-08-25,0
2001,MEAS000000603,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000603,587530,600225,QUALIFIED,164695713.02,100309292.37,2433,1770,52759,58.87,41.39,2624801,1624721,1,2017-12-23,0
2019,MEAS000000604,REFERENDUM,HOUSING,HOUSING_TITLE000604,791047,791792,QUALIFIED,117131855.97,42686010.81,70,2101,65995,65.33,33.81,1039541,1222607,0,2022-07-04,0
2009,MEAS000000605,INITIATIVE,HEALTH,HEALTH_TITLE000605,625616,620560,LITIGATED,115332653.33,12871931.06,682,985,129276,31.07,66.72,623854,297672,1,2011-02-18,0
2024,MEAS000000606,BOND,HEALTH,HEALTH_TITLE000606,462164,474061,FAILED,3614726.96,59287471.32,1573,900,117347,61.87,38.03,1257933,2118466,0,2021-12-15,0
2020,MEAS000000607,AMENDMENT,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000607,1428733,1421511,PENDING,135684453.74,88508755.81,124,151,116686,76.14,21.99,14333,21752,0,2018-10-05,0
2008,MEAS000000608,BOND,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000608,1138695,1132457,PENDING,158111641.57,53135789.78,830,2039,64652,47.69,55.95,605596,272163,1,2011-03-16,0
2014,MEAS000000609,REFERENDUM,LABOR,LABOR_TITLE000609,4566,15653,LITIGATED,45031030.18,132822148.12,7,2192,12436,25.99,70.96,1853761,1483571,1,2002-08-01,0
2004,MEAS000000610,REFERENDUM,HOUSING,HOUSING_TITLE000610,1468502,1470346,QUALIFIED,46275735.42,34277910.42,676,775,125986,79.32,16.17,2108715,1674148,1,2017-11-29,1
2001,MEAS000000611,AMENDMENT,OTHER,OTHER_TITLE000611,689174,692093,FAILED,200425507.95,248211972.67,113,1233,115112,41.88,60.4,1623719,2513366,0,2003-09-11,0
2002,MEAS000000612,AMENDMENT,LABOR,LABOR_TITLE000612,657307,648662,FAILED,45943696.14,217602764.07,1803,305,133571,62.83,34.04,1438453,1373339,1,2005-07-27,0
2002,MEAS000000613,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000613,374373,381618,QUALIFIED,88426118.16,116569684.47,519,1309,40674,35.52,63.44,356071,399161,0,2017-01-13,0
2001,MEAS000000614,AMENDMENT,EDU,EDU_TITLE000614,229573,243754,PENDING,217679761.0,53182347.22,2355,375,60299,32.86,64.71,262414,565894,0,2001-02-01,0
2010,MEAS000000615,AMENDMENT,TRANSPORT,TRANSPORT_TITLE000615,1411747,1398047,LITIGATED,158354434.9,187410208.63,421,522,136535,74.56,22.12,2949521,2002971,1,2006-11-17,0
2013,MEAS000000616,INITIATIVE,TAX,TAX_TITLE000616,339565,342827,QUALIFIED,232364737.0,36665368.46,400,1676,143646,49.8,47.75,1627025,3291166,0,2010-05-27,0
2018,MEAS000000617,BOND,OTHER,OTHER_TITLE000617,490325,496497,QUALIFIED,91261279.02,163749630.13,2182,1920,65007,58.81,37.54,1823455,1102786,1,2023-07-09,1
2001,MEAS000000618,AMENDMENT,ELECTIONS,ELECTIONS_TITLE000618,334678,339067,QUALIFIED,167348857.69,3503175.5,338,1836,14787,69.94,32.96,1463263,1000983,1,2000-10-04,0
2014,MEAS000000619,AMENDMENT,LABOR,LABOR_TITLE000619,616794,630001,PENDING,154626439.81,114380220.48,435,588,137434,39.17,61.84,830991,1772339,0,2002-11-11,0
2000,MEAS000000620,REFERENDUM,HOUSING,HOUSING_TITLE000620,610680,623045,FAILED,28532317.37,157185723.76,1495,178,36895,27.37,69.73,1553163,956191,1,2021-01-09,0
2011,MEAS000000621,INITIATIVE,LABOR,LABOR_TITLE000621,345914,360737,QUALIFIED,24600655.34,136449357.11,788,2097,30521,24.85,72.33,758246,466381,1,2008-04-06,1
2017,MEAS000000622,REFERENDUM,ENVIRONMENT,ENVIRONMENT_TITLE000622,1307122,1321706,QUALIFIED,7332344.86,120716527.89,1592,656,13567,41.94,55.12,355405,484961,0,2021-05-14,0
2019,MEAS000000623,BOND,OTHER,OTHER_TITLE000623,1354990,1346545,QUALIFIED,203825710.93,123274762.91,792,863,117689,60.35,38.54,591642,1225875,0,2014-05-18,0
2001,MEAS000000624,CHARTER,ENVIRONMENT,ENVIRONMENT_TITLE000624,14217,27988,LITIGATED,88269636.64,175673073.44,1813,582,135556,76.36,21.97,62473,115800,0,2016-02-20,0
2000,MEAS000000625,AMENDMENT,HEALTH,HEALTH_TITLE000625,1116739,1121898,QUALIFIED,185975564.15,187447857.59,1731,1639,101226,47.45,51.87,1555896,2182198,0,2016-01-07,0
2000,MEAS000000626,REFERENDUM,HEALTH,HEALTH_TITLE000626,839065,844549,LITIGATED,107975644.63,36573742.97,2121,1603,23468,54.84,40.73,653005,1280844,0,2017-04-20,0
2006,MEAS000000627,REFERENDUM,ELECTIONS,ELECTIONS_TITLE000627,313671,309079,QUALIFIED,210250949.3,137274177.91,665,964,77238,71.23,31.39,1055808,1774091,0,2020-06-28,0
2014,MEAS000000628,INITIATIVE,LABOR,LABOR_TITLE000628,641889,653151,FAILED,98428403.63,127983191.88,115,74,136010,60.65,34.38,918113,809646,1,2025-09-13,0
2005,MEAS000000629,INITIATIVE,ENVIRONMENT,ENVIRONMENT_TITLE000629,751414,761531,QUALIFIED,157510047.82,15439878.12,843,1273,39291,46.72,50.6,110878,111089,0,2011-01-30,0
2003,MEAS000000630,AMENDMENT,EDU,EDU_TITLE000630,375962,356398,FAILED,208402292.81,25778557.9,1573,1238,35546,31.83,72.32,968088,1877996,0,2006-05-20,0
2016,MEAS000000631,INITIATIVE,PUBLIC_SAFETY,PUBLIC_SAFETY_TITLE000631,1018766,1001224,PENDING,42378167.47,21685233.74,1567,855,133758,67.78,36.12,1538461,1234350,1,2015-10-13,0
2005,MEAS000000632,AMENDMENT,LABOR,LABOR_TITLE000632,48189,33916,FAILED,1281217.0,245888289.27,2028,678,79487,23.25,72.53,1264850,1318965,0,2007-05-11,0
2016,MEAS000000633,INITIATIVE,TAX,TAX_TITLE000633,673498,666331,QUALIFIED,225367120.9,162954212.95,1475,2268,97411,57.22,43.33,1914515,1806796,1,2024-09-07,0
2001,MEAS000000634,BOND,HOUSING,HOUSING_TITLE000634,691397,680467,QUALIFIED,10911084.83,13704481.11,2117,2125,14405,23.16,80.2,60507,77872,0,2019-03-20,0
2011,MEAS000000635,AMENDMENT,TAX,TAX_TITLE000635,363978,356509,QUALIFIED,139006064.52,168488990.08,391,626,138725,64.3,36.23,250585,150706,1,2005-07-09,1
2004,MEAS000000636,INITIATIVE,OTHER,OTHER_TITLE000636,874905,858072,PENDING,178056228.5,92717188.73,422,2007,142001,60.71,35.99,1411474,3275127,0,2003-01-13,0
2004,MEAS000000637,REFERENDUM,OTHER,OTHER_TITLE000637,570835,561977,FAILED,16540685.67,13583731.68,1887,806,59438,40.47,59.49,205674,138599,1,2023-05-02,0
2011,MEAS000000638,INITIATIVE,HEALTH,HEALTH_TITLE000638,1031457,1049114,QUALIFIED,143202944.37,122756552.61,933,2165,51560,74.87,24.04,1609933,1054105,1,2017-11-27,0
2005,MEAS000000639,REFERENDUM,LABOR,LABOR_TITLE000639,960506,975113,QUALIFIED,223229567.41,172079302.93,1443,1334,69590,71.66,24.24,2163233,1401660,1,2012-04-28,0
2018,MEAS000000640,INITIATIVE,TRANSPORT,TRANSPORT_TITLE000640,439266,427180,QUALIFIED,54455395.95,107277573.12,1648,1329,128685,39.87,55.52,2795377,1495819,1,2025-09-12,0
2004,MEAS000000641,BOND,HOUSING,HOUSING_TITLE000641,572494,588035,FAILED,143994750.38,53127499.67,1418,559,43230,72.73,29.77,1879781,1864758,1,2021-08-09,0
2003,MEAS000000642,REFERENDUM,HOUSING,HOUSING_TITLE000642,637499,634329,LITIGATED,239661094.8,57293203.0,799,1494,92742,67.94,30.84,528038,697931,0,2013-03-01,0
2021,MEAS000000643,RECALL,TAX,TAX_TITLE000643,962881,956332,QUALIFIED,169372383.94,229756390.37,2034,1410,17311,25.69,77.03,714480,1209016,0,2002-01-07,0
