energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_usd,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2010,PROG0000474,OTHER,1147.81,157910,10938.11,3567.16,88981.51,169.91,1.479,1.659,0.521,0.57,0.269,BILLING_ANALYSIS,RPT00000474,1,5675,86.6,122
2015,PROG0000475,INSULATION,540.03,54852,96195.24,3171.59,88438.25,1078.64,2.716,1.753,0.381,0.114,0.432,INSPECTION,RPT00000475,0,11908,6.71,116
2024,PROG0000476,APPLIANCE,7378.27,152910,145912.37,2735.78,92964.8,998.285,2.675,2.395,0.326,0.527,0.126,EQUIPMENT_TRACKING,RPT00000476,1,26,91.93,34
2014,PROG0000477,INDUSTRIAL_PROCESS,1280.21,139500,33585.27,1883.17,74976.86,276.115,0.212,1.105,1.053,0.16,0.264,BILLING_ANALYSIS,RPT00000477,1,4989,63.87,16
2018,PROG0000478,WEATHERIZATION,7473.88,241471,137769.83,3123.52,4560.07,1603.815,0.454,0.69,0.831,0.092,0.264,INSPECTION,RPT00000478,1,22,23.33,90
2021,PROG0000479,APPLIANCE,6396.11,131735,66922.38,1731.35,36639.69,288.897,1.645,2.626,0.736,0.439,0.499,METERED,RPT00000479,0,2456,49.64,143
2023,PROG0000480,INSULATION,6673.32,165784,194197.83,2076.43,78227.24,2843.778,3.055,1.509,0.768,0.316,0.035,INSPECTION,RPT00000480,0,2682,36.61,86
2015,PROG0000481,OTHER,6515.75,223426,123978.79,2372.75,48546.81,886.93,3.471,2.386,0.642,0.505,0.41,INSPECTION,RPT00000481,0,318,39.79,144
2015,PROG0000482,INDUSTRIAL_PROCESS,2382.01,11362,202698.85,491.0,90558.72,2590.125,3.208,0.846,0.751,0.49,0.039,INSPECTION,RPT00000482,0,11933,16.54,160
2016,PROG0000483,HEAT_PUMP,4027.72,36827,185743.05,2448.66,34579.26,2724.222,0.259,2.229,0.717,0.022,0.148,INSPECTION,RPT00000483,1,9657,97.51,64
2012,PROG0000484,OTHER,2154.76,123259,71350.75,3676.76,78601.96,221.851,0.349,0.147,0.794,0.285,0.314,METERED,RPT00000484,0,7413,58.57,25
2016,PROG0000485,HVAC,6878.21,218325,75906.18,3574.23,52554.67,527.835,2.403,2.68,0.708,0.537,0.159,INSPECTION,RPT00000485,1,7783,4.37,1
2014,PROG0000486,INDUSTRIAL_PROCESS,403.49,130062,135018.37,401.68,81164.01,1540.073,2.926,1.346,0.788,0.231,0.135,DEEMED,RPT00000486,0,10524,57.68,131
2016,PROG0000487,HVAC,763.49,10543,69346.21,4120.59,23914.96,1046.447,2.032,2.874,0.567,0.012,0.433,INSPECTION,RPT00000487,0,6479,50.26,109
2020,PROG0000488,SOLAR_WATER_HEAT,2498.74,239264,397.82,2524.91,42616.66,3.547,2.767,0.845,1.042,0.546,0.363,BILLING_ANALYSIS,RPT00000488,1,8236,61.0,145
2019,PROG0000489,APPLIANCE,2559.14,99994,180887.31,1510.33,87124.79,1370.467,0.924,2.3,0.449,0.08,0.032,DEEMED,RPT00000489,1,6968,18.82,109
2023,PROG0000490,BUILDING_CONTROLS,1986.38,84630,219903.2,4087.78,42576.76,856.303,2.675,1.586,1.028,0.234,0.211,EQUIPMENT_TRACKING,RPT00000490,0,2898,76.08,21
2024,PROG0000491,BUILDING_CONTROLS,4059.56,201049,120555.68,1753.36,88833.66,1142.587,2.174,2.459,0.339,0.017,0.259,METERED,RPT00000491,0,11990,81.4,108
2020,PROG0000492,BUILDING_CONTROLS,5990.94,159428,134335.02,3198.69,36664.69,1646.907,2.719,1.598,0.879,0.051,0.151,DEEMED,RPT00000492,0,7798,92.26,129
2009,PROG0000493,HVAC,4802.74,139038,88792.13,1233.22,47842.05,932.33,2.875,0.961,0.896,0.173,0.074,EQUIPMENT_TRACKING,RPT00000493,0,591,68.28,151
2012,PROG0000494,SOLAR_WATER_HEAT,6187.71,134300,167236.72,2817.34,69139.37,1043.464,0.443,0.305,0.998,0.569,0.411,EQUIPMENT_TRACKING,RPT00000494,0,2403,8.73,51
2021,PROG0000495,HVAC,4542.36,204515,88118.05,4760.93,29538.03,1338.366,2.719,1.114,0.934,0.593,0.207,INSPECTION,RPT00000495,0,3225,81.21,160
2009,PROG0000496,SOLAR_WATER_HEAT,7237.87,178867,219775.88,2871.47,43473.8,1289.269,1.856,0.563,0.625,0.006,0.434,METERED,RPT00000496,0,9763,60.13,28
2011,PROG0000497,LED,4438.86,39620,24347.17,3775.65,69858.25,156.449,3.432,1.475,1.093,0.064,0.426,METERED,RPT00000497,1,9281,93.23,111
2014,PROG0000498,SOLAR_WATER_HEAT,2202.21,208000,79250.35,918.85,60472.47,390.476,1.115,2.811,1.094,0.001,0.35,DEEMED,RPT00000498,0,1797,3.72,159
2023,PROG0000499,WEATHERIZATION,4040.68,190490,229403.5,3748.21,10609.22,3441.88,0.947,0.894,0.439,0.581,0.217,METERED,RPT00000499,0,6516,85.87,23
2022,PROG0000500,SOLAR_WATER_HEAT,6404.19,237615,116663.36,1046.73,20807.54,1094.571,1.417,2.218,0.843,0.142,0.059,INSPECTION,RPT00000500,0,11614,94.17,44
2015,PROG0000501,INDUSTRIAL_PROCESS,5.1,157317,29265.73,3104.17,44569.97,150.903,2.15,1.788,0.44,0.228,0.231,INSPECTION,RPT00000501,0,11981,29.98,112
2021,PROG0000502,APPLIANCE,551.26,147833,56027.87,3644.67,53722.09,254.504,2.905,1.069,1.081,0.535,0.279,METERED,RPT00000502,0,4705,59.37,91
2022,PROG0000503,WEATHERIZATION,1805.85,201147,93431.69,3287.85,73987.73,1661.787,0.343,0.345,0.72,0.218,0.361,BILLING_ANALYSIS,RPT00000503,0,10186,70.71,59
2022,PROG0000504,INSULATION,4844.59,36124,46387.97,3523.25,85809.12,517.63,2.856,2.055,0.689,0.066,0.054,EQUIPMENT_TRACKING,RPT00000504,0,7152,17.39,51
2024,PROG0000505,APPLIANCE,5072.61,175193,211143.39,2125.34,86522.28,2064.788,1.152,2.571,0.303,0.226,0.427,EQUIPMENT_TRACKING,RPT00000505,1,1821,37.2,62
2010,PROG0000506,APPLIANCE,6230.18,133987,62809.61,55.07,62225.41,356.654,3.024,2.124,0.499,0.498,0.091,DEEMED,RPT00000506,1,3729,70.17,120
2019,PROG0000507,INSULATION,7132.85,16010,82156.85,4848.16,94837.72,299.848,1.18,0.381,0.891,0.312,0.084,METERED,RPT00000507,0,8919,47.66,125
2025,PROG0000508,SOLAR_WATER_HEAT,2543.1,27089,212909.72,4649.67,8072.26,1938.387,0.397,2.735,0.882,0.309,0.25,DEEMED,RPT00000508,1,5678,43.6,79
2021,PROG0000509,WEATHERIZATION,567.14,160534,73839.58,168.85,67354.18,959.41,0.686,1.663,0.749,0.473,0.131,METERED,RPT00000509,1,7961,41.68,42
2015,PROG0000510,LED,2379.31,87524,92654.6,1419.0,89514.19,787.967,3.055,0.566,0.758,0.149,0.106,DEEMED,RPT00000510,0,11438,60.98,168
2017,PROG0000511,BUILDING_CONTROLS,1289.82,22693,107093.72,3077.68,45004.77,726.524,1.196,1.485,0.672,0.219,0.437,DEEMED,RPT00000511,0,1273,72.68,76
2013,PROG0000512,HVAC,6441.96,3050,39575.71,2615.84,74933.71,558.938,2.482,1.4,0.529,0.196,0.298,DEEMED,RPT00000512,0,10899,41.2,73
2022,PROG0000513,SOLAR_WATER_HEAT,6453.6,86827,55530.84,2393.45,42909.7,466.843,0.318,2.924,0.864,0.121,0.175,INSPECTION,RPT00000513,1,8698,58.08,124
2017,PROG0000514,SOLAR_WATER_HEAT,3488.66,191959,93330.83,1830.75,21913.67,1054.186,1.578,2.475,0.659,0.243,0.219,EQUIPMENT_TRACKING,RPT00000514,0,10139,24.18,156
2016,PROG0000515,BUILDING_CONTROLS,310.28,115214,43805.77,1091.27,50324.35,685.934,1.445,2.288,0.714,0.425,0.166,BILLING_ANALYSIS,RPT00000515,0,9918,91.08,172
2017,PROG0000516,SOLAR_WATER_HEAT,6072.84,208614,108513.03,1772.72,26291.89,1179.559,1.182,0.688,1.054,0.18,0.421,INSPECTION,RPT00000516,1,3431,8.29,30
2021,PROG0000517,BUILDING_CONTROLS,3253.63,151514,192644.78,3820.82,41501.06,966.837,1.915,1.664,0.901,0.123,0.313,METERED,RPT00000517,0,1104,24.88,180
2014,PROG0000518,INSULATION,6955.43,26362,164135.24,1038.69,25248.62,1184.785,1.778,1.045,0.894,0.487,0.153,INSPECTION,RPT00000518,0,7227,82.76,100
2022,PROG0000519,WEATHERIZATION,3008.73,66509,72253.33,2825.5,15617.65,442.73,1.855,0.56,0.867,0.533,0.158,DEEMED,RPT00000519,1,9499,12.89,125
2024,PROG0000520,APPLIANCE,5976.85,138402,179061.22,1930.61,89164.46,1250.125,3.46,0.982,0.431,0.549,0.13,DEEMED,RPT00000520,1,1508,4.46,108
2016,PROG0000521,SOLAR_WATER_HEAT,297.4,133178,116690.84,1153.41,70090.25,1162.651,0.96,1.485,1.077,0.246,0.157,INSPECTION,RPT00000521,0,3340,60.07,111
2020,PROG0000522,WEATHERIZATION,3065.37,98125,247956.35,3004.1,93526.84,971.826,0.876,0.357,0.373,0.472,0.139,EQUIPMENT_TRACKING,RPT00000522,0,1751,91.87,121
2025,PROG0000523,SOLAR_WATER_HEAT,6945.53,15104,164453.4,4421.7,53711.37,1897.842,0.426,1.887,0.596,0.476,0.099,INSPECTION,RPT00000523,1,9827,19.46,103
2014,PROG0000524,INDUSTRIAL_PROCESS,3984.7,143589,22752.26,365.99,14935.5,108.622,1.918,1.356,0.957,0.055,0.434,INSPECTION,RPT00000524,0,847,82.34,1
2011,PROG0000525,INDUSTRIAL_PROCESS,6351.95,180832,116962.26,1089.51,87557.99,1889.215,0.564,1.949,1.037,0.004,0.295,DEEMED,RPT00000525,0,3831,29.86,121
2015,PROG0000526,HVAC,6547.65,40041,215820.03,3258.0,22622.64,811.057,1.211,0.616,1.099,0.061,0.16,EQUIPMENT_TRACKING,RPT00000526,0,5467,25.64,114
2015,PROG0000527,OTHER,3701.77,29997,227856.3,2647.73,23735.56,947.475,3.333,1.642,0.866,0.019,0.367,METERED,RPT00000527,0,5326,61.14,38
2021,PROG0000528,HEAT_PUMP,1619.55,39012,123941.94,1302.21,18431.63,1186.528,1.524,2.803,0.955,0.437,0.077,METERED,RPT00000528,1,10482,18.82,51
2014,PROG0000529,HVAC,7382.81,34456,208364.37,744.56,89916.17,2143.018,0.289,2.296,0.329,0.558,0.464,BILLING_ANALYSIS,RPT00000529,1,10652,49.0,179
2019,PROG0000530,HVAC,6433.32,39415,230964.88,3062.88,72224.63,1867.42,1.996,0.609,0.967,0.157,0.11,INSPECTION,RPT00000530,1,11702,26.06,108
2019,PROG0000531,APPLIANCE,105.98,162561,164488.42,3316.46,59512.97,1287.061,1.248,0.117,0.794,0.259,0.14,DEEMED,RPT00000531,1,11614,97.09,99
2021,PROG0000532,SOLAR_WATER_HEAT,5622.24,218004,167594.1,979.66,15661.6,1551.659,2.626,2.351,0.885,0.456,0.084,METERED,RPT00000532,0,8702,66.79,121
2024,PROG0000533,OTHER,7074.84,217849,127106.55,1572.83,18730.2,456.039,0.83,0.835,1.093,0.423,0.157,METERED,RPT00000533,0,659,68.31,167
2019,PROG0000534,INSULATION,5912.17,191378,84163.28,2512.94,15977.99,782.246,3.018,2.777,0.829,0.11,0.072,EQUIPMENT_TRACKING,RPT00000534,0,4637,5.93,22
2014,PROG0000535,OTHER,2137.26,238142,145257.59,1904.98,22419.23,742.685,1.681,0.422,0.999,0.452,0.058,METERED,RPT00000535,1,6372,58.24,8
2014,PROG0000536,INSULATION,426.84,247874,45522.81,954.21,30807.46,731.727,1.46,2.374,1.082,0.089,0.202,INSPECTION,RPT00000536,0,9531,39.79,49
2017,PROG0000537,INSULATION,4418.76,109856,64772.2,251.87,22736.87,1105.062,0.299,0.902,0.744,0.384,0.185,INSPECTION,RPT00000537,0,1293,67.64,54
2013,PROG0000538,HEAT_PUMP,1877.83,48036,243224.98,3086.54,12897.03,1099.935,1.418,2.157,0.342,0.447,0.127,INSPECTION,RPT00000538,0,9604,42.65,121
2012,PROG0000539,APPLIANCE,359.38,163831,219980.32,819.68,79903.62,1493.11,0.862,1.533,0.457,0.35,0.408,BILLING_ANALYSIS,RPT00000539,0,3447,53.96,97
2014,PROG0000540,APPLIANCE,6753.73,62234,249375.03,1558.35,41265.89,2592.538,3.282,1.534,1.065,0.406,0.403,BILLING_ANALYSIS,RPT00000540,0,617,19.38,59
2022,PROG0000541,OTHER,1588.59,154163,121213.96,3563.2,11618.23,1605.988,1.91,1.601,0.432,0.18,0.326,INSPECTION,RPT00000541,0,11027,17.52,71
2017,PROG0000542,APPLIANCE,4494.6,12051,202625.49,2565.39,90135.55,1268.924,1.003,0.242,0.851,0.01,0.273,BILLING_ANALYSIS,RPT00000542,0,9034,49.79,20
2019,PROG0000543,WEATHERIZATION,342.51,148061,38574.79,1003.95,93136.83,664.093,1.115,2.152,0.318,0.438,0.473,DEEMED,RPT00000543,1,671,67.65,147
2009,PROG0000544,SOLAR_WATER_HEAT,3179.61,35542,122325.31,228.45,70856.24,2076.6,0.805,2.875,0.881,0.234,0.263,BILLING_ANALYSIS,RPT00000544,1,691,13.87,62
2024,PROG0000545,OTHER,4233.76,162469,111978.28,1061.7,76524.3,1782.115,2.981,2.771,0.381,0.488,0.209,METERED,RPT00000545,1,10382,0.64,158
2019,PROG0000546,HEAT_PUMP,841.57,79919,4913.29,227.02,15476.63,87.675,2.478,0.818,0.978,0.393,0.173,INSPECTION,RPT00000546,0,9229,4.46,122
2020,PROG0000547,HEAT_PUMP,4256.12,5346,247355.01,927.24,82917.68,1151.363,3.323,2.595,0.77,0.526,0.308,DEEMED,RPT00000547,1,7888,56.54,77
2023,PROG0000548,INSULATION,1999.38,158792,149430.55,4926.08,78255.63,2207.707,1.699,1.062,0.939,0.081,0.329,INSPECTION,RPT00000548,0,7093,87.73,105
2025,PROG0000549,HVAC,4577.84,51078,51377.41,3597.62,37715.41,773.992,2.382,1.645,1.029,0.103,0.253,INSPECTION,RPT00000549,1,1469,87.38,51
2011,PROG0000550,WEATHERIZATION,6817.7,116181,130552.01,3310.44,31612.05,1472.393,0.401,0.401,0.688,0.221,0.267,METERED,RPT00000550,1,7959,22.84,172
2022,PROG0000551,OTHER,1892.72,72091,25368.83,4021.7,41093.52,423.333,1.938,1.615,1.027,0.036,0.366,INSPECTION,RPT00000551,0,8612,3.05,132
2009,PROG0000552,WEATHERIZATION,2839.26,81378,10926.83,2253.12,7282.81,63.072,2.841,0.118,1.066,0.18,0.157,INSPECTION,RPT00000552,0,5131,33.11,166
2011,PROG0000553,INDUSTRIAL_PROCESS,4469.8,128334,202113.18,2736.54,20373.5,3149.057,0.906,2.289,0.587,0.147,0.053,INSPECTION,RPT00000553,0,840,8.6,55
2016,PROG0000554,WEATHERIZATION,7198.94,95252,136209.22,130.57,72309.92,1479.308,3.022,1.812,1.07,0.039,0.466,METERED,RPT00000554,1,9865,44.28,86
2020,PROG0000555,BUILDING_CONTROLS,2149.92,179977,146407.99,3003.71,55217.53,1962.016,0.797,1.049,0.318,0.424,0.324,BILLING_ANALYSIS,RPT00000555,1,1556,19.95,84
2015,PROG0000556,LED,5888.01,129871,246319.55,1674.75,81783.0,2766.553,1.869,2.468,0.714,0.432,0.074,INSPECTION,RPT00000556,0,6970,61.56,27
2014,PROG0000557,OTHER,2560.34,129377,72553.95,2672.77,61916.89,316.895,1.247,2.967,0.406,0.175,0.028,EQUIPMENT_TRACKING,RPT00000557,1,9944,59.86,163
2016,PROG0000558,BUILDING_CONTROLS,2540.17,23905,228447.81,2452.96,83145.41,2717.619,1.346,2.644,0.458,0.304,0.46,BILLING_ANALYSIS,RPT00000558,0,9707,79.76,144
2023,PROG0000559,INDUSTRIAL_PROCESS,1845.11,35927,207466.6,2352.71,51453.38,1921.883,3.287,0.9,0.486,0.351,0.477,INSPECTION,RPT00000559,1,9258,65.94,168
2021,PROG0000560,INDUSTRIAL_PROCESS,162.46,53787,13519.11,2956.32,48590.15,85.43,0.461,0.444,0.856,0.542,0.195,EQUIPMENT_TRACKING,RPT00000560,0,5925,38.26,72
2018,PROG0000561,LED,2756.47,30133,93281.54,1685.74,69342.26,1561.812,0.826,1.714,0.378,0.364,0.424,EQUIPMENT_TRACKING,RPT00000561,1,3627,17.19,22
2021,PROG0000562,APPLIANCE,3451.79,205133,184463.51,2544.46,50916.24,2313.324,3.212,1.374,1.052,0.032,0.475,EQUIPMENT_TRACKING,RPT00000562,1,10188,94.89,62
2023,PROG0000563,LED,7399.02,191389,160384.84,3875.79,53809.9,1741.982,0.533,0.584,1.049,0.382,0.008,DEEMED,RPT00000563,0,10349,64.62,129
2020,PROG0000564,LED,4009.93,187372,132923.68,4951.12,69100.97,1698.549,3.227,0.235,0.342,0.332,0.357,DEEMED,RPT00000564,0,1367,65.97,110
2021,PROG0000565,BUILDING_CONTROLS,175.87,163909,124962.64,2393.1,29850.34,1606.858,1.75,1.923,0.948,0.195,0.246,BILLING_ANALYSIS,RPT00000565,1,11020,5.13,135
2009,PROG0000566,INSULATION,5845.08,37150,174704.8,1123.22,94798.34,1193.023,1.391,0.584,0.451,0.363,0.301,DEEMED,RPT00000566,0,1919,12.41,148
2018,PROG0000567,INDUSTRIAL_PROCESS,3322.27,168567,89770.37,3191.97,4163.64,580.531,2.36,0.445,0.733,0.134,0.056,EQUIPMENT_TRACKING,RPT00000567,1,1589,31.01,16
2020,PROG0000568,SOLAR_WATER_HEAT,7096.99,192180,158449.97,669.09,68467.9,2109.698,2.561,0.857,0.356,0.077,0.298,INSPECTION,RPT00000568,0,1794,22.14,173
2013,PROG0000569,SOLAR_WATER_HEAT,3616.22,226350,1494.57,3771.11,66999.25,23.811,3.404,0.737,0.651,0.267,0.308,EQUIPMENT_TRACKING,RPT00000569,0,8414,86.36,32
2010,PROG0000570,SOLAR_WATER_HEAT,2973.24,104402,215373.33,4791.15,44788.91,3594.43,0.834,2.374,0.542,0.026,0.07,EQUIPMENT_TRACKING,RPT00000570,0,5980,87.16,45
2014,PROG0000571,HVAC,5050.2,15119,246541.9,4473.92,88072.28,4111.27,3.071,1.312,0.844,0.429,0.444,BILLING_ANALYSIS,RPT00000571,1,4613,57.78,78
2010,PROG0000572,WEATHERIZATION,6698.35,159971,209142.16,4487.46,30071.27,2010.093,2.185,1.42,1.018,0.16,0.014,METERED,RPT00000572,0,11709,54.33,155
2022,PROG0000573,HVAC,324.88,50596,111269.97,442.16,51385.99,603.284,0.536,1.761,0.946,0.309,0.172,EQUIPMENT_TRACKING,RPT00000573,1,10826,91.21,150
2016,PROG0000574,SOLAR_WATER_HEAT,259.1,220881,192244.12,2384.88,92000.69,1513.815,3.416,0.254,0.871,0.387,0.336,INSPECTION,RPT00000574,0,3543,35.75,58
2017,PROG0000575,HEAT_PUMP,557.8,187000,154684.38,1042.3,63149.98,2223.774,2.893,1.016,0.85,0.507,0.107,DEEMED,RPT00000575,0,3680,71.22,92
2011,PROG0000576,SOLAR_WATER_HEAT,211.54,25859,136528.25,3914.54,89191.08,1129.801,0.896,0.186,0.634,0.065,0.083,DEEMED,RPT00000576,0,10050,70.87,33
2010,PROG0000577,OTHER,3647.91,238429,188355.19,3455.94,34028.6,2993.32,2.162,1.783,0.476,0.534,0.403,INSPECTION,RPT00000577,1,8987,13.1,69
2011,PROG0000578,OTHER,5598.84,175708,193670.34,394.8,630.22,1718.502,1.539,2.102,0.384,0.521,0.008,DEEMED,RPT00000578,1,655,26.33,71
2017,PROG0000579,APPLIANCE,1573.87,57611,137124.86,568.72,81236.7,1915.661,0.862,2.958,0.797,0.292,0.095,INSPECTION,RPT00000579,0,11573,27.76,100
2012,PROG0000580,INSULATION,5144.33,155972,57764.99,2834.37,4189.92,883.075,1.045,1.352,1.019,0.191,0.276,INSPECTION,RPT00000580,0,3182,14.66,43
2019,PROG0000581,BUILDING_CONTROLS,7312.97,52162,124053.67,3135.77,85425.43,1519.716,0.938,0.348,0.601,0.28,0.332,EQUIPMENT_TRACKING,RPT00000581,0,6621,21.44,19
2011,PROG0000582,HEAT_PUMP,1573.84,215440,30965.09,2302.2,55318.66,256.752,1.442,1.921,0.961,0.29,0.197,EQUIPMENT_TRACKING,RPT00000582,1,8470,11.1,12
2018,PROG0000583,LED,4156.47,84858,144682.73,3311.39,22221.12,2404.704,1.801,2.997,0.734,0.25,0.328,BILLING_ANALYSIS,RPT00000583,0,2852,93.58,15
2019,PROG0000584,SOLAR_WATER_HEAT,676.02,87698,123168.97,2613.74,52324.96,1228.454,3.063,0.906,0.923,0.41,0.221,INSPECTION,RPT00000584,0,6583,49.34,22
2017,PROG0000585,OTHER,259.19,121441,34553.23,3467.89,89240.03,393.445,1.641,2.44,0.478,0.337,0.461,METERED,RPT00000585,0,9463,6.45,73
2020,PROG0000586,SOLAR_WATER_HEAT,157.71,63225,82879.87,2173.57,49804.12,764.896,1.769,0.569,0.466,0.179,0.31,BILLING_ANALYSIS,RPT00000586,1,2727,17.58,97
2014,PROG0000587,HVAC,4387.9,114530,443.79,4805.85,44356.03,5.615,3.14,1.783,0.968,0.124,0.063,METERED,RPT00000587,0,7490,27.69,147
2021,PROG0000588,APPLIANCE,5036.25,120732,167693.63,213.64,68073.31,2021.673,1.664,2.785,0.402,0.005,0.029,INSPECTION,RPT00000588,0,1307,64.63,6
2025,PROG0000589,OTHER,5413.49,547,61060.52,2679.41,51929.42,399.758,1.476,2.224,0.529,0.175,0.336,INSPECTION,RPT00000589,1,11357,75.37,95
2025,PROG0000590,HVAC,1520.83,162858,53847.02,2817.57,3382.26,706.525,1.622,1.512,0.351,0.237,0.499,EQUIPMENT_TRACKING,RPT00000590,1,4272,58.94,36
2010,PROG0000591,BUILDING_CONTROLS,2839.54,21053,191999.43,2224.85,61917.14,1100.308,1.674,1.227,1.028,0.114,0.257,METERED,RPT00000591,1,4343,31.79,178
2024,PROG0000592,APPLIANCE,1667.83,12925,193788.45,2620.59,53203.16,2570.463,2.157,1.369,0.622,0.329,0.174,INSPECTION,RPT00000592,0,7988,11.21,0
2010,PROG0000593,WEATHERIZATION,4640.86,139383,102928.65,3061.86,38990.97,1360.586,3.05,0.523,0.342,0.573,0.241,EQUIPMENT_TRACKING,RPT00000593,0,4403,59.66,70
2010,PROG0000594,SOLAR_WATER_HEAT,2106.46,139009,236908.01,105.66,21034.34,2910.96,0.606,0.634,0.965,0.255,0.217,INSPECTION,RPT00000594,0,1858,48.69,49
2024,PROG0000595,WEATHERIZATION,6687.63,78337,109381.52,2835.52,74404.93,618.814,0.992,0.14,0.446,0.516,0.081,DEEMED,RPT00000595,1,9963,7.15,133
2009,PROG0000596,HEAT_PUMP,6568.81,108827,95547.21,2280.5,31275.09,1180.391,2.007,0.172,0.323,0.276,0.453,EQUIPMENT_TRACKING,RPT00000596,0,3521,61.76,11
2022,PROG0000597,HEAT_PUMP,184.15,50306,56742.0,1360.35,44321.62,928.817,2.641,0.357,0.818,0.324,0.026,BILLING_ANALYSIS,RPT00000597,0,7890,90.03,38
2025,PROG0000598,WEATHERIZATION,7050.14,116813,125032.43,580.79,16098.55,476.66,2.518,0.78,1.094,0.165,0.353,METERED,RPT00000598,0,5430,21.17,51
2022,PROG0000599,APPLIANCE,1288.75,202353,30543.1,2860.64,11165.72,419.737,1.661,2.29,1.03,0.187,0.481,EQUIPMENT_TRACKING,RPT00000599,0,7876,9.84,175
2012,PROG0000600,WEATHERIZATION,1120.18,170512,64408.01,3840.87,9684.12,314.277,3.258,0.236,1.089,0.516,0.354,METERED,RPT00000600,1,11869,61.56,67
2025,PROG0000601,APPLIANCE,5364.83,44653,103673.55,269.56,46470.14,1360.277,0.677,1.026,0.806,0.542,0.329,INSPECTION,RPT00000601,0,6666,41.67,160
2021,PROG0000602,LED,4670.41,131459,162723.0,4759.28,63195.68,2696.471,3.005,2.558,0.922,0.27,0.425,METERED,RPT00000602,1,9851,97.19,76
2011,PROG0000603,WEATHERIZATION,6262.22,185134,2834.91,844.12,7677.33,18.638,0.399,0.731,0.327,0.428,0.126,EQUIPMENT_TRACKING,RPT00000603,0,7775,1.61,108
2019,PROG0000604,OTHER,6601.61,104601,218194.96,4711.28,77866.65,2358.723,2.298,0.269,0.656,0.246,0.452,INSPECTION,RPT00000604,1,1727,26.74,148
2014,PROG0000605,BUILDING_CONTROLS,229.65,220901,166887.1,612.93,27529.21,2931.02,0.341,0.362,1.034,0.128,0.028,BILLING_ANALYSIS,RPT00000605,1,4027,10.32,154
2013,PROG0000606,HEAT_PUMP,7407.9,116616,44955.66,4300.45,42194.81,481.541,3.069,0.912,0.625,0.445,0.362,INSPECTION,RPT00000606,0,3682,91.37,35
2015,PROG0000607,INSULATION,7005.44,58081,205296.97,177.02,52441.37,3248.4,2.001,2.167,0.433,0.01,0.12,DEEMED,RPT00000607,0,6001,83.2,46
2025,PROG0000608,LED,873.03,171681,88967.73,118.27,17758.4,987.249,1.694,2.754,0.467,0.342,0.123,BILLING_ANALYSIS,RPT00000608,0,5763,66.08,23
2020,PROG0000609,OTHER,5376.3,94601,78580.48,4925.08,64192.25,1372.191,2.037,0.496,0.815,0.11,0.072,BILLING_ANALYSIS,RPT00000609,1,6473,21.46,138
2013,PROG0000610,HEAT_PUMP,4821.42,230789,8588.18,3879.25,65495.72,71.123,0.618,0.866,0.79,0.143,0.33,BILLING_ANALYSIS,RPT00000610,1,7498,78.1,72
2020,PROG0000611,OTHER,2329.26,242916,35130.35,2024.33,10077.16,390.479,1.393,0.771,1.03,0.366,0.416,METERED,RPT00000611,1,10709,59.8,166
2019,PROG0000612,INSULATION,403.08,222601,9442.77,1436.96,43523.26,120.042,1.017,1.297,0.473,0.265,0.252,INSPECTION,RPT00000612,0,11827,10.53,32
2012,PROG0000613,OTHER,4423.39,2440,160564.79,3720.6,74744.67,2357.553,0.602,0.683,0.323,0.134,0.43,INSPECTION,RPT00000613,0,124,32.98,105
2011,PROG0000614,BUILDING_CONTROLS,593.95,157070,6065.74,3665.8,79711.25,89.175,3.386,2.231,0.517,0.157,0.103,EQUIPMENT_TRACKING,RPT00000614,1,11146,5.1,166
2016,PROG0000615,WEATHERIZATION,3507.46,243431,185508.16,4525.51,27712.85,3091.564,2.55,0.27,0.809,0.584,0.16,BILLING_ANALYSIS,RPT00000615,0,6731,6.44,24
2019,PROG0000616,SOLAR_WATER_HEAT,5658.32,97994,81378.96,4993.02,46758.16,824.557,0.207,2.887,0.441,0.149,0.366,BILLING_ANALYSIS,RPT00000616,0,9502,84.59,65
2016,PROG0000617,OTHER,621.05,23583,242139.41,2111.47,37850.11,2019.116,0.638,1.364,0.529,0.551,0.42,INSPECTION,RPT00000617,1,3308,59.65,21
2010,PROG0000618,INDUSTRIAL_PROCESS,336.84,3601,97019.79,2259.28,21152.91,332.793,2.219,1.956,0.512,0.595,0.413,INSPECTION,RPT00000618,1,3052,55.16,50
2012,PROG0000619,INSULATION,5232.29,193047,233399.73,629.08,68147.32,1710.908,2.154,1.464,0.999,0.05,0.106,BILLING_ANALYSIS,RPT00000619,0,1103,59.84,4
2015,PROG0000620,SOLAR_WATER_HEAT,675.88,136767,62331.79,919.41,27954.19,780.253,0.272,2.443,0.939,0.451,0.093,DEEMED,RPT00000620,1,1500,81.11,61
