gov_budget_budget_fiscal_year,gov_budget_government_unit_id,gov_budget_fund_type_code,gov_budget_revenue_taxes_total,gov_budget_revenue_fees_total,gov_budget_revenue_intergov_total,gov_budget_revenue_charges_services,gov_budget_expenditure_public_safety,gov_budget_expenditure_education,gov_budget_expenditure_health,gov_budget_expenditure_transport,gov_budget_expenditure_housing,gov_budget_expenditure_general_gov,gov_budget_capital_outlay_total,gov_budget_debt_service_total,gov_budget_pension_contribution_total,gov_budget_rainy_day_fund_balance,gov_budget_general_fund_balance,gov_budget_audit_opinion_code,gov_budget_cash_flow_stress_index
2021,GOV0000358,GENERAL,228379341182.72,6616640458.04,64294587312.62,6860498906.81,20354006986.38,138351391739.84,110976369447.66,46285014006.46,28063916699.41,17013810767.29,5488767019.32,29690658300.18,10066794938.71,13379797733.32,11220376381.75,UNQUALIFIED,0.4797
2013,GOV0000359,GENERAL,59945636968.03,29557725447.13,2045163666.47,2982786211.34,52851917411.4,123292847473.28,5663458590.77,51553618093.67,30613425801.18,40818278353.3,61140644318.4,33373773390.17,18109152859.97,2902077003.44,13170111013.4,UNQUALIFIED,0.158
2024,GOV0000360,GENERAL,52345428677.77,42859445819.38,62376815962.89,30545228798.51,46339259748.64,20970746902.24,88821959551.62,1788427481.95,37807572638.34,33452080464.51,25015809179.44,23355066809.0,4062618798.9,24745392903.39,35290094564.04,UNQUALIFIED,0.5389
2015,GOV0000361,CAPITAL,2775440611.45,8723932478.2,74627614917.86,21902857236.0,42322491934.76,18005514273.21,101980522258.98,25734718602.46,22685874786.09,3071968259.04,14592441204.11,9694923826.76,19707194617.14,26747990318.84,38027202905.85,UNQUALIFIED,0.8896
2012,GOV0000362,CAPITAL,39628532422.99,6874439275.56,28391679960.94,16631519160.89,38477825637.4,61637299844.22,156346080207.65,29290119378.04,3682869730.07,20668324958.19,21850611801.06,25733189218.08,6546997510.93,13281878749.13,36918463546.5,QUALIFIED,0.9902
2014,GOV0000363,HEALTH,24344965181.9,39290161779.53,60843315884.51,33396854578.05,17759824039.01,21542361530.1,33439746364.14,25877337991.9,29992452345.66,33798078075.44,31160236989.88,33438089486.4,21225153997.4,5735345023.96,48972680350.91,UNQUALIFIED,0.6398
2016,GOV0000364,TRANSPORT,133372386687.78,14598537678.01,44472621293.77,2440054924.7,66741656514.51,108507383177.71,56695932113.69,16763305710.77,22579386894.61,45260112736.36,50818120582.02,5371343664.06,7596271164.09,15494337833.6,50148023114.99,DISCLAIMER,0.4709
2013,GOV0000365,CAPITAL,11767536086.95,8886728878.56,16438419586.6,32476694468.87,78872061732.96,102880107378.15,91575441336.5,8251144693.23,38427146877.56,38540424068.34,795598366.54,12979157737.85,19784370558.46,9559136949.89,28043046436.36,QUALIFIED,0.5478
2016,GOV0000366,GENERAL,244188366353.48,35523497049.96,95593776213.49,16437288955.7,63727440670.56,137931197420.67,121419176622.5,14955162397.53,21832168610.4,53611931555.06,50880006720.04,14374400662.06,1924809546.42,7558799545.86,37217934161.31,UNQUALIFIED,0.6403
2015,GOV0000367,GENERAL,44474236979.65,39214754825.17,32315427305.05,12591741703.3,68522776073.64,62859016776.68,9661596033.38,13820336682.85,28883212494.4,18941965264.06,64194101029.75,18560992182.43,233915808.29,31626032011.5,51094852613.23,UNQUALIFIED,0.8158
2024,GOV0000368,SPECIAL_REVENUE,239391138192.61,42335007416.41,92918647631.23,23260941778.91,43620472408.03,82624696440.11,133106661442.47,16682788405.34,5407856823.37,22581879111.67,11410327545.76,8382267632.44,2269065241.06,35207667617.29,54416254721.12,UNQUALIFIED,0.4589
2012,GOV0000369,HEALTH,82423433793.94,25537956801.18,105455218702.29,25767214217.2,6453930706.91,96589279359.26,52832852564.04,54453805445.92,19082922138.84,37450282974.79,45351917091.06,20423620074.14,21700821721.71,28848472649.49,21851544828.73,UNQUALIFIED,0.6081
2016,GOV0000370,ENTERPRISE,226261253741.45,28131050039.21,77327401917.84,13896407925.92,63464219541.16,139092205954.69,61121796358.12,39154669708.6,3607071951.01,43587323378.98,44832653895.7,4792565817.43,24629218903.93,13068944045.04,59327187682.72,UNQUALIFIED,0.6211
2021,GOV0000371,ENTERPRISE,146763918414.13,19616368267.12,89171290034.12,2916364629.02,65319227544.91,118571287338.01,103552288774.73,40269522055.19,31379753445.08,24214204449.65,12600937798.41,3962059889.8,1736988899.88,22618922364.24,66073448469.49,UNQUALIFIED,0.0517
2008,GOV0000372,EDUCATION,79241334898.39,7934255881.22,30218707998.32,29566074738.71,24043735772.5,40583577928.02,75659529663.54,19631144811.29,30100546135.57,22972204477.53,60692699800.24,8974938966.81,20265015696.21,5842951350.45,41329305192.75,UNQUALIFIED,0.4315
2024,GOV0000373,CAPITAL,22437193728.0,42419981799.92,26003216025.05,10449458328.56,17595400073.27,119747413448.11,126259348397.11,24373214148.22,16235886701.68,15448193404.74,37145237246.86,21395268649.39,16960922714.06,26270596993.84,15245386932.07,UNQUALIFIED,0.1242
2017,GOV0000374,DEBT_SERVICE,49903769977.01,16196085960.5,102418823023.43,25064346691.58,59490444452.54,99863349030.8,107715529301.23,22198917552.64,1269539126.1,41522700766.93,46924032439.94,2387709851.4,16243941937.31,38461285591.41,22765364032.04,UNQUALIFIED,0.3559
2015,GOV0000375,GENERAL,73678566443.08,22064820117.06,48850277402.41,30345093884.83,53499169529.35,133037153819.41,53359748098.91,51300693587.84,9643315914.99,8877929163.32,22952997033.13,20083373665.11,24812896228.44,28034531473.57,29650525132.64,QUALIFIED,0.1797
2021,GOV0000376,DEBT_SERVICE,190802582015.7,28804927897.81,114367404992.96,28301702472.22,24174476813.73,99560230984.2,14056931220.41,19360735651.61,2593294078.36,22779363408.69,54474364828.19,11172888602.56,8932636400.56,30893888361.52,41498231130.88,UNQUALIFIED,0.0063
2013,GOV0000377,GENERAL,116893382901.8,28921716657.3,100708318163.09,17444113284.62,31263447934.85,101513426878.48,135414304688.8,9763735794.0,30533106145.36,40127169294.53,56497900941.69,16020769225.87,3297973825.12,34759508853.86,42836389415.86,UNQUALIFIED,0.9537
2022,GOV0000378,CAPITAL,20347971872.1,10455912418.55,60874140307.42,29766470863.13,42168154824.12,24959989385.93,141117636468.87,15144522259.95,28794451587.06,54086536188.87,9186220715.84,32797219009.04,20936201997.31,4273526074.2,48839114879.67,UNQUALIFIED,0.1791
2021,GOV0000379,ENTERPRISE,16512176669.88,12955696299.42,87402287467.15,17303078908.11,55909940418.59,88773953751.02,158627408602.83,58245090616.25,24660720334.14,26194964396.34,11949305496.53,3889195724.3,22476265504.43,21415982251.4,18267359525.09,UNQUALIFIED,0.9126
2009,GOV0000380,ENTERPRISE,113921826077.9,21262548677.03,84310891307.03,6783054255.03,17976758149.15,77054585160.47,146703717396.23,20829437105.53,33739540945.81,28198322.9,62387324029.41,26642197621.38,24951132561.74,32927297436.48,8818745184.77,UNQUALIFIED,0.4412
2020,GOV0000381,GENERAL,190093383754.66,20604539789.98,76980898346.02,8793736842.76,13376011495.05,42175528136.54,40532941995.31,16898760484.74,854586448.26,48622539556.8,18889147026.34,25887911091.15,948687335.75,37341429021.94,51883677998.07,UNQUALIFIED,0.9895
2014,GOV0000382,EDUCATION,149915234029.1,5985493182.53,60388492412.41,23573144197.08,60164139700.44,138058203570.22,81404374363.99,6273474878.36,38166472484.06,11961144920.1,32613403176.33,24726314334.87,18170516931.34,2828296961.33,24135933849.79,UNQUALIFIED,0.9876
2021,GOV0000383,GENERAL,177624968628.86,34551359796.18,25476554529.87,19696342767.08,1035822221.59,27104915911.69,63153547143.2,15447777719.66,27388794092.6,6697807364.64,34263653971.33,32763266125.12,1820420412.36,5020228181.38,18182327333.54,UNQUALIFIED,0.2665
2024,GOV0000384,SPECIAL_REVENUE,94400491219.74,10204058124.26,37857056068.92,14896515840.38,44434061818.73,82449889104.22,121498489097.08,41487424553.39,20236948852.46,53440007148.07,24263506268.34,18562817382.86,19954158098.63,35096144622.07,47720854157.53,QUALIFIED,0.4246
2011,GOV0000385,TRANSPORT,49985934736.88,25986994189.95,101143131795.85,10208641743.03,58974316872.27,22178920119.89,148570756438.18,29143872312.48,27533986046.95,47194610412.49,27564481774.18,7402403672.17,13042536948.24,31143209995.61,12182108190.37,UNQUALIFIED,0.1889
2008,GOV0000386,CAPITAL,225040567725.4,23731710705.88,47388903440.74,19001940820.72,48043962721.92,70792313027.82,135481525580.09,29988842114.17,5786913752.46,13002086944.23,18240086945.99,23792445858.78,18594240141.09,34473977250.68,20786966050.46,UNQUALIFIED,0.7145
2016,GOV0000387,CAPITAL,174250986045.94,17079510723.68,68280888925.59,19134768546.06,77128017505.57,19686789446.78,108070111564.17,35560204386.97,39546096426.85,4941654219.22,24510356906.51,16302018434.57,12092681366.27,33815562582.6,8919062294.73,UNQUALIFIED,0.6498
2016,GOV0000388,DEBT_SERVICE,97988959424.07,32586530938.65,93632572731.76,4874863078.02,20810942309.27,134135316765.57,58658974831.09,47886101130.53,16152588644.18,54183200248.21,56000337537.03,8340470122.58,9733783144.09,20112136795.17,57150051683.17,UNQUALIFIED,0.5975
2009,GOV0000389,SPECIAL_REVENUE,94969923604.29,29028210549.66,56301251181.17,26603423124.2,56401964871.6,82364073811.44,33030192224.6,14164893750.81,37236995429.01,49195528217.6,30902330668.5,8031709850.07,16192077255.61,7202155989.4,8440792452.03,UNQUALIFIED,0.8626
2023,GOV0000390,HEALTH,112572809683.07,10919893619.51,93386256255.69,16236702981.61,48195013261.23,95613591678.95,10607152412.69,13715517753.57,18471644529.09,26221065168.92,40186930393.92,913544935.49,24323465368.8,32002912765.96,53992217703.9,UNQUALIFIED,0.7297
2025,GOV0000391,DEBT_SERVICE,72117776221.23,4002403013.98,11260722157.38,19660320274.41,14510459814.39,89605751888.61,58311582256.69,7173876866.57,2863046261.22,49758181264.77,10807695408.59,17145934050.09,1102548342.26,25813694081.24,7772130251.04,UNQUALIFIED,0.0825
2020,GOV0000392,CAPITAL,69778831527.5,1298650209.2,78862673722.11,10760730143.27,43581726911.83,70216382740.26,79894177424.64,18589759172.01,5968827726.85,43478547645.77,5581436909.99,4629585433.96,13026542859.4,33894373607.2,13863451804.86,UNQUALIFIED,0.0399
2020,GOV0000393,GENERAL,58235815177.27,25762433770.08,97734495225.78,10451198329.2,71368210263.92,136982846054.53,34471825889.64,4905490684.69,39080286460.07,18431491751.98,37304126878.0,24881948506.01,24547799258.57,37614216052.92,51584425844.44,UNQUALIFIED,0.5027
2016,GOV0000394,SPECIAL_REVENUE,138510189012.67,20652119716.29,68257126824.61,5933120590.01,14059686942.54,5930339714.76,122345922335.83,53287863886.63,6783962163.26,39602929421.58,15740573641.36,10976217608.52,10066294044.27,32242341164.42,39855220350.63,UNQUALIFIED,0.6247
2023,GOV0000395,DEBT_SERVICE,165717814612.22,13442227144.19,84148133413.16,2109908905.09,743600273.74,19104130796.46,69090274939.2,9857279747.13,206639821.47,2805736986.66,16041334475.0,24629550967.02,10163377960.62,29022226037.18,13355664203.71,UNQUALIFIED,0.8766
2021,GOV0000396,SPECIAL_REVENUE,209992430818.18,23538291011.51,116363143804.95,13916734949.07,28514181868.29,101769210232.62,113975219033.89,27867071704.69,25853218768.08,40080174763.4,15241932006.82,10580079647.94,8348870104.01,7965892106.98,31197678378.3,UNQUALIFIED,0.1969
2014,GOV0000397,DEBT_SERVICE,3146924652.75,8062979963.61,2465945294.39,10788954710.76,48908036951.9,33310061014.9,149019115403.4,44552387301.57,4298393922.38,37886232920.23,48961357384.06,5068899820.89,20789839745.11,3920024796.61,9015013400.91,UNQUALIFIED,0.3197
2014,GOV0000398,SPECIAL_REVENUE,29302735964.06,17578873762.17,11046135972.22,25354011676.39,15950057162.45,22792647985.2,147106045479.17,5446355374.43,30533501511.81,20399037132.3,38943818694.87,14852564174.36,4658520322.51,33568937336.16,23690244702.28,UNQUALIFIED,0.2802
2022,GOV0000399,GENERAL,99392887709.41,6041029889.36,74147031976.51,33985161444.05,64390931566.07,26729842504.38,105988575521.37,15148283504.59,21769737270.25,10076933636.36,44533317550.0,2883651104.43,16581068876.07,21866845354.53,3000802969.13,UNQUALIFIED,0.9815
2022,GOV0000400,GENERAL,41447520801.94,19528980522.61,63372321912.78,31467635672.99,1722203272.27,105589509767.6,141610865986.58,6648593837.3,24117101703.09,45751407840.13,17209808799.06,6812715046.73,22974716185.67,21245360711.0,48898245629.83,UNQUALIFIED,0.6677
2014,GOV0000401,GENERAL,210818770143.92,32860172588.34,33743620690.14,3235793694.86,16409817069.53,78689266625.2,102445525504.5,58634350763.05,10877514927.39,25764964007.44,34554044872.35,17860801371.88,8700523708.07,28318140860.27,11192561906.75,UNQUALIFIED,0.4087
2010,GOV0000402,CAPITAL,211916349899.19,38965336756.44,65810365482.51,20940402823.04,20947817528.61,61882614785.77,15337026250.2,55137136331.73,28603179102.47,47086359538.94,18568202999.14,33921203128.99,5795480559.79,36041637844.47,-2588777472.26,UNQUALIFIED,0.1361
2013,GOV0000403,GENERAL,99866847403.12,6751325316.32,55311745483.12,5938736954.38,6346749422.06,111572422486.86,80149519580.63,15733338665.07,31941789854.88,16440480020.04,57389714447.89,30459079751.56,12119946306.97,8665248427.36,69189174400.16,UNQUALIFIED,0.2137
2018,GOV0000404,SPECIAL_REVENUE,44539000163.62,37563651844.23,93169294453.04,21161746564.41,66204005209.35,45042605252.61,83014655807.31,4678127997.4,7670127789.3,26984075393.05,45693810604.17,30219333724.11,16602912355.17,2471858293.12,37383717333.46,ADVERSE,0.5193
2015,GOV0000405,EDUCATION,145823833274.9,35603002661.26,5841021860.79,16443499163.5,27699879754.87,61828632670.39,4448484338.42,12336663009.61,3276446155.36,43226356394.31,42421389025.06,28878786644.18,20366669754.85,36636774602.62,63754931121.24,UNQUALIFIED,0.0529
2016,GOV0000406,EDUCATION,210622069416.16,19059111673.64,40032402315.53,29321110224.41,60047254567.27,72811431919.15,10492724184.14,28029210032.04,38776434511.46,553966558.06,48322261924.08,24442362718.77,19477580628.67,6589295518.55,44573583415.35,DISCLAIMER,0.6164
2015,GOV0000407,DEBT_SERVICE,165628085902.94,14661369330.34,109289551798.16,1158658280.13,20313057023.89,4500364264.3,80352544729.77,48947583671.37,3426535207.16,50889967782.88,51124850810.03,463553710.07,20557143380.28,4063047975.24,21558857348.05,UNQUALIFIED,0.723
2011,GOV0000408,GENERAL,78290032101.54,44485598908.47,55712401206.21,10614531456.58,17313029354.99,122624542374.14,106705221902.01,36540691484.92,24150965200.2,11989763337.13,53052847254.01,24095414876.83,17624032007.29,28744212824.67,45616772713.85,UNQUALIFIED,0.6598
2012,GOV0000409,SPECIAL_REVENUE,6340136874.29,43161928008.59,99032252546.48,29329609459.87,11026959628.64,111790318941.38,124947958927.4,47513853498.54,24780687428.42,53863354447.91,6450775538.1,29454360585.23,20431590056.46,35501016887.55,23574929665.61,UNQUALIFIED,0.6031
2011,GOV0000410,GENERAL,206330983503.49,37670584613.84,12332952172.32,20193728814.99,47352964013.69,13384873065.12,72778995157.3,14465991063.01,9309650817.46,45247790526.48,55625960417.84,16052482088.36,3091181407.33,31668845501.48,59029796505.58,UNQUALIFIED,0.5217
2024,GOV0000411,TRANSPORT,42399666776.8,22008680131.14,118304117663.26,12678022221.04,44104536026.01,56492123199.29,23823859595.28,26904428268.32,17669168959.51,22915609670.17,39995225998.81,4188685630.53,22334867317.78,2694331641.48,28467158081.52,QUALIFIED,0.3732
2017,GOV0000412,GENERAL,107886795549.88,24991012354.95,54642841786.64,8255259725.36,35186045581.58,123441051032.48,46802080327.67,27874199769.5,5458426739.41,40540129621.47,42352271343.53,30898395919.07,22610479109.12,4484462470.33,52321577526.65,UNQUALIFIED,0.1464
2018,GOV0000413,CAPITAL,93631770193.55,39868038549.61,78770542937.11,21755428681.57,51036530356.94,72675735422.05,154763827024.02,22855535652.22,37215483863.4,43713925574.28,52420649916.81,10463567528.87,23729963202.43,15035456710.94,18037782230.45,UNQUALIFIED,0.9386
2017,GOV0000414,SPECIAL_REVENUE,76767294151.86,44647037423.63,49015571760.44,30576034054.28,41836420471.23,72938927756.26,51134637701.14,2716930600.34,22727929753.01,43091169802.03,23660661178.96,10676145238.43,19549388962.72,37239445548.84,49000659916.25,UNQUALIFIED,0.2561
2024,GOV0000415,DEBT_SERVICE,170600929964.21,42503506139.65,114599481062.87,19245501438.29,78215788290.98,57670899326.33,108492295380.23,827009844.5,31986182017.46,49186214483.19,645433439.34,30857973159.95,14332412552.17,23615830478.51,27215972003.47,UNQUALIFIED,0.712
2016,GOV0000416,HEALTH,239842669668.37,33105766306.9,87152291422.19,19563856090.58,49283590818.1,67710827707.64,39920743907.12,53015174271.8,28073704756.23,44943420194.07,57838706008.29,3839999655.36,22721244468.72,13300344294.45,51578474505.38,UNQUALIFIED,0.1087
2018,GOV0000417,DEBT_SERVICE,26626334206.61,4844046996.22,92098951300.49,30000349194.79,43872540730.79,126688000989.98,59985855663.3,39277446370.52,15430328012.21,10726927819.38,19387286002.73,12435640469.75,24731079692.35,38712202362.6,-1059592746.26,QUALIFIED,0.0722
2014,GOV0000418,DEBT_SERVICE,147156940436.62,36102957830.01,13077329287.28,5751839820.88,45265860559.32,25139523084.19,76655272823.77,3957840839.68,2211891361.69,26602037633.12,19189667096.2,15022341416.6,20366412694.07,14417649765.34,-4171580384.19,UNQUALIFIED,0.2679
2009,GOV0000419,TRANSPORT,145622245683.42,43435813816.3,72311438774.52,262577372.99,36377350297.76,124046709470.8,31836134867.82,36964578394.48,17505996518.56,3912600755.87,17770930680.37,8574776205.56,9288356581.94,27492968007.73,58205608979.56,UNQUALIFIED,0.4104
2018,GOV0000420,HEALTH,123159311893.57,27090429842.92,89981654785.18,29066788591.28,76938590875.48,126258556085.0,42206674542.78,33380790311.05,38974846784.38,36247921740.73,51520866462.24,26458741203.16,18538525764.66,24956646163.56,35267578184.04,DISCLAIMER,0.1886
2025,GOV0000421,ENTERPRISE,220648758520.93,26745253037.76,110420540778.39,21264678562.37,56546890073.1,108877848552.98,144179649703.5,47754979046.35,10764553733.76,10250596810.34,46851200287.65,16937729285.68,18637081603.0,38652632431.03,46692793672.92,UNQUALIFIED,0.362
2017,GOV0000422,SPECIAL_REVENUE,242943070487.55,3741218443.31,8754716536.48,17556239761.37,35731423674.41,85597914831.04,146490390507.27,34393272966.31,3012899942.61,44305607571.78,57381887057.79,19542757975.15,8101109318.5,9534927018.02,650491993.2,QUALIFIED,0.4415
2015,GOV0000423,DEBT_SERVICE,125897444207.17,44774794184.88,33628940269.82,23616755198.15,55764945538.06,86209308733.97,69110636971.55,46512819209.0,31828422895.19,6908681077.52,9058021533.56,23715036904.04,12823872694.75,8774645435.72,14177139869.02,UNQUALIFIED,0.9744
2018,GOV0000424,TRANSPORT,121733546855.29,30346423082.21,90486841472.92,6927882440.35,15259239408.83,98622416594.02,66565205719.64,41693033587.97,9681648254.67,21119493612.62,17910551305.39,28275537059.15,6689370830.8,24501623002.69,57053812884.52,UNQUALIFIED,0.1403
2016,GOV0000425,HEALTH,249926165376.82,38077672277.98,57674326955.66,18560531020.48,22735157369.69,91796621977.35,29276166697.57,41448161059.48,22815353345.42,30180478793.06,56626470938.01,22511589380.76,5082312839.41,8671966449.78,41225120269.53,UNQUALIFIED,0.7656
2021,GOV0000426,GENERAL,167162496731.83,7817861262.02,31068080829.58,11794671213.64,22304676120.07,60944104817.7,116018343047.67,51976749938.69,35848646882.23,25670742328.85,23991796308.46,30501122126.52,2118030051.56,6303121201.51,30182612990.9,UNQUALIFIED,0.2813
2013,GOV0000427,EDUCATION,178268142375.88,20123206775.6,91510463465.18,7897228505.53,20675419139.2,72406375330.75,77642589849.7,13122700609.53,34339632753.84,5316703710.7,41460206535.9,34110584197.66,20921396709.39,5707705268.3,-3513312668.63,UNQUALIFIED,0.2226
