biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_naics_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2022,80ef150af58a3281,01f56a0ef983680d,38,500_999,931288,2568,2729,16684,9758,49619,49158,67.432,70.28,57.68,0,0,CORPORATION,1644442.82,0
2020,7d52c384240eb6b5,8dc9f5aebd440be7,63,50_99,717411,525,2178,8581,18535,15765,28697,196.634,70.15,63.24,0,0,LLC,1895109.77,0
2025,6c67233ef2b3a3e1,5575ebf4749ff390,20,10_19,939174,1917,2356,24940,21695,38761,25224,156.865,48.78,25.36,0,1,PARTNERSHIP,415802.28,1
2013,cc1dc8d08884443d,2c2debc87d05fc69,20,50_99,561600,2643,2644,4238,23427,414,31563,10.658,99.06,74.41,0,1,CORPORATION,2085441.73,0
2022,5147175a925ec4b8,7c493b00fc6411d6,55,50_99,989741,3561,2865,10687,23839,5449,29329,194.091,50.46,5.22,0,1,CORPORATION,528062.22,0
2022,71541a3a42175be2,a766b953c63c9521,83,5_9,781683,448,3679,20176,18595,7474,26608,168.203,84.75,71.92,0,0,SOLE_PROP,1952346.0,0
2017,36b3048814528ab0,0d24cc479470806c,62,50_99,519153,3640,2924,1053,10726,12544,1371,46.241,83.14,27.46,0,1,LLC,253968.89,0
2006,c044c3b10082adb2,8cc9c2caa50a3e51,50,20_49,530217,1340,794,6161,14736,9438,40304,15.846,24.97,12.61,0,0,LLC,399254.34,0
2013,e963dcb82b551aa8,5fc941b7855d54e1,87,50_99,682963,1141,1039,7576,21188,7928,34966,39.166,41.49,28.52,0,0,PARTNERSHIP,2211925.79,0
2011,6d97492721bba784,53aacf89dc592825,46,500_999,960130,4973,3089,19509,5174,28884,32283,73.864,42.58,23.81,0,1,OTHER,2383979.43,0
2006,70bdfc872930a429,26727c8c9a40cb8f,64,1_4,415704,4925,351,18483,12827,31042,45461,156.683,55.26,11.23,0,0,LLC,2047637.32,0
2014,09074a60650ddcd8,a2085b5b4815792b,84,1_4,130943,3391,2148,4821,5896,44984,9909,122.079,88.74,53.4,0,1,CORPORATION,2347851.07,0
2025,372a617c03cd7dd9,bc4dc6cfe30d2631,4,100_249,924760,1327,1901,8716,13691,10676,3423,130.569,37.14,10.46,0,1,COOP,873110.31,0
2020,741aabc64c161756,63796cf0bf33c60c,31,20_49,961803,4227,4555,18362,14974,15557,18886,187.624,63.87,39.79,1,0,OTHER,1832944.59,0
2022,a8c6dc624f15688d,1a3b484313f04345,88,50_99,992258,3377,4954,20855,4297,32101,26837,100.949,40.98,33.75,0,0,OTHER,2297750.23,0
2017,a3ad5463b987614e,cb6d9e7200272884,32,10_19,228589,2183,1970,418,10447,26878,24964,178.426,43.42,39.32,0,0,PARTNERSHIP,2099020.1,0
2018,a37e0d5c524acab1,f33299d1c692db8e,0,5_9,492819,2338,3934,2011,5494,13986,25049,27.527,87.12,82.56,0,0,NONPROFIT,997538.52,0
2013,adde8cc8b35b9e56,53105f7d67f3aad5,34,10_19,810670,2690,2843,24323,24224,12083,21768,6.727,54.11,27.24,0,0,NONPROFIT,1002831.45,0
2006,6c28dbc1fd58522a,b4226a317e557994,95,5_9,186482,1721,4807,369,5500,8004,44135,64.728,32.12,9.49,0,0,LLC,203393.16,0
2007,ef1fbbc0ffd84049,718f8c14c8fccbda,52,250_499,331207,2504,4424,6355,23395,11117,27373,177.969,91.56,56.47,0,0,LLC,1096564.84,0
2023,fdf21aab20917772,5d7b8262a31ad3a8,81,5_9,381623,2742,4101,15957,18884,30844,29842,101.855,78.77,67.77,0,1,COOP,1146069.13,0
2018,2679ea3a223244b7,31d78bee5427d2e0,19,20_49,791174,1413,2470,7703,16225,25084,49834,75.582,35.85,3.61,1,1,SOLE_PROP,1130609.32,0
2013,67f00a4e5027c846,c451425e8d89c09f,48,1000_PLUS,464115,3904,1542,16725,1394,34497,36560,40.242,38.57,29.33,1,0,SOLE_PROP,876980.32,0
2016,25ddd32bc4ac6624,511f11aa88a8a777,2,100_249,264690,20,1961,4035,19324,27592,46275,17.133,63.55,39.52,0,0,LLC,232724.61,0
2024,0ab54cea7c8cb6c2,c8d8bae9a997c0ea,79,1000_PLUS,479884,1839,1649,4567,7083,4932,19404,29.394,34.12,23.99,0,0,SOLE_PROP,1802845.44,0
2024,c49005ba22e4a080,db3fe13e3615501d,11,100_249,514016,2027,733,7404,4159,49295,31000,183.196,35.5,21.54,0,0,CORPORATION,101503.2,0
2020,263b6b722764ec65,aac9cac568aa57d7,83,100_249,539272,157,199,18060,1750,21426,26055,33.034,84.26,24.05,0,0,COOP,1269407.13,0
2015,e45ffbd322068c06,d05b37364a056772,38,1_4,613996,4931,3967,17559,8971,5269,10024,191.336,55.15,5.95,1,0,CORPORATION,49853.1,0
2007,45d20c5cdacc45eb,caef12d72419818f,89,1_4,991084,751,4346,1270,22660,1872,11774,75.206,55.23,6.27,0,0,CORPORATION,1462077.03,0
2020,39882d2123275b33,1cf95c3448005395,34,500_999,553748,3309,50,15888,17881,2004,22084,75.347,28.44,21.12,0,0,LLC,2011493.83,0
2009,c5e2021f5962265d,b6d34e3327a9b6c5,18,10_19,709445,203,4561,1263,11565,33224,15552,22.583,49.06,9.13,0,0,COOP,1441643.91,0
2016,181e379bfbcd12c4,322a7994c350b54b,24,10_19,930083,995,4603,16251,7729,33463,3250,180.736,90.11,54.69,0,0,SOLE_PROP,646812.32,0
2016,46fb095557cb5136,548ae4eb339eb1dc,53,5_9,484177,3169,976,5127,10387,25866,3482,113.008,95.82,20.49,0,1,NONPROFIT,702918.72,0
2007,548305cbab1a808b,e508f0b9ea2e76c8,99,250_499,686830,126,3280,18923,4221,33713,18540,181.836,28.27,21.06,0,0,PARTNERSHIP,1375771.76,0
2018,2787da487fe84d15,efeda4470edb948b,93,50_99,126251,1571,4717,16262,13850,21663,23280,118.743,44.58,24.13,1,1,SOLE_PROP,1669069.77,0
2006,bb7b4bcc4210ee38,71a9ed3d28714f92,34,100_249,248007,975,1998,16698,24378,21731,27997,32.917,71.41,35.96,0,0,PARTNERSHIP,17532.22,0
2019,2ed71d675174a0f2,55ef8d72ddadffb4,84,10_19,944104,1354,3894,24003,11254,39112,48443,58.567,17.18,8.89,0,0,LLC,2108481.69,0
2008,772d9c0d41f7e3a9,7934dce17aeb33d2,77,20_49,208309,2840,3061,5207,13534,38980,5015,36.188,20.83,16.33,0,0,CORPORATION,1575623.05,0
2015,e77e1f9ba4f4adc0,e23cdbef4e157b03,66,500_999,155792,4184,2364,22983,2757,21573,188,46.819,12.39,6.12,1,0,COOP,1872672.93,0
2023,b1739af245f1ed2e,a246c1b816bff08a,29,500_999,114666,3239,3068,13516,9955,23071,44777,67.963,50.96,20.53,0,0,LLC,927304.35,0
2016,3b2520768e3bfb27,9e46ffcf8da53630,52,10_19,164616,2576,2876,1448,6079,49865,12953,146.173,87.85,65.55,0,1,CORPORATION,1269270.7,0
2014,a27adf91e4a7d4ce,c04be5dd5a9f3e1e,33,1000_PLUS,264858,1103,4397,24005,9654,35774,28773,115.398,59.32,47.99,0,0,LLC,2176911.38,0
2006,7a29465dae883d1c,a090f0a1ef3d1e6f,55,10_19,984545,4891,4632,15387,7265,24550,44177,199.652,47.56,27.85,0,1,LLC,1013186.22,0
2023,7751a97143eaf914,0b3a7295307a89cc,7,250_499,199255,4453,2932,8492,10623,25089,27722,83.228,16.37,8.58,0,0,PARTNERSHIP,2406756.78,0
2015,8864e018d64916c1,b2fcd3b2b37ecb67,32,1000_PLUS,833756,1579,3336,15809,3678,38767,3073,75.438,68.73,12.31,0,0,CORPORATION,1784765.16,0
2020,5bb8dcc80e798de3,aef940347e749ff1,89,50_99,564728,3062,4638,22891,935,3713,43021,24.25,44.23,25.68,1,1,LLC,1936693.31,0
2007,5de01ee550449a2b,d392b394b6260ddf,51,1000_PLUS,711369,4967,740,18780,13516,26703,25741,148.572,14.78,13.04,0,0,CORPORATION,28840.55,0
2025,c1e98c34b24a88bd,a867f137edfa6371,74,250_499,192688,975,1148,2005,7481,26584,3819,185.938,14.38,1.59,0,0,LLC,2197242.73,0
2017,0bbd00599b16f78a,e33106aaedd31d9e,23,1_4,113025,3120,3275,20312,19995,43110,45381,2.301,58.91,43.93,0,0,NONPROFIT,926952.96,0
2014,32e7763dec8cfeb0,4c588a41941b1c31,55,20_49,600538,887,1869,10573,18056,19276,22781,113.717,24.41,4.93,0,0,NONPROFIT,784141.98,0
2022,bdc5a927b8b5b26b,deacd88871b09daa,28,5_9,995040,978,4255,469,9998,42773,24280,119.62,69.65,34.81,0,0,SOLE_PROP,2296738.88,0
2016,563ec5a9e80e6b6e,d071bc9007a1c793,80,50_99,424457,683,791,21957,12785,37891,3725,182.565,39.26,11.07,0,0,SOLE_PROP,1848158.11,0
2019,718c907abe85d683,56e6a758f6e353ae,6,20_49,778936,3090,1480,18240,21563,34717,48530,22.88,42.46,25.8,0,0,LLC,2246166.43,0
2012,7384b21215e2e2da,cfc41260a98a1164,74,50_99,704744,4529,4779,3666,19685,43,8341,35.859,43.87,28.23,0,0,LLC,1127731.52,0
2021,02868bd9a4be623a,e88b6d2996a4017b,63,20_49,761269,1133,1778,17283,6513,18812,30016,141.054,94.66,34.12,0,0,PARTNERSHIP,1048986.26,0
2012,215853f2afff5e02,dfb383cef2653674,76,50_99,656680,4729,1127,9519,8823,44359,47316,170.914,38.25,24.16,0,0,CORPORATION,1592664.95,0
2009,fa0090ada24633c4,e32cc9947d771f72,37,1_4,254114,4560,2110,4397,11987,6355,397,86.15,62.98,58.32,0,0,CORPORATION,2406168.27,0
2019,254e7c475fd3a355,e6a9120868694111,91,250_499,322365,4435,110,18705,24990,2466,14363,65.879,95.14,81.82,0,0,PARTNERSHIP,676375.65,0
2009,fbc11568bed07c40,d64a93b33d7851e9,67,100_249,842289,4690,208,9136,23744,7179,25480,53.506,2.09,1.63,0,0,CORPORATION,2408092.2,0
2007,68e198789ece2375,a0184c87424932f8,84,20_49,582898,2693,222,9305,23656,45307,46294,123.519,92.35,20.52,0,0,LLC,631123.32,0
2025,f6d69bc8af372e98,8763192bc45cb1e9,27,500_999,275155,3944,2270,16430,10133,49961,11730,55.053,75.64,7.97,0,0,PARTNERSHIP,1182299.62,0
2019,558b7ee76bddd61b,31e5dc9dd8f7b731,18,1_4,515177,3329,3148,11035,2047,38801,17407,146.314,74.63,68.86,0,0,SOLE_PROP,1923939.36,0
2006,fd240a73dd2d5f6c,9bc65960a0298223,9,1_4,325877,1939,3010,19606,18762,44608,49578,79.934,19.56,3.96,0,0,SOLE_PROP,1030108.71,0
2022,997a230f286d4463,5832c6fd9988974e,0,10_19,449422,1116,1628,8900,9356,12431,36840,178.706,52.78,6.02,1,1,PARTNERSHIP,1605687.98,0
2007,0e95c2ac6b39ec91,9d505ac3f1caf242,52,1_4,937570,3567,3047,4742,12584,24139,8034,127.938,34.76,19.73,0,0,NONPROFIT,1096272.82,0
2021,073c350511a739a4,fee18076b6a61f50,3,100_249,935607,4488,2306,17318,1467,20805,37623,88.057,88.52,22.3,1,0,PARTNERSHIP,1494076.09,0
2021,e28efcd71a03b6cd,bbfd04f4d81dea39,77,1_4,582980,1130,1957,3175,18613,20418,10370,1.734,30.33,9.16,0,0,PARTNERSHIP,81450.18,0
2010,e9e848b5d18c6b36,1f7d1884588ca040,44,50_99,242949,75,546,16255,6088,1309,39925,140.235,11.34,2.76,0,0,COOP,450600.51,0
2013,36d73941f16b1661,6349ef2c7afa5e02,44,10_19,499384,1962,2041,3018,7333,22373,22684,4.405,96.01,61.37,0,0,CORPORATION,163050.54,0
2021,f71d47eb7bc8dd91,179b636dddbfd7e0,0,50_99,664806,2981,2788,9313,15860,19389,42812,95.464,69.52,39.06,1,0,OTHER,290636.92,0
2016,bd05699dd98fdaea,7c15496885500234,85,20_49,763064,2949,1031,23225,5828,24266,14542,66.955,63.56,8.24,0,0,LLC,2389856.01,0
2007,6f8b14d03462cc47,a4c4cf625a5629bd,35,1_4,666825,4158,1564,2509,18674,16996,28854,10.265,9.17,1.92,1,0,CORPORATION,1910322.48,0
2024,bcc48506492315a1,3c31b77d4bd105a8,93,50_99,680279,1652,3266,14770,21827,26176,9041,188.247,77.06,22.14,0,0,LLC,2207310.46,0
2019,847578b7d030fbb3,998088ec7d8ead1f,24,50_99,889158,2412,3973,17977,10236,34831,14968,93.96,74.17,11.89,0,0,SOLE_PROP,328666.34,0
2008,32a8cd6d0439b99e,b6db34e0675d1d37,81,1_4,724796,4037,352,876,1792,8737,40556,100.285,95.79,22.89,0,0,OTHER,2099456.1,0
2007,d4bd3989cf087031,d171678dae565060,75,5_9,829310,866,3992,18781,15438,12433,31561,147.311,87.11,41.91,0,0,CORPORATION,1900652.3,0
2025,3fa294b3b8dc2e8b,011a51c6067510a8,44,100_249,613485,772,2856,2540,8957,24453,21645,121.121,59.77,27.58,0,0,LLC,436985.47,0
2020,02975d2854d934f6,18dd549e1c600fcc,95,10_19,376938,3628,2016,16664,6672,43189,35430,69.074,7.28,5.3,0,1,CORPORATION,689949.33,0
2019,92c6e94a69d58be2,d0c418bd2ce57867,21,1_4,214152,1303,474,1977,581,20609,18710,123.643,21.2,11.24,0,0,PARTNERSHIP,1890391.22,0
2006,2751bcc33cbbe5e4,aee27669ebacb583,71,20_49,444822,1062,2009,2554,7446,42932,29124,42.94,83.1,74.49,0,1,COOP,264361.86,0
2018,fc4a1e01b3c71573,51c8b757cdaf99df,94,500_999,314485,2003,4612,3975,9318,35181,25754,28.611,43.6,30.42,0,0,LLC,1956734.39,0
2011,6e2b9936842909d4,df309380959ab338,20,20_49,951030,1266,2826,6884,20646,3966,6274,109.118,53.33,33.66,0,0,PARTNERSHIP,805554.15,0
2016,2acba4b304ebd11d,855720a4559845b2,49,1_4,361332,287,1308,10677,24157,5053,10263,82.224,28.83,20.75,0,0,SOLE_PROP,2428939.67,0
2023,94934d5138684e69,95ace4d867a14813,91,1000_PLUS,156626,2500,2415,23624,15677,10184,33097,178.702,73.09,17.64,0,0,CORPORATION,1446975.21,0
2018,16b517304e7f2f23,07b87c9c8a9dc03d,61,100_249,229540,3573,4233,12119,15686,20456,3726,142.246,96.94,82.22,0,0,OTHER,897988.4,0
2007,00c71b8b4581a8db,46cfbe8a162cca9e,9,20_49,280519,4502,3061,20717,10903,5201,34533,190.859,39.03,32.01,0,0,PARTNERSHIP,1534322.57,0
2010,4150caad033422cd,48ffb6ba46cf14c5,42,10_19,737727,2745,3969,11046,6835,47811,34361,127.759,86.67,36.33,0,1,NONPROFIT,854544.39,0
2013,4cb716494d50bcbd,de3bd760886d6c6b,100,20_49,907165,1737,4356,21469,9053,5155,24601,176.135,38.09,18.11,0,0,CORPORATION,2310343.4,1
2009,f84cd8880e79ac51,7bcefc028ceea000,26,20_49,360018,3070,3928,18407,13647,46129,31261,100.225,90.77,38.12,0,0,PARTNERSHIP,1529151.31,0
2019,e617f14e5fa4682f,198db11d2b44199d,49,10_19,222051,4051,1071,11623,1862,47047,39409,81.977,57.37,15.91,0,0,SOLE_PROP,544417.59,0
2010,41889e2985299734,450c138776034936,58,50_99,938023,2009,3171,18087,9605,38672,20817,19.367,5.72,2.01,0,0,SOLE_PROP,587809.68,0
2013,f597eede3cd23342,3bf7e355ee75e3b6,25,10_19,335876,1247,4895,21084,16950,26364,34103,137.016,54.81,9.76,0,0,CORPORATION,2360117.08,0
2006,ee7e928eb36e9490,8c9039c637274042,40,20_49,446989,1508,1397,295,15835,23105,20629,147.12,9.73,6.26,0,1,COOP,1500856.71,0
2018,95e3abdedfff4d19,4557425308eb76ee,25,10_19,272812,4927,133,12562,10382,26854,38085,164.642,37.13,10.63,1,0,SOLE_PROP,324989.73,0
2014,ee9681313a6dd8f9,9c44b97bbd1000c6,56,50_99,274549,3286,4756,7669,14056,33917,47025,34.744,53.81,50.28,0,0,CORPORATION,2470104.45,0
2018,a94d19fa0885b26f,222a73b2dd544dd5,92,20_49,343781,1235,3968,16248,2113,15596,49169,83.641,16.78,11.61,0,0,CORPORATION,1730234.54,0
2019,c433f153a4b896f2,7ae7887d46f92352,77,1_4,321838,4328,901,21611,580,2137,39092,180.055,89.08,41.33,0,0,SOLE_PROP,270139.97,0
2023,d9b9278b6a326bd8,935c41268252aff0,100,250_499,674414,4768,4830,7584,17038,20154,16859,79.263,47.76,10.06,0,0,SOLE_PROP,136048.57,0
2007,96e7a14fe4f64193,386af4702c247f6f,18,50_99,820767,4859,655,17783,11443,23823,30914,72.373,14.6,2.72,0,1,SOLE_PROP,961843.8,0
2007,01b41827e33e4925,f021f8cbb3135724,35,250_499,544830,1647,3092,6350,17754,4397,41802,188.642,64.85,53.69,0,0,PARTNERSHIP,2471858.1,0
2007,1ac66790b5896591,54c8c7705f477e24,37,1_4,248237,4797,4655,15981,17005,38906,38294,42.751,52.07,6.71,0,0,SOLE_PROP,332167.06,0
2025,940cbbeb291df722,0e4200ee1e42fcfc,60,250_499,690962,406,3154,21682,24594,10921,46462,59.123,75.55,37.03,0,0,CORPORATION,1718980.65,0
2011,cb566fd53985c498,b80a473b28c27b59,48,500_999,370731,3356,3856,8109,21071,42714,1088,70.617,49.27,16.76,0,0,CORPORATION,89221.12,0
2019,576d4a6caf96dc9c,2c21b2c6902d1959,8,20_49,884397,2949,462,14219,11959,38392,37611,188.791,40.37,19.7,0,1,NONPROFIT,32399.69,0
2009,65863ab70ab57ec3,9f73e81d94f4e7a7,43,100_249,164595,4550,2702,21999,8661,38859,17673,64.211,70.93,51.79,1,0,LLC,676189.43,0
2018,e47f74c65956a88e,241f1d355421dde3,18,500_999,964098,903,917,23419,1175,162,48676,196.37,91.7,43.78,0,0,OTHER,1929874.98,0
2016,8a4c6088df366a24,14adb01bed162bba,90,100_249,571583,972,3684,15362,14221,48385,18859,158.031,97.51,83.64,0,1,LLC,864216.87,1
2019,a1e2d6fbb8a674e1,cf51da9265f2233d,91,100_249,932237,4037,2128,15941,10309,31006,45158,107.353,90.33,61.78,0,0,LLC,390605.15,0
2008,10d87f71cb0d6195,c5c32ce97830709e,22,500_999,173012,3764,2043,713,21137,7980,29735,0.705,22.04,19.16,0,0,CORPORATION,1544813.46,1
2013,2c778b1cc6fc82ff,9ee78062811214fb,45,1_4,672191,3664,4919,12468,4996,28089,24351,104.078,31.0,16.11,0,0,CORPORATION,1873903.32,0
2020,d88619ebe0d08c6f,7be708c1a0a47395,51,1_4,857327,2671,2730,16363,12109,45931,42142,113.699,34.31,3.65,1,0,SOLE_PROP,1111784.46,0
2013,51a267c6131ab99c,3760cd667eae5b41,16,10_19,714649,3690,3009,23539,19596,42146,44623,90.487,71.87,40.38,0,0,SOLE_PROP,1000766.74,0
2012,4e03761a44c4331c,422ceb3b1df3093b,17,20_49,895474,4570,3119,16012,16516,7361,9742,73.354,4.89,2.35,0,1,OTHER,1322262.22,0
2012,829044444a172218,7b74dc82be7a2908,53,1_4,999166,1625,3073,4580,22071,18987,4195,90.819,42.2,20.89,0,0,CORPORATION,1739270.0,0
2012,194341b6567ad808,35f56078d555834e,97,250_499,824805,2236,867,32,10854,44717,23637,139.563,41.39,27.95,0,1,LLC,1266688.76,0
2006,0a2197685fe1e03a,6e069156a73a062a,37,500_999,890590,1778,1319,4843,11098,12283,2919,179.245,60.92,35.24,0,0,PARTNERSHIP,1318739.72,0
2018,fc4f884ab3d726dc,0f521b80aa67be94,69,20_49,912917,3997,3210,8882,6129,3281,46195,199.417,67.53,58.38,0,1,SOLE_PROP,1703966.05,0
2019,6d284a2fabf547e0,70bd83bb2d0cbcc1,61,100_249,610144,2267,4228,4794,8334,18400,16382,12.928,4.96,1.63,0,1,CORPORATION,389738.27,0
2023,05dba2de38342842,b1f81e8702e7e6c2,76,1_4,730735,2573,3447,21097,15547,32988,1460,55.372,69.33,51.94,1,0,CORPORATION,940153.69,0
2024,d845ce6534f72322,fff08a21d4abb26e,82,1_4,998160,1927,4810,24837,8997,23930,14797,43.513,66.84,13.21,0,1,SOLE_PROP,528819.53,0
2007,645f0eb6dcd6a398,c53486769ddf5100,97,1_4,189842,2862,1212,92,17171,4020,44548,35.397,33.64,6.19,0,1,LLC,2093432.89,0
2017,c1dda9a65c438d96,9ddba1ce10c659a4,1,20_49,563110,2883,4746,11582,23972,11642,18565,82.868,11.42,4.4,0,0,PARTNERSHIP,1240921.73,1
2012,57ca89650de4bd40,f25e7060db019cf5,98,50_99,487982,1798,1343,17084,20542,27011,31675,115.862,8.39,6.93,0,0,PARTNERSHIP,268081.26,1
2008,ad5ee1a6c8c72aa1,74ce9bde41f22004,30,5_9,429541,360,4279,3746,9472,34136,14541,24.751,31.06,9.95,0,0,OTHER,595022.17,0
2017,982a33d187026aac,5f05bc95bad3f589,97,20_49,754917,4596,3405,7528,20146,15234,49841,179.603,35.07,27.71,0,0,LLC,788338.82,0
2007,42aad7cc28c1a120,74a7db363691ef77,90,10_19,439664,1262,355,24738,2613,999,16577,78.171,19.9,3.13,0,0,CORPORATION,257638.49,0
2024,7bb2b30c7899819e,b976f1071d238474,58,5_9,689186,1552,1391,8526,3019,4069,48258,129.665,95.37,67.93,1,0,CORPORATION,204657.43,0
2007,a87696e38af5f298,c53e4ae41623e104,46,500_999,362846,1643,1946,24037,355,4658,385,11.754,21.07,2.35,0,1,CORPORATION,1325518.19,1
2023,c401467c11295e4f,40b0f07ea9cb094e,56,1_4,433757,4445,1382,5381,21464,37531,46272,111.152,73.98,41.01,0,0,SOLE_PROP,2472387.62,1
2014,7f0265d5a660099b,816e60a60b47b192,1,100_249,594616,732,2547,16481,9606,49262,30784,106.352,96.42,25.14,1,1,SOLE_PROP,2366675.67,0
2010,fade4b12dc848337,47ddcb9d9a574288,10,1_4,244785,1510,1284,19282,11283,35638,342,40.748,15.93,3.56,0,0,SOLE_PROP,2042130.53,0
2022,aeabbbed5bb030b1,9931f31d01fb80e8,28,250_499,309873,3237,1083,6868,23295,15056,1249,91.557,33.94,4.5,0,0,LLC,1265339.35,0
2011,54533d9f76d49944,81b1754cbb39ec8f,85,10_19,322193,256,3003,18074,24274,11625,20551,89.521,21.48,12.01,0,0,PARTNERSHIP,688750.99,0
2018,4d7ac91d31e143fc,681497b0f0027636,90,100_249,907370,1048,2360,24089,12356,711,10873,124.422,26.16,17.67,0,0,CORPORATION,1528686.28,0
2010,6fc8a4c3e661eb81,e662a0d6ee5621a4,80,250_499,195544,2798,1065,5280,2462,41497,30213,58.684,77.3,19.78,0,0,SOLE_PROP,1754915.8,0
2011,851b66f3a962eaea,a238391f76ca9302,41,1_4,409210,1254,987,20838,4078,13452,19184,53.155,74.79,11.52,0,0,CORPORATION,1852512.37,0
2007,dd6667ae5c6b3e73,96a927666b747317,19,5_9,585018,488,471,19356,20080,24822,20639,50.542,14.07,2.99,1,1,CORPORATION,888858.97,0
2024,9cc20f6d0a3c9df7,0e9d1365aa771156,11,10_19,397296,1592,2605,5542,5861,39532,26541,82.555,28.01,11.52,0,0,CORPORATION,617894.14,0
2016,2da7ebd659a4cf84,18e77bb069e0baa6,32,500_999,559297,2065,1622,7369,19549,39302,24928,100.456,69.8,33.51,0,0,SOLE_PROP,1414416.96,0
2016,08a0625d4912084f,5308ef934a1591d2,97,1000_PLUS,727505,1176,3367,18868,16362,182,45636,87.561,86.33,80.02,0,0,LLC,2491555.94,0
2016,f5c42151e1249c89,71701f81ad8a026d,11,10_19,883339,4873,4938,16323,20852,41717,42128,28.699,85.53,39.89,0,0,LLC,1808183.09,0
2025,222487cd608eeaad,9dc32ca4119fb916,0,1_4,715717,4836,528,15850,16369,6701,6691,29.188,54.37,42.66,0,0,NONPROFIT,2010336.15,0
2008,7a1af11c183ae1bf,920c8777c8dd42bc,17,100_249,472126,819,1187,17499,2313,4157,35791,44.536,53.24,6.97,0,0,PARTNERSHIP,1516298.13,0
2010,8c26c31717ae0c05,21049731b0b0241e,90,10_19,773563,1227,2645,21416,12584,29106,22300,151.273,88.24,15.05,0,0,LLC,1020816.96,0
2022,71abaa8045e21acc,6e8bafab0b6f97ca,72,250_499,276605,2645,3683,4662,14979,6560,43405,88.496,78.5,56.68,0,0,LLC,2350483.94,0
2025,5b67ef53ad81de58,a23a337dd2c6b39d,12,250_499,878282,4684,3619,24756,16363,10085,6101,169.196,24.23,16.57,0,0,COOP,138813.01,0
2023,ed47e3e4fd87d715,6897bbd4dae42fc1,52,1000_PLUS,820057,3701,3073,12582,19296,34267,24301,54.59,35.77,3.79,0,0,NONPROFIT,265529.17,0
2024,d4d61ad18df213b1,d4d00290df048290,86,250_499,663873,4885,177,20836,11686,28861,15416,198.527,93.22,88.31,0,1,CORPORATION,565383.47,0
2016,0dedd671e9b08687,08c321cb3f767992,14,1_4,568197,4666,2724,5231,17236,23972,15561,160.03,71.74,18.73,0,0,CORPORATION,1533391.57,0
2013,86973cff1e7c12fe,916b0bd3a4094852,46,5_9,425087,3581,2057,6535,17403,48875,43123,33.639,38.9,5.53,0,0,CORPORATION,739012.19,0
2017,0d7a4965ae13f83f,0f306e25755bf238,43,50_99,898114,1369,3163,19023,13842,35127,30133,84.962,51.23,30.31,1,1,COOP,1261316.82,0
2025,0451f85cdedcc76c,252e01f3e75ce785,38,50_99,347796,968,4880,2078,13064,7952,41603,106.654,59.46,37.97,0,1,CORPORATION,2175562.54,0
2011,ca8e9c757a2be066,d1ff33450459f476,49,20_49,253979,1180,762,9833,2620,33371,30818,20.323,3.69,1.51,1,0,CORPORATION,2276846.58,0
2019,921575b9dedcd4b6,48636e73cd07c139,53,100_249,379859,4325,3260,18940,13570,15748,6401,44.235,65.35,10.92,0,1,LLC,1638715.41,0
2025,4d4368bfbdfc4fc5,f9e57531799fa900,45,1_4,174487,722,957,9560,7517,25898,14785,149.623,64.7,30.9,0,0,SOLE_PROP,2469851.57,0
2022,d6a4a6747293e565,f0df1d80afebd00d,38,20_49,757950,29,1991,1941,3328,4200,2775,31.417,5.7,3.27,0,0,COOP,2178571.56,0
2015,33cdb5539e673b08,f9d0618eb9c4bce6,96,20_49,703704,1247,4312,24731,5327,19518,42384,26.786,93.4,9.44,0,0,SOLE_PROP,2420863.52,1
2016,5b3246a9e7198ca5,e7174b4386e0baca,28,1_4,356941,633,141,15855,7663,27958,39629,114.685,32.91,30.3,0,0,PARTNERSHIP,665431.81,1
2022,0adbcdb17bc3a85c,fc1b5242ca24e518,70,50_99,628794,3895,2402,9044,19383,33453,43184,25.657,18.53,2.72,0,0,SOLE_PROP,944288.83,1
2006,c6aa34f4e61ea9b7,584658d2f2850044,86,10_19,981699,4332,2871,2752,5389,21528,35216,107.151,46.23,20.61,0,0,CORPORATION,1065728.06,0
2008,98aa397d551dd5d1,a1143f42ccdf2b89,37,1_4,747169,4816,3549,18870,16381,2993,49577,183.019,67.31,63.49,0,0,SOLE_PROP,787981.27,0
2016,482b9e79bb535cb0,4e826414f9e68903,97,1_4,690800,896,447,19241,21675,24553,12286,126.36,68.72,26.38,1,0,LLC,402282.46,0
2011,56aeb4bfb296b450,e7c353abaff217e3,40,250_499,191723,673,1746,13783,1048,24818,32428,42.619,69.41,31.08,0,0,LLC,2384194.37,0
2025,c8aeb755e9414904,7b4fa1e7fa37441a,85,1000_PLUS,242587,110,382,12114,8876,21271,28991,175.229,91.66,10.54,1,0,PARTNERSHIP,2492299.44,0
