civ_part_reference_year,civ_part_instrument_type_code,civ_part_topic_policy_area_code,civ_part_submission_date,civ_part_member_state_iso2,civ_part_petition_id_hash,civ_part_signatures_count,civ_part_signature_threshold_reached_flag,civ_part_eci_registration_decision_code,civ_part_response_publication_date,civ_part_consultation_id_hash,civ_part_responses_count,civ_part_stakeholder_group_code,civ_part_ngos_participation_count,civ_part_business_participation_count,civ_part_citizen_participation_count,civ_part_feedback_summary_published_flag,civ_part_follow_up_action_code,civ_part_source_portal,civ_part_data_extract_date
2017,PETITION,ENERGY,2017-04-27,PT,51a2c902006a1cc641c8f2ed,1156599,0,,,,6066,ACADEMIA,328,989,111140,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-11-14
2018,PETITION,CONSUMER,2018-10-08,CZ,3facec5d1963854568b989b8,957991,1,,,,25675,NGO,126,924,14949,1,REVIEW,EUROPA_FORUMS,2025-08-08
2019,PETITION,HEALTH,2019-01-06,LT,51097f4c369f5e1e5e18c7ca,1524359,0,,2019-09-21,,134623,BUSINESS,123,60,64667,1,FUNDING_CALL,ECI_REGISTER,2025-11-09
2020,PETITION,COMPETITION,2020-03-24,AT,c7a1fcf0a34c6315485847ab,45147,0,,2020-09-05,,149414,CITIZENS,62,72,156114,0,NO_ACTION,EU_PETITIONS_PORTAL,2024-05-01
2021,PETITION,TRANSPORT,2021-05-27,GR,73c7eb7579e3e56ddc050f6f,1591180,0,,2022-08-23,,149160,MIXED,652,608,139474,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-08-02
2022,PETITION,DATA_GOV,2022-05-13,RO,3f810756e11cd744d1cbb7bd,676191,1,,,,101845,PUBLIC_AUTHORITY,566,623,16122,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-11-24
2023,PETITION,FINANCE,2023-10-13,DK,7ca6d515435ca1adc7949aa6,1151736,0,,2024-09-12,,106029,ACADEMIA,434,800,115622,1,IMPLEMENTATION,EUROPA_FORUMS,2024-01-06
2024,PETITION,SPACE,2024-02-19,LU,3193c1a2ea8b0b518a6fc986,673267,0,,2024-11-23,,77651,NGO,444,472,24316,1,REVIEW,ECI_REGISTER,2025-11-09
2025,PETITION,AGRICULTURE,2025-07-10,BE,82404ed68fee0743bfc65aff,1292212,1,,,,78903,BUSINESS,333,830,12104,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2026-01-16
2012,PETITION,DIGITAL,2012-09-03,HU,d5787c17914442baf7a10cbf,1641943,1,,,,34323,CITIZENS,33,330,249426,1,NO_ACTION,OPEN_DATA_PORTAL,2024-01-11
2013,PETITION,MIGRATION,2013-06-11,SK,fa0cea92895432ac732b6cc0,32611,0,,,,127738,MIXED,944,856,182160,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-12-03
2014,PETITION,CLIMATE,2014-02-07,EE,213b8efe0ea02d164a44e4e4,608030,1,,2015-02-11,,106234,PUBLIC_AUTHORITY,446,97,138104,1,COMMUNICATION,EUROPA_FORUMS,2025-06-18
2015,PETITION,SECURITY,2015-10-07,MT,bb4b2123f78736d582656087,1233752,0,,,,85690,ACADEMIA,288,203,138682,1,IMPLEMENTATION,ECI_REGISTER,2026-02-05
2016,PETITION,ENERGY,2016-05-19,BG,38e04a0bae40a7d750d0e984,1239264,0,,2016-10-27,,115390,NGO,94,24,100163,1,REVIEW,EU_PETITIONS_PORTAL,2025-11-21
2017,PETITION,CONSUMER,2017-09-18,IE,1dbf84d65410c390da8eab88,1129361,1,,,,103848,BUSINESS,382,1164,55675,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-12-09
2018,PETITION,HEALTH,2018-09-01,SI,780bc8d056155d0aea00f777,636827,1,,,,80553,CITIZENS,626,858,52898,1,NO_ACTION,YOUR_VOICE_EUROPE,2024-06-23
2019,PETITION,COMPETITION,2019-03-20,FI,5e43c616ad225e84fc04f8f9,705211,1,,2019-12-03,,51135,MIXED,530,102,252132,1,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2025-04-13
2020,PETITION,TRANSPORT,2020-10-27,NL,a70993b1f7501066a6f050c5,1241007,1,,2021-12-09,,142040,PUBLIC_AUTHORITY,337,704,23081,0,COMMUNICATION,ECI_REGISTER,2024-04-09
2021,PETITION,DATA_GOV,2021-09-06,HR,b664a71ac1d4372917abc2a3,1081702,0,,2022-08-15,,96952,ACADEMIA,368,953,20397,1,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-08-11
2022,PETITION,FINANCE,2022-10-15,IT,a0d56714f6630cfa78f941e3,986687,1,,2023-05-12,,70034,NGO,562,717,86590,0,REVIEW,OPEN_DATA_PORTAL,2024-06-23
2023,PETITION,SPACE,2023-10-24,ES,d362c30a7d92426097f5f4f0,1317956,1,,2025-01-03,,112855,BUSINESS,217,2334,35412,0,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-07-15
2024,PETITION,AGRICULTURE,2024-01-01,FR,caa4d82f57d645c9de752b49,24129,0,,,,77258,CITIZENS,87,94,275972,0,NO_ACTION,EUROPA_FORUMS,2025-03-22
2025,PETITION,DIGITAL,2025-08-04,PL,0c4db687e1387ea925d7d1ae,1491087,0,,,,473,MIXED,1400,1918,3088,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-06-27
2012,PETITION,MIGRATION,2012-12-12,CY,6021580d3be8d95aeeb91662,137930,0,,,,38978,PUBLIC_AUTHORITY,188,1152,114822,0,COMMUNICATION,EU_PETITIONS_PORTAL,2024-02-21
2013,PETITION,CLIMATE,2013-08-28,LV,52c6f78baebee26e4a8802c6,338980,0,,,,88128,ACADEMIA,509,1062,112410,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-01-05
2014,PETITION,SECURITY,2014-11-02,SE,5bb54adb6a46576a6d9980b1,1010218,0,,2015-04-27,,134700,NGO,960,275,20813,1,REVIEW,YOUR_VOICE_EUROPE,2024-09-04
2015,PETITION,ENERGY,2015-05-12,DE,42ed4282abc90d096e2250af,24605,0,,2016-09-12,,64837,BUSINESS,387,1424,131918,0,FUNDING_CALL,EUROPA_FORUMS,2024-10-04
2016,PETITION,CONSUMER,2016-04-14,PT,acd792b7b2403b65c58a6f55,1309920,1,,,,39238,CITIZENS,238,537,135892,1,NO_ACTION,ECI_REGISTER,2025-08-06
2017,PETITION,HEALTH,2017-11-04,CZ,907cd59906003c2b0cf1e5b6,301760,1,,2018-03-16,,66620,MIXED,1314,856,152722,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2026-01-10
2018,PETITION,COMPETITION,2018-12-13,LT,c5f20c61eb81fcfc1ca63a8a,1551717,0,,2019-09-11,,112239,PUBLIC_AUTHORITY,603,62,91855,1,COMMUNICATION,OPEN_DATA_PORTAL,2025-04-07
2019,PETITION,TRANSPORT,2019-02-21,AT,982b2e65fde7f030673b708f,1239880,0,,2019-11-27,,25921,ACADEMIA,393,559,131352,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-12-05
2020,PETITION,DATA_GOV,2020-09-27,GR,08b78f37f422e6363ebd46e8,37839,0,,2021-09-30,,99568,NGO,234,632,76753,0,REVIEW,EUROPA_FORUMS,2024-02-10
2021,PETITION,FINANCE,2021-02-09,RO,73afb9e58397935b847ee83c,1680166,0,,2021-03-19,,79144,BUSINESS,344,898,27533,0,FUNDING_CALL,ECI_REGISTER,2025-12-09
2022,PETITION,SPACE,2022-03-02,DK,d78ff78a12ab0b2ed3ba58db,1304704,1,,2022-08-23,,46186,CITIZENS,10,544,232766,0,NO_ACTION,EU_PETITIONS_PORTAL,2024-07-05
2023,PETITION,AGRICULTURE,2023-10-26,LU,7c3fa78957874200d6e576a3,1446125,0,,2024-10-04,,37479,MIXED,632,1432,142294,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-04-03
2024,PETITION,DIGITAL,2024-03-24,BE,187a4c78b30991830431a94e,1621485,1,,,,78875,PUBLIC_AUTHORITY,380,205,121110,1,COMMUNICATION,YOUR_VOICE_EUROPE,2024-01-27
2025,PETITION,MIGRATION,2025-03-24,HU,7dc73ad2256527e411be0ab9,324957,1,,2025-08-28,,85093,ACADEMIA,687,584,40114,1,IMPLEMENTATION,EUROPA_FORUMS,2024-11-24
2012,PETITION,CLIMATE,2012-05-08,SK,e9adfd31e45b4df80aeecd5c,1283378,0,,2012-08-20,,23638,NGO,548,442,65350,0,REVIEW,ECI_REGISTER,2024-10-09
2013,PETITION,SECURITY,2013-11-04,EE,633ec98a44351148074e4fd7,336646,1,,2014-06-09,,77522,BUSINESS,263,182,81821,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2024-01-20
2014,PETITION,ENERGY,2014-03-14,MT,08a6d382f2be2e29e77937cd,305246,0,,,,100303,CITIZENS,301,1122,114280,1,NO_ACTION,OPEN_DATA_PORTAL,2024-04-05
2015,PETITION,CONSUMER,2015-08-24,BG,ad92f14137e12065f76c2172,1308559,1,,,,66843,MIXED,368,1378,163076,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-10-16
2016,PETITION,HEALTH,2016-04-06,IE,9cbea47d028c23189d76a8d7,74378,0,,,,45488,PUBLIC_AUTHORITY,327,972,81427,0,COMMUNICATION,EUROPA_FORUMS,2025-02-13
2017,PETITION,COMPETITION,2017-02-10,SI,3e227c33b6c519c8c7cef3b6,1373506,0,,,,115847,ACADEMIA,294,139,88598,1,IMPLEMENTATION,ECI_REGISTER,2025-04-22
2018,PETITION,TRANSPORT,2018-08-22,FI,ff502c84a447c762996e67b0,22186,0,,,,117037,NGO,1438,952,96818,0,REVIEW,EU_PETITIONS_PORTAL,2025-12-31
2019,PETITION,DATA_GOV,2019-09-01,NL,116f166148ab1f67559abc06,378149,0,,,,92693,BUSINESS,156,388,68931,1,FUNDING_CALL,OPEN_DATA_PORTAL,2026-01-22
2020,PETITION,FINANCE,2020-10-23,HR,cbcf7d6ce4afe848039ec59e,304775,0,,2021-01-03,,65674,CITIZENS,659,478,108808,1,NO_ACTION,YOUR_VOICE_EUROPE,2025-03-21
2021,PETITION,SPACE,2021-05-16,IT,4110d795cf9194ffb39e8130,1264548,0,,2022-07-06,,33496,MIXED,796,80,122330,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-09-01
2022,PETITION,AGRICULTURE,2022-05-17,ES,4eab52df276f0daa988937cf,714615,0,,2023-01-22,,101216,PUBLIC_AUTHORITY,181,1008,71292,0,COMMUNICATION,ECI_REGISTER,2024-12-09
2023,PETITION,DIGITAL,2023-10-02,FR,0c20a00c50a29e0e5e4853e8,878213,1,,2023-12-22,,4700,ACADEMIA,240,285,52420,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-11-26
2024,PETITION,MIGRATION,2024-08-16,PL,5b29a52974973b6b7bc0aeb9,1096842,1,,2025-09-10,,59649,NGO,1398,253,45078,0,REVIEW,OPEN_DATA_PORTAL,2025-08-25
2025,PETITION,CLIMATE,2025-05-18,CY,f26117d29bfb58c11e2728ca,1336412,1,,2025-12-01,,1975,BUSINESS,453,326,94483,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-04-17
2012,PETITION,SECURITY,2012-03-16,LV,f8a0d1875506b870acc8efab,1231505,0,,2012-12-25,,33885,CITIZENS,48,677,131680,1,NO_ACTION,EUROPA_FORUMS,2025-10-15
2013,PETITION,ENERGY,2013-05-23,SE,ceb8250dcc0f99b3a43dcb31,1403210,0,,2013-11-21,,69855,MIXED,620,2098,168894,0,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2024-10-20
2014,PETITION,CONSUMER,2014-11-20,DE,c1b0560952766c317c883779,584033,1,,,,65908,PUBLIC_AUTHORITY,472,177,128636,0,COMMUNICATION,EU_PETITIONS_PORTAL,2025-04-25
2015,PETITION,HEALTH,2015-05-01,PT,3533b6252c8b4cfb0a3eadd1,600860,0,,2015-06-03,,46359,ACADEMIA,765,919,128218,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-02-01
2016,PETITION,COMPETITION,2016-07-24,CZ,b8c7541cf2079c46fe2308c2,1269516,0,,,,87452,NGO,734,508,97042,1,REVIEW,YOUR_VOICE_EUROPE,2025-09-19
2017,PETITION,TRANSPORT,2017-01-09,LT,0a06fb68286586c0e2787a24,1157430,1,,2018-06-08,,136185,BUSINESS,669,1148,148638,0,FUNDING_CALL,EUROPA_FORUMS,2024-12-06
2018,PETITION,DATA_GOV,2018-03-22,AT,4c617c87308ef6d27802b9ca,574248,0,,2019-03-31,,10499,CITIZENS,282,1184,5072,1,NO_ACTION,ECI_REGISTER,2025-05-14
2019,PETITION,FINANCE,2019-05-07,GR,f1c087fc7e7f395ea1cd7c37,1570375,0,,,,79860,MIXED,1446,290,127788,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2024-09-23
2020,PETITION,SPACE,2020-06-19,RO,da210e3c8f5a4afc34e5790f,543748,0,,,,109261,PUBLIC_AUTHORITY,364,259,80206,0,COMMUNICATION,OPEN_DATA_PORTAL,2024-03-27
2021,PETITION,AGRICULTURE,2021-10-25,DK,721c953359529c3e417d309c,1539001,1,,2022-12-19,,116707,ACADEMIA,213,242,84178,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2025-09-11
2022,PETITION,DIGITAL,2022-01-16,LU,43ceed148d3f90ecf9aa9fbc,1607859,1,,2022-09-24,,81954,NGO,1436,360,13204,0,REVIEW,EUROPA_FORUMS,2024-05-23
2023,PETITION,MIGRATION,2023-09-06,BE,b7a7540f5c1dd2b9f40e937d,708895,0,,,,17746,BUSINESS,400,1066,132095,1,FUNDING_CALL,ECI_REGISTER,2025-10-03
2024,PETITION,CLIMATE,2024-08-14,HU,8359c0f8e373bf5aa76a1656,743766,0,,,,55317,CITIZENS,259,106,141012,1,NO_ACTION,EU_PETITIONS_PORTAL,2024-06-10
2025,PETITION,SECURITY,2025-04-21,SK,a4ed157fa5462216171a0a78,1190492,0,,,,11742,MIXED,784,418,182294,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-08-23
2012,PETITION,ENERGY,2012-08-03,EE,0c4bfdc018d01bdf80dabf02,1179862,1,,,,68036,PUBLIC_AUTHORITY,736,75,9948,0,COMMUNICATION,YOUR_VOICE_EUROPE,2025-09-05
2013,PETITION,CONSUMER,2013-08-03,MT,a1d1882a14392b785d2b2195,1509018,0,,,,120540,ACADEMIA,33,209,87383,1,IMPLEMENTATION,EUROPA_FORUMS,2025-09-07
2014,PETITION,HEALTH,2014-03-24,BG,e2e1e61d4de55fb657014fd2,1278324,0,,,,16388,NGO,1264,227,127085,0,REVIEW,ECI_REGISTER,2025-10-01
2015,PETITION,COMPETITION,2015-08-13,IE,9748eb3f20c078e401ac5a88,1307453,1,,2016-08-24,,34425,BUSINESS,176,256,93962,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-04-11
2016,PETITION,TRANSPORT,2016-09-16,SI,b367b6e8f53d96c592f62f40,77698,0,,,,15572,CITIZENS,18,410,163464,1,NO_ACTION,OPEN_DATA_PORTAL,2025-03-08
2017,PETITION,DATA_GOV,2017-03-16,FI,e40cc41db0a6aa3a41c1c5e1,653799,1,,2017-10-04,,91002,MIXED,1112,1448,15134,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2025-12-23
2018,PETITION,FINANCE,2018-07-11,NL,b3531459ddda9a1ebc85cdf5,743505,0,,2018-12-26,,95965,PUBLIC_AUTHORITY,302,765,67490,1,COMMUNICATION,EUROPA_FORUMS,2024-09-18
2019,PETITION,SPACE,2019-11-16,HR,8032f438183d99fb6854ff01,999771,0,,2021-01-19,,66310,ACADEMIA,117,525,28249,1,IMPLEMENTATION,ECI_REGISTER,2025-06-12
2020,PETITION,AGRICULTURE,2020-03-18,IT,6e612db0e2c6bd25d3ef85bd,1213684,1,,2021-02-07,,132443,NGO,814,766,11420,1,REVIEW,EU_PETITIONS_PORTAL,2026-02-19
2021,PETITION,DIGITAL,2021-11-10,ES,ce87f6bbb9f5eecadca2d9a9,802575,0,,2023-03-28,,24480,BUSINESS,659,1970,101890,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-12-22
2022,PETITION,MIGRATION,2022-09-23,FR,f1aad0f69abf9ee1aeb7f36c,1221771,1,,2022-11-03,,123132,CITIZENS,20,378,55080,0,NO_ACTION,YOUR_VOICE_EUROPE,2024-06-01
2023,PETITION,CLIMATE,2023-11-24,PL,f8fcedbcfb03770f379f5b90,1024496,1,,2024-05-24,,30919,MIXED,224,1876,44638,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-08-30
2024,PETITION,SECURITY,2024-12-14,CY,bc00c035c20cd0e1d5dd6f34,967677,1,,2025-03-06,,65372,PUBLIC_AUTHORITY,133,102,48030,1,COMMUNICATION,ECI_REGISTER,2024-12-07
2025,PETITION,ENERGY,2025-02-09,LV,1b5cc12d23bfbbb6f2117f40,632020,0,,2025-12-23,,144793,ACADEMIA,369,737,106183,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2025-04-25
2012,PETITION,CONSUMER,2012-12-08,SE,5e1734e734c9752d0fedf135,1007801,0,,2013-09-11,,51306,NGO,1540,75,121334,0,REVIEW,OPEN_DATA_PORTAL,2024-11-24
2013,PETITION,HEALTH,2013-10-28,DE,65312bd4565010ca37bf4c1a,646390,1,,2014-04-16,,86367,BUSINESS,364,1354,99528,0,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-01-02
2014,PETITION,COMPETITION,2014-06-17,PT,acdfd7c0bdafe25ffc25a27c,310668,0,,2014-08-16,,108144,CITIZENS,575,173,77740,1,NO_ACTION,EUROPA_FORUMS,2024-05-17
2015,PETITION,TRANSPORT,2015-06-01,CZ,7efbb917961a492b6a10f440,751901,1,,2015-07-10,,82158,MIXED,292,804,26126,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2025-04-02
2016,PETITION,DATA_GOV,2016-02-08,LT,70e21786131b5bda4970f356,1202481,1,,,,28573,PUBLIC_AUTHORITY,142,155,33191,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-04-10
2017,PETITION,FINANCE,2017-12-11,AT,996eb455c6916d3c8942d40d,1232329,0,,2018-05-12,,43517,ACADEMIA,123,970,72257,0,IMPLEMENTATION,OPEN_DATA_PORTAL,2024-04-28
2018,PETITION,SPACE,2018-03-23,GR,91bc6342cc822a5ef02d0f76,656546,1,,,,9133,NGO,312,667,147972,1,REVIEW,YOUR_VOICE_EUROPE,2024-03-18
2019,PETITION,AGRICULTURE,2019-05-23,RO,12f73c95286451e43f3a649f,1416728,1,,2020-07-22,,11157,BUSINESS,7,1364,58300,1,FUNDING_CALL,EUROPA_FORUMS,2025-11-27
2020,PETITION,DIGITAL,2020-05-18,DK,916b1335ea1bc9b3731a2fd7,1474435,0,,2021-02-28,,118351,CITIZENS,567,309,212478,0,NO_ACTION,ECI_REGISTER,2024-10-02
2021,PETITION,MIGRATION,2021-08-06,LU,b5f33e44d2cefebebf86da1e,653092,1,,,,51960,MIXED,1466,446,162902,0,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2026-01-18
2022,PETITION,CLIMATE,2022-06-21,BE,b819428ee0be18132e7261ea,593078,1,,2022-09-15,,120030,PUBLIC_AUTHORITY,227,460,2273,1,COMMUNICATION,OPEN_DATA_PORTAL,2026-01-19
2023,PETITION,SECURITY,2023-11-07,HU,52d105c1f79c610518fe6fcf,690943,1,,2024-02-14,,72708,ACADEMIA,170,578,95140,0,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-05-30
2024,PETITION,ENERGY,2024-01-24,SK,710b1e828b02d22c3effe83f,485436,0,,,,50241,NGO,122,1108,105344,1,REVIEW,EUROPA_FORUMS,2024-06-19
2025,PETITION,CONSUMER,2025-07-08,EE,2f6824b4276209de20232fd3,830613,0,,2025-10-15,,147453,BUSINESS,670,1616,8805,1,FUNDING_CALL,ECI_REGISTER,2024-03-28
2012,PETITION,HEALTH,2012-08-23,MT,7442e709af3f7f5461e1da1d,131210,0,,2013-08-17,,117659,CITIZENS,400,177,190742,0,NO_ACTION,EU_PETITIONS_PORTAL,2024-07-05
2013,PETITION,COMPETITION,2013-02-21,BG,7ca90c539f4796f20c9252c0,501848,0,,,,108285,MIXED,978,1204,180196,1,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2025-07-24
2014,PETITION,TRANSPORT,2014-02-04,IE,fc6f85c340f3e1bf736f36c9,985042,1,,,,86703,PUBLIC_AUTHORITY,610,939,109793,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-03-11
2015,PETITION,DATA_GOV,2015-11-27,SI,d4c4df2a5418e7e518fcf398,1657218,0,,,,98084,ACADEMIA,89,457,32376,1,IMPLEMENTATION,EUROPA_FORUMS,2024-08-23
2016,PETITION,FINANCE,2016-10-18,FI,ffdbede0fd2f910d2a4e3b21,1173911,0,,2017-07-25,,20711,NGO,838,262,65472,0,REVIEW,ECI_REGISTER,2026-02-03
2017,PETITION,SPACE,2017-12-04,NL,5ce323a1782ddc32ff3222d0,1441251,1,,2018-05-07,,37237,BUSINESS,356,1712,82598,1,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-06-01
2018,PETITION,AGRICULTURE,2018-11-19,HR,587de9bacd9fde4e5f55817a,1518202,1,,2019-08-26,,30713,CITIZENS,95,989,37598,1,NO_ACTION,OPEN_DATA_PORTAL,2025-04-07
2019,PETITION,DIGITAL,2019-12-27,IT,b6a4d2786ebfb4cc13252033,65812,0,,,,140658,MIXED,794,32,173394,1,LEGISLATIVE_PROPOSAL,YOUR_VOICE_EUROPE,2024-01-09
2020,PETITION,MIGRATION,2020-01-08,ES,9b661ddea083cdbb3ee020af,307076,0,,,,14595,PUBLIC_AUTHORITY,599,1070,143145,1,COMMUNICATION,EUROPA_FORUMS,2024-10-11
2021,PETITION,CLIMATE,2021-04-19,FR,43d2ee1ee9627bdc025b6e8b,612327,1,,2021-11-14,,113398,ACADEMIA,99,917,129570,1,IMPLEMENTATION,ECI_REGISTER,2025-06-18
2022,PETITION,SECURITY,2022-03-24,PL,bd164348076c61a6aa7cf1fb,1447981,0,,2022-04-23,,51744,NGO,318,411,9809,1,REVIEW,EU_PETITIONS_PORTAL,2025-04-09
2023,PETITION,ENERGY,2023-08-22,CY,11a3389d000d40fd6dfb551d,455243,1,,2024-11-26,,131151,BUSINESS,122,1178,51935,1,FUNDING_CALL,OPEN_DATA_PORTAL,2024-02-16
2024,PETITION,CONSUMER,2024-10-28,LV,8f0731137097a9a71ede0242,1544401,0,,2025-08-14,,129276,CITIZENS,187,437,290446,0,NO_ACTION,YOUR_VOICE_EUROPE,2024-07-05
2025,PETITION,HEALTH,2025-11-25,SE,ded43360d39a8b28d614ab17,66277,1,,,,42259,MIXED,1474,2158,268404,0,LEGISLATIVE_PROPOSAL,EUROPA_FORUMS,2024-08-25
2012,PETITION,COMPETITION,2012-02-23,DE,79c50dc18b091a490f0540b5,1623365,1,,2013-03-29,,48510,PUBLIC_AUTHORITY,131,890,84900,1,COMMUNICATION,ECI_REGISTER,2024-06-09
2013,PETITION,TRANSPORT,2013-12-22,PT,0b59e3ebc73a0945828083b7,493957,1,,2014-07-12,,145813,ACADEMIA,418,484,128832,0,IMPLEMENTATION,EU_PETITIONS_PORTAL,2026-01-18
2014,PETITION,DATA_GOV,2014-02-14,CZ,69a7bb853253bfe6ccb56b0c,738726,1,,,,42606,NGO,766,300,67042,1,REVIEW,OPEN_DATA_PORTAL,2024-08-22
2015,PETITION,FINANCE,2015-10-09,LT,a7696869350b3b00269ad4f6,1443584,1,,,,138905,BUSINESS,233,2120,88468,1,FUNDING_CALL,YOUR_VOICE_EUROPE,2024-01-28
2016,PETITION,SPACE,2016-06-04,AT,e92baed351765c1b034e85da,99073,0,,,,148257,CITIZENS,86,184,273812,0,NO_ACTION,EUROPA_FORUMS,2024-03-04
2017,PETITION,AGRICULTURE,2017-08-03,GR,3e2786372ef5a44306e06b2c,925328,1,,2018-10-07,,149143,MIXED,92,76,116248,1,LEGISLATIVE_PROPOSAL,ECI_REGISTER,2024-04-22
2018,PETITION,DIGITAL,2018-06-04,RO,ea57c758f5a9d5ee96bfb0ae,1193692,0,,2019-03-02,,14668,PUBLIC_AUTHORITY,393,166,132118,1,COMMUNICATION,EU_PETITIONS_PORTAL,2024-10-12
2019,PETITION,MIGRATION,2019-08-19,DK,9a0bdd31558821ebf6d0159d,297248,0,,,,98313,ACADEMIA,90,1025,69247,1,IMPLEMENTATION,OPEN_DATA_PORTAL,2025-11-05
2020,PETITION,CLIMATE,2020-03-06,LU,57d98f1921bdf42ded8a72c6,1337831,1,,,,145392,NGO,1012,762,1045,0,REVIEW,YOUR_VOICE_EUROPE,2024-06-09
2021,PETITION,SECURITY,2021-05-20,BE,acae6f3f54030267247a6b64,1047286,0,,,,16247,BUSINESS,756,1890,82460,1,FUNDING_CALL,EUROPA_FORUMS,2025-07-26
2022,PETITION,ENERGY,2022-04-06,HU,0849c1c91194adba73b0ef60,1010062,0,,2022-06-04,,54738,CITIZENS,427,361,29090,1,NO_ACTION,ECI_REGISTER,2026-01-17
2023,PETITION,CONSUMER,2023-11-12,SK,5d21f48946f9ccc0d96dd483,235104,0,,2024-04-11,,51517,MIXED,970,376,34152,1,LEGISLATIVE_PROPOSAL,EU_PETITIONS_PORTAL,2026-01-30
2024,PETITION,HEALTH,2024-04-16,EE,72b9bcbf9e56178bb6ce7d9a,1369673,0,,2025-06-11,,35014,PUBLIC_AUTHORITY,166,219,2146,0,COMMUNICATION,OPEN_DATA_PORTAL,2024-10-03
2025,PETITION,COMPETITION,2025-08-13,MT,8987874df9d071ef573257ad,1227477,0,,,,18622,ACADEMIA,46,47,140755,1,IMPLEMENTATION,YOUR_VOICE_EUROPE,2024-07-02
2012,PETITION,TRANSPORT,2012-09-15,BG,0565645f1bf6b9918d05aec2,1014302,0,,2013-07-13,,47720,NGO,1474,739,149977,0,REVIEW,EUROPA_FORUMS,2025-12-12
2013,PETITION,DATA_GOV,2013-10-14,IE,269d24389121e4b1c0511c16,546965,0,,2014-11-16,,34553,BUSINESS,472,650,135651,1,FUNDING_CALL,ECI_REGISTER,2024-12-10
2014,PETITION,FINANCE,2014-06-28,SI,a57e41f3fde64b1866ce5090,1600767,1,,2014-11-07,,13500,CITIZENS,136,896,233630,1,NO_ACTION,EU_PETITIONS_PORTAL,2024-11-15
2015,PETITION,SPACE,2015-10-12,FI,dba6e89ee818a62d97175694,1089768,0,,,,52170,MIXED,1192,1150,297000,0,LEGISLATIVE_PROPOSAL,OPEN_DATA_PORTAL,2024-08-26
2016,PETITION,AGRICULTURE,2016-11-06,NL,eab6e089a5615e9de629a1e7,801051,0,,2017-06-28,,76360,PUBLIC_AUTHORITY,733,734,58236,0,COMMUNICATION,YOUR_VOICE_EUROPE,2024-04-02
2017,PETITION,DIGITAL,2017-08-18,HR,b6ee798da2d763cd394cc9b7,924705,1,,2017-12-09,,70723,ACADEMIA,702,464,141288,1,IMPLEMENTATION,EUROPA_FORUMS,2025-04-17
2018,PETITION,MIGRATION,2018-06-12,IT,8b7db6d2ac0027e8d5dd4aeb,77959,0,,2019-03-17,,119469,NGO,146,587,40280,1,REVIEW,ECI_REGISTER,2024-02-27
2019,PETITION,CLIMATE,2019-06-27,ES,565793e0efd47566c193facf,14811,0,,,,25599,BUSINESS,528,1836,7104,0,FUNDING_CALL,EU_PETITIONS_PORTAL,2025-01-28
2020,PETITION,SECURITY,2020-05-10,FR,55eac6f6d73f03fe670b555c,284329,0,,,,143631,CITIZENS,191,62,273052,1,NO_ACTION,OPEN_DATA_PORTAL,2024-05-27
