health_cb_reference_year,health_cb_country_of_treatment_iso2,health_cb_country_of_affiliation_iso2,health_cb_treatment_type_code,health_cb_prior_authorisation_required_flag,health_cb_cases_count,health_cb_reimbursement_amount_eur,health_cb_out_of_pocket_amount_eur,health_cb_waiting_time_avoidance_days,health_cb_patient_satisfaction_score,health_cb_denied_cases_count,health_cb_denial_reason_code,health_cb_appeals_count,health_cb_successful_appeals_count,health_cb_ehds_ready_flag,health_cb_ehealth_interoperability_flag,health_cb_data_source,health_cb_methodology_version,health_cb_last_update_date,health_cb_data_extract_date
2016,IT,RO,RARE_DISEASE_CARE,1,24630,50701444.51,4046963.4,108.85,4.73,4699,CAPACITY_LIMITS,1280,670,0,0,EHDS_PILOT,CBHC_V2,2022-10-21,2025-09-22
2017,PT,DK,TELECONSULTATION,0,6110,1052390.04,235181.76,194.39,3.89,201,INCOMPLETE_DOCUMENTS,78,37,1,1,PATIENT_SURVEY,CBHC_V1,2022-11-09,2024-10-28
2018,BE,LU,MATERNITY,0,44190,73463644.33,26985963.87,186.33,2.59,3997,ALTERNATIVE_AVAILABLE,1381,1005,1,0,NCP_REPORTING,CBHC_V3,2022-11-28,2024-12-21
2019,FI,BE,DIAGNOSTICS,0,35568,7220000.12,548156.9,217.8,3.53,5134,MEDICAL_JUSTIFICATION,1177,339,0,1,INSURANCE_FUND_ADMIN,CBHC_V2,2022-12-17,2024-08-18
2020,LV,HU,REHABILITATION,1,190,179708.48,60863.02,185.97,4.49,6,OTHER,1,0,0,0,EHDS_PILOT,CBHC_V1,2023-01-05,2025-05-08
2021,RO,SK,CANCER_CARE,1,35020,78499881.82,11352229.47,161.79,4.34,494,NOT_COVERED,144,58,0,1,PATIENT_SURVEY,CBHC_V3,2023-01-24,2024-03-22
2022,BG,EE,PLANNED_SURGERY,1,7380,19633108.17,3340210.22,46.9,4.67,1258,NO_PRIOR_AUTHORISATION,103,37,1,1,NCP_REPORTING,CBHC_V2,2023-02-12,2024-12-28
2023,FR,MT,DENTAL,1,45978,47661597.87,6477915.92,71.22,3.63,5740,CAPACITY_LIMITS,1614,594,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2023-03-03,2026-02-24
2024,LT,BG,RARE_DISEASE_CARE,1,509,870166.2,66587.56,21.04,4.3,101,INCOMPLETE_DOCUMENTS,12,6,0,1,EHDS_PILOT,CBHC_V3,2023-03-22,2026-01-18
2025,SK,IE,TELECONSULTATION,1,32329,64618154.09,7926502.15,154.8,3.29,3581,ALTERNATIVE_AVAILABLE,923,409,1,1,PATIENT_SURVEY,CBHC_V2,2023-04-10,2025-05-21
2006,HR,SI,MATERNITY,0,4466,2511559.74,432000.21,103.27,4.77,209,MEDICAL_JUSTIFICATION,13,9,0,0,NCP_REPORTING,CBHC_V1,2023-04-29,2024-08-08
2007,DE,FI,DIAGNOSTICS,0,22452,30038510.48,8555381.1,51.71,2.57,1266,OTHER,501,246,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2023-05-18,2025-08-30
2008,LU,NL,REHABILITATION,0,18998,13573103.45,2673063.62,23.52,4.53,881,NOT_COVERED,347,186,0,0,EHDS_PILOT,CBHC_V2,2023-06-06,2024-07-11
2009,SI,HR,CANCER_CARE,1,34913,102934557.97,16864455.55,52.49,4.13,5553,NO_PRIOR_AUTHORISATION,756,198,0,0,PATIENT_SURVEY,CBHC_V1,2023-06-25,2024-06-23
2010,CY,IT,PLANNED_SURGERY,1,29026,48434052.59,8143915.65,272.4,4.97,5683,CAPACITY_LIMITS,2616,816,0,0,NCP_REPORTING,CBHC_V3,2023-07-14,2024-02-22
2011,GR,ES,DENTAL,0,4854,5804591.8,692326.73,193.47,2.79,105,INCOMPLETE_DOCUMENTS,9,4,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2023-08-02,2024-09-11
2012,MT,FR,RARE_DISEASE_CARE,1,8615,20004311.45,1206209.96,166.91,3.86,804,ALTERNATIVE_AVAILABLE,249,132,0,0,EHDS_PILOT,CBHC_V1,2023-08-21,2024-06-30
2013,ES,PL,TELECONSULTATION,0,33597,44176233.77,10673375.77,186.19,3.91,5050,MEDICAL_JUSTIFICATION,802,555,0,0,PATIENT_SURVEY,CBHC_V3,2023-09-09,2024-08-01
2014,CZ,CY,MATERNITY,0,20821,15029303.33,3319309.26,82.86,3.66,1735,OTHER,242,112,0,0,NCP_REPORTING,CBHC_V2,2023-09-28,2025-09-07
2015,HU,LV,DIAGNOSTICS,0,17392,20583687.91,7081376.35,172.51,4.57,1034,NOT_COVERED,487,299,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2023-10-17,2025-05-30
2016,NL,SE,REHABILITATION,1,29071,23151998.59,7774362.14,152.92,3.51,2360,NO_PRIOR_AUTHORISATION,606,255,0,0,EHDS_PILOT,CBHC_V3,2023-11-05,2025-02-21
2017,SE,DE,CANCER_CARE,0,9749,21505913.38,4618239.66,13.66,3.3,104,CAPACITY_LIMITS,10,7,0,0,PATIENT_SURVEY,CBHC_V2,2023-11-24,2025-10-25
2018,DK,PT,PLANNED_SURGERY,1,15959,11475721.54,2701918.16,252.25,4.01,3115,INCOMPLETE_DOCUMENTS,782,522,0,0,NCP_REPORTING,CBHC_V1,2023-12-13,2024-10-16
2019,IE,CZ,DENTAL,0,6909,1870652.29,547773.49,161.47,5.05,798,ALTERNATIVE_AVAILABLE,197,135,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2024-01-01,2024-06-11
2020,PL,LT,RARE_DISEASE_CARE,1,4890,14250093.11,770000.8,14.94,3.01,760,MEDICAL_JUSTIFICATION,109,77,0,0,EHDS_PILOT,CBHC_V2,2024-01-20,2025-04-05
2021,AT,AT,TELECONSULTATION,0,41510,38530806.87,7376623.17,70.96,3.84,1899,OTHER,421,292,1,1,PATIENT_SURVEY,CBHC_V1,2024-02-08,2024-08-27
2022,EE,GR,MATERNITY,0,9623,6024582.44,313095.58,97.44,2.59,836,NOT_COVERED,256,75,1,1,NCP_REPORTING,CBHC_V3,2024-02-27,2025-08-12
2023,IT,RO,DIAGNOSTICS,0,33216,62290447.45,3700254.53,3.6,4.09,3497,NO_PRIOR_AUTHORISATION,1828,988,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2024-03-17,2024-03-28
2024,PT,DK,REHABILITATION,0,19077,21563170.99,7284427.44,64.99,3.01,2438,CAPACITY_LIMITS,452,204,1,0,EHDS_PILOT,CBHC_V1,2024-04-05,2025-08-19
2025,BE,LU,CANCER_CARE,1,1908,3278636.6,179534.27,164.73,5.14,370,INCOMPLETE_DOCUMENTS,124,74,0,1,PATIENT_SURVEY,CBHC_V3,2024-04-24,2024-06-23
2006,FI,BE,PLANNED_SURGERY,0,779,1523787.03,526788.61,20.49,2.38,81,ALTERNATIVE_AVAILABLE,17,7,0,0,NCP_REPORTING,CBHC_V2,2024-05-13,2024-06-18
2007,LV,HU,DENTAL,0,20326,43808282.08,12399821.51,9.43,4.19,1549,MEDICAL_JUSTIFICATION,581,435,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2024-06-01,2024-01-01
2008,RO,SK,RARE_DISEASE_CARE,1,3472,2126778.95,161769.82,48.56,3.39,522,OTHER,98,28,1,1,EHDS_PILOT,CBHC_V3,2024-06-20,2024-05-02
2009,BG,EE,TELECONSULTATION,0,15150,16695428.38,5395124.47,101.31,3.96,871,NOT_COVERED,429,171,0,0,PATIENT_SURVEY,CBHC_V2,2024-07-09,2025-06-10
2010,FR,MT,MATERNITY,0,46885,43615410.24,12311494.04,95.54,4.73,5041,NO_PRIOR_AUTHORISATION,1977,639,0,0,NCP_REPORTING,CBHC_V1,2024-07-28,2025-03-17
2011,LT,BG,DIAGNOSTICS,1,5254,9405558.95,1178117.37,1.95,2.69,656,CAPACITY_LIMITS,145,107,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2024-08-16,2024-11-01
2012,SK,IE,REHABILITATION,1,10668,17945069.59,5116643.79,22.45,3.03,730,INCOMPLETE_DOCUMENTS,72,44,0,0,EHDS_PILOT,CBHC_V2,2024-09-04,2024-10-31
2013,HR,SI,CANCER_CARE,1,12561,31134229.13,9375429.69,184.0,3.7,2457,ALTERNATIVE_AVAILABLE,532,374,1,0,PATIENT_SURVEY,CBHC_V1,2024-09-23,2024-04-05
2014,DE,FI,PLANNED_SURGERY,1,30070,74118997.63,8859929.39,289.69,5.08,739,MEDICAL_JUSTIFICATION,202,80,0,0,NCP_REPORTING,CBHC_V3,2024-10-12,2025-04-17
2015,LU,NL,DENTAL,0,11193,5620408.39,370906.05,159.4,4.63,138,OTHER,71,36,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2024-10-31,2024-11-09
2016,SI,HR,RARE_DISEASE_CARE,1,32175,71290273.62,5923608.26,21.39,3.81,6025,NOT_COVERED,1946,1229,0,0,EHDS_PILOT,CBHC_V1,2024-11-19,2024-02-19
2017,CY,IT,TELECONSULTATION,0,6925,3487565.47,421412.66,120.07,4.72,295,NO_PRIOR_AUTHORISATION,81,33,0,0,PATIENT_SURVEY,CBHC_V3,2024-12-08,2024-07-14
2018,GR,ES,MATERNITY,0,123,43662.78,11640.3,42.88,4.08,7,CAPACITY_LIMITS,1,0,0,0,NCP_REPORTING,CBHC_V2,2024-12-27,2025-05-27
2019,MT,FR,DIAGNOSTICS,0,1744,577316.12,127947.62,270.2,3.89,212,INCOMPLETE_DOCUMENTS,46,32,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2025-01-15,2025-03-23
2020,ES,PL,REHABILITATION,0,1540,2071322.72,306782.15,108.96,2.58,151,ALTERNATIVE_AVAILABLE,19,9,1,0,EHDS_PILOT,CBHC_V3,2025-02-03,2024-01-22
2021,CZ,CY,CANCER_CARE,1,8329,16530176.14,1776341.13,157.0,2.73,517,MEDICAL_JUSTIFICATION,88,30,1,1,PATIENT_SURVEY,CBHC_V2,2025-02-22,2024-05-30
2022,HU,LV,PLANNED_SURGERY,1,29487,15382956.21,2605746.83,108.3,3.4,784,OTHER,366,101,1,1,NCP_REPORTING,CBHC_V1,2025-03-13,2024-06-03
2023,NL,SE,DENTAL,0,22019,21428206.84,7220528.87,65.54,4.61,2429,NOT_COVERED,462,185,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2025-04-01,2024-12-25
2024,SE,DE,RARE_DISEASE_CARE,1,23268,5685316.8,836734.02,79.55,4.43,1705,NO_PRIOR_AUTHORISATION,928,325,1,1,EHDS_PILOT,CBHC_V2,2025-04-20,2024-11-16
2025,DK,PT,TELECONSULTATION,0,467,299150.52,16853.63,114.36,2.62,8,CAPACITY_LIMITS,2,0,1,1,PATIENT_SURVEY,CBHC_V1,2025-05-09,2025-05-24
2006,IE,CZ,MATERNITY,0,28838,31568884.34,9273740.69,120.07,2.69,1002,INCOMPLETE_DOCUMENTS,385,218,0,0,NCP_REPORTING,CBHC_V3,2025-05-28,2025-08-04
2007,PL,LT,DIAGNOSTICS,0,28201,18242050.25,4715494.22,107.17,3.73,2290,ALTERNATIVE_AVAILABLE,489,181,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2025-06-16,2024-05-08
2008,AT,AT,REHABILITATION,0,4919,7439682.24,1277512.02,32.84,2.95,610,MEDICAL_JUSTIFICATION,180,60,0,0,EHDS_PILOT,CBHC_V1,2025-07-05,2024-08-04
2009,EE,GR,CANCER_CARE,1,951,2248252.36,790219.84,181.61,3.63,62,OTHER,14,5,0,1,PATIENT_SURVEY,CBHC_V3,2025-07-24,2026-01-13
2010,IT,RO,PLANNED_SURGERY,1,51978,145767477.61,44128883.94,288.27,4.93,7204,NOT_COVERED,902,328,0,0,NCP_REPORTING,CBHC_V2,2025-08-12,2024-03-28
2011,PT,DK,DENTAL,1,14774,11327355.28,3342858.29,76.76,3.27,2683,NO_PRIOR_AUTHORISATION,1151,661,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2025-08-31,2025-11-16
2012,BE,LU,RARE_DISEASE_CARE,1,602,780879.0,179760.35,150.34,4.45,65,CAPACITY_LIMITS,17,10,1,0,EHDS_PILOT,CBHC_V3,2025-09-19,2025-11-23
2013,FI,BE,TELECONSULTATION,0,34658,45385779.79,16590083.36,152.24,3.62,2401,INCOMPLETE_DOCUMENTS,1314,855,0,0,PATIENT_SURVEY,CBHC_V2,2025-10-08,2025-07-22
2014,LV,HU,MATERNITY,0,17693,19891731.68,3677906.97,195.88,4.41,1630,ALTERNATIVE_AVAILABLE,766,420,0,0,NCP_REPORTING,CBHC_V1,2025-10-27,2024-11-07
2015,RO,SK,DIAGNOSTICS,0,23805,16814897.16,3557320.43,287.01,2.58,2060,MEDICAL_JUSTIFICATION,734,227,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2025-11-15,2024-06-20
2016,BG,EE,REHABILITATION,1,6425,2536239.2,761098.18,150.11,2.8,306,OTHER,66,49,1,0,EHDS_PILOT,CBHC_V2,2025-12-04,2025-07-14
2017,FR,MT,CANCER_CARE,1,38640,52795789.7,3843982.77,132.98,4.1,5399,NOT_COVERED,1485,973,0,0,PATIENT_SURVEY,CBHC_V1,2025-12-23,2025-12-09
2018,LT,BG,PLANNED_SURGERY,1,12016,12526910.89,3254256.08,7.89,4.16,2320,NO_PRIOR_AUTHORISATION,1090,765,0,0,NCP_REPORTING,CBHC_V3,2026-01-11,2024-03-20
2019,SK,IE,DENTAL,0,29243,7517686.63,2454743.58,46.05,3.31,3220,CAPACITY_LIMITS,199,63,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2026-01-30,2025-02-16
2020,HR,SI,RARE_DISEASE_CARE,0,33352,95217465.68,21446580.82,93.72,4.67,4791,INCOMPLETE_DOCUMENTS,1003,674,0,1,EHDS_PILOT,CBHC_V1,2026-02-18,2025-04-06
2021,DE,FI,TELECONSULTATION,0,48201,80882530.99,20662460.78,11.19,3.08,609,ALTERNATIVE_AVAILABLE,262,200,0,1,PATIENT_SURVEY,CBHC_V3,2012-01-12,2025-07-07
2022,LU,NL,MATERNITY,0,26574,37445388.05,13410342.94,61.7,3.71,852,MEDICAL_JUSTIFICATION,193,69,1,0,NCP_REPORTING,CBHC_V2,2012-01-31,2024-07-30
2023,SI,HR,DIAGNOSTICS,0,3670,1169229.42,431100.54,126.56,3.38,40,OTHER,17,7,1,1,INSURANCE_FUND_ADMIN,CBHC_V1,2012-02-19,2025-04-02
2024,CY,IT,REHABILITATION,1,11650,23720567.29,7473210.59,159.31,4.51,178,NOT_COVERED,93,44,1,1,EHDS_PILOT,CBHC_V3,2012-03-09,2024-10-08
2025,GR,ES,CANCER_CARE,1,17587,47162277.17,13030538.43,55.39,2.67,2970,NO_PRIOR_AUTHORISATION,1437,910,0,1,PATIENT_SURVEY,CBHC_V2,2012-03-28,2024-02-20
2006,MT,FR,PLANNED_SURGERY,0,14846,9810606.79,955005.9,144.35,2.62,149,CAPACITY_LIMITS,44,15,0,0,NCP_REPORTING,CBHC_V1,2012-04-16,2025-03-03
2007,ES,PL,DENTAL,0,40612,39861081.57,2585032.8,73.73,4.91,4984,INCOMPLETE_DOCUMENTS,2101,632,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2012-05-05,2025-02-23
2008,CZ,CY,RARE_DISEASE_CARE,0,23946,44700021.13,14242540.19,168.63,4.9,2735,ALTERNATIVE_AVAILABLE,697,233,0,0,EHDS_PILOT,CBHC_V2,2012-05-24,2026-01-20
2009,HU,LV,TELECONSULTATION,0,12393,11074517.12,3407776.2,75.66,4.12,1849,MEDICAL_JUSTIFICATION,385,195,0,0,PATIENT_SURVEY,CBHC_V1,2012-06-12,2025-07-27
2010,NL,SE,MATERNITY,0,5698,6400931.2,1900818.19,37.29,4.53,437,OTHER,136,53,1,0,NCP_REPORTING,CBHC_V3,2012-07-01,2024-01-31
2011,SE,DE,DIAGNOSTICS,0,15565,12471067.53,2979580.43,95.36,2.86,984,NOT_COVERED,125,77,1,1,INSURANCE_FUND_ADMIN,CBHC_V2,2012-07-20,2024-02-08
2012,DK,PT,REHABILITATION,1,14642,5045131.97,1900609.64,105.06,4.26,2890,NO_PRIOR_AUTHORISATION,1142,557,0,0,EHDS_PILOT,CBHC_V1,2012-08-08,2024-12-05
2013,IE,CZ,CANCER_CARE,1,5107,2172468.8,477042.18,36.99,4.19,528,CAPACITY_LIMITS,281,139,0,0,PATIENT_SURVEY,CBHC_V3,2012-08-27,2025-05-26
2014,PL,LT,PLANNED_SURGERY,1,6546,14570559.43,4991204.35,251.0,3.21,913,INCOMPLETE_DOCUMENTS,173,46,0,1,NCP_REPORTING,CBHC_V2,2012-09-15,2025-02-20
2015,AT,AT,DENTAL,0,13022,18799917.71,5338475.04,81.7,4.54,568,ALTERNATIVE_AVAILABLE,311,156,1,0,INSURANCE_FUND_ADMIN,CBHC_V1,2012-10-04,2025-01-18
2016,EE,GR,RARE_DISEASE_CARE,1,31753,19067634.36,2471525.05,126.64,4.68,4778,MEDICAL_JUSTIFICATION,2612,766,0,0,EHDS_PILOT,CBHC_V3,2012-10-23,2025-01-22
2017,IT,RO,TELECONSULTATION,0,24079,31235060.66,11779996.61,81.91,4.18,2766,OTHER,434,162,0,1,PATIENT_SURVEY,CBHC_V2,2012-11-11,2024-12-25
2018,PT,DK,MATERNITY,0,4043,3579766.88,563642.36,202.6,3.26,339,NOT_COVERED,143,71,0,1,NCP_REPORTING,CBHC_V1,2012-11-30,2025-05-06
2019,BE,LU,DIAGNOSTICS,0,5954,5901787.47,1122297.0,43.21,3.41,856,NO_PRIOR_AUTHORISATION,270,105,0,1,INSURANCE_FUND_ADMIN,CBHC_V3,2012-12-19,2025-08-13
2020,FI,BE,REHABILITATION,0,18664,16835259.17,1182879.63,143.78,4.39,2266,CAPACITY_LIMITS,1117,404,1,0,EHDS_PILOT,CBHC_V2,2013-01-07,2024-08-09
2021,LV,HU,CANCER_CARE,1,27118,32785252.15,9311291.36,82.03,4.16,3041,INCOMPLETE_DOCUMENTS,1148,761,0,1,PATIENT_SURVEY,CBHC_V1,2013-01-26,2025-07-15
2022,RO,SK,PLANNED_SURGERY,1,3881,4609396.93,1448869.78,199.82,2.65,183,ALTERNATIVE_AVAILABLE,28,9,1,0,NCP_REPORTING,CBHC_V3,2013-02-14,2025-10-16
2023,BG,EE,DENTAL,0,1898,391932.87,112966.95,17.89,3.27,201,MEDICAL_JUSTIFICATION,98,37,1,0,INSURANCE_FUND_ADMIN,CBHC_V2,2013-03-05,2025-10-13
2024,FR,MT,RARE_DISEASE_CARE,1,14008,36374817.58,2909503.35,176.37,2.76,2078,OTHER,678,237,0,1,EHDS_PILOT,CBHC_V1,2013-03-24,2025-03-09
2025,LT,BG,TELECONSULTATION,0,25760,34102027.77,6517060.79,173.4,3.71,1914,NOT_COVERED,827,554,1,1,PATIENT_SURVEY,CBHC_V3,2013-04-12,2025-08-12
2006,SK,IE,MATERNITY,0,22901,19095304.57,2844853.14,120.14,4.16,1869,NO_PRIOR_AUTHORISATION,305,117,0,0,NCP_REPORTING,CBHC_V2,2013-05-01,2025-09-09
2007,HR,SI,DIAGNOSTICS,0,31626,47627971.68,17331786.67,253.93,3.25,3034,CAPACITY_LIMITS,537,186,1,1,INSURANCE_FUND_ADMIN,CBHC_V1,2013-05-20,2025-01-27
2008,DE,FI,REHABILITATION,1,35438,41124616.9,14832251.09,73.72,4.27,5896,INCOMPLETE_DOCUMENTS,1988,1174,0,0,EHDS_PILOT,CBHC_V3,2013-06-08,2025-10-05
2009,LU,NL,CANCER_CARE,1,22474,55265202.05,20727914.21,67.44,4.34,4420,ALTERNATIVE_AVAILABLE,796,537,0,0,PATIENT_SURVEY,CBHC_V2,2013-06-27,2024-12-09
2010,SI,HR,PLANNED_SURGERY,0,958,2024069.15,424968.23,178.12,4.45,50,MEDICAL_JUSTIFICATION,20,13,0,0,NCP_REPORTING,CBHC_V1,2013-07-16,2025-07-09
2011,CY,IT,DENTAL,1,11076,5190487.78,1048752.63,157.38,2.9,2313,OTHER,834,331,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2013-08-04,2025-05-03
2012,GR,ES,RARE_DISEASE_CARE,1,3771,5552320.64,1740829.95,150.31,4.75,345,NOT_COVERED,165,45,0,0,EHDS_PILOT,CBHC_V2,2013-08-23,2025-03-13
2013,MT,FR,TELECONSULTATION,0,19785,30418854.83,3500993.72,31.95,4.19,174,NO_PRIOR_AUTHORISATION,83,43,0,0,PATIENT_SURVEY,CBHC_V1,2013-09-11,2025-07-02
2014,ES,PL,MATERNITY,0,41442,57918220.66,9081931.72,194.87,5.13,3184,CAPACITY_LIMITS,1041,796,0,0,NCP_REPORTING,CBHC_V3,2013-09-30,2024-12-03
2015,CZ,CY,DIAGNOSTICS,0,29103,4780289.5,1171014.4,109.43,3.06,1090,INCOMPLETE_DOCUMENTS,173,46,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2013-10-19,2025-06-17
2016,HU,LV,REHABILITATION,1,20249,32808458.52,2727007.71,108.81,2.77,1788,ALTERNATIVE_AVAILABLE,452,154,0,0,EHDS_PILOT,CBHC_V1,2013-11-07,2024-05-23
2017,NL,SE,CANCER_CARE,1,24994,40377200.7,4833430.65,0.34,3.72,5141,MEDICAL_JUSTIFICATION,1167,714,0,0,PATIENT_SURVEY,CBHC_V3,2013-11-26,2024-12-22
2018,SE,DE,PLANNED_SURGERY,1,9801,23590504.81,5630020.07,267.08,2.98,1357,OTHER,102,59,1,0,NCP_REPORTING,CBHC_V2,2013-12-15,2025-12-25
2019,DK,PT,DENTAL,0,24540,24825648.92,4741152.85,61.96,2.7,2527,NOT_COVERED,1022,526,0,1,INSURANCE_FUND_ADMIN,CBHC_V1,2014-01-03,2024-11-06
2020,IE,CZ,RARE_DISEASE_CARE,1,32529,19412390.74,4185625.15,86.38,4.46,1778,NO_PRIOR_AUTHORISATION,140,89,0,0,EHDS_PILOT,CBHC_V3,2014-01-22,2025-03-02
2021,PL,LT,TELECONSULTATION,0,22321,37206874.87,2651178.36,42.93,4.58,2721,CAPACITY_LIMITS,1131,726,0,1,PATIENT_SURVEY,CBHC_V2,2014-02-10,2025-01-10
2022,AT,AT,MATERNITY,1,19147,36871211.53,7813653.94,92.69,2.84,2019,INCOMPLETE_DOCUMENTS,346,261,0,1,NCP_REPORTING,CBHC_V1,2014-03-01,2025-05-27
2023,EE,GR,DIAGNOSTICS,0,29224,48582036.14,3661393.99,33.26,4.57,851,ALTERNATIVE_AVAILABLE,230,143,1,0,INSURANCE_FUND_ADMIN,CBHC_V3,2014-03-20,2024-08-16
2024,IT,RO,REHABILITATION,1,34574,52526004.77,8279459.84,195.54,3.86,1346,MEDICAL_JUSTIFICATION,645,185,1,0,EHDS_PILOT,CBHC_V2,2014-04-08,2024-06-23
2025,PT,DK,CANCER_CARE,1,13456,10169085.41,3690143.65,63.95,3.87,2451,OTHER,979,550,0,1,PATIENT_SURVEY,CBHC_V1,2014-04-27,2024-03-27
2006,BE,LU,PLANNED_SURGERY,1,1728,3018503.96,893118.53,80.88,4.36,262,NOT_COVERED,123,35,0,0,NCP_REPORTING,CBHC_V3,2014-05-16,2024-04-26
2007,FI,BE,DENTAL,0,719,119204.74,34409.8,46.83,4.15,94,NO_PRIOR_AUTHORISATION,33,11,0,0,INSURANCE_FUND_ADMIN,CBHC_V2,2014-06-04,2024-09-10
2008,LV,HU,RARE_DISEASE_CARE,0,26722,22161534.38,3542963.43,181.28,2.75,3979,CAPACITY_LIMITS,1986,764,0,0,EHDS_PILOT,CBHC_V1,2014-06-23,2025-01-23
2009,RO,SK,TELECONSULTATION,0,32351,14023951.1,2998819.18,168.49,4.88,2643,INCOMPLETE_DOCUMENTS,928,244,0,0,PATIENT_SURVEY,CBHC_V3,2014-07-12,2025-12-22
2010,BG,EE,MATERNITY,0,21856,34691235.71,7392255.91,10.84,4.46,234,ALTERNATIVE_AVAILABLE,75,27,0,0,NCP_REPORTING,CBHC_V2,2014-07-31,2025-09-09
2011,FR,MT,DIAGNOSTICS,0,29207,42476453.97,9023723.99,1.43,2.77,1143,MEDICAL_JUSTIFICATION,297,141,0,0,INSURANCE_FUND_ADMIN,CBHC_V1,2014-08-19,2025-10-18
2012,LT,BG,REHABILITATION,1,19994,26049005.65,8151091.0,72.21,4.92,3618,OTHER,1988,611,0,1,EHDS_PILOT,CBHC_V3,2014-09-07,2024-08-01
2013,SK,IE,CANCER_CARE,1,8444,27007775.92,5958834.93,36.24,3.84,1004,NOT_COVERED,367,272,1,1,PATIENT_SURVEY,CBHC_V2,2014-09-26,2025-10-01
2014,HR,SI,PLANNED_SURGERY,1,22511,16466596.01,3487249.55,62.8,4.18,1245,NO_PRIOR_AUTHORISATION,460,347,0,1,NCP_REPORTING,CBHC_V1,2014-10-15,2024-03-26
2015,DE,FI,DENTAL,0,50587,48896663.65,17539278.71,111.66,3.03,4621,CAPACITY_LIMITS,1413,472,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2014-11-03,2025-08-18
2016,LU,NL,RARE_DISEASE_CARE,1,24374,46667936.03,11763172.42,17.24,4.15,601,INCOMPLETE_DOCUMENTS,311,119,0,0,EHDS_PILOT,CBHC_V2,2014-11-22,2024-11-21
2017,SI,HR,TELECONSULTATION,0,19767,6964605.71,1568369.09,197.84,3.45,674,ALTERNATIVE_AVAILABLE,73,31,0,0,PATIENT_SURVEY,CBHC_V1,2014-12-11,2025-03-13
2018,CY,IT,MATERNITY,0,17834,10065306.44,1085154.3,74.77,4.76,1112,MEDICAL_JUSTIFICATION,152,38,0,0,NCP_REPORTING,CBHC_V3,2014-12-30,2025-06-16
2019,GR,ES,DIAGNOSTICS,0,24739,9400517.06,1751794.42,61.64,3.64,2163,OTHER,1031,792,0,1,INSURANCE_FUND_ADMIN,CBHC_V2,2015-01-18,2025-01-28
2020,MT,FR,REHABILITATION,0,13121,6205130.71,677002.14,87.07,3.44,444,NOT_COVERED,110,64,0,1,EHDS_PILOT,CBHC_V1,2015-02-06,2025-11-14
2021,ES,PL,CANCER_CARE,0,30471,69887272.92,17886408.39,47.97,4.15,411,NO_PRIOR_AUTHORISATION,145,109,0,0,PATIENT_SURVEY,CBHC_V3,2015-02-25,2025-09-05
2022,CZ,CY,PLANNED_SURGERY,1,14070,23163730.18,2467822.15,186.11,4.9,2084,CAPACITY_LIMITS,1107,835,0,1,NCP_REPORTING,CBHC_V2,2015-03-16,2025-04-09
2023,HU,LV,DENTAL,0,4806,1290822.28,259113.09,186.91,3.24,700,INCOMPLETE_DOCUMENTS,110,75,1,0,INSURANCE_FUND_ADMIN,CBHC_V1,2015-04-04,2025-02-18
2024,NL,SE,RARE_DISEASE_CARE,0,27612,64799307.27,10016963.61,109.13,4.14,244,ALTERNATIVE_AVAILABLE,34,12,0,1,EHDS_PILOT,CBHC_V3,2015-04-23,2025-01-15
2025,SE,DE,TELECONSULTATION,0,35467,42686656.64,15012594.62,38.7,3.72,2640,MEDICAL_JUSTIFICATION,982,756,1,0,PATIENT_SURVEY,CBHC_V2,2015-05-12,2025-01-30
2006,DK,PT,MATERNITY,0,18325,12062118.99,2287750.71,142.65,4.18,2374,OTHER,445,300,0,0,NCP_REPORTING,CBHC_V1,2015-05-31,2024-01-23
2007,IE,CZ,DIAGNOSTICS,0,2437,1740404.29,614836.3,56.97,3.41,259,NOT_COVERED,28,13,0,0,INSURANCE_FUND_ADMIN,CBHC_V3,2015-06-19,2024-12-09
2008,PL,LT,REHABILITATION,0,12277,20714756.88,2356297.26,10.57,2.45,1228,NO_PRIOR_AUTHORISATION,97,42,0,0,EHDS_PILOT,CBHC_V2,2015-07-08,2025-07-06
2009,AT,AT,CANCER_CARE,1,9578,17238216.4,4599286.09,187.34,4.43,726,CAPACITY_LIMITS,314,175,0,1,PATIENT_SURVEY,CBHC_V1,2015-07-27,2024-03-23
