econ_output_mospi_release_quarter,econ_output_district_cluster_code,econ_output_industry_nic_2,econ_output_gross_output_current_inr,econ_output_gross_output_real_chain,econ_output_value_added_current_inr,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_ncoial_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2025-Q2,DCL100419,62,150136973471.38,69942009790.63,97190872349.54,54750498692.7,146705404901.25,362105.23,55708862121.7,5641707623.56,480670644.58,11563874750.45,14675228364.44,258903151.56,90.665,2759048,139.059,R0,2019
2016-Q1,DCL100420,35,12288228659.6,49656666841.73,44465527084.93,55594545849.17,60771455292.1,149196.26,67178556950.91,28843845778.34,5619416059.71,1288385006.39,8940038431.58,2709223300.11,143.695,480083,61.89,R1,2020
2022-Q4,DCL100421,27,57433990857.1,146873809615.09,52788757240.45,33308348021.42,172592521808.82,170074.3,47077916030.99,1676366580.32,4108644539.11,6829386093.82,1663084615.96,296529313.93,136.621,2653325,134.677,R0,2013
2023-Q1,DCL100422,60,24117187353.2,75509513351.42,83499683603.02,52625368090.43,39471555167.52,307218.23,11593733275.88,29226163629.45,3635089849.46,18417927409.41,8362331958.04,5680506743.22,170.26,1675665,110.949,R1,2012
2022-Q1,DCL100423,39,125250717386.78,94463549334.89,114344572109.16,82254473139.73,36560405631.1,313093.49,38112189491.95,1317862076.58,3331641449.57,2923237414.39,4675895585.14,7536586136.55,122.381,1572943,102.739,R1,2016
2021-Q4,DCL100424,21,21280065663.56,1882797927.02,70661912565.42,15798357859.8,48160542081.0,311174.31,3991193698.92,23389970219.85,2954905830.88,8557570171.36,5630564463.51,993306267.32,139.787,1743092,146.588,R3,2021
2017-Q4,DCL100425,08,14061928282.19,64737678830.65,90591795798.53,21958699551.29,38551701131.86,412067.28,61438027485.11,10788173654.55,1502941309.96,12424807380.31,5119947140.8,2854741528.3,187.572,12274,127.86,R0,2014
2023-Q2,DCL100426,80,192545056030.31,74313647274.18,59568835507.81,30878523766.65,37244535701.24,218188.52,22106075530.05,10459606672.61,1720565041.15,15963897016.66,12849142433.3,6925181398.88,179.387,435897,93.94,R3,2011
2024-Q1,DCL100427,22,59550850546.12,131800620720.1,58390115296.63,33578673411.95,94376375762.85,251396.48,20347375626.63,3655503324.29,9567893658.86,8286118868.3,12172338290.82,6740873635.09,143.738,386810,105.538,R2,2022
2017-Q2,DCL100428,06,141376774367.17,124732753468.22,27152567908.02,8461002691.48,100957231996.27,233401.5,8816171706.88,27180608622.35,1772726023.09,13069867376.55,12284660352.65,5864270248.52,108.28,2489317,126.504,R3,2011
2018-Q4,DCL100429,45,107289727609.08,1335251796.14,6802529326.08,87719325865.04,7866083573.74,320093.71,17758362794.79,24417515399.56,1378307007.28,16321486890.71,6260260970.87,4615860881.26,162.912,1782870,77.549,R0,2016
2023-Q4,DCL100430,96,186183147034.88,118609070719.64,68689558540.57,85829214547.17,32955358030.41,145805.02,16273633889.07,18949241505.2,3354248973.95,7436232974.69,10222085858.4,1944626596.98,154.108,1628672,69.826,R1,2021
2019-Q3,DCL100431,89,38847751107.1,12906349833.24,106034535090.96,3713670153.22,99794511385.47,94869.48,27141968311.47,25971706924.49,2558365398.71,16291589859.79,10731137170.95,6751170465.88,189.693,1703769,101.815,R0,2011
2018-Q2,DCL100432,76,129989984744.27,118706951367.15,57529072398.98,52478757101.26,63006005917.17,149801.26,12494778412.09,19181267443.68,1109766166.62,4735015774.76,29879737.14,6347273732.16,131.657,315238,73.404,R0,2016
2017-Q4,DCL100433,20,178547392647.69,110078450523.31,99574997493.89,55618080737.93,19561249976.61,50126.92,2837906349.92,5936314251.24,4798930263.53,2546847782.71,5984322859.84,4281174463.1,155.623,2158311,137.903,R0,2014
2019-Q2,DCL100434,46,59263110370.41,5978209282.22,89370656656.19,17608356644.38,124848446426.79,141157.33,53707259847.31,18015792448.69,4418672660.38,4482735836.91,7683825964.29,7703362316.71,135.408,2422882,117.714,R1,2020
2017-Q4,DCL100435,99,122470611586.26,94519374279.89,98432620418.49,1354871563.54,55188706654.87,371349.79,34534761621.46,23118802489.14,1403943774.72,15046452853.49,8979398515.98,6509796219.55,100.735,350067,96.747,R1,2012
2019-Q3,DCL100436,48,124281383514.5,147217060376.43,107895374749.06,32651741515.76,77281720050.31,282153.39,29564739082.36,3392336151.0,2999807040.03,2408776590.2,10008782646.89,4827987476.63,174.249,1374806,82.224,R1,2023
2025-Q3,DCL100437,33,63753370655.44,126495006535.25,44327526854.99,50901011285.8,119604904793.47,77858.96,50189101242.78,16374800045.27,2362509795.73,3351189137.44,2916921401.48,7740057514.16,122.114,2747344,87.392,R0,2011
2022-Q3,DCL100438,48,99420617052.82,1743829958.71,108562453411.38,47174405903.37,69764778965.02,157722.83,23647834557.65,1802124855.24,9864213398.55,17304205939.21,4827271521.51,5174994202.36,158.49,2624766,62.628,R3,2023
2024-Q1,DCL100439,11,8600341255.56,44762144431.88,5555214965.86,20958254808.95,49306341198.85,417756.85,31564631573.47,10738543248.09,5690199260.78,948018530.0,11618045597.99,1958356937.02,185.816,2781747,68.064,R1,2019
2019-Q2,DCL100440,47,194735507079.84,133236190621.98,17807088292.03,81612120566.62,5341164788.66,124862.27,66438433434.36,11165147684.78,3858215393.03,5344499526.14,6483405224.76,5432844660.17,95.242,2661332,142.774,R2,2023
2025-Q3,DCL100441,92,77996496788.97,75492758848.02,4020901250.99,26028440484.09,88283825218.76,190125.01,56140885333.31,6183803448.5,4447350655.93,4881788775.65,10020114870.29,4799394076.78,175.794,2563729,102.637,R2,2011
2022-Q4,DCL100442,38,110842180134.99,136746053532.56,64095173081.22,63380252344.99,144303590690.37,325399.61,3056496423.17,12534251913.57,1083317925.3,12616853023.02,1955778622.59,4459521348.95,188.523,2441640,148.537,R0,2016
2018-Q4,DCL100443,26,82046126550.18,56489122117.57,45330244702.73,28959705729.0,148131010871.16,118914.94,18494589595.41,1558511098.54,8038836297.08,18843830243.17,387714557.91,2307030790.13,126.157,238602,142.34,R0,2023
2021-Q4,DCL100444,31,28981917873.34,146259136566.2,114433629190.86,33260983651.72,159350020976.92,149446.89,1808399395.52,25088339254.53,174263832.78,18642006495.68,7578464387.33,1510575901.4,160.693,799624,112.155,R0,2015
2025-Q1,DCL100445,14,117210383198.0,79661616573.36,798025094.46,17357216920.89,6764169555.97,327162.17,37892338581.32,15544612593.8,1518960196.59,14379811976.06,528311545.15,162887933.93,91.095,1606501,84.223,R1,2016
2022-Q4,DCL100446,13,8950173830.87,64959538042.45,6986970708.31,2878591812.94,25660818579.9,216046.59,69620589230.21,4667038133.31,747439864.83,13930821454.82,136482206.67,3684461799.44,101.973,1001331,72.09,R0,2012
2024-Q2,DCL100447,21,57774844534.45,55638345806.84,88188760272.14,1666255048.12,24146889234.59,166977.03,2641044788.44,25891144165.87,1592361099.93,14017492762.48,14461550526.25,35548493.95,164.877,10905,120.262,R2,2023
2024-Q2,DCL100448,78,51458322513.22,130039901827.56,96829686591.16,51324632063.27,131656559718.02,145383.35,3104641539.73,15137470880.64,4795093433.51,11422735940.77,5518575800.89,6089732196.87,128.673,2396413,103.985,R0,2017
2020-Q1,DCL100449,37,126921021422.59,58076619819.66,22580308533.3,51871906964.03,128963252804.17,158066.25,13687970114.39,6130853913.59,9779716646.01,10381780298.73,11235326398.48,855715954.38,187.462,875143,148.059,R0,2021
2021-Q2,DCL100450,19,190772926461.36,125554269724.98,4805128984.68,68129654760.3,166761012523.19,160619.15,50984253147.28,1086348111.62,8712678152.72,14114329619.38,13328777601.08,1919938643.79,97.795,628692,76.438,R2,2012
2016-Q2,DCL100451,71,115844608231.85,2417284690.44,38760444426.47,54963977504.29,152442310442.51,49636.85,6981200120.49,15648160433.41,3115935113.45,15320860717.24,6166617306.58,5697721363.77,120.56,2337701,115.999,R0,2023
2020-Q4,DCL100452,76,69057317706.88,124627974439.32,54200343778.19,20684222429.31,141939493859.58,379021.85,33111149083.11,11820663695.98,9930153604.44,7875297413.36,10015466734.1,6069188008.11,139.988,2555122,128.202,R1,2017
2024-Q1,DCL100453,92,58111551411.16,60619533000.29,59187410397.28,69024269468.24,118925256608.85,202909.12,13543126548.33,9195556257.45,3569093457.69,13897849774.89,4210201993.13,204203918.47,111.061,2249139,67.216,R2,2019
2025-Q2,DCL100454,11,73636302564.36,18024515108.68,72733269387.84,55226331215.59,10504027001.94,279004.6,9035955210.26,27707967405.67,6622563806.46,10260504619.15,11791027553.38,2512084817.4,166.464,2707184,66.837,R2,2013
2022-Q3,DCL100455,41,154107678555.19,84711492151.91,16278676850.8,1320286292.56,166276611922.09,173684.92,4948812783.3,11432671468.49,1360662047.87,5202601852.51,9506810959.87,6895261440.41,180.44,2138501,145.789,R1,2020
2022-Q4,DCL100456,51,65886042334.03,8653994593.11,51563690942.73,21832493985.02,159876702409.31,102686.84,14403734174.01,8612401549.09,6272332415.38,11246279751.5,14651251214.77,3613098153.16,133.17,2104389,147.865,R1,2014
2024-Q4,DCL100457,10,186148807079.8,137668650864.74,91045904068.71,24549434979.22,43966342372.75,62743.15,47719068122.56,18897281827.04,7503047956.21,9123254820.29,9494487673.46,6987147135.96,117.89,2841347,118.532,R2,2023
2023-Q4,DCL100458,92,21171454053.38,96613466668.93,5966479070.93,61287611045.34,21782240961.34,122453.07,18891172090.94,8643274742.46,7873952294.04,15940374982.04,929753119.62,5332968283.56,137.942,131903,147.821,R3,2020
2025-Q4,DCL100459,73,62878006435.02,33383185416.59,87740571504.29,28576332951.59,4614705093.74,84472.72,42201975790.95,10501001461.45,2891241792.6,13451744125.97,13807544625.23,7091855420.26,178.776,2908513,61.63,R2,2016
2016-Q4,DCL100460,14,89249166654.96,76718472159.05,7314116903.7,82430069182.05,25208425048.32,161031.83,27288949334.88,25176266283.88,6473737893.98,13538842509.24,4334709585.61,6703779715.56,132.753,2644542,157.615,R1,2019
2023-Q4,DCL100461,91,74011863668.25,100526912054.81,57296374313.83,32962607531.54,90672653131.62,82121.02,50388183725.39,6234684872.7,2739566231.6,12836511178.88,11997224876.88,3358607070.47,109.322,261924,88.653,R3,2015
2016-Q3,DCL100462,09,85764622231.33,37360774185.91,3706644130.43,36747250437.7,91990010379.59,120103.81,42736632425.33,16403403675.06,6914867347.85,2062993102.97,411336467.57,6205927105.85,134.393,1607258,137.254,R2,2013
2017-Q1,DCL100463,37,58295984828.75,67831271960.8,13905060253.4,69012978709.61,124207185224.56,318219.98,23389474628.12,116885514.68,8929736467.06,9497588790.01,10506019423.95,1615376259.89,159.318,372299,142.616,R2,2012
2023-Q3,DCL100464,59,103382234537.85,37670418667.25,18620877113.72,56773459825.8,45016549411.11,334331.55,3414590615.64,17970044425.66,7259098346.13,17536779099.16,7311044036.9,5033471451.08,181.284,1974690,147.168,R0,2014
2019-Q2,DCL100465,66,156841691485.23,99961205791.03,34653634055.84,1308148515.47,107136364916.91,104085.01,14738421781.64,17400191122.45,9918473298.34,18045341458.58,1467504768.23,1586218276.18,125.715,1854467,113.054,R2,2015
2016-Q1,DCL100466,57,195871795289.29,61292056902.72,79074079581.33,3490234254.3,174443390374.53,99166.21,51015854439.92,20169706726.55,7194784253.41,16809994081.4,11731087202.46,1575146340.17,131.045,2552524,82.582,R0,2019
2020-Q2,DCL100467,54,25135666188.12,98692379931.8,25938347538.49,29043690702.23,159597493283.37,367964.54,6526744150.45,17236124786.32,2280118513.38,18563808069.99,9204795224.47,3901925282.72,114.136,1605209,73.586,R1,2011
2019-Q2,DCL100468,93,41501181546.02,119404829669.28,66990216927.78,6850878418.38,96202102537.62,185744.76,34145557286.84,13289324189.0,4000976602.07,5382031127.17,9511922534.05,5116569918.15,172.143,353207,159.194,R1,2016
2022-Q3,DCL100469,14,143031201030.51,103994519661.09,79060568102.99,33021508371.83,64419207092.61,245266.93,15931735369.99,26914079858.13,4187253809.24,11694396191.48,2789627125.68,1571383993.41,94.269,796560,109.212,R0,2021
2019-Q4,DCL100470,27,90332255212.5,95230885877.24,80379533034.74,9134741707.43,13200524545.65,160221.96,62331719669.73,3861363341.52,7875827975.02,8578827365.6,13108378326.73,7998826193.25,156.205,2498997,74.266,R2,2020
2019-Q1,DCL100471,52,185769402234.58,58227314726.5,38592769593.42,10117353520.9,162569458913.63,234274.91,13350540518.54,25667035371.01,1214357154.91,19441571532.85,4766060219.42,2935593983.12,98.854,2270604,91.216,R3,2016
2019-Q3,DCL100472,47,97771865144.92,115697694062.15,61948826232.4,5844037912.53,82213484950.94,263228.85,53843971108.84,7671988184.97,4282464915.88,19961872523.99,4399508761.21,6080046823.79,98.854,312688,96.567,R0,2012
2022-Q1,DCL100473,85,88200605782.16,53638323592.05,12886148922.41,69746173270.81,172575736076.57,282525.76,30165031246.17,18914475330.98,2806490272.12,8850226972.55,8398780077.13,3054962652.75,183.294,1418176,135.285,R3,2021
2018-Q4,DCL100474,18,89133745070.04,108637228043.9,90304343723.82,75846643512.81,48012117212.89,308759.87,21033718036.84,13326455165.5,3714396119.38,14229809113.43,1288691777.09,5880117963.05,107.975,2044247,122.509,R1,2012
2017-Q3,DCL100475,23,54065843258.82,13700231857.48,31489703247.24,59948442139.26,31278238898.75,235449.25,14146140811.35,12487977556.5,9549227311.96,822668714.66,9876298956.4,6563316776.07,140.66,1019551,114.363,R3,2017
2021-Q2,DCL100476,08,101797582568.18,32329086551.94,30565514340.63,61666535002.01,130854961754.43,62007.8,3800126329.9,21049676214.8,362581617.86,16515858979.16,13003494162.27,2628800152.18,116.375,1515694,155.805,R1,2021
2020-Q1,DCL100477,41,56402002250.67,24018174685.31,50741768278.09,18648519035.69,51089230749.12,419571.37,1119784730.27,24158015016.59,297008619.78,6917233210.44,13207781315.02,4084283524.57,109.119,630852,91.359,R3,2016
2017-Q3,DCL100478,33,110431125979.9,124596418247.73,18330824117.31,33285589036.36,152658558723.35,224571.58,30649704326.54,24439475365.61,5155417279.37,13646800137.85,6807202002.01,6239270025.58,100.909,383801,153.691,R0,2021
2018-Q2,DCL100479,47,60877533051.03,80037223458.53,108312065824.49,3498306367.86,79806057820.61,314013.31,55059780042.26,11193358612.74,9781999982.33,7467981631.84,1914939125.34,7137208948.0,131.534,105020,136.297,R3,2019
2024-Q1,DCL100480,15,183496027088.1,118534042955.78,2641184984.87,26994495664.24,176613652908.67,247016.34,2523385743.88,1903602731.82,5235124493.22,14008323099.78,11228395422.25,4918664804.51,93.836,1050649,68.672,R3,2015
2023-Q4,DCL100481,58,51398363131.89,104295542752.81,116449850526.44,40511007919.68,144723800368.63,364159.04,33306156298.89,1262789847.97,5933763268.98,10869895677.02,4925481217.79,3843263830.47,96.566,1790743,93.271,R0,2020
2022-Q4,DCL100482,47,8410871663.76,60144900865.85,89629272199.81,66866221071.11,64192171777.29,133557.27,11012428602.43,514422228.53,2625422181.58,2431011774.25,3608398118.77,3268449293.65,158.757,134229,116.493,R2,2021
2023-Q3,DCL100483,42,104807998688.6,9132048140.41,98422817621.02,21431194390.75,90795126838.09,183386.77,55347287314.08,21637197903.36,1845011560.33,5307212182.11,6229237102.67,5958211004.63,132.515,2674810,91.357,R1,2015
2025-Q3,DCL100484,79,6564700187.61,59955159326.54,107741015895.64,83551219398.72,84013566669.85,236248.32,32786837937.52,19508462236.61,7098928642.68,6589883737.06,12492187098.12,2237573726.97,121.503,1966186,122.789,R1,2014
2019-Q1,DCL100485,46,90037789729.83,6201194848.44,7250781357.86,77047857083.34,60732554321.94,63257.74,35480141959.95,17653065448.21,9034403552.89,14528786088.08,9535518775.41,5899293363.6,152.767,259687,64.654,R0,2017
2018-Q1,DCL100486,51,120690994538.6,68739589388.28,84759099217.45,6833613450.78,155087759353.96,189311.55,37332863406.86,16413963534.13,252412224.68,7832817004.06,6726210942.04,2060772076.24,121.23,1361478,127.678,R2,2016
2024-Q2,DCL100487,72,103423169939.15,94639936309.1,97587700691.42,29018846147.83,106831540826.34,348304.8,22742126254.31,18450481271.8,1622400496.77,17386800025.77,11863283000.03,752267743.57,121.737,189867,80.858,R1,2013
2025-Q4,DCL100488,79,152469530644.24,35957220389.34,29915112903.67,88174992409.44,137870175319.51,412079.47,11204397275.63,6913743456.08,5916963186.49,13445473618.89,6032987578.13,7379750001.21,122.123,884846,112.553,R0,2012
2024-Q3,DCL100489,87,133525821259.83,41286373724.19,87043455831.87,59077570697.63,143845953046.04,65880.96,42406581877.83,28193775473.5,8641379467.45,11828311275.47,1669520073.44,678942010.37,96.852,527622,159.022,R1,2016
2016-Q3,DCL100490,88,123350939908.73,108803380696.47,63870983673.74,73558199437.69,99620780297.49,158077.92,15241353959.77,9115679101.79,2263900492.4,10027574481.19,1153438418.35,6356882531.2,110.801,1200508,109.068,R2,2021
2023-Q4,DCL100491,24,156658739734.51,66454888200.0,38093475369.93,47034597481.88,79642591520.82,76800.89,53383184927.53,19752240267.09,1924249549.6,7473312154.03,5785699363.07,1020020984.1,104.666,2111246,126.093,R1,2012
2020-Q1,DCL100492,33,106319684037.23,145169236710.01,62248633073.17,79391905945.06,126984493156.06,178106.14,26338385435.63,24486986439.91,2752154659.3,11705250033.61,11540638449.14,4745368822.87,117.089,938739,143.352,R3,2011
2023-Q1,DCL100493,23,143094001412.93,42078219261.71,49913782338.41,54850686185.85,119822548474.67,353482.48,43949155712.08,7636427112.67,3910781715.25,13880143302.15,9275567683.49,4407158527.95,131.691,998502,77.222,R0,2011
2021-Q3,DCL100494,19,161345941130.54,127361406187.48,10207501946.15,58495400249.28,173614423219.15,350718.41,64747113419.26,25992720543.02,1249647423.22,16346350701.67,7289210833.08,2977675481.75,150.294,215822,95.859,R2,2015
2025-Q3,DCL100495,76,72199987561.24,4663237005.41,13610970329.69,43993160221.68,59911319632.15,277912.8,44222263392.01,19428312041.05,9802200434.72,7172710741.18,8254170733.29,3087053212.11,116.67,516531,78.525,R1,2022
2022-Q4,DCL100496,93,134291629093.24,83167604285.73,58099805020.27,67969972045.52,70030328936.07,123910.65,47664224521.39,18915356357.78,2188481992.2,16625994768.73,4506081379.69,5072036781.41,134.224,1115393,73.633,R1,2021
2020-Q1,DCL100497,43,70434369937.59,15466085859.36,101205882619.79,13650429974.5,11789232715.56,412401.17,65717778641.8,6568276886.84,5886942392.4,6498658441.6,13543274406.97,5967199095.57,187.509,319916,96.877,R3,2013
2018-Q4,DCL100498,43,52777626749.43,142078082709.6,105654608167.59,71726981927.44,174873386562.59,374308.03,44141382945.15,19101329423.09,9885521595.99,17898020311.33,12732713416.69,3221856948.01,142.768,1730857,66.805,R3,2011
2016-Q1,DCL100499,35,118725739984.47,5405677780.75,30791336565.0,81335963156.28,63632654491.05,281175.43,45382061870.08,8225136174.83,8759733136.19,8383645072.47,13758949574.41,484841864.99,132.272,1003888,106.992,R2,2018
2024-Q4,DCL100500,82,85493101964.66,17140562600.59,58477055165.41,37515751019.96,147202099053.9,336098.38,33807836920.66,8447869310.27,101351063.11,8592500145.87,7200241003.34,2649317507.77,107.934,2977747,73.537,R1,2023
2018-Q3,DCL100501,07,189523207879.74,54916913268.67,34462819556.87,23917918840.19,131280859796.98,185524.78,47771349202.74,4961230384.85,3072486100.68,6977478218.27,12469467172.19,1336484628.57,133.287,316508,155.009,R3,2022
