demo_popproj_projection_year,demo_popproj_geography_lgd_code,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2030,52861903,35-39,F,General,1404909,1686179,1585477,1838199,13707,2160,-11933,4471,460303,10058,0.9798,2.94,-0.0138,2018-Q%q,TREND
2023,83693393,75-79,M,SC,557760,610797,565529,673123,66644,12360,46753,-9867,391859,9060,0.8981,2.45,-0.0178,2023-Q%q,HYBRID
2025,85974312,05-09,M,General,1927024,2247439,2089870,2441615,61228,53268,29770,4953,226433,27652,0.8892,1.47,0.0038,2023-Q%q,HYBRID
2030,56465907,25-29,F,General,515890,634813,608028,672123,53760,12358,-23539,6710,355147,17254,0.9804,2.76,0.0231,2024-Q%q,CENSUS_ADJ
2026,56976382,35-39,F,General,1673676,1773232,1603285,1936703,36406,26360,-47656,-2902,384786,25302,0.9293,1.32,-0.008,2018-Q%q,HYBRID
2036,88478141,70-74,X,Other,1699910,1978849,1783439,2160982,34782,41763,33783,9690,222098,28486,0.9225,2.49,0.0017,2023-Q%q,HYBRID
2028,12633032,60-64,X,General,1465657,1350768,1238957,1468100,16198,9347,28698,-2638,139650,46108,0.989,3.34,0.0483,2019-Q%q,HYBRID
2035,77227469,70-74,X,Other,1823354,2046967,1848847,2182084,18180,54664,39930,-5004,286692,3664,0.9715,2.78,0.0378,2022-Q%q,HYBRID
2021,45390260,25-29,X,ST,749587,838445,753599,927947,28001,26229,13373,5447,145606,29833,0.9276,1.52,0.0437,2021-Q%q,HYBRID
2038,53465279,65-69,X,ST,1003880,998665,905019,1056669,27138,26497,-8727,-8487,236340,18449,0.8971,1.4,0.0096,2018-Q%q,COHORTCOMP
2028,73485774,55-59,F,Other,1119039,1085110,983543,1149916,72845,17986,28711,5865,528410,17070,0.8867,1.88,0.0203,2020-Q%q,TREND
2032,49811894,65-69,M,Other,838077,857839,776629,955236,3890,53780,2253,8048,198658,31165,0.9629,1.32,0.0164,2023-Q%q,HYBRID
2041,50147045,00-04,X,ST,904797,840029,774936,891208,36505,37955,11248,-3547,266482,24940,0.9083,2.41,0.0302,2022-Q%q,BAYES
2027,59592323,50-54,M,General,1209609,1048512,985697,1128481,79482,34826,9002,9443,4165,33812,0.9326,2.65,-0.0086,2021-Q%q,TREND
2024,49804817,20-24,F,ST,1705358,1684981,1578676,1803614,68218,25775,-47869,9176,13372,26609,0.9486,2.39,0.0497,2021-Q%q,TREND
2026,13130568,85+,X,OBC,1727398,2149296,1944444,2254820,457,4690,26492,7450,408607,24786,0.9695,2.09,0.0489,2022-Q%q,HYBRID
2040,98617664,80-84,X,Other,550676,522076,491357,554425,23334,4579,-7612,6869,28197,36397,0.9265,1.78,0.0079,2019-Q%q,HYBRID
2040,87080537,05-09,M,General,1356974,1434565,1282440,1538645,28149,24584,-13224,-3973,155515,20929,0.9042,3.71,-0.014,2024-Q%q,COHORTCOMP
2029,80526831,05-09,M,SC,488305,480387,422038,520662,73050,20193,12508,3326,364430,26057,0.9091,1.99,0.0308,2018-Q%q,CENSUS_ADJ
2033,20028522,25-29,X,ST,417093,421500,396140,463673,75306,57370,-26740,-8909,382612,31682,0.9102,1.6,0.0442,2018-Q%q,BAYES
2033,49720165,80-84,X,OBC,1773240,1616991,1433659,1747019,20011,2231,-14,8793,51369,21891,0.984,2.29,0.0466,2018-Q%q,COHORTCOMP
2035,77654282,70-74,M,ST,1537220,1519354,1367989,1630745,45265,18496,33086,-7787,112820,45666,0.9915,1.43,0.0051,2019-Q%q,TREND
2023,62476241,30-34,F,Other,336242,291966,256884,321794,28147,41829,-40277,-9105,559028,47516,0.9751,2.94,0.022,2018-Q%q,BAYES
2027,30148092,35-39,M,Other,928090,929455,831137,982684,50074,16618,-29335,-9138,546647,19830,0.8899,2.02,0.0363,2019-Q%q,BAYES
2029,51193774,25-29,F,SC,1809845,2188235,2042925,2346606,1958,14744,-22983,4353,326242,48010,0.9505,1.88,-0.0074,2022-Q%q,COHORTCOMP
2041,79999027,60-64,X,Other,1288213,1513777,1405638,1648986,44107,50902,5680,2795,4324,26171,0.9041,2.72,0.049,2019-Q%q,TREND
2021,31609298,80-84,M,General,524158,643727,605909,679595,48846,13749,-6864,-6115,157045,8148,0.9488,1.28,0.0414,2022-Q%q,BAYES
2031,74070538,40-44,X,SC,1629840,1546453,1411340,1639520,12266,7557,27761,5863,428487,41053,0.9793,3.11,0.0047,2018-Q%q,HYBRID
2030,12593083,80-84,F,Other,1695841,1768685,1632402,1892816,58514,17849,29985,-3830,90003,18776,0.9821,3.39,0.0384,2019-Q%q,COHORTCOMP
2028,70774733,10-14,F,Other,1505519,1534233,1411068,1709920,20322,43195,-6955,3519,4821,5161,0.9081,1.53,0.0408,2021-Q%q,BAYES
2038,47161685,00-04,M,ST,830331,824470,769359,879968,33077,24566,10445,189,83044,5835,0.9829,2.67,0.044,2022-Q%q,HYBRID
2022,33981597,10-14,M,SC,751296,772693,698609,826707,42878,47798,35013,7366,545237,5528,0.9104,3.09,0.0369,2025-Q%q,TREND
2022,21446238,20-24,F,SC,1407730,1418630,1291630,1496474,4176,49897,25514,7975,362362,29693,0.9523,2.29,-0.0013,2019-Q%q,HYBRID
2021,30408243,80-84,M,SC,1035704,1233087,1116225,1357199,53316,51277,-13987,6612,503940,47786,0.9524,2.2,0.0151,2022-Q%q,BAYES
2027,55269903,05-09,F,ST,487052,450519,393367,483544,71400,21439,-40717,-674,43607,20929,0.9667,1.25,0.0203,2020-Q%q,BAYES
2039,19532640,65-69,X,ST,708855,608784,547640,693462,66282,59875,12745,1323,117693,25453,0.8991,2.09,0.0172,2018-Q%q,BAYES
2030,96671262,35-39,M,General,1858132,1611062,1431702,1762922,31126,16720,16179,-3744,498941,17384,0.9675,2.23,0.0357,2025-Q%q,COHORTCOMP
2039,37683719,85+,M,SC,39804,41665,37340,44863,27626,59230,8304,6833,272054,14564,0.9232,2.78,0.0391,2025-Q%q,CENSUS_ADJ
2021,47751505,35-39,X,General,377820,417613,374109,445080,26048,44666,-47096,-8352,469800,25157,0.9578,2.25,-0.0193,2023-Q%q,BAYES
2038,92914557,50-54,F,ST,1369983,1463633,1303881,1564770,21387,53012,-37502,2384,394922,4599,0.8843,2.69,0.0191,2025-Q%q,COHORTCOMP
2031,61024347,00-04,X,General,1355562,1592094,1521697,1670118,58354,15518,28651,3645,76948,44343,0.9925,1.2,0.0211,2024-Q%q,COHORTCOMP
2037,10331260,45-49,M,SC,1258361,1383896,1259312,1484104,37087,33366,-36428,-8555,502564,44361,0.9528,1.67,0.0359,2026-Q%q,COHORTCOMP
2023,51949924,50-54,F,SC,1310910,1195097,1069081,1279307,51897,58404,-38539,3354,53174,43452,0.9386,2.27,0.018,2019-Q%q,CENSUS_ADJ
2040,26666724,40-44,M,Other,1176557,1288423,1221364,1418422,15858,37137,23544,-2813,503396,37892,0.9939,2.28,0.0182,2020-Q%q,TREND
2021,33579304,85+,F,SC,1645143,1405728,1209135,1523404,26616,38778,-14531,-6404,449118,49791,0.9201,3.18,0.0052,2019-Q%q,HYBRID
2031,98832881,45-49,F,General,1525180,1767913,1600247,1869484,43850,28219,-22602,7995,203392,7307,0.9059,3.39,0.0475,2021-Q%q,BAYES
2041,26825144,05-09,F,Other,1865395,1643434,1437310,1838010,53168,42858,49571,9954,92998,47804,0.939,3.32,0.0047,2023-Q%q,HYBRID
2040,85767084,50-54,F,ST,601104,615164,560556,680455,58478,42999,-3492,-4744,535022,7998,0.9287,3.76,0.0239,2023-Q%q,BAYES
2033,62825885,35-39,X,Other,1769433,1714646,1557349,1824162,71117,13898,-48484,-2899,508244,31194,0.9219,1.51,0.0117,2026-Q%q,HYBRID
2040,18869352,70-74,F,OBC,139177,131591,124200,143244,30367,38848,15686,8578,186737,32862,0.9188,2.16,0.0084,2023-Q%q,COHORTCOMP
2030,28920297,70-74,M,General,706341,647552,568470,683150,53927,35412,34417,1615,408694,34353,0.8921,3.24,0.0157,2021-Q%q,BAYES
2028,85941702,05-09,X,OBC,1489793,1306001,1169225,1403294,51996,37647,-7906,3925,196983,45474,0.9802,3.22,0.0141,2024-Q%q,CENSUS_ADJ
2037,78297174,20-24,M,Other,1236404,1363188,1243617,1503428,22930,10414,47686,-205,586604,7519,0.9106,2.94,-0.0128,2025-Q%q,HYBRID
2033,33298506,60-64,X,OBC,1752204,1910210,1709199,2098154,7428,57376,7305,5218,125311,33479,0.9267,3.54,-0.0168,2023-Q%q,CENSUS_ADJ
2022,63233040,25-29,X,OBC,1836543,1971726,1817922,2182636,9217,3722,-2918,-6445,2048,16132,0.88,3.49,0.0095,2021-Q%q,TREND
2024,41109337,25-29,M,Other,1617897,1845290,1673344,1940001,9520,8591,4534,-7251,232837,9550,0.929,3.05,0.0017,2026-Q%q,CENSUS_ADJ
2038,51310788,15-19,M,ST,1655332,1644592,1452244,1775870,23187,54009,38767,4663,250986,35548,0.9861,2.35,0.0267,2018-Q%q,CENSUS_ADJ
2022,59828388,20-24,F,SC,1073271,944961,863333,1015663,12750,14994,17756,2382,265137,37487,0.8834,2.03,0.0114,2018-Q%q,BAYES
2023,28954792,55-59,X,General,786246,768309,713216,830362,50009,3163,-11741,2573,18112,7782,0.9216,2.36,0.034,2023-Q%q,TREND
2035,95617527,80-84,M,OBC,1352044,1375074,1265990,1504523,40210,58413,34697,771,261316,7029,0.913,2.93,0.0006,2023-Q%q,CENSUS_ADJ
2031,85227043,15-19,X,General,1911494,1701679,1475022,1801303,79902,21364,40305,2902,266591,14371,0.973,2.41,-0.0121,2019-Q%q,CENSUS_ADJ
2024,30278758,55-59,F,OBC,852342,926409,828582,989748,16850,1902,7267,8590,127176,1359,0.9946,1.88,0.03,2022-Q%q,HYBRID
2035,14842974,05-09,F,General,1898345,2059652,1935194,2226921,59942,54612,36297,-7311,492925,9013,0.9122,3.52,0.05,2018-Q%q,BAYES
2024,22354636,20-24,M,ST,356968,361933,343387,392299,41192,5528,-34076,1467,80137,15777,0.9598,1.58,0.0184,2022-Q%q,CENSUS_ADJ
2040,40190266,65-69,M,OBC,687053,799087,742557,858451,3616,17935,-40814,973,321444,29998,0.9196,3.25,-0.0065,2021-Q%q,CENSUS_ADJ
2030,70265062,25-29,M,Other,1304149,1595349,1440959,1726721,6815,31081,19089,3734,39767,41584,0.9421,2.17,0.0414,2020-Q%q,HYBRID
2027,14150888,50-54,M,OBC,337285,289231,271645,319611,35389,22959,-9860,-661,244689,27899,0.92,1.74,0.0187,2018-Q%q,CENSUS_ADJ
2031,22631577,50-54,M,General,984437,1178394,1067555,1292108,66384,22952,28224,4937,23084,44456,0.9866,2.37,0.0194,2018-Q%q,CENSUS_ADJ
2038,58082381,40-44,X,OBC,94761,106348,97550,113041,63422,51473,-25700,1220,44688,38103,0.9788,1.51,0.0286,2018-Q%q,COHORTCOMP
2025,16450727,35-39,M,Other,1275501,1165984,1094646,1233717,70716,33853,-34002,393,434446,43674,0.9088,3.56,0.0302,2020-Q%q,CENSUS_ADJ
2025,56562607,30-34,X,ST,1786455,1723818,1518977,1930826,2952,24968,-36648,767,545868,30742,0.9546,2.11,0.0311,2021-Q%q,HYBRID
2033,33438787,00-04,F,General,742860,652625,614261,735596,50254,32898,-23211,1669,344243,9509,0.925,1.34,-0.0108,2019-Q%q,TREND
2041,10199336,30-34,F,SC,322947,300992,279454,328788,1095,58506,35845,6127,465044,6462,0.936,1.66,0.0237,2024-Q%q,TREND
2024,63852789,75-79,X,Other,1571678,1600378,1502081,1685573,37691,36955,-2895,7322,496571,36527,0.9323,3.55,0.0097,2021-Q%q,TREND
2028,14519954,35-39,X,SC,718037,853583,810968,911011,7624,15136,-10673,6004,74962,11028,0.9097,1.22,0.0381,2023-Q%q,HYBRID
2036,18849096,85+,X,General,1157080,1223280,1114777,1282422,37236,38637,40801,-2063,213278,31374,0.9552,3.79,0.0367,2022-Q%q,BAYES
2031,25719772,50-54,X,OBC,1710240,1970927,1814801,2082249,48406,23037,14652,7831,231982,45082,0.924,1.68,-0.0045,2019-Q%q,HYBRID
2029,53489482,85+,X,SC,1579020,1892462,1750407,2062439,47553,219,14543,4130,191182,13647,0.8858,2.45,0.014,2022-Q%q,CENSUS_ADJ
2031,36602203,30-34,X,General,426774,408100,384181,434877,78096,30548,19841,3093,199604,26525,0.901,1.28,0.0005,2023-Q%q,BAYES
2023,96564328,80-84,F,ST,371156,443890,422770,482141,55289,27740,-5884,-2866,80551,48758,0.9535,3.24,0.0359,2019-Q%q,BAYES
2036,11047589,00-04,X,Other,425545,480218,434168,504020,49571,31193,5851,1030,128968,11400,0.9386,2.2,0.0212,2021-Q%q,COHORTCOMP
2025,46214832,35-39,X,General,1668589,1967994,1812584,2142548,47228,47362,42267,9382,123058,43067,0.8919,3.22,0.0322,2023-Q%q,CENSUS_ADJ
2035,73722831,70-74,X,ST,1025287,1130042,1023998,1190968,73530,7004,18220,9636,408775,11159,0.9036,2.01,-0.002,2018-Q%q,BAYES
2029,94705320,15-19,X,SC,477708,478545,429970,520986,7033,43054,-19805,-2842,116530,22820,0.9449,2.67,-0.0167,2023-Q%q,CENSUS_ADJ
2037,20400700,80-84,X,SC,107622,132153,119302,138371,68525,55081,-19338,-4115,479767,6565,0.9255,3.38,-0.0134,2021-Q%q,BAYES
2034,75777558,00-04,X,Other,1876440,1844564,1647259,2023126,49291,22842,-23136,5957,365452,5472,0.9597,3.69,0.0041,2022-Q%q,BAYES
2039,80905482,35-39,X,OBC,1625489,1944122,1802373,2036036,32697,43169,39054,3448,111469,35240,0.9403,2.38,0.0346,2018-Q%q,BAYES
2025,42173996,20-24,X,ST,193425,234248,223867,254711,32393,54458,32513,-6162,251990,17129,0.8896,2.44,0.0482,2019-Q%q,BAYES
2023,93633231,00-04,F,Other,1383301,1346760,1200920,1460927,65343,1268,-9140,8712,469004,4247,0.9938,3.11,-0.0101,2025-Q%q,COHORTCOMP
2022,33458784,85+,X,SC,1233047,1255376,1129406,1335772,46254,30520,48895,7715,373429,22654,0.8917,2.27,0.0259,2022-Q%q,CENSUS_ADJ
2026,54073394,45-49,X,Other,1508434,1579670,1463749,1744698,55203,40828,48844,3803,424121,26251,0.9641,3.38,0.0389,2019-Q%q,TREND
2028,95228802,00-04,M,ST,1549768,1749939,1618347,1861563,69040,25785,26867,6903,238724,36708,0.9429,2.62,0.0192,2020-Q%q,CENSUS_ADJ
2026,59142809,60-64,M,ST,1018444,962502,888400,1038405,7394,32905,-39900,-9379,330014,37256,0.9516,2.41,0.0206,2018-Q%q,COHORTCOMP
2037,82997659,00-04,M,OBC,733312,686872,617664,748942,58847,28529,26260,7549,265057,25330,0.9566,3.66,0.0421,2021-Q%q,TREND
2040,64827485,20-24,F,ST,443790,420629,373194,445623,24500,15122,-22981,-9617,374568,28304,0.9901,2.88,0.002,2025-Q%q,HYBRID
2021,52390834,80-84,X,OBC,259588,287361,259326,311296,4682,6965,33432,-6413,483926,13331,0.9125,3.3,0.0321,2024-Q%q,BAYES
2021,70694916,05-09,M,General,406575,362487,328918,389001,76750,45019,41136,2037,580053,49699,0.9866,2.44,-0.015,2023-Q%q,BAYES
2036,53420294,45-49,X,ST,1059664,1110747,997771,1179048,31175,51456,25059,-1659,10000,23884,0.9454,3.21,-0.0006,2024-Q%q,HYBRID
2037,34082096,80-84,X,OBC,720899,748021,692419,814312,5980,5089,-15044,-1834,24629,38073,0.9933,2.22,0.0451,2020-Q%q,CENSUS_ADJ
2029,15828557,35-39,X,General,1145356,1092136,956359,1226354,7440,3463,20260,5194,590636,38921,0.9476,3.15,0.0286,2022-Q%q,HYBRID
2028,38923971,20-24,F,Other,232260,252447,230034,265634,21830,839,-15821,4038,110007,12517,0.8844,3.06,0.0032,2020-Q%q,COHORTCOMP
2022,60133884,80-84,X,OBC,968479,1073018,1017954,1180991,6037,26942,36274,-9221,572030,11804,0.9715,1.32,-0.018,2026-Q%q,CENSUS_ADJ
2025,12932384,35-39,F,OBC,485924,433583,387103,490871,1810,46004,1745,894,344666,41038,0.8923,2.59,0.0265,2018-Q%q,CENSUS_ADJ
2025,44317982,70-74,F,SC,195262,219391,198721,239124,42287,38881,-1031,-8724,546403,45692,0.8938,1.82,0.0224,2023-Q%q,CENSUS_ADJ
2035,89075119,75-79,X,ST,1086195,1244828,1172501,1335659,75871,13388,5460,135,83397,34425,0.9354,2.4,0.0239,2021-Q%q,TREND
2029,33050357,10-14,X,OBC,904678,929148,857959,1029844,24768,31340,-28483,-2161,24851,26716,0.9827,3.44,-0.0188,2019-Q%q,CENSUS_ADJ
2040,96536481,80-84,M,Other,1219208,1239169,1153989,1311818,76003,2046,18412,-8052,332424,20177,0.9394,1.98,-0.0163,2022-Q%q,BAYES
2025,74973783,05-09,M,OBC,1204910,1048387,961472,1158194,62351,38191,-29310,8425,298999,13428,0.9382,1.47,-0.0192,2019-Q%q,TREND
2026,27997913,25-29,X,Other,440047,442478,403002,489666,33632,22899,-45983,-7539,28706,13782,0.9857,3.5,0.0241,2024-Q%q,BAYES
2037,84557111,50-54,F,OBC,606565,610840,549909,677246,639,16082,-1192,-9446,365136,46796,0.9838,2.4,0.0028,2019-Q%q,HYBRID
2039,55528240,50-54,X,Other,428080,414799,372853,443233,10178,13823,-21649,-3601,190136,24429,0.9668,2.63,0.0061,2018-Q%q,HYBRID
2039,18545697,10-14,M,SC,936942,1007901,934348,1114778,2997,36632,-37292,-1114,148922,26453,0.9238,1.33,0.0412,2021-Q%q,HYBRID
2035,22230508,50-54,X,OBC,1112071,1170823,1069312,1284077,6719,45558,37490,-7225,489364,29649,0.9375,3.49,-0.0131,2025-Q%q,BAYES
2037,45946227,15-19,F,Other,195606,183526,173391,200314,74650,41085,46390,-1631,86055,13684,0.8859,1.85,0.0101,2019-Q%q,CENSUS_ADJ
2024,39494552,45-49,M,General,1923661,2389517,2283439,2499148,22558,31610,44665,8200,373997,24935,0.9255,2.94,-0.011,2019-Q%q,HYBRID
2021,74022519,30-34,F,General,849441,882440,828478,936372,3776,50852,-31361,-4980,338413,5118,0.9938,2.58,-0.0041,2025-Q%q,BAYES
2023,78654686,70-74,X,General,1383964,1693793,1593541,1826544,72211,8242,22166,-6114,439255,47031,0.9425,3.65,0.0101,2024-Q%q,CENSUS_ADJ
2023,75393296,70-74,F,Other,1343232,1390718,1282161,1549608,67409,55447,-46906,5209,112348,15481,0.9099,3.63,-0.0158,2018-Q%q,BAYES
2025,53552502,45-49,M,Other,825297,827096,743906,904680,67241,57578,21166,-6928,214628,14127,0.9215,2.81,0.0364,2020-Q%q,TREND
2025,87228468,70-74,M,SC,614012,615559,547107,669879,70048,5823,1884,1758,225070,14207,0.9082,1.47,0.0029,2023-Q%q,CENSUS_ADJ
2025,26654775,40-44,M,Other,629914,707266,668425,778671,68510,35831,-21953,6525,532298,8444,0.906,1.89,0.0181,2018-Q%q,TREND
2022,28458544,20-24,X,OBC,1369069,1516360,1359684,1641325,42818,14551,-15031,1996,64963,43171,0.9797,1.93,-0.0017,2024-Q%q,CENSUS_ADJ
2021,25598198,75-79,F,General,1654792,1426246,1245818,1603116,180,35611,41049,-8288,458891,32745,0.992,1.99,0.0253,2018-Q%q,CENSUS_ADJ
2031,83672857,50-54,M,General,200654,179157,155283,194546,66,57454,-42536,1542,369457,21365,0.953,1.35,-0.0123,2023-Q%q,TREND
2026,46731873,80-84,F,OBC,1215147,1517850,1417085,1585296,63565,4743,10219,8160,87964,33942,0.8892,1.44,0.0395,2019-Q%q,COHORTCOMP
2029,59059928,10-14,M,Other,116591,119731,111644,133649,3503,54643,-44500,-3507,115715,7387,0.9881,2.77,0.0445,2023-Q%q,TREND
2030,69858335,50-54,M,SC,1228376,1374072,1244800,1476669,66307,8802,47683,5415,448519,30237,0.9508,1.34,0.0457,2020-Q%q,CENSUS_ADJ
2035,99888013,75-79,M,Other,660412,822467,782153,885073,50834,22628,37755,4614,448263,36361,0.9363,2.48,0.0025,2025-Q%q,TREND
2036,27552713,05-09,F,Other,278051,284166,255996,308738,44855,27349,27398,3091,141976,13478,0.9503,1.93,0.0463,2021-Q%q,TREND
2023,63969056,25-29,M,OBC,1916316,1835283,1625396,1975857,6998,31286,46697,-5187,440006,10773,0.9454,1.39,-0.0072,2018-Q%q,TREND
2035,57767149,00-04,X,Other,507203,452440,420424,511857,42508,1484,-48757,-2277,263598,32943,0.9727,2.55,0.0449,2018-Q%q,COHORTCOMP
2027,28421258,85+,F,General,1432782,1453884,1340095,1615222,63339,35399,11378,2411,8909,10168,0.918,2.23,0.0391,2018-Q%q,COHORTCOMP
2030,71195054,85+,F,ST,1057648,1288895,1180058,1410053,72902,2191,28522,-4884,200354,44628,0.928,2.8,0.0412,2022-Q%q,BAYES
2028,11012693,40-44,F,ST,1739780,2132562,1989048,2235456,18351,41599,44542,2129,111401,39085,0.9924,2.29,0.0219,2024-Q%q,COHORTCOMP
2035,75708404,20-24,X,ST,631392,787896,714905,836790,62518,48764,44572,8798,143836,21334,0.9729,3.03,0.0459,2025-Q%q,BAYES
2023,96539091,10-14,M,Other,475540,592071,537294,622077,964,24919,10821,-4439,410764,25350,0.976,2.31,-0.0015,2022-Q%q,BAYES
2041,24041106,15-19,M,ST,1237205,1164017,1073559,1233238,53301,27023,35013,-6655,100516,38162,0.9307,3.35,0.0313,2018-Q%q,CENSUS_ADJ
2029,76509469,45-49,X,ST,210242,187996,173425,202349,72332,39962,-9675,-2481,49769,22407,0.914,3.04,0.0344,2023-Q%q,CENSUS_ADJ
2036,39613749,20-24,F,Other,24996,24917,22350,27214,26991,1506,30718,-264,308939,31329,0.974,1.67,-0.0156,2018-Q%q,COHORTCOMP
2036,39756230,80-84,X,SC,958650,952747,854030,1048418,36529,18144,44603,-9343,360304,22933,0.8833,1.85,0.0415,2019-Q%q,HYBRID
2024,15606529,50-54,X,General,1783407,1539566,1340951,1707275,32351,22920,-27961,2030,525574,40567,0.9262,3.36,0.0291,2020-Q%q,CENSUS_ADJ
2023,16449154,70-74,F,SC,1347597,1336858,1195385,1409426,22756,17134,44989,-8703,465490,20038,0.8916,3.07,0.0312,2025-Q%q,CENSUS_ADJ
2040,88372862,30-34,M,ST,894097,1061348,976905,1146186,77951,22190,-23161,4663,339124,30912,0.9662,1.81,0.0243,2020-Q%q,BAYES
2037,46471844,05-09,M,ST,765809,678923,590863,727075,40706,53184,-8173,-8406,414321,43614,0.884,2.38,-0.0046,2021-Q%q,BAYES
2040,92097435,20-24,F,Other,266484,258249,239319,275919,10161,32635,26682,473,298557,15905,0.962,1.37,-0.0197,2021-Q%q,CENSUS_ADJ
2021,26928211,65-69,X,SC,1461090,1275596,1147813,1367621,35427,16134,-25558,2342,25030,1621,0.9815,2.61,0.0175,2025-Q%q,COHORTCOMP
2026,51767215,10-14,M,General,1211746,1455528,1313084,1590313,26437,38861,19511,-139,6415,19722,0.9104,2.12,0.033,2023-Q%q,COHORTCOMP
2040,64845212,05-09,X,ST,827616,1010871,913536,1060625,4250,40710,45139,-4754,32699,6316,0.9168,3.38,0.0021,2020-Q%q,TREND
2032,24195724,45-49,X,ST,1613268,1962137,1852966,2085789,23780,57793,2692,-3579,46002,42360,0.9681,1.4,-0.0143,2020-Q%q,BAYES
2022,82305589,35-39,F,General,606156,627281,568940,690689,15565,54490,34972,-7848,68916,24724,0.9044,2.2,0.0386,2020-Q%q,TREND
2036,74846411,25-29,F,SC,1983788,1841380,1665259,2056180,35210,19077,22116,5030,409641,24986,0.924,2.54,0.023,2020-Q%q,CENSUS_ADJ
2029,26208299,25-29,X,Other,445959,412432,372037,440263,17667,12087,-11504,-2656,52268,10511,0.9888,1.69,0.0219,2021-Q%q,COHORTCOMP
2034,83572827,80-84,M,OBC,1924768,2172847,2025283,2325509,33380,9272,-23401,1720,590138,9885,0.9911,3.28,0.0177,2021-Q%q,COHORTCOMP
2037,70425283,20-24,F,SC,1260740,1255561,1148584,1344269,7212,29562,29126,9927,520307,23589,0.9251,3.22,0.0295,2018-Q%q,CENSUS_ADJ
2023,65016119,45-49,M,Other,1207570,1391529,1293089,1467458,57442,27780,-22024,-2216,39139,37593,0.9729,2.27,-0.0051,2018-Q%q,CENSUS_ADJ
2022,14715906,20-24,M,Other,1438689,1628245,1542476,1787496,4342,41797,27792,4786,50262,760,0.9351,3.39,0.0143,2025-Q%q,HYBRID
2040,13136778,75-79,X,ST,1833388,1831001,1621714,1985917,20786,36878,-34659,7851,280317,9562,0.8949,2.87,0.0277,2023-Q%q,COHORTCOMP
2026,41283116,65-69,F,ST,1920256,1847332,1708256,2026148,14024,26049,47699,2716,558999,16579,0.9918,3.06,0.0271,2020-Q%q,TREND
2023,60637559,50-54,X,SC,245362,243670,224094,262846,58878,13013,-45454,5682,588546,30475,0.9333,2.22,0.0273,2022-Q%q,CENSUS_ADJ
2041,51126331,00-04,X,ST,900862,874226,818496,957512,17883,29099,45196,4082,545404,10191,0.8821,1.61,0.0264,2021-Q%q,CENSUS_ADJ
2023,32125766,45-49,X,Other,1216777,1467255,1398452,1586580,74463,56353,32430,-7321,558886,10591,0.917,2.27,-0.0152,2022-Q%q,CENSUS_ADJ
2023,36528329,30-34,X,Other,454007,544860,520136,582075,62022,7138,45355,-9758,540783,43882,0.9452,3.19,-0.0031,2019-Q%q,BAYES
2034,18475341,85+,X,Other,208919,181714,161848,202482,11461,33143,-49443,-2816,96731,17203,0.9467,1.7,0.035,2022-Q%q,CENSUS_ADJ
2023,45984143,50-54,F,Other,280484,240178,217381,258850,67338,51692,-3869,8801,488341,38017,0.9689,3.38,0.0165,2026-Q%q,COHORTCOMP
2022,80406680,75-79,F,General,843823,921138,820215,1021015,32478,53959,-8027,-5045,83899,43730,0.9319,1.45,-0.0184,2020-Q%q,HYBRID
2024,41897497,60-64,F,SC,207766,187126,173026,211967,32054,10877,-21592,2050,429576,28533,0.8802,2.44,-0.0011,2020-Q%q,HYBRID
2034,55127836,35-39,M,ST,1112144,1247861,1150270,1348460,35091,20430,37045,-9464,117410,2182,0.9867,1.97,0.0231,2018-Q%q,COHORTCOMP
2035,35781232,35-39,X,SC,549712,572637,511653,600520,64148,22240,-35293,1372,376216,41745,0.9695,1.29,-0.0079,2021-Q%q,CENSUS_ADJ
2036,83663615,05-09,M,General,923991,897979,818599,995542,1917,41223,34041,8762,387778,45104,0.9137,2.11,0.0088,2024-Q%q,BAYES
2041,37220771,35-39,M,OBC,334434,294055,256646,328290,67209,14015,15000,3223,349713,40025,0.9184,2.49,-0.0052,2024-Q%q,COHORTCOMP
2030,35122716,85+,F,SC,1859093,2275482,2100115,2397400,21168,58195,-47651,3148,261226,5486,0.9402,3.72,0.0163,2021-Q%q,HYBRID
2041,76414532,05-09,F,ST,168363,152605,134843,163288,8810,31589,46141,-8364,505527,38625,0.9369,3.17,0.0156,2026-Q%q,BAYES
2036,74117835,65-69,X,SC,567552,648917,619048,688185,27966,41416,38795,-6744,303359,40373,0.9756,3.41,-0.0026,2024-Q%q,BAYES
2038,33020128,00-04,X,OBC,984663,1083584,993491,1200334,40223,28079,-29504,-2168,447527,32963,0.9096,3.46,0.0417,2019-Q%q,TREND
2029,44233104,05-09,F,General,1764446,2083956,1909758,2217306,50167,20541,32038,-2727,270642,35101,0.9459,1.77,0.0275,2021-Q%q,CENSUS_ADJ
