lab_cond_reference_year,lab_cond_country_iso2,lab_cond_region_nuts_code,lab_cond_sector_nace_section,lab_cond_contract_type_code,lab_cond_working_hours_week_mean,lab_cond_overtime_share_pct,lab_cond_shift_work_share_pct,lab_cond_remote_work_share_pct,lab_cond_right_to_disconnect_policy_flag,lab_cond_work_accidents_rate_per_100k,lab_cond_work_related_illness_rate_per_100k,lab_cond_job_satisfaction_score,lab_cond_work_life_balance_score,lab_cond_burnout_risk_index,lab_cond_training_provided_share_pct,lab_cond_union_membership_share_pct,lab_cond_eurofound_source_flag,lab_cond_survey_weight,lab_cond_data_extract_date
2006,HR,ES67,P,PERMANENT,26.3,20.41,6.66,20.45,0,620.01,1159.45,7.2,5.35,27.08,38.14,19.51,1,2.7348,2025-01-20
2007,DE,FR4,F,APPRENTICE,31.58,4.28,6.95,2.33,0,709.23,355.85,6.63,6.84,26.82,46.59,14.79,1,4.1879,2024-10-12
2008,LU,MT773,Q,TEMPORARY,24.37,8.3,11.7,8.29,0,482.69,1536.93,5.94,6.74,55.23,26.6,56.19,1,4.3543,2024-01-27
2009,SI,BG1,G,PLATFORM,44.84,7.37,8.74,11.29,0,406.04,1130.52,5.42,5.88,20.78,23.54,53.0,1,3.113,2026-02-12
2010,CY,DE7,R,SELF_EMPLOYED,42.58,18.0,7.42,10.54,0,477.94,1413.25,7.94,5.56,27.06,34.32,38.33,1,1.925,2025-05-03
2011,GR,IE8,H,PERMANENT,32.07,6.89,11.47,15.32,0,876.46,1043.72,7.97,6.04,61.18,66.07,11.73,1,3.5093,2024-10-19
2012,MT,SE59,S,APPRENTICE,21.57,2.47,20.43,22.32,1,611.4,279.76,8.0,6.46,27.01,54.44,11.17,0,3.4612,2025-02-28
2013,ES,HR51,I,TEMPORARY,29.79,15.92,8.0,18.83,0,486.52,1115.7,7.52,6.39,76.18,58.83,57.1,1,0.2427,2025-07-11
2014,CZ,PT53,T,PLATFORM,30.68,6.38,20.74,14.06,0,381.71,140.23,7.44,5.86,26.7,56.39,5.01,1,3.7256,2024-09-08
2015,HU,PT125,J,SELF_EMPLOYED,36.33,11.38,7.43,8.08,0,276.29,1300.45,6.57,6.64,55.05,44.54,15.52,1,4.151,2025-02-15
2016,NL,IE80,U,PERMANENT,39.91,26.25,28.15,22.17,0,546.59,923.78,8.52,6.26,38.33,56.66,36.24,1,2.4067,2025-07-04
2017,SE,BG9,K,APPRENTICE,22.4,3.8,7.19,3.31,0,541.41,1426.81,6.92,5.76,40.78,45.06,52.81,1,3.8688,2025-08-29
2018,DK,HR844,A,TEMPORARY,26.58,12.47,10.13,23.09,1,433.04,238.58,7.61,6.37,34.4,23.28,31.45,0,2.3133,2024-02-21
2019,IE,DK95,L,PLATFORM,42.14,10.37,18.18,3.17,0,330.22,508.33,7.23,4.93,22.37,28.44,26.36,1,4.3379,2024-10-29
2020,PL,EE6,B,SELF_EMPLOYED,29.22,4.14,26.54,29.96,1,213.87,642.6,8.42,8.14,42.06,63.26,12.41,1,0.3967,2024-12-24
2021,AT,BE6,M,PERMANENT,36.74,4.26,22.61,19.04,0,492.76,614.6,6.75,7.22,69.73,22.02,49.78,1,2.7197,2025-06-23
2022,EE,NL89,C,APPRENTICE,30.2,10.21,20.01,21.24,0,529.7,817.07,7.23,6.73,45.89,40.2,4.96,1,4.7533,2025-04-18
2023,IT,BE542,N,TEMPORARY,29.5,15.3,10.92,8.44,0,547.78,976.4,6.02,6.82,71.21,64.66,25.08,1,2.7152,2024-08-14
2024,PT,BG76,D,PLATFORM,48.88,15.94,26.12,7.92,0,1025.61,1386.98,5.23,5.86,38.38,24.94,10.3,0,0.4681,2025-01-19
2025,BE,FI7,O,SELF_EMPLOYED,40.02,12.7,19.51,15.86,0,106.47,1190.83,8.76,7.84,58.88,34.32,43.89,1,2.4265,2026-02-01
2006,FI,PL21,E,PERMANENT,34.32,16.74,5.66,4.57,0,1027.87,1179.17,7.97,5.87,39.07,86.56,76.74,1,1.4796,2024-06-01
2007,LV,BE423,P,APPRENTICE,31.75,6.82,9.49,19.28,0,499.67,288.62,7.04,6.63,59.78,74.85,16.09,1,0.8141,2025-03-09
2008,RO,PT607,F,TEMPORARY,36.89,16.07,33.92,22.26,0,774.99,680.06,7.28,7.21,47.83,31.92,21.8,0,1.3709,2024-03-20
2009,BG,DK32,Q,PLATFORM,48.65,12.09,28.46,14.12,1,315.1,519.35,5.01,6.02,30.8,61.49,16.23,1,4.5331,2024-03-20
2010,FR,IT23,G,SELF_EMPLOYED,46.53,27.16,24.8,23.0,0,66.7,450.54,8.17,6.33,51.41,33.15,22.79,1,0.8552,2025-09-13
2011,LT,DK195,R,PERMANENT,40.41,14.03,13.14,16.4,0,564.05,1045.75,8.13,7.89,54.02,51.03,25.87,1,3.2792,2025-01-07
2012,SK,RO478,H,APPRENTICE,36.48,18.49,26.63,7.7,0,381.11,1269.66,5.84,5.75,47.95,59.93,34.18,1,3.959,2025-01-17
2013,HR,RO375,S,TEMPORARY,28.06,8.21,9.38,15.93,0,699.87,235.8,5.59,6.68,57.2,57.87,28.65,1,0.8176,2024-08-09
2014,DE,AT677,I,PLATFORM,39.21,6.52,33.34,16.09,0,604.83,1395.08,6.99,5.79,22.59,61.41,10.21,0,4.7527,2025-03-24
2015,LU,LV58,T,SELF_EMPLOYED,29.81,18.67,21.89,12.67,0,268.72,1355.39,5.56,8.49,24.02,12.2,26.71,1,1.4806,2024-01-04
2016,SI,FR90,J,PERMANENT,29.05,17.34,9.03,27.07,0,98.06,977.92,5.94,5.64,21.69,55.23,14.9,1,1.8095,2025-10-18
2017,CY,SI409,U,APPRENTICE,22.91,14.07,5.71,17.73,0,470.69,1139.11,7.93,5.15,71.09,73.25,5.63,1,0.4964,2025-05-11
2018,GR,ES706,K,TEMPORARY,32.1,3.5,33.76,14.87,1,336.13,746.21,7.58,6.78,24.99,42.4,39.94,0,4.3063,2024-12-03
2019,MT,RO189,A,PLATFORM,33.77,4.48,14.41,1.59,0,513.3,1414.85,7.33,7.93,59.61,16.69,6.77,1,2.4739,2025-01-28
2020,ES,NL1,L,SELF_EMPLOYED,36.02,18.08,4.0,4.1,0,87.2,357.0,5.23,5.48,55.18,29.72,48.26,1,4.1321,2025-12-15
2021,CZ,FI71,B,PERMANENT,25.54,11.48,26.48,14.62,0,438.83,1335.61,7.54,5.79,32.81,56.31,7.32,1,1.606,2024-03-11
2022,HU,IT917,M,APPRENTICE,31.99,12.97,17.25,19.59,1,75.91,144.0,6.83,5.71,60.96,42.35,24.72,0,2.2745,2025-12-30
2023,NL,LU33,C,TEMPORARY,37.29,15.86,22.95,6.89,0,170.15,480.09,6.33,5.93,41.03,20.08,15.05,1,3.93,2024-05-14
2024,SE,DK71,N,PLATFORM,41.3,14.28,18.5,15.5,1,411.95,873.47,7.85,4.75,74.67,64.46,77.38,0,1.3424,2024-08-04
2025,DK,SK85,D,SELF_EMPLOYED,45.48,5.39,33.43,2.49,0,750.36,766.2,7.27,5.14,47.1,20.98,33.21,0,3.6681,2024-05-08
2006,IE,HU78,O,PERMANENT,42.12,22.97,19.6,8.96,0,55.52,153.43,5.99,5.85,57.28,29.77,25.35,0,0.9172,2024-11-22
2007,PL,FI81,E,APPRENTICE,23.82,16.29,28.85,21.28,0,942.5,1342.94,6.29,6.23,55.63,48.15,11.37,1,2.6638,2025-09-04
2008,AT,BG950,P,TEMPORARY,33.69,15.53,12.78,13.33,0,294.39,667.14,8.03,5.68,29.7,11.76,12.52,1,0.8613,2024-02-05
2009,EE,MT485,F,PLATFORM,45.56,20.98,8.05,22.14,0,592.84,831.81,5.36,5.66,30.75,44.52,4.3,1,2.8328,2025-05-09
2010,IT,PT697,Q,SELF_EMPLOYED,47.87,8.93,22.07,3.11,1,388.56,363.47,5.61,6.38,46.56,51.95,19.18,0,2.1725,2025-01-28
2011,PT,IT5,G,PERMANENT,41.81,19.63,23.78,3.88,0,296.17,825.02,5.61,4.67,77.92,64.74,47.87,1,0.9254,2026-02-24
2012,BE,DE77,R,APPRENTICE,29.46,18.0,13.55,15.22,1,385.12,537.22,8.07,8.13,58.12,61.64,52.16,1,1.0314,2025-03-19
2013,FI,LU709,H,TEMPORARY,38.92,21.61,30.32,9.31,0,1332.99,410.01,7.56,5.06,76.09,39.7,70.4,0,1.0432,2025-08-02
2014,LV,LV9,S,PLATFORM,35.36,2.82,23.78,3.94,0,262.64,544.74,5.97,5.19,31.99,34.9,15.04,1,1.6285,2024-05-18
2015,RO,CZ23,I,SELF_EMPLOYED,43.98,3.63,24.74,5.16,0,604.91,1306.79,5.83,6.03,41.09,12.29,28.22,1,1.3545,2026-01-07
2016,BG,IT950,T,PERMANENT,32.76,11.65,23.61,12.11,0,178.94,1000.69,6.87,6.95,61.23,49.05,30.82,1,2.3943,2025-06-16
2017,FR,HU100,J,APPRENTICE,28.34,16.44,20.4,28.22,1,583.96,294.0,6.77,5.86,41.32,14.86,32.15,1,1.3244,2025-10-23
2018,LT,CY555,U,TEMPORARY,35.29,18.68,28.43,6.5,0,300.13,1128.43,6.43,7.47,38.28,63.99,27.08,1,4.1395,2024-12-27
2019,SK,EE1,K,PLATFORM,37.01,4.32,10.47,2.99,0,460.02,928.5,6.51,5.67,41.53,24.74,30.14,1,0.878,2024-06-13
2020,HR,LT285,A,SELF_EMPLOYED,39.88,13.37,11.8,20.69,1,607.3,1032.23,5.89,7.46,28.61,54.3,19.48,0,1.8753,2024-03-16
2021,DE,FR89,L,PERMANENT,37.38,15.23,19.41,47.82,0,607.01,675.41,7.68,5.2,29.68,38.57,41.31,1,1.483,2025-07-09
2022,LU,FI837,B,APPRENTICE,27.17,10.24,21.84,12.31,1,550.52,489.31,8.17,5.77,43.97,68.64,42.7,0,1.8496,2025-03-21
2023,SI,EE163,M,TEMPORARY,29.05,8.68,15.64,6.78,0,298.19,1160.58,7.93,6.57,27.93,17.46,52.77,1,1.9422,2026-02-19
2024,CY,BG52,C,PLATFORM,40.36,23.71,6.84,2.75,0,1099.67,159.65,6.2,4.24,68.09,30.99,10.07,0,2.9404,2025-12-23
2025,GR,IT27,N,SELF_EMPLOYED,44.83,5.76,9.16,8.65,0,438.98,418.26,7.04,6.19,52.03,62.99,18.53,1,3.5542,2024-01-28
2006,MT,EE692,D,PERMANENT,26.25,11.08,14.85,5.87,0,652.36,788.98,6.18,6.86,24.79,46.22,23.1,1,1.4092,2024-04-05
2007,ES,RO59,O,APPRENTICE,31.81,4.56,22.02,13.65,0,310.69,294.98,6.0,8.4,22.87,35.69,49.54,1,3.5362,2024-06-12
2008,CZ,LU99,E,TEMPORARY,33.2,3.53,17.4,12.46,1,1300.54,508.91,5.39,8.05,21.23,24.25,43.64,1,2.5224,2025-04-19
2009,HU,CZ3,P,PLATFORM,48.94,10.23,7.52,19.47,0,318.84,380.85,5.62,6.92,51.72,62.25,31.7,1,2.4003,2025-05-03
2010,NL,AT97,F,SELF_EMPLOYED,34.08,11.89,35.02,6.7,0,456.87,1123.38,6.53,5.49,21.1,61.02,24.47,1,3.4755,2025-07-11
2011,SE,FI64,Q,PERMANENT,31.67,21.36,5.38,16.97,0,566.6,1068.82,5.56,8.45,42.18,20.52,11.53,0,3.2783,2024-08-05
2012,DK,ES934,G,APPRENTICE,30.25,2.81,10.36,21.23,0,286.19,215.01,6.14,5.87,42.55,67.94,78.4,0,3.619,2025-03-14
2013,IE,IE252,R,TEMPORARY,41.18,8.28,24.99,10.39,0,613.95,457.63,6.33,5.61,28.54,38.3,8.19,1,0.5829,2024-07-25
2014,PL,SI96,H,PLATFORM,37.01,5.69,10.12,3.93,0,468.21,304.56,6.05,6.9,37.73,59.37,55.65,1,3.929,2024-10-28
2015,AT,ES73,S,SELF_EMPLOYED,29.11,6.17,16.12,6.12,0,149.57,896.34,8.1,6.53,59.49,12.88,48.2,0,4.5326,2026-02-19
2016,EE,RO77,I,PERMANENT,41.09,8.76,11.82,6.84,0,563.37,1283.96,6.98,6.66,53.82,59.39,35.25,0,4.13,2025-05-21
2017,IT,GR4,T,APPRENTICE,21.57,13.83,7.29,15.43,0,201.21,421.0,8.72,5.31,29.15,39.87,34.37,1,1.8231,2024-07-04
2018,PT,SE43,J,TEMPORARY,38.26,3.36,13.17,23.02,1,191.83,1149.24,6.69,8.46,42.13,59.8,11.25,1,0.9187,2025-10-10
2019,BE,EE96,U,PLATFORM,39.72,14.62,9.42,25.54,1,550.73,1055.56,6.03,7.04,41.11,43.9,19.7,1,3.7126,2024-12-16
2020,FI,CY783,K,SELF_EMPLOYED,44.82,14.44,17.59,48.13,0,211.63,1407.7,7.67,6.98,30.59,17.96,60.58,1,4.6147,2024-03-11
2021,LV,HR76,A,PERMANENT,24.5,21.38,7.52,33.88,0,470.25,745.39,5.84,8.3,65.8,69.14,45.22,0,3.5778,2025-02-09
2022,RO,LU595,L,APPRENTICE,25.2,7.64,15.76,16.0,1,107.22,181.1,7.74,7.04,27.14,52.32,53.01,1,3.2746,2024-02-15
2023,BG,RO9,B,TEMPORARY,36.43,11.67,20.93,14.87,0,1138.13,797.97,6.11,6.9,47.02,64.08,13.31,1,3.1451,2025-11-29
2024,FR,LT13,M,PLATFORM,40.78,14.12,27.59,17.81,0,534.54,1177.59,6.14,5.94,29.6,32.38,48.45,1,1.9876,2024-04-16
2025,LT,RO486,C,SELF_EMPLOYED,34.45,16.68,19.4,19.35,1,77.5,1172.87,6.22,7.46,34.86,53.25,7.61,1,1.6023,2025-03-24
2006,SK,PL168,N,PERMANENT,24.3,11.62,24.44,28.73,0,590.51,1033.69,7.03,8.0,35.54,20.57,10.2,1,4.4529,2025-02-16
2007,HR,FR794,D,APPRENTICE,23.19,16.94,9.82,4.32,0,835.51,1339.84,6.45,6.72,47.03,40.43,32.81,1,3.7544,2025-08-07
2008,DE,SE66,O,TEMPORARY,24.34,14.59,9.83,21.65,0,716.1,192.62,8.45,5.93,33.95,30.27,47.99,0,2.0022,2025-05-15
2009,LU,DK642,E,PLATFORM,46.58,5.51,29.67,14.77,0,441.69,1249.86,5.36,5.52,29.34,21.78,26.61,1,4.0818,2025-05-31
2010,SI,RO534,P,SELF_EMPLOYED,38.47,15.31,22.13,10.9,0,598.53,1261.55,6.49,6.36,71.52,58.42,13.72,0,3.3667,2024-11-24
2011,CY,BG32,F,PERMANENT,31.17,20.51,24.98,15.37,0,862.69,972.9,8.04,6.07,63.75,73.17,55.21,1,2.8333,2024-12-12
2012,GR,CY31,Q,APPRENTICE,22.25,7.85,23.24,2.15,0,188.11,886.56,5.18,7.13,39.23,15.72,49.77,0,2.6771,2024-12-11
2013,MT,GR778,G,TEMPORARY,32.64,5.74,20.03,3.3,0,420.14,726.26,5.66,4.87,46.46,33.74,15.74,0,4.5573,2025-04-27
2014,ES,LU468,R,PLATFORM,48.6,6.95,4.52,8.48,0,197.7,213.78,5.92,5.25,43.9,29.46,54.75,1,4.1864,2024-03-21
2015,CZ,DK727,H,SELF_EMPLOYED,48.46,13.34,8.15,21.7,0,803.74,1326.83,6.91,7.27,79.23,37.07,9.79,0,2.7696,2025-12-04
2016,HU,CZ453,S,PERMANENT,33.06,4.77,18.35,22.22,0,304.29,1273.07,5.81,8.07,24.89,71.24,42.57,1,1.5663,2024-10-07
2017,NL,PT76,I,APPRENTICE,25.45,10.19,22.87,7.07,0,636.95,371.08,5.17,5.19,40.22,86.97,10.3,1,3.4892,2024-12-29
2018,SE,DK936,T,TEMPORARY,29.73,6.33,9.67,22.12,0,479.52,189.35,6.25,7.2,50.73,38.16,77.29,1,4.1464,2025-10-14
2019,DK,CY653,J,PLATFORM,41.39,16.08,31.6,24.4,0,529.37,1307.63,5.29,6.59,31.51,26.33,19.63,0,4.4586,2024-01-10
2020,IE,BG93,U,SELF_EMPLOYED,30.23,15.47,26.92,40.47,1,194.24,1341.79,6.73,6.29,30.64,29.86,43.95,1,2.4969,2024-04-14
2021,PL,PT22,K,PERMANENT,35.82,13.45,25.97,13.14,1,317.12,433.03,7.47,5.72,72.74,17.33,42.83,0,4.5046,2024-02-20
2022,AT,ES916,A,APPRENTICE,33.4,16.23,3.69,11.76,0,569.29,1541.31,8.1,6.95,40.69,75.38,32.7,0,0.7854,2024-10-26
2023,EE,DE330,L,TEMPORARY,32.77,14.79,20.56,3.35,0,578.56,1164.88,7.47,6.73,42.67,39.51,54.01,1,1.839,2024-12-03
2024,IT,LU762,B,PLATFORM,31.09,2.23,8.3,7.46,1,616.08,1405.15,6.67,6.65,52.7,24.71,56.7,1,3.52,2025-06-28
2025,PT,BE281,M,SELF_EMPLOYED,34.77,5.75,19.25,12.34,1,640.78,802.45,7.08,5.41,25.03,62.52,27.63,0,3.554,2025-01-16
2006,BE,FI898,C,PERMANENT,39.36,11.51,14.37,20.05,0,527.8,746.79,8.1,8.0,64.05,45.55,7.84,1,4.5873,2025-03-22
2007,FI,LV377,N,APPRENTICE,28.63,7.37,17.84,7.04,0,110.29,558.88,8.15,5.77,50.04,20.95,72.07,0,1.2291,2024-08-16
2008,LV,NL849,D,TEMPORARY,26.36,6.79,15.9,9.38,0,384.79,1188.22,6.12,4.89,29.78,44.01,46.43,1,3.9067,2025-07-24
2009,RO,AT47,O,PLATFORM,48.77,4.38,22.05,2.08,0,527.77,204.39,4.9,6.7,42.84,60.62,46.56,0,3.7743,2025-03-29
2010,BG,CY19,E,SELF_EMPLOYED,31.34,16.05,9.77,19.98,0,876.15,1104.06,7.83,8.28,35.28,31.79,46.21,1,1.5302,2025-07-30
2011,FR,AT3,P,PERMANENT,27.09,7.47,15.61,18.12,1,379.38,190.76,7.49,5.71,50.44,22.02,44.75,1,3.8364,2025-07-09
2012,LT,AT5,F,APPRENTICE,27.23,5.05,22.19,13.62,0,431.87,1247.54,5.83,7.44,19.37,21.27,13.65,1,2.6334,2025-01-17
2013,SK,ES121,Q,TEMPORARY,28.96,16.78,28.56,15.84,0,383.04,228.2,5.62,8.56,42.55,16.22,11.56,0,1.3356,2026-02-16
2014,HR,GR5,G,PLATFORM,29.98,14.29,9.52,22.63,0,204.89,501.25,6.1,7.17,43.24,57.17,24.95,1,0.6698,2025-05-18
2015,DE,BE505,R,SELF_EMPLOYED,48.15,20.77,3.71,11.01,0,612.67,880.6,7.73,6.96,47.37,25.32,56.49,1,3.3259,2025-03-01
2016,LU,CY531,H,PERMANENT,24.62,17.23,31.05,21.55,0,242.03,418.62,6.72,5.55,50.37,30.67,54.44,1,0.3191,2024-12-23
2017,SI,IT454,S,APPRENTICE,31.88,9.31,19.3,8.05,0,147.2,831.53,7.67,7.06,39.17,59.24,6.94,1,3.0027,2025-05-28
2018,CY,FR8,I,TEMPORARY,42.76,9.57,8.03,15.83,1,639.61,937.72,5.88,5.34,24.05,33.07,28.68,1,3.2457,2024-04-07
2019,GR,NL6,T,PLATFORM,42.68,23.78,24.77,2.67,0,449.4,1746.24,6.32,6.35,58.26,47.38,11.47,1,3.9334,2024-09-18
2020,MT,RO893,J,SELF_EMPLOYED,38.81,2.92,27.69,39.18,1,630.86,1534.63,7.82,6.0,64.29,58.45,35.65,1,1.6147,2025-11-02
2021,ES,AT149,U,PERMANENT,30.24,9.52,28.58,30.16,0,413.85,1301.16,7.2,7.42,32.26,55.89,17.43,1,1.8205,2025-08-04
2022,CZ,PL4,K,APPRENTICE,26.36,14.87,35.88,26.4,1,402.12,375.2,7.9,7.31,66.45,62.65,54.69,0,2.8774,2026-01-29
2023,HU,RO40,A,TEMPORARY,32.24,14.19,20.82,1.98,0,487.36,466.83,7.61,5.55,27.14,26.94,12.31,1,2.618,2025-03-23
2024,NL,SI163,L,PLATFORM,30.49,12.71,15.95,12.67,1,366.04,1579.15,7.13,7.04,82.39,53.2,39.25,1,1.7995,2024-01-20
2025,SE,AT463,B,SELF_EMPLOYED,49.21,14.15,25.68,26.2,0,965.05,881.58,8.01,5.37,46.26,72.96,18.44,1,4.1566,2025-05-11
2006,DK,DK531,M,PERMANENT,29.71,2.11,13.67,20.68,0,106.06,1427.85,5.73,7.35,34.18,25.51,80.95,0,0.8681,2024-04-18
2007,IE,LU955,C,APPRENTICE,25.67,14.48,18.26,16.13,0,449.42,422.81,8.46,6.06,53.6,27.27,6.28,1,4.6836,2024-06-19
2008,PL,HU2,N,TEMPORARY,31.75,5.47,14.72,4.23,0,165.35,523.46,6.75,5.01,41.89,20.7,19.99,0,0.9245,2025-09-26
2009,AT,RO30,D,PLATFORM,40.41,16.12,16.89,12.92,0,877.48,1316.74,7.51,7.39,52.28,17.97,25.66,1,4.1401,2025-09-30
2010,EE,RO2,O,SELF_EMPLOYED,44.92,15.91,17.48,1.93,0,274.45,450.09,6.27,4.53,24.92,27.18,23.2,0,4.0916,2024-05-03
2011,IT,NL33,E,PERMANENT,26.67,20.7,36.73,10.54,0,932.59,422.78,6.38,5.28,44.57,75.63,11.75,1,4.2265,2024-12-18
2012,PT,LU1,P,APPRENTICE,31.59,15.07,18.77,17.13,0,498.58,495.04,6.77,7.82,22.86,49.81,30.58,0,0.3349,2026-01-05
2013,BE,HR32,F,TEMPORARY,38.95,20.83,7.64,17.81,0,462.03,920.47,7.54,7.6,63.49,52.2,17.42,1,4.4869,2024-05-28
2014,FI,IT76,Q,PLATFORM,48.45,15.12,27.81,21.34,0,74.4,248.46,6.25,7.1,23.31,63.26,29.23,1,4.2061,2025-12-19
2015,LV,PT671,G,SELF_EMPLOYED,42.01,11.59,13.33,8.56,0,396.53,898.4,8.12,5.33,31.74,32.91,3.52,0,4.6882,2025-01-24
2016,RO,AT58,R,PERMANENT,40.18,22.68,6.96,9.23,0,461.83,394.89,6.27,6.55,29.25,37.28,38.04,1,3.3127,2024-09-30
2017,BG,GR254,H,APPRENTICE,33.79,7.82,37.28,12.33,0,827.54,1196.27,5.97,7.52,43.07,75.29,24.26,1,1.9504,2025-04-07
2018,FR,DE819,S,TEMPORARY,32.06,16.79,23.81,18.31,1,638.75,1743.35,7.6,5.47,39.2,15.91,48.46,0,3.3185,2025-03-24
2019,LT,DK51,I,PLATFORM,34.29,8.24,32.1,10.19,1,718.24,768.03,6.94,4.78,55.25,16.26,27.93,1,3.14,2025-09-08
2020,SK,LU59,T,SELF_EMPLOYED,35.59,16.72,17.01,22.38,1,535.29,158.73,5.74,5.91,37.02,65.38,34.73,0,3.5719,2024-03-22
2021,HR,MT232,J,PERMANENT,25.67,18.07,26.67,22.47,1,246.08,847.6,7.59,7.58,37.43,63.8,26.97,0,4.5374,2024-08-20
2022,DE,ES2,U,APPRENTICE,24.23,6.88,17.05,2.47,0,447.92,1108.08,6.29,6.41,24.2,24.23,46.35,1,4.7213,2024-08-02
2023,LU,LV66,K,TEMPORARY,40.76,4.36,31.7,8.95,0,278.96,1580.7,6.41,4.31,64.63,24.15,35.79,0,4.3126,2025-10-20
2024,SI,PT17,A,PLATFORM,45.65,6.3,23.55,10.2,1,333.23,374.17,5.72,5.25,33.04,64.3,10.41,1,2.9006,2025-07-17
2025,CY,EE601,L,SELF_EMPLOYED,30.47,4.29,22.03,6.26,1,43.1,1633.87,7.82,5.24,48.49,32.96,23.27,0,2.4786,2026-02-14
2006,GR,AT83,B,PERMANENT,42.64,16.91,21.99,10.97,0,382.31,311.7,7.99,5.83,21.15,65.22,29.0,1,0.336,2025-01-30
2007,MT,SE3,M,APPRENTICE,29.08,7.24,23.8,18.19,0,346.13,643.02,6.49,7.04,28.21,16.15,22.97,1,4.5606,2025-08-15
2008,ES,FI207,C,TEMPORARY,24.75,8.51,18.76,5.65,0,675.75,170.64,7.07,4.73,43.72,15.34,36.4,1,3.8779,2025-03-06
2009,CZ,LT5,N,PLATFORM,33.39,9.54,25.16,27.81,0,581.25,306.61,6.08,6.02,46.55,36.15,27.46,1,2.3936,2026-01-04
2010,HU,CZ4,D,SELF_EMPLOYED,44.51,10.31,6.97,21.91,0,778.87,936.09,8.36,5.04,45.85,60.42,29.86,0,1.8057,2024-10-14
2011,NL,MT109,O,PERMANENT,35.39,12.24,15.19,18.94,0,288.13,1000.83,7.64,5.61,28.24,31.81,15.12,0,3.3612,2024-03-18
2012,SE,SK9,E,APPRENTICE,26.5,11.64,28.26,22.76,1,944.16,395.2,6.83,8.35,21.06,61.04,27.82,0,1.5466,2025-12-16
2013,DK,SE90,P,TEMPORARY,41.31,2.26,27.55,21.32,0,730.1,1195.14,8.46,5.32,54.28,18.15,64.42,0,4.4277,2024-05-10
2014,IE,SI88,F,PLATFORM,49.19,23.72,6.03,12.86,1,1196.27,780.1,6.13,7.89,64.57,63.44,28.3,1,1.9574,2024-11-21
2015,PL,GR828,Q,SELF_EMPLOYED,38.11,7.72,27.02,21.98,0,145.77,564.71,8.07,8.43,58.09,43.5,30.32,1,4.0309,2024-08-26
2016,AT,CY5,G,PERMANENT,25.1,4.14,11.82,6.75,0,600.1,1039.73,6.62,5.32,42.34,35.07,3.41,0,1.6704,2024-08-11
2017,EE,SK4,R,APPRENTICE,35.47,8.05,12.35,9.59,0,450.07,733.69,6.34,5.12,54.97,64.5,51.65,1,1.1085,2024-12-31
2018,IT,IE89,H,TEMPORARY,24.87,6.54,35.05,17.29,1,108.34,171.36,6.16,8.51,37.82,55.59,48.86,1,3.2997,2025-05-02
2019,PT,NL970,S,PLATFORM,48.3,14.8,26.01,11.23,1,264.35,1045.66,4.76,4.87,69.37,16.8,9.78,1,2.3607,2025-04-13
2020,BE,SK45,I,SELF_EMPLOYED,40.43,3.66,32.56,24.0,1,532.72,739.35,6.74,6.15,22.0,33.21,52.17,0,3.2358,2025-09-27
2021,FI,NL8,T,PERMANENT,41.8,26.83,28.51,4.52,0,200.89,1191.3,5.51,5.4,81.74,52.75,50.93,0,3.5551,2025-08-27
2022,LV,FR22,J,APPRENTICE,28.04,6.97,24.29,3.63,0,617.92,1417.59,5.18,5.43,36.33,41.38,36.74,1,1.336,2026-01-05
2023,RO,BG3,U,TEMPORARY,41.73,19.92,28.83,5.94,0,499.71,1076.77,6.63,4.32,24.29,15.15,12.04,1,2.2934,2025-03-03
2024,BG,BG96,K,PLATFORM,44.17,5.2,15.81,26.39,0,641.8,525.65,5.95,6.72,20.82,19.97,15.24,0,2.5545,2025-06-25
2025,FR,HU465,A,SELF_EMPLOYED,44.84,24.07,18.5,2.9,0,586.59,644.43,7.86,6.0,75.89,21.21,39.87,1,3.4024,2026-02-03
2006,LT,HR29,L,PERMANENT,35.1,5.74,21.39,9.1,0,426.05,761.59,7.88,5.32,50.75,22.89,39.22,0,1.9811,2024-11-02
2007,SK,BE7,B,APPRENTICE,24.42,15.28,27.65,2.42,0,646.15,1045.11,5.29,5.13,67.24,44.01,54.44,1,2.0582,2025-07-12
2008,HR,BE87,M,TEMPORARY,28.57,10.49,21.1,1.99,0,55.38,337.29,8.18,4.79,58.93,63.52,21.63,0,4.7773,2024-04-22
2009,DE,HR81,C,PLATFORM,31.64,4.65,17.09,9.98,0,857.28,207.28,7.41,5.01,56.89,43.47,36.09,0,4.4411,2025-08-25
2010,LU,AT816,N,SELF_EMPLOYED,31.56,5.45,20.85,18.37,0,481.94,186.8,8.77,5.26,49.65,56.26,3.86,0,3.4952,2025-04-18
2011,SI,MT937,D,PERMANENT,33.2,19.26,35.64,10.67,0,726.88,1295.6,5.61,7.28,65.21,24.63,33.71,0,1.7705,2025-01-03
2012,CY,AT431,O,APPRENTICE,22.44,7.15,9.82,22.29,0,294.14,608.37,5.77,7.9,34.49,20.95,42.36,1,1.2272,2025-12-28
2013,GR,GR848,E,TEMPORARY,28.7,5.22,20.56,13.95,0,443.23,789.63,6.4,8.5,48.75,22.13,8.86,1,4.6724,2024-02-16
2014,MT,SK69,P,PLATFORM,43.4,7.34,13.37,14.98,0,121.59,472.09,7.19,7.43,30.79,58.23,15.32,1,1.4538,2026-02-01
