house_permits_reference_month,house_permits_country_iso2,house_permits_region_nuts_code,house_permits_building_type_code,house_permits_dwellings_authorised_count,house_permits_floor_area_authorised_m2,house_permits_construction_cost_index,house_permits_construction_time_months_median,house_permits_material_cost_index,house_permits_labor_shortage_index,house_permits_green_building_standard_flag,house_permits_social_housing_quota_flag,house_permits_renovation_permits_count,house_permits_demolition_permits_count,house_permits_land_use_planning_code,house_permits_flood_risk_zone_flag,house_permits_epbd_compliance_flag,house_permits_data_source,house_permits_revision_round,house_permits_data_extract_date
2019-07,LV,BG96,RESIDENTIAL_SINGLE_FAMILY,4731,254013.67,110.36,8.54,104.94,0.5666,0,0,8992,739,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-01-14
2019-08,RO,HU465,MIXED_USE,1784,171882.31,119.57,14.79,113.02,1.8744,0,1,7873,116,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-10-10
2019-09,BG,HR29,INDUSTRIAL,4379,484720.87,108.16,18.39,129.09,1.7281,0,0,5235,441,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-22
2019-10,FR,BE7,PUBLIC,4623,311901.48,111.8,15.01,110.96,0.4885,0,0,188,322,ZONING_PLAN_A,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-10-11
2019-11,LT,BE87,COMMERCIAL,1195,67750.07,114.38,10.35,124.18,1.252,1,0,4211,1627,FLOODPLAIN_CONTROL,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-02-11
2019-12,SK,HR81,RESIDENTIAL_MULTI_FAMILY,7488,573285.81,117.5,16.73,104.8,1.0226,1,1,340,210,COASTAL_CONTROL,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-07-23
2020-01,HR,AT816,RESIDENTIAL_SINGLE_FAMILY,7002,697894.09,113.61,24.15,127.56,1.1959,0,0,10483,1485,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-01
2020-02,DE,MT937,MIXED_USE,5387,796127.48,115.89,30.51,117.07,2.2991,1,0,8084,680,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-27
2020-03,LU,AT431,INDUSTRIAL,592,67494.74,116.23,13.56,104.96,2.9961,0,1,12337,1009,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-01-23
2020-04,SI,GR848,PUBLIC,4882,403189.22,133.13,18.91,116.1,0.5644,0,0,5091,614,ZONING_PLAN_B,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-10
2020-05,CY,SK69,COMMERCIAL,6117,331793.86,114.55,27.09,108.7,2.487,1,0,2299,668,ZONING_PLAN_A,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-19
2020-06,GR,HU326,RESIDENTIAL_MULTI_FAMILY,6722,662923.73,112.53,11.43,109.7,0.6013,1,0,8584,1292,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-03-16
2020-07,MT,SE619,RESIDENTIAL_SINGLE_FAMILY,7633,653322.04,124.78,29.45,116.56,2.2055,1,0,9141,110,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-12
2020-08,ES,HR8,MIXED_USE,139,13465.54,115.21,8.91,123.41,1.5717,1,1,6465,1093,BROWNFIELD_REUSE,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-01-05
2020-09,CZ,PL42,INDUSTRIAL,909,94117.39,102.75,23.35,114.56,1.7871,0,0,792,1131,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-26
2020-10,HU,BG365,PUBLIC,3554,324068.23,103.44,14.08,128.37,0.5499,0,0,8985,1064,FAST_TRACK,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-14
2020-11,NL,CZ5,COMMERCIAL,913,95412.61,117.3,25.8,108.34,2.8613,1,1,5578,1663,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-11-04
2020-12,SE,LV533,RESIDENTIAL_MULTI_FAMILY,679,35124.62,116.7,35.75,122.43,3.0699,0,0,706,568,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-06-18
2021-01,DK,IT885,RESIDENTIAL_SINGLE_FAMILY,997,69661.59,106.7,27.53,112.78,2.2952,0,0,503,1825,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-12
2021-02,IE,PT359,MIXED_USE,2579,246462.64,118.36,15.96,114.83,0.7236,0,0,12944,1603,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-12
2021-03,PL,HR19,INDUSTRIAL,534,63055.7,109.16,26.86,128.51,0.5494,1,0,11961,107,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-02-10
2021-04,AT,CZ1,PUBLIC,2914,362552.94,120.82,8.79,129.59,0.1459,0,0,1565,2547,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-15
2021-05,EE,FR28,COMMERCIAL,4569,264594.25,126.07,21.07,134.7,2.8923,1,1,13560,1097,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-11-19
2021-06,IT,LU3,RESIDENTIAL_MULTI_FAMILY,267,33793.31,123.82,37.18,121.37,2.6613,1,1,14798,109,ZONING_PLAN_B,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-05
2021-07,PT,CY864,RESIDENTIAL_SINGLE_FAMILY,4086,341385.59,106.48,17.13,134.82,2.8714,0,0,9124,652,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-02-01
2021-08,BE,AT662,MIXED_USE,1494,132182.5,105.33,13.29,118.38,3.057,0,0,13777,678,FLOODPLAIN_CONTROL,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-09
2021-09,FI,EE73,INDUSTRIAL,5043,496671.37,122.42,34.98,104.69,1.3584,0,0,1303,1063,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-10-29
2021-10,LV,PL73,PUBLIC,451,45811.28,115.58,22.75,142.06,2.8712,1,0,1823,1666,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-16
2021-11,RO,LV61,COMMERCIAL,4044,238311.07,121.81,31.17,121.48,2.2901,0,0,1795,2451,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-08-28
2021-12,BG,LV729,RESIDENTIAL_MULTI_FAMILY,4476,573630.51,132.65,24.41,118.36,2.9505,1,1,1131,1257,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-20
2022-01,FR,SK36,RESIDENTIAL_SINGLE_FAMILY,4,264.48,117.44,23.17,138.42,1.394,0,0,664,1700,ZONING_PLAN_B,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-12
2022-02,LT,MT37,MIXED_USE,3663,246037.54,116.86,18.87,123.29,2.4286,0,1,5877,1656,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-12-25
2022-03,SK,ES67,INDUSTRIAL,520,34290.61,131.81,9.45,110.72,1.3517,0,0,10434,567,FLOODPLAIN_CONTROL,1,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-01-17
2022-04,HR,FR4,PUBLIC,71,7839.38,125.05,11.16,111.31,1.0002,0,0,14307,1374,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-03-14
2022-05,DE,MT773,COMMERCIAL,4561,474002.11,128.02,14.38,134.59,0.1661,1,1,9563,44,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-01-04
2022-06,LU,BG1,RESIDENTIAL_MULTI_FAMILY,5144,493403.17,105.2,17.82,117.27,1.5947,1,0,5453,2248,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-11
2022-07,SI,DE7,RESIDENTIAL_SINGLE_FAMILY,524,41326.44,123.63,15.09,124.36,2.5528,0,0,12629,1102,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-06
2022-08,CY,IE8,MIXED_USE,4835,388426.31,104.71,12.66,126.45,2.6277,1,0,4129,1726,ZONING_PLAN_B,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-08-25
2022-09,GR,SE59,INDUSTRIAL,6008,536411.62,138.49,36.92,133.23,2.48,0,0,11771,531,ZONING_PLAN_A,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-03-29
2022-10,MT,HR51,PUBLIC,4820,678878.29,125.5,26.49,109.95,0.555,0,0,7662,250,FLOODPLAIN_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-08-22
2022-11,ES,PT53,COMMERCIAL,5899,717387.61,126.8,27.51,116.6,2.5269,1,0,6839,1938,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-01-07
2022-12,CZ,PT125,RESIDENTIAL_MULTI_FAMILY,4723,464686.38,116.24,19.56,118.33,0.9896,0,1,4751,589,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-10
2023-01,HU,IE80,RESIDENTIAL_SINGLE_FAMILY,5155,716820.2,134.15,27.66,137.41,3.0613,0,1,13260,2178,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-10-05
2023-02,NL,BG9,MIXED_USE,4972,404215.4,124.53,8.79,116.95,0.6744,0,0,1033,623,FAST_TRACK,1,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-05-01
2023-03,SE,HR844,INDUSTRIAL,3706,370038.87,140.52,16.69,112.93,3.1109,1,0,14235,1379,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-12
2023-04,DK,DK95,PUBLIC,799,89620.44,125.99,14.35,129.63,2.9782,0,1,1009,1709,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-27
2023-05,IE,EE6,COMMERCIAL,2122,258040.28,106.89,23.14,122.75,1.1941,0,0,10315,737,FLOODPLAIN_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-20
2023-06,PL,BE6,RESIDENTIAL_MULTI_FAMILY,1966,254394.49,117.25,34.23,120.79,2.3004,1,0,4253,1212,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-05-22
2023-07,AT,NL89,RESIDENTIAL_SINGLE_FAMILY,5253,539231.4,134.51,26.77,103.92,1.6414,0,0,341,1653,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-06-12
2023-08,EE,BE542,MIXED_USE,3815,446084.63,131.93,25.09,132.04,0.9395,0,0,10657,1582,URBAN_REGEN,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-05
2023-09,IT,BG76,INDUSTRIAL,2029,218242.64,139.58,15.8,141.05,0.6343,1,0,12688,1173,FAST_TRACK,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-02
2023-10,PT,FI7,PUBLIC,1926,191990.4,128.33,31.26,129.8,1.8197,0,0,10460,651,ZONING_PLAN_B,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-06-03
2023-11,BE,PL21,COMMERCIAL,2017,193423.26,126.04,29.19,136.34,2.9469,0,0,4941,1698,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-01
2023-12,FI,BE423,RESIDENTIAL_MULTI_FAMILY,7915,623278.76,142.49,20.81,138.18,0.9673,0,1,6422,689,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-08-23
2024-01,LV,PT607,RESIDENTIAL_SINGLE_FAMILY,9083,1027715.41,129.51,12.27,152.77,1.7935,0,1,6124,630,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-16
2024-02,RO,DK32,MIXED_USE,4820,579991.18,114.01,14.74,134.98,2.4843,0,1,14677,984,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-26
2024-03,BG,IT23,INDUSTRIAL,5016,271333.85,141.22,21.59,126.76,1.5835,1,0,11849,15,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-08-05
2024-04,FR,DK195,PUBLIC,5176,558819.05,143.1,21.75,156.22,0.8577,1,0,1163,107,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-12-03
2024-05,LT,RO478,COMMERCIAL,4791,702859.66,151.08,35.04,128.44,1.9716,0,1,4830,1482,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-14
2024-06,SK,RO375,RESIDENTIAL_MULTI_FAMILY,2159,199407.26,119.54,9.95,107.07,0.9186,0,0,6999,1002,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-04
2024-07,HR,AT677,RESIDENTIAL_SINGLE_FAMILY,8079,420905.92,131.73,20.8,133.96,0.1405,0,1,13848,737,FLOODPLAIN_CONTROL,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-02-18
2024-08,DE,LV58,MIXED_USE,5634,373662.08,116.37,34.01,114.95,2.0622,0,1,14714,363,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-08-03
2024-09,LU,FR90,INDUSTRIAL,1945,159022.56,141.81,17.83,137.64,1.6825,1,0,328,565,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-08-16
2024-10,SI,SI409,PUBLIC,3764,247222.67,136.08,30.81,127.93,3.0069,0,0,14328,1145,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-21
2024-11,CY,ES706,COMMERCIAL,690,40061.55,134.88,23.24,131.24,1.1244,0,1,7526,404,FAST_TRACK,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-08-07
2024-12,GR,RO189,RESIDENTIAL_MULTI_FAMILY,1066,143510.79,143.28,23.33,151.86,2.093,1,0,10322,279,ZONING_PLAN_B,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2026-01-07
2025-01,MT,NL1,RESIDENTIAL_SINGLE_FAMILY,2701,238634.45,151.28,21.08,162.79,2.3018,1,0,9397,628,ZONING_PLAN_A,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-02-21
2025-02,ES,FI71,MIXED_USE,6277,547636.42,150.8,21.79,139.59,0.1766,0,0,7455,990,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-02-17
2025-03,CZ,IT917,INDUSTRIAL,2710,199193.29,145.8,33.42,125.65,2.9606,0,1,2830,1034,COASTAL_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-16
2025-04,HU,LU33,PUBLIC,2043,188212.49,120.65,9.67,118.54,1.3229,1,1,1326,979,BROWNFIELD_REUSE,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-06-01
2025-05,NL,DK71,COMMERCIAL,1487,214334.75,121.5,14.13,133.14,2.545,1,1,6268,2342,URBAN_REGEN,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-08
2025-06,SE,SK85,RESIDENTIAL_MULTI_FAMILY,7738,365700.5,125.81,37.05,140.26,1.3478,1,0,13046,373,FAST_TRACK,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-02
2025-07,DK,HU78,RESIDENTIAL_SINGLE_FAMILY,4206,388088.71,139.84,15.51,125.55,0.7958,1,0,13604,951,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-04-07
2025-08,IE,FI81,MIXED_USE,1784,110238.35,133.8,20.21,157.13,2.1473,1,0,11819,839,ZONING_PLAN_A,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-21
2025-09,PL,BG950,INDUSTRIAL,717,41434.43,148.69,30.35,136.37,2.2779,0,1,1234,118,FLOODPLAIN_CONTROL,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-04-08
2025-10,AT,MT485,PUBLIC,1080,120698.91,118.04,17.76,128.19,2.0139,1,0,7275,240,COASTAL_CONTROL,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-30
2025-11,EE,PT697,COMMERCIAL,5566,395614.46,131.98,22.95,155.75,2.1181,1,0,13941,246,BROWNFIELD_REUSE,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-03-05
2025-12,IT,IT5,RESIDENTIAL_MULTI_FAMILY,8906,1223159.31,118.93,18.45,132.27,2.1725,1,0,516,403,URBAN_REGEN,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-18
2026-01,PT,DE77,RESIDENTIAL_SINGLE_FAMILY,7593,879097.76,143.96,20.31,139.94,1.1708,0,0,9575,664,FAST_TRACK,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-07-17
2026-02,BE,LU709,MIXED_USE,547,46321.35,126.2,12.84,113.1,0.9754,0,1,11401,1964,ZONING_PLAN_B,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-02-18
2026-03,FI,LV9,INDUSTRIAL,4438,356419.63,134.86,18.78,134.84,2.4765,0,0,7434,1314,ZONING_PLAN_A,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-10-20
2026-04,LV,CZ23,PUBLIC,1401,173725.11,152.06,18.04,132.46,0.8514,0,1,3189,484,FLOODPLAIN_CONTROL,1,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-06-19
2026-05,RO,IT950,COMMERCIAL,2447,310191.67,143.86,22.56,119.59,1.022,0,1,7784,855,COASTAL_CONTROL,1,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-05-02
2026-06,BG,HU100,RESIDENTIAL_MULTI_FAMILY,4640,250630.2,128.68,30.01,146.96,2.0595,1,0,12676,956,BROWNFIELD_REUSE,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-10-08
2026-07,FR,CY555,RESIDENTIAL_SINGLE_FAMILY,9829,1293728.62,139.49,9.31,130.63,0.8635,0,0,8825,332,URBAN_REGEN,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-28
2026-08,LT,EE1,MIXED_USE,3674,366980.39,159.9,9.88,135.22,2.9713,1,0,7843,14,FAST_TRACK,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-09-24
2026-09,SK,LT285,INDUSTRIAL,3370,396127.16,118.12,33.71,130.33,1.6388,0,0,7178,290,ZONING_PLAN_B,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-06-17
2026-10,HR,FR89,PUBLIC,3576,478635.46,133.92,25.94,133.63,0.7608,0,0,10926,109,ZONING_PLAN_A,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-29
2026-11,DE,FI837,COMMERCIAL,3795,463722.47,116.39,16.05,159.09,0.7139,1,0,11691,1135,FLOODPLAIN_CONTROL,0,1,CONSTRUCTION_ASSOCIATION,SECOND,2024-04-04
2026-12,LU,EE163,RESIDENTIAL_MULTI_FAMILY,4491,440725.95,154.3,6.35,145.57,0.4214,0,1,4646,163,COASTAL_CONTROL,0,1,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-05-27
2016-01,SI,BG52,RESIDENTIAL_SINGLE_FAMILY,9245,643583.1,100.97,8.08,117.81,0.4038,0,0,1576,1578,BROWNFIELD_REUSE,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-08-28
2016-02,CY,IT27,MIXED_USE,1613,149525.53,107.1,10.93,93.63,1.1268,0,1,5598,1676,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2026-01-04
2016-03,GR,EE692,INDUSTRIAL,3414,322872.11,112.94,14.32,118.32,1.6473,1,0,1682,499,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-11-02
2016-04,MT,RO59,PUBLIC,4880,392965.82,106.4,16.57,120.38,0.1103,1,0,4478,1822,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-04-10
2016-05,ES,LU99,COMMERCIAL,4610,579634.62,115.99,18.89,113.58,0.1757,1,0,2222,856,ZONING_PLAN_A,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2025-03-01
2016-06,CZ,CZ3,RESIDENTIAL_MULTI_FAMILY,7341,334970.37,102.15,16.29,102.4,1.2832,0,0,6451,1595,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-11-26
2016-07,HU,AT97,RESIDENTIAL_SINGLE_FAMILY,2603,180920.5,113.14,11.61,97.1,1.5401,0,1,7800,404,COASTAL_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2026-01-31
2016-08,NL,FI64,MIXED_USE,4374,508871.18,98.26,7.65,93.88,0.5189,0,0,484,1476,BROWNFIELD_REUSE,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-12-04
2016-09,SE,ES934,INDUSTRIAL,4081,326307.57,107.72,7.71,109.13,0.2171,0,1,1475,340,URBAN_REGEN,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-04-11
2016-10,DK,IE252,PUBLIC,2836,220516.96,99.92,8.79,96.19,0.1609,1,0,3593,29,FAST_TRACK,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-12-02
2016-11,IE,SI96,COMMERCIAL,4010,520611.74,103.03,21.59,107.98,0.699,1,1,3765,1064,ZONING_PLAN_B,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-07-07
2016-12,PL,ES73,RESIDENTIAL_MULTI_FAMILY,300,42697.23,97.02,22.23,113.14,1.8496,1,0,5475,59,ZONING_PLAN_A,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-10-01
2017-01,AT,RO77,RESIDENTIAL_SINGLE_FAMILY,1099,61812.28,98.79,27.58,98.47,1.4458,0,0,5940,1760,FLOODPLAIN_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2026-02-01
2017-02,EE,GR4,MIXED_USE,5193,411987.96,110.2,8.49,106.95,1.1253,1,0,733,1566,COASTAL_CONTROL,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-04-05
2017-03,IT,SE43,INDUSTRIAL,694,72568.19,116.81,25.55,112.59,0.4601,1,0,2228,1877,BROWNFIELD_REUSE,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2024-02-25
2017-04,PT,EE96,PUBLIC,3787,405725.66,113.34,18.64,104.52,1.6014,0,0,7769,829,URBAN_REGEN,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-07-20
2017-05,BE,CY783,COMMERCIAL,4570,652154.16,111.54,12.3,108.86,0.3586,1,0,6454,908,FAST_TRACK,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-07-30
2017-06,FI,HR76,RESIDENTIAL_MULTI_FAMILY,6113,366768.8,105.05,24.65,104.68,0.4685,0,0,2667,615,ZONING_PLAN_B,0,1,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-12-15
2017-07,LV,LU595,RESIDENTIAL_SINGLE_FAMILY,3459,165934.4,109.19,24.34,114.27,1.1309,0,0,4305,1844,ZONING_PLAN_A,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-09-18
2017-08,RO,RO9,MIXED_USE,5240,339830.91,114.27,23.26,99.47,0.1553,1,1,5036,899,FLOODPLAIN_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-06-10
2017-09,BG,LT13,INDUSTRIAL,973,130040.36,102.11,24.93,102.73,1.4962,0,0,2290,1364,COASTAL_CONTROL,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2025-12-03
2017-10,FR,RO486,PUBLIC,3357,320617.55,110.28,27.36,104.64,1.8625,1,1,3506,842,BROWNFIELD_REUSE,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-09-23
2017-11,LT,PL168,COMMERCIAL,3679,363634.71,113.7,16.81,111.2,1.0842,1,1,8649,26,URBAN_REGEN,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-06-19
2017-12,SK,FR794,RESIDENTIAL_MULTI_FAMILY,6509,597977.57,100.98,16.83,104.03,0.2372,0,0,3959,419,FAST_TRACK,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-05-21
2018-01,HR,SE66,RESIDENTIAL_SINGLE_FAMILY,2311,125522.2,111.47,17.42,121.03,0.2315,0,1,3416,1666,ZONING_PLAN_B,1,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-01-27
2018-02,DE,DK642,MIXED_USE,724,61046.44,104.31,19.07,106.82,0.2538,1,1,8978,858,ZONING_PLAN_A,1,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-26
2018-03,LU,RO534,INDUSTRIAL,3602,413309.97,102.05,15.75,112.09,1.6149,0,0,620,1657,FLOODPLAIN_CONTROL,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-01-11
2018-04,SI,BG32,PUBLIC,1098,85514.94,101.84,11.03,118.49,1.2976,1,0,4976,252,COASTAL_CONTROL,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2025-09-24
2018-05,CY,CY31,COMMERCIAL,2360,316078.24,117.48,24.54,113.94,0.7591,0,0,706,613,BROWNFIELD_REUSE,0,0,EUROSTAT_BUILD_PERMITS,FLASH,2024-02-03
2018-06,GR,GR778,RESIDENTIAL_MULTI_FAMILY,894,94902.4,121.72,11.77,102.91,0.3533,0,0,6726,293,URBAN_REGEN,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2025-07-16
2018-07,MT,LU468,RESIDENTIAL_SINGLE_FAMILY,8697,1310110.2,122.35,10.74,111.01,0.6673,0,0,1098,1258,FAST_TRACK,0,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-07-18
2018-08,ES,DK727,MIXED_USE,2739,194473.25,110.62,21.46,114.26,0.6339,1,1,2675,194,ZONING_PLAN_B,0,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-04-08
2018-09,CZ,CZ453,INDUSTRIAL,695,83863.08,102.2,15.69,124.42,0.4215,1,0,1772,0,ZONING_PLAN_A,0,1,EUROSTAT_BUILD_PERMITS,FLASH,2024-05-28
2018-10,HU,PT76,PUBLIC,3745,354252.56,106.34,19.11,103.11,0.7499,0,0,5116,1055,FLOODPLAIN_CONTROL,0,0,MUNICIPAL_PERMIT_SYSTEM,BENCHMARK,2024-04-14
2018-11,NL,DK936,COMMERCIAL,2635,184068.74,123.12,10.26,100.75,1.1139,0,1,8812,1833,COASTAL_CONTROL,1,0,CONSTRUCTION_ASSOCIATION,SECOND,2025-06-11
2018-12,SE,CY653,RESIDENTIAL_MULTI_FAMILY,9199,921712.65,106.26,26.39,125.28,1.4468,0,0,8964,1604,BROWNFIELD_REUSE,1,0,SATELLITE_DERIVED_ESTIMATE,FIRST,2024-02-28
