lab_dialogue_reference_year,lab_dialogue_country_iso2,lab_dialogue_sector_nace_section,lab_dialogue_collective_bargaining_coverage_pct,lab_dialogue_union_density_pct,lab_dialogue_employer_organisation_density_pct,lab_dialogue_wage_setting_level_code,lab_dialogue_minimum_wage_directive_alignment_flag,lab_dialogue_agreements_signed_count,lab_dialogue_disputes_count,lab_dialogue_strike_days_lost_per_1k,lab_dialogue_mediation_cases_count,lab_dialogue_social_partner_consultations_count,lab_dialogue_tripartite_body_flag,lab_dialogue_gender_equality_clause_share_pct,lab_dialogue_platform_work_clause_share_pct,lab_dialogue_telework_clause_share_pct,lab_dialogue_training_clause_share_pct,lab_dialogue_data_source,lab_dialogue_last_update_date
2022,IT,E,60.21,45.34,75.38,COMPANY,1,218,68,9.61,75,581,1,48.5,3.61,55.66,77.44,EUROFOUND_EWCS,2025-01-16
2023,PT,P,50.3,36.9,34.17,SECTOR,0,497,50,42.92,2,526,1,61.45,26.7,5.68,80.31,NATIONAL_LABOUR_MINISTRY,2025-02-14
2024,BE,F,92.77,35.32,72.0,NATIONAL,1,61,59,46.83,61,521,1,41.04,27.21,41.6,38.36,SOCIAL_PARTNER_REGISTRY,2025-03-15
2025,FI,Q,79.55,82.79,60.33,MIXED,0,341,36,7.9,136,234,1,57.88,12.19,49.31,61.54,ILO_EXPORT,2025-04-13
2006,LV,G,48.16,30.29,58.71,COMPANY,1,40,88,49.25,18,67,1,5.51,9.08,13.92,33.52,EUROFOUND_EWCS,2025-05-12
2007,RO,R,65.16,38.17,26.48,SECTOR,1,168,25,6.26,63,500,1,47.1,3.58,16.67,83.62,NATIONAL_LABOUR_MINISTRY,2025-06-10
2008,BG,H,20.32,30.65,34.86,NATIONAL,1,195,34,49.33,89,331,1,14.22,14.15,18.72,56.01,SOCIAL_PARTNER_REGISTRY,2025-07-09
2009,FR,S,53.4,44.16,17.49,MIXED,0,362,21,37.74,110,330,1,18.65,17.7,1.5,78.88,ILO_EXPORT,2025-08-07
2010,LT,I,59.44,23.08,48.63,COMPANY,0,391,51,31.56,97,382,1,24.1,16.6,24.7,43.65,EUROFOUND_EWCS,2025-09-05
2011,SK,T,33.46,21.62,53.22,SECTOR,0,357,59,33.51,13,71,1,39.13,13.99,2.02,34.26,NATIONAL_LABOUR_MINISTRY,2025-10-04
2012,HR,J,59.38,34.97,73.3,NATIONAL,0,44,86,18.25,100,277,0,4.92,18.99,20.32,61.66,SOCIAL_PARTNER_REGISTRY,2025-11-02
2013,DE,U,63.98,21.33,18.05,MIXED,0,363,32,34.4,97,397,0,22.87,18.4,24.19,76.5,ILO_EXPORT,2025-12-01
2014,LU,K,54.18,27.49,56.34,COMPANY,0,11,86,49.9,41,266,1,43.62,5.72,18.75,64.47,EUROFOUND_EWCS,2025-12-30
2015,SI,A,37.53,38.61,39.34,SECTOR,0,277,48,16.24,68,161,0,23.52,6.04,32.59,34.57,NATIONAL_LABOUR_MINISTRY,2026-01-28
2016,CY,L,29.17,59.11,28.9,NATIONAL,0,73,64,27.27,115,397,0,35.42,3.25,19.48,32.93,SOCIAL_PARTNER_REGISTRY,2010-01-01
2017,GR,B,56.94,19.75,28.83,MIXED,0,362,67,15.4,82,519,1,35.74,17.53,10.03,77.95,ILO_EXPORT,2010-01-30
2018,MT,M,67.09,25.41,34.09,COMPANY,0,8,18,8.73,1,201,0,33.68,9.42,25.73,81.93,EUROFOUND_EWCS,2010-02-28
2019,ES,C,47.24,14.79,54.63,SECTOR,0,314,35,45.75,64,403,1,63.35,15.1,35.85,46.17,NATIONAL_LABOUR_MINISTRY,2010-03-29
2020,CZ,N,66.3,10.8,66.77,NATIONAL,0,227,2,10.4,49,339,0,29.8,11.17,17.02,43.15,SOCIAL_PARTNER_REGISTRY,2010-04-27
2021,HU,D,44.81,44.14,24.53,MIXED,0,332,56,47.23,115,383,1,64.99,6.08,68.24,75.81,ILO_EXPORT,2010-05-26
2022,NL,O,65.69,17.51,53.37,COMPANY,0,432,48,9.43,114,205,1,64.48,40.05,44.14,26.15,EUROFOUND_EWCS,2010-06-24
2023,SE,E,74.19,63.82,43.24,SECTOR,1,370,26,12.83,20,372,0,69.3,24.5,68.04,66.54,NATIONAL_LABOUR_MINISTRY,2010-07-23
2024,DK,P,92.23,87.71,56.42,NATIONAL,0,26,5,25.48,55,407,1,52.04,12.58,5.44,77.38,SOCIAL_PARTNER_REGISTRY,2010-08-21
2025,IE,F,11.74,57.71,30.92,MIXED,0,109,69,23.41,58,383,1,22.16,26.5,49.12,21.23,ILO_EXPORT,2010-09-19
2006,PL,Q,17.1,19.12,13.77,COMPANY,0,146,35,23.29,113,428,1,45.12,17.37,38.32,19.29,EUROFOUND_EWCS,2010-10-18
2007,AT,G,44.33,46.34,33.19,SECTOR,1,181,51,3.33,20,80,0,50.56,3.52,28.13,44.74,NATIONAL_LABOUR_MINISTRY,2010-11-16
2008,EE,R,11.41,9.1,24.95,NATIONAL,0,246,37,31.9,66,403,1,26.01,11.46,27.17,15.9,SOCIAL_PARTNER_REGISTRY,2010-12-15
2009,IT,H,34.53,37.68,13.76,MIXED,0,282,9,2.96,64,427,1,37.04,1.16,20.03,32.99,ILO_EXPORT,2011-01-13
2010,PT,S,15.38,57.77,26.31,COMPANY,0,91,30,21.4,106,97,1,9.48,8.17,34.42,40.67,EUROFOUND_EWCS,2011-02-11
2011,BE,I,62.06,12.8,48.68,SECTOR,0,521,21,30.0,99,174,1,24.42,10.46,20.36,78.73,NATIONAL_LABOUR_MINISTRY,2011-03-12
2012,FI,T,38.42,16.26,60.85,NATIONAL,0,179,76,30.0,115,203,1,40.97,14.21,7.35,46.92,SOCIAL_PARTNER_REGISTRY,2011-04-10
2013,LV,J,35.41,23.63,12.82,MIXED,0,279,14,24.58,110,233,1,22.34,13.52,20.29,63.02,ILO_EXPORT,2011-05-09
2014,RO,U,43.29,22.42,60.27,COMPANY,0,94,1,17.42,31,428,1,29.59,6.95,3.15,30.06,EUROFOUND_EWCS,2011-06-07
2015,BG,K,20.15,45.66,39.41,SECTOR,0,341,37,5.16,25,176,1,34.46,10.24,41.42,46.57,NATIONAL_LABOUR_MINISTRY,2011-07-06
2016,FR,A,74.0,50.7,33.7,NATIONAL,0,53,70,15.5,50,136,1,25.25,11.35,23.06,47.77,SOCIAL_PARTNER_REGISTRY,2011-08-04
2017,LT,L,66.87,16.24,31.43,MIXED,0,300,37,27.98,6,594,1,34.96,14.76,26.8,82.78,ILO_EXPORT,2011-09-02
2018,SK,B,39.16,12.62,38.37,COMPANY,0,310,54,51.62,133,106,1,33.61,3.62,10.88,42.53,EUROFOUND_EWCS,2011-10-01
2019,HR,M,20.48,53.15,7.28,SECTOR,0,293,4,24.41,17,6,0,80.26,14.7,18.12,70.8,NATIONAL_LABOUR_MINISTRY,2011-10-30
2020,DE,C,22.77,8.8,48.29,NATIONAL,0,354,86,48.78,9,4,0,47.05,42.09,39.51,18.03,SOCIAL_PARTNER_REGISTRY,2011-11-28
2021,LU,N,23.21,43.59,58.06,MIXED,0,195,4,28.07,61,63,1,77.0,7.37,43.66,59.95,ILO_EXPORT,2011-12-27
2022,SI,D,75.07,44.25,67.62,COMPANY,1,489,44,23.31,76,221,1,43.93,1.57,63.12,32.67,EUROFOUND_EWCS,2012-01-25
2023,CY,O,30.42,20.53,31.97,SECTOR,1,221,55,21.55,67,184,1,21.05,19.77,32.98,50.98,NATIONAL_LABOUR_MINISTRY,2012-02-23
2024,GR,E,30.78,44.52,58.86,NATIONAL,0,216,13,35.83,61,84,1,66.48,11.46,20.52,23.93,SOCIAL_PARTNER_REGISTRY,2012-03-23
2025,MT,P,39.22,58.44,7.57,MIXED,1,128,69,25.06,11,198,0,30.93,16.24,6.33,20.41,ILO_EXPORT,2012-04-21
2006,ES,F,32.17,20.22,23.45,COMPANY,0,240,31,30.59,100,267,1,4.78,8.18,6.18,38.39,EUROFOUND_EWCS,2012-05-20
2007,CZ,Q,24.67,56.84,17.1,SECTOR,0,207,31,47.93,40,441,1,51.15,4.29,24.19,34.0,NATIONAL_LABOUR_MINISTRY,2012-06-18
2008,HU,G,9.96,31.18,64.21,NATIONAL,0,161,17,22.57,60,169,1,44.01,16.93,11.38,51.19,SOCIAL_PARTNER_REGISTRY,2012-07-17
2009,NL,R,60.12,54.02,76.82,MIXED,0,217,49,50.34,71,410,0,17.06,11.38,22.33,63.99,ILO_EXPORT,2012-08-15
2010,SE,H,100.0,44.02,65.9,COMPANY,0,61,63,47.55,68,529,1,27.59,12.73,4.41,85.2,EUROFOUND_EWCS,2012-09-13
2011,DK,S,91.2,92.59,70.97,SECTOR,0,344,59,40.49,6,135,1,42.89,19.12,7.7,44.9,NATIONAL_LABOUR_MINISTRY,2012-10-12
2012,IE,I,46.18,39.26,46.52,NATIONAL,0,18,45,52.55,117,259,0,14.22,8.21,14.82,30.66,SOCIAL_PARTNER_REGISTRY,2012-11-10
2013,PL,T,15.95,21.91,56.87,MIXED,0,252,39,31.54,4,129,1,54.61,1.45,23.14,25.02,ILO_EXPORT,2012-12-09
2014,AT,J,63.79,25.03,44.97,COMPANY,0,328,53,12.27,101,59,1,25.71,11.07,37.84,83.66,EUROFOUND_EWCS,2013-01-07
2015,EE,U,37.27,8.17,32.9,SECTOR,0,11,49,16.45,55,421,1,13.33,12.79,10.8,25.41,NATIONAL_LABOUR_MINISTRY,2013-02-05
2016,IT,K,61.8,38.03,41.8,NATIONAL,0,524,79,4.73,76,331,1,27.4,3.12,27.01,22.56,SOCIAL_PARTNER_REGISTRY,2013-03-06
2017,PT,A,65.28,10.11,51.83,MIXED,0,483,77,52.96,65,419,1,59.45,15.35,5.56,32.6,ILO_EXPORT,2013-04-04
2018,BE,L,79.55,43.01,78.48,COMPANY,0,110,58,23.06,2,22,1,39.99,3.71,35.56,44.08,EUROFOUND_EWCS,2013-05-03
2019,FI,B,100.0,79.94,10.49,SECTOR,0,22,57,41.51,41,462,1,28.6,10.9,38.16,37.81,NATIONAL_LABOUR_MINISTRY,2013-06-01
2020,LV,M,66.99,5.78,29.78,NATIONAL,0,231,85,28.69,52,297,0,61.58,45.91,15.57,16.61,SOCIAL_PARTNER_REGISTRY,2013-06-30
2021,RO,C,75.03,18.38,45.81,MIXED,0,260,32,6.44,115,138,0,29.77,1.97,66.03,82.7,ILO_EXPORT,2013-07-29
2022,BG,N,75.63,48.17,40.69,COMPANY,0,321,33,53.98,10,109,1,30.07,36.9,30.58,38.58,EUROFOUND_EWCS,2013-08-27
2023,FR,D,32.83,51.21,31.61,SECTOR,1,342,30,19.77,12,27,1,39.31,42.11,46.36,67.1,NATIONAL_LABOUR_MINISTRY,2013-09-25
2024,LT,O,43.9,13.68,32.38,NATIONAL,0,113,8,9.56,41,195,1,7.75,46.23,41.97,16.74,SOCIAL_PARTNER_REGISTRY,2013-10-24
2025,SK,E,61.74,36.21,57.15,MIXED,0,132,68,52.69,25,184,1,25.49,40.06,40.9,75.44,ILO_EXPORT,2013-11-22
2006,HR,P,20.4,57.61,59.09,COMPANY,0,161,7,36.61,36,63,1,48.12,18.31,33.58,67.3,EUROFOUND_EWCS,2013-12-21
2007,DE,F,52.93,51.11,46.65,SECTOR,0,450,58,2.42,82,310,1,6.08,11.01,11.53,22.93,NATIONAL_LABOUR_MINISTRY,2014-01-19
2008,LU,Q,49.95,22.99,10.32,NATIONAL,0,276,53,47.85,17,421,0,36.36,18.68,8.93,17.12,SOCIAL_PARTNER_REGISTRY,2014-02-17
2009,SI,G,50.38,24.64,36.32,MIXED,0,95,79,20.68,124,371,1,40.29,18.09,18.96,67.62,ILO_EXPORT,2014-03-18
2010,CY,R,58.33,13.99,52.19,COMPANY,0,411,2,4.49,54,206,1,49.39,3.91,38.16,31.55,EUROFOUND_EWCS,2014-04-16
2011,GR,H,41.14,10.26,11.96,SECTOR,1,113,70,19.58,133,112,1,9.49,11.01,6.37,45.72,NATIONAL_LABOUR_MINISTRY,2014-05-15
2012,MT,S,57.64,17.15,27.22,NATIONAL,0,239,70,23.52,61,531,1,5.71,18.86,4.16,76.22,SOCIAL_PARTNER_REGISTRY,2014-06-13
2013,ES,I,37.21,31.21,23.35,MIXED,0,201,19,25.99,82,131,1,7.95,10.35,3.57,37.21,ILO_EXPORT,2014-07-12
2014,CZ,T,50.44,7.79,59.58,COMPANY,0,171,7,37.68,67,358,0,28.72,7.0,31.06,46.06,EUROFOUND_EWCS,2014-08-10
2015,HU,J,31.42,22.49,28.13,SECTOR,0,254,83,47.94,27,385,1,9.4,19.17,4.7,21.69,NATIONAL_LABOUR_MINISTRY,2014-09-08
2016,NL,U,56.12,27.94,65.83,NATIONAL,0,209,62,20.32,4,446,1,35.15,18.74,28.89,80.18,SOCIAL_PARTNER_REGISTRY,2014-10-07
2017,SE,K,27.48,36.2,13.37,MIXED,0,306,80,27.92,49,139,1,55.27,14.11,22.0,73.47,ILO_EXPORT,2014-11-05
2018,DK,A,77.55,44.2,32.41,COMPANY,0,194,32,29.4,37,565,1,28.4,6.25,10.76,76.35,EUROFOUND_EWCS,2014-12-04
2019,IE,L,54.38,43.73,34.12,SECTOR,1,551,24,3.61,88,284,1,27.54,11.49,22.48,82.54,NATIONAL_LABOUR_MINISTRY,2015-01-02
2020,PL,B,66.97,19.85,45.92,NATIONAL,0,322,82,37.16,136,475,1,69.46,16.27,49.81,38.17,SOCIAL_PARTNER_REGISTRY,2015-01-31
2021,AT,M,16.72,57.3,40.77,MIXED,0,2,21,7.37,20,329,0,34.56,13.29,39.37,61.41,ILO_EXPORT,2015-03-01
2022,EE,C,22.9,55.2,37.64,COMPANY,0,23,0,11.17,14,235,0,78.4,38.57,29.49,74.96,EUROFOUND_EWCS,2015-03-30
2023,IT,N,55.26,24.38,78.42,SECTOR,0,287,78,15.8,56,461,1,24.25,24.29,59.78,19.94,NATIONAL_LABOUR_MINISTRY,2015-04-28
2024,PT,D,60.46,51.92,56.21,NATIONAL,0,531,55,51.4,8,316,1,54.29,12.6,24.91,66.93,SOCIAL_PARTNER_REGISTRY,2015-05-27
2025,BE,O,60.28,6.45,58.59,MIXED,0,133,58,35.58,42,560,1,17.51,13.42,22.19,24.24,ILO_EXPORT,2015-06-25
2006,FI,E,36.61,10.92,11.95,COMPANY,0,274,35,2.26,75,74,0,7.58,2.76,30.06,67.42,EUROFOUND_EWCS,2015-07-24
2007,LV,P,57.35,18.89,53.2,SECTOR,0,21,8,26.14,28,423,1,16.74,5.99,38.69,40.86,NATIONAL_LABOUR_MINISTRY,2015-08-22
2008,RO,F,61.5,32.08,40.06,NATIONAL,0,323,6,15.69,77,238,1,20.67,14.23,23.26,30.48,SOCIAL_PARTNER_REGISTRY,2015-09-20
2009,BG,Q,60.36,39.99,37.69,MIXED,0,263,83,11.56,132,556,1,22.66,11.46,34.77,65.5,ILO_EXPORT,2015-10-19
2010,FR,G,95.95,29.82,13.39,COMPANY,0,207,39,15.14,117,126,1,55.94,4.68,4.85,41.23,EUROFOUND_EWCS,2015-11-17
2011,LT,R,41.35,9.19,38.93,SECTOR,1,62,5,34.29,22,433,1,25.78,6.61,41.26,62.4,NATIONAL_LABOUR_MINISTRY,2015-12-16
2012,SK,H,68.22,14.04,36.76,NATIONAL,1,184,1,27.55,19,186,1,46.15,12.73,35.26,49.67,SOCIAL_PARTNER_REGISTRY,2016-01-14
2013,HR,S,23.5,15.4,48.61,MIXED,0,10,28,41.14,62,150,1,49.03,2.71,31.89,62.76,ILO_EXPORT,2016-02-12
2014,DE,I,72.84,48.17,72.97,COMPANY,0,373,9,18.15,1,84,0,7.49,12.47,39.31,65.07,EUROFOUND_EWCS,2016-03-12
2015,LU,T,18.79,17.53,39.5,SECTOR,0,12,78,30.35,81,423,1,21.68,6.21,13.7,43.53,NATIONAL_LABOUR_MINISTRY,2016-04-10
2016,SI,J,77.33,15.53,28.67,NATIONAL,0,367,87,7.27,58,108,0,62.62,14.0,2.38,46.54,SOCIAL_PARTNER_REGISTRY,2016-05-09
2017,CY,U,23.22,53.8,11.1,MIXED,0,156,83,28.16,66,323,0,41.33,9.08,43.09,29.09,ILO_EXPORT,2016-06-07
2018,GR,K,14.86,58.38,42.27,COMPANY,0,77,31,31.26,99,355,1,72.25,13.69,31.92,24.45,EUROFOUND_EWCS,2016-07-06
2019,MT,A,74.46,54.4,53.49,SECTOR,0,107,88,21.88,17,320,0,29.09,3.73,14.64,80.07,NATIONAL_LABOUR_MINISTRY,2016-08-04
2020,ES,L,60.75,8.79,67.46,NATIONAL,0,69,46,31.9,103,452,1,39.34,47.12,64.08,72.08,SOCIAL_PARTNER_REGISTRY,2016-09-02
2021,CZ,B,52.87,57.86,52.86,MIXED,0,116,24,39.6,115,244,1,20.26,34.98,43.51,80.21,ILO_EXPORT,2016-10-01
2022,HU,M,13.87,43.68,57.26,COMPANY,1,158,26,25.23,88,425,1,13.71,22.11,29.77,24.63,EUROFOUND_EWCS,2016-10-30
2023,NL,C,15.73,15.37,38.97,SECTOR,1,240,59,3.82,54,250,1,65.29,23.78,65.32,61.67,NATIONAL_LABOUR_MINISTRY,2016-11-28
2024,SE,N,23.3,8.68,11.1,NATIONAL,1,313,19,25.3,31,210,1,65.67,42.48,9.97,70.37,SOCIAL_PARTNER_REGISTRY,2016-12-27
2025,DK,D,98.22,34.13,8.93,MIXED,1,356,44,10.95,74,199,1,58.32,20.97,19.08,25.76,ILO_EXPORT,2017-01-25
2006,IE,O,55.63,55.63,11.93,COMPANY,0,67,66,52.51,107,35,0,21.09,15.97,27.23,34.2,EUROFOUND_EWCS,2017-02-23
2007,PL,E,16.78,46.81,10.68,SECTOR,0,58,68,19.08,107,326,0,18.01,4.6,3.54,34.45,NATIONAL_LABOUR_MINISTRY,2017-03-24
2008,AT,P,58.43,25.6,55.82,NATIONAL,0,180,54,33.4,117,56,0,36.26,10.0,30.86,31.42,SOCIAL_PARTNER_REGISTRY,2017-04-22
2009,EE,F,18.53,13.64,15.42,MIXED,0,24,64,20.24,107,197,1,52.43,7.64,6.27,51.25,ILO_EXPORT,2017-05-21
2010,IT,Q,100.0,22.68,46.61,COMPANY,0,133,90,19.53,6,254,1,33.23,9.99,5.99,58.33,EUROFOUND_EWCS,2017-06-19
2011,PT,G,14.19,19.12,47.37,SECTOR,0,257,41,44.74,10,49,1,54.08,5.76,8.67,30.8,NATIONAL_LABOUR_MINISTRY,2017-07-18
2012,BE,R,100.0,15.19,17.85,NATIONAL,0,503,75,28.78,86,307,1,17.78,17.74,27.13,66.58,SOCIAL_PARTNER_REGISTRY,2017-08-16
2013,FI,H,99.79,12.81,13.12,MIXED,0,318,19,29.13,34,213,1,6.29,11.86,17.76,80.04,ILO_EXPORT,2017-09-14
2014,LV,S,40.28,57.67,21.71,COMPANY,0,306,37,2.52,30,156,1,32.26,4.52,1.64,33.81,EUROFOUND_EWCS,2017-10-13
2015,RO,I,43.69,25.64,23.51,SECTOR,0,142,65,12.51,115,282,0,53.7,1.4,16.12,52.99,NATIONAL_LABOUR_MINISTRY,2017-11-11
2016,BG,T,57.77,50.98,30.58,NATIONAL,1,188,83,54.52,14,279,1,11.11,4.2,5.16,27.46,SOCIAL_PARTNER_REGISTRY,2017-12-10
2017,FR,J,69.57,36.56,56.86,MIXED,0,52,59,38.04,99,12,0,48.02,8.93,31.51,56.37,ILO_EXPORT,2018-01-08
2018,LT,U,40.85,54.43,21.64,COMPANY,0,240,90,29.66,123,97,1,78.96,6.87,13.62,48.1,EUROFOUND_EWCS,2018-02-06
2019,SK,K,33.98,35.64,11.43,SECTOR,0,272,42,47.22,88,378,1,24.29,4.13,15.44,35.91,NATIONAL_LABOUR_MINISTRY,2018-03-07
2020,HR,A,24.56,13.09,57.08,NATIONAL,0,112,94,25.63,60,380,0,28.05,18.85,7.91,29.27,SOCIAL_PARTNER_REGISTRY,2018-04-05
2021,DE,L,35.17,4.8,35.32,MIXED,0,328,0,5.22,61,251,1,38.58,44.52,30.23,33.3,ILO_EXPORT,2018-05-04
2022,LU,B,8.9,33.75,14.82,COMPANY,1,151,43,43.4,9,309,1,47.33,45.62,41.88,31.61,EUROFOUND_EWCS,2018-06-02
2023,SI,M,17.08,56.2,38.65,SECTOR,0,288,37,49.09,76,312,1,44.01,40.36,11.94,43.95,NATIONAL_LABOUR_MINISTRY,2018-07-01
2024,CY,C,55.18,52.99,27.23,NATIONAL,1,150,17,23.47,119,143,1,20.74,6.61,30.9,32.88,SOCIAL_PARTNER_REGISTRY,2018-07-30
2025,GR,N,41.4,50.94,14.38,MIXED,1,205,48,52.69,40,20,0,14.72,22.52,12.64,46.43,ILO_EXPORT,2018-08-28
2006,MT,D,46.44,55.33,40.93,COMPANY,0,247,33,32.78,34,555,1,4.86,10.57,4.63,65.36,EUROFOUND_EWCS,2018-09-26
2007,ES,O,75.57,7.05,24.27,SECTOR,1,427,28,5.64,88,563,1,26.98,12.94,3.56,27.36,NATIONAL_LABOUR_MINISTRY,2018-10-25
2008,CZ,E,48.59,18.53,25.31,NATIONAL,0,155,65,49.35,71,381,1,42.84,13.53,37.18,12.25,SOCIAL_PARTNER_REGISTRY,2018-11-23
2009,HU,P,76.74,22.21,48.69,MIXED,0,497,69,14.61,5,578,1,9.86,10.67,5.81,59.33,ILO_EXPORT,2018-12-22
2010,NL,F,62.13,4.56,75.26,COMPANY,0,145,80,42.43,23,372,0,19.18,2.18,4.72,11.11,EUROFOUND_EWCS,2019-01-20
2011,SE,Q,58.29,75.99,64.18,SECTOR,0,312,17,30.45,42,55,0,22.62,18.51,6.45,88.5,NATIONAL_LABOUR_MINISTRY,2019-02-18
2012,DK,G,93.85,28.49,57.41,NATIONAL,0,551,20,0.53,113,36,1,28.61,16.13,24.49,40.04,SOCIAL_PARTNER_REGISTRY,2019-03-19
2013,IE,R,51.67,30.84,31.84,MIXED,0,60,13,8.95,84,119,0,43.11,18.63,13.54,37.71,ILO_EXPORT,2019-04-17
2014,PL,H,28.75,5.5,20.98,COMPANY,0,146,9,19.85,3,229,1,17.33,1.97,15.76,68.06,EUROFOUND_EWCS,2019-05-16
2015,AT,S,50.59,26.5,62.62,SECTOR,0,0,65,17.88,120,71,0,50.7,1.46,33.04,34.81,NATIONAL_LABOUR_MINISTRY,2019-06-14
2016,EE,I,60.38,40.13,15.41,NATIONAL,0,270,55,40.19,1,254,1,23.39,15.93,32.31,70.2,SOCIAL_PARTNER_REGISTRY,2019-07-13
2017,IT,T,73.71,36.38,47.41,MIXED,1,255,46,29.54,90,190,0,9.97,3.15,38.07,19.71,ILO_EXPORT,2019-08-11
2018,PT,J,13.44,16.98,25.25,COMPANY,0,233,59,40.72,60,244,1,19.37,10.75,19.78,27.91,EUROFOUND_EWCS,2019-09-09
2019,BE,U,46.8,24.86,61.75,SECTOR,0,184,69,17.08,46,572,1,7.54,12.5,43.67,43.02,NATIONAL_LABOUR_MINISTRY,2019-10-08
2020,FI,K,70.22,17.13,63.33,NATIONAL,0,223,68,49.44,92,505,1,7.36,17.38,56.48,34.41,SOCIAL_PARTNER_REGISTRY,2019-11-06
2021,LV,A,15.89,36.77,14.69,MIXED,0,323,29,27.89,68,230,0,27.73,28.55,54.6,48.45,ILO_EXPORT,2019-12-05
2022,RO,L,28.46,5.54,20.96,COMPANY,1,335,0,32.34,54,136,1,66.72,9.24,56.96,72.85,EUROFOUND_EWCS,2020-01-03
2023,BG,B,62.27,11.24,28.6,SECTOR,0,130,45,17.78,3,360,1,10.1,18.33,69.05,11.61,NATIONAL_LABOUR_MINISTRY,2020-02-01
2024,FR,M,56.24,9.72,53.94,NATIONAL,1,446,38,33.9,106,404,1,58.43,27.0,63.51,23.33,SOCIAL_PARTNER_REGISTRY,2020-03-01
2025,LT,C,70.82,51.47,36.9,MIXED,1,42,12,5.59,111,43,0,22.83,12.51,19.84,33.45,ILO_EXPORT,2020-03-30
2006,SK,N,30.84,32.98,64.18,COMPANY,0,287,54,33.51,94,378,1,6.58,0.19,27.18,45.22,EUROFOUND_EWCS,2020-04-28
2007,HR,D,59.81,11.28,29.69,SECTOR,0,236,38,53.15,17,314,0,5.5,17.98,30.62,45.94,NATIONAL_LABOUR_MINISTRY,2020-05-27
2008,DE,O,19.69,39.05,41.23,NATIONAL,0,57,89,25.38,12,295,1,15.1,13.53,39.17,66.12,SOCIAL_PARTNER_REGISTRY,2020-06-25
2009,LU,E,20.43,56.65,12.41,MIXED,0,11,28,35.06,40,5,1,32.32,6.57,41.52,39.11,ILO_EXPORT,2020-07-24
2010,SI,P,60.51,38.6,45.95,COMPANY,0,55,49,28.72,48,581,1,10.61,8.42,12.15,25.73,EUROFOUND_EWCS,2020-08-22
2011,CY,F,22.68,28.84,40.26,SECTOR,0,208,68,41.16,56,259,0,47.89,15.84,38.31,27.22,NATIONAL_LABOUR_MINISTRY,2020-09-20
2012,GR,Q,65.68,18.73,19.36,NATIONAL,0,198,32,56.2,38,289,1,16.24,10.89,27.95,16.04,SOCIAL_PARTNER_REGISTRY,2020-10-19
2013,MT,G,36.0,25.51,49.5,MIXED,0,92,43,55.13,113,131,1,4.86,8.62,12.82,75.74,ILO_EXPORT,2020-11-17
2014,ES,R,65.12,29.58,37.4,COMPANY,0,132,50,47.43,136,93,1,46.14,16.75,44.01,46.68,EUROFOUND_EWCS,2020-12-16
2015,CZ,H,39.91,25.83,22.2,SECTOR,0,31,88,12.34,44,175,0,51.01,13.5,3.68,69.87,NATIONAL_LABOUR_MINISTRY,2021-01-14
2016,HU,S,58.78,47.27,49.65,NATIONAL,0,196,54,24.97,41,29,1,53.25,10.27,35.48,50.6,SOCIAL_PARTNER_REGISTRY,2021-02-12
2017,NL,I,54.79,54.24,10.07,MIXED,0,189,27,12.52,133,281,1,61.18,16.26,29.43,38.57,ILO_EXPORT,2021-03-13
2018,SE,T,78.12,27.75,42.58,COMPANY,0,354,23,18.54,45,302,0,20.69,17.57,24.54,71.36,EUROFOUND_EWCS,2021-04-11
2019,DK,J,45.55,28.42,55.3,SECTOR,0,248,32,51.55,92,431,0,43.39,16.11,38.91,73.97,NATIONAL_LABOUR_MINISTRY,2021-05-10
2020,IE,U,62.42,16.54,15.78,NATIONAL,0,542,53,28.24,116,214,1,41.76,3.14,28.72,77.89,SOCIAL_PARTNER_REGISTRY,2021-06-08
2021,PL,K,41.43,31.93,63.71,MIXED,0,169,64,10.71,48,288,1,80.4,26.95,23.45,74.67,ILO_EXPORT,2021-07-07
2022,AT,A,23.32,39.0,27.21,COMPANY,0,151,100,51.15,91,31,0,32.98,30.28,14.97,38.48,EUROFOUND_EWCS,2021-08-05
2023,EE,L,24.69,29.25,7.35,SECTOR,0,261,14,37.33,56,38,1,15.05,32.95,42.47,38.92,NATIONAL_LABOUR_MINISTRY,2021-09-03
2024,IT,B,62.38,29.21,16.11,NATIONAL,0,135,14,5.85,69,461,1,70.91,5.44,71.97,68.55,SOCIAL_PARTNER_REGISTRY,2021-10-02
2025,PT,M,30.6,49.18,41.58,MIXED,1,9,5,22.34,36,363,1,64.42,28.08,55.06,60.3,ILO_EXPORT,2021-10-31
2006,BE,C,85.13,40.75,28.31,COMPANY,0,403,48,54.33,116,165,1,31.6,14.68,15.32,51.22,EUROFOUND_EWCS,2021-11-29
2007,FI,N,45.18,21.43,45.58,SECTOR,0,94,78,56.01,131,170,1,34.78,3.26,33.39,69.17,NATIONAL_LABOUR_MINISTRY,2021-12-28
2008,LV,D,43.43,25.68,40.25,NATIONAL,0,259,58,17.51,18,103,0,42.73,12.79,25.91,76.02,SOCIAL_PARTNER_REGISTRY,2022-01-26
2009,RO,O,52.67,16.52,34.31,MIXED,0,372,75,21.83,65,118,1,46.07,15.32,44.15,87.15,ILO_EXPORT,2022-02-24
