civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_ncoial_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2023,PY-CA1054,4.94,9.46,7.51,3.25,19.95,2.0,WEEKLY,58.6,26.55,4.06,41.05,2.62,84.7,5.58,25.84,2.59,57.15,37.46
2015,TN-CA1926,29.7,8.82,1.64,5.36,32.19,6.49,3X_WEEK,22.4,12.04,7.6,43.77,8.23,33.8,4.2,13.26,12.45,54.0,11.02
2023,MZ-CA0023,5.16,10.77,17.75,7.19,22.12,4.8,MONTHLY,86.7,7.44,9.53,45.99,2.13,63.0,6.93,18.43,11.94,62.28,26.24
2019,MP-CA0199,29.24,3.05,15.74,13.17,16.31,6.82,3X_WEEK,36.7,31.91,8.92,29.3,2.54,84.3,8.43,12.09,10.05,72.26,29.39
2021,PY-CA1907,19.8,7.82,14.33,5.16,31.86,8.6,RARE,75.6,53.56,6.72,40.83,6.75,91.1,6.34,10.9,2.37,85.46,14.22
2021,TR-CA1170,23.13,17.1,2.61,9.67,25.72,4.4,WEEKLY,33.8,15.13,4.06,40.19,4.83,82.9,5.65,22.71,3.24,89.76,28.36
2015,TR-CA0895,5.32,15.31,1.41,10.61,14.58,3.07,MONTHLY,62.5,36.39,11.99,27.35,2.54,20.0,6.22,4.53,6.57,89.35,39.63
2025,LD-CA0699,19.69,5.04,4.14,17.3,3.57,9.94,RARE,43.9,26.97,2.86,30.66,6.02,75.4,4.97,25.13,11.22,37.95,24.41
2025,MN-CA0582,18.83,17.29,6.5,17.39,8.5,2.53,WEEKLY,62.2,16.14,2.05,46.87,4.1,49.5,3.81,22.53,13.05,52.51,29.01
2020,PY-CA0107,33.15,20.24,4.61,17.02,7.67,1.48,DAILY,68.9,23.41,3.55,61.89,8.57,40.0,9.1,10.39,9.77,83.56,11.03
2025,JK-CA0229,37.27,8.13,7.85,14.96,24.13,8.74,DAILY,58.9,21.33,10.12,49.95,5.54,86.0,5.45,22.82,14.37,67.12,19.63
2016,UK-CA0256,13.41,13.17,14.1,13.27,34.78,1.74,WEEKLY,26.8,18.23,4.1,46.17,6.33,87.4,8.94,8.85,11.21,65.4,38.07
2016,KA-CA1003,31.32,9.01,17.03,2.04,22.05,5.08,WEEKLY,39.9,6.45,6.45,70.05,5.58,62.2,3.47,21.52,11.73,48.73,21.87
2023,MZ-CA1099,27.42,18.71,3.05,10.86,22.76,0.26,DAILY,80.6,26.77,6.61,27.64,3.46,39.8,6.43,11.35,7.94,57.18,6.54
2014,PB-CA1958,30.2,14.54,10.15,4.88,27.87,7.55,3X_WEEK,33.7,34.18,0.97,40.9,7.52,42.1,5.17,25.36,4.73,43.94,37.41
2020,WB-CA1720,24.98,6.08,11.03,5.83,8.96,0.6,WEEKLY,47.3,42.44,10.75,62.85,5.95,79.1,6.53,21.71,2.87,84.53,22.14
2018,GJ-CA0417,21.46,4.98,2.66,11.44,30.8,7.61,WEEKLY,49.6,17.84,10.73,63.77,7.5,85.9,8.73,14.12,11.3,92.47,5.07
2018,SK-CA1274,22.86,14.65,17.6,17.65,34.49,7.43,WEEKLY,20.7,22.17,1.5,49.74,3.49,38.1,3.69,19.58,13.36,76.5,27.0
2016,SK-CA1157,16.93,19.89,12.94,2.55,25.65,1.12,MONTHLY,73.4,17.22,0.57,54.77,6.71,86.5,3.14,27.74,11.21,93.9,11.81
2022,SK-CA0640,16.33,8.61,5.5,11.98,12.5,6.51,WEEKLY,89.0,24.27,7.89,68.18,4.44,48.2,9.27,7.42,1.87,47.39,9.3
2023,JK-CA0030,11.78,3.23,11.98,9.35,14.37,4.22,MONTHLY,72.5,31.18,3.77,63.62,8.53,63.1,3.53,13.04,6.42,40.68,21.77
2018,GA-CA1408,6.28,9.25,3.55,3.71,13.98,2.93,DAILY,67.7,20.55,7.13,55.05,4.41,75.0,4.04,19.12,3.19,63.63,27.53
2023,DL-CA0380,10.53,11.43,12.48,5.04,8.27,7.53,3X_WEEK,87.1,49.87,4.19,68.15,7.31,69.6,4.5,5.65,8.76,82.64,8.91
2024,TS-CA1953,23.21,10.61,7.01,4.92,14.65,6.11,WEEKLY,24.1,28.23,4.05,71.84,6.59,69.3,7.2,20.8,4.49,75.38,19.57
2018,TS-CA0370,31.67,6.67,4.64,18.42,24.77,2.91,MONTHLY,66.3,51.01,3.75,53.27,4.17,40.4,7.89,11.64,6.98,59.01,33.58
2020,PY-CA1950,19.83,8.34,12.82,17.01,18.26,0.54,WEEKLY,50.4,41.02,3.62,42.29,8.49,34.1,6.09,12.52,1.05,52.33,19.49
2014,MZ-CA1822,30.83,18.48,14.13,1.41,12.46,0.4,DAILY,77.7,53.72,7.72,45.99,7.19,77.6,7.91,18.91,5.0,39.5,35.36
2022,CH-CA0813,23.68,13.28,16.74,10.59,34.73,3.32,RARE,66.6,51.52,5.26,54.95,3.47,42.1,7.86,10.96,12.14,77.38,2.67
2020,WB-CA0534,10.5,13.08,4.29,17.95,18.5,4.16,RARE,72.9,28.96,4.64,43.3,5.84,18.8,7.34,24.0,14.48,92.93,8.83
2018,SK-CA1423,30.26,15.06,1.77,14.7,33.12,6.45,WEEKLY,59.6,23.44,3.24,60.81,7.11,36.2,6.91,15.44,5.09,59.59,23.06
2022,MP-CA1059,32.12,4.73,5.84,19.39,10.02,0.8,MONTHLY,27.1,51.25,1.61,62.14,6.35,70.3,7.63,4.12,11.79,56.65,19.5
2024,UK-CA0574,12.15,21.37,15.23,3.94,32.4,1.35,3X_WEEK,67.6,54.9,2.42,58.27,4.97,64.7,7.63,8.06,12.61,81.56,21.91
2022,DD-CA1124,10.37,13.81,12.2,6.8,31.32,1.47,3X_WEEK,73.9,42.66,5.86,52.71,7.99,46.2,8.11,18.0,11.01,46.08,29.09
2025,AR-CA1635,16.34,11.67,9.34,11.2,7.29,0.73,DAILY,35.7,32.49,8.56,55.77,7.6,19.4,6.87,19.69,11.16,88.2,16.92
2014,AS-CA0722,4.74,5.94,3.04,4.79,34.74,8.98,WEEKLY,49.7,44.25,5.66,59.23,4.35,52.4,8.75,21.02,14.01,77.01,30.86
2024,AN-CA1399,10.13,2.7,16.97,1.68,10.97,9.55,WEEKLY,77.4,16.08,7.34,47.85,4.08,20.8,4.33,14.75,11.04,59.43,4.95
2023,LA-CA0453,29.73,21.39,5.96,12.51,24.79,1.06,WEEKLY,91.8,34.54,6.7,52.06,2.3,61.0,3.67,14.32,1.75,48.74,17.15
2017,DN-CA1590,23.52,11.95,2.52,15.09,17.02,5.09,MONTHLY,86.6,12.81,3.99,53.61,4.83,55.0,3.4,22.5,4.26,93.64,29.02
2016,JH-CA0440,8.87,10.1,9.26,1.43,18.18,5.67,MONTHLY,92.5,8.32,4.18,29.63,8.41,53.9,9.4,23.3,2.19,35.13,20.76
2016,MH-CA1340,4.06,6.72,5.89,10.43,22.56,0.75,RARE,82.7,45.99,11.08,67.41,2.83,60.6,3.37,23.26,14.16,45.27,25.64
2014,MP-CA0281,9.24,6.34,7.34,4.5,13.29,10.0,WEEKLY,90.5,5.19,9.43,54.84,7.36,53.9,5.62,4.12,5.66,78.78,32.66
2016,AR-CA0356,6.5,18.44,6.4,16.98,34.59,1.76,WEEKLY,40.5,43.12,4.67,26.84,5.4,45.2,3.81,8.08,4.98,85.79,7.78
2015,WB-CA1295,22.19,3.95,10.37,10.73,25.12,8.02,DAILY,82.8,30.92,6.93,56.72,8.61,23.4,6.56,4.68,10.73,84.18,2.73
2021,WB-CA0377,17.67,7.92,3.15,3.05,14.13,4.08,3X_WEEK,93.9,51.3,11.37,41.13,3.48,26.0,5.66,12.47,4.84,39.2,16.12
2017,KL-CA1948,25.55,19.26,1.98,5.77,11.38,5.57,WEEKLY,91.4,53.83,10.7,46.45,7.81,83.7,6.76,12.39,7.01,69.07,25.03
2021,GJ-CA0118,10.0,12.96,6.99,15.37,17.09,2.52,WEEKLY,48.4,42.59,0.77,61.84,3.47,60.4,5.35,19.42,1.79,36.24,30.23
2014,OD-CA0685,11.41,18.17,5.52,16.12,11.05,4.05,3X_WEEK,25.2,28.77,8.83,53.98,7.05,59.5,8.72,27.65,10.97,62.88,20.06
2014,SK-CA0531,11.12,8.31,8.26,4.34,4.32,5.6,DAILY,54.4,46.49,7.33,65.41,4.43,65.7,6.68,24.4,9.59,36.96,23.03
2024,DD-CA1410,28.41,15.58,16.92,9.5,3.9,0.79,3X_WEEK,38.1,6.52,3.31,29.37,3.49,25.8,3.4,5.46,7.02,51.07,39.23
2016,JH-CA1608,6.87,16.12,7.22,2.33,23.71,6.12,3X_WEEK,62.0,31.15,6.25,58.22,4.25,52.8,5.4,12.79,5.83,35.72,4.05
2015,AS-CA1337,34.8,11.37,5.44,16.34,25.35,8.64,MONTHLY,86.1,33.63,11.05,56.78,3.52,37.4,5.36,25.39,14.35,67.59,4.31
2018,ML-CA1586,33.94,6.89,16.72,1.8,4.84,6.55,3X_WEEK,73.9,17.37,8.95,34.96,3.46,42.7,3.01,12.74,9.26,96.64,18.81
2018,HR-CA0112,34.86,15.34,11.03,2.65,6.3,9.48,WEEKLY,70.9,47.06,1.41,72.49,6.11,70.3,5.74,5.65,10.4,70.08,9.7
2019,HR-CA1675,31.03,16.79,16.13,5.23,21.92,9.97,WEEKLY,53.8,10.58,5.28,69.24,4.81,46.6,3.11,16.83,14.44,49.45,30.8
2015,SK-CA0288,5.86,10.56,12.94,4.21,28.56,9.35,WEEKLY,57.7,38.36,2.14,64.21,6.13,68.0,7.9,16.6,5.22,95.41,11.72
2024,UK-CA1016,12.41,19.43,6.85,16.94,21.77,5.4,DAILY,70.9,10.31,6.11,60.73,5.83,89.9,4.41,25.22,1.82,59.44,37.12
2020,WB-CA0875,17.3,14.26,13.14,3.67,24.22,4.8,MONTHLY,89.3,22.92,6.78,74.49,5.73,32.5,9.28,9.66,10.35,65.98,17.62
2021,GA-CA0382,37.14,14.69,7.95,13.49,21.63,1.41,RARE,93.7,17.84,5.63,25.7,5.63,74.7,5.09,7.9,6.1,60.16,14.4
2014,GJ-CA1910,19.24,15.23,14.97,16.42,3.81,5.37,DAILY,24.1,38.17,3.33,58.97,7.87,63.9,3.45,7.64,10.04,86.07,24.6
2025,NL-CA1964,7.37,20.53,8.51,2.66,26.47,0.41,DAILY,73.8,9.65,8.65,69.96,5.7,21.2,5.69,7.4,6.11,64.38,5.32
2025,TR-CA0320,5.8,16.83,12.4,7.46,5.4,8.12,MONTHLY,73.2,22.7,3.91,45.66,8.58,45.0,4.33,22.41,10.37,44.7,33.1
2021,UP-CA0746,14.2,8.96,14.67,7.18,25.08,0.35,MONTHLY,41.0,17.69,10.55,72.78,7.98,35.3,4.96,23.33,0.73,95.3,34.28
2015,MH-CA1941,19.15,18.71,10.86,17.38,31.39,6.35,MONTHLY,55.2,36.76,9.96,35.67,5.83,89.4,7.53,18.07,10.73,77.01,10.03
2018,TS-CA0383,18.93,14.95,14.16,11.49,11.63,9.7,RARE,70.9,15.39,8.78,59.12,2.76,45.8,9.32,18.93,13.24,64.03,18.65
2019,DL-CA0478,21.27,4.52,11.31,16.75,25.66,4.04,MONTHLY,60.5,42.91,2.57,36.26,8.66,19.7,3.22,20.31,6.84,45.8,2.55
2023,HR-CA1029,37.19,15.48,14.96,5.27,33.63,5.15,MONTHLY,36.1,32.81,2.84,71.53,5.17,36.1,6.81,10.48,13.22,59.4,7.55
2017,PB-CA0890,11.89,3.87,3.01,1.47,22.43,6.57,3X_WEEK,22.7,30.18,4.16,57.13,8.76,21.0,8.06,24.72,12.09,96.17,32.8
2018,AS-CA0964,4.34,12.99,6.7,14.86,10.19,6.49,RARE,62.4,31.84,3.41,74.9,6.82,27.7,4.85,27.87,7.9,75.47,30.38
2021,SK-CA0233,9.98,13.11,10.86,2.93,20.34,0.97,MONTHLY,25.9,38.84,10.23,46.93,4.81,52.1,6.71,25.93,6.4,90.13,4.6
2016,JH-CA0693,19.09,15.37,14.89,4.12,23.9,8.5,RARE,57.5,7.28,8.62,69.81,4.43,69.6,3.3,17.33,3.46,73.53,9.39
2025,TS-CA1651,11.26,13.35,1.66,15.13,21.35,5.68,3X_WEEK,89.1,16.59,8.66,59.2,5.49,18.8,5.26,4.86,1.18,75.44,12.09
2015,PB-CA0912,23.89,19.11,8.08,11.9,23.87,1.41,MONTHLY,76.1,34.32,11.83,29.0,8.42,43.5,6.0,8.43,14.36,51.48,9.82
2025,OD-CA0013,28.57,2.39,4.39,1.91,19.23,6.66,DAILY,73.8,23.9,2.13,52.08,2.15,43.7,8.86,23.23,5.82,74.97,16.57
2019,WB-CA1503,34.57,15.0,7.9,1.79,10.91,3.68,MONTHLY,72.2,19.29,10.29,68.45,5.74,75.7,6.78,18.27,8.46,73.58,18.45
2018,WB-CA0593,14.73,16.3,8.32,12.2,30.67,0.74,MONTHLY,92.8,49.84,6.4,58.88,5.41,76.3,3.94,11.65,10.22,82.13,33.01
2021,TS-CA1193,33.35,15.78,13.78,15.6,15.3,7.7,WEEKLY,20.7,53.27,8.05,35.93,3.33,90.6,6.77,6.07,7.0,55.84,4.93
2016,ML-CA1554,20.03,18.33,4.17,12.02,24.67,9.71,DAILY,74.9,32.83,0.59,36.4,3.27,27.3,6.97,12.61,10.11,88.12,31.74
2016,AS-CA1146,35.05,17.83,16.04,12.25,12.78,3.61,WEEKLY,93.8,25.91,8.55,61.96,5.5,79.3,6.56,23.62,5.94,36.52,8.38
2019,KL-CA1455,32.43,19.06,9.64,12.73,23.78,0.88,WEEKLY,69.3,12.31,10.79,25.53,3.63,86.5,7.42,8.57,6.21,50.77,7.71
2025,AR-CA1764,10.66,4.14,17.36,4.45,25.95,2.12,MONTHLY,37.3,10.69,11.06,70.2,2.94,68.4,6.92,9.38,4.52,67.91,18.86
2024,DD-CA1061,27.83,21.9,16.07,12.33,9.23,3.83,RARE,21.2,6.66,5.26,29.18,6.5,22.0,4.99,18.69,12.12,58.32,2.55
2024,NL-CA0507,19.84,14.77,13.38,18.86,4.7,4.27,3X_WEEK,87.1,42.07,6.28,55.49,6.38,51.2,9.33,22.27,11.6,51.84,34.53
2017,AP-CA1109,32.88,7.1,15.09,1.07,16.46,4.85,DAILY,24.4,34.34,4.73,34.08,2.01,89.3,6.56,23.93,5.73,77.31,12.03
2020,AP-CA0822,20.35,11.69,14.51,15.42,16.56,4.98,MONTHLY,90.3,15.8,7.34,69.42,7.55,71.8,8.02,18.33,3.17,38.22,32.7
2019,JH-CA1243,4.98,14.95,7.3,18.42,29.99,1.76,3X_WEEK,65.7,34.89,4.4,31.83,4.89,56.7,6.83,6.91,8.41,93.92,9.66
2024,DL-CA1761,16.3,4.04,1.66,19.0,10.35,2.69,MONTHLY,30.6,54.1,9.08,58.85,7.69,65.5,5.98,10.09,10.55,92.28,6.09
2015,MN-CA1516,13.15,6.62,3.86,5.86,4.47,8.56,3X_WEEK,67.3,24.62,7.22,25.62,2.12,35.9,8.91,22.08,11.04,61.57,35.71
2019,PY-CA1780,28.49,14.22,12.29,7.65,16.19,2.74,RARE,54.5,5.51,10.82,74.2,3.28,44.5,4.02,14.53,6.86,82.42,21.92
2023,GA-CA1975,21.45,11.08,1.69,11.08,30.4,9.86,WEEKLY,63.2,28.13,5.09,28.15,3.07,70.5,8.92,6.87,13.75,62.62,13.45
2014,LA-CA0478,30.23,8.03,9.39,15.82,30.55,0.51,MONTHLY,34.8,27.54,1.03,38.69,4.34,27.0,9.26,8.05,1.73,42.73,23.33
2016,JK-CA1025,21.29,21.62,7.84,6.96,18.94,9.74,DAILY,21.7,5.76,2.58,36.1,2.55,20.1,7.72,24.17,0.59,43.89,2.64
2019,ML-CA0800,20.17,21.52,13.81,4.77,26.32,2.07,RARE,32.0,46.72,5.74,47.16,3.67,58.6,5.23,17.96,4.43,39.62,25.02
2014,LD-CA1647,27.69,8.42,1.8,1.62,7.56,6.62,DAILY,46.9,42.79,6.16,48.17,7.37,55.9,4.51,13.87,1.72,78.61,25.21
2019,MN-CA0586,20.55,8.97,4.14,7.19,25.78,5.76,MONTHLY,84.1,44.72,5.09,35.44,2.13,67.4,3.78,27.21,10.29,69.68,2.1
2015,TN-CA1444,23.98,16.66,9.31,3.39,17.74,0.7,DAILY,39.7,43.9,1.3,53.03,6.31,83.9,8.13,19.44,2.54,63.03,28.07
2025,BR-CA1712,25.25,2.53,12.77,2.65,19.05,0.63,MONTHLY,81.0,17.66,1.79,64.05,3.39,56.6,5.56,9.45,3.81,53.22,19.21
2018,PY-CA0358,26.72,9.95,16.2,12.55,30.0,0.62,WEEKLY,20.0,24.85,1.21,50.11,6.36,31.6,9.21,5.19,8.86,93.39,22.19
2014,HP-CA0564,5.6,13.71,16.9,17.28,7.44,9.96,RARE,30.5,16.72,1.63,57.85,4.85,80.6,8.56,8.54,6.77,73.79,33.63
2019,UP-CA1023,28.24,11.56,9.22,12.56,8.03,4.27,MONTHLY,86.7,47.78,2.24,52.99,8.6,64.6,4.65,5.63,7.88,46.54,38.64
2018,GA-CA0613,35.36,17.22,12.88,10.86,10.57,5.82,WEEKLY,78.6,20.03,3.07,30.07,5.09,68.3,3.15,24.64,7.79,42.76,31.19
2025,MH-CA0649,28.7,17.09,13.69,7.74,24.89,1.01,RARE,84.7,47.83,0.55,57.01,3.49,76.9,5.17,15.34,9.72,43.65,13.42
2017,CH-CA0687,18.28,16.18,9.03,12.54,29.41,3.2,RARE,57.1,27.51,9.49,46.15,7.99,52.9,5.04,10.26,9.05,43.98,5.64
2023,UP-CA0718,24.24,11.94,2.67,3.04,31.16,1.29,MONTHLY,29.1,26.65,3.67,52.1,7.86,88.5,3.56,21.38,11.63,64.09,20.6
2017,AR-CA1303,4.33,10.6,15.2,3.26,32.55,2.63,RARE,24.7,50.05,8.63,58.0,6.49,82.2,7.27,6.39,9.24,65.07,25.22
2024,TS-CA1573,32.42,19.27,10.85,8.05,32.47,3.12,WEEKLY,25.9,44.89,3.44,74.62,3.77,76.7,3.92,6.5,3.66,94.01,28.97
2014,AN-CA1023,7.93,7.63,5.69,17.2,14.97,7.47,MONTHLY,53.6,30.31,2.64,25.98,5.16,42.2,9.3,7.98,1.79,56.45,13.84
2024,ML-CA0192,13.41,12.2,5.28,19.8,17.67,7.07,WEEKLY,77.3,52.93,5.87,60.42,2.14,60.6,7.74,22.86,0.56,73.52,29.3
2020,HR-CA0783,33.02,9.15,12.2,14.53,17.22,6.6,RARE,67.3,39.81,4.66,49.88,4.83,19.2,6.02,7.95,14.06,57.36,17.59
2025,AN-CA1343,31.83,20.48,9.24,2.9,4.21,2.22,WEEKLY,50.8,14.93,1.58,60.23,5.89,18.6,6.29,25.99,12.27,45.17,8.25
2024,HR-CA1162,35.34,14.38,16.01,15.93,32.59,3.48,MONTHLY,60.7,18.05,10.27,34.67,5.78,69.1,9.3,8.28,0.91,83.3,38.72
2018,ML-CA1832,23.63,6.36,13.1,3.4,32.7,8.98,RARE,27.1,26.17,1.84,65.03,4.15,87.2,4.9,5.49,4.12,62.14,16.71
2019,SK-CA1682,10.24,10.55,11.91,14.41,24.27,9.05,3X_WEEK,75.2,6.73,8.89,49.56,6.38,35.8,7.34,15.08,8.73,52.19,5.11
2014,PB-CA0700,33.68,11.31,13.51,12.27,32.94,3.89,RARE,69.1,32.35,8.34,27.4,5.73,65.4,8.69,23.44,9.56,84.7,24.32
2022,HP-CA0749,10.81,20.91,3.7,17.4,25.52,2.33,RARE,47.2,42.46,7.87,59.7,8.24,37.3,3.8,11.72,2.95,75.78,15.28
2022,MP-CA1619,35.91,21.6,6.42,15.92,7.7,1.69,DAILY,83.0,28.42,5.51,59.71,3.34,56.0,8.47,15.43,1.14,46.16,30.82
2016,RJ-CA1177,4.27,5.86,11.77,3.06,26.25,0.96,DAILY,67.3,9.78,1.07,30.17,8.32,48.4,5.98,20.22,13.22,72.31,2.35
2017,MN-CA1000,6.28,21.14,4.54,13.7,26.17,8.69,DAILY,66.8,54.99,10.91,31.23,5.63,81.5,5.3,25.54,4.32,67.94,32.52
2023,HR-CA1639,8.58,12.24,4.73,8.45,29.61,4.66,DAILY,70.0,13.98,11.28,66.28,2.21,20.9,7.26,14.73,9.19,73.6,9.55
2015,OD-CA1340,29.62,16.44,5.29,7.3,20.24,2.45,RARE,67.9,54.57,8.83,59.55,3.6,88.7,4.27,9.15,4.05,72.89,5.15
2016,OD-CA0158,30.67,16.3,6.78,7.87,18.87,7.79,MONTHLY,41.4,43.56,10.14,37.37,5.83,74.4,6.56,4.44,13.61,70.85,3.51
2019,GJ-CA0127,19.5,14.21,6.46,14.32,31.99,3.05,DAILY,20.5,49.39,9.54,41.69,7.18,43.2,7.04,4.95,13.95,55.0,32.79
2022,DD-CA0434,25.62,7.98,6.51,2.62,20.99,3.93,RARE,70.3,53.81,11.46,34.14,5.3,46.3,3.38,14.97,5.67,39.48,16.55
2023,CG-CA0742,26.07,20.93,4.97,10.79,22.32,2.57,WEEKLY,42.6,19.11,8.37,61.25,6.12,69.0,9.35,22.62,10.47,87.35,31.94
2023,MZ-CA0663,15.71,16.19,4.46,16.55,7.9,0.73,RARE,57.1,19.62,11.5,28.5,8.8,46.9,8.04,26.03,5.15,51.49,30.02
2025,JK-CA1782,23.38,6.46,7.14,18.72,11.52,3.86,RARE,89.5,42.04,9.38,28.24,5.97,49.0,6.05,19.34,1.17,89.4,12.05
2023,PY-CA0382,29.7,16.34,15.28,19.78,6.58,0.86,DAILY,72.7,53.95,3.16,45.8,4.47,91.0,5.01,20.27,11.35,60.73,7.17
2024,GJ-CA0691,13.01,4.13,6.76,5.46,15.42,2.31,MONTHLY,52.3,15.35,9.58,73.75,3.86,55.0,3.7,8.66,1.57,81.14,23.96
2020,TR-CA1439,8.65,6.74,14.32,6.0,17.25,0.61,WEEKLY,57.6,34.32,2.17,38.3,2.92,31.0,9.27,20.28,7.72,78.21,25.81
2024,JH-CA0495,12.84,10.02,5.88,9.37,16.98,9.81,MONTHLY,30.1,43.49,9.27,51.63,7.2,70.6,7.68,18.27,3.31,94.81,26.59
2025,WB-CA0925,6.1,11.95,14.6,9.78,18.04,0.71,RARE,55.5,49.91,11.46,43.01,3.92,64.1,8.63,27.78,8.59,89.96,24.34
2020,DL-CA1357,33.85,17.68,15.67,13.45,27.24,2.22,DAILY,53.1,41.88,3.24,70.92,2.1,35.8,7.33,11.8,2.16,41.48,3.61
2016,LA-CA0927,29.96,15.27,7.32,2.0,12.29,1.8,RARE,39.9,17.38,10.91,38.58,3.67,72.6,7.56,17.14,0.75,63.37,38.98
2019,GA-CA1775,16.48,10.76,17.64,3.99,18.76,9.87,WEEKLY,64.6,31.61,4.28,58.8,5.05,36.4,7.6,15.0,6.79,36.33,36.19
2018,CH-CA0303,24.59,6.93,3.87,8.28,17.53,4.5,3X_WEEK,68.5,30.7,8.79,60.08,6.14,57.1,5.08,11.39,6.05,85.96,19.84
2025,SK-CA0089,32.75,6.2,3.1,10.98,34.36,0.39,DAILY,31.2,14.01,5.27,68.09,4.99,42.3,3.86,23.96,13.51,37.32,31.18
2015,SK-CA0571,8.41,19.93,15.69,6.73,33.42,4.16,3X_WEEK,54.1,27.83,5.36,30.77,4.31,64.1,7.15,11.42,4.37,53.74,19.22
2018,AN-CA0798,32.35,14.4,1.53,7.7,23.54,8.95,MONTHLY,42.6,54.09,0.76,29.04,5.16,52.1,4.17,19.41,12.47,89.9,36.84
2017,HR-CA1767,24.5,4.13,15.74,5.08,19.86,3.76,RARE,25.1,8.14,1.95,38.51,6.24,69.5,8.88,20.38,4.34,46.45,23.04
2017,AR-CA0895,26.77,15.46,2.33,1.44,24.21,8.78,RARE,86.8,8.0,5.55,66.96,7.14,71.7,5.41,14.54,6.11,92.68,34.66
2015,MP-CA1585,18.48,18.02,15.36,19.62,20.52,0.94,RARE,88.2,42.84,0.68,68.54,4.81,39.0,8.52,17.42,2.1,80.65,3.23
2015,HP-CA1596,16.21,6.76,3.17,13.23,29.69,5.6,DAILY,51.0,34.97,2.18,55.05,7.42,77.2,5.89,25.97,9.89,81.45,22.87
2017,OD-CA1721,25.74,3.48,9.84,16.62,6.32,8.48,RARE,53.7,23.76,2.48,30.63,3.37,52.9,7.78,18.16,8.01,69.48,9.34
2023,KA-CA0766,32.3,5.67,9.08,6.63,12.24,4.03,RARE,37.3,11.49,4.28,31.4,4.0,83.4,7.59,24.54,13.23,92.56,24.01
2016,HP-CA1001,34.43,4.92,7.83,6.77,14.28,4.3,MONTHLY,81.2,14.73,10.13,56.06,4.96,91.7,6.19,17.59,13.83,52.93,3.25
2024,TR-CA1621,36.24,13.8,3.8,8.91,17.52,1.34,DAILY,38.9,52.97,11.59,51.73,5.15,57.6,3.81,19.4,12.61,59.33,8.25
2014,PB-CA1792,5.95,11.04,16.67,2.54,29.68,4.22,MONTHLY,33.0,27.03,4.19,35.41,8.14,47.1,4.77,15.73,0.83,41.79,9.72
2024,GA-CA0239,34.42,14.25,12.4,2.81,10.02,8.36,3X_WEEK,92.8,40.34,6.47,28.12,2.11,77.2,4.46,11.19,3.87,41.78,33.77
2018,UK-CA1221,10.87,10.23,14.9,5.36,5.73,9.27,MONTHLY,58.0,41.72,10.05,43.12,4.0,74.6,4.47,22.48,6.55,73.47,10.59
2024,PB-CA1434,29.33,6.32,5.46,6.94,16.77,1.48,WEEKLY,46.5,31.65,2.27,60.19,2.68,27.1,3.12,8.92,13.04,36.47,25.12
2023,OD-CA1122,21.33,20.81,1.58,6.19,12.49,3.39,DAILY,50.0,27.25,1.52,28.83,5.38,37.3,5.84,13.34,12.34,51.39,20.55
2015,NL-CA1810,7.73,9.58,3.78,13.32,24.55,6.49,MONTHLY,68.6,12.54,0.84,40.22,4.29,48.7,4.59,27.67,1.5,90.55,13.88
2019,SK-CA1718,23.58,5.21,13.91,11.52,27.92,6.46,WEEKLY,89.2,20.33,2.06,58.39,8.32,63.6,8.69,5.17,12.04,89.3,26.46
2020,MN-CA0800,13.95,4.44,17.37,4.68,24.31,0.41,RARE,37.1,53.61,7.71,55.91,4.5,19.9,7.5,20.8,12.81,78.99,16.06
2017,MN-CA1347,30.22,3.28,15.62,8.59,27.94,3.14,MONTHLY,85.0,22.61,9.62,28.76,3.86,91.4,3.65,23.23,6.92,75.27,38.04
2017,JK-CA0508,16.81,9.92,17.85,4.78,31.38,4.23,WEEKLY,93.0,6.0,11.37,39.65,2.53,48.4,7.42,12.81,14.27,71.66,27.59
2014,LA-CA1399,5.92,14.75,3.37,12.2,11.45,1.61,DAILY,73.0,54.34,10.45,65.44,7.26,44.6,4.13,6.93,8.9,82.84,39.54
2020,AN-CA0061,16.9,18.19,12.58,6.52,34.62,2.02,WEEKLY,69.0,47.29,2.1,53.44,7.6,86.7,5.6,16.19,12.37,63.9,24.1
2020,PY-CA1110,31.79,4.82,15.78,9.14,11.77,9.62,MONTHLY,36.3,38.23,9.29,38.67,4.63,51.8,8.48,12.92,13.79,49.98,32.08
2023,DD-CA1683,19.67,9.24,17.34,5.1,27.95,2.57,WEEKLY,71.5,22.02,7.11,52.12,8.67,33.5,5.01,9.66,8.07,68.76,31.01
2021,AN-CA1578,28.57,12.31,14.01,4.74,3.67,5.54,WEEKLY,42.7,18.33,7.12,33.09,4.09,28.0,4.29,26.27,13.65,45.79,16.3
