gov_cohesion_programme_period_code,gov_cohesion_fund_code,gov_cohesion_programme_id,gov_cohesion_region_nuts_code,gov_cohesion_thematic_objective_code,gov_cohesion_priority_axis_code,gov_cohesion_allocated_eur,gov_cohesion_committed_eur,gov_cohesion_spent_eur,gov_cohesion_absorption_rate_pct,gov_cohesion_project_count,gov_cohesion_beneficiary_type_code,gov_cohesion_state_aid_flag,gov_cohesion_green_spending_share_pct,gov_cohesion_digital_spending_share_pct,gov_cohesion_urban_dimension_flag,gov_cohesion_audit_irregularities_eur,gov_cohesion_anti_fraud_cases_count,gov_cohesion_data_source,gov_cohesion_data_extract_date
2021_2027,ERDF,2021_2027_ERDF_PRG_240,LV6,TO1_RDI,PA_12,2634675227.19,1524129394.7,299569193.79,11.37,1358,TRANSPORT_OPERATOR,0,51.74,48.19,0,123201637.28,55,OLAF_CASES_DB,2025-09-15
2014_2020,ERDF,2014_2020_ERDF_PRG_001,BG72,TO1_RDI,PA_01,3489255321.78,2731090266.15,978875934.86,28.05,1183,MUNICIPALITY,0,45.71,19.55,1,5782252.41,45,COHESION_OPEN_DATA,2024-06-09
2021_2027,ERDF,2021_2027_ERDF_PRG_002,NL682,TO1_RDI,PA_02,4619043694.56,4199602660.54,2041016257.78,44.19,818,UNIVERSITY,0,30.55,35.9,0,88861716.77,3,MANAGING_AUTHORITY_REPORTING,2024-02-11
2014_2020,ERDF,2014_2020_ERDF_PRG_003,LU5,TO1_RDI,PA_03,5851810371.93,2546127527.0,2028559521.2,34.67,619,HEALTH_PROVIDER,0,8.24,4.23,0,114736736.17,48,ECA_AUDIT_SUMMARY,2025-12-06
2021_2027,ERDF,2021_2027_ERDF_PRG_004,LT20,TO1_RDI,PA_04,6619284113.6,2549766081.45,1644742406.31,24.85,1079,OTHER,0,31.48,36.16,0,53427791.87,33,OLAF_CASES_DB,2026-01-12
2014_2020,ERDF,2014_2020_ERDF_PRG_005,IT285,TO1_RDI,PA_05,2124162754.4,1463498687.83,980246558.75,46.15,1239,SME,1,54.54,35.97,1,45655763.77,54,COHESION_OPEN_DATA,2025-06-11
2021_2027,ERDF,2021_2027_ERDF_PRG_006,LU50,TO1_RDI,PA_06,2453827154.59,1515839329.07,1219801033.74,49.71,1173,UTILITY,1,16.88,16.28,0,91152723.52,43,MANAGING_AUTHORITY_REPORTING,2024-11-18
2014_2020,ERDF,2014_2020_ERDF_PRG_007,EE26,TO1_RDI,PA_07,6245916913.56,5176788891.93,2984239861.66,47.78,594,MINISTRY,0,36.45,35.16,1,28513288.2,3,ECA_AUDIT_SUMMARY,2024-09-05
2021_2027,ERDF,2021_2027_ERDF_PRG_008,SK11,TO1_RDI,PA_08,3437328734.86,1907881438.79,1232766256.92,35.86,1250,REGIONAL_AUTHORITY,0,33.98,19.84,1,52250680.28,31,OLAF_CASES_DB,2025-05-07
2014_2020,ERDF,2014_2020_ERDF_PRG_009,CY33,TO1_RDI,PA_09,6424149312.21,4669152233.33,2225100179.72,34.64,1043,NGO,0,12.96,45.82,1,59783323.35,10,COHESION_OPEN_DATA,2024-05-06
2021_2027,ERDF,2021_2027_ERDF_PRG_010,FR69,TO1_RDI,PA_10,5712584158.48,4652489304.22,3754934860.74,65.73,1187,TRANSPORT_OPERATOR,1,43.06,44.48,0,113574725.69,69,MANAGING_AUTHORITY_REPORTING,2024-10-15
2014_2020,ERDF,2014_2020_ERDF_PRG_011,CY412,TO1_RDI,PA_11,5593153205.14,4404722319.46,4053913990.81,72.48,1284,MUNICIPALITY,0,19.72,22.33,0,33859074.05,13,ECA_AUDIT_SUMMARY,2026-01-25
2021_2027,ERDF,2021_2027_ERDF_PRG_012,EE202,TO1_RDI,PA_12,7072063989.88,5133175574.83,958549458.53,13.55,958,UNIVERSITY,0,51.78,28.69,0,56948748.03,39,OLAF_CASES_DB,2024-07-30
2014_2020,ERDF,2014_2020_ERDF_PRG_013,IT882,TO1_RDI,PA_01,3457575252.19,3139727073.96,2660316914.73,76.94,1188,HEALTH_PROVIDER,0,37.02,51.49,0,16755493.49,29,COHESION_OPEN_DATA,2025-05-27
2021_2027,ERDF,2021_2027_ERDF_PRG_014,SE69,TO1_RDI,PA_02,5154602647.41,2535894513.53,1541269151.99,29.9,991,OTHER,0,39.78,27.3,0,93756391.89,42,MANAGING_AUTHORITY_REPORTING,2025-02-11
2014_2020,ERDF,2014_2020_ERDF_PRG_015,PL7,TO1_RDI,PA_03,264425529.43,199784328.94,68844718.11,26.04,1055,SME,0,37.72,53.55,0,73999101.29,46,ECA_AUDIT_SUMMARY,2024-03-26
2021_2027,ERDF,2021_2027_ERDF_PRG_016,FR19,TO1_RDI,PA_04,1120579174.18,824999653.12,540689300.55,48.25,828,UTILITY,0,48.77,26.6,0,103864090.61,46,OLAF_CASES_DB,2024-08-14
2014_2020,ERDF,2014_2020_ERDF_PRG_017,PL903,TO1_RDI,PA_05,4287693219.93,1683743426.94,1144301280.52,26.69,1269,MINISTRY,0,7.27,32.33,0,51906547.87,14,COHESION_OPEN_DATA,2025-04-13
2021_2027,ERDF,2021_2027_ERDF_PRG_018,CZ99,TO1_RDI,PA_06,1239178607.55,842456742.26,275367631.46,22.22,654,REGIONAL_AUTHORITY,0,58.69,23.99,1,36356403.45,42,MANAGING_AUTHORITY_REPORTING,2024-12-24
2014_2020,ERDF,2014_2020_ERDF_PRG_019,EE719,TO1_RDI,PA_07,4341804650.75,3506332051.87,2342579766.46,53.95,1289,NGO,0,52.52,54.93,0,98014923.79,49,ECA_AUDIT_SUMMARY,2025-10-14
2021_2027,ERDF,2021_2027_ERDF_PRG_020,SI20,TO1_RDI,PA_08,4582128833.95,1980353758.97,667348824.89,14.56,998,TRANSPORT_OPERATOR,1,40.56,25.35,1,150800711.18,23,OLAF_CASES_DB,2025-12-17
2014_2020,ERDF,2014_2020_ERDF_PRG_021,RO84,TO1_RDI,PA_09,6976378594.2,5619933555.08,5040523538.91,72.25,690,MUNICIPALITY,0,5.38,20.03,0,93200624.5,12,COHESION_OPEN_DATA,2024-03-18
2021_2027,ERDF,2021_2027_ERDF_PRG_022,HU28,TO1_RDI,PA_10,923690495.18,756121280.04,450486896.35,48.77,1194,UNIVERSITY,0,26.08,52.34,1,29489112.12,25,MANAGING_AUTHORITY_REPORTING,2024-07-05
2014_2020,ERDF,2014_2020_ERDF_PRG_023,SE895,TO1_RDI,PA_11,8210152211.78,3182604404.47,1445677660.72,17.61,669,HEALTH_PROVIDER,0,32.99,30.42,0,43575367.97,26,ECA_AUDIT_SUMMARY,2024-05-05
2021_2027,ERDF,2021_2027_ERDF_PRG_024,IT84,TO1_RDI,PA_12,6709279636.18,6214790602.65,5843710603.96,87.1,617,OTHER,1,5.55,39.94,0,66924643.21,12,OLAF_CASES_DB,2024-10-29
2014_2020,ERDF,2014_2020_ERDF_PRG_025,SI9,TO1_RDI,PA_01,1448041218.51,1250559216.72,1171791759.56,80.92,1019,SME,0,14.94,21.33,0,117252221.33,37,COHESION_OPEN_DATA,2024-06-07
2021_2027,ERDF,2021_2027_ERDF_PRG_026,AT507,TO1_RDI,PA_02,7429139070.35,7571277550.71,2111835048.68,28.43,912,UTILITY,1,29.48,47.7,1,156444274.11,18,MANAGING_AUTHORITY_REPORTING,2025-11-13
2014_2020,ERDF,2014_2020_ERDF_PRG_027,BE68,TO1_RDI,PA_03,9385784789.89,9349080292.57,4876827974.75,51.96,952,MINISTRY,1,25.94,16.43,0,114583791.98,58,ECA_AUDIT_SUMMARY,2025-03-11
2021_2027,ERDF,2021_2027_ERDF_PRG_028,GR190,TO1_RDI,PA_04,2646531235.77,1958415578.1,884068945.72,33.4,1141,REGIONAL_AUTHORITY,0,15.41,30.92,0,22480072.66,54,OLAF_CASES_DB,2025-02-12
2014_2020,ERDF,2014_2020_ERDF_PRG_029,PT206,TO1_RDI,PA_05,3876685324.16,2887586192.16,1800042526.94,46.43,1125,NGO,1,47.14,16.0,0,207248095.66,62,COHESION_OPEN_DATA,2024-07-07
2021_2027,ERDF,2021_2027_ERDF_PRG_030,ES676,TO1_RDI,PA_06,1008177343.3,546835630.03,185123140.22,18.36,1096,TRANSPORT_OPERATOR,1,5.08,3.31,1,14526158.25,53,MANAGING_AUTHORITY_REPORTING,2024-08-21
2014_2020,ERDF,2014_2020_ERDF_PRG_031,IE7,TO1_RDI,PA_07,6350599627.38,4104451707.06,922543254.2,14.53,798,MUNICIPALITY,0,51.22,31.68,1,6007821.26,17,ECA_AUDIT_SUMMARY,2025-11-20
2021_2027,ERDF,2021_2027_ERDF_PRG_032,BG30,TO1_RDI,PA_08,5882569440.51,3545173970.84,3086430040.82,52.47,897,UNIVERSITY,0,46.32,45.84,1,1186596.62,36,OLAF_CASES_DB,2024-01-04
2014_2020,ERDF,2014_2020_ERDF_PRG_033,BE672,TO1_RDI,PA_09,3433276246.85,3049611777.7,2630349633.87,76.61,1399,HEALTH_PROVIDER,1,25.96,16.91,1,47336038.55,15,COHESION_OPEN_DATA,2025-11-15
2021_2027,ERDF,2021_2027_ERDF_PRG_034,PT349,TO1_RDI,PA_10,441727586.03,397571869.99,124962924.47,28.29,1199,OTHER,0,30.57,35.12,1,16673602.48,11,MANAGING_AUTHORITY_REPORTING,2025-11-23
2014_2020,ERDF,2014_2020_ERDF_PRG_035,NL3,TO1_RDI,PA_11,2854068702.58,2121702390.03,1799444314.8,63.05,1311,SME,1,19.14,45.05,0,170931749.09,15,ECA_AUDIT_SUMMARY,2024-07-22
2021_2027,ERDF,2021_2027_ERDF_PRG_036,HU184,TO1_RDI,PA_12,6397868385.72,3577559168.87,2362647295.13,36.93,716,UTILITY,0,13.8,42.4,0,88381988.62,40,OLAF_CASES_DB,2024-03-20
2014_2020,ERDF,2014_2020_ERDF_PRG_037,IE1,TO1_RDI,PA_01,916192737.01,406839722.27,209800635.15,22.9,1053,MINISTRY,0,61.05,54.72,1,121480535.91,12,COHESION_OPEN_DATA,2025-03-11
2021_2027,ERDF,2021_2027_ERDF_PRG_038,HR70,TO1_RDI,PA_02,9696844813.58,4933369863.44,2418721937.02,24.94,1247,REGIONAL_AUTHORITY,0,12.76,25.82,1,60524065.48,38,MANAGING_AUTHORITY_REPORTING,2025-04-05
2014_2020,ERDF,2014_2020_ERDF_PRG_039,DE5,TO1_RDI,PA_03,2437725460.35,2074722692.83,807055189.09,33.11,1300,NGO,0,10.23,16.86,1,31753615.86,36,ECA_AUDIT_SUMMARY,2025-07-23
2021_2027,ERDF,2021_2027_ERDF_PRG_040,DE512,TO1_RDI,PA_04,72660046.93,63942442.42,50133971.51,69.0,1415,TRANSPORT_OPERATOR,1,29.76,39.96,1,36576514.19,53,OLAF_CASES_DB,2024-02-02
2014_2020,ERDF,2014_2020_ERDF_PRG_041,GR6,TO1_RDI,PA_05,6857000813.11,4895347805.86,2099737876.43,30.62,1361,MUNICIPALITY,0,5.23,22.41,0,44962947.87,13,COHESION_OPEN_DATA,2024-10-03
2021_2027,ERDF,2021_2027_ERDF_PRG_042,DE305,TO1_RDI,PA_06,706049490.79,373315155.08,347828764.41,49.26,969,UNIVERSITY,0,5.93,3.34,0,64221745.12,58,MANAGING_AUTHORITY_REPORTING,2025-11-27
2014_2020,ERDF,2014_2020_ERDF_PRG_043,FR121,TO1_RDI,PA_07,1909260861.35,1386960769.46,1059301308.78,55.48,1024,HEALTH_PROVIDER,0,57.15,31.2,0,5897137.93,5,ECA_AUDIT_SUMMARY,2025-06-21
2021_2027,ERDF,2021_2027_ERDF_PRG_044,SE624,TO1_RDI,PA_08,5132266595.4,4776925820.03,3693652213.77,71.97,780,OTHER,0,37.81,23.64,0,57442067.36,11,OLAF_CASES_DB,2025-01-15
2014_2020,ERDF,2014_2020_ERDF_PRG_045,FR616,TO1_RDI,PA_09,437638695.32,275894891.94,240902591.66,55.05,656,SME,1,9.61,44.36,1,124006209.57,22,COHESION_OPEN_DATA,2024-07-26
2021_2027,ERDF,2021_2027_ERDF_PRG_046,ES68,TO1_RDI,PA_10,6435144657.45,5748131595.94,3280973150.22,50.99,756,UTILITY,0,63.68,48.48,1,92741203.39,59,MANAGING_AUTHORITY_REPORTING,2025-10-03
2014_2020,ERDF,2014_2020_ERDF_PRG_047,LV34,TO1_RDI,PA_11,5527835250.14,4481206466.61,3762717449.25,68.07,830,MINISTRY,1,25.84,9.37,1,59148109.03,42,ECA_AUDIT_SUMMARY,2024-07-19
2021_2027,ERDF,2021_2027_ERDF_PRG_048,SK750,TO1_RDI,PA_12,9017146730.76,4286574307.41,1412989804.55,15.67,1247,REGIONAL_AUTHORITY,0,12.04,26.56,1,67376201.36,57,OLAF_CASES_DB,2024-12-31
2014_2020,ERDF,2014_2020_ERDF_PRG_049,SE534,TO1_RDI,PA_01,10278037603.36,10052881861.66,4673835889.91,45.47,1301,NGO,1,11.62,7.64,1,185416061.98,11,COHESION_OPEN_DATA,2025-10-08
2021_2027,ERDF,2021_2027_ERDF_PRG_050,EE963,TO1_RDI,PA_02,5342206869.51,5026064521.05,3360935704.28,62.91,982,TRANSPORT_OPERATOR,1,57.55,13.39,1,29183252.78,10,MANAGING_AUTHORITY_REPORTING,2024-08-30
2014_2020,ERDF,2014_2020_ERDF_PRG_051,DE726,TO1_RDI,PA_03,9418208746.17,7766328759.8,2361211257.71,25.07,844,MUNICIPALITY,0,23.21,13.34,1,88444213.46,23,ECA_AUDIT_SUMMARY,2026-01-28
2021_2027,ERDF,2021_2027_ERDF_PRG_052,DK149,TO1_RDI,PA_04,3848357217.42,2771248694.43,1111500691.82,28.88,845,UNIVERSITY,0,53.28,48.66,0,34604353.3,18,OLAF_CASES_DB,2026-02-14
2014_2020,ERDF,2014_2020_ERDF_PRG_053,LU4,TO1_RDI,PA_05,3043603911.97,1550940672.36,826101662.9,27.14,548,HEALTH_PROVIDER,0,53.99,54.28,1,92960115.52,50,COHESION_OPEN_DATA,2024-10-13
2021_2027,ERDF,2021_2027_ERDF_PRG_054,CY303,TO1_RDI,PA_06,7420413545.89,3219993260.9,2962192584.77,39.92,1251,OTHER,0,33.5,44.57,0,83002026.85,22,MANAGING_AUTHORITY_REPORTING,2024-03-03
2014_2020,ERDF,2014_2020_ERDF_PRG_055,HR23,TO1_RDI,PA_07,5805045670.13,5825654670.07,3731353871.98,64.28,1299,SME,1,37.78,16.71,0,124825531.84,37,ECA_AUDIT_SUMMARY,2024-07-31
2021_2027,ERDF,2021_2027_ERDF_PRG_056,PT381,TO1_RDI,PA_08,9446658910.01,4639285040.07,2869721722.16,30.38,1193,UTILITY,1,28.04,37.48,1,169673552.11,59,OLAF_CASES_DB,2026-02-14
2014_2020,ERDF,2014_2020_ERDF_PRG_057,ES52,TO1_RDI,PA_09,1006008447.36,677187666.58,501123101.19,49.81,1403,MINISTRY,0,58.83,29.87,0,23592487.94,55,COHESION_OPEN_DATA,2024-10-20
2021_2027,ERDF,2021_2027_ERDF_PRG_058,NL54,TO1_RDI,PA_10,5638176184.31,5335135109.55,4496955154.67,79.76,1029,REGIONAL_AUTHORITY,0,20.38,47.05,0,96989983.59,49,MANAGING_AUTHORITY_REPORTING,2025-04-23
2014_2020,ERDF,2014_2020_ERDF_PRG_059,PL395,TO1_RDI,PA_11,2928735533.88,1934802856.22,421089834.78,14.38,1207,NGO,1,51.39,30.38,0,113903640.72,46,ECA_AUDIT_SUMMARY,2024-09-27
2021_2027,ERDF,2021_2027_ERDF_PRG_060,NL901,TO1_RDI,PA_12,11682512759.94,7848827150.16,6034975232.35,51.66,877,TRANSPORT_OPERATOR,0,35.39,29.91,1,93625360.91,2,OLAF_CASES_DB,2025-02-10
2014_2020,ERDF,2014_2020_ERDF_PRG_061,RO825,TO1_RDI,PA_01,3110565922.38,3126424371.2,2140780211.31,68.82,1354,MUNICIPALITY,0,25.87,43.96,0,116782129.38,48,COHESION_OPEN_DATA,2025-02-08
2021_2027,ERDF,2021_2027_ERDF_PRG_062,NL51,TO1_RDI,PA_02,4689357033.17,2033799264.4,1855146531.44,39.56,1294,UNIVERSITY,0,24.61,43.43,0,121930883.72,27,MANAGING_AUTHORITY_REPORTING,2025-11-10
2014_2020,ERDF,2014_2020_ERDF_PRG_063,EE765,TO1_RDI,PA_03,2377733690.89,995407921.41,451814560.56,19.0,841,HEALTH_PROVIDER,0,14.07,27.35,0,90673376.94,7,ECA_AUDIT_SUMMARY,2025-01-20
2021_2027,ERDF,2021_2027_ERDF_PRG_064,PT274,TO1_RDI,PA_04,719808767.26,574613633.05,300696386.18,41.77,1036,OTHER,0,36.89,39.99,0,60507278.85,58,OLAF_CASES_DB,2026-01-18
2014_2020,ERDF,2014_2020_ERDF_PRG_065,LV619,TO1_RDI,PA_05,1693067554.27,961695366.99,521103278.84,30.78,1279,SME,0,13.17,50.6,0,47769965.95,13,COHESION_OPEN_DATA,2025-10-26
2021_2027,ERDF,2021_2027_ERDF_PRG_066,HR381,TO1_RDI,PA_06,831366680.21,487059030.89,244449585.31,29.4,896,UTILITY,1,54.77,42.71,0,93889481.19,33,MANAGING_AUTHORITY_REPORTING,2024-04-17
2014_2020,ERDF,2014_2020_ERDF_PRG_067,AT64,TO1_RDI,PA_07,4843646690.53,2043530972.0,569712992.37,11.76,1345,MINISTRY,0,49.3,13.14,1,101777869.76,11,ECA_AUDIT_SUMMARY,2025-11-24
2021_2027,ERDF,2021_2027_ERDF_PRG_068,AT2,TO1_RDI,PA_08,9602922888.74,5248961092.74,4780062910.68,49.78,724,REGIONAL_AUTHORITY,0,31.48,33.25,0,12909849.48,24,OLAF_CASES_DB,2025-01-27
2014_2020,ERDF,2014_2020_ERDF_PRG_069,PT864,TO1_RDI,PA_09,913233522.08,631367611.79,508310810.1,55.66,1323,NGO,0,29.92,4.7,1,105655216.12,43,COHESION_OPEN_DATA,2025-10-29
2021_2027,ERDF,2021_2027_ERDF_PRG_070,CZ89,TO1_RDI,PA_10,9294747364.42,8372269209.83,2449416226.47,26.35,941,TRANSPORT_OPERATOR,1,21.41,16.39,0,187933469.08,3,MANAGING_AUTHORITY_REPORTING,2024-10-29
2014_2020,ERDF,2014_2020_ERDF_PRG_071,CY52,TO1_RDI,PA_11,7431591370.6,7017919740.77,1336565944.83,17.98,1231,MUNICIPALITY,0,23.63,5.47,0,38692825.7,56,ECA_AUDIT_SUMMARY,2024-05-06
2021_2027,ERDF,2021_2027_ERDF_PRG_072,RO954,TO1_RDI,PA_12,1450736594.34,635140468.02,149592986.57,10.31,607,UNIVERSITY,0,61.73,22.37,0,103170126.02,48,OLAF_CASES_DB,2025-09-02
2014_2020,ERDF,2014_2020_ERDF_PRG_073,BE20,TO1_RDI,PA_01,8706825644.66,5070068842.65,4103453475.03,47.13,1448,HEALTH_PROVIDER,0,55.05,45.05,1,14767892.24,7,COHESION_OPEN_DATA,2024-05-19
2021_2027,ERDF,2021_2027_ERDF_PRG_074,CZ1,TO1_RDI,PA_02,6396481626.86,2261294546.57,577240258.38,9.02,947,OTHER,0,24.7,14.56,0,111484212.64,0,MANAGING_AUTHORITY_REPORTING,2024-03-15
2014_2020,ERDF,2014_2020_ERDF_PRG_075,RO3,TO1_RDI,PA_03,2150564169.32,1451137265.05,899190402.56,41.81,963,SME,0,63.68,9.56,0,45034579.05,11,ECA_AUDIT_SUMMARY,2025-06-20
2021_2027,ERDF,2021_2027_ERDF_PRG_076,HR9,TO1_RDI,PA_04,8354066597.95,7565407609.77,5139119540.56,61.52,1133,UTILITY,1,54.74,37.88,0,16191684.27,36,OLAF_CASES_DB,2026-01-30
2014_2020,ERDF,2014_2020_ERDF_PRG_077,LT22,TO1_RDI,PA_05,4987733265.91,3471014449.66,1148878217.89,23.03,1261,MINISTRY,1,26.69,50.73,0,7371738.66,18,COHESION_OPEN_DATA,2024-09-07
2021_2027,ERDF,2021_2027_ERDF_PRG_078,CY54,TO1_RDI,PA_06,5880941111.48,4306363618.48,4027711993.37,68.49,882,REGIONAL_AUTHORITY,0,38.24,40.66,0,34438701.84,3,MANAGING_AUTHORITY_REPORTING,2025-04-01
2014_2020,ERDF,2014_2020_ERDF_PRG_079,CZ727,TO1_RDI,PA_07,2460536079.3,1298980082.53,236104183.09,9.6,758,NGO,0,24.97,32.06,0,12270001.42,30,ECA_AUDIT_SUMMARY,2024-01-31
2021_2027,ERDF,2021_2027_ERDF_PRG_080,ES569,TO1_RDI,PA_08,6745113864.38,3139105421.13,1882244059.7,27.91,785,TRANSPORT_OPERATOR,0,23.66,36.03,1,30493188.52,38,OLAF_CASES_DB,2024-12-03
2014_2020,ERDF,2014_2020_ERDF_PRG_081,DK112,TO1_RDI,PA_09,2370310961.7,1046032136.29,749688991.06,31.63,1121,MUNICIPALITY,1,42.81,14.92,0,124197.65,56,COHESION_OPEN_DATA,2024-04-29
2021_2027,ERDF,2021_2027_ERDF_PRG_082,MT67,TO1_RDI,PA_10,1296448982.66,911681978.06,349546384.52,26.96,1364,UNIVERSITY,0,22.96,23.41,0,110585889.99,56,MANAGING_AUTHORITY_REPORTING,2025-02-14
2014_2020,ERDF,2014_2020_ERDF_PRG_083,RO312,TO1_RDI,PA_11,4065114790.65,2786822183.42,1627970175.35,40.05,615,HEALTH_PROVIDER,0,50.61,13.63,0,36647247.78,2,ECA_AUDIT_SUMMARY,2025-06-29
2021_2027,ERDF,2021_2027_ERDF_PRG_084,CZ24,TO1_RDI,PA_12,687699333.01,264308832.8,167847381.46,24.41,895,OTHER,0,41.0,35.36,0,30752099.85,26,OLAF_CASES_DB,2024-09-06
2014_2020,ERDF,2014_2020_ERDF_PRG_085,BE201,TO1_RDI,PA_01,1070973816.85,1031191032.41,824271095.48,76.96,660,SME,0,55.1,42.63,0,60506878.83,23,COHESION_OPEN_DATA,2024-02-18
2021_2027,ERDF,2021_2027_ERDF_PRG_086,CZ40,TO1_RDI,PA_02,6392858351.16,2887541541.68,2660720390.12,41.62,971,UTILITY,0,28.78,31.85,1,6338951.29,33,MANAGING_AUTHORITY_REPORTING,2025-01-03
2014_2020,ERDF,2014_2020_ERDF_PRG_087,DK22,TO1_RDI,PA_03,9003845502.21,7727489531.85,3992401954.67,44.34,1416,MINISTRY,0,63.23,27.79,1,42680610.94,4,ECA_AUDIT_SUMMARY,2025-07-02
2021_2027,ERDF,2021_2027_ERDF_PRG_088,CY582,TO1_RDI,PA_04,6208183748.04,4348175904.09,1398677458.71,22.53,817,REGIONAL_AUTHORITY,0,64.92,35.59,1,11062837.74,21,OLAF_CASES_DB,2026-01-24
2014_2020,ERDF,2014_2020_ERDF_PRG_089,IE2,TO1_RDI,PA_05,4535629801.77,1617544326.97,345779107.97,7.62,1149,NGO,0,56.76,33.32,0,87485727.3,55,COHESION_OPEN_DATA,2024-03-30
2021_2027,ERDF,2021_2027_ERDF_PRG_090,DE544,TO1_RDI,PA_06,5540179543.5,2550642299.71,1374915182.67,24.82,1461,TRANSPORT_OPERATOR,1,59.6,37.48,0,133355997.49,49,MANAGING_AUTHORITY_REPORTING,2024-08-28
2014_2020,ERDF,2014_2020_ERDF_PRG_091,CY27,TO1_RDI,PA_07,1664095439.86,720933091.17,631662890.28,37.96,710,MUNICIPALITY,1,59.46,14.02,0,163548945.42,7,ECA_AUDIT_SUMMARY,2024-07-01
2021_2027,ERDF,2021_2027_ERDF_PRG_092,LT86,TO1_RDI,PA_08,6710597043.55,4909061434.77,4231562194.16,63.06,1119,UNIVERSITY,0,53.76,49.91,0,61380045.94,49,OLAF_CASES_DB,2025-05-06
2014_2020,ERDF,2014_2020_ERDF_PRG_093,HU700,TO1_RDI,PA_09,90303469.94,33493812.78,28447887.87,31.5,1267,HEALTH_PROVIDER,0,30.51,46.93,0,120840626.44,49,COHESION_OPEN_DATA,2025-08-21
2021_2027,ERDF,2021_2027_ERDF_PRG_094,LU872,TO1_RDI,PA_10,8304645276.52,3350849471.3,2443220354.42,29.42,1354,OTHER,0,55.99,51.46,1,80863718.82,4,MANAGING_AUTHORITY_REPORTING,2025-08-01
2014_2020,ERDF,2014_2020_ERDF_PRG_095,BE53,TO1_RDI,PA_11,2723563297.88,1750159078.0,419626285.99,15.41,766,SME,1,43.62,8.34,1,161009350.12,58,ECA_AUDIT_SUMMARY,2026-01-24
2021_2027,ERDF,2021_2027_ERDF_PRG_096,FI7,TO1_RDI,PA_12,3321580470.11,2062899823.91,1593547742.93,47.98,1438,UTILITY,0,11.07,22.59,0,82917621.87,54,OLAF_CASES_DB,2024-01-02
2014_2020,ERDF,2014_2020_ERDF_PRG_097,RO63,TO1_RDI,PA_01,3523400851.0,1246503899.49,307812446.11,8.74,729,MINISTRY,0,62.8,28.61,0,8555355.4,19,COHESION_OPEN_DATA,2025-07-16
2021_2027,ERDF,2021_2027_ERDF_PRG_098,CY154,TO1_RDI,PA_02,1980661760.13,829066450.35,764620602.96,38.6,1036,REGIONAL_AUTHORITY,0,22.08,40.33,0,70267211.49,2,MANAGING_AUTHORITY_REPORTING,2025-07-18
2014_2020,ERDF,2014_2020_ERDF_PRG_099,FI2,TO1_RDI,PA_03,7493315685.32,4337820982.25,3023986976.79,40.36,1438,NGO,0,29.04,37.39,0,71020688.95,22,ECA_AUDIT_SUMMARY,2025-11-11
2021_2027,ERDF,2021_2027_ERDF_PRG_100,ES583,TO1_RDI,PA_04,5464495406.91,2392721976.22,855361006.83,15.65,1380,TRANSPORT_OPERATOR,1,39.6,20.79,1,157679196.91,59,OLAF_CASES_DB,2024-07-24
2014_2020,ERDF,2014_2020_ERDF_PRG_101,SI5,TO1_RDI,PA_05,8108568153.77,5669001610.53,3996064195.72,49.28,1313,MUNICIPALITY,0,58.06,51.95,0,43101248.16,17,COHESION_OPEN_DATA,2025-02-07
2021_2027,ERDF,2021_2027_ERDF_PRG_102,IE580,TO1_RDI,PA_06,5959467290.07,5852563187.84,3466452936.92,58.17,1301,UNIVERSITY,1,48.21,13.46,0,99568805.0,35,MANAGING_AUTHORITY_REPORTING,2025-01-12
2014_2020,ERDF,2014_2020_ERDF_PRG_103,MT7,TO1_RDI,PA_07,6013646129.46,2925607419.79,1608473250.52,26.75,1416,HEALTH_PROVIDER,0,53.65,47.79,0,18928768.17,33,ECA_AUDIT_SUMMARY,2024-06-24
2021_2027,ERDF,2021_2027_ERDF_PRG_104,CZ788,TO1_RDI,PA_08,3074423217.82,2510795199.59,1132316731.34,36.83,1154,OTHER,1,29.39,26.97,1,186035019.27,40,OLAF_CASES_DB,2025-11-06
2014_2020,ERDF,2014_2020_ERDF_PRG_105,BG28,TO1_RDI,PA_09,6611033373.42,5013336391.1,2094388463.57,31.68,1475,SME,1,35.36,44.53,0,213423211.69,26,COHESION_OPEN_DATA,2024-07-20
2021_2027,ERDF,2021_2027_ERDF_PRG_106,PL3,TO1_RDI,PA_10,750478647.28,743059544.44,514727158.29,68.59,1445,UTILITY,0,28.77,41.05,0,125985504.41,45,MANAGING_AUTHORITY_REPORTING,2025-03-28
2014_2020,ERDF,2014_2020_ERDF_PRG_107,HR1,TO1_RDI,PA_11,4180371991.63,2352676781.88,1050650001.51,25.13,1390,MINISTRY,0,55.7,25.0,0,13779569.42,54,ECA_AUDIT_SUMMARY,2025-06-07
2021_2027,ERDF,2021_2027_ERDF_PRG_108,CZ190,TO1_RDI,PA_12,5532978623.49,4202069399.84,3111984166.23,56.24,1261,REGIONAL_AUTHORITY,0,24.73,8.78,0,49569517.19,5,OLAF_CASES_DB,2025-10-22
2014_2020,ERDF,2014_2020_ERDF_PRG_109,CZ5,TO1_RDI,PA_01,4190502375.14,1687351043.29,597017885.7,14.25,1320,NGO,0,16.92,50.95,0,62038307.73,38,COHESION_OPEN_DATA,2024-07-21
