soc_case_report_month,soc_case_program_code,soc_case_case_id_hash,soc_case_household_size,soc_case_eligible_persons_count,soc_case_participants_count,soc_case_new_applications_count,soc_case_approved_applications_count,soc_case_denied_applications_count,soc_case_recertification_due_count,soc_case_churn_rate_pct,soc_case_average_benefit_usd,soc_case_benefit_duration_months,soc_case_overpayment_rate_pct,soc_case_underpayment_rate_pct,soc_case_fraud_referral_rate,soc_case_appeals_filed_count,soc_case_call_center_wait_minutes,soc_case_online_portal_usage_rate,soc_case_data_latency_days
2070-10,SNAP,7a2d2523f9ff18b4,7,9,9,8986,8986,0,2506,33.495,887.963,14,11.711,12.987,0.9249,972,0.75,98.34,58
2070-11,SNAP,6297128fdbe39475,6,2,0,9654,9493,54,5430,15.96,830.164,66,4.995,7.604,1.7332,1672,50.76,48.98,23
2070-12,MEDICAID,5aecc0c22ca3b1ac,2,12,0,10431,7146,3164,5044,44.042,307.475,50,0.867,6.235,2.7147,685,110.41,30.53,39
2071-01,SNAP,5166a4d0b2765b71,5,1,1,1092,1092,0,8375,57.376,664.136,24,5.516,9.813,2.6276,1644,177.79,25.3,30
2071-02,SSI,46c58e754390ad33,4,11,6,1755,1755,0,8196,45.577,1107.047,23,13.351,7.065,1.7227,683,171.18,89.75,10
2071-03,SNAP,d15ef7c1f3de8eeb,8,9,1,4332,4332,0,3078,38.665,251.638,50,6.953,1.276,3.9894,283,45.1,41.76,49
2071-04,SNAP,5d5004cfaab0eb4b,1,3,3,6642,2757,2155,1373,4.488,481.339,65,11.992,9.635,0.2737,2198,135.98,88.17,9
2071-05,MEDICAID,4c34b061d0ecce72,3,2,2,4902,4902,0,7375,1.554,232.24,7,6.161,8.143,2.9268,1137,123.72,54.2,46
2071-06,CHILD_CARE,fc2b4ea142180d17,2,1,1,8519,8519,0,5716,55.897,1195.821,50,2.821,13.038,2.1093,1382,22.78,78.06,19
2071-07,MEDICAID,aeee99c71eb9d7ad,1,8,2,2004,855,0,2912,49.055,1112.372,47,7.038,7.147,4.1904,786,45.28,23.26,12
2071-08,CHIP,9e5213220883131a,6,11,5,2311,2311,0,389,40.261,944.253,12,4.456,5.876,4.8649,833,83.49,73.63,22
2071-09,WIC,97598e8a3b30ef67,6,2,2,4375,3631,0,4164,45.612,1086.024,41,1.604,3.354,1.9051,1462,88.57,23.69,48
2071-10,UI,020d8c3a321bd589,3,12,2,5754,3509,1406,103,49.072,220.005,5,11.0,8.396,4.749,1072,78.31,25.36,38
2071-11,SNAP,e416467ccd0a6f52,5,4,3,8973,8973,0,5366,41.723,1091.516,18,12.705,0.221,3.4527,2018,109.05,16.13,4
2071-12,MEDICAID,488de1fcfd1c525e,5,7,1,2952,2952,0,5725,9.738,574.647,8,8.757,7.067,2.6524,190,173.61,35.5,30
2072-01,MEDICAID,2f97e764502b3b71,2,6,5,4359,4312,0,4018,53.601,530.328,41,4.634,13.877,1.7821,91,124.82,85.87,5
2072-02,LIHEAP,2de5e6c845ff2243,4,7,7,579,579,0,3969,14.634,1156.249,66,8.871,10.292,0.0545,725,128.3,88.62,35
2072-03,SECTION8,1318a8fb41dfed32,4,12,2,1876,1876,0,1953,30.884,539.05,57,11.429,0.314,0.608,1948,60.18,50.95,12
2072-04,LIHEAP,f9dfbfb043b4534d,4,8,4,8093,4366,2899,3102,14.348,1075.551,34,14.464,12.788,3.9608,494,48.47,44.13,46
2072-05,SNAP,6b3d73ba97d6792a,1,7,3,3821,3821,0,6391,5.443,1069.652,24,8.248,0.449,2.9219,1760,4.47,69.1,33
2072-06,SNAP,043aa8ad43272b79,4,10,9,10764,3403,6811,8672,59.062,155.283,20,5.749,1.077,4.0442,1022,41.3,46.38,8
2072-07,MEDICAID,11124fa783137ce2,5,6,6,8086,5927,819,3233,54.092,718.584,69,14.051,13.355,4.7811,1584,161.0,9.18,3
2072-08,WIC,d6746b6824e43fc8,5,10,10,2153,2153,0,2217,18.484,103.675,22,13.29,10.042,1.1234,383,132.77,20.63,22
2072-09,SNAP,16154b6a24ee1e42,1,6,3,8230,8230,0,1579,18.165,930.426,65,11.962,10.008,2.928,1002,47.09,67.37,44
2072-10,MEDICAID,5cb7863cfcc58f4d,8,9,7,10514,1821,8423,7441,50.234,75.357,52,13.416,4.506,4.9816,1404,155.77,91.21,25
2072-11,SECTION8,18b87fd43d22508c,6,3,3,10709,5403,5277,6258,58.418,760.658,12,10.678,12.803,4.5584,881,49.63,86.08,6
2072-12,MEDICAID,cc2cf2402e0dd346,7,1,1,3837,1511,799,7563,12.478,204.599,57,10.818,0.346,2.4391,1257,148.73,58.44,43
2073-01,SNAP,0198e83f16342086,3,1,1,8102,8102,0,8309,21.381,433.16,50,2.275,6.564,4.3602,2234,149.57,67.98,17
2073-02,SECTION8,d7cbb40a097828a4,5,6,6,5638,849,4045,8650,42.366,573.751,28,3.111,6.049,4.9988,864,120.29,59.33,58
2073-03,TANF,b2fb414c419e6522,3,6,6,11342,790,10548,5393,13.063,521.202,19,7.119,2.941,2.2247,912,29.95,63.54,32
2073-04,MEDICAID,cd7f575722d46ade,6,6,6,6836,1293,4027,1074,40.147,955.603,42,11.238,6.234,0.8981,1783,97.12,19.06,11
2073-05,SECTION8,2e8e503a30f06f11,5,10,3,9006,4885,2319,4457,47.496,653.314,48,2.625,14.524,2.9794,402,149.61,32.31,22
2073-06,SECTION8,8f9f1837bca9865a,1,8,8,4717,4717,0,3525,1.685,166.985,61,12.638,0.794,1.9588,1231,81.49,23.26,33
2073-07,SSI,330047a784a5ed23,6,1,1,9842,2795,5213,6787,8.725,130.386,29,9.342,5.215,4.1972,329,55.69,86.45,16
2073-08,LIHEAP,4f576cd1dfe79286,5,3,3,8321,642,5871,7730,21.936,602.297,53,10.732,0.686,4.0299,750,131.95,87.22,33
2073-09,SNAP,9218cfcbb07531d6,7,12,12,7737,7737,0,5246,32.125,474.708,46,5.312,9.12,2.7585,2360,4.07,21.05,17
2073-10,UI,46532a12c5306a95,1,11,11,11527,9823,1610,5904,43.922,859.299,38,3.24,12.986,3.9753,2401,57.2,76.1,11
2073-11,SNAP,889ef4374072160d,5,1,1,10172,7360,1085,7272,29.964,311.94,53,7.87,4.817,3.396,599,85.17,16.97,52
2073-12,SECTION8,f0ffa4886b0019ef,4,5,1,9783,7991,1093,6999,21.369,889.631,57,3.977,13.947,2.0832,1181,179.61,21.53,26
2074-01,SECTION8,3ec040196c594b0b,1,4,4,5657,269,4304,7019,51.606,885.722,66,2.579,4.363,0.3842,1094,30.46,87.17,28
2074-02,LIHEAP,bd3501d8860bc81a,1,5,4,1440,1440,0,6379,8.171,704.603,26,11.381,3.159,2.4786,1449,150.79,93.47,28
2074-03,UI,b50acd3a4d85c0be,8,9,1,4064,3984,0,5668,30.31,651.054,66,14.249,2.607,4.7777,1183,87.73,42.11,21
2074-04,SNAP,1f103358d487d965,1,11,5,378,378,0,526,1.113,798.345,39,7.9,1.776,0.5645,1276,48.81,5.16,46
2074-05,SSI,22d7c4231d30a4ed,4,12,8,5357,5357,0,2182,52.501,470.586,41,5.733,14.939,0.7403,266,120.38,19.72,19
2074-06,CHIP,e360b3fcbbd5a6c5,8,10,8,5939,2515,1926,7118,57.049,379.787,40,7.253,13.19,2.4477,1964,4.65,94.28,24
2074-07,SECTION8,c89b473583a73402,5,3,3,7394,891,6196,2000,1.111,442.588,58,4.24,14.712,0.914,1870,71.19,54.28,36
2074-08,SNAP,97069af4ac08e07a,7,10,10,10041,1267,8221,5924,6.036,290.369,12,8.919,6.703,4.2484,345,73.51,71.43,47
2074-09,MEDICAID,cfb17a342a08f955,8,1,1,6491,1284,3914,5005,35.843,905.09,61,9.458,4.502,3.1591,1514,58.51,78.29,9
2074-10,WIC,ef3c5eca9b5d873a,7,3,3,165,165,0,1064,58.522,279.671,9,3.549,14.312,0.6734,2079,154.87,49.15,45
2074-11,MEDICAID,b14d5a02efaf4f34,1,3,2,1594,1594,0,8117,31.42,1063.622,56,2.044,1.452,0.9677,1480,160.45,76.55,26
2074-12,SECTION8,58d873871e8dac27,5,2,2,8722,1261,6309,7204,54.716,1181.393,58,9.687,10.59,4.3628,428,2.18,85.64,1
2075-01,CHIP,b15ef8821348d1f9,1,7,7,9124,7813,0,8196,47.75,1090.864,2,13.12,14.858,3.2579,477,159.15,8.89,6
2075-02,CHIP,82587de16946dea2,5,3,3,408,408,0,6963,13.544,1123.935,10,4.859,12.607,1.5563,299,16.91,95.1,45
2075-03,WIC,55a49083a42fdba0,6,8,8,11374,5649,5518,4626,51.187,1173.316,34,10.763,9.863,4.3247,41,42.93,9.24,10
2075-04,MEDICAID,bd9387be7c15f948,1,12,2,7214,581,4918,6956,58.927,86.797,20,10.975,4.198,3.7114,1270,49.14,22.14,15
2075-05,MEDICAID,2ca1199b93db85d2,7,8,8,6007,2198,2712,5001,12.26,326.158,69,1.841,3.071,0.6824,484,2.8,76.75,3
2075-06,SNAP,3261faff19c28e79,8,2,2,4731,4731,0,7690,10.112,691.849,24,0.752,12.665,1.7361,456,111.11,70.5,18
2075-07,MEDICAID,18d849fe97787d2a,2,3,3,79,79,0,1450,22.484,664.64,38,11.361,14.487,4.8231,344,160.7,71.57,27
2075-08,UI,82778a4e5a3b48bf,7,10,8,9764,9764,0,5725,33.366,1158.431,22,4.272,8.126,3.7453,28,118.17,7.17,45
2075-09,SSI,77a09919f4e0bc20,2,2,2,7896,7896,0,1454,46.009,208.432,5,11.608,9.53,3.5356,2245,3.92,42.74,24
2075-10,SNAP,32b5c98d9bf8ad3b,1,7,7,2776,2776,0,1251,38.639,1108.533,71,6.433,11.293,4.884,1959,65.15,14.78,5
2075-11,SSI,d8ac969b8817beac,8,5,4,5603,5603,0,8320,16.075,118.904,5,8.098,8.253,1.4213,1089,171.98,34.9,32
2075-12,MEDICAID,5071ae21bc9685cc,4,5,1,2118,2118,0,4959,23.794,701.045,6,1.602,11.987,1.5113,1799,111.37,61.58,40
2076-01,LIHEAP,00c5b66c3571f88a,4,4,4,5079,5079,0,8630,23.842,579.706,10,9.123,13.283,4.3336,2071,118.1,13.19,17
2076-02,SNAP,8a7b27ce7f12c07b,1,2,2,10637,3349,7234,8727,28.385,1186.087,35,11.39,2.198,0.4661,473,94.07,99.2,23
2076-03,SNAP,7680bd2f2ba85186,3,3,3,6419,1466,4488,8089,0.632,1186.138,14,12.563,6.137,1.4395,2408,25.86,59.79,18
2076-04,CHIP,fdaeae194d73df2a,4,1,1,10047,8713,1213,8764,51.915,595.519,45,9.657,8.848,2.1153,605,173.83,26.83,9
2076-05,WIC,7c3eaac6c2de9ae0,4,4,4,10133,8579,654,5261,36.181,524.69,27,12.749,9.799,3.0232,166,135.07,81.09,27
2076-06,SSI,06d57667aa6a4611,5,3,3,4017,3897,0,4664,18.693,824.731,52,4.153,10.49,4.7222,1863,98.25,5.89,33
2076-07,SECTION8,309d31581292754a,3,12,8,1151,1151,0,940,48.79,1024.742,27,9.137,3.728,0.4201,2392,178.92,44.56,8
2076-08,MEDICAID,181dd36eaf95bd67,6,12,9,10771,10771,0,450,44.577,1021.993,50,3.773,1.4,1.6524,690,133.97,6.55,45
2076-09,SECTION8,785836698e6e1e04,5,9,6,2296,2296,0,8871,7.756,598.614,1,8.971,0.515,2.5236,647,132.91,32.98,17
2076-10,WIC,c17c49ca687f21a8,6,10,3,7838,4395,3395,1527,36.74,176.905,16,1.792,12.782,3.979,2342,133.75,70.52,8
2076-11,MEDICAID,e0e15e514c9e5c4e,6,10,4,4287,4287,0,7823,21.182,60.276,16,12.89,3.371,0.8444,997,38.92,8.09,4
2076-12,LIHEAP,226860d2408d5ecb,7,5,2,7690,2531,4984,6965,44.28,828.817,26,6.141,6.373,2.2216,2285,117.05,4.8,24
2077-01,SNAP,88407f44f247ba0d,5,3,3,5688,5688,0,3271,46.621,424.368,40,1.075,11.72,2.8043,1483,47.87,83.62,23
2077-02,CHIP,a370b3343f30278f,2,2,2,5177,3770,934,1583,23.092,632.609,70,14.357,4.654,2.3407,1705,163.91,83.04,21
2077-03,UI,ba02908590ce0936,1,5,5,3847,1774,1404,3102,0.453,1178.41,31,6.772,3.352,4.6229,1508,162.17,44.05,55
2077-04,LIHEAP,1376ee49c5f4fe42,1,1,1,10909,6825,2109,6223,4.536,1131.891,53,2.754,5.75,4.9502,1447,89.0,83.52,24
2077-05,SECTION8,94d04384bb81fde4,2,10,10,799,799,0,2622,40.579,628.152,31,7.758,4.866,0.6567,320,74.35,62.38,43
2077-06,MEDICAID,4e9e5be65b8eb98d,4,8,8,6010,6010,0,5594,8.516,157.043,39,5.89,1.302,1.6127,543,56.16,48.17,6
2077-07,SECTION8,95893cc8813cf756,5,4,4,3069,3069,0,4015,11.364,407.364,26,13.466,8.431,0.3675,1103,145.4,85.44,11
2077-08,MEDICAID,a195d69c400dc442,4,8,8,4027,4027,0,3576,35.077,997.085,35,4.257,4.856,1.7851,1687,131.44,93.27,24
2077-09,SNAP,94146784abbc4dd9,7,4,4,5537,5537,0,1100,57.553,52.556,63,4.483,1.711,1.0086,33,157.02,59.72,47
2077-10,SNAP,39b17a34b09491f1,8,8,5,5780,5780,0,1577,11.444,375.407,42,3.11,4.386,2.3281,2178,105.14,19.13,60
2077-11,SNAP,4500a81659fb6ef1,3,10,5,4722,4722,0,8724,55.243,718.678,59,14.134,8.838,1.4169,2235,58.47,69.61,49
2077-12,MEDICAID,b744f2e4f5fd1706,6,8,6,6799,3519,1311,1369,1.674,822.759,69,8.301,10.153,2.4934,2031,1.85,10.37,56
2078-01,TANF,1f9ce4257098d4cc,8,3,2,6190,1043,4927,6531,4.395,914.62,13,10.558,9.849,0.928,1405,4.19,95.3,11
2078-02,CHILD_CARE,b8e4d059adb445d2,5,6,6,8712,8712,0,877,9.661,1055.511,18,12.501,12.347,0.6112,2033,104.6,11.91,27
2078-03,SNAP,0ec4ba8aab9f28bb,2,7,7,1082,1082,0,1708,35.618,61.552,55,14.41,12.567,0.906,371,101.22,19.95,20
2078-04,CHILD_CARE,28f156cb680457e5,7,7,5,11835,3104,7363,2202,53.41,267.213,6,9.018,6.783,4.3062,238,148.27,10.1,13
2078-05,MEDICAID,dc7b2e338980dfd1,4,1,1,478,478,0,8746,1.505,1037.314,3,14.746,2.34,0.7449,2175,1.42,14.93,57
2078-06,WIC,07dd68695fc77e35,1,9,9,10414,9805,395,4365,27.271,968.605,19,3.277,4.695,1.362,2175,72.55,31.54,17
2078-07,MEDICAID,288a3019887e8081,2,9,3,295,295,0,4789,19.431,910.456,20,8.878,0.725,3.7112,1440,83.94,71.16,54
2078-08,SNAP,7fa409eead2bb5cc,1,12,7,7880,7880,0,6976,0.516,1167.207,67,10.012,13.394,1.2064,761,61.57,40.0,60
2078-09,UI,443e70034b17ec91,1,9,6,2938,2938,0,6334,31.492,230.558,50,9.661,1.5,1.1663,607,132.03,16.76,17
2078-10,SECTION8,c660fc1d04474432,1,10,2,7048,7048,0,1052,17.539,1114.019,47,5.638,1.171,4.3628,931,115.45,16.81,25
2078-11,WIC,b6cd629a80092744,7,7,7,5256,346,3017,4399,15.299,909.15,66,4.12,6.275,2.1472,1854,145.26,97.93,8
2078-12,SNAP,cec4937dbd5ad773,5,1,1,9790,9308,0,8755,19.205,513.451,38,3.149,6.192,4.4165,2222,11.33,80.6,29
2079-01,SSI,e99dca3502b8d1bc,8,9,6,3097,3097,0,1196,53.654,233.662,38,13.498,10.846,0.0018,2167,14.28,85.12,47
2079-02,WIC,60882098d184d6ff,7,8,8,11781,6855,3697,3697,55.227,1004.763,24,14.563,10.476,4.9418,842,95.18,18.38,10
2079-03,SSI,a84261de15c54e0a,5,12,6,9663,7908,291,2780,30.038,454.254,1,13.929,2.159,1.0873,2213,122.46,96.92,34
2079-04,SNAP,24382886130ed7dc,5,5,5,9561,6591,2181,6353,45.487,277.935,61,5.621,10.114,3.8195,1187,172.24,74.28,15
2079-05,SNAP,d965050cffaef057,4,6,6,11677,1956,8252,1495,45.736,1175.876,56,7.67,12.618,3.5735,771,161.62,93.24,38
2079-06,SNAP,cfc231488160135c,4,10,4,5124,5124,0,4842,21.004,439.787,40,6.782,5.533,2.8757,2294,178.95,1.58,17
2079-07,MEDICAID,c3c441c96d7fdeb5,6,6,6,10261,816,8732,745,24.392,1125.718,14,8.371,10.652,3.2156,1670,123.79,3.81,8
2079-08,WIC,bce5662dc6f86f39,1,8,8,9249,2441,6038,987,58.926,826.039,16,12.03,9.948,2.241,145,6.13,32.84,10
2079-09,TANF,cb664307985d6685,3,12,11,4404,1121,3232,8815,59.578,513.07,3,9.681,13.285,4.0534,1622,145.59,44.07,31
2079-10,SNAP,7c7fe4309eb24370,5,1,1,4231,2253,1751,406,34.171,1179.611,29,6.872,14.428,1.646,872,159.79,84.09,18
2079-11,MEDICAID,543236ae75207374,6,11,9,3884,3884,0,6226,45.509,366.712,67,6.245,3.01,1.356,1112,22.52,44.52,4
2079-12,MEDICAID,a3d038c0974597e3,3,2,2,11662,10336,229,819,54.659,731.113,64,1.077,0.12,4.7727,1539,139.61,66.75,59
2080-01,MEDICAID,50e5439494dc27f9,5,7,4,4315,4315,0,6945,50.707,729.384,43,9.157,12.604,3.1,1106,31.79,31.36,37
2080-02,SSI,b70de92af6e0b7e6,3,11,3,877,877,0,5149,2.638,1053.385,35,8.486,12.542,4.5851,298,75.7,46.4,48
2080-03,SNAP,de157e105123b287,2,4,4,5116,5116,0,2012,10.515,685.396,26,5.51,11.874,0.5883,788,26.97,5.75,47
2080-04,UI,2df65ee1b640a8d4,4,2,2,3844,3844,0,8356,44.49,812.927,40,11.036,13.946,1.356,136,79.03,47.4,3
2080-05,TANF,7a1bbcc393ce2874,2,9,7,3817,1652,1517,3560,40.501,971.578,69,0.002,1.962,3.1737,1539,147.83,30.07,54
2080-06,WIC,439c4a13d3aa2fd6,7,5,5,6067,4482,1252,3097,9.178,204.979,17,11.274,1.399,4.8186,926,74.36,45.53,19
2080-07,UI,a638bb9f0c2c7a46,3,7,1,869,869,0,7932,16.272,273.15,51,7.731,10.196,3.1533,1517,19.48,18.91,0
2080-08,CHILD_CARE,a37d58b10720d615,3,1,1,375,375,0,377,15.292,491.411,15,13.961,0.894,2.3714,2135,165.03,65.68,4
2080-09,CHILD_CARE,9232f8b77c618781,2,9,9,9876,4709,4351,301,9.414,166.322,48,11.712,9.832,4.2216,908,92.61,4.36,59
2080-10,TANF,261aff0419761c25,1,3,3,8680,8680,0,5358,56.535,192.463,41,1.04,6.084,0.562,1260,77.38,91.17,51
2080-11,MEDICAID,a2b98caf43c7fbcd,7,4,4,8409,7665,168,3610,14.758,191.464,18,0.169,9.275,3.4998,951,12.97,30.73,51
2080-12,SSI,437c041cdd19de6d,8,3,3,3413,3413,0,8290,33.194,829.465,18,2.373,10.227,3.5684,16,134.26,57.79,17
2081-01,WIC,b1ec51b83a5f98e8,3,3,3,10346,9295,0,2336,36.412,164.706,7,5.546,13.561,3.4084,608,33.89,35.05,23
2081-02,LIHEAP,75ae2e5c7a74f58c,6,2,2,3651,3651,0,1724,31.835,336.707,51,3.721,0.102,1.7509,88,57.16,89.51,4
2081-03,WIC,702a6da0a09c7c03,5,9,6,9684,8163,0,5001,39.915,923.358,22,1.388,7.771,3.7086,2111,9.66,33.68,11
2081-04,MEDICAID,87fad8f711e4a5bb,4,8,8,6385,6385,0,2168,49.563,1096.629,13,8.565,3.465,2.7871,825,108.63,82.4,11
2081-05,SNAP,6db370a0507bbe8a,6,7,7,3961,3961,0,1095,50.915,50.53,22,0.861,3.858,3.9483,2406,128.7,94.53,25
2081-06,SSI,51c6a8619583794e,2,4,4,6943,6943,0,7490,58.201,493.881,35,6.648,8.473,0.8289,1583,162.13,42.31,39
2081-07,SSI,a4134993e13b4838,8,10,9,5228,1171,3664,7797,17.436,1072.022,58,12.027,3.057,1.7433,283,86.45,33.07,53
2081-08,CHIP,3e56d3cd0697e211,2,7,5,10450,10450,0,3462,54.622,844.713,63,8.993,1.65,2.4088,330,15.58,97.77,31
2081-09,SECTION8,945dedf5bfd316a3,7,10,2,10962,8040,2207,4454,52.439,180.354,24,0.776,0.402,0.7197,1310,9.32,92.01,20
2081-10,CHILD_CARE,9ef5c48a311e6667,2,4,4,5087,5087,0,850,6.88,19.495,3,12.147,1.554,4.4935,1156,2.75,67.37,32
2081-11,MEDICAID,13a7b9cf86f296a2,8,1,1,10783,10783,0,6848,53.6,733.416,49,10.118,11.502,1.8596,2232,64.06,56.49,24
2081-12,LIHEAP,c09e62dcb1229bb1,4,6,6,10,10,0,8834,27.536,901.557,41,13.344,10.815,4.5804,632,42.3,22.51,31
2082-01,WIC,75c16088cb92b849,5,3,3,4640,4640,0,2976,3.627,447.298,63,14.495,5.199,2.8759,1139,98.29,16.23,33
2082-02,SNAP,e9ffed854fba525c,6,10,4,9727,7249,2010,2585,55.346,255.339,18,12.363,1.029,4.2443,1828,47.71,20.51,12
2082-03,SNAP,b72ab43383129a2b,6,9,2,8747,408,7108,1233,44.984,110.56,12,11.036,4.607,0.9013,1212,98.77,38.08,54
2082-04,UI,f012d8fb505a5e88,6,1,1,11168,3438,6100,1819,20.569,17.761,22,10.793,3.727,0.4039,798,46.67,66.75,56
2082-05,CHILD_CARE,788c25fddd1eca7e,7,8,5,1363,1363,0,3620,26.04,201.152,7,1.179,8.17,2.2435,610,29.08,35.83,4
2082-06,SNAP,0e50d8cb43868fa4,5,8,4,3462,2479,0,683,42.951,63.033,60,2.91,2.898,1.8243,1236,39.5,67.12,40
2082-07,CHIP,b408930ee64dc32a,8,10,3,1572,639,0,2908,34.759,375.174,51,10.161,2.873,0.0193,1252,155.7,25.37,37
2082-08,TANF,3a4d7fa70b8f24b8,1,1,1,3983,3376,0,1269,33.95,909.715,25,6.201,3.98,1.8607,139,37.94,25.88,48
2082-09,UI,5422300e1534d0a5,7,7,7,3396,3396,0,8487,46.02,1182.266,4,12.644,13.479,4.0761,773,141.04,75.38,20
2082-10,LIHEAP,25d8e4e02c336e75,7,10,8,2393,2393,0,2971,47.556,508.747,2,4.044,5.162,3.7882,272,107.9,40.15,51
2082-11,MEDICAID,cc2b3202bcfa4534,8,12,11,9382,6545,2429,1979,54.792,303.798,65,6.303,13.031,0.2469,94,9.05,70.02,52
2082-12,LIHEAP,574b5179d42fbd47,8,4,4,4893,4893,0,5553,10.578,490.979,21,1.936,12.426,2.8521,109,119.96,25.25,9
2083-01,CHIP,be76473a6be94bb9,6,8,2,9857,4344,5357,1042,45.12,19.51,12,1.679,6.513,3.945,305,77.48,16.07,14
2083-02,SNAP,ec1e6fafa073cb9c,5,6,2,10832,10832,0,6768,23.52,46.561,32,12.732,7.328,0.7157,1688,153.73,34.58,44
2083-03,SNAP,093ca26873296995,2,5,5,2687,2687,0,2787,7.773,667.162,48,0.644,6.313,0.4469,2348,77.86,82.46,39
2083-04,SNAP,2f57cf79618503f1,4,8,6,9905,9821,0,8790,26.959,115.493,32,1.304,12.617,4.5704,1726,120.13,42.16,16
2083-05,WIC,62174c38d841899a,2,1,1,9463,6112,3145,8338,46.047,379.394,28,3.239,3.124,2.4,2129,104.74,23.11,51
2083-06,SECTION8,c1b3ac4ba28b060e,4,8,8,1448,1448,0,1739,49.751,1062.295,54,1.004,9.548,0.7025,1519,46.78,86.6,9
2083-07,WIC,3d2e8ef3bce2745c,5,6,6,2574,2574,0,1543,8.172,191.566,70,11.483,1.669,2.2799,335,77.48,10.76,17
2083-08,LIHEAP,98a8977ac31bbe47,5,8,2,9134,7283,11,790,8.981,956.557,4,8.317,2.596,1.3931,2309,53.19,28.73,23
2083-09,LIHEAP,402f9b02ffda97ed,6,3,3,2717,2717,0,1638,41.542,619.648,45,4.314,3.014,3.7857,110,54.17,32.26,54
2083-10,SSI,c3d05cf03bb1cfbd,8,1,1,1647,1647,0,813,19.196,534.859,17,1.127,14.736,1.1744,2063,13.66,86.04,20
2083-11,LIHEAP,1bfe00a3dd38746d,8,10,1,1,1,0,6867,43.853,867.23,3,1.371,8.246,4.0711,2322,10.54,94.17,44
2083-12,MEDICAID,0376ae2b45445698,5,11,6,10295,1569,8655,682,11.322,984.941,21,7.481,4.266,2.378,1708,38.38,87.58,5
2084-01,UI,6074bbdde7f43982,3,4,4,5503,5503,0,6453,49.474,1123.862,44,14.513,7.997,0.8524,1887,1.79,41.43,47
2084-02,MEDICAID,9adb6e56f57d553c,7,2,1,8588,3304,3705,7000,57.751,860.783,60,2.874,4.867,0.5812,1300,164.94,81.72,25
2084-03,SECTION8,1f57e5eca6a8324f,4,10,3,11848,2108,9110,225,48.14,490.834,59,8.363,14.959,0.1149,144,81.65,44.15,42
2084-04,MEDICAID,02f4816cc02f4c67,2,3,3,11035,9688,702,1171,38.37,906.875,31,7.771,0.498,0.52,87,2.37,18.84,24
2084-05,WIC,f86fd2c867286df0,2,8,6,6111,6111,0,3596,3.141,551.146,6,7.101,3.406,0.8804,2336,86.38,52.49,4
2084-06,SNAP,9830d2fe8599f0fc,4,6,1,11347,5586,4088,599,38.786,1030.377,61,13.715,12.223,3.3853,1856,89.14,8.51,43
2084-07,TANF,72fd9ad6c76f533a,2,4,2,2687,2687,0,2558,31.021,223.738,69,7.604,5.738,4.5021,1730,107.84,57.38,8
2084-08,SNAP,40d460c187669d17,2,7,7,4807,4807,0,7448,52.431,800.769,46,3.102,11.877,4.5267,16,15.43,90.61,29
2084-09,SNAP,e1b9cc006cff95db,6,6,5,10487,10487,0,8068,44.555,1134.01,48,13.79,8.515,0.7522,628,152.06,16.58,43
2084-10,WIC,2c1aaefba2e93e1e,6,10,10,1816,796,1001,8158,12.524,255.281,21,11.13,2.723,3.9352,2431,143.16,27.15,53
2084-11,SNAP,8438491fbec05d72,1,2,2,5605,5605,0,3499,39.239,570.632,2,4.164,5.526,2.7468,2068,98.05,30.1,39
2084-12,LIHEAP,902ded00bd497f89,4,7,7,5778,5778,0,8555,50.831,121.483,43,1.851,2.364,2.4663,2490,30.47,77.74,12
2085-01,WIC,eb8dd20aa7770f10,8,2,2,8542,5431,2787,844,23.236,460.734,21,3.239,14.95,4.503,590,160.01,24.06,14
2085-02,MEDICAID,1aa1db23f315ae53,1,7,3,8310,5556,2179,3459,44.976,95.005,34,8.572,4.849,4.604,1833,151.0,79.59,41
2085-03,TANF,56dc28db30000c9d,3,8,7,10518,3842,6097,3246,52.261,941.476,41,11.436,3.525,3.0323,850,42.27,91.42,46
2085-04,SNAP,4db33d5593e69c4e,3,7,7,5081,5081,0,4476,13.31,748.277,18,5.412,8.116,3.9662,1124,151.3,43.12,18
2085-05,SNAP,8db4534ba74d9e48,2,5,5,6181,6181,0,2486,43.567,1098.058,27,3.547,8.237,0.9805,2438,109.37,79.33,51
2085-06,MEDICAID,cca1ee5feaaa2f69,8,5,5,11069,11069,0,158,53.487,440.439,1,6.639,6.131,1.7234,720,36.18,47.12,49
2085-07,CHIP,81e91c821130afe6,4,6,6,6748,6748,0,7609,10.92,19.89,32,4.709,1.067,1.8641,85,35.26,25.94,19
2085-08,CHIP,b0a1299ae401d12d,2,4,4,11068,298,8892,6164,59.237,280.561,69,13.739,10.669,1.2625,2005,44.28,15.17,23
2085-09,TANF,80c7fc0b99f31921,5,6,6,1162,1162,0,2150,22.473,892.782,55,1.307,12.965,2.8401,1972,58.79,66.33,55
2085-10,SECTION8,cc60b3b3d6784d79,5,2,2,2788,2788,0,1173,19.934,127.283,19,6.447,0.429,3.1664,2383,177.84,65.11,23
2085-11,MEDICAID,1613625b1e7d5498,3,2,2,5565,5565,0,5104,23.9,702.024,70,2.472,9.474,1.9702,493,172.29,75.39,8
2085-12,SECTION8,d7e1f05009559968,1,1,1,10423,10423,0,1868,11.769,914.595,1,9.592,0.109,4.5225,823,47.74,6.3,30
