safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_ncoial_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE-39,HH-ec97f925a9cc17,2.58,2.77,Y,N,N,Y,NoEvidence,6.54,88.32,52.03,5.22,3.51,Rarely,Sometimes,6.78,0.64,IVR,4.103
WAVE-24,HH-790ffc495b7c2a,3.2,8.07,N,N,N,N,NoEvidence,2.0,14.33,44.14,1.4,9.66,Never,Often,1.07,9.41,Paper,4.184389
WAVE-07,HH-ad78dc88b1d5a3,9.77,9.4,N,N,N,Y,DistrustPolice,7.15,39.03,41.4,7.18,3.56,Never,Never,2.64,9.88,Phone,2.217272
WAVE-36,HH-e976805080f1a0,6.29,3.11,Y,Y,Y,Y,NotWorthIt,8.63,60.43,62.39,9.34,2.13,Never,Often,4.5,2.93,Web,2.423391
WAVE-13,HH-d4753226188974,4.25,5.59,Y,N,N,Y,FearRetaliation,6.49,2.47,90.16,6.89,5.59,Daily,VeryOften,7.68,3.51,Phone,2.497971
WAVE-45,HH-8653098b8e2aae,8.39,7.13,N,Y,N,N,TooMinor,0.07,57.06,84.18,0.88,8.06,Never,Often,0.07,6.92,Paper,2.280014
WAVE-27,HH-fe324dd56a66c9,1.93,7.51,Y,Y,Y,Y,FearRetaliation,9.43,34.13,72.73,9.53,6.13,Rarely,Often,4.25,0.48,Paper,2.669008
WAVE-42,HH-8f24632c93fe62,5.03,5.44,Y,N,N,Y,FearRetaliation,7.12,85.29,52.23,4.17,0.12,Rarely,VeryOften,7.2,4.58,Web,3.472444
WAVE-36,HH-279771882e99d6,4.22,6.28,Y,Y,Y,N,FearRetaliation,6.88,23.41,51.35,1.01,2.27,Rarely,Often,6.82,6.17,Paper,3.888467
WAVE-18,HH-d96973021e956e,6.18,9.25,N,N,Y,N,Other,3.74,10.43,24.38,9.2,1.04,Monthly,VeryOften,6.35,3.15,Paper,2.837882
WAVE-08,HH-2e0680fd7f946b,0.9,0.34,N,Y,Y,N,Other,5.77,42.05,26.81,9.95,2.71,Monthly,VeryOften,9.13,3.5,Web,3.657568
WAVE-05,HH-35be7976584d35,6.95,7.08,N,Y,Y,Y,Other,8.16,22.38,18.61,6.36,6.27,Never,Never,2.02,0.83,Paper,3.838867
WAVE-37,HH-4e4cb0a880b6f3,3.51,7.89,N,Y,Y,N,Other,6.91,36.42,20.95,2.91,3.21,Never,VeryOften,8.51,1.84,InPerson,0.419912
WAVE-12,HH-106263f4b2ca46,4.68,5.32,Y,N,N,N,DistrustPolice,7.97,46.5,80.71,2.19,9.69,Weekly,Rarely,6.31,6.38,IVR,0.835116
WAVE-33,HH-0c0fbebc2b2eb8,9.08,4.24,Y,N,Y,N,NotWorthIt,5.42,42.16,3.83,6.38,0.97,Weekly,VeryOften,5.96,7.87,Paper,3.994163
WAVE-51,HH-674dfed9c7bf8f,3.86,2.38,Y,Y,N,Y,TooMinor,8.75,68.5,4.21,0.74,8.23,Never,Often,0.22,9.96,Paper,4.11546
WAVE-02,HH-58f93b71a39546,8.9,3.55,N,Y,N,Y,NoEvidence,3.74,32.41,4.55,5.06,6.71,Never,Sometimes,0.58,2.57,IVR,3.408978
WAVE-26,HH-e38c7e06bcfeed,1.17,7.52,Y,Y,N,Y,NotWorthIt,2.83,85.53,54.83,6.44,4.49,Rarely,VeryOften,3.86,2.07,Web,0.709464
WAVE-53,HH-53ad5f3545de89,2.29,6.38,N,N,N,Y,FearRetaliation,6.99,10.47,51.81,3.39,9.83,Weekly,Never,6.28,2.41,Paper,0.800052
WAVE-50,HH-23e62feaf2d822,3.16,5.36,Y,Y,Y,Y,Other,8.21,24.6,63.59,1.24,2.99,Rarely,Often,2.02,5.87,Paper,0.645628
WAVE-48,HH-b5907d93bcc282,2.87,2.39,N,N,Y,N,Other,5.47,26.61,36.19,8.91,0.06,Never,Sometimes,1.55,7.87,Web,2.457911
WAVE-01,HH-92946b75cdec82,5.04,5.89,N,N,Y,N,TooMinor,3.38,62.66,75.97,6.01,0.7,Never,Sometimes,7.58,6.34,Web,2.945475
WAVE-29,HH-6797e65fd641d7,7.04,8.31,N,Y,N,Y,NotWorthIt,8.4,14.52,89.61,7.84,8.29,Monthly,Rarely,4.66,7.65,Web,1.227909
WAVE-18,HH-dcf225a31ffc45,6.18,0.17,N,Y,N,Y,DistrustPolice,2.13,73.29,79.87,0.66,3.25,Monthly,Sometimes,0.88,4.08,Phone,4.195684
WAVE-38,HH-a5ff2e5760caaf,0.99,7.43,N,N,Y,Y,Other,8.01,5.43,80.75,2.5,1.69,Never,Often,2.21,2.99,Web,0.720971
WAVE-15,HH-dfee6dc3b31f78,1.23,6.44,N,N,Y,Y,Other,8.37,66.28,59.07,6.33,3.05,Never,Often,9.17,9.17,Paper,1.596165
WAVE-04,HH-23e90857bb12a4,3.8,3.0,N,N,N,Y,FearRetaliation,5.43,50.9,21.77,6.59,0.23,Never,Sometimes,3.96,9.78,InPerson,1.533314
WAVE-22,HH-f8f78a4790df8c,7.75,7.33,N,Y,Y,N,Other,0.07,60.67,27.31,8.51,7.08,Never,Often,3.54,9.25,Web,0.329151
WAVE-53,HH-edaa8f496abd27,1.98,7.62,N,Y,Y,Y,FearRetaliation,9.35,58.2,23.01,4.2,0.14,Never,Never,7.15,7.77,Web,3.699822
WAVE-40,HH-f4f32211098374,7.95,2.45,Y,N,Y,N,Other,6.82,47.81,36.81,5.91,0.13,Never,Never,0.32,0.59,InPerson,3.809924
WAVE-28,HH-102d4cdd820900,9.26,5.94,N,N,Y,Y,DistrustPolice,2.82,54.72,92.92,7.84,6.01,Rarely,Often,4.32,3.01,IVR,2.69488
WAVE-05,HH-6095633e0b8086,1.72,1.66,N,Y,N,Y,NoEvidence,5.12,55.96,2.53,1.45,0.98,Never,VeryOften,6.4,5.78,Web,3.653816
WAVE-58,HH-e4687a5b862b7f,1.24,3.37,Y,Y,N,N,DistrustPolice,0.93,38.19,23.39,6.75,3.13,Monthly,Often,4.21,2.54,InPerson,2.421733
WAVE-12,HH-2f84714127518a,0.54,9.38,N,Y,Y,Y,TooMinor,3.93,42.87,37.32,0.28,9.0,Rarely,VeryOften,1.78,7.71,Paper,3.564936
WAVE-13,HH-58aaf39d26f466,6.6,7.83,N,N,N,N,Other,3.69,76.49,16.85,3.84,3.09,Never,VeryOften,6.59,3.39,Phone,1.398794
WAVE-54,HH-85ae4ae387120f,4.3,5.38,Y,N,N,N,NotWorthIt,1.95,86.21,86.39,6.15,0.54,Never,Sometimes,1.23,0.0,Web,2.539856
WAVE-26,HH-767b5160fb73c0,8.77,5.13,N,N,N,N,DistrustPolice,3.02,88.49,9.31,0.4,6.97,Weekly,Often,8.01,9.9,IVR,1.46963
WAVE-32,HH-ede56bf89bce71,3.49,7.29,N,Y,Y,N,NoEvidence,0.39,59.21,2.3,8.1,2.14,Never,Rarely,2.66,1.55,IVR,3.274607
WAVE-16,HH-cf6db8276a1dee,3.08,6.94,Y,N,N,Y,NoEvidence,5.51,66.68,95.84,6.62,9.94,Daily,Sometimes,9.29,9.5,Web,1.917979
WAVE-58,HH-04201e86ece0d2,0.75,5.17,Y,N,N,Y,FearRetaliation,1.1,69.0,56.64,8.52,7.08,Never,VeryOften,9.66,7.77,InPerson,3.636716
WAVE-38,HH-037a181ed1e860,6.61,8.41,Y,Y,N,Y,FearRetaliation,9.15,21.54,71.74,7.09,1.19,Never,VeryOften,0.49,7.46,Web,2.715824
WAVE-43,HH-62281bbd0309a5,0.04,4.6,Y,N,Y,Y,Other,5.36,1.46,73.89,0.01,6.2,Monthly,Rarely,5.33,8.35,Web,0.281393
WAVE-01,HH-6af4825b9e49c1,8.15,5.89,Y,Y,Y,N,Other,9.86,13.56,64.41,0.67,4.97,Rarely,Rarely,8.23,6.85,Phone,1.31463
WAVE-26,HH-c65aba8ac1564f,0.18,3.64,N,Y,N,N,NotWorthIt,2.96,3.4,79.56,2.09,0.18,Never,Never,2.74,0.0,Web,1.87948
WAVE-52,HH-6a1f7149c9fd63,6.08,6.91,Y,Y,N,N,Other,3.18,35.51,50.55,6.03,7.98,Never,Never,3.29,3.01,Web,3.545749
WAVE-36,HH-3a3281836da35e,7.52,4.04,N,N,Y,Y,FearRetaliation,7.81,12.58,45.16,9.68,6.98,Weekly,Never,8.87,2.18,Phone,0.603526
WAVE-20,HH-9280c7801fd2c3,5.02,6.84,Y,N,N,Y,FearRetaliation,3.54,53.78,53.99,6.05,2.01,Never,Often,3.62,3.68,Paper,1.238831
WAVE-55,HH-6a2a20e6d6d636,1.52,5.54,N,N,Y,N,FearRetaliation,3.94,2.37,10.17,9.75,2.04,Weekly,VeryOften,1.58,9.31,InPerson,3.655394
WAVE-19,HH-b59dfd3641c8c8,9.99,5.56,N,Y,N,Y,DistrustPolice,3.87,71.7,55.65,7.34,8.9,Never,Never,5.23,8.2,IVR,4.355598
WAVE-21,HH-32d2d33c7aa4de,9.67,2.97,N,Y,Y,Y,FearRetaliation,3.21,61.43,61.06,5.25,5.57,Rarely,Never,5.56,8.65,IVR,1.395713
WAVE-09,HH-9e00db2728da8f,7.89,1.74,N,Y,Y,N,NoEvidence,2.75,49.45,75.4,6.43,3.28,Never,Rarely,3.84,4.58,Phone,1.838005
WAVE-26,HH-c8b86ef3e7cbb6,7.21,2.47,N,N,N,N,NoEvidence,6.57,88.57,34.68,7.91,1.06,Rarely,Often,8.96,4.28,InPerson,0.208775
WAVE-59,HH-af00d056353c4a,9.91,1.79,Y,Y,N,N,NotWorthIt,9.17,76.95,57.9,5.99,4.27,Never,Often,5.43,0.63,IVR,0.553494
WAVE-51,HH-1842004939116d,0.17,7.65,N,Y,N,N,FearRetaliation,3.48,90.46,13.68,2.05,7.81,Monthly,Rarely,3.28,4.81,InPerson,0.925435
WAVE-45,HH-392a652c65c120,1.16,7.25,Y,Y,Y,N,NoEvidence,9.45,94.97,95.55,0.5,5.2,Never,Sometimes,4.52,9.28,Phone,0.619771
WAVE-42,HH-ae78eab2cc8578,0.28,6.24,Y,Y,N,Y,TooMinor,2.97,52.01,66.48,6.63,0.59,Never,Sometimes,9.69,6.13,IVR,2.698123
WAVE-43,HH-833fb538bcd58d,3.05,7.91,Y,Y,Y,Y,FearRetaliation,9.16,33.6,18.36,3.82,8.58,Rarely,VeryOften,2.95,6.22,InPerson,4.149161
WAVE-02,HH-465b5d9eab3bd9,8.95,1.54,N,Y,N,N,TooMinor,3.53,98.58,92.64,5.88,9.78,Never,Often,5.41,9.09,Phone,0.546283
WAVE-01,HH-f11dd55d821ef5,1.11,8.6,N,N,N,N,Other,3.68,25.01,77.93,4.33,3.14,Never,Never,0.04,5.46,Web,1.272126
WAVE-21,HH-8cf7ff3716188f,2.29,6.59,Y,N,N,N,TooMinor,7.42,15.22,16.38,3.47,5.25,Never,VeryOften,9.03,8.01,Paper,2.779186
WAVE-47,HH-103bc563b23390,4.47,5.89,Y,Y,Y,N,NotWorthIt,2.66,90.03,92.24,7.26,8.97,Never,Often,8.74,6.0,InPerson,1.55557
WAVE-52,HH-b8f90a7478611b,4.33,4.19,N,N,N,Y,FearRetaliation,1.42,4.95,64.62,5.99,2.02,Rarely,Sometimes,7.72,1.21,Web,0.403827
WAVE-17,HH-f5734666459195,8.47,6.3,Y,Y,N,N,TooMinor,4.75,29.43,40.71,6.3,6.2,Monthly,Never,9.51,3.93,Phone,3.199232
WAVE-24,HH-70acbd52d915d0,3.01,3.86,Y,Y,Y,Y,NotWorthIt,1.39,89.68,21.01,4.08,2.24,Daily,Rarely,4.03,8.22,Paper,1.393906
WAVE-01,HH-2d74121ac80981,9.6,7.17,N,N,N,Y,NoEvidence,7.26,76.27,65.8,3.05,6.39,Never,Rarely,0.27,0.65,IVR,4.470357
WAVE-07,HH-a10a5de670b942,3.06,4.75,N,Y,Y,N,DistrustPolice,2.64,88.49,97.99,6.84,2.11,Rarely,Never,4.84,3.94,Paper,2.189986
WAVE-43,HH-2cf972f57a4da3,3.21,7.51,Y,Y,Y,Y,Other,2.2,11.39,15.1,5.0,0.08,Never,VeryOften,4.33,7.75,IVR,2.332053
WAVE-20,HH-e177a619c558c5,8.31,0.4,N,N,N,N,DistrustPolice,8.21,92.81,68.06,0.04,7.69,Never,Often,3.06,3.3,IVR,4.22319
WAVE-31,HH-8a3aceaa5b1810,0.59,7.79,Y,Y,N,N,TooMinor,3.55,96.93,27.31,4.47,0.81,Never,Sometimes,9.46,0.94,Paper,3.608588
WAVE-44,HH-d50fd096a48979,3.87,6.33,Y,Y,N,N,DistrustPolice,6.34,60.73,3.42,9.03,8.88,Never,Sometimes,2.94,9.58,Paper,4.324373
WAVE-53,HH-c86b69ace76ea1,5.89,9.21,N,Y,Y,Y,NoEvidence,7.24,92.57,7.4,9.39,9.69,Never,Never,6.81,0.72,Phone,0.585872
WAVE-02,HH-ce7e7d995d412f,6.27,2.25,N,Y,Y,N,DistrustPolice,5.94,38.3,16.81,9.41,6.92,Never,Sometimes,3.91,6.22,Web,2.875456
WAVE-51,HH-bf21aa1918f8c8,0.32,0.9,N,N,Y,Y,DistrustPolice,4.61,14.22,35.1,2.83,5.9,Never,Sometimes,0.77,5.1,InPerson,3.206523
WAVE-35,HH-71362c2ea65885,4.36,3.55,Y,N,N,N,FearRetaliation,8.32,29.85,27.88,1.58,2.06,Never,Often,3.98,3.48,IVR,2.67903
WAVE-10,HH-1c1e4fc5f83529,1.43,3.62,N,Y,N,Y,NotWorthIt,6.11,31.75,87.32,4.02,2.58,Never,Often,1.88,3.86,Paper,2.47725
WAVE-49,HH-699b2073352cbb,3.92,8.07,Y,Y,N,N,NoEvidence,5.18,19.91,8.08,6.74,3.68,Rarely,Often,8.91,6.98,Phone,2.434889
WAVE-46,HH-e42c9acc6209e9,5.73,4.3,N,Y,N,N,FearRetaliation,1.09,56.43,66.14,2.73,3.07,Never,Never,8.77,0.29,InPerson,0.957805
WAVE-34,HH-ed069ace81c58f,9.07,8.11,N,N,Y,Y,Other,9.85,70.6,17.4,8.41,1.35,Never,Sometimes,2.48,3.85,Web,1.985401
WAVE-38,HH-87e6e394f21a38,8.7,9.51,N,Y,N,N,DistrustPolice,4.21,79.3,53.53,2.45,0.51,Never,Rarely,2.07,2.08,IVR,3.181995
WAVE-09,HH-27d79f2de88573,2.18,1.69,Y,Y,Y,Y,DistrustPolice,4.89,85.74,46.36,7.65,7.92,Monthly,VeryOften,9.14,3.26,InPerson,3.20015
WAVE-05,HH-19e3db505202b9,6.86,7.84,N,N,N,N,NoEvidence,6.84,25.02,43.69,3.81,8.42,Never,Rarely,5.52,4.39,Web,3.844614
WAVE-03,HH-cafa327e504ad0,3.61,5.25,N,Y,N,N,NotWorthIt,1.53,90.84,39.01,0.4,7.44,Never,Never,9.21,0.61,Phone,2.317238
WAVE-13,HH-27a26a4cb41595,4.22,6.16,Y,Y,Y,Y,TooMinor,4.13,23.94,3.09,9.61,7.65,Rarely,VeryOften,4.5,9.95,IVR,1.108521
WAVE-20,HH-6ebe2ded192c0c,4.56,1.72,N,N,Y,N,Other,3.83,47.72,32.59,4.85,8.27,Never,Never,5.7,0.17,IVR,0.683649
WAVE-41,HH-5e96874f683537,8.38,6.76,Y,N,Y,Y,DistrustPolice,2.58,96.66,5.92,4.14,0.07,Rarely,Often,0.08,4.12,Web,3.419889
WAVE-57,HH-f1fd937c5bd0c8,5.54,6.99,Y,Y,N,N,NoEvidence,4.12,83.43,5.65,2.09,0.41,Monthly,Rarely,6.23,8.9,Phone,2.003402
WAVE-29,HH-6cc51b57a12852,2.99,7.4,Y,N,Y,N,FearRetaliation,6.04,35.06,0.13,8.06,8.7,Monthly,VeryOften,9.38,1.82,IVR,0.365948
WAVE-29,HH-5e2083407ce01c,5.84,5.68,Y,Y,Y,Y,FearRetaliation,9.07,33.72,80.1,4.63,0.89,Rarely,Often,0.81,0.22,Paper,1.697489
WAVE-17,HH-ee01fe86d0b622,7.43,3.12,N,N,N,N,TooMinor,9.78,98.2,20.11,2.67,7.2,Never,VeryOften,5.87,3.74,InPerson,0.796237
WAVE-55,HH-b5ed785a39457c,5.64,7.97,N,N,N,N,FearRetaliation,2.81,26.45,23.4,9.75,9.76,Daily,Sometimes,3.02,8.13,Web,3.809888
WAVE-12,HH-1e9549ad92cd4a,4.94,1.99,Y,Y,Y,N,NoEvidence,4.29,72.0,2.43,1.48,5.0,Never,Rarely,0.08,6.29,Web,1.49231
WAVE-14,HH-64964f198b73c3,1.41,7.67,Y,Y,Y,Y,NotWorthIt,6.41,29.12,84.67,8.68,4.94,Rarely,Rarely,2.93,7.14,Web,0.654667
WAVE-52,HH-6a602fac260439,5.38,7.93,Y,Y,N,Y,TooMinor,6.5,99.93,50.1,3.87,5.69,Rarely,VeryOften,3.92,7.97,IVR,1.469771
WAVE-46,HH-50228b65c968a3,7.11,3.84,Y,N,N,Y,TooMinor,4.92,9.72,70.94,6.77,8.08,Never,Never,3.23,0.05,IVR,2.827362
WAVE-57,HH-56bc1144470ce2,1.38,4.85,N,Y,N,N,TooMinor,0.17,19.66,98.88,0.0,8.59,Never,Never,5.65,3.42,Phone,1.378946
WAVE-19,HH-6b03edd097cc52,1.19,4.8,N,Y,N,N,TooMinor,1.03,34.3,0.89,0.11,7.88,Never,Often,5.55,3.08,Web,1.205903
WAVE-54,HH-7dba5487b14f54,7.02,6.3,Y,N,Y,N,Other,9.22,60.77,33.17,8.56,3.71,Rarely,Rarely,0.96,9.84,Paper,1.670611
WAVE-13,HH-44fb2082c8068f,0.6,1.58,N,N,Y,Y,TooMinor,2.89,14.79,11.53,2.01,3.71,Never,Never,3.33,6.87,InPerson,4.246516
WAVE-24,HH-6c16713fcccf88,2.33,4.89,N,Y,N,Y,FearRetaliation,0.12,57.87,10.7,5.24,7.58,Never,Rarely,6.17,9.78,IVR,0.970426
WAVE-41,HH-0542f435eabb5a,9.13,0.12,Y,N,Y,Y,NotWorthIt,6.58,84.35,38.6,7.54,7.3,Rarely,Never,9.16,2.13,IVR,1.17647
WAVE-19,HH-67b3819019710e,6.09,3.73,Y,N,Y,Y,NoEvidence,5.3,40.07,20.13,5.96,9.97,Never,Rarely,7.22,8.81,InPerson,0.956545
WAVE-37,HH-ba332f876c6084,2.86,0.71,N,N,Y,N,FearRetaliation,3.85,37.0,59.48,7.94,6.72,Never,Never,0.31,7.13,Phone,1.973569
WAVE-53,HH-30ad97238ed304,1.48,4.2,N,N,N,N,NoEvidence,0.26,5.85,51.55,7.13,8.77,Never,Rarely,1.59,8.53,Web,4.350371
WAVE-36,HH-817f81d700b64c,5.34,9.03,Y,N,N,Y,DistrustPolice,8.52,3.52,50.51,5.66,7.43,Never,Often,0.6,1.75,InPerson,1.774502
WAVE-11,HH-6762bf8aff6e6d,7.87,5.79,Y,N,Y,Y,NoEvidence,5.41,2.68,82.75,9.6,0.28,Rarely,Sometimes,4.87,6.86,Phone,3.39916
WAVE-02,HH-fcd88b24d6f12a,8.25,7.03,N,Y,N,Y,TooMinor,9.05,64.77,42.51,0.36,5.18,Never,VeryOften,0.79,8.31,Phone,2.032896
WAVE-04,HH-85d31ef743736a,3.68,7.68,Y,Y,N,N,NoEvidence,9.77,20.04,96.68,2.61,8.9,Monthly,Sometimes,8.6,9.55,Web,3.909155
WAVE-40,HH-81f043a0f8e51e,5.87,4.69,N,Y,Y,N,NoEvidence,7.83,61.44,90.4,5.86,0.02,Daily,Never,9.77,9.2,Phone,3.330211
WAVE-24,HH-f13fc8c48c5bc5,3.39,0.85,Y,Y,Y,N,TooMinor,7.73,32.54,76.36,3.74,6.01,Rarely,Rarely,3.96,8.81,Web,1.664692
WAVE-45,HH-0bbba4e4e23e83,9.25,8.81,Y,N,Y,N,TooMinor,2.76,78.8,68.84,6.24,9.37,Rarely,Rarely,9.88,4.98,IVR,0.965728
WAVE-50,HH-1d825703f00ee1,0.19,0.11,N,Y,N,Y,DistrustPolice,6.26,5.14,35.55,1.86,8.17,Never,Rarely,2.28,1.32,Web,2.781506
WAVE-25,HH-71e4a494176d6a,3.29,7.42,Y,N,Y,Y,Other,9.47,67.98,77.59,8.35,4.82,Never,Rarely,5.81,9.89,IVR,1.873637
WAVE-32,HH-a3983db9fa7321,3.6,7.69,N,N,N,Y,NoEvidence,5.96,97.93,74.67,4.5,4.65,Never,Often,4.18,5.92,Web,2.831468
WAVE-52,HH-4c2819b80b1ecc,4.98,4.47,Y,Y,Y,Y,DistrustPolice,7.18,44.83,18.26,3.65,4.66,Never,VeryOften,0.95,7.93,InPerson,3.823071
WAVE-08,HH-ddb956f8ef9565,0.67,2.88,N,Y,N,Y,Other,9.22,4.65,70.23,1.25,1.26,Rarely,Sometimes,3.18,5.85,InPerson,1.536869
WAVE-11,HH-ed485fdba68990,6.67,5.43,N,N,N,N,DistrustPolice,2.35,12.74,86.87,0.11,9.69,Rarely,VeryOften,2.46,2.29,Web,2.919337
WAVE-01,HH-801a96d7738bb4,8.83,0.42,Y,Y,N,Y,NoEvidence,0.88,17.33,13.32,7.77,2.68,Never,Rarely,1.71,1.35,InPerson,1.786336
WAVE-51,HH-929027e9ceffc5,9.82,0.32,Y,N,N,Y,FearRetaliation,1.82,78.71,52.85,6.82,1.56,Rarely,Often,9.12,0.36,InPerson,0.440727
WAVE-43,HH-c7ed1a29b07356,2.27,2.14,Y,N,Y,N,TooMinor,2.32,10.74,54.4,0.3,9.96,Never,VeryOften,1.25,1.39,Phone,2.800389
WAVE-47,HH-29e0030d965f50,7.51,4.43,N,N,N,Y,NoEvidence,2.61,84.61,59.98,9.56,9.82,Monthly,Sometimes,8.0,6.0,Web,3.672632
WAVE-27,HH-9bd7a812f16b24,1.54,5.5,N,N,N,Y,FearRetaliation,9.11,63.14,96.17,2.01,3.32,Never,VeryOften,7.33,2.04,IVR,1.397334
WAVE-50,HH-8467de73d0aa41,0.22,6.13,Y,Y,Y,Y,NoEvidence,2.82,5.11,27.33,6.36,5.75,Rarely,Sometimes,0.05,5.04,Paper,2.743688
WAVE-15,HH-7b4f61203dfcb6,7.93,1.28,N,N,Y,Y,DistrustPolice,5.28,19.04,58.2,5.98,5.01,Never,Often,1.02,4.86,InPerson,0.449082
WAVE-06,HH-7621b008992a21,5.82,5.55,Y,N,Y,Y,NotWorthIt,4.05,70.77,22.0,0.79,7.87,Monthly,Rarely,5.69,9.65,Paper,2.05102
WAVE-59,HH-ef2a1d25314cc0,7.45,9.0,Y,Y,Y,N,NotWorthIt,7.94,89.48,38.23,7.5,0.44,Never,Often,8.95,0.03,Paper,1.034033
WAVE-51,HH-02a2740ccb6e37,7.49,0.93,N,Y,N,Y,DistrustPolice,7.67,77.39,2.82,1.14,4.93,Never,VeryOften,4.56,3.55,Paper,2.399074
WAVE-37,HH-b84feb74aea078,1.85,6.35,N,Y,N,N,TooMinor,2.98,96.52,13.8,4.48,5.11,Never,Never,2.61,0.07,Paper,2.485731
WAVE-43,HH-3d420341a28080,9.08,9.67,N,N,Y,Y,Other,5.21,50.05,44.7,6.62,7.82,Rarely,VeryOften,1.44,0.37,InPerson,4.208084
WAVE-14,HH-0e00fced27a0fc,6.77,9.16,Y,Y,Y,Y,FearRetaliation,8.68,6.1,53.62,6.94,3.52,Never,Often,2.4,4.64,Phone,3.348513
WAVE-37,HH-8331d08a1f5d1f,9.61,0.25,Y,Y,N,N,NotWorthIt,4.75,95.85,80.35,0.54,8.36,Never,Often,3.36,4.88,Web,2.065394
WAVE-34,HH-eaa4606627effa,5.1,3.29,N,Y,Y,Y,TooMinor,1.48,69.65,33.0,8.97,0.96,Monthly,Often,8.62,8.0,Phone,0.722184
WAVE-54,HH-788cd939580811,7.51,4.39,N,N,Y,N,FearRetaliation,3.46,86.89,55.78,1.46,9.18,Rarely,Often,9.46,2.71,Web,1.520417
WAVE-24,HH-14e6da2bf3664c,4.5,1.6,Y,N,N,Y,TooMinor,6.64,62.66,87.68,5.7,2.09,Rarely,Sometimes,5.43,7.53,InPerson,3.57049
WAVE-25,HH-b43ea74142c8ff,8.2,0.89,Y,N,N,N,TooMinor,2.18,95.89,84.25,8.92,9.02,Weekly,Rarely,5.65,6.76,Paper,3.871953
WAVE-43,HH-a3d5dd4c41857a,7.67,2.58,Y,Y,N,N,NotWorthIt,3.93,7.25,46.33,9.48,8.75,Rarely,VeryOften,8.1,5.54,InPerson,4.106993
WAVE-19,HH-8edd43b582c41f,1.39,5.83,Y,Y,N,Y,DistrustPolice,9.64,70.94,54.72,4.4,9.14,Rarely,Often,3.14,7.83,InPerson,4.03574
WAVE-41,HH-53406d1d044259,3.71,8.75,Y,Y,Y,Y,TooMinor,0.9,48.58,25.52,7.99,2.56,Rarely,Sometimes,6.51,8.29,Paper,0.694986
WAVE-52,HH-91f4ab1c553fac,1.54,3.68,N,Y,Y,N,NoEvidence,9.03,8.78,40.07,4.9,7.15,Never,VeryOften,7.19,0.08,IVR,0.338441
WAVE-13,HH-d30d8461a42111,5.6,3.89,N,Y,N,Y,FearRetaliation,7.61,91.47,17.3,5.36,6.94,Rarely,Sometimes,2.87,7.29,Paper,1.8831
WAVE-06,HH-5a2c3494ef24d2,2.06,0.03,Y,N,Y,N,NotWorthIt,1.61,87.42,56.49,0.78,7.13,Rarely,VeryOften,4.42,7.91,InPerson,1.882288
WAVE-49,HH-1e42a2b77afa91,9.95,7.09,Y,Y,N,N,FearRetaliation,3.63,35.26,80.97,5.44,5.37,Monthly,Often,7.95,8.11,Web,4.127196
WAVE-59,HH-176a962944534c,3.2,2.55,N,Y,Y,N,NotWorthIt,2.35,65.06,95.28,2.24,3.18,Rarely,VeryOften,3.84,1.97,Web,1.86245
WAVE-25,HH-9d90398e966a5d,3.96,6.14,N,Y,N,Y,Other,6.79,0.53,99.97,8.0,0.75,Rarely,Often,9.61,8.96,Web,3.137938
WAVE-21,HH-85aab87026f248,6.76,4.82,N,Y,Y,N,DistrustPolice,8.94,35.33,7.17,2.42,9.82,Never,Often,9.84,4.95,IVR,2.64078
WAVE-37,HH-11cd35263df0c2,7.98,0.18,Y,Y,N,Y,NoEvidence,6.42,15.41,58.53,1.64,3.55,Never,Never,5.37,3.88,Web,0.4518
WAVE-39,HH-2b816856108bd6,2.24,3.36,Y,N,Y,Y,Other,6.39,26.59,35.85,0.45,0.93,Rarely,Rarely,1.27,2.17,InPerson,3.300835
WAVE-19,HH-686560b59bcda4,2.67,9.99,N,Y,N,N,TooMinor,6.05,96.47,65.82,9.05,3.18,Daily,Often,9.62,5.26,Phone,3.165973
WAVE-30,HH-fe41ba042c2fd6,6.77,5.36,N,N,Y,Y,DistrustPolice,4.13,69.59,16.31,1.96,9.49,Never,Never,0.04,7.62,Phone,0.345674
WAVE-48,HH-8409ea28416abc,8.56,3.36,N,N,N,Y,FearRetaliation,9.55,43.76,15.27,4.86,9.5,Monthly,Often,9.17,3.83,InPerson,1.583264
WAVE-50,HH-80c54146599cda,0.68,2.13,Y,N,Y,Y,NoEvidence,0.34,20.13,17.66,0.45,7.72,Daily,Sometimes,2.21,4.44,Paper,3.262341
WAVE-16,HH-3e5569c2dd2822,5.17,5.76,Y,Y,N,Y,FearRetaliation,0.45,48.95,59.27,9.86,6.41,Rarely,Sometimes,4.52,6.35,Phone,3.305213
