gov_mff_reference_year,gov_mff_mff_period_code,gov_mff_heading_code,gov_mff_programme_code,gov_mff_commitments_eur,gov_mff_payments_eur,gov_mff_execution_rate_pct,gov_mff_revenue_own_resources_eur,gov_mff_gni_based_resource_eur,gov_mff_vat_based_resource_eur,gov_mff_customs_duties_resource_eur,gov_mff_plastic_own_resource_eur,gov_mff_rebates_eur,gov_mff_unspent_commitments_ral_eur,gov_mff_audits_findings_count,gov_mff_irregularities_amount_eur,gov_mff_anti_fraud_olaf_cases_count,gov_mff_transparency_portal_url_hash,gov_mff_data_source,gov_mff_data_extract_date
2018,2014_2020,H3_NATURAL_RESOURCES,ESF_PLUS,27133796318.92,18868570469.28,69.54,22340638157.82,39740883798.39,13549366793.95,584273372.87,495590832.49,5971494267.45,7125938033.05,15,176639902.11,22,5ce3fb25ebdc5ed49acaef877ffb,OLAF_ANNUAL_REPORT,2024-09-05
2019,2014_2020,H1_SINGLE_MARKET,ISF,41420933902.07,32816671098.78,79.23,29813001332.51,14628140256.27,7115805170.86,5673691978.02,383388590.03,9609549039.82,13645902911.85,11,234705336.74,81,ffd0619e970b8e8149b5d909127b,ECA_AUDIT_SUMMARY,2024-01-28
2020,2014_2020,H6_NEIGHBOURHOOD_WORLD,CAP,37382995315.07,19415255720.38,51.94,9583337008.28,38042289207.76,13805335599.33,9672726903.9,351230345.33,5086891622.29,28495414146.64,62,455902960.9,8,0919bf0749c7ffa4f7403140745b,OPEN_DATA_PORTAL_BUDGET,2025-08-10
2021,2021_2027,H4_MIGRATION_BORDER,NDICI,32741259875.59,18534510280.13,56.61,6368841509.17,41997930739.34,2785348644.86,995911715.41,2153585929.26,5008786807.67,14161704679.1,52,67928024.68,47,2eb9613bc10e599768d70cf94b31,EU_BUDGET_FINANCIAL_REPORT,2024-12-15
2022,2021_2027,H2_COHESION_RESILIENCE,CEF_DIGITAL,42820265421.2,16374177554.69,38.24,27791448440.06,36723852263.46,2519503465.82,1807167862.19,661200451.84,3050029183.02,23123232340.73,100,205148732.19,74,5745797f0fcc70fae084b0247e26,OLAF_ANNUAL_REPORT,2025-10-07
2023,2021_2027,H7_PUBLIC_ADMIN,IPA,37329379058.91,16119919044.76,43.18,41306097687.01,38207962610.35,1567132910.16,2308863468.37,385582351.62,5055570044.96,28574503821.89,22,25437500.53,52,5eebf9fcadf037b7c4de13dd3130,ECA_AUDIT_SUMMARY,2024-03-18
2024,2021_2027,H5_SECURITY_DEFENCE,DIGITAL_EUROPE,51498817582.13,23466522335.04,45.57,27333144249.19,24719559240.44,649046033.55,3281607225.32,1146148181.99,1650032754.04,43069945366.11,110,79934069.84,42,c428c1b6a3439350353ef8b63a22,OPEN_DATA_PORTAL_BUDGET,2025-03-21
2025,2021_2027,H3_NATURAL_RESOURCES,JUST_TRANSITION,63362640179.33,59901196499.98,94.54,4669124174.8,6270758847.45,14446322552.82,6225367655.58,11698371.25,6344712940.34,4009662571.38,62,455568628.78,20,d9b9aaab33fba1e99921b802dee5,EU_BUDGET_FINANCIAL_REPORT,2024-01-13
2026,2021_2027,H1_SINGLE_MARKET,LIFE,46862155842.38,35103342506.92,74.91,14494859269.02,30432730981.99,12417314420.21,11512517370.93,1670173905.86,88971415.52,11953723536.85,89,73863816.63,63,6c08db3ba96e5885ef2b2f2f8e17,OLAF_ANNUAL_REPORT,2024-09-03
2014,2014_2020,H6_NEIGHBOURHOOD_WORLD,HORIZON_EUROPE,22317337648.4,13179684082.73,59.06,1124998151.2,56867791929.99,7876219422.81,1534355064.93,287503871.56,2788469863.8,12015536494.91,89,344417466.31,22,9f0a3ef97a596d8c55f7d3508f44,ECA_AUDIT_SUMMARY,2025-09-18
2015,2014_2020,H4_MIGRATION_BORDER,EU4HEALTH,9966641891.31,3602350359.87,36.14,16297978999.81,33499484956.22,4721129176.1,6339348962.39,212891523.89,5199649425.13,8512566037.98,46,78895080.35,46,39ae8936374cbbf37c9ee3b75dbe,OPEN_DATA_PORTAL_BUDGET,2025-03-28
2016,2014_2020,H2_COHESION_RESILIENCE,ERDF,6660193266.66,4576921536.74,68.72,1952394202.36,57215596860.45,8962033427.45,4984363068.97,266078491.78,9875390006.16,2941651265.64,98,269960587.4,62,17c19744f01480710b42b83a2c40,EU_BUDGET_FINANCIAL_REPORT,2025-08-06
2017,2014_2020,H7_PUBLIC_ADMIN,AMIF,23892034071.87,17929350318.39,75.04,2912318532.97,13535495449.68,11153715466.93,747729289.68,267052049.07,4799413803.2,6321494034.74,61,331842953.14,22,17c498692533a67eeaf2c95e1d1c,OLAF_ANNUAL_REPORT,2025-10-13
2018,2014_2020,H5_SECURITY_DEFENCE,ESF_PLUS,3674939295.08,2377764051.18,64.7,30900263977.34,59873974382.1,6224554267.94,9294482384.73,86178602.2,3713288953.33,1115426123.63,105,193271662.91,54,bab3627d9a0fe7e2df2631b01c1f,ECA_AUDIT_SUMMARY,2025-12-27
2019,2014_2020,H3_NATURAL_RESOURCES,ISF,36529449738.87,29697330166.99,81.3,22070562789.03,38663314654.43,2684958070.56,7453107263.69,128034732.79,4781530834.29,8395149215.31,91,122740176.55,18,fa21db825359e7f7f29c6643dcb1,OPEN_DATA_PORTAL_BUDGET,2024-11-23
2020,2014_2020,H1_SINGLE_MARKET,CAP,22723410167.27,13379221356.3,58.88,16950889056.9,10801298621.39,3679443885.78,6408389493.62,342179734.43,2590438139.69,11155587661.71,87,480140739.36,91,9467d6dc8e59efcd67c71d2efe14,EU_BUDGET_FINANCIAL_REPORT,2025-01-01
2021,2021_2027,H6_NEIGHBOURHOOD_WORLD,NDICI,9011101373.46,7152017043.26,79.37,4269584127.56,4955209640.72,15295488390.93,6296287650.27,245882049.65,5516368462.24,1531916236.48,126,474882297.81,33,ab2e526d857dba894c44bd057f8a,OLAF_ANNUAL_REPORT,2024-06-03
2022,2021_2027,H4_MIGRATION_BORDER,CEF_DIGITAL,7192634543.06,2647461792.41,36.81,4832884940.03,25883912474.65,9538910980.41,2149982522.49,367159979.43,8966455899.35,5044339536.86,102,45602826.15,47,2c623293e686a979718c5fb05425,ECA_AUDIT_SUMMARY,2025-07-05
2023,2021_2027,H2_COHESION_RESILIENCE,IPA,70618026197.1,27832148317.95,39.41,26021521483.95,18696326640.95,2435009213.52,5189376271.84,104174540.63,5693686662.65,62061534502.98,18,126683511.13,14,42c05af312a1b49678ed3831b9af,OPEN_DATA_PORTAL_BUDGET,2024-05-16
2024,2021_2027,H7_PUBLIC_ADMIN,DIGITAL_EUROPE,38932085574.53,14180341677.54,36.42,26526850560.25,71174320649.73,12333940568.81,3093927995.91,2023728276.6,9827891094.98,25079767620.12,79,617497754.28,35,e2b6c878558cba797e25788d05eb,EU_BUDGET_FINANCIAL_REPORT,2025-04-06
2025,2021_2027,H5_SECURITY_DEFENCE,JUST_TRANSITION,64957705044.65,63348487507.54,97.52,36277397824.85,13112467846.75,1330641444.1,7195529034.06,334710030.9,6222661491.24,2099753587.67,52,76003193.46,27,aaaa71f46abf670d9666b9c62c34,OLAF_ANNUAL_REPORT,2024-05-10
2026,2021_2027,H3_NATURAL_RESOURCES,LIFE,46333096935.88,18026546093.29,38.91,30993280406.57,25054158380.47,3813668248.39,8110888267.59,1842118991.05,8933752677.81,44705224793.94,51,189251651.69,2,70ed58995f4d0e7a47bf6a1c8562,ECA_AUDIT_SUMMARY,2024-12-15
2014,2014_2020,H1_SINGLE_MARKET,HORIZON_EUROPE,15502558209.26,12305049726.37,79.37,10204134761.0,44835835405.57,918625092.05,9397665400.51,665621574.22,5373011491.16,3408245058.95,131,170877788.54,27,d1d8983e72132d1ad7d50cbf426a,OPEN_DATA_PORTAL_BUDGET,2024-02-24
2015,2014_2020,H6_NEIGHBOURHOOD_WORLD,EU4HEALTH,38203775581.77,14549775474.49,38.08,7926918861.96,21617464221.35,1546122263.29,8465787955.04,396676440.59,2020923841.95,35943919382.27,139,153617447.47,73,a13f0778b5c6171751cb5f126fda,EU_BUDGET_FINANCIAL_REPORT,2025-06-15
2016,2014_2020,H4_MIGRATION_BORDER,ERDF,1007901888.89,742556700.24,73.67,38339627927.15,11333828063.03,15889440857.34,3307465246.76,262773509.22,6597964081.22,286026506.22,96,619957768.04,90,2a212feb1f1f786c7c09cbc633a3,OLAF_ANNUAL_REPORT,2026-02-05
2017,2014_2020,H2_COHESION_RESILIENCE,AMIF,3060920523.24,1718859039.46,56.15,6503795029.33,45722220673.75,13242955822.34,10900121811.29,94389755.02,4790022625.66,1357502330.08,62,193677216.89,28,8d9c3ef64ad920be3a43b5d2faad,ECA_AUDIT_SUMMARY,2024-07-29
2018,2014_2020,H7_PUBLIC_ADMIN,ESF_PLUS,61095422796.38,36776118771.01,60.19,24045407983.38,49592653317.55,6756645929.96,6574291474.86,699323034.77,372277013.94,32344436141.09,80,133354809.52,48,5161adc8334a9dbc9dbcc8ee7d00,OPEN_DATA_PORTAL_BUDGET,2025-11-11
2019,2014_2020,H5_SECURITY_DEFENCE,ISF,1438414170.82,863749948.28,60.05,30227738582.55,27822051884.69,11221455943.47,463116110.39,392768183.52,5159576164.32,560180807.08,123,435441195.98,9,5bc867dedf97ff5dac9188867610,EU_BUDGET_FINANCIAL_REPORT,2025-08-26
2020,2014_2020,H3_NATURAL_RESOURCES,CAP,33349014492.98,12645200124.86,37.92,12946815917.78,21779744002.62,8084613601.57,9337828535.31,365481024.03,3132527850.02,21101779355.29,6,16881787.83,29,26ef00ca7a3fdc8e77474853b238,OLAF_ANNUAL_REPORT,2025-04-10
2021,2021_2027,H1_SINGLE_MARKET,NDICI,54240495370.73,49707932586.92,91.64,17023154841.9,34530230580.51,7813623854.12,983477669.31,3244684483.56,2142545326.43,6356668340.45,104,620843183.5,46,f0daa438432749b6e6e89f8fb3c7,ECA_AUDIT_SUMMARY,2024-05-11
2022,2021_2027,H6_NEIGHBOURHOOD_WORLD,CEF_DIGITAL,47030602452.9,18077589895.85,38.44,40605388458.6,23522752875.35,2222532432.73,2610934402.13,2323076395.24,8395392424.48,42890218187.57,62,319267649.34,27,a26c5d2e2a707ebc99b40a17db88,OPEN_DATA_PORTAL_BUDGET,2024-05-17
2023,2021_2027,H4_MIGRATION_BORDER,IPA,20864469348.43,10998492790.92,52.71,47350801819.37,19553926149.48,17820174160.95,4605328322.58,2202744279.3,6782301602.95,8455821832.98,76,128311795.3,58,c0bcf375a671872df5269b4fbb05,EU_BUDGET_FINANCIAL_REPORT,2025-03-25
2024,2021_2027,H2_COHESION_RESILIENCE,DIGITAL_EUROPE,18368243293.77,13319010007.29,72.51,37629632034.12,16104115501.34,11272068519.06,11635160899.19,195460327.71,3557847399.45,5776283461.08,71,171857838.73,73,71139c36126ebf278cd7a17d879d,OLAF_ANNUAL_REPORT,2025-01-20
2025,2021_2027,H7_PUBLIC_ADMIN,JUST_TRANSITION,408361842.12,274088021.8,67.12,24975127464.25,37364805390.3,15188004453.26,8887610267.76,1768314846.74,2855242224.07,158049452.3,117,400991806.36,53,cee84406591876b9b182e9936f41,ECA_AUDIT_SUMMARY,2025-02-24
2026,2021_2027,H5_SECURITY_DEFENCE,LIFE,39916683393.96,30349022627.1,76.03,15346906750.32,7963439609.87,19217978394.38,7611893754.15,120476069.82,2436462062.42,15296052991.64,135,453253789.68,32,2dc27dee313112f937283877c486,OPEN_DATA_PORTAL_BUDGET,2024-08-07
2014,2014_2020,H3_NATURAL_RESOURCES,HORIZON_EUROPE,37025217720.3,22803194784.35,61.59,14345259120.32,42743660381.24,16787008743.12,10462182666.18,273456906.09,1331941340.86,16170520737.11,84,153523272.87,69,76cd8bb1ee170495b5d5ff371f4b,EU_BUDGET_FINANCIAL_REPORT,2024-12-05
2015,2014_2020,H1_SINGLE_MARKET,EU4HEALTH,33467377709.48,31029828084.89,92.72,13649485106.88,35036375720.5,4496762750.32,4457263336.05,243304052.75,5781707758.28,2221348747.47,75,80499225.33,59,e17ba60870a5c73d4566fd847b02,OLAF_ANNUAL_REPORT,2026-02-01
2016,2014_2020,H6_NEIGHBOURHOOD_WORLD,ERDF,61937484421.94,39116160296.17,63.15,42013919286.9,37169089795.57,11368435288.85,6388669573.76,85602856.69,5474464875.27,30517317557.11,47,222436576.96,53,0b610c9946d25238907f56a50f7a,ECA_AUDIT_SUMMARY,2024-04-20
2017,2014_2020,H4_MIGRATION_BORDER,AMIF,33463573989.64,14174943718.0,42.36,8480295864.6,39934533986.79,6622208881.96,1781881107.93,352842923.05,4026913513.83,21537821379.07,98,331831157.8,15,5bbeb24c17dec3ae7da1c20e620e,OPEN_DATA_PORTAL_BUDGET,2024-04-02
2018,2014_2020,H2_COHESION_RESILIENCE,ESF_PLUS,8168067551.75,5744649794.15,70.33,11200975919.04,23589951360.98,13075195774.66,5462940164.11,252294330.27,1347197530.14,3751821576.75,137,375980164.52,78,61188230dcb097d25706e692fbd7,EU_BUDGET_FINANCIAL_REPORT,2025-03-23
2019,2014_2020,H7_PUBLIC_ADMIN,ISF,40395362574.51,31961034604.81,79.12,34402724748.45,46732265343.08,12526807654.57,11231344150.1,159979020.92,8099997519.85,10729539608.28,115,393553203.61,6,99de51240d44649d2862b0b9e97d,OLAF_ANNUAL_REPORT,2024-07-09
2020,2014_2020,H5_SECURITY_DEFENCE,CAP,55011165125.91,47281983462.42,85.95,1757889201.01,42798683484.17,5356221328.14,2044486754.54,252438343.9,3148137306.27,7018812770.28,19,128905887.16,76,d57ab374b578e20f73a7e251b662,ECA_AUDIT_SUMMARY,2026-02-20
2021,2021_2027,H3_NATURAL_RESOURCES,NDICI,50178540842.98,21538670226.71,42.92,12851281935.31,8528594402.45,5683160448.57,6877446995.94,2131064872.38,4067933129.79,31203666821.79,13,35160731.14,71,1a7729a1bc186b085f851e922678,OPEN_DATA_PORTAL_BUDGET,2024-09-04
2022,2021_2027,H1_SINGLE_MARKET,CEF_DIGITAL,17571318918.84,6249593478.89,35.57,33707284209.38,11880980080.78,14553948205.79,1477598268.08,18662532.66,9838266749.56,14987167517.01,29,249130832.81,3,afa6a580dfa2592ebe6257e71ea1,EU_BUDGET_FINANCIAL_REPORT,2025-09-19
2023,2021_2027,H6_NEIGHBOURHOOD_WORLD,IPA,57116750679.55,51625039561.26,90.39,16320966821.77,4313771860.7,17581346244.43,10464106243.17,2094867239.65,2380217537.61,8290285672.89,42,100763880.82,59,72cd110f89e5c1d746b7576bcd53,OLAF_ANNUAL_REPORT,2025-03-13
2024,2021_2027,H4_MIGRATION_BORDER,DIGITAL_EUROPE,17307557386.44,13799666784.65,79.73,30885174842.0,46530456562.74,17362617053.13,2770429630.62,2571252947.38,3375455247.62,3679985483.1,76,320955578.68,23,adbdca6d497f5e39cb57782e70e3,ECA_AUDIT_SUMMARY,2024-09-24
2025,2021_2027,H2_COHESION_RESILIENCE,JUST_TRANSITION,6644195632.77,4586876954.68,69.04,40368139720.49,75726219355.4,9092827295.41,7313336525.48,605219389.89,5876720275.31,2333295602.87,42,268978006.96,16,b75d4d363891104da56aa13ec1b2,OPEN_DATA_PORTAL_BUDGET,2025-03-24
2026,2021_2027,H7_PUBLIC_ADMIN,LIFE,62169744152.51,29060779716.04,46.74,29510831409.19,42086344641.88,14361977181.13,11313865235.39,1454305429.36,7720243629.04,33375368908.75,138,414644963.17,12,f24403f9938385ed105fd3e6bbb8,EU_BUDGET_FINANCIAL_REPORT,2026-01-20
2014,2014_2020,H5_SECURITY_DEFENCE,HORIZON_EUROPE,49450777408.44,33251644847.25,67.24,35232296989.64,57904142645.67,11734311624.95,11279886424.45,19607502.69,5371963438.43,15316067614.88,63,430579341.47,20,9d08fe0d036b181a2936a8a4f977,OLAF_ANNUAL_REPORT,2024-03-25
2015,2014_2020,H3_NATURAL_RESOURCES,EU4HEALTH,52327954916.0,27257232690.71,52.09,25813026996.42,32706024017.47,8887071731.16,12496892155.51,653744882.46,34078839.5,30485265460.59,37,261805664.22,45,47e911652d4a050d87655e51d92f,ECA_AUDIT_SUMMARY,2025-04-30
2016,2014_2020,H1_SINGLE_MARKET,ERDF,20035113309.33,8947808167.45,44.66,35514238559.88,23795592508.05,6577916547.94,3392144716.4,364238942.79,6365946649.66,17008707267.47,28,234165929.17,56,55a7938702eb9a273c54333d16e2,OPEN_DATA_PORTAL_BUDGET,2025-12-10
2017,2014_2020,H6_NEIGHBOURHOOD_WORLD,AMIF,39298408383.73,37218698332.35,94.71,21620089422.82,42467768323.56,17331777646.42,5569828670.47,82361679.84,5728058886.16,2595434265.18,28,141371604.57,22,32b09c073586870bc2a9ce67bfc5,EU_BUDGET_FINANCIAL_REPORT,2024-05-25
2018,2014_2020,H4_MIGRATION_BORDER,ESF_PLUS,11930898396.78,9770716605.55,81.89,3030361883.8,57380314994.37,3893950650.38,6060350193.18,242583970.78,1929006277.59,3028835280.77,47,156314310.17,28,4c1d469df8706669f03a67224a2d,OLAF_ANNUAL_REPORT,2024-06-12
2019,2014_2020,H2_COHESION_RESILIENCE,ISF,34876620007.61,12945946911.65,37.12,26223858033.74,46530150533.28,10138273156.47,5875282026.98,568843362.61,10796837021.31,27247190204.22,120,297120572.92,47,8d484e14b5f965f5f6389018e12d,ECA_AUDIT_SUMMARY,2026-01-08
2020,2014_2020,H7_PUBLIC_ADMIN,CAP,21559176707.76,18989221154.48,88.08,4018898335.76,31827440991.12,18291446921.35,1216690563.88,136778642.48,5375423673.41,3683355754.56,22,255850548.23,42,a5c6edf30ea70bc11fb2616741c7,OPEN_DATA_PORTAL_BUDGET,2024-08-27
2021,2021_2027,H5_SECURITY_DEFENCE,NDICI,46641054550.05,27394565117.46,58.73,26365302536.78,14492156072.51,12418106885.01,6940569328.75,266542678.61,6780294676.52,21387956768.91,63,250179453.05,43,94f15b4d9e2a34ad63248a1ab379,EU_BUDGET_FINANCIAL_REPORT,2025-06-28
2022,2021_2027,H3_NATURAL_RESOURCES,CEF_DIGITAL,37035510596.97,19299343606.77,52.11,25206165691.18,5731886197.22,14895015394.59,3543549391.11,1330001019.92,2682656337.4,18551631372.98,79,44917543.59,58,adc0a66744b9e180cd7a8740adce,OLAF_ANNUAL_REPORT,2024-08-04
2023,2021_2027,H1_SINGLE_MARKET,IPA,15583940862.11,5747205677.08,36.88,24540187693.76,54783775317.58,9065385275.45,1446565942.48,1705418327.31,226227663.86,11455302081.77,72,593186363.19,36,90c25dc91c31b4bf1b71941c38d0,ECA_AUDIT_SUMMARY,2025-10-18
2024,2021_2027,H6_NEIGHBOURHOOD_WORLD,DIGITAL_EUROPE,44690000081.54,40828062560.6,91.36,12290182762.48,7333320102.19,3964842920.44,6919123908.82,1363937384.98,8126880856.49,4621167956.23,28,187209267.32,61,da830efcc0f01942c651c6dfd5b0,OPEN_DATA_PORTAL_BUDGET,2024-02-13
2025,2021_2027,H4_MIGRATION_BORDER,JUST_TRANSITION,53356212837.75,25788547104.01,48.33,10285483883.75,68250514657.9,4508264917.8,6566750719.33,91331847.04,331035399.59,23737541568.81,33,255671090.04,52,5b1d8ed9c4685a5fb8f13d8c63f6,EU_BUDGET_FINANCIAL_REPORT,2024-08-18
2026,2021_2027,H2_COHESION_RESILIENCE,LIFE,44058122221.04,25295511507.41,57.41,19267245333.08,21777125335.14,10300084744.52,11517080783.1,1977930950.67,5711161107.31,15079189267.82,101,235168469.85,93,17109f742fa5b0daac33fc743a77,OLAF_ANNUAL_REPORT,2025-08-10
2014,2014_2020,H7_PUBLIC_ADMIN,HORIZON_EUROPE,13453480594.07,11427367694.66,84.94,42588573428.09,23678865441.42,16497742734.65,11937183758.61,795042393.42,4067923888.77,2031621719.28,69,560254059.6,1,fd7aef582734b704786e3701c6d4,ECA_AUDIT_SUMMARY,2025-07-16
2015,2014_2020,H5_SECURITY_DEFENCE,EU4HEALTH,44151188508.57,35988120566.64,81.51,39694638085.39,45756218520.56,865841952.15,7829552240.33,54444048.81,3621209192.01,11262799177.91,34,107522296.93,31,7911bfd798232488f8a481ce6e84,OPEN_DATA_PORTAL_BUDGET,2025-03-31
2016,2014_2020,H3_NATURAL_RESOURCES,ERDF,44697521544.37,36038591602.65,80.63,7131807488.24,72374561851.19,17710020589.45,10784082760.24,58577791.63,2214190726.19,12565820630.6,115,624898210.91,20,6a1d20fa0a0e2401f3d7cb7516ad,EU_BUDGET_FINANCIAL_REPORT,2025-04-29
2017,2014_2020,H1_SINGLE_MARKET,AMIF,46195822693.81,43281645594.74,93.69,20046933338.37,37290865046.64,1304713498.29,3917108579.19,17608832.86,1665785044.68,3707044672.12,137,347659459.66,2,71502e0fc1e10e54208bc2cd6980,OLAF_ANNUAL_REPORT,2025-02-13
2018,2014_2020,H6_NEIGHBOURHOOD_WORLD,ESF_PLUS,75522538540.22,60911945203.82,80.65,8086908884.3,16709789517.26,8213358604.33,5195516751.33,61433418.6,810787911.75,21813002239.89,57,13477297.37,1,0e0e7e30191069c3cceee2dab322,ECA_AUDIT_SUMMARY,2024-02-05
2019,2014_2020,H4_MIGRATION_BORDER,ISF,18156752346.49,9251812535.1,50.96,26239658862.76,42772265475.58,3424086508.08,15865773367.26,508455021.94,783873519.77,9994282555.06,77,353973720.8,29,621d48eafd25e65250009dbf081e,OPEN_DATA_PORTAL_BUDGET,2024-01-20
2020,2014_2020,H2_COHESION_RESILIENCE,CAP,15580803224.89,8343742435.15,53.55,19297427849.5,48472249847.74,17119335472.81,2487426581.47,441443046.54,487198131.16,9556555906.59,113,228503359.16,67,00ad5169cfc9b17bd5126279cd68,EU_BUDGET_FINANCIAL_REPORT,2025-10-23
2021,2021_2027,H7_PUBLIC_ADMIN,NDICI,22912396379.72,16999351998.37,74.19,14978741263.9,37048517059.61,3614421788.38,1609784901.22,1664913655.61,9158685157.52,6736028962.89,60,7789940.85,38,2b295916bab97b62bd3aa5bc5fdf,OLAF_ANNUAL_REPORT,2025-06-14
2022,2021_2027,H5_SECURITY_DEFENCE,CEF_DIGITAL,23630184755.53,13356215721.56,56.52,11489930948.89,43627492798.39,16433023608.29,4066502661.55,1123198936.59,7721471291.41,11859187278.44,69,308496174.59,0,1cee452c6cc89d650a1f0e16c7fe,ECA_AUDIT_SUMMARY,2024-11-03
2023,2021_2027,H3_NATURAL_RESOURCES,IPA,31079295351.99,16537448774.69,53.21,24061130132.97,25488659770.23,3167658512.59,3289180734.64,1618008208.99,7866243521.02,14683257938.53,56,271414366.72,58,2541645a236291a860aacf5646dc,OPEN_DATA_PORTAL_BUDGET,2024-12-24
2024,2021_2027,H1_SINGLE_MARKET,DIGITAL_EUROPE,30762910478.92,18930577747.47,61.54,19304061917.76,63106620829.35,11539483938.59,10521347320.99,2207770409.43,2405770327.09,16064399924.75,21,111232411.37,8,2e4d4d8b0f6df5555145ec7d75d3,EU_BUDGET_FINANCIAL_REPORT,2025-04-12
2025,2021_2027,H6_NEIGHBOURHOOD_WORLD,JUST_TRANSITION,47534909014.42,18334119343.83,38.57,29005434489.41,9895785590.96,997496220.24,3112373212.46,1754561762.05,1074902226.38,32760245529.2,100,542295808.34,67,887bdb60943e783223fde33311d2,OLAF_ANNUAL_REPORT,2025-03-12
2026,2021_2027,H4_MIGRATION_BORDER,LIFE,33534996934.76,31701081422.02,94.53,12944066309.88,25346458128.78,7101155655.14,318918739.03,995348753.8,6641810604.21,2209425062.51,81,149145878.39,85,834b4957859f24a4fcad9f3336b4,ECA_AUDIT_SUMMARY,2025-02-03
2014,2014_2020,H2_COHESION_RESILIENCE,HORIZON_EUROPE,32724690663.32,28639184865.0,87.52,25961019813.76,30980105309.56,10721860605.9,2688384805.28,533599593.2,23201870.3,3945232248.07,63,456614036.46,52,8bc6bc446b188ffffa89dd4b6789,OPEN_DATA_PORTAL_BUDGET,2024-02-29
2015,2014_2020,H7_PUBLIC_ADMIN,EU4HEALTH,29699289632.63,15456676321.15,52.04,4826285945.62,6031458520.12,15363268405.92,8982710211.49,333951500.05,1139403135.42,14787187421.88,42,108960657.81,79,700f569a51392712952befc4e5c4,EU_BUDGET_FINANCIAL_REPORT,2024-12-13
2016,2014_2020,H5_SECURITY_DEFENCE,ERDF,19552788554.96,11049430789.36,56.51,17136457471.43,25541163306.76,5962514356.93,1147123118.75,157652763.89,5418647105.76,12629610412.55,52,260148865.67,93,95ee18d0b0084428ce94020f5456,OLAF_ANNUAL_REPORT,2025-11-29
2017,2014_2020,H3_NATURAL_RESOURCES,AMIF,12719766910.44,11201210664.87,88.06,37115648854.14,47592660632.58,5255699444.29,6739203211.58,80177561.4,5337663341.92,1237894494.76,121,609286998.81,33,a45dabef8f681483370976e757c5,ECA_AUDIT_SUMMARY,2025-01-13
2018,2014_2020,H1_SINGLE_MARKET,ESF_PLUS,23451927459.02,11887582694.64,50.69,32907265770.14,68243644890.78,3235348999.37,4767344350.37,152187578.65,781224246.9,10530876092.98,25,240111514.7,75,c00ad0b9f59cbe51782d9711df91,OPEN_DATA_PORTAL_BUDGET,2024-10-29
2019,2014_2020,H6_NEIGHBOURHOOD_WORLD,ISF,69373966463.75,36226171566.77,52.22,18900482787.07,6710634475.72,13877061201.48,14186673452.83,688219669.47,3926715021.02,38483521467.43,1,6410930.38,18,36a84f0b9387dad0f470c72ba289,EU_BUDGET_FINANCIAL_REPORT,2025-03-09
2020,2014_2020,H4_MIGRATION_BORDER,CAP,18841643777.01,13764829336.47,73.06,15944615378.69,12715084700.78,12283030882.15,5807815622.23,380389986.82,4437696142.41,4376227063.0,75,370004273.76,10,a5c14a1d6409a27c098357316023,OLAF_ANNUAL_REPORT,2025-12-28
2021,2021_2027,H2_COHESION_RESILIENCE,NDICI,6877344994.04,6262505455.76,91.06,3895733283.02,8280875412.73,13394444509.07,4562498796.65,473880994.11,2770353460.89,520577097.71,69,458996931.44,55,7ac757faaea2bc0138fa33bceac4,ECA_AUDIT_SUMMARY,2024-10-01
2022,2021_2027,H7_PUBLIC_ADMIN,CEF_DIGITAL,15049213613.93,10691599893.77,71.04,42379217751.75,66708722512.31,6743260090.49,1845877079.27,310973141.62,2381458763.44,4378971760.79,126,119907658.57,23,24c5ecb26cef3995dd4c1ca4d078,OPEN_DATA_PORTAL_BUDGET,2024-06-17
2023,2021_2027,H5_SECURITY_DEFENCE,IPA,18999803828.75,14404799287.65,75.82,16125762076.4,35186202648.81,4948805575.11,2177908362.39,54978668.71,6618750773.1,3680038436.39,33,154256609.36,68,5a744269b5ba47b74460f980f4e3,EU_BUDGET_FINANCIAL_REPORT,2024-10-26
2024,2021_2027,H3_NATURAL_RESOURCES,DIGITAL_EUROPE,46503984063.72,39506663946.09,84.95,30026576241.5,23171129074.56,11770389350.64,3698618785.81,1771076922.08,4473714892.96,10272084801.33,3,265874164.21,64,846222f7e6e3348fb433f5d4765a,OLAF_ANNUAL_REPORT,2025-11-28
2025,2021_2027,H1_SINGLE_MARKET,JUST_TRANSITION,22020850632.43,9277609439.08,42.13,5846168951.64,11118321817.45,1986748160.35,10947040830.6,2138243055.66,3227266061.6,19452907923.56,111,181133312.17,58,e6d9dca4362ff5a65cf2050ec97f,ECA_AUDIT_SUMMARY,2024-11-02
2026,2021_2027,H6_NEIGHBOURHOOD_WORLD,LIFE,13635460316.14,13184474089.56,96.69,5955433038.78,32480932265.91,11116463100.77,6644172859.12,1354178994.13,2575715038.25,546040912.69,88,516975681.42,30,4c9b49f47e9d0b68dbba9aa27b51,OPEN_DATA_PORTAL_BUDGET,2025-11-24
