ag_crops_crop_year,ag_crops_district_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_inr_unit,ag_crops_revenue_per_acre_inr,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2026,100676,COFFEE,2319.18,1676.68,49.75,83415,14.68,BT_82,2026-01-26,2026-07-02,2030,0.725,107.95,7.64,30.2,3685.33,183345.17,11.04,0
2012,100677,SUGARCANE,4827.54,4528.68,71.94,325793,99.49,HT_66,2012-05-18,2012-09-17,2466,0.049,176.27,2.58,93.55,2778.46,199882.41,41.33,1
2026,100678,SPICES,276.42,226.55,28.3,6411,28.49,HYB_53,2026-02-23,2026-04-28,2677,0.657,89.68,5.55,79.03,5370.97,151998.45,5.83,1
2020,100679,MILLET,365.43,287.36,87.75,25216,82.7,HT_54,2020-06-11,2021-01-09,1589,0.389,279.66,0.15,34.06,3293.84,289034.46,26.66,0
2025,100680,MILLET,2684.59,2016.14,51.69,104214,40.29,BT_74,2025-01-21,2025-07-24,2147,0.345,70.19,11.82,36.92,2901.13,149959.41,18.92,0
2010,100681,MAIZE,3143.07,2357.37,47.38,111692,43.15,ORG_03,2010-03-14,2010-10-02,2586,0.99,118.83,6.45,37.84,7631.5,361580.47,7.41,1
2016,100682,WHEAT,2875.19,2166.71,25.82,55944,77.75,BT_52,2016-05-20,2016-10-31,1645,0.218,271.13,3.35,77.05,5337.98,137826.64,39.85,0
2020,100683,TEA,2701.35,2208.76,104.21,230175,49.48,DT_37,2020-04-25,2020-08-03,3017,0.178,93.64,6.39,33.41,4140.95,431528.4,10.34,0
2022,100684,COFFEE,3282.87,3257.51,53.95,175743,63.64,HT_29,2022-02-05,2022-09-09,2288,0.999,183.87,8.79,94.55,3140.15,169411.09,15.0,0
2025,100685,SPICES,500.28,405.77,91.21,37010,88.35,BT_50,2025-05-22,2025-11-28,2872,0.85,56.8,4.43,87.47,2061.52,188031.24,56.23,0
2020,100686,MAIZE,1500.26,1452.75,31.18,45297,46.12,OPV_88,2020-06-03,2020-11-23,3175,0.797,292.11,6.0,11.12,5148.85,160541.14,19.88,0
2015,100687,MILLET,2337.95,2311.63,8.77,20273,3.23,BT_53,2015-05-14,2015-11-10,2869,0.07,130.96,3.12,71.6,1671.07,14655.28,46.6,0
2010,100688,OILSEEDS,2430.0,2230.28,40.81,91018,39.84,ORG_93,2010-01-11,2010-06-13,1759,0.927,192.49,5.28,78.74,1546.09,63095.93,50.82,0
2013,100689,MAIZE,1864.0,1671.94,23.9,39959,24.31,DT_27,2013-03-09,2013-06-01,1592,0.694,142.89,8.51,75.25,6250.26,149381.21,20.55,0
2020,100690,OILSEEDS,3512.83,3057.81,74.58,228051,76.13,OPV_67,2020-03-14,2020-05-19,1330,0.371,115.19,3.49,94.48,1939.78,144668.79,38.03,0
2024,100691,SPICES,1509.65,1393.59,85.85,119640,14.65,IR_50,2024-03-06,2024-07-02,867,0.212,97.86,7.01,25.94,5992.2,514430.37,44.73,0
2022,100692,OILSEEDS,3111.38,2337.03,46.55,108789,15.59,ORG_65,2022-03-22,2022-10-01,1698,0.865,150.72,2.03,52.52,2062.79,96022.87,53.83,1
2012,100693,COTTON,1162.88,886.03,24.81,21982,60.86,BT_16,2012-06-15,2012-10-03,1656,0.459,274.68,10.88,84.0,6889.37,170925.27,46.99,0
2017,100694,MILLET,1849.62,1312.96,78.16,102621,95.2,HT_09,2017-03-11,2017-09-28,3108,0.847,165.94,0.95,79.79,4015.76,313871.8,31.38,1
2015,100695,SPICES,4294.74,3300.52,88.35,291601,17.74,HT_35,2015-05-22,2015-09-30,1019,0.19,250.9,0.76,90.31,4562.42,403089.81,3.65,1
2025,100696,OILSEEDS,536.44,517.39,13.72,7099,79.0,HYB_26,2025-05-03,2025-07-31,1861,0.476,38.96,7.07,59.83,2959.72,40607.36,0.58,1
2013,100697,OILSEEDS,3898.11,2956.48,98.25,290474,61.44,DT_01,2013-03-06,2013-08-17,2243,0.493,61.19,6.09,51.42,7650.34,751645.91,17.98,0
2017,100698,COTTON,1412.68,1226.74,42.59,52247,44.0,ORG_24,2017-05-05,2017-07-05,1566,0.974,146.45,1.96,6.56,3910.51,166548.62,18.28,0
2024,100699,COTTON,3207.52,2763.53,28.46,78650,77.88,ORG_30,2024-02-24,2024-07-11,2004,0.32,163.82,1.24,30.01,5188.59,147667.27,34.26,1
2015,100700,MILLET,3843.67,3596.69,103.46,372114,61.01,OPV_42,2015-05-13,2015-11-10,2368,0.789,236.13,3.23,93.28,4198.27,434353.01,51.37,1
2014,100701,PULSES,1701.92,1372.05,91.46,125488,44.97,DT_73,2014-04-11,2014-09-24,814,0.94,26.04,4.91,64.58,1807.5,165313.95,27.41,1
2016,100702,MILLET,3327.17,2584.48,101.25,261679,2.37,DT_49,2016-03-24,2016-10-12,2144,0.199,72.34,6.04,85.64,1569.21,158882.51,14.59,1
2025,100703,COFFEE,2375.87,2355.29,13.15,30972,65.94,BT_91,2025-05-05,2025-09-05,1472,0.607,118.76,1.22,63.96,2787.53,36656.02,22.17,0
2013,100704,OILSEEDS,714.71,661.07,44.35,29318,77.52,DT_20,2013-02-08,2013-09-06,1517,0.2,35.52,2.94,57.27,6292.07,279053.3,15.64,0
2019,100705,RICE,745.31,693.86,105.52,73216,69.93,BT_41,2019-04-03,2019-09-24,2593,0.215,103.17,2.73,36.22,2232.69,235593.45,58.29,1
2010,100706,MAIZE,639.99,526.86,52.39,27602,48.64,HYB_68,2010-01-16,2010-07-26,1696,0.566,298.74,11.52,87.31,3154.9,165285.21,32.33,1
2020,100707,SPICES,382.19,276.2,18.32,5060,55.83,HYB_69,2020-02-10,2020-08-19,2831,0.088,277.52,7.32,99.29,6213.73,113835.53,46.03,1
2018,100708,OILSEEDS,2283.88,2202.03,90.76,199856,65.04,HYB_24,2018-06-15,2019-01-08,1616,0.528,210.85,9.84,43.24,954.68,86646.76,34.48,1
2022,100709,RICE,92.26,73.5,24.86,1827,85.56,HT_87,2022-03-25,2022-10-07,1899,0.665,233.28,6.89,35.46,7138.24,177456.65,52.03,1
2014,100710,MILLET,1576.98,1151.62,67.74,78011,94.45,HYB_17,2014-05-19,2014-10-15,3091,0.327,101.45,2.76,20.88,2981.09,201939.04,25.46,1
2016,100711,COTTON,185.12,178.32,113.77,20287,12.31,DT_04,2016-04-23,2016-08-14,1713,0.447,125.76,2.47,38.05,6664.4,758208.79,5.57,1
2026,100712,WHEAT,856.27,653.24,113.36,74051,74.06,IR_96,2026-03-23,2026-09-05,1258,0.985,241.94,4.32,25.53,1606.34,182094.7,27.42,1
2023,100713,SUGARCANE,4809.77,3511.23,48.36,169803,31.0,HYB_56,2023-06-16,2023-10-30,1350,0.701,198.63,9.72,87.59,914.12,44206.84,57.85,0
2020,100714,RICE,746.64,578.42,71.23,41201,12.79,OPV_18,2020-06-26,2020-12-23,2629,0.061,242.69,10.4,66.1,3476.27,247614.71,24.89,1
2015,100715,MAIZE,4684.64,4635.87,91.1,422328,81.03,OPV_47,2015-01-29,2015-05-10,872,0.204,127.06,4.48,84.14,5277.78,480805.76,1.71,1
2010,100716,OILSEEDS,219.4,210.98,110.32,23275,4.65,DT_98,2010-06-03,2010-12-14,1207,0.1,111.11,2.67,41.99,1277.55,140939.32,58.12,0
2023,100717,TEA,2230.06,2134.33,98.66,210573,0.07,DT_61,2023-03-07,2023-06-07,1575,0.54,287.5,8.02,9.64,4348.17,428990.45,49.87,0
2014,100718,MILLET,2597.93,2446.3,23.97,58638,65.92,BT_13,2014-04-14,2014-08-24,2929,0.105,75.6,2.22,65.94,3166.11,75891.66,58.44,0
2026,100719,TEA,2906.98,2805.45,93.11,261215,13.17,DT_48,2026-06-19,2026-09-24,2190,0.935,19.93,10.87,38.5,1145.73,106678.92,11.87,1
2014,100720,SPICES,218.86,205.39,26.13,5367,32.25,HT_62,2014-05-04,2014-09-29,1251,0.87,291.53,4.87,99.27,4062.99,106165.93,15.77,1
2018,100721,SPICES,3854.13,3766.12,45.77,172375,89.25,IR_44,2018-05-05,2018-11-21,1895,0.097,258.3,9.16,26.29,6430.07,294304.3,25.59,1
2014,100722,WHEAT,1174.27,983.13,20.45,20105,55.05,IR_17,2014-03-30,2014-08-15,1886,0.553,282.47,11.6,97.17,2114.81,43247.86,49.2,0
2026,100723,MILLET,751.46,679.45,94.9,64480,19.87,BT_46,2026-05-15,2026-12-14,2672,0.563,163.86,0.56,53.32,4684.09,444520.14,41.62,0
2015,100724,COTTON,835.81,755.67,79.11,59781,85.89,OPV_97,2015-02-08,2015-08-25,3061,0.61,258.91,3.34,95.91,7632.07,603773.06,17.79,0
2023,100725,OILSEEDS,2366.62,1753.28,113.07,198243,0.04,IR_91,2023-05-23,2023-10-09,1301,0.733,182.26,0.8,75.52,1810.18,204677.05,28.86,1
2017,100726,SUGARCANE,3942.25,3523.68,51.79,182491,19.34,ORG_45,2017-01-19,2017-05-16,3112,0.276,268.87,1.48,73.97,7599.26,393565.68,9.11,1
2018,100727,COTTON,103.31,75.95,42.85,3254,10.26,BT_77,2018-05-01,2018-08-28,2385,0.299,46.21,8.91,45.44,1306.9,56000.67,58.74,0
2020,100728,PULSES,4749.97,3383.36,101.85,344595,25.55,BT_60,2020-04-19,2020-11-14,1204,0.71,261.0,5.85,29.11,4564.44,464888.21,5.31,0
2021,100729,MILLET,4353.34,3915.71,101.71,398267,96.32,DT_08,2021-06-13,2021-09-07,2876,0.28,219.98,3.31,25.17,4456.33,453253.32,25.18,0
2021,100730,WHEAT,113.98,104.17,62.38,6498,58.58,OPV_76,2021-04-22,2021-08-28,1050,0.781,215.47,6.73,83.74,3505.92,218699.29,31.14,0
2022,100731,RICE,3028.23,2656.07,96.88,257320,95.41,HT_13,2022-01-31,2022-06-01,1666,0.673,272.1,5.06,39.37,6159.03,596686.83,20.84,0
2024,100732,COFFEE,4323.89,3075.08,52.65,161903,80.52,BT_56,2024-06-20,2024-08-25,1318,0.181,192.85,3.95,29.23,3767.44,198355.72,1.7,0
2018,100733,COTTON,4100.92,3293.92,117.04,385520,24.87,DT_07,2018-03-25,2018-09-18,2478,0.635,232.9,1.93,55.85,7017.08,821279.04,38.9,0
2021,100734,MAIZE,4231.36,4049.39,45.38,183761,61.64,BT_30,2021-03-23,2021-08-08,1043,0.722,195.44,3.76,49.72,2140.58,97139.52,22.96,1
2025,100735,COTTON,1718.16,1428.36,48.48,69247,15.92,OPV_42,2025-01-05,2025-04-03,1255,0.311,156.77,7.71,29.62,4831.43,234227.73,10.67,0
2012,100736,MILLET,512.15,467.85,110.45,51674,66.32,ORG_34,2012-02-07,2012-07-03,2079,0.397,277.16,1.24,95.61,6664.93,736141.52,53.25,1
2012,100737,COTTON,4997.22,4161.49,12.57,52310,54.8,BT_36,2012-01-07,2012-07-11,1339,0.695,73.5,10.5,44.04,6642.98,83502.26,8.72,1
2010,100738,COFFEE,2442.2,2031.14,70.31,142809,99.84,OPV_53,2010-02-17,2010-08-28,2194,0.627,267.7,11.75,74.68,5888.57,414025.36,58.91,0
2018,100739,SUGARCANE,1882.63,1826.18,112.94,206249,32.02,IR_10,2018-06-27,2018-09-29,1572,0.827,213.71,9.55,57.9,1495.67,168920.97,55.05,0
2025,100740,TEA,1601.75,1509.13,75.66,114181,72.01,BT_90,2025-06-15,2026-01-02,2771,0.224,88.05,10.04,46.02,3952.67,299059.01,35.46,1
2015,100741,RICE,2821.8,2448.47,14.45,35380,34.76,ORG_91,2015-02-07,2015-04-24,2437,0.065,218.47,6.84,94.74,6039.88,87276.27,42.82,0
2014,100742,SUGARCANE,1115.26,931.95,68.3,63652,67.47,IR_30,2014-05-26,2014-12-02,3071,0.144,166.49,8.18,31.45,848.78,57971.67,36.58,0
2021,100743,COFFEE,642.43,638.07,76.75,48972,52.98,BT_21,2021-02-19,2021-06-22,3151,0.774,296.98,10.03,2.95,7487.55,574669.46,43.72,1
2013,100744,SUGARCANE,2891.31,2847.1,51.39,146312,40.76,BT_61,2013-02-05,2013-07-02,1239,0.311,61.45,5.16,25.2,1453.29,74684.57,15.63,1
2021,100745,SPICES,3183.39,2552.81,92.2,235369,52.39,HYB_78,2021-01-16,2021-08-06,942,0.373,58.87,11.56,52.91,833.56,76854.23,23.09,1
2021,100746,WHEAT,4780.77,3616.87,77.54,280452,18.18,OPV_45,2021-01-25,2021-05-04,2239,0.574,268.52,8.48,87.97,2077.94,161123.47,8.93,0
2010,100747,COFFEE,241.93,208.37,115.3,24025,94.07,ORG_40,2010-03-16,2010-06-11,1638,0.18,160.36,10.8,49.77,5145.22,593243.87,59.84,0
2024,100748,SPICES,2762.5,2256.01,58.17,131232,11.64,HT_09,2024-03-27,2024-07-28,1678,0.239,247.1,2.26,40.43,3379.91,196609.36,55.0,0
2013,100749,TEA,500.22,448.42,110.13,49384,56.3,BT_69,2013-05-14,2013-10-21,2617,0.643,91.94,1.63,76.35,2909.31,320402.31,37.58,1
2022,100750,WHEAT,2477.8,2099.62,44.01,92404,48.41,DT_40,2022-05-08,2022-09-18,2650,0.699,162.99,0.5,94.68,3011.26,132525.55,35.25,0
2015,100751,SPICES,1602.59,1144.87,11.13,12742,96.68,DT_25,2015-04-01,2015-10-15,926,0.825,263.37,8.86,52.4,2083.69,23191.47,22.25,0
2016,100752,WHEAT,2313.31,1748.2,32.82,57376,32.03,BT_27,2016-05-06,2016-08-26,2171,0.613,23.12,4.58,90.03,1637.58,53745.38,17.43,0
2020,100753,MAIZE,4936.07,4679.25,49.64,232278,83.78,HYB_20,2020-02-06,2020-09-06,1391,0.669,265.76,5.07,57.05,7018.95,348420.68,37.57,1
2018,100754,SUGARCANE,3466.89,2859.37,54.33,155350,27.81,OPV_63,2018-03-06,2018-10-05,825,0.693,22.12,9.21,12.89,5764.4,313179.85,4.23,1
2015,100755,OILSEEDS,379.18,326.51,26.75,8734,74.01,BT_92,2015-06-27,2015-12-05,1484,0.286,258.1,3.14,76.1,3643.32,97458.81,53.14,1
2012,100756,TEA,4239.95,3223.36,66.04,212871,3.57,DT_14,2012-01-29,2012-05-26,891,0.388,34.25,8.32,6.74,3938.83,260120.33,22.25,0
2024,100757,COFFEE,3857.18,3467.08,64.41,223315,97.45,ORG_27,2024-03-22,2024-06-01,2165,0.949,108.99,11.4,92.18,3320.84,213895.3,12.04,0
2022,100758,SUGARCANE,807.83,636.2,15.13,9626,18.4,OPV_43,2022-06-18,2022-12-07,861,0.441,254.59,7.22,28.78,1959.91,29653.44,32.83,1
2013,100759,SPICES,372.4,318.56,9.96,3173,72.05,BT_42,2013-04-05,2013-06-13,1144,0.104,77.76,4.57,56.27,6658.68,66320.45,46.12,1
2017,100760,SPICES,224.22,193.65,10.22,1979,82.4,DT_74,2017-06-15,2017-11-20,1478,0.616,140.4,8.98,68.29,5210.78,53254.17,20.71,0
2024,100761,OILSEEDS,4601.16,3432.2,68.08,233664,36.01,OPV_37,2024-06-12,2024-09-24,3111,0.388,84.59,1.92,74.0,3908.5,266090.68,17.99,1
2023,100762,TEA,4265.83,4249.82,22.0,93496,62.65,OPV_52,2023-04-18,2023-10-01,1905,0.452,286.19,5.56,33.78,5590.69,122995.18,7.99,0
2017,100763,MILLET,3577.32,3114.11,114.18,355569,72.93,ORG_80,2017-04-04,2017-09-29,2116,0.764,128.38,7.73,21.35,1817.59,207532.43,6.52,0
2019,100764,COFFEE,2089.98,1588.01,45.82,72763,88.99,BT_50,2019-05-13,2019-10-30,1233,0.443,211.25,4.63,66.7,2767.9,126825.18,44.76,0
2014,100765,SPICES,2039.29,1905.83,30.15,57461,41.13,DT_32,2014-02-03,2014-08-06,1559,0.933,187.57,8.82,87.59,5668.56,170907.08,47.22,1
2010,100766,RICE,1690.97,1229.31,112.34,138101,35.67,BT_20,2010-02-24,2010-07-12,2818,0.363,273.68,7.0,82.83,4220.63,474145.57,42.22,1
2013,100767,TEA,841.07,810.93,26.28,21311,11.84,HT_53,2013-02-10,2013-09-01,2126,0.47,295.16,8.28,90.37,7828.1,205722.47,39.83,1
2024,100768,WHEAT,3790.58,2807.61,50.67,142262,37.94,OPV_99,2024-01-06,2024-08-03,2451,0.818,279.97,7.02,18.18,7236.71,366684.1,58.22,0
2021,100769,COTTON,4939.69,4771.48,15.72,75008,13.49,IR_87,2021-04-11,2021-07-18,1066,0.935,288.52,2.37,63.42,2904.92,45665.34,47.57,0
2021,100770,COFFEE,4918.68,4173.13,77.65,324044,59.03,OPV_47,2021-03-06,2021-06-23,2032,0.982,272.24,0.28,31.86,2001.55,155420.36,38.96,0
2018,100771,OILSEEDS,4980.96,3991.02,38.56,153894,99.51,BT_59,2018-06-18,2018-09-06,1599,0.031,262.89,11.12,1.07,4930.3,190112.37,18.16,1
2025,100772,SUGARCANE,1972.57,1792.25,38.27,68589,37.51,IR_66,2025-04-19,2025-09-30,2497,0.132,110.41,3.14,19.29,2827.82,108220.67,5.0,1
2012,100773,SPICES,4571.04,4381.08,108.33,474602,2.3,OPV_98,2012-01-28,2012-05-29,979,0.373,54.66,9.62,77.89,7018.57,760321.69,0.58,1
2020,100774,COFFEE,398.39,348.52,116.15,40481,96.91,BT_43,2020-06-19,2020-09-14,2270,0.056,50.23,11.02,92.66,2136.14,248112.66,43.1,1
2023,100775,SPICES,1203.72,860.66,16.89,14537,32.04,HT_25,2023-05-02,2023-08-20,2500,0.495,214.82,5.63,73.16,5061.05,85481.13,51.65,1
2026,100776,RICE,443.81,440.37,37.49,16509,87.82,HT_25,2026-06-29,2026-09-28,2487,0.076,64.24,3.86,99.2,1969.45,73834.68,38.12,0
2023,100777,TEA,3220.95,2465.56,36.11,89031,34.48,OPV_68,2023-01-02,2023-05-06,1475,0.161,27.87,5.93,90.27,1234.91,44592.6,45.34,1
2024,100778,RICE,4886.98,4409.77,43.66,192531,77.14,IR_90,2024-06-23,2025-01-24,2428,0.066,86.11,10.08,45.08,6143.79,268237.87,28.83,0
2025,100779,COTTON,2752.29,2541.71,33.55,85274,17.06,BT_46,2025-04-15,2025-10-11,2912,0.324,240.91,11.34,40.32,7054.51,236678.81,27.86,1
2022,100780,SUGARCANE,4750.69,4570.2,96.29,440065,38.15,ORG_81,2022-02-08,2022-07-20,1678,0.434,247.05,10.86,15.1,7611.51,732912.3,13.02,1
2025,100781,MAIZE,1390.91,1056.16,63.7,67277,15.83,ORG_71,2025-03-13,2025-07-09,1256,0.607,154.75,5.22,85.16,4308.86,274474.38,39.95,1
2013,100782,WHEAT,4767.1,4346.68,76.08,330695,14.15,HT_64,2013-02-25,2013-08-10,1977,0.957,193.14,4.06,31.06,5253.06,399652.8,36.7,0
2026,100783,PULSES,1738.43,1411.62,85.11,120143,12.81,HT_61,2026-01-17,2026-03-22,1873,0.417,70.74,3.91,23.34,7077.49,602365.17,18.75,0
2025,100784,PULSES,2797.23,2442.45,45.08,110106,19.44,OPV_42,2025-06-11,2026-01-03,3131,0.229,181.92,2.84,81.97,4317.83,194647.78,28.19,1
2026,100785,WHEAT,1951.51,1452.91,44.03,63972,52.92,DT_78,2026-03-10,2026-05-26,1879,0.777,239.47,3.31,14.31,6903.96,303981.36,3.54,1
2010,100786,COTTON,1813.04,1606.71,70.93,113964,78.37,IR_63,2010-03-22,2010-10-22,2920,0.2,245.11,2.26,92.37,5156.59,365756.93,17.74,1
2016,100787,TEA,4004.3,3142.32,96.56,303422,42.3,ORG_02,2016-03-17,2016-07-21,1290,0.296,18.36,7.73,42.14,3454.15,333532.72,46.55,0
2024,100788,SPICES,1941.0,1450.11,57.74,83729,31.41,IR_59,2024-03-11,2024-06-29,2495,0.453,57.24,1.54,95.61,1692.19,97707.05,52.06,0
2021,100789,MAIZE,1610.58,1475.53,69.61,102712,62.89,BT_42,2021-04-12,2021-07-26,1584,0.836,20.01,3.39,56.56,4893.41,340630.27,53.0,1
2014,100790,OILSEEDS,366.2,263.8,24.98,6590,52.28,BT_31,2014-01-24,2014-06-25,3134,0.338,129.67,9.01,49.25,4724.8,118025.5,31.48,0
2022,100791,MAIZE,2763.08,2008.32,31.21,62680,15.91,ORG_34,2022-02-28,2022-06-29,936,0.684,17.03,7.71,69.73,4246.59,132536.07,2.53,0
2014,100792,MAIZE,2527.89,2014.44,92.67,186678,67.03,HYB_66,2014-03-16,2014-09-18,856,0.715,130.33,0.82,20.01,1059.24,98159.77,13.77,0
2021,100793,WHEAT,2928.84,2373.64,108.64,257872,16.42,OPV_20,2021-05-18,2021-07-18,2996,0.744,91.61,6.68,51.09,1951.02,211958.81,12.1,0
2020,100794,MILLET,1668.94,1298.61,21.35,27725,28.54,HYB_58,2020-06-03,2020-12-11,2648,0.205,42.68,4.65,10.67,7518.2,160513.57,12.33,0
2019,100795,SPICES,1111.0,975.43,41.98,40949,46.38,BT_81,2019-02-28,2019-09-21,2936,0.844,72.87,0.29,1.24,6773.03,284331.8,51.62,1
2022,100796,COTTON,2316.53,1893.13,92.43,174982,92.08,DT_72,2022-06-02,2022-10-13,2708,0.667,281.97,0.93,10.73,801.95,74124.24,1.87,1
2010,100797,PULSES,4654.29,3681.7,50.72,186736,56.81,OPV_13,2010-01-14,2010-06-17,1317,0.191,132.72,10.52,7.61,3805.91,193035.76,1.34,0
2013,100798,PULSES,752.1,629.57,112.41,70770,98.33,OPV_16,2013-06-12,2013-08-18,2913,0.932,60.63,1.35,72.48,4077.76,458381.0,53.19,0
2018,100799,PULSES,161.67,140.49,15.09,2120,69.18,OPV_09,2018-04-12,2018-09-15,872,0.497,250.83,4.95,97.29,4952.68,74735.94,2.64,1
2018,100800,PULSES,3608.41,2745.31,37.94,104157,67.12,ORG_25,2018-03-02,2018-08-23,2745,0.996,22.8,6.76,85.7,4824.4,183037.74,42.18,0
2011,100801,PULSES,1851.97,1628.65,59.1,96253,47.25,OPV_48,2011-06-18,2011-11-20,2543,0.541,103.01,7.67,40.7,4977.52,294171.43,22.33,0
2019,100802,MAIZE,4080.43,3776.43,63.39,239388,54.23,IR_56,2019-01-23,2019-08-25,1408,0.138,278.17,7.75,45.08,4682.32,296812.26,40.82,0
2020,100803,TEA,4595.58,4571.75,24.25,110865,34.16,BT_96,2020-02-10,2020-09-03,1135,0.816,69.69,8.32,8.17,3816.63,92553.28,6.71,0
2011,100804,TEA,563.89,395.41,112.66,44547,66.46,OPV_95,2011-02-28,2011-07-23,1974,0.325,252.58,4.48,93.69,4566.47,514458.51,49.16,1
2021,100805,SUGARCANE,3454.61,3442.12,33.29,114588,64.39,OPV_89,2021-02-18,2021-04-19,2944,0.969,241.98,5.94,91.58,5803.55,193200.18,18.39,0
2019,100806,MILLET,2732.74,1992.1,99.22,197656,2.35,HYB_38,2019-01-31,2019-05-24,1246,0.776,30.69,3.04,95.1,3837.81,380787.51,21.45,1
2019,100807,COTTON,1969.35,1501.7,55.99,84080,58.97,DT_82,2019-06-07,2020-01-04,900,0.491,19.14,3.84,3.1,5844.55,327236.35,51.67,1
2013,100808,SUGARCANE,3458.53,3064.5,47.32,145012,97.14,DT_04,2013-04-08,2013-06-16,3111,0.759,35.18,3.03,9.2,2566.8,121460.98,49.84,0
2013,100809,OILSEEDS,1930.26,1546.55,75.6,116919,46.93,IR_40,2013-05-22,2013-11-13,1320,0.411,12.99,1.54,86.27,6422.01,485503.96,56.13,1
2026,100810,MAIZE,2342.74,2129.88,51.48,109646,92.5,BT_93,2026-01-13,2026-05-17,2206,0.698,152.42,10.83,29.34,1971.77,101506.72,17.42,1
2013,100811,SPICES,816.24,776.42,30.3,23526,48.62,HYB_50,2013-06-17,2013-09-30,2654,0.044,62.98,4.08,68.3,6887.88,208702.76,13.72,1
2013,100812,WHEAT,863.94,638.97,117.63,75162,60.52,HYB_57,2013-05-08,2013-10-08,2706,0.43,215.44,10.77,36.83,4713.09,554400.78,25.12,1
2023,100813,TEA,3525.14,2538.39,17.77,45107,87.78,BT_46,2023-05-02,2023-10-11,2017,0.243,279.08,1.65,2.41,1421.92,25267.52,11.21,1
2021,100814,TEA,1351.88,973.42,96.48,93916,18.55,DT_15,2021-05-24,2021-08-02,1357,0.147,48.63,8.42,1.12,1231.96,118859.5,47.29,1
2018,100815,COFFEE,2676.07,2116.78,98.88,209307,31.95,OPV_62,2018-02-24,2018-06-12,2394,0.478,72.1,2.07,55.3,5314.61,525508.64,51.52,1
2014,100816,TEA,769.74,714.44,61.5,43938,98.99,HYB_73,2014-02-12,2014-06-15,2305,0.414,191.43,11.25,82.8,3726.02,229150.23,45.14,1
2020,100817,SUGARCANE,186.94,168.53,112.25,18917,39.08,HT_29,2020-02-02,2020-08-02,2276,0.79,267.74,7.75,75.54,1932.45,216917.51,35.94,1
2012,100818,SUGARCANE,3019.12,2491.36,70.91,176662,70.45,ORG_19,2012-06-13,2012-08-22,1687,0.393,144.71,9.68,91.71,2985.18,211679.11,32.12,1
2019,100819,OILSEEDS,2581.63,2106.17,105.57,222348,68.85,BT_72,2019-06-24,2020-01-24,2238,0.786,49.81,4.04,69.14,7821.63,825729.48,31.96,0
2012,100820,PULSES,3164.15,3101.65,105.97,328682,59.44,OPV_41,2012-03-23,2012-07-22,2158,0.349,98.84,9.91,51.77,3763.08,398773.59,15.83,1
2016,100821,COFFEE,4458.22,3307.03,94.23,311621,29.5,BT_88,2016-04-02,2016-10-17,2127,0.204,144.18,6.24,11.72,6003.75,565733.36,17.49,1
2020,100822,MAIZE,4442.0,4188.24,50.0,209412,39.16,BT_35,2020-05-25,2020-11-18,2090,0.146,185.74,3.03,96.65,6654.42,332721.0,59.03,1
2016,100823,PULSES,4642.64,3883.23,118.98,462027,58.36,IR_66,2016-05-25,2016-11-08,1278,0.051,134.04,11.78,59.53,4229.85,503267.55,23.21,1
2015,100824,WHEAT,1838.61,1729.01,14.1,24379,84.72,IR_14,2015-05-21,2015-12-04,1444,0.784,278.47,8.24,20.49,7217.44,101765.9,33.99,1
2020,100825,COFFEE,3611.88,2836.25,34.96,99155,22.04,HT_74,2020-03-09,2020-09-26,1649,0.236,16.66,7.01,76.24,2037.26,71222.61,57.98,1
2010,100826,MAIZE,501.33,462.29,117.61,54370,26.97,DT_16,2010-01-25,2010-05-28,2829,0.221,143.26,1.99,17.35,2386.46,280671.56,6.44,1
2019,100827,SUGARCANE,2919.21,2568.66,51.31,131798,21.34,HYB_11,2019-04-15,2019-10-05,1862,0.739,121.5,7.38,38.02,4697.11,241008.71,16.3,0
2025,100828,SUGARCANE,3958.46,3393.12,44.07,149535,49.9,HT_50,2025-04-24,2025-11-25,1293,0.145,32.43,10.04,68.33,2012.35,88684.26,24.24,1
2021,100829,SUGARCANE,1407.0,1286.67,108.63,139771,37.94,DT_04,2021-06-25,2022-01-15,1386,0.698,141.15,9.6,38.89,3285.33,356885.4,22.86,0
2024,100830,SUGARCANE,492.83,382.67,33.6,12858,36.66,IR_62,2024-02-10,2024-05-23,1326,0.585,159.98,6.37,19.57,1061.31,35660.02,22.89,1
2017,100831,WHEAT,3550.17,2654.2,76.93,204188,55.28,IR_11,2017-05-15,2017-09-17,1887,0.293,258.97,3.34,91.6,2449.44,188435.42,18.7,0
2017,100832,WHEAT,3123.68,2723.17,95.71,260635,87.18,ORG_95,2017-02-15,2017-06-28,2115,0.942,269.53,2.83,80.77,2206.77,211209.96,42.75,1
2013,100833,PULSES,4095.58,3086.51,21.9,67595,46.25,ORG_48,2013-02-15,2013-05-25,2081,0.187,238.2,3.91,17.18,2760.83,60462.18,48.8,0
