biz_trade_shipment_month,biz_trade_port_of_entry_code,biz_trade_hs_code_6,biz_trade_trade_direction_code,biz_trade_trade_value_usd,biz_trade_trade_weight_kg,biz_trade_country_partner_code,biz_trade_transport_mode_code,biz_trade_containerized_flag,biz_trade_freight_rate_index,biz_trade_customs_clearance_hours,biz_trade_inspection_rate_pct,biz_trade_tariff_rate_effective_pct,biz_trade_trade_remedy_flag,biz_trade_origin_supply_chain_risk,biz_trade_destination_demand_index,biz_trade_seasonality_factor,biz_trade_re_export_flag,biz_trade_trade_finance_constraint_flag,biz_trade_data_release_version
2062-11,LGB,500093,IMPORT,5204723405.39,18540505.9,IT,OCEAN,0,167.27,87.17,34.345,40.341,0,31.88,17.33,1.2251,0,0,REL0000551
2062-12,HOU,651329,IMPORT,6470079819.36,36736689.63,FR,OCEAN,1,228.7,26.84,24.97,31.685,0,46.97,80.32,0.6643,0,0,REL0000552
2063-01,OAK,994883,REEXPORT,3508962920.43,10029394.08,IN,TRUCK,1,206.26,87.56,21.518,35.287,0,27.5,5.86,1.3098,1,0,REL0000553
2063-02,NOR,992531,IMPORT,7005688243.42,83169206.11,KR,TRUCK,1,63.68,170.96,27.141,2.323,0,3.65,93.08,0.6574,0,0,REL0000554
2063-03,NYC,831904,EXPORT,5188937584.24,67499774.26,AU,TRUCK,1,191.37,198.41,26.624,15.229,0,33.74,74.47,0.902,0,0,REL0000555
2063-04,HOU,794242,IMPORT,89073658.2,43947420.83,NL,RAIL,0,200.91,88.82,4.96,33.844,0,40.85,92.64,1.1729,0,1,REL0000556
2063-05,OAK,580822,IMPORT,2019598306.76,36033621.87,ES,OCEAN,1,50.88,76.75,28.024,33.263,0,54.47,54.81,0.5396,0,0,REL0000557
2063-06,MIA,439107,EXPORT,975725330.66,70596178.92,MY,OCEAN,1,122.16,96.08,33.743,34.912,0,33.34,35.63,1.4566,0,1,REL0000558
2063-07,NOR,592572,EXPORT,6288533001.19,41524844.36,NL,OCEAN,1,203.95,105.61,26.546,20.75,0,92.55,89.04,1.1687,0,0,REL0000559
2063-08,MIA,480041,EXPORT,1116291445.95,58277993.27,TW,TRUCK,1,151.08,66.2,3.934,16.15,0,16.19,37.62,1.0289,0,0,REL0000560
2063-09,HOU,471882,EXPORT,2463140614.74,7593447.39,MX,TRUCK,0,201.9,99.3,25.838,32.367,0,51.27,85.42,0.8691,0,1,REL0000561
2063-10,NOR,604848,EXPORT,5298340622.32,26350334.05,CN,AIR,0,179.87,50.88,32.14,25.045,0,3.34,4.73,1.4096,0,0,REL0000562
2063-11,MIA,367572,IMPORT,190555782.73,32640921.81,NL,OCEAN,1,223.4,100.49,2.868,28.118,0,79.91,11.55,0.987,0,0,REL0000563
2063-12,OAK,701102,IMPORT,4503776227.32,2284131.18,AU,OCEAN,1,211.52,98.69,15.688,9.975,1,78.01,78.96,0.6122,0,0,REL0000564
2064-01,OAK,331644,IMPORT,4946355331.9,41518881.94,FR,AIR,1,126.73,11.65,11.087,21.681,0,91.33,64.79,1.0389,0,0,REL0000565
2064-02,SEA,838219,IMPORT,4130633414.3,81469175.28,ID,OCEAN,0,166.74,9.1,32.336,35.039,0,16.57,56.92,1.3444,0,0,REL0000566
2064-03,NYC,168836,IMPORT,5776053973.87,74299199.63,KR,OCEAN,1,74.78,150.41,19.05,28.95,1,26.43,11.62,0.7946,0,0,REL0000567
2064-04,CHI,191065,IMPORT,6794369802.35,54081092.46,ES,OCEAN,1,86.04,227.19,27.279,36.806,0,9.66,11.83,1.0486,0,0,REL0000568
2064-05,HOU,923620,IMPORT,6411386524.37,18535057.08,KR,OCEAN,0,230.37,9.21,29.514,19.461,0,92.85,97.44,1.1937,0,1,REL0000569
2064-06,HOU,416469,EXPORT,4228321945.68,19448171.28,IN,OCEAN,1,215.62,10.14,31.065,34.098,0,31.88,81.84,1.4901,0,0,REL0000570
2064-07,SEA,447678,IMPORT,4647227293.58,19148678.22,CA,OCEAN,1,208.61,12.94,25.966,1.727,0,96.32,34.64,0.7138,0,0,REL0000571
2064-08,NYC,184721,IMPORT,767949520.78,5821488.99,ID,OCEAN,1,208.53,80.49,16.284,8.031,0,5.33,52.66,0.9233,0,0,REL0000572
2064-09,HOU,679821,IMPORT,803954247.99,57066800.79,IN,TRUCK,1,176.92,148.34,14.927,37.478,0,38.04,48.46,1.0363,0,0,REL0000573
2064-10,NYC,407765,IMPORT,2486466759.67,74260489.14,ES,OCEAN,1,84.84,44.23,2.063,40.381,0,16.39,56.06,1.4242,0,0,REL0000574
2064-11,SEA,251438,EXPORT,7460527136.62,38261898.66,JP,OCEAN,1,188.45,65.85,25.656,2.95,0,43.17,47.03,0.8504,0,0,REL0000575
2064-12,CHI,798479,IMPORT,7770218083.53,50316967.64,TW,AIR,1,159.7,133.84,22.354,15.887,0,86.91,29.8,1.3428,0,0,REL0000576
2065-01,NYC,204798,EXPORT,1967302076.69,13119458.19,GB,RAIL,1,82.06,134.01,26.229,29.759,1,85.34,82.99,1.1008,0,0,REL0000577
2065-02,LGB,970460,EXPORT,3462161215.05,28401556.55,BR,OCEAN,0,235.91,44.0,6.45,43.99,0,70.05,6.82,1.2191,0,0,REL0000578
2065-03,OAK,383245,IMPORT,5139636620.39,39920171.56,ID,AIR,1,128.25,14.05,15.054,27.852,0,95.44,6.46,1.3687,0,1,REL0000579
2065-04,HOU,478027,IMPORT,217532888.7,70699655.19,MX,OCEAN,0,210.36,233.47,2.654,19.567,0,53.76,71.78,1.263,0,1,REL0000580
2065-05,HOU,704068,EXPORT,3097247091.81,2470035.1,BR,TRUCK,1,140.59,192.75,16.984,43.971,0,14.19,72.05,1.0181,0,1,REL0000581
2065-06,LGB,766697,EXPORT,7798411738.66,9943718.6,JP,RAIL,0,153.4,14.11,13.892,13.606,0,29.58,24.89,0.645,0,0,REL0000582
2065-07,HOU,649388,IMPORT,4118010041.45,53613728.31,FR,AIR,1,86.42,167.1,22.088,42.839,0,15.14,85.85,1.2148,0,0,REL0000583
2065-08,LGB,539699,EXPORT,5441060663.68,55220593.12,CN,OCEAN,0,226.78,29.54,26.426,20.374,0,44.77,45.83,1.0249,0,0,REL0000584
2065-09,LGB,684494,IMPORT,1946502746.44,38148162.04,AU,AIR,1,121.22,49.42,31.32,27.33,0,5.43,50.97,0.9213,0,0,REL0000585
2065-10,MIA,327933,IMPORT,4382907344.03,64634477.11,ID,TRUCK,1,166.73,117.57,6.112,47.875,0,99.48,94.95,0.527,0,1,REL0000586
2065-11,LAX,220771,IMPORT,2721744761.73,60083430.3,KR,TRUCK,1,134.35,189.52,19.36,27.448,0,75.88,38.3,0.5234,0,0,REL0000587
2065-12,CHI,951152,EXPORT,1716098110.81,9591464.63,BR,OCEAN,1,182.54,37.13,32.114,42.94,0,8.67,69.63,1.2845,0,0,REL0000588
2066-01,SEA,480618,EXPORT,3919768171.28,79592824.1,VN,RAIL,0,248.46,100.46,13.351,20.535,0,96.04,13.35,1.2954,0,1,REL0000589
2066-02,MIA,867726,IMPORT,7361983660.32,51901546.82,CN,AIR,0,103.67,159.43,0.459,36.488,0,59.42,32.25,1.1528,0,0,REL0000590
2066-03,HOU,298396,IMPORT,5040219798.07,40154419.87,AU,OCEAN,1,128.79,117.07,30.771,27.882,0,96.27,78.93,0.8852,1,0,REL0000591
2066-04,HOU,143268,EXPORT,4088796556.19,51095213.48,IT,OCEAN,1,74.23,230.73,5.403,35.386,0,53.26,95.1,0.7309,0,1,REL0000592
2066-05,LAX,697175,IMPORT,6153180280.07,79757109.48,GB,OCEAN,1,63.66,33.15,19.954,10.023,1,4.78,25.92,1.2835,0,0,REL0000593
2066-06,OAK,758594,IMPORT,6764626121.68,13930068.19,TH,OCEAN,0,162.08,191.01,10.567,5.046,0,91.07,43.14,0.7935,0,0,REL0000594
2066-07,NYC,840441,EXPORT,4613781304.35,16791193.33,TH,PIPELINE,1,244.88,69.12,11.707,10.176,0,34.06,32.38,0.839,0,0,REL0000595
2066-08,SAV,179710,IMPORT,7353337404.59,27364233.84,DE,RAIL,0,145.97,157.5,29.824,18.968,0,24.6,69.19,1.2876,0,0,REL0000596
2066-09,HOU,356090,IMPORT,5008329662.33,43064443.67,MY,OCEAN,1,131.48,126.63,18.204,0.894,0,75.58,84.59,0.5453,0,1,REL0000597
2066-10,OAK,912906,IMPORT,7329410328.03,68529510.48,MY,AIR,1,124.47,64.55,14.098,45.921,0,50.31,30.99,1.0128,0,0,REL0000598
2066-11,MIA,878759,IMPORT,5670070426.19,71672928.55,MX,OCEAN,0,153.58,138.57,16.193,48.609,0,91.76,52.63,0.8445,0,1,REL0000599
2066-12,HOU,784009,IMPORT,1168997564.8,38380665.84,ES,AIR,0,155.36,122.82,15.98,4.039,0,71.5,25.79,0.6971,0,0,REL0000600
2067-01,CHI,793956,EXPORT,5815537225.36,25539873.3,TH,OCEAN,1,69.51,8.32,32.339,44.35,0,62.15,46.32,0.887,0,0,REL0000601
2067-02,SEA,516593,EXPORT,2660441039.26,50772143.08,ID,AIR,1,90.48,183.14,28.291,31.093,0,9.33,5.9,0.8623,0,1,REL0000602
2067-03,HOU,649772,IMPORT,6727301109.8,40696576.88,MY,OCEAN,0,146.61,238.26,25.633,4.284,1,44.31,0.13,1.3067,0,1,REL0000603
2067-04,OAK,981361,IMPORT,2999819451.73,41947052.13,ES,OCEAN,1,61.33,172.58,5.504,20.954,0,43.52,10.23,0.7568,0,1,REL0000604
2067-05,HOU,502259,EXPORT,7484172947.75,3575576.96,DE,TRUCK,1,114.53,170.69,34.554,26.153,0,8.42,37.02,1.4808,0,0,REL0000605
2067-06,SEA,671767,EXPORT,2335427938.33,37171422.07,IT,OCEAN,1,182.52,51.27,14.828,27.302,0,22.2,25.01,0.6159,0,1,REL0000606
2067-07,LGB,110462,IMPORT,1153608501.23,79655460.18,CN,OCEAN,1,116.64,125.38,9.341,40.404,0,36.16,83.4,1.3359,0,0,REL0000607
2067-08,SEA,191622,EXPORT,2229035924.47,42712539.31,NL,OCEAN,0,236.61,220.56,34.581,29.825,0,69.09,67.71,0.8228,0,0,REL0000608
2067-09,CHI,851880,IMPORT,4675352391.07,20525636.57,SG,RAIL,0,162.37,20.7,27.38,47.433,0,77.3,51.12,0.5204,0,1,REL0000609
2067-10,SEA,347082,EXPORT,3686312138.98,21477540.64,BR,AIR,1,168.75,127.43,23.827,2.239,0,56.84,75.56,0.82,0,0,REL0000610
2067-11,NOR,582329,IMPORT,4887654294.94,74387632.56,ID,OCEAN,0,233.1,162.47,0.841,27.325,0,71.67,39.09,1.2773,0,0,REL0000611
2067-12,SAV,971402,IMPORT,3803856680.34,5905567.45,VN,OCEAN,1,147.63,28.36,21.392,42.327,0,18.76,34.69,1.0781,0,0,REL0000612
2068-01,NOR,820018,EXPORT,4541382540.09,27718482.7,DE,OCEAN,1,75.63,97.52,2.517,17.311,0,84.74,68.35,0.5046,0,0,REL0000613
2068-02,CHI,797042,IMPORT,3280588311.4,69406984.24,JP,TRUCK,1,170.13,123.23,8.101,32.078,0,28.38,88.07,0.8,0,0,REL0000614
2068-03,LAX,628720,EXPORT,6036976149.09,74417465.15,CN,TRUCK,1,118.0,233.32,25.086,29.585,0,5.24,21.68,1.0618,0,1,REL0000615
2068-04,SAV,227114,EXPORT,939816391.64,61256776.98,MY,POSTAL,1,98.6,45.97,19.463,49.591,0,27.64,9.85,1.3251,0,1,REL0000616
2068-05,HOU,220788,EXPORT,1590713943.94,79185588.71,ID,AIR,1,207.29,22.96,13.509,30.313,0,89.37,2.37,0.8988,0,1,REL0000617
2068-06,LAX,978300,EXPORT,3909696918.03,13597585.72,CA,OCEAN,1,154.78,44.73,8.026,25.344,0,69.08,59.29,0.6604,0,0,REL0000618
2068-07,LGB,454353,IMPORT,6520839974.58,77298909.76,VN,RAIL,0,99.06,110.86,25.758,44.175,0,65.88,82.8,1.2678,0,0,REL0000619
2068-08,OAK,168896,IMPORT,178312079.24,76979581.45,ES,AIR,0,200.45,80.16,6.349,8.181,0,69.79,76.44,0.6456,0,0,REL0000620
2068-09,LGB,158852,IMPORT,6472875814.94,29576109.36,MY,OCEAN,1,148.92,207.1,1.569,4.894,1,28.38,38.21,1.0714,0,0,REL0000621
2068-10,MIA,139234,IMPORT,74275564.76,2532578.34,TH,OCEAN,0,116.74,219.66,29.176,47.702,0,32.92,47.32,1.1887,0,1,REL0000622
2068-11,LGB,128384,EXPORT,5524393983.07,41013223.29,IN,TRUCK,0,80.96,30.22,15.447,3.581,0,96.67,32.64,1.1549,0,0,REL0000623
2068-12,OAK,631497,EXPORT,1312089154.14,67146256.67,AU,OCEAN,0,197.39,171.88,0.557,15.128,0,19.52,94.13,1.0357,0,1,REL0000624
2069-01,SAV,389573,IMPORT,5546850761.0,36512845.12,BR,OCEAN,1,248.42,10.01,30.992,9.217,0,26.75,72.34,1.2187,0,0,REL0000625
2069-02,MIA,269615,IMPORT,3063689521.17,51917608.97,TH,OCEAN,1,235.01,195.22,4.678,20.044,1,8.5,96.51,1.4947,0,1,REL0000626
2069-03,SAV,705650,IMPORT,4211269280.77,71644139.04,CA,RAIL,1,63.16,46.87,14.736,48.663,0,97.85,79.87,1.4141,0,0,REL0000627
2069-04,SAV,956711,EXPORT,3649069246.37,65444601.75,IN,OCEAN,0,91.24,5.39,21.871,15.397,0,84.61,4.93,0.7164,0,0,REL0000628
2069-05,LAX,461419,IMPORT,7628422728.1,4223752.17,KR,TRUCK,0,118.13,22.15,7.185,7.481,0,49.14,84.76,1.437,0,0,REL0000629
2069-06,LAX,964278,IMPORT,723598811.97,63694960.62,BR,PIPELINE,1,190.38,205.09,6.101,25.777,0,16.67,13.39,1.3643,0,1,REL0000630
2069-07,MIA,395121,IMPORT,724836828.2,33520727.67,GB,AIR,1,104.12,233.3,12.505,42.27,0,18.11,38.82,0.5151,0,0,REL0000631
2069-08,OAK,123509,IMPORT,4377320456.18,31314548.68,AU,AIR,1,94.12,121.01,19.961,11.613,0,34.29,99.32,1.3428,0,0,REL0000632
2069-09,NYC,109800,EXPORT,5920798450.18,50209534.97,TH,AIR,0,65.34,175.69,31.09,0.986,0,1.77,79.8,0.7106,0,1,REL0000633
2069-10,HOU,948179,EXPORT,3077931559.09,19823126.64,ES,AIR,1,217.2,89.24,29.646,17.476,0,20.46,96.41,1.0061,0,0,REL0000634
2069-11,LGB,691088,EXPORT,5524529963.19,27545491.45,NL,AIR,1,60.14,36.14,10.195,29.36,0,47.21,23.7,1.0429,1,0,REL0000635
2069-12,HOU,831111,REEXPORT,5325667618.18,14781616.06,IT,OCEAN,1,138.16,40.19,10.62,31.866,0,11.45,2.18,0.5373,1,0,REL0000636
2070-01,HOU,751040,REEXPORT,7141121797.35,12240183.99,ID,OCEAN,0,222.86,137.25,12.316,23.061,0,30.15,8.16,1.1797,1,0,REL0000637
2070-02,SAV,680478,IMPORT,3337871703.34,84269824.85,AU,TRUCK,1,131.81,159.8,31.618,14.823,0,1.28,50.55,0.9336,0,0,REL0000638
2070-03,SAV,936924,EXPORT,709653674.85,52311953.42,NL,OCEAN,0,235.45,207.46,9.302,21.75,0,87.39,45.36,0.8074,0,0,REL0000639
2070-04,LAX,839102,IMPORT,7592468956.46,28676047.46,ID,RAIL,1,238.66,9.84,32.049,21.317,0,20.77,1.01,1.4449,0,0,REL0000640
2070-05,SEA,376967,IMPORT,2912803023.07,26973624.4,MX,OCEAN,0,214.9,183.45,23.939,7.6,0,33.87,48.88,1.4569,0,0,REL0000641
2070-06,OAK,791527,EXPORT,1327574040.39,11652503.89,AU,AIR,0,155.95,53.77,27.274,7.115,0,39.45,93.54,1.2365,0,0,REL0000642
2070-07,NOR,700135,IMPORT,3650908834.05,71224822.82,DE,OCEAN,0,70.09,29.61,23.798,33.993,0,44.35,72.95,1.3443,0,1,REL0000643
2070-08,NOR,988596,EXPORT,3503924646.69,981979.28,FR,AIR,1,117.5,18.29,15.643,11.281,0,87.85,19.22,1.2358,0,0,REL0000644
2070-09,MIA,669965,REEXPORT,1407191100.73,47198527.74,JP,OCEAN,1,210.24,48.65,16.188,5.257,0,90.33,18.79,0.6517,1,0,REL0000645
2070-10,OAK,380111,EXPORT,7742132783.28,55608524.06,JP,OCEAN,1,138.98,43.13,8.708,45.864,0,64.8,86.74,1.3165,0,0,REL0000646
2070-11,LAX,111392,IMPORT,1581716029.68,14382804.96,VN,OCEAN,0,199.64,15.69,20.692,24.436,0,63.64,70.16,0.8952,0,1,REL0000647
2070-12,CHI,443541,REEXPORT,1494182756.08,17772488.87,ID,AIR,1,248.87,3.45,34.382,33.038,0,75.94,90.91,1.4906,1,1,REL0000648
2071-01,SAV,330668,EXPORT,6059381305.48,9521127.32,NL,TRUCK,1,83.61,163.94,10.8,5.988,0,72.47,5.32,1.4673,0,0,REL0000649
2071-02,CHI,208824,IMPORT,1043911996.59,22312012.94,CN,AIR,0,91.49,10.87,17.835,24.552,0,1.99,94.49,0.7474,0,1,REL0000650
2071-03,CHI,176139,REEXPORT,1323714900.69,8237475.11,TW,OCEAN,1,231.75,18.44,29.055,22.653,0,70.59,66.67,1.3327,1,0,REL0000651
2071-04,CHI,411298,IMPORT,4153291744.39,71443744.86,ES,OCEAN,1,82.74,64.67,9.641,35.135,0,61.86,92.38,0.917,0,0,REL0000652
2071-05,SAV,868677,EXPORT,6178177687.67,15885914.92,ID,OCEAN,1,148.95,236.71,24.965,0.218,0,11.68,8.36,1.1249,0,0,REL0000653
2071-06,SAV,499253,EXPORT,4021297477.2,36437185.46,TH,OCEAN,0,224.53,187.33,32.376,48.341,0,19.29,94.9,0.9331,0,0,REL0000654
2071-07,SEA,145801,IMPORT,7140864708.2,54372010.4,IT,OCEAN,1,224.26,220.57,2.262,35.299,0,99.46,97.84,1.0666,0,0,REL0000655
2071-08,NOR,214133,EXPORT,7519709331.56,32573751.21,CA,AIR,1,223.53,173.12,1.692,35.545,0,70.49,4.02,0.6955,0,1,REL0000656
2071-09,LAX,328190,EXPORT,1029956657.06,42243261.56,TH,OCEAN,1,69.48,225.59,28.635,6.815,0,60.68,41.04,0.6975,0,0,REL0000657
2071-10,HOU,535590,IMPORT,2938702965.86,50613313.81,SG,TRUCK,1,86.66,21.24,7.741,13.559,1,79.97,72.71,0.5224,0,1,REL0000658
2071-11,CHI,338398,EXPORT,2993179113.25,72975146.34,VN,AIR,1,241.0,14.76,34.853,32.954,0,61.16,31.31,0.6359,1,0,REL0000659
2071-12,NOR,141853,IMPORT,5579870381.87,14228041.22,FR,TRUCK,1,71.49,35.55,8.283,27.659,0,93.68,37.37,0.826,0,1,REL0000660
2072-01,CHI,516080,EXPORT,1013903784.09,25357626.87,CN,AIR,0,62.65,36.5,26.563,18.381,0,66.21,42.79,1.2636,0,0,REL0000661
2072-02,NYC,872051,EXPORT,2837171321.92,1701480.94,BR,OCEAN,1,88.27,126.92,17.795,40.65,0,29.3,72.08,1.2221,0,0,REL0000662
2072-03,MIA,969381,REEXPORT,4331601753.49,54241592.36,MX,OCEAN,1,224.5,233.71,34.223,37.875,0,12.97,42.01,0.5084,1,0,REL0000663
2072-04,MIA,304159,REEXPORT,225387596.78,79384635.27,BR,AIR,0,187.29,41.44,20.427,9.322,0,38.3,66.75,0.6495,1,0,REL0000664
2072-05,NOR,623106,EXPORT,2036314003.12,50323035.39,MX,TRUCK,1,231.81,109.53,18.301,23.945,0,58.16,35.9,1.4662,0,0,REL0000665
2072-06,NOR,723995,IMPORT,28304002.76,14719140.68,TH,OCEAN,1,109.51,109.64,13.817,7.158,0,61.88,48.67,1.2794,0,0,REL0000666
2072-07,NYC,165031,IMPORT,753222391.63,33630806.46,MX,OCEAN,1,197.72,118.68,6.843,33.682,0,60.24,3.65,1.043,0,0,REL0000667
2072-08,LGB,593778,IMPORT,4050775599.8,55353476.92,TH,TRUCK,1,215.71,52.31,20.102,17.378,0,22.23,15.81,0.9726,0,0,REL0000668
2072-09,NYC,236031,EXPORT,798309618.62,71011844.87,AU,OCEAN,1,183.42,95.2,27.354,16.756,0,14.07,88.26,0.8538,0,1,REL0000669
2072-10,SAV,592009,EXPORT,7399625673.01,76012307.51,BR,AIR,0,148.87,212.31,3.651,5.05,0,43.68,46.51,0.5914,1,0,REL0000670
2072-11,HOU,937868,IMPORT,5499416045.53,65343341.11,CA,AIR,0,93.59,13.29,24.511,36.805,0,36.97,59.69,0.7872,0,0,REL0000671
2072-12,HOU,849132,EXPORT,2465612572.29,17143911.59,MY,OCEAN,0,50.37,144.99,34.12,23.107,0,4.41,94.93,1.0821,0,0,REL0000672
2073-01,MIA,654999,IMPORT,5455420912.06,60727050.97,TW,TRUCK,1,229.89,36.15,28.22,41.569,0,50.97,29.51,0.5248,0,0,REL0000673
2073-02,NYC,258740,REEXPORT,1369006535.85,53941693.42,IN,AIR,1,100.31,173.57,3.915,0.381,0,54.55,13.14,1.4021,1,0,REL0000674
2073-03,SAV,683953,IMPORT,6416366120.3,7503282.22,JP,AIR,1,131.04,236.68,17.009,21.499,0,8.75,15.02,0.9987,0,0,REL0000675
2073-04,MIA,142468,IMPORT,2993562208.38,26714345.61,ES,OCEAN,1,221.8,26.7,3.718,19.048,0,87.85,12.6,1.3036,0,0,REL0000676
2073-05,CHI,987614,EXPORT,6967998236.19,82886757.28,TW,TRUCK,1,235.27,35.01,0.62,16.173,1,34.74,22.68,1.4481,0,1,REL0000677
2073-06,SAV,324115,IMPORT,2355891856.67,1905999.13,TW,AIR,0,222.28,118.1,2.982,18.588,0,15.06,23.94,0.8638,0,0,REL0000678
2073-07,OAK,839453,EXPORT,3267857480.03,16313005.66,KR,AIR,1,139.44,7.62,33.316,48.356,0,15.32,14.38,1.0833,0,0,REL0000679
2073-08,SAV,577456,EXPORT,4158126385.43,49816397.89,IT,AIR,0,223.94,221.3,7.862,4.569,0,78.63,55.88,1.3469,0,0,REL0000680
2073-09,NOR,253180,IMPORT,5409420358.29,5204578.23,NL,AIR,1,232.45,220.6,28.025,49.954,0,99.51,38.57,0.5107,0,0,REL0000681
2073-10,LGB,885932,IMPORT,7207565874.53,66172045.86,MY,AIR,1,137.84,236.92,32.315,36.705,0,45.73,53.24,1.4821,0,0,REL0000682
2073-11,SEA,739856,IMPORT,4249670485.38,76657369.84,VN,AIR,0,166.51,28.89,6.684,33.467,0,85.03,16.81,0.6872,0,0,REL0000683
2073-12,LAX,817478,REEXPORT,61345737.83,74582907.54,MY,OCEAN,1,125.14,35.14,22.732,10.487,0,83.74,1.62,1.2958,1,0,REL0000684
2074-01,LAX,729397,IMPORT,4500899999.68,41894431.79,ID,OCEAN,1,53.2,68.56,20.857,0.188,0,2.17,32.67,1.4011,0,0,REL0000685
2074-02,LGB,995945,IMPORT,2992219078.42,18585042.68,ID,AIR,1,106.15,87.02,25.811,17.025,0,48.34,69.12,1.1163,0,0,REL0000686
2074-03,CHI,357809,IMPORT,708205337.48,72313541.85,CN,TRUCK,1,52.23,5.63,23.772,12.257,0,40.28,81.01,0.9697,0,1,REL0000687
2074-04,CHI,447218,IMPORT,2816716773.33,73233579.15,IN,AIR,1,128.26,2.5,12.431,2.288,1,68.53,38.04,0.8012,0,0,REL0000688
2074-05,LAX,394636,EXPORT,4239235454.44,49337156.25,JP,POSTAL,0,162.78,93.77,5.648,27.448,0,8.87,59.09,0.9722,0,0,REL0000689
2074-06,LGB,823045,IMPORT,5169088591.64,68170743.2,TH,PIPELINE,1,247.21,226.79,20.548,9.964,0,36.67,28.54,1.4531,0,0,REL0000690
2074-07,SEA,306741,EXPORT,2851724622.04,75799858.52,DE,POSTAL,1,241.63,112.73,4.062,31.055,0,49.07,94.62,0.503,0,0,REL0000691
2074-08,LAX,368723,IMPORT,1194490439.47,70469501.85,VN,OCEAN,0,218.56,51.39,21.814,21.856,0,82.11,20.76,1.2741,0,0,REL0000692
2074-09,CHI,378240,EXPORT,610464638.83,67933304.33,IN,AIR,0,154.79,229.25,24.297,32.219,0,94.5,90.86,1.1809,0,0,REL0000693
2074-10,NYC,587138,IMPORT,5144019506.37,9466796.91,ES,AIR,1,123.37,54.01,16.28,41.524,0,22.3,51.71,0.8705,0,0,REL0000694
2074-11,HOU,962475,IMPORT,7753996885.58,48202332.56,KR,AIR,1,243.6,13.29,24.76,34.672,0,22.0,25.79,0.6562,0,0,REL0000695
2074-12,SEA,788821,IMPORT,6731507197.93,46253026.91,CN,RAIL,1,215.72,192.22,10.552,13.803,0,82.45,94.8,1.1282,0,0,REL0000696
2075-01,HOU,349360,IMPORT,609645364.18,50818788.13,MX,OCEAN,0,97.72,59.1,32.988,4.647,0,93.19,6.21,1.3065,0,0,REL0000697
2075-02,MIA,264752,EXPORT,4140340210.12,60203175.61,NL,PIPELINE,0,204.35,85.08,31.561,30.042,0,33.1,41.34,0.9993,0,1,REL0000698
2075-03,LAX,102617,IMPORT,3017596542.76,49840197.07,TW,PIPELINE,0,131.41,74.29,29.881,35.64,0,14.87,53.71,0.5255,0,0,REL0000699
2075-04,NOR,899158,IMPORT,3760410864.14,13310799.54,IT,AIR,1,175.58,181.64,25.764,6.181,0,29.08,92.51,0.6194,0,0,REL0000700
2075-05,SAV,831129,IMPORT,5427651432.28,79105450.22,FR,OCEAN,1,243.78,134.27,14.746,13.163,0,75.05,34.86,0.7391,0,1,REL0000701
2075-06,CHI,607688,IMPORT,4564706569.57,35473504.81,TH,TRUCK,1,163.36,129.13,34.738,29.482,0,36.46,81.43,1.2785,0,0,REL0000702
2075-07,HOU,401996,IMPORT,1699598961.11,63032959.56,NL,AIR,1,71.89,45.5,18.453,49.819,1,60.82,33.31,1.4735,0,0,REL0000703
2075-08,MIA,665677,REEXPORT,4172331518.19,82487075.51,CA,OCEAN,1,66.77,122.37,34.298,14.006,0,72.39,55.49,1.15,1,1,REL0000704
2075-09,SAV,313226,IMPORT,6274228423.26,67896569.44,CA,OCEAN,1,188.97,25.61,1.102,11.958,0,27.03,94.46,0.8028,0,1,REL0000705
2075-10,NYC,633713,IMPORT,4818352738.24,5801265.16,AU,TRUCK,0,195.18,139.11,15.738,42.291,0,1.84,1.92,0.9246,0,0,REL0000706
2075-11,LAX,661824,IMPORT,2819908561.31,34486273.99,ES,AIR,0,61.99,201.85,15.888,0.797,1,32.66,68.08,0.9321,0,0,REL0000707
2075-12,OAK,168707,EXPORT,2889133390.61,77851088.91,FR,RAIL,0,93.48,142.63,3.038,8.911,0,31.67,21.15,0.8226,0,0,REL0000708
2076-01,MIA,338886,EXPORT,1085703259.34,45885585.57,CN,OCEAN,1,210.56,223.4,22.447,8.343,0,61.29,55.18,1.1226,0,1,REL0000709
2076-02,OAK,245180,IMPORT,7672148393.18,78819051.61,KR,OCEAN,1,183.26,20.89,27.5,12.499,0,62.82,31.69,1.3992,0,0,REL0000710
2076-03,NOR,407069,EXPORT,4378882706.65,59794769.97,FR,AIR,1,183.62,160.12,21.818,26.177,0,13.22,97.96,1.4331,0,1,REL0000711
2076-04,NOR,324449,IMPORT,1212408511.48,18013325.33,KR,OCEAN,1,208.77,143.44,12.08,25.996,0,13.91,94.06,1.3073,0,0,REL0000712
2076-05,NYC,280634,IMPORT,2334833992.5,49977488.06,GB,AIR,0,210.85,188.43,3.601,39.253,0,30.54,8.85,0.6356,0,0,REL0000713
2076-06,HOU,389235,IMPORT,3513478358.97,43018054.68,KR,RAIL,0,112.39,167.6,18.253,12.957,0,19.97,80.24,0.7901,0,0,REL0000714
2076-07,LGB,725774,EXPORT,4531049086.03,49833429.01,IN,TRUCK,0,134.9,79.04,25.568,20.646,0,88.49,77.49,1.1933,0,1,REL0000715
2076-08,SEA,406952,IMPORT,5124909932.32,74269515.44,CN,PIPELINE,1,92.05,75.91,19.583,10.638,0,29.92,86.94,1.1217,0,0,REL0000716
