energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_usd,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_usd_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_usd,energy_price_bill_amount_avg_usd,energy_price_bill_amount_p95_usd,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2022-12-20,UTIL000521,I_LARGE,RES,15.18,9.807,19.827,10.923,51.91,157.25,342.04,22.02,1.15,7.77,821781,52.81,18.02,0,0,DOCKET0000521
2022-12-27,UTIL000522,I_LARGE,COM,63.86,10.359,26.391,-1.975,-1.03,353.4,459.76,10.45,10.34,15.27,222835,10.15,6.527,0,0,DOCKET0000522
2023-01-03,UTIL000523,EV_TOU,RES,32.66,30.689,15.479,6.346,14.5,168.32,308.52,17.92,7.56,6.8,514612,64.33,19.693,0,1,DOCKET0000523
2023-01-10,UTIL000524,C_GEN,RES,74.77,16.842,30.654,2.105,101.12,313.47,483.67,10.16,3.37,6.83,430767,12.32,3.541,0,0,DOCKET0000524
2023-01-17,UTIL000525,R_TOU,COM,9.32,27.38,44.98,11.055,6.63,273.79,577.36,18.26,5.89,22.6,148084,14.34,19.644,0,0,DOCKET0000525
2023-01-24,UTIL000526,C_DEM,RES,52.84,9.142,40.878,8.369,86.52,225.75,309.75,2.61,10.99,7.31,351568,71.28,17.872,1,0,DOCKET0000526
2023-01-31,UTIL000527,SOLAR_RIDER,COM,9.88,16.233,4.95,7.917,52.13,315.07,800.22,25.75,1.4,7.41,509825,16.51,6.025,0,1,DOCKET0000527
2023-02-07,UTIL000528,I_LARGE,RES,54.78,20.703,43.007,10.393,-11.81,85.6,189.65,6.74,11.11,0.06,653789,62.69,6.58,0,0,DOCKET0000528
2023-02-14,UTIL000529,C_DEM,IND,41.33,19.055,17.61,6.018,73.54,199.25,415.62,20.28,3.76,4.26,818498,54.02,0.569,0,1,DOCKET0000529
2023-02-21,UTIL000530,R_LI,RES,30.6,15.83,22.724,-0.111,88.49,329.36,429.91,6.46,4.93,23.87,228371,18.48,0.205,0,1,DOCKET0000530
2023-02-28,UTIL000531,C_DEM,IND,74.97,23.839,17.631,0.351,-1.42,224.78,523.59,14.52,10.85,20.56,519142,10.77,25.807,1,1,DOCKET0000531
2023-03-07,UTIL000532,C_GEN,RES,58.95,30.312,40.772,-1.813,-14.81,37.68,54.83,23.39,1.0,1.61,688008,37.85,4.848,0,1,DOCKET0000532
2023-03-14,UTIL000533,C_GEN,COM,80.53,18.493,2.594,9.739,-20.71,146.73,198.43,15.08,0.86,23.15,199102,44.48,21.802,0,0,DOCKET0000533
2023-03-21,UTIL000534,R_LI,RES,55.92,25.912,6.126,-1.929,89.23,80.76,190.35,5.32,1.74,18.33,644504,51.08,25.773,0,0,DOCKET0000534
2023-03-28,UTIL000535,C_DEM,IND,64.83,6.414,29.516,0.464,66.43,108.41,185.15,1.57,11.93,19.81,641208,8.23,12.911,1,0,DOCKET0000535
2023-04-04,UTIL000536,SOLAR_RIDER,RES,48.66,29.967,44.502,8.553,57.77,394.9,546.73,17.07,7.29,11.28,600910,65.32,23.203,1,0,DOCKET0000536
2023-04-11,UTIL000537,C_GEN,RES,14.2,31.623,40.459,-2.889,-1.21,73.15,126.3,23.72,9.45,21.06,652771,17.01,26.459,0,1,DOCKET0000537
2023-04-18,UTIL000538,I_LARGE,RES,51.71,27.867,38.962,10.247,96.67,388.67,499.38,20.9,9.33,14.25,141434,72.96,21.719,0,0,DOCKET0000538
2023-04-25,UTIL000539,I_LARGE,IND,33.82,32.344,43.653,2.803,-16.34,215.85,478.95,8.98,4.08,2.96,548283,50.14,22.701,1,1,DOCKET0000539
2023-05-02,UTIL000540,C_DEM,RES,41.4,30.922,10.189,9.896,112.83,70.58,168.17,24.89,1.11,1.7,309359,55.6,3.392,1,1,DOCKET0000540
2023-05-09,UTIL000541,R_STD,IND,40.93,8.759,42.365,-1.888,83.02,219.42,275.69,8.16,11.71,8.01,5110,25.46,23.929,0,0,DOCKET0000541
2023-05-16,UTIL000542,I_LARGE,COM,51.43,17.625,5.419,4.951,43.43,367.14,899.11,18.17,0.69,3.85,358202,22.99,26.981,0,0,DOCKET0000542
2023-05-23,UTIL000543,EV_TOU,IND,1.1,14.238,7.954,-3.452,92.58,329.34,556.0,1.5,7.02,0.48,521342,17.41,12.051,0,0,DOCKET0000543
2023-05-30,UTIL000544,R_STD,RES,16.48,22.224,35.571,7.633,-13.68,142.79,316.89,27.35,7.88,12.82,602260,74.61,2.331,0,1,DOCKET0000544
2023-06-06,UTIL000545,EV_TOU,RES,51.49,6.856,44.024,11.428,73.79,235.45,302.08,26.5,3.01,2.97,462614,34.5,6.424,1,1,DOCKET0000545
2023-06-13,UTIL000546,C_DEM,IND,7.77,19.01,10.578,4.79,99.63,361.11,921.71,9.21,11.11,21.31,332340,47.18,18.986,1,0,DOCKET0000546
2023-06-20,UTIL000547,R_TOU,RES,71.29,35.52,4.434,5.341,99.86,309.58,388.26,10.82,3.68,6.84,281485,61.52,25.932,1,0,DOCKET0000547
2023-06-27,UTIL000548,C_DEM,RES,54.62,23.819,10.708,3.385,7.07,184.31,395.61,27.2,11.06,18.38,75647,1.42,21.597,0,0,DOCKET0000548
2023-07-04,UTIL000549,I_LARGE,COM,76.89,12.678,5.454,11.671,58.59,133.16,166.97,17.18,0.22,2.95,113702,53.36,15.741,0,0,DOCKET0000549
2023-07-11,UTIL000550,EV_TOU,RES,55.22,9.992,18.232,3.952,65.21,322.31,710.95,18.7,10.79,17.96,151265,16.35,7.018,1,0,DOCKET0000550
2023-07-18,UTIL000551,R_STD,RES,69.87,25.163,9.532,-4.575,46.88,379.87,812.04,13.49,1.0,5.13,121545,70.61,8.542,1,0,DOCKET0000551
2023-07-25,UTIL000552,R_STD,COM,36.44,11.441,38.521,8.807,12.11,242.65,372.64,6.95,2.59,4.97,458668,37.78,9.445,0,0,DOCKET0000552
2023-08-01,UTIL000553,R_LI,RES,60.53,27.029,32.096,-2.145,90.3,213.74,501.98,13.82,2.42,11.71,663484,47.53,11.146,1,1,DOCKET0000553
2023-08-08,UTIL000554,I_LARGE,COM,42.45,14.439,13.494,10.783,111.69,316.75,570.95,18.07,6.15,24.76,169721,7.73,28.526,0,0,DOCKET0000554
2023-08-15,UTIL000555,EV_TOU,COM,79.23,22.802,17.617,4.066,24.06,394.26,618.37,13.5,1.99,22.43,701539,41.22,15.298,0,0,DOCKET0000555
2023-08-22,UTIL000556,R_TOU,RES,54.31,8.543,13.399,-1.703,33.35,268.92,529.92,9.33,11.72,10.79,124905,17.6,6.995,0,0,DOCKET0000556
2023-08-29,UTIL000557,C_GEN,OTHER,51.15,35.894,33.512,1.407,11.35,315.31,500.97,16.77,5.12,6.13,822862,5.54,0.051,0,0,DOCKET0000557
2023-09-05,UTIL000558,R_LI,RES,69.16,28.156,11.693,5.119,85.15,330.25,492.18,12.59,10.77,18.0,295027,22.62,28.651,1,0,DOCKET0000558
2023-09-12,UTIL000559,EV_TOU,RES,43.81,6.306,31.553,7.762,48.97,405.65,792.43,9.46,4.42,1.27,133614,24.44,4.302,1,0,DOCKET0000559
2023-09-19,UTIL000560,SOLAR_RIDER,IND,21.65,33.984,10.248,-4.454,118.99,313.3,698.68,9.62,6.66,13.21,319921,49.01,22.96,0,0,DOCKET0000560
2023-09-26,UTIL000561,I_LARGE,RES,52.9,16.484,11.767,7.09,6.98,102.09,236.08,11.77,10.41,1.89,41671,55.07,15.52,0,0,DOCKET0000561
2023-10-03,UTIL000562,R_STD,RES,48.43,14.842,30.707,-0.16,32.93,309.85,434.71,16.49,7.86,6.81,262982,35.15,27.538,0,0,DOCKET0000562
2023-10-10,UTIL000563,I_LARGE,GOV,67.65,11.197,28.612,7.907,75.58,346.84,513.94,23.73,4.82,0.61,237950,71.67,2.995,0,0,DOCKET0000563
2023-10-17,UTIL000564,R_TOU,COM,17.02,29.885,19.223,8.068,97.26,329.4,757.48,7.48,3.36,19.11,340030,6.43,15.959,0,1,DOCKET0000564
2023-10-24,UTIL000565,C_GEN,IND,54.03,21.495,34.158,3.687,5.17,235.75,397.55,16.94,10.7,0.86,673856,57.6,0.259,0,0,DOCKET0000565
2023-10-31,UTIL000566,R_TOU,COM,40.36,31.105,17.103,8.285,-2.06,293.98,699.41,27.93,6.24,24.97,307873,43.37,11.835,0,1,DOCKET0000566
2023-11-07,UTIL000567,C_GEN,RES,22.86,26.041,10.886,7.484,84.18,135.53,289.25,1.54,10.39,22.05,374947,60.33,7.394,1,0,DOCKET0000567
2023-11-14,UTIL000568,C_DEM,RES,11.32,36.928,32.729,-4.455,6.12,53.03,78.24,12.11,1.68,1.88,539934,29.91,22.845,1,0,DOCKET0000568
2023-11-21,UTIL000569,R_STD,RES,34.51,10.109,7.242,-0.628,85.25,284.63,464.07,9.11,6.62,12.81,145500,18.06,11.551,1,0,DOCKET0000569
2023-11-28,UTIL000570,EV_TOU,IND,30.91,32.947,17.161,-0.036,37.01,44.5,73.27,15.26,9.76,24.83,153287,74.9,2.64,0,0,DOCKET0000570
2023-12-05,UTIL000571,R_STD,OTHER,24.61,20.694,16.274,7.135,25.49,230.68,287.26,12.02,1.32,8.65,506842,47.73,13.092,0,0,DOCKET0000571
2023-12-12,UTIL000572,C_GEN,RES,11.41,22.735,1.497,8.935,-2.85,379.45,606.0,1.41,4.0,13.01,425388,11.25,19.15,1,0,DOCKET0000572
2023-12-19,UTIL000573,EV_TOU,RES,43.86,35.56,4.042,-0.373,48.9,255.42,310.68,1.76,6.48,4.99,102251,43.31,10.282,0,1,DOCKET0000573
2023-12-26,UTIL000574,C_DEM,RES,67.7,29.097,8.198,-2.998,107.49,153.09,239.14,2.82,6.02,13.97,34362,42.35,21.645,0,0,DOCKET0000574
2024-01-02,UTIL000575,C_DEM,RES,63.28,19.436,9.7,-0.671,25.9,319.57,534.29,15.07,8.98,15.53,758116,49.17,9.306,0,0,DOCKET0000575
2024-01-09,UTIL000576,C_DEM,OTHER,24.36,17.908,41.847,-3.948,61.03,316.06,391.5,0.15,6.19,15.77,508919,73.78,19.1,0,0,DOCKET0000576
2024-01-16,UTIL000577,R_TOU,COM,35.93,30.345,31.517,7.379,8.79,104.96,202.3,23.34,2.2,10.89,529303,11.35,27.673,0,0,DOCKET0000577
2024-01-23,UTIL000578,R_LI,RES,47.11,19.791,33.413,2.773,70.67,89.49,129.17,20.56,0.52,11.2,746809,55.75,19.44,0,1,DOCKET0000578
2024-01-30,UTIL000579,C_GEN,COM,25.1,19.975,43.438,-1.122,38.82,211.6,473.68,5.1,10.65,6.37,595754,46.26,0.797,1,0,DOCKET0000579
2024-02-06,UTIL000580,R_STD,COM,72.86,33.437,8.821,4.581,79.51,299.96,483.48,6.86,0.14,19.67,691657,63.77,16.344,0,0,DOCKET0000580
2024-02-13,UTIL000581,R_LI,COM,23.12,21.374,32.551,-0.329,42.57,67.1,160.21,19.14,6.61,15.88,132753,69.7,14.332,1,0,DOCKET0000581
2024-02-20,UTIL000582,R_STD,RES,17.86,27.932,19.98,10.596,-14.57,193.1,501.21,6.85,7.03,0.5,542794,21.0,16.217,1,0,DOCKET0000582
2024-02-27,UTIL000583,C_GEN,IND,26.42,16.857,28.298,5.612,16.39,409.27,601.35,17.1,5.32,9.2,791381,44.23,15.624,0,0,DOCKET0000583
2024-03-05,UTIL000584,EV_TOU,OTHER,6.45,23.926,6.344,11.236,-24.37,110.89,261.82,23.97,6.94,20.71,153716,72.05,0.022,1,1,DOCKET0000584
2024-03-12,UTIL000585,R_LI,RES,5.16,13.249,3.32,4.936,-11.42,223.19,323.97,12.38,10.18,20.5,612002,72.9,4.379,0,0,DOCKET0000585
2024-03-19,UTIL000586,R_LI,COM,83.09,19.296,0.504,-1.758,113.5,411.17,768.51,14.51,2.22,2.02,531370,27.42,20.174,0,1,DOCKET0000586
2024-03-26,UTIL000587,SOLAR_RIDER,RES,27.02,14.475,28.88,9.571,13.09,283.16,511.14,3.35,8.48,13.71,683991,19.69,18.246,0,0,DOCKET0000587
2024-04-02,UTIL000588,EV_TOU,COM,54.11,21.524,12.857,-2.47,68.66,399.42,804.77,1.66,4.87,22.19,776772,4.44,22.83,0,0,DOCKET0000588
2024-04-09,UTIL000589,R_STD,COM,42.5,24.912,2.894,0.328,75.24,386.98,526.06,11.7,4.89,19.82,426481,33.43,1.409,0,0,DOCKET0000589
2024-04-16,UTIL000590,C_DEM,RES,30.85,15.579,3.964,-3.747,75.57,288.12,429.57,11.18,9.95,18.67,100108,36.22,6.216,0,0,DOCKET0000590
2024-04-23,UTIL000591,R_LI,RES,65.95,12.483,12.784,5.082,-19.57,226.48,469.48,7.1,5.51,12.95,606541,74.97,9.364,0,1,DOCKET0000591
2024-04-30,UTIL000592,R_STD,RES,1.41,10.736,38.043,4.954,-16.91,230.86,327.85,21.87,7.94,18.25,492963,10.96,4.189,0,1,DOCKET0000592
2024-05-07,UTIL000593,I_LARGE,RES,30.74,35.942,22.45,-3.626,6.97,381.29,764.49,0.29,6.24,16.65,363755,59.89,2.201,0,0,DOCKET0000593
2024-05-14,UTIL000594,I_LARGE,RES,56.58,28.854,21.489,-0.26,15.65,200.43,481.69,4.44,6.07,8.52,270154,43.03,5.915,0,0,DOCKET0000594
2024-05-21,UTIL000595,C_GEN,COM,12.29,11.021,27.193,-2.541,99.29,312.9,746.16,22.19,11.49,1.82,753196,59.37,14.579,1,0,DOCKET0000595
2024-05-28,UTIL000596,C_DEM,RES,23.03,10.492,26.725,-3.99,60.11,49.82,63.39,12.3,6.79,2.13,697015,1.71,4.032,0,0,DOCKET0000596
2024-06-04,UTIL000597,R_TOU,RES,36.96,11.003,10.21,-3.708,59.12,414.38,707.88,22.48,11.28,18.82,323185,70.01,21.816,1,0,DOCKET0000597
2024-06-11,UTIL000598,EV_TOU,RES,80.96,10.185,38.278,-4.896,90.51,151.96,197.86,8.78,9.87,6.44,294300,35.68,16.256,1,1,DOCKET0000598
2024-06-18,UTIL000599,EV_TOU,RES,1.07,8.431,43.335,11.927,85.09,406.56,1011.11,25.18,11.32,4.09,268393,49.2,29.887,0,1,DOCKET0000599
2024-06-25,UTIL000600,SOLAR_RIDER,COM,32.12,35.837,4.75,-3.596,62.84,288.51,570.12,26.47,2.72,0.15,418858,70.86,23.509,1,1,DOCKET0000600
2024-07-02,UTIL000601,R_TOU,RES,31.83,23.746,2.712,11.072,60.76,230.86,524.52,5.08,10.11,2.78,468190,69.73,3.201,0,0,DOCKET0000601
2024-07-09,UTIL000602,C_GEN,RES,22.2,19.26,16.1,6.619,18.32,210.92,545.86,26.99,10.89,17.43,819692,42.45,25.048,1,0,DOCKET0000602
2024-07-16,UTIL000603,EV_TOU,RES,52.9,10.897,36.773,6.66,93.01,226.82,548.68,16.0,4.06,3.78,639703,32.25,4.419,1,0,DOCKET0000603
2024-07-23,UTIL000604,EV_TOU,RES,61.38,17.332,39.853,9.034,52.2,30.11,74.83,8.47,2.44,9.22,87067,21.88,29.148,0,1,DOCKET0000604
2024-07-30,UTIL000605,R_TOU,RES,11.58,31.037,15.692,-3.711,111.12,258.99,548.3,7.07,11.4,6.62,193968,16.95,19.546,0,0,DOCKET0000605
2024-08-06,UTIL000606,I_LARGE,RES,10.92,29.21,23.192,-1.34,45.81,138.22,188.33,4.95,5.78,0.31,708006,59.94,13.898,0,0,DOCKET0000606
2024-08-13,UTIL000607,I_LARGE,COM,40.08,25.327,23.904,2.806,112.24,314.04,501.43,10.38,3.0,17.89,515752,37.85,29.364,1,1,DOCKET0000607
2024-08-20,UTIL000608,R_LI,RES,47.14,23.757,13.131,1.02,45.09,345.16,866.25,11.29,9.29,11.39,604534,20.95,13.527,0,0,DOCKET0000608
2024-08-27,UTIL000609,EV_TOU,COM,63.92,12.448,3.874,11.442,112.41,406.19,764.48,16.17,3.26,13.47,39812,0.16,7.572,1,0,DOCKET0000609
2024-09-03,UTIL000610,R_STD,COM,1.55,36.431,37.528,3.297,116.36,296.24,754.99,27.34,4.78,3.79,306897,46.27,7.613,1,0,DOCKET0000610
2024-09-10,UTIL000611,R_STD,IND,70.88,20.508,18.614,-0.624,28.75,57.53,134.11,22.13,5.58,13.71,613080,25.05,0.697,0,0,DOCKET0000611
2024-09-17,UTIL000612,EV_TOU,IND,3.15,36.23,17.3,7.212,-16.95,284.16,444.0,18.04,2.25,19.92,228116,26.03,8.138,0,1,DOCKET0000612
2024-09-24,UTIL000613,C_GEN,RES,63.95,8.74,1.443,4.592,33.83,182.25,246.91,6.37,2.1,2.3,497186,25.37,28.178,0,1,DOCKET0000613
2024-10-01,UTIL000614,C_DEM,COM,36.29,37.672,37.967,-4.957,-3.22,313.71,490.31,7.93,6.43,20.63,146062,12.74,1.28,1,1,DOCKET0000614
2024-10-08,UTIL000615,R_TOU,COM,18.58,33.597,32.288,8.228,26.73,185.72,339.76,25.71,7.04,14.04,378070,25.49,22.502,1,0,DOCKET0000615
2024-10-15,UTIL000616,I_LARGE,COM,53.36,22.418,10.142,5.652,29.72,343.42,544.75,21.94,2.02,11.64,394555,13.95,21.34,1,0,DOCKET0000616
2024-10-22,UTIL000617,SOLAR_RIDER,IND,45.63,18.834,41.613,-4.843,109.52,92.92,163.06,26.61,0.74,6.96,841660,74.87,8.77,0,1,DOCKET0000617
2024-10-29,UTIL000618,R_LI,COM,13.97,10.905,41.811,11.365,62.81,333.34,665.76,22.15,11.73,17.64,116705,19.3,19.07,0,0,DOCKET0000618
2024-11-05,UTIL000619,R_STD,COM,28.51,10.285,3.952,1.441,27.54,359.01,747.53,27.27,2.41,4.48,845249,59.55,13.182,1,1,DOCKET0000619
2024-11-12,UTIL000620,EV_TOU,COM,70.15,34.278,36.704,-2.516,31.95,134.82,220.22,21.35,4.65,21.57,826066,68.62,9.508,0,0,DOCKET0000620
2024-11-19,UTIL000621,R_STD,RES,56.86,10.505,14.328,2.33,-18.95,56.45,85.23,14.04,9.51,2.6,23812,31.55,18.001,0,0,DOCKET0000621
2024-11-26,UTIL000622,R_LI,IND,3.49,7.738,7.914,11.942,-19.0,280.15,464.75,7.8,6.54,11.22,134956,47.85,10.45,1,0,DOCKET0000622
2024-12-03,UTIL000623,SOLAR_RIDER,COM,64.91,7.072,16.626,6.487,16.14,179.43,409.16,22.66,4.39,2.9,223021,10.08,23.52,0,0,DOCKET0000623
2024-12-10,UTIL000624,R_TOU,COM,31.98,36.559,21.728,-0.484,42.19,402.91,718.87,2.36,7.71,8.73,151202,67.86,20.44,1,0,DOCKET0000624
2024-12-17,UTIL000625,C_GEN,IND,7.08,7.952,2.579,7.887,37.44,73.02,98.06,21.98,1.79,19.46,502049,49.27,20.415,1,0,DOCKET0000625
2024-12-24,UTIL000626,EV_TOU,RES,66.1,31.453,40.813,6.811,3.49,100.91,221.68,12.48,7.83,15.38,283642,61.54,19.893,1,0,DOCKET0000626
2024-12-31,UTIL000627,R_TOU,RES,5.88,18.091,7.378,4.57,-3.61,180.33,251.65,7.36,0.97,0.8,509827,50.07,29.313,0,0,DOCKET0000627
2025-01-07,UTIL000628,I_LARGE,RES,37.37,15.17,10.164,-2.559,79.21,333.06,588.14,11.68,7.4,3.06,233239,27.06,26.837,0,0,DOCKET0000628
2025-01-14,UTIL000629,C_GEN,IND,80.92,22.255,40.713,3.504,85.02,416.19,639.49,22.11,9.5,13.9,199596,9.32,26.205,0,0,DOCKET0000629
2025-01-21,UTIL000630,C_DEM,IND,18.33,31.747,30.271,7.718,111.71,248.51,520.2,0.84,3.83,2.09,778923,42.8,15.398,1,0,DOCKET0000630
2025-01-28,UTIL000631,EV_TOU,COM,29.45,36.826,29.186,5.614,76.66,191.21,292.15,12.7,4.89,16.65,167834,41.12,20.154,0,1,DOCKET0000631
2025-02-04,UTIL000632,R_STD,IND,20.3,26.273,8.082,3.273,100.49,418.9,619.96,26.03,8.06,5.18,520962,22.51,21.955,0,0,DOCKET0000632
2025-02-11,UTIL000633,R_STD,RES,40.88,31.074,15.195,3.944,23.83,84.25,214.05,8.59,3.14,16.36,109760,7.03,17.487,1,0,DOCKET0000633
2025-02-18,UTIL000634,C_DEM,IND,26.1,22.964,34.867,7.508,-10.9,75.91,181.46,10.03,3.5,4.52,735701,11.15,25.623,0,0,DOCKET0000634
2025-02-25,UTIL000635,R_STD,RES,27.57,6.966,40.193,9.065,34.32,305.92,599.31,7.88,10.81,16.32,329903,31.44,9.153,0,0,DOCKET0000635
2025-03-04,UTIL000636,R_LI,IND,8.58,23.644,24.399,8.365,-2.57,417.89,516.33,12.38,3.9,11.15,775849,42.78,18.47,0,1,DOCKET0000636
2025-03-11,UTIL000637,I_LARGE,RES,72.89,7.805,5.654,4.713,-24.65,301.24,637.22,4.19,3.63,12.53,110322,11.94,20.611,0,0,DOCKET0000637
2025-03-18,UTIL000638,EV_TOU,RES,43.5,21.163,41.716,5.242,111.96,332.95,516.18,13.76,7.37,22.8,737364,56.61,15.942,1,0,DOCKET0000638
2025-03-25,UTIL000639,C_DEM,IND,36.73,16.895,41.532,6.586,90.23,401.38,653.0,15.46,0.05,14.06,95289,6.27,22.224,0,1,DOCKET0000639
2025-04-01,UTIL000640,R_LI,COM,77.72,34.669,22.668,-3.253,3.12,196.2,284.01,21.14,3.66,8.17,293170,45.6,26.796,0,1,DOCKET0000640
2025-04-08,UTIL000641,R_LI,RES,60.31,7.951,8.946,6.182,22.92,400.44,748.79,1.57,9.76,7.3,654993,19.69,21.095,0,0,DOCKET0000641
2025-04-15,UTIL000642,EV_TOU,RES,40.74,15.241,9.569,8.019,17.16,292.83,552.39,26.61,1.67,22.98,744032,69.9,17.607,0,0,DOCKET0000642
2025-04-22,UTIL000643,R_LI,COM,5.32,25.826,37.324,6.855,116.43,264.13,472.14,8.65,0.49,23.21,117081,53.04,19.964,1,0,DOCKET0000643
2025-04-29,UTIL000644,EV_TOU,COM,71.06,29.093,27.953,9.473,109.44,365.09,805.09,8.67,2.25,7.68,573711,42.38,2.124,0,0,DOCKET0000644
2025-05-06,UTIL000645,I_LARGE,RES,30.46,21.736,34.345,4.968,0.11,55.1,95.1,9.92,8.8,8.79,556256,35.07,19.586,1,0,DOCKET0000645
2025-05-13,UTIL000646,R_TOU,RES,4.67,9.836,43.131,7.349,88.03,153.63,186.14,3.61,6.45,14.16,148447,25.13,22.003,0,0,DOCKET0000646
2025-05-20,UTIL000647,EV_TOU,COM,45.81,29.437,18.279,10.216,8.05,192.94,452.94,2.92,0.28,8.79,663845,38.8,17.93,0,0,DOCKET0000647
2025-05-27,UTIL000648,R_STD,RES,68.55,35.127,19.725,0.125,119.3,57.31,111.37,26.92,11.15,1.84,301466,58.12,28.498,0,0,DOCKET0000648
2025-06-03,UTIL000649,R_LI,RES,62.36,13.453,25.278,-2.697,-23.43,364.36,805.28,13.53,1.01,10.18,545837,15.03,7.713,0,0,DOCKET0000649
2025-06-10,UTIL000650,R_STD,RES,77.33,9.837,40.862,-2.138,33.74,135.58,263.01,21.6,6.97,12.25,609034,48.33,25.725,0,1,DOCKET0000650
2025-06-17,UTIL000651,R_LI,COM,34.33,8.276,30.59,-0.639,69.12,334.54,693.27,12.31,4.06,22.55,673559,10.83,7.423,0,0,DOCKET0000651
2025-06-24,UTIL000652,EV_TOU,RES,6.12,7.452,21.023,3.173,54.71,154.54,257.56,19.46,1.5,13.45,686438,31.94,8.423,0,0,DOCKET0000652
2025-07-01,UTIL000653,R_TOU,COM,69.92,10.16,39.709,3.054,60.64,305.64,743.59,7.1,1.01,2.64,597649,70.49,18.523,0,0,DOCKET0000653
2025-07-08,UTIL000654,C_GEN,RES,76.63,36.322,1.024,10.439,69.78,73.74,106.18,26.4,6.72,20.69,483934,51.45,6.106,1,0,DOCKET0000654
2025-07-15,UTIL000655,EV_TOU,RES,63.63,30.172,43.044,0.298,100.26,289.07,690.27,14.78,11.73,18.81,274208,56.37,10.323,1,1,DOCKET0000655
2025-07-22,UTIL000656,R_STD,RES,71.3,32.271,11.809,7.566,71.9,416.44,827.77,19.09,2.05,21.45,215263,43.86,6.887,0,1,DOCKET0000656
2025-07-29,UTIL000657,R_LI,COM,19.24,6.026,36.386,-0.561,24.33,44.64,85.79,0.06,4.13,18.73,26027,39.93,7.376,0,0,DOCKET0000657
2025-08-05,UTIL000658,R_LI,COM,75.98,9.862,21.263,11.941,49.46,353.91,616.96,13.75,1.65,13.88,594833,26.29,17.744,0,0,DOCKET0000658
2025-08-12,UTIL000659,R_LI,RES,13.83,7.53,42.199,5.735,19.64,175.42,352.54,2.86,7.09,13.7,795712,53.49,27.663,1,0,DOCKET0000659
2025-08-19,UTIL000660,R_STD,RES,17.11,20.29,44.93,2.004,54.49,166.21,289.96,21.29,2.32,22.95,739474,30.48,0.393,1,0,DOCKET0000660
2025-08-26,UTIL000661,I_LARGE,COM,68.81,16.902,24.634,-3.87,108.79,302.87,586.3,4.94,11.17,6.86,392191,38.46,1.99,1,0,DOCKET0000661
2025-09-02,UTIL000662,C_GEN,COM,52.87,35.668,38.135,7.501,112.96,263.05,658.34,22.9,11.52,12.67,373382,60.87,7.788,1,0,DOCKET0000662
2025-09-09,UTIL000663,I_LARGE,RES,57.16,11.179,8.624,-4.766,-10.1,405.24,625.81,3.01,10.64,14.74,478095,58.99,7.681,1,0,DOCKET0000663
2025-09-16,UTIL000664,SOLAR_RIDER,OTHER,78.29,31.951,14.997,-4.786,40.62,377.75,713.08,4.64,1.01,1.67,21281,9.77,24.906,0,0,DOCKET0000664
2025-09-23,UTIL000665,I_LARGE,RES,36.06,37.578,3.547,-2.571,53.6,98.78,215.81,25.98,8.77,1.4,194734,62.24,22.785,0,1,DOCKET0000665
2025-09-30,UTIL000666,C_GEN,IND,76.05,30.709,39.78,7.612,2.73,54.14,89.96,5.45,9.81,23.42,291230,74.28,6.703,0,0,DOCKET0000666
2025-10-07,UTIL000667,R_STD,RES,83.1,29.855,13.141,3.22,-19.98,371.56,653.47,13.6,7.2,22.36,180479,27.21,15.865,1,0,DOCKET0000667
2025-10-14,UTIL000668,EV_TOU,RES,81.37,12.772,26.144,6.949,13.88,170.29,268.71,8.2,11.61,15.56,794796,33.77,19.348,1,0,DOCKET0000668
2025-10-21,UTIL000669,R_TOU,COM,54.29,16.356,28.9,2.303,41.96,325.03,808.55,9.17,9.7,24.75,317831,20.72,4.028,0,0,DOCKET0000669
2025-10-28,UTIL000670,R_TOU,RES,53.38,10.404,4.538,8.127,97.9,378.07,975.66,4.37,4.6,11.05,779681,28.32,22.705,0,0,DOCKET0000670
2025-11-04,UTIL000671,EV_TOU,RES,5.9,23.989,31.197,4.547,106.42,183.38,321.94,16.25,8.32,7.2,500981,15.85,8.914,0,0,DOCKET0000671
2025-11-11,UTIL000672,R_TOU,RES,32.14,23.806,26.773,6.194,8.82,294.39,401.09,6.46,9.37,17.65,477610,73.39,5.454,0,1,DOCKET0000672
2025-11-18,UTIL000673,C_GEN,RES,20.67,37.286,29.621,-1.692,119.06,227.97,308.23,26.11,3.3,10.62,143521,7.34,21.819,1,0,DOCKET0000673
2025-11-25,UTIL000674,C_DEM,RES,76.65,17.253,42.369,3.95,83.99,340.8,786.84,18.53,9.29,11.46,343092,49.08,1.692,1,1,DOCKET0000674
2025-12-02,UTIL000675,C_DEM,COM,55.73,8.049,20.982,9.812,8.83,298.66,655.18,0.06,6.34,16.07,224247,58.02,13.507,0,0,DOCKET0000675
