imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_usd,imm_refugee_initial_cash_assistance_usd,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2073-11,AGY0000695,4,SO,OTHER,0,1,1,5080.244,797.52,5,0.5684,0.9427,0.4547,0.7295,1,0,0.2349,43.45,10
2073-12,AGY0000696,5,SS,P2,0,1,1,5386.025,1122.16,78,0.4132,0.1532,0.9215,0.3484,0,0,0.63,11.58,19
2074-01,AGY0000697,6,CM,FAMILY_REUNION,0,1,0,3403.696,1917.56,3,0.9825,0.1663,0.4749,0.1691,1,0,0.4087,26.64,9
2074-02,AGY0000698,3,CM,SIV_REF,0,1,1,1517.437,557.78,72,0.7168,0.6216,0.2654,0.2237,0,1,0.0694,74.31,6
2074-03,AGY0000699,7,SD,P2,0,1,1,1943.348,855.35,75,0.5077,0.7905,0.3708,0.4699,0,1,0.2305,95.6,8
2074-04,AGY0000700,1,IQ,P1,1,1,1,3039.049,2391.82,10,0.4512,0.242,0.002,0.9394,0,0,0.0093,33.29,15
2074-05,AGY0000701,6,HN,P1,0,1,1,2176.16,1670.8,80,0.1479,0.2515,0.5948,0.1384,0,0,0.1823,88.6,12
2074-06,AGY0000702,7,HT,FAMILY_REUNION,1,1,1,351.601,705.6,78,0.8703,0.5493,0.6504,0.2899,0,0,0.8553,58.78,17
2074-07,AGY0000703,8,CD,P1,0,1,1,449.062,2273.89,21,0.2899,0.9268,0.1745,0.913,0,0,0.6424,33.17,8
2074-08,AGY0000704,3,YE,P2,1,1,1,716.123,1139.98,32,0.9685,0.8071,0.0218,0.8858,0,0,0.8261,44.96,0
2074-09,AGY0000705,8,IQ,P1,1,1,1,2182.074,2419.43,44,0.9555,0.7467,0.4216,0.6418,1,0,0.5457,18.84,14
2074-10,AGY0000706,5,SV,P2,0,1,1,3882.425,271.66,61,0.2225,0.8932,0.3812,0.9496,0,1,0.7158,5.5,1
2074-11,AGY0000707,2,AF,P1,0,1,1,157.966,2388.6,41,0.9657,0.4447,0.2851,0.8257,0,0,0.1721,99.44,15
2074-12,AGY0000708,5,UA,FAMILY_REUNION,0,1,1,2610.457,1198.48,36,0.0979,0.84,0.4079,0.8996,1,0,0.107,45.41,15
2075-01,AGY0000709,8,HN,P2,0,1,1,1232.448,987.03,11,0.4932,0.811,0.5393,0.6985,0,0,0.4652,76.43,20
2075-02,AGY0000710,8,VE,P2,0,1,1,1344.779,458.08,13,0.6494,0.1614,0.0286,0.2709,0,0,0.5692,23.42,15
2075-03,AGY0000711,7,MM,P3,0,1,1,1246.31,60.05,6,0.6655,0.8665,0.5979,0.495,0,0,0.6476,76.7,10
2075-04,AGY0000712,3,HT,P1,1,1,1,3235.611,229.82,46,0.8684,0.6241,0.4214,0.9786,1,1,0.7683,18.28,19
2075-05,AGY0000713,7,CD,P3,0,1,1,714.782,1496.35,74,0.432,0.9371,0.9341,0.1423,0,0,0.1448,7.26,7
2075-06,AGY0000714,1,IQ,P2,0,1,1,2768.103,731.69,37,0.5765,0.3931,0.7726,0.4056,1,0,0.6214,70.8,11
2075-07,AGY0000715,2,IR,P1,0,1,1,5383.714,794.59,77,0.0309,0.4927,0.1527,0.1879,0,0,0.9057,97.07,14
2075-08,AGY0000716,8,ET,USRAP_SPECIAL,0,1,1,3024.035,26.32,15,0.2447,0.8342,0.5395,0.1961,0,0,0.1514,82.47,3
2075-09,AGY0000717,3,SD,MEDICAL,0,1,1,64.806,924.61,25,0.8758,0.8237,0.2205,0.987,0,0,0.4629,85.76,12
2075-10,AGY0000718,7,IR,P2,0,1,1,5116.127,664.44,65,0.3543,0.246,0.7542,0.1296,0,1,0.8525,76.44,17
2075-11,AGY0000719,3,SV,P3,1,1,1,1713.458,353.24,10,0.5755,0.053,0.5006,0.6898,0,0,0.9141,76.05,7
2075-12,AGY0000720,5,SY,MEDICAL,0,1,0,1538.909,1318.83,30,0.9378,0.6724,0.0049,0.9757,0,1,0.2028,56.06,0
2076-01,AGY0000721,6,CD,P1,0,1,1,4021.18,2293.69,12,0.4792,0.1907,0.7788,0.8259,1,1,0.9941,48.32,2
2076-02,AGY0000722,6,ET,P1,0,1,1,936.181,1388.96,90,0.9811,0.9529,0.8374,0.0655,0,0,0.8972,12.6,18
2076-03,AGY0000723,4,IQ,P2,0,1,1,3501.842,2324.05,20,0.0517,0.0503,0.0664,0.5159,0,0,0.6622,57.16,15
2076-04,AGY0000724,2,AF,SIV_REF,0,1,1,5968.213,2386.19,54,0.0217,0.1451,0.5157,0.912,0,0,0.2798,82.77,3
2076-05,AGY0000725,3,AF,P1,0,1,1,2613.144,2378.67,55,0.9631,0.345,0.2778,0.0446,1,1,0.4138,68.76,17
2076-06,AGY0000726,2,SV,P1,0,1,1,552.845,827.98,46,0.892,0.8547,0.9416,0.1471,0,1,0.9629,42.69,16
2076-07,AGY0000727,2,SO,FAMILY_REUNION,0,0,1,3913.306,1981.82,48,0.9734,0.3673,0.053,0.2839,0,0,0.3116,16.13,19
2076-08,AGY0000728,7,CM,P1,0,1,1,1348.467,561.17,21,0.5948,0.4722,0.1548,0.0617,0,1,0.7001,74.79,17
2076-09,AGY0000729,2,UA,OTHER,0,1,1,4818.068,2476.71,70,0.7512,0.8991,0.3694,0.628,0,0,0.2785,71.41,8
2076-10,AGY0000730,6,AF,FAMILY_REUNION,0,1,1,5852.009,465.12,85,0.2067,0.3531,0.4331,0.4154,0,0,0.9482,17.93,11
2076-11,AGY0000731,3,YE,OTHER,0,0,1,572.72,1267.96,33,0.0477,0.1704,0.0888,0.444,1,0,0.7911,0.65,5
2076-12,AGY0000732,1,CM,OTHER,0,1,1,5015.011,1425.23,60,0.0287,0.9615,0.5064,0.7372,0,0,0.4633,23.98,12
2077-01,AGY0000733,4,AF,SIV_REF,0,1,1,4219.052,545.84,74,0.0068,0.4736,0.5654,0.7097,1,0,0.2113,46.66,18
2077-02,AGY0000734,5,UA,P3,0,1,1,5922.073,1151.96,64,0.0382,0.0599,0.6604,0.7159,0,0,0.0535,44.21,17
2077-03,AGY0000735,8,SS,P3,0,1,1,457.484,338.96,30,0.275,0.1339,0.3064,0.6743,0,0,0.1147,80.5,14
2077-04,AGY0000736,3,HT,FAMILY_REUNION,0,1,1,3516.535,2017.17,46,0.2894,0.4113,0.9878,0.874,0,0,0.8317,75.38,19
2077-05,AGY0000737,5,IR,SIV_REF,0,1,0,3034.016,1501.71,26,0.5482,0.478,0.8409,0.2299,1,0,0.7896,58.61,19
2077-06,AGY0000738,5,CD,MEDICAL,1,1,1,3618.727,1695.9,11,0.3927,0.7282,0.0897,0.7468,1,0,0.8172,27.45,17
2077-07,AGY0000739,1,IQ,P2,0,1,0,3156.078,1202.43,20,0.3034,0.3904,0.103,0.2828,0,0,0.2689,82.04,10
2077-08,AGY0000740,7,ET,FAMILY_REUNION,0,0,1,2212.879,610.62,82,0.8734,0.9514,0.166,0.2264,0,1,0.8031,49.02,18
2077-09,AGY0000741,6,HT,OTHER,0,1,1,443.71,502.13,53,0.8035,0.163,0.1059,0.7632,0,0,0.6358,94.99,16
2077-10,AGY0000742,6,MM,P1,1,1,1,4601.021,2389.42,3,0.8555,0.8594,0.1214,0.0687,0,0,0.6304,30.83,5
2077-11,AGY0000743,1,ER,P1,0,1,1,1915.572,1896.29,25,0.5496,0.142,0.5206,0.2485,0,0,0.9245,32.12,19
2077-12,AGY0000744,5,HT,SIV_REF,0,1,1,3758.983,1664.98,14,0.9261,0.6713,0.1912,0.674,0,0,0.022,41.54,5
2078-01,AGY0000745,8,HT,P1,0,0,0,1046.854,864.96,50,0.9128,0.5663,0.7677,0.6885,1,0,0.0405,47.44,5
2078-02,AGY0000746,6,CM,P2,0,1,1,2736.425,2140.5,20,0.7887,0.2131,0.4776,0.1223,0,0,0.3181,17.08,17
2078-03,AGY0000747,5,SO,USRAP_SPECIAL,0,1,1,5016.046,1260.87,53,0.9314,0.4532,0.179,0.5341,0,0,0.9712,85.4,5
2078-04,AGY0000748,3,MM,FAMILY_REUNION,1,1,1,3087.937,425.42,3,0.0491,0.8377,0.8072,0.4599,1,1,0.1243,50.44,14
2078-05,AGY0000749,7,ER,P1,0,1,1,456.218,276.92,88,0.6036,0.9935,0.9829,0.7074,0,0,0.1713,42.46,13
2078-06,AGY0000750,5,CM,FAMILY_REUNION,0,1,1,2868.079,677.42,79,0.8826,0.6586,0.5648,0.0908,0,0,0.5927,0.64,5
2078-07,AGY0000751,7,VE,P1,0,0,1,1605.11,941.23,20,0.3159,0.4027,0.1001,0.8861,0,1,0.467,25.28,11
2078-08,AGY0000752,7,ET,MEDICAL,0,1,1,1531.611,1054.8,78,0.5648,0.966,0.6658,0.3687,0,0,0.1841,89.03,6
2078-09,AGY0000753,5,CM,USRAP_SPECIAL,0,1,1,712.352,486.25,12,0.3137,0.4004,0.7793,0.8802,1,0,0.4698,81.3,16
2078-10,AGY0000754,8,YE,P1,0,1,1,1082.753,1169.85,30,0.4469,0.2217,0.7282,0.5947,0,0,0.5198,81.81,1
2078-11,AGY0000755,1,HT,USRAP_SPECIAL,1,0,1,288.154,780.23,50,0.0869,0.1411,0.844,0.4435,0,0,0.9208,94.98,11
2078-12,AGY0000756,1,AF,USRAP_SPECIAL,0,1,1,5186.145,819.87,79,0.8112,0.8372,0.5976,0.415,0,0,0.1033,78.07,13
2079-01,AGY0000757,8,VE,SIV_REF,0,1,1,3399.516,207.13,67,0.6561,0.911,0.6491,0.3416,1,0,0.1824,51.85,8
2079-02,AGY0000758,4,AF,OTHER,0,0,0,2729.697,1040.95,42,0.8397,0.2878,0.924,0.6121,0,1,0.7388,69.08,2
2079-03,AGY0000759,1,BY,P3,1,1,1,4885.178,1155.33,44,0.9482,0.7841,0.3788,0.9442,0,0,0.8193,52.35,11
2079-04,AGY0000760,4,SD,P2,0,1,1,735.129,1395.65,88,0.7316,0.5995,0.996,0.9938,0,0,0.1306,4.34,11
2079-05,AGY0000761,2,ER,OTHER,0,1,1,1807.49,1246.0,6,0.7696,0.2013,0.0052,0.1699,0,0,0.8719,66.0,4
2079-06,AGY0000762,7,HT,P1,0,1,1,307.191,1367.01,35,0.1022,0.139,0.2397,0.5439,0,0,0.7446,10.3,14
2079-07,AGY0000763,6,SV,P1,0,1,1,3331.112,1735.68,75,0.6419,0.8284,0.4506,0.5872,0,0,0.0368,8.46,18
2079-08,AGY0000764,8,ER,P3,0,1,1,3880.003,1446.14,63,0.5942,0.1698,0.3567,0.842,0,0,0.1324,34.74,5
2079-09,AGY0000765,1,GT,USRAP_SPECIAL,0,1,0,2770.864,2429.14,39,0.5884,0.1654,0.4997,0.5897,0,0,0.233,31.2,14
2079-10,AGY0000766,7,AF,P2,0,1,1,1721.635,1565.31,73,0.5308,0.4774,0.569,0.3186,1,0,0.8288,92.86,7
2079-11,AGY0000767,1,SO,P1,0,1,1,5273.936,1322.78,35,0.4762,0.3121,0.338,0.6312,1,1,0.4069,44.82,15
2079-12,AGY0000768,8,YE,P1,0,1,1,1175.747,2455.4,59,0.1995,0.5111,0.8382,0.5454,0,1,0.8089,68.69,3
2080-01,AGY0000769,5,UA,MEDICAL,0,0,1,4759.808,2007.61,15,0.2085,0.7025,0.0727,0.1335,0,0,0.1796,31.14,6
2080-02,AGY0000770,3,GT,P1,0,1,1,5276.949,730.69,39,0.5306,0.7562,0.6144,0.8867,0,0,0.3432,34.76,17
2080-03,AGY0000771,8,BY,FAMILY_REUNION,0,1,1,2342.58,250.17,0,0.1462,1.0,0.3471,0.412,0,0,0.1417,10.89,20
2080-04,AGY0000772,3,SS,P1,0,1,1,1015.461,2466.15,69,0.4209,0.8116,0.7674,0.086,1,0,0.3702,79.87,12
2080-05,AGY0000773,6,SV,OTHER,1,1,1,2448.392,45.76,13,0.0641,0.716,0.1731,0.5497,1,0,0.9749,29.83,19
2080-06,AGY0000774,3,CD,P1,0,1,1,275.593,1387.17,52,0.3242,0.5773,0.5691,0.0546,0,1,0.9805,60.86,14
2080-07,AGY0000775,2,UA,P3,0,1,1,2137.154,864.83,11,0.5362,0.4054,0.1682,0.2558,0,0,0.625,60.18,3
2080-08,AGY0000776,5,HT,P2,0,1,0,2209.355,2138.47,45,0.5877,0.4347,0.6986,0.7912,0,0,0.1584,2.35,11
2080-09,AGY0000777,6,SD,USRAP_SPECIAL,0,1,1,5796.006,987.04,59,0.3948,0.3304,0.257,0.3608,0,0,0.8851,66.81,14
2080-10,AGY0000778,8,MM,MEDICAL,0,1,1,200.487,2078.33,56,0.2756,0.9652,0.9109,0.3567,1,0,0.7627,51.03,15
2080-11,AGY0000779,3,ER,P1,0,1,1,2517.138,1138.14,27,0.89,0.286,0.002,0.1189,0,1,0.9831,33.94,13
2080-12,AGY0000780,7,YE,FAMILY_REUNION,0,1,0,4224.459,292.22,34,0.9569,0.444,0.0588,0.1703,0,0,0.5675,3.48,13
2081-01,AGY0000781,6,SV,P3,0,1,1,5857.09,1695.57,76,0.8883,0.1733,0.296,0.692,0,1,0.6097,13.47,5
2081-02,AGY0000782,5,VE,OTHER,0,1,0,1147.161,13.74,27,0.9949,0.8056,0.7418,0.8429,0,0,0.0193,39.36,0
2081-03,AGY0000783,6,HN,FAMILY_REUNION,0,1,1,4207.192,1485.14,6,0.8989,0.089,0.6129,0.5041,1,0,0.4749,35.92,17
2081-04,AGY0000784,5,AF,P2,0,1,1,4318.443,1405.52,27,0.6826,0.7165,0.8644,0.8135,0,0,0.3813,31.14,20
2081-05,AGY0000785,6,BY,OTHER,1,1,1,1164.204,1112.7,69,0.2166,0.7394,0.8888,0.2291,0,0,0.9208,99.7,18
2081-06,AGY0000786,6,VE,OTHER,0,1,1,5756.995,1972.63,89,0.153,0.2683,0.5821,0.8816,0,0,0.302,48.63,11
2081-07,AGY0000787,3,ET,P3,0,1,1,4376.926,2168.25,80,0.5113,0.9388,0.6377,0.1807,0,0,0.6178,16.29,11
2081-08,AGY0000788,1,IR,P3,0,1,1,4708.667,1091.52,85,0.6851,0.5243,0.0521,0.9304,0,0,0.3175,68.42,3
2081-09,AGY0000789,3,ET,OTHER,0,1,1,1861.218,1404.17,56,0.3547,0.0092,0.5574,0.5595,0,0,0.1032,11.8,10
2081-10,AGY0000790,4,CM,MEDICAL,0,1,1,1692.209,1005.67,19,0.1504,0.9386,0.7609,0.7067,0,0,0.2933,93.75,16
2081-11,AGY0000791,7,IQ,P1,0,1,1,83.49,2453.15,46,0.8906,0.6235,0.4975,0.7396,0,0,0.5447,86.8,13
2081-12,AGY0000792,1,VE,P2,1,1,1,4125.981,3.87,36,0.8719,0.9894,0.6496,0.4077,0,0,0.5226,80.34,4
2082-01,AGY0000793,4,UA,P1,0,1,1,5962.982,2441.25,62,0.4336,0.031,0.2103,0.3917,1,1,0.4726,94.88,2
2082-02,AGY0000794,5,SS,FAMILY_REUNION,0,1,1,5647.513,1070.5,79,0.4981,0.654,0.9159,0.7062,0,0,0.6193,43.47,17
2082-03,AGY0000795,8,VE,P3,1,1,1,1242.254,1324.21,14,0.7336,0.6305,0.8092,0.6723,0,0,0.8602,14.18,4
2082-04,AGY0000796,6,SS,P2,0,1,1,5542.155,1540.76,88,0.3485,0.4372,0.3255,0.8423,0,0,0.026,70.28,16
2082-05,AGY0000797,8,AF,P2,0,1,1,123.176,11.58,53,0.6077,0.3526,0.5427,0.3299,0,0,0.225,48.1,13
2082-06,AGY0000798,7,SS,P2,0,1,1,5633.327,2043.27,50,0.0874,0.0907,0.9686,0.6537,0,1,0.9546,89.27,15
2082-07,AGY0000799,4,SV,P1,0,1,1,1511.368,1797.84,75,0.1072,0.5292,0.8073,0.0981,0,1,0.1659,99.21,8
2082-08,AGY0000800,4,CM,P3,0,1,1,875.959,856.87,10,0.6933,0.4802,0.1506,0.4671,0,1,0.7475,83.83,0
2082-09,AGY0000801,3,ET,P2,0,1,1,980.3,1710.98,88,0.698,0.2937,0.7272,0.051,0,0,0.496,53.44,7
2082-10,AGY0000802,1,CM,P2,1,1,1,285.541,414.38,27,0.7079,0.3218,0.0049,0.82,0,0,0.2679,48.92,14
2082-11,AGY0000803,1,HN,MEDICAL,0,1,1,514.512,973.62,4,0.3471,0.2538,0.6329,0.4421,0,0,0.3877,82.39,6
2082-12,AGY0000804,7,SS,P1,0,1,1,3692.233,865.97,28,0.367,0.6197,0.93,0.8011,0,1,0.2675,51.52,18
2083-01,AGY0000805,1,BY,FAMILY_REUNION,1,1,0,5954.754,189.72,1,0.84,0.8488,0.431,0.8165,1,0,0.7417,51.72,9
2083-02,AGY0000806,5,HN,P1,0,1,1,1921.325,341.71,78,0.0377,0.6223,0.4184,0.2571,0,0,0.7531,64.3,10
2083-03,AGY0000807,4,HN,P2,0,1,1,4024.256,1399.59,68,0.0305,0.8054,0.8864,0.0672,1,0,0.9607,16.05,13
2083-04,AGY0000808,2,GT,MEDICAL,0,1,1,4234.137,12.92,19,0.7662,0.0008,0.4552,0.0146,0,0,0.9104,46.13,7
2083-05,AGY0000809,4,SS,P1,0,1,1,5269.918,1084.73,15,0.7153,0.1824,0.8441,0.2578,0,0,0.9843,79.98,5
2083-06,AGY0000810,6,IR,MEDICAL,1,1,1,1984.509,164.95,4,0.0501,0.1313,0.9515,0.4848,1,0,0.7997,13.11,4
2083-07,AGY0000811,3,CD,SIV_REF,0,1,1,2672.29,2244.26,76,0.2259,0.1673,0.5355,0.9834,0,0,0.8275,84.64,16
2083-08,AGY0000812,8,HT,SIV_REF,0,1,1,2853.141,1751.46,47,0.5855,0.41,0.9253,0.283,1,0,0.972,71.29,11
2083-09,AGY0000813,7,MM,SIV_REF,0,1,1,3462.952,2339.21,19,0.2863,0.2262,0.7493,0.9387,0,0,0.1207,44.75,14
2083-10,AGY0000814,6,AF,OTHER,1,1,1,5297.363,1913.5,90,0.0794,0.6168,0.2765,0.9606,1,0,0.3662,20.95,1
2083-11,AGY0000815,6,ER,MEDICAL,0,1,1,3358.994,1065.45,65,0.3676,0.4125,0.6109,0.0279,0,0,0.6084,2.41,18
2083-12,AGY0000816,7,GT,P2,0,1,1,5670.495,1703.1,16,0.7233,0.2772,0.4065,0.0679,0,0,0.6639,71.76,1
2084-01,AGY0000817,6,CD,P3,0,1,1,5707.156,863.39,47,0.6171,0.0134,0.4542,0.1656,0,0,0.9883,91.02,11
2084-02,AGY0000818,6,SV,P2,0,1,1,5600.947,837.8,38,0.5629,0.2133,0.0854,0.3394,0,0,0.4336,69.87,11
2084-03,AGY0000819,7,UA,P1,0,1,1,4748.148,1515.92,75,0.2458,0.7666,0.5377,0.5316,0,0,0.2999,70.05,2
2084-04,AGY0000820,1,ER,P1,0,1,1,2420.469,1491.88,30,0.8944,0.7495,0.8071,0.039,0,0,0.5477,47.14,20
2084-05,AGY0000821,3,HN,FAMILY_REUNION,0,1,1,580.14,744.12,15,0.4761,0.6905,0.9305,0.093,0,0,0.0173,34.48,7
2084-06,AGY0000822,1,YE,FAMILY_REUNION,0,0,1,3777.901,300.41,53,0.3488,0.3503,0.3028,0.6325,1,0,0.6727,59.28,14
2084-07,AGY0000823,6,ET,P1,0,1,1,5910.112,1674.36,32,0.5536,0.4297,0.3341,0.7254,0,0,0.2588,96.95,8
2084-08,AGY0000824,8,AF,P3,0,1,1,4388.213,81.77,43,0.2483,0.028,0.605,0.6037,0,0,0.8202,2.48,12
2084-09,AGY0000825,4,IQ,FAMILY_REUNION,0,1,1,3627.984,2339.71,0,0.8631,0.2986,0.944,0.6488,0,0,0.1421,66.26,2
2084-10,AGY0000826,5,SS,P2,0,1,1,3735.975,2442.1,5,0.8388,0.9325,0.6089,0.5254,0,0,0.2049,30.4,15
2084-11,AGY0000827,2,UA,P1,0,1,1,4095.436,2221.35,84,0.5836,0.4272,0.0334,0.1703,0,0,0.3138,47.15,6
2084-12,AGY0000828,1,UA,OTHER,0,1,1,720.967,184.15,58,0.8502,0.4109,0.252,0.7912,1,0,0.3197,79.14,2
2085-01,AGY0000829,2,GT,FAMILY_REUNION,0,0,1,2138.308,661.85,79,0.8708,0.86,0.369,0.8857,0,0,0.9678,55.05,8
2085-02,AGY0000830,7,SY,P1,0,1,1,5377.909,655.51,39,0.0596,0.0209,0.0209,0.6218,0,0,0.9649,17.04,11
2085-03,AGY0000831,1,ET,P2,0,1,1,5704.92,927.54,26,0.0151,0.3431,0.9886,0.3583,1,0,0.8122,33.26,18
2085-04,AGY0000832,6,ET,P2,1,1,1,5146.791,882.47,78,0.8061,0.3165,0.0063,0.5456,1,0,0.843,2.22,14
2085-05,AGY0000833,5,MM,P1,0,1,1,930.022,979.18,2,0.8167,0.4262,0.6926,0.1124,0,0,0.4698,37.08,20
2085-06,AGY0000834,4,UA,SIV_REF,0,1,1,4770.823,1507.74,85,0.9484,0.8388,0.6122,0.9028,0,0,0.3847,66.34,6
2085-07,AGY0000835,4,VE,P2,0,1,1,5775.154,2390.64,10,0.5621,0.7573,0.2745,0.6115,0,0,0.4412,14.15,3
2085-08,AGY0000836,6,SY,P1,1,1,0,3892.185,330.99,21,0.7736,0.0798,0.5891,0.4056,0,0,0.296,9.82,19
2085-09,AGY0000837,3,CD,P2,1,1,1,1560.956,1905.47,56,0.4942,0.0158,0.7551,0.9824,1,0,0.2842,14.05,11
2085-10,AGY0000838,3,IQ,P3,0,1,1,4758.787,45.6,4,0.6005,0.6546,0.0701,0.068,0,0,0.9614,93.49,1
2085-11,AGY0000839,3,SD,P3,0,1,1,3720.258,1759.4,65,0.4542,0.9708,0.2561,0.4399,1,0,0.8958,9.16,3
2085-12,AGY0000840,3,CM,P2,0,0,1,1126.299,374.53,24,0.2066,0.8551,0.2156,0.8134,0,0,0.1731,35.22,14
2086-01,AGY0000841,5,ET,P3,0,1,1,3177.4,1180.94,15,0.2245,0.3323,0.6859,0.1443,0,1,0.9806,86.55,12
2086-02,AGY0000842,3,HT,P2,0,1,1,2932.431,835.54,19,0.513,0.8486,0.5037,0.7566,0,0,0.7244,72.35,2
2086-03,AGY0000843,8,SY,P3,0,1,1,2407.852,2060.53,0,0.4228,0.9424,0.7511,0.4573,0,0,0.985,83.25,20
2086-04,AGY0000844,5,UA,FAMILY_REUNION,0,1,1,995.753,2358.31,60,0.4133,0.4519,0.3289,0.1401,0,0,0.9634,43.01,15
2086-05,AGY0000845,6,HN,P2,0,1,1,2824.484,821.95,56,0.0711,0.7145,0.505,0.5628,0,1,0.6049,34.36,18
2086-06,AGY0000846,3,ET,P1,0,1,1,1909.775,1948.18,49,0.7052,0.4413,0.3392,0.2366,0,0,0.4941,74.21,16
2086-07,AGY0000847,7,MM,FAMILY_REUNION,0,1,1,4250.216,2450.61,46,0.8832,0.6902,0.4518,0.5136,0,0,0.1695,59.64,11
2086-08,AGY0000848,3,IR,P3,0,1,1,5320.297,1370.08,7,0.7589,0.318,0.2397,0.2057,0,1,0.7015,87.16,11
2086-09,AGY0000849,3,MM,P1,0,1,0,5261.808,1304.98,85,0.12,0.0299,0.9058,0.5406,0,1,0.6686,0.4,14
2086-10,AGY0000850,1,SS,P2,0,1,1,1341.639,1816.26,44,0.7003,0.7885,0.7291,0.1592,0,0,0.7737,45.77,14
2086-11,AGY0000851,1,SO,P1,0,1,1,4794.97,698.29,67,0.9508,0.5541,0.2416,0.7456,0,0,0.3678,81.48,13
2086-12,AGY0000852,4,UA,P3,1,1,1,1676.781,1985.84,82,0.2746,0.914,0.9388,0.5092,1,0,0.3846,58.12,17
2087-01,AGY0000853,7,SO,P2,0,1,1,2311.352,659.43,33,0.7451,0.0401,0.738,0.3037,0,1,0.0586,26.92,17
2087-02,AGY0000854,8,ER,P3,0,1,1,988.243,331.17,73,0.2206,0.3774,0.1587,0.36,0,0,0.6368,76.12,17
2087-03,AGY0000855,7,UA,SIV_REF,1,1,1,2354.064,490.43,60,0.1891,0.1184,0.9725,0.2766,0,0,0.9437,13.63,9
2087-04,AGY0000856,3,UA,P3,0,1,1,1792.545,2099.21,60,0.4932,0.5046,0.8197,0.9293,0,0,0.0079,59.46,14
2087-05,AGY0000857,6,IQ,P3,0,1,1,821.776,295.44,89,0.6176,0.1428,0.9205,0.5792,0,0,0.8985,84.07,4
2087-06,AGY0000858,6,SD,P2,0,1,1,856.657,1035.13,48,0.6711,0.0293,0.8733,0.3972,0,0,0.5221,78.77,16
2087-07,AGY0000859,7,UA,P3,0,1,1,2304.488,502.39,24,0.296,0.6459,0.3026,0.8615,1,1,0.8211,0.32,19
2087-08,AGY0000860,3,CD,P3,1,1,1,642.399,1821.44,84,0.0967,0.5283,0.2442,0.2649,0,1,0.152,8.87,0
2087-09,AGY0000861,7,HN,P2,0,1,1,873.1,2420.15,73,0.9291,0.008,0.5027,0.154,1,0,0.2394,12.05,4
2087-10,AGY0000862,4,MM,P2,1,1,1,1678.461,1573.28,0,0.7463,0.925,0.2117,0.4967,0,0,0.3837,51.96,4
2087-11,AGY0000863,7,VE,P3,0,1,1,3769.672,2027.13,36,0.7424,0.8419,0.9818,0.8362,0,0,0.1959,66.4,14
2087-12,AGY0000864,1,SD,USRAP_SPECIAL,1,1,1,823.703,542.56,35,0.1827,0.0184,0.8729,0.772,0,0,0.928,30.18,7
2088-01,AGY0000865,8,ET,P1,0,1,1,157.084,1322.72,21,0.3152,0.3815,0.6606,0.3186,0,0,0.0653,20.74,4
2088-02,AGY0000866,7,IR,FAMILY_REUNION,0,1,1,4004.755,495.83,47,0.7587,0.9907,0.1289,0.1261,0,0,0.8347,24.29,0
2088-03,AGY0000867,2,YE,P3,0,1,1,5030.206,803.76,11,0.7986,0.2889,0.3397,0.5738,0,0,0.8919,23.73,15
2088-04,AGY0000868,6,BY,P1,0,1,1,2178.607,551.93,56,0.4221,0.0224,0.0123,0.5695,0,1,0.4334,37.89,1
2088-05,AGY0000869,5,HN,FAMILY_REUNION,0,1,1,1495.428,308.98,9,0.1231,0.5648,0.9061,0.05,0,0,0.3384,98.61,4
2088-06,AGY0000870,7,YE,OTHER,0,1,1,340.629,184.31,46,0.2186,0.245,0.5197,0.369,1,0,0.548,8.61,9
2088-07,AGY0000871,1,SV,P2,1,1,1,2124.28,668.17,80,0.4564,0.5792,0.446,0.4331,0,0,0.2606,62.53,1
2088-08,AGY0000872,6,HT,P3,0,1,1,4965.291,127.12,1,0.0658,0.6062,0.2893,0.7314,0,0,0.9785,93.51,5
2088-09,AGY0000873,8,ET,P2,0,1,1,4975.122,134.2,20,0.9781,0.1363,0.5794,0.8382,0,0,0.2635,43.44,13
2088-10,AGY0000874,1,IQ,SIV_REF,1,1,1,2653.323,844.65,8,0.3148,0.4337,0.1059,0.2282,0,0,0.4658,79.24,14
2088-11,AGY0000875,1,ET,USRAP_SPECIAL,0,1,1,2947.134,2410.08,74,0.0232,0.1412,0.8079,0.9267,0,0,0.1463,47.51,13
2088-12,AGY0000876,5,VE,OTHER,0,1,1,5574.285,1435.52,0,0.2305,0.5303,0.7377,0.1514,0,1,0.4993,89.37,15
2089-01,AGY0000877,8,CD,P3,0,1,1,5419.626,1836.62,36,0.9188,0.6116,0.4186,0.0019,0,1,0.0918,90.28,20
2089-02,AGY0000878,6,GT,SIV_REF,0,1,1,4935.697,1305.58,34,0.2424,0.1935,0.5727,0.3451,0,0,0.4158,18.66,9
