trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_km_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_km_traveled,trans_transit_farebox_revenue_inr,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2020-05-09,IN-HYD-TSRTC,R5203,METRO,321,319,88.81,6.97,214325,209954,0.236,7789.9,296.2,7128.3,3713213,1.24,193,81.85,2.31,6
2022-07-26,IN-CHN-MTC,R3627,BRT,368,355,97.41,18.22,246236,253485,0.957,3281.3,216.33,3152.7,3011509,2.39,16,79.79,0.31,13
2020-03-17,IN-MUMBAI-BEST,R6643,METRO,97,91,65.61,10.36,41984,42194,0.563,993.1,48.2,888.5,840015,1.27,230,84.27,3.19,1
2021-04-01,IN-DELHI-DMRC,R3607,BUS,23,21,78.08,16.45,11614,10986,0.858,468.4,27.75,442.8,173182,1.42,92,78.19,0.95,3
2023-01-21,IN-HYD-TSRTC,R6442,BUS,412,403,84.34,12.77,240000,242583,0.639,5082.2,203.22,4427.9,2010307,3.27,25,61.69,2.75,8
2019-03-18,IN-DELHI-DMRC,R2729,BRT,174,158,92.25,12.72,60188,56776,1.458,4162.5,204.39,3649.3,1426915,3.74,116,90.84,1.22,4
2023-04-09,IN-MUMBAI-MMRDA,R0904,FERRY,43,33,79.02,16.0,2532,2396,0.863,306.8,13.58,273.6,24355,5.58,84,76.22,3.93,3
2022-12-12,IN-CHN-MTC,R5096,SUBURBAN_RAIL,301,282,79.67,6.47,268976,268756,0.651,4654.7,169.94,4365.7,2279131,0.0,129,84.76,1.29,7
2022-10-18,IN-MUMBAI-MMRDA,R2140,BUS,33,28,88.63,11.22,23483,23999,0.878,235.8,14.5,213.0,445317,1.97,225,100.0,3.95,4
2025-09-20,IN-BLR-BMTC,R6035,BRT,240,235,91.76,12.95,137604,130374,1.197,3187.6,239.6,2980.5,2123223,2.01,186,85.4,6.46,4
2019-05-26,IN-CHN-MTC,R8961,FERRY,167,164,76.08,9.93,20674,20831,0.715,1969.7,122.27,1759.7,226329,2.64,194,75.27,4.92,1
2020-02-12,IN-DELHI-DTC,R1785,SUBURBAN_RAIL,91,67,76.56,22.97,28027,27905,1.932,737.6,40.33,683.3,574898,5.57,75,74.64,4.02,2
2021-01-21,IN-CHN-MTC,R2496,BUS,280,268,94.2,7.48,151846,145427,1.343,2038.6,93.73,1821.2,2285519,1.0,223,72.75,2.51,5
2020-03-11,IN-DELHI-DTC,R4722,BRT,229,216,88.9,11.83,118232,120672,0.998,2657.8,128.44,2473.0,1027680,2.91,239,61.15,1.82,4
2020-01-21,IN-HYD-TSRTC,R4749,FERRY,125,105,71.38,15.88,8661,8331,1.131,1853.6,119.91,1776.4,153794,3.59,141,76.16,0.0,3
2020-03-29,IN-DELHI-DTC,R6393,FERRY,369,352,91.68,17.54,67835,69130,1.769,4485.8,295.08,4106.6,1339536,4.01,242,68.96,1.46,3
2025-09-15,IN-MUMBAI-BEST,R0153,BUS,78,72,85.84,8.48,4880,4497,0.849,1541.2,99.33,1518.1,44810,0.06,46,80.32,4.85,2
2025-06-09,IN-AHM-AMTS,R1657,TRAM,393,382,86.44,11.41,63363,62997,1.135,10603.5,675.45,10455.9,1445689,2.56,243,81.32,4.1,1
2020-10-08,IN-AHM-AMTS,R6359,TRAM,43,28,73.42,11.15,20921,20189,0.684,775.6,64.1,710.6,220763,4.63,9,62.58,4.17,3
2020-09-15,IN-KOL-CTC,R4970,BRT,292,286,64.15,19.01,124432,116558,1.213,4827.4,202.62,4661.2,1562726,2.97,148,78.07,4.02,4
2020-12-29,IN-KOL-CTC,R1742,FERRY,52,29,65.88,11.0,3279,3099,1.299,356.9,18.12,347.4,62343,3.13,48,74.06,4.41,2
2025-05-23,IN-BLR-BMTC,R0125,FERRY,191,177,95.02,10.64,12722,12636,1.137,1767.6,84.34,1542.9,268561,0.0,24,80.07,3.78,1
2019-10-18,IN-KOL-CTC,R7765,BRT,265,264,75.87,8.34,143605,141340,1.456,5192.2,209.34,4607.0,2578186,6.02,173,93.23,1.51,9
2021-04-12,IN-MUMBAI-MMRDA,R1001,FERRY,117,103,97.33,16.96,17780,16826,1.197,1737.7,92.59,1478.5,158660,3.48,136,68.09,3.63,1
2022-07-14,IN-HYD-TSRTC,R0393,FERRY,360,359,72.38,12.08,22969,22836,0.632,8993.4,649.55,8859.9,298813,3.98,221,73.34,4.11,3
2024-04-06,IN-HYD-TSRTC,R2244,BUS,259,238,76.97,2.58,107146,108561,0.674,1415.8,111.0,1257.0,2230603,1.93,245,80.99,4.12,3
2024-07-03,IN-PUNE-PMPML,R8873,METRO,344,340,82.07,14.12,367018,376641,1.479,4267.8,269.5,3992.9,5905606,3.24,27,72.27,2.97,6
2025-04-02,IN-CHN-MTC,R1186,METRO,58,38,84.42,11.95,32822,31535,1.53,232.5,11.55,209.5,417705,0.0,197,100.0,1.96,2
2022-08-09,IN-DELHI-DTC,R1975,TRAM,79,56,70.24,10.55,49352,49747,1.295,1464.9,57.37,1405.0,742388,3.24,216,93.97,4.54,4
2022-02-07,IN-AHM-AMTS,R5312,BUS,253,236,83.98,17.69,148400,150130,1.001,3267.9,147.87,3030.8,1417775,0.0,9,54.26,1.8,6
2022-12-16,IN-KOL-CTC,R9736,BUS,245,226,75.17,10.46,25429,24849,0.785,4208.0,206.65,3835.4,480490,3.64,18,89.37,2.74,1
2021-08-09,IN-DELHI-DTC,R9891,BRT,384,373,88.46,17.89,93046,91076,1.291,7336.1,336.55,6256.5,1638201,4.49,108,88.61,2.39,5
2020-06-30,IN-DELHI-DMRC,R9204,TRAM,308,290,81.48,16.07,120797,117113,0.979,7783.6,468.8,7415.3,1213648,3.96,56,72.48,3.33,3
2024-01-21,IN-MUMBAI-BEST,R1250,BUS,237,228,82.35,7.8,72314,70653,1.275,4998.6,278.48,4926.7,1547421,5.04,177,90.37,4.35,4
2023-05-29,IN-PUNE-PMPML,R1433,TRAM,328,312,70.66,2.0,49986,48982,1.423,2055.2,134.07,1918.2,787982,5.78,28,69.67,4.44,5
2019-12-31,IN-CHN-MTC,R7579,TRAM,114,95,82.95,22.5,37876,38616,0.165,1336.7,48.23,1145.6,881673,3.55,133,75.81,9.07,1
2021-01-11,IN-MUMBAI-BEST,R9648,METRO,330,319,63.73,13.61,128278,119892,0.946,2552.3,108.79,2252.2,1436704,2.42,172,93.52,0.82,3
2023-06-11,IN-MUMBAI-BEST,R3810,SUBURBAN_RAIL,288,271,87.54,16.06,290170,297791,1.324,2058.4,142.72,1993.1,2422773,2.83,144,69.87,3.69,8
2019-12-25,IN-BLR-BMTC,R1546,SUBURBAN_RAIL,400,378,76.35,14.93,385716,394242,1.426,2136.4,85.86,2024.3,5765809,5.03,121,76.45,4.2,6
2022-12-18,IN-KOL-CTC,R8105,TRAM,198,175,80.84,8.17,43735,42165,1.406,2046.6,107.98,1767.6,761529,2.99,131,74.31,6.61,5
2022-04-08,IN-DELHI-DTC,R3319,BUS,234,233,76.72,9.63,158076,145497,1.345,2332.5,145.92,2200.8,2620995,1.34,60,77.68,3.82,6
2019-02-10,IN-KOL-CTC,R1752,BUS,174,150,75.67,9.21,74031,73713,1.266,1190.5,66.57,1099.7,964164,0.54,3,87.63,6.24,2
2022-05-25,IN-BLR-BMTC,R8767,BUS,283,277,77.75,23.08,53407,54460,1.26,5182.6,237.49,4724.5,712514,1.77,238,70.97,3.28,2
2025-04-04,IN-MUMBAI-MMRDA,R8168,SUBURBAN_RAIL,44,34,70.26,13.2,25205,23662,0.628,191.1,12.64,167.3,334815,3.41,176,71.1,2.25,2
2021-08-10,IN-MUMBAI-BEST,R2724,METRO,309,297,81.06,2.0,339632,341160,1.044,6661.3,305.87,6190.5,2987875,0.19,116,84.57,0.15,20
2025-01-30,IN-PUNE-PMPML,R1026,SUBURBAN_RAIL,419,416,87.87,9.83,238925,222710,1.374,5428.3,269.16,4645.6,2414836,0.61,40,65.6,5.03,6
2022-08-01,IN-BLR-BMTC,R0538,FERRY,161,157,72.85,12.21,6793,6385,1.088,2774.6,170.28,2712.7,142166,5.65,193,72.33,2.89,2
2024-07-01,IN-BLR-BMTC,R3346,BUS,102,83,82.09,10.41,8481,8137,0.605,558.4,43.42,503.3,173003,3.25,191,100.0,0.0,0
2022-04-10,IN-DELHI-DTC,R8177,TRAM,105,100,85.93,24.79,26233,26915,0.776,1903.6,132.61,1794.9,605515,1.86,72,72.91,0.17,1
2020-02-10,IN-BLR-BMTC,R4422,BRT,180,179,92.69,7.58,31438,30928,1.126,1383.9,88.43,1332.2,488077,5.02,86,78.0,1.3,1
2025-08-13,IN-AHM-AMTS,R0695,BRT,126,104,89.75,18.62,87491,87913,1.543,2305.6,129.36,2255.9,1003832,1.36,212,88.75,3.0,3
2025-07-29,IN-CHN-MTC,R6336,FERRY,261,259,88.76,15.23,9813,9832,0.628,4718.1,373.33,4489.5,198412,3.39,149,71.63,2.54,1
2023-03-26,IN-DELHI-DTC,R7191,SUBURBAN_RAIL,260,237,76.15,16.83,183455,179667,0.764,1450.2,99.0,1336.6,3111838,2.01,233,97.05,0.29,4
2020-09-12,IN-MUMBAI-MMRDA,R9292,BUS,87,78,74.26,7.59,30105,28893,0.691,1430.5,89.08,1346.4,299914,4.4,151,77.37,2.52,3
2019-01-02,IN-PUNE-PMPML,R6150,TRAM,321,305,71.5,13.66,202546,188603,1.511,8501.3,326.81,8126.4,3603794,0.0,237,100.0,0.23,7
2020-09-17,IN-AHM-AMTS,R6047,TRAM,33,18,83.35,12.11,18184,16880,0.897,483.5,38.65,419.3,376872,2.99,213,66.49,1.8,3
2020-12-27,IN-MUMBAI-BEST,R9837,BUS,290,270,78.45,11.63,139226,129281,0.809,7336.7,309.81,6446.6,2240188,2.9,7,79.94,6.16,6
2021-08-30,IN-DELHI-DMRC,R7716,SUBURBAN_RAIL,417,398,77.86,10.5,472486,451346,1.537,9748.0,524.66,9192.4,10999967,1.69,196,80.65,3.06,8
2025-11-03,IN-KOL-CTC,R1726,SUBURBAN_RAIL,413,413,89.42,11.36,320056,315411,0.518,11436.8,829.49,11069.5,5710915,4.31,61,79.28,1.93,12
2023-02-10,IN-KOL-CTC,R5124,FERRY,174,153,74.9,7.84,35351,32811,0.1,2769.8,136.78,2634.8,751766,3.56,98,50.88,1.36,3
2022-02-16,IN-AHM-AMTS,R3929,TRAM,308,287,75.87,3.42,168005,166809,0.919,7074.7,406.83,6953.6,3612040,3.23,211,70.58,0.78,5
2026-01-28,IN-DELHI-DTC,R1454,BRT,234,230,78.68,10.06,126083,127988,1.525,2652.9,100.94,2319.8,1086483,2.36,234,74.97,4.53,7
2022-04-23,IN-AHM-AMTS,R1466,BRT,307,291,64.36,11.5,95205,94534,1.034,7030.7,334.01,6373.3,1710027,3.7,205,69.8,4.47,2
2022-09-11,IN-CHN-MTC,R3058,METRO,378,363,75.77,6.92,277655,275337,0.597,9379.9,430.5,8013.6,5801608,2.73,257,87.69,3.12,5
2022-04-08,IN-MUMBAI-BEST,R5233,BRT,179,155,86.49,2.0,39098,36993,1.122,2050.7,144.81,1874.1,934905,1.23,18,73.79,7.77,1
2021-02-10,IN-CHN-MTC,R9752,SUBURBAN_RAIL,329,311,77.59,8.68,240823,246610,0.975,5889.2,237.89,5385.7,4325677,0.0,75,89.03,5.22,12
2024-10-22,IN-DELHI-DTC,R3538,BRT,318,300,78.46,11.03,122037,122270,0.617,7863.0,487.12,7353.9,2594134,2.57,40,76.9,1.75,7
2024-12-30,IN-DELHI-DTC,R3417,TRAM,29,24,88.68,11.87,6196,6083,0.918,557.6,35.5,490.7,139838,3.3,242,64.89,4.33,1
2020-06-26,IN-KOL-CTC,R4911,BUS,30,13,79.08,11.48,14941,14389,0.787,329.7,12.3,317.9,180668,4.98,32,73.71,5.23,1
2020-06-30,IN-PUNE-PMPML,R4947,BUS,142,122,74.76,5.99,36688,35009,0.1,2306.2,91.45,2182.2,852091,0.72,14,60.6,3.34,1
2023-01-27,IN-MUMBAI-BEST,R4927,TRAM,341,322,82.68,19.03,23815,24304,1.01,5141.4,225.98,4687.6,192170,0.92,31,88.84,3.99,1
2023-06-06,IN-KOL-CTC,R0014,BRT,67,45,84.9,20.36,3364,3121,1.598,630.8,27.43,536.5,58591,2.0,71,62.96,3.39,0
2025-05-19,IN-MUMBAI-BEST,R8387,SUBURBAN_RAIL,59,57,78.48,8.75,19676,18214,1.009,634.0,34.29,583.1,248784,3.54,224,77.99,1.27,1
2024-10-05,IN-DELHI-DTC,R5700,BUS,267,265,84.01,6.8,45161,42269,1.373,2898.0,200.06,2822.7,363718,3.02,110,79.59,1.5,4
2021-04-30,IN-MUMBAI-BEST,R4997,SUBURBAN_RAIL,316,296,66.3,18.05,334340,328285,1.36,2939.3,210.98,2799.4,5896879,4.96,132,62.06,1.95,17
2019-10-16,IN-PUNE-PMPML,R7969,BRT,207,192,72.73,15.6,87602,87584,1.275,1038.0,49.43,891.3,1233308,2.86,179,100.0,1.52,7
2019-11-16,IN-DELHI-DTC,R8107,BRT,246,237,98.04,15.53,110296,108848,1.32,1928.0,77.5,1852.7,2336815,3.03,134,70.9,4.59,3
2025-03-04,IN-PUNE-PMPML,R8030,METRO,125,125,79.26,14.24,49779,46594,0.914,1301.5,68.71,1273.5,890189,4.13,147,84.05,0.3,2
2023-09-16,IN-PUNE-PMPML,R6759,SUBURBAN_RAIL,125,123,80.66,23.33,39591,40552,1.031,2559.7,99.45,2440.2,376012,2.37,55,81.08,0.98,2
2020-12-07,IN-KOL-CTC,R6560,BUS,300,297,90.0,15.34,104084,103904,1.057,2467.9,133.79,2194.6,1490836,0.0,142,64.38,2.57,6
2022-09-26,IN-KOL-CTC,R5315,TRAM,158,155,85.71,13.53,87540,87436,0.961,3246.1,153.63,2988.2,1567350,4.29,109,86.59,4.74,6
2024-04-14,IN-PUNE-PMPML,R7107,TRAM,350,345,76.53,15.5,221106,204376,0.779,7999.1,348.08,7716.6,2569868,1.59,105,90.03,6.02,5
2025-12-04,IN-MUMBAI-MMRDA,R7283,METRO,229,217,97.85,15.05,376501,360967,0.281,4793.4,174.93,4477.5,5949498,3.39,24,68.86,0.0,19
2019-07-30,IN-MUMBAI-BEST,R0102,TRAM,392,375,65.63,14.54,130458,129575,0.571,6225.9,437.49,5691.9,1750742,2.6,15,83.8,1.53,3
2024-01-26,IN-PUNE-PMPML,R4589,FERRY,128,128,77.46,9.65,14446,13295,0.607,2830.7,176.25,2571.8,167342,1.24,222,62.6,1.16,2
2024-08-01,IN-KOL-CTC,R5984,BUS,61,47,72.92,4.99,46808,48163,0.677,1148.6,78.18,991.5,584655,5.31,240,81.46,3.17,4
2019-07-14,IN-DELHI-DMRC,R1357,METRO,92,88,76.91,14.63,27740,28061,0.789,2177.4,86.21,2056.2,271726,3.6,129,86.95,4.63,1
2019-09-23,IN-KOL-CTC,R6615,FERRY,151,139,82.29,15.9,19101,18302,0.928,1373.5,86.25,1285.9,371070,2.46,202,76.44,2.71,2
2019-09-21,IN-AHM-AMTS,R2668,FERRY,304,283,75.89,9.05,20766,19728,0.954,5311.7,225.1,5129.5,307962,2.12,130,72.17,5.75,2
2020-07-01,IN-PUNE-PMPML,R4446,BUS,160,136,92.36,5.56,30944,30158,0.473,837.3,30.39,821.6,685018,1.1,250,82.93,8.3,2
2020-08-21,IN-AHM-AMTS,R2243,BRT,144,138,73.95,11.57,36951,34090,1.045,2469.8,124.83,2348.8,780438,0.9,104,75.06,4.83,3
2020-08-18,IN-DELHI-DTC,R2388,SUBURBAN_RAIL,121,104,78.56,12.67,105445,101366,1.484,1349.7,104.82,1235.7,2258842,2.78,176,70.82,2.55,7
2025-10-03,IN-KOL-CTC,R8013,FERRY,295,271,81.13,9.25,4968,4760,1.251,5885.0,386.81,5625.1,101298,3.72,55,88.68,0.64,3
2021-10-05,IN-AHM-AMTS,R3821,FERRY,261,256,76.97,11.98,5759,5868,1.346,4664.3,169.47,4107.6,129271,2.96,18,94.46,0.38,2
2020-07-24,IN-BLR-BMTC,R4333,FERRY,253,240,86.7,26.59,15059,15259,0.972,3606.9,144.56,3412.8,151051,2.9,12,53.13,1.59,1
2022-10-28,IN-PUNE-PMPML,R8241,FERRY,26,9,79.94,12.17,944,910,0.868,142.0,5.69,125.9,17968,3.96,233,78.15,5.42,3
2025-04-10,IN-CHN-MTC,R1161,BRT,366,362,79.4,9.59,34166,31859,0.758,4015.2,259.75,3902.9,772998,2.16,18,75.37,2.74,3
2021-09-08,IN-DELHI-DTC,R1566,FERRY,234,217,71.19,2.0,7087,7249,0.918,4695.6,316.52,4566.0,128316,3.25,90,77.54,5.67,1
2021-07-28,IN-DELHI-DMRC,R0110,METRO,128,114,79.15,8.03,154573,146314,1.336,1515.2,88.24,1363.0,2582459,4.95,142,58.35,5.74,8
2022-05-13,IN-MUMBAI-MMRDA,R7426,SUBURBAN_RAIL,295,293,99.9,13.71,339958,333088,0.653,7060.6,476.38,6318.6,7743489,0.91,146,57.52,2.07,6
2025-05-27,IN-HYD-TSRTC,R7519,METRO,191,178,90.32,12.24,320698,306796,1.117,2682.8,110.55,2301.8,2886507,0.0,25,67.74,1.58,12
2020-05-05,IN-KOL-CTC,R9043,TRAM,264,255,85.05,12.23,180068,181772,1.31,1385.1,69.12,1369.9,3109387,3.71,3,73.03,3.85,3
2024-08-13,IN-PUNE-PMPML,R3147,TRAM,141,128,78.58,4.28,61820,62851,0.991,1799.0,84.9,1622.8,669629,2.64,206,72.84,5.08,3
2021-05-11,IN-MUMBAI-MMRDA,R2165,METRO,183,169,79.96,10.83,113750,110160,0.69,1581.1,92.06,1472.1,2403777,1.33,53,72.61,0.41,6
2025-01-21,IN-HYD-TSRTC,R4012,TRAM,343,337,81.11,14.18,187315,180400,0.936,5859.8,437.04,5755.3,1535832,0.74,174,82.1,2.89,3
2024-04-20,IN-DELHI-DMRC,R6506,FERRY,260,249,67.16,9.68,18178,17043,0.815,5097.5,190.16,5025.3,199249,0.98,253,80.11,1.87,2
2023-03-17,IN-MUMBAI-MMRDA,R4248,TRAM,308,296,89.64,11.87,163317,151157,0.848,4311.7,183.44,4052.6,3429145,4.28,199,73.95,5.16,4
2024-03-10,IN-BLR-BMTC,R3752,METRO,23,0,99.71,18.68,38486,35958,1.126,0.0,0.0,0.0,831095,4.73,196,81.6,3.91,3
2024-12-11,IN-DELHI-DTC,R3316,BRT,195,178,83.45,26.7,88724,83527,0.912,2672.6,173.87,2528.3,1818374,0.91,26,55.06,2.67,3
2020-04-08,IN-DELHI-DTC,R9317,FERRY,139,116,79.31,22.03,9856,9294,1.153,1519.3,111.28,1474.5,210073,2.02,40,54.57,1.92,1
2025-08-02,IN-PUNE-PMPML,R2495,BUS,407,399,84.41,11.59,238594,241743,0.602,8986.5,588.44,8530.5,2630805,3.77,252,72.63,0.53,7
2020-09-01,IN-BLR-BMTC,R7359,TRAM,381,375,91.33,5.12,38943,40037,0.539,3118.9,229.36,2941.9,469042,2.61,68,88.48,1.85,3
2020-09-29,IN-DELHI-DMRC,R6931,BRT,103,83,78.11,11.08,17882,18416,0.764,1520.0,92.95,1333.1,336045,1.87,101,96.5,0.0,1
2019-08-02,IN-MUMBAI-BEST,R5996,BUS,273,268,78.34,4.29,184653,183127,1.004,2024.5,116.98,1775.0,3090234,2.07,241,100.0,4.91,5
2021-09-24,IN-DELHI-DTC,R7886,BRT,411,409,81.82,31.44,82873,77344,1.59,11201.8,459.21,10043.4,1282952,1.29,157,66.11,0.0,4
2021-10-04,IN-PUNE-PMPML,R4441,TRAM,407,393,96.1,2.07,25837,26106,0.981,10506.0,719.61,9274.8,583682,5.22,212,86.72,2.44,2
2020-02-02,IN-BLR-BMTC,R0458,BRT,268,251,76.8,7.25,82150,84269,0.642,6109.4,274.72,6007.5,1565183,2.87,56,65.08,2.07,2
2022-01-16,IN-AHM-AMTS,R3696,BUS,118,115,90.63,9.44,18166,16918,1.25,2862.6,113.6,2820.3,311377,4.01,15,80.65,1.49,2
2023-11-10,IN-MUMBAI-MMRDA,R1677,FERRY,200,177,77.84,12.01,6322,6229,1.147,3056.9,242.51,2621.4,92942,0.97,115,78.9,4.88,1
2023-01-08,IN-PUNE-PMPML,R3930,TRAM,251,236,81.81,18.8,149948,143567,0.763,3300.7,265.34,3010.4,2818242,1.31,47,75.54,2.19,7
2020-11-02,IN-CHN-MTC,R6372,TRAM,284,264,91.56,14.62,103255,103351,1.274,3880.2,189.95,3728.9,1557485,3.06,243,83.45,3.88,2
2020-06-03,IN-HYD-TSRTC,R0465,SUBURBAN_RAIL,285,271,81.95,12.7,354386,334894,0.996,7353.3,443.76,7206.6,6829653,3.67,88,84.97,2.48,11
2022-11-10,IN-MUMBAI-BEST,R9319,SUBURBAN_RAIL,138,123,84.03,18.64,119344,120362,1.073,2972.3,173.88,2794.6,2812011,0.41,155,86.17,4.77,3
2019-09-29,IN-BLR-BMTC,R1428,SUBURBAN_RAIL,110,106,76.96,22.21,95515,90308,0.915,2247.2,157.95,2216.6,1813908,6.65,179,58.32,3.88,7
2025-09-15,IN-KOL-CTC,R7757,SUBURBAN_RAIL,67,47,85.61,5.37,42021,40250,0.916,607.4,28.15,524.0,831079,2.78,251,68.89,4.27,2
2024-09-30,IN-DELHI-DTC,R9816,TRAM,407,400,91.56,16.34,111575,114366,0.546,3567.1,240.29,3084.8,2473034,0.0,33,99.59,2.46,8
2022-10-01,IN-KOL-CTC,R4941,BUS,331,325,84.59,10.75,223188,208518,1.178,7988.5,291.62,7192.7,3080228,1.63,254,90.43,4.19,16
2024-06-02,IN-AHM-AMTS,R8040,BRT,178,166,81.34,16.15,78224,79964,1.328,3326.5,128.03,2887.7,1126175,1.19,149,77.32,4.23,3
2020-06-14,IN-DELHI-DTC,R3674,BUS,190,184,83.24,20.71,139150,140826,1.302,4498.2,240.05,3960.4,1264567,1.83,17,88.84,5.5,5
2024-10-03,IN-HYD-TSRTC,R6160,TRAM,117,101,99.9,8.76,61696,57561,0.986,1566.3,125.24,1382.5,984953,4.09,30,100.0,5.42,2
2019-10-09,IN-PUNE-PMPML,R5799,SUBURBAN_RAIL,290,287,58.08,5.13,138918,131410,0.793,6556.9,290.25,5835.6,1188072,1.81,252,83.07,4.87,5
2023-11-06,IN-BLR-BMTC,R8312,BUS,244,234,82.56,12.22,175609,180665,1.092,5373.6,318.3,4713.9,2610588,5.87,245,100.0,6.31,4
2024-10-17,IN-CHN-MTC,R9503,SUBURBAN_RAIL,68,52,82.72,22.9,86999,87387,1.465,1282.1,81.76,1108.8,1700865,4.82,130,72.0,1.93,4
2020-11-25,IN-BLR-BMTC,R3636,FERRY,118,113,94.44,19.19,26510,26208,0.7,1584.3,92.86,1485.9,606303,1.1,152,73.6,5.25,4
2021-05-25,IN-MUMBAI-BEST,R6142,TRAM,392,376,81.18,5.6,36266,33522,0.974,4618.2,295.22,4415.2,791652,1.11,141,70.07,0.99,1
2021-07-04,IN-BLR-BMTC,R9948,METRO,369,357,78.17,17.48,581407,539862,1.166,4461.3,183.07,3934.9,7575462,2.25,72,80.51,6.0,9
2019-07-06,IN-DELHI-DTC,R4804,SUBURBAN_RAIL,382,368,90.57,2.22,433487,423379,1.424,5949.9,228.16,5854.6,6407943,1.97,41,70.37,6.19,13
2023-05-19,IN-BLR-BMTC,R2960,METRO,206,189,88.22,4.23,318620,303386,1.017,3698.7,132.65,3355.0,6830167,3.81,213,74.42,5.07,11
2024-04-08,IN-MUMBAI-MMRDA,R1162,FERRY,267,265,71.19,5.51,20923,20447,0.964,3888.1,173.63,3305.1,223508,0.52,5,81.88,2.93,3
2024-06-09,IN-DELHI-DMRC,R1670,TRAM,366,347,73.44,19.03,33157,31352,0.384,7572.8,346.4,7249.9,562621,3.11,222,89.43,6.4,4
2024-06-10,IN-DELHI-DTC,R2913,FERRY,355,337,90.87,11.34,81287,80933,1.938,1905.4,79.63,1688.2,1223942,2.17,110,64.83,1.99,3
2025-03-18,IN-DELHI-DMRC,R2987,FERRY,187,169,73.49,4.79,8046,8048,1.336,4075.4,223.27,3682.6,174742,1.92,2,73.39,6.17,3
2024-03-20,IN-CHN-MTC,R4839,SUBURBAN_RAIL,257,256,80.89,12.9,96056,94957,0.963,3756.4,267.86,3235.2,1835956,3.2,187,81.85,1.95,2
2021-11-17,IN-MUMBAI-BEST,R6009,BUS,225,202,81.91,13.38,125169,128110,0.886,3986.2,142.57,3637.8,2609405,1.35,180,74.92,3.77,4
2022-06-11,IN-HYD-TSRTC,R7913,SUBURBAN_RAIL,392,387,92.35,20.56,438327,412458,1.166,3420.8,150.16,3362.8,10035278,4.44,56,71.45,2.89,28
2026-01-04,IN-AHM-AMTS,R3007,TRAM,93,77,77.69,15.23,14269,13538,0.932,1381.8,52.11,1267.4,163442,0.61,231,86.94,2.32,0
2021-02-13,IN-MUMBAI-MMRDA,R0131,METRO,415,406,85.46,3.39,194193,190426,1.369,5288.4,200.96,4981.6,2545063,4.09,31,76.62,2.78,5
2023-12-18,IN-MUMBAI-MMRDA,R8022,BRT,357,348,87.08,4.46,111778,106049,0.615,6243.8,238.86,5910.9,2451571,3.37,151,74.42,4.14,4
2024-01-29,IN-MUMBAI-MMRDA,R7352,SUBURBAN_RAIL,256,238,79.19,15.44,321252,302653,0.718,2106.9,157.44,2049.0,3676797,0.0,220,60.83,2.3,5
2024-10-04,IN-DELHI-DMRC,R8219,TRAM,377,365,75.78,14.22,188537,175829,0.859,9572.6,505.53,8623.1,3214450,2.63,44,91.01,5.43,5
2020-03-23,IN-DELHI-DMRC,R0221,TRAM,373,372,76.03,9.64,86505,88333,1.442,3209.2,194.3,2833.9,2044619,2.93,111,80.48,6.29,3
2023-10-22,IN-KOL-CTC,R7657,METRO,284,278,77.39,6.45,448295,457264,1.094,1463.6,63.54,1408.8,6370497,3.91,17,59.88,2.48,14
2024-04-15,IN-KOL-CTC,R3896,FERRY,276,276,73.58,19.79,5796,5491,1.103,2800.9,103.42,2390.7,93237,1.37,231,100.0,2.93,2
2024-01-25,IN-HYD-TSRTC,R8859,SUBURBAN_RAIL,316,308,82.15,14.48,418901,417479,0.44,6178.1,274.08,5286.1,7419315,3.66,34,42.95,2.68,17
2024-09-02,IN-DELHI-DTC,R2715,METRO,198,187,74.18,19.22,208946,199276,0.771,2357.3,91.08,2278.2,2622823,0.0,223,100.0,0.56,8
2024-12-09,IN-CHN-MTC,R0657,BRT,183,162,96.51,2.0,62664,63767,1.097,2538.7,154.11,2322.8,1263030,0.0,238,87.04,6.6,3
2023-04-30,IN-BLR-BMTC,R0504,FERRY,289,270,73.22,2.0,28516,27372,1.42,7428.2,534.28,7022.0,367472,4.54,229,80.13,2.28,4
2021-10-28,IN-DELHI-DTC,R9992,SUBURBAN_RAIL,295,288,74.53,12.37,30854,31545,1.29,5305.1,235.65,4614.1,603132,4.14,96,83.04,3.9,4
2021-06-10,IN-MUMBAI-BEST,R8817,BUS,304,283,83.1,19.0,190795,177702,0.782,5540.7,217.97,5055.9,2266301,3.65,69,69.75,3.9,7
2023-10-20,IN-KOL-CTC,R3186,BRT,401,390,91.11,9.14,173913,160870,1.051,4926.2,178.65,4432.4,1733795,2.72,77,96.62,2.73,9
2025-02-17,IN-DELHI-DMRC,R0461,SUBURBAN_RAIL,328,311,81.2,7.66,272520,257630,0.383,3829.3,154.45,3415.8,6082946,3.42,92,68.81,1.52,7
