edu_res_reference_year,edu_res_country_iso2,edu_res_region_nuts_code,edu_res_school_level_code,edu_res_student_teacher_ratio,edu_res_teacher_salary_index,edu_res_school_infrastructure_index,edu_res_devices_per_100_students,edu_res_high_speed_internet_school_pct,edu_res_digital_learning_platform_usage_pct,edu_res_special_needs_support_staff_per_1k,edu_res_meals_programme_coverage_pct,edu_res_language_support_programmes_count,edu_res_dropout_prevention_programmes_count,edu_res_safety_incidents_count,edu_res_budget_per_student_eur,edu_res_r_and_r_rf_education_investment_eur,edu_res_data_source,edu_res_methodology_version,edu_res_data_extract_date
2010,LU,HU14,PRIMARY,9.75,126.44,68.47,32.64,34.88,46.44,3.11,53.91,76,139,321,3069.71,403830558.75,EURYDICE_EXPORT,RES_V3,2024-01-27
2011,RO,MT374,MIXED,19.9,121.01,79.65,119.41,33.49,51.56,8.6,65.42,96,122,842,11380.72,133497171.04,NATIONAL_EDU_MINISTRY,RES_V2,2026-02-10
2012,AT,GR85,UPPER_SECONDARY,16.86,107.61,94.44,29.8,50.51,15.22,8.43,58.49,128,13,339,12175.47,45033221.0,SCHOOL_CENSUS,RES_V1,2024-11-17
2013,CZ,MT2,LOWER_SECONDARY,9.59,105.58,95.53,66.43,64.48,53.79,7.09,58.63,39,143,307,16842.11,255282054.02,RRF_MONITORING,RES_V3,2025-04-03
2014,DE,BE24,PRIMARY,19.08,119.19,68.75,53.71,33.31,63.32,8.14,43.54,158,151,49,4105.62,20135745.18,EURYDICE_EXPORT,RES_V2,2024-05-26
2015,LV,SE131,MIXED,18.46,97.53,111.03,74.69,71.22,43.25,9.53,35.71,320,239,414,9583.85,58254750.88,NATIONAL_EDU_MINISTRY,RES_V1,2026-01-13
2016,PL,EE472,UPPER_SECONDARY,9.4,95.67,129.37,75.58,49.6,41.69,15.86,37.97,199,93,1000,7591.31,65332890.22,SCHOOL_CENSUS,RES_V3,2025-05-22
2017,ES,DE26,LOWER_SECONDARY,17.11,114.8,95.96,108.54,81.39,44.96,13.69,20.72,339,44,106,17901.74,408323059.1,RRF_MONITORING,RES_V2,2025-03-08
2018,HR,BE3,PRIMARY,18.4,112.25,93.6,69.02,44.51,62.37,9.1,34.38,29,172,237,5718.63,202324637.16,EURYDICE_EXPORT,RES_V1,2025-03-02
2019,FI,HR358,MIXED,14.19,107.36,100.76,31.29,78.73,61.12,9.57,63.76,16,189,175,16299.1,212261469.71,NATIONAL_EDU_MINISTRY,RES_V3,2025-05-25
2020,IE,SK399,UPPER_SECONDARY,20.49,86.22,118.81,125.67,46.57,44.78,11.08,47.12,251,39,1007,6238.21,36092052.4,SCHOOL_CENSUS,RES_V2,2025-12-15
2021,MT,CY21,LOWER_SECONDARY,12.97,113.28,98.1,112.79,42.82,62.59,16.48,15.32,306,53,578,14401.51,1341968260.88,RRF_MONITORING,RES_V1,2025-06-04
2022,SK,SI2,PRIMARY,19.68,89.84,93.23,176.81,100.0,35.64,13.59,66.21,166,283,596,12954.72,812200278.42,EURYDICE_EXPORT,RES_V3,2024-07-03
2023,BE,IT402,MIXED,18.23,84.25,99.5,58.76,38.87,28.5,5.13,49.43,120,13,397,16815.56,780297495.27,NATIONAL_EDU_MINISTRY,RES_V2,2024-01-29
2024,DK,SK58,UPPER_SECONDARY,12.88,139.25,92.53,119.31,43.8,51.01,9.21,82.51,334,116,785,11526.28,192322244.45,SCHOOL_CENSUS,RES_V1,2025-10-20
2025,GR,FR217,LOWER_SECONDARY,9.45,100.4,102.74,70.19,52.36,72.36,9.45,47.13,295,21,94,2441.64,141630321.31,RRF_MONITORING,RES_V3,2024-08-01
2006,LT,IE84,PRIMARY,13.46,82.36,67.71,135.4,77.31,61.23,14.15,79.15,251,4,339,8254.27,366045833.51,EURYDICE_EXPORT,RES_V2,2024-03-22
2007,PT,NL925,MIXED,18.89,84.31,76.63,57.99,35.0,46.95,6.97,65.33,145,15,616,3348.72,174187336.16,NATIONAL_EDU_MINISTRY,RES_V1,2025-02-21
2008,SE,BE32,UPPER_SECONDARY,14.61,106.72,93.37,46.18,33.01,59.43,5.19,86.58,143,131,524,14238.56,9206888.63,SCHOOL_CENSUS,RES_V3,2024-02-06
2009,CY,RO552,LOWER_SECONDARY,9.91,119.73,87.52,128.42,33.0,67.2,3.73,35.56,26,14,115,4314.38,358347398.34,RRF_MONITORING,RES_V2,2025-11-03
2010,FR,BG43,PRIMARY,22.06,123.97,117.46,78.59,63.61,21.18,3.39,72.86,227,134,550,4909.84,162256714.05,EURYDICE_EXPORT,RES_V1,2025-11-30
2011,IT,FI2,MIXED,11.86,106.35,89.56,48.2,66.37,83.67,11.88,81.89,53,215,99,7567.77,57614175.59,NATIONAL_EDU_MINISTRY,RES_V3,2024-12-28
2012,NL,FI585,UPPER_SECONDARY,20.43,100.94,103.92,55.59,78.1,76.96,12.27,41.57,162,49,124,14256.12,390076886.75,SCHOOL_CENSUS,RES_V2,2025-10-19
2013,SI,SE35,LOWER_SECONDARY,12.26,98.78,88.78,83.73,39.28,43.44,7.31,30.28,162,87,100,5343.59,238377071.99,RRF_MONITORING,RES_V1,2025-12-01
2014,BG,PT612,PRIMARY,15.99,83.06,69.59,38.57,39.05,33.13,9.67,21.14,41,190,244,7676.08,302778606.42,EURYDICE_EXPORT,RES_V3,2025-08-05
2015,EE,BE169,MIXED,20.18,109.81,111.53,60.82,73.61,55.3,2.28,18.15,4,56,413,16656.23,148375638.6,NATIONAL_EDU_MINISTRY,RES_V2,2025-11-19
2016,HU,FR746,UPPER_SECONDARY,17.15,118.05,116.38,78.86,52.72,19.75,13.84,38.78,308,49,425,17611.85,285549669.23,SCHOOL_CENSUS,RES_V1,2025-05-21
2017,LU,HU300,LOWER_SECONDARY,17.51,136.53,93.91,80.78,53.46,30.37,3.57,37.05,289,131,552,5598.05,405608022.92,RRF_MONITORING,RES_V3,2026-02-07
2018,RO,SE714,PRIMARY,15.81,111.75,118.28,79.59,58.09,11.03,5.07,56.71,268,179,342,8705.54,22197768.91,EURYDICE_EXPORT,RES_V2,2024-04-03
2019,AT,ES36,MIXED,14.01,117.22,78.78,63.62,76.69,76.0,3.07,20.52,91,38,361,8487.06,50938098.09,NATIONAL_EDU_MINISTRY,RES_V1,2025-04-16
2020,CZ,HR65,UPPER_SECONDARY,9.65,88.09,75.68,119.08,63.5,99.37,16.11,27.69,15,105,537,5187.61,99587941.73,SCHOOL_CENSUS,RES_V3,2025-05-03
2021,DE,CY845,LOWER_SECONDARY,17.82,116.23,82.04,65.53,100.0,94.04,4.73,67.05,36,238,246,5690.23,1910236767.77,RRF_MONITORING,RES_V2,2024-01-22
2022,LV,LU653,PRIMARY,10.26,127.27,116.49,53.94,43.34,30.98,19.26,71.1,149,269,272,6829.84,1223284461.3,EURYDICE_EXPORT,RES_V1,2025-02-16
2023,PL,BE896,MIXED,10.19,119.12,125.1,93.87,45.35,74.7,1.28,87.35,326,109,8,3318.62,517016437.39,NATIONAL_EDU_MINISTRY,RES_V3,2024-10-10
2024,ES,PL74,UPPER_SECONDARY,20.1,98.28,82.39,116.92,44.18,41.96,13.05,59.52,115,125,438,7569.96,748370652.29,SCHOOL_CENSUS,RES_V2,2025-04-08
2025,HR,EE997,LOWER_SECONDARY,14.42,121.89,99.07,181.94,64.95,23.03,9.14,35.36,76,111,573,3788.09,613675208.25,RRF_MONITORING,RES_V1,2024-12-31
2006,FI,CZ653,PRIMARY,12.94,112.5,86.09,115.89,43.46,43.37,3.41,49.97,249,15,460,7138.95,88219839.17,EURYDICE_EXPORT,RES_V3,2025-04-09
2007,IE,LT509,MIXED,13.39,96.24,99.06,58.77,60.11,73.68,1.6,81.84,109,174,853,11563.93,312518472.01,NATIONAL_EDU_MINISTRY,RES_V2,2024-04-16
2008,MT,LV312,UPPER_SECONDARY,16.69,100.39,111.41,59.48,30.64,73.29,7.35,45.01,241,140,156,6096.22,150234366.21,SCHOOL_CENSUS,RES_V1,2025-08-30
2009,SK,BG51,LOWER_SECONDARY,12.15,122.94,79.75,46.04,82.64,49.33,8.95,44.38,225,160,637,8669.75,227061462.52,RRF_MONITORING,RES_V3,2026-01-01
2010,BE,DE40,PRIMARY,19.25,112.0,70.8,32.04,73.96,80.8,10.36,74.12,148,100,455,3921.4,139226426.32,EURYDICE_EXPORT,RES_V2,2025-07-09
2011,DK,CY261,MIXED,12.36,104.5,98.06,29.99,38.68,57.91,9.8,37.79,111,66,44,13723.43,156595256.46,NATIONAL_EDU_MINISTRY,RES_V1,2026-01-12
2012,GR,HR77,UPPER_SECONDARY,8.58,99.19,67.26,71.7,74.8,55.01,9.86,24.26,204,52,296,2556.11,80346249.52,SCHOOL_CENSUS,RES_V3,2025-06-17
2013,LT,LU57,LOWER_SECONDARY,16.99,107.85,69.67,107.91,40.96,35.87,4.59,66.03,158,216,10,7021.85,112325787.71,RRF_MONITORING,RES_V2,2025-06-19
2014,PT,IE16,PRIMARY,17.59,89.49,69.61,71.96,79.78,21.58,18.94,84.9,219,192,348,10080.37,143731837.99,EURYDICE_EXPORT,RES_V1,2025-03-01
2015,SE,PL14,MIXED,15.56,133.93,104.63,125.86,63.3,55.76,4.58,21.3,276,66,892,10486.97,301818156.15,NATIONAL_EDU_MINISTRY,RES_V3,2024-12-21
2016,CY,NL58,UPPER_SECONDARY,16.66,87.25,97.32,59.25,63.4,86.08,1.29,20.87,155,280,145,6906.35,105922652.2,SCHOOL_CENSUS,RES_V2,2025-08-05
2017,FR,DE447,LOWER_SECONDARY,17.19,80.87,116.35,76.27,72.85,52.7,7.78,20.88,330,3,579,10310.95,260900367.3,RRF_MONITORING,RES_V1,2026-01-24
2018,IT,ES5,PRIMARY,12.03,124.78,88.67,113.72,45.59,51.84,2.6,74.29,242,110,152,15241.54,116400130.91,EURYDICE_EXPORT,RES_V3,2024-06-21
2019,NL,PL619,MIXED,19.87,115.15,96.91,99.67,100.0,67.5,9.04,25.45,3,219,594,15831.69,245187203.64,NATIONAL_EDU_MINISTRY,RES_V2,2024-09-13
2020,SI,ES21,UPPER_SECONDARY,19.03,92.05,77.17,109.9,67.85,56.77,14.37,21.5,365,266,109,4640.28,228737392.4,SCHOOL_CENSUS,RES_V1,2024-10-02
2021,BG,LU1,LOWER_SECONDARY,13.88,122.15,98.97,94.13,97.43,39.9,11.86,38.84,85,215,585,4403.95,1224626471.45,RRF_MONITORING,RES_V3,2024-01-12
2022,EE,FR728,PRIMARY,13.51,110.28,77.96,91.36,74.74,70.13,16.44,57.52,203,86,294,4121.28,1680424560.32,EURYDICE_EXPORT,RES_V2,2024-06-05
2023,HU,PL381,MIXED,9.81,105.34,122.56,176.25,84.48,33.61,6.46,19.35,187,292,273,9971.02,1074771095.93,NATIONAL_EDU_MINISTRY,RES_V1,2024-12-29
2024,LU,NL44,UPPER_SECONDARY,13.42,121.57,82.23,108.72,63.57,25.06,12.74,66.59,300,191,434,6223.68,1291181247.8,SCHOOL_CENSUS,RES_V3,2024-10-24
2025,RO,EE188,LOWER_SECONDARY,11.09,88.5,102.68,162.09,80.33,57.59,7.39,71.1,197,24,64,15846.49,1886779159.57,RRF_MONITORING,RES_V2,2025-08-14
2006,AT,GR553,PRIMARY,9.81,113.26,73.44,57.64,69.72,49.29,16.28,76.04,134,134,55,13831.16,281876328.91,EURYDICE_EXPORT,RES_V1,2025-10-13
2007,CZ,DK33,MIXED,17.69,95.25,97.85,45.47,75.4,26.5,10.37,65.22,206,147,871,10478.46,103106706.21,NATIONAL_EDU_MINISTRY,RES_V3,2025-02-26
2008,DE,SI627,UPPER_SECONDARY,17.08,125.77,96.58,133.47,80.67,84.57,7.32,59.52,120,139,408,10700.33,360266756.64,SCHOOL_CENSUS,RES_V2,2024-12-16
2009,LV,DK558,LOWER_SECONDARY,16.35,128.19,66.99,32.3,58.13,30.9,2.46,33.69,21,144,144,13233.52,63118829.08,RRF_MONITORING,RES_V1,2024-04-01
2010,PL,LU5,PRIMARY,17.49,112.68,115.77,29.99,51.49,53.37,9.59,23.47,261,153,637,7393.99,391927315.65,EURYDICE_EXPORT,RES_V3,2024-08-24
2011,ES,SE37,MIXED,9.98,110.33,116.12,49.49,45.61,56.82,2.98,77.18,201,110,880,11597.16,217869379.76,NATIONAL_EDU_MINISTRY,RES_V2,2024-05-19
2012,HR,EE2,UPPER_SECONDARY,9.67,95.91,105.64,28.57,35.4,22.48,4.93,61.03,177,47,233,5687.7,144059704.62,SCHOOL_CENSUS,RES_V1,2025-10-14
2013,FI,FR9,LOWER_SECONDARY,19.32,95.38,116.76,76.92,42.56,12.11,1.71,32.93,40,132,183,6066.62,127965133.61,RRF_MONITORING,RES_V3,2025-11-04
2014,IE,NL15,PRIMARY,13.89,89.35,107.93,30.72,48.38,11.88,7.98,75.11,15,215,430,11840.23,127031695.53,EURYDICE_EXPORT,RES_V2,2024-03-27
2015,MT,IE46,MIXED,10.82,96.34,86.84,89.22,36.11,69.77,15.69,22.86,169,220,647,15348.61,155603075.1,NATIONAL_EDU_MINISTRY,RES_V1,2024-07-18
2016,SK,FR3,UPPER_SECONDARY,20.64,80.76,108.26,38.54,56.01,52.77,2.82,15.12,68,164,727,11700.33,60836430.13,SCHOOL_CENSUS,RES_V3,2025-08-06
2017,BE,RO88,LOWER_SECONDARY,20.06,108.47,97.38,127.75,60.97,28.06,2.2,62.1,161,223,125,4753.96,257072658.26,RRF_MONITORING,RES_V2,2024-08-11
2018,DK,NL144,PRIMARY,13.76,133.76,85.88,62.93,48.17,14.19,6.41,25.56,181,37,666,6664.6,179843640.01,EURYDICE_EXPORT,RES_V1,2024-02-17
2019,GR,SK4,MIXED,9.8,114.45,113.29,88.84,61.95,69.17,6.54,34.49,209,178,585,15421.85,304288492.86,NATIONAL_EDU_MINISTRY,RES_V3,2025-08-17
2020,LT,SI81,UPPER_SECONDARY,10.46,95.55,82.66,55.32,45.57,24.51,14.53,21.09,297,79,385,11068.74,404773059.8,SCHOOL_CENSUS,RES_V2,2024-12-01
2021,PT,IT2,LOWER_SECONDARY,16.91,126.55,125.08,96.52,57.96,91.55,16.37,35.85,44,166,20,7596.67,1833542472.88,RRF_MONITORING,RES_V1,2024-11-20
2022,SE,SE6,PRIMARY,17.97,112.77,123.1,104.07,89.88,64.48,10.2,84.17,223,92,222,11323.62,1327626065.58,EURYDICE_EXPORT,RES_V3,2024-10-03
2023,CY,CZ96,MIXED,20.49,110.06,98.61,52.04,88.13,28.29,12.02,57.09,298,232,507,12904.98,1062052879.83,NATIONAL_EDU_MINISTRY,RES_V2,2026-02-11
2024,FR,FI86,UPPER_SECONDARY,14.81,89.9,110.41,57.31,65.8,78.85,1.16,45.93,61,178,185,16545.21,1361756861.22,SCHOOL_CENSUS,RES_V1,2024-11-30
2025,IT,NL7,LOWER_SECONDARY,16.28,84.53,122.57,79.47,100.0,29.96,16.57,63.21,131,62,141,11815.27,1353201939.98,RRF_MONITORING,RES_V3,2025-06-13
2006,NL,DE150,PRIMARY,19.04,108.91,118.57,86.05,77.04,53.73,9.46,41.06,258,183,596,11129.2,158388868.94,EURYDICE_EXPORT,RES_V2,2025-07-23
2007,SI,DE688,MIXED,12.76,83.4,91.17,69.33,50.33,64.21,13.85,68.9,0,100,159,11568.14,385804702.12,NATIONAL_EDU_MINISTRY,RES_V1,2024-01-11
2008,BG,PL45,UPPER_SECONDARY,12.07,109.24,74.26,130.09,72.19,61.71,4.4,61.58,158,41,10,15463.42,250208534.78,SCHOOL_CENSUS,RES_V3,2025-02-11
2009,EE,DK3,LOWER_SECONDARY,14.12,111.19,116.67,57.28,69.85,54.81,11.96,67.73,250,116,213,6084.28,35332763.51,RRF_MONITORING,RES_V2,2025-03-09
2010,HU,BG13,PRIMARY,10.74,101.89,82.14,85.65,58.09,73.08,11.1,48.32,80,87,546,12646.2,299650539.96,EURYDICE_EXPORT,RES_V1,2024-09-06
2011,LU,RO8,MIXED,13.69,140.1,78.11,85.47,48.76,18.19,13.67,45.89,55,86,604,2149.62,142162409.41,NATIONAL_EDU_MINISTRY,RES_V3,2025-12-20
2012,RO,DK6,UPPER_SECONDARY,13.31,126.61,89.0,110.3,56.43,52.16,5.14,30.08,26,24,124,15472.91,341686638.61,SCHOOL_CENSUS,RES_V2,2024-10-01
2013,AT,PL8,LOWER_SECONDARY,11.23,125.62,112.05,29.33,38.34,29.63,10.11,82.72,21,203,400,4565.18,188996248.98,RRF_MONITORING,RES_V1,2024-08-31
2014,CZ,SK7,PRIMARY,11.29,108.01,79.88,119.58,80.55,34.77,14.78,21.27,3,173,115,3590.93,345675832.19,EURYDICE_EXPORT,RES_V3,2024-03-31
2015,DE,SK179,MIXED,17.61,105.81,117.9,111.28,61.2,82.37,14.8,15.98,62,248,733,3818.05,20301512.41,NATIONAL_EDU_MINISTRY,RES_V2,2025-06-14
2016,LV,DK835,UPPER_SECONDARY,18.55,101.22,108.73,81.73,72.84,19.99,1.58,17.69,196,227,68,6721.15,32885138.41,SCHOOL_CENSUS,RES_V1,2025-07-27
2017,PL,IE1,LOWER_SECONDARY,10.2,124.4,129.6,48.18,63.25,53.48,16.69,34.27,104,73,645,10072.08,152345565.52,RRF_MONITORING,RES_V3,2024-11-29
2018,ES,IE8,PRIMARY,19.42,102.35,97.23,49.79,96.52,75.67,7.68,75.82,154,242,146,11025.65,397277884.46,EURYDICE_EXPORT,RES_V2,2026-02-10
2019,HR,DE3,MIXED,14.87,126.98,91.34,104.09,100.0,42.86,14.76,44.96,106,182,765,11342.81,313381453.59,NATIONAL_EDU_MINISTRY,RES_V1,2024-07-17
2020,FI,LV8,UPPER_SECONDARY,11.95,100.38,95.08,50.31,54.55,19.34,13.2,33.24,338,18,246,4435.18,10635193.39,SCHOOL_CENSUS,RES_V3,2025-03-11
2021,IE,SK22,LOWER_SECONDARY,10.84,98.53,89.58,125.76,46.0,71.18,5.98,87.19,210,139,198,14699.59,1907904784.21,RRF_MONITORING,RES_V2,2026-02-06
2022,MT,ES4,PRIMARY,15.37,88.32,83.73,65.14,67.59,66.9,5.05,55.25,96,64,650,14797.94,464248699.02,EURYDICE_EXPORT,RES_V1,2024-03-18
2023,SK,PT98,MIXED,15.55,88.32,92.59,153.76,69.99,82.48,19.78,49.87,299,27,40,7928.87,544506144.52,NATIONAL_EDU_MINISTRY,RES_V3,2025-02-11
2024,BE,DK927,UPPER_SECONDARY,11.9,112.71,115.23,51.46,100.0,36.56,5.91,74.09,251,236,359,4032.08,1935222338.53,SCHOOL_CENSUS,RES_V2,2025-04-11
2025,DK,SI435,LOWER_SECONDARY,17.27,147.86,130.55,91.38,60.95,47.5,15.43,70.96,125,166,708,4248.67,233361330.09,RRF_MONITORING,RES_V1,2024-02-13
2006,GR,ES81,PRIMARY,17.01,90.1,117.51,61.05,57.2,20.73,19.6,16.71,28,45,19,14079.55,352392776.29,EURYDICE_EXPORT,RES_V3,2024-01-04
2007,LT,ES96,MIXED,19.72,120.35,112.16,104.32,65.56,75.94,7.38,32.74,247,209,632,16768.06,122440082.79,NATIONAL_EDU_MINISTRY,RES_V2,2025-03-02
2008,PT,SI4,UPPER_SECONDARY,13.28,112.5,118.1,102.81,82.82,63.53,10.12,27.09,61,213,865,15989.43,114779775.21,SCHOOL_CENSUS,RES_V1,2024-02-25
2009,SE,BG459,LOWER_SECONDARY,12.96,121.37,88.17,116.35,54.12,52.42,13.8,67.75,187,59,366,11179.63,401564584.95,RRF_MONITORING,RES_V3,2024-03-31
2010,CY,RO36,PRIMARY,14.14,87.44,108.62,120.01,41.49,37.48,1.82,22.78,65,114,252,9637.02,94220533.45,EURYDICE_EXPORT,RES_V2,2024-05-31
2011,FR,HR87,MIXED,13.77,122.1,88.45,120.67,45.27,60.89,11.19,84.18,28,93,429,8396.04,347143866.2,NATIONAL_EDU_MINISTRY,RES_V1,2025-08-20
2012,IT,DK29,UPPER_SECONDARY,10.67,117.09,105.41,111.07,74.77,37.04,16.11,73.5,19,49,1009,15539.65,22295849.81,SCHOOL_CENSUS,RES_V3,2025-08-19
2013,NL,HR5,LOWER_SECONDARY,9.98,130.37,77.95,42.52,45.89,17.87,15.12,45.0,99,95,594,9247.69,123121513.86,RRF_MONITORING,RES_V2,2024-10-26
2014,SI,HR6,PRIMARY,17.16,124.99,97.73,116.72,56.88,32.57,16.24,23.53,136,53,224,13802.53,196123658.84,EURYDICE_EXPORT,RES_V1,2025-08-19
2015,BG,SK487,MIXED,15.37,119.95,82.88,93.12,72.24,10.53,6.43,41.85,101,248,816,4074.24,379580054.21,NATIONAL_EDU_MINISTRY,RES_V3,2025-02-26
2016,EE,IE6,UPPER_SECONDARY,15.72,119.33,106.62,131.18,70.06,62.01,14.81,67.26,71,113,19,10189.37,80847469.7,SCHOOL_CENSUS,RES_V2,2025-01-11
2017,HU,HR631,LOWER_SECONDARY,13.96,81.53,120.65,119.33,55.2,69.32,5.87,27.57,30,116,132,7595.2,279572794.87,RRF_MONITORING,RES_V1,2024-05-22
2018,LU,IE364,PRIMARY,13.19,132.77,121.06,44.76,42.82,63.23,14.22,51.26,58,66,503,3020.0,91666777.15,EURYDICE_EXPORT,RES_V3,2025-11-25
2019,RO,FI307,MIXED,14.04,80.86,129.48,88.02,92.29,39.21,4.13,31.41,343,117,944,11841.37,348846016.53,NATIONAL_EDU_MINISTRY,RES_V2,2024-06-08
2020,AT,LT6,UPPER_SECONDARY,10.81,88.93,106.47,109.29,100.0,24.21,15.31,54.07,277,153,180,5608.96,392028526.19,SCHOOL_CENSUS,RES_V1,2024-02-20
2021,CZ,MT673,LOWER_SECONDARY,13.87,127.41,121.89,50.17,52.36,100.0,13.97,19.39,49,248,511,9449.36,1313290436.8,RRF_MONITORING,RES_V3,2024-02-27
2022,DE,AT7,PRIMARY,19.16,127.24,87.42,43.69,96.9,56.21,13.99,58.38,132,148,42,15357.01,809715895.28,EURYDICE_EXPORT,RES_V2,2026-02-14
2023,LV,IT7,MIXED,14.16,103.98,119.9,142.67,41.58,39.08,17.94,20.94,363,23,427,16426.74,2043633602.09,NATIONAL_EDU_MINISTRY,RES_V1,2025-11-01
2024,PL,BG93,UPPER_SECONDARY,12.54,126.57,127.35,146.98,73.16,68.68,3.05,61.0,1,135,425,3189.23,1254962798.98,SCHOOL_CENSUS,RES_V3,2024-11-14
2025,ES,LV20,LOWER_SECONDARY,9.11,107.6,78.19,86.94,54.11,35.83,5.79,64.45,123,166,468,5732.66,1238296789.41,RRF_MONITORING,RES_V2,2024-11-18
2006,HR,CZ4,PRIMARY,22.61,100.96,102.91,102.39,33.32,45.26,8.28,31.36,109,60,627,8850.48,50483587.26,EURYDICE_EXPORT,RES_V1,2024-02-03
2007,FI,SI83,MIXED,20.08,116.15,88.55,134.95,43.95,23.59,19.56,43.27,163,136,308,5118.72,195416564.58,NATIONAL_EDU_MINISTRY,RES_V3,2024-11-17
2008,IE,EE980,UPPER_SECONDARY,18.36,116.52,100.69,58.53,74.24,40.28,7.38,17.85,27,200,1006,16598.15,118204819.87,SCHOOL_CENSUS,RES_V2,2024-06-23
2009,MT,EE130,LOWER_SECONDARY,20.18,118.09,78.03,81.57,46.35,24.59,7.76,49.02,123,33,616,5707.97,411011370.7,RRF_MONITORING,RES_V1,2024-05-21
2010,SK,LT98,PRIMARY,17.32,103.56,88.42,41.77,72.2,63.0,6.27,20.98,183,207,328,4373.47,399726115.46,EURYDICE_EXPORT,RES_V3,2025-05-03
2011,BE,HU152,MIXED,9.58,89.97,113.39,45.34,76.54,36.66,15.73,31.37,264,153,896,17698.77,374929504.9,NATIONAL_EDU_MINISTRY,RES_V2,2024-01-01
2012,DK,SK69,UPPER_SECONDARY,14.26,120.97,107.38,84.51,69.43,51.94,6.39,49.23,242,132,984,2686.89,106951538.63,SCHOOL_CENSUS,RES_V1,2024-02-23
2013,GR,EE41,LOWER_SECONDARY,11.91,87.12,83.57,79.67,70.27,64.62,10.3,20.43,218,12,392,14444.04,390132676.75,RRF_MONITORING,RES_V3,2025-08-05
2014,LT,PT83,PRIMARY,16.17,89.45,83.54,84.38,40.73,50.51,16.08,18.86,19,27,569,9823.61,314297421.84,EURYDICE_EXPORT,RES_V2,2024-12-09
2015,PT,IE616,MIXED,19.57,103.96,79.59,26.42,64.29,32.73,6.29,24.92,218,26,168,4156.44,34993612.78,NATIONAL_EDU_MINISTRY,RES_V1,2024-09-15
2016,SE,LU28,UPPER_SECONDARY,20.9,116.73,119.01,124.76,35.33,11.36,7.0,76.17,282,286,702,14965.56,160833114.51,SCHOOL_CENSUS,RES_V3,2024-05-24
2017,CY,SE113,LOWER_SECONDARY,11.98,123.13,96.07,79.19,33.25,49.64,14.53,38.42,31,279,380,12029.27,135670448.58,RRF_MONITORING,RES_V2,2024-11-03
2018,FR,DE477,PRIMARY,22.07,124.03,105.88,35.6,94.33,56.88,9.47,29.24,138,59,525,16414.03,253204716.66,EURYDICE_EXPORT,RES_V1,2025-09-19
2019,IT,PL94,MIXED,17.87,118.78,83.62,48.28,94.83,32.2,15.23,91.99,282,88,210,2634.73,24456390.28,NATIONAL_EDU_MINISTRY,RES_V3,2024-01-05
2020,NL,FI7,UPPER_SECONDARY,10.37,96.91,116.8,115.01,48.38,30.49,9.76,75.28,172,128,824,6757.38,188778275.17,SCHOOL_CENSUS,RES_V2,2026-02-16
2021,SI,DE833,LOWER_SECONDARY,11.66,126.9,117.71,129.99,97.93,42.08,6.29,53.94,305,187,656,11308.02,1133738896.85,RRF_MONITORING,RES_V1,2024-07-15
2022,BG,RO60,PRIMARY,20.58,128.1,79.19,50.24,50.16,44.35,17.38,69.8,88,29,204,5120.11,1404841764.09,EURYDICE_EXPORT,RES_V3,2025-04-19
2023,EE,RO638,MIXED,15.01,113.27,120.42,68.23,58.44,54.91,19.73,78.17,200,13,172,16999.42,1365554820.21,NATIONAL_EDU_MINISTRY,RES_V2,2024-01-06
2024,HU,MT25,UPPER_SECONDARY,13.63,92.09,126.56,128.44,99.99,32.26,12.86,42.76,209,287,365,14974.97,2039090301.54,SCHOOL_CENSUS,RES_V1,2026-02-15
2025,LU,CZ905,LOWER_SECONDARY,10.28,113.42,100.76,80.28,88.12,42.86,4.98,38.06,150,83,302,2825.5,481568645.78,RRF_MONITORING,RES_V3,2025-10-14
2006,RO,LU87,PRIMARY,12.94,93.07,74.76,115.0,70.33,28.7,1.11,62.96,59,219,12,2736.26,184485058.57,EURYDICE_EXPORT,RES_V2,2025-04-06
2007,AT,LU208,MIXED,20.16,123.73,70.67,31.91,30.68,47.57,10.54,67.4,13,193,734,12361.83,130471541.22,NATIONAL_EDU_MINISTRY,RES_V1,2025-11-04
2008,CZ,BG58,UPPER_SECONDARY,14.74,83.3,90.01,115.27,33.69,16.44,11.07,22.04,251,130,1028,8886.95,271973048.17,SCHOOL_CENSUS,RES_V3,2025-09-05
2009,DE,DK4,LOWER_SECONDARY,9.61,108.79,84.82,130.81,43.85,61.72,4.31,63.2,68,25,395,14868.14,423105568.88,RRF_MONITORING,RES_V2,2025-06-21
2010,LV,NL661,PRIMARY,21.81,115.76,73.38,25.35,58.84,56.75,7.15,42.99,107,65,525,7800.94,353401746.95,EURYDICE_EXPORT,RES_V1,2025-10-15
2011,PL,FR43,MIXED,15.26,112.34,68.26,86.24,37.59,45.22,16.47,37.41,204,10,762,12326.61,135142696.42,NATIONAL_EDU_MINISTRY,RES_V3,2025-07-13
2012,ES,LV96,UPPER_SECONDARY,10.41,119.69,93.08,100.5,59.94,45.48,12.05,26.94,132,69,567,7836.74,292056631.68,SCHOOL_CENSUS,RES_V2,2025-02-17
2013,HR,HR66,LOWER_SECONDARY,9.15,118.03,107.86,107.83,39.16,52.71,7.61,74.7,187,24,145,5814.67,408340112.85,RRF_MONITORING,RES_V1,2024-04-05
