house_change_analysis_period_start,house_change_analysis_period_end,house_change_tract_geoid,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2054-01-01,2054-11-30,03106000505,4.2,38.86,21.77,-9.56,0.8832,30.41,30.56,9.91,31.05,-8.76,2.352,3.406,14.54,97,1,0.996,MID
2054-02-01,2054-12-31,03107000506,-6.92,-1.26,42.3,23.57,0.0312,21.27,9.09,5.94,12.2,14.11,1.597,2.639,-7.47,84,0,0.7303,MID
2054-03-01,2055-01-31,03108000507,22.52,53.78,43.59,-9.01,0.3232,42.89,32.76,16.84,18.51,-5.3,-0.914,4.544,5.19,102,1,0.1905,MID
2054-04-01,2055-02-28,03109000508,-7.96,26.11,22.75,19.86,0.6315,12.46,1.46,10.85,8.3,-9.35,-4.669,-2.958,11.2,72,1,0.2308,EARLY
2054-05-01,2055-03-31,03110000509,41.39,16.55,32.98,11.78,0.4953,11.09,29.84,16.99,17.0,6.58,2.692,2.743,-1.97,39,0,0.194,MID
2054-06-01,2055-04-30,03111000510,-4.07,-9.6,-3.66,-5.11,0.0882,32.56,11.42,14.38,28.28,14.79,4.237,2.288,-7.13,49,0,0.6139,UNCERTAIN
2054-07-01,2055-05-31,03112000511,9.88,66.0,4.74,17.79,0.9151,30.04,17.43,1.46,-1.93,3.11,1.344,1.107,-10.22,85,1,0.0743,UNCERTAIN
2054-08-01,2055-06-30,03113000512,51.82,63.16,21.66,6.9,0.971,20.19,10.8,8.96,20.13,12.37,4.856,0.93,14.62,119,1,0.8594,LATE
2054-09-01,2055-07-31,03114000513,39.74,19.2,23.78,-11.97,0.7174,42.73,15.07,6.05,22.63,-4.69,-2.074,-3.566,4.71,2,0,0.6241,EARLY
2054-10-01,2055-08-31,03115000514,38.79,-17.53,-9.99,15.19,0.6584,18.15,34.07,8.41,6.92,9.43,-4.119,3.503,-13.05,35,0,0.2273,EARLY
2054-11-01,2055-09-30,03116000515,3.89,69.89,21.59,8.79,0.8264,30.38,13.16,3.56,15.63,3.43,3.242,-1.977,-12.73,32,1,0.1221,MID
2054-12-01,2055-10-31,03117000516,36.19,-13.97,31.27,-2.2,0.9304,20.11,5.69,1.57,25.37,1.68,-1.693,3.186,7.05,104,1,0.0319,LATE
2055-01-01,2055-11-30,03118000517,5.03,9.97,37.1,3.14,0.6061,43.62,19.28,4.14,9.95,7.52,-0.666,-2.828,11.71,87,1,0.0351,MID
2055-02-01,2055-12-31,03119000518,38.92,-7.73,26.53,16.73,0.2317,44.85,3.22,17.34,7.41,-5.93,2.358,-0.327,-2.81,37,0,0.0136,LATE
2055-03-01,2056-01-31,03120000519,44.28,-15.77,44.8,18.13,0.3208,35.08,24.51,0.49,14.46,2.32,3.884,-0.806,9.16,103,1,0.2055,MID
2055-04-01,2056-02-29,03121000520,8.1,31.74,17.5,18.97,0.4214,0.03,10.35,2.69,-0.01,11.25,-0.59,0.45,9.72,86,1,0.5805,LATE
2055-05-01,2056-03-31,03122000521,23.6,3.03,31.4,17.42,0.4949,28.53,32.5,15.03,35.29,-7.72,1.474,1.628,4.62,52,0,0.1223,STABLE
2055-06-01,2056-04-30,03123000522,-19.0,13.59,0.4,11.96,0.3124,30.53,17.3,8.01,-3.88,-6.48,5.71,0.598,-2.85,61,0,0.6142,MID
2055-07-01,2056-05-31,03124000523,6.91,47.15,2.45,-8.8,0.1719,32.95,14.5,17.4,16.1,6.06,3.012,-2.686,3.56,40,0,0.5993,MID
2055-08-01,2056-06-30,03125000524,13.94,-1.01,13.95,8.18,0.0099,37.4,28.86,15.24,34.35,16.64,0.391,4.379,13.75,13,0,0.2247,LATE
2055-09-01,2056-07-31,03126000525,5.24,48.31,34.02,-5.75,0.4715,42.72,7.16,5.82,34.38,12.97,2.49,0.515,12.95,104,1,0.692,EARLY
2055-10-01,2056-08-31,03127000526,12.75,-18.32,-8.31,-3.42,0.9501,34.51,9.06,8.28,21.64,5.63,-3.362,-3.183,13.35,2,0,0.6903,STABLE
2055-11-01,2056-09-30,03128000527,-12.94,45.84,21.07,4.72,0.5624,19.12,17.27,5.71,15.94,-7.57,1.864,-2.033,-7.21,19,0,0.754,EARLY
2055-12-01,2056-10-31,03129000528,52.03,50.81,25.49,4.86,0.0291,39.02,16.15,17.12,3.85,-6.14,-3.756,-3.719,11.36,62,0,0.796,LATE
2056-01-01,2056-11-30,03130000529,-14.62,-5.73,-0.41,9.49,0.6607,29.49,13.8,5.8,25.32,13.08,-3.168,3.87,12.64,117,0,0.2765,UNCERTAIN
2056-02-01,2056-12-31,03131000530,36.11,12.71,36.93,21.37,0.4856,1.71,3.55,3.72,19.85,17.0,0.889,1.881,-13.39,107,0,0.4264,MID
2056-03-01,2057-01-31,03132000531,27.81,-3.03,5.38,24.23,0.4341,32.64,4.0,17.07,20.35,15.73,3.783,-3.705,-1.15,112,0,0.1352,UNCERTAIN
2056-04-01,2057-02-28,03133000532,-13.46,48.78,6.34,-4.9,0.0347,9.95,5.83,6.95,26.15,-6.37,0.37,-1.541,12.62,97,1,0.7452,UNCERTAIN
2056-05-01,2057-03-31,03134000533,6.81,55.12,14.53,-3.57,0.7981,17.03,4.65,0.76,25.43,10.53,5.846,4.273,-8.7,81,1,0.9703,STABLE
2056-06-01,2057-04-30,03135000534,-6.28,59.2,18.18,-5.51,0.8323,29.71,28.94,3.84,33.38,7.37,-0.904,3.679,-7.15,110,0,0.5641,MID
2056-07-01,2057-05-31,03136000535,42.22,18.42,31.58,3.64,0.1553,24.74,16.53,11.57,12.22,-9.65,4.267,2.428,-0.38,78,1,0.0863,STABLE
2056-08-01,2057-06-30,03137000536,44.18,18.69,14.73,-1.37,0.3677,35.52,30.55,4.0,33.08,1.59,0.987,-3.317,8.28,17,1,0.8591,STABLE
2056-09-01,2057-07-31,03138000537,40.76,67.69,34.91,7.31,0.46,34.13,22.59,9.07,22.2,7.95,2.774,4.933,-6.89,30,0,0.7456,MID
2056-10-01,2057-08-31,03139000538,31.75,62.11,28.25,-4.04,0.8649,38.43,18.79,5.88,15.32,15.94,-5.793,2.998,-14.5,71,0,0.0132,LATE
2056-11-01,2057-09-30,03140000539,33.47,0.08,-13.07,12.28,0.5348,31.08,9.35,8.78,10.0,15.74,5.468,4.09,4.47,43,1,0.6476,STABLE
2056-12-01,2057-10-31,03141000540,-16.22,30.55,37.91,-8.79,0.7539,37.21,31.1,6.85,0.92,-7.23,5.36,-2.649,-3.36,8,1,0.7009,MID
2057-01-01,2057-11-30,03142000541,-24.3,-7.86,21.38,13.15,0.9634,26.09,32.24,13.01,25.07,17.96,-3.727,2.365,-7.71,63,0,0.0414,STABLE
2057-02-01,2057-12-31,03143000542,37.83,62.58,11.36,-1.58,0.5555,25.43,14.05,11.85,33.85,15.93,2.691,1.176,8.27,6,1,0.0656,STABLE
2057-03-01,2058-01-31,03144000543,4.48,35.33,-6.54,5.03,0.289,7.02,24.91,2.24,12.84,1.01,4.677,2.836,-9.62,40,1,0.8728,EARLY
2057-04-01,2058-02-28,03145000544,-12.89,12.03,-4.06,16.27,0.5353,42.64,33.66,14.12,8.71,-6.37,5.734,0.557,9.26,40,1,0.3698,EARLY
2057-05-01,2058-03-31,03146000545,52.2,-11.38,-1.04,-6.29,0.1383,23.83,31.78,4.08,22.27,0.51,-4.015,-1.024,7.2,14,0,0.7844,UNCERTAIN
2057-06-01,2058-04-30,03147000546,44.83,71.04,-17.09,3.67,0.2318,37.02,22.27,8.35,9.64,13.71,2.75,-2.287,3.61,15,1,0.5696,DECLINING
2057-07-01,2058-05-31,03148000547,17.18,35.13,7.23,-4.07,0.0278,30.94,19.41,3.77,35.19,14.59,1.369,4.142,6.5,71,1,0.4123,MID
2057-08-01,2058-06-30,03149000548,23.54,68.03,24.1,0.87,0.5938,4.75,11.82,10.11,-4.06,15.24,-5.384,0.868,13.98,109,0,0.2684,MID
2057-09-01,2058-07-31,03150000549,44.98,4.27,19.27,4.83,0.3043,14.55,21.37,13.68,26.02,-2.42,1.384,3.359,7.95,57,0,0.5483,MID
2057-10-01,2058-08-31,03151000550,9.9,-16.21,18.39,1.48,0.8161,1.36,8.42,3.48,9.18,17.93,-3.27,-2.256,-12.93,66,1,0.8015,EARLY
2057-11-01,2058-09-30,03152000551,17.9,29.12,31.25,3.1,0.4059,32.23,19.69,11.02,19.05,5.16,5.303,0.233,-9.69,19,0,0.6032,EARLY
2057-12-01,2058-10-31,03153000552,2.27,-19.76,35.06,13.25,0.6387,37.82,16.36,3.72,19.12,-1.31,2.821,1.774,-2.78,6,0,0.6033,UNCERTAIN
2058-01-01,2058-11-30,03154000553,-23.4,51.98,39.44,20.84,0.061,32.99,11.39,17.56,37.73,-6.22,-0.134,-0.538,-4.06,115,1,0.3574,UNCERTAIN
2058-02-01,2058-12-31,03155000554,13.16,11.2,-5.88,-2.3,0.7139,17.07,32.77,5.87,31.28,-1.45,5.169,4.562,3.5,85,0,0.7157,STABLE
2058-03-01,2059-01-31,03156000555,-17.69,5.15,-5.46,-6.41,0.4692,0.91,0.44,5.21,37.94,10.99,-5.856,-1.097,5.54,54,0,0.0782,EARLY
2058-04-01,2059-02-28,03157000556,43.2,72.64,3.96,-6.73,0.2126,42.95,24.15,1.21,-3.57,-0.06,-2.963,4.454,-1.36,26,1,0.1261,MID
2058-05-01,2059-03-31,03158000557,-12.45,50.14,14.56,-8.58,0.9342,10.85,15.41,3.52,2.88,-7.13,0.451,1.847,13.18,50,0,0.4762,STABLE
2058-06-01,2059-04-30,03159000558,18.33,19.92,12.62,15.65,0.7174,36.9,6.53,17.25,31.45,-0.52,-0.967,3.885,-8.23,112,1,0.5143,MID
2058-07-01,2059-05-31,03160000559,-3.0,-17.02,18.97,20.64,0.6064,21.6,25.71,1.67,12.87,3.68,-2.008,-3.48,6.63,14,0,0.9745,LATE
2058-08-01,2059-06-30,03161000560,2.72,34.22,43.44,21.28,0.7618,39.44,33.29,12.7,43.3,5.87,0.189,4.906,-7.09,43,0,0.3569,STABLE
2058-09-01,2059-07-31,03162000561,27.55,-8.79,27.41,-5.03,0.4906,14.11,20.71,3.69,31.8,-3.48,-1.504,-3.184,3.44,58,1,0.9294,MID
2058-10-01,2059-08-31,03163000562,-12.07,37.34,2.77,-10.49,0.5655,29.01,24.36,17.42,16.77,-5.88,0.096,1.637,-7.8,95,1,0.0257,STABLE
2058-11-01,2059-09-30,03164000563,32.13,-8.18,27.8,-0.95,0.1604,3.99,18.43,17.05,3.47,16.05,3.413,-2.779,12.47,38,0,0.686,UNCERTAIN
2058-12-01,2059-10-31,03165000564,37.07,16.95,11.31,14.55,0.7578,20.27,25.4,0.68,24.6,-8.54,3.665,-0.069,-3.68,7,0,0.5246,LATE
2059-01-01,2059-11-30,03166000565,-12.51,7.88,-7.07,23.03,0.8198,12.75,28.78,4.32,37.11,-0.57,-3.461,3.201,12.24,93,1,0.3672,MID
2059-02-01,2059-12-31,03167000566,25.38,8.31,7.49,9.65,0.0381,5.25,18.88,1.94,37.63,16.01,2.136,2.583,1.97,88,0,0.3858,LATE
2059-03-01,2060-01-31,03168000567,7.3,22.86,36.37,-3.12,0.3193,5.74,27.74,16.89,20.9,4.74,-3.76,-0.091,1.67,69,0,0.5287,DECLINING
2059-04-01,2060-02-29,03169000568,5.77,31.5,17.01,7.19,0.1877,26.52,7.9,14.03,2.0,0.08,-0.974,4.91,2.02,104,1,0.6064,STABLE
2059-05-01,2060-03-31,03170000569,22.27,53.48,11.06,5.92,0.6225,1.48,17.02,11.78,28.08,11.87,-5.564,2.886,1.39,23,1,0.6613,STABLE
2059-06-01,2060-04-30,03171000570,5.01,70.13,15.36,17.02,0.1806,36.45,31.99,7.86,26.24,2.91,1.773,-2.679,-12.1,9,0,0.4792,EARLY
2059-07-01,2060-05-31,03172000571,-17.73,56.79,2.2,-1.59,0.5486,17.4,8.26,15.72,17.85,11.47,5.134,-3.522,-8.2,18,0,0.0549,STABLE
2059-08-01,2060-06-30,03173000572,-5.87,4.71,7.48,15.21,0.9679,17.62,0.26,14.15,36.6,10.52,-5.918,0.973,11.11,5,0,0.7828,EARLY
2059-09-01,2060-07-31,03174000573,-16.64,49.83,27.51,16.41,0.326,15.93,13.06,16.71,44.93,16.52,-2.913,-3.113,14.75,19,1,0.5865,MID
2059-10-01,2060-08-31,03175000574,31.14,66.16,-16.79,-0.99,0.3009,24.49,21.44,16.64,11.08,-5.84,4.018,2.635,-7.42,87,1,0.6386,STABLE
2059-11-01,2060-09-30,03176000575,30.95,-1.91,25.72,-10.18,0.7297,24.58,1.73,4.04,31.69,6.49,-5.017,-1.945,-2.39,44,1,0.8363,EARLY
2059-12-01,2060-10-31,03177000576,-6.74,75.53,25.7,3.04,0.9657,28.73,6.31,15.11,39.4,-7.98,-3.451,-2.617,-9.75,117,0,0.6502,EARLY
2060-01-01,2060-11-30,03178000577,11.79,50.32,16.03,2.18,0.4774,5.67,24.12,16.91,1.38,10.77,4.502,-1.718,-7.87,32,0,0.7369,STABLE
2060-02-01,2060-12-31,03179000578,3.72,8.09,0.8,11.69,0.0437,37.07,18.13,2.48,33.1,-9.5,1.286,4.574,-9.29,93,0,0.1862,MID
2060-03-01,2061-01-31,03180000579,40.88,-12.78,29.32,-10.83,0.0721,2.17,29.2,10.02,17.43,-8.43,4.772,2.289,10.41,42,1,0.0679,STABLE
2060-04-01,2061-02-28,03181000580,54.68,18.22,42.34,-6.66,0.3363,15.73,10.25,1.43,44.0,-6.98,-4.85,-1.713,12.59,21,0,0.3158,UNCERTAIN
2060-05-01,2061-03-31,03182000581,40.78,35.05,14.71,20.93,0.9117,31.71,31.63,13.52,11.65,-7.13,-2.955,-0.701,6.68,82,1,0.1981,LATE
2060-06-01,2061-04-30,03183000582,-23.7,48.59,-8.16,10.93,0.4437,22.33,13.05,4.87,40.01,-7.83,-5.524,4.191,10.68,91,0,0.2453,MID
2060-07-01,2061-05-31,03184000583,15.76,40.89,12.02,11.37,0.2362,28.58,2.1,7.2,1.65,9.88,5.211,2.735,5.64,32,0,0.5783,STABLE
2060-08-01,2061-06-30,03185000584,0.09,25.05,4.59,9.79,0.2925,19.78,34.02,14.25,28.73,13.63,-3.738,2.855,11.33,88,0,0.684,STABLE
2060-09-01,2061-07-31,03186000585,53.64,40.73,43.5,20.08,0.768,17.55,9.46,0.76,-2.71,4.65,1.033,0.541,8.13,119,1,0.6345,LATE
2060-10-01,2061-08-31,03187000586,39.56,43.94,27.79,21.78,0.5659,24.88,14.47,14.58,29.57,3.06,2.778,-1.094,3.68,71,0,0.4193,EARLY
2060-11-01,2061-09-30,03188000587,26.86,10.84,-6.94,22.03,0.7331,21.07,23.72,7.68,44.17,-7.14,-5.398,3.584,4.53,59,0,0.7731,LATE
2060-12-01,2061-10-31,03189000588,44.55,52.03,-3.62,19.06,0.7098,7.49,22.28,17.52,15.14,10.06,2.672,0.487,12.61,56,0,0.8733,LATE
2061-01-01,2061-11-30,03190000589,35.81,7.72,8.2,-7.72,0.0838,2.11,31.39,0.15,41.44,6.06,1.843,1.504,-2.78,91,0,0.0071,STABLE
2061-02-01,2061-12-31,03191000590,-24.32,74.25,24.39,-4.81,0.8,33.71,32.31,6.93,9.33,-7.84,-0.815,-2.533,13.25,115,1,0.5298,MID
2061-03-01,2062-01-31,03192000591,44.47,1.5,16.86,3.59,0.8038,41.87,27.04,8.61,44.78,-8.48,-0.744,-3.863,-7.23,45,0,0.1603,EARLY
2061-04-01,2062-02-28,03193000592,41.9,-0.58,8.39,24.13,0.7296,28.63,17.3,17.07,17.78,12.75,-4.634,2.966,-14.66,58,1,0.4898,EARLY
2061-05-01,2062-03-31,03194000593,49.89,3.42,-5.69,8.25,0.188,30.5,9.39,7.83,31.03,12.16,4.316,-0.986,11.97,112,1,0.7283,DECLINING
2061-06-01,2062-04-30,03195000594,33.48,18.49,16.26,-5.89,0.0866,20.77,14.0,2.12,30.78,2.23,2.541,-0.694,6.59,57,0,0.608,STABLE
2061-07-01,2062-05-31,03196000595,21.05,55.07,35.47,-4.11,0.5678,27.47,1.55,5.03,8.58,14.72,-0.636,-3.151,-9.62,71,0,0.4219,MID
2061-08-01,2062-06-30,03197000596,-10.62,25.85,-3.63,13.22,0.9006,22.85,0.18,6.2,5.13,-8.03,-2.94,-1.564,-12.93,35,1,0.1683,UNCERTAIN
2061-09-01,2062-07-31,03198000597,25.95,67.22,25.82,14.71,0.6199,39.42,30.21,7.49,43.62,5.08,0.572,1.223,-0.94,4,0,0.2179,DECLINING
2061-10-01,2062-08-31,03199000598,50.22,17.59,39.09,-10.38,0.245,18.67,26.74,2.34,13.35,-4.73,-2.036,-2.613,-9.04,40,0,0.9305,STABLE
2061-11-01,2062-09-30,03200000599,17.72,7.5,7.4,4.96,0.3659,38.22,14.06,13.35,28.13,-2.26,3.722,-3.221,-5.68,42,0,0.7421,LATE
2061-12-01,2062-10-31,04001000600,44.83,43.35,-6.61,-10.08,0.5169,40.61,6.52,16.9,21.94,-6.03,-5.886,-0.788,1.14,81,0,0.9351,EARLY
2062-01-01,2062-11-30,04002000601,10.63,5.32,33.11,-0.56,0.0161,8.89,26.91,8.94,37.45,-4.55,1.933,2.016,-8.41,67,0,0.1699,EARLY
2062-02-01,2062-12-31,04003000602,37.23,39.35,36.89,2.01,0.233,12.87,20.22,11.91,1.07,17.61,3.255,-2.581,10.82,33,1,0.8509,STABLE
2062-03-01,2063-01-31,04004000603,-23.47,25.9,39.78,23.72,0.172,24.34,23.66,15.09,21.15,17.29,4.55,-1.584,-0.47,32,0,0.0529,STABLE
2062-04-01,2063-02-28,04005000604,48.5,30.69,2.37,2.74,0.9768,4.59,10.79,12.6,34.46,-3.29,3.491,-1.691,12.5,37,0,0.0642,STABLE
2062-05-01,2063-03-31,04006000605,9.88,41.86,5.08,-11.02,0.351,11.56,28.03,15.66,2.64,-7.42,1.332,4.78,-10.96,56,1,0.8899,DECLINING
2062-06-01,2063-04-30,04007000606,15.31,15.46,42.94,3.12,0.6739,19.68,31.96,14.06,5.62,16.59,4.124,-3.681,13.76,58,0,0.0293,MID
2062-07-01,2063-05-31,04008000607,11.46,27.62,41.6,14.09,0.8691,2.62,11.38,9.73,17.23,-1.91,-0.278,3.992,-3.04,113,1,0.7023,STABLE
2062-08-01,2063-06-30,04009000608,20.66,48.59,20.84,-2.99,0.3891,19.46,4.0,2.47,-0.01,8.27,2.548,0.276,6.78,105,1,0.9883,MID
2062-09-01,2063-07-31,04010000609,12.3,29.68,12.88,-3.75,0.3054,41.68,4.91,1.76,40.86,-8.26,-5.568,3.676,-11.84,19,1,0.6098,MID
2062-10-01,2063-08-31,04011000610,41.76,72.51,32.61,23.36,0.5399,39.1,10.57,0.14,21.64,6.06,4.989,0.801,10.28,90,1,0.1009,STABLE
2062-11-01,2063-09-30,04012000611,13.33,-13.14,23.54,20.36,0.5216,28.42,28.88,14.5,26.06,-0.11,5.519,-1.217,-8.27,1,0,0.7966,MID
2062-12-01,2063-10-31,04013000612,31.69,49.1,0.46,13.32,0.6364,3.44,2.08,5.89,30.93,5.69,5.414,3.182,-4.31,83,0,0.6057,STABLE
2063-01-01,2063-11-30,04014000613,-0.53,5.92,10.37,15.02,0.4794,29.08,23.09,8.09,39.71,12.35,1.697,1.77,11.16,75,1,0.4725,DECLINING
2063-02-01,2063-12-31,04015000614,43.58,38.37,9.84,-6.54,0.6715,14.11,10.49,16.06,1.67,10.18,-1.762,1.767,14.86,11,1,0.3244,STABLE
2063-03-01,2064-01-31,04016000615,23.71,58.12,26.31,2.4,0.7408,11.24,8.01,16.34,29.88,0.46,-5.55,1.104,3.06,71,1,0.2174,MID
2063-04-01,2064-02-29,04017000616,51.16,66.21,-7.0,19.84,0.5477,13.59,5.17,11.46,36.59,12.11,1.284,2.455,3.7,66,1,0.3763,EARLY
2063-05-01,2064-03-31,04018000617,41.54,55.72,33.96,2.3,0.7043,28.64,8.05,8.42,-3.63,-0.7,4.918,3.307,-6.73,101,0,0.4716,EARLY
2063-06-01,2064-04-30,04019000618,48.61,30.18,31.36,-2.13,0.0749,34.53,8.02,16.93,9.0,-1.65,4.347,3.523,-14.3,89,1,0.8992,EARLY
2063-07-01,2064-05-31,04020000619,20.48,21.04,13.35,-2.67,0.2573,20.34,23.52,1.76,1.71,3.41,-1.991,3.809,-7.62,2,0,0.6409,MID
2063-08-01,2064-06-30,04021000620,3.27,10.2,-9.29,22.66,0.7615,20.14,27.84,8.25,4.05,12.53,4.316,-0.498,-4.69,42,0,0.7888,STABLE
2063-09-01,2064-07-31,04022000621,30.19,-14.12,44.93,4.7,0.4867,21.32,6.86,9.77,33.12,-9.61,-1.108,-1.046,2.56,34,0,0.3401,EARLY
2063-10-01,2064-08-31,04023000622,7.14,58.99,27.11,-1.4,0.1699,41.79,8.25,7.26,16.78,7.49,0.367,3.048,6.08,75,1,0.1701,STABLE
2063-11-01,2064-09-30,04024000623,0.89,16.45,-3.25,-6.8,0.6582,11.03,22.8,6.81,-3.33,-0.61,-5.083,0.33,-1.32,65,1,0.0068,EARLY
2063-12-01,2064-10-31,04025000624,21.23,48.67,12.44,10.35,0.3525,24.11,20.33,14.42,-1.26,-4.75,4.608,-2.046,-5.13,60,0,0.9323,MID
2064-01-01,2064-11-30,04026000625,47.26,67.4,34.3,0.52,0.189,19.03,13.55,5.5,10.53,16.35,-5.438,0.771,9.72,115,0,0.2239,LATE
2064-02-01,2064-12-31,04027000626,18.61,17.42,8.6,13.85,0.3929,3.41,29.57,1.15,-4.85,3.57,4.407,2.09,-10.18,56,1,0.5608,STABLE
2064-03-01,2065-01-31,04028000627,19.72,78.23,-15.19,13.07,0.6101,22.63,5.94,2.06,14.16,8.45,-3.776,4.157,4.68,9,0,0.3763,STABLE
2064-04-01,2065-02-28,04029000628,5.84,74.06,-5.28,-4.36,0.849,7.35,7.25,11.26,35.99,8.61,1.909,0.782,12.95,71,0,0.6892,LATE
2064-05-01,2065-03-31,04030000629,42.49,56.45,6.05,18.53,0.6611,38.65,16.3,2.42,41.18,9.92,4.85,-1.991,-4.11,71,0,0.0358,LATE
2064-06-01,2065-04-30,04031000630,7.01,53.71,-9.44,22.19,0.0312,39.16,33.07,6.2,14.56,-3.63,-1.488,2.069,2.73,105,1,0.9056,MID
2064-07-01,2065-05-31,04032000631,51.45,48.28,-9.39,3.28,0.946,15.28,34.83,15.93,34.89,11.7,-5.892,0.193,12.59,2,0,0.4579,LATE
2064-08-01,2065-06-30,04033000632,11.36,60.39,-9.3,8.48,0.9861,8.21,15.01,9.36,27.26,11.78,5.852,4.303,12.94,118,0,0.6589,MID
2064-09-01,2065-07-31,04034000633,10.32,-1.25,26.26,10.39,0.8706,23.99,9.09,0.54,40.46,5.62,-1.521,2.383,0.2,5,1,0.9388,EARLY
2064-10-01,2065-08-31,04035000634,-2.11,74.57,34.94,15.63,0.9315,1.01,26.37,3.82,6.09,17.38,3.054,3.562,-13.2,112,0,0.1349,STABLE
2064-11-01,2065-09-30,04036000635,-23.51,6.35,-8.77,17.27,0.3994,35.87,5.14,7.9,26.09,7.44,2.757,-3.595,-3.84,28,1,0.4581,LATE
2064-12-01,2065-10-31,04037000636,28.51,17.09,21.95,-5.53,0.9794,30.62,5.62,13.52,39.12,-8.51,-2.58,-3.134,-4.81,91,0,0.0482,STABLE
2065-01-01,2065-11-30,04038000637,47.07,39.45,40.95,-2.69,0.3479,33.49,20.41,2.56,11.42,3.72,3.929,3.483,7.02,29,0,0.617,LATE
2065-02-01,2065-12-31,04039000638,18.52,19.24,-2.5,13.86,0.8645,39.52,16.2,10.15,15.28,17.18,-2.986,0.972,-8.46,72,0,0.2483,MID
2065-03-01,2066-01-31,04040000639,51.61,26.85,4.58,24.13,0.3586,23.88,3.91,2.74,25.87,-4.95,-5.821,-2.216,-3.11,43,0,0.6377,UNCERTAIN
2065-04-01,2066-02-28,04041000640,12.49,20.02,41.82,-8.01,0.9345,29.55,33.59,11.16,35.07,3.26,-2.474,4.012,11.85,76,1,0.3086,UNCERTAIN
2065-05-01,2066-03-31,04042000641,26.32,54.55,-14.11,-1.11,0.9008,13.61,20.71,13.83,5.27,-9.05,-3.59,-2.205,-13.87,58,1,0.1424,UNCERTAIN
2065-06-01,2066-04-30,04043000642,33.53,-8.87,35.66,8.63,0.7872,14.69,21.95,13.52,39.2,-3.42,5.016,4.231,2.5,1,1,0.1186,UNCERTAIN
2065-07-01,2066-05-31,04044000643,45.0,32.22,-7.03,-5.74,0.8707,4.73,29.09,8.15,17.58,-2.18,-2.765,2.951,13.77,35,0,0.5012,UNCERTAIN
2065-08-01,2066-06-30,04045000644,52.62,7.25,1.5,14.25,0.1932,13.25,3.02,13.93,41.61,4.74,3.071,4.207,5.97,78,0,0.5572,EARLY
2065-09-01,2066-07-31,04046000645,6.54,16.42,33.83,-10.65,0.1953,12.87,25.5,3.04,14.06,7.31,3.118,2.471,4.9,113,0,0.2104,DECLINING
2065-10-01,2066-08-31,04047000646,12.89,9.91,14.31,-3.76,0.6405,36.46,31.09,12.13,6.47,-5.97,2.449,3.343,4.07,50,0,0.7467,LATE
2065-11-01,2066-09-30,04048000647,51.85,-10.96,21.2,13.8,0.9001,1.82,31.48,8.13,-1.65,14.17,-3.345,3.671,-14.92,118,1,0.0263,MID
2065-12-01,2066-10-31,04049000648,46.21,49.17,20.72,7.8,0.7906,42.86,27.14,9.91,32.14,12.38,0.534,2.496,4.98,78,1,0.214,MID
2066-01-01,2066-11-30,04050000649,15.2,1.78,35.36,20.02,0.457,9.51,29.82,8.83,3.17,1.37,-5.695,0.185,-5.51,56,0,0.7528,EARLY
2066-02-01,2066-12-31,04051000650,-15.58,71.59,-16.7,-0.63,0.3318,9.37,24.11,11.54,19.95,-6.62,-3.111,-0.055,2.15,37,0,0.2055,EARLY
2066-03-01,2067-01-31,04052000651,6.31,53.55,27.88,21.27,0.0838,32.22,30.72,12.85,20.94,-5.23,3.708,-2.688,0.92,56,0,0.2832,STABLE
2066-04-01,2067-02-28,04053000652,-0.17,29.39,32.25,6.58,0.817,26.38,29.64,5.35,11.52,-0.84,5.273,-0.041,0.21,18,1,0.4201,STABLE
2066-05-01,2067-03-31,04054000653,-6.82,7.69,33.23,10.57,0.2274,29.16,17.42,14.04,37.87,-3.01,2.175,-2.858,8.15,98,1,0.4484,UNCERTAIN
2066-06-01,2067-04-30,04055000654,1.59,23.8,2.21,-0.59,0.9023,43.26,26.57,0.1,22.48,11.31,1.83,-0.694,-7.07,56,0,0.5699,EARLY
2066-07-01,2067-05-31,04056000655,47.74,-19.75,-8.88,-10.51,0.9644,30.64,10.92,6.69,21.48,9.18,4.512,3.8,10.26,3,0,0.2515,STABLE
2066-08-01,2067-06-30,04057000656,-11.2,-1.23,43.45,2.09,0.9817,9.64,26.94,14.6,37.72,12.41,-3.17,2.612,11.03,83,1,0.9469,LATE
2066-09-01,2067-07-31,04058000657,5.49,-3.49,-17.35,24.69,0.5459,40.02,27.59,1.86,-2.55,-1.8,-1.109,1.62,1.97,67,1,0.387,DECLINING
2066-10-01,2067-08-31,04059000658,4.0,55.83,9.51,16.38,0.4501,14.74,20.88,2.42,34.74,15.58,-1.671,-1.066,-5.88,100,0,0.8215,LATE
2066-11-01,2067-09-30,04060000659,-18.22,40.83,-7.96,20.32,0.9633,18.54,32.81,10.92,28.8,16.28,-1.472,0.241,-13.32,111,0,0.1247,DECLINING
