env_bio_reference_year,env_bio_member_state_iso2,env_bio_site_id,env_bio_natura2000_designation_code,env_bio_nuts_code,env_bio_habitat_code,env_bio_species_code,env_bio_site_area_ha,env_bio_conservation_status_code,env_bio_pressure_threat_code,env_bio_management_plan_flag,env_bio_restoration_actions_count,env_bio_invasive_species_presence_flag,env_bio_land_cover_corine_class,env_bio_water_body_status_code,env_bio_protected_area_connectivity_index,env_bio_ecosystem_services_index,env_bio_funding_eu_life_programme_eur,env_bio_data_source,env_bio_last_assessment_date
2003,LU,LU_N2K_000420,SPA,SE65,HAB_100,SP_0420,126790.55,XX,INVASIVE_SPECIES,1,16,0,313_MIXED,GOOD,0.7214,0.9211,26024992.93,NATIONAL_HABITAT_REPORTING,2021-12-17
2004,SI,SI_N2K_000421,SPA,AT43,HAB_101,SP_0421,221019.44,FV,FORESTRY,1,5,1,321_NATURAL_GRASS,HIGH,0.5648,0.193,18368832.9,EEA_NATURA2000,2021-12-30
2005,CY,CY_N2K_000422,SPA,LU33,HAB_102,SP_0422,32331.28,U1,WATER_ABSTRACTION,0,18,0,411_INLAND_WETLAND,UNKNOWN,0.2131,0.7431,4039207.79,LIFE_PROJECT_DATABASE,2022-01-12
2006,GR,GR_N2K_000423,SPA,DE922,HAB_103,SP_0423,129437.2,U2,TOURISM_PRESSURE,1,27,1,512_WATER,BAD,0.5301,0.3909,19751187.02,NATIONAL_HABITAT_REPORTING,2022-01-25
2007,MT,MT_N2K_000424,SPA,PT553,HAB_104,SP_0424,102421.79,XX,CLIMATE_CHANGE,1,5,1,111_URBAN,POOR,0.5989,0.4651,22766514.72,EEA_NATURA2000,2022-02-07
2008,ES,ES_N2K_000425,SPA,EE282,HAB_105,SP_0425,236411.99,FV,AGRI_INTENSIFICATION,0,10,1,211_ARABLE,MODERATE,0.3105,0.4606,16290524.01,LIFE_PROJECT_DATABASE,2022-02-20
2009,CZ,CZ_N2K_000426,SPA,LV36,HAB_106,SP_0426,214170.91,U1,URBANISATION,1,4,0,231_PASTURES,GOOD,0.3451,0.9362,20713157.4,NATIONAL_HABITAT_REPORTING,2022-03-05
2010,HU,HU_N2K_000427,SPA,BG31,HAB_107,SP_0427,49407.54,U2,POLLUTION,1,11,0,311_BROADLEAVED,HIGH,0.0815,0.5721,8184189.18,EEA_NATURA2000,2022-03-18
2011,NL,NL_N2K_000428,SPA,MT85,HAB_108,SP_0428,29689.8,XX,INVASIVE_SPECIES,1,5,0,312_CONIFEROUS,UNKNOWN,0.2447,0.635,14062809.36,LIFE_PROJECT_DATABASE,2022-03-31
2012,SE,SE_N2K_000429,SPA,SK171,HAB_109,SP_0429,6590.87,FV,FORESTRY,0,23,0,313_MIXED,BAD,0.8879,0.3224,9003135.18,NATIONAL_HABITAT_REPORTING,2022-04-13
2013,DK,DK_N2K_000430,SPA,IT2,HAB_110,SP_0430,52084.04,U1,WATER_ABSTRACTION,1,23,1,321_NATURAL_GRASS,POOR,0.5689,0.9123,14585278.75,EEA_NATURA2000,2022-04-26
2014,IE,IE_N2K_000431,SPA,FI193,HAB_111,SP_0431,158997.88,U2,TOURISM_PRESSURE,1,3,1,411_INLAND_WETLAND,MODERATE,0.2393,0.4428,3437878.34,LIFE_PROJECT_DATABASE,2022-05-09
2015,PL,PL_N2K_000432,SPA,FR848,HAB_112,SP_0432,241597.91,XX,CLIMATE_CHANGE,1,19,1,512_WATER,GOOD,0.2104,0.888,1621296.49,NATIONAL_HABITAT_REPORTING,2022-05-22
2016,AT,AT_N2K_000433,SPA,LV97,HAB_113,SP_0433,203293.55,FV,AGRI_INTENSIFICATION,1,16,1,111_URBAN,HIGH,0.6569,0.2729,5581834.12,EEA_NATURA2000,2022-06-04
2017,EE,EE_N2K_000434,SPA,IE9,HAB_114,SP_0434,201055.62,U1,URBANISATION,0,21,1,211_ARABLE,UNKNOWN,0.1466,0.5109,2342282.83,LIFE_PROJECT_DATABASE,2022-06-17
2018,IT,IT_N2K_000435,SPA,CZ5,HAB_115,SP_0435,2432.8,U2,POLLUTION,1,8,0,231_PASTURES,BAD,0.2832,0.5016,27929255.92,NATIONAL_HABITAT_REPORTING,2022-06-30
2019,PT,PT_N2K_000436,SPA,BG709,HAB_116,SP_0436,249732.57,XX,INVASIVE_SPECIES,1,14,1,311_BROADLEAVED,POOR,0.7113,0.1943,10435271.66,EEA_NATURA2000,2022-07-13
2020,BE,BE_N2K_000437,SPA,LV411,HAB_117,SP_0437,186357.92,FV,FORESTRY,0,0,0,312_CONIFEROUS,MODERATE,0.8317,0.2598,14137013.12,LIFE_PROJECT_DATABASE,2022-07-26
2021,FI,FI_N2K_000438,SPA,LV320,HAB_118,SP_0438,219823.03,U1,WATER_ABSTRACTION,1,33,0,313_MIXED,GOOD,0.2676,0.7201,7014860.78,NATIONAL_HABITAT_REPORTING,2022-08-08
2022,LV,LV_N2K_000439,SPA,NL553,HAB_119,SP_0439,144251.53,U2,TOURISM_PRESSURE,1,23,0,321_NATURAL_GRASS,HIGH,0.3972,0.2956,20965882.65,EEA_NATURA2000,2022-08-21
2023,RO,RO_N2K_000440,SPA,HR5,HAB_120,SP_0440,2915.03,XX,CLIMATE_CHANGE,1,14,1,411_INLAND_WETLAND,UNKNOWN,0.9695,0.6103,4702123.02,LIFE_PROJECT_DATABASE,2022-09-03
2024,BG,BG_N2K_000441,SPA,CY850,HAB_121,SP_0441,74409.67,FV,AGRI_INTENSIFICATION,1,2,0,512_WATER,BAD,0.9169,0.3804,8862152.84,NATIONAL_HABITAT_REPORTING,2022-09-16
2025,FR,FR_N2K_000442,SPA,EE684,HAB_122,SP_0442,34616.67,U1,URBANISATION,1,25,0,111_URBAN,POOR,0.8467,0.9218,10516595.73,EEA_NATURA2000,2022-09-29
2000,LT,LT_N2K_000443,SPA,AT664,HAB_123,SP_0443,60267.73,U2,POLLUTION,1,4,0,211_ARABLE,MODERATE,0.2597,0.3191,17126614.95,LIFE_PROJECT_DATABASE,2022-10-12
2001,SK,SK_N2K_000444,SPA,AT31,HAB_124,SP_0444,138618.22,XX,INVASIVE_SPECIES,0,7,0,231_PASTURES,GOOD,0.4887,0.3318,4925104.01,NATIONAL_HABITAT_REPORTING,2022-10-25
2002,HR,HR_N2K_000445,SPA,IE452,HAB_125,SP_0445,242746.21,FV,FORESTRY,0,21,0,311_BROADLEAVED,HIGH,0.8908,0.2689,11510835.8,EEA_NATURA2000,2022-11-07
2003,DE,DE_N2K_000446,SPA,IE6,HAB_126,SP_0446,244067.62,U1,WATER_ABSTRACTION,1,23,0,312_CONIFEROUS,UNKNOWN,0.7948,0.6844,15188358.22,LIFE_PROJECT_DATABASE,2022-11-20
2004,LU,LU_N2K_000447,SPA,AT131,HAB_127,SP_0447,172991.24,U2,TOURISM_PRESSURE,1,7,0,313_MIXED,BAD,0.1635,0.5398,14408276.19,NATIONAL_HABITAT_REPORTING,2022-12-03
2005,SI,SI_N2K_000448,SPA,MT736,HAB_128,SP_0448,184541.17,XX,CLIMATE_CHANGE,1,20,1,321_NATURAL_GRASS,POOR,0.1508,0.7289,19134084.45,EEA_NATURA2000,2022-12-16
2006,CY,CY_N2K_000449,SPA,MT309,HAB_129,SP_0449,237535.05,FV,AGRI_INTENSIFICATION,1,23,1,411_INLAND_WETLAND,MODERATE,0.4499,0.8759,10103666.23,LIFE_PROJECT_DATABASE,2022-12-29
2007,GR,GR_N2K_000450,SPA,SK80,HAB_130,SP_0450,152931.09,U1,URBANISATION,1,7,0,512_WATER,GOOD,0.8486,0.1551,28892818.41,NATIONAL_HABITAT_REPORTING,2023-01-11
2008,MT,MT_N2K_000451,SPA,NL8,HAB_131,SP_0451,54538.89,U2,POLLUTION,1,6,0,111_URBAN,HIGH,0.1499,0.6007,17881132.06,EEA_NATURA2000,2023-01-24
2009,ES,ES_N2K_000452,SPA,GR962,HAB_132,SP_0452,163344.54,XX,INVASIVE_SPECIES,0,9,1,211_ARABLE,UNKNOWN,0.387,0.862,8153486.1,LIFE_PROJECT_DATABASE,2023-02-06
2010,CZ,CZ_N2K_000453,SPA,PT668,HAB_133,SP_0453,40219.98,FV,FORESTRY,1,15,1,231_PASTURES,BAD,0.7315,0.895,14013527.8,NATIONAL_HABITAT_REPORTING,2023-02-19
2011,HU,HU_N2K_000454,SPA,GR251,HAB_134,SP_0454,85015.33,U1,WATER_ABSTRACTION,0,27,1,311_BROADLEAVED,POOR,0.9379,0.4537,15807900.71,EEA_NATURA2000,2023-03-04
2012,NL,NL_N2K_000455,SPA,NL16,HAB_135,SP_0455,156791.76,U2,TOURISM_PRESSURE,0,2,1,312_CONIFEROUS,MODERATE,0.5197,0.2621,70266.66,LIFE_PROJECT_DATABASE,2023-03-17
2013,SE,SE_N2K_000456,SPA,HU269,HAB_136,SP_0456,68778.34,XX,CLIMATE_CHANGE,1,19,0,313_MIXED,GOOD,0.7178,0.489,11014644.9,NATIONAL_HABITAT_REPORTING,2023-03-30
2014,DK,DK_N2K_000457,SPA,DK78,HAB_137,SP_0457,228035.23,FV,AGRI_INTENSIFICATION,0,23,0,321_NATURAL_GRASS,HIGH,0.4589,0.4399,6236927.97,EEA_NATURA2000,2023-04-12
2015,IE,IE_N2K_000458,SPA,LV37,HAB_138,SP_0458,51796.93,U1,URBANISATION,0,17,0,411_INLAND_WETLAND,UNKNOWN,0.068,0.5932,761675.85,LIFE_PROJECT_DATABASE,2023-04-25
2016,PL,PL_N2K_000459,SPA,PT97,HAB_139,SP_0459,16347.42,U2,POLLUTION,1,10,0,512_WATER,BAD,0.0956,0.5995,29688013.24,NATIONAL_HABITAT_REPORTING,2023-05-08
2017,AT,AT_N2K_000460,SPA,IE119,HAB_140,SP_0460,31264.45,XX,INVASIVE_SPECIES,1,15,0,111_URBAN,POOR,0.1939,0.5997,5149341.41,EEA_NATURA2000,2023-05-21
2018,EE,EE_N2K_000461,SPA,SK35,HAB_141,SP_0461,99611.23,FV,FORESTRY,1,27,0,211_ARABLE,MODERATE,0.6594,0.5568,814981.02,LIFE_PROJECT_DATABASE,2023-06-03
2019,IT,IT_N2K_000462,SPA,IE59,HAB_142,SP_0462,200102.06,U1,WATER_ABSTRACTION,1,24,0,231_PASTURES,GOOD,0.6714,0.1153,7895863.75,NATIONAL_HABITAT_REPORTING,2023-06-16
2020,PT,PT_N2K_000463,SPA,EE83,HAB_143,SP_0463,65770.87,U2,TOURISM_PRESSURE,1,25,0,311_BROADLEAVED,HIGH,0.3567,0.7723,11083367.36,EEA_NATURA2000,2023-06-29
2021,BE,BE_N2K_000464,SPA,SK904,HAB_144,SP_0464,178856.48,XX,CLIMATE_CHANGE,1,27,0,312_CONIFEROUS,UNKNOWN,0.6321,0.3364,30155201.39,LIFE_PROJECT_DATABASE,2023-07-12
2022,FI,FI_N2K_000465,SPA,IT1,HAB_145,SP_0465,208642.09,FV,AGRI_INTENSIFICATION,0,1,0,313_MIXED,BAD,0.155,0.2048,15085893.58,NATIONAL_HABITAT_REPORTING,2023-07-25
2023,LV,LV_N2K_000466,SPA,GR692,HAB_146,SP_0466,236533.96,U1,URBANISATION,0,0,1,321_NATURAL_GRASS,POOR,0.5944,0.3261,8957712.94,EEA_NATURA2000,2023-08-07
2024,RO,RO_N2K_000467,SPA,LT1,HAB_147,SP_0467,178337.24,U2,POLLUTION,1,12,0,411_INLAND_WETLAND,MODERATE,0.8369,0.2729,9897390.54,LIFE_PROJECT_DATABASE,2023-08-20
2025,BG,BG_N2K_000468,SPA,AT809,HAB_148,SP_0468,151675.31,XX,INVASIVE_SPECIES,0,9,0,512_WATER,GOOD,0.258,0.8301,6846650.53,NATIONAL_HABITAT_REPORTING,2023-09-02
2000,FR,FR_N2K_000469,SPA,HR7,HAB_149,SP_0469,180686.79,FV,FORESTRY,1,5,0,111_URBAN,HIGH,0.1379,0.3144,15463723.84,EEA_NATURA2000,2023-09-15
2001,LT,LT_N2K_000470,SPA,RO27,HAB_150,SP_0470,106655.9,U1,WATER_ABSTRACTION,0,14,0,211_ARABLE,UNKNOWN,0.0762,0.3669,5336652.02,LIFE_PROJECT_DATABASE,2023-09-28
2002,SK,SK_N2K_000471,SPA,RO245,HAB_151,SP_0471,13547.54,U2,TOURISM_PRESSURE,1,0,0,231_PASTURES,BAD,0.1257,0.8207,10533816.65,NATIONAL_HABITAT_REPORTING,2023-10-11
2003,HR,HR_N2K_000472,SPA,BE430,HAB_152,SP_0472,195455.26,XX,CLIMATE_CHANGE,1,9,0,311_BROADLEAVED,POOR,0.7104,0.4346,8731678.74,EEA_NATURA2000,2023-10-24
2004,DE,DE_N2K_000473,SPA,PL371,HAB_153,SP_0473,189976.28,FV,AGRI_INTENSIFICATION,1,19,1,312_CONIFEROUS,MODERATE,0.2331,0.7433,25909340.18,LIFE_PROJECT_DATABASE,2023-11-06
2005,LU,LU_N2K_000474,SPA,BE94,HAB_154,SP_0474,55252.99,U1,URBANISATION,0,22,1,313_MIXED,GOOD,0.8476,0.712,18183325.9,NATIONAL_HABITAT_REPORTING,2023-11-19
2006,SI,SI_N2K_000475,SPA,CY271,HAB_155,SP_0475,225140.91,U2,POLLUTION,0,28,0,321_NATURAL_GRASS,HIGH,0.9262,0.711,1288378.22,EEA_NATURA2000,2023-12-02
2007,CY,CY_N2K_000476,SPA,IE920,HAB_156,SP_0476,187461.1,XX,INVASIVE_SPECIES,0,13,0,411_INLAND_WETLAND,UNKNOWN,0.204,0.1905,6403627.45,LIFE_PROJECT_DATABASE,2023-12-15
2008,GR,GR_N2K_000477,SPA,DE86,HAB_157,SP_0477,165989.41,FV,FORESTRY,1,26,0,512_WATER,BAD,0.7962,0.2362,3730484.68,NATIONAL_HABITAT_REPORTING,2023-12-28
2009,MT,MT_N2K_000478,SPA,MT50,HAB_158,SP_0478,70195.78,U1,WATER_ABSTRACTION,0,20,0,111_URBAN,POOR,0.4248,0.3195,12755952.48,EEA_NATURA2000,2024-01-10
2010,ES,ES_N2K_000479,SPA,FR18,HAB_159,SP_0479,53199.87,U2,TOURISM_PRESSURE,0,23,1,211_ARABLE,MODERATE,0.6987,0.3413,4251629.55,LIFE_PROJECT_DATABASE,2024-01-23
2011,CZ,CZ_N2K_000480,SPA,DE14,HAB_160,SP_0480,86669.81,XX,CLIMATE_CHANGE,1,8,1,231_PASTURES,GOOD,0.058,0.8719,8175312.99,NATIONAL_HABITAT_REPORTING,2024-02-05
2012,HU,HU_N2K_000481,SPA,ES83,HAB_161,SP_0481,94623.2,FV,AGRI_INTENSIFICATION,1,21,0,311_BROADLEAVED,HIGH,0.7564,0.3683,11834738.96,EEA_NATURA2000,2024-02-18
2013,NL,NL_N2K_000482,SPA,NL5,HAB_162,SP_0482,60214.23,U1,URBANISATION,0,26,1,312_CONIFEROUS,UNKNOWN,0.6749,0.8851,17806950.93,LIFE_PROJECT_DATABASE,2024-03-02
2014,SE,SE_N2K_000483,SPA,FR25,HAB_163,SP_0483,71605.95,U2,POLLUTION,0,0,1,313_MIXED,BAD,0.8352,0.4965,5763476.12,NATIONAL_HABITAT_REPORTING,2024-03-15
2015,DK,DK_N2K_000484,SPA,SI143,HAB_164,SP_0484,184947.41,XX,INVASIVE_SPECIES,1,10,0,321_NATURAL_GRASS,POOR,0.3647,0.1917,22015465.79,EEA_NATURA2000,2024-03-28
2016,IE,IE_N2K_000485,SPA,LU1,HAB_165,SP_0485,31911.83,FV,FORESTRY,1,9,0,411_INLAND_WETLAND,MODERATE,0.2999,0.4155,16461911.31,LIFE_PROJECT_DATABASE,2024-04-10
2017,PL,PL_N2K_000486,SPA,DK71,HAB_166,SP_0486,51936.32,U1,WATER_ABSTRACTION,1,25,0,512_WATER,GOOD,0.508,0.2018,28666187.8,NATIONAL_HABITAT_REPORTING,2024-04-23
2018,AT,AT_N2K_000487,SPA,RO6,HAB_167,SP_0487,185512.45,U2,TOURISM_PRESSURE,1,14,1,111_URBAN,HIGH,0.8742,0.6844,22106760.21,EEA_NATURA2000,2024-05-06
2019,EE,EE_N2K_000488,SPA,RO3,HAB_168,SP_0488,65045.06,XX,CLIMATE_CHANGE,1,7,0,211_ARABLE,UNKNOWN,0.7617,0.4166,25223927.92,LIFE_PROJECT_DATABASE,2024-05-19
2020,IT,IT_N2K_000489,SPA,IT61,HAB_169,SP_0489,61146.25,FV,AGRI_INTENSIFICATION,1,16,1,231_PASTURES,BAD,0.3495,0.3512,8865438.39,NATIONAL_HABITAT_REPORTING,2024-06-01
2021,PT,PT_N2K_000490,SPA,FI966,HAB_170,SP_0490,185051.79,U1,URBANISATION,1,19,1,311_BROADLEAVED,POOR,0.0759,0.5276,32171736.55,EEA_NATURA2000,2024-06-14
2022,BE,BE_N2K_000491,SPA,GR986,HAB_171,SP_0491,160829.3,U2,POLLUTION,0,26,0,312_CONIFEROUS,MODERATE,0.3461,0.4641,9813432.85,LIFE_PROJECT_DATABASE,2024-06-27
2023,FI,FI_N2K_000492,SPA,LV41,HAB_172,SP_0492,183200.28,XX,INVASIVE_SPECIES,0,27,0,313_MIXED,GOOD,0.7797,0.7992,3358638.4,NATIONAL_HABITAT_REPORTING,2024-07-10
2024,LV,LV_N2K_000493,SPA,CZ805,HAB_173,SP_0493,59337.98,FV,FORESTRY,0,1,0,321_NATURAL_GRASS,HIGH,0.3517,0.8583,17259150.13,EEA_NATURA2000,2024-07-23
2025,RO,RO_N2K_000494,SPA,LT987,HAB_174,SP_0494,205184.43,U1,WATER_ABSTRACTION,1,0,0,411_INLAND_WETLAND,UNKNOWN,0.1884,0.6084,11031315.79,LIFE_PROJECT_DATABASE,2024-08-05
2000,BG,BG_N2K_000495,SPA,CZ41,HAB_175,SP_0495,44900.68,U2,TOURISM_PRESSURE,0,29,1,512_WATER,BAD,0.7947,0.7505,11419171.44,NATIONAL_HABITAT_REPORTING,2024-08-18
2001,FR,FR_N2K_000496,SPA,FR356,HAB_176,SP_0496,105027.06,XX,CLIMATE_CHANGE,1,9,0,111_URBAN,POOR,0.6336,0.6712,22977605.39,EEA_NATURA2000,2024-08-31
2002,LT,LT_N2K_000497,SPA,AT3,HAB_177,SP_0497,52006.89,FV,AGRI_INTENSIFICATION,0,25,0,211_ARABLE,MODERATE,0.4017,0.8869,4747839.42,LIFE_PROJECT_DATABASE,2024-09-13
2003,SK,SK_N2K_000498,SPA,MT933,HAB_178,SP_0498,192253.74,U1,URBANISATION,1,19,0,231_PASTURES,GOOD,0.7182,0.8044,15412835.91,NATIONAL_HABITAT_REPORTING,2024-09-26
2004,HR,HR_N2K_000499,SPA,LU873,HAB_179,SP_0499,215815.05,U2,POLLUTION,0,16,1,311_BROADLEAVED,HIGH,0.3129,0.1351,3358685.25,EEA_NATURA2000,2024-10-09
2005,DE,DE_N2K_000500,SPA,AT723,HAB_180,SP_0500,15746.56,XX,INVASIVE_SPECIES,1,12,1,312_CONIFEROUS,UNKNOWN,0.1921,0.828,19707371.52,LIFE_PROJECT_DATABASE,2024-10-22
2006,LU,LU_N2K_000501,SPA,EE47,HAB_181,SP_0501,38976.42,FV,FORESTRY,0,1,0,313_MIXED,BAD,0.5498,0.6672,5433169.0,NATIONAL_HABITAT_REPORTING,2024-11-04
2007,SI,SI_N2K_000502,SPA,RO97,HAB_182,SP_0502,106086.42,U1,WATER_ABSTRACTION,0,6,1,321_NATURAL_GRASS,POOR,0.052,0.6084,6988312.07,EEA_NATURA2000,2024-11-17
2008,CY,CY_N2K_000503,SPA,SK422,HAB_183,SP_0503,140459.84,U2,TOURISM_PRESSURE,1,19,1,411_INLAND_WETLAND,MODERATE,0.2605,0.9019,6974296.51,LIFE_PROJECT_DATABASE,2024-11-30
2009,GR,GR_N2K_000504,SPA,AT2,HAB_184,SP_0504,181581.12,XX,CLIMATE_CHANGE,1,2,0,512_WATER,GOOD,0.6676,0.596,9927913.6,NATIONAL_HABITAT_REPORTING,2024-12-13
2010,MT,MT_N2K_000505,SPA,DE109,HAB_185,SP_0505,39501.38,FV,AGRI_INTENSIFICATION,1,1,1,111_URBAN,HIGH,0.2514,0.8492,12554644.88,EEA_NATURA2000,2024-12-26
2011,ES,ES_N2K_000506,SPA,BG94,HAB_186,SP_0506,230531.22,U1,URBANISATION,0,32,0,211_ARABLE,UNKNOWN,0.8827,0.1612,952436.9,LIFE_PROJECT_DATABASE,2025-01-08
2012,CZ,CZ_N2K_000507,SPA,AT53,HAB_187,SP_0507,174958.94,U2,POLLUTION,0,1,0,231_PASTURES,BAD,0.1982,0.6542,16296726.06,NATIONAL_HABITAT_REPORTING,2025-01-21
2013,HU,HU_N2K_000508,SPA,PL73,HAB_188,SP_0508,78568.39,XX,INVASIVE_SPECIES,1,16,1,311_BROADLEAVED,POOR,0.8361,0.1832,29783901.6,EEA_NATURA2000,2025-02-03
2014,NL,NL_N2K_000509,SPA,MT33,HAB_189,SP_0509,247740.93,FV,FORESTRY,0,22,0,312_CONIFEROUS,MODERATE,0.094,0.2037,13486115.31,LIFE_PROJECT_DATABASE,2025-02-16
2015,SE,SE_N2K_000510,SPA,GR33,HAB_190,SP_0510,15640.63,U1,WATER_ABSTRACTION,1,27,0,313_MIXED,GOOD,0.3025,0.4464,17562102.57,NATIONAL_HABITAT_REPORTING,2025-03-01
2016,DK,DK_N2K_000511,SPA,LT804,HAB_191,SP_0511,168655.45,U2,TOURISM_PRESSURE,0,5,0,321_NATURAL_GRASS,HIGH,0.4673,0.2169,17153138.89,EEA_NATURA2000,2025-03-14
2017,IE,IE_N2K_000512,SPA,IT8,HAB_192,SP_0512,192940.6,XX,CLIMATE_CHANGE,0,19,1,411_INLAND_WETLAND,UNKNOWN,0.4816,0.8474,9227860.38,LIFE_PROJECT_DATABASE,2025-03-27
2018,PL,PL_N2K_000513,SPA,LT4,HAB_193,SP_0513,104404.1,FV,AGRI_INTENSIFICATION,0,15,0,512_WATER,BAD,0.9275,0.5379,18150202.13,NATIONAL_HABITAT_REPORTING,2025-04-09
2019,AT,AT_N2K_000514,SPA,NL349,HAB_194,SP_0514,101803.13,U1,URBANISATION,0,3,1,111_URBAN,POOR,0.9309,0.5599,12533975.84,EEA_NATURA2000,2025-04-22
2020,EE,EE_N2K_000515,SPA,ES5,HAB_195,SP_0515,160572.65,U2,POLLUTION,1,13,0,211_ARABLE,MODERATE,0.6425,0.9461,20081758.7,LIFE_PROJECT_DATABASE,2025-05-05
2021,IT,IT_N2K_000516,SPA,FI50,HAB_196,SP_0516,219760.33,XX,INVASIVE_SPECIES,0,27,1,231_PASTURES,GOOD,0.5529,0.9249,13139123.56,NATIONAL_HABITAT_REPORTING,2025-05-18
2022,PT,PT_N2K_000517,SPA,FI532,HAB_197,SP_0517,164465.54,FV,FORESTRY,1,5,0,311_BROADLEAVED,HIGH,0.5847,0.3078,32570658.9,EEA_NATURA2000,2025-05-31
2023,BE,BE_N2K_000518,SPA,HR9,HAB_198,SP_0518,28980.62,U1,WATER_ABSTRACTION,1,15,0,312_CONIFEROUS,UNKNOWN,0.3762,0.2492,4185574.46,LIFE_PROJECT_DATABASE,2025-06-13
2024,FI,FI_N2K_000519,SPA,SK65,HAB_199,SP_0519,27220.94,U2,TOURISM_PRESSURE,1,25,0,313_MIXED,BAD,0.428,0.9115,24189290.01,NATIONAL_HABITAT_REPORTING,2025-06-26
2025,LV,LV_N2K_000520,SPA,LV7,HAB_200,SP_0520,135612.14,XX,CLIMATE_CHANGE,0,4,0,321_NATURAL_GRASS,POOR,0.8967,0.9304,15547371.04,EEA_NATURA2000,2025-07-09
2000,RO,RO_N2K_000521,SPA,BG8,HAB_201,SP_0521,23147.91,FV,AGRI_INTENSIFICATION,1,12,1,411_INLAND_WETLAND,MODERATE,0.7723,0.21,4664863.36,LIFE_PROJECT_DATABASE,2025-07-22
2001,BG,BG_N2K_000522,SPA,AT55,HAB_202,SP_0522,177651.45,U1,URBANISATION,1,16,0,512_WATER,GOOD,0.5477,0.5596,9957900.58,NATIONAL_HABITAT_REPORTING,2025-08-04
2002,FR,FR_N2K_000523,SPA,RO654,HAB_203,SP_0523,79858.34,U2,POLLUTION,1,1,0,111_URBAN,HIGH,0.1377,0.7257,4456834.79,EEA_NATURA2000,2025-08-17
2003,LT,LT_N2K_000524,SPA,HR220,HAB_204,SP_0524,32652.7,XX,INVASIVE_SPECIES,0,20,0,211_ARABLE,UNKNOWN,0.6283,0.6722,2299891.8,LIFE_PROJECT_DATABASE,2025-08-30
2004,SK,SK_N2K_000525,SPA,GR463,HAB_205,SP_0525,86841.91,FV,FORESTRY,0,18,1,231_PASTURES,BAD,0.2628,0.2392,15941760.84,NATIONAL_HABITAT_REPORTING,2025-09-12
2005,HR,HR_N2K_000526,SPA,SK3,HAB_206,SP_0526,177350.28,U1,WATER_ABSTRACTION,1,16,0,311_BROADLEAVED,POOR,0.0644,0.4991,9496347.91,EEA_NATURA2000,2025-09-25
2006,DE,DE_N2K_000527,SPA,ES8,HAB_207,SP_0527,150483.84,U2,TOURISM_PRESSURE,1,25,0,312_CONIFEROUS,MODERATE,0.6856,0.5433,18063469.55,LIFE_PROJECT_DATABASE,2025-10-08
2007,LU,LU_N2K_000528,SPA,CZ61,HAB_208,SP_0528,227635.22,XX,CLIMATE_CHANGE,0,4,0,313_MIXED,GOOD,0.1487,0.1799,7879770.18,NATIONAL_HABITAT_REPORTING,2025-10-21
2008,SI,SI_N2K_000529,SPA,RO47,HAB_209,SP_0529,202689.81,FV,AGRI_INTENSIFICATION,0,6,1,321_NATURAL_GRASS,HIGH,0.7479,0.4096,15540436.17,EEA_NATURA2000,2025-11-03
2009,CY,CY_N2K_000530,SPA,BE48,HAB_210,SP_0530,221639.9,U1,URBANISATION,0,12,0,411_INLAND_WETLAND,UNKNOWN,0.0622,0.2153,14099656.21,LIFE_PROJECT_DATABASE,2025-11-16
2010,GR,GR_N2K_000531,SPA,AT982,HAB_211,SP_0531,4267.07,U2,POLLUTION,0,15,0,512_WATER,BAD,0.0556,0.8547,774739.14,NATIONAL_HABITAT_REPORTING,2025-11-29
2011,MT,MT_N2K_000532,SPA,HR940,HAB_212,SP_0532,248039.72,XX,INVASIVE_SPECIES,1,21,1,111_URBAN,POOR,0.8084,0.4531,7206956.51,EEA_NATURA2000,2025-12-12
2012,ES,ES_N2K_000533,SPA,SK468,HAB_213,SP_0533,217875.57,FV,FORESTRY,1,11,0,211_ARABLE,MODERATE,0.203,0.6519,4210649.09,LIFE_PROJECT_DATABASE,2025-12-25
2013,CZ,CZ_N2K_000534,SPA,CZ717,HAB_214,SP_0534,160843.3,U1,WATER_ABSTRACTION,0,8,0,231_PASTURES,GOOD,0.5649,0.6669,8523957.86,NATIONAL_HABITAT_REPORTING,2026-01-07
2014,HU,HU_N2K_000535,SPA,IT6,HAB_215,SP_0535,202194.44,U2,TOURISM_PRESSURE,1,13,0,311_BROADLEAVED,HIGH,0.4456,0.3588,3635615.31,EEA_NATURA2000,2026-01-20
2015,NL,NL_N2K_000536,SPA,IT298,HAB_216,SP_0536,7536.49,XX,CLIMATE_CHANGE,0,28,0,312_CONIFEROUS,UNKNOWN,0.5363,0.9146,18326823.67,LIFE_PROJECT_DATABASE,2026-02-02
2016,SE,SE_N2K_000537,SPA,IE951,HAB_217,SP_0537,135992.3,FV,AGRI_INTENSIFICATION,1,26,0,313_MIXED,BAD,0.5336,0.2707,9240376.62,NATIONAL_HABITAT_REPORTING,2026-02-15
2017,DK,DK_N2K_000538,SPA,BG42,HAB_218,SP_0538,20464.71,U1,URBANISATION,1,8,0,321_NATURAL_GRASS,POOR,0.2311,0.1229,14123993.93,EEA_NATURA2000,2007-01-03
2018,IE,IE_N2K_000539,SPA,BG5,HAB_219,SP_0539,174638.91,U2,POLLUTION,1,11,1,411_INLAND_WETLAND,MODERATE,0.7591,0.1785,9612054.04,LIFE_PROJECT_DATABASE,2007-01-16
