travel_tourism_reference_month,travel_tourism_destination_nuts_code,travel_tourism_country_iso2,travel_tourism_accommodation_type_code,travel_tourism_visitor_residency_country_iso2,travel_tourism_domestic_inbound_outbound_code,travel_tourism_nights_spent_count,travel_tourism_arrivals_count,travel_tourism_avg_length_of_stay_nights,travel_tourism_occupancy_rate_pct,travel_tourism_spend_total_eur,travel_tourism_spend_per_night_eur,travel_tourism_seasonality_index,travel_tourism_airbnb_like_listings_count,travel_tourism_short_term_rental_regulatory_flag,travel_tourism_sustainable_tourism_label_flag,travel_tourism_over_tourism_pressure_index,travel_tourism_eurostat_table_code,travel_tourism_data_collection_wave,travel_tourism_data_extract_date
2026-10,FI88,FI,HOSTEL,GH,DOMESTIC,6713,1512,4.44,50.67,172147.7,23.41,0.718,1595,1,0,0.5549,tour_occ_nim,2025W4,2024-08-27
2026-11,LU58,LU,CAMPING,NG,INBOUND,6147,1172,5.24,82.64,585080.86,102.43,0.9,1702,0,1,0.1019,tour_dem_ttac,2025W3,2024-05-14
2026-12,SI78,SI,APARTHOTEL,AT,OUTBOUND,6714,2027,3.31,75.62,1458208.71,234.4,0.712,1606,1,0,0.4863,tour_occ_toor,2025W2,2025-07-22
2018-01,CY11,CY,HOTEL,GR,DOMESTIC,6321,2659,2.38,83.11,1136296.72,201.08,1.25,1519,1,0,0.2449,tour_occ_arm,2025W1,2024-04-26
2018-02,RO516,RO,OTHER,RO,INBOUND,5796,990,5.85,75.49,779924.69,117.93,1.244,1446,0,0,0.4228,tour_cap_nat,2024W4,2025-01-18
2018-03,PL10,PL,SHORT_TERM_RENTAL,EG,OUTBOUND,5772,1312,4.4,53.31,960610.32,155.59,0.708,1657,1,1,0.7722,tour_occ_nim,2024W3,2024-05-05
2018-04,BE3,BE,HOSTEL,MD,DOMESTIC,6536,1412,4.63,58.93,916390.46,127.09,1.14,1588,1,0,0.7209,tour_dem_ttac,2024W2,2025-03-27
2018-05,FR6,FR,CAMPING,UA,INBOUND,6365,1404,4.53,61.47,373574.84,60.22,0.975,1460,1,0,0.7409,tour_occ_toor,2024W1,2024-05-10
2018-06,ES305,ES,APARTHOTEL,FI,OUTBOUND,6315,1113,5.67,22.51,432012.47,65.92,0.795,1468,1,0,0.4638,tour_occ_arm,2023W4,2025-12-31
2018-07,CZ1,CZ,HOTEL,NL,DOMESTIC,6611,1737,3.81,79.32,1802054.28,251.39,0.735,1460,0,0,0.3537,tour_cap_nat,2023W3,2025-07-02
2018-08,BE4,BE,OTHER,CH,INBOUND,5923,1191,4.97,26.09,336648.37,65.33,0.813,1605,0,1,0.3937,tour_occ_nim,2023W2,2025-10-05
2018-09,SE16,SE,SHORT_TERM_RENTAL,JP,OUTBOUND,6756,1090,6.2,69.51,987967.17,152.66,0.722,1460,1,0,0.7591,tour_dem_ttac,2023W1,2025-08-28
2018-10,AT35,AT,HOSTEL,SY,DOMESTIC,6028,1726,3.49,53.86,221518.32,41.57,0.921,1404,0,1,0.7449,tour_occ_toor,2022W4,2025-03-25
2018-11,DE2,DE,CAMPING,CZ,INBOUND,5944,1047,5.68,66.25,503559.04,76.16,1.155,1610,1,1,0.7196,tour_occ_arm,2022W3,2024-09-02
2018-12,LU63,LU,APARTHOTEL,LT,OUTBOUND,6030,2474,2.44,58.65,571869.41,82.54,0.831,1578,1,1,0.2655,tour_cap_nat,2022W2,2025-05-10
2019-01,SK31,SK,HOTEL,AL,DOMESTIC,6177,1969,3.14,52.19,1297604.65,192.91,1.362,1406,1,1,0.3527,tour_occ_nim,2022W1,2025-08-23
2019-02,FR94,FR,OTHER,IQ,INBOUND,5836,1351,4.32,46.62,110297.72,21.07,1.003,1390,1,1,0.5783,tour_dem_ttac,2026W4,2025-06-13
2019-03,PT151,PT,SHORT_TERM_RENTAL,PK,OUTBOUND,6223,1017,6.12,58.66,1152520.15,164.37,0.691,1715,0,1,0.1568,tour_occ_toor,2026W3,2025-06-29
2019-04,MT21,MT,HOSTEL,BG,DOMESTIC,6309,1055,5.98,79.22,910728.32,152.78,1.042,1418,1,0,0.4427,tour_occ_arm,2026W2,2024-02-22
2019-05,HU3,HU,CAMPING,IE,INBOUND,6871,1292,5.32,34.68,512657.09,72.82,1.137,1741,0,0,0.859,tour_cap_nat,2026W1,2024-01-06
2019-06,AT665,AT,APARTHOTEL,SI,OUTBOUND,6925,2086,3.32,76.69,138421.31,21.15,0.952,1503,0,0,0.4366,tour_occ_nim,2025W4,2024-03-20
2019-07,SI2,SI,HOTEL,GE,DOMESTIC,6444,1066,6.05,47.35,1462102.85,216.96,0.897,1726,1,1,0.277,tour_dem_ttac,2025W3,2024-09-05
2019-08,LU2,LU,OTHER,MK,INBOUND,6398,2156,2.97,21.47,1681323.27,239.19,0.883,1749,1,1,0.9071,tour_occ_toor,2025W2,2024-05-23
2019-09,ES57,ES,SHORT_TERM_RENTAL,VN,OUTBOUND,6379,1985,3.21,93.91,459428.47,72.89,1.307,1580,1,0,0.8811,tour_occ_arm,2025W1,2024-12-22
2019-10,BG348,BG,HOSTEL,DE,DOMESTIC,6558,2527,2.6,71.79,531235.89,87.86,1.305,1612,0,0,0.4682,tour_cap_nat,2024W4,2025-05-14
2019-11,LU932,LU,CAMPING,PT,INBOUND,6892,2236,3.08,83.28,725595.9,96.1,0.977,1601,1,1,0.4283,tour_occ_nim,2024W3,2025-11-12
2019-12,FR9,FR,APARTHOTEL,DZ,OUTBOUND,7020,1537,4.57,35.07,697082.3,93.61,1.524,1691,0,0,0.1519,tour_dem_ttac,2024W2,2024-02-17
2020-01,DK38,DK,HOTEL,MA,DOMESTIC,6595,1764,3.74,36.04,1366202.46,240.76,1.177,1641,1,1,0.2522,tour_occ_toor,2024W1,2025-04-14
2020-02,RO312,RO,OTHER,TR,INBOUND,6485,1898,3.42,43.92,1438893.08,251.98,1.398,1571,1,0,0.1243,tour_occ_arm,2023W4,2024-09-11
2020-03,EE86,EE,SHORT_TERM_RENTAL,EE,OUTBOUND,6148,2127,2.89,90.44,1134570.62,214.26,1.517,1412,1,0,0.3944,tour_cap_nat,2023W3,2025-12-09
2020-04,HU897,HU,HOSTEL,MT,DOMESTIC,6234,1987,3.14,66.11,452144.97,72.65,1.327,1447,1,1,0.6232,tour_occ_nim,2023W2,2025-03-02
2020-05,EE660,EE,CAMPING,BY,INBOUND,6037,1059,5.7,83.44,370092.2,63.13,0.902,1527,1,0,0.2836,tour_dem_ttac,2023W1,2025-11-19
2020-06,EE646,EE,APARTHOTEL,IS,OUTBOUND,6631,1151,5.76,95.76,1435886.54,235.98,0.831,1684,1,0,0.4723,tour_occ_toor,2022W4,2024-06-03
2020-07,EE1,EE,HOTEL,RU,DOMESTIC,6137,1144,5.36,31.32,1591144.86,232.8,1.231,1678,0,0,0.8598,tour_occ_arm,2022W3,2024-02-21
2020-08,BE22,BE,OTHER,CY,INBOUND,6521,1558,4.19,66.29,364145.38,52.68,0.97,1771,0,0,0.1558,tour_cap_nat,2022W2,2024-09-25
2020-09,HU23,HU,SHORT_TERM_RENTAL,LV,OUTBOUND,7046,2504,2.81,38.75,1395724.89,177.92,1.096,1741,0,0,0.5046,tour_occ_nim,2022W1,2025-02-05
2020-10,CZ91,CZ,HOSTEL,SE,DOMESTIC,6581,2987,2.2,36.57,462233.28,79.17,1.096,1631,1,0,0.8057,tour_dem_ttac,2026W4,2026-01-24
2020-11,AT6,AT,CAMPING,IN,INBOUND,6298,1189,5.3,87.16,811781.73,126.09,1.371,1785,0,0,0.6333,tour_occ_toor,2026W3,2026-01-30
2020-12,FI8,FI,APARTHOTEL,NO,OUTBOUND,6996,2291,3.05,86.55,1747228.03,234.06,1.294,1590,1,0,0.5025,tour_occ_arm,2026W2,2025-09-16
2021-01,SK774,SK,HOTEL,BE,DOMESTIC,6755,1523,4.44,39.28,772310.81,117.08,1.384,1635,0,0,0.7637,tour_cap_nat,2026W1,2025-07-21
2021-02,EE9,EE,OTHER,HU,INBOUND,6166,1285,4.8,86.37,628122.64,90.93,1.305,1617,1,1,0.2306,tour_occ_nim,2025W4,2024-01-25
2021-03,ES955,ES,SHORT_TERM_RENTAL,SK,OUTBOUND,6620,1390,4.76,45.16,1068044.64,175.15,1.49,1755,1,0,0.9516,tour_dem_ttac,2025W3,2025-05-10
2021-04,AT211,AT,HOSTEL,GB,DOMESTIC,6694,1137,5.89,37.61,1637854.41,246.59,1.334,1819,0,1,0.2269,tour_occ_toor,2025W2,2024-03-23
2021-05,LV31,LV,CAMPING,ME,INBOUND,7199,1162,6.2,30.26,878746.96,128.02,0.884,1466,0,0,0.8294,tour_occ_arm,2025W1,2024-06-22
2021-06,RO936,RO,APARTHOTEL,US,OUTBOUND,6707,1228,5.46,66.13,264465.71,35.98,1.24,1473,1,1,0.6248,tour_cap_nat,2024W4,2025-06-11
2021-07,NL97,NL,HOTEL,FR,DOMESTIC,6945,1877,3.7,55.03,131120.46,18.68,0.653,1710,0,0,0.7423,tour_occ_nim,2024W3,2024-09-20
2021-08,NL71,NL,OTHER,PL,INBOUND,7187,1803,3.99,59.87,1882109.18,258.94,1.177,1819,0,0,0.2316,tour_dem_ttac,2024W2,2024-02-27
2021-09,LU115,LU,SHORT_TERM_RENTAL,CN,OUTBOUND,6287,1431,4.39,37.47,1106154.66,183.32,0.77,1538,1,1,0.4142,tour_occ_toor,2024W1,2024-07-05
2021-10,IE2,IE,HOSTEL,KE,DOMESTIC,6074,2316,2.62,20.42,1540062.33,252.77,1.212,1757,1,0,0.5394,tour_occ_arm,2023W4,2025-12-16
2021-11,IT777,IT,CAMPING,TN,INBOUND,7026,1996,3.52,75.86,837492.71,129.95,1.086,1804,0,0,0.319,tour_cap_nat,2023W3,2024-12-25
2021-12,GR248,GR,APARTHOTEL,DK,OUTBOUND,6992,1249,5.6,84.17,312787.45,41.02,1.326,1653,1,1,0.2661,tour_occ_nim,2023W2,2024-10-13
2022-01,MT853,MT,HOTEL,LU,DOMESTIC,6710,3036,2.21,31.53,669253.52,95.31,1.214,1623,0,0,0.0938,tour_dem_ttac,2023W1,2024-07-26
2022-02,PT27,PT,OTHER,BA,INBOUND,6825,1313,5.2,95.7,943302.28,159.41,1.0,1487,1,0,0.6404,tour_occ_toor,2022W4,2025-01-23
2022-03,SE876,SE,SHORT_TERM_RENTAL,IR,OUTBOUND,6210,2764,2.25,80.57,752060.57,109.33,1.064,1452,1,1,0.7951,tour_occ_arm,2022W3,2026-01-15
2022-04,HR23,HR,HOSTEL,RS,DOMESTIC,6605,1242,5.32,52.62,236928.69,33.32,1.52,1844,0,0,0.2768,tour_cap_nat,2022W2,2025-03-08
2022-05,SE96,SE,CAMPING,HR,INBOUND,6247,2650,2.36,74.22,192900.9,29.12,1.163,1610,1,1,0.3038,tour_occ_nim,2022W1,2025-10-12
2022-06,BE51,BE,APARTHOTEL,IT,OUTBOUND,6243,1679,3.72,33.62,1158150.78,201.1,1.521,1641,0,1,0.8225,tour_dem_ttac,2026W4,2026-02-16
2022-07,CZ574,CZ,HOTEL,ES,DOMESTIC,6560,1995,3.29,40.63,1693697.3,225.83,0.887,1782,0,1,0.2788,tour_occ_toor,2026W3,2025-07-11
2022-08,AT8,AT,OTHER,GH,INBOUND,6662,2521,2.64,29.03,609434.61,89.19,0.893,1571,1,0,0.374,tour_occ_arm,2026W2,2025-07-15
2022-09,BG1,BG,SHORT_TERM_RENTAL,NG,OUTBOUND,6308,1303,4.84,29.31,604522.77,85.06,0.866,1644,1,0,0.4893,tour_cap_nat,2026W1,2024-11-01
2022-10,LT229,LT,HOSTEL,AT,DOMESTIC,7332,1866,3.93,51.03,321292.59,51.42,0.893,1530,1,1,0.9531,tour_occ_nim,2025W4,2024-03-31
2022-11,DE95,DE,CAMPING,GR,INBOUND,6185,1380,4.48,81.44,1192923.58,188.64,0.962,1722,0,1,0.9035,tour_dem_ttac,2025W3,2024-04-21
2022-12,FI7,FI,APARTHOTEL,RO,OUTBOUND,6656,2050,3.25,50.9,1355454.03,185.08,0.779,1792,0,0,0.3815,tour_occ_toor,2025W2,2024-07-10
2023-01,ES606,ES,HOTEL,EG,DOMESTIC,6518,1336,4.88,45.47,266782.25,37.65,1.099,1745,0,0,0.6471,tour_occ_arm,2025W1,2024-01-09
2023-02,PL92,PL,OTHER,MD,INBOUND,6667,2138,3.12,42.71,856060.19,129.53,1.501,1806,1,0,0.0981,tour_cap_nat,2024W4,2024-11-05
2023-03,LV75,LV,SHORT_TERM_RENTAL,UA,OUTBOUND,7031,2100,3.35,32.65,582442.38,95.94,0.698,1814,0,1,0.9502,tour_occ_nim,2024W3,2025-01-13
2023-04,HU1,HU,HOSTEL,FI,DOMESTIC,6614,1663,3.98,39.94,740373.53,114.39,0.739,1607,1,0,0.7419,tour_dem_ttac,2024W2,2025-01-31
2023-05,HU235,HU,CAMPING,NL,INBOUND,7166,1467,4.88,24.72,333220.64,44.96,1.386,1660,1,1,0.8462,tour_occ_toor,2024W1,2024-09-25
2023-06,SE95,SE,APARTHOTEL,CH,OUTBOUND,7397,1899,3.9,43.32,301478.63,37.17,1.422,1654,1,0,0.3019,tour_occ_arm,2023W4,2025-11-13
2023-07,EE460,EE,HOTEL,JP,DOMESTIC,6693,1632,4.1,28.02,253558.69,36.64,1.449,1697,0,1,0.6958,tour_cap_nat,2023W3,2026-01-04
2023-08,FR50,FR,OTHER,SY,INBOUND,6296,1110,5.67,55.7,394030.12,71.43,0.795,1871,1,0,0.9002,tour_occ_nim,2023W2,2024-09-05
2023-09,PT7,PT,SHORT_TERM_RENTAL,CZ,OUTBOUND,6515,2898,2.25,26.26,750778.68,114.51,1.549,1837,0,0,0.4305,tour_dem_ttac,2023W1,2024-08-02
2023-10,LV306,LV,HOSTEL,LT,DOMESTIC,7106,1362,5.22,27.59,1828096.98,241.26,1.146,1821,1,1,0.4827,tour_occ_toor,2022W4,2024-04-06
2023-11,CY621,CY,CAMPING,AL,INBOUND,6355,1413,4.5,91.71,275039.16,37.83,1.429,1627,1,0,0.9469,tour_occ_arm,2022W3,2024-10-01
2023-12,BE52,BE,APARTHOTEL,IQ,OUTBOUND,7031,2351,2.99,50.51,1068433.08,142.54,0.698,1544,1,0,0.6411,tour_cap_nat,2022W2,2024-05-22
2024-01,GR560,GR,HOTEL,PK,DOMESTIC,6983,1179,5.92,80.14,1659630.76,213.45,1.114,1531,1,0,0.2413,tour_occ_nim,2022W1,2025-09-28
2024-02,SE710,SE,OTHER,BG,INBOUND,6942,1378,5.04,85.81,162457.74,26.98,1.503,1844,1,1,0.6166,tour_dem_ttac,2026W4,2025-12-22
2024-03,FR192,FR,SHORT_TERM_RENTAL,IE,OUTBOUND,6917,1371,5.05,69.2,1034907.04,152.51,1.469,1513,0,1,0.1261,tour_occ_toor,2026W3,2025-03-18
2024-04,IT58,IT,HOSTEL,SI,DOMESTIC,6553,2817,2.33,52.21,1216690.12,189.22,1.474,1863,0,1,0.6711,tour_occ_arm,2026W2,2024-12-30
2024-05,DK85,DK,CAMPING,GE,INBOUND,7019,1660,4.23,53.88,132165.0,19.81,1.543,1541,1,0,0.6493,tour_cap_nat,2026W1,2025-01-03
2024-06,DK986,DK,APARTHOTEL,MK,OUTBOUND,7096,1755,4.04,59.7,1101524.08,141.95,1.357,1863,1,0,0.1656,tour_occ_nim,2025W4,2025-04-15
2024-07,SI9,SI,HOTEL,VN,DOMESTIC,6471,1045,6.19,34.8,604200.7,83.78,1.486,1611,1,0,0.3631,tour_dem_ttac,2025W3,2024-11-06
2024-08,ES6,ES,OTHER,DE,INBOUND,7252,2019,3.59,32.91,859049.09,134.99,1.068,1682,1,0,0.2723,tour_occ_toor,2025W2,2025-10-05
2024-09,GR93,GR,SHORT_TERM_RENTAL,PT,OUTBOUND,7046,3041,2.32,91.91,1394909.06,176.51,1.094,1735,1,0,0.3372,tour_occ_arm,2025W1,2025-07-08
2024-10,CY2,CY,HOSTEL,DZ,DOMESTIC,6396,2037,3.14,45.14,875367.38,151.73,1.461,1625,1,1,0.7797,tour_cap_nat,2024W4,2024-12-16
2024-11,SK932,SK,CAMPING,MA,INBOUND,7277,2849,2.55,76.96,922347.04,114.72,1.194,1655,0,0,0.3621,tour_occ_nim,2024W3,2024-05-14
2024-12,SI871,SI,APARTHOTEL,TR,OUTBOUND,6604,1435,4.6,28.6,1279455.53,182.2,1.549,1692,0,0,0.7359,tour_dem_ttac,2024W2,2026-02-03
2025-01,LU72,LU,HOTEL,EE,DOMESTIC,7218,1832,3.94,31.29,837005.82,132.92,1.377,1518,0,1,0.7544,tour_occ_toor,2024W1,2024-03-28
2025-02,GR127,GR,OTHER,MT,INBOUND,7068,1340,5.27,20.7,616495.05,91.19,0.932,1778,1,1,0.8918,tour_occ_arm,2023W4,2024-03-21
2025-03,FI983,FI,SHORT_TERM_RENTAL,BY,OUTBOUND,6898,1527,4.52,60.4,968142.35,126.09,1.55,1548,1,0,0.7553,tour_cap_nat,2023W3,2025-05-23
2025-04,FR444,FR,HOSTEL,IS,DOMESTIC,7291,2290,3.18,79.89,1597861.79,224.03,1.02,1527,0,0,0.1553,tour_occ_nim,2023W2,2024-06-26
2025-05,DK861,DK,CAMPING,RU,INBOUND,6569,1345,4.88,76.18,1431922.97,238.9,1.336,1860,0,1,0.5956,tour_dem_ttac,2023W1,2025-11-24
2025-06,IE55,IE,APARTHOTEL,CY,OUTBOUND,7240,1832,3.95,81.7,1257693.57,176.78,0.702,1765,1,0,0.6895,tour_occ_toor,2022W4,2026-02-10
2025-07,HU676,HU,HOTEL,LV,DOMESTIC,7576,2682,2.82,33.6,894023.48,102.94,0.91,1535,0,1,0.8873,tour_occ_arm,2022W3,2026-02-20
2025-08,HU776,HU,OTHER,SE,INBOUND,6717,2067,3.25,53.98,1009984.96,134.9,1.335,1607,0,0,0.8237,tour_cap_nat,2022W2,2026-02-08
2025-09,DE87,DE,SHORT_TERM_RENTAL,IN,OUTBOUND,7503,1649,4.55,58.79,1391082.42,216.74,0.797,1737,0,1,0.5522,tour_occ_nim,2022W1,2024-05-14
2025-10,HR97,HR,HOSTEL,NO,DOMESTIC,6912,1484,4.66,64.2,1722254.19,251.74,0.962,1824,1,0,0.7861,tour_dem_ttac,2026W4,2024-12-05
2025-11,CY700,CY,CAMPING,BE,INBOUND,7360,3053,2.41,82.14,1327279.75,182.34,0.703,1856,1,0,0.4363,tour_occ_toor,2026W3,2025-03-01
2025-12,PT19,PT,APARTHOTEL,HU,OUTBOUND,7251,1910,3.8,91.42,210311.19,28.53,1.281,1624,1,0,0.71,tour_occ_arm,2026W2,2024-01-23
2026-01,DK844,DK,HOTEL,SK,DOMESTIC,7217,1963,3.68,80.77,958308.96,128.51,0.696,1649,1,0,0.5362,tour_cap_nat,2026W1,2024-08-11
2026-02,CZ8,CZ,OTHER,GB,INBOUND,6848,1913,3.58,57.39,1011047.93,157.8,1.536,1712,0,1,0.7998,tour_occ_nim,2025W4,2025-05-07
2026-03,DK272,DK,SHORT_TERM_RENTAL,ME,OUTBOUND,6634,1112,5.97,44.5,360696.99,62.57,1.138,1777,1,0,0.4933,tour_dem_ttac,2025W3,2025-07-06
2026-04,FR978,FR,HOSTEL,US,DOMESTIC,7388,1272,5.81,78.47,1282015.77,169.63,1.492,1730,0,1,0.3871,tour_occ_toor,2025W2,2024-11-22
2026-05,HR914,HR,CAMPING,FR,INBOUND,6910,1886,3.66,37.03,677654.34,87.26,1.225,1602,1,0,0.1069,tour_occ_arm,2025W1,2024-07-31
2026-06,CY17,CY,APARTHOTEL,PL,OUTBOUND,6963,1593,4.37,26.2,1435921.74,204.44,0.949,1603,1,0,0.105,tour_cap_nat,2024W4,2025-12-04
2026-07,RO720,RO,HOTEL,CN,DOMESTIC,7532,2655,2.84,31.73,1125727.45,142.93,1.511,1599,0,0,0.3407,tour_occ_nim,2024W3,2026-02-03
2026-08,EE4,EE,OTHER,KE,INBOUND,7102,1329,5.34,64.87,1865818.36,251.95,1.013,1760,0,0,0.1074,tour_dem_ttac,2024W2,2025-10-21
2026-09,PL50,PL,SHORT_TERM_RENTAL,TN,OUTBOUND,6667,2139,3.12,88.39,506512.62,75.58,0.879,1847,0,1,0.9285,tour_occ_toor,2024W1,2026-01-10
2026-10,FR219,FR,HOSTEL,DK,DOMESTIC,6995,1937,3.61,65.81,1507785.32,237.85,1.546,1920,1,0,0.5851,tour_occ_arm,2023W4,2024-11-01
2026-11,HU25,HU,CAMPING,LU,INBOUND,6571,1950,3.37,84.51,988362.99,137.78,1.408,1563,0,1,0.4518,tour_cap_nat,2023W3,2025-03-24
2026-12,RO253,RO,APARTHOTEL,BA,OUTBOUND,7504,1853,4.05,59.02,1359822.25,167.27,0.997,1935,1,1,0.4321,tour_occ_nim,2023W2,2026-02-09
2018-01,HR795,HR,HOTEL,IR,DOMESTIC,7526,1677,4.49,33.07,1266156.01,154.87,1.447,1890,1,0,0.8421,tour_dem_ttac,2023W1,2024-12-17
2018-02,LV35,LV,OTHER,RS,INBOUND,6766,1495,4.53,40.39,600842.31,79.76,1.257,1914,1,1,0.2044,tour_occ_toor,2022W4,2025-01-04
2018-03,HR74,HR,SHORT_TERM_RENTAL,HR,OUTBOUND,7752,2060,3.76,23.26,344589.05,40.93,1.249,1654,0,0,0.7064,tour_occ_arm,2022W3,2024-04-21
2018-04,LT82,LT,HOSTEL,IT,DOMESTIC,6812,1821,3.74,30.81,1407675.52,184.87,1.135,1777,1,0,0.3393,tour_cap_nat,2022W2,2025-05-28
2018-05,LT58,LT,CAMPING,ES,INBOUND,6920,3092,2.24,52.32,746516.24,125.22,0.686,1834,0,1,0.9739,tour_occ_nim,2022W1,2025-07-27
2018-06,PL20,PL,APARTHOTEL,GH,OUTBOUND,6768,2373,2.85,44.21,1778159.82,233.09,1.004,1901,1,1,0.5087,tour_dem_ttac,2026W4,2025-12-30
2018-07,HU410,HU,HOTEL,NG,DOMESTIC,7095,1316,5.39,34.68,1060390.45,140.0,1.278,1759,1,1,0.6232,tour_occ_toor,2026W3,2024-02-02
2018-08,FI323,FI,OTHER,AT,INBOUND,7121,1327,5.37,57.36,751449.34,97.66,1.276,1615,1,0,0.685,tour_occ_arm,2026W2,2025-04-05
2018-09,SK880,SK,SHORT_TERM_RENTAL,GR,OUTBOUND,7605,1616,4.71,40.27,510804.94,69.45,1.172,1864,1,0,0.9248,tour_cap_nat,2026W1,2025-11-25
2018-10,IT24,IT,HOSTEL,RO,DOMESTIC,7227,2358,3.06,77.67,484127.3,58.55,1.272,1809,0,0,0.6514,tour_occ_nim,2025W4,2025-07-19
2018-11,SK245,SK,CAMPING,EG,INBOUND,7121,1298,5.49,37.69,1636843.87,227.51,1.083,1817,0,0,0.3027,tour_dem_ttac,2025W3,2024-08-29
2018-12,FR1,FR,APARTHOTEL,MD,OUTBOUND,7368,1410,5.23,65.84,480311.96,62.52,1.044,1842,1,0,0.572,tour_occ_toor,2025W2,2024-08-22
2019-01,BG785,BG,HOTEL,UA,DOMESTIC,7408,2319,3.19,34.13,1441188.72,186.61,0.708,1727,0,1,0.5211,tour_occ_arm,2025W1,2025-10-18
2019-02,LU71,LU,OTHER,FI,INBOUND,7185,1323,5.43,48.29,925242.41,134.05,1.099,1601,1,1,0.195,tour_cap_nat,2024W4,2024-07-26
2019-03,BG372,BG,SHORT_TERM_RENTAL,NL,OUTBOUND,7675,1502,5.11,72.03,917199.62,113.52,1.074,1701,0,1,0.7147,tour_occ_nim,2024W3,2024-03-31
2019-04,AT49,AT,HOSTEL,CH,DOMESTIC,7614,1731,4.4,87.38,1123078.37,169.23,0.93,1850,1,0,0.6668,tour_dem_ttac,2024W2,2024-08-21
2019-05,EE2,EE,CAMPING,JP,INBOUND,7114,1449,4.91,88.44,1525878.98,193.93,0.984,1753,0,1,0.1221,tour_occ_toor,2024W1,2024-02-06
2019-06,CY505,CY,APARTHOTEL,SY,OUTBOUND,7605,1958,3.88,78.24,746689.35,108.16,1.28,1808,1,0,0.1663,tour_occ_arm,2023W4,2024-07-07
2019-07,RO296,RO,HOTEL,CZ,DOMESTIC,7339,1820,4.03,92.56,1010544.29,122.51,0.995,1602,1,0,0.5072,tour_cap_nat,2023W3,2024-01-29
2019-08,SE10,SE,OTHER,LT,INBOUND,7846,1362,5.76,55.42,175455.39,22.16,1.452,1816,1,0,0.8168,tour_occ_nim,2023W2,2025-06-11
2019-09,RO947,RO,SHORT_TERM_RENTAL,AL,OUTBOUND,6850,2984,2.3,22.92,1244727.19,166.48,0.797,1998,0,0,0.0742,tour_dem_ttac,2023W1,2024-12-13
2019-10,HR184,HR,HOSTEL,IQ,DOMESTIC,7791,2433,3.2,74.51,1350635.64,194.42,0.734,2004,1,0,0.7079,tour_occ_toor,2022W4,2025-09-12
2019-11,HU9,HU,CAMPING,PK,INBOUND,7348,2386,3.08,22.55,463226.72,56.12,0.844,1961,0,0,0.9134,tour_occ_arm,2022W3,2025-05-22
2019-12,IT329,IT,APARTHOTEL,BG,OUTBOUND,7850,2005,3.92,33.34,2023054.67,245.75,1.049,1678,0,1,0.4135,tour_cap_nat,2022W2,2024-03-26
2020-01,CY938,CY,HOTEL,IE,DOMESTIC,7181,1416,5.07,42.58,1738703.38,226.58,1.39,1695,1,1,0.1738,tour_occ_nim,2022W1,2025-11-05
2020-02,CZ97,CZ,OTHER,SI,INBOUND,6757,1519,4.45,65.74,388845.15,65.65,1.4,1818,1,1,0.573,tour_dem_ttac,2026W4,2025-07-21
2020-03,RO99,RO,SHORT_TERM_RENTAL,GE,OUTBOUND,7398,1437,5.15,41.33,1338973.28,194.86,0.767,1895,0,0,0.5017,tour_occ_toor,2026W3,2026-02-24
2020-04,SE5,SE,HOSTEL,MK,DOMESTIC,7937,1706,4.65,75.92,1736955.54,230.97,1.083,1882,1,0,0.9129,tour_occ_arm,2026W2,2024-11-18
2020-05,NL165,NL,CAMPING,VN,INBOUND,7276,1189,6.12,45.56,1173394.34,181.87,1.026,1744,0,0,0.97,tour_cap_nat,2026W1,2024-09-19
2020-06,AT638,AT,APARTHOTEL,DE,OUTBOUND,7441,1406,5.29,42.25,194280.82,23.65,1.213,1888,0,1,0.4008,tour_occ_nim,2025W4,2024-08-23
2020-07,CZ188,CZ,HOTEL,PT,DOMESTIC,7047,2023,3.48,52.24,681761.69,93.38,0.722,1722,0,0,0.2441,tour_dem_ttac,2025W3,2025-12-18
2020-08,PL600,PL,OTHER,DZ,INBOUND,7057,1649,4.28,58.09,405373.33,64.17,1.155,1654,1,1,0.3583,tour_occ_toor,2025W2,2025-03-19
2020-09,CZ727,CZ,SHORT_TERM_RENTAL,MA,OUTBOUND,7345,1338,5.49,48.45,1486518.15,206.14,1.492,1857,0,0,0.0582,tour_occ_arm,2025W1,2024-04-10
2020-10,HU928,HU,HOSTEL,TR,DOMESTIC,7706,1676,4.6,75.49,1463441.73,189.87,1.323,1925,1,0,0.7959,tour_cap_nat,2024W4,2026-02-03
2020-11,IE92,IE,CAMPING,EE,INBOUND,7254,2502,2.9,60.32,1061076.1,145.17,0.745,1783,1,0,0.1225,tour_occ_nim,2024W3,2024-12-19
2020-12,DE21,DE,APARTHOTEL,MT,OUTBOUND,7214,1327,5.44,79.65,1596142.71,215.33,0.998,1660,0,0,0.7533,tour_dem_ttac,2024W2,2024-10-13
2021-01,CZ78,CZ,HOTEL,BY,DOMESTIC,7835,1329,5.9,37.47,279254.8,36.07,1.385,1645,0,0,0.625,tour_occ_toor,2024W1,2024-03-24
2021-02,FI52,FI,OTHER,IS,INBOUND,6849,1341,5.11,40.83,1814636.99,242.77,0.718,1706,1,1,0.1716,tour_occ_arm,2023W4,2024-07-08
2021-03,BE30,BE,SHORT_TERM_RENTAL,RU,OUTBOUND,7887,1630,4.84,87.11,1633807.64,194.87,0.736,2007,0,0,0.0722,tour_cap_nat,2023W3,2024-09-12
