house_sales_sale_month,house_sales_parcel_id_hash,house_sales_property_type_code,house_sales_sale_price_usd,house_sales_sale_price_per_sqft,house_sales_days_on_market,house_sales_list_to_sale_ratio,house_sales_mortgage_rate_at_sale,house_sales_loan_to_value_pct,house_sales_down_payment_pct,house_sales_buyer_type_code,house_sales_seller_type_code,house_sales_cash_sale_flag,house_sales_new_construction_flag,house_sales_renovation_flag,house_sales_assessed_value_usd,house_sales_taxable_value_usd,house_sales_school_quality_index,house_sales_neighborhood_walkscore,house_sales_recording_document_type
2051-06,PARC0000000522,TOWNHOME,501721,125.9,163,100.37,8.605,80.5,19.5,FIRST_TIME,BANK_REO,1,0,0,467022,364660,9.9,82.3,SHERIFF_DEED
2051-07,PARC0000000523,MANUFACTURED,93046,100.27,31,98.47,7.809,77.03,22.97,RELOCATING,BUILDER,0,0,0,78908,60461,9.7,39.2,QUITCLAIM
2051-08,PARC0000000524,MULTIFAMILY_2_4,924979,457.01,5,111.86,8.174,96.22,3.78,FIRST_TIME,BUILDER,0,0,0,702019,680682,9.0,14.6,SHERIFF_DEED
2051-09,PARC0000000525,MANUFACTURED,325529,459.79,204,108.97,4.138,96.45,3.55,RELOCATING,BANK_REO,1,0,0,242271,229340,3.3,20.0,SHERIFF_DEED
2051-10,PARC0000000526,MANUFACTURED,253895,71.86,166,90.72,7.389,51.87,48.13,FIRST_TIME,INDIVIDUAL,0,0,0,213219,173445,7.0,41.4,QUITCLAIM
2051-11,PARC0000000527,MANUFACTURED,378031,89.39,134,102.68,2.765,82.93,17.07,INSTITUTIONAL,BANK_REO,0,0,0,328774,292577,5.5,1.2,FORECLOSURE_DEED
2051-12,PARC0000000528,CONDO,248149,47.81,10,101.28,3.583,94.29,5.71,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,187244,174117,5.1,43.3,QUITCLAIM
2052-01,PARC0000000529,SFH,128556,67.7,6,91.39,7.874,59.74,40.26,OWNER_OCCUPANT,INVESTOR,0,0,1,93998,89000,4.7,89.9,QUITCLAIM
2052-02,PARC0000000530,CONDO,187957,83.02,199,89.31,8.599,73.95,26.05,FIRST_TIME,ESTATE,1,0,0,137787,120360,1.0,34.5,TRUST_DEED
2052-03,PARC0000000531,MULTIFAMILY_2_4,590457,147.76,1,110.84,7.971,88.49,11.51,FIRST_TIME,ESTATE,0,0,0,431259,361779,8.8,91.8,WARRANTY_DEED
2052-04,PARC0000000532,MULTIFAMILY_2_4,295377,65.52,216,100.5,2.353,93.3,6.7,OWNER_OCCUPANT,BUILDER,0,0,0,260138,219884,8.4,74.1,TRUST_DEED
2052-05,PARC0000000533,MANUFACTURED,262313,51.88,187,88.9,3.868,71.1,28.9,OWNER_OCCUPANT,ESTATE,0,0,0,191513,147978,6.9,16.9,WARRANTY_DEED
2052-06,PARC0000000534,SFH,307421,80.46,92,107.32,6.76,96.63,3.37,INSTITUTIONAL,BANK_REO,0,0,0,319380,276469,5.7,62.0,SHERIFF_DEED
2052-07,PARC0000000535,CONDO,289490,156.31,60,110.19,6.649,68.71,31.29,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,252952,193027,3.3,41.8,WARRANTY_DEED
2052-08,PARC0000000536,CONDO,1332152,352.7,18,97.42,5.164,83.6,16.4,FIRST_TIME,BANK_REO,0,0,0,1214641,1091528,6.4,89.4,QUITCLAIM
2052-09,PARC0000000537,MULTIFAMILY_5P,320504,61.89,216,94.21,3.538,93.58,6.42,INSTITUTIONAL,INDIVIDUAL,0,0,0,333033,270421,7.9,26.2,QUITCLAIM
2052-10,PARC0000000538,TOWNHOME,268912,71.05,84,86.95,6.998,66.76,33.24,INSTITUTIONAL,INVESTOR,0,0,0,250678,214189,6.6,16.8,TRUST_DEED
2052-11,PARC0000000539,MULTIFAMILY_5P,274768,57.64,24,105.82,2.918,87.68,12.32,INVESTOR,BUILDER,0,0,1,270633,255609,4.5,14.4,TRUST_DEED
2052-12,PARC0000000540,CONDO,411555,126.28,65,89.43,7.22,63.5,36.5,RELOCATING,ESTATE,0,1,0,294806,221530,5.5,61.5,WARRANTY_DEED
2053-01,PARC0000000541,SFH,271155,136.12,98,86.22,3.827,87.71,12.29,RELOCATING,BANK_REO,0,0,0,190383,167932,2.9,80.3,WARRANTY_DEED
2053-02,PARC0000000542,MULTIFAMILY_5P,102512,103.86,175,98.11,3.319,59.75,40.25,RELOCATING,INDIVIDUAL,0,0,0,79702,74629,7.1,89.3,SHERIFF_DEED
2053-03,PARC0000000543,CONDO,579631,486.68,48,85.48,6.593,63.16,36.84,INVESTOR,INDIVIDUAL,0,0,0,526586,406139,1.3,77.3,FORECLOSURE_DEED
2053-04,PARC0000000544,MANUFACTURED,113827,45.79,133,87.1,5.959,90.05,9.95,INVESTOR,BANK_REO,0,0,0,99099,96360,4.4,73.9,QUITCLAIM
2053-05,PARC0000000545,MULTIFAMILY_5P,828479,160.4,179,87.99,8.092,50.85,49.15,INSTITUTIONAL,BUILDER,0,0,1,720839,569178,3.4,82.6,SHERIFF_DEED
2053-06,PARC0000000546,SFH,500265,138.92,160,105.96,2.377,95.5,4.5,RELOCATING,BUILDER,0,0,0,521420,457217,8.2,31.4,FORECLOSURE_DEED
2053-07,PARC0000000547,CONDO,1146457,530.77,167,107.17,7.843,83.57,16.43,INVESTOR,ESTATE,1,1,0,1003562,878985,3.6,34.5,SHERIFF_DEED
2053-08,PARC0000000548,TOWNHOME,389571,100.3,121,98.15,3.594,70.96,29.04,FIRST_TIME,ESTATE,0,0,0,388992,312752,9.9,34.5,FORECLOSURE_DEED
2053-09,PARC0000000549,MULTIFAMILY_2_4,433712,135.79,182,106.82,6.221,95.12,4.88,FIRST_TIME,INVESTOR,1,0,0,415005,408157,3.0,96.2,TRUST_DEED
2053-10,PARC0000000550,TOWNHOME,271728,101.85,7,87.61,8.124,55.76,44.24,INVESTOR,BANK_REO,0,0,0,224677,192275,1.1,10.6,QUITCLAIM
2053-11,PARC0000000551,MULTIFAMILY_5P,368741,438.98,152,100.74,5.142,57.46,42.54,RELOCATING,INVESTOR,0,0,0,284348,216793,8.1,7.0,WARRANTY_DEED
2053-12,PARC0000000552,TOWNHOME,245360,49.94,176,105.82,7.793,60.76,39.24,RELOCATING,ESTATE,1,0,1,194120,175057,8.3,55.4,FORECLOSURE_DEED
2054-01,PARC0000000553,MULTIFAMILY_2_4,113083,30.12,215,96.5,8.287,56.73,43.27,INVESTOR,INDIVIDUAL,0,0,0,105905,97865,8.3,74.2,FORECLOSURE_DEED
2054-02,PARC0000000554,MULTIFAMILY_5P,605586,443.0,148,94.93,7.973,94.51,5.49,INVESTOR,ESTATE,1,1,0,506141,476449,6.1,59.4,WARRANTY_DEED
2054-03,PARC0000000555,CONDO,236406,54.98,53,106.97,8.599,92.4,7.6,INSTITUTIONAL,ESTATE,0,0,0,166591,163089,4.5,73.1,QUITCLAIM
2054-04,PARC0000000556,TOWNHOME,716388,252.69,32,106.71,6.384,87.8,12.2,FIRST_TIME,BANK_REO,0,0,0,507410,421360,4.4,10.9,QUITCLAIM
2054-05,PARC0000000557,SFH,159381,122.98,141,85.16,7.805,95.69,4.31,INVESTOR,INDIVIDUAL,1,0,0,135208,131077,4.4,31.0,TRUST_DEED
2054-06,PARC0000000558,MULTIFAMILY_2_4,134106,36.82,9,107.49,8.598,64.4,35.6,INSTITUTIONAL,BANK_REO,0,1,1,112357,89136,7.5,18.1,QUITCLAIM
2054-07,PARC0000000559,MULTIFAMILY_5P,330146,109.9,105,96.58,5.82,63.21,36.79,FIRST_TIME,BUILDER,0,0,0,288783,283208,9.0,64.1,QUITCLAIM
2054-08,PARC0000000560,MANUFACTURED,172127,121.22,11,95.29,7.382,87.69,12.31,OWNER_OCCUPANT,ESTATE,0,1,0,169084,162583,2.8,51.0,QUITCLAIM
2054-09,PARC0000000561,MULTIFAMILY_2_4,432565,345.22,170,94.86,3.948,95.18,4.82,INSTITUTIONAL,ESTATE,0,0,0,339558,288051,8.3,85.9,SHERIFF_DEED
2054-10,PARC0000000562,TOWNHOME,165857,64.74,195,102.47,4.231,57.93,42.07,INVESTOR,BUILDER,0,0,0,173676,168087,4.6,28.8,QUITCLAIM
2054-11,PARC0000000563,CONDO,940960,223.93,150,87.22,8.321,77.98,22.02,RELOCATING,BANK_REO,0,0,0,722272,542653,3.4,10.8,QUITCLAIM
2054-12,PARC0000000564,TOWNHOME,475392,101.1,27,85.58,3.156,56.17,43.83,RELOCATING,BUILDER,0,1,1,384705,316635,4.2,32.1,TRUST_DEED
2055-01,PARC0000000565,TOWNHOME,400570,218.65,190,99.65,6.768,73.98,26.02,OWNER_OCCUPANT,BUILDER,0,0,0,420093,316742,6.2,9.7,TRUST_DEED
2055-02,PARC0000000566,TOWNHOME,835112,373.48,86,97.33,5.53,63.49,36.51,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,696452,649258,2.6,7.7,FORECLOSURE_DEED
2055-03,PARC0000000567,MULTIFAMILY_2_4,400929,99.68,188,92.84,7.55,91.32,8.68,RELOCATING,BUILDER,0,0,0,295637,278153,5.9,63.4,WARRANTY_DEED
2055-04,PARC0000000568,MULTIFAMILY_5P,411529,98.36,192,100.52,4.253,87.95,12.05,OWNER_OCCUPANT,BUILDER,0,0,0,324170,321600,7.4,79.3,TRUST_DEED
2055-05,PARC0000000569,TOWNHOME,170330,209.25,20,99.61,5.937,57.93,42.07,OWNER_OCCUPANT,INDIVIDUAL,0,0,0,120433,108123,9.4,63.1,FORECLOSURE_DEED
2055-06,PARC0000000570,MANUFACTURED,150209,64.58,50,110.07,7.438,63.17,36.83,OWNER_OCCUPANT,BANK_REO,0,0,0,126832,124008,8.1,2.2,WARRANTY_DEED
2055-07,PARC0000000571,MULTIFAMILY_2_4,279053,66.82,36,110.72,5.19,56.31,43.69,OWNER_OCCUPANT,INVESTOR,0,0,0,246661,243335,6.4,55.0,TRUST_DEED
2055-08,PARC0000000572,MANUFACTURED,346132,73.36,211,93.04,2.475,86.73,13.27,INSTITUTIONAL,BUILDER,1,0,0,353341,343495,6.6,20.2,SHERIFF_DEED
2055-09,PARC0000000573,MANUFACTURED,786051,180.04,59,111.84,7.838,79.77,20.23,RELOCATING,INDIVIDUAL,0,0,0,741652,660130,1.6,54.7,QUITCLAIM
2055-10,PARC0000000574,TOWNHOME,138380,32.85,214,104.74,3.195,63.34,36.66,OWNER_OCCUPANT,BANK_REO,0,1,0,103206,84764,3.8,6.8,FORECLOSURE_DEED
2055-11,PARC0000000575,MULTIFAMILY_5P,254277,64.11,210,108.74,4.067,51.38,48.62,RELOCATING,INDIVIDUAL,0,0,0,208418,193557,1.2,44.0,WARRANTY_DEED
2055-12,PARC0000000576,MANUFACTURED,306573,154.06,22,105.32,3.704,89.67,10.33,OWNER_OCCUPANT,BUILDER,0,1,0,215813,176400,9.2,44.5,SHERIFF_DEED
2056-01,PARC0000000577,CONDO,319331,104.05,167,110.74,3.067,52.98,47.02,INVESTOR,BUILDER,0,0,0,228875,202482,2.6,46.3,TRUST_DEED
2056-02,PARC0000000578,MANUFACTURED,452503,99.56,166,110.11,2.595,79.32,20.68,INVESTOR,BUILDER,0,0,0,377728,323177,4.2,9.8,SHERIFF_DEED
2056-03,PARC0000000579,MULTIFAMILY_5P,353425,120.91,88,92.8,6.494,77.88,22.12,OWNER_OCCUPANT,BUILDER,0,0,0,250287,246144,6.5,38.1,TRUST_DEED
2056-04,PARC0000000580,MULTIFAMILY_5P,333613,232.48,60,90.18,3.278,77.75,22.25,RELOCATING,BANK_REO,0,0,0,334517,333874,8.3,33.8,WARRANTY_DEED
2056-05,PARC0000000581,CONDO,245250,124.37,4,86.93,3.949,66.98,33.02,INSTITUTIONAL,ESTATE,0,0,0,230184,177684,7.3,92.7,QUITCLAIM
2056-06,PARC0000000582,MULTIFAMILY_5P,413431,162.58,45,106.72,7.084,80.32,19.68,INSTITUTIONAL,ESTATE,0,0,0,414845,401912,5.3,86.6,QUITCLAIM
2056-07,PARC0000000583,SFH,217323,65.18,112,101.02,3.598,76.62,23.38,INSTITUTIONAL,INDIVIDUAL,0,0,1,159930,141571,4.0,59.1,WARRANTY_DEED
2056-08,PARC0000000584,CONDO,571915,165.39,32,91.55,7.552,78.33,21.67,INVESTOR,INDIVIDUAL,0,0,0,470464,461602,5.1,68.8,FORECLOSURE_DEED
2056-09,PARC0000000585,TOWNHOME,188401,37.79,5,110.59,7.989,61.62,38.38,INVESTOR,ESTATE,0,0,1,155729,119515,1.2,47.1,WARRANTY_DEED
2056-10,PARC0000000586,MANUFACTURED,194558,108.75,72,107.68,7.386,76.13,23.87,INSTITUTIONAL,ESTATE,0,0,0,151083,140331,1.1,31.5,WARRANTY_DEED
2056-11,PARC0000000587,MANUFACTURED,300901,141.87,46,94.13,4.996,64.07,35.93,INVESTOR,INVESTOR,1,1,0,261568,201122,9.5,11.2,TRUST_DEED
2056-12,PARC0000000588,CONDO,163227,198.09,2,111.41,6.62,93.32,6.68,FIRST_TIME,BANK_REO,0,1,0,141320,114681,4.8,28.6,FORECLOSURE_DEED
2057-01,PARC0000000589,MULTIFAMILY_2_4,229328,67.41,32,86.3,6.37,64.77,35.23,FIRST_TIME,INDIVIDUAL,0,0,0,198670,150976,1.0,67.8,WARRANTY_DEED
2057-02,PARC0000000590,TOWNHOME,559328,639.23,181,99.0,7.491,92.6,7.4,RELOCATING,INVESTOR,0,0,0,445006,428473,4.1,44.8,SHERIFF_DEED
2057-03,PARC0000000591,SFH,313988,340.55,81,101.64,7.424,89.15,10.85,INSTITUTIONAL,BUILDER,0,1,0,227093,203596,10.0,26.5,SHERIFF_DEED
2057-04,PARC0000000592,MULTIFAMILY_5P,323201,240.66,37,101.88,8.053,96.02,3.98,INVESTOR,BANK_REO,1,0,1,291222,290519,9.1,95.1,WARRANTY_DEED
2057-05,PARC0000000593,MANUFACTURED,204011,60.84,125,95.08,4.501,89.58,10.42,INVESTOR,INVESTOR,0,0,0,214180,209355,4.7,8.4,FORECLOSURE_DEED
2057-06,PARC0000000594,MULTIFAMILY_5P,274840,99.54,90,91.32,4.906,79.55,20.45,FIRST_TIME,INDIVIDUAL,1,0,0,285062,282288,6.7,88.3,SHERIFF_DEED
2057-07,PARC0000000595,MULTIFAMILY_2_4,686689,409.96,7,108.13,6.775,83.72,16.28,RELOCATING,ESTATE,0,0,0,533720,427004,3.1,19.1,QUITCLAIM
2057-08,PARC0000000596,MULTIFAMILY_5P,241361,94.28,70,88.73,8.644,74.1,25.9,FIRST_TIME,INDIVIDUAL,1,0,0,184894,172394,8.0,73.0,WARRANTY_DEED
2057-09,PARC0000000597,TOWNHOME,175561,36.45,170,88.17,8.053,73.66,26.34,INVESTOR,BUILDER,0,0,0,154903,142184,1.9,13.5,SHERIFF_DEED
2057-10,PARC0000000598,MULTIFAMILY_2_4,317864,287.14,59,98.23,5.143,76.8,23.2,INVESTOR,ESTATE,0,0,0,232092,217683,5.8,25.9,WARRANTY_DEED
2057-11,PARC0000000599,MULTIFAMILY_2_4,408088,91.68,78,92.35,6.439,80.63,19.37,OWNER_OCCUPANT,ESTATE,0,0,0,331242,330406,4.4,4.7,QUITCLAIM
2057-12,PARC0000000600,SFH,80599,52.44,191,104.21,4.628,90.64,9.36,RELOCATING,INVESTOR,0,1,0,58888,48349,7.1,84.2,FORECLOSURE_DEED
2058-01,PARC0000000601,MULTIFAMILY_5P,489519,529.21,98,110.16,7.084,95.26,4.74,FIRST_TIME,BANK_REO,0,0,0,410230,342058,5.8,95.6,QUITCLAIM
2058-02,PARC0000000602,TOWNHOME,328649,79.65,8,96.73,6.835,69.26,30.74,INSTITUTIONAL,INDIVIDUAL,0,0,0,313116,238665,9.5,35.7,TRUST_DEED
2058-03,PARC0000000603,SFH,514250,396.19,106,107.41,8.07,59.88,40.12,OWNER_OCCUPANT,BUILDER,0,0,0,411955,396790,9.7,59.3,QUITCLAIM
2058-04,PARC0000000604,MULTIFAMILY_2_4,183483,130.04,212,109.69,7.38,93.7,6.3,FIRST_TIME,BANK_REO,1,0,0,179847,149724,8.4,86.8,FORECLOSURE_DEED
2058-05,PARC0000000605,MULTIFAMILY_5P,385943,112.68,2,89.65,8.198,61.88,38.12,INSTITUTIONAL,ESTATE,0,0,0,339175,275433,8.2,6.8,SHERIFF_DEED
2058-06,PARC0000000606,MANUFACTURED,364783,354.16,103,99.75,2.956,88.17,11.83,INSTITUTIONAL,BUILDER,1,0,0,350240,348364,6.8,45.6,WARRANTY_DEED
2058-07,PARC0000000607,MULTIFAMILY_5P,568757,123.89,139,97.11,8.4,93.06,6.94,FIRST_TIME,BUILDER,0,0,0,476101,398178,4.9,90.4,FORECLOSURE_DEED
2058-08,PARC0000000608,MANUFACTURED,358001,267.56,169,90.55,5.549,70.78,29.22,INVESTOR,BUILDER,1,0,0,284639,251697,5.1,53.2,SHERIFF_DEED
2058-09,PARC0000000609,SFH,163370,163.21,30,101.88,3.905,96.44,3.56,INSTITUTIONAL,BANK_REO,0,1,0,124938,105688,6.4,77.3,FORECLOSURE_DEED
2058-10,PARC0000000610,SFH,167990,79.32,189,111.25,6.988,91.66,8.34,INSTITUTIONAL,BUILDER,0,0,0,153449,128974,1.3,64.8,QUITCLAIM
2058-11,PARC0000000611,MULTIFAMILY_2_4,1140937,761.13,58,105.19,4.285,78.2,21.8,FIRST_TIME,BANK_REO,0,0,0,895282,794771,4.9,89.5,FORECLOSURE_DEED
2058-12,PARC0000000612,TOWNHOME,396347,91.32,136,103.31,8.683,51.57,48.43,FIRST_TIME,INDIVIDUAL,1,0,0,408215,345050,6.5,69.9,WARRANTY_DEED
2059-01,PARC0000000613,MULTIFAMILY_5P,366266,171.63,152,92.51,3.932,68.53,31.47,INVESTOR,ESTATE,0,0,0,333515,250779,1.5,83.6,SHERIFF_DEED
2059-02,PARC0000000614,MULTIFAMILY_5P,872125,1087.44,82,91.17,2.359,83.64,16.36,RELOCATING,INVESTOR,0,0,0,885749,862821,9.6,53.1,TRUST_DEED
2059-03,PARC0000000615,MULTIFAMILY_5P,203378,45.77,139,106.07,5.876,67.58,32.42,INSTITUTIONAL,INDIVIDUAL,0,0,0,158840,145405,9.2,43.9,FORECLOSURE_DEED
2059-04,PARC0000000616,MULTIFAMILY_5P,305584,120.17,125,94.69,8.315,77.57,22.43,FIRST_TIME,INVESTOR,0,0,0,286240,237439,8.3,13.9,FORECLOSURE_DEED
2059-05,PARC0000000617,CONDO,191579,77.88,14,93.66,6.784,71.71,28.29,RELOCATING,BUILDER,1,1,0,200175,183244,5.2,12.9,SHERIFF_DEED
2059-06,PARC0000000618,TOWNHOME,320947,79.19,114,92.61,7.947,60.81,39.19,FIRST_TIME,INVESTOR,0,0,0,312589,265942,7.7,50.1,QUITCLAIM
2059-07,PARC0000000619,CONDO,261618,78.09,162,99.32,3.685,63.06,36.94,RELOCATING,ESTATE,1,0,0,242150,213567,5.5,51.4,WARRANTY_DEED
2059-08,PARC0000000620,MANUFACTURED,51258,37.69,38,109.62,5.501,66.33,33.67,INSTITUTIONAL,BANK_REO,0,0,0,43474,38264,5.7,30.8,WARRANTY_DEED
2059-09,PARC0000000621,MULTIFAMILY_5P,281028,79.3,159,104.64,7.101,60.43,39.57,INVESTOR,BUILDER,0,0,0,214888,177108,3.5,50.6,QUITCLAIM
2059-10,PARC0000000622,MANUFACTURED,142299,78.79,39,94.38,3.367,81.15,18.85,INVESTOR,BUILDER,0,0,0,119047,94673,3.2,77.9,FORECLOSURE_DEED
2059-11,PARC0000000623,TOWNHOME,445344,533.35,131,107.32,2.922,50.24,49.76,FIRST_TIME,INVESTOR,0,0,0,321435,262858,8.0,16.5,TRUST_DEED
2059-12,PARC0000000624,CONDO,235106,101.34,37,87.8,6.845,50.14,49.86,INVESTOR,INDIVIDUAL,1,0,0,237526,197939,9.6,62.5,FORECLOSURE_DEED
2060-01,PARC0000000625,MULTIFAMILY_5P,258717,167.24,78,106.11,5.876,87.44,12.56,INSTITUTIONAL,ESTATE,0,1,0,201048,163592,1.9,60.6,QUITCLAIM
2060-02,PARC0000000626,MANUFACTURED,268006,108.46,94,105.9,3.927,79.09,20.91,INSTITUTIONAL,INVESTOR,0,0,0,240784,235983,6.0,34.3,TRUST_DEED
2060-03,PARC0000000627,MULTIFAMILY_2_4,423964,245.63,120,111.69,5.498,95.44,4.56,INSTITUTIONAL,INDIVIDUAL,1,0,1,411981,382078,3.4,41.3,SHERIFF_DEED
2060-04,PARC0000000628,MANUFACTURED,270731,59.15,162,95.87,3.132,91.01,8.99,FIRST_TIME,ESTATE,0,0,0,244261,197904,7.8,98.3,QUITCLAIM
2060-05,PARC0000000629,MULTIFAMILY_5P,230589,44.57,154,99.76,8.37,59.92,40.08,INSTITUTIONAL,BUILDER,0,0,0,224111,179918,8.9,43.7,FORECLOSURE_DEED
2060-06,PARC0000000630,MANUFACTURED,337044,69.98,176,103.03,7.879,96.6,3.4,FIRST_TIME,INDIVIDUAL,1,0,0,307123,248783,1.2,47.1,WARRANTY_DEED
2060-07,PARC0000000631,MANUFACTURED,217992,46.05,103,104.06,7.007,78.7,21.3,INVESTOR,ESTATE,0,1,0,195148,169904,2.0,41.0,SHERIFF_DEED
2060-08,PARC0000000632,MANUFACTURED,188021,212.69,114,107.02,4.179,95.05,4.95,FIRST_TIME,ESTATE,0,0,0,144056,141268,6.4,0.9,WARRANTY_DEED
2060-09,PARC0000000633,MANUFACTURED,393010,129.24,51,94.57,8.335,59.42,40.58,INVESTOR,BUILDER,0,0,0,288819,246599,4.1,35.5,TRUST_DEED
2060-10,PARC0000000634,CONDO,357236,125.0,86,103.1,7.556,96.53,3.47,FIRST_TIME,BUILDER,0,0,0,263827,222349,9.7,46.8,FORECLOSURE_DEED
2060-11,PARC0000000635,MULTIFAMILY_2_4,184106,269.95,165,106.34,7.809,92.23,7.77,INSTITUTIONAL,BANK_REO,0,1,0,130395,119276,4.9,69.3,QUITCLAIM
2060-12,PARC0000000636,MULTIFAMILY_5P,530890,149.34,34,93.86,7.439,53.34,46.66,RELOCATING,INDIVIDUAL,0,0,0,485889,449541,2.2,92.7,WARRANTY_DEED
2061-01,PARC0000000637,MULTIFAMILY_5P,646123,132.87,48,106.4,5.539,66.89,33.11,OWNER_OCCUPANT,INVESTOR,1,0,0,636069,608393,8.7,53.6,QUITCLAIM
2061-02,PARC0000000638,MANUFACTURED,221788,47.36,29,92.23,2.845,95.9,4.1,INVESTOR,BUILDER,1,0,0,193167,175053,3.3,19.4,WARRANTY_DEED
2061-03,PARC0000000639,MULTIFAMILY_2_4,771549,209.89,157,90.86,3.945,69.69,30.31,FIRST_TIME,ESTATE,0,0,0,716355,653253,6.4,86.4,WARRANTY_DEED
2061-04,PARC0000000640,MULTIFAMILY_2_4,424879,270.62,207,86.06,3.587,96.03,3.97,INSTITUTIONAL,BANK_REO,0,0,0,366590,357788,2.8,0.2,FORECLOSURE_DEED
2061-05,PARC0000000641,SFH,288080,160.85,183,85.06,3.955,83.83,16.17,INVESTOR,INVESTOR,0,0,0,275078,215104,6.5,12.6,QUITCLAIM
2061-06,PARC0000000642,MULTIFAMILY_2_4,156574,49.14,134,85.9,4.031,68.74,31.26,INSTITUTIONAL,INDIVIDUAL,0,0,0,147017,125749,4.8,70.5,QUITCLAIM
2061-07,PARC0000000643,MULTIFAMILY_5P,657433,743.7,210,109.98,5.394,74.67,25.33,INSTITUTIONAL,ESTATE,0,1,0,683171,589368,2.6,1.5,QUITCLAIM
2061-08,PARC0000000644,SFH,234322,53.44,199,89.09,4.102,60.5,39.5,INVESTOR,INVESTOR,0,0,0,177816,137457,1.3,54.0,FORECLOSURE_DEED
2061-09,PARC0000000645,MULTIFAMILY_5P,248894,61.47,96,103.62,6.903,67.95,32.05,OWNER_OCCUPANT,INDIVIDUAL,0,1,0,194119,153812,9.0,83.9,QUITCLAIM
2061-10,PARC0000000646,MULTIFAMILY_5P,522642,163.02,19,93.18,8.605,96.84,3.16,INVESTOR,BANK_REO,1,0,0,483459,442117,3.1,34.9,SHERIFF_DEED
2061-11,PARC0000000647,MULTIFAMILY_2_4,174182,71.71,3,94.17,5.141,61.46,38.54,OWNER_OCCUPANT,BUILDER,1,1,0,168655,148766,4.3,87.1,QUITCLAIM
2061-12,PARC0000000648,TOWNHOME,281249,106.37,150,105.58,8.588,63.0,37.0,FIRST_TIME,BANK_REO,0,1,0,282615,243823,4.0,16.0,WARRANTY_DEED
2062-01,PARC0000000649,MANUFACTURED,483137,102.97,181,93.17,3.529,87.72,12.28,OWNER_OCCUPANT,INVESTOR,0,0,0,450171,439743,3.4,7.5,FORECLOSURE_DEED
2062-02,PARC0000000650,SFH,286550,115.31,55,104.09,7.731,87.11,12.89,INVESTOR,BUILDER,0,0,0,291858,287093,7.0,69.2,FORECLOSURE_DEED
2062-03,PARC0000000651,MANUFACTURED,278437,73.88,209,94.64,4.605,96.16,3.84,INSTITUTIONAL,BUILDER,0,0,0,245205,225897,9.7,44.2,TRUST_DEED
2062-04,PARC0000000652,MULTIFAMILY_2_4,596286,338.03,72,102.56,5.662,87.67,12.33,INSTITUTIONAL,BUILDER,0,0,0,602172,541164,4.5,5.7,TRUST_DEED
2062-05,PARC0000000653,MULTIFAMILY_5P,516230,299.61,104,98.27,6.916,60.61,39.39,FIRST_TIME,INDIVIDUAL,0,0,0,473337,437281,9.9,89.9,TRUST_DEED
2062-06,PARC0000000654,SFH,396752,509.31,42,106.14,6.821,93.32,6.68,FIRST_TIME,INVESTOR,0,0,0,386370,348805,8.0,81.8,QUITCLAIM
2062-07,PARC0000000655,CONDO,73631,14.99,138,91.1,7.681,90.48,9.52,OWNER_OCCUPANT,BANK_REO,0,0,0,76643,70473,9.3,92.3,TRUST_DEED
2062-08,PARC0000000656,MULTIFAMILY_5P,430618,136.1,162,110.07,3.934,68.52,31.48,INSTITUTIONAL,INVESTOR,1,0,0,338523,281258,9.8,67.5,FORECLOSURE_DEED
2062-09,PARC0000000657,MANUFACTURED,161062,53.9,74,100.34,6.278,76.26,23.74,FIRST_TIME,INDIVIDUAL,0,0,0,164784,153219,5.4,74.5,QUITCLAIM
2062-10,PARC0000000658,SFH,290130,111.46,13,100.99,3.351,53.83,46.17,INVESTOR,ESTATE,1,0,1,248773,233493,7.5,53.8,WARRANTY_DEED
2062-11,PARC0000000659,TOWNHOME,399622,102.92,46,88.29,7.898,95.2,4.8,INSTITUTIONAL,INVESTOR,0,0,0,348001,344497,4.3,51.9,SHERIFF_DEED
2062-12,PARC0000000660,MANUFACTURED,167430,53.89,198,104.04,6.159,53.57,46.43,OWNER_OCCUPANT,BANK_REO,0,0,0,144760,129614,7.7,29.2,FORECLOSURE_DEED
2063-01,PARC0000000661,SFH,218212,109.11,31,90.77,5.786,69.51,30.49,INSTITUTIONAL,BUILDER,0,0,0,207104,173777,6.6,5.2,SHERIFF_DEED
2063-02,PARC0000000662,MULTIFAMILY_2_4,155218,30.52,75,110.76,4.132,60.73,39.27,FIRST_TIME,INVESTOR,0,0,1,160868,150389,2.0,38.9,WARRANTY_DEED
2063-03,PARC0000000663,TOWNHOME,691550,586.06,182,97.22,2.471,80.64,19.36,INVESTOR,BANK_REO,0,0,1,668880,555646,6.3,21.4,SHERIFF_DEED
2063-04,PARC0000000664,SFH,324408,291.47,134,91.02,6.669,87.86,12.14,INVESTOR,BANK_REO,0,0,0,329377,267413,5.0,82.3,SHERIFF_DEED
2063-05,PARC0000000665,MANUFACTURED,440970,138.84,136,110.38,6.011,68.65,31.35,RELOCATING,INDIVIDUAL,0,1,0,445438,380749,1.4,68.0,TRUST_DEED
2063-06,PARC0000000666,CONDO,267904,101.02,174,90.07,5.616,77.17,22.83,RELOCATING,ESTATE,0,1,0,255914,244476,7.9,54.3,SHERIFF_DEED
