biz_small_application_date,biz_small_entity_type_code,biz_small_founder_demographic_category,biz_small_home_based_business_flag,biz_small_industry_intent_nic,biz_small_expected_first_payroll_date,biz_small_expected_hiring_count,biz_small_expected_revenue_bracket,biz_small_financing_source_code,biz_small_loan_approval_flag,biz_small_loan_amount_inr,biz_small_credit_score_band,biz_small_business_license_required_flag,biz_small_permit_complexity_score,biz_small_incubator_participation_flag,biz_small_mentor_hours_received,biz_small_online_presence_score,biz_small_ecommerce_enablement_flag,biz_small_closure_within_1yr_flag,biz_small_growth_intent_score
2020-12-25,pvt_ltd,differently_abled,0,8953,2021-06-08,7,10Cr+,vc,0,0.0,300-599,0,36.56,0,92.49,66.77,0,0,8.11
2024-08-19,opc,women,0,2705,2025-04-22,2,10Cr+,self_funded,0,0.0,NA,0,42.95,0,21.48,52.35,0,0,53.65
2022-03-03,partnership,minority,0,5831,2022-12-06,1,10Cr+,family_friends,1,7853088.56,700-749,1,76.15,1,11.09,34.47,1,0,59.25
2019-10-27,partnership,differently_abled,1,6306,2020-08-30,1,0-10L,family_friends,1,1767240.18,600-649,1,13.46,0,349.23,50.7,0,0,70.93
2021-04-13,pvt_ltd,sc,1,6070,2022-02-17,2,50L-2Cr,invoice_finance,0,0.0,600-649,1,29.18,0,99.47,58.94,0,0,57.06
2023-05-13,llp,sc,0,3935,2023-09-12,7,10L-50L,bank_loan,0,0.0,600-649,1,47.29,1,17.87,53.94,1,0,48.83
2025-03-20,opc,st,1,4657,2026-02-03,3,0-10L,invoice_finance,1,2889899.3,300-599,1,67.42,0,48.7,70.32,0,0,71.48
2024-11-08,partnership,obc,0,8610,2025-11-08,6,0-10L,family_friends,1,2518974.65,650-699,0,28.08,0,54.98,33.15,1,0,83.53
2019-05-16,partnership,obc,1,9917,2019-08-21,8,50L-2Cr,bank_loan,1,2470884.26,700-749,1,77.24,0,25.74,31.59,0,0,44.31
2022-03-03,proprietorship,minority,1,6095,2023-02-09,7,10Cr+,self_funded,0,0.0,NA,1,100.0,0,21.45,76.22,0,0,37.02
2019-08-13,llp,differently_abled,1,6311,2020-02-27,4,2Cr-10Cr,nbfc,0,0.0,NA,0,80.05,0,11.78,65.7,0,0,83.64
2024-09-28,partnership,first_time_founder,1,1705,2025-03-13,3,2Cr-10Cr,invoice_finance,1,932594.13,NA,1,21.09,0,3.15,51.61,1,0,39.86
2022-08-21,proprietorship,differently_abled,1,3359,2022-12-21,10,10L-50L,nbfc,1,1039923.23,600-649,0,53.14,0,20.17,13.07,1,0,72.65
2020-04-29,llp,differently_abled,1,1057,2020-12-04,16,2Cr-10Cr,nbfc,1,621497.58,750-900,1,44.72,0,27.63,44.18,1,0,33.62
2025-06-30,opc,general,0,5338,2026-05-10,19,10Cr+,angel,0,0.0,600-649,1,54.82,0,35.01,46.4,1,0,83.86
2024-03-12,producer_company,veteran,0,8058,2024-04-19,9,50L-2Cr,angel,0,0.0,NA,0,37.58,0,8.18,55.23,0,0,58.03
2022-02-28,partnership,veteran,0,8938,2022-09-06,3,0-10L,family_friends,1,1542439.93,750-900,0,46.04,0,8.65,19.61,0,0,40.0
2020-10-23,section8,obc,1,4368,2021-03-25,9,10Cr+,govt_grant,0,0.0,600-649,1,32.51,0,22.34,74.43,0,1,59.68
2020-07-26,pvt_ltd,veteran,1,1844,2020-12-26,22,2Cr-10Cr,self_funded,0,0.0,600-649,0,90.85,0,97.62,95.64,0,0,53.98
2025-04-26,proprietorship,general,0,6251,2025-11-16,4,2Cr-10Cr,govt_grant,0,0.0,600-649,1,38.58,1,5.6,29.97,1,0,75.44
2020-04-09,section8,general,0,7024,2020-10-15,9,2Cr-10Cr,nbfc,1,8098406.24,700-749,1,30.65,0,46.29,40.32,0,0,44.61
2024-07-20,partnership,st,1,2750,2025-04-05,14,10Cr+,family_friends,1,6690070.18,700-749,0,62.67,1,15.01,60.67,1,0,69.59
2021-12-22,pvt_ltd,st,0,1235,2022-09-22,11,10Cr+,bank_loan,1,1072375.02,700-749,1,45.21,0,8.68,50.97,0,0,54.6
2021-10-08,producer_company,women,0,4696,2021-11-01,9,10L-50L,nbfc,1,2052372.32,650-699,0,95.07,0,22.25,31.57,0,0,22.87
2020-03-16,producer_company,first_time_founder,0,8685,2020-07-14,11,50L-2Cr,bank_loan,0,0.0,600-649,0,2.54,0,134.14,72.24,0,0,65.27
2023-05-19,producer_company,obc,0,8689,2024-04-30,3,2Cr-10Cr,family_friends,0,0.0,600-649,1,23.32,0,15.83,44.65,0,0,93.02
2025-04-17,proprietorship,minority,0,4315,2025-06-05,5,0-10L,bank_loan,0,0.0,600-649,1,42.87,1,10.37,61.28,0,0,63.53
2020-04-20,section8,minority,0,7804,2021-03-28,29,2Cr-10Cr,invoice_finance,0,0.0,NA,0,87.28,0,59.23,41.59,0,1,37.13
2019-01-22,llp,obc,0,9988,2019-08-27,2,10Cr+,self_funded,1,4480387.34,700-749,1,79.92,0,19.65,46.63,0,0,74.11
2023-12-26,proprietorship,sc,0,3599,2024-08-13,3,2Cr-10Cr,family_friends,0,0.0,300-599,1,45.83,0,9.35,37.71,0,0,53.27
2019-06-17,producer_company,differently_abled,0,5108,2019-10-09,1,10L-50L,family_friends,1,2895895.88,300-599,1,84.11,1,11.31,61.54,1,0,63.01
2021-10-08,proprietorship,general,0,2066,2022-03-23,15,0-10L,nbfc,0,0.0,300-599,0,49.19,0,21.81,83.44,1,0,70.1
2021-01-08,producer_company,veteran,0,5646,2021-10-14,15,2Cr-10Cr,invoice_finance,0,0.0,NA,1,95.32,0,34.68,81.84,0,0,43.68
2021-07-11,proprietorship,first_time_founder,0,2115,2022-03-04,3,10L-50L,invoice_finance,0,0.0,NA,0,34.83,0,54.48,47.39,0,0,49.57
2019-06-13,pvt_ltd,general,1,2258,2019-10-14,1,10L-50L,nbfc,0,0.0,NA,0,66.89,1,134.16,64.08,0,0,72.36
2023-04-05,opc,sc,0,5174,2024-01-19,3,10L-50L,vc,1,528667.99,300-599,1,65.58,1,16.58,52.68,0,0,68.63
2019-01-03,opc,differently_abled,1,6209,2019-09-11,22,10L-50L,bank_loan,1,723570.31,NA,1,73.83,0,25.59,49.13,1,0,50.95
2022-09-20,section8,women,1,6871,2022-11-12,15,50L-2Cr,nbfc,0,0.0,300-599,1,35.51,0,32.29,68.07,0,0,54.9
2019-04-25,llp,st,0,7900,2019-09-01,3,10L-50L,self_funded,0,0.0,600-649,1,79.61,0,30.29,81.21,1,0,30.33
2020-08-18,opc,obc,1,2048,2021-04-26,7,2Cr-10Cr,self_funded,1,3691522.11,NA,1,52.7,0,25.26,50.22,1,0,71.66
2021-11-09,section8,first_time_founder,1,2667,2022-07-27,20,0-10L,family_friends,0,0.0,600-649,1,38.65,0,7.98,72.76,0,0,98.94
2023-06-09,llp,veteran,0,8620,2023-09-22,4,0-10L,self_funded,1,13311942.63,300-599,0,36.69,0,94.0,95.79,0,0,78.46
2023-10-22,section8,differently_abled,0,4932,2024-07-30,5,10L-50L,angel,0,0.0,300-599,0,40.87,0,21.56,38.3,1,0,53.31
2022-05-12,partnership,obc,0,2880,2022-05-31,5,0-10L,self_funded,0,0.0,300-599,1,6.76,1,72.19,59.72,0,0,70.15
2025-05-11,proprietorship,women,0,3655,2025-07-30,20,50L-2Cr,angel,0,0.0,600-649,1,4.04,0,20.92,63.78,0,1,41.82
2023-11-08,producer_company,sc,0,9307,2024-03-05,20,10L-50L,bank_loan,1,518354.8,NA,0,47.23,0,38.4,60.13,1,1,43.82
2022-08-16,partnership,st,1,2476,2023-07-04,10,0-10L,family_friends,0,0.0,600-649,0,62.75,0,4.22,72.25,0,1,67.29
2025-04-24,proprietorship,minority,1,2842,2025-09-08,22,50L-2Cr,angel,1,1004302.46,750-900,1,90.73,0,29.1,60.19,1,0,45.07
2022-04-17,partnership,first_time_founder,0,3107,2022-05-15,5,2Cr-10Cr,family_friends,0,0.0,NA,1,29.77,0,30.35,57.46,1,0,77.01
2021-05-17,partnership,obc,1,4535,2021-07-16,6,0-10L,govt_grant,1,2669761.85,650-699,0,38.55,0,6.45,56.48,0,0,73.45
2021-08-25,partnership,women,0,6004,2022-02-10,4,2Cr-10Cr,govt_grant,1,3193216.85,300-599,0,52.42,1,19.83,53.21,0,0,64.62
2026-01-04,pvt_ltd,obc,0,8326,2026-04-27,0,2Cr-10Cr,angel,0,0.0,NA,0,16.06,1,1.44,84.21,0,0,58.76
2025-01-29,producer_company,general,1,4277,2025-04-14,4,10Cr+,govt_grant,0,0.0,NA,1,20.71,0,48.59,6.53,0,0,49.44
2019-04-25,proprietorship,obc,0,6272,2020-01-01,7,2Cr-10Cr,vc,0,0.0,600-649,0,93.13,0,10.36,47.36,1,0,75.99
2025-04-12,pvt_ltd,sc,0,9623,2026-01-28,30,10Cr+,nbfc,0,0.0,300-599,1,57.22,0,153.37,53.26,0,0,69.58
2021-11-25,proprietorship,minority,0,4477,2022-10-08,4,2Cr-10Cr,nbfc,0,0.0,300-599,1,52.08,1,47.39,54.83,0,0,58.61
2023-01-10,partnership,minority,0,3492,2023-11-26,2,2Cr-10Cr,bank_loan,1,1512534.9,650-699,0,68.21,1,65.92,62.99,0,0,66.8
2024-01-26,proprietorship,veteran,1,8473,2024-04-25,14,2Cr-10Cr,angel,1,939431.25,750-900,1,49.14,0,36.68,98.7,0,1,71.02
2020-11-29,opc,women,0,7249,2021-09-09,20,10L-50L,self_funded,1,1810395.07,750-900,1,62.06,0,86.8,83.61,0,1,40.44
2025-02-19,section8,sc,0,1694,2025-06-28,5,50L-2Cr,angel,0,0.0,600-649,1,39.61,0,19.29,62.46,0,0,57.26
2020-09-30,pvt_ltd,obc,0,5699,2020-12-01,6,10Cr+,bank_loan,0,0.0,NA,1,55.07,0,204.11,33.86,0,0,32.45
2019-12-01,partnership,minority,0,6983,2020-06-08,8,2Cr-10Cr,vc,1,1151261.05,600-649,1,71.69,0,29.83,40.36,0,0,14.97
2022-08-16,partnership,differently_abled,0,8845,2023-05-06,3,10L-50L,self_funded,0,0.0,NA,1,69.18,1,30.03,60.39,1,0,40.24
2024-01-29,producer_company,veteran,1,6137,2024-07-11,4,50L-2Cr,nbfc,1,2154894.6,650-699,1,42.81,1,10.45,87.95,0,0,56.48
2021-06-04,llp,women,0,6502,2022-05-30,5,10Cr+,family_friends,1,4966160.88,NA,1,59.84,0,38.09,56.71,1,0,63.37
2021-06-17,section8,general,0,3182,2022-02-15,5,0-10L,angel,1,3695547.35,NA,1,43.65,0,12.41,29.98,0,0,76.56
2025-05-24,llp,minority,0,9587,2025-10-10,12,10L-50L,angel,1,1126752.96,750-900,1,12.64,0,10.06,86.34,0,0,76.91
2023-12-12,proprietorship,obc,0,9453,2024-08-27,6,10L-50L,family_friends,0,0.0,600-649,0,22.05,1,14.4,39.69,0,0,63.98
2022-01-01,llp,st,0,9678,2022-07-24,2,2Cr-10Cr,self_funded,1,15988517.57,300-599,1,18.26,0,6.91,55.44,0,0,70.88
2020-09-16,section8,veteran,0,1204,2021-08-18,9,0-10L,angel,0,0.0,NA,0,52.91,0,20.69,79.74,1,0,87.69
2022-09-23,producer_company,st,1,7125,2023-04-09,6,10L-50L,nbfc,0,0.0,NA,1,70.7,0,9.47,57.97,1,0,67.03
2021-12-09,partnership,first_time_founder,1,8915,2022-06-15,19,10L-50L,angel,0,0.0,600-649,0,19.12,0,7.81,32.71,1,0,50.12
2025-05-29,proprietorship,differently_abled,0,2290,2025-08-15,22,2Cr-10Cr,vc,1,10065879.95,600-649,1,0.0,0,133.47,98.95,1,0,69.3
2021-12-18,producer_company,obc,1,7312,2022-06-19,31,10L-50L,family_friends,1,4602651.8,600-649,0,47.17,0,31.68,41.2,1,0,92.89
2024-09-14,opc,obc,1,2981,2025-01-04,13,50L-2Cr,vc,0,0.0,600-649,1,44.51,0,172.32,42.36,0,0,53.32
2022-05-18,pvt_ltd,obc,1,1652,2022-09-28,7,50L-2Cr,invoice_finance,1,1371056.67,300-599,1,51.64,0,15.01,93.66,0,0,44.48
2019-07-07,llp,differently_abled,1,5723,2020-06-20,11,2Cr-10Cr,nbfc,1,880246.51,700-749,0,63.36,1,319.47,43.8,0,0,54.18
2022-03-17,pvt_ltd,differently_abled,0,8280,2022-12-23,1,10Cr+,family_friends,1,2926078.17,600-649,1,56.74,0,99.99,32.48,0,0,37.23
2025-12-03,section8,veteran,0,3887,2026-08-29,1,0-10L,family_friends,0,0.0,300-599,1,92.23,0,4.42,77.19,1,0,41.34
2022-09-25,section8,sc,0,1036,2023-06-25,7,50L-2Cr,nbfc,0,0.0,600-649,0,28.22,0,9.51,69.17,0,0,60.7
2020-05-06,producer_company,st,1,4641,2020-07-26,11,50L-2Cr,family_friends,0,0.0,300-599,1,58.64,1,32.13,70.52,1,0,54.97
2021-07-25,llp,veteran,1,3099,2021-10-19,3,50L-2Cr,family_friends,1,2842649.92,750-900,1,41.66,0,19.4,51.95,0,0,75.55
2023-06-06,opc,veteran,1,8540,2023-08-14,5,0-10L,govt_grant,0,0.0,NA,1,70.43,0,7.83,57.79,0,0,59.67
2021-11-09,producer_company,veteran,1,2574,2022-07-29,15,10L-50L,nbfc,1,29817424.85,600-649,1,59.84,0,3.09,30.96,0,0,62.79
2019-03-13,proprietorship,women,1,8228,2019-10-10,14,10Cr+,govt_grant,0,0.0,300-599,0,35.54,1,68.6,36.71,0,0,52.15
2022-08-27,pvt_ltd,differently_abled,1,8306,2023-04-08,4,2Cr-10Cr,govt_grant,0,0.0,300-599,0,8.13,0,14.4,77.38,0,0,63.64
2022-07-23,pvt_ltd,general,0,9520,2023-05-09,5,10Cr+,bank_loan,0,0.0,300-599,1,85.46,0,38.79,48.84,1,1,36.86
2024-12-09,proprietorship,sc,0,7759,2025-04-01,4,2Cr-10Cr,nbfc,1,4724895.34,600-649,1,14.98,0,17.14,28.01,0,0,60.32
2022-03-17,section8,differently_abled,1,4046,2022-10-01,4,50L-2Cr,govt_grant,0,0.0,600-649,1,67.98,0,125.25,69.93,1,0,51.64
2020-05-10,producer_company,veteran,0,1016,2020-08-21,1,50L-2Cr,self_funded,0,0.0,600-649,1,46.82,1,36.54,45.16,0,0,48.74
2023-07-18,pvt_ltd,differently_abled,1,7809,2024-02-05,28,10L-50L,angel,0,0.0,300-599,1,40.39,0,30.89,67.38,1,0,53.92
2019-03-15,proprietorship,minority,0,3423,2019-05-05,7,0-10L,nbfc,0,0.0,300-599,1,54.03,0,187.02,31.43,0,0,78.4
2023-09-02,opc,veteran,0,1709,2024-01-16,8,10L-50L,vc,0,0.0,NA,1,44.7,0,31.36,72.74,1,0,63.18
2021-01-17,opc,st,0,5016,2022-01-12,4,0-10L,bank_loan,0,0.0,NA,0,43.81,0,15.1,48.31,1,0,51.39
2023-06-01,producer_company,differently_abled,1,3823,2023-07-23,9,2Cr-10Cr,bank_loan,1,5219228.84,750-900,1,84.67,0,9.58,0.0,0,0,80.27
2020-05-16,partnership,differently_abled,1,5800,2021-02-21,5,10L-50L,family_friends,0,0.0,300-599,0,35.1,0,8.67,61.84,1,0,68.88
2026-02-14,producer_company,general,0,3944,2027-02-10,6,10Cr+,family_friends,0,0.0,600-649,1,33.56,0,46.26,49.82,0,0,100.0
2025-10-18,llp,differently_abled,0,3909,2026-02-09,3,0-10L,bank_loan,0,0.0,600-649,1,32.16,0,137.96,25.97,0,0,57.13
2025-06-28,opc,minority,0,9905,2025-09-24,2,10L-50L,vc,1,1736936.82,NA,0,99.77,0,80.05,22.71,0,0,79.79
2023-03-29,partnership,differently_abled,1,2307,2024-03-09,2,50L-2Cr,self_funded,0,0.0,NA,1,50.32,0,6.64,70.79,1,0,43.62
2020-08-28,section8,veteran,0,7506,2021-03-18,13,0-10L,bank_loan,0,0.0,NA,0,54.3,0,29.52,60.85,1,0,80.78
2023-10-01,section8,differently_abled,1,9462,2024-02-02,8,10Cr+,family_friends,1,1705345.15,NA,1,53.76,0,15.91,43.83,0,0,57.23
2025-05-08,llp,differently_abled,0,6433,2025-11-03,34,10L-50L,nbfc,1,6494274.29,650-699,1,26.87,0,19.42,54.47,1,0,53.45
2024-03-01,partnership,st,1,4054,2024-06-11,0,10L-50L,invoice_finance,1,7894427.97,600-649,0,46.41,0,16.56,69.12,0,0,27.02
2023-01-06,opc,sc,0,5857,2023-02-20,6,2Cr-10Cr,angel,1,519817.46,600-649,0,48.91,0,22.09,48.18,0,0,61.19
2020-09-18,partnership,women,1,3220,2021-05-07,11,10L-50L,angel,0,0.0,300-599,1,53.48,0,7.69,31.71,0,0,26.0
2021-01-05,section8,differently_abled,1,8005,2021-12-18,1,2Cr-10Cr,bank_loan,1,3221608.52,NA,1,53.45,0,44.52,86.6,1,0,69.88
2019-07-21,partnership,sc,0,8216,2020-06-15,1,50L-2Cr,bank_loan,0,0.0,300-599,0,42.78,0,8.4,34.17,1,0,94.68
2023-02-15,proprietorship,general,0,9600,2023-08-14,5,0-10L,govt_grant,1,3772542.95,300-599,1,80.97,0,13.75,56.32,0,0,12.32
2024-10-05,opc,obc,1,4501,2025-06-02,9,2Cr-10Cr,invoice_finance,1,1438936.96,NA,1,82.36,0,15.12,49.01,1,0,65.23
2024-11-07,section8,sc,1,7461,2025-10-29,9,0-10L,self_funded,0,0.0,300-599,1,34.54,0,32.15,73.06,0,0,71.13
2021-10-05,section8,women,1,6646,2022-02-19,2,10Cr+,self_funded,0,0.0,NA,1,39.23,0,8.91,36.66,0,0,38.95
2026-01-14,partnership,first_time_founder,0,8681,2026-11-04,12,0-10L,family_friends,0,0.0,600-649,1,76.89,0,10.66,66.12,0,0,67.79
2019-11-06,opc,general,0,2396,2019-12-08,8,2Cr-10Cr,invoice_finance,0,0.0,300-599,1,41.83,0,5.14,81.72,0,0,64.02
2025-06-06,opc,differently_abled,0,1816,2025-09-30,2,50L-2Cr,govt_grant,0,0.0,600-649,0,40.33,0,102.64,40.27,1,0,55.86
2023-10-25,llp,minority,1,2647,2024-06-10,8,10L-50L,govt_grant,1,1732680.91,NA,0,11.41,0,6.9,52.41,1,0,63.73
2024-09-07,pvt_ltd,differently_abled,1,3742,2025-09-02,1,10Cr+,self_funded,1,3379783.55,650-699,1,52.43,1,69.06,52.19,1,0,60.62
2025-03-25,section8,minority,1,2431,2025-09-05,2,0-10L,self_funded,1,1650041.63,700-749,1,56.71,0,13.91,55.93,0,0,86.11
2020-07-21,section8,differently_abled,0,4219,2021-01-01,28,10L-50L,self_funded,0,0.0,600-649,1,33.65,0,90.19,34.26,1,0,27.21
2019-04-30,proprietorship,first_time_founder,1,3207,2020-03-13,12,50L-2Cr,angel,1,5030354.56,650-699,0,64.79,0,30.63,66.42,1,0,32.91
2019-02-25,pvt_ltd,veteran,0,6923,2019-12-14,2,10Cr+,family_friends,0,0.0,600-649,1,63.76,0,9.17,55.75,0,0,43.14
2019-05-12,partnership,women,0,8208,2019-07-28,3,50L-2Cr,self_funded,0,0.0,600-649,1,87.17,0,41.55,44.04,1,0,40.62
2020-09-14,llp,women,0,5215,2021-01-28,7,50L-2Cr,invoice_finance,0,0.0,NA,1,28.12,0,61.07,52.44,1,0,72.78
2021-08-28,opc,veteran,0,8583,2022-08-06,3,2Cr-10Cr,bank_loan,0,0.0,300-599,1,0.0,0,115.35,80.09,0,0,45.66
2025-12-27,pvt_ltd,veteran,1,6550,2026-04-06,8,0-10L,family_friends,1,4129574.08,650-699,0,0.0,0,13.1,45.81,0,0,88.57
2021-04-24,opc,obc,1,2921,2022-03-25,3,10L-50L,self_funded,0,0.0,NA,1,43.56,1,150.11,60.04,0,0,64.51
2022-03-09,pvt_ltd,sc,0,9396,2022-04-27,12,50L-2Cr,invoice_finance,0,0.0,NA,1,36.18,1,47.1,52.62,0,0,56.74
2025-05-01,pvt_ltd,sc,0,4558,2025-12-28,1,2Cr-10Cr,angel,1,5123420.52,600-649,0,60.14,0,70.81,71.55,0,0,30.45
2020-06-08,partnership,st,0,6014,2021-05-07,1,0-10L,bank_loan,0,0.0,300-599,0,48.02,0,43.02,63.97,1,0,65.25
2021-06-30,producer_company,women,0,2406,2021-08-22,11,10L-50L,govt_grant,0,0.0,300-599,1,20.41,0,29.41,58.92,0,0,62.65
2020-01-06,section8,general,0,7921,2020-06-30,10,10L-50L,vc,1,6059936.4,NA,1,45.91,1,52.12,37.53,1,0,52.96
2021-09-10,pvt_ltd,sc,0,4217,2022-06-02,6,10L-50L,invoice_finance,1,13558223.86,300-599,1,28.4,1,26.47,58.32,1,0,72.92
2022-02-06,section8,minority,0,1400,2022-07-25,13,10L-50L,bank_loan,1,2204557.14,NA,1,65.15,0,7.38,33.43,0,1,63.98
2020-11-05,llp,differently_abled,0,9797,2021-10-29,6,2Cr-10Cr,family_friends,1,3515876.54,600-649,0,47.4,0,26.51,53.98,1,0,10.49
2024-12-18,partnership,general,0,3055,2025-09-04,6,0-10L,vc,0,0.0,NA,1,58.55,0,39.75,76.5,0,0,77.23
2023-08-19,proprietorship,sc,0,2832,2023-12-31,5,50L-2Cr,angel,0,0.0,600-649,1,51.72,0,8.49,58.51,0,0,77.36
2023-04-13,proprietorship,minority,0,5723,2023-08-10,18,10L-50L,govt_grant,0,0.0,300-599,1,13.48,0,36.65,13.45,1,0,67.79
2020-12-20,opc,women,0,5501,2021-02-03,3,50L-2Cr,self_funded,0,0.0,600-649,1,57.53,0,17.69,33.46,0,0,29.01
2019-01-02,opc,obc,1,2080,2019-06-19,6,2Cr-10Cr,family_friends,0,0.0,300-599,0,42.42,0,15.89,70.94,1,0,68.43
2025-02-28,section8,minority,1,6808,2025-05-23,5,10L-50L,angel,0,0.0,NA,1,51.01,1,27.34,70.4,0,0,67.69
2019-12-25,pvt_ltd,women,1,9057,2020-10-25,20,10Cr+,invoice_finance,1,859107.92,650-699,1,24.35,0,46.8,53.24,1,1,49.97
2024-08-15,partnership,general,1,9233,2024-10-13,2,10L-50L,invoice_finance,0,0.0,600-649,1,53.83,1,11.63,22.77,1,1,81.15
2021-05-18,pvt_ltd,st,1,8303,2021-11-19,2,10Cr+,vc,1,2618737.49,600-649,1,57.96,1,34.58,68.05,1,0,79.71
2022-10-08,producer_company,women,0,8242,2023-09-12,2,10Cr+,govt_grant,0,0.0,300-599,1,43.68,1,8.56,63.82,0,1,53.73
2020-11-23,opc,sc,1,7958,2021-06-26,4,50L-2Cr,invoice_finance,0,0.0,600-649,0,21.21,0,43.08,17.22,1,0,46.27
2025-10-20,section8,obc,0,3876,2026-08-12,9,2Cr-10Cr,vc,1,1376866.07,NA,0,36.73,1,21.69,55.35,0,0,45.3
2024-12-15,pvt_ltd,women,1,5479,2025-03-18,10,50L-2Cr,nbfc,1,9221241.83,NA,0,23.62,0,103.89,51.82,0,0,70.48
2021-02-19,partnership,obc,1,7941,2022-01-09,1,0-10L,nbfc,0,0.0,300-599,1,23.26,0,133.8,49.83,0,0,100.0
2023-11-25,producer_company,differently_abled,0,3745,2024-10-18,13,50L-2Cr,nbfc,0,0.0,NA,1,58.72,0,30.3,35.84,0,0,43.38
2021-02-14,opc,differently_abled,0,1420,2021-06-07,2,50L-2Cr,family_friends,0,0.0,600-649,1,65.37,0,17.3,67.08,0,0,49.38
2024-11-01,pvt_ltd,minority,1,4008,2025-05-30,4,2Cr-10Cr,family_friends,1,2315733.34,300-599,0,62.59,0,37.49,38.85,0,0,53.49
2021-05-14,opc,general,1,5995,2021-08-14,3,50L-2Cr,angel,1,7457795.35,NA,1,57.67,0,13.92,77.31,1,0,32.55
2019-07-08,section8,first_time_founder,0,5651,2019-11-11,24,2Cr-10Cr,bank_loan,0,0.0,NA,0,42.13,0,132.16,11.97,0,0,76.68
2023-03-06,llp,women,1,5266,2023-06-02,28,50L-2Cr,invoice_finance,1,1924543.44,NA,0,52.57,0,11.92,59.31,1,0,65.28
2023-09-04,partnership,st,0,9443,2024-08-29,28,2Cr-10Cr,invoice_finance,1,3186217.18,650-699,0,94.32,0,89.83,27.46,0,1,79.31
2025-12-15,partnership,obc,0,8995,2026-10-06,1,10L-50L,angel,0,0.0,600-649,1,55.33,0,37.66,83.38,1,0,78.58
2021-03-22,producer_company,women,0,8878,2021-05-12,6,50L-2Cr,bank_loan,0,0.0,600-649,1,55.33,0,86.54,38.9,1,0,33.26
2024-02-27,section8,st,0,6739,2024-06-06,6,2Cr-10Cr,family_friends,0,0.0,600-649,1,22.36,1,30.46,67.23,1,0,77.11
2022-01-03,section8,st,1,1893,2022-11-24,21,0-10L,bank_loan,1,1101002.23,650-699,0,74.45,0,21.23,38.13,0,1,67.93
2022-03-20,pvt_ltd,st,1,1744,2022-04-23,5,0-10L,bank_loan,1,3125227.76,750-900,0,54.57,0,6.74,36.6,1,0,55.08
2024-12-16,producer_company,minority,0,2168,2025-08-09,4,10Cr+,family_friends,1,1778813.04,600-649,0,79.44,0,47.97,51.11,1,0,56.43
2019-08-18,producer_company,differently_abled,0,1248,2019-12-31,3,10L-50L,self_funded,0,0.0,NA,0,43.61,0,38.01,61.05,1,0,41.87
2021-10-28,partnership,differently_abled,1,3559,2022-03-19,21,2Cr-10Cr,vc,0,0.0,600-649,1,75.75,0,17.99,53.65,1,0,78.59
2022-07-26,opc,st,0,7088,2022-11-06,11,2Cr-10Cr,bank_loan,0,0.0,300-599,0,40.91,0,5.54,32.11,1,0,54.26
2024-11-25,section8,differently_abled,0,9355,2025-07-14,4,50L-2Cr,invoice_finance,1,3136988.74,650-699,1,60.17,0,44.93,59.24,0,0,78.05
2023-08-10,proprietorship,sc,0,9700,2023-12-28,1,0-10L,bank_loan,0,0.0,NA,1,40.56,0,48.78,91.79,0,0,58.41
2020-10-15,pvt_ltd,first_time_founder,1,2597,2020-11-19,10,10L-50L,self_funded,0,0.0,600-649,1,50.57,0,96.01,100.0,1,0,87.34
2023-10-29,opc,veteran,1,2087,2024-10-28,16,50L-2Cr,bank_loan,0,0.0,600-649,1,34.28,0,52.4,43.08,0,0,66.61
2021-10-07,partnership,differently_abled,0,2823,2021-10-25,2,2Cr-10Cr,family_friends,0,0.0,300-599,1,55.09,1,29.8,43.6,0,0,41.97
2019-04-26,opc,st,1,5716,2020-02-06,66,0-10L,govt_grant,0,0.0,NA,0,5.69,1,8.11,52.01,0,0,80.2
2023-12-09,producer_company,first_time_founder,0,9521,2024-10-19,9,10L-50L,family_friends,1,3311093.28,NA,1,57.93,0,10.2,56.98,1,0,80.04
2024-01-23,proprietorship,differently_abled,0,3131,2024-07-23,2,10Cr+,invoice_finance,0,0.0,NA,1,58.7,0,13.93,53.14,1,1,58.81
2021-07-27,opc,first_time_founder,0,4020,2022-06-01,4,0-10L,angel,1,17129700.77,NA,1,38.89,0,66.77,53.27,0,0,75.93
2020-02-14,proprietorship,st,0,1207,2020-06-12,6,10Cr+,nbfc,0,0.0,NA,1,26.58,0,23.94,49.93,0,0,59.95
2020-02-03,opc,veteran,0,2988,2020-11-13,18,50L-2Cr,bank_loan,0,0.0,NA,1,43.69,0,114.88,14.36,1,0,53.17
2019-01-31,partnership,obc,1,7165,2019-09-24,23,10L-50L,bank_loan,0,0.0,600-649,1,17.95,1,10.97,62.88,0,0,78.6
2020-06-28,llp,women,1,7613,2020-12-14,8,0-10L,bank_loan,0,0.0,600-649,1,70.11,0,169.46,35.5,0,1,46.25
2024-11-28,llp,minority,0,3867,2025-02-10,9,10Cr+,nbfc,1,806311.02,700-749,1,32.48,1,33.32,89.33,0,0,51.42
2021-08-16,producer_company,women,0,3912,2022-05-15,6,10L-50L,vc,0,0.0,NA,1,62.93,0,17.33,44.78,1,0,61.97
2021-05-18,opc,general,0,3929,2021-08-18,4,10Cr+,invoice_finance,0,0.0,NA,0,49.94,0,33.15,38.97,0,1,56.01
