ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_inr,ag_econ_operating_expenses_inr,ag_econ_net_farm_income_inr,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_inr,ag_econ_land_rent_paid_inr,ag_econ_machinery_depreciation_inr,ag_econ_labor_hired_cost_inr,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_inr,ag_econ_crop_insurance_indemnities_inr,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2016,LEASED,10251332.49,7766403.48,2484933.92,0.53,508629.79,1540595.23,271430.66,3092120.21,136.18,147.35,150.82,73.4,1277732.18,1941961.23,4.304,0.403,14.21,1
2014,FPO,21301614.59,10246765.5,11054854.01,0.338,1690191.7,1572209.98,506900.05,2834868.87,85.22,94.97,168.39,78.88,1459637.18,168817.97,1.829,0.075,31.66,0
2013,LARGE,19506667.38,9297657.34,10209014.97,0.37,1473928.45,2950810.64,333976.11,4117228.34,173.9,86.19,122.0,173.79,1357216.4,1240479.96,4.16,-0.163,51.16,1
2026,LARGE,399015.38,360512.01,38508.31,0.177,1064487.4,449796.94,207051.25,130135.12,142.64,103.57,65.44,141.28,2721902.41,252710.53,4.436,0.078,69.14,0
2016,MEDIUM,10390679.35,8203436.89,2187247.41,0.69,1941242.55,708335.15,431304.11,4124584.13,80.2,90.12,125.15,73.25,2630751.12,1376675.79,0.258,-0.017,10.1,0
2024,MEDIUM,18714885.45,12541216.98,6173673.43,0.873,303272.23,240765.52,152827.28,3811317.57,161.46,150.31,190.17,104.63,2484708.81,174471.16,3.974,0.027,54.76,0
2025,FPO,4827671.87,3244666.08,1583010.76,0.643,1712437.01,2547048.62,1022290.3,4887283.26,129.83,133.5,97.22,160.61,2395499.48,550052.5,3.111,0.368,91.26,0
2013,LARGE,5413626.73,2590122.43,2823509.28,0.488,380506.05,392702.64,1167792.73,1389236.0,130.67,206.74,194.64,133.35,677371.62,1585277.51,4.483,-0.165,54.13,0
2017,FPO,21279360.43,14122081.3,7157284.12,0.926,1329639.56,1110420.73,232957.96,523012.37,165.77,107.62,157.55,73.06,2475038.82,1306613.97,1.275,0.372,33.84,0
2025,FPO,23174639.97,14027921.71,9146723.26,0.706,735149.6,3467139.63,451207.4,3072897.17,84.41,102.84,81.26,209.78,692820.09,275047.12,2.553,-0.208,43.77,0
2014,MEDIUM,6368877.46,3841022.49,2527859.98,0.257,554680.73,628673.23,147552.93,4506910.58,88.71,145.78,189.19,138.94,1757452.27,1802812.14,1.14,-0.021,91.98,0
2018,SMALLHOLDER,15339984.37,12572974.94,2767014.45,0.949,1737538.45,2092147.15,595628.99,2733910.92,144.37,204.61,94.26,101.64,456584.63,1030843.69,3.509,0.351,59.58,0
2021,LARGE,9260498.21,6078851.91,3181651.33,0.583,1398519.09,1712553.07,419771.77,1415841.91,130.3,102.97,179.56,111.15,1119025.79,1368082.22,3.809,-0.162,23.88,0
2019,LEASED,10536916.52,5545583.14,4991338.42,0.439,890598.11,3305851.19,27398.81,2511051.29,156.24,112.16,121.18,126.17,2397335.0,1624304.43,0.488,0.356,87.98,0
2021,LARGE,9646178.3,6124235.04,3521948.31,0.915,844372.25,751915.69,1089251.04,4542521.09,137.75,133.02,143.88,60.65,1323939.51,9243.19,0.203,0.028,41.72,0
2025,LEASED,20414837.65,12657581.8,7757260.91,0.197,1399751.24,1436832.67,126694.59,4645613.54,86.4,108.53,75.59,200.8,65090.94,321870.19,1.898,0.247,95.46,0
2013,FPO,16235932.8,12843249.58,3392688.29,0.793,1477095.59,3107934.53,481033.85,2812992.94,108.14,209.43,145.28,172.73,69454.73,323012.65,3.262,0.345,26.52,1
2021,SMALLHOLDER,7994355.71,6577029.23,1417331.56,0.143,979009.92,679295.2,263092.81,3006452.42,140.25,131.08,177.49,106.75,2466743.96,389709.05,1.953,0.418,18.43,0
2015,COOPERATIVE,1928936.6,1600210.07,328731.62,0.248,1008716.02,2823019.72,773962.14,2464845.53,175.8,110.96,119.8,188.28,2446344.86,695391.55,3.036,0.034,24.98,0
2022,COOPERATIVE,23045867.85,18859007.25,4186865.7,0.583,1468091.98,481220.87,368285.56,500572.95,125.25,175.85,144.51,212.59,357128.92,1051518.68,3.258,0.356,33.29,0
2014,LEASED,18717413.49,10339468.63,8377949.97,0.892,620598.95,2046952.39,785248.45,1565548.73,143.67,199.59,105.61,93.78,1394506.87,1570591.58,2.964,0.221,64.73,0
2012,LARGE,15207490.24,9247830.4,5959664.96,0.157,132152.55,893332.63,1074329.95,393070.39,136.29,171.37,189.5,190.28,503051.95,1142114.72,0.275,0.374,78.55,0
2015,COOPERATIVE,4972439.76,2533783.4,2438661.49,0.388,1383953.16,1489747.18,708648.77,3834418.5,152.27,169.32,131.27,163.92,600935.85,944593.87,0.218,0.156,49.52,1
2013,LEASED,24884232.41,19987174.59,4897062.96,0.613,1653389.86,2177774.13,597164.82,2477976.13,81.46,146.98,171.6,127.11,929342.31,114703.07,0.859,0.034,25.01,1
2024,SMALLHOLDER,23141475.43,13014839.19,10126641.39,0.131,1846998.05,1830488.7,59112.18,1347732.61,181.39,142.08,79.67,114.15,1156338.23,841195.09,0.996,0.128,93.51,0
2016,SMALLHOLDER,21027830.94,10933080.55,10094755.55,0.765,903913.94,3311623.92,163570.18,3193098.71,104.79,204.51,112.91,139.84,2446106.81,1065291.79,2.115,-0.072,29.09,1
2018,AGRI_STARTUP,779848.76,608162.32,171691.61,0.906,1620309.22,1677415.49,1097562.1,3210346.68,129.63,102.21,86.78,218.47,2226095.89,715938.06,0.33,-0.223,76.96,0
2016,AGRI_STARTUP,5599688.38,3404189.37,2195504.19,0.435,3894.09,3098038.44,408093.15,3924482.46,163.27,103.22,155.57,87.8,635942.48,874553.73,1.991,0.287,59.25,1
2016,COOPERATIVE,3520374.25,2703439.15,816940.29,0.571,1324134.35,551043.41,128920.69,1650388.43,138.89,148.89,140.3,123.42,2232187.83,903155.28,0.351,0.106,35.84,1
2023,AGRI_STARTUP,2996308.6,2067806.74,928507.06,0.439,1207443.28,2313803.29,758638.44,71998.61,151.44,101.34,158.43,119.37,921724.62,277818.28,2.029,-0.1,75.91,0
2020,AGRI_STARTUP,18272111.24,15365426.57,2906689.88,0.578,1476308.43,963193.7,55017.58,2852554.21,105.61,157.77,120.98,125.76,2129648.08,986048.77,3.091,-0.017,68.59,1
2021,FPO,10098839.07,5611921.46,4486922.83,0.672,1361227.48,2940741.95,60294.98,2981164.13,127.7,72.39,77.32,63.03,1508550.35,1758460.21,3.034,0.106,53.11,1
2023,MEDIUM,18154553.88,10819966.33,7334592.78,0.078,832988.73,1181396.16,1051028.64,4515860.78,78.8,76.64,77.45,79.34,1528079.04,285973.46,4.22,0.425,11.99,1
2018,AGRI_STARTUP,1942639.36,988951.64,953692.96,0.795,1546952.72,1905545.74,999741.11,106241.41,161.68,152.01,145.11,213.54,2777077.12,1043842.83,3.172,0.082,62.09,1
2015,LARGE,10435511.2,4838763.48,5596752.97,0.463,897638.46,1375677.42,323679.72,4827654.6,77.22,90.4,114.3,115.73,2417671.63,351307.88,0.221,-0.06,50.97,0
2022,COOPERATIVE,2183379.44,1731017.36,452367.34,0.101,1052389.27,520777.54,264892.27,2509032.58,161.68,93.03,125.72,80.07,311548.12,1022786.52,2.918,0.202,55.49,0
2026,SMALLHOLDER,17633139.97,10530703.87,7102441.37,0.267,1941028.21,2174148.97,577207.96,4694662.73,152.23,102.52,159.03,124.84,2513962.87,1076981.41,2.556,-0.213,28.11,1
2024,FPO,18453875.39,9507308.15,8946572.52,0.086,830078.21,3115685.32,669193.81,4248812.54,91.33,198.88,173.45,172.37,2088532.61,730649.47,3.041,0.044,83.63,0
2022,LEASED,10664400.01,5879080.91,4785324.39,0.329,1902942.2,2979602.95,1196570.64,30604.54,159.08,205.3,173.14,118.14,1257441.82,837757.31,1.654,-0.111,13.58,1
2013,LEASED,17336838.26,13336192.45,4000651.11,0.919,1663461.6,876755.08,629794.85,3296381.07,75.68,209.51,181.74,155.94,149942.29,106950.65,2.197,-0.086,57.78,0
2021,MEDIUM,23215198.86,12384474.17,10830730.0,0.524,241707.29,3349534.53,12595.22,587550.25,188.65,199.79,87.43,169.75,1578090.33,1752235.7,2.168,0.243,10.9,1
2026,LEASED,4240557.74,2800434.26,1440128.8,0.131,906169.13,324871.23,429149.38,1998978.31,83.12,209.09,157.42,96.03,72339.52,790254.21,4.004,0.381,11.72,0
2023,FPO,11456052.47,9638227.05,1817830.75,0.457,1667730.81,1852785.87,320761.29,1389431.11,126.87,169.46,198.59,125.07,1398478.66,1911431.74,3.112,-0.167,28.24,0
2022,SMALLHOLDER,17871938.54,15959596.76,1912347.12,0.605,1578205.96,651905.52,878847.24,2925632.46,159.86,177.99,134.72,191.8,123226.9,704852.83,4.136,0.05,11.51,0
2022,COOPERATIVE,5411124.81,3789460.11,1621670.05,0.344,1034731.92,2325229.37,953005.55,176994.34,145.71,193.42,178.71,155.74,2327194.96,526427.17,3.103,0.184,97.79,0
2026,LARGE,12406315.63,6327456.29,6078864.7,0.418,792845.06,205109.87,501792.0,3424527.03,159.96,129.19,78.16,209.22,1431189.98,1160196.63,0.605,-0.061,15.99,0
2020,LARGE,24353740.52,20407280.4,3946465.49,0.856,186762.26,2395373.08,517262.29,1443874.3,116.55,194.82,198.04,66.37,325333.27,408335.57,4.015,0.096,17.13,0
2014,FPO,3842849.35,2554297.06,1288557.67,0.099,591510.14,814292.19,918855.62,4029425.27,152.29,195.01,157.15,82.48,2484010.49,1804949.35,1.795,0.223,51.18,1
2023,LARGE,11590413.27,8612892.92,2977525.74,0.675,749426.69,2048033.18,725293.37,2383098.09,111.54,174.99,135.02,127.35,891825.85,928498.78,2.549,0.428,32.27,0
2013,FPO,23773180.51,14802860.54,8970325.37,0.345,1195984.41,2977194.66,418915.98,1384092.47,90.19,184.8,133.49,118.5,329675.21,821371.4,0.735,0.393,8.0,0
2017,LARGE,14949655.32,9976222.41,4973438.32,0.562,1427532.9,646632.95,1097358.94,3749951.58,164.65,80.12,80.44,85.83,2073186.28,328518.2,2.843,0.127,74.38,0
2013,FPO,8860320.9,5331587.92,3528738.4,0.299,1383232.44,1425809.35,13408.98,1746544.63,115.84,155.09,87.04,176.7,1128853.99,1923740.58,0.477,0.406,75.19,0
2023,AGRI_STARTUP,8603900.79,7791050.08,812856.14,0.485,1928218.48,2080086.0,700311.77,860038.66,75.98,83.84,184.41,164.54,1128992.94,967620.84,0.96,0.038,56.54,0
2012,FPO,1820989.58,1593960.92,227034.1,0.94,1410316.95,1461268.57,558092.84,4630588.1,126.88,145.26,90.09,135.38,1472265.0,427316.99,4.38,0.298,79.72,0
2019,SMALLHOLDER,16705689.79,8210674.8,8495020.44,0.837,1817120.24,510227.94,705042.59,462552.48,128.68,155.99,169.51,99.29,1125114.1,357504.81,3.504,-0.137,53.97,0
2012,MEDIUM,2719290.03,1365322.88,1353972.61,0.187,600333.85,3451314.57,488011.07,1422467.38,102.53,158.73,146.6,125.35,1561899.0,314112.19,2.545,-0.081,19.68,1
2022,LARGE,20945461.28,16378289.39,4567177.36,0.664,941249.89,921594.5,452900.91,4056037.07,163.46,78.97,101.87,119.84,926784.55,1034665.67,3.406,-0.233,37.93,0
2019,LARGE,12333667.52,8532288.83,3801384.17,0.713,1567991.11,2186076.98,588293.55,2569125.25,95.11,106.26,146.22,144.73,1147719.67,588237.46,0.864,0.007,99.6,0
2017,AGRI_STARTUP,18015671.44,15369009.46,2646667.47,0.382,781712.01,2972041.05,1185089.0,3770528.78,92.74,140.07,141.24,82.12,322370.67,1808314.19,2.713,0.357,70.38,0
2012,COOPERATIVE,13652197.99,12293501.01,1358702.48,0.143,1627517.78,638396.35,172525.66,2624272.79,74.15,102.05,72.0,203.19,1845578.78,999462.87,0.394,0.024,8.66,1
2014,LEASED,9257070.04,7816504.3,1440571.25,0.689,1099195.77,1346062.42,140254.59,2445479.7,171.93,70.6,130.79,208.0,1521116.54,388326.82,0.951,0.16,7.94,0
2025,SMALLHOLDER,19490293.05,16848497.73,2641800.84,0.211,1283626.26,1612342.15,655525.94,1519424.02,114.07,204.36,79.59,97.47,2283047.82,1204511.32,4.347,0.116,35.46,0
2021,FPO,18719217.14,15822582.29,2896640.38,0.575,1770720.34,2352096.27,659343.76,2621047.15,91.69,175.35,104.46,113.18,2375051.63,1827668.48,2.893,0.052,23.68,1
2023,LEASED,6082247.02,3726711.41,2355541.15,0.72,1079334.29,1589544.42,752669.77,1730448.9,85.88,193.8,162.92,175.21,1047333.44,404923.7,2.002,0.16,51.59,0
2026,AGRI_STARTUP,13837090.13,10596828.78,3240266.9,0.823,1680159.6,2436762.01,1031588.31,82283.38,123.64,185.68,65.47,216.49,1879338.64,837810.92,1.154,-0.181,74.05,0
2019,LARGE,17582604.38,12024071.13,5558538.81,0.393,555755.5,2172213.96,797318.64,730670.5,139.19,93.43,64.61,207.55,2476369.24,324917.69,1.021,0.135,24.44,0
2012,LARGE,14436583.39,12791073.09,1645515.87,0.537,838649.13,1044513.62,49295.05,4801337.02,175.33,85.06,186.34,93.81,1290870.77,1423618.09,3.298,-0.168,37.17,1
2020,MEDIUM,4692479.88,3410200.86,1282284.6,0.271,323796.29,2841298.01,721878.65,476066.34,142.08,76.4,184.22,118.79,874621.24,179420.83,1.131,0.11,36.91,1
2022,MEDIUM,965585.38,470922.4,494668.57,0.883,665547.65,2201886.43,877342.41,3701802.57,82.92,180.73,172.72,186.35,897726.61,1585744.81,3.302,-0.154,57.56,1
2017,AGRI_STARTUP,9801049.44,5300724.32,4500330.72,0.375,616757.36,1345000.52,240436.78,81082.45,93.42,138.76,107.09,110.18,1256663.16,1667537.91,3.924,-0.199,9.32,1
2021,LARGE,16271533.57,12776223.33,3495315.85,0.054,1496730.88,251270.64,577226.44,4795857.92,106.7,81.28,194.38,198.83,2522866.19,706306.41,0.852,0.14,67.38,1
2020,SMALLHOLDER,11222152.14,6893456.88,4328700.88,0.605,1985741.77,1238919.49,220787.03,2341656.85,122.86,205.8,153.25,148.49,2944899.03,336022.66,2.945,0.358,74.4,0
2015,MEDIUM,17715586.48,9207547.99,8508044.12,0.334,863863.12,1842794.97,544725.19,4316129.57,77.31,110.62,172.52,184.21,1069491.86,1924883.39,0.475,-0.201,94.69,0
2023,MEDIUM,11104242.78,6138585.39,4965663.03,0.771,1790707.63,1186884.51,229022.64,1531116.41,81.97,84.49,146.33,143.54,1795209.13,1044445.47,1.145,0.335,13.69,1
2020,MEDIUM,5075364.9,2983128.19,2092242.36,0.715,284962.11,2382855.12,1088946.33,603625.15,187.65,203.1,93.39,85.14,1014884.44,1338146.57,4.217,0.311,46.93,1
2024,MEDIUM,7262194.27,5133986.81,2128213.12,0.944,538213.09,902116.76,76998.06,1696001.59,93.74,185.53,181.82,161.22,1616568.41,111759.61,1.652,0.307,52.86,1
2019,AGRI_STARTUP,4658491.29,2816875.27,1841621.69,0.188,1148530.06,2969418.85,371083.15,1149006.71,184.06,166.8,132.66,85.88,597420.2,1671559.45,3.611,-0.152,8.78,1
2022,MEDIUM,13046160.49,11196278.23,1849887.94,0.748,431697.36,532271.41,63216.1,2526743.73,155.48,207.64,165.56,120.02,1187161.33,573262.58,4.476,-0.212,51.45,0
2019,MEDIUM,16349535.43,14637288.95,1712252.17,0.251,1586853.17,1939599.27,366664.0,3172310.58,77.37,72.88,175.03,86.82,785445.03,1238827.05,0.24,0.345,5.3,0
2015,FPO,16677816.73,13731449.72,2946372.71,0.605,1980096.85,2518073.5,445876.07,1840661.55,115.81,97.7,108.64,175.81,2355623.39,1283972.99,1.213,0.414,94.87,0
2020,LARGE,11380973.16,5808689.87,5572289.0,0.925,7803.47,714552.88,230463.34,1883381.49,163.58,126.32,108.27,150.3,1778091.6,54922.0,1.846,0.197,1.43,1
2013,COOPERATIVE,19251481.34,9069683.14,10181803.92,0.524,32800.31,854532.67,166715.32,518151.91,189.19,203.01,77.94,152.23,1072226.15,1986457.01,0.647,-0.173,57.4,0
2016,AGRI_STARTUP,6932172.53,3391853.31,3540324.95,0.93,555412.37,1818247.09,195297.7,495003.86,164.39,119.53,135.82,124.28,152451.84,756768.96,1.598,-0.1,41.71,0
2025,MEDIUM,16649686.37,8242171.86,8407520.25,0.797,540610.47,1584552.9,959550.26,1899020.21,170.67,132.38,70.42,199.36,2579336.06,1360922.64,1.243,-0.111,74.77,1
2026,COOPERATIVE,15755430.18,14448266.52,1307169.41,0.378,962897.01,302504.98,726524.33,2149366.32,175.38,145.3,138.79,171.29,2705023.04,1988750.23,0.498,0.131,15.08,1
2013,SMALLHOLDER,22597610.02,12669555.39,9928060.39,0.901,863978.15,2781413.91,1139313.23,203060.46,135.08,200.28,92.16,138.33,1786050.83,1552117.91,2.136,0.229,63.97,0
2023,MEDIUM,1947230.54,1193528.39,753707.92,0.518,1232655.83,664714.07,392660.19,1423867.41,132.05,139.34,132.95,146.52,1413379.77,456249.81,0.996,0.083,87.72,1
2020,LEASED,11803416.82,10129961.91,1673460.69,0.914,379490.07,2641667.76,911362.61,734930.4,95.89,207.11,145.92,208.19,326870.89,1144675.76,2.012,0.296,85.97,0
2023,COOPERATIVE,4823585.37,2426336.77,2397254.39,0.825,476413.06,1274572.77,517026.54,2502800.4,124.26,90.37,112.8,157.09,1396671.44,335417.3,2.616,-0.143,77.02,0
2018,AGRI_STARTUP,14820121.99,9207005.71,5613122.08,0.31,1902950.69,212329.97,1183359.08,142851.02,176.12,196.6,186.0,76.01,285944.83,1596969.73,0.78,-0.07,93.05,0
2015,MEDIUM,1665093.05,1197000.55,468098.31,0.255,1144103.46,2032728.57,705751.92,3140502.15,88.45,136.04,102.68,205.75,682155.84,1213428.5,3.541,-0.087,52.73,0
2025,AGRI_STARTUP,22262057.83,18031613.39,4230450.26,0.419,1487273.65,2979768.47,317219.59,196554.77,76.82,111.19,105.73,92.76,658171.05,248402.7,1.217,-0.249,60.84,0
2021,MEDIUM,18409671.11,14344707.78,4064969.16,0.111,1733602.43,658812.29,64847.98,3979772.81,107.18,89.61,140.32,113.55,2848550.14,1106676.02,3.411,0.327,22.46,0
2025,COOPERATIVE,8613543.9,6750605.76,1862943.98,0.307,1098356.76,1432886.12,801972.46,3970847.5,162.04,174.36,110.5,154.91,2141517.52,428130.95,1.038,0.346,27.98,1
2022,LARGE,12054872.34,6817067.94,5237810.25,0.472,959514.22,1466417.5,764818.94,773807.41,94.41,87.36,141.75,155.63,1137744.47,555661.62,1.234,-0.208,42.36,0
2014,SMALLHOLDER,24045260.11,15960850.35,8084415.62,0.058,1524318.3,1658382.95,508010.24,1750038.19,183.56,145.97,88.03,183.5,2809284.39,500928.89,0.662,0.314,30.76,1
2025,COOPERATIVE,13841819.61,9379461.1,4462364.38,0.597,199082.92,1682509.22,1166958.31,3284084.37,104.46,72.86,161.22,189.35,758050.52,451806.87,2.215,0.227,67.1,0
2019,COOPERATIVE,12832612.12,7622347.71,5210270.29,0.937,731420.01,154666.57,673187.9,2163769.35,148.1,144.25,138.28,72.27,1713725.96,1754977.46,3.719,-0.068,49.19,0
2017,LEASED,5573673.35,2714783.6,2858895.64,0.183,1870873.76,1635727.1,579097.24,2154649.64,115.57,147.63,143.43,119.14,252003.45,1570311.58,0.457,0.304,15.12,0
2026,COOPERATIVE,3913521.64,2595776.03,1317751.51,0.267,812703.97,1437104.82,490102.51,3388757.07,70.95,145.72,147.08,125.53,2079188.24,1623368.58,1.563,0.01,7.36,1
2023,COOPERATIVE,19239673.89,11534337.67,7705342.13,0.574,1030756.42,3455397.02,800718.46,2637820.81,81.2,115.58,62.23,204.81,1915970.37,613067.57,4.071,0.244,35.49,0
2014,MEDIUM,24866275.07,17111098.41,7755182.58,0.339,1292891.08,1031089.06,882276.74,3868559.18,105.97,105.69,91.64,108.91,2285253.83,1720670.6,2.688,0.235,50.51,0
2026,AGRI_STARTUP,10855780.96,7680998.87,3174788.02,0.233,1515340.83,2349156.79,868144.16,1352431.32,139.81,127.21,127.96,178.82,1312541.43,1697925.54,3.404,0.335,89.18,0
2016,FPO,930511.57,749737.7,180779.81,0.695,673151.31,3459361.84,825133.39,4015815.63,163.19,126.02,160.01,185.56,1404906.81,979637.5,2.608,0.134,57.44,1
2025,LEASED,11001001.86,7305781.2,3695226.61,0.426,914350.28,608974.4,756884.34,118471.58,97.24,189.13,75.67,97.75,135807.06,99582.03,4.29,0.307,86.35,0
2013,LEASED,19049824.68,9784992.28,9264838.36,0.875,1695752.74,1079035.46,1183473.24,134194.48,73.81,132.84,182.82,108.52,483619.35,300621.09,1.505,-0.213,40.0,0
2022,AGRI_STARTUP,20455437.82,12269615.75,8185828.04,0.534,1122967.01,2834761.2,1114814.0,145200.39,125.84,152.36,155.44,105.63,601601.43,1804475.39,4.195,-0.011,25.32,1
2018,SMALLHOLDER,23598412.06,18036745.51,5561672.53,0.153,1747717.3,2829091.41,1178622.25,2309519.67,70.45,81.99,152.0,74.73,1717204.5,1010637.13,3.808,0.386,96.9,0
2026,LARGE,14599633.3,10974764.36,3624874.93,0.369,1981131.17,1821033.19,622865.2,2613939.07,85.6,119.08,178.32,172.29,2665335.62,1535117.13,0.446,0.206,65.44,0
2014,LARGE,20206217.39,13907853.33,6298370.06,0.16,145491.37,370997.74,619682.44,1699849.67,162.05,123.48,185.32,217.64,2611591.82,459141.7,2.513,-0.188,37.48,0
2016,AGRI_STARTUP,3463076.44,2195309.62,1267772.83,0.478,233411.89,2112188.64,58512.42,969249.83,92.58,193.15,113.03,83.83,2345196.13,892791.46,3.349,-0.207,70.66,0
2021,COOPERATIVE,817880.69,612832.34,205054.37,0.328,314481.3,188750.08,1083881.59,664132.89,80.72,136.68,109.3,65.41,1158071.98,1654895.27,0.819,0.07,39.81,0
2022,FPO,6447885.91,5090048.32,1357843.62,0.162,331312.15,2213294.72,735769.31,3586813.65,170.27,143.71,164.05,121.89,2480442.43,11688.39,1.28,0.029,53.03,0
2019,SMALLHOLDER,7243921.06,3618798.28,3625128.82,0.381,652869.87,876163.01,277894.18,4964986.36,117.28,208.8,84.75,183.44,1848942.25,871937.08,3.507,0.029,74.77,0
2022,AGRI_STARTUP,13715528.29,9052349.35,4663184.99,0.667,1042171.19,84492.88,646833.24,4647048.88,182.2,209.98,172.81,86.64,106144.45,959909.52,3.495,0.221,58.55,1
2018,FPO,3660977.98,3220303.47,440680.57,0.652,1425756.19,1780616.35,569549.94,1670414.1,117.72,122.2,69.21,162.96,858995.9,1739819.45,3.029,0.353,32.77,0
2017,COOPERATIVE,5701273.77,2568002.3,3133277.54,0.476,823671.32,3469274.36,163612.15,2601498.41,105.91,92.85,151.91,72.96,928467.31,33233.37,1.923,-0.029,21.3,0
2025,LEASED,14944523.21,13125206.41,1819322.88,0.417,1985909.46,3306378.85,20319.43,1127271.67,185.42,191.35,107.55,193.17,1678098.66,866316.94,3.912,-0.066,52.78,0
2020,LEASED,519682.2,357845.63,161842.66,0.687,1815225.19,479711.36,994624.73,2719636.44,89.88,139.55,101.02,187.0,568655.27,448239.09,3.959,0.41,62.38,0
2017,FPO,15671232.17,11801447.08,3869791.19,0.126,1907242.09,965915.06,1072649.14,160036.59,132.66,201.8,182.42,180.35,157599.83,1519534.63,0.22,0.082,28.47,0
2025,SMALLHOLDER,14409944.06,6961517.6,7448432.57,0.925,70285.88,2323362.59,133967.66,3772392.76,172.15,164.53,164.01,83.42,1566485.73,1741309.18,0.402,-0.006,73.89,0
2025,FPO,17751031.23,13462426.71,4288610.64,0.637,1473881.41,2037007.86,788113.78,4739693.58,151.24,66.39,164.3,158.26,2234773.57,1617389.26,0.363,-0.041,14.12,1
2025,LEASED,23278797.8,14071494.85,9207309.08,0.11,322250.28,2088358.24,764359.93,2890809.01,153.29,197.72,110.84,100.11,2014485.26,881008.6,2.525,0.005,90.56,0
2025,LARGE,6949902.74,3544549.12,3405359.76,0.385,1825296.39,2442200.53,149616.81,663654.32,136.04,123.97,170.15,172.03,961305.1,1164064.74,0.259,-0.223,61.65,1
2017,AGRI_STARTUP,23665762.27,14020669.15,9645099.27,0.126,427053.52,971095.59,148650.12,534919.46,97.62,121.32,73.56,171.04,2165431.0,614880.2,0.343,0.048,96.22,1
2014,COOPERATIVE,16273657.41,11355023.52,4918640.05,0.462,1196022.52,359113.0,514062.2,822420.53,181.69,185.21,61.3,170.17,708605.65,1628657.75,1.59,0.046,97.84,0
2026,LEASED,9476981.05,4970896.25,4506090.97,0.578,65965.0,2866594.48,167852.31,2987989.0,78.04,152.01,120.22,203.33,1595027.7,284035.22,1.191,0.07,95.12,0
2012,FPO,4994518.28,2942601.85,2051922.61,0.747,94468.89,2970005.67,60889.07,2241265.97,104.43,66.76,180.51,149.69,1126680.52,751668.9,1.027,0.037,85.96,1
2015,MEDIUM,23621390.16,21359057.91,2262338.44,0.809,1867659.96,1211440.74,609956.75,4003688.38,121.81,138.37,127.37,96.18,2903965.72,965309.77,2.107,0.35,28.16,1
2017,FPO,15124800.91,10304826.17,4819980.94,0.516,853790.65,2755203.65,161947.99,295530.09,170.58,113.44,112.97,82.4,394169.22,777217.08,2.447,0.448,95.59,1
2015,FPO,2230837.6,2045296.75,185547.06,0.787,1598031.13,3453027.13,504572.49,4560386.87,148.18,201.78,159.02,184.89,2701650.27,275762.58,2.329,0.43,89.53,0
2024,FPO,19151358.63,10182541.35,8968823.5,0.687,485413.91,365376.17,233155.99,4935626.45,166.27,196.56,182.63,157.78,2380882.91,275213.04,0.467,0.191,71.54,0
2015,LARGE,2809495.56,2434688.94,374812.85,0.319,754711.88,1032740.95,470603.1,1546057.04,121.57,80.18,144.43,132.85,311007.1,1865050.29,1.175,0.213,88.0,0
2022,LEASED,22253246.6,11226998.14,11026254.7,0.886,337143.29,2699618.28,382607.97,2885319.56,124.86,86.11,87.09,70.08,680665.34,1429736.0,1.067,-0.181,95.18,0
2017,COOPERATIVE,22638884.61,15852915.48,6785975.38,0.866,989212.38,2264413.84,116819.43,937935.77,114.72,134.62,91.52,62.29,612944.51,513480.62,4.354,0.017,30.33,0
2014,FPO,1455614.59,984641.28,470979.57,0.594,1701426.92,267441.05,337062.88,2384134.95,113.68,205.82,176.13,124.71,1099735.88,108219.74,3.803,0.099,2.89,0
2025,LEASED,19542581.93,12568124.46,6974463.74,0.203,516611.96,792476.49,650136.7,3286206.04,102.75,202.83,106.21,73.85,1748484.08,1514550.99,3.165,0.171,82.94,0
