ag_livestock_report_month,ag_livestock_operation_id_hash,ag_livestock_animal_type_code,ag_livestock_inventory_head_count,ag_livestock_births_count,ag_livestock_deaths_count,ag_livestock_slaughter_count,ag_livestock_milk_production_lbs,ag_livestock_milk_yield_per_cow,ag_livestock_feed_cost_index,ag_livestock_vet_cost_per_head,ag_livestock_antibiotic_use_indicator,ag_livestock_disease_outbreak_flag,ag_livestock_housing_system_code,ag_livestock_pasture_access_days_year,ag_livestock_manure_management_method,ag_livestock_methane_emissions_estimate,ag_livestock_organic_certification_flag,ag_livestock_animal_welfare_audit_score,ag_livestock_market_price_usd_cwt
2068-11,11c1e444fdbdffe0,POULTRY,15613,18836,15613,17133,0.0,0.0,114.7,428.41,1,0,FREE_STALL,339,OTHER,211000.85,0,89.5,161.85
2068-12,62ecccdb9e6cf51d,POULTRY,41901,29435,40349,63344,0.0,0.0,83.72,8.85,1,0,PASTURE,337,STACK,152191.93,0,17.93,156.5
2069-01,93131bcc455812b2,SHEEP,61662,52423,61662,114752,0.0,0.0,187.15,225.41,0,0,PASTURE,185,LAGOON,6698.14,0,27.82,155.37
2069-02,410800fac72b7e65,SHEEP,137652,74473,78908,117520,0.0,0.0,214.0,314.08,1,0,BARN,342,STACK,175524.31,1,11.17,115.22
2069-03,c9ed0d05248a0697,POULTRY,210413,17218,58910,119039,0.0,0.0,66.65,353.11,0,0,PASTURE,26,COMPOST,227951.66,0,74.43,88.81
2069-04,12c4b12e7bd3ba13,CATTLE_DAIRY,232087,28258,33548,39410,182507046.63,22550.9,79.99,70.62,0,0,CAGE_FREE,54,FIELD_APPLIED,13632.33,0,54.03,317.94
2069-05,35ee6987d2aa0c0c,HOGS,71613,44454,53052,44089,0.0,0.0,93.23,230.44,1,0,CAGE_FREE,252,DIGESTER,226769.69,0,14.99,89.12
2069-06,8fb13d3720dddbbe,SHEEP,232003,18060,44409,30290,0.0,0.0,108.3,215.36,0,0,CAGE_FREE,297,FIELD_APPLIED,61292.05,0,38.29,155.05
2069-07,67e05719b46786f7,CATTLE_DAIRY,213852,112450,157931,78694,233871290.26,17436.5,80.03,158.41,0,0,PASTURE,193,COMPOST,248076.92,0,24.57,121.64
2069-08,c1434f00bf0b2509,HOGS,118115,95213,99429,25118,0.0,0.0,129.98,238.83,1,0,OTHER,80,FIELD_APPLIED,47931.52,0,13.53,144.37
2069-09,07a7f0551932dedd,CATTLE_BEEF,59754,19069,45966,130852,0.0,0.0,147.18,373.57,0,0,CAGE_FREE,152,OTHER,108201.93,0,43.51,181.33
2069-10,5b395eb5903f972a,CATTLE_BEEF,109083,13878,23299,72873,0.0,0.0,177.39,73.46,0,0,FEEDLOT,114,LAGOON,119029.11,0,24.77,107.63
2069-11,55cb15c2e472102f,CATTLE_BEEF,172803,55911,77949,117387,0.0,0.0,109.72,275.98,0,0,FREE_STALL,324,STACK,195004.02,0,60.77,211.63
2069-12,3766bf608b03bbbb,HOGS,52913,18582,19631,68944,0.0,0.0,196.67,23.4,0,0,FREE_STALL,92,LAGOON,91537.51,0,99.05,301.49
2070-01,3d6357f0f9602eb7,CATTLE_BEEF,25567,57003,25567,21786,0.0,0.0,89.07,220.8,1,0,BARN,218,FIELD_APPLIED,57402.43,0,60.83,90.62
2070-02,571a490830945f6e,SHEEP,39780,115137,39780,30099,0.0,0.0,127.95,203.0,0,0,CAGE_FREE,83,COMPOST,241681.55,0,39.54,312.6
2070-03,80a39ef423a5bc3f,POULTRY,80869,95846,80869,74406,0.0,0.0,129.11,187.7,1,0,CAGE_FREE,346,LAGOON,221156.96,0,3.33,183.01
2070-04,1052e5933c971195,POULTRY,82529,49425,66924,95702,0.0,0.0,116.14,251.89,1,0,FEEDLOT,128,LAGOON,15488.14,0,19.87,159.29
2070-05,efe9d19582f5f95e,HOGS,49232,77775,49232,21096,0.0,0.0,60.23,45.89,0,0,PASTURE,233,COMPOST,4992.08,0,6.75,238.61
2070-06,cb26cf8071f98d89,SHEEP,238170,98476,142151,57599,0.0,0.0,93.94,243.28,1,0,PASTURE,269,COMPOST,196458.26,0,48.77,207.23
2070-07,1e7f7aa169572bb0,HOGS,138476,94651,118230,14917,0.0,0.0,141.26,278.33,0,0,CAGE_FREE,271,OTHER,189907.82,0,33.37,316.94
2070-08,8a75cfaad02494e6,POULTRY,103205,66100,103205,120238,0.0,0.0,212.39,161.62,1,0,PASTURE,337,DIGESTER,157236.79,0,74.25,144.47
2070-09,9062cab1989ba3ca,CATTLE_DAIRY,82513,12971,49783,38408,132632724.89,19909.0,160.29,64.97,0,0,CAGE_FREE,362,FIELD_APPLIED,84076.25,0,92.99,171.62
2070-10,d76a696b9bd09617,POULTRY,110152,28590,45725,58540,0.0,0.0,190.2,106.28,1,0,PASTURE,116,STACK,204647.55,0,24.87,103.67
2070-11,6e94073493600fe9,POULTRY,46541,32676,46541,63052,0.0,0.0,122.21,163.11,0,0,CAGE_FREE,205,FIELD_APPLIED,111621.61,0,47.0,171.97
2070-12,61e8e40d4c565d69,HOGS,178879,57147,61562,7951,0.0,0.0,77.54,113.38,0,0,PASTURE,60,FIELD_APPLIED,197489.88,0,56.98,129.77
2071-01,ffb88f82acb1a92a,CATTLE_BEEF,102592,28910,44541,96339,0.0,0.0,77.28,438.67,0,0,FREE_STALL,156,FIELD_APPLIED,224358.7,0,61.51,217.57
2071-02,6069aee9ca36893d,CATTLE_BEEF,176730,77437,77978,128149,0.0,0.0,152.43,122.24,0,0,FREE_STALL,350,DIGESTER,163503.26,0,62.04,193.55
2071-03,7593a137ff8732b9,SHEEP,148524,26760,32444,127503,0.0,0.0,171.16,69.91,1,0,PASTURE,35,STACK,238522.19,1,45.81,55.05
2071-04,a2bf5beef61a29c2,CATTLE_DAIRY,76170,43329,76170,88482,128026740.58,26039.7,106.36,227.79,0,0,FEEDLOT,5,FIELD_APPLIED,151271.91,0,44.14,255.91
2071-05,35b4cbdf7ec39d91,CATTLE_DAIRY,33312,18543,33312,121623,9997838.56,25336.2,106.92,155.65,1,0,FREE_STALL,23,STACK,245841.18,0,36.83,74.64
2071-06,ebe99e1dacb0c867,POULTRY,153128,21468,41657,84824,0.0,0.0,203.75,237.57,0,0,OTHER,203,COMPOST,234750.5,0,19.26,101.6
2071-07,7ef60e7b1fe3e2b6,SHEEP,58683,27109,58683,123851,0.0,0.0,143.46,178.85,1,0,FEEDLOT,131,STACK,136624.72,0,56.29,225.05
2071-08,aeb6b6564a66cfe0,CATTLE_DAIRY,223001,75219,81016,54151,143565758.88,24876.1,132.52,61.62,0,1,FEEDLOT,279,FIELD_APPLIED,170520.97,0,44.93,159.29
2071-09,dd5d1172649fbe79,CATTLE_DAIRY,133229,31339,57973,83472,143338125.4,16123.0,204.72,194.0,1,0,FEEDLOT,84,STACK,66533.61,0,57.33,226.79
2071-10,894873c45397d9b4,HOGS,179362,89080,123232,80689,0.0,0.0,140.5,343.98,0,0,OTHER,244,FIELD_APPLIED,84544.66,0,45.93,91.44
2071-11,578ed0e8eb50ded5,CATTLE_BEEF,33465,97608,33465,42549,0.0,0.0,185.3,352.9,0,0,BARN,25,FIELD_APPLIED,115837.49,0,75.68,284.12
2071-12,e366ecc06b36381a,POULTRY,102905,59776,102905,123693,0.0,0.0,186.13,38.65,0,1,BARN,193,STACK,67974.46,0,41.82,115.21
2072-01,fc2f1626c9229eaf,CATTLE_BEEF,194030,16704,45454,68817,0.0,0.0,111.7,54.49,0,0,PASTURE,179,FIELD_APPLIED,187373.02,0,95.59,129.43
2072-02,40d251d4f2503ce0,CATTLE_BEEF,221342,56090,56278,58843,0.0,0.0,132.9,73.79,0,0,CAGE_FREE,82,LAGOON,44838.83,0,36.59,116.66
2072-03,102a50d705d28a18,POULTRY,53354,44921,52770,69827,0.0,0.0,181.13,436.57,0,0,PASTURE,74,COMPOST,168779.25,0,54.14,308.74
2072-04,76614ccd5a6f31d7,HOGS,6383,9791,6383,57437,0.0,0.0,201.17,226.74,1,0,PASTURE,143,LAGOON,142379.91,0,97.98,126.37
2072-05,8ceed251fec19246,POULTRY,204592,67648,103833,71769,0.0,0.0,76.44,48.84,0,0,FREE_STALL,220,FIELD_APPLIED,114085.39,0,29.35,274.52
2072-06,ed89d7bd99229d76,CATTLE_BEEF,107705,1306,33116,134512,0.0,0.0,117.14,105.21,0,0,CAGE_FREE,140,STACK,21865.79,0,58.65,171.46
2072-07,2d6e12e6da0a2c62,CATTLE_BEEF,61315,95957,61315,113506,0.0,0.0,82.27,389.01,1,0,PASTURE,163,DIGESTER,27067.13,0,75.28,270.76
2072-08,b11ccdbb2e331066,CATTLE_DAIRY,232531,69908,98796,93721,142443982.66,14974.5,91.13,438.6,0,0,FEEDLOT,143,DIGESTER,210213.74,0,10.33,276.05
2072-09,35482632bb0b1158,CATTLE_BEEF,223924,12457,57875,145385,0.0,0.0,73.14,326.41,0,0,BARN,308,LAGOON,20003.72,1,27.5,230.32
2072-10,e947efdeef39c609,HOGS,170345,43518,56110,134803,0.0,0.0,129.94,122.84,1,0,FREE_STALL,315,COMPOST,87627.67,0,25.85,145.94
2072-11,5d045f935b6c72d2,HOGS,130937,48972,69018,77132,0.0,0.0,63.63,94.77,1,0,CAGE_FREE,59,FIELD_APPLIED,228463.16,1,18.17,203.81
2072-12,cfed12da2a702958,SHEEP,149934,44386,62200,8020,0.0,0.0,89.44,443.03,0,0,PASTURE,23,FIELD_APPLIED,33540.05,0,47.9,239.26
2073-01,fa604c26833a10b2,CATTLE_BEEF,184281,30226,53267,38481,0.0,0.0,196.01,350.42,0,0,FREE_STALL,276,FIELD_APPLIED,180002.17,0,49.0,302.3
2073-02,ccd8288b04b9679b,CATTLE_BEEF,164461,64700,95786,87940,0.0,0.0,108.77,434.79,0,0,CAGE_FREE,137,LAGOON,101211.65,0,0.91,173.91
2073-03,e23516ef92f30018,GOATS,154305,65277,100448,113076,0.0,0.0,133.34,246.46,1,0,PASTURE,115,DIGESTER,169818.01,0,78.83,44.19
2073-04,55842e5546241f55,CATTLE_BEEF,48963,87786,48963,116946,0.0,0.0,109.81,59.38,0,0,BARN,246,FIELD_APPLIED,108149.99,0,74.43,80.31
2073-05,c873c97b7c3775d3,CATTLE_BEEF,166134,87009,118219,9654,0.0,0.0,133.95,286.97,0,0,BARN,358,COMPOST,138118.35,0,83.04,172.37
2073-06,4d22a063bb9cb886,CATTLE_DAIRY,136437,7639,19429,9679,174382860.77,19065.2,64.31,273.04,1,0,OTHER,48,FIELD_APPLIED,118063.24,1,62.02,178.2
2073-07,765211dc57196210,CATTLE_DAIRY,176865,92970,123752,60440,202559402.11,15023.9,111.61,254.59,0,0,OTHER,359,FIELD_APPLIED,166348.75,0,64.45,159.71
2073-08,d3c4d23674320a3d,HOGS,214101,34893,52315,83882,0.0,0.0,78.62,84.29,1,0,FREE_STALL,239,FIELD_APPLIED,232865.64,0,67.63,131.33
2073-09,cc0f70f08fa2348f,HOGS,119056,3094,5074,7263,0.0,0.0,73.45,228.09,0,0,FREE_STALL,30,FIELD_APPLIED,119281.68,0,10.48,140.02
2073-10,b71576f317d32974,CATTLE_BEEF,137548,76055,93094,17881,0.0,0.0,91.47,174.92,0,0,FEEDLOT,90,FIELD_APPLIED,85186.93,0,58.5,134.95
2073-11,333678a370f01694,CATTLE_DAIRY,186948,104281,151499,124654,34182365.78,15111.8,83.65,278.75,0,0,OTHER,157,STACK,162221.49,0,94.5,187.6
2073-12,c00330b6d3d3b06a,SHEEP,1481,102486,1481,101383,0.0,0.0,108.62,320.94,0,0,PASTURE,234,FIELD_APPLIED,1485.97,0,3.52,106.21
2074-01,115a859f0d275b82,HOGS,106054,49394,84357,102910,0.0,0.0,137.27,121.7,0,1,CAGE_FREE,351,FIELD_APPLIED,74604.25,0,7.6,192.83
2074-02,40ff67f3dfd9ba68,CATTLE_BEEF,240060,101760,126302,82220,0.0,0.0,91.84,355.56,1,0,BARN,104,FIELD_APPLIED,31225.82,0,89.36,132.07
2074-03,1cc46669a720880b,CATTLE_DAIRY,99232,40070,46793,33337,183066544.48,27379.7,189.94,282.69,0,0,CAGE_FREE,257,LAGOON,91069.23,0,30.69,107.31
2074-04,2a18698a7a2f96f2,CATTLE_BEEF,174561,58070,102800,73291,0.0,0.0,153.02,220.97,1,0,PASTURE,200,FIELD_APPLIED,81376.47,0,51.35,253.61
2074-05,efaa650f42f6014a,CATTLE_BEEF,126716,6584,41936,137447,0.0,0.0,93.61,50.2,1,0,CAGE_FREE,272,LAGOON,224416.01,0,92.31,258.34
2074-06,fab9f5bf34da5be9,CATTLE_DAIRY,233510,72699,108837,50280,241616087.79,14888.9,177.61,207.21,1,0,PASTURE,108,DIGESTER,34170.08,0,44.92,208.92
2074-07,84c0675936266d41,HOGS,169376,8909,35338,129800,0.0,0.0,133.31,252.87,0,0,OTHER,263,DIGESTER,166996.0,0,66.21,43.75
2074-08,22201c642218769e,HOGS,41367,100362,41367,85814,0.0,0.0,165.21,217.03,0,0,FEEDLOT,248,FIELD_APPLIED,812.12,0,54.39,139.1
2074-09,ee1fd9ad56b66552,POULTRY,88028,86648,88028,55506,0.0,0.0,136.85,159.94,0,0,CAGE_FREE,191,FIELD_APPLIED,122257.54,0,43.0,251.52
2074-10,2a42bdcdec4b115a,CATTLE_BEEF,221305,93242,140832,112289,0.0,0.0,111.88,208.77,0,0,FEEDLOT,180,STACK,80008.19,0,70.88,309.48
2074-11,2c4e697e046e4350,GOATS,67715,57679,67715,102585,0.0,0.0,109.51,378.1,0,0,FEEDLOT,244,FIELD_APPLIED,166069.76,0,32.76,216.12
2074-12,26f0dbe823a14786,POULTRY,79486,71895,79486,133277,0.0,0.0,65.54,236.79,0,0,BARN,172,LAGOON,127407.75,0,57.98,299.54
2075-01,b7c898222c247b5d,HOGS,56184,68402,56184,140602,0.0,0.0,76.1,227.59,1,0,CAGE_FREE,348,COMPOST,221190.49,0,93.35,128.25
2075-02,b22fe68ad4ff5efa,POULTRY,62398,109339,62398,60457,0.0,0.0,202.82,262.08,0,0,PASTURE,132,OTHER,36197.74,0,30.55,200.0
2075-03,f21d838e25956aed,POULTRY,226446,9909,18540,11951,0.0,0.0,80.9,198.85,1,0,PASTURE,60,FIELD_APPLIED,149473.61,0,16.2,98.01
2075-04,b9a7324e513d015d,HOGS,66125,21371,44468,110480,0.0,0.0,84.97,178.1,0,0,OTHER,172,LAGOON,172158.37,0,85.55,179.95
2075-05,81e4eee5ce18f0c5,CATTLE_BEEF,241795,75098,109819,137227,0.0,0.0,127.38,385.59,0,0,FEEDLOT,318,STACK,188737.78,0,99.41,202.65
2075-06,0b01455f487dc4ec,CATTLE_DAIRY,212255,32072,57669,1898,181059594.15,12867.3,140.95,158.4,0,0,CAGE_FREE,244,OTHER,90992.6,0,30.15,279.34
2075-07,dc2ceca996f3595d,POULTRY,25277,51492,25277,3718,0.0,0.0,90.15,209.5,1,0,FEEDLOT,94,COMPOST,144126.6,0,28.85,304.75
2075-08,c5c67dd778697261,CATTLE_BEEF,224160,97942,130377,61416,0.0,0.0,195.98,369.47,0,0,FEEDLOT,202,LAGOON,128860.63,0,59.86,253.06
2075-09,8e8b51b98d6e968d,GOATS,70726,91136,70726,75724,0.0,0.0,75.44,427.32,0,0,CAGE_FREE,235,LAGOON,177832.99,0,17.52,98.17
2075-10,d8c86ce948b0bcd9,CATTLE_BEEF,129727,35023,81770,63223,0.0,0.0,167.77,92.93,0,0,FEEDLOT,203,DIGESTER,202668.61,0,52.59,280.84
2075-11,872b5650c6a8462f,SHEEP,228894,1856,51385,48683,0.0,0.0,159.34,245.22,1,0,CAGE_FREE,111,FIELD_APPLIED,139673.43,0,42.57,254.29
2075-12,e0bbf61ff0703d02,POULTRY,189329,91206,125146,98216,0.0,0.0,100.92,309.9,0,0,CAGE_FREE,107,FIELD_APPLIED,14321.49,1,63.04,269.75
2076-01,b5dd7b96fa8caccc,HOGS,248016,48202,80917,28996,0.0,0.0,96.23,112.02,0,0,CAGE_FREE,117,FIELD_APPLIED,6009.87,0,1.41,123.05
2076-02,170787cbd1573ca5,HOGS,47722,108953,47722,65717,0.0,0.0,154.5,112.94,0,0,BARN,111,COMPOST,115202.76,0,7.84,168.88
2076-03,ea2640c45bb47e63,HOGS,197783,117159,137587,82610,0.0,0.0,60.89,352.08,0,0,CAGE_FREE,317,STACK,35107.89,0,78.98,121.3
2076-04,022f9991fc8fbfb3,HOGS,169528,87150,122925,4025,0.0,0.0,119.25,241.38,0,0,PASTURE,84,COMPOST,24216.58,0,96.13,129.58
2076-05,62f093933a6d9f2d,CATTLE_DAIRY,100731,114336,100731,113100,19300203.92,20561.5,162.93,3.27,0,0,PASTURE,265,STACK,68977.56,0,15.26,60.71
2076-06,365d35c7639a67bc,POULTRY,62274,38249,38817,102572,0.0,0.0,209.43,309.75,1,0,PASTURE,149,FIELD_APPLIED,119027.42,0,6.31,183.38
2076-07,7b9f57114f407a23,CATTLE_BEEF,121839,68500,68705,85184,0.0,0.0,200.52,284.06,0,0,PASTURE,45,DIGESTER,58405.6,1,20.99,185.98
2076-08,74aa5a5e4430f07a,POULTRY,239219,34929,52515,66151,0.0,0.0,124.21,293.05,0,0,PASTURE,211,LAGOON,96560.92,0,67.53,172.74
2076-09,0abe98e5ca0427b4,POULTRY,53830,56335,53830,34322,0.0,0.0,67.11,173.06,1,0,FEEDLOT,249,FIELD_APPLIED,188156.62,0,13.29,313.11
2076-10,799d811218fb4f59,SHEEP,204167,33221,55479,109900,0.0,0.0,194.61,397.84,0,0,CAGE_FREE,5,FIELD_APPLIED,114216.84,0,30.96,222.77
2076-11,c1056e4669d76eab,HOGS,122788,42100,64029,114645,0.0,0.0,114.28,81.76,0,0,PASTURE,274,OTHER,38210.62,0,24.77,234.84
2076-12,68f0d7f62f50e44b,POULTRY,6386,94049,6386,126412,0.0,0.0,96.75,110.35,1,0,FEEDLOT,102,COMPOST,89572.85,0,16.74,73.22
2077-01,9bba7b9aaadc61cf,CATTLE_BEEF,215700,56833,64429,102341,0.0,0.0,110.37,62.24,0,0,CAGE_FREE,197,FIELD_APPLIED,87778.25,0,43.5,166.38
2077-02,8cbe098458f2aa78,POULTRY,211384,116004,116957,147815,0.0,0.0,129.97,374.85,1,0,FREE_STALL,88,FIELD_APPLIED,32205.39,0,80.6,68.25
2077-03,eb4cd109f8460526,POULTRY,94551,49613,57142,130844,0.0,0.0,195.39,212.14,1,0,PASTURE,34,LAGOON,56314.14,0,61.94,121.41
2077-04,a08dccfd743031f8,HOGS,124163,16239,63277,14411,0.0,0.0,179.86,224.07,1,0,CAGE_FREE,313,FIELD_APPLIED,118121.82,0,6.94,58.46
2077-05,ccf561857c8e065e,SHEEP,90653,73843,90653,103375,0.0,0.0,193.76,392.17,1,0,OTHER,0,STACK,101666.44,0,92.0,114.64
2077-06,06ec663537076ef2,POULTRY,236475,38561,77863,23643,0.0,0.0,91.55,281.81,1,0,PASTURE,38,FIELD_APPLIED,83488.73,0,70.43,240.3
2077-07,d7ea2bfd55eaa73f,CATTLE_DAIRY,136538,101838,136538,43492,202259356.0,16655.5,205.05,405.84,0,0,CAGE_FREE,152,STACK,165537.5,0,32.41,50.9
2077-08,487854d62839fc2a,CATTLE_BEEF,148693,57427,93733,5437,0.0,0.0,101.38,64.56,0,0,FREE_STALL,119,COMPOST,78809.22,0,26.09,170.31
2077-09,04b28b6d2cedc557,CATTLE_DAIRY,118443,85812,118443,15253,166785181.94,17153.3,181.48,283.95,0,0,FEEDLOT,31,FIELD_APPLIED,130248.72,0,71.19,261.9
2077-10,9fe31030d99d4d05,POULTRY,193299,43149,86794,72883,0.0,0.0,84.48,153.88,0,0,BARN,298,LAGOON,125255.99,0,66.6,64.2
2077-11,390dc84246534ab9,CATTLE_BEEF,218664,35427,43108,18879,0.0,0.0,143.54,91.34,0,0,PASTURE,39,FIELD_APPLIED,53451.85,0,96.33,120.58
2077-12,fd5af81a3b4cf117,POULTRY,216947,60809,61334,122193,0.0,0.0,140.37,23.48,0,0,PASTURE,313,FIELD_APPLIED,36848.03,0,96.22,74.88
2078-01,ca65da581560210f,HOGS,213649,20552,68077,144065,0.0,0.0,88.46,382.78,0,0,FEEDLOT,217,DIGESTER,62152.04,1,63.62,170.68
2078-02,6c883d43b0add177,CATTLE_BEEF,35739,73396,35739,92892,0.0,0.0,212.94,305.21,0,0,CAGE_FREE,131,LAGOON,19297.16,0,68.27,308.87
2078-03,2d7fd824898c1876,GOATS,47451,112362,47451,85827,0.0,0.0,161.82,85.58,1,0,PASTURE,229,FIELD_APPLIED,92867.8,0,99.56,82.95
2078-04,3317b2fd28025556,HOGS,31570,83666,31570,51650,0.0,0.0,210.67,386.83,1,0,CAGE_FREE,271,STACK,52035.28,1,7.69,67.6
2078-05,ed6c7edb03632de2,POULTRY,10960,116629,10960,129349,0.0,0.0,114.03,273.62,0,0,FEEDLOT,23,STACK,192425.39,0,24.34,261.88
2078-06,c9c7a8c0f134ab6d,HOGS,99688,32763,55703,21434,0.0,0.0,76.77,420.55,1,0,CAGE_FREE,297,LAGOON,102535.93,0,57.38,285.69
2078-07,018026b0234568d0,SHEEP,62697,24791,29786,107448,0.0,0.0,116.19,251.37,0,0,PASTURE,34,FIELD_APPLIED,171501.55,0,89.44,219.54
2078-08,98351d0cb16d570a,HOGS,12504,106064,12504,28143,0.0,0.0,175.8,254.88,0,0,BARN,164,FIELD_APPLIED,101555.69,0,44.92,49.57
2078-09,802a81fc4fe942e6,HOGS,248831,81033,92390,48521,0.0,0.0,131.49,262.71,0,0,BARN,253,LAGOON,78916.34,0,80.41,148.37
2078-10,ac14f6668e8a7be6,POULTRY,60124,61971,60124,32283,0.0,0.0,119.18,420.31,0,0,CAGE_FREE,350,STACK,107031.85,0,81.36,88.11
2078-11,f844363bd9bf4486,CATTLE_BEEF,244522,63866,101241,77821,0.0,0.0,208.48,199.75,0,0,BARN,330,STACK,123130.76,0,53.5,179.11
2078-12,efa0159e45a6f66f,HOGS,85733,38596,48855,28190,0.0,0.0,103.23,120.07,0,0,BARN,166,FIELD_APPLIED,205571.33,0,60.65,165.94
2079-01,33d7b413626a3585,CATTLE_DAIRY,28671,90654,28671,104731,206421353.13,16195.9,114.82,50.67,1,0,FREE_STALL,170,OTHER,116908.11,0,69.55,114.29
2079-02,dee49c0456e1445c,CATTLE_BEEF,141448,23000,34832,81486,0.0,0.0,69.79,291.82,0,0,PASTURE,122,COMPOST,129032.59,0,18.25,173.4
2079-03,ba54992c18a03262,POULTRY,55236,92052,55236,69630,0.0,0.0,94.99,190.58,0,0,FEEDLOT,199,FIELD_APPLIED,201424.03,0,10.78,247.72
2079-04,aad5232ff8a67faa,CATTLE_DAIRY,19540,99496,19540,145280,95432796.53,27655.3,107.11,297.57,0,0,FEEDLOT,274,STACK,116184.98,0,71.55,169.86
2079-05,4984daa06972ab13,POULTRY,216534,95578,116658,79080,0.0,0.0,185.65,127.43,0,0,FEEDLOT,134,STACK,66331.41,1,6.91,58.85
2079-06,ded0a3d70cf268c4,POULTRY,147312,104423,109663,145083,0.0,0.0,164.41,165.95,0,0,CAGE_FREE,123,STACK,41909.5,0,27.86,98.19
2079-07,a2b3057121e3fbe5,SHEEP,160446,66726,106058,39110,0.0,0.0,179.68,44.66,0,0,CAGE_FREE,344,FIELD_APPLIED,113915.88,0,72.46,143.15
2079-08,c946a68c4eb94af2,HOGS,170437,31125,41396,1783,0.0,0.0,174.45,84.51,1,1,OTHER,150,OTHER,70774.77,0,77.24,198.34
2079-09,f0340134f23dabea,HOGS,135064,57541,86662,35202,0.0,0.0,210.0,278.64,1,0,BARN,32,LAGOON,48104.44,0,10.21,125.36
2079-10,f70759acfa3f9c01,GOATS,29899,79380,29899,149011,0.0,0.0,152.0,350.72,0,0,CAGE_FREE,365,LAGOON,61783.73,0,64.42,235.93
2079-11,fefc8c9bcb1abdf9,POULTRY,218557,11976,32210,126834,0.0,0.0,94.48,413.55,1,0,BARN,65,STACK,180164.65,0,4.0,56.19
2079-12,f3e9c198985b21f4,CATTLE_BEEF,137208,99111,100863,146827,0.0,0.0,100.46,189.28,0,0,FEEDLOT,92,COMPOST,33268.31,1,41.65,317.71
2080-01,3852bcf6cd276ef6,CATTLE_DAIRY,125605,53084,93790,119619,177963781.66,17193.0,149.22,355.05,0,0,PASTURE,96,FIELD_APPLIED,158188.03,0,35.54,204.9
2080-02,4d52f6df0ccafe71,CATTLE_DAIRY,43022,14301,28607,142280,198999235.61,19294.1,194.52,337.19,0,0,PASTURE,120,FIELD_APPLIED,219038.52,0,72.83,228.04
2080-03,63718530b5ed5418,POULTRY,37785,74493,37785,16136,0.0,0.0,113.48,203.79,0,0,PASTURE,130,FIELD_APPLIED,6868.68,0,41.07,62.87
2080-04,e090e7f3657030b1,GOATS,183014,20345,42233,122750,0.0,0.0,165.98,357.25,1,0,CAGE_FREE,59,FIELD_APPLIED,181452.63,0,63.98,246.21
2080-05,70072e9e769d1bcf,POULTRY,4393,96344,4393,49185,0.0,0.0,212.82,406.22,1,0,FEEDLOT,115,STACK,2690.91,0,8.36,129.16
2080-06,e46f6d696036fe2a,CATTLE_BEEF,71950,20670,21901,134177,0.0,0.0,159.8,304.48,0,0,PASTURE,364,DIGESTER,40429.15,0,38.54,256.89
2080-07,c24f1247662403b7,CATTLE_BEEF,212740,44942,76297,100170,0.0,0.0,204.03,292.1,0,0,OTHER,222,LAGOON,182995.87,0,60.84,144.68
2080-08,46e7d88742a28a78,CATTLE_DAIRY,128648,35863,55235,41536,67261735.68,16106.7,201.34,131.48,0,0,PASTURE,318,DIGESTER,68392.57,0,48.88,272.06
2080-09,6cff7fb0954b6363,POULTRY,240177,78868,122662,80480,0.0,0.0,208.62,71.94,0,0,BARN,289,FIELD_APPLIED,36273.02,0,63.29,109.32
2080-10,df58cb732df6ae44,CATTLE_DAIRY,154256,85825,109625,88217,201310746.52,21854.7,123.71,410.03,1,1,FREE_STALL,346,STACK,53735.9,0,64.82,60.66
2080-11,fdd90ee1b3d03938,HOGS,16058,59311,16058,118404,0.0,0.0,99.68,153.31,0,0,PASTURE,319,STACK,124161.68,0,31.33,296.86
2080-12,1d8ba3f8d64b3843,SHEEP,159476,69134,89359,132704,0.0,0.0,128.81,412.11,0,0,CAGE_FREE,10,OTHER,234171.84,0,78.68,171.65
2081-01,e2d70eaaf7c161cd,HOGS,131597,98047,131597,3618,0.0,0.0,84.66,234.08,1,0,PASTURE,143,DIGESTER,208562.28,0,0.33,64.06
2081-02,cf171a8192d537f2,POULTRY,114504,7472,26666,55606,0.0,0.0,69.19,13.4,0,0,BARN,131,FIELD_APPLIED,160112.88,0,22.47,153.48
2081-03,9b17e222fa034c6b,CATTLE_DAIRY,114260,78629,114260,50836,212665332.87,17803.4,171.05,425.18,1,0,CAGE_FREE,357,FIELD_APPLIED,89882.2,1,18.36,138.34
2081-04,a66446a3a433236d,CATTLE_DAIRY,101305,95986,101305,10980,74032693.84,24253.7,73.62,81.62,1,0,BARN,77,LAGOON,148720.54,0,28.63,119.18
2081-05,e4eb663a98226041,CATTLE_DAIRY,86327,44577,68613,144776,182500199.62,21084.3,209.03,138.1,0,0,FREE_STALL,132,FIELD_APPLIED,15319.98,0,12.03,204.01
2081-06,978df5e1828e21c9,CATTLE_BEEF,185009,107133,122495,89154,0.0,0.0,125.87,50.04,0,0,FEEDLOT,82,STACK,40702.16,0,94.22,257.31
2081-07,557518c554157bb6,CATTLE_BEEF,47653,112504,47653,64789,0.0,0.0,133.3,349.07,1,0,BARN,362,DIGESTER,160874.83,0,91.87,310.95
2081-08,6dfaaab3de777031,GOATS,16495,78146,16495,95710,0.0,0.0,166.47,225.12,0,0,OTHER,218,COMPOST,144521.66,0,45.57,249.95
