demo_nativity_estimate_year,demo_nativity_country_iso2,demo_nativity_region_nuts_code,demo_nativity_nativity_category,demo_nativity_country_of_birth_iso2,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_second_citizenship_iso2,demo_nativity_language_main_home,demo_nativity_language_secondary_home,demo_nativity_language_proficiency_level,demo_nativity_education_level_isc,demo_nativity_employment_status,demo_nativity_refugee_or_protection_flag,demo_nativity_family_reunification_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_integration_policy_index_score,demo_nativity_eurostat_table_code,demo_nativity_cultural_linguistic_diversity_index
2024,HR,IT59,NATIVE_BORN,HR,,NON_EU,,LV,CY,A2,ISCED5_6,STUDENT,0,0,0,0,71.65,migr_imm8,0.1317
2025,FI,PT3,FOREIGN_BORN,SK,2024,DUAL,,EL,LV,NATIVE,ISCED3_4,INACTIVE,0,1,0,0,73.21,migr_pop1ctz,0.1941
2026,IE,RO81,SECOND_GEN,EE,2025,NATIONAL,,FR,IT,C1,ISCED0_2,EMPLOYED,0,0,0,0,32.27,migr_pop3ctb,0.5806
2018,MT,LT871,NATIVE_BORN,MT,,EU,,LT,,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,88.99,edat_lfse_03,0.1973
2019,SK,LT842,FOREIGN_BORN,BG,1980,NON_EU,,HU,,A1,ISCED5_6,STUDENT,0,1,1,0,81.85,ilc_lvps08,0.1214
2020,BE,IE846,SECOND_GEN,IE,1981,DUAL,FR,ES,LV,C2,ISCED3_4,INACTIVE,0,0,0,0,71.33,migr_imm8,0.6169
2021,DK,PT860,NATIVE_BORN,DK,,NATIONAL,,GA,EN,B2,ISCED0_2,EMPLOYED,0,0,0,0,42.26,migr_pop1ctz,0.6115
2022,GR,RO20,FOREIGN_BORN,FI,1983,EU,,CS,LV,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,30.24,migr_pop3ctb,0.8257
2023,LT,SE8,SECOND_GEN,NL,1984,NON_EU,,IT,EN,NATIVE,ISCED5_6,STUDENT,0,0,0,0,50.38,edat_lfse_03,0.0821
2024,PT,DK921,NATIVE_BORN,PT,,DUAL,MT,MT,FI,C1,ISCED3_4,INACTIVE,0,0,0,0,41.38,ilc_lvps08,0.6878
2025,SE,LU775,FOREIGN_BORN,IT,1986,NATIONAL,,PT,SV,B1,ISCED0_2,EMPLOYED,0,0,0,0,69.53,migr_imm8,0.5573
2026,CY,PT370,SECOND_GEN,ES,1987,EU,,PL,SK,A1,ISCED7_8,UNEMPLOYED,0,0,0,1,59.2,migr_pop1ctz,0.2317
2018,FR,ES69,NATIVE_BORN,FR,,NON_EU,,SK,,C2,ISCED5_6,STUDENT,0,0,0,0,44.6,migr_pop3ctb,0.8582
2019,IT,IE2,FOREIGN_BORN,PL,1989,DUAL,,BG,BG,B2,ISCED3_4,INACTIVE,0,0,0,0,25.3,edat_lfse_03,0.0555
2020,NL,EE792,SECOND_GEN,CY,1990,NATIONAL,,RO,,A2,ISCED0_2,EMPLOYED,0,0,0,0,31.79,ilc_lvps08,0.5553
2021,SI,IT574,NATIVE_BORN,SI,,EU,,SL,CY,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,53.02,migr_imm8,0.8019
2022,BG,RO84,FOREIGN_BORN,SE,1992,NON_EU,,HR,ET,C1,ISCED5_6,STUDENT,0,0,1,0,43.2,migr_pop1ctz,0.1217
2023,EE,FI1,SECOND_GEN,DE,1993,DUAL,SE,NL,EN,B1,ISCED3_4,INACTIVE,0,0,0,1,52.84,migr_pop3ctb,0.7655
2024,HU,PL147,NATIVE_BORN,HU,,NATIONAL,,CY,BG,A1,ISCED0_2,EMPLOYED,0,0,0,0,41.21,edat_lfse_03,0.2046
2025,LU,GR942,FOREIGN_BORN,CZ,1995,EU,,DA,LV,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,73.3,ilc_lvps08,0.4592
2026,RO,BG14,SECOND_GEN,LT,1996,NON_EU,,SV,,B2,ISCED5_6,STUDENT,0,0,0,0,58.74,migr_imm8,0.7974
2018,AT,RO71,NATIVE_BORN,AT,,DUAL,AT,EN,HU,A2,ISCED3_4,INACTIVE,0,0,0,0,68.08,migr_pop1ctz,0.6475
2019,CZ,SK361,FOREIGN_BORN,GR,1998,NATIONAL,,ET,HU,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,28.36,migr_pop3ctb,0.1851
2020,DE,HR685,SECOND_GEN,RO,1999,EU,,FI,HR,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,30.53,edat_lfse_03,0.1118
2021,LV,BG493,NATIVE_BORN,LV,,NON_EU,,DE,,B1,ISCED5_6,STUDENT,0,0,0,0,55.64,ilc_lvps08,0.3358
2022,PL,AT49,FOREIGN_BORN,LU,2001,DUAL,MT,LV,SV,A1,ISCED3_4,INACTIVE,0,0,0,0,53.66,migr_imm8,0.8026
2023,ES,IT99,SECOND_GEN,BE,2002,NATIONAL,,EL,LV,C2,ISCED0_2,EMPLOYED,0,0,0,0,59.65,migr_pop1ctz,0.8454
2024,HR,LV71,NATIVE_BORN,HR,,EU,,FR,PL,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,68.68,migr_pop3ctb,0.154
2025,FI,NL578,FOREIGN_BORN,SK,2004,NON_EU,,LT,PL,A2,ISCED5_6,STUDENT,0,0,0,0,70.29,edat_lfse_03,0.2971
2026,IE,DE76,SECOND_GEN,EE,2005,DUAL,,HU,SV,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,52.65,ilc_lvps08,0.8317
2018,MT,IE6,NATIVE_BORN,MT,,NATIONAL,,ES,CS,C1,ISCED0_2,EMPLOYED,0,0,0,0,67.16,migr_imm8,0.4169
2019,SK,GR704,FOREIGN_BORN,BG,2007,EU,,GA,ES,B1,ISCED7_8,UNEMPLOYED,0,0,1,1,80.67,migr_pop1ctz,0.8121
2020,BE,MT7,SECOND_GEN,IE,2008,NON_EU,,CS,,A1,ISCED5_6,STUDENT,0,0,0,0,78.43,migr_pop3ctb,0.2578
2021,DK,AT3,NATIVE_BORN,DK,,DUAL,RO,IT,EL,C2,ISCED3_4,INACTIVE,0,0,0,0,49.05,edat_lfse_03,0.8595
2022,GR,DE6,FOREIGN_BORN,FI,2010,NATIONAL,,MT,ES,B2,ISCED0_2,EMPLOYED,0,0,0,0,36.06,ilc_lvps08,0.0885
2023,LT,IT779,SECOND_GEN,NL,2011,EU,,PT,GA,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,53.02,migr_imm8,0.3322
2024,PT,HU103,NATIVE_BORN,PT,,NON_EU,,PL,HR,NATIVE,ISCED5_6,STUDENT,0,0,0,0,90.44,migr_pop1ctz,0.8684
2025,SE,SK32,FOREIGN_BORN,IT,2013,DUAL,PL,SK,GA,C1,ISCED3_4,INACTIVE,0,0,1,0,57.5,migr_pop3ctb,0.3601
2026,CY,AT25,SECOND_GEN,ES,2014,NATIONAL,,BG,SK,B1,ISCED0_2,EMPLOYED,0,0,0,1,88.14,edat_lfse_03,0.3599
2018,FR,MT91,NATIVE_BORN,FR,,EU,,RO,ES,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,35.48,ilc_lvps08,0.1555
2019,IT,NL2,FOREIGN_BORN,PL,2016,NON_EU,,SL,MT,C2,ISCED5_6,STUDENT,0,1,0,0,65.45,migr_imm8,0.2072
2020,NL,BG84,SECOND_GEN,CY,2017,DUAL,LT,HR,,B2,ISCED3_4,INACTIVE,0,0,0,0,73.74,migr_pop1ctz,0.296
2021,SI,NL967,NATIVE_BORN,SI,,NATIONAL,,NL,PT,A2,ISCED0_2,EMPLOYED,0,0,0,0,31.3,migr_pop3ctb,0.6657
2022,BG,BE25,FOREIGN_BORN,SE,2019,EU,,CY,,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,55.46,edat_lfse_03,0.831
2023,EE,FR75,SECOND_GEN,DE,2020,NON_EU,,DA,,C1,ISCED5_6,STUDENT,0,0,0,0,84.88,ilc_lvps08,0.133
2024,HU,SK351,NATIVE_BORN,HU,,DUAL,,SV,SK,B1,ISCED3_4,INACTIVE,0,0,0,0,47.88,migr_imm8,0.655
2025,LU,PT916,FOREIGN_BORN,CZ,2022,NATIONAL,,EN,,A1,ISCED0_2,EMPLOYED,0,0,0,1,59.95,migr_pop1ctz,0.3223
2026,RO,CY2,SECOND_GEN,LT,2023,EU,,ET,,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,73.63,migr_pop3ctb,0.8256
2018,AT,CY3,NATIVE_BORN,AT,,NON_EU,,FI,ES,B2,ISCED5_6,STUDENT,0,0,0,0,66.53,edat_lfse_03,0.3958
2019,CZ,LU5,FOREIGN_BORN,GR,2025,DUAL,SE,DE,DE,A2,ISCED3_4,INACTIVE,1,0,0,1,77.25,ilc_lvps08,0.6638
2020,DE,ES340,SECOND_GEN,RO,2026,NATIONAL,,LV,HR,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,87.46,migr_imm8,0.7823
2021,LV,IT361,NATIVE_BORN,LV,,EU,,EL,EL,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,29.27,migr_pop1ctz,0.5343
2022,PL,BG40,FOREIGN_BORN,LU,1981,NON_EU,,FR,EN,B1,ISCED5_6,STUDENT,0,0,0,0,40.17,migr_pop3ctb,0.7438
2023,ES,AT1,SECOND_GEN,BE,1982,DUAL,IE,LT,,A1,ISCED3_4,INACTIVE,0,0,0,0,72.86,edat_lfse_03,0.4069
2024,HR,IE811,NATIVE_BORN,HR,,NATIONAL,,HU,HU,C2,ISCED0_2,EMPLOYED,0,0,0,0,89.49,ilc_lvps08,0.4534
2025,FI,LU980,FOREIGN_BORN,SK,1984,EU,,ES,FR,B2,ISCED7_8,UNEMPLOYED,1,1,1,0,52.48,migr_imm8,0.4351
2026,IE,EE295,SECOND_GEN,EE,1985,NON_EU,,GA,SK,A2,ISCED5_6,STUDENT,0,0,0,1,81.83,migr_pop1ctz,0.2144
2018,MT,BE58,NATIVE_BORN,MT,,DUAL,,CS,SV,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,60.07,migr_pop3ctb,0.9163
2019,SK,FI6,FOREIGN_BORN,BG,1987,NATIONAL,,IT,,C1,ISCED0_2,EMPLOYED,0,1,1,0,52.16,edat_lfse_03,0.2325
2020,BE,FI7,SECOND_GEN,IE,1988,EU,,MT,HR,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,43.46,ilc_lvps08,0.2764
2021,DK,NL50,NATIVE_BORN,DK,,NON_EU,,PT,,A1,ISCED5_6,STUDENT,0,0,0,0,86.65,migr_imm8,0.8438
2022,GR,GR19,FOREIGN_BORN,FI,1990,DUAL,IE,PL,PT,C2,ISCED3_4,INACTIVE,0,0,0,0,79.69,migr_pop1ctz,0.4502
2023,LT,AT378,SECOND_GEN,NL,1991,NATIONAL,,SK,,B2,ISCED0_2,EMPLOYED,0,0,0,0,42.16,migr_pop3ctb,0.813
2024,PT,CY8,NATIVE_BORN,PT,,EU,,BG,,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,60.49,edat_lfse_03,0.8058
2025,SE,RO358,FOREIGN_BORN,IT,1993,NON_EU,,RO,IT,NATIVE,ISCED5_6,STUDENT,0,0,1,0,27.17,ilc_lvps08,0.5193
2026,CY,HU886,SECOND_GEN,ES,1994,DUAL,SK,SL,,C1,ISCED3_4,INACTIVE,0,0,0,0,35.86,migr_imm8,0.922
2018,FR,PL326,NATIVE_BORN,FR,,NATIONAL,,HR,RO,B1,ISCED0_2,EMPLOYED,0,0,0,0,66.22,migr_pop1ctz,0.1447
2019,IT,DK942,FOREIGN_BORN,PL,1996,EU,,NL,EL,A1,ISCED7_8,UNEMPLOYED,0,1,1,0,41.54,migr_pop3ctb,0.3186
2020,NL,BE539,SECOND_GEN,CY,1997,NON_EU,,CY,IT,C2,ISCED5_6,STUDENT,0,0,0,0,70.08,edat_lfse_03,0.5804
2021,SI,BG127,NATIVE_BORN,SI,,DUAL,,DA,DE,B2,ISCED3_4,INACTIVE,0,0,0,0,33.14,ilc_lvps08,0.7942
2022,BG,HR83,FOREIGN_BORN,SE,1999,NATIONAL,,SV,SV,A2,ISCED0_2,EMPLOYED,0,0,0,0,38.58,migr_imm8,0.3162
2023,EE,HU833,SECOND_GEN,DE,2000,EU,,EN,ES,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,32.49,migr_pop1ctz,0.5815
2024,HU,BE19,NATIVE_BORN,HU,,NON_EU,,ET,SK,C1,ISCED5_6,STUDENT,0,0,0,0,81.13,migr_pop3ctb,0.4563
2025,LU,SE221,FOREIGN_BORN,CZ,2002,DUAL,CZ,FI,LT,B1,ISCED3_4,INACTIVE,1,0,0,0,78.24,edat_lfse_03,0.6994
2026,RO,BE3,SECOND_GEN,LT,2003,NATIONAL,,DE,CY,A1,ISCED0_2,EMPLOYED,0,0,0,1,52.75,ilc_lvps08,0.5972
2018,AT,LT979,NATIVE_BORN,AT,,EU,,LV,SL,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,86.31,migr_imm8,0.4469
2019,CZ,PL723,FOREIGN_BORN,GR,2005,NON_EU,,EL,,B2,ISCED5_6,STUDENT,1,0,1,0,87.63,migr_pop1ctz,0.7115
2020,DE,SI802,SECOND_GEN,RO,2006,DUAL,LU,FR,,A2,ISCED3_4,INACTIVE,0,0,0,0,71.95,migr_pop3ctb,0.8986
2021,LV,PT597,NATIVE_BORN,LV,,NATIONAL,,LT,EN,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,72.85,edat_lfse_03,0.1
2022,PL,DE68,FOREIGN_BORN,LU,2008,EU,,HU,GA,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,60.71,ilc_lvps08,0.9046
2023,ES,IT573,SECOND_GEN,BE,2009,NON_EU,,ES,MT,B1,ISCED5_6,STUDENT,0,0,0,1,50.93,migr_imm8,0.6583
2024,HR,IE81,NATIVE_BORN,HR,,DUAL,SK,GA,ES,A1,ISCED3_4,INACTIVE,0,0,0,0,30.85,migr_pop1ctz,0.8335
2025,FI,PL2,FOREIGN_BORN,SK,2011,NATIONAL,,CS,SL,C2,ISCED0_2,EMPLOYED,0,0,0,0,43.37,migr_pop3ctb,0.417
2026,IE,SK10,SECOND_GEN,EE,2012,EU,,IT,FI,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,45.92,edat_lfse_03,0.252
2018,MT,CZ842,NATIVE_BORN,MT,,NON_EU,,MT,,A2,ISCED5_6,STUDENT,0,0,0,0,85.9,ilc_lvps08,0.1494
2019,SK,CY63,FOREIGN_BORN,BG,2014,DUAL,HU,PT,,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,90.53,migr_imm8,0.7024
2020,BE,RO1,SECOND_GEN,IE,2015,NATIONAL,,PL,DE,C1,ISCED0_2,EMPLOYED,0,0,0,0,72.47,migr_pop1ctz,0.9327
2021,DK,LV439,NATIVE_BORN,DK,,EU,,SK,,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,59.67,migr_pop3ctb,0.3136
2022,GR,RO818,FOREIGN_BORN,FI,2017,NON_EU,,BG,MT,A1,ISCED5_6,STUDENT,0,0,0,1,77.05,edat_lfse_03,0.8868
2023,LT,MT1,SECOND_GEN,NL,2018,DUAL,SI,RO,DA,C2,ISCED3_4,INACTIVE,0,0,0,0,57.01,ilc_lvps08,0.6092
2024,PT,GR86,NATIVE_BORN,PT,,NATIONAL,,SL,HR,B2,ISCED0_2,EMPLOYED,0,0,0,0,87.22,migr_imm8,0.877
2025,SE,SK1,FOREIGN_BORN,IT,2020,EU,,HR,SV,A2,ISCED7_8,UNEMPLOYED,0,0,0,1,55.26,migr_pop1ctz,0.1454
2026,CY,DK206,SECOND_GEN,ES,2021,NON_EU,,NL,PL,NATIVE,ISCED5_6,STUDENT,0,0,0,0,58.06,migr_pop3ctb,0.6821
2018,FR,HU48,NATIVE_BORN,FR,,DUAL,SK,CY,CY,C1,ISCED3_4,INACTIVE,0,0,0,0,53.52,edat_lfse_03,0.8162
2019,IT,FR18,FOREIGN_BORN,PL,2023,NATIONAL,,DA,PL,B1,ISCED0_2,EMPLOYED,1,1,0,1,41.74,ilc_lvps08,0.1966
2020,NL,FR38,SECOND_GEN,CY,2024,EU,,SV,,A1,ISCED7_8,UNEMPLOYED,0,0,0,1,68.06,migr_imm8,0.9333
2021,SI,EE45,NATIVE_BORN,SI,,NON_EU,,EN,SK,C2,ISCED5_6,STUDENT,0,0,0,0,74.33,migr_pop1ctz,0.5733
2022,BG,DK937,FOREIGN_BORN,SE,2026,DUAL,MT,ET,FR,B2,ISCED3_4,INACTIVE,0,0,1,0,56.82,migr_pop3ctb,0.9416
2023,EE,IT644,SECOND_GEN,DE,1980,NATIONAL,,FI,CY,A2,ISCED0_2,EMPLOYED,0,0,0,0,72.18,edat_lfse_03,0.4618
2024,HU,MT3,NATIVE_BORN,HU,,EU,,DE,,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,54.46,ilc_lvps08,0.9104
2025,LU,MT8,FOREIGN_BORN,CZ,1982,NON_EU,,LV,LT,C1,ISCED5_6,STUDENT,0,1,1,0,50.44,migr_imm8,0.1351
2026,RO,PL9,SECOND_GEN,LT,1983,DUAL,,EL,ET,B1,ISCED3_4,INACTIVE,0,0,0,1,69.49,migr_pop1ctz,0.3772
2018,AT,IT19,NATIVE_BORN,AT,,NATIONAL,,FR,DE,A1,ISCED0_2,EMPLOYED,0,0,0,0,54.83,migr_pop3ctb,0.8887
2019,CZ,HR333,FOREIGN_BORN,GR,1985,EU,,LT,ES,C2,ISCED7_8,UNEMPLOYED,0,1,1,0,73.68,edat_lfse_03,0.1765
2020,DE,FR201,SECOND_GEN,RO,1986,NON_EU,,HU,ES,B2,ISCED5_6,STUDENT,0,0,0,0,76.79,ilc_lvps08,0.7704
2021,LV,LV69,NATIVE_BORN,LV,,DUAL,AT,ES,CS,A2,ISCED3_4,INACTIVE,0,0,0,0,75.56,migr_imm8,0.4628
2022,PL,DE4,FOREIGN_BORN,LU,1988,NATIONAL,,GA,,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,63.02,migr_pop1ctz,0.1848
2023,ES,SK11,SECOND_GEN,BE,1989,EU,,CS,IT,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,53.9,migr_pop3ctb,0.5176
2024,HR,BG531,NATIVE_BORN,HR,,NON_EU,,IT,BG,B1,ISCED5_6,STUDENT,0,0,0,0,58.51,edat_lfse_03,0.3018
2025,FI,AT85,FOREIGN_BORN,SK,1991,DUAL,,MT,GA,A1,ISCED3_4,INACTIVE,0,1,1,0,59.33,ilc_lvps08,0.4786
2026,IE,GR299,SECOND_GEN,EE,1992,NATIONAL,,PT,,C2,ISCED0_2,EMPLOYED,0,0,0,0,25.85,migr_imm8,0.2935
2018,MT,CZ722,NATIVE_BORN,MT,,EU,,PL,DA,B2,ISCED7_8,UNEMPLOYED,0,0,0,0,55.57,migr_pop1ctz,0.1411
2019,SK,CY16,FOREIGN_BORN,BG,1994,NON_EU,,SK,HU,A2,ISCED5_6,STUDENT,0,0,0,0,75.88,migr_pop3ctb,0.8692
2020,BE,CZ64,SECOND_GEN,IE,1995,DUAL,LU,BG,SL,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,34.73,edat_lfse_03,0.3717
2021,DK,SK47,NATIVE_BORN,DK,,NATIONAL,,RO,RO,C1,ISCED0_2,EMPLOYED,0,0,0,0,73.11,ilc_lvps08,0.557
2022,GR,ES27,FOREIGN_BORN,FI,1997,EU,,SL,LV,B1,ISCED7_8,UNEMPLOYED,0,0,0,1,53.18,migr_imm8,0.7874
2023,LT,CZ196,SECOND_GEN,NL,1998,NON_EU,,HR,,A1,ISCED5_6,STUDENT,0,0,0,1,30.41,migr_pop1ctz,0.7057
2024,PT,RO475,NATIVE_BORN,PT,,DUAL,HU,NL,,C2,ISCED3_4,INACTIVE,0,0,0,0,25.46,migr_pop3ctb,0.7089
2025,SE,HR354,FOREIGN_BORN,IT,2000,NATIONAL,,CY,DA,B2,ISCED0_2,EMPLOYED,0,0,0,0,69.11,edat_lfse_03,0.3663
2026,CY,FR2,SECOND_GEN,ES,2001,EU,,DA,ET,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,90.43,ilc_lvps08,0.4351
2018,FR,IE836,NATIVE_BORN,FR,,NON_EU,,SV,BG,NATIVE,ISCED5_6,STUDENT,0,0,0,0,40.3,migr_imm8,0.7712
2019,IT,SI291,FOREIGN_BORN,PL,2003,DUAL,SE,EN,PL,C1,ISCED3_4,INACTIVE,0,0,0,0,39.18,migr_pop1ctz,0.1283
2020,NL,NL796,SECOND_GEN,CY,2004,NATIONAL,,ET,RO,B1,ISCED0_2,EMPLOYED,0,0,0,1,34.16,migr_pop3ctb,0.6576
2021,SI,HR441,NATIVE_BORN,SI,,EU,,FI,NL,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,43.94,edat_lfse_03,0.948
2022,BG,LV928,FOREIGN_BORN,SE,2006,NON_EU,,DE,SK,C2,ISCED5_6,STUDENT,0,0,1,0,73.63,ilc_lvps08,0.4108
2023,EE,LT867,SECOND_GEN,DE,2007,DUAL,,LV,SK,B2,ISCED3_4,INACTIVE,0,0,0,0,45.61,migr_imm8,0.4408
2024,HU,FR379,NATIVE_BORN,HU,,NATIONAL,,EL,CS,A2,ISCED0_2,EMPLOYED,0,0,0,0,41.81,migr_pop1ctz,0.9232
2025,LU,SI883,FOREIGN_BORN,CZ,2009,EU,,FR,,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,77.16,migr_pop3ctb,0.7018
2026,RO,SI439,SECOND_GEN,LT,2010,NON_EU,,LT,HR,C1,ISCED5_6,STUDENT,0,0,0,0,34.62,edat_lfse_03,0.3233
2018,AT,LU598,NATIVE_BORN,AT,,DUAL,,HU,HU,B1,ISCED3_4,INACTIVE,0,0,0,0,83.35,ilc_lvps08,0.0558
2019,CZ,PL323,FOREIGN_BORN,GR,2012,NATIONAL,,ES,FR,A1,ISCED0_2,EMPLOYED,0,0,1,0,28.92,migr_imm8,0.4362
2020,DE,BG268,SECOND_GEN,RO,2013,EU,,GA,LV,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,80.8,migr_pop1ctz,0.378
2021,LV,BG963,NATIVE_BORN,LV,,NON_EU,,CS,,B2,ISCED5_6,STUDENT,0,0,0,0,38.67,migr_pop3ctb,0.4093
2022,PL,ES600,FOREIGN_BORN,LU,2015,DUAL,,IT,PT,A2,ISCED3_4,INACTIVE,0,0,0,1,74.46,edat_lfse_03,0.6185
2023,ES,CZ515,SECOND_GEN,BE,2016,NATIONAL,,MT,,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,88.97,ilc_lvps08,0.698
2024,HR,DK812,NATIVE_BORN,HR,,EU,,PT,,C1,ISCED7_8,UNEMPLOYED,0,0,0,0,35.61,migr_imm8,0.5541
2025,FI,EE711,FOREIGN_BORN,SK,2018,NON_EU,,PL,SK,B1,ISCED5_6,STUDENT,0,0,1,0,59.62,migr_pop1ctz,0.9063
2026,IE,NL375,SECOND_GEN,EE,2019,DUAL,NL,SK,SV,A1,ISCED3_4,INACTIVE,0,0,0,0,60.2,migr_pop3ctb,0.813
2018,MT,SK756,NATIVE_BORN,MT,,NATIONAL,,BG,,C2,ISCED0_2,EMPLOYED,0,0,0,0,34.66,edat_lfse_03,0.7267
2019,SK,DK998,FOREIGN_BORN,BG,2021,EU,,RO,FR,B2,ISCED7_8,UNEMPLOYED,1,0,0,0,74.65,ilc_lvps08,0.4214
2020,BE,BG905,SECOND_GEN,IE,2022,NON_EU,,SL,ES,A2,ISCED5_6,STUDENT,0,0,0,1,50.79,migr_imm8,0.5994
2021,DK,MT204,NATIVE_BORN,DK,,DUAL,FR,HR,GA,NATIVE,ISCED3_4,INACTIVE,0,0,0,0,60.97,migr_pop1ctz,0.6817
2022,GR,LU341,FOREIGN_BORN,FI,2024,NATIONAL,,NL,EL,C1,ISCED0_2,EMPLOYED,0,0,0,0,49.78,migr_pop3ctb,0.8559
2023,LT,SK403,SECOND_GEN,NL,2025,EU,,CY,HR,B1,ISCED7_8,UNEMPLOYED,0,0,0,0,42.33,edat_lfse_03,0.5702
2024,PT,CZ858,NATIVE_BORN,PT,,NON_EU,,DA,CY,A1,ISCED5_6,STUDENT,0,0,0,0,63.34,ilc_lvps08,0.1363
2025,SE,BG591,FOREIGN_BORN,IT,1980,DUAL,HR,SV,FI,C2,ISCED3_4,INACTIVE,0,0,0,0,82.46,migr_imm8,0.7397
2026,CY,PL1,SECOND_GEN,ES,1981,NATIONAL,,EN,FI,B2,ISCED0_2,EMPLOYED,0,0,0,0,74.88,migr_pop1ctz,0.1213
2018,FR,BG4,NATIVE_BORN,FR,,EU,,ET,SK,A2,ISCED7_8,UNEMPLOYED,0,0,0,0,88.07,migr_pop3ctb,0.4336
2019,IT,RO64,FOREIGN_BORN,PL,1983,NON_EU,,FI,,NATIVE,ISCED5_6,STUDENT,0,1,0,0,90.57,edat_lfse_03,0.3478
2020,NL,FI8,SECOND_GEN,CY,1984,DUAL,LV,DE,LT,C1,ISCED3_4,INACTIVE,0,0,0,0,35.51,ilc_lvps08,0.3879
2021,SI,BE441,NATIVE_BORN,SI,,NATIONAL,,LV,SV,B1,ISCED0_2,EMPLOYED,0,0,0,0,85.33,migr_imm8,0.7059
2022,BG,RO292,FOREIGN_BORN,SE,1986,EU,,EL,,A1,ISCED7_8,UNEMPLOYED,0,0,0,0,60.03,migr_pop1ctz,0.713
2023,EE,SE6,SECOND_GEN,DE,1987,NON_EU,,FR,SK,C2,ISCED5_6,STUDENT,0,0,0,0,88.43,migr_pop3ctb,0.3745
2024,HU,CY9,NATIVE_BORN,HU,,DUAL,LU,LT,FI,B2,ISCED3_4,INACTIVE,0,0,0,0,52.29,edat_lfse_03,0.1868
2025,LU,HR3,FOREIGN_BORN,CZ,1989,NATIONAL,,HU,ES,A2,ISCED0_2,EMPLOYED,0,0,0,0,61.07,ilc_lvps08,0.7255
2026,RO,SI61,SECOND_GEN,LT,1990,EU,,ES,FR,NATIVE,ISCED7_8,UNEMPLOYED,0,0,0,0,36.42,migr_imm8,0.2063
2018,AT,SE993,NATIVE_BORN,AT,,NON_EU,,GA,PT,C1,ISCED5_6,STUDENT,0,0,0,0,57.54,migr_pop1ctz,0.6605
2019,CZ,GR40,FOREIGN_BORN,GR,1992,DUAL,,CS,FR,B1,ISCED3_4,INACTIVE,0,0,0,1,65.39,migr_pop3ctb,0.2786
2020,DE,PT92,SECOND_GEN,RO,1993,NATIONAL,,IT,DA,A1,ISCED0_2,EMPLOYED,0,0,0,0,34.42,edat_lfse_03,0.709
2021,LV,IT4,NATIVE_BORN,LV,,EU,,MT,SK,C2,ISCED7_8,UNEMPLOYED,0,0,0,0,40.51,ilc_lvps08,0.7052
2022,PL,RO131,FOREIGN_BORN,LU,1995,NON_EU,,PT,HR,B2,ISCED5_6,STUDENT,0,0,1,0,39.6,migr_imm8,0.1255
2023,ES,EE73,SECOND_GEN,BE,1996,DUAL,,PL,,A2,ISCED3_4,INACTIVE,0,0,0,0,35.09,migr_pop1ctz,0.7573
2024,HR,EE4,NATIVE_BORN,HR,,NATIONAL,,SK,EL,NATIVE,ISCED0_2,EMPLOYED,0,0,0,0,40.35,migr_pop3ctb,0.3515
2025,FI,BE901,FOREIGN_BORN,SK,1998,EU,,BG,SL,C1,ISCED7_8,UNEMPLOYED,0,1,0,0,52.77,edat_lfse_03,0.6772
2026,IE,FI56,SECOND_GEN,EE,1999,NON_EU,,RO,DE,B1,ISCED5_6,STUDENT,0,0,0,1,84.84,ilc_lvps08,0.4028
