labor_indmix_establishment_year,labor_indmix_district_business_pattern_code,labor_indmix_industry_nic_4,labor_indmix_establishment_size_class,labor_indmix_employment_march,labor_indmix_employment_annual_avg,labor_indmix_payroll_q1,labor_indmix_payroll_annual,labor_indmix_average_weekly_wage,labor_indmix_job_creation_count,labor_indmix_job_destruction_count,labor_indmix_churn_rate_pct,labor_indmix_new_establishment_count,labor_indmix_closures_count,labor_indmix_multiunit_share_pct,labor_indmix_women_owned_share_pct,labor_indmix_minority_owned_share_pct,labor_indmix_veteran_owned_share_pct,labor_indmix_rural_urban_class,labor_indmix_confidentiality_flag
2025,DBP100553,4670,5_9,4583,4858,892422202.17,3724186327.68,14742.48,90,540,12.968,221,276,0.6,48.77,35.47,9.29,Rural,Y
2019,DBP100554,9172,20_49,2639,2918,1528506788.11,5879773034.72,38750.02,59,743,27.485,10,38,55.97,59.95,23.07,18.42,Metro,N
2014,DBP100555,7887,250_499,3758,4026,153410508.04,686467301.52,3279.01,33,798,20.641,69,152,19.18,20.85,32.91,14.8,Rural,Y
2011,DBP100556,3431,10_19,1640,1814,107323852.23,431437406.4,4573.8,789,477,69.791,220,85,42.4,39.74,35.63,17.5,Metro,N
2025,DBP100557,9919,100_249,4729,4635,640798773.15,2314927204.2,9604.71,791,657,31.241,56,15,0.67,46.36,32.29,7.86,Urban,N
2021,DBP100558,8902,20_49,1805,1645,297665746.71,1138896668.0,13314.2,293,680,59.149,75,3,46.1,41.51,67.56,10.84,Urban,N
2013,DBP100559,4755,50_99,2255,2374,298323853.53,1284846784.0,10408.0,334,346,28.644,120,4,21.87,15.01,39.93,5.98,Metro,N
2011,DBP100560,4236,100_249,4760,5225,2185945472.44,8589627046.0,31614.38,633,242,16.746,149,6,44.79,21.84,47.95,2.36,PeriUrban,N
2013,DBP100561,6748,50_99,1787,2142,582063951.46,2124741134.88,19075.82,288,261,25.63,134,242,1.51,27.21,51.95,14.55,Urban,N
2010,DBP100562,7401,100_249,2546,2351,1117074153.74,4413183505.64,36099.07,32,728,32.327,6,295,68.64,36.79,6.3,14.01,Urban,N
2020,DBP100563,2901,10_19,305,346,13801038.52,56488222.96,3139.63,322,728,303.468,9,28,32.25,6.22,21.68,0.17,Urban,N
2022,DBP100564,6326,1_4,734,907,85752219.96,386463230.92,8194.03,553,610,128.225,112,178,57.96,3.39,39.6,2.6,Rural,Y
2024,DBP100565,8269,5_9,1401,1897,390678320.02,1688674798.72,17118.88,45,454,26.305,188,103,7.24,37.2,4.0,9.89,Urban,Y
2010,DBP100566,5881,100_249,1401,1450,406848137.84,1736733440.0,23033.6,670,134,55.448,223,190,9.01,20.71,20.39,10.27,Urban,N
2021,DBP100567,1324,5_9,1918,2326,1260340305.8,5048376823.36,41738.68,63,136,8.555,182,137,31.4,8.44,32.9,19.75,Metro,Y
2015,DBP100568,4817,5_9,2674,3155,745420636.81,3379672093.2,20600.22,65,676,23.487,99,217,14.46,18.96,24.83,3.96,Urban,Y
2012,DBP100569,3665,1_4,3438,3601,1483311928.86,5817466490.16,31067.58,510,351,23.91,343,40,2.89,14.23,2.06,8.3,PeriUrban,Y
2013,DBP100570,6907,1_4,894,780,415835857.31,1630622728.8,40202.73,780,202,125.897,22,18,46.65,26.54,27.25,1.01,Metro,Y
2025,DBP100571,6642,1_4,116,202,25510656.33,103500743.84,9853.46,377,50,211.386,137,268,37.57,3.57,58.4,16.25,PeriUrban,N
2011,DBP100572,5396,20_49,3059,3403,426112735.72,1883349786.24,10643.04,744,530,37.438,13,18,2.85,0.73,36.81,2.42,PeriUrban,N
2016,DBP100573,7491,10_19,966,1312,388741176.92,1662348030.72,24366.03,193,145,25.762,164,147,55.94,11.14,38.04,4.01,Metro,N
2022,DBP100574,3472,50_99,3655,3661,573798680.15,2207683164.96,11596.68,385,226,16.689,123,16,68.11,30.69,22.83,0.59,Metro,N
2020,DBP100575,0333,5_9,710,568,211876615.19,777770601.92,26332.97,754,499,220.599,237,203,38.22,47.73,53.76,5.68,Metro,N
2015,DBP100576,7442,10_19,1207,1449,760964431.84,3085284351.24,40947.13,144,731,60.386,199,169,35.97,36.08,65.42,7.97,Rural,Y
2019,DBP100577,6934,20_49,1737,2026,593543605.82,2490211545.12,23637.06,544,142,33.86,223,284,35.61,23.27,47.57,19.74,Urban,Y
2020,DBP100578,4472,5_9,3119,3085,497042101.89,1850752706.4,11536.92,53,742,25.77,33,265,10.85,8.55,33.83,18.49,Urban,N
2021,DBP100579,7524,1_4,4629,4678,2561303763.21,9425882957.92,38748.82,237,312,11.736,349,241,20.09,59.21,49.56,10.21,Urban,Y
2011,DBP100580,7435,500_plus,612,543,213667874.49,858718314.48,30412.18,273,381,120.442,341,35,37.9,35.59,40.63,12.36,Metro,N
2022,DBP100581,8997,100_249,4197,4312,1770711905.4,7044568731.2,31417.55,496,340,19.388,21,163,13.1,22.79,58.1,16.75,Rural,N
2022,DBP100582,2966,100_249,737,761,425734841.16,1578948126.08,39900.64,116,519,83.443,344,199,63.85,38.33,31.0,6.82,PeriUrban,N
2012,DBP100583,1193,20_49,1300,1735,895197831.12,3937515667.8,43643.49,186,586,44.496,244,172,39.3,38.02,7.75,18.26,Urban,Y
2025,DBP100584,1631,100_249,2057,2194,922444905.74,3936057676.72,34500.19,576,126,31.996,79,200,48.31,1.51,1.64,10.12,Rural,N
2016,DBP100585,0525,50_99,3726,3643,1241016698.99,4496693479.72,23737.27,351,615,26.517,110,151,12.45,40.69,24.05,6.23,PeriUrban,Y
2013,DBP100586,8659,250_499,249,543,78670091.04,281718195.72,9977.27,310,392,129.282,307,35,5.96,1.63,3.1,5.51,PeriUrban,Y
2014,DBP100587,8379,20_49,2417,2443,368309470.99,1541128341.48,12131.43,328,581,37.208,71,10,22.23,46.69,67.26,10.13,PeriUrban,Y
2013,DBP100588,5484,10_19,3332,3744,1508051034.94,5493421739.52,28216.54,556,501,28.232,102,218,22.67,51.31,53.23,19.26,Metro,N
2015,DBP100589,8277,500_plus,95,161,44165485.96,163086978.6,19480.05,186,80,165.217,74,139,48.07,35.68,2.67,7.74,PeriUrban,Y
2016,DBP100590,4822,20_49,4172,4561,2271461768.26,9119358268.8,38450.4,635,209,18.505,155,67,37.06,38.89,69.49,19.93,Metro,N
2020,DBP100591,8301,500_plus,2310,2320,1386432823.96,4982219673.6,41298.24,147,549,30.0,117,166,13.32,52.44,64.07,7.68,Rural,Y
2024,DBP100592,1370,50_99,4515,4741,2124968229.23,9246868018.96,37507.78,570,293,18.203,111,115,30.83,54.24,44.05,4.96,Rural,Y
2017,DBP100593,7985,100_249,807,1049,442814120.33,1998170152.68,36631.41,589,540,107.626,0,40,64.81,33.09,60.6,5.04,Urban,N
2018,DBP100594,2566,10_19,4542,4420,1817824948.41,8143084102.4,35429.36,783,184,21.878,326,214,62.03,31.95,2.79,13.1,PeriUrban,Y
2016,DBP100595,9245,250_499,312,350,104158020.9,413073570.0,22696.35,135,317,129.143,56,214,67.68,7.35,13.65,11.71,Metro,Y
2019,DBP100596,7117,10_19,4520,4634,2111684736.18,8552330230.08,35491.56,62,604,14.372,300,199,47.94,27.91,23.08,0.16,Rural,Y
2017,DBP100597,0154,5_9,4357,4201,487167070.45,2209534938.52,10114.51,550,602,27.422,160,193,50.71,29.29,6.24,4.83,Urban,Y
2018,DBP100598,5086,100_249,4918,4861,492366613.12,2075387033.72,8210.51,782,685,30.179,147,184,60.97,53.3,62.03,17.83,Urban,Y
2011,DBP100599,7185,5_9,4586,4528,1051848824.73,4772671928.96,20269.91,571,579,25.398,238,233,37.64,3.1,40.36,13.98,Rural,Y
2019,DBP100600,6173,100_249,3108,3530,1767999192.83,6743807168.8,36738.98,26,704,20.68,263,186,35.55,53.95,20.1,9.14,PeriUrban,Y
2019,DBP100601,1698,10_19,2986,3282,1798198388.0,7419625933.2,43475.05,383,160,16.545,149,187,63.49,3.94,51.48,15.46,Urban,N
2018,DBP100602,3413,5_9,2282,2678,355147503.37,1413797932.56,10152.51,284,385,24.981,25,293,25.95,26.54,41.48,12.9,Rural,Y
2010,DBP100603,9412,5_9,4830,5079,828767915.4,3014351759.64,11413.33,435,500,18.409,61,10,5.81,31.24,17.78,7.04,Urban,N
2024,DBP100604,0604,20_49,1754,1722,193771161.04,855257130.0,9551.25,770,42,47.154,277,181,14.86,16.33,7.51,14.26,Urban,Y
2013,DBP100605,1499,20_49,4438,4537,232462736.11,1051560452.8,4457.2,708,550,27.728,7,65,32.4,35.34,31.63,15.19,Metro,N
2024,DBP100606,4144,250_499,4320,4717,2979112327.88,10976694472.64,44750.96,723,80,17.024,223,101,66.56,58.85,66.02,2.86,PeriUrban,N
2020,DBP100607,2089,250_499,2296,2677,295691674.82,1277722891.12,9178.78,350,429,29.1,43,151,2.33,59.09,4.57,7.65,PeriUrban,Y
2020,DBP100608,7573,100_249,3228,3205,1264792666.23,5598722708.8,33593.68,64,189,7.894,328,280,10.54,10.9,68.16,13.92,PeriUrban,Y
2012,DBP100609,1349,20_49,3986,4133,1339845948.65,6067527854.44,28232.09,536,368,21.873,207,96,40.59,49.02,9.45,9.86,PeriUrban,N
2024,DBP100610,7344,50_99,574,988,599340076.5,2302371770.4,44814.15,120,512,63.968,188,52,10.2,47.27,58.61,3.47,Metro,Y
2017,DBP100611,3688,500_plus,3361,3778,1457661331.33,6571425696.16,33449.86,244,332,15.246,146,246,36.08,24.92,9.36,15.32,Metro,Y
2014,DBP100612,5132,20_49,3101,3167,1267589222.3,5262338885.44,31954.16,562,268,26.208,43,177,6.63,48.54,31.23,13.98,Urban,Y
2019,DBP100613,3110,500_plus,1796,1600,773830911.03,3433264640.0,41265.2,244,362,37.875,232,282,13.34,26.6,8.33,2.71,PeriUrban,Y
2016,DBP100614,5053,20_49,889,981,276512525.52,1094704256.88,21459.74,590,111,71.458,46,111,39.3,34.43,34.36,15.95,Urban,Y
2011,DBP100615,1849,5_9,610,1067,311435329.01,1191960552.64,21482.96,136,342,44.799,16,178,12.12,20.39,46.18,1.83,Metro,Y
2021,DBP100616,8793,5_9,2263,2338,187412042.14,801799798.8,6595.05,542,742,54.919,255,168,26.61,38.39,59.84,18.54,Urban,N
2011,DBP100617,0223,10_19,1301,1627,807861758.39,3223063831.52,38095.88,283,554,51.444,252,275,57.07,7.49,6.36,14.46,Rural,N
2018,DBP100618,0912,5_9,3227,3192,1364170533.55,4947275948.16,29805.74,287,421,22.18,169,125,3.94,53.59,35.19,10.03,Rural,N
2011,DBP100619,8491,5_9,1824,1745,269838873.27,1116239017.4,12301.51,700,478,67.507,132,32,19.31,49.87,47.11,8.36,Urban,N
2018,DBP100620,7177,500_plus,3083,3386,1772944456.25,7480381944.88,42484.79,553,149,20.732,164,267,61.92,29.84,63.03,9.95,PeriUrban,Y
2023,DBP100621,6808,20_49,4988,5305,2100145738.6,8113795697.8,29412.73,269,227,9.35,60,153,33.86,15.24,37.11,2.39,Rural,Y
2014,DBP100622,4344,10_19,2168,2433,611130501.69,2686897466.76,21237.61,684,31,29.388,92,105,57.93,15.02,52.24,19.91,Metro,N
2014,DBP100623,6759,5_9,2639,3132,129961193.14,499300308.0,3065.75,559,641,38.314,116,174,61.65,39.75,49.81,13.04,Urban,N
2019,DBP100624,7321,50_99,4700,4530,2673712179.12,9984575718.0,42386.55,115,567,15.055,101,79,13.59,31.77,9.28,0.92,PeriUrban,Y
2021,DBP100625,3237,100_249,4272,4126,441450800.57,1849361001.28,8619.64,221,517,17.887,209,72,17.0,58.16,47.87,4.33,Rural,N
2016,DBP100626,7309,50_99,1773,2114,240091080.23,978939619.84,8905.28,158,308,22.044,255,160,25.1,39.62,69.04,18.94,PeriUrban,Y
2023,DBP100627,5445,1_4,3462,3674,278320920.86,1120853779.76,5866.87,543,2,14.834,249,90,8.06,32.96,5.13,3.81,Urban,N
2023,DBP100628,3596,1_4,1748,2144,117742917.66,496209675.52,4450.79,211,138,16.278,101,266,44.44,57.23,50.08,18.89,Rural,N
2013,DBP100629,2819,5_9,1100,1382,152454512.65,685686762.8,9541.45,34,202,17.077,193,180,40.74,10.9,19.75,6.92,PeriUrban,Y
2022,DBP100630,1917,500_plus,1189,1453,393562754.73,1765066738.24,23361.04,358,382,50.929,186,164,48.81,23.57,54.9,0.34,Urban,N
2018,DBP100631,8058,500_plus,4648,4972,2161049984.81,8376657546.4,32399.35,560,794,27.233,213,188,42.05,44.48,16.34,2.47,Rural,N
2010,DBP100632,3984,500_plus,2512,2318,1443930635.01,5197045845.68,43116.13,138,527,28.689,2,97,20.29,44.8,19.84,6.88,Metro,N
2025,DBP100633,2553,20_49,459,291,73206209.85,314196459.72,20763.71,45,106,51.89,193,135,54.28,0.5,31.13,16.76,Rural,N
2010,DBP100634,8135,50_99,4451,4922,2879663460.48,11091507281.92,43335.68,117,342,9.325,290,7,53.54,12.04,53.39,7.38,Rural,Y
2024,DBP100635,1447,5_9,1634,1815,529778269.85,2191080777.6,23215.52,313,369,37.576,349,169,67.17,2.99,45.44,16.42,Rural,Y
2022,DBP100636,1368,500_plus,3655,4126,1931357695.53,6952385918.4,32404.2,370,266,15.414,130,243,19.43,26.45,16.4,19.32,Rural,Y
2022,DBP100637,7347,10_19,863,1171,346070867.58,1361139579.28,22353.34,742,422,99.402,298,149,63.5,13.44,68.99,7.42,Rural,Y
2012,DBP100638,2572,500_plus,873,934,434281257.16,1874693716.48,38599.36,587,221,86.51,105,184,34.49,59.09,7.68,17.82,Urban,N
2010,DBP100639,6176,1_4,246,432,142298065.81,511289850.24,22760.41,229,291,120.37,53,54,24.36,21.65,63.97,7.89,PeriUrban,Y
2011,DBP100640,9387,100_249,4028,4260,1060679184.82,4411192000.8,19913.29,299,170,11.009,10,38,53.62,52.51,24.7,8.56,PeriUrban,Y
2023,DBP100641,3054,20_49,1727,1615,453887813.3,1940908808.8,23111.56,696,732,88.421,17,276,2.83,25.87,48.35,18.21,PeriUrban,N
2017,DBP100642,0449,50_99,2075,1926,526091748.49,2219793966.0,22164.25,238,222,23.884,283,63,50.75,29.61,8.95,14.39,Metro,Y
2013,DBP100643,6531,20_49,3724,3947,1316524087.26,5294143781.16,25794.39,225,657,22.346,101,57,36.88,26.06,17.49,15.06,Urban,Y
2010,DBP100644,4944,50_99,2811,2885,192936961.05,837554159.0,5582.95,334,761,37.955,267,67,19.4,21.79,15.87,18.56,Rural,Y
2012,DBP100645,0949,20_49,2325,2282,715532882.34,3206883920.24,27024.91,478,363,36.854,255,227,9.47,15.09,24.79,4.58,PeriUrban,N
2010,DBP100646,4113,50_99,4107,4296,2165214323.27,8284834109.76,37086.53,172,252,9.87,332,153,21.88,3.3,46.75,15.4,PeriUrban,Y
2013,DBP100647,9444,10_19,1222,1363,424990158.54,1567221452.16,22112.16,135,183,23.331,321,295,43.16,14.58,35.69,4.9,Rural,N
2017,DBP100648,4617,50_99,3335,3475,671996150.21,2624309714.0,14523.02,433,61,14.216,45,64,12.3,29.18,48.3,12.7,Metro,N
2023,DBP100649,3592,500_plus,4246,4419,1060911562.75,4413740329.44,19207.88,22,658,15.388,208,248,41.16,7.57,62.75,17.87,Rural,N
2013,DBP100650,8805,5_9,2456,2311,329632610.79,1309502266.8,10896.9,87,680,33.189,210,158,19.93,52.4,55.87,8.47,PeriUrban,Y
2018,DBP100651,0333,20_49,1903,2339,723565498.33,2710106582.04,22281.93,603,555,49.508,47,128,56.57,6.3,20.13,15.3,PeriUrban,N
2011,DBP100652,0481,250_499,1591,2076,879562334.53,3221273646.24,29839.87,639,358,48.025,220,205,31.49,28.42,16.57,2.53,PeriUrban,Y
2025,DBP100653,4391,50_99,4582,4497,2075603234.0,9065233919.04,38766.16,510,268,17.3,121,53,58.38,2.11,62.91,15.77,Urban,Y
2011,DBP100654,6715,1_4,828,1279,579952449.28,2220930242.44,33393.43,360,115,37.138,123,218,23.49,52.02,7.45,3.99,Urban,Y
2024,DBP100655,8781,50_99,336,679,332951260.7,1365783702.92,38681.99,85,227,45.95,58,100,43.3,47.53,34.14,0.21,Metro,Y
2015,DBP100656,9049,50_99,4399,4773,1446788255.05,5485436881.08,22101.23,671,492,24.366,142,240,15.26,50.02,6.25,16.54,PeriUrban,N
2010,DBP100657,3520,1_4,724,665,58922532.17,225272101.6,6514.52,755,107,129.624,24,176,51.95,11.68,65.58,3.75,PeriUrban,N
2013,DBP100658,0725,250_499,2034,2365,82444141.79,336588881.2,2736.94,37,663,29.598,199,285,32.51,59.04,49.85,2.61,Urban,N
2023,DBP100659,7665,100_249,1341,1430,867616986.75,3186454642.8,42851.73,231,566,55.734,120,245,17.09,53.39,15.49,17.65,PeriUrban,Y
2015,DBP100660,5168,20_49,4834,4921,2320546906.81,8376425024.24,32734.22,440,351,16.074,93,130,11.19,13.68,64.68,5.0,Urban,N
2025,DBP100661,4097,20_49,167,195,44283747.43,161955573.0,15971.95,253,706,491.795,210,214,8.77,38.79,66.11,11.01,PeriUrban,N
2016,DBP100662,6242,1_4,4311,4537,1236519671.51,4715627678.84,19987.91,374,481,18.845,60,34,18.78,12.22,13.78,19.26,Rural,Y
2024,DBP100663,0366,10_19,4049,3956,1663347948.0,6108296929.28,29693.44,261,446,17.872,148,273,47.92,28.89,47.06,11.51,PeriUrban,N
2019,DBP100664,8799,250_499,3554,3892,413954955.73,1587514262.88,7844.07,153,431,15.005,330,134,0.36,56.17,34.23,13.13,Metro,Y
2020,DBP100665,7157,100_249,982,1172,116443145.86,517776567.36,8495.94,21,146,14.249,58,96,39.7,40.91,8.79,13.49,Rural,N
2011,DBP100666,0920,100_249,609,674,152843376.57,689417992.64,19670.68,41,194,34.866,307,24,16.52,6.78,2.58,18.83,Metro,Y
2025,DBP100667,3814,5_9,2442,2856,1306747508.12,4812277404.48,32403.29,652,218,30.462,45,268,5.89,25.16,40.42,5.49,Urban,N
2014,DBP100668,2063,500_plus,3547,3482,1684737584.22,6621559367.28,36570.27,18,749,22.028,143,158,33.21,31.11,30.49,12.89,PeriUrban,N
2019,DBP100669,8740,10_19,281,277,41636640.47,160593220.84,11149.21,68,737,290.614,246,216,8.97,0.32,19.62,3.62,Rural,N
2016,DBP100670,2098,20_49,4761,4853,729577970.38,3124677039.12,12382.02,372,600,20.029,0,29,26.22,33.66,48.87,11.18,Metro,Y
2010,DBP100671,9496,1_4,4102,4073,1070722402.74,4007218443.28,18920.18,739,426,28.603,182,139,53.66,6.23,23.89,7.83,Urban,Y
2013,DBP100672,8267,20_49,3100,3397,703580625.55,2888548046.28,16352.37,311,615,27.259,221,87,45.32,55.62,67.04,3.53,PeriUrban,N
2011,DBP100673,9916,10_19,1948,1764,1080275952.77,3959834467.68,43169.31,631,719,76.531,31,223,43.93,47.77,52.87,15.86,Metro,Y
2015,DBP100674,8575,5_9,2560,2436,417209324.08,1574282149.44,12428.02,38,128,6.814,124,181,21.9,49.24,10.9,13.07,Rural,Y
2015,DBP100675,1633,50_99,796,966,445472075.17,1856254239.84,36953.62,441,580,105.694,257,90,32.73,26.24,69.56,12.69,Metro,N
2018,DBP100676,7409,10_19,4854,4964,864329310.29,3623324667.04,14036.93,765,128,17.99,324,190,55.49,9.75,51.17,12.76,Metro,N
2021,DBP100677,5413,20_49,4412,4245,1717489071.18,7623964475.4,34538.21,138,168,7.208,190,121,1.95,7.47,40.19,14.07,Urban,N
2018,DBP100678,1160,500_plus,126,1,518512.43,1912493.96,36778.73,261,157,41800.0,307,100,4.95,43.94,31.09,19.52,PeriUrban,N
2013,DBP100679,5031,50_99,4517,4601,2044265437.93,8774172334.2,36673.35,763,35,17.344,257,208,12.22,42.95,62.51,14.59,Urban,N
2016,DBP100680,0966,250_499,3082,3391,1273546544.19,5385678299.56,30542.83,718,391,32.704,110,202,11.53,49.15,56.49,8.29,PeriUrban,Y
2016,DBP100681,3614,250_499,3355,3619,1396670897.01,5749448264.56,30551.62,509,796,36.06,47,74,9.91,3.25,23.68,0.26,Urban,N
2011,DBP100682,1776,250_499,1738,1689,786629192.63,3279617844.36,37341.37,264,356,36.708,260,5,66.34,33.68,17.89,10.28,Urban,N
2019,DBP100683,9464,5_9,3741,4117,550710936.03,2017823051.92,9425.38,712,722,34.831,293,148,27.09,26.28,24.18,12.39,Metro,N
2022,DBP100684,5668,1_4,2321,2416,197523644.83,766399171.2,6100.35,623,614,51.2,123,55,15.59,16.55,54.06,3.9,Urban,Y
2022,DBP100685,2066,100_249,3969,4044,1853396042.12,7876795467.84,37457.18,169,3,4.253,253,281,4.09,20.11,52.34,12.83,Urban,N
2011,DBP100686,9212,1_4,3233,3246,319796296.76,1350054117.36,7998.33,486,375,26.525,233,19,68.68,19.77,48.73,1.4,PeriUrban,Y
2018,DBP100687,2254,50_99,150,245,57337565.74,235465776.0,18482.4,653,501,471.02,174,120,65.47,29.61,11.48,0.88,Metro,Y
2015,DBP100688,9510,20_49,4930,4821,2841051221.44,10201843253.16,40694.73,183,554,15.287,185,41,24.65,23.24,39.03,14.84,PeriUrban,N
2025,DBP100689,1714,250_499,1072,1118,248045552.98,1009119455.76,17357.91,310,755,95.259,15,32,14.96,39.65,65.14,2.9,Urban,N
2013,DBP100690,3509,500_plus,4861,4794,1204597646.2,4518723917.76,18126.52,198,653,17.751,173,91,40.23,5.65,19.37,6.04,Rural,N
2015,DBP100691,4900,100_249,3264,3295,1334335723.33,5195955749.4,30325.41,616,4,18.816,313,224,42.66,56.55,24.17,18.09,Urban,Y
2019,DBP100692,2513,250_499,2767,2969,542255322.84,2070363150.44,13410.13,196,237,14.584,233,94,2.48,55.06,1.19,2.28,Urban,Y
2012,DBP100693,0834,100_249,2716,3163,1325698946.41,4958415208.24,30146.74,749,288,32.785,201,94,44.24,33.76,68.78,14.14,Urban,Y
2018,DBP100694,3562,10_19,1934,1970,323441468.11,1191349541.2,11629.73,609,738,68.376,301,90,11.98,26.06,37.38,12.65,PeriUrban,N
2016,DBP100695,7379,250_499,2497,2504,652984084.41,2530044304.32,19430.79,667,281,37.859,171,118,8.41,48.41,14.7,11.69,PeriUrban,N
2021,DBP100696,8583,20_49,2308,2373,323158171.13,1246756165.2,10103.7,206,15,9.313,344,256,3.6,57.1,25.52,15.76,Urban,N
2018,DBP100697,8912,1_4,4832,5000,2921768329.11,11097957000.0,42684.45,455,173,12.56,1,219,57.27,36.55,60.88,17.68,Rural,Y
2025,DBP100698,3398,5_9,1083,1237,419347459.24,1784233263.28,27738.22,514,739,101.293,118,20,55.46,43.61,36.16,15.27,PeriUrban,N
2022,DBP100699,6111,50_99,2225,2631,103289612.52,432309502.56,3159.88,570,768,50.855,114,88,15.95,46.71,65.83,2.44,PeriUrban,N
2019,DBP100700,7551,20_49,1632,1432,696272001.15,3093345511.36,41541.49,228,312,37.709,29,190,62.13,36.72,25.47,5.05,Rural,N
2016,DBP100701,6053,1_4,2808,3267,1849647135.28,7138913015.52,42022.28,167,381,16.774,21,125,38.35,1.15,0.34,2.82,Rural,Y
2021,DBP100702,1592,10_19,1365,1538,678506337.97,2743177599.76,34300.01,260,481,48.179,273,87,24.28,31.9,64.18,12.81,Metro,Y
2025,DBP100703,2488,20_49,2573,2992,204397166.04,830393815.68,5337.27,436,304,24.733,339,49,14.09,9.92,22.22,14.08,Rural,Y
2025,DBP100704,6763,250_499,4971,4888,2334197302.56,9498048768.0,37368.0,766,749,30.994,103,286,53.38,34.19,57.87,7.69,PeriUrban,N
2014,DBP100705,7508,100_249,2901,3012,1452986712.86,5980237929.12,38182.13,421,463,29.349,103,267,61.65,17.56,27.78,5.77,Rural,Y
2015,DBP100706,8894,100_249,2208,2701,1159817281.92,4872573424.68,34692.09,636,579,44.983,96,16,46.24,44.93,28.33,10.95,Urban,N
2011,DBP100707,3899,100_249,187,202,101874465.83,414750440.0,39485.0,713,172,438.119,252,76,45.08,14.68,39.37,1.81,Urban,N
2022,DBP100708,6442,10_19,1175,1043,66376098.41,294538902.84,5430.69,428,239,63.95,200,141,61.35,46.36,53.77,17.45,PeriUrban,N
2020,DBP100709,8088,1_4,2839,2966,1374228822.79,4949638021.12,32092.16,407,36,14.936,62,8,4.71,39.35,51.82,6.57,Metro,Y
2014,DBP100710,1675,1_4,4549,4745,2874557018.92,10957491464.4,44409.06,445,100,11.486,320,149,6.62,35.48,22.07,11.43,Metro,N
2017,DBP100711,2421,10_19,1026,1347,279796620.9,1013884098.24,14474.96,110,404,38.159,329,262,37.44,21.95,41.76,13.36,Metro,Y
2012,DBP100712,0426,100_249,3280,3193,106262712.32,435593785.64,2623.49,235,230,14.563,253,140,45.79,44.35,10.01,18.16,Rural,N
2020,DBP100713,5656,100_249,3019,2825,993684016.96,3825862131.0,26043.99,196,41,8.389,207,280,14.26,10.35,29.46,6.67,Rural,N
2017,DBP100714,4844,100_249,1690,1584,303777295.29,1207992614.4,14665.8,94,599,43.75,209,248,63.17,24.53,51.41,11.88,PeriUrban,N
2015,DBP100715,9303,250_499,3661,4149,164483938.07,703180983.96,3259.27,428,529,23.066,184,23,14.98,26.0,9.69,0.78,PeriUrban,N
2021,DBP100716,9568,500_plus,3350,3540,661721560.35,2482443974.4,13485.68,163,188,9.915,109,87,64.0,12.44,41.14,6.62,PeriUrban,Y
2022,DBP100717,2781,250_499,3620,3769,292406847.27,1294392946.6,6604.45,611,191,21.279,336,281,14.88,31.2,25.84,4.19,PeriUrban,Y
2011,DBP100718,9434,500_plus,4381,4268,1259426581.88,4758793879.84,21442.19,420,569,23.172,76,124,39.63,11.28,3.25,7.91,Metro,Y
2011,DBP100719,8654,50_99,748,795,149685687.98,677066520.0,16378.0,725,331,132.83,79,80,36.49,53.25,34.6,12.64,PeriUrban,Y
2018,DBP100720,6491,250_499,4162,4212,752480935.68,3071009972.16,14021.34,237,697,22.175,270,121,49.3,31.0,19.15,19.12,Metro,Y
2016,DBP100721,4642,100_249,4958,5289,788175426.36,3559335368.16,12941.72,296,702,18.869,317,32,66.55,15.68,5.11,11.11,Urban,N
2015,DBP100722,9708,100_249,4095,4216,1377820025.54,5797645048.0,26445.25,720,368,25.806,102,219,11.41,16.69,54.46,11.6,PeriUrban,N
2011,DBP100723,9645,5_9,199,403,67943818.67,294035522.04,14031.09,123,583,175.186,264,31,24.58,48.29,1.47,6.36,PeriUrban,Y
2012,DBP100724,9746,50_99,2129,2427,480132097.35,2122712156.76,16819.69,148,86,9.642,212,198,59.2,39.81,17.78,13.93,Urban,Y
2015,DBP100725,2868,500_plus,4557,4704,2938228990.32,10869095328.0,44434.75,663,660,28.125,123,226,65.35,47.77,10.89,3.94,PeriUrban,Y
2014,DBP100726,0028,5_9,4440,4311,1701846409.52,7153371112.68,31910.19,747,92,19.462,201,193,52.92,47.83,61.23,1.02,Rural,Y
2014,DBP100727,8323,250_499,1258,1530,422081915.54,1900435399.2,23886.82,202,414,40.261,155,118,28.51,45.76,10.34,6.87,Urban,Y
2024,DBP100728,5322,10_19,164,346,102193744.54,457078123.84,25404.52,359,3,104.624,235,77,61.44,51.07,26.31,18.65,Rural,N
2023,DBP100729,6763,250_499,4775,5131,1268604336.05,5382249061.28,20172.44,242,437,13.233,319,140,39.96,46.67,49.12,15.65,Metro,N
2011,DBP100730,3545,250_499,608,990,521100637.94,2129942271.6,41374.17,88,732,82.828,273,229,38.44,39.19,51.63,13.4,PeriUrban,N
