trans_road_reference_year,trans_road_country_iso2,trans_road_region_nuts_code,trans_road_vehicle_type_code,trans_road_vehicle_stock_count,trans_road_new_registrations_count,trans_road_ev_share_new_registrations_pct,trans_road_avg_vehicle_age_years,trans_road_vkt_million_km,trans_road_congestion_index,trans_road_road_fatalities_count,trans_road_serious_injuries_count,trans_road_speeding_infractions_count,trans_road_alcohol_infractions_count,trans_road_seatbelt_noncompliance_count,trans_road_co2e_emissions_tonnes,trans_road_low_emission_zone_coverage_pct,trans_road_data_source,trans_road_revision_round,trans_road_data_extract_date
2007,LT,LU57,LIGHT_COMMERCIAL,7034237,296384,6.24,16.3,11380.31,0.3581,200,716,35436,12441,16501,2466102.5,51.44,POLICE_ADMIN_DATA,BENCHMARK,2025-09-17
2008,PT,IE16,PASSENGER_CAR,13818369,1423774,32.16,8.01,39318.54,1.927,1562,13583,77709,7995,46441,9634761.82,18.99,CARE_ROAD_SAFETY_DB,FLASH,2025-01-12
2009,SE,PL14,MOPED,4874742,256206,6.62,6.38,25748.09,0.5358,610,6197,43385,23,18090,3348178.65,47.77,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-07-03
2010,CY,NL58,MOTORCYCLE,6578990,1060751,21.87,5.44,27218.72,0.2061,213,772,76394,17558,45861,3415511.71,54.31,EEA_TRANSPORT_EMISSIONS,SECOND,2024-09-09
2011,FR,DE447,BUS_COACH,4364968,630123,0.58,5.14,54026.58,1.8737,1736,15710,75535,18127,46584,5038940.25,6.96,POLICE_ADMIN_DATA,BENCHMARK,2025-12-02
2012,IT,ES5,HEAVY_TRUCK,12923870,1411031,7.97,6.27,7261.13,0.3662,293,1859,93816,5391,42198,2173251.45,23.22,CARE_ROAD_SAFETY_DB,FLASH,2025-12-23
2013,NL,PL619,LIGHT_COMMERCIAL,11257324,1985657,36.73,7.42,39550.69,2.3879,176,711,98649,3812,32444,7758019.28,39.97,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-08-18
2014,SI,ES21,PASSENGER_CAR,1693467,167835,21.08,12.45,11630.17,1.7555,226,2290,111925,22432,9762,1671070.69,48.19,EEA_TRANSPORT_EMISSIONS,SECOND,2025-10-02
2015,BG,LU1,MOPED,2881964,401040,7.39,12.75,30156.28,1.9579,1726,13005,7384,3760,26021,4153463.21,54.7,POLICE_ADMIN_DATA,BENCHMARK,2024-02-10
2016,EE,FR728,MOTORCYCLE,6800160,794725,3.21,12.72,49130.95,0.4147,2849,32776,15268,6997,44198,8126421.19,41.46,CARE_ROAD_SAFETY_DB,FLASH,2024-04-05
2017,HU,PL381,BUS_COACH,6775556,152031,3.98,10.86,44127.93,0.9218,938,4879,30390,5624,738,8712509.03,29.48,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-04-12
2018,LU,NL44,HEAVY_TRUCK,6971028,716414,31.38,17.21,2454.72,1.7753,66,473,31675,23900,3237,473636.94,43.76,EEA_TRANSPORT_EMISSIONS,SECOND,2026-02-25
2019,RO,EE188,LIGHT_COMMERCIAL,7211878,725631,37.41,12.54,33119.57,1.2883,1651,15043,140502,10837,66565,4362142.56,60.61,POLICE_ADMIN_DATA,BENCHMARK,2024-12-20
2020,AT,GR553,PASSENGER_CAR,4421087,241888,79.27,11.73,198.66,2.1689,3,33,129663,3280,71778,23737.18,38.79,CARE_ROAD_SAFETY_DB,FLASH,2024-11-07
2021,CZ,DK33,MOPED,2838191,355547,84.25,16.77,20338.36,1.7803,300,2407,19779,4551,22840,2374413.8,40.4,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-05-29
2022,DE,SI627,MOTORCYCLE,4855094,834255,77.32,8.23,36096.96,1.4515,981,10440,102211,10709,29062,6215667.33,53.16,EEA_TRANSPORT_EMISSIONS,SECOND,2024-10-26
2023,LV,DK558,BUS_COACH,6120788,555444,80.78,6.31,24184.31,1.9112,841,6112,154792,679,39118,4083154.8,52.73,POLICE_ADMIN_DATA,BENCHMARK,2025-07-25
2024,PL,LU5,HEAVY_TRUCK,898196,30820,55.45,10.05,20947.6,0.662,603,7151,84003,13703,5842,2270478.75,58.99,CARE_ROAD_SAFETY_DB,FLASH,2024-06-28
2025,ES,SE37,LIGHT_COMMERCIAL,8658164,1554334,18.26,7.04,33581.52,0.2541,54,583,101649,794,53049,8992887.89,49.88,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-09-19
2005,HR,EE2,PASSENGER_CAR,750217,83533,39.25,13.51,33088.75,0.7671,462,2572,48797,13472,7047,5232504.97,3.86,EEA_TRANSPORT_EMISSIONS,SECOND,2024-08-06
2006,FI,FR9,MOPED,1524299,241257,32.65,13.81,24234.53,0.5722,1039,7957,70050,31073,31020,4135549.6,34.49,POLICE_ADMIN_DATA,BENCHMARK,2025-09-21
2007,IE,NL15,MOTORCYCLE,6439480,517114,11.56,8.37,74984.26,0.711,1395,16650,31193,2779,21240,6772280.29,52.97,CARE_ROAD_SAFETY_DB,FLASH,2024-10-26
2008,MT,IE46,BUS_COACH,2815276,318255,30.04,9.71,6962.39,0.6737,310,2594,82564,12933,6660,1455446.08,5.7,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-02-11
2009,SK,FR3,HEAVY_TRUCK,353356,46547,7.68,13.03,48278.97,1.4551,2084,9147,144023,1026,46851,12218530.75,18.94,EEA_TRANSPORT_EMISSIONS,SECOND,2025-01-07
2010,BE,RO88,LIGHT_COMMERCIAL,6656511,664490,28.22,14.24,86835.23,0.5811,532,2096,39824,18712,52429,11129650.36,19.15,POLICE_ADMIN_DATA,BENCHMARK,2024-08-31
2011,DK,NL144,PASSENGER_CAR,7612944,300409,18.09,10.7,7873.96,0.2835,318,1560,14031,3723,3692,1889509.13,10.64,CARE_ROAD_SAFETY_DB,FLASH,2025-02-05
2012,GR,SK4,MOPED,6727625,916081,19.42,16.04,23663.1,1.0812,1298,6206,98317,14094,35453,2302399.1,52.86,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-09-14
2013,LT,SI81,MOTORCYCLE,10074561,1418140,2.19,5.66,12358.15,1.6839,561,3448,109033,9964,30351,2703523.01,24.16,EEA_TRANSPORT_EMISSIONS,SECOND,2026-02-08
2014,PT,IT2,BUS_COACH,5499209,257921,34.77,10.86,41477.51,1.4151,675,3948,54234,4144,50444,3687854.0,53.77,POLICE_ADMIN_DATA,BENCHMARK,2024-02-25
2015,SE,SE6,HEAVY_TRUCK,4243929,237445,26.79,6.0,69743.37,0.5696,904,6324,20290,17557,51371,19485163.1,44.89,CARE_ROAD_SAFETY_DB,FLASH,2024-06-22
2016,CY,CZ96,LIGHT_COMMERCIAL,8509610,1508378,20.85,8.14,20611.95,0.1882,50,581,21541,570,23522,2652650.49,37.84,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-04
2017,FR,FI86,PASSENGER_CAR,4778669,143354,29.19,8.59,1032.3,2.0913,9,64,91034,12884,14598,96766.86,1.06,EEA_TRANSPORT_EMISSIONS,SECOND,2025-06-04
2018,IT,NL7,MOPED,9432582,1277881,28.09,12.97,48126.53,1.3823,226,1839,69329,11222,8824,6610510.57,81.09,POLICE_ADMIN_DATA,BENCHMARK,2024-12-06
2019,NL,DE150,MOTORCYCLE,8588690,455907,35.97,15.93,51093.7,1.8371,1839,13487,67727,15268,25468,7686183.76,57.8,CARE_ROAD_SAFETY_DB,FLASH,2025-06-17
2020,SI,DE688,BUS_COACH,195142,5973,69.65,10.97,61789.1,0.3688,394,2428,40741,29219,15782,7206164.34,5.95,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-11-17
2021,BG,PL45,HEAVY_TRUCK,1261004,129786,28.57,15.44,29085.4,1.3814,479,4782,55626,13080,44425,5055417.95,17.3,EEA_TRANSPORT_EMISSIONS,SECOND,2026-01-29
2022,EE,DK3,LIGHT_COMMERCIAL,5893970,667115,23.51,10.68,56347.27,0.1956,1115,4629,45509,19158,23790,8488282.82,72.15,POLICE_ADMIN_DATA,BENCHMARK,2025-05-30
2023,HU,BG13,PASSENGER_CAR,6245525,1092834,35.36,10.81,1898.14,2.367,39,150,7784,21880,43797,118203.14,61.71,CARE_ROAD_SAFETY_DB,FLASH,2025-03-27
2024,LU,RO8,MOPED,9865391,1453103,37.8,6.82,3450.41,0.8393,219,697,87507,8401,16347,680667.48,5.89,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-07
2025,RO,DK6,MOTORCYCLE,7352703,494303,63.82,17.08,11456.13,0.9171,360,2580,4377,2976,11401,1549072.31,57.97,EEA_TRANSPORT_EMISSIONS,SECOND,2024-09-13
2005,AT,PL8,BUS_COACH,2277333,328023,26.74,9.64,10228.35,1.1789,359,3680,5515,8106,2242,1759863.29,18.32,POLICE_ADMIN_DATA,BENCHMARK,2026-01-06
2006,CZ,SK7,HEAVY_TRUCK,1305316,231904,10.47,6.2,46781.06,0.5433,1537,15442,64449,13290,11104,4205557.76,21.39,CARE_ROAD_SAFETY_DB,FLASH,2024-11-07
2007,DE,SK179,LIGHT_COMMERCIAL,10477429,1703697,7.39,12.69,62469.4,0.6158,1293,5091,91576,18730,13472,6642088.97,13.2,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-09-12
2008,LV,DK835,PASSENGER_CAR,10550562,1118326,23.26,9.62,6783.6,2.1899,181,1497,55757,11361,70419,563991.17,39.36,EEA_TRANSPORT_EMISSIONS,SECOND,2024-05-24
2009,PL,IE1,MOPED,7162488,623961,2.02,5.16,1228.38,1.1527,50,424,39955,221,40772,323780.79,50.61,POLICE_ADMIN_DATA,BENCHMARK,2025-06-27
2010,ES,IE8,MOTORCYCLE,12670122,2015207,40.33,5.27,63854.36,1.2496,2328,7523,145327,8855,28270,16166671.61,47.85,CARE_ROAD_SAFETY_DB,FLASH,2025-11-28
2011,HR,DE3,BUS_COACH,4025072,297560,1.44,5.07,14347.31,0.3062,592,2637,79328,5572,42646,1608251.35,54.89,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-09-04
2012,FI,LV8,HEAVY_TRUCK,6699490,220043,17.54,9.83,3705.4,1.3349,42,345,65004,12293,38469,876926.88,27.41,EEA_TRANSPORT_EMISSIONS,SECOND,2025-07-15
2013,IE,SK22,LIGHT_COMMERCIAL,10244473,1288596,33.56,5.77,7489.68,0.4903,153,1608,51233,6725,68683,504518.48,46.02,POLICE_ADMIN_DATA,BENCHMARK,2024-08-04
2014,MT,ES4,PASSENGER_CAR,10320567,1011588,12.07,11.34,46195.8,2.1237,1300,14013,71068,12338,72416,4493392.02,3.36,CARE_ROAD_SAFETY_DB,FLASH,2025-04-13
2015,SK,PT98,MOPED,7080986,603422,23.47,11.36,44211.62,1.7398,2297,23528,155601,736,13536,3817222.99,30.07,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-03
2016,BE,DK927,MOTORCYCLE,14619025,1600691,37.85,17.19,2593.28,1.6763,66,590,95495,15922,40778,458885.17,16.07,EEA_TRANSPORT_EMISSIONS,SECOND,2024-01-07
2017,DK,SI435,BUS_COACH,7384495,1318182,19.95,15.65,46495.64,2.1816,1438,12224,122950,1915,5796,7227648.48,45.55,POLICE_ADMIN_DATA,BENCHMARK,2025-05-11
2018,GR,ES81,HEAVY_TRUCK,3846291,385706,11.35,11.31,86621.11,0.578,3307,19947,55755,18662,23753,12786768.77,37.14,CARE_ROAD_SAFETY_DB,FLASH,2025-11-20
2019,LT,ES96,LIGHT_COMMERCIAL,312519,38927,1.25,14.03,27642.04,0.7191,307,932,44592,4759,42865,4936177.49,35.16,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-08-19
2020,PT,SI4,PASSENGER_CAR,15321418,881923,31.49,15.89,75614.25,1.2884,2640,20766,70549,3654,46001,16558267.44,43.63,EEA_TRANSPORT_EMISSIONS,SECOND,2024-11-30
2021,SE,BG459,MOPED,5863562,652862,69.77,7.19,46261.34,2.0005,1267,8749,41985,16047,37071,4662170.62,63.34,POLICE_ADMIN_DATA,BENCHMARK,2026-02-22
2022,CY,RO36,MOTORCYCLE,10379692,870430,49.98,6.5,57132.58,1.8491,363,2095,119375,13697,33411,12534164.25,68.72,CARE_ROAD_SAFETY_DB,FLASH,2025-08-17
2023,FR,HR87,BUS_COACH,394131,43631,80.67,13.67,4834.84,0.25,167,1124,59354,17981,16903,297056.06,51.9,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-05-09
2024,IT,DK29,HEAVY_TRUCK,340421,55983,54.85,17.12,24393.23,0.8464,1194,7121,36744,16423,17988,3687994.02,44.22,EEA_TRANSPORT_EMISSIONS,SECOND,2024-02-08
2025,NL,HR5,LIGHT_COMMERCIAL,8843634,609039,96.26,5.69,59065.7,0.8523,1678,11537,5264,6213,32333,9658862.69,80.06,POLICE_ADMIN_DATA,BENCHMARK,2025-05-05
2005,SI,HR6,PASSENGER_CAR,932059,129354,22.56,8.62,19308.66,1.5458,886,4466,153986,18536,68100,3364201.17,23.41,CARE_ROAD_SAFETY_DB,FLASH,2026-02-20
2006,BG,SK487,MOPED,285592,25829,41.82,9.73,32030.5,1.6683,974,6298,77020,14924,29956,6442332.74,53.22,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-04-27
2007,EE,IE6,MOTORCYCLE,3886411,548595,32.4,13.14,49102.72,0.2905,977,6486,81481,9775,1077,3767649.52,30.02,EEA_TRANSPORT_EMISSIONS,SECOND,2025-11-28
2008,HU,HR631,BUS_COACH,3712775,448490,11.86,10.73,95534.11,1.8626,1208,6063,15314,14229,3986,8132466.4,33.7,POLICE_ADMIN_DATA,BENCHMARK,2024-08-22
2009,LU,IE364,HEAVY_TRUCK,5268197,258318,35.39,14.32,32170.97,1.0141,533,6253,19881,16561,25145,7417254.82,27.0,CARE_ROAD_SAFETY_DB,FLASH,2025-07-19
2010,RO,FI307,LIGHT_COMMERCIAL,7169208,179429,17.76,12.26,61565.34,0.5112,1992,18848,83835,4263,65258,10324327.17,41.01,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-05-03
2011,AT,LT6,PASSENGER_CAR,7550181,198278,13.1,7.36,52330.01,0.272,2458,9051,96764,13497,5926,9136544.33,5.2,EEA_TRANSPORT_EMISSIONS,SECOND,2025-05-24
2012,CZ,MT673,MOPED,4982830,820388,8.82,10.57,39377.28,0.5564,2335,16159,101004,6796,10023,6698377.79,46.96,POLICE_ADMIN_DATA,BENCHMARK,2024-02-27
2013,DE,AT7,MOTORCYCLE,9858374,1403161,7.65,17.3,74819.73,1.9464,913,6532,598,3385,30160,15597209.08,44.86,CARE_ROAD_SAFETY_DB,FLASH,2025-04-23
2014,LV,IT7,BUS_COACH,4909709,191429,19.18,9.87,25783.68,0.3091,1017,10863,58407,12068,35905,7012426.51,0.17,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-11-12
2015,PL,BG93,HEAVY_TRUCK,5672595,133969,34.22,7.19,45531.94,1.6567,2131,11481,152256,14861,50864,7134134.07,31.03,EEA_TRANSPORT_EMISSIONS,SECOND,2024-09-16
2016,ES,LV20,LIGHT_COMMERCIAL,14441217,1903782,19.18,6.85,24545.87,1.9378,392,3718,33912,3110,46567,1596384.45,4.1,POLICE_ADMIN_DATA,BENCHMARK,2024-10-11
2017,HR,CZ4,PASSENGER_CAR,12174720,1881874,14.3,6.53,10756.73,2.3096,167,755,93341,2864,30599,2231352.14,33.08,CARE_ROAD_SAFETY_DB,FLASH,2025-04-09
2018,FI,SI83,MOPED,1825781,152293,33.34,16.52,1793.82,0.8439,31,102,35128,10789,29311,404446.47,78.16,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-12-12
2019,IE,EE980,MOTORCYCLE,9433387,1512028,8.23,15.55,14917.5,2.2276,654,7314,43278,26609,34471,2733619.09,67.19,EEA_TRANSPORT_EMISSIONS,SECOND,2024-09-17
2020,MT,EE130,BUS_COACH,2405031,408359,72.82,8.93,26723.8,2.1921,374,1535,50908,9555,15160,1064299.14,83.12,POLICE_ADMIN_DATA,BENCHMARK,2025-11-07
2021,SK,LT98,HEAVY_TRUCK,4004372,588763,40.77,6.65,24206.79,1.6628,1137,6997,46372,1597,9745,3769972.17,32.25,CARE_ROAD_SAFETY_DB,FLASH,2026-01-22
2022,BE,HU152,LIGHT_COMMERCIAL,7735753,552177,34.32,5.88,69348.36,0.7743,1749,8285,90747,1427,20819,5584055.32,7.97,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-06-16
2023,DK,SK69,PASSENGER_CAR,4953099,198524,85.06,15.68,82478.73,1.3554,2805,19536,138101,3266,13130,6720971.63,71.35,EEA_TRANSPORT_EMISSIONS,SECOND,2025-03-13
2024,GR,EE41,MOPED,10059637,1159409,97.44,7.22,11475.34,0.37,212,1639,30699,12635,48631,663536.55,49.76,POLICE_ADMIN_DATA,BENCHMARK,2025-08-17
2025,LT,PT83,MOTORCYCLE,9694691,1721756,6.23,11.28,54988.69,0.6447,3324,28095,75099,17675,12479,13059375.33,74.16,CARE_ROAD_SAFETY_DB,FLASH,2025-12-28
2005,PT,IE616,BUS_COACH,504422,61553,32.14,12.87,29382.08,0.2602,1017,3736,89228,30289,2442,3253476.71,22.7,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-10-15
2006,SE,LU28,HEAVY_TRUCK,6965336,1009219,39.24,7.57,1884.78,1.9505,52,187,80363,6430,10502,451410.48,55.79,EEA_TRANSPORT_EMISSIONS,SECOND,2026-01-01
2007,CY,SE113,LIGHT_COMMERCIAL,15570655,1847759,8.35,5.88,35743.49,1.8442,309,1992,8932,2395,17017,5469642.69,24.68,POLICE_ADMIN_DATA,BENCHMARK,2024-08-24
2008,FR,DE477,PASSENGER_CAR,13969131,948667,34.35,6.06,30272.43,1.4603,950,4810,125316,1266,50906,2248335.2,35.39,CARE_ROAD_SAFETY_DB,FLASH,2025-11-04
2009,IT,PL94,MOPED,12669172,2129689,9.68,14.14,15767.15,1.3296,284,3210,97691,2826,40131,1847191.07,31.24,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-10-02
2010,NL,FI7,MOTORCYCLE,2489446,411391,20.51,10.73,60121.02,1.6742,241,2526,37964,10485,50802,13541647.46,1.2,EEA_TRANSPORT_EMISSIONS,SECOND,2025-05-14
2011,SI,DE833,BUS_COACH,10148631,1454820,8.63,11.27,16190.7,0.3055,308,2721,56200,21237,14180,4301096.97,42.3,POLICE_ADMIN_DATA,BENCHMARK,2026-02-14
2012,BG,RO60,HEAVY_TRUCK,4170448,663846,14.35,6.3,31594.72,0.6304,643,6551,11068,8508,44667,6528442.85,10.03,CARE_ROAD_SAFETY_DB,FLASH,2025-04-04
2013,EE,RO638,LIGHT_COMMERCIAL,6525330,728084,5.0,10.24,36155.3,1.4845,1437,13010,138119,16962,21292,7063205.63,49.32,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-06-04
2014,HU,MT25,PASSENGER_CAR,1580687,164002,22.7,9.46,6178.14,1.9839,100,475,78433,17919,13969,883451.19,42.57,EEA_TRANSPORT_EMISSIONS,SECOND,2025-05-07
2015,LU,CZ905,MOPED,3492124,433125,27.54,16.52,49288.77,0.5389,2325,12104,51535,261,12024,9498929.92,50.27,POLICE_ADMIN_DATA,BENCHMARK,2024-03-14
2016,RO,LU87,MOTORCYCLE,5146957,791320,6.15,11.48,65880.53,1.7496,559,5245,27387,3755,25899,4995629.57,44.14,CARE_ROAD_SAFETY_DB,FLASH,2025-09-16
2017,AT,LU208,BUS_COACH,2951859,530131,18.61,6.01,40865.95,1.2053,1970,9969,156062,8647,48104,2945399.34,18.73,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-06-09
2018,CZ,BG58,HEAVY_TRUCK,8359697,852268,29.47,12.5,81102.32,1.0115,2410,25963,77643,4631,47383,14981413.4,41.46,EEA_TRANSPORT_EMISSIONS,SECOND,2025-06-11
2019,DE,DK4,LIGHT_COMMERCIAL,9641536,1729051,18.81,8.77,46419.86,1.8469,1171,12883,104578,12404,73351,7194358.86,40.15,POLICE_ADMIN_DATA,BENCHMARK,2025-01-23
2020,LV,NL661,PASSENGER_CAR,4675659,499453,15.17,16.29,57854.29,0.5083,592,5615,23118,11401,14485,9622084.22,4.83,CARE_ROAD_SAFETY_DB,FLASH,2025-11-08
2021,PL,FR43,MOPED,13445324,1195576,75.72,5.65,58029.78,1.6419,1688,18214,22971,12270,51255,2229602.33,46.15,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-11-02
2022,ES,LV96,MOTORCYCLE,5976781,539019,71.19,8.47,38477.61,2.0387,1293,5422,69799,14512,38880,5396903.64,41.19,EEA_TRANSPORT_EMISSIONS,SECOND,2025-06-30
2023,HR,HR66,BUS_COACH,6408808,1029507,24.62,13.47,33044.46,1.7889,163,949,107756,18073,17973,6530111.37,68.47,POLICE_ADMIN_DATA,BENCHMARK,2024-06-17
2024,FI,DK8,HEAVY_TRUCK,4617744,229866,46.45,8.37,6196.81,1.7364,291,1587,47310,18742,14379,1427855.41,84.75,CARE_ROAD_SAFETY_DB,FLASH,2025-04-08
2025,IE,RO623,LIGHT_COMMERCIAL,8228392,1435167,84.46,7.52,41059.93,1.325,894,6661,52626,3329,12714,1945099.55,34.59,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-07-04
2005,MT,LU3,PASSENGER_CAR,14287580,2189735,28.34,15.3,57927.21,2.1556,865,7474,2286,7728,102,11719784.73,46.81,EEA_TRANSPORT_EMISSIONS,SECOND,2025-06-11
2006,SK,PL435,MOPED,10540464,574887,37.69,14.27,34398.8,1.5785,2093,17130,70612,20020,12701,6175151.85,46.8,POLICE_ADMIN_DATA,BENCHMARK,2026-01-15
2007,BE,ES780,MOTORCYCLE,5533882,111387,37.41,9.68,67806.02,0.9204,2724,15853,39570,3694,21539,6398248.23,55.9,CARE_ROAD_SAFETY_DB,FLASH,2025-06-22
2008,DK,FI97,BUS_COACH,9145886,212035,27.34,16.35,8453.11,0.5541,345,3340,81246,12707,48315,647170.74,4.86,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-11-15
2009,GR,BE9,HEAVY_TRUCK,522721,15565,33.51,14.1,11605.47,0.9556,268,1748,70537,793,10958,2999723.86,18.91,EEA_TRANSPORT_EMISSIONS,SECOND,2024-07-12
2010,LT,HR288,LIGHT_COMMERCIAL,50876,6879,5.88,10.17,7075.77,1.7804,101,1067,157027,3911,17865,1646886.61,7.79,POLICE_ADMIN_DATA,BENCHMARK,2025-11-26
2011,PT,BE2,PASSENGER_CAR,13474716,1323781,4.81,6.95,37813.92,0.9941,42,293,25910,10130,75901,6453346.28,53.08,CARE_ROAD_SAFETY_DB,FLASH,2025-05-22
2012,SE,LU576,MOPED,5756314,622902,14.25,13.04,14008.47,0.5786,123,1337,25712,22362,15101,2824689.92,14.92,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-01-13
2013,CY,SI166,MOTORCYCLE,7875841,665576,37.48,6.9,4006.84,1.4133,145,591,53611,397,22977,683839.44,25.34,EEA_TRANSPORT_EMISSIONS,SECOND,2025-10-20
2014,FR,GR418,BUS_COACH,6970368,567546,19.65,12.86,78005.59,0.8931,2240,16248,60715,20396,24599,22658430.3,1.53,POLICE_ADMIN_DATA,BENCHMARK,2025-08-17
2015,IT,HR47,HEAVY_TRUCK,10202648,1654001,38.4,9.69,8299.97,1.9736,110,680,108616,17683,50963,891854.86,9.91,CARE_ROAD_SAFETY_DB,FLASH,2025-08-13
2016,NL,MT77,LIGHT_COMMERCIAL,4624535,223409,26.74,11.75,72499.43,1.2729,103,729,19175,432,63347,8242414.37,32.9,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-01-25
2017,SI,DE514,PASSENGER_CAR,1966912,348123,21.24,7.76,84666.84,1.5066,3586,15650,70486,12792,19959,8167795.42,16.75,EEA_TRANSPORT_EMISSIONS,SECOND,2024-11-27
2018,BG,DE80,MOPED,9906871,1081080,13.73,10.82,51645.16,0.2927,283,1903,58963,8376,51711,14842466.34,40.49,POLICE_ADMIN_DATA,BENCHMARK,2024-08-21
2019,EE,SE84,MOTORCYCLE,3211112,389710,4.84,14.91,19326.44,1.7694,230,1688,103476,17965,40373,2913263.05,75.21,CARE_ROAD_SAFETY_DB,FLASH,2024-07-22
2020,HU,SI34,BUS_COACH,289193,7733,3.47,13.62,12942.72,1.7499,305,2169,98347,24936,37259,3185793.09,33.48,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-05-10
2021,LU,SK20,HEAVY_TRUCK,12171886,277972,92.27,12.44,46624.38,0.5996,2024,18574,100765,2497,22987,7394987.38,75.97,EEA_TRANSPORT_EMISSIONS,SECOND,2025-08-15
2022,RO,LV559,LIGHT_COMMERCIAL,4625344,328226,41.28,12.82,33329.83,2.0,446,1746,143826,2725,16157,4841510.46,1.32,POLICE_ADMIN_DATA,BENCHMARK,2024-10-18
2023,AT,BG6,PASSENGER_CAR,8370571,1152266,77.5,14.74,30966.07,0.9216,1127,6547,22232,4351,40752,5245104.33,72.9,CARE_ROAD_SAFETY_DB,FLASH,2025-03-07
2024,CZ,SK3,MOPED,5957340,492657,2.45,10.37,40944.09,0.3296,576,6789,18148,18382,23622,8564690.01,37.52,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-05-02
2025,DE,IE281,MOTORCYCLE,8258081,182465,3.16,9.38,25924.77,1.2781,1258,12782,159623,12632,21413,3633187.28,51.18,EEA_TRANSPORT_EMISSIONS,SECOND,2025-10-08
2005,LV,AT37,BUS_COACH,7345044,373148,37.84,14.19,3831.27,2.2792,181,1108,140841,5021,46469,512515.37,54.78,POLICE_ADMIN_DATA,BENCHMARK,2024-09-15
2006,PL,LT457,HEAVY_TRUCK,6753607,793314,21.1,5.38,2139.13,1.3141,25,250,89737,25184,34964,566980.39,49.25,CARE_ROAD_SAFETY_DB,FLASH,2025-08-05
2007,ES,SI80,LIGHT_COMMERCIAL,10580420,1623986,6.53,14.47,61542.09,0.6752,2564,12780,17582,3032,75156,14441884.87,26.19,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-10-12
2008,HR,BE174,PASSENGER_CAR,9699165,1469060,30.3,17.46,22933.23,1.1851,1011,7461,88063,1892,56427,1905022.03,7.33,EEA_TRANSPORT_EMISSIONS,SECOND,2025-04-13
2009,FI,SE642,MOPED,7593531,674197,14.23,9.63,29182.83,1.5212,1292,8146,153676,9267,30466,8040499.11,11.88,POLICE_ADMIN_DATA,BENCHMARK,2024-11-18
2010,IE,IE630,MOTORCYCLE,4518752,779671,0.9,15.07,30429.27,2.3972,444,3969,62400,9132,10280,9435220.54,20.1,CARE_ROAD_SAFETY_DB,FLASH,2026-01-15
2011,MT,LV485,BUS_COACH,8423085,1059996,14.25,7.21,80208.07,1.5829,127,1063,121071,14923,588,23928025.48,30.15,NATIONAL_TRANSPORT_MINISTRY,FIRST,2024-05-07
2012,SK,LT557,HEAVY_TRUCK,11395515,267176,38.39,14.78,20401.32,0.4099,1013,6437,4854,11994,25649,1925816.01,41.52,EEA_TRANSPORT_EMISSIONS,SECOND,2024-04-28
2013,BE,IE45,LIGHT_COMMERCIAL,3473663,438201,35.12,10.93,15023.38,1.3338,354,2450,51666,8368,11100,3951384.57,32.9,POLICE_ADMIN_DATA,BENCHMARK,2024-12-26
2014,DK,SE136,PASSENGER_CAR,5940632,793304,36.19,14.35,544.42,1.9919,1,3,111413,9824,34074,54183.64,11.47,CARE_ROAD_SAFETY_DB,FLASH,2025-09-13
2015,GR,LT60,MOPED,6262792,473539,29.47,9.56,46559.99,1.3355,439,3604,160193,1544,31853,2850508.02,15.85,NATIONAL_TRANSPORT_MINISTRY,FIRST,2025-03-06
2016,LT,FI152,MOTORCYCLE,7039216,643440,31.69,9.12,51914.56,0.2669,1387,9809,58155,2016,32854,7907199.89,47.84,EEA_TRANSPORT_EMISSIONS,SECOND,2025-09-21
