lab_skills_reference_year,lab_skills_country_iso2,lab_skills_region_nuts_code,lab_skills_occupation_isco_code,lab_skills_vacancies_count,lab_skills_vacancy_rate_pct,lab_skills_hard_to_fill_share_pct,lab_skills_time_to_hire_days_median,lab_skills_skill_cluster_code,lab_skills_training_places_count,lab_skills_reskilling_participants_count,lab_skills_migration_for_work_share_pct,lab_skills_qualification_mismatch_rate_pct,lab_skills_green_jobs_share_pct,lab_skills_digital_jobs_share_pct,lab_skills_ai_jobs_share_pct,lab_skills_wage_premium_pct,lab_skills_eures_job_postings_count,lab_skills_data_source,lab_skills_data_extract_date
2021,LT,SK85,2_PROFESSIONALS,203489,0.5,10.89,74.13,LOGISTICS,93221,148186,16.17,20.88,13.34,25.34,6.42,2.31,121135,VACANCY_SCRAPE_AGGREGATE,2024-03-12
2022,PT,MT398,4_CLERICAL,147585,1.33,43.3,101.25,FINANCE,224539,201596,3.3,25.68,23.14,15.15,11.92,21.27,80051,EURES_EXPORT,2024-06-21
2023,SE,EE2,6_AGRI,109250,4.83,12.24,58.06,PUBLIC_ADMIN,111679,247068,4.73,23.24,19.74,17.3,2.41,11.4,144135,PUBLIC_EMPLOYMENT_SERVICE,2024-03-20
2024,CY,NL446,8_PLANT_MACHINE,41440,1.35,44.27,86.83,ICT,108959,269737,16.4,22.95,1.24,22.91,10.97,12.25,5034,SECTOR_SKILLS_COUNCIL,2024-01-12
2025,FR,SE6,1_MANAGERS,348896,2.1,32.44,63.51,CONSTRUCTION,101109,231516,1.22,21.16,18.12,6.95,8.24,1.21,142263,VACANCY_SCRAPE_AGGREGATE,2024-04-07
2006,IT,DE77,3_TECHNICIANS,106346,2.14,14.45,19.63,HOSPITALITY,204945,77988,3.59,15.61,8.63,15.12,1.85,13.17,83717,EURES_EXPORT,2025-08-29
2007,NL,RO6,5_SERVICE_SALES,145122,4.55,23.48,64.08,EDUCATION,8180,35741,8.6,19.38,10.97,9.56,3.51,11.2,117200,PUBLIC_EMPLOYMENT_SERVICE,2024-06-09
2008,SI,DE684,7_CRAFT,4592,2.96,46.7,61.32,AGRI,200221,117829,9.96,7.6,5.6,16.86,1.18,7.86,129602,SECTOR_SKILLS_COUNCIL,2024-06-29
2009,BG,HR148,9_ELEMENTARY,288536,2.42,61.23,119.6,GREEN_ENERGY,29274,15842,15.53,20.6,2.2,17.87,0.71,10.88,36090,VACANCY_SCRAPE_AGGREGATE,2024-06-26
2010,EE,DK989,2_PROFESSIONALS,4927,8.64,37.08,88.92,HEALTH_CARE,179869,23884,18.94,27.22,1.41,3.05,2.2,26.83,39387,EURES_EXPORT,2025-10-16
2011,HU,EE1,4_CLERICAL,14642,5.05,11.99,69.91,MANUFACTURING,9497,32151,16.02,24.77,10.62,4.38,1.98,4.81,86223,PUBLIC_EMPLOYMENT_SERVICE,2024-07-26
2012,LU,FR833,6_AGRI,136435,2.87,34.81,40.26,LOGISTICS,155431,113163,20.24,16.5,7.11,7.3,0.1,9.61,142237,SECTOR_SKILLS_COUNCIL,2025-04-14
2013,RO,HU18,8_PLANT_MACHINE,73230,5.83,13.52,66.28,FINANCE,89223,101336,3.32,17.62,2.72,11.43,6.18,9.6,25808,VACANCY_SCRAPE_AGGREGATE,2025-05-25
2014,AT,FR417,1_MANAGERS,73989,3.4,54.27,27.9,PUBLIC_ADMIN,77655,40668,1.17,20.64,6.92,14.56,1.47,2.1,113086,EURES_EXPORT,2025-01-31
2015,CZ,PL677,3_TECHNICIANS,67999,4.58,47.94,53.61,ICT,307213,109235,6.9,18.33,6.54,24.17,5.67,11.38,121567,PUBLIC_EMPLOYMENT_SERVICE,2024-07-19
2016,DE,EE692,5_SERVICE_SALES,264498,6.24,14.39,18.07,CONSTRUCTION,181592,131525,9.11,13.86,6.33,29.25,0.34,2.29,54317,SECTOR_SKILLS_COUNCIL,2024-02-04
2017,LV,CY42,7_CRAFT,115271,0.81,29.56,40.05,HOSPITALITY,121103,47516,9.7,8.82,3.91,4.87,0.95,3.05,10466,VACANCY_SCRAPE_AGGREGATE,2024-10-08
2018,PL,HU6,9_ELEMENTARY,107515,1.14,40.76,108.17,EDUCATION,135494,57015,6.57,22.03,8.49,12.07,1.34,18.77,38045,EURES_EXPORT,2024-03-26
2019,ES,CZ490,2_PROFESSIONALS,89883,4.84,34.46,45.34,AGRI,76234,15802,16.27,25.09,9.44,13.86,1.97,7.58,58756,PUBLIC_EMPLOYMENT_SERVICE,2025-04-08
2020,HR,LT959,4_CLERICAL,20008,2.67,14.48,34.42,GREEN_ENERGY,240575,75876,15.39,19.56,46.21,26.5,3.27,23.43,119129,SECTOR_SKILLS_COUNCIL,2024-12-27
2021,FI,IE252,6_AGRI,196510,7.71,23.16,49.62,HEALTH_CARE,255611,76956,18.48,30.06,18.77,5.12,3.06,10.49,199011,VACANCY_SCRAPE_AGGREGATE,2024-05-30
2022,IE,HR3,8_PLANT_MACHINE,60090,2.98,26.19,50.96,MANUFACTURING,267662,41914,10.27,12.57,5.76,17.23,8.71,10.52,104003,EURES_EXPORT,2024-10-03
2023,MT,RO46,1_MANAGERS,130953,4.38,42.01,55.86,LOGISTICS,13527,223336,9.64,31.56,3.62,30.26,6.21,20.81,191416,PUBLIC_EMPLOYMENT_SERVICE,2025-03-01
2024,SK,DE59,3_TECHNICIANS,6449,7.23,36.1,104.45,FINANCE,6227,77755,3.02,17.8,8.82,3.26,7.52,15.98,148167,SECTOR_SKILLS_COUNCIL,2025-12-13
2025,BE,CY729,5_SERVICE_SALES,181380,3.42,56.14,45.24,PUBLIC_ADMIN,43291,133985,8.48,28.09,10.94,29.14,4.3,19.72,101247,VACANCY_SCRAPE_AGGREGATE,2024-12-23
2006,DK,CY783,7_CRAFT,107861,4.22,15.84,88.38,ICT,49222,138246,1.45,29.03,10.5,16.84,2.67,3.59,100772,EURES_EXPORT,2025-06-04
2007,GR,NL614,9_ELEMENTARY,176988,3.78,33.21,48.35,CONSTRUCTION,228510,56666,13.73,22.22,6.6,12.94,4.09,14.84,70169,PUBLIC_EMPLOYMENT_SERVICE,2024-09-15
2008,LT,HU31,2_PROFESSIONALS,37306,5.96,58.49,47.78,HOSPITALITY,235218,99959,9.5,8.91,8.9,7.79,1.23,12.36,38075,SECTOR_SKILLS_COUNCIL,2025-01-12
2009,PT,BE938,4_CLERICAL,53175,4.79,31.38,12.29,EDUCATION,85946,122961,3.41,12.66,8.17,8.37,2.02,13.82,124105,VACANCY_SCRAPE_AGGREGATE,2024-11-13
2010,SE,SE63,6_AGRI,137069,4.29,12.88,51.44,AGRI,99604,24059,11.36,26.7,1.54,14.51,3.51,0.78,146772,EURES_EXPORT,2024-06-24
2011,CY,FR794,8_PLANT_MACHINE,283646,0.96,34.14,80.37,GREEN_ENERGY,72715,87658,5.29,35.48,12.55,17.8,0.75,17.85,59924,PUBLIC_EMPLOYMENT_SERVICE,2025-09-06
2012,FR,FR5,1_MANAGERS,21745,8.17,12.43,52.33,HEALTH_CARE,284139,24543,4.93,24.71,8.54,2.56,1.53,23.31,88243,SECTOR_SKILLS_COUNCIL,2024-08-22
2013,IT,PT544,3_TECHNICIANS,56203,4.04,28.03,24.7,MANUFACTURING,208758,9079,4.7,8.59,9.45,13.09,1.94,9.07,42042,VACANCY_SCRAPE_AGGREGATE,2024-09-13
2014,NL,GR818,5_SERVICE_SALES,172128,2.9,37.44,82.23,LOGISTICS,135859,59046,8.59,14.49,12.33,14.94,2.93,11.95,87958,EURES_EXPORT,2025-07-16
2015,SI,EE61,7_CRAFT,117504,2.63,17.6,42.39,FINANCE,114430,19173,2.61,9.51,12.25,12.62,0.24,1.05,32012,PUBLIC_EMPLOYMENT_SERVICE,2024-03-10
2016,BG,LU468,9_ELEMENTARY,52269,3.4,37.47,25.49,PUBLIC_ADMIN,89005,85754,9.67,23.83,6.81,23.43,1.42,10.25,77997,SECTOR_SKILLS_COUNCIL,2026-01-29
2017,EE,HR75,2_PROFESSIONALS,95097,1.55,59.87,29.65,ICT,329023,38148,5.79,20.69,12.61,4.82,3.98,19.79,194965,VACANCY_SCRAPE_AGGREGATE,2024-08-19
2018,HU,HR850,4_CLERICAL,66201,1.15,12.05,40.96,CONSTRUCTION,194398,49427,12.72,12.38,5.39,18.89,3.24,8.21,62711,EURES_EXPORT,2025-10-10
2019,LU,NL815,6_AGRI,53143,2.11,36.88,98.64,HOSPITALITY,216119,8022,5.96,28.65,18.99,15.31,2.66,4.04,10499,PUBLIC_EMPLOYMENT_SERVICE,2026-01-25
2020,RO,NL91,8_PLANT_MACHINE,164950,1.62,22.97,50.11,EDUCATION,169181,242343,9.9,9.31,18.89,20.74,9.52,18.11,10391,SECTOR_SKILLS_COUNCIL,2025-10-12
2021,AT,PT22,1_MANAGERS,31064,5.07,35.96,35.45,AGRI,12930,228969,16.16,30.68,20.14,10.15,1.98,9.71,34578,VACANCY_SCRAPE_AGGREGATE,2025-10-17
2022,CZ,EE3,3_TECHNICIANS,73065,2.25,46.49,43.21,GREEN_ENERGY,154362,257859,8.28,26.89,6.87,23.57,9.63,32.12,9089,EURES_EXPORT,2025-12-12
2023,DE,RO881,5_SERVICE_SALES,33918,1.18,52.53,25.21,HEALTH_CARE,311306,227068,17.41,10.07,13.67,12.29,9.15,11.01,152585,PUBLIC_EMPLOYMENT_SERVICE,2024-09-09
2024,LV,DE3,7_CRAFT,255554,4.61,35.68,52.64,MANUFACTURING,179614,16286,5.64,13.85,20.49,26.4,1.35,13.03,34934,SECTOR_SKILLS_COUNCIL,2025-10-24
2025,PL,BE43,9_ELEMENTARY,195829,8.14,16.15,76.77,LOGISTICS,215273,229079,12.8,19.03,13.38,10.13,4.66,11.18,45671,VACANCY_SCRAPE_AGGREGATE,2025-12-31
2006,ES,NL849,2_PROFESSIONALS,295,1.45,15.72,64.59,FINANCE,9920,62947,10.77,25.57,2.48,8.71,5.05,9.78,42920,EURES_EXPORT,2025-01-14
2007,HR,PT87,4_CLERICAL,80426,4.33,21.85,11.72,PUBLIC_ADMIN,257214,83247,6.74,29.91,11.53,17.42,3.24,6.62,139286,PUBLIC_EMPLOYMENT_SERVICE,2025-06-06
2008,FI,GR89,6_AGRI,9881,0.75,16.49,31.81,ICT,364226,23615,4.62,9.25,11.4,10.21,3.4,15.42,134958,SECTOR_SKILLS_COUNCIL,2025-02-13
2009,IE,LU2,8_PLANT_MACHINE,136442,3.75,22.81,71.86,CONSTRUCTION,150978,43465,11.18,11.17,11.19,11.46,2.61,7.76,104259,VACANCY_SCRAPE_AGGREGATE,2024-03-21
2010,MT,LU9,1_MANAGERS,75301,4.35,48.32,109.62,HOSPITALITY,13420,135353,7.84,25.84,11.34,10.07,1.42,8.0,131175,EURES_EXPORT,2024-05-06
2011,SK,BE505,3_TECHNICIANS,118491,1.57,48.15,36.64,EDUCATION,111979,9461,12.86,20.84,8.72,10.29,3.86,11.95,59031,PUBLIC_EMPLOYMENT_SERVICE,2024-04-12
2012,BE,CY8,5_SERVICE_SALES,109811,2.91,50.23,91.08,AGRI,188498,101485,14.12,24.72,11.83,18.87,1.3,16.76,118171,SECTOR_SKILLS_COUNCIL,2024-08-03
2013,DK,LT991,7_CRAFT,279076,1.4,36.95,122.98,GREEN_ENERGY,130876,72983,15.38,10.53,26.13,3.79,1.88,6.47,134857,VACANCY_SCRAPE_AGGREGATE,2025-01-04
2014,GR,MT6,9_ELEMENTARY,51104,6.11,17.0,52.96,HEALTH_CARE,201815,9237,19.22,30.43,12.41,2.39,2.63,8.78,164198,EURES_EXPORT,2025-02-26
2015,LT,DE5,2_PROFESSIONALS,228077,3.42,49.68,16.24,MANUFACTURING,39926,22175,7.49,31.6,9.77,18.46,1.98,0.85,26688,PUBLIC_EMPLOYMENT_SERVICE,2024-07-13
2016,PT,PL4,4_CLERICAL,158572,1.89,26.65,60.89,LOGISTICS,117570,121884,12.57,23.41,0.85,24.36,1.51,17.89,75587,SECTOR_SKILLS_COUNCIL,2025-04-18
2017,SE,DE99,6_AGRI,166468,2.36,10.0,16.31,FINANCE,120778,58825,8.43,12.56,9.0,13.58,4.88,2.59,7350,VACANCY_SCRAPE_AGGREGATE,2024-08-09
2018,CY,HR18,8_PLANT_MACHINE,42767,3.36,28.34,26.7,PUBLIC_ADMIN,187035,82777,13.16,30.43,8.06,7.91,1.68,10.67,13273,EURES_EXPORT,2025-07-15
2019,FR,RO17,1_MANAGERS,453853,7.1,69.27,90.09,ICT,96019,142196,11.51,28.87,22.71,4.27,7.58,25.64,49706,PUBLIC_EMPLOYMENT_SERVICE,2024-01-03
2020,IT,NL9,3_TECHNICIANS,297995,6.9,46.45,28.42,CONSTRUCTION,233580,86684,4.35,27.66,11.37,17.63,8.57,8.91,102197,SECTOR_SKILLS_COUNCIL,2024-08-11
2021,NL,RO30,5_SERVICE_SALES,17370,0.98,10.87,22.94,HOSPITALITY,203880,8534,14.66,10.0,13.25,18.72,1.67,12.34,53136,VACANCY_SCRAPE_AGGREGATE,2025-12-23
2022,SI,SK98,7_CRAFT,71520,0.92,21.25,83.39,EDUCATION,231325,187893,2.76,8.22,18.55,11.27,3.83,7.08,133891,EURES_EXPORT,2024-04-12
2023,BG,HU480,9_ELEMENTARY,12074,2.55,14.73,33.59,AGRI,71333,178462,12.45,17.8,18.2,3.98,6.94,2.97,85357,PUBLIC_EMPLOYMENT_SERVICE,2024-08-28
2024,EE,BE9,2_PROFESSIONALS,872,6.93,12.77,39.58,GREEN_ENERGY,14082,52730,8.41,12.63,21.59,5.85,7.42,22.24,61801,SECTOR_SKILLS_COUNCIL,2024-02-09
2025,HU,FR53,4_CLERICAL,366939,9.4,57.49,21.0,HEALTH_CARE,104500,270680,9.52,23.86,21.67,3.84,2.41,3.06,159611,VACANCY_SCRAPE_AGGREGATE,2024-06-20
2006,LU,AT58,6_AGRI,18805,5.22,22.57,15.72,MANUFACTURING,103227,124484,6.51,10.41,7.22,5.29,0.5,4.04,140173,EURES_EXPORT,2024-08-15
2007,RO,CY3,8_PLANT_MACHINE,6741,0.72,12.61,29.4,LOGISTICS,134603,98817,16.92,11.35,6.77,2.61,1.98,8.09,183375,PUBLIC_EMPLOYMENT_SERVICE,2025-03-01
2008,AT,SE71,1_MANAGERS,58109,5.91,12.45,37.09,FINANCE,105248,131512,15.96,32.22,1.44,9.56,4.97,16.18,38164,SECTOR_SKILLS_COUNCIL,2024-11-09
2009,CZ,AT74,3_TECHNICIANS,145904,1.9,25.96,74.81,PUBLIC_ADMIN,56418,102764,9.85,21.26,7.86,15.3,2.83,0.51,57407,VACANCY_SCRAPE_AGGREGATE,2024-05-15
2010,DE,FR26,5_SERVICE_SALES,154364,7.53,59.08,24.12,ICT,355238,96842,3.78,19.93,5.11,28.99,7.19,26.95,130834,EURES_EXPORT,2026-02-10
2011,LV,LV66,7_CRAFT,201281,3.3,18.81,20.94,CONSTRUCTION,75265,94980,10.46,8.28,7.42,8.24,3.42,1.95,11,PUBLIC_EMPLOYMENT_SERVICE,2024-06-28
2012,PL,PT212,9_ELEMENTARY,21643,4.96,38.12,56.1,HOSPITALITY,131763,72127,12.04,24.19,4.6,13.65,2.88,16.74,80211,SECTOR_SKILLS_COUNCIL,2024-11-26
2013,ES,AT9,2_PROFESSIONALS,226486,3.83,19.4,72.06,EDUCATION,224386,69569,10.92,29.41,8.23,17.34,1.58,18.53,13992,VACANCY_SCRAPE_AGGREGATE,2025-07-06
2014,HR,SE2,4_CLERICAL,28472,2.76,29.66,39.36,AGRI,238383,58198,12.04,31.39,2.77,7.18,2.97,6.37,136866,EURES_EXPORT,2025-09-07
2015,FI,SK517,6_AGRI,82609,7.06,21.0,15.43,GREEN_ENERGY,69724,160376,2.63,35.72,10.19,5.79,1.97,19.89,107855,PUBLIC_EMPLOYMENT_SERVICE,2024-07-09
2016,IE,CZ4,8_PLANT_MACHINE,10361,0.66,39.22,31.67,HEALTH_CARE,5614,17104,15.38,32.22,1.61,9.78,3.28,4.23,116327,SECTOR_SKILLS_COUNCIL,2025-01-05
2017,MT,RO278,1_MANAGERS,122635,0.91,17.95,16.79,MANUFACTURING,146205,51479,6.64,19.57,4.77,20.37,1.15,2.96,144623,VACANCY_SCRAPE_AGGREGATE,2026-02-09
2018,SK,HR6,3_TECHNICIANS,56140,2.3,9.34,59.3,LOGISTICS,156612,68605,13.48,19.35,1.52,19.66,3.02,15.22,201026,EURES_EXPORT,2024-05-11
2019,BE,LU6,5_SERVICE_SALES,145205,5.45,19.93,51.35,FINANCE,70656,36833,5.81,26.4,4.0,28.74,3.8,15.4,75505,PUBLIC_EMPLOYMENT_SERVICE,2024-10-06
2020,DK,PL76,7_CRAFT,194520,4.01,35.97,59.95,PUBLIC_ADMIN,7268,170038,14.05,21.94,11.79,9.89,6.23,8.03,117941,SECTOR_SKILLS_COUNCIL,2025-12-26
2021,GR,SK4,9_ELEMENTARY,61729,7.85,56.12,24.25,ICT,89165,92577,11.71,36.84,5.68,12.47,12.01,22.02,192372,VACANCY_SCRAPE_AGGREGATE,2025-04-28
2022,LT,IT91,2_PROFESSIONALS,174564,5.11,12.28,21.35,CONSTRUCTION,189327,117892,4.03,22.8,5.66,17.67,2.76,3.38,6880,EURES_EXPORT,2024-07-28
2023,PT,LV423,4_CLERICAL,63534,1.52,49.99,29.78,HOSPITALITY,129946,9793,8.63,25.76,12.11,9.28,2.19,1.36,85092,PUBLIC_EMPLOYMENT_SERVICE,2024-07-23
2024,SE,LT12,6_AGRI,166198,3.51,18.69,40.11,EDUCATION,194043,32889,9.27,28.81,15.0,14.83,2.83,5.42,1930,SECTOR_SKILLS_COUNCIL,2024-07-18
2025,CY,LU570,8_PLANT_MACHINE,40544,3.2,46.63,73.37,AGRI,144197,215547,13.99,10.3,20.22,20.08,1.29,10.05,51635,VACANCY_SCRAPE_AGGREGATE,2024-07-04
2006,FR,BG96,1_MANAGERS,16153,2.39,29.04,94.71,GREEN_ENERGY,255686,151384,9.21,22.89,2.07,18.25,2.6,7.01,120033,EURES_EXPORT,2024-01-13
2007,IT,CZ592,3_TECHNICIANS,195895,3.48,65.21,36.5,HEALTH_CARE,130483,45365,2.58,28.9,11.46,5.35,1.49,5.2,98410,PUBLIC_EMPLOYMENT_SERVICE,2026-01-18
2008,NL,LT41,5_SERVICE_SALES,96830,2.17,11.73,24.42,MANUFACTURING,16806,35795,4.36,29.61,1.99,10.66,3.31,11.36,103672,SECTOR_SKILLS_COUNCIL,2024-08-21
2009,SI,SI83,7_CRAFT,23272,5.89,48.02,76.54,LOGISTICS,71885,25029,9.23,9.07,1.31,3.27,2.34,4.81,114208,VACANCY_SCRAPE_AGGREGATE,2025-01-30
2010,BG,HU130,9_ELEMENTARY,138025,4.83,14.44,56.58,FINANCE,177363,129844,9.02,23.96,9.67,7.03,1.73,13.76,50268,EURES_EXPORT,2024-07-21
2011,EE,MT937,2_PROFESSIONALS,142145,4.09,40.89,48.21,PUBLIC_ADMIN,170741,42924,3.64,29.75,12.41,14.19,3.51,2.42,140324,PUBLIC_EMPLOYMENT_SERVICE,2024-12-21
2012,HU,HR887,4_CLERICAL,22137,2.19,35.31,82.49,ICT,311052,63676,11.46,35.91,2.59,10.48,0.53,22.6,68582,SECTOR_SKILLS_COUNCIL,2024-12-01
2013,LU,LU36,6_AGRI,80883,2.49,23.54,42.32,CONSTRUCTION,89194,99102,13.51,19.27,9.66,18.86,0.45,4.8,88279,VACANCY_SCRAPE_AGGREGATE,2024-06-03
2014,RO,GR162,8_PLANT_MACHINE,163905,0.93,22.92,27.81,HOSPITALITY,41051,70931,1.46,20.93,12.65,18.39,2.09,10.77,101580,EURES_EXPORT,2024-05-14
2015,AT,AT8,1_MANAGERS,115960,1.46,26.55,66.08,EDUCATION,175450,79959,12.72,9.28,12.64,19.24,1.06,12.21,65603,PUBLIC_EMPLOYMENT_SERVICE,2025-12-27
2016,CZ,PL42,3_TECHNICIANS,96984,1.32,29.79,50.86,AGRI,103537,54925,7.66,19.37,7.85,9.25,1.08,15.65,137646,SECTOR_SKILLS_COUNCIL,2024-11-10
2017,DE,PT47,5_SERVICE_SALES,45978,1.61,36.22,54.17,GREEN_ENERGY,183139,25210,9.38,17.18,15.09,22.16,3.85,14.42,28789,VACANCY_SCRAPE_AGGREGATE,2026-01-01
2018,LV,EE529,7_CRAFT,2245,1.18,34.0,46.35,HEALTH_CARE,218163,85191,4.44,12.74,8.79,8.84,0.12,19.66,137938,EURES_EXPORT,2024-01-20
2019,PL,HU10,9_ELEMENTARY,134015,1.01,42.93,31.44,MANUFACTURING,57835,61780,12.54,12.58,12.41,15.32,1.04,12.94,29141,PUBLIC_EMPLOYMENT_SERVICE,2024-11-20
2020,ES,LU32,2_PROFESSIONALS,94644,4.01,28.25,46.26,LOGISTICS,126937,128239,17.42,19.61,3.15,10.72,8.6,11.5,49295,SECTOR_SKILLS_COUNCIL,2025-04-06
2021,HR,CZ1,4_CLERICAL,177260,3.05,31.76,24.5,FINANCE,21532,14122,8.38,28.16,10.43,5.07,14.46,2.72,29162,VACANCY_SCRAPE_AGGREGATE,2024-04-26
2022,FI,PL81,6_AGRI,126254,6.15,58.79,54.97,PUBLIC_ADMIN,7056,66964,7.67,26.47,7.59,8.0,4.36,1.67,72514,EURES_EXPORT,2025-05-05
2023,IE,SK696,8_PLANT_MACHINE,103563,4.99,23.87,30.57,ICT,27442,42580,16.37,10.44,12.62,22.3,12.31,7.96,142516,PUBLIC_EMPLOYMENT_SERVICE,2024-09-20
2024,MT,LU346,1_MANAGERS,320146,6.11,45.02,71.36,CONSTRUCTION,253437,261994,16.78,22.89,6.94,27.45,8.64,2.66,98129,SECTOR_SKILLS_COUNCIL,2025-11-16
2025,SK,LU913,3_TECHNICIANS,163439,1.71,34.33,65.39,HOSPITALITY,180014,181684,15.62,11.3,17.47,13.4,4.89,18.25,128219,VACANCY_SCRAPE_AGGREGATE,2025-01-09
2006,BE,LV61,5_SERVICE_SALES,90431,2.32,14.65,49.37,EDUCATION,236118,68715,6.34,27.68,10.93,6.0,1.64,5.99,151330,EURES_EXPORT,2024-10-01
2007,DK,LT74,7_CRAFT,141687,4.42,41.84,76.02,AGRI,226140,89715,16.74,14.93,9.74,1.88,0.31,3.41,139491,PUBLIC_EMPLOYMENT_SERVICE,2024-08-01
2008,GR,AT40,9_ELEMENTARY,249265,1.69,28.89,12.64,GREEN_ENERGY,259129,76830,1.75,30.06,19.36,12.69,0.96,19.35,21180,SECTOR_SKILLS_COUNCIL,2025-08-10
2009,LT,IT38,2_PROFESSIONALS,79735,3.27,34.03,45.06,HEALTH_CARE,201717,52973,14.07,31.98,9.27,3.7,2.14,11.43,42581,VACANCY_SCRAPE_AGGREGATE,2025-05-20
2010,PT,LT86,4_CLERICAL,75746,2.55,44.99,35.3,MANUFACTURING,85466,101281,1.54,18.95,10.29,9.4,0.31,7.52,32829,EURES_EXPORT,2024-10-09
2011,SE,BG1,6_AGRI,38815,2.2,12.79,17.92,LOGISTICS,722,1723,10.29,24.48,10.15,19.05,1.39,7.02,149891,PUBLIC_EMPLOYMENT_SERVICE,2025-08-28
2012,CY,BE686,8_PLANT_MACHINE,189464,0.71,24.88,85.3,FINANCE,135218,101826,14.55,22.78,12.45,11.55,6.26,8.06,75574,SECTOR_SKILLS_COUNCIL,2024-07-20
2013,FR,RO38,1_MANAGERS,85617,2.24,16.92,43.89,PUBLIC_ADMIN,254127,23215,1.92,27.43,6.52,5.25,0.92,15.76,61768,VACANCY_SCRAPE_AGGREGATE,2026-01-02
2014,IT,NL41,3_TECHNICIANS,230379,1.23,52.16,118.5,ICT,184194,59503,10.39,9.89,4.57,32.01,7.68,12.02,79798,EURES_EXPORT,2025-10-09
2015,NL,AT51,5_SERVICE_SALES,34810,3.81,54.69,36.61,CONSTRUCTION,77258,85939,5.43,14.59,10.3,18.93,1.35,18.83,102776,PUBLIC_EMPLOYMENT_SERVICE,2024-07-09
2016,SI,IE80,7_CRAFT,123588,1.95,10.91,13.98,HOSPITALITY,73429,1251,1.7,14.44,6.02,25.66,0.58,0.18,66651,SECTOR_SKILLS_COUNCIL,2024-05-26
2017,BG,MT7,9_ELEMENTARY,152774,0.76,36.15,42.73,EDUCATION,147093,54142,14.77,30.16,0.87,29.65,1.05,16.06,11134,VACANCY_SCRAPE_AGGREGATE,2026-02-18
2018,EE,IT3,2_PROFESSIONALS,111306,2.52,36.58,31.63,AGRI,239024,81235,5.32,22.17,9.17,24.7,0.63,18.25,132949,EURES_EXPORT,2025-05-27
2019,HU,RO83,4_CLERICAL,257538,1.86,18.6,87.28,GREEN_ENERGY,257309,52709,5.6,20.92,44.38,22.93,3.99,10.3,5644,PUBLIC_EMPLOYMENT_SERVICE,2025-09-25
2020,LU,BE631,6_AGRI,278627,5.46,69.19,40.38,HEALTH_CARE,279456,180092,15.9,23.8,14.64,17.63,1.8,22.27,59272,SECTOR_SKILLS_COUNCIL,2025-02-07
2021,RO,BE542,8_PLANT_MACHINE,38906,4.21,45.72,40.62,MANUFACTURING,78216,94916,8.14,21.3,1.43,4.84,1.32,4.24,73149,VACANCY_SCRAPE_AGGREGATE,2025-10-26
2022,AT,PL57,1_MANAGERS,144733,1.93,46.83,20.62,LOGISTICS,206283,73794,15.25,14.05,5.16,8.11,6.1,19.86,113758,EURES_EXPORT,2025-02-17
2023,CZ,IE84,3_TECHNICIANS,242016,7.68,41.55,81.17,FINANCE,84463,8384,5.07,16.53,22.73,12.55,8.99,20.45,110480,PUBLIC_EMPLOYMENT_SERVICE,2024-05-22
2024,DE,IT59,5_SERVICE_SALES,251009,5.87,12.88,74.38,PUBLIC_ADMIN,239098,248747,2.1,21.8,15.87,12.19,4.59,11.13,10078,SECTOR_SKILLS_COUNCIL,2024-01-29
2025,LV,ES557,7_CRAFT,267530,3.6,47.71,67.14,ICT,273474,55149,10.92,31.73,6.05,23.1,17.89,28.06,135318,VACANCY_SCRAPE_AGGREGATE,2026-01-24
2006,PL,IT23,9_ELEMENTARY,189542,5.92,52.71,37.19,CONSTRUCTION,69614,84200,11.93,24.72,12.15,7.39,1.17,14.11,3705,EURES_EXPORT,2024-06-12
2007,ES,SE23,2_PROFESSIONALS,198262,1.75,43.61,46.63,HOSPITALITY,2531,53028,3.17,26.74,12.2,10.46,0.14,16.87,52029,PUBLIC_EMPLOYMENT_SERVICE,2024-09-18
2008,HR,DE973,4_CLERICAL,83506,3.33,34.39,71.92,EDUCATION,112859,52649,2.24,10.03,10.33,5.97,3.11,15.13,1423,SECTOR_SKILLS_COUNCIL,2024-02-14
2009,FI,ES129,6_AGRI,43158,4.42,46.09,55.65,AGRI,182348,11067,12.39,13.85,6.09,7.56,1.71,6.58,38087,VACANCY_SCRAPE_AGGREGATE,2025-06-13
2010,IE,MT43,8_PLANT_MACHINE,241049,0.71,37.96,34.95,GREEN_ENERGY,228524,34822,4.69,10.37,10.96,15.57,1.4,6.44,50572,EURES_EXPORT,2025-02-11
2011,MT,SI409,1_MANAGERS,208905,6.3,60.12,49.65,HEALTH_CARE,83815,42409,15.21,18.97,5.43,3.83,1.52,18.99,98433,PUBLIC_EMPLOYMENT_SERVICE,2025-08-16
2012,SK,IE86,3_TECHNICIANS,164517,6.51,58.68,112.43,MANUFACTURING,164115,22870,11.12,10.87,10.93,19.34,0.63,13.14,61165,SECTOR_SKILLS_COUNCIL,2025-04-23
2013,BE,SE27,5_SERVICE_SALES,187382,4.5,27.94,65.21,LOGISTICS,232460,104287,7.78,28.71,11.72,11.49,2.23,5.86,99278,VACANCY_SCRAPE_AGGREGATE,2024-06-09
2014,DK,PT148,7_CRAFT,52276,4.32,39.05,87.35,FINANCE,183905,125491,8.61,25.98,8.3,8.67,0.35,10.32,39425,EURES_EXPORT,2025-11-07
