tech_skills_reference_year,tech_skills_country_iso2,tech_skills_region_nuts_code,tech_skills_age_group,tech_skills_sex,tech_skills_basic_digital_skills_pct,tech_skills_above_basic_digital_skills_pct,tech_skills_ict_specialists_pct_employment,tech_skills_ict_graduates_per_1k,tech_skills_advanced_programming_skills_pct,tech_skills_ai_skills_training_participants,tech_skills_cybersecurity_skills_pct,tech_skills_remote_work_prevalence_pct,tech_skills_digital_public_services_usage_pct,tech_skills_enterprise_cloud_adoption_pct,tech_skills_enterprise_bigdata_adoption_pct,tech_skills_gender_gap_ict_specialists_pp,tech_skills_desi_component_score,tech_skills_survey_weight,tech_skills_data_extract_date
2023,DK,SK221,25-34,F,27.03,16.04,1.254,2.025,27.24,1275,5.05,18.28,25.47,43.22,46.08,8.86,54.46,2.5998,2024-03-04
2024,FR,RO749,16-24,M,45.79,36.61,8.502,1.438,27.6,1210,5.18,3.96,69.4,71.59,46.51,-0.2,30.06,2.7821,2025-08-27
2025,HU,FR77,65-74,T,46.87,23.08,5.734,5.493,14.17,740,17.43,32.25,50.35,24.75,31.88,0.56,77.39,1.6808,2025-03-25
2026,LV,SI16,55-64,F,40.24,16.55,4.392,7.706,9.63,990,10.17,8.12,86.09,39.45,16.18,1.86,22.73,2.3174,2026-02-03
2014,MT,ES15,45-54,M,56.86,35.88,8.008,4.143,11.12,1111,11.16,9.32,54.26,23.35,22.01,-0.51,24.0,1.178,2024-11-15
2015,PT,PT249,35-44,T,53.96,26.64,3.697,4.056,10.47,1290,21.21,30.14,79.12,21.3,22.29,1.27,73.33,2.1966,2024-05-31
2016,SI,FI224,25-34,F,48.43,40.89,8.426,7.755,10.59,872,15.89,39.65,34.07,39.99,30.95,3.31,74.98,3.1819,2025-12-21
2017,AT,DK12,16-24,M,58.22,23.59,2.675,3.481,25.21,1267,21.29,32.56,50.16,31.86,5.38,5.51,81.64,1.9497,2024-04-03
2018,HR,DK30,65-74,T,73.61,50.27,5.684,1.898,26.92,1072,7.3,36.71,84.66,9.57,39.72,1.28,83.09,2.981,2025-09-08
2019,DK,ES400,55-64,F,32.51,13.74,4.544,8.23,19.61,984,16.51,15.48,44.03,70.38,14.02,5.71,25.14,1.0575,2024-12-10
2020,FR,CZ87,45-54,M,81.75,37.46,6.724,2.76,8.61,712,10.13,34.37,50.59,22.26,15.49,8.81,26.19,3.1033,2024-02-07
2021,HU,ES408,35-44,T,91.0,32.42,5.562,6.824,18.27,1225,13.95,8.45,34.7,54.1,13.93,4.35,42.84,2.156,2025-04-20
2022,LV,LT14,25-34,F,90.21,44.39,2.997,6.668,6.54,728,6.49,4.8,87.94,68.59,38.51,8.78,53.41,3.5031,2024-06-22
2023,MT,BG48,16-24,M,67.84,25.58,4.847,6.589,8.57,1115,3.34,36.72,47.55,75.44,26.34,0.63,28.57,0.367,2024-11-30
2024,PT,FI491,65-74,T,29.75,17.63,9.214,2.843,8.47,1273,11.27,9.1,13.26,30.55,32.66,5.31,78.15,2.4715,2025-01-22
2025,SI,IT42,55-64,F,74.56,56.69,9.155,0.475,26.64,1045,2.23,9.0,87.16,45.24,9.04,1.14,87.27,0.7429,2025-12-19
2026,AT,FI7,45-54,M,35.13,24.24,4.716,0.892,14.78,866,17.62,29.96,28.23,75.84,4.18,7.77,26.55,3.1292,2024-04-14
2014,HR,PT17,35-44,T,39.93,19.46,6.251,0.403,19.39,1256,6.4,37.56,53.48,35.35,27.13,-0.62,38.94,1.3423,2024-05-04
2015,DK,EE327,25-34,F,88.03,52.01,4.082,5.437,3.82,1200,8.23,8.47,37.94,22.76,12.8,0.15,27.59,1.2489,2025-06-09
2016,FR,LT82,16-24,M,66.76,51.11,8.998,3.994,3.44,927,2.75,44.56,65.83,53.97,43.29,1.77,81.68,1.9943,2025-11-10
2017,HU,RO66,65-74,T,32.56,18.8,5.068,8.452,18.79,1296,2.82,26.51,51.66,54.54,29.13,9.42,81.5,1.6744,2025-02-25
2018,LV,HU183,55-64,F,87.52,49.48,2.022,0.523,22.9,1042,17.66,41.73,65.32,43.3,23.4,5.64,43.48,2.16,2024-01-27
2019,MT,AT16,45-54,M,35.55,21.2,2.58,3.122,15.56,1304,7.33,13.21,81.38,41.73,16.28,6.11,55.82,3.7379,2025-04-24
2020,PT,RO18,35-44,T,67.01,40.97,7.632,1.418,26.75,724,18.23,18.54,26.9,51.86,49.25,8.11,71.76,1.3095,2025-04-16
2021,SI,SE892,25-34,F,42.45,17.23,9.301,2.547,17.45,1243,21.2,39.3,32.51,45.26,31.19,0.6,39.55,1.9169,2025-10-19
2022,AT,LT60,16-24,M,50.52,37.24,5.573,2.845,17.04,1037,19.5,25.11,27.95,33.51,9.56,3.37,28.47,1.392,2025-11-28
2023,HR,BE44,65-74,T,29.8,14.1,8.94,5.199,13.31,1120,21.39,38.93,53.3,49.27,34.23,8.91,81.79,0.7801,2024-06-11
2024,DK,DK584,55-64,F,56.63,46.38,6.405,7.964,15.37,953,15.89,14.64,53.1,55.51,7.58,-1.84,21.02,1.7827,2025-12-05
2025,FR,HR9,45-54,M,55.54,43.01,2.098,1.61,14.0,1066,2.33,38.36,52.82,44.31,19.94,-1.55,29.69,1.9113,2024-07-20
2026,HU,GR9,35-44,T,75.55,57.52,4.286,2.759,11.85,861,9.1,38.5,28.93,39.24,41.06,1.57,79.99,0.721,2024-10-06
2014,LV,EE188,25-34,F,58.47,49.45,1.915,0.958,8.86,1177,10.67,14.13,26.92,75.97,49.54,-1.7,52.68,0.7212,2024-07-25
2015,MT,CZ8,16-24,M,36.0,29.68,3.539,5.804,8.16,726,16.39,19.14,64.76,45.12,15.83,5.17,79.16,3.5472,2024-08-12
2016,PT,LU771,65-74,T,63.38,31.8,8.455,5.896,23.24,1115,15.38,28.32,25.88,13.86,10.7,-0.07,19.32,1.385,2025-09-02
2017,SI,LT26,55-64,F,68.89,31.37,1.446,7.235,10.49,1111,4.81,16.91,64.67,47.96,33.93,6.51,58.11,0.2672,2024-08-13
2018,AT,IE35,45-54,M,83.41,35.76,2.401,2.992,3.37,731,8.72,3.02,77.26,44.83,12.11,5.17,78.28,2.3591,2024-12-06
2019,HR,BE335,35-44,T,85.1,46.94,5.608,8.31,17.47,1306,17.82,24.98,81.43,8.59,30.58,5.52,40.01,3.0799,2025-08-01
2020,DK,SI182,25-34,F,30.73,11.99,1.038,1.511,2.97,1267,17.17,24.52,30.0,49.17,19.86,9.39,66.55,2.6347,2024-10-07
2021,FR,DK32,16-24,M,44.98,26.67,4.244,6.655,6.13,1247,18.42,3.03,25.78,65.6,17.63,4.81,83.19,3.5669,2024-06-09
2022,HU,RO7,65-74,T,73.43,34.28,7.904,5.368,3.67,971,12.98,43.93,31.26,63.72,33.99,8.43,77.08,1.9014,2024-12-16
2023,LV,HU27,55-64,F,72.4,54.25,8.788,0.586,4.1,866,3.54,42.67,91.82,31.94,46.89,8.26,41.05,2.0743,2026-01-02
2024,MT,AT24,45-54,M,59.6,33.17,8.087,7.178,14.22,1237,17.02,18.29,45.5,35.63,9.73,9.18,18.39,2.9119,2024-06-12
2025,PT,DK55,35-44,T,43.43,26.68,1.436,3.929,2.55,922,15.74,35.8,16.69,26.93,47.75,-1.35,54.62,1.9622,2025-09-25
2026,SI,HU100,25-34,F,70.88,53.83,4.918,6.277,8.47,845,5.26,34.54,54.78,45.31,33.12,2.37,61.42,2.6009,2026-01-07
2014,AT,BG6,16-24,M,71.69,33.35,7.854,8.464,7.58,968,18.88,28.55,41.71,40.47,41.12,2.63,69.37,2.5566,2025-02-18
2015,HR,RO848,65-74,T,74.73,53.0,6.923,2.411,22.81,881,2.54,20.54,50.95,73.53,8.23,-2.78,40.16,1.9189,2024-11-25
2016,DK,AT4,55-64,F,29.82,12.58,1.73,5.991,24.6,1008,10.78,38.97,41.12,49.05,4.13,0.28,62.98,1.2889,2025-08-14
2017,FR,LU369,45-54,M,55.81,34.45,8.976,5.077,22.91,973,11.3,15.19,24.89,25.41,28.13,-1.74,18.72,2.4043,2024-04-02
2018,HU,FI504,35-44,T,49.09,27.78,8.754,7.304,3.17,1137,7.24,7.05,52.02,47.57,40.73,-2.9,32.14,1.9579,2024-10-22
2019,LV,LU835,25-34,F,41.77,20.39,3.363,6.011,7.99,1009,9.69,14.43,57.96,49.37,30.42,-0.02,76.43,2.4119,2025-03-25
2020,MT,EE6,16-24,M,78.82,50.63,6.713,0.992,23.62,907,14.62,39.81,49.89,24.38,19.31,0.53,84.68,1.6617,2025-07-11
2021,PT,LV304,65-74,T,82.81,59.99,7.429,7.202,20.77,887,14.51,43.81,74.48,28.57,39.02,2.02,62.6,0.5709,2024-12-17
2022,SI,AT417,55-64,F,59.54,44.37,7.094,5.888,26.1,789,21.41,31.28,43.64,73.38,39.02,7.06,44.39,0.6495,2025-08-14
2023,AT,DE996,45-54,M,66.98,54.77,7.903,3.624,12.01,945,21.99,16.14,19.88,62.74,47.77,8.68,78.9,0.5459,2025-11-24
2024,HR,SE1,35-44,T,48.02,38.83,1.629,1.192,25.46,1032,9.97,14.99,88.28,26.07,24.26,-2.31,59.43,3.3021,2024-12-26
2025,DK,EE4,25-34,F,63.02,30.1,4.081,0.843,20.56,963,8.7,35.89,49.52,35.37,21.09,0.09,42.89,1.4831,2024-11-01
2026,FR,MT605,16-24,M,56.67,27.2,4.416,1.964,22.12,1261,14.79,13.36,57.48,42.12,3.1,2.1,71.87,0.6054,2025-06-09
2014,HU,DK340,65-74,T,61.54,37.73,3.81,7.323,12.72,1251,20.0,5.54,56.61,9.37,29.29,2.09,48.14,2.4264,2025-10-13
2015,LV,SK91,55-64,F,80.48,44.77,4.052,1.973,1.84,1235,4.7,17.81,13.44,69.88,7.93,5.47,86.58,0.7697,2024-11-20
2016,MT,BE86,45-54,M,82.12,28.8,5.704,8.13,2.18,1231,8.91,28.83,34.09,38.57,33.01,-1.41,27.01,3.5432,2024-11-24
2017,PT,MT228,35-44,T,75.37,49.02,3.014,5.715,12.37,938,21.13,42.81,80.17,32.5,5.86,1.25,70.9,0.6661,2024-02-18
2018,SI,IT14,25-34,F,55.66,23.66,7.83,5.506,11.06,1269,2.26,21.62,25.11,32.16,23.63,8.45,56.74,2.0169,2025-09-27
2019,AT,ES78,16-24,M,83.09,57.24,8.616,5.145,26.66,1227,3.2,40.16,25.74,67.47,30.75,-0.27,74.52,1.5316,2024-03-31
2020,HR,HU43,65-74,T,41.75,25.07,4.385,2.648,15.97,819,6.03,11.53,74.64,74.36,4.11,1.51,29.65,2.6864,2024-11-06
2021,DK,LV554,55-64,F,65.82,54.03,1.293,1.565,1.9,949,13.47,35.53,74.11,43.55,18.81,1.87,68.0,2.2483,2025-01-21
2022,FR,DK18,45-54,M,44.02,29.87,8.807,7.294,15.6,1215,3.86,45.39,16.34,24.5,36.39,-2.86,60.6,1.5963,2025-08-25
2023,HU,ES69,35-44,T,79.52,62.03,6.769,3.068,14.88,1150,16.43,39.68,59.85,16.71,32.86,7.48,84.5,0.5872,2024-12-15
2024,LV,SI56,25-34,F,49.38,39.03,3.77,0.433,24.82,1178,7.27,4.55,85.48,68.66,32.51,2.3,39.76,2.4425,2024-09-12
2025,MT,GR55,16-24,M,58.93,24.81,7.715,5.153,19.81,1007,9.12,17.26,79.84,38.0,9.27,-0.36,59.83,0.7447,2026-01-21
2026,PT,ES104,65-74,T,46.83,19.95,1.323,1.423,7.68,844,11.54,43.25,63.29,40.54,23.8,4.35,66.64,2.4442,2025-04-30
2014,SI,SK29,55-64,F,49.76,41.16,4.715,2.967,11.87,854,5.88,6.85,18.13,11.02,23.82,7.13,48.95,3.2979,2025-04-13
2015,AT,EE51,45-54,M,91.46,39.57,3.171,2.964,18.43,1321,15.44,42.1,14.85,34.74,19.18,-1.62,73.75,2.3447,2024-03-11
2016,HR,MT166,35-44,T,26.0,12.36,8.763,7.991,6.24,1004,2.9,28.05,68.64,36.27,7.52,2.81,81.29,1.3489,2025-12-06
2017,DK,SK48,25-34,F,58.22,33.93,5.861,1.601,13.82,871,13.87,19.37,78.31,61.11,43.47,-1.56,63.54,1.8286,2024-12-07
2018,FR,CZ380,16-24,M,43.67,26.58,5.848,0.705,8.08,807,20.63,32.48,65.27,14.88,42.98,3.13,60.51,1.6103,2024-09-13
2019,HU,ES67,65-74,T,75.14,37.34,4.203,6.465,4.69,1160,9.99,25.82,39.12,50.57,12.02,0.75,25.1,1.7626,2025-02-25
2020,LV,FR80,55-64,F,25.35,14.58,3.131,7.379,12.37,1354,15.75,3.78,82.0,24.87,19.19,8.53,20.83,1.7004,2024-03-20
2021,MT,ES39,45-54,M,75.96,37.3,1.253,5.159,3.24,805,15.68,7.57,28.06,33.83,39.5,-2.28,63.72,1.1378,2025-09-07
2022,PT,LT2,35-44,T,53.0,40.33,5.216,1.45,2.99,1085,19.04,32.19,85.39,19.34,41.55,6.95,52.92,1.8704,2024-03-11
2023,SI,HR819,25-34,F,27.04,16.69,6.189,0.573,6.65,1321,3.82,43.83,88.16,53.74,38.13,-1.52,65.03,0.2522,2025-08-09
2024,AT,IE60,16-24,M,69.7,41.81,3.345,3.524,23.87,1011,3.73,30.83,75.73,44.54,49.81,3.44,85.2,3.2817,2024-04-07
2025,HR,BE942,65-74,T,67.61,39.59,1.44,7.207,11.84,958,7.59,34.97,24.57,49.51,5.31,-3.27,30.2,0.7238,2024-06-22
2026,DK,ES7,55-64,F,28.57,22.47,1.424,7.899,14.86,1180,13.03,8.84,73.35,77.42,22.24,6.47,80.5,1.7108,2025-02-11
2014,FR,LT65,45-54,M,82.29,30.61,1.682,5.051,23.26,1203,19.78,10.39,86.35,72.94,20.17,8.7,82.99,1.4207,2025-02-03
2015,HU,LU291,35-44,T,91.9,57.16,8.703,1.873,17.07,1357,19.21,39.88,48.75,27.13,28.53,2.26,73.89,2.2169,2025-09-05
2016,LV,BE447,25-34,F,29.65,18.16,3.132,3.039,20.82,1237,16.06,42.83,44.56,16.81,23.91,2.61,47.8,1.4827,2024-02-08
2017,MT,DK7,16-24,M,60.88,39.22,3.054,6.511,17.66,1057,11.56,40.17,84.47,53.57,23.14,7.07,83.53,2.5164,2024-04-06
2018,PT,GR6,65-74,T,44.71,19.82,8.215,7.117,17.3,808,17.41,17.63,90.92,16.59,26.49,7.49,39.41,2.804,2024-11-25
2019,SI,IT49,55-64,F,28.9,10.85,5.481,1.856,11.67,1158,11.54,14.33,86.44,43.68,39.75,-0.29,82.76,1.0596,2025-05-23
2020,AT,CZ785,45-54,M,49.91,17.62,2.404,1.253,27.54,1050,15.4,41.65,74.27,57.76,45.46,2.88,18.62,0.8804,2024-10-02
2021,HR,MT369,35-44,T,55.39,35.15,7.671,5.237,26.76,1322,17.64,43.41,64.25,18.31,42.73,2.13,76.95,2.2237,2025-10-30
2022,DK,LT35,25-34,F,27.04,20.5,5.852,4.056,26.78,1049,10.4,13.9,60.98,71.75,44.95,6.89,53.54,1.2181,2025-04-21
2023,FR,BE882,16-24,M,90.78,40.12,8.081,0.79,5.8,803,11.19,5.87,70.52,22.48,12.15,8.4,86.56,2.3403,2025-10-09
2024,HU,IT4,65-74,T,25.47,19.19,4.858,7.52,7.02,823,20.94,11.57,16.37,41.76,11.24,-1.74,71.05,1.1809,2024-08-21
2025,LV,FI43,55-64,F,51.33,37.95,6.834,6.216,20.26,1053,16.73,12.27,51.39,25.54,19.58,4.35,51.63,2.7169,2024-10-01
2026,MT,IE433,45-54,M,39.69,20.48,5.811,0.8,5.22,1070,7.64,30.52,31.64,52.72,18.03,0.06,60.39,3.3342,2024-02-08
2014,PT,CY180,35-44,T,38.0,29.98,9.189,5.465,8.92,825,20.03,19.97,89.7,25.7,38.75,2.45,62.96,1.3078,2026-02-22
2015,SI,HR304,25-34,F,52.83,29.08,8.387,3.71,14.19,1151,15.07,41.08,84.97,70.26,19.45,4.97,69.21,0.9686,2025-09-08
2016,AT,SI81,16-24,M,31.6,15.41,2.288,1.092,20.82,906,5.76,3.75,62.16,52.73,40.63,4.01,41.71,2.7375,2025-11-05
2017,HR,LU13,65-74,T,68.02,51.49,1.346,3.66,25.01,993,10.8,7.06,27.26,28.37,34.57,5.1,70.1,0.5956,2024-09-07
2018,DK,LT30,55-64,F,41.39,14.53,9.491,3.464,19.39,1267,18.15,11.24,26.97,34.36,39.77,4.85,45.54,3.368,2025-10-26
2019,FR,SK460,45-54,M,67.92,35.06,9.337,1.832,3.0,1075,13.94,10.68,51.04,12.5,5.14,-2.04,62.59,0.5094,2024-05-18
2020,HU,DK16,35-44,T,72.06,60.75,7.697,1.281,10.53,1138,3.92,35.59,25.03,45.93,32.9,2.35,76.68,2.1742,2025-11-11
2021,LV,DE3,25-34,F,76.25,48.3,2.148,7.272,9.86,1068,19.37,40.63,55.85,71.05,40.28,9.05,67.17,0.9215,2026-01-20
2022,MT,GR19,16-24,M,90.03,47.18,8.16,3.268,6.52,1171,2.75,39.51,46.85,31.65,8.5,8.17,22.18,2.6252,2025-02-02
2023,PT,SI29,65-74,T,29.8,21.81,5.237,8.137,7.6,856,14.98,10.74,33.46,22.64,27.19,6.22,24.19,2.0708,2025-03-24
2024,SI,DE72,55-64,F,88.47,40.3,3.675,7.314,11.14,1180,9.98,17.78,74.94,33.22,28.62,-0.83,18.53,2.0085,2024-02-18
2025,AT,HU70,45-54,M,38.66,32.15,2.395,1.453,23.4,1021,21.29,21.53,77.01,16.91,22.46,6.21,45.48,1.7206,2025-08-20
2026,HR,LU89,35-44,T,30.08,11.92,2.513,7.259,12.36,1251,15.06,31.41,59.19,18.55,51.71,3.11,52.36,2.363,2025-10-11
2014,DK,FR549,25-34,F,73.82,26.51,3.96,6.736,3.88,1099,4.29,21.74,89.74,37.7,39.76,-2.69,37.7,3.2242,2025-06-07
2015,FR,BG38,16-24,M,81.42,68.2,6.832,7.593,4.76,1031,12.08,15.74,37.97,35.14,20.82,-2.53,69.45,3.2302,2024-06-18
2016,HU,GR23,65-74,T,71.97,50.31,3.925,7.023,1.91,1289,21.45,33.09,77.9,26.31,6.27,3.2,73.32,1.1382,2025-07-24
2017,LV,FI16,55-64,F,26.23,15.08,2.765,5.273,15.65,1398,3.82,4.36,71.14,24.58,7.53,9.15,23.41,0.3934,2025-10-15
2018,MT,PT431,45-54,M,61.93,34.04,2.33,5.489,17.19,1005,7.71,7.69,62.92,67.89,40.04,6.74,79.46,0.3785,2024-07-10
2019,PT,HR7,35-44,T,37.3,28.36,6.293,8.021,12.55,806,17.31,11.57,77.57,45.62,48.38,1.54,54.23,0.8072,2024-08-08
2020,SI,BG539,25-34,F,26.27,11.71,7.031,6.963,14.22,861,9.23,38.45,21.78,12.78,25.69,7.29,43.53,2.023,2025-08-22
2021,AT,HR39,16-24,M,41.4,21.32,4.763,1.988,20.87,891,12.83,27.59,14.06,25.96,49.77,5.8,86.11,2.7281,2025-08-27
2022,HR,FI6,65-74,T,87.69,54.06,7.028,4.391,19.49,1084,9.13,14.62,83.71,73.26,50.68,3.02,43.0,1.8926,2025-05-29
2023,DK,SE98,55-64,F,90.97,40.74,1.71,4.608,10.09,1216,2.81,27.5,53.56,29.16,8.4,6.44,25.78,2.3158,2025-04-04
2024,FR,PT3,45-54,M,40.65,25.46,2.463,0.67,8.78,1064,20.83,7.97,72.1,56.13,23.18,8.97,49.25,0.6329,2024-05-22
2025,HU,LV589,35-44,T,27.01,12.04,6.929,1.725,2.77,1240,6.97,20.82,46.92,16.2,16.6,-3.45,78.36,2.0077,2026-01-25
2026,LV,DK36,25-34,F,74.61,50.5,6.236,5.91,23.12,1280,20.0,14.22,32.69,59.78,26.28,8.06,27.06,3.4753,2024-02-06
2014,MT,SK6,16-24,M,72.81,38.2,6.214,3.944,14.59,1240,7.24,41.59,57.83,53.33,27.37,3.48,46.43,1.5833,2025-06-30
2015,PT,CZ460,65-74,T,59.87,30.69,7.249,2.655,15.1,844,16.2,4.95,80.8,51.28,22.47,1.97,40.85,1.3882,2025-08-02
2016,SI,FI514,55-64,F,39.7,30.94,6.101,4.056,24.52,1207,12.44,43.27,39.5,77.03,8.56,5.2,74.86,0.4749,2024-11-20
2017,AT,FR41,45-54,M,64.12,39.02,1.491,7.981,20.85,918,16.23,14.69,14.59,32.31,46.55,7.67,54.6,3.3056,2026-02-19
2018,HR,CY282,35-44,T,53.54,34.52,4.572,4.546,14.72,1145,21.43,31.16,29.34,34.96,43.46,6.16,84.37,0.3546,2025-05-29
2019,DK,LV88,25-34,F,72.89,46.71,3.695,2.933,18.79,1211,6.34,39.0,12.7,50.84,3.34,9.41,38.79,1.235,2024-01-03
2020,FR,HU427,16-24,M,29.55,23.23,4.399,3.879,25.86,1058,3.18,20.82,19.52,41.12,24.28,-0.1,69.48,3.1035,2025-03-24
2021,HU,DK810,65-74,T,54.67,37.03,2.925,2.845,13.18,1131,15.01,34.24,59.12,11.32,10.29,1.47,64.72,1.5015,2024-03-23
2022,LV,AT815,55-64,F,88.47,58.35,7.047,6.694,22.99,1268,5.22,3.61,15.01,53.07,27.05,3.53,37.49,3.6797,2025-01-24
2023,MT,MT23,45-54,M,52.83,38.82,4.705,7.037,5.66,973,8.07,27.61,86.25,73.06,37.15,6.95,52.95,3.3471,2025-06-18
2024,PT,IE15,35-44,T,91.82,52.55,2.774,2.851,27.75,953,15.67,11.18,12.7,43.56,31.03,-2.57,67.49,2.0785,2025-09-27
2025,SI,BE16,25-34,F,44.76,27.16,4.306,1.742,5.31,866,5.94,34.93,27.69,47.35,16.35,6.3,65.68,2.9452,2024-11-03
2026,AT,PL68,16-24,M,65.34,42.56,8.348,1.701,4.95,1097,16.73,45.46,13.93,55.84,5.62,8.58,58.4,2.5827,2025-05-17
2014,HR,CY49,65-74,T,88.8,47.51,4.655,0.494,2.76,1039,11.41,16.43,36.47,64.78,37.53,-3.36,18.22,2.9442,2025-04-03
2015,DK,PL483,55-64,F,55.84,29.39,9.498,0.563,21.2,909,14.05,18.93,55.76,69.49,27.93,9.13,37.94,1.87,2025-08-15
2016,FR,AT30,45-54,M,49.26,26.61,7.622,0.959,27.9,1422,11.17,43.54,32.16,74.05,12.2,-2.01,20.36,2.7314,2025-10-23
2017,HU,ES47,35-44,T,67.21,31.37,8.831,6.991,11.45,1216,18.36,16.95,51.92,59.8,38.6,-2.1,33.44,2.3804,2025-08-13
2018,LV,BE133,25-34,F,34.7,23.27,6.45,5.191,1.73,1245,18.85,5.55,66.97,58.97,8.53,-3.17,67.04,2.2796,2024-12-16
2019,MT,EE407,16-24,M,87.36,44.67,9.104,5.946,15.63,957,12.44,23.13,88.7,32.71,21.77,-3.06,28.89,3.6089,2024-09-02
2020,PT,BG73,65-74,T,88.9,48.76,3.22,3.138,12.43,867,4.76,29.56,12.36,15.91,47.27,-0.16,25.51,1.697,2025-07-09
2021,SI,MT13,55-64,F,43.54,33.82,7.563,2.084,14.38,877,9.82,10.62,69.49,62.16,35.83,6.58,86.92,2.9947,2025-06-08
2022,AT,SE757,45-54,M,73.98,43.77,7.999,7.547,4.95,985,2.42,45.26,30.23,41.17,18.92,9.39,81.57,2.6036,2025-06-01
2023,HR,LT313,35-44,T,47.04,26.36,7.0,3.387,12.55,1321,11.9,44.67,34.61,9.16,27.38,4.24,34.43,2.839,2025-11-08
2024,DK,GR62,25-34,F,36.26,27.36,9.169,1.487,22.48,1000,2.06,20.85,72.66,55.63,29.49,9.03,50.0,3.4413,2024-07-07
2025,FR,DE1,16-24,M,30.34,15.96,1.107,5.725,16.81,1333,20.68,7.4,60.99,11.47,26.66,0.03,26.58,0.8809,2024-11-14
2026,HU,ES650,65-74,T,49.71,34.74,2.238,7.471,13.07,1216,9.7,33.72,78.22,18.78,45.92,-3.44,70.89,2.2892,2024-01-06
2014,LV,DK87,55-64,F,27.79,17.56,9.159,2.278,21.1,1206,12.71,4.11,40.58,35.23,22.0,-0.79,24.25,3.6112,2024-09-08
2015,MT,HR66,45-54,M,56.61,41.38,7.184,3.688,15.59,1189,7.63,17.84,89.51,72.46,47.5,-3.2,35.16,2.7484,2025-01-11
2016,PT,SK87,35-44,T,64.11,53.89,2.166,3.14,2.51,1340,16.2,24.89,59.22,54.92,10.33,-1.21,35.59,0.4183,2024-01-18
2017,SI,HR320,25-34,F,67.93,49.17,6.451,6.764,27.32,1310,9.92,32.08,37.54,72.89,7.51,7.79,75.34,0.3316,2025-08-28
2018,AT,HR5,16-24,M,52.07,36.27,7.458,7.452,27.06,1150,5.26,29.44,63.6,37.7,31.44,3.1,37.76,2.1378,2024-04-23
2019,HR,IT54,65-74,T,65.85,47.23,5.73,4.555,6.23,1405,10.31,12.42,19.24,36.26,14.36,6.83,80.05,1.0825,2024-02-15
2020,DK,CZ149,55-64,F,44.27,31.94,8.189,3.522,8.57,1144,17.33,27.42,52.98,42.56,31.13,6.15,44.25,0.908,2025-08-12
2021,FR,BE30,45-54,M,28.09,23.15,4.592,1.745,26.02,1186,20.82,16.53,45.45,75.21,17.89,-3.27,39.12,3.6967,2025-04-24
2022,HU,HR62,35-44,T,27.58,20.04,8.328,4.111,23.19,1033,2.58,23.71,51.76,33.27,45.35,4.32,83.11,3.5726,2024-12-16
2023,LV,LV560,25-34,F,58.44,20.84,7.991,3.214,18.2,1400,6.65,34.98,26.31,70.92,20.96,-1.03,47.34,3.0439,2024-07-05
2024,MT,EE61,16-24,M,64.57,49.31,9.011,2.892,5.07,1055,11.47,41.72,84.16,74.28,6.25,3.21,41.12,2.2249,2025-07-06
2025,PT,AT259,65-74,T,64.68,28.92,4.322,7.352,16.36,1047,14.77,45.19,51.24,17.79,15.49,4.44,21.2,3.0551,2025-03-02
2026,SI,FI62,55-64,F,89.06,58.55,7.364,7.809,14.68,1413,2.09,4.67,83.88,17.39,20.65,6.79,36.49,1.7695,2025-03-17
2014,AT,BG115,45-54,M,42.18,25.96,5.642,5.194,7.19,1236,12.72,12.75,74.57,48.44,6.21,9.33,81.41,2.1906,2024-04-21
2015,HR,FR603,35-44,T,71.52,39.96,7.87,0.887,27.02,1427,21.88,43.42,44.44,35.09,30.53,8.01,33.55,3.5914,2024-09-14
2016,DK,SI247,25-34,F,77.6,56.83,3.448,8.289,20.94,978,17.99,21.71,40.73,27.69,35.74,-3.12,18.79,2.01,2025-12-07
2017,FR,GR5,16-24,M,28.3,23.12,4.74,6.456,7.05,1268,17.37,32.85,91.01,9.91,9.51,-2.84,77.82,1.8613,2025-07-11
2018,HU,IE96,65-74,T,87.8,59.95,5.243,4.266,4.02,1280,21.64,20.72,37.55,68.98,11.53,8.76,65.35,1.529,2025-03-17
2019,LV,LT27,55-64,F,67.98,26.83,1.946,0.541,11.95,1198,4.87,22.74,61.41,30.88,4.84,9.33,42.09,3.4483,2025-06-06
2020,MT,DE7,45-54,M,45.37,36.62,6.398,2.423,12.73,1167,12.48,3.42,69.28,45.19,33.28,6.4,59.87,3.3831,2024-07-05
2021,PT,SK495,35-44,T,69.13,41.27,5.572,4.538,11.8,1293,4.59,10.48,91.48,57.75,42.48,-2.83,85.9,0.3461,2026-01-31
2022,SI,IT417,25-34,F,47.85,19.88,3.854,6.475,19.64,1036,14.26,29.74,68.94,57.06,29.71,-3.45,42.6,3.736,2024-12-09
2023,AT,HU554,16-24,M,69.55,37.28,4.964,4.305,14.51,1025,9.79,4.63,45.5,51.42,41.1,3.91,51.19,3.3356,2024-06-20
2024,HR,GR37,65-74,T,73.19,52.78,8.795,7.355,1.62,985,5.22,24.62,39.65,50.39,44.72,3.84,82.15,2.879,2024-01-17
2025,DK,FI3,55-64,F,72.02,33.25,6.434,6.219,17.75,1065,15.29,12.09,62.05,30.15,44.23,6.91,69.21,1.698,2026-01-20
2026,FR,ES100,45-54,M,68.27,57.91,3.725,0.513,11.23,958,7.56,16.18,82.16,12.09,22.49,7.5,25.04,1.3516,2025-05-27
