soc_esspros_reference_year,soc_esspros_country_iso2,soc_esspros_function_code,soc_esspros_benefit_type_code,soc_esspros_financing_source_code,soc_esspros_expenditure_total_eur,soc_esspros_expenditure_pct_gdp,soc_esspros_beneficiaries_count,soc_esspros_mean_benefit_eur,soc_esspros_admin_cost_eur,soc_esspros_in_kind_benefit_eur,soc_esspros_cash_benefit_eur,soc_esspros_means_tested_share_pct,soc_esspros_digital_application_rate_pct,soc_esspros_processing_time_days_median,soc_esspros_fraud_detected_amount_eur,soc_esspros_recovery_amount_eur,soc_esspros_eurostat_table_code,soc_esspros_methodology_version,soc_esspros_data_extract_date
2026,DK,DISABILITY,CASH_PERIODIC,HOUSEHOLD,139477047082.42,21.321,100212,1391819.81,8266293878.25,16024335951.95,123452711130.47,48.85,69.0,66,419271270.29,187215038.79,spr_exp_sum,ESSPROS_2019,2025-06-12
2010,IE,HOUSING,CASH_LUMP_SUM,EU_FUNDS,102295001750.97,16.277,99975,1023205.82,3774308585.52,17459036024.37,84835965726.6,24.46,43.92,57,94179997.21,15767635.15,spr_ben_sum,ESSPROS_2025B,2025-07-24
2011,PL,SURVIVORS,IN_KIND,OTHER,64851208934.18,9.856,99400,652426.65,1083483456.08,23845804993.59,41005403940.59,37.36,14.29,64,260064715.84,168541447.64,spr_exp_oth,ESSPROS_2024A,2024-10-22
2012,AT,SICKNESS_HEALTHCARE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,90586983521.52,15.408,99769,907967.24,2980302742.15,36164643243.72,54422340277.8,43.43,47.3,56,394203766.24,286347691.75,spr_exp_fnct,ESSPROS_2023,2024-01-24
2013,EE,UNEMPLOYMENT,MIXED,GENERAL_TAX,200835964296.65,28.241,99693,2014544.29,5948173688.59,47450380102.17,153385584194.48,37.86,24.28,57,221638569.42,115608532.44,spr_finsum,ESSPROS_2021,2025-12-10
2014,IT,OLD_AGE,CASH_PERIODIC,EMPLOYER,96235280679.12,16.145,98663,975393.82,3267525759.58,17812967642.78,78422313036.34,3.48,85.07,63,199785086.52,49005783.35,spr_exp_sum,ESSPROS_2019,2025-03-22
2015,PT,SOCIAL_EXCLUSION,CASH_LUMP_SUM,HOUSEHOLD,21666190956.95,3.733,99441,217879.86,1240557003.47,5718818381.64,15947372575.31,11.26,36.3,58,74542223.77,37597446.5,spr_ben_sum,ESSPROS_2025B,2024-06-23
2016,BE,FAMILY_CHILDREN,IN_KIND,EU_FUNDS,84255940379.7,12.917,99121,850031.18,4996098163.74,14380181212.09,69875759167.61,41.12,90.53,68,358343044.52,166034335.4,spr_exp_oth,ESSPROS_2024A,2024-07-19
2017,FI,DISABILITY,TAX_RELIEF,OTHER,188850289180.59,28.819,98999,1907597.95,3384060263.25,36588350973.57,152261938207.02,39.39,24.41,73,715770840.18,225984915.69,spr_exp_fnct,ESSPROS_2023,2026-01-07
2018,LV,HOUSING,MIXED,SOCIAL_CONTRIBUTIONS,74397792122.56,10.725,98559,754855.39,3402186500.14,39895154429.49,34502637693.07,50.02,48.7,66,307439806.57,156174664.48,spr_finsum,ESSPROS_2021,2024-02-04
2019,RO,SURVIVORS,CASH_PERIODIC,GENERAL_TAX,79104845171.23,13.291,99187,797532.39,1368249713.03,32470544462.52,46634300708.71,33.26,35.54,74,45434477.42,31957781.38,spr_exp_sum,ESSPROS_2019,2025-12-01
2020,BG,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EMPLOYER,137896567608.17,21.114,100023,1378648.59,3491922559.84,67413550772.65,70483016835.52,23.3,34.33,65,585736005.38,377101112.23,spr_ben_sum,ESSPROS_2025B,2025-02-16
2021,FR,UNEMPLOYMENT,IN_KIND,HOUSEHOLD,157111521631.41,26.732,99332,1581680.84,3247903518.46,38469369162.63,118642152468.78,44.17,35.27,75,172996569.15,75049079.71,spr_exp_oth,ESSPROS_2024A,2024-12-31
2022,LT,OLD_AGE,TAX_RELIEF,EU_FUNDS,86862712909.84,12.014,101356,857006.13,3561398292.06,32528391210.74,54334321699.1,57.49,70.03,64,379166496.47,68359688.74,spr_exp_fnct,ESSPROS_2023,2025-02-28
2023,SK,SOCIAL_EXCLUSION,MIXED,OTHER,174013847917.48,28.495,101587,1712953.9,7945809401.64,38580909393.39,135432938524.09,18.69,60.17,68,169788438.37,103050791.59,spr_finsum,ESSPROS_2021,2024-05-03
2024,HR,FAMILY_CHILDREN,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,44809608141.36,6.354,100395,446333.07,1838351734.24,11752401506.08,33057206635.28,32.43,67.75,74,136369703.32,41381372.33,spr_exp_sum,ESSPROS_2019,2024-02-28
2025,DE,DISABILITY,CASH_LUMP_SUM,GENERAL_TAX,64859037533.46,9.11,100442,645736.22,3052756771.79,18181681407.07,46677356126.39,14.88,76.46,64,113593886.39,70086801.52,spr_ben_sum,ESSPROS_2025B,2024-12-07
2026,LU,HOUSING,IN_KIND,EMPLOYER,177186103292.61,30.037,99486,1781015.45,6049127790.21,50186041034.69,127000062257.92,3.48,66.96,74,457837349.52,109419971.28,spr_exp_oth,ESSPROS_2024A,2024-09-18
2010,SI,SURVIVORS,TAX_RELIEF,HOUSEHOLD,31108621309.6,5.07,100068,310874.82,751056946.62,5726572444.38,25382048865.22,10.09,47.02,82,71028516.27,18879798.54,spr_exp_fnct,ESSPROS_2023,2024-06-15
2011,CY,SICKNESS_HEALTHCARE,MIXED,EU_FUNDS,37139899757.27,5.884,100534,369426.26,545379249.15,19824528856.91,17315370900.36,61.29,71.48,82,116841474.27,74699216.65,spr_finsum,ESSPROS_2021,2024-06-15
2012,GR,UNEMPLOYMENT,CASH_PERIODIC,OTHER,72020987126.96,10.558,100576,716085.22,864664688.2,20664885606.75,51356101520.21,12.82,50.79,69,51285549.73,14232528.26,spr_exp_sum,ESSPROS_2019,2024-07-29
2013,MT,OLD_AGE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,118981958365.19,19.338,102040,1166032.52,3880723868.46,64959117834.09,54022840531.1,27.77,83.28,79,302032566.45,47141855.41,spr_ben_sum,ESSPROS_2025B,2025-07-09
2014,ES,SOCIAL_EXCLUSION,IN_KIND,GENERAL_TAX,153433984314.06,24.847,100356,1528896.97,8483635251.11,45305331956.06,108128652358.0,12.77,45.91,87,297170712.78,72593511.61,spr_exp_oth,ESSPROS_2024A,2025-08-11
2015,CZ,FAMILY_CHILDREN,TAX_RELIEF,EMPLOYER,67231742795.23,8.645,102559,655542.11,1777877432.66,16091999692.45,51139743102.78,16.07,88.86,79,166836651.9,54466052.04,spr_exp_fnct,ESSPROS_2023,2024-01-24
2016,HU,DISABILITY,MIXED,HOUSEHOLD,102270088826.68,13.251,101224,1010334.4,1325656941.82,53214254800.36,49055834026.32,47.75,46.92,82,213498907.18,87310223.4,spr_finsum,ESSPROS_2021,2025-02-18
2017,NL,HOUSING,CASH_PERIODIC,EU_FUNDS,214792052193.43,28.619,101899,2107891.66,4850310511.49,57400858453.08,157391193740.35,37.31,36.09,87,208321164.07,121652897.21,spr_exp_sum,ESSPROS_2019,2024-01-20
2018,SE,SURVIVORS,CASH_LUMP_SUM,OTHER,101100790510.22,16.437,102088,990329.82,1492250068.47,36677734820.84,64423055689.38,45.56,40.25,87,119404156.06,72425195.19,spr_ben_sum,ESSPROS_2025B,2024-05-20
2019,DK,SICKNESS_HEALTHCARE,IN_KIND,SOCIAL_CONTRIBUTIONS,152101253890.07,21.18,102515,1483697.55,5587093456.0,69056510125.58,83044743764.49,29.23,61.51,89,588984896.08,178296540.07,spr_exp_oth,ESSPROS_2024A,2025-01-26
2020,IE,UNEMPLOYMENT,TAX_RELIEF,GENERAL_TAX,128725689938.41,20.995,102486,1256031.95,4744877378.04,64442780492.78,64282909445.63,13.06,58.71,86,263011425.28,101442144.83,spr_exp_fnct,ESSPROS_2023,2024-05-02
2021,PL,OLD_AGE,MIXED,EMPLOYER,159331651275.0,25.798,102953,1547615.43,3058900131.11,72757608505.93,86574042769.07,53.65,84.82,92,464045118.01,324945100.62,spr_finsum,ESSPROS_2021,2024-12-16
2022,AT,SOCIAL_EXCLUSION,CASH_PERIODIC,HOUSEHOLD,46337901306.31,6.046,103500,447709.19,1813821291.44,22737999356.04,23599901950.27,30.79,24.46,89,186644263.89,90861389.74,spr_exp_sum,ESSPROS_2019,2024-02-15
2023,EE,FAMILY_CHILDREN,CASH_LUMP_SUM,EU_FUNDS,146017356841.46,22.073,102699,1421799.21,8447916007.48,69946942198.44,76070414643.02,48.84,46.67,94,231052731.96,101030312.84,spr_ben_sum,ESSPROS_2025B,2024-07-30
2024,IT,DISABILITY,IN_KIND,OTHER,107325955839.66,13.846,102395,1048156.22,4311888950.79,11672288452.25,95653667387.41,12.38,60.35,93,135501523.75,39932896.58,spr_exp_oth,ESSPROS_2024A,2025-09-13
2025,PT,HOUSING,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,198745992686.93,28.879,102538,1938266.72,3341619774.97,54213894680.78,144532098006.15,52.14,84.15,85,722645417.81,308528920.25,spr_exp_fnct,ESSPROS_2023,2024-06-01
2026,BE,SURVIVORS,MIXED,GENERAL_TAX,117311465187.66,15.614,104128,1126608.26,2469806277.29,57261404617.43,60050060570.23,11.0,63.93,98,157572582.52,27821079.04,spr_finsum,ESSPROS_2021,2024-01-16
2010,FI,SICKNESS_HEALTHCARE,CASH_PERIODIC,EMPLOYER,152781269096.86,18.415,103769,1472320.92,7903284693.29,63199952900.51,89581316196.35,20.97,46.19,101,252741910.26,70209448.73,spr_exp_sum,ESSPROS_2019,2024-06-09
2011,LV,UNEMPLOYMENT,CASH_LUMP_SUM,HOUSEHOLD,159171406014.5,19.71,104541,1522573.98,3655429142.61,37376820316.7,121794585697.8,49.29,68.01,90,465761862.77,226011215.61,spr_ben_sum,ESSPROS_2025B,2025-05-19
2012,RO,OLD_AGE,IN_KIND,EU_FUNDS,31888635911.43,4.933,102503,311099.54,1320841946.1,5745040046.68,26143595864.75,16.83,45.05,99,13957811.84,3346949.6,spr_exp_oth,ESSPROS_2024A,2025-03-02
2013,BG,SOCIAL_EXCLUSION,TAX_RELIEF,OTHER,260155575782.19,30.537,104590,2487384.8,3553000789.36,126118564715.91,134037011066.28,17.06,65.27,93,262336885.05,130752051.96,spr_exp_fnct,ESSPROS_2023,2025-07-30
2014,FR,FAMILY_CHILDREN,MIXED,SOCIAL_CONTRIBUTIONS,99912857837.9,11.751,104412,956909.72,5514123733.88,33433731189.57,66479126648.33,17.71,53.99,96,427096232.43,180356762.33,spr_finsum,ESSPROS_2021,2024-11-21
2015,LT,DISABILITY,CASH_PERIODIC,GENERAL_TAX,113244346471.2,13.519,104914,1079401.67,4146987495.88,56363664452.51,56880682018.69,64.88,21.31,90,118658414.12,39181338.26,spr_exp_sum,ESSPROS_2019,2024-05-29
2016,SK,HOUSING,CASH_LUMP_SUM,EMPLOYER,175544793021.88,26.742,102742,1708598.17,10512181510.29,68708888548.31,106835904473.57,15.44,63.62,91,42724113.8,14864466.12,spr_ben_sum,ESSPROS_2025B,2025-08-12
2017,HR,SURVIVORS,IN_KIND,HOUSEHOLD,136699240945.39,16.202,103262,1323809.74,3507714724.58,53577979174.29,83121261771.1,41.89,34.93,107,24619553.28,17330496.36,spr_exp_oth,ESSPROS_2024A,2025-06-26
2018,DE,SICKNESS_HEALTHCARE,TAX_RELIEF,EU_FUNDS,237035889441.86,31.258,103494,2290334.6,12001173555.74,109236225320.59,127799664121.27,35.74,28.79,93,888908833.1,265876431.84,spr_exp_fnct,ESSPROS_2023,2024-12-24
2019,LU,UNEMPLOYMENT,MIXED,OTHER,171759816717.96,23.132,103519,1659210.55,6947851225.75,23515318363.44,148244498354.52,32.86,67.27,103,117835079.36,77952206.64,spr_finsum,ESSPROS_2021,2024-11-05
2020,SI,OLD_AGE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,73095865282.49,10.664,105671,691730.61,1401572146.2,10451262352.83,62644602929.66,14.48,71.29,110,322881612.78,137473354.24,spr_exp_sum,ESSPROS_2019,2024-05-17
2021,CY,SOCIAL_EXCLUSION,CASH_LUMP_SUM,GENERAL_TAX,111238578538.23,12.711,105522,1054174.28,1754969456.3,25294915795.52,85943662742.71,14.84,82.77,102,193250624.05,31742376.67,spr_ben_sum,ESSPROS_2025B,2025-01-08
2022,GR,FAMILY_CHILDREN,IN_KIND,EMPLOYER,293117545486.24,33.72,103785,2824276.59,3855368415.78,43666118390.63,249451427095.61,64.98,46.55,112,519569652.64,243945564.59,spr_exp_oth,ESSPROS_2024A,2024-07-15
2023,MT,DISABILITY,TAX_RELIEF,HOUSEHOLD,80792789624.72,12.13,105857,763225.76,4707103178.44,41614586417.12,39178203207.6,6.42,58.87,111,45527932.15,28045138.36,spr_exp_fnct,ESSPROS_2023,2024-02-20
2024,ES,HOUSING,MIXED,EU_FUNDS,33121658810.18,4.75,104895,315760.13,633844418.04,3587526199.21,29534132610.97,33.27,65.13,97,136845276.07,45036543.77,spr_finsum,ESSPROS_2021,2024-03-04
2025,CZ,SURVIVORS,CASH_PERIODIC,OTHER,88664698394.11,11.711,105309,841947.97,5019623241.63,15090269255.65,73574429138.46,55.3,84.72,106,74523986.44,28988916.85,spr_exp_sum,ESSPROS_2019,2024-04-27
2026,HU,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,164304025034.74,24.671,104741,1568669.62,8378419552.69,89269390179.09,75034634855.65,0.55,25.71,104,413796595.11,157293844.77,spr_ben_sum,ESSPROS_2025B,2024-11-19
2010,NL,UNEMPLOYMENT,IN_KIND,GENERAL_TAX,270161321128.57,31.744,105736,2555055.24,11993868626.97,37798247325.85,232363073802.72,62.53,81.77,114,1025348913.21,744959305.64,spr_exp_oth,ESSPROS_2024A,2024-02-02
2011,SE,OLD_AGE,TAX_RELIEF,EMPLOYER,111186166858.78,12.84,105693,1051972.85,3659256458.32,32523596502.08,78662570356.7,48.67,59.89,119,89019399.39,41801714.14,spr_exp_fnct,ESSPROS_2023,2025-10-17
2012,DK,SOCIAL_EXCLUSION,MIXED,HOUSEHOLD,157479541809.25,20.645,104298,1509899.92,5873593855.2,33747799787.7,123731742021.55,7.54,81.57,104,459782747.07,221929107.76,spr_finsum,ESSPROS_2021,2025-09-04
2013,IE,FAMILY_CHILDREN,CASH_PERIODIC,EU_FUNDS,85003329729.22,12.068,104538,813133.31,4823175339.78,25585962173.41,59417367555.81,29.96,86.38,120,266805709.52,104264969.09,spr_exp_sum,ESSPROS_2019,2024-08-17
2014,PL,DISABILITY,CASH_LUMP_SUM,OTHER,223181459283.73,31.985,105069,2124141.84,11797954464.53,70434018307.28,152747440976.45,60.01,59.01,106,587766263.63,349663624.77,spr_ben_sum,ESSPROS_2025B,2025-03-02
2015,AT,HOUSING,IN_KIND,SOCIAL_CONTRIBUTIONS,181628407738.74,22.198,105958,1714154.74,3964783171.56,73573653188.62,108054754550.12,42.64,81.73,115,523722482.53,254775491.58,spr_exp_oth,ESSPROS_2024A,2025-03-28
2016,EE,SURVIVORS,TAX_RELIEF,GENERAL_TAX,44409637708.87,6.413,106053,418749.47,1316623941.93,6288822897.2,38120814811.67,60.17,65.16,122,118457666.27,63060027.13,spr_exp_fnct,ESSPROS_2023,2025-04-09
2017,IT,SICKNESS_HEALTHCARE,MIXED,EMPLOYER,85229648030.97,11.393,107294,794356.14,2895881127.12,24621689104.65,60607958926.32,6.56,27.12,118,293408347.91,191270799.89,spr_finsum,ESSPROS_2021,2024-07-27
2018,PT,UNEMPLOYMENT,CASH_PERIODIC,HOUSEHOLD,219557491964.75,30.71,106238,2066656.86,11359588821.9,115920085521.46,103637406443.29,32.2,72.08,114,730799227.95,338452559.59,spr_exp_sum,ESSPROS_2019,2024-08-31
2019,BE,OLD_AGE,CASH_LUMP_SUM,EU_FUNDS,53176148218.56,7.029,106811,497852.73,1929508406.81,14519645496.13,38656502722.43,13.42,12.23,110,223958564.36,116585106.35,spr_ben_sum,ESSPROS_2025B,2024-02-12
2020,FI,SOCIAL_EXCLUSION,IN_KIND,OTHER,252692281952.89,31.024,106403,2374860.5,11440537982.8,36354788849.7,216337493103.19,41.67,79.73,115,853083191.76,588346810.69,spr_exp_oth,ESSPROS_2024A,2025-02-20
2021,LV,FAMILY_CHILDREN,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,207646632375.52,25.299,107458,1932351.55,5794283874.66,49904702730.27,157741929645.25,58.07,90.09,122,918619457.99,230309476.86,spr_exp_fnct,ESSPROS_2023,2025-05-05
2022,RO,DISABILITY,MIXED,GENERAL_TAX,169031048128.42,23.292,106762,1583251.05,10109985258.54,66044629149.53,102986418978.89,40.11,30.33,123,245025455.4,157181193.08,spr_finsum,ESSPROS_2021,2025-01-16
2023,BG,HOUSING,CASH_PERIODIC,EMPLOYER,59863141554.03,6.414,105263,568700.7,846411750.2,17059435947.03,42803705607.0,6.1,89.81,114,225381723.77,154293682.47,spr_exp_sum,ESSPROS_2019,2025-08-19
2024,FR,SURVIVORS,CASH_LUMP_SUM,HOUSEHOLD,208165951727.9,22.823,106414,1956189.52,9101094554.38,33448009405.39,174717942322.51,50.67,20.13,132,210581347.19,55694596.87,spr_ben_sum,ESSPROS_2025B,2024-09-19
2025,LT,SICKNESS_HEALTHCARE,IN_KIND,EU_FUNDS,153650252135.91,20.527,107642,1427419.15,4467573740.98,79656879030.42,73993373105.49,54.57,67.93,121,331786608.99,126215887.36,spr_exp_oth,ESSPROS_2024A,2024-10-24
2026,SK,UNEMPLOYMENT,TAX_RELIEF,OTHER,88178218265.32,12.294,107010,824018.49,3502797248.77,26739257618.48,61438960646.84,13.29,19.58,125,130381540.61,40154032.58,spr_exp_fnct,ESSPROS_2023,2025-04-24
2010,HR,OLD_AGE,MIXED,SOCIAL_CONTRIBUTIONS,116836734719.92,15.24,106541,1096636.36,1396317997.75,50454742693.72,66381992026.2,55.16,66.85,117,435558076.31,210614336.46,spr_finsum,ESSPROS_2021,2025-01-31
2011,DE,SOCIAL_EXCLUSION,CASH_PERIODIC,GENERAL_TAX,92641580720.16,10.909,105908,874736.38,933899869.1,10331244852.52,82310335867.64,32.23,48.47,120,392689800.93,90383578.51,spr_exp_sum,ESSPROS_2019,2025-06-07
2012,LU,FAMILY_CHILDREN,CASH_LUMP_SUM,EMPLOYER,45389746981.18,4.964,106081,427878.2,929193400.72,5004179695.08,40385567286.1,16.63,25.88,129,167088313.69,59379128.74,spr_ben_sum,ESSPROS_2025B,2024-11-29
2013,SI,DISABILITY,IN_KIND,HOUSEHOLD,31108493327.54,3.564,108541,286605.92,1423897351.77,8837050175.72,22271443151.82,51.28,26.37,133,72903977.41,16076641.74,spr_exp_oth,ESSPROS_2024A,2024-09-05
2014,CY,HOUSING,TAX_RELIEF,EU_FUNDS,107221547722.83,14.909,106852,1003458.5,1233656121.16,39056011329.41,68165536393.42,28.55,32.73,125,223740719.11,54569729.71,spr_exp_fnct,ESSPROS_2023,2025-11-09
2015,GR,SURVIVORS,MIXED,OTHER,114862663635.97,12.141,108022,1063326.58,5064136336.67,47735744212.37,67126919423.6,9.39,39.44,122,361531468.92,188716596.49,spr_finsum,ESSPROS_2021,2025-11-21
2016,MT,SICKNESS_HEALTHCARE,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,146431265228.9,19.507,107297,1364728.42,6043165197.76,67833652019.57,78597613209.33,26.79,17.15,5,67115682.36,12875509.04,spr_exp_sum,ESSPROS_2019,2025-05-24
2017,ES,UNEMPLOYMENT,CASH_LUMP_SUM,GENERAL_TAX,98913326758.42,13.107,108782,909280.27,5512719361.74,19681854791.56,79231471966.86,61.83,50.37,5,340023015.97,153940903.14,spr_ben_sum,ESSPROS_2025B,2025-07-16
2018,CZ,OLD_AGE,IN_KIND,EMPLOYER,118686041381.99,13.01,109133,1087535.77,5837343205.93,43915637775.95,74770403606.04,0.67,65.4,7,43840769.38,15188647.56,spr_exp_oth,ESSPROS_2024A,2024-01-08
2019,HU,SOCIAL_EXCLUSION,TAX_RELIEF,HOUSEHOLD,47989265802.18,6.522,107033,448359.53,1109517383.2,10944070650.79,37045195151.39,63.33,34.57,15,174636678.39,83479538.11,spr_exp_fnct,ESSPROS_2023,2025-11-09
2020,NL,FAMILY_CHILDREN,MIXED,EU_FUNDS,130632998698.59,16.76,108323,1205958.09,3156070764.6,32503040652.2,98129958046.39,43.93,64.42,8,479300309.67,210684367.43,spr_finsum,ESSPROS_2021,2025-09-28
2021,SE,DISABILITY,CASH_PERIODIC,OTHER,275642580676.3,29.945,107976,2552813.41,6285289197.66,108846121338.15,166796459338.15,2.41,73.62,26,642196662.37,275334274.55,spr_exp_sum,ESSPROS_2019,2024-12-04
2022,DK,HOUSING,CASH_LUMP_SUM,SOCIAL_CONTRIBUTIONS,282468655243.17,32.201,109005,2591336.68,6347864296.83,85793308529.46,196675346713.71,46.86,32.28,17,893871269.04,360887140.75,spr_ben_sum,ESSPROS_2025B,2025-08-03
2023,IE,SURVIVORS,IN_KIND,GENERAL_TAX,82312775202.48,9.12,107657,764583.59,3842660852.73,24091052173.28,58221723029.2,55.58,12.06,11,33948803.48,13894805.84,spr_exp_oth,ESSPROS_2024A,2025-09-26
2024,PL,SICKNESS_HEALTHCARE,TAX_RELIEF,EMPLOYER,30683997802.15,3.458,107928,284300.62,1401205077.08,4757669308.71,25926328493.44,17.93,91.67,17,58250719.87,36607008.24,spr_exp_fnct,ESSPROS_2023,2024-10-23
2025,AT,UNEMPLOYMENT,MIXED,HOUSEHOLD,231538450555.69,24.167,110207,2100941.42,11591571643.55,44706441979.09,186832008576.6,35.01,68.3,21,741027326.87,384132666.4,spr_finsum,ESSPROS_2021,2025-09-16
2026,EE,OLD_AGE,CASH_PERIODIC,EU_FUNDS,197148278434.79,23.95,107672,1831007.86,7057693721.99,53753492049.08,143394786385.71,53.24,58.64,27,607781726.2,93546469.56,spr_exp_sum,ESSPROS_2019,2025-04-23
2010,IT,SOCIAL_EXCLUSION,CASH_LUMP_SUM,OTHER,56936761018.78,6.219,109143,521671.21,2353612869.91,27587742377.08,29349018641.7,32.8,26.2,17,88613537.91,47931924.58,spr_ben_sum,ESSPROS_2025B,2024-09-22
2011,PT,FAMILY_CHILDREN,IN_KIND,SOCIAL_CONTRIBUTIONS,219844881279.8,22.848,108579,2024745.87,9553232736.69,26032441008.13,193812440271.67,59.71,73.36,33,741674371.25,256869281.94,spr_exp_oth,ESSPROS_2024A,2025-09-02
2012,BE,DISABILITY,TAX_RELIEF,GENERAL_TAX,259005446706.51,31.559,108065,2396756.09,14473780515.95,115070493356.2,143934953350.31,63.05,45.71,29,95806495.43,15519344.61,spr_exp_fnct,ESSPROS_2023,2025-01-29
2013,FI,HOUSING,MIXED,EMPLOYER,226368228142.57,23.781,109150,2073918.72,3019013999.15,114639336627.18,111728891515.39,55.82,32.15,21,496708235.43,141755170.87,spr_finsum,ESSPROS_2021,2024-08-26
2014,LV,SURVIVORS,CASH_PERIODIC,HOUSEHOLD,252488946141.45,26.327,109231,2311513.64,10081133531.47,97352657694.61,155136288446.84,13.72,64.55,26,924639234.7,169281846.37,spr_exp_sum,ESSPROS_2019,2026-02-19
2015,RO,SICKNESS_HEALTHCARE,CASH_LUMP_SUM,EU_FUNDS,181180971226.65,22.274,110323,1642277.41,9065234493.4,49455893694.95,131725077531.7,46.92,12.49,22,656918372.62,385651034.05,spr_ben_sum,ESSPROS_2025B,2025-06-06
2016,BG,UNEMPLOYMENT,IN_KIND,OTHER,237763582546.24,28.917,110484,2152018.23,12175838533.97,80766522975.82,156997059570.42,47.16,45.11,31,937836675.65,364419593.23,spr_exp_oth,ESSPROS_2024A,2026-01-05
2017,FR,OLD_AGE,TAX_RELIEF,SOCIAL_CONTRIBUTIONS,107120002528.76,13.901,110165,972359.67,3321034430.36,11386065179.0,95733937349.76,2.81,70.04,35,276324762.38,175094570.61,spr_exp_fnct,ESSPROS_2023,2024-10-06
2018,LT,SOCIAL_EXCLUSION,MIXED,GENERAL_TAX,128285797532.58,13.589,111357,1152022.75,5073146809.69,55796956081.11,72488841451.47,10.76,87.78,26,141224764.95,32843954.71,spr_finsum,ESSPROS_2021,2024-09-02
2019,SK,FAMILY_CHILDREN,CASH_PERIODIC,EMPLOYER,133950504452.45,17.406,109064,1228182.58,5208072670.05,54364980540.56,79585523911.89,50.12,36.07,29,287146829.77,69221553.81,spr_exp_sum,ESSPROS_2019,2024-03-06
2020,HR,DISABILITY,CASH_LUMP_SUM,HOUSEHOLD,301504551801.8,30.121,110913,2718387.85,6624502810.25,93993974618.54,207510577183.26,54.31,82.31,27,166800518.27,104680886.36,spr_ben_sum,ESSPROS_2025B,2025-06-02
2021,DE,HOUSING,IN_KIND,EU_FUNDS,128597248993.53,15.084,111946,1148743.58,2346376720.49,55167460426.02,73429788567.51,23.52,74.45,36,39150445.51,13527668.52,spr_exp_oth,ESSPROS_2024A,2024-06-07
2022,LU,SURVIVORS,TAX_RELIEF,OTHER,60586473649.89,7.441,110585,547872.44,1176699545.35,28415206424.83,32171267225.06,63.12,58.57,31,124412209.92,57634661.09,spr_exp_fnct,ESSPROS_2023,2024-06-08
2023,SI,SICKNESS_HEALTHCARE,MIXED,SOCIAL_CONTRIBUTIONS,241462160832.8,24.805,109892,2197267.87,3121366858.78,34448274029.08,207013886803.72,8.55,43.42,33,968908526.41,354017749.52,spr_finsum,ESSPROS_2021,2025-06-06
2024,CY,UNEMPLOYMENT,CASH_PERIODIC,GENERAL_TAX,250106662194.16,30.121,111299,2247160.01,5150599197.36,86956085245.44,163150576948.72,31.51,44.33,43,112617567.06,36389013.94,spr_exp_sum,ESSPROS_2019,2025-03-08
2025,GR,OLD_AGE,CASH_LUMP_SUM,EMPLOYER,141557656196.87,16.6,110521,1280821.35,6682084849.3,21469898136.93,120087758059.94,11.3,21.52,36,49092756.23,14540670.65,spr_ben_sum,ESSPROS_2025B,2025-07-29
2026,MT,SOCIAL_EXCLUSION,IN_KIND,HOUSEHOLD,105793125313.94,10.291,111900,945425.61,5573982084.58,52883252394.62,52909872919.32,14.8,49.56,41,223825376.18,48334921.83,spr_exp_oth,ESSPROS_2024A,2025-10-21
2010,ES,FAMILY_CHILDREN,TAX_RELIEF,EU_FUNDS,236744999683.91,27.668,111905,2115589.11,4250114496.99,108149134933.76,128595864750.15,46.37,54.25,35,955934571.22,556132430.31,spr_exp_fnct,ESSPROS_2023,2024-09-02
2011,CZ,DISABILITY,MIXED,OTHER,142190493719.02,15.745,110595,1285686.46,3754354071.86,46561217353.11,95629276365.91,53.15,70.84,49,325569874.48,233367981.1,spr_finsum,ESSPROS_2021,2025-12-03
2012,HU,HOUSING,CASH_PERIODIC,SOCIAL_CONTRIBUTIONS,288774738690.76,31.508,110245,2619390.8,13861473324.95,102533807869.15,186240930821.61,2.72,32.92,48,1257690955.52,607072179.32,spr_exp_sum,ESSPROS_2019,2025-03-18
2013,NL,SURVIVORS,CASH_LUMP_SUM,GENERAL_TAX,66450266672.5,8.367,111604,595411.16,3526125605.26,10784308278.5,55665958394.0,7.51,67.37,40,264663255.02,127285650.87,spr_ben_sum,ESSPROS_2025B,2024-11-22
2014,SE,SICKNESS_HEALTHCARE,IN_KIND,EMPLOYER,84724223303.17,10.395,112090,755858.89,1938091272.2,38926074228.95,45798149074.22,38.38,83.09,47,366920849.71,117533053.3,spr_exp_oth,ESSPROS_2024A,2024-02-18
2015,DK,UNEMPLOYMENT,TAX_RELIEF,HOUSEHOLD,59599988499.12,5.792,111730,533428.7,2251391866.13,8172575555.57,51427412943.55,51.14,63.31,53,158466400.26,112171034.79,spr_exp_fnct,ESSPROS_2023,2026-01-24
