imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2016,H2B,IT,CHE,78616,78616,0,179.4811,15.07,1,1,3,0,1,0,NONE,0,58,OH,2022-01-16
2023,ASYLEE,BR,LAG,78690,78690,0,291.7912,6.76,0,0,4,0,0,1,212A7,0,79,OH,2022-01-17
2016,F1,KR,MUM,108359,19434,43762,153.7413,201.41,0,1,0,1,0,0,NONE,0,58,TN,2022-01-18
2013,H1B,CN,BLR,147407,80612,24365,98.2014,128.21,0,1,1,1,1,0,NONE,1,19,CO,2022-01-19
2013,TPS,MX,CHE,104312,50968,10409,331.8515,62.66,1,0,2,0,1,1,NONE,0,36,WA,2022-01-20
2017,DV,CN,BLR,80145,80145,0,365.0816,21.31,1,1,0,1,0,0,NONE,0,30,GA,2022-01-21
2014,B1B2,NG,BLR,103189,38245,60723,125.4817,130.33,0,1,3,1,0,0,NONE,0,8,WA,2022-01-22
2022,ASYLEE,GB,GDL,129832,38954,50562,196.3318,82.6,1,1,0,0,0,0,NONE,1,75,VA,2022-01-23
2020,O1,PK,BJG,164012,164012,0,70.2519,1.18,1,0,4,1,1,0,NONE,1,73,FL,2022-01-24
2012,H2A,ES,MAD,9474,9474,0,238.432,200.8,1,0,2,0,1,0,212A1,0,56,IL,2022-01-25
2014,EB2,GB,CHE,199027,199027,0,115.9221,181.85,1,1,6,1,0,0,212A2,0,4,IL,2022-01-26
2021,IR1,ES,ROM,146526,76418,32575,91.4622,193.14,1,0,5,0,1,0,NONE,0,8,MA,2022-01-27
2021,EB3,PH,LON,21767,21767,0,359.4323,209.44,0,0,2,0,1,1,212A6,0,1,AZ,2022-01-28
2018,J1,DE,GZC,46136,46136,0,150.8124,28.81,0,1,4,0,0,1,212A2,0,60,NJ,2022-01-29
2012,F1,VN,DEL,26041,26041,0,73.4425,102.89,0,1,5,1,1,0,NONE,0,37,MI,2022-01-30
2010,EB3,AR,HYD,38631,28265,3237,322.9726,20.8,0,1,3,0,0,0,NONE,0,52,MI,2022-01-31
2012,T,AR,MUM,213537,213537,0,300.5127,69.78,1,1,3,0,0,0,NONE,0,52,IL,2022-02-01
2020,DV,ES,HAN,88002,88002,0,141.3728,73.6,0,1,6,0,1,0,212A6,0,50,IL,2022-02-02
2017,DV,MX,LAG,64376,64376,0,73.9129,76.61,0,0,2,1,0,0,212A4,1,38,CO,2022-02-03
2016,H2A,JP,LAG,154774,154774,0,190.903,113.0,0,0,0,1,0,0,NONE,0,19,CA,2022-02-04
2014,B1B2,AR,LAG,136820,136820,0,279.0131,115.87,0,0,1,1,1,0,212A8,0,8,NJ,2022-02-05
2024,L1,MX,MAD,179547,179547,0,250.3432,118.11,1,1,0,0,1,0,NONE,0,0,PA,2022-02-06
2013,K1,PK,HCM,141702,141702,0,54.9133,22.68,0,1,0,0,0,0,NONE,0,31,NJ,2022-02-07
2021,U,IT,LAG,146975,128390,0,224.4434,79.85,1,1,5,0,0,0,NONE,0,28,MA,2022-02-08
2017,O1,IN,FRA,47782,47782,0,228.7235,61.03,1,1,1,0,1,0,NONE,0,39,VA,2022-02-09
2022,H2B,IT,FRA,80747,80747,0,103.5636,202.65,1,0,4,1,0,0,NONE,0,20,TX,2022-02-10
2012,TPS,CN,GZC,27304,27304,0,259.9937,203.27,1,0,6,0,0,0,NONE,0,62,GA,2022-02-11
2015,IR1,KR,LAG,65184,65184,0,127.9338,213.68,1,0,2,1,1,0,NONE,0,30,TX,2022-02-12
2017,IR1,BR,CHE,98472,98472,0,317.2839,105.24,0,1,2,0,0,0,212A3,0,80,MD,2022-02-13
2014,ASYLEE,IN,MAD,192967,80964,86596,279.534,4.24,0,0,6,1,0,0,NONE,0,27,NC,2022-02-14
2017,EB2,JP,MUM,114340,114340,0,237.4641,15.25,0,0,1,0,0,0,NONE,0,84,MD,2022-02-15
2015,O1,BD,ROM,167537,167537,0,293.2742,185.86,1,1,1,1,0,0,212A5,0,3,WA,2022-02-16
2014,B1B2,IT,LAG,77749,60192,0,311.3543,39.95,0,1,3,0,1,0,NONE,0,40,MN,2022-02-17
2011,J1,ES,GDL,152900,33628,99474,46.7444,34.66,1,1,1,1,1,0,NONE,0,77,FL,2022-02-18
2025,ASYLEE,PH,BJG,204178,204178,0,212.6945,117.84,0,1,6,1,0,0,NONE,0,33,NY,2022-02-19
2016,ASYLEE,PK,MUM,130447,130447,0,165.3846,72.08,0,1,5,1,0,0,212A8,0,48,CO,2022-02-20
2017,H2B,NG,FRA,63609,63609,0,234.5947,9.75,0,0,4,0,1,0,NONE,0,31,PA,2022-02-21
2023,EB2,DE,LAG,60228,60228,0,364.8048,105.28,1,0,6,1,0,0,NONE,0,80,CA,2022-02-22
2017,H2A,IN,CHE,138943,138943,0,19.6549,225.08,0,1,1,0,1,0,212A1,0,73,MI,2022-02-23
2015,U,BD,HCM,164839,164839,0,41.375,37.96,1,1,2,0,0,0,NONE,1,89,IL,2022-02-24
2024,U,MX,FRA,162297,68982,68194,191.1151,145.49,1,1,2,1,1,0,NONE,0,81,OH,2022-02-25
2022,PAROLE,ES,LAG,128794,128794,0,352.4452,129.29,1,1,3,1,0,0,NONE,0,64,NJ,2022-02-26
2010,EB2,VN,BJG,207859,111705,50391,243.4853,91.39,1,1,3,0,0,0,NONE,0,40,FL,2022-02-27
2013,J1,KR,HCM,152453,24132,117854,54.8054,141.49,0,0,2,0,1,0,212A3,0,84,TX,2022-02-28
2023,F1,IT,LAG,185113,73527,108354,318.4355,9.26,1,1,0,1,1,0,NONE,0,14,NJ,2022-03-01
2021,EB1,ES,GDL,158344,150011,0,274.2556,75.96,0,1,1,0,0,1,212A7,1,89,FL,2022-03-02
2024,IR1,ET,BJG,112014,67674,28852,339.9157,147.87,1,1,5,1,0,0,NONE,0,16,WA,2022-03-03
2021,DV,MX,GZC,163741,61832,82166,159.2958,53.02,1,1,6,1,0,0,NONE,0,44,PA,2022-03-04
2021,L1,FR,SHG,215122,111851,58954,54.4559,107.21,0,1,4,0,0,0,NONE,0,5,NY,2022-03-05
2010,EB3,GB,LAG,5923,5923,0,152.436,51.8,1,1,2,1,1,0,NONE,1,60,NJ,2022-03-06
2014,L1,IT,MAD,27092,17865,0,320.2661,126.08,0,1,0,0,1,0,NONE,0,24,IL,2022-03-07
2020,TPS,FR,ROM,245373,4353,194556,34.7762,37.66,1,1,2,1,0,0,NONE,0,53,MA,2022-03-08
2010,TPS,BD,ABJ,143829,134771,0,10.9863,182.53,0,1,2,1,1,0,212A6,0,6,PA,2022-03-09
2018,H1B,CN,MAD,12809,12809,0,92.0064,175.0,1,1,0,0,1,0,NONE,0,61,CO,2022-03-10
2022,IR1,ET,CHE,141177,141177,0,305.3365,120.97,1,1,3,1,1,0,NONE,0,43,NY,2022-03-11
2013,PAROLE,FR,MUM,126515,126515,0,65.3266,199.53,1,1,4,1,0,0,NONE,0,50,VA,2022-03-12
2019,ASYLEE,IN,GZC,65323,688,20863,119.2267,234.62,1,1,5,1,0,0,NONE,0,26,MI,2022-03-13
2010,H1B,DE,PAR,104959,104959,0,257.4968,30.47,1,1,2,0,0,0,NONE,0,70,TX,2022-03-14
2013,EB3,PK,MNL,130317,29950,96062,325.8369,204.54,1,1,0,0,0,1,NONE,1,8,GA,2022-03-15
2015,EB1,BR,FRA,163547,4557,127770,227.597,80.64,0,1,3,0,0,1,NONE,0,33,NY,2022-03-16
2011,EB1,EG,HCM,166581,135456,839,284.3971,61.28,1,1,0,0,1,0,212A6,1,47,PA,2022-03-17
2020,U,JP,BJG,202480,13886,185553,76.8272,185.65,1,1,1,1,0,0,NONE,0,13,GA,2022-03-18
2016,L1,CO,FRA,243978,203165,39338,107.1073,43.43,1,0,5,1,0,0,212A9,0,54,MN,2022-03-19
2010,PAROLE,IT,MNL,71665,50513,3372,132.1374,169.3,1,1,0,0,1,0,NONE,0,70,AZ,2022-03-20
2010,ASYLEE,FR,HAN,53456,53456,0,60.0775,193.07,0,0,4,0,1,0,NONE,0,70,OH,2022-03-21
2023,H1B,CN,LAG,72515,49832,0,168.2376,234.21,0,1,1,1,0,0,NONE,0,62,TN,2022-03-22
2012,PAROLE,MX,CDMX,145713,145713,0,5.0877,207.87,0,0,4,1,0,0,212A8,1,81,MA,2022-03-23
2014,H2B,DE,BLR,175675,6507,142130,266.9678,63.05,0,0,4,0,1,1,212A7,0,0,OR,2022-03-24
2018,H1B,JP,MUM,237931,169211,39060,26.7079,31.53,1,1,0,0,0,1,NONE,0,56,MI,2022-03-25
2022,J1,KR,GDL,244963,78257,164467,9.998,36.14,1,1,2,0,0,0,NONE,1,69,OR,2022-03-26
2021,ASYLEE,PK,GZC,189077,63913,107860,157.7281,226.26,0,1,2,1,1,0,NONE,0,14,TX,2022-03-27
2014,T,IN,HAN,199896,14825,139632,7.1782,38.8,1,1,4,1,1,0,NONE,0,55,PA,2022-03-28
2015,F1,MX,GDL,224553,115192,78382,108.1583,97.91,0,0,3,0,0,1,NONE,0,53,AZ,2022-03-29
2010,F1,VN,CHE,80753,77014,0,48.4684,130.23,0,1,6,1,1,0,212A8,0,5,NJ,2022-03-30
2021,EB2,KR,CHE,156243,156243,0,349.4385,78.6,0,1,2,0,0,0,212A4,0,40,MA,2022-03-31
2020,U,KR,PAR,213792,184471,0,323.8186,23.33,1,0,4,1,0,0,NONE,0,29,MI,2022-04-01
2011,EB3,JP,FRA,242177,25288,194835,224.0187,12.59,0,1,6,0,0,0,212A7,0,73,NJ,2022-04-02
2015,T,FR,BJG,199380,199380,0,223.8488,181.1,0,0,5,1,0,0,NONE,0,23,MN,2022-04-03
2017,ASYLEE,BR,FRA,80246,80246,0,251.5789,24.85,1,1,1,1,0,0,NONE,0,72,VA,2022-04-04
2011,H2A,PH,PAR,181697,181697,0,272.789,139.57,1,1,5,0,1,0,NONE,0,23,TX,2022-04-05
2010,H2A,KR,MNL,72403,72403,0,16.2991,6.1,0,1,3,0,1,0,NONE,0,1,MD,2022-04-06
2023,B1B2,AR,CDMX,162850,123065,0,258.2992,128.0,0,1,0,1,1,0,NONE,1,87,CO,2022-04-07
2015,IR1,IN,LON,32772,32772,0,174.4893,117.39,0,1,4,1,1,1,NONE,0,55,WA,2022-04-08
2011,EB2,KR,FRA,49827,49827,0,268.9094,90.79,0,0,5,0,1,0,212A2,0,3,OR,2022-04-09
2023,EB1,BD,FRA,101418,101418,0,209.4595,91.31,0,1,0,0,1,0,NONE,0,44,NY,2022-04-10
2017,PAROLE,MX,LAG,52898,52898,0,297.6296,81.84,0,1,2,1,1,0,NONE,0,43,FL,2022-04-11
2011,EB1,IT,ABJ,167542,126735,33657,35.8597,105.43,0,1,0,1,1,0,NONE,0,45,WA,2022-04-12
2015,T,FR,ABJ,104523,104523,0,309.3798,212.96,0,1,0,1,0,1,NONE,0,4,PA,2022-04-13
2017,ASYLEE,IT,GZC,212738,153442,26758,207.4399,15.92,1,1,4,1,0,0,NONE,0,88,OH,2022-04-14
2025,L1,ET,DEL,215908,39114,146840,175.88,226.25,1,0,4,0,0,0,NONE,1,63,IL,2022-04-15
2024,O1,EG,HCM,185875,185875,0,70.7901,168.54,0,1,6,1,0,0,NONE,0,85,CA,2022-04-16
2014,K1,CO,CDMX,224375,168973,25541,259.3202,89.62,1,0,4,1,0,0,212A2,1,19,TX,2022-04-17
2018,IR1,KR,GDL,13355,13355,0,101.7603,232.34,0,0,6,0,0,0,NONE,0,30,FL,2022-04-18
2024,PAROLE,FR,BLR,25754,25754,0,347.0504,176.17,0,1,5,1,0,0,NONE,0,9,NC,2022-04-19
2017,J1,IT,MAD,234253,142278,52715,133.8505,85.93,1,1,6,1,1,0,NONE,0,5,NJ,2022-04-20
2019,TPS,MX,BJG,125054,125054,0,170.4406,74.8,1,1,4,0,1,0,NONE,0,78,MA,2022-04-21
2021,K1,GB,MNL,98899,98899,0,159.1107,126.75,0,0,1,0,0,0,212A9,0,2,NJ,2022-04-22
2015,CR1,CN,ROM,219664,218949,0,110.0008,105.73,1,0,5,0,0,0,212A9,0,11,CA,2022-04-23
2023,O1,IT,MAD,216745,114539,90143,197.2009,47.9,1,1,5,0,0,0,NONE,0,88,NC,2022-04-24
2025,K1,FR,SHG,236900,39100,168037,264.491,158.74,1,1,6,1,1,0,NONE,0,11,TX,2022-04-25
2012,EB3,GB,GZC,125231,125231,0,38.3111,119.83,1,0,6,1,0,0,NONE,0,39,MI,2022-04-26
2016,U,ET,GZC,144539,144539,0,248.3012,104.77,0,1,0,1,0,0,NONE,0,45,CO,2022-04-27
2017,EB1,VN,HCM,187348,103178,36468,353.3513,217.42,0,0,1,1,1,0,NONE,0,24,MD,2022-04-28
2012,L1,IT,ROM,189862,81589,67774,79.0514,141.31,0,1,1,1,0,0,NONE,0,64,OR,2022-04-29
2021,J1,PK,MUM,4274,4274,0,126.6115,12.72,0,0,6,0,0,0,212A5,0,29,NJ,2022-04-30
2023,O1,CO,SHG,78043,47477,0,204.1816,193.34,0,0,2,0,0,0,NONE,0,9,PA,2022-05-01
2010,T,BR,MNL,244429,126304,117276,341.0017,74.29,1,1,1,0,0,0,NONE,0,68,NY,2022-05-02
2025,H2A,BR,HCM,69946,69946,0,208.5518,116.75,0,1,6,1,0,0,NONE,0,3,MN,2022-05-03
2010,L1,VN,BLR,152004,127641,0,272.7219,32.0,1,1,4,0,1,0,NONE,0,16,MD,2022-05-04
2019,PAROLE,CO,LON,28977,28977,0,320.202,107.7,1,0,5,0,1,0,212A1,0,2,MI,2022-05-05
2013,H1B,IT,CHE,244119,101725,122090,280.0721,18.6,0,1,0,0,1,0,212A4,0,76,NY,2022-05-06
2021,DV,DE,HAN,221791,181868,21639,40.3822,141.67,1,1,4,1,0,0,NONE,0,28,TX,2022-05-07
2017,L1,GB,CDMX,3646,3646,0,97.1323,46.47,0,0,4,1,0,0,NONE,0,12,WA,2022-05-08
2018,K1,CN,BLR,217628,195691,6761,322.1224,181.98,0,1,5,0,1,0,212A8,0,44,MN,2022-05-09
2017,K1,CN,CHE,181240,83680,63938,234.9225,120.79,0,1,3,1,1,0,NONE,0,47,AZ,2022-05-10
2020,H2B,CO,MNL,223473,125639,82234,225.8626,147.99,1,1,3,0,0,0,NONE,0,0,TX,2022-05-11
2016,EB1,IN,FRA,35548,35548,0,102.4427,7.84,0,1,6,0,0,0,NONE,0,15,GA,2022-05-12
2019,PAROLE,IT,HAN,178701,34410,128074,353.3228,55.81,0,1,4,1,0,0,212A10,0,32,OH,2022-05-13
2016,IR1,PH,SHG,41054,31258,4546,169.4529,200.75,0,1,5,0,1,1,NONE,0,37,TN,2022-05-14
2010,T,GB,MUM,244981,140412,88128,153.703,136.73,0,1,0,0,0,0,NONE,0,84,AZ,2022-05-15
2015,H2B,EG,MNL,190832,116236,49625,279.3231,5.33,0,0,0,1,0,0,212A7,0,87,OR,2022-05-16
2025,TPS,IN,LON,164208,135139,0,113.0832,186.41,0,1,0,0,0,0,212A3,0,21,AZ,2022-05-17
2025,DV,FR,GDL,81356,81356,0,72.8833,239.52,1,1,4,0,1,0,NONE,0,33,IL,2022-05-18
2011,L1,AR,MAD,205482,17477,140041,128.4434,32.93,1,1,1,1,1,0,NONE,0,70,MI,2022-05-19
2014,K1,EG,HCM,158696,7337,117944,290.7335,120.06,0,1,2,1,1,1,NONE,0,35,CA,2022-05-20
2023,EB3,BR,HCM,186700,37904,113300,310.0136,169.76,1,0,6,1,1,0,NONE,0,54,MD,2022-05-21
2019,IR1,AR,HCM,207239,103757,82005,67.2237,112.54,1,1,5,0,1,0,NONE,0,34,OH,2022-05-22
2022,IR1,ET,DEL,137162,9173,97629,12.1638,127.79,1,1,4,0,0,0,NONE,0,2,OH,2022-05-23
2023,EB1,FR,SHG,135962,135962,0,134.4139,69.95,0,1,4,0,0,0,NONE,0,83,MN,2022-05-24
2023,DV,BR,DEL,224882,90770,98583,322.464,221.85,0,0,6,0,0,0,NONE,0,38,PA,2022-05-25
2017,H2A,PK,MUM,61801,34359,0,304.7641,7.61,0,1,5,0,0,0,212A5,0,54,MA,2022-05-26
2015,CR1,ES,BJG,65649,65649,0,1.9642,113.89,0,1,4,0,0,0,NONE,0,25,OR,2022-05-27
2023,TPS,ET,HYD,11380,11380,0,182.8843,156.65,1,0,0,1,1,0,NONE,0,36,MN,2022-05-28
2025,EB2,NG,LAG,27937,27937,0,17.3044,170.81,0,1,2,1,1,0,212A7,0,4,CO,2022-05-29
2012,J1,ET,GDL,120284,33393,53216,249.5745,67.65,1,1,2,0,0,0,NONE,0,69,GA,2022-05-30
2018,H2B,PH,LAG,34930,34930,0,274.2146,214.92,1,0,0,1,1,0,NONE,0,42,NJ,2022-05-31
2020,F1,AR,GDL,133870,133870,0,126.4147,139.08,0,1,3,1,1,0,NONE,0,89,AZ,2022-06-01
2013,J1,VN,ABJ,78803,16081,55409,193.9648,51.07,0,0,6,0,1,0,NONE,0,25,GA,2022-06-02
2010,TPS,NG,GZC,12820,12820,0,10.8249,38.92,1,1,0,0,0,1,212A2,0,1,NY,2022-06-03
2022,L1,CO,DEL,165118,50251,106428,341.125,127.09,0,0,1,1,0,0,NONE,0,34,VA,2022-06-04
2012,K1,EG,CDMX,197019,197019,0,161.7351,236.5,0,0,3,1,1,0,NONE,0,42,NJ,2022-06-05
2023,B1B2,FR,MUM,7667,7667,0,33.2752,44.7,0,1,1,1,1,0,NONE,0,18,MI,2022-06-06
2022,B1B2,VN,MNL,37867,37867,0,77.7853,51.02,0,1,0,1,1,0,212A4,0,1,PA,2022-06-07
2014,ASYLEE,CN,HAN,199501,7681,178591,353.8454,6.25,0,1,4,1,0,1,212A4,0,71,MN,2022-06-08
2012,F1,BR,DEL,95257,52370,13662,250.4955,154.22,0,1,4,1,1,0,212A2,0,83,WA,2022-06-09
2015,J1,GB,LON,80002,80002,0,185.9956,83.57,0,1,4,0,0,1,NONE,0,60,NY,2022-06-10
2020,IR1,CO,MAD,215440,186656,0,85.1757,121.1,0,1,2,0,0,0,NONE,0,28,TN,2022-06-11
2016,IR1,BD,BJG,25614,25614,0,243.8458,2.25,0,1,0,1,1,0,212A2,1,41,MN,2022-06-12
2015,EB3,NG,ROM,122369,122369,0,103.9959,54.59,1,1,0,0,0,1,NONE,0,8,VA,2022-06-13
2021,IR1,CO,ABJ,71340,34585,0,333.926,122.88,0,1,2,0,0,0,NONE,0,24,CO,2022-06-14
2018,L1,IN,LAG,183197,130124,43850,314.4361,181.49,0,0,2,0,1,0,NONE,0,62,CO,2022-06-15
2010,PAROLE,AR,LAG,27060,27060,0,86.7362,25.86,0,0,6,0,0,0,NONE,0,3,FL,2022-06-16
2015,EB2,IT,LAG,162107,162107,0,14.7063,90.1,0,0,2,0,1,0,212A6,0,29,CO,2022-06-17
2013,L1,IT,HAN,55546,55546,0,259.5664,89.36,0,1,4,0,0,0,NONE,0,90,TX,2022-06-18
2022,K1,ET,FRA,102035,102035,0,253.2265,230.32,0,0,2,0,0,1,NONE,0,16,OH,2022-06-19
2015,TPS,PH,BJG,219006,27735,174965,300.4366,54.48,0,1,3,1,0,0,212A7,0,85,GA,2022-06-20
2011,H1B,CN,SHG,222258,210799,0,40.7467,182.62,0,1,1,1,0,0,NONE,0,66,TN,2022-06-21
2020,O1,BR,SHG,49805,49805,0,16.8568,1.11,0,0,4,0,0,0,NONE,0,71,FL,2022-06-22
2010,EB3,PH,GZC,116427,27951,83255,358.4769,78.9,0,1,5,1,1,1,NONE,0,28,TX,2022-06-23
2017,DV,EG,SHG,152319,152319,0,28.407,47.78,1,1,0,0,0,0,212A6,0,38,OH,2022-06-24
2015,L1,ES,BLR,221172,131114,59509,218.5171,104.01,0,0,3,0,0,0,212A9,0,62,MD,2022-06-25
2018,T,IN,MNL,107350,9291,66155,255.6872,81.59,1,0,0,1,0,0,212A6,0,55,NJ,2022-06-26
2014,H2B,IT,DEL,18245,18245,0,56.4973,229.45,1,1,0,0,1,0,NONE,0,31,MA,2022-06-27
2011,EB1,MX,CHE,166614,166614,0,70.2774,186.2,0,0,0,0,0,0,NONE,0,72,GA,2022-06-28
2012,ASYLEE,CO,MUM,76573,76573,0,16.2875,95.99,0,0,3,1,0,0,212A4,0,7,VA,2022-06-29
2013,IR1,BD,BJG,155878,155878,0,131.9776,88.99,0,0,1,1,0,0,212A3,0,42,PA,2022-06-30
2021,L1,JP,MAD,150217,46943,89923,351.1977,152.18,1,0,3,1,0,0,NONE,0,6,TX,2022-07-01
2019,H1B,IT,MNL,145032,145032,0,120.6778,203.27,1,0,1,1,1,0,NONE,0,55,NY,2022-07-02
2018,K1,AR,MUM,158822,158822,0,361.5479,123.94,1,1,4,1,0,0,NONE,1,80,FL,2022-07-03
2018,U,BR,FRA,200951,100450,78565,235.238,140.9,1,1,5,0,1,0,NONE,0,89,TN,2022-07-04
2023,O1,DE,GDL,138752,125508,0,103.4181,79.71,0,0,4,0,0,0,212A2,0,66,OR,2022-07-05
2025,EB3,FR,FRA,180729,35481,100661,186.7982,126.27,1,0,0,1,0,0,212A3,0,66,NY,2022-07-06
2023,IR1,AR,GZC,15976,15976,0,129.4983,32.63,0,0,1,0,1,0,NONE,0,36,CA,2022-07-07
2019,TPS,ES,CDMX,144968,144968,0,267.0584,78.76,1,0,1,0,0,0,NONE,1,88,MI,2022-07-08
2020,EB1,NG,LON,43332,43332,0,32.6285,2.93,0,1,2,0,0,0,NONE,0,3,MD,2022-07-09
2013,H1B,NG,MAD,9647,9647,0,88.3586,20.29,0,0,5,1,0,0,NONE,0,19,NJ,2022-07-10
2025,ASYLEE,KR,HYD,115515,24733,63443,136.6087,68.73,1,1,1,0,1,0,212A1,0,74,MA,2022-07-11
2016,U,VN,CHE,63791,63791,0,209.3688,56.92,0,1,0,1,1,0,NONE,0,16,NJ,2022-07-12
2017,U,KR,PAR,245535,245535,0,142.7689,223.41,1,1,2,0,0,0,NONE,0,44,NJ,2022-07-13
2018,U,AR,SHG,46724,27972,8397,61.189,133.28,1,1,6,0,1,0,NONE,0,64,OH,2022-07-14
2016,EB3,BR,DEL,96904,96904,0,84.0891,224.22,0,0,0,1,1,0,NONE,0,5,VA,2022-07-15
2021,T,EG,CHE,43701,43701,0,103.8092,25.62,0,1,6,0,1,1,212A6,0,46,TX,2022-07-16
2015,IR1,EG,LON,16307,16307,0,221.5293,59.07,0,1,3,1,0,0,NONE,0,7,TN,2022-07-17
2017,H2B,ES,HCM,227839,227839,0,98.8494,147.02,0,1,5,0,1,0,NONE,0,21,FL,2022-07-18
2015,J1,FR,GDL,201303,9740,157953,277.3195,197.08,1,1,0,1,1,0,NONE,0,9,PA,2022-07-19
2014,TPS,JP,LON,223482,27197,155025,363.1296,212.76,0,1,5,0,1,0,NONE,0,42,GA,2022-07-20
2025,H2A,KR,HCM,84716,72394,0,99.0697,213.7,0,1,2,1,1,0,212A4,0,45,CO,2022-07-21
2010,B1B2,FR,ABJ,216563,213226,0,34.7598,46.78,0,0,1,0,0,0,NONE,0,48,CA,2022-07-22
2011,O1,EG,FRA,183618,11717,125009,270.9199,134.84,1,1,1,1,1,0,212A2,0,72,OR,2022-07-23
2012,EB2,AR,BJG,94132,94132,0,67.89,217.75,1,1,1,1,1,0,NONE,0,14,MN,2022-07-24
2012,J1,VN,ABJ,12611,12611,0,10.6201,166.76,0,1,2,0,0,0,NONE,0,89,NC,2022-07-25
2020,B1B2,ET,LAG,13084,13084,0,8.2802,187.86,0,0,2,0,0,0,NONE,1,13,OH,2022-07-26
2024,EB3,EG,BJG,232396,219229,0,88.0703,176.62,0,0,5,0,0,0,NONE,0,17,OH,2022-07-27
2015,O1,NG,PAR,142959,1679,105246,255.3004,89.34,1,1,5,1,1,0,212A9,0,46,CO,2022-07-28
2015,O1,JP,CHE,44671,1248,562,240.6705,40.76,0,1,4,1,0,1,NONE,0,58,PA,2022-07-29
2025,H1B,FR,ROM,86503,13833,34823,150.4106,152.36,0,0,2,0,1,1,212A7,1,13,NJ,2022-07-30
2020,EB2,DE,ROM,110630,84218,21626,65.8507,22.93,0,0,6,0,0,0,NONE,0,72,VA,2022-07-31
2022,L1,IN,PAR,139817,101058,10793,199.6008,12.6,0,1,5,1,1,0,212A5,0,14,MI,2022-08-01
2013,H1B,CN,DEL,22352,22352,0,45.0509,74.36,0,1,3,0,0,0,NONE,0,42,AZ,2022-08-02
2015,L1,BR,MUM,135020,16544,81728,266.211,200.67,1,1,2,1,1,0,NONE,0,31,MA,2022-08-03
2010,L1,BR,DEL,137535,137535,0,83.2611,81.13,0,0,6,0,1,0,212A6,0,38,MI,2022-08-04
2017,ASYLEE,JP,CHE,43602,30547,0,338.6512,156.7,0,0,5,0,1,0,212A7,0,74,MI,2022-08-05
2020,U,VN,GDL,94243,94243,0,93.0413,1.21,1,1,0,0,1,0,NONE,0,13,NY,2022-08-06
2012,B1B2,ET,MAD,208920,182231,0,92.9714,199.39,1,0,3,1,0,0,NONE,0,23,AZ,2022-08-07
2012,L1,NG,ROM,71319,71319,0,156.8415,56.44,1,1,5,0,1,0,212A1,0,0,OH,2022-08-08
2013,TPS,BD,SHG,146384,78079,32281,236.6616,120.7,0,1,2,1,0,0,NONE,0,31,MI,2022-08-09
2016,B1B2,MX,BLR,195464,195464,0,355.6817,126.67,0,1,6,1,0,0,NONE,0,60,MI,2022-08-10
2015,B1B2,NG,GZC,24575,24575,0,151.1018,96.22,0,1,4,1,0,0,NONE,0,8,AZ,2022-08-11
2017,B1B2,FR,PAR,76249,45257,25076,162.7119,199.41,0,1,3,0,1,0,NONE,0,4,PA,2022-08-12
2011,F1,MX,BJG,155921,36854,115565,204.022,144.81,1,1,6,1,1,0,NONE,0,21,TX,2022-08-13
2021,F1,EG,HYD,127098,127098,0,350.0221,54.59,1,1,5,1,0,0,NONE,0,11,WA,2022-08-14
2020,EB3,CN,BLR,41203,41203,0,210.6222,127.74,1,1,4,0,0,0,NONE,0,40,FL,2022-08-15
2020,K1,AR,HAN,212390,212390,0,362.9523,143.91,0,1,6,0,1,0,212A9,0,14,GA,2022-08-16
2012,O1,BD,FRA,161780,67612,80596,32.9524,9.16,0,1,4,1,0,0,NONE,0,22,PA,2022-08-17
2023,T,CN,BJG,182826,7828,136514,74.3525,29.33,1,1,2,1,0,0,NONE,0,38,FL,2022-08-18
2021,F1,VN,HYD,203480,28135,166037,93.9526,36.26,1,1,4,0,1,0,NONE,0,84,MN,2022-08-19
2025,CR1,BD,LON,24067,24067,0,201.1227,226.25,0,0,5,0,0,0,NONE,0,62,CO,2022-08-20
2018,EB3,VN,ROM,115403,51735,50300,25.4028,96.55,0,1,3,1,1,0,NONE,0,40,PA,2022-08-21
2010,T,DE,BJG,99547,46771,41005,349.7229,177.63,0,1,3,1,0,0,212A7,0,33,MN,2022-08-22
2023,B1B2,MX,LAG,140846,110866,13344,290.193,75.77,0,1,3,0,1,0,NONE,0,45,NY,2022-08-23
2020,B1B2,CN,MUM,143021,136864,0,18.4031,194.2,0,0,1,1,1,0,NONE,0,5,WA,2022-08-24
2024,H2B,AR,HCM,63199,63199,0,222.2632,77.33,1,1,4,0,1,0,212A9,0,52,NJ,2022-08-25
2021,B1B2,BR,FRA,180727,9847,144392,133.9633,183.76,0,1,3,0,1,0,NONE,0,70,CO,2022-08-26
