econ_output_bea_release_quarter,econ_output_cbsa_code,econ_output_industry_naics_2,econ_output_gross_output_current_dollars,econ_output_gross_output_real_chain,econ_output_value_added_current_dollars,econ_output_value_added_real_chain,econ_output_personal_income_total,econ_output_per_capita_income,econ_output_compensation_of_employees,econ_output_proprietors_income,econ_output_rental_income_persons,econ_output_dividends_interest_rent,econ_output_transfer_receipts,econ_output_contributions_social_insurance,econ_output_price_deflator_index,econ_output_employment_full_time_equiv,econ_output_productivity_index,econ_output_data_revision_indicator,econ_output_benchmark_year
2023Q3,10567,52,684995846,561012159,339749354,278254999,437492910,113800,213777644,38528432,35365449,65860901,85712272,33068705,122.1,414388,116.92,FINAL,2012
2016Q3,10568,72,1069688299,1223899656,751431747,859761724,681359101,101449,381828552,59724832,50839308,144966419,61865862,54095089,87.4,774495,98.63,FINAL,2022
2017Q4,10569,21,706040786,606616364,247190846,212381516,222875499,31424,105617293,15137031,5574828,47911955,38534656,15665416,116.39,1063866,102.49,2ND,2017
2023Q4,10570,81,206387517,169461792,128297008,105342810,136793103,102349,54907896,9260696,3752110,13736489,20218253,7164123,121.79,35837,144.49,ADV,2012
2018Q1,10571,42,470632222,416968390,166510025,147523722,144968599,48964,51362828,25786717,4596336,17521976,10503885,9454726,112.87,1115678,129.81,2ND,2022
2019Q4,10572,92,924059684,933770901,593656084,599894992,817536955,52557,377595012,107974840,36351995,65545768,76093764,43139848,98.96,1838481,134.6,BENCH,2017
2021Q3,10573,42,1140686236,864418184,636656689,482461874,683172576,100955,422294040,47643647,42270251,77589057,114063351,38457122,131.96,119150,101.23,ADV,2017
2021Q1,10574,54,320160517,296472374,131377423,121657027,112207231,76299,54011597,18595496,8503646,17367118,7885569,2700264,107.99,1473073,121.12,ADV,2017
2016Q2,10575,22,435492406,386143293,218174117,193451070,222324016,94929,110654604,20277238,20385433,32832628,35554393,13067382,112.78,1154244,76.32,ADV,2017
2018Q1,10576,22,673221080,763982161,271511897,308116088,248848314,38922,153796430,31559117,15526000,31412804,15615451,10351320,88.12,558881,138.23,3RD,2017
2021Q2,10577,44,395453913,314476273,255299738,203021660,254556807,79601,117793287,14381790,15319723,29301413,30533157,11414954,125.75,861323,110.56,BENCH,2017
2024Q2,10578,54,426603352,402038782,197699566,186315678,260926663,113320,136828616,44373761,7257415,34216600,51110275,14097325,106.11,118656,106.96,BENCH,2012
2025Q3,10579,71,764768943,752577192,324597462,319422812,265031382,93737,99555786,37540286,14075508,21630194,27345638,11190130,101.62,649816,88.89,BENCH,2012
2023Q1,10580,71,805573881,616070573,290012834,221790176,343012416,89996,152505332,43052134,7830564,28595758,67495614,8177660,130.76,960880,137.48,ADV,2012
2025Q2,10581,53,858811102,878309575,594822082,608326940,588591870,84489,244354452,63950285,24440366,101915707,63553637,17993045,97.78,81581,142.67,3RD,2012
2023Q2,10582,45,624454762,678239125,337883283,366985210,342006883,91178,174950955,60425034,31101729,57459297,20116293,15356734,92.07,137896,76.35,BENCH,2017
2020Q1,10583,71,292896969,269752228,134327606,123713028,174121000,64347,69275350,27571118,13246715,35593852,12066920,4990048,108.58,17909,118.7,FINAL,2022
2021Q2,10584,51,453005448,370799253,248002385,202997778,331196735,80445,168225022,52826319,8011392,60613644,47843651,17680845,122.17,73759,138.42,ADV,2012
2017Q1,10585,54,296440674,340384285,118445717,136003809,148016432,35351,85241336,7437751,10604504,14152719,15881078,7276569,87.09,775814,104.67,2ND,2012
2024Q1,10586,45,376332356,311044182,134573481,111226945,165245852,58871,74801734,10062269,12733058,25838952,20626294,5169354,120.99,947121,94.58,FINAL,2022
2022Q4,10587,42,646842027,583845137,434255400,391962632,520119063,111910,310013454,56367617,40687018,43620344,96460867,11604374,110.79,1550720,78.91,FINAL,2017
2024Q2,10588,11,527121982,443556027,297629778,250445791,286429479,45946,143932459,44834887,23642964,30771449,22394510,22272067,118.84,33668,91.44,3RD,2022
2020Q1,10589,31,1464850610,1229623613,606782399,509344749,837295716,87122,513505822,122269603,36222274,69208850,156827429,20081235,119.13,1242823,86.4,2ND,2022
2018Q3,10590,92,553508046,549660423,296684466,294622111,339285647,40036,128033363,25667231,21819286,57644379,27665196,11208696,100.7,1382892,125.02,3RD,2017
2023Q3,10591,72,595276234,634487566,246730121,262982436,264960063,79198,157014394,18089811,22478290,56745713,32824559,17023078,93.82,1914985,115.16,FINAL,2012
2017Q1,10592,33,478519587,556224093,243770005,283354650,274388400,71624,129407933,46143816,20362889,43035135,26182733,16989175,86.03,1918261,78.26,ADV,2012
2022Q2,10593,71,713462981,828355951,328950614,381923388,411239208,36389,197986714,25164333,15339831,75293823,57154457,12425601,86.13,1880158,124.3,ADV,2022
2018Q2,10594,22,1116159264,868471261,695820144,541410009,602747080,35746,318020045,92626525,51812603,112729267,62660942,34776834,128.52,1756665,116.4,ADV,2017
2022Q3,10595,55,528129796,478161880,285001731,258036877,271682312,61586,151818821,23105906,11767753,47960024,28365688,16985479,110.45,249642,137.27,ADV,2022
2021Q1,10596,81,1039563471,1026121282,409976812,404675562,498160131,66284,184666926,83292046,36459843,74820593,98205348,18321237,101.31,1644184,88.88,ADV,2012
2022Q3,10597,49,461911899,353657376,224171296,171634098,185535364,83001,83152755,20635677,4196830,37740814,31046856,7089775,130.61,455590,129.41,FINAL,2012
2016Q4,10598,48,831212705,632822767,527808058,401833314,693037170,90657,385244029,59781938,31233259,57486311,87738822,39696736,131.35,1869879,138.22,3RD,2012
2019Q4,10599,44,466450284,417069281,178013436,159167951,207300406,40806,101424200,23506398,18137122,39199885,40230986,12940408,111.84,128892,117.25,BENCH,2012
2018Q3,10600,45,460787309,409406761,215500874,191471234,292988724,47692,128454052,44723931,20476173,46703958,52146585,20339197,112.55,38406,124.34,2ND,2012
2018Q1,10601,31,176504197,151284989,72543311,62178204,75829768,94202,44057161,4921366,3525640,10842207,8507408,6014106,116.67,1381329,90.82,FINAL,2012
2025Q4,10602,44,197165817,164441882,140985014,117585500,175925896,48863,90304324,25808887,17067645,28151573,25626031,8631532,119.9,1297550,92.68,BENCH,2017
2023Q4,10603,42,456647948,448882284,224695469,220874343,245062446,71352,105727817,28114437,18621126,43045490,19872490,5538395,101.73,1543320,118.71,FINAL,2022
2021Q2,10604,31,707143898,579436167,382051353,313054206,521993063,82326,306265536,90876824,16049677,114605853,72784889,14045714,122.04,10029,104.76,BENCH,2012
2021Q2,10605,45,474891559,552327936,235630954,274053215,312877417,60793,170832666,42602608,16560669,57213514,56985735,20900558,85.98,1757505,131.08,2ND,2012
2016Q1,10606,23,318171306,253623998,146181182,116525454,131554271,50455,60304803,14338505,9985884,17317920,9388482,7244787,125.45,1407516,84.82,2ND,2017
2016Q2,10607,51,300253045,252759529,219806225,185037650,211649367,111487,108737254,31890051,9480406,40181354,14139449,7883024,118.79,1288507,83.14,ADV,2022
2025Q1,10608,44,706905031,550120647,469140229,365089672,434326492,90853,246226068,69913837,31207751,54248018,56356390,20259942,128.5,71508,140.69,ADV,2022
2019Q4,10609,62,291043833,250813369,113215226,97565689,119285609,30690,45576401,19305621,7913140,12180464,12573246,3931416,116.04,123882,105.51,BENCH,2022
2023Q2,10610,49,736710686,640785149,465180354,404610206,389884268,109497,217374948,69560106,27173281,49561444,39458336,13075626,114.97,209760,89.02,BENCH,2012
2017Q1,10611,44,687261777,711524772,362211173,374998626,304512466,63751,128136234,28268909,8074156,42748206,27268628,8421327,96.59,1179514,107.79,3RD,2012
2024Q2,10612,32,1025939170,969421875,458441797,433186995,546352031,44838,248048764,96887229,48009857,71005501,91407518,42585752,105.83,1912262,82.36,BENCH,2022
2018Q4,10613,51,1660936426,1337738745,1143728034,921172708,1168456359,43460,471023402,146340763,26826853,183881298,191353197,84940609,124.16,1758095,78.57,ADV,2022
2021Q3,10614,32,427914422,387568537,303670448,275038899,402771119,113873,177520990,60656527,25090305,75369943,45701185,31918646,110.41,29818,96.09,FINAL,2017
2016Q4,10615,51,458216563,375249007,315399681,258291443,358564650,76779,188766141,23337016,11026506,76092810,49598219,26520791,122.11,920001,111.06,BENCH,2022
2017Q2,10616,92,999482757,745715703,735361958,548654747,957023379,42755,559313219,136054223,26719433,156206248,57609283,33974742,134.03,878901,127.01,FINAL,2022
2016Q2,10617,61,474190798,440206831,310080294,287857681,257544989,61486,145541625,30942069,10156615,25989363,45970622,14147865,107.72,152888,82.44,2ND,2012
2023Q4,10618,72,222195203,233006715,126840964,133012756,151822687,98939,91187542,15832950,12806782,30714855,22843733,10764375,95.36,2075793,124.67,BENCH,2022
2023Q1,10619,53,330491115,308265194,133941699,124933960,109970254,93961,53660649,16469089,6454438,21246444,15261180,3395754,107.21,53895,133.93,FINAL,2012
2021Q3,10620,54,588808533,578170201,352177722,345814731,467970175,44990,289352641,26581687,21912117,77163304,49403269,11875085,101.84,1633286,118.73,FINAL,2022
2024Q4,10621,52,264550106,276783957,93706990,98040375,94822560,51648,45023969,16370446,4690175,12211207,14509680,2206418,95.58,1768049,98.19,ADV,2017
2017Q3,10622,42,1331213780,989970834,735539163,546991272,840667619,55296,504840604,147288438,43724742,133068732,122075527,24695558,134.47,1875314,106.26,3RD,2012
2021Q4,10623,11,929781781,864109462,679587414,631586816,883642282,81493,346240068,73341734,56701871,80308528,113016727,40244514,107.6,755419,128.42,2ND,2017
2022Q4,10624,32,304649954,227299824,193564347,144418673,240326599,31356,90427827,39283073,8850492,38073069,14572302,5800312,134.03,1324784,113.41,BENCH,2022
2023Q4,10625,33,316978138,263096064,175273991,145479740,218422152,102965,94817608,24322676,8419396,30837256,30934244,11315307,120.48,949008,141.37,FINAL,2022
2016Q4,10626,61,519455711,499092728,223748657,214977572,180200966,89289,71043248,29425012,12422332,15989409,26842527,13971142,104.08,717963,140.3,FINAL,2017
2022Q2,10627,71,392431591,461629915,237099739,278908057,273108998,92132,138264006,38625688,24052834,23506518,33991012,18975435,85.01,1400620,85.75,3RD,2017
2020Q4,10628,52,460875952,440145117,280487579,267870861,376142608,80164,184787349,61916849,18913611,77142487,74363241,9327946,104.71,1243186,79.43,3RD,2022
2017Q1,10629,51,681850345,677985826,373664436,371546620,411657258,28528,242400530,43493939,16772338,72371976,37971948,13414346,100.57,138646,127.51,2ND,2012
2020Q2,10630,31,440002779,407636445,228348435,211551265,258227780,86383,136652620,44431552,22604169,51114823,24538838,17854558,107.94,1201499,114.99,2ND,2012
2018Q1,10631,45,990421154,872540881,359569659,316773552,298013398,84104,121651179,18040145,20015084,39286533,40014664,10102157,113.51,1725564,121.13,ADV,2012
2018Q3,10632,32,748380293,642993636,555763701,477501247,468557509,92314,213633277,43460905,23653750,54487900,84157205,30385798,116.39,1531701,129.12,2ND,2017
2017Q4,10633,81,808799165,882872137,364625276,398019077,401109235,112468,225488337,60081003,21447060,78239212,79356987,14535704,91.61,1215865,110.0,3RD,2012
2016Q4,10634,81,272526279,235017488,106634099,91957657,105100182,29764,45979335,7733382,3802086,22813407,20964267,4474508,115.96,2046862,116.43,BENCH,2022
2025Q2,10635,61,237030507,211238309,100013294,89130464,84673262,67795,51666819,14691875,4722218,17374910,8434865,3252154,112.21,452033,126.84,BENCH,2012
2017Q1,10636,11,480687250,526319117,268648921,294151890,236475077,73521,83333556,23152083,12292807,43778091,27738375,7179986,91.33,1501114,101.62,BENCH,2012
2017Q1,10637,33,1187870198,1247238763,496322800,521128517,424306922,30193,170052567,54247708,39298749,52518568,69673848,25053693,95.24,2083832,111.15,ADV,2022
2022Q2,10638,52,891022684,798765293,365083031,327281964,425244428,56386,149514548,32850594,16553351,70931052,83757407,12983011,111.55,1184423,127.39,ADV,2012
2022Q4,10639,11,704091654,596536181,362915149,307477039,390165790,75751,180798152,59411616,33159804,60164464,41872265,23548241,118.03,1413737,85.69,ADV,2017
2019Q3,10640,54,904836600,968050284,541226985,579038178,676287645,28513,401236064,112554202,64630651,62495374,114395277,24225581,93.47,1806240,95.64,2ND,2022
2025Q1,10641,42,278709051,235854321,128925491,109101710,146661987,50550,58200979,16123587,5681222,28921168,20512979,6615305,118.17,1538172,103.7,FINAL,2017
2022Q1,10642,71,236087656,234516396,130714096,129844140,114443020,34227,53560856,18616062,11302710,12018174,11661909,6140301,100.67,467789,81.55,ADV,2022
2023Q4,10643,49,929509968,734906679,478268114,378137345,653861671,106952,253444272,88795238,42494469,94657970,71537094,24201160,126.48,1654463,119.23,FINAL,2012
2023Q2,10644,51,358087766,342930249,239443841,229308409,284361909,75884,129792450,15553241,19737648,29887116,51713496,21098537,104.42,953500,102.03,BENCH,2022
2022Q1,10645,31,324963847,258523347,125636811,99949730,136543919,93480,53881417,11193454,4805911,12853012,14727634,10833032,125.7,2148801,118.41,ADV,2022
2017Q1,10646,33,657790802,680027708,429055967,443560392,453796834,90732,160021155,70601444,31133345,99591668,28372725,33270406,96.73,1831621,114.26,BENCH,2022
2025Q3,10647,54,428667744,351597559,244216073,200308459,310391949,82094,159672022,50667455,30542172,64802465,44723110,22295870,121.92,990254,137.06,2ND,2012
2019Q3,10648,61,456478014,408554564,196241716,175639234,164698587,85788,62856015,14842407,5891741,26876643,17864164,5837625,111.73,1332168,139.3,3RD,2012
2023Q1,10649,92,575562259,490759089,231045419,197003256,299334916,112760,152820753,50758886,19921004,65036695,26215493,10066372,117.28,1994047,100.81,BENCH,2022
2018Q2,10650,21,529458797,491513922,316041155,293391343,368221173,41070,219253099,19375240,18912797,75615183,23557594,14657038,107.72,1348799,130.86,2ND,2022
2019Q3,10651,32,215109798,160194964,84673094,63057115,73302714,110029,28146450,9008392,4263855,10939870,4790063,3689165,134.28,931615,76.47,BENCH,2012
2024Q4,10652,62,383760240,320467841,257841431,215316435,306100935,44330,110496014,53049582,19163980,42171815,44478033,10202470,119.75,2136630,114.52,FINAL,2017
2016Q4,10653,31,696953120,667387839,413702402,396152832,551978932,49410,306462117,60258758,24163785,83544688,71174564,30792711,104.43,826404,119.44,FINAL,2017
2019Q4,10654,49,344187330,282028294,215310086,176425833,229246097,44737,116660209,20357273,18980456,43691953,40362602,8459579,122.04,268449,94.72,3RD,2022
2019Q3,10655,31,413031093,339217389,246312844,202293729,309482824,58288,175689465,15841750,22930341,60777097,28881169,20603351,121.76,1285564,131.86,FINAL,2012
2025Q3,10656,92,419606540,460448305,298440236,327488463,376990439,38308,210209789,45500867,25480561,53301742,36234520,15059992,91.13,441358,78.83,2ND,2017
2024Q4,10657,44,135449998,140246426,49690749,51450351,58676945,40846,23498070,5663742,3753495,8439671,9607808,2293627,96.58,905223,127.85,2ND,2022
2022Q3,10658,42,510448166,423432738,295149506,244835758,345168958,111839,165775991,29234671,10752392,65494527,56070654,14423771,120.55,4249,132.71,2ND,2022
2019Q4,10659,32,357443306,345756729,228667450,221191188,229000628,58880,116051100,31875421,5211285,45729586,19978173,11529152,103.38,324454,128.58,ADV,2017
2023Q4,10660,72,650256020,617351201,301388761,286137626,280847266,97519,129294966,26004848,17997554,55681291,31174462,7592709,105.33,1071885,135.47,3RD,2012
2021Q2,10661,42,552405398,503009832,296471290,269961109,301136659,44083,158526422,42574102,16218391,55012505,28983987,22139324,109.82,625554,144.35,BENCH,2022
2024Q1,10662,22,326067504,263106192,132271492,106730809,154725751,85312,88283094,24151924,3430997,19894077,11445362,4940276,123.93,1582400,105.29,3RD,2012
2020Q2,10663,49,612823546,566171051,318166471,293945372,386834722,62641,197738186,27248884,10283111,69998447,25114229,8566518,108.24,157499,92.36,BENCH,2012
2024Q4,10664,31,380600138,384872220,160405837,162206327,129310940,29540,72716023,19694818,4914859,13483058,23278375,6797205,98.89,252569,135.16,BENCH,2012
2021Q3,10665,72,344044066,289185564,235542131,197984476,232708134,66981,98842993,27235072,14639769,36609151,22032405,10869413,118.97,1216171,121.91,ADV,2022
2017Q1,10666,92,233642746,182220204,103593301,80793403,121630511,75427,61299900,11787747,11399250,9883034,24323085,3341260,128.22,1029532,77.3,FINAL,2017
2023Q3,10667,71,604180988,543915185,317875940,286168473,356891155,94756,158085560,24002915,11480348,39205837,42314094,11407607,111.08,1257952,97.25,3RD,2012
2018Q1,10668,49,449782144,374693555,242470922,201991771,318989420,82345,131754976,46113535,8698856,56221869,48100322,16043260,120.04,1472911,95.91,FINAL,2017
2023Q2,10669,33,374938654,295832929,259335968,204620458,353619336,51620,216554743,38870029,7518570,30784655,27063351,28215702,126.74,1223153,88.01,FINAL,2012
2024Q1,10670,42,221763763,238738037,133911088,144160930,162663138,48761,87227257,17001290,4032023,21021994,31426461,4058547,92.89,341101,115.13,ADV,2017
2017Q4,10671,42,840661307,731200580,481380271,418700766,590863259,86545,225379508,74120860,53005570,100847028,76840974,12965843,114.97,826146,144.91,3RD,2017
2023Q1,10672,72,421273707,346698796,155193533,127720791,156937671,57734,85949442,12810136,9412012,22746164,11538470,9569554,121.51,1641664,113.23,3RD,2012
2017Q1,10673,21,575208458,630365433,226366982,248073405,188539373,92553,108301171,21073979,10916638,21375298,20285476,13951933,91.25,1059082,138.59,BENCH,2022
2024Q4,10674,62,565219986,524566112,249893169,231919414,327622113,63783,154524649,39043232,21435235,35220248,34140617,10785767,107.75,1046328,128.19,3RD,2012
2017Q4,10675,72,244212105,260132195,161345145,171863171,139866901,84327,75502241,25022511,3488382,23055750,13055106,7363487,93.88,2127549,77.46,2ND,2022
