gov_fedspend_obligation_date,gov_fedspend_program_cfda_number,gov_fedspend_awarding_agency_code,gov_fedspend_funding_subagency_code,gov_fedspend_recipient_uei_hash,gov_fedspend_recipient_type_code,gov_fedspend_award_amount_usd,gov_fedspend_award_type_code,gov_fedspend_assistance_listing_title,gov_fedspend_place_of_performance_geoid,gov_fedspend_primary_purpose_code,gov_fedspend_covid_relief_flag,gov_fedspend_infrastructure_act_flag,gov_fedspend_competition_indicator,gov_fedspend_matching_requirement_flag,gov_fedspend_period_of_performance_days,gov_fedspend_outlay_estimate_usd,gov_fedspend_deobligation_amount_usd,gov_fedspend_reporting_period_quarter,gov_fedspend_data_source_system
2016-05-17,46.942,AG06,SUBA,UEI000000000503,UNIVERSITY,33654506.17,GRANT,RESEARCH_INFRASTRUCTURE,9961500818,TRANSPORT,0,0,FULL_AND_OPEN,0,510,21042068.01,1479949.98,Q3,SYSTEM_D
2016-05-18,13.983,AG05,SUBB,UEI000000000504,LOCAL_GOV,110829794.81,CONTRACT,BROADBAND_ACCESS,9112991403,SCI_TECH,1,0,FULL_AND_OPEN,0,1396,58078029.15,7258759.95,Q4,SYSTEM_B
2016-05-19,53.059,AG05,SUBD,UEI000000000505,STATE_GOV,201392947.94,GRANT,DISASTER_RELIEF,3536798606,OTHER,0,0,OTHER,0,2497,101803634.02,7379323.7,Q4,SYSTEM_D
2016-05-20,77.317,AG03,SUBF,UEI000000000506,LOCAL_GOV,156138807.04,CONTRACT,CLIMATE_RESILIENCE,6896320521,OTHER,0,0,FULL_AND_OPEN,0,2266,83691366.95,11629911.74,Q4,SYSTEM_B
2016-05-21,89.685,AG01,SUBF,UEI000000000507,NONPROFIT,67807403.59,LOAN,RESEARCH_INFRASTRUCTURE,4822216473,SAFETY,0,0,FULL_AND_OPEN,0,2085,27707775.81,5933113.66,Q3,SYSTEM_D
2016-05-22,99.375,AG04,SUBF,UEI000000000508,LOCAL_GOV,176430151.05,GRANT,HOUSING_SUPPORT,1396945560,EDU,0,0,FORMULA,1,2788,180960692.17,16231401.98,Q4,SYSTEM_B
2016-05-23,67.180,AG06,SUBD,UEI000000000509,FOR_PROFIT,184059852.01,GRANT,COMMUNITY_HEALTH,2209436455,SCI_TECH,0,0,SOLE_SOURCE,1,1096,107831043.84,2781770.88,Q1,SYSTEM_B
2016-05-24,28.867,AG01,SUBF,UEI000000000510,NONPROFIT,225507687.61,GRANT,HOUSING_SUPPORT,6013211274,TRANSPORT,0,0,FULL_AND_OPEN,0,2569,98905497.79,14368075.08,Q1,SYSTEM_B
2016-05-25,87.254,AG06,SUBB,UEI000000000511,TRIBAL_GOV,129732948.29,DIRECT_PAYMENT,DISASTER_RELIEF,7048734881,EDU,0,0,FULL_AND_OPEN,0,1102,90455333.34,13905754.21,Q2,SYSTEM_D
2016-05-26,53.877,AG04,SUBB,UEI000000000512,UNIVERSITY,2042399.93,DIRECT_PAYMENT,COMMUNITY_HEALTH,8208332445,HEALTH,0,1,FULL_AND_OPEN,1,336,1944654.23,109638.27,Q2,SYSTEM_B
2016-05-27,48.077,AG04,SUBB,UEI000000000513,NONPROFIT,63107033.5,CONTRACT,HOUSING_SUPPORT,8121450078,ENERGY,1,0,LIMITED,1,2894,59651402.9,954130.48,Q2,SYSTEM_A
2016-05-28,37.262,AG07,SUBC,UEI000000000514,UNIVERSITY,66538090.14,OTHER,WORKFORCE_TRAINING,8479568520,ECON_DEV,0,0,LIMITED,0,2210,65420493.92,2245605.65,Q1,SYSTEM_A
2016-05-29,07.262,AG03,SUBF,UEI000000000515,NONPROFIT,171366906.2,GRANT,TRANSPORT_IMPROVEMENTS,2972339694,ECON_DEV,0,0,SOLE_SOURCE,0,2075,87022732.04,9957409.39,Q1,SYSTEM_D
2016-05-30,35.310,AG04,SUBC,UEI000000000516,UNIVERSITY,116377018.79,GRANT,COMMUNITY_HEALTH,2190920160,ENERGY,1,0,OTHER,1,2663,90095484.99,3607662.1,Q1,SYSTEM_C
2016-05-31,30.446,AG05,SUBA,UEI000000000517,UNIVERSITY,172712802.87,LOAN,TRANSPORT_IMPROVEMENTS,3490171889,SCI_TECH,0,1,FORMULA,0,2104,72131736.97,7871987.18,Q3,SYSTEM_A
2016-06-01,71.040,AG04,SUBD,UEI000000000518,UNIVERSITY,196863430.5,COOP_AGREEMENT,DISASTER_RELIEF,7855279740,ENERGY,0,0,SOLE_SOURCE,0,2635,116170208.34,16068259.71,Q3,SYSTEM_A
2016-06-02,64.632,AG05,SUBD,UEI000000000519,NONPROFIT,122735204.48,GRANT,COMMUNITY_HEALTH,8228086023,HOUSING,0,0,SOLE_SOURCE,1,2606,97415320.35,14067650.71,Q2,SYSTEM_A
2016-06-03,39.991,AG07,SUBB,UEI000000000520,UNIVERSITY,169885617.59,CONTRACT,PUBLIC_SAFETY,3763718884,SAFETY,0,1,SOLE_SOURCE,0,80,93284241.13,7963641.99,Q2,SYSTEM_A
2016-06-04,47.344,AG05,SUBF,UEI000000000521,UNIVERSITY,156267989.03,COOP_AGREEMENT,TRANSPORT_IMPROVEMENTS,1065384208,HOUSING,0,0,FORMULA,0,2007,97664223.71,2979328.49,Q2,SYSTEM_B
2016-06-05,84.720,AG02,SUBD,UEI000000000522,STATE_GOV,247443180.16,LOAN,ED_INNOVATION,1157374507,OTHER,0,1,FULL_AND_OPEN,0,3240,185823474.42,24057512.71,Q2,SYSTEM_A
2016-06-06,83.631,AG07,SUBE,UEI000000000523,FOR_PROFIT,20217375.79,CONTRACT,TRANSPORT_IMPROVEMENTS,3069910239,ENV,0,1,FORMULA,0,2650,11375089.93,1571609.25,Q4,SYSTEM_A
2016-06-07,41.496,AG01,SUBE,UEI000000000524,NONPROFIT,142880656.75,CONTRACT,DISASTER_RELIEF,7835671207,ENV,1,0,OTHER,1,880,61069470.97,16356658.87,Q3,SYSTEM_A
2016-06-08,07.896,AG07,SUBE,UEI000000000525,NONPROFIT,202151656.4,GRANT,WORKFORCE_TRAINING,6124601042,SAFETY,0,0,FORMULA,0,1872,184852354.72,22582494.23,Q3,SYSTEM_D
2016-06-09,67.921,AG02,SUBA,UEI000000000526,LOCAL_GOV,248192112.45,GRANT,DISASTER_RELIEF,8484887414,TRANSPORT,0,0,FORMULA,0,96,185375383.5,18099487.35,Q2,SYSTEM_C
2016-06-10,60.612,AG04,SUBF,UEI000000000527,NONPROFIT,212715830.39,GRANT,BROADBAND_ACCESS,9850210159,ECON_DEV,0,0,FULL_AND_OPEN,1,2969,193359810.82,6288233.71,Q2,SYSTEM_D
2016-06-11,40.101,AG04,SUBE,UEI000000000528,LOCAL_GOV,224412083.35,GRANT,BROADBAND_ACCESS,3898638881,SCI_TECH,0,1,FULL_AND_OPEN,1,2654,233168947.41,21254934.58,Q1,SYSTEM_B
2016-06-12,88.558,AG05,SUBF,UEI000000000529,FOR_PROFIT,117856009.99,GRANT,SMALL_BUSINESS_SUPPORT,5944430977,SAFETY,0,0,FORMULA,1,122,41919978.02,11755551.27,Q3,SYSTEM_A
2016-06-13,91.281,AG03,SUBD,UEI000000000530,STATE_GOV,66020743.93,GRANT,COMMUNITY_HEALTH,7424559635,ENV,0,0,FORMULA,0,565,51452760.92,452685.1,Q3,SYSTEM_B
2016-06-14,63.595,AG08,SUBD,UEI000000000531,FOR_PROFIT,182639823.91,COOP_AGREEMENT,COMMUNITY_HEALTH,2427362763,OTHER,0,0,FULL_AND_OPEN,1,3235,79412554.75,19793819.03,Q1,SYSTEM_B
2016-06-15,56.388,AG04,SUBE,UEI000000000532,UNIVERSITY,104624724.85,CONTRACT,CLIMATE_RESILIENCE,5271501310,ENERGY,0,0,OTHER,1,3473,64664167.78,4330529.78,Q1,SYSTEM_A
2016-06-16,15.507,AG07,SUBA,UEI000000000533,UNIVERSITY,146562853.03,GRANT,TRANSPORT_IMPROVEMENTS,9453663531,HOUSING,0,0,FULL_AND_OPEN,0,788,52412403.55,931429.27,Q3,SYSTEM_A
2016-06-17,92.876,AG01,SUBF,UEI000000000534,INDIVIDUAL,44646833.56,GRANT,SMALL_BUSINESS_SUPPORT,2990789599,SAFETY,0,0,FORMULA,0,2623,34583739.82,3908784.16,Q1,SYSTEM_B
2016-06-18,31.573,AG08,SUBF,UEI000000000535,TRIBAL_GOV,246610769.71,LOAN,RESEARCH_INFRASTRUCTURE,5940353809,HEALTH,0,1,FULL_AND_OPEN,1,557,151574996.44,9805903.44,Q2,SYSTEM_B
2016-06-19,47.633,AG04,SUBD,UEI000000000536,LOCAL_GOV,90895322.05,LOAN,RESEARCH_INFRASTRUCTURE,1292249689,SAFETY,0,0,LIMITED,0,2189,62012072.54,5117498.62,Q2,SYSTEM_A
2016-06-20,81.732,AG03,SUBE,UEI000000000537,LOCAL_GOV,155785972.4,CONTRACT,PUBLIC_SAFETY,1165793846,EDU,0,0,LIMITED,0,623,157485654.88,18233129.14,Q2,SYSTEM_C
2016-06-21,64.338,AG08,SUBD,UEI000000000538,LOCAL_GOV,202547216.2,CONTRACT,RESEARCH_INFRASTRUCTURE,8866336637,HOUSING,1,0,FORMULA,0,272,198961943.77,14583301.35,Q3,SYSTEM_A
2016-06-22,81.800,AG06,SUBC,UEI000000000539,INDIVIDUAL,195070751.05,GRANT,RESEARCH_INFRASTRUCTURE,9266324253,SAFETY,0,1,FORMULA,0,1341,133769833.77,8150036.72,Q2,SYSTEM_B
2016-06-23,31.397,AG08,SUBF,UEI000000000540,STATE_GOV,218325103.88,DIRECT_PAYMENT,SMALL_BUSINESS_SUPPORT,7676183648,ENV,0,1,FORMULA,0,771,138896415.71,10535371.36,Q1,SYSTEM_C
2016-06-24,94.021,AG03,SUBF,UEI000000000541,NONPROFIT,70482433.58,GRANT,PUBLIC_SAFETY,1151588535,ENV,0,0,FULL_AND_OPEN,0,2600,66351046.37,5854835.2,Q3,SYSTEM_C
2016-06-25,30.560,AG03,SUBD,UEI000000000542,TRIBAL_GOV,17873131.27,GRANT,CLIMATE_RESILIENCE,1425585206,HOUSING,0,0,FULL_AND_OPEN,1,2453,10972999.47,1379997.05,Q4,SYSTEM_D
2016-06-26,17.029,AG08,SUBB,UEI000000000543,STATE_GOV,124476759.18,GRANT,HOUSING_SUPPORT,3363811758,SCI_TECH,0,0,SOLE_SOURCE,0,2404,74317514.22,10278201.68,Q3,SYSTEM_A
2016-06-27,42.715,AG06,SUBD,UEI000000000544,LOCAL_GOV,123231373.27,LOAN,WORKFORCE_TRAINING,7919727999,OTHER,1,1,SOLE_SOURCE,0,808,43131176.05,14787335.98,Q3,SYSTEM_A
2016-06-28,26.551,AG05,SUBF,UEI000000000545,NONPROFIT,123734058.82,GRANT,COMMUNITY_HEALTH,6932450975,ENV,0,1,FULL_AND_OPEN,0,104,83670872.12,13064570.27,Q1,SYSTEM_C
2016-06-29,52.941,AG07,SUBE,UEI000000000546,STATE_GOV,141453908.32,GRANT,SMALL_BUSINESS_SUPPORT,2150931253,ENV,0,0,FORMULA,1,948,55236836.11,12408846.34,Q3,SYSTEM_B
2016-06-30,78.900,AG02,SUBB,UEI000000000547,NONPROFIT,129637259.31,LOAN,CLIMATE_RESILIENCE,9513934886,ENV,0,0,FORMULA,1,249,48675882.21,4584490.6,Q2,SYSTEM_D
2016-07-01,51.775,AG04,SUBC,UEI000000000548,FOR_PROFIT,43635372.89,GRANT,PUBLIC_SAFETY,4890316384,ENERGY,1,0,FULL_AND_OPEN,1,3290,23181087.19,2370896.42,Q2,SYSTEM_C
2016-07-02,71.649,AG08,SUBD,UEI000000000549,STATE_GOV,193277962.26,GRANT,RESEARCH_INFRASTRUCTURE,5771094522,OTHER,0,0,FORMULA,1,2675,160052739.21,9937868.49,Q1,SYSTEM_B
2016-07-03,41.456,AG05,SUBE,UEI000000000550,LOCAL_GOV,241319052.35,GRANT,PUBLIC_SAFETY,4600955152,HOUSING,1,1,FORMULA,1,430,91979357.9,12593111.43,Q3,SYSTEM_C
2016-07-04,16.166,AG03,SUBE,UEI000000000551,UNIVERSITY,244631629.03,GRANT,RESEARCH_INFRASTRUCTURE,4445083138,ENV,0,0,FULL_AND_OPEN,1,910,107505401.32,27654213.43,Q3,SYSTEM_A
2016-07-05,05.841,AG04,SUBA,UEI000000000552,STATE_GOV,63673229.42,GRANT,BROADBAND_ACCESS,7293241363,ECON_DEV,0,0,FORMULA,0,1887,53591679.59,4113775.55,Q1,SYSTEM_B
2016-07-06,50.927,AG03,SUBF,UEI000000000553,STATE_GOV,175747697.75,CONTRACT,SMALL_BUSINESS_SUPPORT,6562288579,SAFETY,0,0,FULL_AND_OPEN,0,2829,90011083.5,14384851.91,Q4,SYSTEM_C
2016-07-07,80.674,AG01,SUBC,UEI000000000554,UNIVERSITY,11606395.85,GRANT,COMMUNITY_HEALTH,7119780494,HEALTH,0,0,FORMULA,0,713,5506867.7,288965.29,Q3,SYSTEM_A
2016-07-08,80.961,AG02,SUBE,UEI000000000555,STATE_GOV,176696416.89,DIRECT_PAYMENT,HOUSING_SUPPORT,9225926083,ENV,0,0,FORMULA,0,2127,118822940.16,1799163.33,Q4,SYSTEM_B
2016-07-09,59.367,AG07,SUBF,UEI000000000556,NONPROFIT,221376942.19,DIRECT_PAYMENT,TRANSPORT_IMPROVEMENTS,3046633901,OTHER,0,1,FULL_AND_OPEN,1,1011,230185415.17,24717908.01,Q2,SYSTEM_B
2016-07-10,14.958,AG05,SUBD,UEI000000000557,UNIVERSITY,76551799.63,CONTRACT,HOUSING_SUPPORT,2959022909,HOUSING,0,0,FULL_AND_OPEN,0,1944,61496158.43,8076836.5,Q1,SYSTEM_C
2016-07-11,18.511,AG03,SUBB,UEI000000000558,TRIBAL_GOV,68815412.18,CONTRACT,BROADBAND_ACCESS,6329726584,ECON_DEV,1,0,FORMULA,0,756,54028489.52,5843748.7,Q3,SYSTEM_B
2016-07-12,82.335,AG07,SUBD,UEI000000000559,NONPROFIT,191800436.07,CONTRACT,PUBLIC_SAFETY,7397276353,ECON_DEV,1,0,FORMULA,1,2701,170989948.16,13093323.98,Q1,SYSTEM_A
2016-07-13,16.076,AG07,SUBC,UEI000000000560,FOR_PROFIT,18535090.04,GRANT,HOUSING_SUPPORT,3283340252,OTHER,1,1,FULL_AND_OPEN,0,2648,18611791.06,617006.58,Q2,SYSTEM_A
2016-07-14,63.540,AG05,SUBB,UEI000000000561,NONPROFIT,56679730.99,COOP_AGREEMENT,DISASTER_RELIEF,4276135954,ECON_DEV,0,0,FULL_AND_OPEN,0,1960,50311876.87,4867172.78,Q3,SYSTEM_B
2016-07-15,32.373,AG05,SUBD,UEI000000000562,NONPROFIT,148971148.31,GRANT,PUBLIC_SAFETY,8842844713,ENV,0,1,FULL_AND_OPEN,1,3033,146082827.74,4684764.62,Q3,SYSTEM_B
2016-07-16,93.711,AG03,SUBE,UEI000000000563,STATE_GOV,182908081.2,COOP_AGREEMENT,TRANSPORT_IMPROVEMENTS,7504046040,HEALTH,1,1,FULL_AND_OPEN,1,56,67454144.3,16336280.0,Q2,SYSTEM_B
2016-07-17,87.249,AG06,SUBA,UEI000000000564,STATE_GOV,32044085.15,GRANT,RESEARCH_INFRASTRUCTURE,6043882103,HOUSING,0,0,SOLE_SOURCE,1,652,22468051.63,2854307.61,Q2,SYSTEM_C
2016-07-18,52.366,AG06,SUBF,UEI000000000565,UNIVERSITY,69898717.22,CONTRACT,BROADBAND_ACCESS,3881662767,ENERGY,0,1,LIMITED,0,1885,30385315.95,4474849.86,Q3,SYSTEM_C
2016-07-19,63.704,AG04,SUBD,UEI000000000566,LOCAL_GOV,116946450.01,GRANT,RESEARCH_INFRASTRUCTURE,4446702093,EDU,0,0,SOLE_SOURCE,1,2681,80657895.35,13718005.68,Q1,SYSTEM_C
2016-07-20,25.272,AG08,SUBD,UEI000000000567,UNIVERSITY,91359378.74,CONTRACT,SMALL_BUSINESS_SUPPORT,9276549126,ECON_DEV,0,0,LIMITED,1,539,74377366.09,9305308.03,Q1,SYSTEM_B
2016-07-21,49.762,AG04,SUBA,UEI000000000568,UNIVERSITY,165312892.68,GRANT,RESEARCH_INFRASTRUCTURE,3546834841,OTHER,0,0,FORMULA,0,1736,66127875.9,3375290.19,Q1,SYSTEM_B
2016-07-22,80.232,AG03,SUBB,UEI000000000569,STATE_GOV,189794233.69,GRANT,ED_INNOVATION,8796991863,TRANSPORT,0,0,FORMULA,0,2728,174996096.2,3369048.67,Q4,SYSTEM_B
2016-07-23,38.679,AG03,SUBE,UEI000000000570,STATE_GOV,5937103.03,LOAN,CLIMATE_RESILIENCE,7396372815,ENV,0,0,LIMITED,0,1436,2737852.55,305856.58,Q3,SYSTEM_B
2016-07-24,46.775,AG03,SUBC,UEI000000000571,UNIVERSITY,37825866.35,GRANT,ED_INNOVATION,6581915639,ENV,0,0,LIMITED,0,1957,38703145.16,3559613.37,Q2,SYSTEM_C
2016-07-25,44.680,AG03,SUBD,UEI000000000572,STATE_GOV,157984476.28,GRANT,PUBLIC_SAFETY,2746941548,ECON_DEV,0,0,FORMULA,0,1833,150562253.55,6053958.47,Q3,SYSTEM_B
2016-07-26,57.334,AG02,SUBA,UEI000000000573,FOR_PROFIT,95130540.4,CONTRACT,TRANSPORT_IMPROVEMENTS,7058772191,HEALTH,0,0,LIMITED,0,2841,77157152.6,825331.68,Q4,SYSTEM_D
2016-07-27,04.962,AG08,SUBD,UEI000000000574,FOR_PROFIT,104875348.9,GRANT,TRANSPORT_IMPROVEMENTS,3301271311,EDU,0,0,LIMITED,0,785,57380217.55,9541812.21,Q3,SYSTEM_A
2016-07-28,89.396,AG08,SUBA,UEI000000000575,UNIVERSITY,215553798.17,OTHER,SMALL_BUSINESS_SUPPORT,9781070770,ECON_DEV,0,0,LIMITED,0,1898,82624863.95,15924741.91,Q3,SYSTEM_A
2016-07-29,26.959,AG03,SUBB,UEI000000000576,STATE_GOV,216991437.23,LOAN,PUBLIC_SAFETY,8296825815,HOUSING,0,0,SOLE_SOURCE,1,3196,154038569.62,3685241.01,Q3,SYSTEM_D
2016-07-30,90.242,AG04,SUBB,UEI000000000577,TRIBAL_GOV,74975767.9,CONTRACT,TRANSPORT_IMPROVEMENTS,7594313096,ENV,0,0,LIMITED,1,3565,28726220.24,6516556.24,Q3,SYSTEM_B
2016-07-31,60.884,AG06,SUBF,UEI000000000578,UNIVERSITY,55944972.56,CONTRACT,ED_INNOVATION,9402549272,HEALTH,0,1,LIMITED,0,256,43914594.12,58838.5,Q3,SYSTEM_A
2016-08-01,30.146,AG07,SUBC,UEI000000000579,LOCAL_GOV,185566263.76,CONTRACT,PUBLIC_SAFETY,5232560771,ENV,1,0,FORMULA,1,223,116526262.09,6153999.7,Q4,SYSTEM_D
2016-08-02,13.290,AG07,SUBD,UEI000000000580,UNIVERSITY,194264652.57,COOP_AGREEMENT,HOUSING_SUPPORT,7956886126,HOUSING,0,0,FULL_AND_OPEN,0,3600,198725419.62,7611416.17,Q2,SYSTEM_B
2016-08-03,04.382,AG05,SUBC,UEI000000000581,STATE_GOV,12446253.2,LOAN,COMMUNITY_HEALTH,1077958473,SAFETY,0,0,OTHER,0,1146,6824804.62,114899.71,Q1,SYSTEM_B
2016-08-04,99.200,AG01,SUBD,UEI000000000582,STATE_GOV,58247105.29,GRANT,CLIMATE_RESILIENCE,2725351872,TRANSPORT,0,0,FORMULA,0,1344,34047302.9,6089036.8,Q3,SYSTEM_C
2016-08-05,70.077,AG06,SUBC,UEI000000000583,NONPROFIT,112051294.08,LOAN,TRANSPORT_IMPROVEMENTS,9647920462,HOUSING,0,0,SOLE_SOURCE,0,2957,111560241.01,8181752.12,Q3,SYSTEM_B
2016-08-06,74.448,AG08,SUBB,UEI000000000584,STATE_GOV,77172521.51,OTHER,CLIMATE_RESILIENCE,1588009685,EDU,0,0,FULL_AND_OPEN,0,2202,80233318.84,1725778.74,Q3,SYSTEM_D
2016-08-07,12.803,AG07,SUBE,UEI000000000585,LOCAL_GOV,142670563.28,COOP_AGREEMENT,HOUSING_SUPPORT,4452045059,EDU,0,0,FULL_AND_OPEN,0,1903,101753569.96,9828681.62,Q1,SYSTEM_A
2016-08-08,30.140,AG06,SUBE,UEI000000000586,NONPROFIT,59346803.86,CONTRACT,TRANSPORT_IMPROVEMENTS,6412590712,OTHER,0,1,SOLE_SOURCE,0,3346,30106460.86,1222157.4,Q1,SYSTEM_B
2016-08-09,57.352,AG04,SUBE,UEI000000000587,NONPROFIT,4129631.68,GRANT,TRANSPORT_IMPROVEMENTS,7215888995,HEALTH,0,0,FULL_AND_OPEN,1,1900,2034119.76,349299.59,Q2,SYSTEM_B
2016-08-10,71.844,AG04,SUBB,UEI000000000588,STATE_GOV,150992025.32,COOP_AGREEMENT,HOUSING_SUPPORT,3299756122,HEALTH,0,0,FULL_AND_OPEN,0,2484,141336803.96,16329051.57,Q1,SYSTEM_C
2016-08-11,42.925,AG03,SUBC,UEI000000000589,UNIVERSITY,78088377.56,GRANT,RESEARCH_INFRASTRUCTURE,2630907037,OTHER,0,0,LIMITED,0,2459,35299766.82,2948393.94,Q1,SYSTEM_B
2016-08-12,33.829,AG08,SUBF,UEI000000000590,INDIVIDUAL,166911815.14,GRANT,COMMUNITY_HEALTH,3793696044,ENERGY,1,1,FULL_AND_OPEN,1,1580,66629939.98,10582531.51,Q3,SYSTEM_A
2016-08-13,59.686,AG06,SUBF,UEI000000000591,STATE_GOV,104148446.67,CONTRACT,HOUSING_SUPPORT,3414053114,EDU,0,1,OTHER,0,1145,94318499.4,7449948.72,Q4,SYSTEM_C
2016-08-14,80.517,AG04,SUBF,UEI000000000592,NONPROFIT,21068327.44,CONTRACT,ED_INNOVATION,5085028488,HEALTH,0,0,OTHER,0,459,17782723.48,1296940.2,Q2,SYSTEM_A
2016-08-15,44.127,AG02,SUBE,UEI000000000593,FOR_PROFIT,36035014.59,GRANT,COMMUNITY_HEALTH,4631682678,ENV,0,0,FULL_AND_OPEN,0,1260,29523972.18,3835447.39,Q3,SYSTEM_D
2016-08-16,97.620,AG01,SUBE,UEI000000000594,NONPROFIT,203264420.65,GRANT,PUBLIC_SAFETY,6804152078,SCI_TECH,0,0,FORMULA,0,1988,148949050.31,14753262.21,Q2,SYSTEM_B
2016-08-17,86.975,AG04,SUBA,UEI000000000595,NONPROFIT,27711565.61,GRANT,PUBLIC_SAFETY,7921497952,ENV,0,1,FULL_AND_OPEN,1,1420,12601435.98,361024.06,Q1,SYSTEM_A
2016-08-18,76.400,AG06,SUBD,UEI000000000596,UNIVERSITY,39058360.47,LOAN,RESEARCH_INFRASTRUCTURE,3083263111,HOUSING,0,0,FULL_AND_OPEN,1,1626,32001816.41,4681466.78,Q4,SYSTEM_B
2016-08-19,36.802,AG08,SUBC,UEI000000000597,UNIVERSITY,243419086.56,GRANT,BROADBAND_ACCESS,1216640191,TRANSPORT,1,1,FULL_AND_OPEN,0,2208,145876530.72,1740825.29,Q4,SYSTEM_C
2016-08-20,31.847,AG06,SUBA,UEI000000000598,LOCAL_GOV,161962341.7,GRANT,WORKFORCE_TRAINING,1510959514,OTHER,0,0,LIMITED,0,1458,150209447.67,7128113.89,Q2,SYSTEM_D
2016-08-21,56.987,AG07,SUBF,UEI000000000599,STATE_GOV,239589121.4,CONTRACT,CLIMATE_RESILIENCE,6028500168,HEALTH,1,0,OTHER,1,694,175842179.09,9124000.01,Q3,SYSTEM_A
2016-08-22,79.936,AG04,SUBE,UEI000000000600,UNIVERSITY,162153147.25,CONTRACT,SMALL_BUSINESS_SUPPORT,4661591040,SAFETY,0,1,FULL_AND_OPEN,1,1381,84905345.38,18791540.06,Q3,SYSTEM_C
2016-08-23,69.781,AG02,SUBF,UEI000000000601,INDIVIDUAL,90334764.42,CONTRACT,RESEARCH_INFRASTRUCTURE,7400204177,SCI_TECH,0,0,OTHER,0,3618,57235337.28,6115174.83,Q4,SYSTEM_C
2016-08-24,84.204,AG07,SUBC,UEI000000000602,NONPROFIT,199005469.89,GRANT,COMMUNITY_HEALTH,8203501814,ENERGY,0,0,FULL_AND_OPEN,0,992,203299514.47,4796421.59,Q3,SYSTEM_C
2016-08-25,49.407,AG07,SUBB,UEI000000000603,LOCAL_GOV,72666109.23,CONTRACT,ED_INNOVATION,4860684574,SCI_TECH,0,0,FORMULA,0,1568,27948563.25,5680657.23,Q3,SYSTEM_D
2016-08-26,18.787,AG08,SUBF,UEI000000000604,FOR_PROFIT,85713878.57,GRANT,PUBLIC_SAFETY,8141354050,SCI_TECH,0,0,SOLE_SOURCE,0,544,42811770.39,5425137.0,Q2,SYSTEM_C
2016-08-27,29.153,AG02,SUBF,UEI000000000605,LOCAL_GOV,241537367.97,CONTRACT,SMALL_BUSINESS_SUPPORT,2618437880,ENERGY,1,0,OTHER,1,2731,224300723.08,1856985.83,Q1,SYSTEM_B
2016-08-28,35.853,AG02,SUBA,UEI000000000606,NONPROFIT,226168115.24,CONTRACT,HOUSING_SUPPORT,5514423356,OTHER,0,0,OTHER,1,42,213406635.52,1846611.88,Q4,SYSTEM_A
2016-08-29,52.342,AG04,SUBE,UEI000000000607,TRIBAL_GOV,199906368.43,LOAN,WORKFORCE_TRAINING,2856342957,ECON_DEV,0,1,LIMITED,0,3459,93938214.74,10291403.37,Q1,SYSTEM_D
2016-08-30,89.003,AG01,SUBB,UEI000000000608,FOR_PROFIT,105419176.1,OTHER,TRANSPORT_IMPROVEMENTS,8209028727,ENV,0,0,FORMULA,0,3041,108230666.27,629073.71,Q3,SYSTEM_C
2016-08-31,44.368,AG08,SUBB,UEI000000000609,TRIBAL_GOV,21014163.72,DIRECT_PAYMENT,RESEARCH_INFRASTRUCTURE,2691486064,OTHER,0,0,LIMITED,0,2172,12311183.06,2449965.23,Q1,SYSTEM_C
2016-09-01,41.147,AG05,SUBF,UEI000000000610,FOR_PROFIT,12856294.73,GRANT,CLIMATE_RESILIENCE,4857582872,HOUSING,1,1,FORMULA,1,1754,5823796.5,1225853.84,Q3,SYSTEM_A
2016-09-02,65.434,AG04,SUBC,UEI000000000611,LOCAL_GOV,247120047.14,GRANT,WORKFORCE_TRAINING,6161194640,ENERGY,0,1,FORMULA,1,1594,182388575.84,89395.34,Q2,SYSTEM_C
2016-09-03,67.692,AG06,SUBF,UEI000000000612,LOCAL_GOV,170982909.32,GRANT,SMALL_BUSINESS_SUPPORT,3866881812,OTHER,0,1,FULL_AND_OPEN,1,3557,106461322.4,3153838.85,Q1,SYSTEM_D
2016-09-04,95.362,AG07,SUBF,UEI000000000613,LOCAL_GOV,181676697.67,LOAN,CLIMATE_RESILIENCE,1221365863,OTHER,0,0,FORMULA,0,909,179841479.95,5140716.8,Q1,SYSTEM_B
2016-09-05,76.630,AG08,SUBA,UEI000000000614,UNIVERSITY,243445177.95,CONTRACT,COMMUNITY_HEALTH,6304841699,EDU,1,0,SOLE_SOURCE,0,3251,234268383.84,1043525.39,Q4,SYSTEM_A
2016-09-06,49.592,AG08,SUBE,UEI000000000615,STATE_GOV,14729356.38,GRANT,CLIMATE_RESILIENCE,2623483251,ENV,0,0,FULL_AND_OPEN,1,1785,5536227.01,181072.27,Q2,SYSTEM_D
2016-09-07,48.983,AG05,SUBB,UEI000000000616,FOR_PROFIT,194808007.38,GRANT,RESEARCH_INFRASTRUCTURE,9155319644,ENV,0,0,FULL_AND_OPEN,1,1761,133401131.18,7190858.65,Q4,SYSTEM_A
2016-09-08,21.811,AG05,SUBD,UEI000000000617,NONPROFIT,79387698.89,GRANT,HOUSING_SUPPORT,6051915334,ENV,1,0,OTHER,0,1244,46064049.56,1057373.31,Q3,SYSTEM_B
2016-09-09,68.126,AG04,SUBB,UEI000000000618,NONPROFIT,213218004.57,GRANT,PUBLIC_SAFETY,7709196238,OTHER,0,0,FORMULA,0,3189,110429835.86,20908959.11,Q1,SYSTEM_C
