health_exp_reference_year,health_exp_country_iso2,health_exp_financing_scheme_code,health_exp_provider_type_code,health_exp_function_code,health_exp_total_expenditure_eur,health_exp_expenditure_pct_gdp,health_exp_public_share_pct,health_exp_out_of_pocket_share_pct,health_exp_per_capita_eur,health_exp_preventive_care_share_pct,health_exp_pharmaceuticals_share_pct,health_exp_long_term_care_share_pct,health_exp_admin_cost_share_pct,health_exp_unmet_need_rate_pct,health_exp_catastrophic_spending_rate_pct,health_exp_waiting_times_index,health_exp_eurostat_oecd_sha_table_code,health_exp_methodology_version,health_exp_data_extract_date
2008,GR,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,163588772291.48,9.02,87.41,6.91,5339.43,6.51,12.59,20.26,4.97,7.0,4.18,0.9646,hlth_sha11_hc,SHA2011_V2,2025-11-01
2009,MT,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,147197723119.88,11.69,74.09,33.13,7951.21,1.66,21.41,5.05,3.71,8.16,4.03,0.8683,hlth_sha11_hp,SHA2011_V1,2025-03-11
2010,ES,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,32249707240.37,12.92,73.99,28.67,3839.15,3.42,11.15,7.19,5.01,5.73,2.66,1.1651,hlth_sha11_hf,SHA2011_V3,2024-04-13
2011,CZ,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,184279477831.13,10.99,83.24,13.81,5747.12,3.16,11.76,15.59,1.37,5.57,6.44,1.6161,hlth_sha11_exp,SHA2011_V2,2025-03-26
2012,HU,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,157395744863.99,8.29,76.43,28.47,4969.36,1.9,18.72,17.32,5.26,7.07,2.24,0.9225,hlth_sha11_hc,SHA2011_V1,2024-05-30
2013,NL,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,280828728732.07,10.32,62.66,36.83,8594.45,2.12,25.46,14.31,2.02,6.82,8.13,0.9192,hlth_sha11_hp,SHA2011_V3,2024-09-26
2014,SE,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,154276107648.58,6.12,59.49,37.1,6727.87,6.58,10.0,22.65,5.48,2.72,6.26,1.5427,hlth_sha11_hf,SHA2011_V2,2025-02-20
2015,DK,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,8504523584.59,6.76,82.29,14.48,1819.57,6.98,21.74,17.28,5.01,6.31,4.49,0.8484,hlth_sha11_exp,SHA2011_V1,2024-02-11
2016,IE,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,228194355716.95,10.61,77.07,24.28,7156.94,7.24,22.71,14.07,3.47,1.69,6.61,0.5908,hlth_sha11_hc,SHA2011_V3,2025-08-18
2017,PL,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,170900043010.44,7.36,60.7,33.99,4609.57,5.61,19.3,6.0,4.01,1.72,0.89,1.0386,hlth_sha11_hp,SHA2011_V2,2024-04-21
2018,AT,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,31041833415.41,8.44,86.31,8.78,2893.66,3.12,19.99,3.3,3.87,3.08,5.02,1.5434,hlth_sha11_hf,SHA2011_V1,2025-05-10
2019,EE,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,95294186018.32,6.34,87.14,19.73,5509.67,7.24,19.55,10.92,6.29,7.27,2.24,0.4311,hlth_sha11_exp,SHA2011_V3,2025-06-08
2020,IT,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,172333887291.02,6.62,61.1,35.14,2242.4,6.54,21.97,10.12,5.18,10.39,7.52,0.6459,hlth_sha11_hc,SHA2011_V2,2025-02-07
2021,PT,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,161831323809.95,6.74,65.59,33.69,1476.18,3.62,18.3,18.34,4.38,4.66,4.43,1.5173,hlth_sha11_hp,SHA2011_V1,2025-10-30
2022,BE,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,100757665161.17,6.82,70.89,33.78,835.59,6.64,11.4,24.43,1.87,5.14,5.51,0.9079,hlth_sha11_hf,SHA2011_V3,2024-02-28
2023,FI,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,45975865466.73,13.42,83.2,15.89,4374.96,4.11,21.59,19.75,4.67,5.07,3.69,1.1631,hlth_sha11_exp,SHA2011_V2,2024-12-26
2024,LV,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,219854380672.77,6.84,74.33,35.84,5328.21,4.05,19.77,7.03,5.98,3.36,3.45,1.4045,hlth_sha11_hc,SHA2011_V1,2025-12-07
2025,RO,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,229871084226.94,11.28,66.51,35.88,2019.17,6.39,13.26,9.68,5.44,8.16,4.33,1.3731,hlth_sha11_hp,SHA2011_V3,2024-11-24
2006,BG,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,128146889438.69,9.12,75.38,31.41,6415.04,5.44,25.85,22.46,6.04,2.68,5.09,0.9832,hlth_sha11_hf,SHA2011_V2,2025-11-06
2007,FR,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,110909783603.17,13.21,56.29,45.0,6116.89,6.64,21.97,12.69,5.12,3.84,5.5,0.6165,hlth_sha11_exp,SHA2011_V1,2024-09-07
2008,LT,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,55419052445.65,10.58,77.26,31.4,3545.66,6.53,25.39,12.93,5.64,2.77,1.47,1.0792,hlth_sha11_hc,SHA2011_V3,2026-02-10
2009,SK,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,75563392376.34,7.89,80.97,18.21,2702.86,4.77,8.06,9.82,5.03,4.55,0.96,1.6497,hlth_sha11_hp,SHA2011_V2,2025-08-26
2010,HR,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,26742624423.99,10.99,57.49,44.13,1104.2,5.61,10.17,9.5,4.42,6.11,4.91,1.2721,hlth_sha11_hf,SHA2011_V1,2024-06-08
2011,DE,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,9571196189.71,6.81,56.25,41.61,7139.61,3.11,26.29,24.11,2.55,4.96,1.33,1.6794,hlth_sha11_exp,SHA2011_V3,2024-04-19
2012,LU,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,136015741716.12,6.72,75.77,31.74,6159.99,2.83,12.52,12.95,1.79,5.45,2.49,1.4223,hlth_sha11_hc,SHA2011_V2,2025-02-10
2013,SI,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,9264996082.65,12.64,83.86,16.3,986.78,7.25,25.14,25.25,4.12,1.77,1.91,1.7461,hlth_sha11_hp,SHA2011_V1,2025-08-14
2014,CY,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,61049667886.13,10.72,67.79,40.98,6403.22,6.15,8.12,9.86,1.97,2.85,6.76,1.2882,hlth_sha11_hf,SHA2011_V3,2025-12-05
2015,GR,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,8047120727.01,8.95,78.68,28.14,1965.95,2.71,18.63,26.0,1.69,6.87,3.32,1.172,hlth_sha11_exp,SHA2011_V2,2024-04-01
2016,MT,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,92366341143.52,5.79,64.14,34.42,3398.67,4.7,14.59,27.49,5.34,2.63,6.25,1.3043,hlth_sha11_hc,SHA2011_V1,2025-01-21
2017,ES,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,74956057025.65,9.29,55.81,45.0,4019.59,6.71,21.01,18.84,4.96,5.92,8.15,0.772,hlth_sha11_hp,SHA2011_V3,2024-06-05
2018,CZ,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,72077786827.07,12.67,57.94,41.68,9855.75,4.43,13.4,26.08,1.61,4.02,5.78,0.7063,hlth_sha11_hf,SHA2011_V2,2024-03-22
2019,HU,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,131371899531.23,13.15,58.27,45.0,10161.95,3.26,24.18,26.65,6.25,4.59,5.67,0.7175,hlth_sha11_exp,SHA2011_V1,2025-11-28
2020,NL,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,140280805617.24,12.18,73.92,23.89,10191.61,5.14,8.48,14.98,4.86,3.08,6.6,1.2126,hlth_sha11_hc,SHA2011_V3,2024-06-12
2021,SE,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,38018623617.6,9.65,81.87,16.42,6403.77,2.71,13.39,4.81,5.99,8.23,5.78,0.8517,hlth_sha11_hp,SHA2011_V2,2025-08-11
2022,DK,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,103523539698.23,10.28,85.29,21.68,7829.33,4.57,9.81,16.01,6.15,3.13,0.76,1.6773,hlth_sha11_hf,SHA2011_V1,2024-09-03
2023,IE,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,409580514513.68,6.47,79.67,18.76,4731.41,4.99,14.62,18.25,5.71,0.63,6.3,0.7574,hlth_sha11_exp,SHA2011_V3,2024-03-08
2024,PL,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,17801331828.87,11.66,68.25,38.89,5307.57,3.72,15.09,11.84,5.65,4.36,2.98,1.6108,hlth_sha11_hc,SHA2011_V2,2025-08-25
2025,AT,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,32828713947.71,10.1,77.84,19.16,8605.41,4.86,26.03,3.74,3.14,5.11,4.72,0.629,hlth_sha11_hp,SHA2011_V1,2024-01-29
2006,EE,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,72615205105.6,9.16,87.04,11.64,8081.79,2.82,11.74,5.94,3.26,7.19,5.19,1.3025,hlth_sha11_hf,SHA2011_V3,2024-07-01
2007,IT,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,151519609618.37,8.93,66.15,44.95,7515.02,1.97,10.93,4.47,3.63,7.68,5.42,0.9092,hlth_sha11_exp,SHA2011_V2,2025-04-01
2008,PT,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,7018604962.31,6.27,58.43,45.0,3817.29,1.74,12.99,26.74,2.01,8.41,0.96,1.3842,hlth_sha11_hc,SHA2011_V1,2026-02-02
2009,BE,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,221671729751.74,13.15,62.5,33.67,2840.38,4.23,19.95,23.06,5.57,7.71,4.24,1.1185,hlth_sha11_hp,SHA2011_V3,2025-10-19
2010,FI,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,52364349493.65,7.61,62.04,45.0,8004.75,2.09,20.02,6.2,1.67,4.56,6.95,1.4143,hlth_sha11_hf,SHA2011_V2,2025-07-01
2011,LV,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,278371100171.66,7.66,56.94,45.0,6598.68,4.47,20.74,9.17,4.36,6.2,5.04,0.9361,hlth_sha11_exp,SHA2011_V1,2025-11-08
2012,RO,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,153695795658.57,7.24,77.2,17.05,4338.45,5.59,24.51,26.37,4.39,1.93,1.04,1.5277,hlth_sha11_hc,SHA2011_V3,2025-08-04
2013,BG,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,2206820223.25,8.3,55.2,45.0,4058.56,3.1,26.96,3.36,4.05,7.44,2.81,0.6223,hlth_sha11_hp,SHA2011_V2,2024-05-16
2014,FR,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,143395473236.23,6.01,85.58,8.65,6900.16,4.38,19.8,18.5,5.77,2.64,3.11,1.0585,hlth_sha11_hf,SHA2011_V1,2024-04-21
2015,LT,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,31821673966.35,10.98,59.89,38.71,6383.3,4.7,20.18,13.19,4.1,4.39,2.02,1.3302,hlth_sha11_exp,SHA2011_V3,2025-08-24
2016,SK,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,268104243356.76,13.74,69.87,32.0,2950.01,3.57,8.52,4.68,5.51,5.37,6.14,1.6968,hlth_sha11_hc,SHA2011_V2,2025-12-14
2017,HR,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,59202405858.46,10.44,72.36,25.08,3654.52,4.36,23.57,10.23,5.35,7.62,6.8,1.2155,hlth_sha11_hp,SHA2011_V1,2026-01-23
2018,DE,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,52364690491.48,12.85,61.1,45.0,3537.03,5.17,23.95,12.5,6.07,6.89,7.69,1.4454,hlth_sha11_hf,SHA2011_V3,2024-03-19
2019,LU,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,302180801243.97,9.22,60.81,44.57,10923.47,6.94,13.31,12.61,2.94,7.21,1.71,0.6276,hlth_sha11_exp,SHA2011_V2,2025-03-17
2020,SI,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,31304937203.01,8.04,65.02,33.47,1663.19,5.31,26.73,8.86,4.12,8.1,2.25,0.6369,hlth_sha11_hc,SHA2011_V1,2025-08-01
2021,CY,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,216100026103.78,13.54,84.87,15.14,9085.27,2.39,9.67,22.54,6.44,4.85,6.18,1.6291,hlth_sha11_hp,SHA2011_V3,2024-02-15
2022,GR,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,14745688653.0,9.18,74.44,22.58,1485.31,7.16,24.43,27.89,4.44,0.53,1.66,0.8341,hlth_sha11_hf,SHA2011_V2,2024-03-14
2023,MT,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,339095419304.34,9.39,56.66,45.0,5774.44,4.37,16.75,19.39,5.69,5.05,6.39,0.9363,hlth_sha11_exp,SHA2011_V1,2025-08-30
2024,ES,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,206115791197.05,5.92,68.97,37.27,9695.04,3.06,16.32,4.45,4.32,1.9,5.88,0.9837,hlth_sha11_hc,SHA2011_V3,2025-10-23
2025,CZ,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,43556665446.9,11.32,76.48,33.42,8332.84,7.51,15.87,8.29,6.16,0.84,3.73,1.6554,hlth_sha11_hp,SHA2011_V2,2025-09-17
2006,HU,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,240886229923.01,6.22,81.64,23.69,1040.75,2.51,9.94,4.87,4.18,1.34,6.03,1.2793,hlth_sha11_hf,SHA2011_V1,2024-08-02
2007,NL,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,94778152564.03,12.61,84.78,24.09,2708.12,1.99,14.24,15.44,5.23,4.24,6.46,0.4472,hlth_sha11_exp,SHA2011_V3,2025-11-12
2008,SE,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,62827342657.44,12.78,78.19,16.9,7248.24,1.96,17.89,6.65,5.71,1.31,2.51,1.3972,hlth_sha11_hc,SHA2011_V2,2025-02-13
2009,DK,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,45270239596.19,9.18,68.22,42.75,2040.77,6.17,24.76,15.87,3.81,0.76,5.96,1.4776,hlth_sha11_hp,SHA2011_V1,2024-01-07
2010,IE,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,15343637229.36,8.89,55.14,39.69,3459.25,5.87,17.49,23.9,4.74,7.38,5.21,1.3586,hlth_sha11_hf,SHA2011_V3,2026-02-07
2011,PL,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,102209219915.17,7.28,85.8,9.63,6649.22,5.21,14.12,14.43,5.23,0.71,5.85,1.3085,hlth_sha11_exp,SHA2011_V2,2025-07-29
2012,AT,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,37854647031.88,7.57,56.41,45.0,4545.48,5.12,20.38,26.03,5.7,2.63,2.76,0.9254,hlth_sha11_hc,SHA2011_V1,2024-11-02
2013,EE,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,295425185843.91,13.23,64.16,30.61,1946.14,1.56,24.3,8.89,4.22,0.87,6.48,1.4707,hlth_sha11_hp,SHA2011_V3,2024-06-14
2014,IT,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,296301090542.95,12.38,71.7,25.42,2251.22,5.35,11.47,18.98,1.15,3.59,4.13,0.46,hlth_sha11_hf,SHA2011_V2,2024-05-15
2015,PT,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,156256957152.14,5.85,55.6,45.0,4303.29,7.81,17.21,23.8,5.66,1.36,1.6,1.2385,hlth_sha11_exp,SHA2011_V1,2025-03-27
2016,BE,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,238235432992.37,7.78,73.91,26.35,3729.05,1.57,9.45,7.62,1.15,8.02,6.91,1.4087,hlth_sha11_hc,SHA2011_V3,2025-10-02
2017,FI,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,63084596266.41,10.17,60.73,45.0,2934.13,7.3,21.57,16.03,3.96,7.23,4.74,1.1792,hlth_sha11_hp,SHA2011_V2,2024-08-03
2018,LV,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,285699518017.51,10.37,63.74,45.0,5978.9,6.74,19.46,10.28,5.66,6.53,2.51,0.8485,hlth_sha11_hf,SHA2011_V1,2025-06-13
2019,RO,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,307077951241.22,9.03,60.92,40.12,5359.61,3.47,10.23,11.19,2.08,6.49,6.93,1.6819,hlth_sha11_exp,SHA2011_V3,2025-10-01
2020,BG,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,253635938903.74,8.33,61.72,45.0,1299.52,2.16,24.67,9.63,1.58,5.3,4.76,2.3108,hlth_sha11_hc,SHA2011_V2,2024-12-09
2021,FR,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,325837398372.97,5.67,61.34,33.09,3651.51,4.31,21.64,13.87,4.05,0.94,2.59,1.7865,hlth_sha11_hp,SHA2011_V1,2025-02-25
2022,LT,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,336883298500.8,11.87,72.63,29.01,3955.84,1.59,12.56,19.0,2.42,0.86,6.64,1.4889,hlth_sha11_hf,SHA2011_V3,2025-04-10
2023,SK,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,381657646464.81,6.1,84.4,21.47,9679.54,3.57,8.39,12.17,2.36,7.45,1.71,1.0011,hlth_sha11_exp,SHA2011_V2,2024-05-09
2024,HR,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,205817264744.21,10.32,65.78,37.36,6020.16,6.32,21.13,6.85,5.89,4.75,5.49,0.5197,hlth_sha11_hc,SHA2011_V1,2024-11-26
2025,DE,HOUSEHOLD_OOP,ADMINISTRATION,GOVERNANCE,165675766750.46,12.76,85.04,10.28,2004.32,5.83,24.32,21.04,1.22,6.58,3.52,1.6619,hlth_sha11_hp,SHA2011_V3,2024-05-30
2006,LU,GOV_SCHEME,PREVENTIVE,LONG_TERM_CARE,179616251852.67,11.31,80.99,14.63,5862.8,6.47,22.15,19.61,1.57,2.26,3.42,1.5137,hlth_sha11_hf,SHA2011_V2,2025-05-17
2007,SI,COMPULSORY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,54300329750.44,6.99,71.27,25.66,7130.59,4.6,12.6,7.63,4.42,4.82,7.93,0.752,hlth_sha11_exp,SHA2011_V1,2025-11-08
2008,CY,VOLUNTARY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,109657812679.43,6.8,71.69,38.19,8527.41,2.05,16.21,22.29,2.19,5.09,4.63,1.3904,hlth_sha11_hc,SHA2011_V3,2025-09-19
2009,GR,NPISH_SCHEME,AMBULATORY,MEDICAL_GOODS,168053896056.94,11.69,85.33,19.44,1880.11,6.92,17.61,4.34,2.4,3.34,5.06,1.0217,hlth_sha11_hp,SHA2011_V2,2024-10-03
2010,MT,HOUSEHOLD_OOP,HOSPITALS,CURATIVE_CARE,150844311829.56,10.42,61.31,33.5,7127.04,7.27,15.32,4.52,6.03,7.92,5.14,0.691,hlth_sha11_hf,SHA2011_V1,2024-09-27
2011,ES,GOV_SCHEME,OTHER,ANCILLARY_SERVICES,198970442183.19,11.06,75.59,23.79,7317.87,7.42,15.73,16.91,3.54,4.23,6.62,0.4766,hlth_sha11_exp,SHA2011_V3,2024-03-14
2012,CZ,COMPULSORY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,170899168315.76,8.54,74.01,29.7,6029.36,4.21,25.93,15.62,6.09,1.11,5.44,0.5594,hlth_sha11_hc,SHA2011_V2,2024-06-08
2013,HU,VOLUNTARY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,28623440243.55,5.59,86.55,21.58,5029.55,4.3,19.83,7.49,1.65,3.86,0.94,1.3194,hlth_sha11_hp,SHA2011_V1,2024-01-17
2014,NL,NPISH_SCHEME,LONG_TERM_CARE,PREVENTION,263207556470.61,10.51,82.69,21.8,1593.54,3.21,22.01,15.13,5.46,5.96,6.01,1.41,hlth_sha11_hf,SHA2011_V3,2024-04-02
2015,SE,HOUSEHOLD_OOP,RETAIL_MEDICAL_GOODS,REHABILITATION,100211362473.47,5.59,76.08,33.91,7360.27,5.21,20.99,9.55,1.85,3.08,2.19,1.4309,hlth_sha11_exp,SHA2011_V2,2025-11-17
2016,DK,GOV_SCHEME,AMBULATORY,MEDICAL_GOODS,194794520185.85,9.81,61.85,32.17,6880.14,4.87,9.43,26.48,2.01,0.51,2.29,0.4301,hlth_sha11_hc,SHA2011_V1,2025-12-30
2017,IE,COMPULSORY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,162340708080.82,12.54,70.66,39.11,1371.07,5.18,22.06,19.23,2.38,4.13,3.75,0.5996,hlth_sha11_hp,SHA2011_V3,2024-03-18
2018,PL,VOLUNTARY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,87308860374.3,10.86,63.45,30.74,5087.88,5.35,16.34,25.59,2.34,7.17,2.31,1.6157,hlth_sha11_hf,SHA2011_V2,2024-09-07
2019,AT,NPISH_SCHEME,ADMINISTRATION,GOVERNANCE,35378827596.58,12.97,65.15,45.0,2432.3,3.13,25.46,15.95,3.82,3.06,3.68,1.7409,hlth_sha11_exp,SHA2011_V1,2024-02-21
2020,EE,HOUSEHOLD_OOP,PREVENTIVE,LONG_TERM_CARE,311854970577.59,9.45,67.63,29.07,7999.98,4.28,15.16,23.75,2.45,5.9,7.35,1.0989,hlth_sha11_hc,SHA2011_V3,2024-09-29
2021,IT,GOV_SCHEME,LONG_TERM_CARE,PREVENTION,304787093125.49,13.79,56.29,45.0,6145.18,6.61,14.47,14.92,5.49,8.31,7.33,2.0035,hlth_sha11_hp,SHA2011_V2,2025-11-17
2022,PT,COMPULSORY_HEALTH_INSURANCE,RETAIL_MEDICAL_GOODS,REHABILITATION,358415365154.25,5.96,72.79,29.94,10493.9,7.74,25.36,6.14,3.77,5.63,5.0,0.8748,hlth_sha11_hf,SHA2011_V1,2026-02-24
2023,BE,VOLUNTARY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,178933079715.83,10.08,74.71,24.98,1520.36,2.08,24.9,4.34,4.22,4.4,2.0,1.1906,hlth_sha11_exp,SHA2011_V3,2024-10-30
2024,FI,NPISH_SCHEME,HOSPITALS,CURATIVE_CARE,42557061835.4,8.22,66.17,35.13,9992.35,7.63,14.28,20.24,2.17,1.92,4.02,0.5971,hlth_sha11_hc,SHA2011_V2,2024-06-05
2025,LV,HOUSEHOLD_OOP,OTHER,ANCILLARY_SERVICES,164687306424.89,7.23,84.83,22.0,8748.81,5.28,21.75,21.53,5.02,1.14,5.7,1.6963,hlth_sha11_hp,SHA2011_V1,2024-02-28
2006,RO,GOV_SCHEME,ADMINISTRATION,GOVERNANCE,242950083054.99,6.62,74.5,22.42,2117.52,7.48,8.22,7.61,6.39,7.77,6.64,1.7085,hlth_sha11_hf,SHA2011_V3,2024-02-08
2007,BG,COMPULSORY_HEALTH_INSURANCE,PREVENTIVE,LONG_TERM_CARE,132165269903.63,12.61,66.34,34.11,6155.44,2.83,15.68,14.1,1.95,7.2,3.96,1.6881,hlth_sha11_exp,SHA2011_V2,2025-05-12
2008,FR,VOLUNTARY_HEALTH_INSURANCE,LONG_TERM_CARE,PREVENTION,239106455369.06,5.67,59.03,45.0,2881.22,2.11,26.98,14.57,5.84,2.06,4.07,1.7121,hlth_sha11_hc,SHA2011_V1,2026-01-12
2009,LT,NPISH_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,83931198927.93,13.72,84.4,24.26,7795.86,5.34,8.49,16.79,5.67,6.4,2.08,0.7781,hlth_sha11_hp,SHA2011_V3,2024-05-23
2010,SK,HOUSEHOLD_OOP,AMBULATORY,MEDICAL_GOODS,187227025709.44,12.61,60.01,35.93,7618.66,1.82,15.91,22.28,5.22,5.71,1.59,0.7738,hlth_sha11_hf,SHA2011_V2,2024-01-05
2011,HR,GOV_SCHEME,HOSPITALS,CURATIVE_CARE,95337664666.14,10.8,56.8,37.71,5195.85,2.03,11.26,13.44,2.56,7.72,1.34,1.3497,hlth_sha11_exp,SHA2011_V1,2025-09-29
2012,DE,COMPULSORY_HEALTH_INSURANCE,OTHER,ANCILLARY_SERVICES,147060562550.04,13.79,81.77,20.4,2932.39,4.6,10.05,8.33,1.26,6.07,5.1,0.824,hlth_sha11_hc,SHA2011_V3,2024-09-30
2013,LU,VOLUNTARY_HEALTH_INSURANCE,ADMINISTRATION,GOVERNANCE,120629784928.06,9.6,63.58,41.76,6954.26,3.62,16.84,4.98,5.3,1.24,7.82,0.556,hlth_sha11_hp,SHA2011_V2,2024-10-15
2014,SI,NPISH_SCHEME,PREVENTIVE,LONG_TERM_CARE,180662311579.88,10.71,70.07,27.22,8512.67,3.02,20.34,5.39,1.85,3.38,7.5,0.8246,hlth_sha11_hf,SHA2011_V1,2025-12-18
2015,CY,HOUSEHOLD_OOP,LONG_TERM_CARE,PREVENTION,235312813401.01,8.22,67.41,37.22,4589.93,4.21,10.95,16.35,6.08,7.31,3.0,1.4891,hlth_sha11_exp,SHA2011_V3,2026-02-21
2016,GR,GOV_SCHEME,RETAIL_MEDICAL_GOODS,REHABILITATION,124436465654.69,8.9,67.19,34.14,3793.54,4.13,11.72,23.8,1.82,2.65,8.24,0.8928,hlth_sha11_hc,SHA2011_V2,2024-04-01
2017,MT,COMPULSORY_HEALTH_INSURANCE,AMBULATORY,MEDICAL_GOODS,93259419399.72,13.75,68.6,40.69,9471.91,5.65,13.27,3.07,2.12,5.84,2.73,0.8626,hlth_sha11_hp,SHA2011_V1,2024-04-29
2018,ES,VOLUNTARY_HEALTH_INSURANCE,HOSPITALS,CURATIVE_CARE,136793753328.23,8.04,59.82,34.51,1811.95,4.04,15.34,18.37,3.76,6.1,4.49,0.92,hlth_sha11_hf,SHA2011_V3,2024-12-14
2019,CZ,NPISH_SCHEME,OTHER,ANCILLARY_SERVICES,214789120364.17,9.31,81.39,18.97,2437.43,3.84,17.39,13.08,5.33,1.09,4.56,0.8636,hlth_sha11_exp,SHA2011_V2,2024-01-05
