soc_pensions_reference_year,soc_pensions_country_iso2,soc_pensions_pension_pillar_code,soc_pensions_beneficiary_age_group,soc_pensions_beneficiary_sex,soc_pensions_pension_type_code,soc_pensions_beneficiaries_count,soc_pensions_mean_benefit_eur,soc_pensions_median_benefit_eur,soc_pensions_replacement_rate_pct,soc_pensions_effective_retirement_age_years,soc_pensions_contribution_years_median,soc_pensions_indexation_rule_code,soc_pensions_old_age_poverty_rate_pct,soc_pensions_long_term_care_benefit_flag,soc_pensions_survivor_benefit_flag,soc_pensions_funded_assets_total_eur,soc_pensions_eurostat_table_code,soc_pensions_projection_scenario,soc_pensions_data_extract_date
2009,IE,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,41189,11504.53,9610.08,28.78,60.67,18.71,DISCRETIONARY,24.12,0,0,140008450827.69,spr_pns_mean,HIGH_MIGRATION,2025-06-30
2010,PL,PILLAR3_PERSONAL,80-84,T,DISABILITY,40563,20475.74,17145.85,44.95,66.98,27.84,MIXED,7.99,0,1,140223808399.15,gov_10a_main,LOW_GROWTH,2025-11-04
2011,AT,MIXED,75-79,M,MINIMUM_PENSION,38277,19084.83,17847.33,53.43,63.89,35.38,WAGE,24.56,0,1,140526373528.98,ilc_pnp1,HIGH_LONGEVITY,2025-12-30
2012,EE,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,41006,23165.7,19020.51,94.4,58.39,32.43,CPI,25.32,1,0,140743350890.34,spr_pns_ben,BASELINE,2024-08-19
2013,IT,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,37930,12544.08,11188.8,25.57,60.89,23.5,NONE,7.42,0,1,141176449744.26,proj_pens,LOW_MIGRATION,2024-05-26
2014,PT,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,40246,11819.75,10497.93,55.65,58.34,24.05,DISCRETIONARY,22.8,0,1,141429087032.87,spr_pns_mean,HIGH_MIGRATION,2025-03-24
2015,BE,MIXED,85+,F,DISABILITY,38714,10983.45,8393.41,25.75,62.22,21.7,MIXED,22.96,0,0,141654223692.98,gov_10a_main,LOW_GROWTH,2024-03-18
2016,FI,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,38684,11917.41,8619.64,61.63,59.28,21.64,WAGE,12.29,0,0,141930924575.06,ilc_pnp1,HIGH_LONGEVITY,2025-09-19
2017,LV,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,39492,14013.13,10313.84,35.25,61.36,18.36,CPI,20.44,0,0,142183163466.52,spr_pns_ben,BASELINE,2025-05-27
2018,RO,PILLAR3_PERSONAL,70-74,F,SURVIVOR,38874,20966.04,15249.58,46.53,64.96,14.7,NONE,16.96,1,1,142414112709.44,proj_pens,LOW_MIGRATION,2024-03-02
2019,BG,MIXED,65-69,T,EARLY_RETIREMENT,37724,8442.44,6284.6,36.74,59.75,16.21,DISCRETIONARY,15.63,0,0,142789061073.45,spr_pns_mean,HIGH_MIGRATION,2026-02-18
2020,FR,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,41726,24110.24,17994.99,92.61,58.39,36.83,MIXED,20.0,0,1,143008343922.96,gov_10a_main,LOW_GROWTH,2024-01-03
2021,LT,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,39253,25752.31,24574.94,36.96,63.98,30.4,WAGE,7.6,0,0,143408550776.5,ilc_pnp1,HIGH_LONGEVITY,2024-05-03
2022,SK,PILLAR3_PERSONAL,80-84,T,OLD_AGE,40500,16565.67,15432.07,25.97,61.81,38.28,CPI,11.87,1,1,143554927055.38,spr_pns_ben,BASELINE,2024-12-30
2023,HR,MIXED,75-79,M,SURVIVOR,41115,6656.94,6184.78,74.79,65.5,28.67,NONE,4.74,1,1,143942693672.01,proj_pens,LOW_MIGRATION,2024-07-03
2024,DE,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,40324,13569.66,12695.15,54.3,66.74,37.65,DISCRETIONARY,16.13,1,0,144254855782.49,spr_pns_mean,HIGH_MIGRATION,2024-06-21
2025,LU,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,38629,12354.47,10446.4,80.67,64.05,20.31,MIXED,6.97,0,0,144340202955.93,gov_10a_main,LOW_GROWTH,2025-03-26
2026,SI,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,38790,19409.4,15848.78,38.6,63.0,29.89,WAGE,11.42,0,0,144797092721.57,ilc_pnp1,HIGH_LONGEVITY,2025-03-16
2008,CY,MIXED,85+,F,OLD_AGE,41147,5991.46,5336.24,75.94,63.36,15.03,CPI,21.35,0,1,144949009694.97,spr_pns_ben,BASELINE,2025-07-15
2009,GR,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,41852,18589.27,15172.97,91.72,67.1,24.16,NONE,9.4,0,1,145294347100.57,proj_pens,LOW_MIGRATION,2024-07-30
2010,MT,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,40169,7859.73,7322.53,90.77,62.77,20.28,DISCRETIONARY,14.67,0,0,145628601877.87,spr_pns_mean,HIGH_MIGRATION,2024-06-18
2011,ES,PILLAR3_PERSONAL,70-74,F,DISABILITY,41754,7161.22,5447.06,33.75,60.65,29.78,MIXED,22.9,0,0,145825933993.35,gov_10a_main,LOW_GROWTH,2024-08-09
2012,CZ,MIXED,65-69,T,MINIMUM_PENSION,40317,25754.0,22222.88,51.08,59.79,26.6,WAGE,20.23,0,0,146021304051.07,ilc_pnp1,HIGH_LONGEVITY,2025-02-24
2013,HU,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,40630,19868.65,15751.37,51.86,68.29,27.27,CPI,22.88,0,0,146410317516.37,spr_pns_ben,BASELINE,2024-03-03
2014,NL,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,40427,23309.13,20042.78,42.69,60.52,14.38,NONE,6.39,1,1,146595884660.98,proj_pens,LOW_MIGRATION,2025-05-20
2015,SE,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,39024,12215.88,10030.05,48.51,65.13,22.63,DISCRETIONARY,24.46,0,0,147008905428.97,spr_pns_mean,HIGH_MIGRATION,2024-03-16
2016,DK,MIXED,75-79,M,DISABILITY,40300,15440.01,11141.39,47.27,67.1,34.07,MIXED,18.3,0,1,147271926072.1,gov_10a_main,LOW_GROWTH,2026-01-25
2017,IE,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,39933,17888.82,15305.11,71.8,61.82,40.91,WAGE,11.63,0,1,147424816488.21,ilc_pnp1,HIGH_LONGEVITY,2025-10-21
2018,PL,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,38720,22528.1,18609.79,78.73,59.71,18.35,CPI,25.28,1,0,147784558940.58,spr_pns_ben,BASELINE,2025-12-29
2019,AT,PILLAR3_PERSONAL,55-64,M,SURVIVOR,37627,15525.23,14001.38,29.29,64.09,12.74,NONE,19.51,0,1,148071776107.47,proj_pens,LOW_MIGRATION,2025-12-22
2020,EE,MIXED,85+,F,EARLY_RETIREMENT,41013,22382.28,19625.87,50.07,65.11,22.38,DISCRETIONARY,22.83,0,0,148365134009.89,spr_pns_mean,HIGH_MIGRATION,2026-02-08
2021,IT,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,40154,12018.75,9203.31,61.84,65.54,20.97,MIXED,5.25,0,0,148615048312.49,gov_10a_main,LOW_GROWTH,2024-05-03
2022,PT,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,37512,21151.78,15648.32,44.69,62.17,25.83,WAGE,5.9,0,0,148936365443.57,ilc_pnp1,HIGH_LONGEVITY,2026-01-28
2023,BE,PILLAR3_PERSONAL,70-74,F,OLD_AGE,38607,20319.38,18153.08,29.48,67.14,17.68,CPI,17.31,0,0,149183526194.68,spr_pns_ben,BASELINE,2025-09-25
2024,FI,MIXED,65-69,T,SURVIVOR,40240,16116.19,11999.03,91.58,61.54,29.56,NONE,21.28,1,1,149412533088.1,proj_pens,LOW_MIGRATION,2024-06-30
2025,LV,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,38224,7426.03,5839.0,37.57,64.27,33.09,DISCRETIONARY,12.47,0,0,149735486650.52,spr_pns_mean,HIGH_MIGRATION,2024-04-12
2026,RO,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,37570,20903.06,16711.21,69.0,62.68,33.59,MIXED,21.89,1,1,149971060553.13,gov_10a_main,LOW_GROWTH,2024-11-26
2008,BG,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,38646,16809.99,14158.65,30.79,63.1,36.04,WAGE,5.13,1,0,150411678059.85,ilc_pnp1,HIGH_LONGEVITY,2024-01-18
2009,FR,MIXED,75-79,M,OLD_AGE,42268,22474.43,17469.9,68.48,58.26,13.54,CPI,27.21,0,0,150520578796.22,spr_pns_ben,BASELINE,2024-07-20
2010,LT,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,38728,20878.99,16444.39,92.61,67.15,23.16,NONE,12.72,0,1,150930619066.76,proj_pens,LOW_MIGRATION,2026-02-07
2011,SK,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,37525,24663.73,19355.03,42.53,67.32,14.53,DISCRETIONARY,14.41,1,0,151153039096.33,spr_pns_mean,HIGH_MIGRATION,2024-05-11
2012,HR,PILLAR3_PERSONAL,55-64,M,DISABILITY,40252,26151.33,18986.81,84.89,65.9,16.24,MIXED,25.95,1,0,151427143346.44,gov_10a_main,LOW_GROWTH,2025-12-23
2013,DE,MIXED,85+,F,MINIMUM_PENSION,41302,25994.83,19069.29,44.71,62.24,34.1,WAGE,19.48,1,0,151738679170.31,ilc_pnp1,HIGH_LONGEVITY,2024-01-04
2014,LU,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,40318,15959.7,15113.82,46.1,62.9,21.03,CPI,5.2,0,0,151986321962.68,spr_pns_ben,BASELINE,2025-10-22
2015,SI,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,38679,18338.19,14029.28,84.98,67.43,29.8,NONE,5.12,1,1,152275846335.06,proj_pens,LOW_MIGRATION,2025-07-30
2016,CY,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,38710,12765.05,10093.02,41.52,60.42,33.8,DISCRETIONARY,26.25,0,1,152480195626.1,spr_pns_mean,HIGH_MIGRATION,2025-11-10
2017,GR,MIXED,65-69,T,DISABILITY,39108,18838.1,16565.61,93.45,64.22,39.41,MIXED,19.92,1,1,152937269267.82,gov_10a_main,LOW_GROWTH,2025-07-04
2018,MT,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,40068,9849.88,7875.64,66.02,59.21,40.54,WAGE,25.97,1,0,153170630511.49,ilc_pnp1,HIGH_LONGEVITY,2024-04-22
2019,ES,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,41091,17696.8,14247.57,57.03,61.54,23.83,CPI,6.55,0,0,153446785869.08,spr_pns_ben,BASELINE,2025-04-29
2020,CZ,PILLAR3_PERSONAL,80-84,T,SURVIVOR,39314,23128.99,19744.83,49.3,68.43,14.35,NONE,5.63,1,1,153597923896.25,proj_pens,LOW_MIGRATION,2026-01-14
2021,HU,MIXED,75-79,M,EARLY_RETIREMENT,38022,17168.59,15707.97,54.3,66.36,14.1,DISCRETIONARY,14.06,0,1,153971297004.93,spr_pns_mean,HIGH_MIGRATION,2025-02-13
2022,NL,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,38371,6952.11,6182.61,93.75,61.74,28.56,MIXED,16.53,1,0,154333992395.05,gov_10a_main,LOW_GROWTH,2024-06-04
2023,SE,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,38657,20867.92,18661.29,89.47,67.65,17.74,WAGE,22.82,1,0,154525429843.19,ilc_pnp1,HIGH_LONGEVITY,2025-12-09
2024,DK,PILLAR3_PERSONAL,55-64,M,OLD_AGE,38306,12429.72,10943.02,55.89,59.14,30.24,CPI,13.39,1,0,154760524728.4,spr_pns_ben,BASELINE,2025-08-26
2025,IE,MIXED,85+,F,SURVIVOR,38826,5592.79,4193.42,40.41,61.78,41.98,NONE,5.42,1,1,155150385268.61,proj_pens,LOW_MIGRATION,2025-03-04
2026,PL,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,39537,12157.48,9499.26,72.5,61.9,25.47,DISCRETIONARY,21.23,0,0,155366576843.41,spr_pns_mean,HIGH_MIGRATION,2025-12-08
2008,AT,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,41613,24997.33,20001.35,36.37,64.28,27.22,MIXED,20.4,0,0,155630137145.82,gov_10a_main,LOW_GROWTH,2024-06-13
2009,EE,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,39903,18910.46,17443.68,45.89,58.72,22.23,WAGE,24.81,0,0,155929732589.89,ilc_pnp1,HIGH_LONGEVITY,2024-08-10
2010,IT,MIXED,65-69,T,OLD_AGE,41511,17949.37,13600.08,61.77,66.73,12.4,CPI,24.07,0,0,156176295402.51,spr_pns_ben,BASELINE,2025-04-23
2011,PT,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,40272,8434.49,6397.32,43.58,67.51,39.35,NONE,12.06,0,1,156453222731.8,proj_pens,LOW_MIGRATION,2024-11-22
2012,BE,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,41351,23078.76,17909.59,41.88,60.38,30.17,DISCRETIONARY,12.73,0,0,156809249661.84,spr_pns_mean,HIGH_MIGRATION,2024-04-01
2013,FI,PILLAR3_PERSONAL,80-84,T,DISABILITY,37852,9539.04,8256.58,86.33,60.73,24.29,MIXED,8.02,0,0,157064701226.28,gov_10a_main,LOW_GROWTH,2025-07-29
2014,LV,MIXED,75-79,M,MINIMUM_PENSION,39137,20089.59,15168.54,49.6,66.12,20.48,WAGE,7.75,0,0,157394587532.6,ilc_pnp1,HIGH_LONGEVITY,2024-08-30
2015,RO,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,40799,22336.73,16541.1,62.9,64.07,13.23,CPI,16.79,1,0,157582037811.99,spr_pns_ben,BASELINE,2024-05-12
2016,BG,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,39755,22705.72,17510.06,92.31,60.93,38.17,NONE,12.33,0,1,157784015506.75,proj_pens,LOW_MIGRATION,2024-08-30
2017,FR,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,41695,20589.02,17242.45,27.74,67.29,15.73,DISCRETIONARY,19.1,0,0,158177862040.0,spr_pns_mean,HIGH_MIGRATION,2024-02-22
2018,LT,MIXED,85+,F,DISABILITY,42608,7630.86,6792.58,50.11,65.1,22.75,MIXED,11.5,0,0,158499644678.85,gov_10a_main,LOW_GROWTH,2025-07-27
2019,SK,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,39802,19288.56,16587.92,56.27,65.43,13.33,WAGE,10.37,1,0,158744164649.12,ilc_pnp1,HIGH_LONGEVITY,2024-06-16
2020,HR,PILLAR2_OCCUPATIONAL,75-79,M,OLD_AGE,41094,23904.04,21965.55,27.94,64.59,41.46,CPI,21.18,0,0,159049773618.37,spr_pns_ben,BASELINE,2026-01-24
2021,DE,PILLAR3_PERSONAL,70-74,F,SURVIVOR,39248,12151.74,10255.94,34.53,65.35,34.66,NONE,19.87,0,1,159224169544.69,proj_pens,LOW_MIGRATION,2025-07-16
2022,LU,MIXED,65-69,T,EARLY_RETIREMENT,39604,9235.8,8122.57,85.81,61.88,37.98,DISCRETIONARY,23.45,1,0,159528128311.62,spr_pns_mean,HIGH_MIGRATION,2024-11-26
2023,SI,PILLAR1_PUBLIC_PAYG,55-64,M,DISABILITY,42365,9468.6,7657.6,89.66,66.35,39.13,MIXED,27.3,0,0,159859408811.48,gov_10a_main,LOW_GROWTH,2024-01-29
2024,CY,PILLAR2_OCCUPATIONAL,85+,F,MINIMUM_PENSION,37942,9453.75,7769.88,50.82,61.53,18.64,WAGE,22.19,0,1,160049727600.12,ilc_pnp1,HIGH_LONGEVITY,2024-06-10
2025,GR,PILLAR3_PERSONAL,80-84,T,OLD_AGE,41650,20268.16,18249.45,46.48,58.93,29.92,CPI,27.67,0,1,160496931007.93,spr_pns_ben,BASELINE,2025-04-28
2026,MT,MIXED,75-79,M,SURVIVOR,41403,22463.49,17059.66,28.92,58.09,40.26,NONE,25.78,0,1,160731003053.92,proj_pens,LOW_MIGRATION,2025-05-26
2008,ES,PILLAR1_PUBLIC_PAYG,70-74,F,EARLY_RETIREMENT,42424,23145.6,21347.46,38.76,61.31,18.69,DISCRETIONARY,19.75,0,0,160968065247.4,spr_pns_mean,HIGH_MIGRATION,2025-08-14
2009,CZ,PILLAR2_OCCUPATIONAL,65-69,T,DISABILITY,41001,18302.33,17177.52,66.18,60.48,19.89,MIXED,13.37,0,0,161152253110.55,gov_10a_main,LOW_GROWTH,2024-10-22
2010,HU,PILLAR3_PERSONAL,55-64,M,MINIMUM_PENSION,40488,26279.9,23860.41,41.97,67.59,17.87,WAGE,18.65,0,0,161603845489.87,ilc_pnp1,HIGH_LONGEVITY,2025-08-10
2011,NL,MIXED,85+,F,OLD_AGE,38031,19403.13,18282.1,39.61,59.34,19.94,CPI,15.54,1,0,161890936140.99,spr_pns_ben,BASELINE,2025-09-24
2012,SE,PILLAR1_PUBLIC_PAYG,80-84,T,SURVIVOR,41871,23412.93,18857.07,82.55,59.21,35.04,NONE,25.29,1,1,162146101036.92,proj_pens,LOW_MIGRATION,2024-12-21
2013,DK,PILLAR2_OCCUPATIONAL,75-79,M,EARLY_RETIREMENT,40932,24679.2,23250.35,94.45,60.12,19.05,DISCRETIONARY,21.51,1,0,162333909696.24,spr_pns_mean,HIGH_MIGRATION,2024-12-24
2014,IE,PILLAR3_PERSONAL,70-74,F,DISABILITY,38387,11223.19,9136.41,57.59,59.24,39.59,MIXED,12.98,0,0,162736406003.37,gov_10a_main,LOW_GROWTH,2024-09-12
2015,PL,MIXED,65-69,T,MINIMUM_PENSION,42048,25934.27,24008.5,46.85,60.89,32.11,WAGE,27.44,0,0,162890291468.84,ilc_pnp1,HIGH_LONGEVITY,2024-05-22
2016,AT,PILLAR1_PUBLIC_PAYG,55-64,M,OLD_AGE,38436,22665.77,20090.96,60.8,58.46,17.13,CPI,12.65,1,0,163201627120.79,spr_pns_ben,BASELINE,2025-04-18
2017,EE,PILLAR2_OCCUPATIONAL,85+,F,SURVIVOR,42104,9069.13,7072.06,34.61,65.28,34.99,NONE,12.23,0,1,163479819253.26,proj_pens,LOW_MIGRATION,2024-06-16
2018,IT,PILLAR3_PERSONAL,80-84,T,EARLY_RETIREMENT,38765,14032.82,11842.11,59.01,65.86,22.51,DISCRETIONARY,18.79,1,0,163686931436.41,spr_pns_mean,HIGH_MIGRATION,2024-01-06
2019,PT,MIXED,75-79,M,DISABILITY,42384,22654.24,16342.16,58.72,61.65,40.4,MIXED,6.6,0,0,164053724404.96,gov_10a_main,LOW_GROWTH,2025-04-15
2020,BE,PILLAR1_PUBLIC_PAYG,70-74,F,MINIMUM_PENSION,40421,23688.21,22061.28,28.04,59.06,15.32,WAGE,17.61,0,0,164370098503.85,ilc_pnp1,HIGH_LONGEVITY,2026-01-27
2021,FI,PILLAR2_OCCUPATIONAL,65-69,T,OLD_AGE,40408,13047.42,9733.67,48.99,61.57,35.93,CPI,5.25,1,0,164560788243.37,spr_pns_ben,BASELINE,2024-10-12
2022,LV,PILLAR3_PERSONAL,55-64,M,SURVIVOR,41193,18748.07,14811.22,88.46,61.05,34.48,NONE,4.81,0,1,164906779839.08,proj_pens,LOW_MIGRATION,2024-03-10
2023,RO,MIXED,85+,F,EARLY_RETIREMENT,41550,8553.82,6459.63,67.08,61.45,12.85,DISCRETIONARY,13.73,1,0,165119760064.05,spr_pns_mean,HIGH_MIGRATION,2025-05-22
2024,BG,PILLAR1_PUBLIC_PAYG,80-84,T,DISABILITY,41613,24003.15,18858.64,69.58,68.01,27.28,MIXED,9.38,1,0,165534417346.64,gov_10a_main,LOW_GROWTH,2025-12-20
2025,FR,PILLAR2_OCCUPATIONAL,75-79,M,MINIMUM_PENSION,41510,19448.56,14634.82,35.4,67.62,38.55,WAGE,25.49,0,1,165703828253.08,ilc_pnp1,HIGH_LONGEVITY,2025-01-13
2026,LT,PILLAR3_PERSONAL,70-74,F,OLD_AGE,43006,11996.24,10374.05,54.27,65.25,20.67,CPI,20.9,0,1,166091413097.64,spr_pns_ben,BASELINE,2025-03-03
2008,SK,MIXED,65-69,T,SURVIVOR,39962,17783.79,13143.75,52.75,67.25,27.62,NONE,4.25,1,1,166312250040.74,proj_pens,LOW_MIGRATION,2026-01-21
2009,HR,PILLAR1_PUBLIC_PAYG,55-64,M,EARLY_RETIREMENT,43149,11191.32,8237.63,32.69,61.88,33.9,DISCRETIONARY,4.73,0,0,166513570120.04,spr_pns_mean,HIGH_MIGRATION,2026-01-24
2010,DE,PILLAR2_OCCUPATIONAL,85+,F,DISABILITY,42300,10285.2,9186.7,83.05,61.02,33.15,MIXED,16.99,0,0,166779424826.22,gov_10a_main,LOW_GROWTH,2024-01-03
2011,LU,PILLAR3_PERSONAL,80-84,T,MINIMUM_PENSION,39351,13554.66,12098.33,70.1,59.71,36.12,WAGE,14.77,0,0,167094554700.05,ilc_pnp1,HIGH_LONGEVITY,2025-02-10
2012,SI,MIXED,75-79,M,OLD_AGE,42474,8299.06,6607.75,30.54,61.53,30.39,CPI,5.37,0,0,167420583623.37,spr_pns_ben,BASELINE,2026-01-16
2013,CY,PILLAR1_PUBLIC_PAYG,70-74,F,SURVIVOR,41427,10212.09,7822.59,41.68,62.62,27.59,NONE,22.7,0,1,167756342761.03,proj_pens,LOW_MIGRATION,2024-08-27
2014,GR,PILLAR2_OCCUPATIONAL,65-69,T,EARLY_RETIREMENT,39079,17994.77,13007.19,70.99,64.87,30.01,DISCRETIONARY,15.68,1,0,168008723480.18,spr_pns_mean,HIGH_MIGRATION,2024-09-13
2015,MT,PILLAR3_PERSONAL,55-64,M,DISABILITY,40706,14909.09,11839.54,56.47,60.27,24.48,MIXED,12.45,0,0,168216144428.26,gov_10a_main,LOW_GROWTH,2024-06-01
2016,ES,MIXED,85+,F,MINIMUM_PENSION,39989,7371.58,6769.71,40.14,68.13,39.33,WAGE,8.49,1,0,168435880875.41,ilc_pnp1,HIGH_LONGEVITY,2025-06-14
2017,CZ,PILLAR1_PUBLIC_PAYG,80-84,T,OLD_AGE,40277,19372.22,17583.58,91.2,64.2,17.49,CPI,8.69,0,1,168733465152.88,spr_pns_ben,BASELINE,2024-08-30
2018,HU,PILLAR2_OCCUPATIONAL,75-79,M,SURVIVOR,38882,25247.77,18355.6,75.32,67.42,23.46,NONE,5.76,1,1,169031784506.86,proj_pens,LOW_MIGRATION,2025-12-20
2019,NL,PILLAR3_PERSONAL,70-74,F,EARLY_RETIREMENT,41028,10742.7,10216.43,56.44,59.68,37.8,DISCRETIONARY,11.92,0,0,169291837137.38,spr_pns_mean,HIGH_MIGRATION,2024-01-24
2020,SE,MIXED,65-69,T,DISABILITY,39512,18739.05,14340.28,86.32,60.16,32.69,MIXED,22.17,1,0,169653238077.82,gov_10a_main,LOW_GROWTH,2024-05-10
2021,DK,PILLAR1_PUBLIC_PAYG,55-64,M,MINIMUM_PENSION,43336,11096.23,9009.48,89.51,59.97,17.29,WAGE,9.31,0,1,169863481832.49,ilc_pnp1,HIGH_LONGEVITY,2024-10-14
2022,IE,PILLAR2_OCCUPATIONAL,85+,F,OLD_AGE,41629,5732.05,4700.2,69.24,65.39,20.58,CPI,24.01,0,1,170298333460.83,spr_pns_ben,BASELINE,2025-02-20
2023,PL,PILLAR3_PERSONAL,80-84,T,SURVIVOR,39506,19256.93,14369.05,51.13,65.26,13.07,NONE,6.27,0,1,170555091199.91,proj_pens,LOW_MIGRATION,2025-04-29
2024,AT,MIXED,75-79,M,EARLY_RETIREMENT,43059,21045.34,20106.39,62.71,61.15,21.6,DISCRETIONARY,18.81,1,0,170805577031.17,spr_pns_mean,HIGH_MIGRATION,2025-07-28
2025,EE,PILLAR1_PUBLIC_PAYG,70-74,F,DISABILITY,43434,22966.52,18585.75,64.25,59.07,20.35,MIXED,22.24,0,0,170961961018.48,gov_10a_main,LOW_GROWTH,2025-12-01
2026,IT,PILLAR2_OCCUPATIONAL,65-69,T,MINIMUM_PENSION,43156,18160.02,15020.98,74.31,65.9,41.67,WAGE,5.28,0,0,171255364481.74,ilc_pnp1,HIGH_LONGEVITY,2025-11-10
2008,PT,PILLAR3_PERSONAL,55-64,M,OLD_AGE,42061,8696.38,6751.8,26.77,63.1,29.4,CPI,12.08,0,1,171653663518.54,spr_pns_ben,BASELINE,2024-01-18
2009,BE,MIXED,85+,F,SURVIVOR,40417,18300.18,13522.8,57.37,63.04,23.13,NONE,4.73,0,1,171802942283.93,proj_pens,LOW_MIGRATION,2025-08-01
2010,FI,PILLAR1_PUBLIC_PAYG,80-84,T,EARLY_RETIREMENT,43317,13861.82,10097.15,44.0,64.05,15.15,DISCRETIONARY,18.17,0,0,172247786801.06,spr_pns_mean,HIGH_MIGRATION,2024-02-29
2011,LV,PILLAR2_OCCUPATIONAL,75-79,M,DISABILITY,42085,20565.27,17294.73,93.19,66.21,34.58,MIXED,12.56,0,0,172351291701.5,gov_10a_main,LOW_GROWTH,2025-05-24
2012,RO,PILLAR3_PERSONAL,70-74,F,MINIMUM_PENSION,39707,16791.46,12188.27,76.64,66.35,20.72,WAGE,15.61,0,0,172742718636.93,ilc_pnp1,HIGH_LONGEVITY,2024-05-08
2013,BG,MIXED,65-69,T,OLD_AGE,41662,13215.27,12248.31,91.54,63.06,12.8,CPI,10.15,1,0,173073510148.59,spr_pns_ben,BASELINE,2024-01-23
2014,FR,PILLAR1_PUBLIC_PAYG,55-64,M,SURVIVOR,43035,11404.57,10168.06,79.2,60.63,18.87,NONE,17.64,0,1,173305947389.03,proj_pens,LOW_MIGRATION,2024-08-06
2015,LT,PILLAR2_OCCUPATIONAL,85+,F,EARLY_RETIREMENT,43369,20712.45,17168.45,32.93,61.09,40.87,DISCRETIONARY,25.78,1,0,173560009526.5,spr_pns_mean,HIGH_MIGRATION,2024-04-10
2016,SK,PILLAR3_PERSONAL,80-84,T,DISABILITY,39308,10678.76,8552.48,65.32,59.35,21.86,MIXED,25.59,0,1,173783552153.7,gov_10a_main,LOW_GROWTH,2024-06-08
2017,HR,MIXED,75-79,M,MINIMUM_PENSION,39862,24923.69,19707.94,26.55,65.87,31.72,WAGE,24.2,1,0,174107365541.73,ilc_pnp1,HIGH_LONGEVITY,2024-03-01
2018,DE,PILLAR1_PUBLIC_PAYG,70-74,F,OLD_AGE,39075,24754.5,22965.23,81.44,61.57,38.16,CPI,11.56,0,0,174363015632.4,spr_pns_ben,BASELINE,2024-01-02
2019,LU,PILLAR2_OCCUPATIONAL,65-69,T,SURVIVOR,38731,10059.58,7914.0,72.88,67.74,19.89,NONE,17.09,1,1,174673882700.71,proj_pens,LOW_MIGRATION,2024-07-10
2020,SI,PILLAR3_PERSONAL,55-64,M,EARLY_RETIREMENT,42023,18822.68,14791.76,93.3,68.1,19.94,DISCRETIONARY,27.43,0,0,175012136715.28,spr_pns_mean,HIGH_MIGRATION,2025-12-18
2021,CY,MIXED,85+,F,DISABILITY,41999,8899.47,7365.67,78.07,65.23,12.61,MIXED,13.61,0,0,175316954973.24,gov_10a_main,LOW_GROWTH,2024-08-01
2022,GR,PILLAR1_PUBLIC_PAYG,80-84,T,MINIMUM_PENSION,39982,12436.63,11162.92,85.99,64.07,28.35,WAGE,16.8,0,1,175491429059.3,ilc_pnp1,HIGH_LONGEVITY,2024-02-03
