soc_unemp_reference_month,soc_unemp_country_iso2,soc_unemp_region_nuts_code,soc_unemp_claimant_age_group,soc_unemp_claimant_sex,soc_unemp_benefit_scheme_code,soc_unemp_claims_open_count,soc_unemp_new_claims_count,soc_unemp_closed_claims_count,soc_unemp_average_duration_weeks,soc_unemp_replacement_rate_pct,soc_unemp_benefit_amount_mean_eur,soc_unemp_sanction_rate_pct,soc_unemp_active_labor_market_program_code,soc_unemp_participation_count,soc_unemp_training_completion_rate_pct,soc_unemp_job_placement_rate_pct,soc_unemp_digital_services_usage_rate_pct,soc_unemp_eurostat_table_code,soc_unemp_data_extract_date
2023-11,SE,LT302,55-64,T,SELF_EMP_SUPPORT,2447,743,562,51.76,32.38,618.1,7.13,APPRENTICESHIP,902,52.25,60.77,54.47,lfsa_ugad,2024-10-23
2023-12,CY,EE757,65+,F,MIXED,2365,703,341,41.25,59.26,334.0,6.8,ENTREPRENEUR_SUPPORT,870,83.96,20.76,87.65,lfsq_urgaed,2025-01-23
2024-01,FR,CZ21,15-24,M,UI_CONTRIBUTORY,2440,713,529,17.15,57.64,1056.48,11.2,JOB_SEARCH_ASSIST,904,53.73,25.49,37.7,lfsq_urgaed,2025-08-07
2024-02,IT,NL567,25-34,T,UI_ASSISTANCE,2189,726,649,16.2,79.11,1828.99,8.47,MOBILITY_GRANT,817,73.25,45.26,23.3,une_rt_m,2025-05-01
2024-03,NL,BG469,35-44,F,SHORT_TIME_WORK,2118,774,468,50.43,43.12,1810.95,9.88,WAGE_SUBSIDY,776,77.92,26.13,31.79,lfsi_long_q,2024-05-13
2024-04,SI,LV464,45-54,M,YOUTH_GUARANTEE,2142,771,670,36.81,41.25,285.85,5.3,PUBLIC_WORKS,695,47.03,36.9,23.1,lfsa_ugad,2025-01-29
2024-05,BG,FI471,55-64,T,SELF_EMP_SUPPORT,2284,723,416,11.06,28.97,453.58,8.39,TRAINING,692,46.92,20.61,13.73,lfsq_urgaed,2025-04-12
2024-06,EE,SI51,65+,F,MIXED,2351,769,454,40.58,46.65,1648.34,2.43,APPRENTICESHIP,837,76.41,18.38,51.3,lfsq_urgaed,2025-03-13
2024-07,HU,PT4,15-24,M,UI_CONTRIBUTORY,2202,796,596,40.07,42.87,1260.09,0.83,ENTREPRENEUR_SUPPORT,906,85.12,14.72,79.14,une_rt_m,2025-01-26
2024-08,LU,BE545,25-34,T,UI_ASSISTANCE,2169,683,347,13.9,43.1,1152.03,0.7,JOB_SEARCH_ASSIST,922,49.19,48.19,61.48,lfsi_long_q,2024-02-26
2024-09,RO,DE2,35-44,F,SHORT_TIME_WORK,2203,788,435,11.33,74.32,987.66,5.22,MOBILITY_GRANT,767,80.02,47.85,68.96,lfsa_ugad,2025-10-26
2024-10,AT,LT27,45-54,M,YOUTH_GUARANTEE,2334,764,712,22.3,26.97,1400.31,6.32,WAGE_SUBSIDY,840,66.88,32.2,69.75,lfsq_urgaed,2024-06-27
2024-11,CZ,NL2,55-64,T,SELF_EMP_SUPPORT,2408,797,757,18.74,48.74,434.94,6.7,PUBLIC_WORKS,805,43.96,22.74,53.58,lfsq_urgaed,2025-12-31
2024-12,DE,SE4,65+,F,MIXED,2485,701,406,44.37,37.54,437.46,7.95,TRAINING,973,68.4,36.22,12.94,une_rt_m,2025-12-06
2025-01,LV,AT621,15-24,M,UI_CONTRIBUTORY,2393,718,697,38.55,59.94,298.92,2.91,APPRENTICESHIP,746,42.85,59.13,59.87,lfsi_long_q,2025-03-22
2025-02,PL,BG7,25-34,T,UI_ASSISTANCE,2071,735,416,50.99,73.62,1392.02,0.51,ENTREPRENEUR_SUPPORT,927,45.05,20.67,43.15,lfsa_ugad,2024-01-13
2025-03,ES,IE9,35-44,F,SHORT_TIME_WORK,2323,758,711,31.09,30.52,1218.46,11.97,JOB_SEARCH_ASSIST,790,41.43,31.23,38.59,lfsq_urgaed,2025-09-03
2025-04,HR,HR25,45-54,M,YOUTH_GUARANTEE,2095,790,710,55.75,79.45,597.66,2.68,MOBILITY_GRANT,886,65.84,14.76,80.97,lfsq_urgaed,2024-12-08
2025-05,FI,MT665,55-64,T,SELF_EMP_SUPPORT,2531,748,630,32.84,43.91,1275.14,0.05,WAGE_SUBSIDY,678,52.38,23.85,70.09,une_rt_m,2025-04-15
2025-06,IE,NL6,65+,F,MIXED,2469,755,397,13.63,77.65,1813.45,1.88,PUBLIC_WORKS,778,41.47,9.04,36.33,lfsi_long_q,2024-02-02
2025-07,MT,BG19,15-24,M,UI_CONTRIBUTORY,2133,786,415,55.53,58.88,987.02,9.51,TRAINING,843,41.31,58.31,55.99,lfsa_ugad,2024-10-21
2025-08,SK,LV63,25-34,T,UI_ASSISTANCE,2310,776,692,25.45,44.89,1127.57,11.35,APPRENTICESHIP,820,68.95,61.42,54.57,lfsq_urgaed,2025-04-15
2025-09,BE,IE2,35-44,F,SHORT_TIME_WORK,2258,790,693,29.54,47.37,661.6,5.22,ENTREPRENEUR_SUPPORT,906,71.1,45.0,29.84,lfsq_urgaed,2025-11-06
2025-10,DK,RO676,45-54,M,YOUTH_GUARANTEE,2119,741,503,25.96,68.4,359.9,6.61,JOB_SEARCH_ASSIST,868,90.27,30.28,73.56,une_rt_m,2026-01-02
2025-11,GR,RO56,55-64,T,SELF_EMP_SUPPORT,2086,756,495,8.47,58.78,574.76,11.63,MOBILITY_GRANT,763,57.58,47.65,40.97,lfsi_long_q,2024-08-15
2025-12,LT,CZ706,65+,F,MIXED,2547,797,683,35.2,62.17,611.94,7.95,WAGE_SUBSIDY,889,54.99,51.22,74.87,lfsa_ugad,2025-06-18
2026-01,PT,AT242,15-24,M,UI_CONTRIBUTORY,2409,697,688,33.71,70.0,1371.4,2.42,PUBLIC_WORKS,717,75.23,20.17,40.35,lfsq_urgaed,2024-06-15
2026-02,SE,HR32,25-34,T,UI_ASSISTANCE,2472,792,777,50.46,55.54,1394.9,8.6,TRAINING,913,46.74,17.63,36.56,lfsq_urgaed,2024-12-16
2026-03,CY,PT5,35-44,F,SHORT_TIME_WORK,2525,717,414,21.7,35.61,979.81,6.32,APPRENTICESHIP,705,89.81,22.41,61.22,une_rt_m,2024-08-03
2026-04,FR,PL30,45-54,M,YOUTH_GUARANTEE,2111,754,490,12.58,57.33,830.72,5.19,ENTREPRENEUR_SUPPORT,921,79.5,9.71,62.88,lfsi_long_q,2024-05-13
2026-05,IT,AT83,55-64,T,SELF_EMP_SUPPORT,2490,810,375,46.5,45.49,933.81,9.11,JOB_SEARCH_ASSIST,934,40.56,27.36,33.54,lfsa_ugad,2025-08-12
2026-06,NL,DK69,65+,F,MIXED,2417,789,372,42.25,27.2,1043.5,4.76,MOBILITY_GRANT,799,75.08,20.51,80.6,lfsq_urgaed,2025-06-25
2026-07,SI,SE3,15-24,M,UI_CONTRIBUTORY,2123,724,593,24.45,76.16,700.95,10.8,WAGE_SUBSIDY,848,69.6,12.83,17.5,lfsq_urgaed,2025-04-02
2026-08,BG,ES401,25-34,T,UI_ASSISTANCE,2098,797,382,43.15,33.99,966.33,11.93,PUBLIC_WORKS,795,54.26,46.64,30.03,une_rt_m,2025-08-22
2026-09,EE,PL653,35-44,F,SHORT_TIME_WORK,2420,708,348,20.63,42.63,903.31,7.53,TRAINING,810,45.45,11.47,60.67,lfsi_long_q,2024-03-31
2026-10,HU,SE742,45-54,M,YOUTH_GUARANTEE,2280,734,633,47.07,51.62,771.36,11.73,APPRENTICESHIP,783,86.71,22.23,69.86,lfsa_ugad,2024-02-28
2026-11,LU,NL19,55-64,T,SELF_EMP_SUPPORT,2466,780,555,18.39,30.0,893.97,10.08,ENTREPRENEUR_SUPPORT,822,73.44,55.26,63.14,lfsq_urgaed,2025-08-22
2026-12,RO,IE588,65+,F,MIXED,2174,802,773,16.67,58.98,706.26,8.69,JOB_SEARCH_ASSIST,831,82.21,40.36,59.05,lfsq_urgaed,2024-09-04
2018-01,AT,IE4,15-24,M,UI_CONTRIBUTORY,2207,724,512,25.17,74.75,889.23,6.73,MOBILITY_GRANT,751,83.05,35.91,57.0,une_rt_m,2025-06-02
2018-02,CZ,SI17,25-34,T,UI_ASSISTANCE,2200,805,750,16.52,41.95,1242.38,2.2,WAGE_SUBSIDY,985,73.14,28.55,90.23,lfsi_long_q,2025-01-02
2018-03,DE,SK53,35-44,F,SHORT_TIME_WORK,2317,782,415,19.79,64.56,925.09,6.83,PUBLIC_WORKS,815,55.11,33.4,14.42,lfsa_ugad,2024-04-09
2018-04,LV,GR490,45-54,M,YOUTH_GUARANTEE,2347,788,728,9.83,37.39,618.79,0.72,TRAINING,738,78.53,45.66,66.62,lfsq_urgaed,2024-11-06
2018-05,PL,PT683,55-64,T,SELF_EMP_SUPPORT,2151,745,441,49.49,36.91,657.83,5.75,APPRENTICESHIP,748,90.27,29.72,61.66,lfsq_urgaed,2024-09-14
2018-06,ES,BE732,65+,F,MIXED,2461,766,609,4.69,71.65,997.54,5.32,ENTREPRENEUR_SUPPORT,821,62.85,50.16,14.51,une_rt_m,2024-05-23
2018-07,HR,DK866,15-24,M,UI_CONTRIBUTORY,2286,779,542,18.64,71.12,1569.53,5.99,JOB_SEARCH_ASSIST,929,63.8,50.54,82.38,lfsi_long_q,2026-02-15
2018-08,FI,ES190,25-34,T,UI_ASSISTANCE,2597,750,628,36.98,53.27,550.16,2.72,MOBILITY_GRANT,841,77.59,32.57,81.5,lfsa_ugad,2026-02-10
2018-09,IE,BE2,35-44,F,SHORT_TIME_WORK,2359,816,678,46.59,61.46,1676.64,4.3,WAGE_SUBSIDY,976,56.86,29.93,17.7,lfsq_urgaed,2026-01-30
2018-10,MT,HR216,45-54,M,YOUTH_GUARANTEE,2204,833,453,12.24,25.01,1086.84,10.03,PUBLIC_WORKS,719,84.39,49.22,22.08,lfsq_urgaed,2024-03-08
2018-11,SK,GR645,55-64,T,SELF_EMP_SUPPORT,2202,785,405,35.59,76.63,928.13,8.57,TRAINING,777,57.55,35.32,97.33,une_rt_m,2025-11-01
2018-12,BE,PT25,65+,F,MIXED,2236,758,648,52.05,68.29,1066.09,9.17,APPRENTICESHIP,922,37.87,14.12,73.06,lfsi_long_q,2025-01-21
2019-01,DK,ES3,15-24,M,UI_CONTRIBUTORY,2371,767,498,44.87,65.46,1724.37,5.27,ENTREPRENEUR_SUPPORT,965,68.07,25.11,31.42,lfsa_ugad,2025-10-01
2019-02,GR,HR683,25-34,T,UI_ASSISTANCE,2395,835,477,48.06,40.48,1199.3,1.86,JOB_SEARCH_ASSIST,875,52.55,33.39,68.54,lfsq_urgaed,2025-04-11
2019-03,LT,ES90,35-44,F,SHORT_TIME_WORK,2309,807,427,4.84,64.1,1236.07,3.26,MOBILITY_GRANT,899,41.36,14.19,57.81,lfsq_urgaed,2024-01-17
2019-04,PT,CZ29,45-54,M,YOUTH_GUARANTEE,2347,818,634,34.62,29.82,1184.35,6.89,WAGE_SUBSIDY,1013,36.18,15.63,59.12,une_rt_m,2025-12-05
2019-05,SE,LV258,55-64,T,SELF_EMP_SUPPORT,2619,732,657,41.68,36.32,822.03,6.02,PUBLIC_WORKS,916,37.47,18.4,92.19,lfsi_long_q,2024-11-28
2019-06,CY,LU82,65+,F,MIXED,2429,756,494,23.58,25.01,1140.75,11.33,TRAINING,999,89.05,19.58,85.4,lfsa_ugad,2025-01-19
2019-07,FR,BG36,15-24,M,UI_CONTRIBUTORY,2146,822,812,57.06,32.06,500.1,8.94,APPRENTICESHIP,756,35.05,53.28,45.63,lfsq_urgaed,2024-07-01
2019-08,IT,LU61,25-34,T,UI_ASSISTANCE,2622,727,503,18.06,53.57,1169.28,3.78,ENTREPRENEUR_SUPPORT,922,46.39,22.83,34.22,lfsq_urgaed,2024-11-02
2019-09,NL,RO77,35-44,F,SHORT_TIME_WORK,2264,734,730,48.01,75.94,891.35,2.18,JOB_SEARCH_ASSIST,832,72.63,13.52,36.88,une_rt_m,2025-04-01
2019-10,SI,SK965,45-54,M,YOUTH_GUARANTEE,2438,796,483,57.92,31.83,284.9,6.99,MOBILITY_GRANT,763,43.83,48.48,67.85,lfsi_long_q,2024-05-03
2019-11,BG,HU18,55-64,T,SELF_EMP_SUPPORT,2583,840,764,57.47,32.45,1650.43,11.85,WAGE_SUBSIDY,864,75.0,25.9,71.43,lfsa_ugad,2024-12-10
2019-12,EE,FR422,65+,F,MIXED,2259,790,602,8.72,68.01,1562.04,4.37,PUBLIC_WORKS,886,52.84,46.21,29.02,lfsq_urgaed,2025-04-28
2020-01,HU,LV710,15-24,M,UI_CONTRIBUTORY,2543,789,590,13.59,38.09,691.78,4.33,TRAINING,969,52.8,39.16,68.26,lfsq_urgaed,2025-04-08
2020-02,LU,EE758,25-34,T,UI_ASSISTANCE,2237,758,696,38.74,28.04,783.35,3.78,APPRENTICESHIP,829,36.34,22.76,65.94,une_rt_m,2026-01-03
2020-03,RO,SE87,35-44,F,SHORT_TIME_WORK,2418,807,629,26.19,50.41,1762.3,9.93,ENTREPRENEUR_SUPPORT,1013,84.73,12.99,77.77,lfsi_long_q,2025-07-20
2020-04,AT,LU691,45-54,M,YOUTH_GUARANTEE,2509,801,664,16.44,40.34,408.38,11.06,JOB_SEARCH_ASSIST,806,59.29,20.97,68.26,lfsa_ugad,2025-01-28
2020-05,CZ,EE19,55-64,T,SELF_EMP_SUPPORT,2230,820,594,18.9,26.95,877.73,2.96,MOBILITY_GRANT,826,39.86,46.09,49.68,lfsq_urgaed,2024-05-06
2020-06,DE,EE484,65+,F,MIXED,2569,752,515,22.66,29.15,1314.12,8.13,WAGE_SUBSIDY,871,85.99,44.63,87.79,lfsq_urgaed,2025-04-10
2020-07,LV,EE94,15-24,M,UI_CONTRIBUTORY,2578,849,550,18.68,38.52,455.26,6.73,PUBLIC_WORKS,969,46.07,46.93,17.57,une_rt_m,2025-10-03
2020-08,PL,MT53,25-34,T,UI_ASSISTANCE,2461,739,567,27.18,71.94,1136.94,6.76,TRAINING,739,60.73,41.09,81.74,lfsi_long_q,2024-03-11
2020-09,ES,DK563,35-44,F,SHORT_TIME_WORK,2357,795,409,17.92,63.49,1491.07,6.51,APPRENTICESHIP,876,63.33,31.73,57.1,lfsa_ugad,2025-12-16
2020-10,HR,FR7,45-54,M,YOUTH_GUARANTEE,2613,836,608,47.23,74.03,1020.35,1.28,ENTREPRENEUR_SUPPORT,742,78.81,21.29,56.6,lfsq_urgaed,2024-03-17
2020-11,FI,RO96,55-64,T,SELF_EMP_SUPPORT,2662,782,649,43.06,64.02,829.69,1.35,JOB_SEARCH_ASSIST,1000,35.76,45.27,55.94,lfsq_urgaed,2025-07-03
2020-12,IE,SK54,65+,F,MIXED,2350,836,724,31.13,47.12,1279.21,1.18,MOBILITY_GRANT,959,52.9,38.5,49.51,une_rt_m,2024-01-19
2021-01,MT,FI192,15-24,M,UI_CONTRIBUTORY,2442,858,749,39.27,78.65,275.14,6.26,WAGE_SUBSIDY,794,48.82,54.46,75.6,lfsi_long_q,2025-09-22
2021-02,SK,IE173,25-34,T,UI_ASSISTANCE,2222,796,553,57.74,45.94,1215.09,6.18,PUBLIC_WORKS,1031,74.76,53.59,80.27,lfsa_ugad,2025-11-03
2021-03,BE,BE6,35-44,F,SHORT_TIME_WORK,2190,768,636,33.61,51.81,354.15,6.14,TRAINING,936,57.3,46.47,92.25,lfsq_urgaed,2024-02-11
2021-04,DK,DK234,45-54,M,YOUTH_GUARANTEE,2217,793,714,31.36,35.3,1383.08,8.08,APPRENTICESHIP,800,50.14,21.0,19.31,lfsq_urgaed,2026-01-25
2021-05,GR,SI278,55-64,T,SELF_EMP_SUPPORT,2363,829,687,14.99,78.0,264.51,11.22,ENTREPRENEUR_SUPPORT,988,92.43,48.61,65.95,une_rt_m,2024-03-18
2021-06,LT,PT153,65+,F,MIXED,2221,803,676,16.45,44.18,1453.85,9.15,JOB_SEARCH_ASSIST,1024,59.76,52.91,60.92,lfsi_long_q,2025-10-22
2021-07,PT,CZ183,15-24,M,UI_CONTRIBUTORY,2444,787,730,35.18,50.87,889.75,6.34,MOBILITY_GRANT,881,59.2,53.32,29.1,lfsa_ugad,2024-11-27
2021-08,SE,BE496,25-34,T,UI_ASSISTANCE,2220,840,384,21.52,77.42,1094.89,1.07,WAGE_SUBSIDY,917,81.1,36.62,24.48,lfsq_urgaed,2025-11-05
2021-09,CY,ES62,35-44,F,SHORT_TIME_WORK,2355,775,530,18.55,66.62,1411.42,0.57,PUBLIC_WORKS,984,94.0,21.95,65.64,lfsq_urgaed,2024-03-09
2021-10,FR,LU23,45-54,M,YOUTH_GUARANTEE,2350,831,690,36.03,68.14,570.05,11.17,TRAINING,923,65.74,8.31,75.12,une_rt_m,2025-07-03
2021-11,IT,HR654,55-64,T,SELF_EMP_SUPPORT,2449,783,520,53.38,70.08,1141.63,3.81,APPRENTICESHIP,920,40.4,48.63,80.42,lfsi_long_q,2024-08-01
2021-12,NL,MT40,65+,F,MIXED,2305,861,650,25.06,34.25,1400.64,1.62,ENTREPRENEUR_SUPPORT,997,93.9,15.83,87.74,lfsa_ugad,2024-03-01
2022-01,SI,SI7,15-24,M,UI_CONTRIBUTORY,2632,786,572,8.27,46.19,1037.63,5.05,JOB_SEARCH_ASSIST,804,87.3,20.45,21.74,lfsq_urgaed,2025-06-22
2022-02,BG,SI164,25-34,T,UI_ASSISTANCE,2235,858,729,36.36,40.92,1051.61,8.52,MOBILITY_GRANT,987,39.49,42.03,66.75,lfsq_urgaed,2025-10-19
2022-03,EE,RO63,35-44,F,SHORT_TIME_WORK,2331,850,494,55.97,65.46,1472.76,10.79,WAGE_SUBSIDY,999,80.28,40.04,69.4,une_rt_m,2024-09-18
2022-04,HU,BE50,45-54,M,YOUTH_GUARANTEE,2435,786,609,22.04,69.79,1646.38,11.34,PUBLIC_WORKS,885,50.0,33.03,32.51,lfsi_long_q,2026-02-20
2022-05,LU,EE85,55-64,T,SELF_EMP_SUPPORT,2613,797,368,31.84,52.81,1379.43,1.74,TRAINING,1013,66.42,56.03,59.79,lfsa_ugad,2025-07-05
2022-06,RO,ES6,65+,F,MIXED,2567,847,656,17.24,29.63,505.44,10.1,APPRENTICESHIP,895,46.34,53.12,13.48,lfsq_urgaed,2025-03-28
2022-07,AT,LU107,15-24,M,UI_CONTRIBUTORY,2384,836,473,40.35,71.58,1786.82,11.69,ENTREPRENEUR_SUPPORT,846,79.48,31.82,72.8,lfsq_urgaed,2024-04-23
2022-08,CZ,RO860,25-34,T,UI_ASSISTANCE,2391,845,436,36.61,75.41,1099.27,9.25,JOB_SEARCH_ASSIST,1053,59.32,23.63,92.89,une_rt_m,2025-08-29
2022-09,DE,IT786,35-44,F,SHORT_TIME_WORK,2695,859,546,9.22,47.05,495.71,0.78,MOBILITY_GRANT,788,92.26,14.99,25.55,lfsi_long_q,2024-09-01
2022-10,LV,FR18,45-54,M,YOUTH_GUARANTEE,2613,799,651,25.87,79.58,542.58,0.62,WAGE_SUBSIDY,844,48.82,42.16,71.77,lfsa_ugad,2025-05-13
2022-11,PL,DK777,55-64,T,SELF_EMP_SUPPORT,2666,793,745,13.66,57.23,1811.11,2.25,PUBLIC_WORKS,1013,40.22,29.28,66.18,lfsq_urgaed,2025-09-08
2022-12,ES,DE875,65+,F,MIXED,2357,822,741,28.94,48.51,1826.4,5.84,TRAINING,954,85.94,25.4,62.26,lfsq_urgaed,2024-09-06
2023-01,HR,IT70,15-24,M,UI_CONTRIBUTORY,2256,876,653,31.44,60.71,927.43,10.36,APPRENTICESHIP,826,39.64,34.43,24.43,une_rt_m,2025-07-05
2023-02,FI,IT250,25-34,T,UI_ASSISTANCE,2337,836,419,30.56,36.51,1010.95,9.85,ENTREPRENEUR_SUPPORT,947,39.78,22.03,44.64,lfsi_long_q,2025-07-20
2023-03,IE,LT302,35-44,F,SHORT_TIME_WORK,2566,796,545,55.71,47.85,260.5,11.48,JOB_SEARCH_ASSIST,765,86.56,39.95,65.21,lfsa_ugad,2024-04-14
2023-04,MT,EE757,45-54,M,YOUTH_GUARANTEE,2668,868,780,49.82,35.96,1499.92,6.41,MOBILITY_GRANT,803,69.14,45.7,25.02,lfsq_urgaed,2026-02-16
2023-05,SK,CZ21,55-64,T,SELF_EMP_SUPPORT,2332,826,426,22.17,39.4,1845.92,0.26,WAGE_SUBSIDY,959,71.81,53.59,56.85,lfsq_urgaed,2025-07-25
2023-06,BE,NL567,65+,F,MIXED,2415,879,679,24.45,76.69,463.3,4.98,PUBLIC_WORKS,976,40.51,49.41,68.28,une_rt_m,2024-03-14
2023-07,DK,BG469,15-24,M,UI_CONTRIBUTORY,2330,810,389,19.97,37.57,1520.8,7.19,TRAINING,797,87.31,26.76,54.48,lfsi_long_q,2024-03-02
2023-08,GR,LV464,25-34,T,UI_ASSISTANCE,2234,826,378,27.11,43.06,1542.16,1.9,APPRENTICESHIP,934,74.07,24.17,21.99,lfsa_ugad,2025-09-02
2023-09,LT,FI471,35-44,F,SHORT_TIME_WORK,2277,797,596,9.81,49.6,957.65,3.11,ENTREPRENEUR_SUPPORT,928,60.02,60.13,85.11,lfsq_urgaed,2025-11-14
2023-10,PT,SI51,45-54,M,YOUTH_GUARANTEE,2386,844,778,24.71,47.16,514.52,0.95,JOB_SEARCH_ASSIST,1024,45.34,16.52,93.22,lfsq_urgaed,2025-02-17
2023-11,SE,PT4,55-64,T,SELF_EMP_SUPPORT,2268,816,442,35.92,40.44,336.98,11.46,MOBILITY_GRANT,1052,93.32,24.6,95.12,une_rt_m,2024-08-10
2023-12,CY,BE545,65+,F,MIXED,2634,785,428,22.44,46.99,330.57,1.55,WAGE_SUBSIDY,1066,86.36,15.55,93.56,lfsi_long_q,2024-12-10
2024-01,FR,DE2,15-24,M,UI_CONTRIBUTORY,2360,847,391,56.44,34.78,563.54,0.05,PUBLIC_WORKS,879,51.78,27.84,19.79,lfsa_ugad,2024-08-15
2024-02,IT,LT27,25-34,T,UI_ASSISTANCE,2534,804,659,34.61,46.53,355.82,7.1,TRAINING,964,42.22,25.76,66.47,lfsq_urgaed,2025-06-14
2024-03,NL,NL2,35-44,F,SHORT_TIME_WORK,2673,876,765,4.88,74.85,532.84,9.94,APPRENTICESHIP,860,81.76,34.31,63.94,lfsq_urgaed,2024-07-31
2024-04,SI,SE4,45-54,M,YOUTH_GUARANTEE,2256,889,727,18.24,27.64,1369.9,0.73,ENTREPRENEUR_SUPPORT,881,93.91,39.28,46.64,une_rt_m,2024-04-14
2024-05,BG,AT621,55-64,T,SELF_EMP_SUPPORT,2448,803,449,33.18,76.43,882.19,2.79,JOB_SEARCH_ASSIST,1045,63.32,27.7,48.56,lfsi_long_q,2024-08-21
2024-06,EE,BG7,65+,F,MIXED,2470,896,489,25.5,42.4,796.14,10.97,MOBILITY_GRANT,955,61.48,20.75,15.2,lfsa_ugad,2024-09-18
2024-07,HU,IE9,15-24,M,UI_CONTRIBUTORY,2415,886,709,6.88,66.7,815.29,8.04,WAGE_SUBSIDY,785,60.56,51.41,82.69,lfsq_urgaed,2025-12-08
2024-08,LU,HR25,25-34,T,UI_ASSISTANCE,2496,816,470,56.02,57.02,1160.58,10.21,PUBLIC_WORKS,782,42.83,24.06,16.73,lfsq_urgaed,2025-03-17
2024-09,RO,MT665,35-44,F,SHORT_TIME_WORK,2626,855,503,51.11,35.5,667.46,10.15,TRAINING,1056,84.44,46.12,13.03,une_rt_m,2024-10-15
2024-10,AT,NL6,45-54,M,YOUTH_GUARANTEE,2671,814,784,38.89,40.58,1326.82,3.88,APPRENTICESHIP,847,41.54,51.36,49.95,lfsi_long_q,2025-10-27
2024-11,CZ,BG19,55-64,T,SELF_EMP_SUPPORT,2388,878,561,15.98,43.92,1817.16,8.81,ENTREPRENEUR_SUPPORT,830,82.94,42.02,76.86,lfsa_ugad,2025-12-03
2024-12,DE,LV63,65+,F,MIXED,2334,793,413,43.3,74.98,1540.61,3.36,JOB_SEARCH_ASSIST,817,54.46,23.16,47.3,lfsq_urgaed,2025-11-03
2025-01,LV,IE2,15-24,M,UI_CONTRIBUTORY,2360,870,856,34.19,64.2,1743.88,5.45,MOBILITY_GRANT,991,94.48,42.18,12.75,lfsq_urgaed,2025-01-24
2025-02,PL,RO676,25-34,T,UI_ASSISTANCE,2334,846,612,30.86,29.13,792.57,8.2,WAGE_SUBSIDY,904,88.47,11.56,82.89,une_rt_m,2024-08-08
2025-03,ES,RO56,35-44,F,SHORT_TIME_WORK,2420,897,813,20.73,59.7,980.48,2.85,PUBLIC_WORKS,1060,67.6,53.82,73.79,lfsi_long_q,2024-04-08
2025-04,HR,CZ706,45-54,M,YOUTH_GUARANTEE,2635,867,578,28.32,40.56,538.28,4.89,TRAINING,853,74.34,25.49,61.41,lfsa_ugad,2025-11-10
2025-05,FI,AT242,55-64,T,SELF_EMP_SUPPORT,2580,847,526,45.64,65.93,1482.68,9.71,APPRENTICESHIP,904,82.94,59.72,29.1,lfsq_urgaed,2024-11-01
2025-06,IE,HR32,65+,F,MIXED,2551,881,572,24.2,31.3,1456.93,6.57,ENTREPRENEUR_SUPPORT,825,71.15,28.57,21.97,lfsq_urgaed,2026-02-02
2025-07,MT,PT5,15-24,M,UI_CONTRIBUTORY,2496,915,819,54.53,46.25,298.67,3.97,JOB_SEARCH_ASSIST,857,41.46,21.44,13.26,une_rt_m,2024-03-02
2025-08,SK,PL30,25-34,T,UI_ASSISTANCE,2355,827,669,38.29,63.03,881.29,11.92,MOBILITY_GRANT,1021,69.88,53.75,24.45,lfsi_long_q,2024-02-28
2025-09,BE,AT83,35-44,F,SHORT_TIME_WORK,2744,856,855,6.86,65.25,788.71,0.16,WAGE_SUBSIDY,821,89.82,27.42,95.36,lfsa_ugad,2024-12-06
2025-10,DK,DK69,45-54,M,YOUTH_GUARANTEE,2691,896,628,9.82,51.11,1547.29,9.57,PUBLIC_WORKS,844,82.59,41.44,16.23,lfsq_urgaed,2025-04-27
2025-11,GR,SE3,55-64,T,SELF_EMP_SUPPORT,2751,816,558,42.57,48.79,918.46,5.73,TRAINING,861,40.37,24.41,14.0,lfsq_urgaed,2024-08-25
2025-12,LT,ES401,65+,F,MIXED,2546,810,562,15.23,57.89,1097.78,9.96,APPRENTICESHIP,997,77.87,18.0,96.1,une_rt_m,2024-02-05
2026-01,PT,PL653,15-24,M,UI_CONTRIBUTORY,2772,912,621,37.94,50.43,1542.28,2.72,ENTREPRENEUR_SUPPORT,971,92.55,24.39,13.42,lfsi_long_q,2024-03-31
2026-02,SE,SE742,25-34,T,UI_ASSISTANCE,2530,898,746,10.66,37.1,1025.16,7.26,JOB_SEARCH_ASSIST,994,46.91,31.4,35.07,lfsa_ugad,2025-07-25
2026-03,CY,NL19,35-44,F,SHORT_TIME_WORK,2758,843,521,32.41,72.0,815.43,7.49,MOBILITY_GRANT,1079,59.27,55.8,58.64,lfsq_urgaed,2024-04-24
2026-04,FR,IE588,45-54,M,YOUTH_GUARANTEE,2435,863,660,15.47,65.26,1183.86,2.23,WAGE_SUBSIDY,1074,39.69,18.88,23.39,lfsq_urgaed,2025-02-10
2026-05,IT,IE4,55-64,T,SELF_EMP_SUPPORT,2538,816,761,35.89,29.9,800.44,10.79,PUBLIC_WORKS,987,80.87,61.19,38.71,une_rt_m,2024-06-11
2026-06,NL,SI17,65+,F,MIXED,2735,840,400,17.13,41.26,1112.02,8.96,TRAINING,827,41.87,47.64,97.73,lfsi_long_q,2024-04-20
2026-07,SI,SK53,15-24,M,UI_CONTRIBUTORY,2561,827,408,56.94,69.22,1709.55,7.9,APPRENTICESHIP,829,73.82,46.12,54.29,lfsa_ugad,2024-09-21
2026-08,BG,GR490,25-34,T,UI_ASSISTANCE,2792,871,833,4.64,79.28,422.81,1.49,ENTREPRENEUR_SUPPORT,967,36.69,27.33,12.95,lfsq_urgaed,2025-11-20
