ph_beh_reference_year,ph_beh_country_iso2,ph_beh_region_nuts_code,ph_beh_age_group,ph_beh_sex,ph_beh_smoking_rate_pct,ph_beh_alcohol_consumption_litres_per_capita,ph_beh_binge_drinking_rate_pct,ph_beh_physical_activity_rate_pct,ph_beh_sedentary_time_hours_day,ph_beh_healthy_diet_score,ph_beh_fruit_veg_daily_pct,ph_beh_ultra_processed_food_share_pct,ph_beh_sleep_quality_score,ph_beh_obesity_rate_pct,ph_beh_screen_time_hours_day,ph_beh_chronic_conditions_count_mean,ph_beh_ehis_table_code,ph_beh_survey_weight,ph_beh_data_extract_date
2012,SK,LT68,15_24,X,16.31,7.6,27.0,37.62,10.46,38.35,58.83,45.74,6.63,29.66,4.48,2.223,HLTH_EHIS_DIET,3.417,2025-02-27
2013,HR,SI51,55_64,F,31.38,10.27,20.9,31.05,12.41,59.64,25.75,18.33,4.34,21.42,6.53,0.642,HLTH_EHIS_MH,0.9669,2025-07-26
2014,DE,DK413,25_34,M,8.66,11.91,7.14,55.41,8.66,40.09,36.68,39.3,6.89,14.84,6.86,0.939,HLTH_EHIS_ALCO,1.9604,2024-11-14
2015,LU,RO680,65_74,X,10.08,1.77,27.18,44.08,10.45,72.05,69.83,40.97,5.73,12.28,6.54,2.583,HLTH_EHIS_PA,2.678,2025-12-03
2016,SI,LT66,35_44,F,16.6,6.27,11.18,28.43,5.47,50.66,39.03,32.7,6.42,28.67,3.2,0.313,HLTH_EHIS_SMOK,1.4004,2024-04-05
2017,CY,IE10,75_PLUS,M,19.14,8.2,22.08,36.65,10.63,34.86,33.42,17.8,6.76,10.19,4.84,0.827,HLTH_EHIS_DIET,0.944,2025-05-21
2018,GR,NL663,45_54,X,19.64,11.8,27.03,46.29,11.59,85.98,40.2,40.06,7.17,9.69,7.31,2.358,HLTH_EHIS_MH,4.0941,2025-02-24
2019,MT,BG608,15_24,F,15.11,9.53,14.94,73.57,5.76,59.59,31.92,43.62,7.24,10.4,2.86,1.654,HLTH_EHIS_ALCO,2.5846,2024-01-24
2020,ES,SE63,55_64,M,35.16,14.22,35.56,57.23,10.53,69.51,60.5,20.02,4.67,13.63,5.02,0.628,HLTH_EHIS_PA,1.6209,2024-09-25
2021,CZ,LT85,25_34,X,27.92,6.93,14.99,44.2,4.68,57.57,48.18,28.35,5.19,23.95,5.6,0.795,HLTH_EHIS_SMOK,2.7166,2025-03-25
2022,HU,BG322,65_74,F,20.96,2.68,10.07,45.69,7.66,63.2,55.7,28.71,4.63,17.13,2.95,0.804,HLTH_EHIS_DIET,0.9693,2024-04-02
2023,NL,LU2,35_44,M,14.8,3.99,25.31,67.43,9.75,55.68,41.83,22.58,7.58,13.67,5.58,0.348,HLTH_EHIS_MH,0.4219,2024-09-25
2024,SE,MT496,75_PLUS,X,27.8,10.88,29.35,44.81,5.19,64.92,27.71,19.74,7.46,9.94,4.14,0.925,HLTH_EHIS_ALCO,1.7363,2025-04-03
2025,DK,PL117,45_54,F,9.99,11.42,17.74,29.21,4.51,46.9,44.47,49.46,8.12,26.35,2.33,1.723,HLTH_EHIS_PA,3.6882,2025-05-24
2006,IE,FR308,15_24,M,24.81,5.92,21.42,28.71,6.28,50.98,23.93,27.85,7.78,25.22,6.41,1.928,HLTH_EHIS_SMOK,3.6217,2025-05-20
2007,PL,GR355,55_64,X,24.71,2.9,15.12,54.73,11.67,70.65,46.55,15.22,4.85,21.94,2.04,0.236,HLTH_EHIS_DIET,4.5271,2024-07-10
2008,AT,ES674,25_34,F,11.77,6.96,8.04,77.55,8.46,69.68,43.3,14.6,5.22,8.13,2.58,1.603,HLTH_EHIS_MH,0.9769,2025-08-05
2009,EE,FR431,65_74,M,24.24,10.38,6.03,68.81,9.39,77.14,37.03,50.24,6.64,27.97,5.36,0.625,HLTH_EHIS_ALCO,1.4772,2025-09-01
2010,IT,SK21,35_44,X,20.07,7.38,24.52,71.72,8.96,58.8,20.96,11.95,6.19,19.33,3.35,0.545,HLTH_EHIS_PA,3.6186,2024-04-16
2011,PT,SI475,75_PLUS,F,25.64,5.49,15.33,48.31,8.75,40.76,66.06,37.57,6.22,26.7,5.48,1.281,HLTH_EHIS_SMOK,1.3747,2024-11-25
2012,BE,SI64,45_54,M,24.53,6.16,33.36,63.1,7.03,45.44,35.07,22.97,5.87,13.74,1.97,0.228,HLTH_EHIS_DIET,0.9599,2025-04-05
2013,FI,NL387,15_24,X,26.65,5.02,17.59,43.94,6.65,41.81,39.74,21.03,5.13,28.83,4.56,1.421,HLTH_EHIS_MH,2.9074,2024-11-04
2014,LV,SI9,55_64,F,25.28,11.35,24.1,62.21,10.48,49.44,24.86,49.06,4.22,30.73,4.92,1.421,HLTH_EHIS_ALCO,1.1223,2025-02-25
2015,RO,BE659,25_34,M,28.66,10.5,10.03,30.24,5.31,76.2,36.09,41.76,7.33,27.21,3.54,1.863,HLTH_EHIS_PA,2.1123,2024-05-27
2016,BG,ES369,65_74,X,10.39,7.93,17.9,56.81,8.34,73.14,42.55,42.69,6.8,31.55,3.6,2.773,HLTH_EHIS_SMOK,1.9902,2026-02-15
2017,FR,HU25,35_44,F,27.33,11.54,10.11,67.5,9.55,64.6,52.68,25.03,7.33,21.24,2.95,2.009,HLTH_EHIS_DIET,0.2211,2025-09-16
2018,LT,NL291,75_PLUS,M,16.12,8.36,23.85,33.5,7.01,42.46,65.93,25.15,5.35,20.46,3.11,0.453,HLTH_EHIS_MH,2.6367,2024-10-10
2019,SK,DK89,45_54,X,9.61,6.18,14.83,67.63,6.93,43.22,59.75,46.08,6.39,11.02,5.07,1.119,HLTH_EHIS_ALCO,2.0733,2026-01-12
2020,HR,HU228,15_24,F,14.02,9.52,8.74,39.31,9.33,67.49,75.62,11.58,4.58,13.32,4.75,1.287,HLTH_EHIS_PA,2.5254,2024-01-09
2021,DE,HR130,55_64,M,36.95,3.32,36.96,68.92,6.19,50.11,39.73,50.81,5.55,33.95,7.56,0.94,HLTH_EHIS_SMOK,2.2905,2025-07-23
2022,LU,BE1,25_34,X,7.81,9.78,26.98,37.03,6.55,43.81,58.47,37.1,6.9,10.46,5.29,0.454,HLTH_EHIS_DIET,4.7286,2026-01-19
2023,SI,EE27,65_74,F,26.46,12.25,9.23,66.91,5.2,53.83,34.19,12.44,7.24,27.17,1.92,0.26,HLTH_EHIS_MH,4.0997,2025-10-03
2024,CY,FR455,35_44,M,9.72,12.48,11.56,30.28,8.5,59.95,27.52,36.8,4.35,25.68,6.12,1.584,HLTH_EHIS_ALCO,0.7726,2024-05-15
2025,GR,LV233,75_PLUS,X,9.75,6.28,21.68,67.01,4.81,62.7,33.68,20.87,6.97,20.2,5.48,2.852,HLTH_EHIS_PA,3.5704,2025-06-02
2006,MT,SE293,45_54,F,28.46,10.9,19.64,47.15,6.89,46.4,39.72,15.67,6.87,28.33,2.33,1.196,HLTH_EHIS_SMOK,2.1683,2025-04-14
2007,ES,GR982,15_24,M,10.82,2.33,27.56,54.84,5.09,70.21,61.01,54.15,4.97,20.68,7.95,0.775,HLTH_EHIS_DIET,1.0646,2024-11-19
2008,CZ,BG310,55_64,X,12.62,8.71,26.75,41.86,11.35,70.15,67.93,12.2,5.41,15.77,4.11,1.0,HLTH_EHIS_MH,1.7211,2025-10-29
2009,HU,NL438,25_34,F,9.55,3.28,14.19,32.26,9.39,75.83,30.47,30.05,4.74,22.15,8.56,1.604,HLTH_EHIS_ALCO,2.3143,2025-12-08
2010,NL,FI133,65_74,M,25.84,14.42,32.43,60.6,4.98,36.05,41.75,32.54,5.54,11.75,7.21,2.826,HLTH_EHIS_PA,0.9441,2025-02-15
2011,SE,EE943,35_44,X,22.83,12.17,4.33,33.65,6.17,55.96,46.54,59.06,5.52,11.0,4.6,0.417,HLTH_EHIS_SMOK,2.6244,2025-11-15
2012,DK,FR26,75_PLUS,F,16.82,2.88,5.6,57.74,11.54,36.61,25.47,51.68,4.32,36.79,7.79,2.048,HLTH_EHIS_DIET,3.8388,2025-11-19
2013,IE,PT62,45_54,M,19.58,2.96,37.41,59.19,9.64,44.92,32.96,60.8,6.04,22.98,6.39,1.377,HLTH_EHIS_MH,0.6048,2024-02-14
2014,PL,IT42,15_24,X,12.5,1.23,23.0,28.16,9.04,77.6,41.26,23.06,5.35,27.65,3.13,1.786,HLTH_EHIS_ALCO,0.7212,2024-10-04
2015,AT,CY564,55_64,F,27.39,2.75,13.94,61.64,9.19,49.95,56.07,52.54,6.91,11.37,4.86,0.812,HLTH_EHIS_PA,3.8455,2024-04-01
2016,EE,PL9,25_34,M,14.57,10.16,30.6,64.46,9.67,37.08,31.75,18.82,7.04,28.15,6.35,2.361,HLTH_EHIS_SMOK,0.9737,2024-05-11
2017,IT,RO78,65_74,X,30.53,6.95,18.2,40.48,8.15,37.88,46.23,51.91,4.48,31.26,6.71,3.179,HLTH_EHIS_DIET,4.2637,2025-02-14
2018,PT,CZ713,35_44,F,17.14,7.35,12.07,62.89,7.84,50.5,52.94,12.9,5.17,17.82,2.13,0.991,HLTH_EHIS_MH,3.1665,2024-09-21
2019,BE,FR535,75_PLUS,M,11.19,3.88,9.6,68.46,8.38,44.83,33.24,32.52,7.6,12.89,8.3,2.23,HLTH_EHIS_ALCO,2.0201,2025-10-04
2020,FI,EE89,45_54,X,20.85,8.51,17.23,56.86,4.67,43.67,51.21,37.38,6.11,29.87,4.31,0.249,HLTH_EHIS_PA,0.6636,2025-02-02
2021,LV,AT65,15_24,F,14.94,9.68,14.98,49.06,7.36,57.86,55.06,15.41,6.55,12.42,4.71,1.308,HLTH_EHIS_SMOK,1.0508,2025-02-17
2022,RO,CY29,55_64,M,11.56,15.37,32.28,25.93,11.47,52.49,37.67,20.96,5.21,10.93,3.4,2.093,HLTH_EHIS_DIET,3.2333,2024-01-19
2023,BG,ES713,25_34,X,15.52,6.96,6.3,41.96,4.19,54.06,34.63,26.89,5.86,15.08,6.12,1.549,HLTH_EHIS_MH,4.1844,2025-04-02
2024,FR,FI75,65_74,F,10.04,11.92,25.24,47.26,6.26,66.93,43.54,21.81,7.79,17.21,8.55,0.946,HLTH_EHIS_ALCO,4.1066,2026-02-15
2025,LT,CY27,35_44,M,16.52,4.27,20.37,55.4,10.55,44.93,51.57,11.47,5.54,12.43,8.39,2.373,HLTH_EHIS_PA,3.299,2025-04-14
2006,SK,LT72,75_PLUS,X,25.83,10.04,21.39,36.0,9.97,50.54,37.28,35.73,6.84,20.75,3.82,2.889,HLTH_EHIS_SMOK,3.8748,2024-10-07
2007,HR,DK23,45_54,F,16.35,4.53,10.17,49.11,8.53,70.13,52.51,47.05,6.56,19.62,6.44,2.098,HLTH_EHIS_DIET,1.7629,2025-12-30
2008,DE,EE980,15_24,M,26.35,9.82,23.31,33.38,9.01,64.58,76.82,53.29,7.7,18.47,10.06,0.803,HLTH_EHIS_MH,1.8337,2026-02-15
2009,LU,HR4,55_64,X,17.68,1.68,23.96,63.91,4.42,62.07,49.27,19.52,8.62,20.28,8.0,1.558,HLTH_EHIS_ALCO,4.5073,2026-02-24
2010,SI,LV298,25_34,F,21.36,8.62,5.91,75.48,9.55,70.43,48.96,37.12,5.65,16.27,3.41,1.689,HLTH_EHIS_PA,2.7456,2025-09-07
2011,CY,ES88,65_74,M,12.46,12.93,25.47,23.59,10.16,41.71,34.31,44.22,7.51,11.11,7.18,1.644,HLTH_EHIS_SMOK,4.2044,2025-02-16
2012,GR,BG66,35_44,X,14.73,10.26,4.11,63.46,10.05,49.5,50.7,46.89,7.53,21.22,8.47,0.869,HLTH_EHIS_DIET,0.2324,2025-11-15
2013,MT,AT91,75_PLUS,F,22.39,1.32,12.1,35.78,10.29,55.45,37.34,17.16,6.55,19.31,5.17,2.192,HLTH_EHIS_MH,1.0803,2024-03-03
2014,ES,CZ8,45_54,M,16.15,8.37,26.18,64.1,11.91,50.43,33.23,21.63,4.17,24.16,8.3,2.225,HLTH_EHIS_ALCO,4.3142,2024-11-01
2015,CZ,PL575,15_24,X,14.84,2.1,28.78,54.9,9.74,69.3,46.5,30.08,6.66,19.09,4.99,0.868,HLTH_EHIS_PA,2.9109,2025-07-22
2016,HU,CY365,55_64,F,10.99,7.02,10.15,34.55,11.94,46.02,27.58,22.18,4.88,28.66,3.48,0.21,HLTH_EHIS_SMOK,1.4625,2024-05-28
2017,NL,FR998,25_34,M,25.91,5.52,25.91,68.27,5.47,73.23,53.88,28.88,6.22,17.13,10.5,0.95,HLTH_EHIS_DIET,3.5197,2024-04-23
2018,SE,BG205,65_74,X,23.13,9.64,30.64,37.12,11.48,67.17,59.69,32.47,5.33,29.19,3.39,0.381,HLTH_EHIS_MH,0.6634,2024-12-27
2019,DK,DE40,35_44,F,16.45,1.51,7.56,47.18,6.44,56.78,53.08,42.87,4.8,20.25,7.08,1.132,HLTH_EHIS_ALCO,0.9172,2025-10-26
2020,IE,DK542,75_PLUS,M,9.1,9.58,27.77,36.53,7.63,43.98,59.33,57.25,5.81,17.99,2.16,2.179,HLTH_EHIS_PA,4.6373,2026-01-01
2021,PL,LT6,45_54,X,27.89,10.0,5.17,25.55,6.68,58.17,56.68,36.29,7.12,26.86,6.97,2.014,HLTH_EHIS_SMOK,1.2959,2025-10-14
2022,AT,IT401,15_24,F,17.2,8.23,17.16,50.08,9.9,71.24,64.35,11.83,7.45,15.03,8.49,1.918,HLTH_EHIS_DIET,3.5326,2025-06-24
2023,EE,EE318,55_64,M,31.32,4.76,38.64,38.22,10.64,58.75,60.28,40.25,5.97,29.18,4.06,0.367,HLTH_EHIS_MH,4.1325,2025-02-02
2024,IT,GR36,25_34,X,8.31,2.22,28.74,51.11,7.49,50.2,52.48,48.96,6.08,20.05,3.24,0.834,HLTH_EHIS_ALCO,1.3782,2024-05-06
2025,PT,ES966,65_74,F,13.08,6.16,6.94,62.3,9.72,55.63,32.04,45.89,6.28,36.58,1.92,2.229,HLTH_EHIS_PA,0.2917,2025-09-24
2006,BE,AT879,35_44,M,26.28,14.37,20.14,55.04,4.75,51.59,20.28,31.09,5.72,20.97,6.77,0.865,HLTH_EHIS_SMOK,3.616,2025-06-06
2007,FI,SK9,75_PLUS,X,26.06,10.51,17.91,61.16,9.41,76.95,44.18,32.92,4.95,17.67,3.73,1.06,HLTH_EHIS_DIET,3.1894,2025-10-14
2008,LV,CZ60,45_54,F,31.04,3.57,18.26,47.92,9.35,60.41,32.66,30.2,7.07,23.21,3.7,1.718,HLTH_EHIS_MH,3.8495,2025-05-27
2009,RO,RO207,15_24,M,12.36,9.02,9.57,60.8,6.72,64.05,29.11,16.02,7.71,28.7,9.36,2.104,HLTH_EHIS_ALCO,1.1413,2025-08-02
2010,BG,LT84,55_64,X,25.12,2.84,28.5,37.93,5.48,36.98,51.28,42.73,7.84,17.85,3.08,1.605,HLTH_EHIS_PA,3.782,2024-08-27
2011,FR,CZ1,25_34,F,14.78,5.56,21.21,81.23,7.24,71.48,37.55,21.95,7.04,17.5,2.57,1.243,HLTH_EHIS_SMOK,3.822,2026-02-15
2012,LT,LT83,65_74,M,8.96,6.26,5.39,50.1,9.44,40.16,47.44,30.29,4.47,26.14,6.5,0.457,HLTH_EHIS_DIET,1.3511,2026-02-21
2013,SK,BG6,35_44,X,19.74,6.41,23.47,54.73,5.46,77.23,68.47,14.75,4.87,15.21,3.39,0.883,HLTH_EHIS_MH,4.3106,2024-11-26
2014,HR,HR22,75_PLUS,F,26.56,9.44,9.63,47.39,8.93,60.09,32.89,43.31,5.93,34.61,6.1,1.857,HLTH_EHIS_ALCO,2.6354,2025-07-01
2015,DE,DK138,45_54,M,18.79,14.36,39.27,29.61,10.32,45.77,55.81,32.46,5.79,24.26,8.34,1.421,HLTH_EHIS_PA,3.1359,2024-01-11
2016,LU,IT7,15_24,X,19.82,3.13,14.2,42.19,9.39,49.96,52.61,30.32,4.45,14.1,7.36,1.276,HLTH_EHIS_SMOK,4.4663,2024-05-31
2017,SI,LT4,55_64,F,24.85,6.56,18.65,28.48,11.41,57.07,20.93,44.77,7.47,17.87,5.81,2.121,HLTH_EHIS_DIET,3.0023,2025-06-20
2018,CY,RO77,25_34,M,32.87,11.83,6.91,60.5,5.36,56.27,39.65,52.22,4.97,32.88,7.43,0.72,HLTH_EHIS_MH,0.2007,2024-04-03
2019,GR,CZ64,65_74,X,24.06,10.55,25.97,54.52,7.77,61.67,50.83,55.09,6.31,34.72,2.48,2.033,HLTH_EHIS_ALCO,1.7557,2024-06-27
2020,MT,BE167,35_44,F,19.86,6.85,10.27,56.79,4.7,56.96,42.96,28.86,4.94,10.89,4.61,2.02,HLTH_EHIS_PA,0.7993,2024-01-04
2021,ES,RO8,75_PLUS,M,27.68,7.63,19.97,44.14,12.49,49.03,58.31,42.33,7.04,21.23,1.89,2.049,HLTH_EHIS_SMOK,3.183,2026-02-02
2022,CZ,HU99,45_54,X,13.92,5.67,27.01,40.67,8.62,58.63,36.79,12.07,7.69,26.52,7.37,2.31,HLTH_EHIS_DIET,0.2278,2024-04-15
2023,HU,SE45,15_24,F,12.84,6.09,4.83,45.97,6.67,63.31,27.35,48.51,6.45,10.0,5.35,0.866,HLTH_EHIS_MH,0.6943,2024-10-18
2024,NL,DE4,55_64,M,14.18,10.52,40.56,29.71,9.85,38.02,38.38,32.85,5.02,28.99,3.41,0.931,HLTH_EHIS_ALCO,3.9645,2025-12-19
2025,SE,IT808,25_34,X,24.26,4.0,16.31,56.69,8.13,71.34,47.22,14.87,5.56,15.87,8.54,1.522,HLTH_EHIS_PA,1.2467,2026-02-14
2006,DK,IE107,65_74,F,14.71,6.89,13.47,41.67,12.2,58.26,44.5,44.97,4.32,30.25,2.02,1.663,HLTH_EHIS_SMOK,0.9164,2026-02-23
2007,IE,DK29,35_44,M,20.77,2.38,7.4,67.78,4.44,48.49,20.71,14.21,6.01,27.33,4.64,0.43,HLTH_EHIS_DIET,4.4088,2024-06-18
2008,PL,SK3,75_PLUS,X,9.41,8.75,29.95,60.9,8.94,71.09,36.66,32.62,5.1,16.01,5.17,2.114,HLTH_EHIS_MH,1.8987,2024-11-06
2009,AT,IE5,45_54,F,30.21,8.2,23.73,60.93,9.72,48.43,43.97,46.28,6.12,11.75,8.06,2.026,HLTH_EHIS_ALCO,4.134,2025-03-04
2010,EE,DE88,15_24,M,29.17,8.6,18.83,26.38,6.86,56.89,49.27,48.05,8.35,24.89,7.25,0.801,HLTH_EHIS_PA,1.2712,2025-02-12
2011,IT,EE32,55_64,X,9.17,3.52,13.38,66.15,8.11,49.87,56.21,38.25,6.33,23.38,3.42,1.164,HLTH_EHIS_SMOK,1.7338,2026-02-24
2012,PT,CY31,25_34,F,18.63,8.14,11.36,62.98,7.41,77.15,68.55,33.64,4.82,20.36,9.58,1.774,HLTH_EHIS_DIET,0.4868,2025-11-10
2013,BE,PT9,65_74,M,28.72,15.04,22.93,54.2,8.37,76.87,56.21,30.58,5.88,22.91,8.1,2.047,HLTH_EHIS_MH,2.6021,2026-01-29
2014,FI,SE4,35_44,X,25.91,11.9,8.41,35.16,5.4,55.98,52.71,53.44,6.37,13.95,7.56,1.307,HLTH_EHIS_ALCO,0.9713,2025-03-01
2015,LV,DK13,75_PLUS,F,26.29,3.15,17.96,56.0,12.32,55.56,62.93,45.37,6.63,34.42,3.0,1.444,HLTH_EHIS_PA,3.7014,2025-02-03
2016,RO,LT174,45_54,M,31.18,8.86,14.84,35.06,6.66,73.7,70.41,16.13,7.99,21.24,6.58,1.368,HLTH_EHIS_SMOK,1.792,2025-04-09
2017,BG,CY36,15_24,X,20.29,7.72,21.03,73.74,4.81,50.08,22.02,29.77,4.75,14.75,2.35,0.534,HLTH_EHIS_DIET,2.6426,2025-09-25
2018,FR,IE457,55_64,F,17.3,9.0,19.67,46.46,7.03,55.63,60.94,50.02,6.07,30.2,5.01,1.797,HLTH_EHIS_MH,2.5389,2024-12-15
2019,LT,AT653,25_34,M,13.72,10.89,8.3,42.97,5.49,52.96,65.81,33.16,7.6,13.99,9.11,0.888,HLTH_EHIS_ALCO,4.7987,2025-12-04
2020,SK,FI91,65_74,X,27.9,4.08,4.45,48.32,9.28,67.9,55.49,52.49,4.7,26.0,4.78,1.809,HLTH_EHIS_PA,2.9122,2024-09-01
2021,HR,LU815,35_44,F,24.05,1.86,4.19,43.76,8.39,75.98,65.8,25.04,4.78,20.65,6.58,1.724,HLTH_EHIS_SMOK,0.9716,2025-11-03
2022,DE,FI152,75_PLUS,M,16.09,8.73,9.79,24.34,7.46,56.1,48.71,16.88,7.1,21.21,3.56,2.11,HLTH_EHIS_DIET,4.2984,2024-02-02
2023,LU,BG68,45_54,X,19.85,12.95,25.73,41.11,7.16,35.55,27.23,37.31,7.78,11.04,3.16,0.437,HLTH_EHIS_MH,3.477,2025-01-16
2024,SI,BG14,15_24,F,14.03,1.1,9.71,42.45,4.78,47.9,54.8,46.89,6.36,22.9,7.93,0.497,HLTH_EHIS_ALCO,1.9264,2025-09-04
2025,CY,RO5,55_64,M,23.94,10.65,36.79,27.59,8.37,60.03,53.93,27.29,6.41,23.62,4.61,1.125,HLTH_EHIS_PA,0.5029,2024-03-03
2006,GR,HR9,25_34,X,11.15,2.78,18.26,51.14,7.67,47.72,58.52,16.59,6.98,17.99,8.81,0.356,HLTH_EHIS_SMOK,0.7167,2024-11-10
2007,MT,RO701,65_74,F,19.57,7.4,11.97,24.73,4.81,51.85,33.08,13.08,6.51,31.66,6.18,1.718,HLTH_EHIS_DIET,4.69,2024-07-05
2008,ES,ES781,35_44,M,30.03,9.1,26.89,51.51,6.7,62.72,60.07,11.9,5.5,13.65,6.75,0.924,HLTH_EHIS_MH,3.4398,2024-06-07
2009,CZ,PT49,75_PLUS,X,11.87,6.6,11.67,66.05,7.75,51.19,31.01,41.25,6.88,29.61,8.12,1.414,HLTH_EHIS_ALCO,1.3643,2024-05-10
2010,HU,GR429,45_54,F,8.54,9.31,6.31,41.62,7.7,65.29,53.5,20.35,7.22,16.19,6.13,1.102,HLTH_EHIS_PA,1.6781,2026-01-03
2011,NL,LV82,15_24,M,27.92,14.01,31.05,68.88,5.47,37.97,30.07,20.65,7.37,15.23,6.02,1.99,HLTH_EHIS_SMOK,1.5449,2024-07-26
2012,SE,PT99,55_64,X,25.29,5.62,18.29,64.46,9.59,44.71,63.91,51.78,6.05,21.01,2.57,0.65,HLTH_EHIS_DIET,4.5731,2025-11-10
2013,DK,NL72,25_34,F,12.47,12.49,22.24,73.84,6.72,60.44,26.49,55.49,6.35,32.31,7.5,2.065,HLTH_EHIS_MH,1.5874,2024-02-11
2014,IE,IE9,65_74,M,22.18,13.31,39.03,57.06,11.72,73.59,24.82,54.83,4.67,14.85,8.51,3.092,HLTH_EHIS_ALCO,3.6114,2025-01-25
2015,PL,LU675,35_44,X,28.09,9.6,6.93,61.07,9.23,59.75,58.12,38.64,5.9,17.05,8.35,1.102,HLTH_EHIS_PA,3.1764,2025-11-19
2016,AT,SE3,75_PLUS,F,19.55,8.03,9.54,68.79,7.2,67.37,57.77,36.42,5.31,11.26,8.59,0.775,HLTH_EHIS_SMOK,3.6664,2024-12-14
2017,EE,LV19,45_54,M,9.99,10.42,36.69,36.04,6.42,45.56,42.12,32.7,5.45,19.19,3.81,2.094,HLTH_EHIS_DIET,0.7298,2024-07-22
2018,IT,SE97,15_24,X,24.02,8.84,5.75,80.87,4.52,50.73,51.68,26.76,6.2,28.2,2.27,1.978,HLTH_EHIS_MH,2.6575,2024-01-18
2019,PT,DK68,55_64,F,13.33,12.73,30.68,27.17,5.96,53.91,40.89,16.53,7.21,12.1,5.71,1.303,HLTH_EHIS_ALCO,0.3722,2025-11-19
2020,BE,LU83,25_34,M,22.27,9.89,5.61,38.35,4.72,76.95,40.16,50.83,6.4,20.37,9.85,1.034,HLTH_EHIS_PA,0.5659,2024-09-16
2021,FI,HU580,65_74,X,10.4,3.71,21.53,57.36,9.23,36.17,30.23,18.44,4.85,9.4,4.2,1.468,HLTH_EHIS_SMOK,4.2145,2024-11-14
2022,LV,SK723,35_44,F,22.04,11.86,10.28,42.1,9.1,52.49,63.23,36.24,6.33,18.22,3.25,0.232,HLTH_EHIS_DIET,1.5408,2024-01-07
2023,RO,LU41,75_PLUS,M,23.23,8.46,10.02,23.98,10.73,68.89,27.99,45.0,5.33,28.77,6.88,1.893,HLTH_EHIS_MH,1.404,2025-05-21
2024,BG,HU43,45_54,X,16.67,5.45,28.82,71.23,6.28,49.82,30.42,43.91,6.35,27.88,6.96,1.525,HLTH_EHIS_ALCO,4.059,2024-07-27
2025,FR,HR94,15_24,F,26.31,9.69,10.03,26.42,10.53,72.04,32.64,11.44,7.48,21.11,10.62,1.899,HLTH_EHIS_PA,0.7723,2025-04-07
2006,LT,DK5,55_64,M,33.49,8.0,11.89,48.15,11.69,40.11,52.41,49.7,4.56,20.67,5.43,0.775,HLTH_EHIS_SMOK,1.2734,2024-07-08
2007,SK,IT2,25_34,X,19.12,5.79,29.72,58.04,4.74,46.65,59.95,32.51,5.42,11.76,3.95,0.803,HLTH_EHIS_DIET,4.7379,2024-06-01
2008,HR,ES27,65_74,F,20.97,1.64,17.86,43.12,6.92,75.18,73.58,45.61,8.89,34.46,4.5,1.948,HLTH_EHIS_MH,3.2702,2024-10-19
2009,DE,CY2,35_44,M,12.1,7.47,33.56,25.36,7.18,45.93,63.24,47.95,7.2,15.48,5.56,1.289,HLTH_EHIS_ALCO,1.7286,2025-09-12
2010,LU,MT524,75_PLUS,X,28.11,8.64,25.22,51.91,8.78,50.54,33.39,44.67,5.93,19.43,8.16,1.111,HLTH_EHIS_PA,0.5097,2024-12-19
2011,SI,LV13,45_54,F,18.9,12.82,16.36,47.87,6.42,50.69,28.11,14.22,8.33,10.16,7.46,2.086,HLTH_EHIS_SMOK,4.4267,2024-12-02
2012,CY,BG77,15_24,M,23.65,7.35,10.48,38.15,9.18,51.65,48.69,18.88,4.66,14.29,6.3,1.786,HLTH_EHIS_DIET,4.6684,2024-08-06
2013,GR,SE205,55_64,X,25.51,7.5,27.21,24.1,5.96,71.41,37.34,11.82,7.39,31.85,4.01,1.101,HLTH_EHIS_MH,0.4945,2024-04-13
2014,MT,LU965,25_34,F,15.67,1.72,24.44,67.81,8.96,68.48,67.33,51.12,7.0,14.97,5.19,2.305,HLTH_EHIS_ALCO,3.3271,2025-12-24
2015,ES,ES39,65_74,M,32.01,15.29,33.96,63.54,9.26,44.5,49.57,11.88,7.77,14.17,2.87,2.118,HLTH_EHIS_PA,4.7499,2025-08-04
2016,CZ,ES421,35_44,X,28.66,1.9,8.07,51.03,5.05,38.44,32.25,46.57,6.6,28.48,5.69,0.243,HLTH_EHIS_SMOK,4.7127,2025-11-22
2017,HU,AT559,75_PLUS,F,10.58,3.91,5.3,50.47,4.85,38.25,41.58,36.42,8.81,16.44,5.38,2.612,HLTH_EHIS_DIET,2.2781,2025-11-17
2018,NL,EE519,45_54,M,23.67,11.61,14.09,49.95,5.24,63.87,42.03,46.43,4.81,32.46,2.95,2.325,HLTH_EHIS_MH,2.236,2024-03-04
2019,SE,CZ4,15_24,X,12.26,9.85,3.74,56.87,8.86,77.71,29.27,57.12,7.31,19.21,3.46,2.303,HLTH_EHIS_ALCO,4.5147,2024-05-19
2020,DK,NL67,55_64,F,9.75,8.27,16.79,30.99,5.32,33.41,61.56,21.24,7.11,23.95,8.11,0.927,HLTH_EHIS_PA,0.7896,2024-10-27
2021,IE,DE97,25_34,M,30.73,8.0,32.47,36.56,9.52,35.72,48.74,48.53,4.92,11.55,3.9,1.232,HLTH_EHIS_SMOK,4.0487,2024-12-28
2022,PL,HU34,65_74,X,8.7,13.4,13.68,42.24,12.55,37.22,41.53,53.37,5.08,13.82,5.75,2.588,HLTH_EHIS_DIET,0.8458,2024-06-10
