gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_nic_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_inr,gov_contract_ceiling_value_inr,gov_contract_obligated_amount_inr,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_ncoioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2020-06-10,GOVA0NAP,GOV4XYBA,GOVB5EA3,GOVbb0a536224c3,GOVWRS4T,GOVCH7CZ,74224027,595690790,650461238,val_eb89_00528,val_eb89_00528,GOVeb800528,GOVXBWN6,1,0,1,1,0,51.29
2018-01-07,GOV0LTN8,GOVGSVN1,GOV874DC,GOVbedd182dca1c,GOVFN5SA,GOVQLTRC,702630,244668,555007304,val_eb89_00529,val_eb89_00529,GOVeb800529,GOVGY0BX,1,0,1,1,0,49.86
2024-06-15,GOVKCIK9,GOVXD6IK,GOVITQYN,GOVb86fc890d819,GOVBP07O,GOV9O4DK,683079,500470,343462203,val_eb89_00530,val_eb89_00530,GOVeb800530,GOVKGTDQ,0,1,0,1,1,30.98
2022-05-04,GOV1ZLVF,GOVUMBMK,GOVUE8W6,GOV05e5eb0c7fe7,GOV20X51,GOV682T1,24311,58187,48180,val_eb89_00531,val_eb89_00531,GOVeb800531,GOVCWK9Z,1,0,0,0,0,89.82
2025-05-27,GOVNRULZ,GOVCGY0U,GOVE7IRP,GOV044d886cb5d4,GOV2ORSH,GOV2QQ36,762169,497270856,64287,val_eb89_00532,val_eb89_00532,GOVeb800532,GOV3722L,0,0,1,1,0,76.13
2024-10-07,GOVKAYN5,GOVI8DRQ,GOV2DUDR,GOV55602d330ee2,GOVLOOSF,GOV8HM2J,519684505,37012741,4695172,val_eb89_00533,val_eb89_00533,GOVeb800533,GOVEJ2SA,0,0,0,1,0,91.95
2025-12-10,GOVUA1VY,GOVPGCFV,GOVD1JQ9,GOV776f405e6cd5,GOVIQHPU,GOV787Z0,3007891,13911272,29713400,val_eb89_00534,val_eb89_00534,GOVeb800534,GOVMH84N,0,0,1,1,1,43.36
2023-05-21,GOVHFTYC,GOVYXW7W,GOVI407J,GOV0516cf440f4c,GOVHUWN1,GOVIS89N,30984734,24108293,3661165,val_eb89_00535,val_eb89_00535,GOVeb800535,GOVD84S1,0,0,1,1,1,4.07
2023-06-14,GOV7K86L,GOVB9PPN,GOVSJ6JL,GOV6545124b7c28,GOVTLOUC,GOV14BWS,344718,3842702,734334,val_eb89_00536,val_eb89_00536,GOVeb800536,GOVE7RXJ,0,1,0,0,0,3.27
2018-08-16,GOVC5ZTP,GOVK2ZGE,GOVYBIH7,GOVc063471daccf,GOVX91PS,GOV06BNS,40351897,53172,416894878,val_eb89_00537,val_eb89_00537,GOVeb800537,GOVDP482,1,0,0,0,0,97.0
2020-02-26,GOVUPB7H,GOV5AWP2,GOV5VH6D,GOV818a2704b24c,GOV2DEN4,GOV3RJND,3833212,322921,217179,val_eb89_00538,val_eb89_00538,GOVeb800538,GOVI9IIS,1,0,1,0,0,43.14
2021-01-26,GOV7QIPA,GOVQC2G6,GOVWKKNK,GOVd342f2157a6a,GOVWCRVW,GOVHLWSM,445417717,48814,536883629,val_eb89_00539,val_eb89_00539,GOVeb800539,GOVOPPUF,1,1,1,0,0,95.68
2022-10-09,GOV5JPSO,GOVLTT88,GOV1IZXH,GOVb7ff5326e668,GOVM010R,GOVD8N6V,565827,2728581,582907,val_eb89_00540,val_eb89_00540,GOVeb800540,GOVPQHUO,0,1,0,0,1,51.31
2026-02-18,GOVKZ80H,GOVHN7EG,GOV61U8K,GOV74ce26e30dab,GOV8QPY0,GOV39CXE,435992458,423957,33502971,val_eb89_00541,val_eb89_00541,GOVeb800541,GOVS2NN9,0,0,0,1,0,82.96
2022-06-16,GOVS5IN4,GOV3RROH,GOVC9EBN,GOVcb770c4f0a6a,GOVO5P43,GOVL0CE3,756255,3246,475675,val_eb89_00542,val_eb89_00542,GOVeb800542,GOVLVHQH,0,0,0,1,1,80.52
2018-07-04,GOVODWQM,GOVH6J2Z,GOVFCOZY,GOV5a77fce33670,GOVKYIOY,GOVLSQ45,591281460,517726,34666,val_eb89_00543,val_eb89_00543,GOVeb800543,GOVAYA2M,1,1,0,1,0,27.83
2025-01-01,GOVFSO4F,GOV5VYMA,GOVW67DB,GOV5098c8ae19a1,GOVGY4ZE,GOV2ZCMM,36384,692665644,291035,val_eb89_00544,val_eb89_00544,GOVeb800544,GOVXGATL,1,1,1,1,1,12.91
2023-06-14,GOVB1M0M,GOVHE12J,GOV2WQXV,GOV16955da47e14,GOVP4XK9,GOVG30BG,1015389,46522133,80229545,val_eb89_00545,val_eb89_00545,GOVeb800545,GOV9ZK44,1,1,0,1,0,39.67
2025-11-05,GOVQK4ZL,GOVAG3PU,GOVHBW77,GOVbfcca7619330,GOVWI53Z,GOV5JGKX,39467,866337340,26700,val_eb89_00546,val_eb89_00546,GOVeb800546,GOVOR127,1,1,0,0,1,30.4
2025-05-25,GOVPG17D,GOVSWO3B,GOVYKSAV,GOVced21404e646,GOVRCH4K,GOVOQD9K,27760981,4992919,50653557,val_eb89_00547,val_eb89_00547,GOVeb800547,GOVLVRLX,1,1,1,0,1,90.53
2021-12-25,GOVENM09,GOVACTB6,GOVCLHQI,GOVd9ac3b5f3f57,GOV5RG2R,GOVIDMFF,1049872,2841130,6116277,val_eb89_00548,val_eb89_00548,GOVeb800548,GOVCV3SJ,1,0,0,1,1,26.33
2019-01-12,GOV2QS1H,GOVK39FY,GOV9ZQ7S,GOVc09f49f17371,GOV0PNM0,GOVX8SFZ,2358321,8095699,35021625,val_eb89_00549,val_eb89_00549,GOVeb800549,GOVB3EYQ,0,0,0,0,0,85.06
2025-05-03,GOVCHFPE,GOVZYM6H,GOV261B8,GOV8e798fd0a433,GOVLZWDY,GOVVO3J7,653181,54919,79514764,val_eb89_00550,val_eb89_00550,GOVeb800550,GOVRJ4TO,0,0,0,0,1,30.45
2019-01-15,GOVVUPY8,GOV2MFTE,GOV1GUY3,GOV12e5ec06c2cb,GOVVLKTY,GOVD88LN,49572372,25408,5352255,val_eb89_00551,val_eb89_00551,GOVeb800551,GOV5JMHQ,0,0,1,1,1,14.46
2025-06-12,GOVWMRC8,GOV54XNL,GOVKBGYD,GOV1db2051930a1,GOVMZCM9,GOV72MO4,370340227,123602619,29631254,val_eb89_00552,val_eb89_00552,GOVeb800552,GOV9HPOG,1,0,0,0,0,5.51
2018-04-16,GOV5CNLF,GOV5J695,GOV1VGVR,GOV7e9f406bf6f1,GOVDLM0L,GOVNQRNI,32638302,712278044,3366842,val_eb89_00553,val_eb89_00553,GOVeb800553,GOV8P8H2,1,0,1,0,0,87.78
2022-09-11,GOVPH7G6,GOVS4LHA,GOVFR42E,GOV7c18e8d02d66,GOVCONKW,GOVLQK5L,41547994,82373,6826634,val_eb89_00554,val_eb89_00554,GOVeb800554,GOV5TKXT,0,1,0,1,1,68.57
2022-06-16,GOV63RK7,GOVWX168,GOVSOKIH,GOVcf6898247cfd,GOVRDYR3,GOV2UT74,59274,58966217,1717238,val_eb89_00555,val_eb89_00555,GOVeb800555,GOVN8WZK,1,0,1,1,1,10.08
2019-11-09,GOVJNQ82,GOV0BM88,GOV5P3XX,GOV60156daa95bb,GOV4KD3B,GOVSVMPZ,227840336,11162694,39060417,val_eb89_00556,val_eb89_00556,GOVeb800556,GOVPIL1X,0,1,0,1,0,74.96
2025-03-18,GOVX75OY,GOVYJV9F,GOVAE1KG,GOVa62d7645a876,GOVPZHU1,GOV7DCFB,33266709,2555999,894006016,val_eb89_00557,val_eb89_00557,GOVeb800557,GOV1A604,0,0,0,0,1,79.23
2023-10-01,GOV9FZ2T,GOVNTVSQ,GOVJPU3Y,GOV8d6538a1a461,GOV6WH38,GOVJ8ISH,53601524,40743651,5852792,val_eb89_00558,val_eb89_00558,GOVeb800558,GOVW78KC,1,1,0,1,1,58.59
2021-09-26,GOV9JNTN,GOV2BQ1I,GOVZ09LI,GOVbf75becac7b4,GOVBFNCV,GOVOYYVJ,557230,6911962,518958437,val_eb89_00559,val_eb89_00559,GOVeb800559,GOVAV0LT,1,0,1,1,1,80.15
2020-03-28,GOVTYCCQ,GOV2SNQK,GOVA0WIQ,GOV15591728f32c,GOVTD0RL,GOV1RO9G,773108095,248196838,9476100,val_eb89_00560,val_eb89_00560,GOVeb800560,GOVVJK3T,1,1,0,0,0,71.2
2018-06-29,GOV0BQZZ,GOVZ6F6H,GOVR1YW1,GOVe25b190d986b,GOVCU31K,GOVWPNZC,425356054,482480362,734000,val_eb89_00561,val_eb89_00561,GOVeb800561,GOVEVC2H,1,1,0,0,0,12.63
2019-04-28,GOVBX6PV,GOVR3JJK,GOVBU54K,GOV6f2d95097972,GOVMAMW8,GOVIR9HX,5298466,57692,326293,val_eb89_00562,val_eb89_00562,GOVeb800562,GOV4MONS,0,0,1,0,0,36.43
2020-07-06,GOV4UJAE,GOV8ETZJ,GOVW4T4J,GOV14c6d8818d61,GOVX1SC8,GOV6ENHZ,38096,3753774,31493531,val_eb89_00563,val_eb89_00563,GOVeb800563,GOV6NA1X,0,1,0,0,1,77.56
2023-04-04,GOVG2S6T,GOVNB308,GOVM353Y,GOV8ebb4f5923d8,GOVM34GG,GOV6KI0D,4153958,2590810,632915174,val_eb89_00564,val_eb89_00564,GOVeb800564,GOVWPYDQ,0,0,0,1,1,43.75
2025-12-26,GOVHD00L,GOVMOB5S,GOVY9472,GOV2dc08a5b070e,GOV0A0EG,GOVLVW6K,2752141,7881579,599422,val_eb89_00565,val_eb89_00565,GOVeb800565,GOV1U3O5,0,0,0,0,0,88.39
2023-05-18,GOVT9ADI,GOVN9YS3,GOVU5IX0,GOVcf21d5067f39,GOVDECOY,GOV0PLYD,279374,38190,38703,val_eb89_00566,val_eb89_00566,GOVeb800566,GOVEPE54,0,0,0,0,0,96.15
2022-03-11,GOVNTUSL,GOV1K9GL,GOVX2J40,GOV6186aa16186c,GOVASD6S,GOV7XKVP,7230,36780,4232040,val_eb89_00567,val_eb89_00567,GOVeb800567,GOVVPYOF,1,0,1,0,1,60.1
2024-02-09,GOVS1NJN,GOVAPNYW,GOVP018C,GOV2b14e75ba335,GOVJ6KUI,GOVSGMRP,700189,62049059,6918596,val_eb89_00568,val_eb89_00568,GOVeb800568,GOVMYQRN,0,1,0,1,1,11.81
2019-10-11,GOVBFJW9,GOVH4PIN,GOV2T67W,GOVb931bee951f6,GOVORXY5,GOV122NU,190617,46018753,5727612,val_eb89_00569,val_eb89_00569,GOVeb800569,GOVNCMY1,1,1,0,0,1,36.27
2024-04-17,GOVIKU80,GOVLK2FF,GOVNCFLZ,GOV31ba3b7c8e44,GOVKPE0X,GOVM7DVH,246852,304666,4146289,val_eb89_00570,val_eb89_00570,GOVeb800570,GOVBRDVH,1,1,1,0,0,53.32
2024-07-26,GOVBYT4V,GOVDYLN4,GOVWH5RP,GOV1c8075d3e4f7,GOVRXOKF,GOVOXHY1,167209,179837377,450175,val_eb89_00571,val_eb89_00571,GOVeb800571,GOVE63EE,0,1,0,1,0,59.47
2022-01-05,GOVII2G8,GOV0EA6P,GOV8G8BX,GOV6aead24d42b9,GOVXXMRJ,GOVQI3JP,3698398,69447156,165025,val_eb89_00572,val_eb89_00572,GOVeb800572,GOVAI3RC,1,0,1,0,1,92.78
2025-06-27,GOVJMVJ0,GOVJGYOZ,GOVPYYQS,GOV62c0b61909e9,GOVB8GP5,GOVWVMZJ,6927111,408066,758747829,val_eb89_00573,val_eb89_00573,GOVeb800573,GOVOT0ZO,0,1,1,0,0,94.82
2021-03-20,GOVJOWBC,GOVZBXZH,GOVRY0E5,GOVe1c9794bbb72,GOVC3ED0,GOVBB8QV,23189156,370116511,446258691,val_eb89_00574,val_eb89_00574,GOVeb800574,GOVT2NU0,0,1,0,0,1,8.79
2023-11-06,GOVK8NFQ,GOV3UNVQ,GOVMOEF9,GOV66893f0041df,GOVN2A0A,GOVX3E7L,248676,43271005,58170012,val_eb89_00575,val_eb89_00575,GOVeb800575,GOVIZ3WM,1,0,0,1,1,4.88
2025-08-15,GOVGUSVB,GOVHANQB,GOVERLQS,GOV86f44c5df301,GOVHSVYZ,GOVHAZ0J,520526727,74884616,565858,val_eb89_00576,val_eb89_00576,GOVeb800576,GOVGFR5X,1,0,0,1,1,47.22
2024-06-24,GOVHOPSD,GOV3A27I,GOVBMGO4,GOV255c56b33f85,GOVGGU1M,GOV0YHJ1,36882434,669460076,49493,val_eb89_00577,val_eb89_00577,GOVeb800577,GOV7ZNLB,1,0,1,1,0,16.17
2024-12-15,GOVU6F0O,GOVWAKLS,GOVU2WSA,GOV18977e78cd94,GOVZL5ZJ,GOVTWY4I,542960,48257556,86556,val_eb89_00578,val_eb89_00578,GOVeb800578,GOV732EU,0,1,0,1,0,39.77
2019-05-30,GOVBGYQ4,GOVGS9EQ,GOVUWHIX,GOV1bc089013926,GOVS1AXN,GOV88U1E,908814,50132,368011,val_eb89_00579,val_eb89_00579,GOVeb800579,GOVZYBA0,1,0,1,1,1,94.1
2019-11-02,GOVTI3GE,GOVL77AK,GOV4TZ26,GOVe70e7f9b6054,GOVFIXAT,GOVNSCXE,61870,76503,4291717,val_eb89_00580,val_eb89_00580,GOVeb800580,GOV32MU6,1,0,0,1,1,12.33
2025-04-27,GOVFW725,GOVVTT43,GOV7DTU2,GOVe76cb86fe889,GOVUELLC,GOVKTOVV,418509062,66727933,43369,val_eb89_00581,val_eb89_00581,GOVeb800581,GOVBB87H,0,0,0,1,1,87.89
2020-03-07,GOV1DX49,GOVMMWKM,GOVNHTF5,GOVf0828355fee3,GOVJ6XSA,GOVXOWSP,30211,733969,6968208,val_eb89_00582,val_eb89_00582,GOVeb800582,GOV7TC9J,0,1,0,0,1,65.1
2021-02-13,GOV874OJ,GOVNXHH4,GOVAQTID,GOVe5cfbae27b22,GOVMQC8T,GOVEC3AE,59236788,32767989,51541673,val_eb89_00583,val_eb89_00583,GOVeb800583,GOVBQJ1H,0,1,0,1,1,62.58
2020-09-19,GOVP4JI3,GOVP8OED,GOV46PS6,GOV4d122b75fd55,GOV1MR4O,GOVQIVQ6,2016934,33581,4620434,val_eb89_00584,val_eb89_00584,GOVeb800584,GOV3P5LX,0,1,1,0,0,37.75
2024-03-01,GOVZLQAP,GOVZGDRG,GOVIV92I,GOV6ef3bc1e70a2,GOV2K7FS,GOVF0ABB,25507799,539910,248227,val_eb89_00585,val_eb89_00585,GOVeb800585,GOV3JIUY,0,0,1,1,0,56.91
2020-03-19,GOVJ7ADK,GOVTH93K,GOVTY53E,GOVf8252cb8f022,GOV7TQNM,GOVX90YI,58446971,677565,6848754,val_eb89_00586,val_eb89_00586,GOVeb800586,GOVN3KD0,0,0,1,1,0,94.41
2020-03-06,GOVVR9MW,GOVFO7KF,GOV92KIS,GOV28fc3bdf629f,GOVYQGAA,GOV4K5CE,199616040,6911267,1526561,val_eb89_00587,val_eb89_00587,GOVeb800587,GOVOMKFD,1,0,1,1,1,59.47
2018-09-23,GOVVDQRL,GOV70GH3,GOVJGKD7,GOV604f2e6bc31c,GOVH3R8N,GOVBMBN0,877230,416578,466484195,val_eb89_00588,val_eb89_00588,GOVeb800588,GOVAFEDI,0,0,0,1,0,4.88
2020-02-14,GOVTTYNX,GOVPFZ9Y,GOVC2IFC,GOV53f85b4a726b,GOV6M7PQ,GOV2XIUY,587488856,6472513,783918436,val_eb89_00589,val_eb89_00589,GOVeb800589,GOV6RIY8,0,1,1,1,0,38.7
2019-03-16,GOVLM4T3,GOVW6U54,GOVXIRTV,GOV8e07fc99e089,GOVUZK6Y,GOVWUXJ1,578511,552674440,655588,val_eb89_00590,val_eb89_00590,GOVeb800590,GOVNK1M5,0,1,0,1,1,98.13
2023-04-17,GOV9ATH3,GOVH5LHH,GOVFZQSZ,GOVbfd5e90ec995,GOVWN6CM,GOVS4XOJ,3817994,41448,866421,val_eb89_00591,val_eb89_00591,GOVeb800591,GOV75YM8,1,1,1,0,1,86.25
2022-07-06,GOVO4H9S,GOVHW8S6,GOVZBJFG,GOVab57512754a7,GOVIJPDJ,GOVVCELF,504833394,54727,159072461,val_eb89_00592,val_eb89_00592,GOVeb800592,GOVKZO8X,1,1,1,0,1,63.29
2022-12-02,GOVWBZ92,GOVOHJK9,GOV0YVON,GOVf2e362653b02,GOV77UDN,GOV405GY,26788568,56936,58054182,val_eb89_00593,val_eb89_00593,GOVeb800593,GOVV57WR,0,1,0,1,1,76.81
2023-12-25,GOV2WYQ4,GOV7LHWH,GOVMPTEE,GOVf748fce19b68,GOV1WAKL,GOVMLYBL,37766,4911379,616281556,val_eb89_00594,val_eb89_00594,GOVeb800594,GOVOF0CE,0,1,1,0,1,12.95
2025-12-14,GOVVQ0PU,GOVPXSC0,GOVLQG6R,GOVd9a2bb3c5a48,GOVQXDU2,GOVZ159B,481425,3880738,5970961,val_eb89_00595,val_eb89_00595,GOVeb800595,GOVBCUV1,0,0,0,1,1,85.58
2024-08-26,GOV3QHMB,GOV0IW9B,GOVNNB8G,GOVfa474c62bf91,GOVBFMJK,GOVLL2PH,26199,44193,65380,val_eb89_00596,val_eb89_00596,GOVeb800596,GOVL7R6Y,1,0,0,1,0,80.13
2025-12-10,GOV99YWX,GOVCXLBG,GOV5DXOK,GOV7d6adcc45657,GOVKPA6H,GOVB3UUT,78446,68746834,337571497,val_eb89_00597,val_eb89_00597,GOVeb800597,GOV9W4MQ,1,1,1,1,0,40.83
2022-05-02,GOVZ6JMV,GOV94EW2,GOVX8E9A,GOVe8eda7d85858,GOVSTZBA,GOVSJO4Y,4386064,55135251,7287636,val_eb89_00598,val_eb89_00598,GOVeb800598,GOVJGD9C,0,0,0,0,1,63.32
2021-11-02,GOV3Y4GL,GOVGJ6QA,GOVGK4LH,GOVbdb2fd9bad42,GOVJZDES,GOV7TJB3,86603,6311041,517969,val_eb89_00599,val_eb89_00599,GOVeb800599,GOV0OE3J,1,0,0,1,0,40.22
2021-07-02,GOVILX89,GOV8T1RE,GOV7PLYN,GOV5f1bf0ce20ec,GOVEQQQU,GOVNWK8S,594735357,165843,546113257,val_eb89_00600,val_eb89_00600,GOVeb800600,GOV9FX69,1,0,1,0,0,87.16
2023-04-06,GOVO6AWE,GOVILSZ9,GOVWR6BD,GOVac128ef6e278,GOVVEX5M,GOVTDW1N,4632092,540872282,462855,val_eb89_00601,val_eb89_00601,GOVeb800601,GOV2ERAO,0,1,1,0,1,23.3
2023-01-27,GOV44VDX,GOV1P3FJ,GOV8MOM8,GOVcdb61879a236,GOVGET9F,GOVMPDAJ,39309265,992954,47383906,val_eb89_00602,val_eb89_00602,GOVeb800602,GOVZ8VX6,1,0,1,1,0,1.97
2023-12-17,GOV2Y2X6,GOVVLEG5,GOV4YMSX,GOV33cb01b8b8b2,GOVZNH0B,GOVWEAV5,55747485,582939051,367642,val_eb89_00603,val_eb89_00603,GOVeb800603,GOV9J26G,1,0,0,1,0,80.24
2019-09-24,GOVTLHR7,GOVFTBUT,GOVR9KJQ,GOV89b6e8200793,GOV2NS7Q,GOV0VGWF,4476400,365994480,574782404,val_eb89_00604,val_eb89_00604,GOVeb800604,GOVFT7JN,0,1,0,0,1,93.44
2024-07-06,GOVP7R1K,GOV034W6,GOVH0GSU,GOV0e6d4b9d5b85,GOVEKGSI,GOVUX4T6,66823069,550718,6909655,val_eb89_00605,val_eb89_00605,GOVeb800605,GOV9NFVD,0,1,0,1,0,93.5
2021-09-08,GOVP2BEF,GOV6AIAT,GOVDRETL,GOVf09a33b501d6,GOV8EUZ5,GOVSK0SJ,43211129,10704,7393378,val_eb89_00606,val_eb89_00606,GOVeb800606,GOVGIWJX,0,0,1,1,0,62.18
2022-07-16,GOV2YS5U,GOV7X40O,GOV6QRW3,GOV56263c4d4c31,GOV6W8XQ,GOV7GJ2D,770983,2226134,5401501,val_eb89_00607,val_eb89_00607,GOVeb800607,GOVEIB7G,1,1,1,0,0,44.67
2019-03-04,GOVRJB9K,GOVAQCGH,GOVHPXZM,GOVb8f6e64081c3,GOVUWVZA,GOV4C4PY,2949029,30553,1805954,val_eb89_00608,val_eb89_00608,GOVeb800608,GOVDHR8K,0,0,1,1,0,36.83
2021-03-10,GOVICZXK,GOVZHUE4,GOVJ604L,GOV8f48b3dd4d6c,GOVD8BM0,GOV7OGIP,452037,48837186,107367823,val_eb89_00609,val_eb89_00609,GOVeb800609,GOVOUY1P,0,0,0,1,0,70.47
2022-06-12,GOVN1NYE,GOVNISXS,GOVR6HFV,GOV86eefbd923a5,GOVEIX3R,GOV4WAXS,20271557,383145180,742590,val_eb89_00610,val_eb89_00610,GOVeb800610,GOVZNQVK,1,0,0,1,1,62.98
2020-07-07,GOVKUOJL,GOVF02OW,GOV9ZIL2,GOV944da7fdb5f1,GOVGIPMF,GOVEPSQ5,446246,71637828,4855378,val_eb89_00611,val_eb89_00611,GOVeb800611,GOVVI0QP,0,1,1,1,1,36.34
2023-10-21,GOVMNJWP,GOV569TV,GOVRFW5P,GOVd859577a7ba7,GOVWERL7,GOVYMKAX,4880,18295015,656115,val_eb89_00612,val_eb89_00612,GOVeb800612,GOVZ9ADL,0,0,1,0,0,31.12
2022-07-27,GOVTEJQU,GOVH2T6L,GOV9L9T0,GOV45521953d988,GOVLVJSZ,GOVLLA7Y,237066,182743,279180,val_eb89_00613,val_eb89_00613,GOVeb800613,GOVSGRIF,1,1,1,1,1,7.91
2022-04-22,GOVVIIMJ,GOV5KX6E,GOVQFH2Y,GOV5de0d265ad6a,GOVAJLUA,GOVJ2VWA,79050927,1116821,3495740,val_eb89_00614,val_eb89_00614,GOVeb800614,GOVPYFVO,1,1,0,0,0,99.18
2023-12-23,GOVYAVZ8,GOVW0AG2,GOVPS02Q,GOV3e7bfe065bc9,GOVL6EUJ,GOV29JCF,63256,53235,664675142,val_eb89_00615,val_eb89_00615,GOVeb800615,GOVOALZ6,0,1,0,1,1,28.83
2023-05-06,GOVO5M9Q,GOVEUQKP,GOVK7207,GOV1d85ef8e382e,GOVCJ3V5,GOVCJ106,362261064,40931383,53672142,val_eb89_00616,val_eb89_00616,GOVeb800616,GOVQX6GV,1,1,1,1,1,7.84
2025-08-09,GOV65XKA,GOV2BYER,GOVV7B74,GOV6d771cffb0e0,GOV2B4JN,GOVNRSI2,905899414,54050,1410827,val_eb89_00617,val_eb89_00617,GOVeb800617,GOVHF9WH,0,1,0,0,1,69.61
2025-07-19,GOVC08DF,GOVP0A20,GOV09JG8,GOV28862a400abe,GOVA3WNO,GOVKGOII,79104490,341895,58820191,val_eb89_00618,val_eb89_00618,GOVeb800618,GOVHLI2V,0,0,1,0,1,21.95
2023-02-03,GOVAXPUI,GOVNV82Y,GOV18Y8R,GOV656c9b21b6a9,GOVGG9SP,GOVJ72JH,164001491,4533329,62920,val_eb89_00619,val_eb89_00619,GOVeb800619,GOVZWGAP,0,1,1,1,0,24.81
2020-05-26,GOVAW82D,GOVLOQCQ,GOV54FZ3,GOVdfb952a70a4f,GOVN7Q86,GOV7BTZQ,818166,256470084,37259089,val_eb89_00620,val_eb89_00620,GOVeb800620,GOV41P1Q,0,1,1,1,1,38.07
2021-11-30,GOVCQB4B,GOVK1ENH,GOVK0S13,GOVf4390fa9b8f2,GOVTH2Z4,GOV9AMXS,5781224,900140,335451,val_eb89_00621,val_eb89_00621,GOVeb800621,GOV8MTCL,0,1,1,1,1,67.31
2023-08-05,GOV7CK65,GOVBS9FG,GOVKC798,GOV9ca6e12174f6,GOV1MJJG,GOV72AO5,6594448,983364712,54766,val_eb89_00622,val_eb89_00622,GOVeb800622,GOVU2QA4,1,0,1,0,0,46.96
2023-01-14,GOV4WHM5,GOVXHOR9,GOV1221R,GOV64603bb25019,GOV4Z3BR,GOV2215N,374692,65681557,128570940,val_eb89_00623,val_eb89_00623,GOVeb800623,GOVGSSPP,1,1,1,0,0,27.49
2019-02-28,GOVZ41AK,GOV15G63,GOVS1R0C,GOVccab328c85e8,GOVNPM46,GOVR2ZKJ,60211,6079083,52539423,val_eb89_00624,val_eb89_00624,GOVeb800624,GOVU489C,0,1,1,1,1,47.71
2024-10-15,GOVG8BTZ,GOV2IBTS,GOVODME3,GOVc76f096fd9de,GOVSC8OY,GOVIJABZ,95937352,466844042,418653459,val_eb89_00625,val_eb89_00625,GOVeb800625,GOVYJRKO,0,0,1,0,1,59.28
2023-06-10,GOVI9GZ7,GOV51XUR,GOVAZZ1E,GOVc3fc1caa0be2,GOV282BA,GOVRQLOR,54706,956836929,479483,val_eb89_00626,val_eb89_00626,GOVeb800626,GOVWFUGN,1,1,1,1,1,59.63
2019-05-24,GOV3DFA3,GOVX4WDP,GOV4JACX,GOV8848059ed54d,GOVTWUWT,GOVBYHXD,4998551,2378,248920,val_eb89_00627,val_eb89_00627,GOVeb800627,GOVHZYZJ,0,0,1,1,0,32.67
2021-09-16,GOVWNBLJ,GOVJVA1K,GOVNTDYD,GOV03fcd5b958bf,GOVHIXMC,GOVP95X4,39393,595622539,3353679,val_eb89_00628,val_eb89_00628,GOVeb800628,GOV4SCFH,1,0,1,0,1,94.72
2020-01-16,GOV5SR10,GOVGZ8ZQ,GOVGXVV0,GOV42451d553007,GOVDMFI4,GOVV66BM,41398200,46461,52276586,val_eb89_00629,val_eb89_00629,GOVeb800629,GOV4MZGZ,1,0,0,0,1,0.62
2023-01-17,GOVS9OVC,GOVIUSOD,GOVX2ZA3,GOVea3a3b363495,GOV9EAA8,GOVGF6QC,32682666,9825663,20162,val_eb89_00630,val_eb89_00630,GOVeb800630,GOV9A079,1,0,1,0,0,14.7
2024-10-27,GOV5WBFQ,GOVF9O6G,GOVBFRRU,GOVf881e094adbb,GOVQF0Y0,GOVJ8JD8,47720,60462,21315,val_eb89_00631,val_eb89_00631,GOVeb800631,GOV8VZAH,1,0,0,0,1,8.81
2019-10-17,GOVPSP2E,GOVAKIG5,GOVANIZ6,GOV47a696f7c7e5,GOV9EP05,GOVAE0T4,634081,56703433,393294,val_eb89_00632,val_eb89_00632,GOVeb800632,GOVQFRO6,1,0,0,1,0,15.73
2021-06-02,GOVSMAQH,GOVGB5ER,GOV6V8BP,GOVf84b73f06b82,GOVV9BL6,GOVD44BE,480195,59752,2984546,val_eb89_00633,val_eb89_00633,GOVeb800633,GOV5TVUV,0,0,1,0,1,35.68
2025-09-21,GOVHBT7L,GOVVTKLD,GOVQ9Z8W,GOVa6aa666528d8,GOVOEB6U,GOVZDOSF,64376,447003,105423,val_eb89_00634,val_eb89_00634,GOVeb800634,GOVHIEC6,1,0,0,1,1,95.36
2024-06-26,GOV0M2FR,GOVTRYQM,GOVORWSI,GOV89df11727048,GOV45BYL,GOVOTAMP,63162129,628037,511695,val_eb89_00635,val_eb89_00635,GOVeb800635,GOV644X0,0,0,0,0,1,55.75
2020-02-14,GOV89I2L,GOV8GLKU,GOVINF53,GOV44c4cc66b270,GOVJT2NW,GOVH92SP,25660544,41880,504217742,val_eb89_00636,val_eb89_00636,GOVeb800636,GOVYDP4L,0,1,1,1,1,91.91
2023-08-11,GOVBBIZC,GOV3876M,GOV40XAZ,GOV55b73d3ff534,GOVXMKV0,GOVKNW8V,421419,558890331,1211287,val_eb89_00637,val_eb89_00637,GOVeb800637,GOVQIFFF,0,0,1,0,1,13.8
2018-09-26,GOVSJHKI,GOV9R79T,GOV9C4U7,GOV5f4dfd063a3f,GOVQO20T,GOVSHIF6,507610205,65353299,4241669,val_eb89_00638,val_eb89_00638,GOVeb800638,GOVFZHB8,1,0,1,1,0,98.88
