edu_hiedpath_term_code,edu_hiedpath_institution_ipeds_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2020WI,100667,38.8286,UNDERGRAD,FIRST_TIME,12,12,3.96,0,0,ASSOCIATE,57,6027,1,1,66.92,1,78.94,70100,112109
2018SP,100668,15.4753,UNDERGRAD,FIRST_TIME,18,14,3.67,1,0,MASTER,63,45253,1,0,20.12,0,72.18,40341,63213
2022SU,100669,30.3357,UNDERGRAD,CONTINUING,16,14,2.83,1,0,CERTIFICATE,51,42102,0,0,66.61,1,87.57,63811,117061
2013SP,100670,52.4261,GRAD,FIRST_TIME,14,12,3.55,0,0,CERTIFICATE,36,25384,1,0,37.0,1,89.6,85981,136473
2022SU,100671,08.5335,UNDERGRAD,CONTINUING,18,14,2.44,0,1,MASTER,78,31322,0,0,93.53,1,77.99,85429,130897
2013SU,100672,33.1689,UNDERGRAD,TRANSFER_IN,8,6,2.04,1,0,CERTIFICATE,85,79409,0,1,67.97,0,71.98,72827,111019
2024WI,100673,11.1612,CERT,CONTINUING,17,12,3.73,1,0,BACHELOR,75,30837,0,0,91.25,1,59.15,52285,59240
2016SP,100674,02.3850,UNDERGRAD,REENTRY,3,3,2.24,1,0,DOCTORAL,73,53160,0,0,32.48,1,89.06,46349,61963
2017SU,100675,36.8017,UNDERGRAD,CONTINUING,10,8,3.57,1,0,BACHELOR,58,57700,1,1,65.82,0,49.29,52220,55541
2023SP,100676,06.5723,GRAD,CONTINUING,16,14,2.19,1,0,CERTIFICATE,46,5966,1,1,33.49,0,85.6,64771,116979
2012SU,100677,44.4642,UNDERGRAD,FIRST_TIME,13,10,2.78,1,0,BACHELOR,63,55395,0,1,19.25,0,94.19,39931,67750
2021FA,100678,27.1396,UNDERGRAD,FIRST_TIME,11,10,1.63,0,0,NONE,18,16164,1,1,6.15,0,94.72,93785,108256
2024FA,100679,18.7954,GRAD,CONTINUING,15,11,3.1,1,0,CERTIFICATE,34,45498,0,0,55.76,0,79.13,35615,43433
2012FA,100680,20.9769,UNDERGRAD,REENTRY,5,4,2.35,0,0,BACHELOR,72,13999,0,0,96.83,0,74.31,21134,59822
2015WI,100681,33.9775,UNDERGRAD,CONTINUING,5,4,3.12,1,1,BACHELOR,68,49211,1,1,0.84,0,89.56,68662,113077
2021SU,100682,50.2905,UNDERGRAD,CONTINUING,10,9,3.9,1,0,NONE,29,72852,1,0,57.07,1,73.21,57533,96379
2018WI,100683,38.0732,GRAD,TRANSFER_IN,4,3,1.52,1,0,MASTER,66,285,0,0,67.93,1,67.1,92043,149524
2015SP,100684,06.3149,UNDERGRAD,FIRST_TIME,8,7,3.4,1,0,MASTER,71,57879,0,1,2.6,0,86.97,68396,126597
2023SP,100685,37.0515,GRAD,CONTINUING,8,8,2.58,1,0,MASTER,31,43895,0,1,76.47,0,66.99,50576,78801
2015SP,100686,01.8729,UNDERGRAD,CONTINUING,7,5,2.4,1,0,BACHELOR,63,20056,0,1,46.29,0,71.59,33163,42723
2022FA,100687,21.1964,UNDERGRAD,TRANSFER_IN,8,6,2.98,1,0,NONE,42,22366,1,0,41.19,1,69.31,21152,32085
2025SP,100688,13.9295,UNDERGRAD,CONTINUING,13,11,2.96,1,1,ASSOCIATE,69,21830,1,0,50.33,1,53.67,64078,83149
2024SU,100689,15.3694,UNDERGRAD,TRANSFER_IN,7,5,2.97,0,0,DOCTORAL,48,82236,0,1,83.16,0,67.25,72391,126481
2018WI,100690,22.8443,GRAD,FIRST_TIME,15,14,2.52,1,0,NONE,57,24157,0,1,52.1,1,81.13,85884,141389
2012SP,100691,48.4649,GRAD,CONTINUING,17,16,3.88,1,0,MASTER,75,68542,0,1,83.6,1,63.37,66415,108821
2017SU,100692,27.9661,UNDERGRAD,FIRST_TIME,18,16,2.93,1,0,BACHELOR,27,9749,0,1,30.16,1,73.96,75320,133590
2020FA,100693,41.4804,UNDERGRAD,CONTINUING,10,9,3.86,1,0,MASTER,17,3812,1,1,89.3,0,63.43,57621,67021
2017SP,100694,12.3432,UNDERGRAD,TRANSFER_IN,16,16,3.37,1,0,ASSOCIATE,66,59267,1,0,1.53,0,46.76,39826,56421
2015WI,100695,08.9544,CERT,CONTINUING,6,5,1.88,0,0,MASTER,84,34519,0,1,21.61,0,71.44,48714,78830
2012FA,100696,38.8733,UNDERGRAD,CONTINUING,3,3,3.72,1,0,NONE,10,25139,1,1,50.22,0,80.21,55757,85063
2013FA,100697,36.2266,UNDERGRAD,CONTINUING,5,4,1.86,0,0,NONE,39,24357,0,1,94.79,1,69.25,70828,135566
2013WI,100698,49.0328,UNDERGRAD,FIRST_TIME,7,5,2.54,1,0,BACHELOR,20,2171,0,0,34.33,0,78.32,54200,92275
2021SP,100699,42.5330,UNDERGRAD,FIRST_TIME,13,10,3.57,0,0,MASTER,13,19395,1,0,41.04,1,92.67,84171,96877
2012FA,100700,15.0892,CERT,REENTRY,9,8,3.99,1,1,MASTER,71,46565,0,0,6.73,0,52.71,46501,58879
2016SP,100701,23.6508,UNDERGRAD,FIRST_TIME,4,3,2.29,1,1,NONE,43,57460,0,0,60.4,1,91.51,21434,39631
2021SU,100702,25.2748,UNDERGRAD,CONTINUING,10,8,3.31,1,0,DOCTORAL,74,40568,0,0,65.88,1,58.45,42917,103891
2020FA,100703,53.6012,UNDERGRAD,FIRST_TIME,4,3,3.21,1,1,BACHELOR,44,45766,0,1,84.15,1,46.8,57760,110752
2016WI,100704,24.6763,UNDERGRAD,FIRST_TIME,3,2,2.14,1,0,CERTIFICATE,48,4777,1,1,81.09,1,45.02,49124,80737
2023FA,100705,36.2451,UNDERGRAD,FIRST_TIME,12,9,3.15,1,1,ASSOCIATE,73,70227,1,0,60.38,0,80.74,84172,118311
2013FA,100706,29.8032,UNDERGRAD,FIRST_TIME,14,14,3.83,1,0,ASSOCIATE,19,29915,0,1,88.94,0,51.33,44451,60403
2024SU,100707,32.3733,UNDERGRAD,CONTINUING,14,11,2.0,1,0,BACHELOR,59,74234,0,0,28.99,1,56.31,57589,111955
2012SP,100708,14.7029,GRAD,CONTINUING,17,15,3.27,1,0,MASTER,86,82838,0,0,52.32,0,93.42,81458,117572
2018SP,100709,21.3767,UNDERGRAD,FIRST_TIME,9,6,3.82,1,0,BACHELOR,38,88881,0,1,71.73,0,59.46,33400,49961
2022FA,100710,26.7161,UNDERGRAD,FIRST_TIME,15,12,3.01,1,0,CERTIFICATE,94,48202,1,1,21.93,1,96.54,76017,104552
2012FA,100711,05.0994,CERT,FIRST_TIME,17,14,3.54,1,0,BACHELOR,41,17075,1,0,49.81,0,78.05,86110,118677
2023SP,100712,08.6501,UNDERGRAD,REENTRY,16,14,2.3,1,0,ASSOCIATE,17,27772,1,0,77.27,0,73.94,67800,88065
2019SU,100713,23.9816,UNDERGRAD,FIRST_TIME,7,5,1.65,1,0,MASTER,71,38498,0,0,45.43,0,72.16,71826,82742
2013SU,100714,44.1305,UNDERGRAD,TRANSFER_IN,4,4,1.5,0,0,CERTIFICATE,6,84271,0,1,41.31,0,89.39,75126,87690
2014FA,100715,50.9809,UNDERGRAD,TRANSFER_IN,10,10,2.99,1,0,CERTIFICATE,48,58408,1,0,92.62,1,46.58,51168,107869
2023SP,100716,51.0295,GRAD,FIRST_TIME,8,8,3.05,1,1,CERTIFICATE,59,55205,0,0,38.09,0,60.89,72985,106325
2020FA,100717,09.9514,GRAD,FIRST_TIME,18,14,1.92,1,0,MASTER,60,49741,0,1,57.45,0,80.5,21897,44757
2014SP,100718,51.0402,GRAD,TRANSFER_IN,16,13,1.68,1,0,MASTER,56,16608,0,1,72.97,1,86.85,54406,118900
2015SU,100719,14.8995,CERT,TRANSFER_IN,18,15,1.66,1,0,ASSOCIATE,36,74299,1,0,40.83,1,94.03,94055,106188
2012WI,100720,23.3880,GRAD,TRANSFER_IN,8,6,3.34,0,0,CERTIFICATE,45,49556,1,0,85.35,0,89.53,78899,131602
2014SP,100721,42.7596,GRAD,FIRST_TIME,8,8,3.27,1,0,ASSOCIATE,59,65225,0,1,12.2,1,70.32,49309,57546
2021SU,100722,31.4337,GRAD,TRANSFER_IN,5,4,2.98,1,0,ASSOCIATE,42,44318,1,0,89.51,0,65.63,86511,143455
2024SU,100723,41.9763,UNDERGRAD,FIRST_TIME,8,7,3.04,1,1,ASSOCIATE,35,49853,0,0,76.71,1,67.81,80076,112364
2017FA,100724,15.3416,GRAD,TRANSFER_IN,14,10,2.42,0,0,BACHELOR,15,16778,0,1,87.24,0,92.99,42064,68464
2017SP,100725,32.8497,UNDERGRAD,REENTRY,12,12,3.09,1,0,ASSOCIATE,88,38190,0,0,16.74,1,74.5,20126,31124
2019SU,100726,25.4012,GRAD,FIRST_TIME,6,6,2.21,0,0,NONE,21,55735,0,0,96.25,0,47.05,80854,124164
2014WI,100727,17.4467,UNDERGRAD,FIRST_TIME,18,18,2.93,0,1,BACHELOR,8,59688,0,1,87.27,0,56.46,49183,58405
2024SU,100728,38.8838,UNDERGRAD,FIRST_TIME,6,4,2.78,1,1,CERTIFICATE,76,19884,1,1,15.37,0,59.54,43227,70897
2023WI,100729,46.0347,UNDERGRAD,TRANSFER_IN,13,10,3.15,1,0,BACHELOR,15,77432,0,0,79.22,1,79.63,67883,72868
2012WI,100730,29.0869,GRAD,CONTINUING,14,10,2.35,1,0,MASTER,27,89208,0,0,49.19,1,82.31,25520,87637
2020WI,100731,22.6215,GRAD,REENTRY,15,13,1.74,0,0,DOCTORAL,13,54427,1,1,78.57,0,72.69,94605,100504
2022WI,100732,21.3238,UNDERGRAD,TRANSFER_IN,9,8,3.36,1,0,BACHELOR,85,49264,1,1,3.72,1,53.19,90103,116139
2019FA,100733,10.3779,UNDERGRAD,CONTINUING,8,7,3.78,1,0,BACHELOR,84,31939,1,1,81.86,0,82.33,43047,102003
2018WI,100734,40.7664,GRAD,TRANSFER_IN,17,12,2.09,1,0,ASSOCIATE,88,55096,1,1,59.83,1,89.3,60927,105001
2019SU,100735,54.1683,UNDERGRAD,TRANSFER_IN,18,13,3.33,1,0,BACHELOR,27,69656,1,0,77.07,1,62.05,55147,86285
2021WI,100736,22.6253,UNDERGRAD,TRANSFER_IN,9,7,3.12,1,0,BACHELOR,83,36008,0,1,48.5,1,97.9,75225,79930
2013SU,100737,25.6902,CERT,CONTINUING,9,9,1.76,1,0,BACHELOR,96,2792,0,0,47.1,0,49.2,48051,63759
2012FA,100738,18.9538,GRAD,TRANSFER_IN,7,6,2.74,1,0,BACHELOR,73,31410,0,0,71.65,0,90.23,33427,86260
2018SP,100739,24.8807,UNDERGRAD,FIRST_TIME,13,9,3.7,1,0,MASTER,13,75987,0,0,63.79,1,91.93,26054,49436
2022WI,100740,40.0262,UNDERGRAD,CONTINUING,4,3,3.12,1,0,ASSOCIATE,95,45106,0,1,36.36,0,93.37,56790,93036
2013FA,100741,18.0148,UNDERGRAD,CONTINUING,12,10,3.67,1,0,DOCTORAL,78,19675,0,0,61.2,1,47.03,64150,97829
2025FA,100742,16.6209,UNDERGRAD,FIRST_TIME,18,13,2.78,1,0,NONE,65,11083,1,0,10.56,1,57.1,22133,80760
2012WI,100743,44.2996,CERT,FIRST_TIME,7,5,2.78,1,0,CERTIFICATE,21,44259,0,1,17.13,1,60.41,19357,39540
2019WI,100744,43.7146,UNDERGRAD,TRANSFER_IN,9,8,3.43,1,0,CERTIFICATE,24,51068,1,1,56.3,0,69.55,78883,118726
2016SP,100745,43.1797,UNDERGRAD,REENTRY,6,5,1.69,1,0,CERTIFICATE,49,27843,0,1,89.83,1,63.64,84251,123054
2024SP,100746,21.7855,UNDERGRAD,TRANSFER_IN,13,12,2.87,1,0,CERTIFICATE,56,20308,0,1,57.43,1,66.23,55331,105578
2025SU,100747,45.4574,UNDERGRAD,FIRST_TIME,9,7,2.68,1,1,BACHELOR,54,44468,0,0,30.65,0,62.74,47349,108436
2022SP,100748,08.8322,UNDERGRAD,FIRST_TIME,12,9,3.06,1,0,BACHELOR,11,64711,1,0,30.5,0,82.03,60319,124391
2014SU,100749,15.2305,CERT,REENTRY,5,4,2.7,0,1,BACHELOR,75,6732,1,1,11.44,0,53.91,38984,86579
2015SP,100750,52.0685,GRAD,FIRST_TIME,6,6,3.49,0,0,MASTER,35,30474,0,1,94.01,0,75.13,31677,87675
2014WI,100751,04.0879,UNDERGRAD,FIRST_TIME,18,13,2.22,1,1,MASTER,90,5701,0,0,53.82,1,87.58,61096,125764
2017FA,100752,46.9960,GRAD,TRANSFER_IN,14,12,3.45,1,0,BACHELOR,17,9014,1,0,93.2,0,70.03,45749,75321
2016FA,100753,46.9605,CERT,TRANSFER_IN,4,3,3.52,1,1,BACHELOR,29,7972,1,1,91.19,0,74.4,53122,67003
2023SP,100754,52.4268,UNDERGRAD,FIRST_TIME,4,4,3.0,1,0,NONE,67,22107,0,1,50.3,1,81.21,19397,31891
2013SU,100755,35.2573,UNDERGRAD,TRANSFER_IN,18,15,2.86,1,0,MASTER,63,52720,1,1,7.48,0,47.83,43792,89211
2025FA,100756,12.5572,UNDERGRAD,CONTINUING,12,9,1.77,1,0,ASSOCIATE,17,87105,0,0,66.64,1,71.2,19792,50532
2021WI,100757,31.3032,UNDERGRAD,CONTINUING,8,8,3.3,1,0,MASTER,72,50800,1,1,26.85,1,54.75,56297,65354
2024SP,100758,12.8482,CERT,FIRST_TIME,9,8,2.04,1,1,BACHELOR,25,60430,0,0,91.48,0,54.21,36746,47734
2023WI,100759,05.4532,UNDERGRAD,FIRST_TIME,13,12,2.88,1,0,CERTIFICATE,42,47221,1,0,7.06,1,73.14,63383,85565
2024SU,100760,16.5578,UNDERGRAD,CONTINUING,12,9,3.93,1,0,MASTER,38,89726,0,0,28.63,0,74.3,88704,114832
2022SU,100761,22.6528,UNDERGRAD,TRANSFER_IN,6,5,2.15,1,1,ASSOCIATE,48,57608,0,1,6.06,0,95.76,38551,84257
2014SP,100762,31.3773,UNDERGRAD,FIRST_TIME,9,8,3.24,1,0,MASTER,53,48537,0,1,31.47,0,54.64,50986,67783
2021FA,100763,25.2304,UNDERGRAD,TRANSFER_IN,17,15,2.21,1,1,BACHELOR,77,26461,1,0,77.12,0,79.63,79797,138056
2018FA,100764,24.0359,GRAD,TRANSFER_IN,18,16,1.52,1,0,BACHELOR,83,46674,0,0,90.19,0,48.08,28406,58036
2018WI,100765,49.3636,GRAD,CONTINUING,12,9,1.52,1,0,BACHELOR,78,20263,0,0,39.7,0,67.26,82042,140721
2023FA,100766,46.9649,UNDERGRAD,CONTINUING,13,10,3.04,1,0,BACHELOR,78,14633,1,0,5.24,1,87.16,76223,122713
2014FA,100767,50.9553,UNDERGRAD,FIRST_TIME,9,6,2.07,1,1,MASTER,42,59632,0,0,63.92,0,88.88,51605,83407
2019SP,100768,38.0526,CERT,TRANSFER_IN,8,6,1.74,0,0,DOCTORAL,43,82453,0,0,74.99,1,82.89,52685,61928
2013FA,100769,42.9576,GRAD,FIRST_TIME,10,9,2.49,1,1,BACHELOR,48,27516,1,1,22.56,1,80.37,85281,114596
2023FA,100770,20.1074,CERT,FIRST_TIME,5,4,2.71,1,1,MASTER,87,38753,1,0,93.14,1,90.96,67317,72734
2014SP,100771,08.5590,UNDERGRAD,FIRST_TIME,7,6,1.91,1,1,ASSOCIATE,66,65232,1,1,35.26,1,49.43,76969,98348
2012WI,100772,15.5868,GRAD,FIRST_TIME,14,10,3.91,1,0,BACHELOR,80,65380,0,0,5.57,0,51.01,86797,116490
2024SP,100773,18.1452,UNDERGRAD,CONTINUING,6,6,2.24,1,0,NONE,46,31667,1,0,33.57,0,58.33,39388,72716
2015SP,100774,38.1130,UNDERGRAD,CONTINUING,5,5,2.81,1,1,ASSOCIATE,50,2943,0,0,19.42,0,80.95,74749,79442
2020SP,100775,46.3324,UNDERGRAD,FIRST_TIME,10,8,2.18,1,0,CERTIFICATE,38,20695,1,0,79.98,1,76.44,18065,62844
2021SU,100776,39.1503,GRAD,TRANSFER_IN,10,7,2.05,1,0,MASTER,17,14445,0,0,67.02,0,85.62,59958,117383
2017WI,100777,01.6466,UNDERGRAD,CONTINUING,17,16,2.78,1,0,NONE,38,57670,1,0,24.58,1,86.51,63950,99631
2022SP,100778,14.0151,CERT,FIRST_TIME,5,5,1.95,1,0,ASSOCIATE,27,14644,0,1,94.8,1,84.48,32056,86026
2015WI,100779,06.5545,UNDERGRAD,TRANSFER_IN,17,15,3.24,1,1,CERTIFICATE,54,28429,1,1,57.87,0,74.23,93546,127401
2012SP,100780,34.5029,CERT,FIRST_TIME,11,8,3.68,1,0,DOCTORAL,15,31985,0,0,27.8,0,65.22,24831,72972
2017SP,100781,25.4512,UNDERGRAD,FIRST_TIME,11,9,3.38,1,1,BACHELOR,57,4451,0,1,6.18,1,59.36,84895,145541
2016SP,100782,07.2452,GRAD,CONTINUING,5,4,1.99,1,0,ASSOCIATE,55,80907,0,1,44.95,1,72.2,61015,76119
2020WI,100783,47.0623,GRAD,FIRST_TIME,11,8,2.62,1,0,NONE,58,74807,0,1,84.74,0,58.48,60591,108712
2021FA,100784,50.9162,UNDERGRAD,FIRST_TIME,15,12,3.62,1,0,BACHELOR,27,78760,1,0,50.68,0,67.61,71083,77082
2013SP,100785,53.1848,CERT,FIRST_TIME,9,7,2.67,1,0,BACHELOR,35,7586,1,0,32.04,0,75.1,22654,60508
2020SP,100786,38.2159,UNDERGRAD,FIRST_TIME,15,12,3.37,1,0,ASSOCIATE,86,89328,1,0,61.74,0,70.67,49348,83672
2023WI,100787,03.8085,UNDERGRAD,FIRST_TIME,5,4,1.59,1,0,CERTIFICATE,82,76658,0,0,67.87,0,57.33,20438,35382
2016FA,100788,22.0584,UNDERGRAD,FIRST_TIME,10,8,2.49,0,0,ASSOCIATE,36,39623,0,1,11.76,1,53.52,45445,102398
2019SP,100789,39.1111,GRAD,FIRST_TIME,7,6,2.47,1,0,BACHELOR,39,87553,0,0,98.83,0,60.43,70888,127983
2024FA,100790,31.9560,UNDERGRAD,REENTRY,8,7,2.25,1,0,BACHELOR,34,32921,0,0,11.67,0,91.0,71525,91271
2012SP,100791,04.2057,CERT,FIRST_TIME,15,13,2.48,1,0,CERTIFICATE,38,36600,0,1,47.53,0,86.97,65535,123997
2025SU,100792,50.3481,GRAD,FIRST_TIME,10,9,2.27,1,1,BACHELOR,19,60433,1,0,72.72,0,69.73,91975,119474
2025SU,100793,14.4429,CERT,FIRST_TIME,14,13,2.32,1,0,CERTIFICATE,90,11343,1,1,12.57,0,81.1,27948,49526
2023SU,100794,40.4596,UNDERGRAD,FIRST_TIME,3,3,2.56,1,0,BACHELOR,43,36737,0,0,43.46,0,57.54,31020,58738
2012WI,100795,32.4582,UNDERGRAD,CONTINUING,14,14,3.44,1,0,CERTIFICATE,65,49822,0,1,9.09,0,86.37,87371,119105
2024SP,100796,06.4845,UNDERGRAD,FIRST_TIME,4,3,2.37,1,0,NONE,54,43451,0,0,13.32,0,59.21,72187,110242
2024SP,100797,27.7013,UNDERGRAD,REENTRY,8,6,3.13,0,1,CERTIFICATE,48,11404,0,1,23.64,0,73.28,67272,121285
2017SU,100798,46.8966,CERT,TRANSFER_IN,17,12,3.54,1,0,NONE,74,80202,0,0,42.4,0,94.89,87252,134153
2017FA,100799,08.3407,GRAD,TRANSFER_IN,6,5,1.57,1,0,BACHELOR,75,13169,0,0,3.4,1,89.25,36742,40809
2018WI,100800,11.0211,UNDERGRAD,FIRST_TIME,13,13,2.73,1,0,NONE,49,66281,1,0,48.16,0,53.42,86328,125040
2021SP,100801,36.0733,UNDERGRAD,TRANSFER_IN,17,13,2.07,1,0,ASSOCIATE,35,2823,0,0,74.74,1,49.21,66471,127231
2012SU,100802,26.7864,UNDERGRAD,TRANSFER_IN,9,7,2.72,1,0,BACHELOR,62,43116,1,0,82.33,1,96.76,52420,82177
2021SP,100803,13.4003,UNDERGRAD,FIRST_TIME,14,12,2.83,1,0,CERTIFICATE,69,74817,0,0,86.65,1,93.11,66099,126182
2025FA,100804,04.5843,CERT,TRANSFER_IN,13,10,2.76,1,1,BACHELOR,91,75805,0,1,98.12,1,64.17,52393,65534
2015FA,100805,18.4598,UNDERGRAD,CONTINUING,10,7,3.76,1,0,CERTIFICATE,74,77753,0,1,6.82,1,50.27,24309,42859
2013WI,100806,35.2334,UNDERGRAD,FIRST_TIME,15,14,1.88,0,0,DOCTORAL,28,80924,0,1,56.3,0,86.38,35673,74326
2020SP,100807,46.3771,GRAD,FIRST_TIME,5,5,2.82,1,0,ASSOCIATE,80,86942,0,1,4.18,1,95.84,30670,88710
2016SP,100808,32.7915,UNDERGRAD,TRANSFER_IN,8,7,2.27,1,0,NONE,62,1225,0,1,55.18,1,64.95,47429,89677
2019SP,100809,27.8913,UNDERGRAD,FIRST_TIME,9,8,3.26,1,1,CERTIFICATE,96,35913,1,0,71.23,1,54.46,88214,116797
2012FA,100810,37.5597,UNDERGRAD,FIRST_TIME,17,17,3.91,1,0,ASSOCIATE,11,71762,0,1,99.75,0,58.33,80313,86038
2018FA,100811,06.4252,UNDERGRAD,FIRST_TIME,5,4,2.55,1,0,BACHELOR,79,53350,1,0,21.08,1,97.42,34289,40096
2022WI,100812,27.5971,GRAD,REENTRY,11,9,3.36,1,0,MASTER,78,60811,0,0,22.64,1,74.44,64990,86872
2024FA,100813,21.9075,UNDERGRAD,TRANSFER_IN,13,13,2.55,0,0,NONE,24,20225,0,1,48.87,0,54.78,59602,98867
2024WI,100814,06.2455,GRAD,CONTINUING,12,11,2.93,1,1,CERTIFICATE,39,60712,1,0,92.6,0,67.49,64821,103242
2015WI,100815,25.6890,UNDERGRAD,CONTINUING,4,3,1.77,1,0,ASSOCIATE,36,69452,0,0,48.83,0,94.77,37674,47032
2015WI,100816,41.3792,UNDERGRAD,TRANSFER_IN,11,10,3.61,1,0,MASTER,70,4863,0,0,67.1,1,70.83,46816,73844
2021SP,100817,49.9399,UNDERGRAD,TRANSFER_IN,8,6,1.61,1,1,ASSOCIATE,38,9524,1,0,50.87,0,91.39,72949,103833
2015WI,100818,10.1455,UNDERGRAD,FIRST_TIME,5,4,3.0,1,0,CERTIFICATE,51,67977,1,0,96.84,0,85.15,56471,113425
2024SP,100819,12.0421,UNDERGRAD,TRANSFER_IN,15,14,3.89,1,1,BACHELOR,91,71642,0,1,58.17,1,47.85,74627,136145
2025SP,100820,28.1157,UNDERGRAD,CONTINUING,9,8,1.93,1,0,BACHELOR,9,7793,1,0,91.39,1,95.73,58942,61777
2013FA,100821,14.1294,UNDERGRAD,CONTINUING,14,14,2.76,1,0,NONE,20,85929,1,1,49.48,1,46.07,78291,81711
2013WI,100822,02.6740,UNDERGRAD,TRANSFER_IN,16,14,2.42,1,0,BACHELOR,71,13745,0,0,33.01,0,65.34,75088,118215
2017WI,100823,34.4044,CERT,FIRST_TIME,5,4,1.73,0,0,CERTIFICATE,31,29380,0,1,2.9,1,83.49,77146,86509
2012WI,100824,45.5916,UNDERGRAD,CONTINUING,15,14,3.64,1,0,MASTER,25,72114,0,0,73.8,1,61.17,69388,88842
2018SP,100825,07.0019,CERT,FIRST_TIME,9,9,1.86,1,1,BACHELOR,74,56465,1,0,18.94,0,78.34,45616,72144
2016FA,100826,15.1256,UNDERGRAD,CONTINUING,12,9,3.39,0,0,ASSOCIATE,7,24967,0,1,28.86,1,85.39,61009,76171
2015FA,100827,34.6769,UNDERGRAD,FIRST_TIME,13,10,2.62,1,0,NONE,69,38604,1,0,74.85,1,60.11,36011,44428
2013WI,100828,31.1691,GRAD,FIRST_TIME,17,12,2.7,1,0,DOCTORAL,9,49146,0,0,41.07,1,94.41,64705,88078
2012SP,100829,53.3660,UNDERGRAD,CONTINUING,4,3,3.85,1,0,CERTIFICATE,59,34241,1,0,52.7,0,84.69,81707,91154
2019SU,100830,38.0955,UNDERGRAD,CONTINUING,17,16,2.26,1,0,NONE,65,82565,1,1,48.91,0,90.95,86348,109184
2013SP,100831,31.9654,UNDERGRAD,FIRST_TIME,5,4,1.9,0,0,MASTER,66,37535,0,1,54.57,1,55.55,45459,80123
2024FA,100832,23.4675,UNDERGRAD,TRANSFER_IN,13,11,3.94,0,0,BACHELOR,95,21592,0,0,75.46,0,80.0,19412,32403
2013SU,100833,08.3810,CERT,FIRST_TIME,9,8,2.77,1,0,BACHELOR,81,67825,1,0,74.12,1,60.6,79202,124221
2017SU,100834,18.6781,UNDERGRAD,CONTINUING,15,13,2.03,0,0,CERTIFICATE,6,12295,1,0,67.37,0,46.54,92447,152465
2013SU,100835,24.6851,UNDERGRAD,CONTINUING,15,14,3.03,1,0,BACHELOR,76,14301,1,0,31.5,0,45.16,26463,39037
2022FA,100836,19.2635,UNDERGRAD,CONTINUING,18,18,3.79,1,0,BACHELOR,70,23161,0,0,19.62,0,93.12,23539,48958
2022FA,100837,22.4689,GRAD,FIRST_TIME,7,6,2.63,0,0,BACHELOR,36,66,0,1,57.9,0,62.19,45488,67574
2016WI,100838,18.1847,UNDERGRAD,TRANSFER_IN,7,6,2.2,1,0,CERTIFICATE,23,30430,1,1,77.69,0,68.29,75071,82999
2015SU,100839,25.1023,GRAD,FIRST_TIME,13,12,1.95,1,0,MASTER,56,16760,1,1,35.89,0,62.35,55791,97856
2016FA,100840,47.2681,UNDERGRAD,TRANSFER_IN,3,3,3.85,1,0,CERTIFICATE,20,3241,0,0,11.58,0,71.09,72164,85995
2014SP,100841,10.1962,UNDERGRAD,FIRST_TIME,10,7,2.15,1,1,ASSOCIATE,62,68630,1,1,80.09,0,79.54,54309,112704
2013FA,100842,48.3063,CERT,FIRST_TIME,15,12,2.62,1,0,BACHELOR,24,3613,1,1,70.68,1,88.12,45856,63391
2018FA,100843,32.8158,UNDERGRAD,TRANSFER_IN,4,3,3.31,1,1,ASSOCIATE,81,41213,0,1,33.84,1,75.19,80730,98572
2016SP,100844,11.1587,UNDERGRAD,REENTRY,18,13,3.67,1,0,DOCTORAL,77,23402,0,0,27.21,1,88.38,79919,107366
2020SP,100845,54.6913,UNDERGRAD,CONTINUING,7,5,2.42,0,1,MASTER,62,88247,0,0,55.27,1,73.79,41543,77269
2022FA,100846,38.1692,UNDERGRAD,TRANSFER_IN,10,8,2.45,1,0,MASTER,55,70643,1,0,48.52,0,46.07,74848,88609
2024WI,100847,07.7167,GRAD,CONTINUING,6,5,3.75,1,0,CERTIFICATE,30,37334,0,0,58.66,0,57.64,28014,51410
2014WI,100848,14.4158,UNDERGRAD,FIRST_TIME,14,11,1.61,1,0,MASTER,39,18350,0,1,9.99,1,66.36,90790,107850
2015FA,100849,45.3483,GRAD,CONTINUING,5,4,2.39,1,0,CERTIFICATE,37,8592,1,1,18.95,0,95.07,18206,49702
2014FA,100850,20.2789,UNDERGRAD,TRANSFER_IN,13,12,3.77,1,0,CERTIFICATE,73,66255,0,1,6.85,0,89.66,74662,120451
2019SP,100851,50.8431,UNDERGRAD,FIRST_TIME,9,8,3.48,1,0,MASTER,58,80134,0,1,38.58,0,54.07,73955,112495
2021WI,100852,53.7691,CERT,TRANSFER_IN,15,14,2.38,0,0,CERTIFICATE,82,17546,1,1,59.85,0,88.88,26241,55775
