edu_hiedpath_term_code,edu_hiedpath_institution_aishe_id,edu_hiedpath_program_cip_code,edu_hiedpath_student_level,edu_hiedpath_entry_status,edu_hiedpath_credits_attempted,edu_hiedpath_credits_completed,edu_hiedpath_gpa_term,edu_hiedpath_retention_next_term_flag,edu_hiedpath_transfer_out_flag,edu_hiedpath_completion_award_type,edu_hiedpath_time_to_degree_months,edu_hiedpath_student_debt_at_completion,edu_hiedpath_pell_grant_recipient_flag,edu_hiedpath_first_generation_flag,edu_hiedpath_online_course_load_pct,edu_hiedpath_internship_participation_flag,edu_hiedpath_postgrad_employment_rate,edu_hiedpath_median_earnings_1yr,edu_hiedpath_median_earnings_5yr
2021-TRI1,AISHE836538,CIP2165,PhD,FirstTime,31,27,4.48,Y,Y,Certificate,50,1857569.23,N,N,49.34,Y,53.18,1493233.62,1586342.09
2021-TRI2,AISHE577894,CIP1853,Certificate,FirstTime,12,6,9.04,Y,Y,Diploma,68,166642.08,N,N,28.83,Y,46.92,1912298.43,2143057.32
2019-SEM2,AISHE172547,CIP7206,Diploma,Continuing,28,22,9.09,Y,N,PhD,34,140907.73,Y,N,57.27,Y,83.08,1842142.94,2166158.77
2016-TRI1,AISHE188416,CIP1749,UG,TransferIn,15,5,4.69,Y,Y,Degree,74,1743369.22,N,N,60.39,Y,11.67,1041965.13,4060566.47
2018-SEM2,AISHE226710,CIP3113,Certificate,FirstTime,13,11,8.04,Y,Y,Diploma,36,1459935.63,N,Y,70.53,Y,32.51,935035.14,3302040.92
2018-TRI2,AISHE884949,CIP4504,Diploma,Continuing,34,30,8.91,Y,Y,Degree,84,1712401.75,N,N,37.95,N,83.37,570803.1,304390.2
2020-SEM1,AISHE635912,CIP4213,Certificate,TransferIn,19,15,8.27,N,Y,PG_Diploma,79,604025.96,N,N,13.85,Y,67.25,1174522.9,3490823.05
2020-SEM1,AISHE241251,CIP6059,PhD,ReEntry,6,1,4.13,N,Y,PhD,77,1792140.02,N,N,14.72,N,21.29,927956.89,2268340.06
2017-TRI2,AISHE571682,CIP9067,PG,Continuing,21,11,4.48,N,Y,Diploma,81,2208570.93,Y,Y,36.74,Y,63.48,558578.94,2274365.24
2022-TRI2,AISHE158154,CIP3947,Diploma,ReEntry,22,16,7.36,N,Y,Degree,38,2295105.62,N,N,61.96,N,42.33,265563.35,1029721.77
2020-TRI3,AISHE115587,CIP6770,PG,TransferIn,34,33,9.56,Y,N,Certificate,45,994345.24,N,N,63.86,Y,29.53,132173.44,4677154.05
2017-TRI3,AISHE459524,CIP1159,UG,TransferIn,7,0,6.34,Y,N,Certificate,66,1086192.15,Y,Y,59.75,Y,86.81,1920828.98,1006443.85
2016-SEM1,AISHE400407,CIP5599,PhD,Continuing,19,9,4.09,N,N,Degree,28,2013356.42,N,Y,14.45,Y,61.58,678354.57,1693488.62
2019-TRI2,AISHE198598,CIP1065,Certificate,TransferIn,21,12,9.11,Y,Y,PhD,90,796053.81,Y,N,0.85,N,14.05,2092242.96,544820.93
2018-SEM2,AISHE900066,CIP4853,Diploma,Continuing,15,10,5.85,N,Y,PG_Diploma,41,2498521.75,N,N,46.43,N,72.03,617687.17,2993504.07
2025-SEM2,AISHE883516,CIP4847,Certificate,TransferIn,8,2,5.81,N,N,PG_Diploma,18,426047.45,Y,N,7.42,Y,52.17,1756711.31,2452898.3
2020-SEM2,AISHE999710,CIP1336,PhD,TransferIn,17,13,8.4,N,Y,PG_Diploma,70,1886222.05,Y,N,9.89,N,72.86,606537.74,4437420.66
2018-TRI3,AISHE410074,CIP5839,UG,TransferIn,22,19,8.05,Y,N,Certificate,8,582635.83,N,N,17.0,N,82.33,1150440.01,1717695.66
2018-TRI1,AISHE959918,CIP1046,PhD,FirstTime,6,0,6.0,N,N,PhD,22,1684753.07,Y,Y,27.65,N,80.07,955769.16,3997398.2
2017-SEM2,AISHE601701,CIP6486,PhD,ReEntry,6,0,4.62,N,N,PG_Diploma,50,1811367.8,Y,N,57.32,N,43.12,1500827.47,4090020.99
2022-TRI3,AISHE919775,CIP7906,PG,TransferIn,31,24,5.31,Y,Y,Degree,81,1594058.88,N,N,96.66,N,66.25,177966.82,4204510.83
2018-SEM2,AISHE434123,CIP5697,PG,ReEntry,22,22,6.14,N,Y,Degree,59,1586451.14,Y,N,94.37,N,75.17,1318458.16,1674492.99
2019-TRI1,AISHE657181,CIP8053,Diploma,TransferIn,29,21,8.16,N,N,Diploma,78,520950.4,N,Y,85.4,N,88.31,2141254.4,2793351.96
2017-SEM1,AISHE970498,CIP7605,PG,Continuing,21,19,9.31,N,Y,PhD,41,1911030.91,Y,Y,39.85,Y,73.08,594704.52,1605811.05
2019-SEM2,AISHE728278,CIP3075,PG,Continuing,34,31,9.2,Y,N,Diploma,25,2096463.41,N,Y,21.2,Y,58.28,1171237.94,1724393.26
2023-SEM2,AISHE247422,CIP9015,Certificate,ReEntry,7,6,5.53,Y,N,PG_Diploma,27,1107410.35,N,Y,59.94,Y,54.57,685279.07,4385010.73
2020-SEM2,AISHE636183,CIP9775,PhD,FirstTime,26,16,6.55,Y,N,Certificate,51,981475.1,Y,N,81.66,N,55.37,1552463.23,4276649.76
2024-TRI3,AISHE784695,CIP4255,PhD,FirstTime,18,7,8.84,Y,Y,Degree,63,271575.18,N,Y,74.71,Y,11.73,1158238.57,2418052.66
2016-TRI1,AISHE747833,CIP7087,PhD,ReEntry,13,11,9.78,N,N,PG_Diploma,40,2270465.84,N,Y,85.63,N,85.88,1911305.28,2527250.74
2023-SEM1,AISHE458727,CIP4402,PhD,Continuing,18,16,8.98,N,N,PhD,7,1397006.89,Y,Y,30.46,Y,84.85,1589350.38,780503.74
2021-TRI3,AISHE392106,CIP8106,UG,TransferIn,29,22,5.1,Y,Y,PhD,20,398986.27,Y,N,13.8,Y,49.65,1658048.05,4178522.18
2024-TRI1,AISHE926698,CIP8629,PhD,ReEntry,15,10,8.11,Y,N,PhD,68,78144.23,N,N,5.18,N,37.22,1804341.28,2288971.48
2023-TRI3,AISHE317294,CIP2839,Diploma,TransferIn,31,22,9.1,Y,Y,PG_Diploma,57,2236312.55,Y,N,73.83,N,50.82,1687066.05,3938724.19
2018-TRI2,AISHE888434,CIP7373,Diploma,Continuing,10,6,4.78,N,N,PhD,7,1984378.13,Y,N,61.42,Y,54.24,64648.75,135922.9
2016-TRI3,AISHE933729,CIP8014,PhD,Continuing,8,0,7.53,N,N,Degree,11,156705.81,N,N,45.69,N,11.06,718107.55,367771.99
2018-TRI1,AISHE670274,CIP1982,UG,TransferIn,22,18,4.86,Y,Y,Certificate,59,119808.79,N,N,75.68,Y,27.65,141473.26,3135949.0
2017-SEM2,AISHE287246,CIP5482,PhD,Continuing,33,28,6.49,Y,Y,Degree,76,2495373.72,Y,Y,93.01,N,66.29,2060268.37,5154054.13
2023-SEM2,AISHE422022,CIP2234,PG,ReEntry,11,2,5.3,N,Y,PG_Diploma,62,155946.08,Y,N,92.95,Y,78.74,393890.62,2975168.27
2023-TRI3,AISHE391353,CIP4057,PhD,FirstTime,11,7,7.04,Y,N,Degree,57,2119199.11,Y,Y,16.53,Y,54.67,1088268.95,1028825.92
2018-TRI3,AISHE626099,CIP7812,Certificate,TransferIn,32,24,8.01,N,Y,PG_Diploma,13,1172968.65,Y,Y,94.24,Y,29.73,1208168.69,3396287.89
2023-TRI2,AISHE284540,CIP5441,PG,TransferIn,6,2,6.48,Y,N,Diploma,82,2480068.52,Y,N,16.8,N,31.45,297102.07,298777.37
2025-TRI2,AISHE753225,CIP5544,PG,ReEntry,29,21,8.71,N,Y,Diploma,9,324297.96,N,Y,97.5,N,16.7,878849.54,493532.01
2025-SEM2,AISHE378093,CIP6678,PG,TransferIn,34,25,9.04,N,Y,PhD,66,1275852.01,N,Y,14.87,N,66.34,690096.83,2496002.1
2023-SEM1,AISHE428068,CIP4564,UG,FirstTime,13,2,8.51,Y,Y,PG_Diploma,25,2339979.79,N,N,19.97,Y,89.12,1115699.44,3686053.38
2021-TRI3,AISHE829311,CIP3290,PhD,TransferIn,14,6,9.68,N,N,Degree,15,68110.26,Y,N,75.99,Y,10.74,1274672.92,483256.21
2018-TRI3,AISHE563058,CIP3111,Diploma,Continuing,9,1,9.66,N,Y,Certificate,50,476771.42,Y,N,50.3,N,36.42,1172025.31,1857164.34
2022-TRI2,AISHE448563,CIP7998,Certificate,TransferIn,18,15,6.48,Y,N,Degree,36,1841890.89,N,Y,70.74,N,59.16,1380097.41,4417875.98
2023-TRI3,AISHE755749,CIP5407,Diploma,FirstTime,7,7,7.86,Y,N,PhD,73,2282420.57,N,N,24.14,Y,15.45,1820255.9,1002057.98
2021-SEM2,AISHE365973,CIP2100,Certificate,FirstTime,14,12,9.84,Y,Y,PhD,19,767174.4,N,Y,87.82,N,79.07,1660297.61,2972333.23
2021-TRI3,AISHE162480,CIP5273,PG,FirstTime,30,29,4.51,Y,N,Diploma,73,1717865.58,Y,Y,64.91,N,40.39,190357.38,3663079.17
2020-SEM2,AISHE476593,CIP7072,PG,TransferIn,15,11,8.92,N,N,PhD,43,1950647.06,Y,N,36.41,Y,66.99,68882.21,3336978.53
2022-SEM1,AISHE108218,CIP9271,UG,TransferIn,35,30,5.84,N,N,Certificate,73,1276290.55,N,N,56.97,Y,60.46,1198213.47,1854026.62
2025-SEM2,AISHE356707,CIP8916,Diploma,FirstTime,23,12,9.09,Y,N,Diploma,95,1873800.06,N,Y,67.73,N,22.1,481470.81,1687064.35
2024-SEM2,AISHE265206,CIP8288,UG,TransferIn,9,0,7.24,Y,N,PG_Diploma,42,1662780.69,N,N,82.41,N,13.8,1246451.25,4958306.26
2021-TRI2,AISHE173984,CIP8819,Diploma,FirstTime,10,6,6.9,N,Y,Certificate,39,2145896.32,Y,N,94.29,N,93.31,1623271.57,3214537.7
2017-TRI1,AISHE256806,CIP9878,PhD,TransferIn,26,22,6.69,Y,Y,Degree,92,1118220.89,Y,N,93.49,N,45.73,300527.99,2757714.63
2017-TRI1,AISHE362613,CIP3464,Certificate,TransferIn,31,21,7.09,Y,Y,PhD,88,1583365.96,Y,Y,39.6,N,26.57,728759.39,639558.21
2018-SEM2,AISHE445591,CIP9294,Diploma,FirstTime,20,10,6.86,Y,N,Certificate,7,1399383.94,N,N,10.7,N,72.16,1424311.61,2823911.28
2023-SEM1,AISHE264700,CIP9385,UG,Continuing,24,21,7.67,N,Y,Degree,62,1199682.7,N,N,16.81,N,74.27,1366382.86,4151610.58
2018-SEM2,AISHE231019,CIP5223,Diploma,TransferIn,25,16,6.02,Y,Y,PhD,84,1330576.27,N,Y,82.04,N,70.24,1945610.22,441096.53
2023-SEM1,AISHE753266,CIP3083,UG,Continuing,10,0,6.35,Y,Y,Degree,87,1449977.28,N,Y,35.71,N,23.54,442630.42,2213282.77
2020-SEM2,AISHE629771,CIP7322,Diploma,FirstTime,19,15,4.51,N,N,Certificate,21,1366340.55,N,Y,95.4,Y,28.51,1942554.58,609385.92
2019-SEM1,AISHE461698,CIP4778,PG,ReEntry,18,16,8.65,Y,Y,PhD,78,82597.09,Y,Y,29.36,Y,22.85,1098549.08,876618.8
2022-TRI1,AISHE715043,CIP2135,UG,Continuing,22,19,6.02,Y,Y,Diploma,72,1506841.19,N,N,18.16,N,12.57,393905.24,4859352.1
2024-TRI1,AISHE556172,CIP5172,Diploma,FirstTime,10,7,9.95,N,Y,PG_Diploma,66,315572.85,Y,N,9.49,N,20.32,257398.25,5104216.26
2022-TRI3,AISHE312464,CIP1772,PG,TransferIn,20,17,4.22,Y,N,PG_Diploma,50,1932849.58,Y,N,72.48,Y,90.16,402468.89,1340834.53
2021-SEM1,AISHE918107,CIP8266,UG,Continuing,34,32,5.13,N,Y,PhD,15,1809483.2,Y,N,93.94,Y,85.25,1893865.14,2839841.79
2020-TRI3,AISHE957957,CIP3955,PhD,FirstTime,33,29,7.96,N,Y,PhD,91,2221807.54,N,Y,94.94,N,13.16,118308.25,1220334.88
2021-SEM2,AISHE861948,CIP2632,Diploma,FirstTime,20,15,9.66,N,N,Diploma,43,1849079.5,Y,N,14.6,Y,33.95,961039.67,3575364.51
2020-SEM1,AISHE634839,CIP3790,PhD,ReEntry,9,3,4.98,N,Y,PhD,93,1152269.99,N,N,93.46,N,44.83,1941798.86,3667390.37
2016-TRI1,AISHE523874,CIP6110,PhD,Continuing,30,29,6.27,N,N,Certificate,82,1389686.74,Y,Y,78.71,Y,38.19,702563.28,1045538.53
2017-TRI2,AISHE573255,CIP9714,PhD,TransferIn,27,20,9.84,N,Y,PG_Diploma,58,2324884.59,Y,Y,90.37,N,35.45,867363.91,2822085.45
2025-TRI1,AISHE630587,CIP8509,Certificate,ReEntry,10,8,5.92,N,Y,PG_Diploma,22,1192910.45,N,Y,89.19,N,52.49,1938268.61,4418038.57
2019-SEM1,AISHE702065,CIP2516,PhD,TransferIn,31,29,4.74,N,N,Certificate,64,2477017.78,N,Y,28.09,Y,34.87,2085256.5,3563817.76
2022-SEM2,AISHE882868,CIP1673,PhD,TransferIn,13,7,8.05,Y,N,Diploma,13,670775.67,Y,Y,80.08,N,92.87,166703.32,3786571.46
2016-TRI3,AISHE714818,CIP6834,PhD,TransferIn,16,10,4.29,N,N,Diploma,69,565363.01,Y,N,21.2,N,64.2,1382338.61,3249583.18
2017-SEM2,AISHE306468,CIP5670,UG,Continuing,33,27,5.72,Y,N,PhD,13,1448159.58,N,Y,50.9,N,76.73,1869777.57,1000975.74
2016-SEM1,AISHE747418,CIP6453,PhD,Continuing,18,13,9.71,N,N,PG_Diploma,38,289582.19,Y,Y,2.48,Y,60.77,885029.26,3141429.44
2022-SEM2,AISHE234314,CIP3445,Diploma,Continuing,10,0,9.94,N,N,Diploma,48,1199224.17,N,Y,85.89,Y,20.51,625950.52,266100.74
2021-TRI3,AISHE118276,CIP5357,PhD,ReEntry,29,25,6.23,N,Y,PhD,61,1875542.74,Y,Y,44.65,Y,67.43,539002.21,3274125.08
2025-TRI2,AISHE345102,CIP9316,PhD,TransferIn,28,21,8.45,N,Y,Degree,32,1845679.16,N,N,5.36,N,16.57,705693.52,990936.92
2016-TRI2,AISHE389291,CIP3131,PG,Continuing,18,14,5.53,N,N,PhD,25,951490.74,Y,N,97.05,Y,86.21,1539855.08,1137099.9
2022-TRI3,AISHE727283,CIP8454,UG,TransferIn,33,27,7.35,Y,N,Diploma,39,225662.54,N,N,0.84,Y,21.93,891831.5,1859692.89
2023-SEM2,AISHE818045,CIP7466,Certificate,FirstTime,18,15,5.53,Y,Y,Degree,7,1549257.79,N,N,70.58,Y,70.63,1795014.93,539984.73
2025-TRI2,AISHE597677,CIP4459,UG,ReEntry,19,19,5.08,N,Y,PG_Diploma,39,2117434.96,N,Y,8.47,Y,95.49,1541868.39,1933255.76
2024-TRI2,AISHE681862,CIP9295,Diploma,Continuing,27,27,4.47,Y,Y,PhD,73,81045.0,Y,N,78.72,Y,92.55,1884744.35,1693074.76
2022-SEM2,AISHE784535,CIP2394,PG,FirstTime,19,17,8.73,N,Y,PhD,54,434982.96,Y,Y,6.8,Y,36.78,1171256.29,3729522.93
2023-TRI2,AISHE425889,CIP3750,PG,Continuing,15,14,7.02,N,N,PG_Diploma,75,220350.08,Y,Y,72.81,N,40.03,2121900.35,4807913.04
2020-TRI2,AISHE486178,CIP3101,Certificate,FirstTime,8,8,9.54,Y,Y,PhD,11,2370710.1,Y,N,76.34,Y,89.66,665283.27,2803774.95
2023-SEM1,AISHE223989,CIP6289,PG,Continuing,9,0,9.0,N,N,Degree,15,633151.7,Y,N,37.02,N,31.77,1763515.44,1371148.55
2024-SEM1,AISHE550042,CIP3995,PhD,Continuing,9,7,6.81,N,Y,Diploma,82,2421011.97,Y,N,76.56,N,77.42,598786.05,4887050.43
2023-SEM1,AISHE296429,CIP1766,UG,Continuing,35,33,5.57,N,Y,PhD,74,426910.01,N,N,66.37,N,66.82,1202954.92,3894615.9
2018-SEM2,AISHE291825,CIP4183,Diploma,FirstTime,31,27,6.71,Y,N,PG_Diploma,15,1816686.31,N,Y,72.8,Y,14.68,467923.06,4687237.93
2023-TRI3,AISHE436880,CIP3380,Diploma,TransferIn,29,29,6.77,N,N,Certificate,19,276463.11,Y,N,13.01,Y,11.28,1443903.04,3699973.47
2023-TRI3,AISHE227379,CIP4494,Certificate,ReEntry,31,28,7.94,Y,Y,PG_Diploma,64,314847.03,Y,N,67.93,Y,87.84,535362.69,4977098.23
2018-SEM1,AISHE145746,CIP1321,Diploma,ReEntry,19,9,6.09,N,Y,Degree,70,1187960.9,N,N,69.89,Y,86.76,1496054.42,2122734.72
2021-TRI3,AISHE132352,CIP8826,PhD,TransferIn,21,20,7.12,N,N,PG_Diploma,85,463065.57,Y,Y,47.57,Y,16.72,442502.73,832538.38
2020-SEM1,AISHE347264,CIP1415,Certificate,Continuing,12,6,5.74,N,Y,Certificate,48,685989.38,Y,N,25.17,Y,58.06,955182.83,1510216.21
2018-SEM1,AISHE389928,CIP1962,Certificate,FirstTime,24,20,4.88,N,N,Degree,7,1856661.74,Y,Y,74.11,Y,50.23,1464845.47,2280628.5
2023-TRI3,AISHE920688,CIP5027,PG,Continuing,33,29,6.64,N,Y,Diploma,28,1704721.2,Y,Y,25.36,N,26.43,464135.86,1999764.4
2019-TRI3,AISHE937496,CIP7956,UG,Continuing,33,31,6.4,Y,N,Certificate,17,292756.76,N,Y,73.74,Y,21.94,1307838.13,873655.6
2016-TRI3,AISHE875908,CIP9436,PhD,TransferIn,31,21,4.13,Y,Y,PG_Diploma,19,870939.94,N,N,87.73,N,48.21,544042.02,4640218.92
2024-SEM1,AISHE330411,CIP1450,Diploma,Continuing,9,4,7.97,Y,N,PG_Diploma,21,1573325.72,N,Y,56.52,Y,79.42,1428781.31,4435444.24
2023-TRI2,AISHE751325,CIP4065,PhD,Continuing,32,25,9.62,N,N,PG_Diploma,23,1421245.12,Y,Y,53.68,N,52.97,1154240.44,260508.18
2019-TRI2,AISHE402596,CIP6760,Diploma,Continuing,26,23,4.65,N,N,PG_Diploma,47,1991849.7,Y,N,81.48,Y,65.9,1699548.74,4129481.49
2020-SEM2,AISHE455099,CIP6265,Diploma,ReEntry,26,25,4.38,N,Y,PG_Diploma,91,2188382.35,Y,Y,99.26,Y,63.95,827520.16,4200561.4
2025-TRI1,AISHE422699,CIP3849,Diploma,Continuing,33,31,7.15,N,Y,PhD,76,1875323.33,N,N,80.14,N,17.41,1064585.5,5151705.14
2020-TRI1,AISHE347969,CIP5369,PhD,TransferIn,13,5,4.01,N,Y,Certificate,14,1515957.07,N,Y,71.58,N,49.43,1488651.84,4360274.22
2024-SEM1,AISHE220415,CIP3645,PG,ReEntry,10,8,7.86,Y,N,Degree,85,1003666.58,Y,Y,53.69,N,87.64,1694178.29,1997423.79
2021-TRI2,AISHE834761,CIP5000,PhD,TransferIn,9,5,4.11,N,N,Certificate,10,1150877.74,Y,N,87.64,Y,10.15,1563328.51,4650169.13
2020-TRI2,AISHE563448,CIP1153,PhD,ReEntry,23,14,4.07,Y,N,PG_Diploma,81,117724.13,N,N,49.0,Y,54.88,1239513.76,3661533.5
2025-SEM2,AISHE712008,CIP3020,PG,TransferIn,25,18,7.54,Y,Y,PhD,71,227676.78,N,N,41.07,Y,78.87,1836660.4,5047478.17
2024-SEM1,AISHE308973,CIP2336,Diploma,FirstTime,21,15,5.32,N,N,Certificate,71,847055.85,Y,N,48.49,N,58.92,1323234.93,4517851.11
2023-SEM2,AISHE776257,CIP8346,Certificate,ReEntry,33,28,4.24,Y,N,Degree,45,919406.29,Y,Y,87.56,N,54.76,70669.96,1379897.78
2018-TRI2,AISHE582869,CIP3685,PhD,ReEntry,18,8,7.39,N,N,Certificate,61,703687.2,Y,Y,0.16,N,52.79,901694.89,4152681.95
2023-SEM1,AISHE408349,CIP3573,Certificate,FirstTime,12,10,7.09,Y,N,PG_Diploma,7,77681.29,N,N,25.4,N,34.44,110491.01,1706117.79
2025-TRI2,AISHE266634,CIP2899,PhD,Continuing,33,24,5.32,Y,Y,PhD,79,1749864.2,Y,N,63.23,N,56.76,766524.93,268121.68
2019-TRI3,AISHE266957,CIP1169,Diploma,TransferIn,26,23,9.53,Y,N,Diploma,93,1914248.89,N,Y,51.02,Y,19.29,183343.03,3622522.88
2022-TRI2,AISHE120248,CIP9710,PhD,ReEntry,31,23,5.87,Y,Y,Degree,6,896567.43,Y,Y,83.9,N,40.6,2009233.73,2661420.71
2025-SEM2,AISHE451021,CIP4018,Certificate,FirstTime,21,12,7.5,Y,Y,PhD,31,1011481.04,Y,Y,61.37,Y,87.81,1199148.48,3956919.16
2023-TRI2,AISHE115466,CIP7013,Certificate,TransferIn,33,25,4.01,Y,N,PG_Diploma,74,1533556.54,N,Y,75.86,N,55.06,543790.23,443152.38
2024-SEM1,AISHE400324,CIP3768,UG,Continuing,30,22,4.63,Y,N,Diploma,70,1221428.88,N,Y,40.54,N,38.18,1187901.49,1749666.27
2025-SEM2,AISHE106624,CIP6812,Certificate,TransferIn,7,4,9.83,N,Y,PhD,57,1563377.21,Y,N,24.14,Y,93.68,1186083.82,5041346.3
2019-TRI1,AISHE184604,CIP4330,Certificate,ReEntry,17,14,6.93,Y,Y,PhD,64,158461.23,Y,Y,28.65,N,40.94,834372.51,4442769.74
2021-SEM1,AISHE216448,CIP8912,Diploma,ReEntry,18,15,6.51,N,Y,Degree,82,938160.79,Y,Y,93.87,Y,42.57,736120.01,1476539.04
2025-TRI1,AISHE329297,CIP9575,UG,ReEntry,20,9,9.03,N,N,Diploma,49,922388.61,Y,Y,36.14,N,79.45,940294.1,785085.23
2021-SEM2,AISHE649462,CIP5838,Certificate,FirstTime,9,7,6.8,Y,Y,Certificate,26,1388496.01,Y,N,55.19,N,42.47,1310615.86,912622.6
2020-TRI2,AISHE144556,CIP2395,PG,ReEntry,25,14,8.44,Y,Y,PhD,95,286531.28,Y,N,68.02,Y,78.59,1255263.93,3722184.68
2024-TRI1,AISHE341879,CIP6057,Certificate,Continuing,18,18,4.64,Y,N,PhD,77,1731579.28,N,Y,7.34,N,65.13,957143.96,3258232.87
2018-TRI1,AISHE621121,CIP1971,UG,Continuing,19,13,8.4,N,Y,Certificate,73,1884278.29,Y,Y,34.74,N,10.4,1369655.85,4537202.03
2024-TRI1,AISHE953879,CIP4042,Diploma,Continuing,17,14,4.68,N,Y,PG_Diploma,86,2299364.27,N,Y,64.69,N,72.93,308209.33,4309229.05
2020-TRI2,AISHE600382,CIP8497,UG,Continuing,35,34,9.67,Y,Y,PhD,93,1048125.13,Y,N,93.13,N,19.92,875755.47,844978.53
2019-TRI3,AISHE325168,CIP5802,Diploma,FirstTime,11,1,4.49,N,N,PG_Diploma,40,1694687.45,N,Y,61.48,N,58.85,289991.9,2546279.28
2025-TRI1,AISHE803409,CIP3906,Diploma,FirstTime,16,11,8.29,N,Y,Diploma,79,665520.76,Y,Y,97.32,N,29.71,758357.25,2469914.31
2025-TRI1,AISHE650883,CIP7663,PhD,FirstTime,30,30,7.36,N,N,Degree,71,1375163.65,N,Y,82.31,N,43.32,524089.38,194448.48
2018-SEM1,AISHE901223,CIP3053,Diploma,FirstTime,15,5,9.8,Y,N,Certificate,51,1121157.74,Y,N,87.64,Y,65.02,134330.46,1480005.79
2020-SEM1,AISHE663500,CIP8984,Diploma,TransferIn,9,7,5.32,Y,Y,PG_Diploma,44,1539929.11,N,N,2.22,N,76.42,1279702.74,791913.25
2018-TRI1,AISHE832491,CIP4885,UG,FirstTime,6,6,8.38,N,Y,PG_Diploma,74,1006910.0,Y,Y,22.31,Y,81.12,925472.8,1325448.39
2025-SEM2,AISHE520165,CIP1083,Diploma,TransferIn,31,21,6.8,Y,Y,Diploma,37,1883886.81,N,N,53.6,N,92.43,2134870.42,4034475.11
2017-TRI3,AISHE716207,CIP4088,Certificate,FirstTime,29,27,4.8,N,Y,Diploma,77,1168697.23,N,Y,55.82,N,86.84,711920.11,4864020.99
2022-SEM2,AISHE540056,CIP1703,PG,Continuing,26,19,8.12,N,N,Diploma,16,2039467.66,Y,N,41.96,N,74.6,455141.98,456419.32
2025-TRI3,AISHE661584,CIP5402,PhD,TransferIn,26,16,9.81,N,N,PG_Diploma,64,2380887.35,N,N,16.86,N,89.95,863705.71,1059386.25
2021-TRI1,AISHE373230,CIP4677,Diploma,ReEntry,25,23,8.77,N,Y,Degree,42,995235.89,Y,Y,39.5,Y,11.31,905786.35,3230775.32
2025-SEM2,AISHE241490,CIP1189,PhD,Continuing,19,11,6.49,Y,N,PhD,91,1345626.6,Y,N,3.55,N,46.74,392290.11,1906491.49
2024-TRI3,AISHE672125,CIP1697,Diploma,FirstTime,18,9,8.03,Y,Y,Certificate,12,422948.24,N,Y,46.28,N,88.32,1389710.55,2495720.86
2020-TRI1,AISHE166867,CIP2820,Certificate,FirstTime,6,2,8.05,Y,N,PhD,34,730191.71,Y,Y,10.33,N,38.91,1873996.67,4092897.21
2017-TRI2,AISHE508348,CIP9315,Diploma,TransferIn,13,8,8.03,N,Y,Certificate,32,1989155.62,Y,N,74.68,N,21.77,2079730.56,5127325.63
2016-TRI1,AISHE223351,CIP1624,Diploma,Continuing,15,7,9.74,Y,Y,Certificate,28,135654.63,Y,Y,24.44,N,67.9,1477132.51,3619001.1
2023-TRI1,AISHE851746,CIP1688,Certificate,Continuing,21,16,9.81,N,N,Diploma,71,880745.77,N,Y,54.02,N,68.04,1650972.31,3293408.1
2017-SEM1,AISHE836734,CIP2364,Certificate,TransferIn,21,19,4.78,N,Y,Certificate,17,1808655.45,Y,Y,26.09,N,41.78,528381.19,4342966.46
2018-TRI1,AISHE724184,CIP1530,PhD,FirstTime,27,23,6.02,Y,Y,Degree,40,149722.57,N,N,90.46,N,80.11,206765.87,639753.53
2025-TRI1,AISHE288920,CIP7024,PG,FirstTime,25,23,4.01,N,Y,Diploma,81,935292.4,N,N,36.77,Y,41.72,1480526.74,663164.74
2023-TRI3,AISHE601078,CIP2404,PG,Continuing,9,6,4.52,N,Y,PG_Diploma,11,752509.54,N,N,42.07,Y,74.93,1482781.45,1252405.18
2024-TRI1,AISHE673001,CIP6015,Certificate,ReEntry,25,25,8.77,Y,N,PG_Diploma,80,1386361.93,Y,Y,63.32,Y,31.76,1179683.99,3321429.18
2018-SEM1,AISHE860516,CIP9203,PG,FirstTime,15,9,7.34,N,N,PhD,28,135820.05,N,Y,56.49,Y,39.29,1764758.32,3812376.32
2021-TRI1,AISHE965836,CIP9162,PG,Continuing,14,8,9.07,N,Y,PG_Diploma,75,625501.15,N,Y,52.03,N,71.04,1081620.44,1127346.92
2024-TRI2,AISHE411274,CIP4566,PhD,TransferIn,31,27,8.79,N,Y,PG_Diploma,51,1722458.39,Y,Y,63.65,Y,42.82,692113.22,3367859.82
2017-SEM2,AISHE131019,CIP9860,Certificate,ReEntry,28,21,6.74,N,N,PG_Diploma,38,1880137.19,N,Y,98.14,N,35.42,1499489.46,4105385.5
2023-TRI1,AISHE615139,CIP3924,UG,ReEntry,11,10,6.17,N,N,Degree,65,2008271.99,Y,Y,62.57,N,17.52,606482.59,5100817.76
2022-TRI2,AISHE924145,CIP1779,PhD,ReEntry,35,32,9.13,Y,N,PhD,45,1523713.91,Y,Y,50.95,Y,65.91,1619509.68,4320633.01
2021-TRI1,AISHE353069,CIP3055,Diploma,FirstTime,17,7,7.16,Y,N,PhD,55,1202678.76,Y,Y,79.06,Y,54.47,1759700.44,2349135.07
2018-TRI2,AISHE963863,CIP9760,PhD,Continuing,6,3,6.74,Y,Y,Diploma,50,1230990.46,Y,Y,75.36,Y,74.75,1580578.75,3498886.35
2021-SEM2,AISHE623414,CIP5928,PG,TransferIn,10,0,8.59,N,N,Degree,57,416525.47,N,N,75.48,N,18.44,2136363.99,5190922.36
