soc_family_reference_year,soc_family_country_iso2,soc_family_region_nuts_code,soc_family_household_type_code,soc_family_children_count,soc_family_benefit_program_code,soc_family_beneficiaries_count,soc_family_mean_benefit_monthly_eur,soc_family_childcare_subsidy_flag,soc_family_parental_leave_weeks_entitled,soc_family_parental_leave_takeup_rate_pct,soc_family_birth_grant_flag,soc_family_housing_support_flag,soc_family_income_test_threshold_eur,soc_family_digital_application_rate_pct,soc_family_processing_time_days_median,soc_family_fertility_policy_index_score,soc_family_child_poverty_rate_pct,soc_family_eurostat_table_code,soc_family_data_extract_date
2019,HR,BG741,EXTENDED_FAMILY,4,HOUSING_TOPUP,8166,757.64,1,18,63.08,0,1,23512.39,66.5,21,1.539,7.7,lfso_14a,2024-01-05
2020,DK,EE34,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8244,483.72,1,8,66.61,1,0,18588.16,88.11,24,0.934,12.54,spr_fam_sum,2024-11-30
2021,FR,SK2,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8002,623.43,0,52,73.56,0,0,22872.63,37.16,24,1.165,14.84,ilc_di07,2024-07-27
2022,HU,DK48,OTHER,1,CHILDCARE_SUBSIDY,7070,343.73,1,26,85.09,0,0,17080.64,65.45,10,0.886,14.62,spr_fam_ben,2024-11-11
2023,LV,DE197,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7775,581.32,0,14,57.26,0,1,35668.95,26.0,17,0.895,23.95,ilc_lvho14,2025-01-27
2024,MT,IE99,GUARDIANSHIP,3,BIRTH_GRANT,6869,308.69,0,0,56.68,1,1,79938.91,68.28,29,1.297,30.55,lfso_14a,2024-06-04
2025,PT,NL56,EXTENDED_FAMILY,4,HOUSING_TOPUP,7163,238.93,0,40,56.02,0,1,16378.69,91.41,32,1.774,30.08,spr_fam_sum,2025-03-18
2026,SI,BE711,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7760,448.31,1,18,82.5,1,0,40014.91,59.76,23,1.317,18.79,ilc_di07,2024-08-31
2010,AT,EE19,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7859,618.0,0,8,75.74,0,1,79775.64,42.16,24,1.192,30.95,spr_fam_ben,2024-11-20
2011,HR,LU377,OTHER,1,CHILDCARE_SUBSIDY,7210,547.97,1,52,36.56,0,0,64403.45,82.19,34,2.063,19.53,ilc_lvho14,2025-06-16
2012,DK,LT92,FOSTER,2,PARENTAL_LEAVE_BENEFIT,6882,567.49,0,26,55.8,0,0,66734.63,27.6,16,1.891,29.86,lfso_14a,2025-03-09
2013,FR,LV683,GUARDIANSHIP,3,BIRTH_GRANT,7170,516.43,0,14,36.4,1,1,57488.6,56.73,29,1.056,14.14,spr_fam_sum,2025-03-24
2014,HU,HU2,EXTENDED_FAMILY,4,HOUSING_TOPUP,8031,630.26,0,0,83.26,1,1,59013.35,30.98,30,1.132,24.75,ilc_di07,2025-04-25
2015,LV,FR6,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7119,552.81,0,40,34.03,0,0,40105.56,57.93,25,1.469,6.84,spr_fam_ben,2024-09-02
2016,MT,BG9,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7140,412.74,0,18,30.69,0,0,14519.79,46.06,38,1.977,20.5,ilc_lvho14,2025-09-25
2017,PT,NL580,OTHER,1,CHILDCARE_SUBSIDY,7798,773.84,1,8,53.43,0,0,53418.65,19.41,22,1.568,11.91,lfso_14a,2024-10-18
2018,SI,PL408,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7197,715.15,0,52,28.54,0,0,46031.56,43.27,39,2.045,12.33,spr_fam_sum,2024-05-29
2019,AT,SK54,GUARDIANSHIP,3,BIRTH_GRANT,6983,217.08,0,26,78.99,1,0,64044.1,93.72,31,0.882,12.55,ilc_di07,2025-11-29
2020,HR,GR285,EXTENDED_FAMILY,4,HOUSING_TOPUP,7417,205.96,0,14,30.98,0,1,53901.95,20.26,42,1.942,9.16,spr_fam_ben,2025-10-15
2021,DK,LU99,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7725,187.98,0,0,38.41,1,1,13145.94,52.8,45,1.765,8.68,ilc_lvho14,2024-09-06
2022,FR,LV44,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7372,520.29,0,40,80.63,0,0,32499.92,60.86,46,1.325,23.37,lfso_14a,2024-12-23
2023,HU,SE25,OTHER,1,CHILDCARE_SUBSIDY,8192,238.47,1,18,69.64,0,0,62492.7,60.36,39,1.412,32.14,spr_fam_sum,2024-08-12
2024,LV,MT8,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8043,401.75,0,8,48.08,0,0,67221.23,83.79,34,1.534,18.3,ilc_di07,2024-01-30
2025,MT,HR78,GUARDIANSHIP,3,BIRTH_GRANT,8332,687.73,1,52,68.93,1,0,42129.15,42.05,43,1.281,18.34,spr_fam_ben,2025-02-06
2026,PT,NL73,EXTENDED_FAMILY,4,HOUSING_TOPUP,7039,62.83,1,26,89.17,0,1,61622.51,83.98,39,0.973,31.85,ilc_lvho14,2024-07-02
2010,SI,PT588,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7723,138.14,0,14,31.0,0,0,39446.17,84.62,34,0.856,28.82,lfso_14a,2024-12-11
2011,AT,CZ183,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7801,422.19,0,0,62.8,0,0,63086.11,82.63,48,2.117,19.46,spr_fam_sum,2025-03-14
2012,HR,SE53,OTHER,1,CHILDCARE_SUBSIDY,8187,534.06,1,40,47.83,1,0,80491.37,88.08,38,1.538,10.72,ilc_di07,2024-02-06
2013,DK,GR5,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8022,446.23,0,18,25.44,0,0,48657.18,25.95,52,0.848,20.14,spr_fam_ben,2024-11-05
2014,FR,EE14,GUARDIANSHIP,3,BIRTH_GRANT,7331,568.73,0,8,58.91,1,0,45039.21,17.38,36,1.214,14.85,ilc_lvho14,2024-12-10
2015,HU,NL39,EXTENDED_FAMILY,4,HOUSING_TOPUP,8127,461.98,0,52,80.62,0,1,52760.75,87.57,46,1.519,10.1,lfso_14a,2026-02-25
2016,LV,NL59,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8197,315.25,0,26,18.88,0,0,20963.26,19.61,41,1.732,32.95,spr_fam_sum,2025-10-17
2017,MT,AT40,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7473,121.26,0,14,17.3,0,1,34366.99,80.45,45,1.2,11.98,ilc_di07,2024-12-16
2018,PT,IT495,OTHER,1,CHILDCARE_SUBSIDY,7205,611.66,1,0,67.96,0,0,62600.39,57.7,56,2.093,22.27,spr_fam_ben,2024-06-08
2019,SI,HU752,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7746,316.33,0,40,62.24,0,0,74445.71,43.38,42,2.187,27.98,ilc_lvho14,2025-01-19
2020,AT,SI164,GUARDIANSHIP,3,BIRTH_GRANT,7129,665.37,0,18,48.31,1,0,53227.66,42.12,52,1.288,16.68,lfso_14a,2026-02-15
2021,HR,BG858,EXTENDED_FAMILY,4,HOUSING_TOPUP,7069,442.72,0,8,59.28,1,1,13179.46,17.82,46,1.806,28.19,spr_fam_sum,2025-11-20
2022,DK,CY156,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7656,275.09,0,52,40.25,0,0,15392.25,21.5,45,1.093,9.31,ilc_di07,2025-10-27
2023,FR,ES338,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7328,248.77,0,26,45.12,0,0,30436.78,41.09,45,1.542,17.42,spr_fam_ben,2025-07-24
2024,HU,MT68,OTHER,1,CHILDCARE_SUBSIDY,7747,695.77,1,14,41.61,0,1,41218.81,71.35,63,1.819,18.51,ilc_lvho14,2026-02-15
2025,LV,FR369,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7959,583.22,0,0,40.94,0,0,66497.22,87.44,51,1.722,26.22,lfso_14a,2024-09-26
2026,MT,CZ28,GUARDIANSHIP,3,BIRTH_GRANT,7367,155.93,0,40,36.49,1,0,45904.63,88.45,50,1.685,6.26,spr_fam_sum,2025-07-14
2010,PT,HU69,EXTENDED_FAMILY,4,HOUSING_TOPUP,7508,698.39,0,18,35.3,0,1,30689.2,97.92,61,1.902,18.83,ilc_di07,2025-09-04
2011,SI,PL32,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8166,48.77,0,8,86.73,0,1,23787.1,90.58,57,1.099,13.1,spr_fam_ben,2025-10-13
2012,AT,IT786,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7348,387.86,0,52,56.02,0,0,22741.98,79.0,50,0.85,18.02,ilc_lvho14,2024-04-11
2013,HR,CY219,OTHER,1,CHILDCARE_SUBSIDY,8225,729.18,1,26,42.85,1,0,19760.75,30.56,58,1.848,33.56,lfso_14a,2025-04-26
2014,DK,CY1,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7597,229.03,0,14,37.26,0,0,32262.12,20.91,60,1.53,22.92,spr_fam_sum,2025-02-13
2015,FR,SK755,GUARDIANSHIP,3,BIRTH_GRANT,8186,715.54,0,0,14.95,1,1,56101.28,43.7,53,1.933,17.41,ilc_di07,2024-10-31
2016,HU,GR9,EXTENDED_FAMILY,4,HOUSING_TOPUP,7569,605.98,0,40,38.38,0,1,47771.08,60.1,70,0.861,8.81,spr_fam_ben,2025-05-25
2017,LV,HU107,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8445,111.05,1,18,24.5,0,0,75439.99,20.99,60,1.721,14.02,ilc_lvho14,2025-09-13
2018,MT,RO1,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8317,87.72,0,8,91.45,0,0,14227.45,25.76,57,1.827,23.46,lfso_14a,2025-02-12
2019,PT,SK335,OTHER,1,CHILDCARE_SUBSIDY,7484,403.92,1,52,22.7,0,1,43698.33,68.11,69,2.014,27.69,spr_fam_sum,2024-06-24
2020,SI,FI8,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7140,554.04,0,26,85.96,0,1,73294.38,58.34,66,0.863,30.94,ilc_di07,2025-01-14
2021,AT,EE757,GUARDIANSHIP,3,BIRTH_GRANT,7679,362.33,0,14,17.97,1,0,16917.04,74.24,63,0.841,23.74,spr_fam_ben,2025-06-10
2022,HR,HR8,EXTENDED_FAMILY,4,HOUSING_TOPUP,7950,161.65,0,0,77.68,1,1,70439.38,94.92,61,0.913,19.47,ilc_lvho14,2024-10-17
2023,DK,LT44,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7245,580.25,0,40,80.36,0,0,74322.47,23.9,71,0.857,9.99,lfso_14a,2026-01-03
2024,FR,GR272,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7093,162.35,0,18,88.89,0,0,73127.4,54.69,70,1.435,19.72,spr_fam_sum,2025-11-28
2025,HU,SE2,OTHER,1,CHILDCARE_SUBSIDY,8466,79.81,1,8,80.4,0,0,65237.24,71.49,73,2.156,29.12,ilc_di07,2025-08-05
2026,LV,FR9,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7297,697.34,0,52,40.79,0,0,25631.15,77.86,67,1.761,18.54,spr_fam_ben,2024-01-28
2010,MT,PL23,GUARDIANSHIP,3,BIRTH_GRANT,8055,527.03,0,26,59.64,1,1,12688.91,64.06,72,0.838,15.24,ilc_lvho14,2025-07-15
2011,PT,DE631,EXTENDED_FAMILY,4,HOUSING_TOPUP,8399,419.34,0,14,72.43,1,1,18766.69,73.58,77,1.361,30.81,lfso_14a,2025-04-22
2012,SI,LT914,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7621,135.42,1,0,81.89,0,0,64430.97,83.38,84,1.887,12.11,spr_fam_sum,2024-06-01
2013,AT,PT4,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8319,482.85,0,40,71.46,0,0,48455.1,87.59,81,1.989,9.62,ilc_di07,2024-02-05
2014,HR,SE716,OTHER,1,CHILDCARE_SUBSIDY,8460,402.58,1,18,81.52,0,1,38417.15,31.37,72,0.956,13.54,spr_fam_ben,2025-04-16
2015,DK,PT43,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8135,638.19,1,8,40.4,0,0,35518.85,24.4,78,1.574,23.8,ilc_lvho14,2024-09-01
2016,FR,DE588,GUARDIANSHIP,3,BIRTH_GRANT,8265,118.89,0,52,70.71,1,0,31980.59,79.41,78,1.543,31.43,lfso_14a,2024-07-13
2017,HU,SK265,EXTENDED_FAMILY,4,HOUSING_TOPUP,8395,41.25,0,26,14.55,0,1,69495.24,34.2,73,1.295,28.82,spr_fam_sum,2024-10-25
2018,LV,CZ62,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7194,685.59,0,14,20.13,0,0,42704.04,41.72,76,1.979,32.22,ilc_di07,2024-08-28
2019,MT,SE35,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8022,278.84,0,0,69.97,0,0,37000.98,91.83,74,0.891,19.49,spr_fam_ben,2025-09-28
2020,PT,PL4,OTHER,1,CHILDCARE_SUBSIDY,7852,664.14,1,40,75.57,0,1,75661.14,75.79,79,1.95,23.22,ilc_lvho14,2024-01-20
2021,SI,FI590,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8131,176.39,0,18,48.33,0,0,34673.5,43.92,92,1.161,9.66,lfso_14a,2024-10-08
2022,AT,BG7,GUARDIANSHIP,3,BIRTH_GRANT,7560,165.47,0,8,74.65,1,1,46407.86,18.39,4,2.068,30.49,spr_fam_sum,2025-07-21
2023,HR,EE8,EXTENDED_FAMILY,4,HOUSING_TOPUP,7064,385.67,0,52,59.64,1,1,24913.21,86.4,9,1.904,16.33,ilc_di07,2024-11-08
2024,DK,ES9,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8350,584.47,0,26,19.46,0,0,58154.29,50.17,9,1.47,33.2,spr_fam_ben,2025-07-02
2025,FR,ES5,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8438,671.87,1,14,77.05,0,0,68809.32,39.99,7,2.126,21.02,ilc_lvho14,2024-11-20
2026,HU,SE7,OTHER,1,CHILDCARE_SUBSIDY,7865,128.49,1,0,59.17,0,0,36945.64,56.45,25,1.928,32.82,lfso_14a,2024-12-04
2010,LV,EE2,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8037,534.88,0,40,22.48,0,0,46602.3,77.3,16,0.902,33.57,spr_fam_sum,2025-07-15
2011,MT,LV99,GUARDIANSHIP,3,BIRTH_GRANT,8249,579.51,1,18,81.95,1,0,66930.63,81.78,17,1.995,8.05,ilc_di07,2025-08-22
2012,PT,FI3,EXTENDED_FAMILY,4,HOUSING_TOPUP,8471,530.16,1,8,57.49,0,1,26540.53,25.41,22,1.428,23.62,spr_fam_ben,2025-01-05
2013,SI,CY62,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7171,634.91,0,52,23.14,0,0,57871.87,79.02,24,1.066,24.55,ilc_lvho14,2025-12-09
2014,AT,IE2,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8215,195.16,0,26,68.64,0,0,68545.36,34.23,29,1.425,15.49,lfso_14a,2024-01-21
2015,HR,DK26,OTHER,1,CHILDCARE_SUBSIDY,7781,779.22,1,14,50.72,0,0,38657.61,64.58,32,1.806,10.13,spr_fam_sum,2024-06-02
2016,DK,SE771,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7231,557.2,0,0,75.9,0,0,24860.21,34.76,33,1.091,12.68,ilc_di07,2024-03-01
2017,FR,FR31,GUARDIANSHIP,3,BIRTH_GRANT,8518,337.74,0,40,57.86,1,0,48254.08,90.68,18,1.185,27.4,spr_fam_ben,2025-06-25
2018,HU,LV1,EXTENDED_FAMILY,4,HOUSING_TOPUP,8300,498.48,0,18,30.06,0,1,79479.55,70.22,27,1.233,21.16,ilc_lvho14,2025-11-13
2019,LV,GR1,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8554,399.02,0,8,15.35,0,0,32930.04,47.92,29,1.941,13.35,lfso_14a,2025-03-24
2020,MT,ES80,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7467,599.99,1,52,72.23,0,0,66498.2,30.05,22,1.245,24.62,spr_fam_sum,2024-09-23
2021,PT,BG918,OTHER,1,CHILDCARE_SUBSIDY,7326,662.26,1,26,64.75,0,0,44291.78,19.07,32,0.974,10.88,ilc_di07,2024-06-08
2022,SI,HR246,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7376,511.69,0,14,12.15,0,0,64825.04,89.34,19,1.483,28.11,spr_fam_ben,2024-10-07
2023,AT,PL30,GUARDIANSHIP,3,BIRTH_GRANT,8106,118.99,1,0,72.25,1,0,18251.91,27.18,25,1.728,27.03,ilc_lvho14,2024-02-13
2024,HR,LV4,EXTENDED_FAMILY,4,HOUSING_TOPUP,8136,214.69,1,40,62.52,0,1,35960.21,31.78,22,1.155,23.9,lfso_14a,2025-11-06
2025,DK,DE205,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7990,749.03,0,18,16.43,0,0,57447.88,38.75,25,0.901,14.66,spr_fam_sum,2024-05-19
2026,FR,HR438,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8110,398.49,0,8,21.67,0,1,46492.04,78.39,41,1.046,19.44,ilc_di07,2024-04-14
2010,HU,DK593,OTHER,1,CHILDCARE_SUBSIDY,7856,521.02,1,52,14.93,0,0,14679.5,23.03,29,1.189,7.68,spr_fam_ben,2025-03-19
2011,LV,HR5,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8374,455.36,0,26,62.84,0,0,81128.0,46.92,26,1.581,16.65,ilc_lvho14,2026-01-21
2012,MT,CZ45,GUARDIANSHIP,3,BIRTH_GRANT,8082,682.92,1,14,91.62,1,0,28440.98,20.19,45,1.139,31.07,lfso_14a,2024-06-11
2013,PT,SE45,EXTENDED_FAMILY,4,HOUSING_TOPUP,8159,241.29,1,0,59.26,0,1,57602.92,24.96,46,1.089,12.09,spr_fam_sum,2025-06-18
2014,SI,LT6,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7530,426.86,0,40,82.97,1,0,38267.84,93.96,37,1.838,26.63,ilc_di07,2024-12-19
2015,AT,NL19,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8269,774.16,0,18,56.37,0,0,65397.79,30.97,44,1.554,26.51,spr_fam_ben,2025-06-13
2016,HR,CZ8,OTHER,1,CHILDCARE_SUBSIDY,8282,255.01,1,8,71.31,0,1,43213.77,97.03,33,1.549,15.31,ilc_lvho14,2024-09-02
2017,DK,HU79,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8414,86.39,0,52,57.22,0,0,21800.59,18.3,37,2.06,29.49,lfso_14a,2025-05-02
2018,FR,MT142,GUARDIANSHIP,3,BIRTH_GRANT,8104,574.98,0,26,34.47,1,0,73806.3,29.24,47,0.932,20.68,spr_fam_sum,2025-06-28
2019,HU,RO3,EXTENDED_FAMILY,4,HOUSING_TOPUP,7324,638.2,1,14,47.05,0,1,73598.2,54.97,48,2.044,24.63,ilc_di07,2024-04-02
2020,LV,LT373,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8100,400.13,0,0,78.64,0,1,53912.16,85.86,39,1.242,24.77,spr_fam_ben,2024-05-09
2021,MT,LU753,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7427,231.86,1,40,33.48,0,0,33787.95,56.5,55,1.574,33.15,ilc_lvho14,2025-06-16
2022,PT,PL21,OTHER,1,CHILDCARE_SUBSIDY,8279,738.55,1,18,29.6,0,0,60210.38,48.34,48,2.145,22.2,lfso_14a,2026-01-14
2023,SI,DK331,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8010,374.34,1,8,82.76,0,0,78971.96,63.15,55,1.505,28.25,spr_fam_sum,2025-09-19
2024,AT,BE732,GUARDIANSHIP,3,BIRTH_GRANT,7144,76.6,1,52,62.59,1,0,12542.52,45.17,45,0.991,24.7,ilc_di07,2025-09-11
2025,HR,ES18,EXTENDED_FAMILY,4,HOUSING_TOPUP,7817,455.69,1,26,31.84,0,1,29683.27,69.94,58,1.801,11.23,spr_fam_ben,2024-12-06
2026,DK,CZ88,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7297,146.15,1,14,77.19,0,0,36486.52,90.0,44,0.969,16.69,ilc_lvho14,2025-12-13
2010,FR,SI84,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7765,99.32,0,0,56.42,1,0,76340.76,61.45,56,1.341,30.31,lfso_14a,2024-03-24
2011,HU,LT617,OTHER,1,CHILDCARE_SUBSIDY,7237,554.64,1,40,36.75,0,0,22345.5,69.5,61,1.022,31.19,spr_fam_sum,2024-03-02
2012,LV,FI408,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8562,217.63,0,18,30.14,0,0,32343.81,16.19,47,1.304,24.98,ilc_di07,2025-07-23
2013,MT,PL36,GUARDIANSHIP,3,BIRTH_GRANT,7196,608.41,0,8,72.25,1,0,44842.07,30.55,61,1.277,15.63,spr_fam_ben,2025-04-29
2014,PT,CZ79,EXTENDED_FAMILY,4,HOUSING_TOPUP,8170,99.41,0,52,85.2,0,1,37359.07,23.99,47,2.158,18.62,ilc_lvho14,2024-07-05
2015,SI,CZ383,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7209,228.21,1,26,49.11,1,0,18533.82,50.09,50,1.813,27.0,lfso_14a,2025-10-06
2016,AT,ES3,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7663,490.67,0,14,53.57,0,0,33850.15,91.83,59,1.703,7.95,spr_fam_sum,2025-02-07
2017,HR,RO636,OTHER,1,CHILDCARE_SUBSIDY,8631,107.27,1,0,79.74,0,0,58080.05,15.43,51,1.048,6.67,ilc_di07,2024-08-14
2018,DK,DK56,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7628,400.4,0,40,86.07,0,0,15561.89,52.18,63,1.886,12.17,spr_fam_ben,2024-03-19
2019,FR,DK38,GUARDIANSHIP,3,BIRTH_GRANT,7303,113.46,0,18,56.86,1,0,78331.34,31.85,64,1.075,31.33,ilc_lvho14,2025-06-19
2020,HU,HU3,EXTENDED_FAMILY,4,HOUSING_TOPUP,7786,772.32,0,8,16.18,0,1,71021.34,71.03,70,1.867,20.59,lfso_14a,2025-12-04
2021,LV,FR3,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8110,166.7,0,52,72.39,0,0,32295.17,96.84,71,1.667,9.53,spr_fam_sum,2025-01-15
2022,MT,SE732,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8451,601.27,1,26,33.75,1,0,27564.07,37.36,60,1.427,20.74,ilc_di07,2024-02-12
2023,PT,AT479,OTHER,1,CHILDCARE_SUBSIDY,8670,505.06,1,14,90.58,1,0,57974.0,17.01,57,1.594,17.0,spr_fam_ben,2025-11-02
2024,SI,BE455,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7316,611.21,0,0,57.55,0,0,23827.58,49.12,70,1.963,25.7,ilc_lvho14,2024-09-15
2025,AT,LU61,GUARDIANSHIP,3,BIRTH_GRANT,8684,135.17,0,40,61.71,1,0,15463.09,58.35,64,1.395,18.56,lfso_14a,2026-02-15
2026,HR,SK7,EXTENDED_FAMILY,4,HOUSING_TOPUP,8307,702.71,1,18,55.04,0,1,76475.79,29.58,76,1.588,12.18,spr_fam_sum,2024-02-03
2010,DK,DE59,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8165,560.5,0,8,41.73,0,1,55601.84,63.34,63,1.768,33.14,ilc_di07,2024-08-30
2011,FR,FR428,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7287,241.62,0,52,40.27,0,0,61078.66,21.33,79,1.742,9.45,spr_fam_ben,2024-12-30
2012,HU,LT650,OTHER,1,CHILDCARE_SUBSIDY,7713,739.74,1,26,78.87,0,1,43015.52,92.76,71,1.735,26.77,ilc_lvho14,2024-11-22
2013,LV,BG934,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7739,718.55,0,14,32.05,1,0,53798.04,30.21,64,1.826,22.55,lfso_14a,2025-05-05
2014,MT,SE5,GUARDIANSHIP,3,BIRTH_GRANT,7510,287.45,0,0,51.26,1,0,27674.6,27.38,63,1.373,31.4,spr_fam_sum,2024-03-24
2015,PT,CY821,EXTENDED_FAMILY,4,HOUSING_TOPUP,7595,313.94,0,40,65.1,0,1,45620.6,35.13,63,1.195,23.34,ilc_di07,2025-07-08
2016,SI,DK53,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,7354,554.7,0,18,82.95,0,0,52442.4,83.53,66,1.39,29.35,spr_fam_ben,2024-09-04
2017,AT,SE87,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7422,775.98,1,8,72.74,0,0,20439.33,73.83,65,1.785,33.08,ilc_lvho14,2024-10-04
2018,HR,HU36,OTHER,1,CHILDCARE_SUBSIDY,8012,477.62,1,52,24.56,1,0,22917.99,38.42,73,1.144,17.51,lfso_14a,2024-05-19
2019,DK,FI7,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8646,281.11,0,26,91.39,0,1,60207.62,53.91,86,0.805,21.27,spr_fam_sum,2025-04-07
2020,FR,SI825,GUARDIANSHIP,3,BIRTH_GRANT,8126,422.56,0,14,76.71,1,0,70908.21,64.66,68,1.681,27.29,ilc_di07,2024-06-25
2021,HU,HU201,EXTENDED_FAMILY,4,HOUSING_TOPUP,7543,335.95,0,0,23.13,0,1,42069.62,40.55,73,1.142,27.61,spr_fam_ben,2025-07-02
2022,LV,BE372,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8205,386.95,0,40,72.75,0,0,29403.92,96.04,72,1.217,8.96,ilc_lvho14,2024-05-07
2023,MT,LU3,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,8432,124.5,0,18,44.63,0,1,28972.67,47.65,78,1.772,20.32,lfso_14a,2025-09-16
2024,PT,PT342,OTHER,1,CHILDCARE_SUBSIDY,7575,743.18,1,8,83.53,0,0,36161.56,53.17,74,1.978,22.06,spr_fam_sum,2024-06-28
2025,SI,LV874,FOSTER,2,PARENTAL_LEAVE_BENEFIT,8324,237.85,0,52,54.64,0,0,12893.31,93.23,85,0.883,6.65,ilc_di07,2025-03-17
2026,AT,FR7,GUARDIANSHIP,3,BIRTH_GRANT,8250,158.87,0,26,51.1,1,0,34668.05,46.22,75,1.037,6.59,spr_fam_ben,2025-06-11
2010,HR,FR30,EXTENDED_FAMILY,4,HOUSING_TOPUP,7613,484.6,0,14,56.3,0,1,21524.65,88.61,77,1.8,7.3,ilc_lvho14,2024-10-24
2011,DK,SE64,SINGLE_PARENT,5,IN_WORK_FAMILY_BONUS,8447,623.35,1,0,70.87,0,0,14195.03,45.07,87,0.924,13.31,lfso_14a,2025-12-11
2012,FR,DE55,COUPLE_WITH_CHILDREN,0,CHILD_ALLOWANCE,7701,647.77,0,40,19.96,0,0,57749.47,43.24,2,1.869,9.95,spr_fam_sum,2025-11-10
2013,HU,ES39,OTHER,1,CHILDCARE_SUBSIDY,7471,148.79,1,18,71.11,0,0,68811.18,84.93,17,1.719,22.44,ilc_di07,2024-07-14
2014,LV,CZ74,FOSTER,2,PARENTAL_LEAVE_BENEFIT,7449,508.64,0,8,26.83,0,0,63940.95,87.28,16,1.799,17.66,spr_fam_ben,2025-07-30
2015,MT,PT726,GUARDIANSHIP,3,BIRTH_GRANT,7352,96.34,0,52,19.61,1,0,16428.14,22.86,22,1.012,12.62,ilc_lvho14,2025-09-26
