house_homeless_reference_year,house_homeless_country_iso2,house_homeless_region_nuts_code,house_homeless_measurement_method_code,house_homeless_total_count,house_homeless_sheltered_count,house_homeless_unsheltered_count,house_homeless_temporary_accommodation_count,house_homeless_youth_share_pct,house_homeless_women_share_pct,house_homeless_migrant_share_pct,house_homeless_duration_long_term_share_pct,house_homeless_health_needs_share_pct,house_homeless_housing_first_programme_flag,house_homeless_support_service_capacity,house_homeless_evictions_count,house_homeless_rent_arrears_share_pct,house_homeless_data_source,house_homeless_revision_round,house_homeless_data_extract_date
2017,DK,LU955,ADMIN_REGISTER,28419,22527,4669,8559,10.93,35.72,57.54,12.28,32.31,0,30588,1665,19.06,SURVEY_ESTIMATE,BENCHMARK,2024-11-05
2018,IE,HU2,SURVEY_ESTIMATE,38126,23885,10759,15713,23.25,42.24,52.31,18.55,34.92,1,38925,18510,11.36,FEANTSA_REPORTING,FLASH,2025-04-01
2019,PL,RO30,SERVICE_USE_ADMIN,59694,36590,22643,20537,15.06,18.36,47.38,22.51,35.4,1,32614,7008,7.89,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-29
2020,AT,RO2,MODELLED_ESTIMATE,49421,39193,7709,9962,19.96,28.61,35.18,33.59,50.86,0,45013,10939,19.11,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-08
2021,EE,NL33,POINT_IN_TIME,92035,73397,14463,22250,21.85,39.0,35.4,60.87,27.6,0,104331,5878,6.99,SURVEY_ESTIMATE,BENCHMARK,2024-02-16
2022,IT,LU1,ADMIN_REGISTER,36446,22238,8557,17897,8.23,32.87,39.81,30.31,27.82,0,16553,5098,17.46,FEANTSA_REPORTING,FLASH,2026-02-17
2023,PT,HR32,SURVEY_ESTIMATE,24326,16639,7985,11121,26.34,25.53,48.87,10.57,46.92,1,12820,5539,12.25,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-03-05
2024,BE,IT76,SERVICE_USE_ADMIN,74664,55616,18026,22967,24.68,31.1,11.61,38.21,26.63,0,77014,7417,5.98,CITY_HOMELESSNESS_CENSUS,SECOND,2025-06-21
2025,FI,PT671,MODELLED_ESTIMATE,25907,22671,2953,4394,9.82,45.88,15.84,32.11,24.1,1,17725,16892,15.12,SURVEY_ESTIMATE,BENCHMARK,2024-06-28
2006,LV,AT58,POINT_IN_TIME,40642,30592,8118,14609,13.41,18.76,25.09,32.12,14.16,1,37563,13123,5.24,FEANTSA_REPORTING,FLASH,2026-02-20
2007,RO,GR254,ADMIN_REGISTER,100259,75439,22346,49386,14.93,20.53,28.18,37.03,9.2,0,100480,866,5.52,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-05-10
2008,BG,DE819,SURVEY_ESTIMATE,8643,4499,2776,2957,24.59,28.31,23.33,13.37,41.37,1,9230,16435,15.32,CITY_HOMELESSNESS_CENSUS,SECOND,2024-11-29
2009,FR,DK51,SERVICE_USE_ADMIN,32611,28259,3322,9964,5.96,20.03,15.25,34.56,40.62,1,33095,12053,17.7,SURVEY_ESTIMATE,BENCHMARK,2024-04-13
2010,LT,LU59,MODELLED_ESTIMATE,45066,39525,4622,15542,20.47,42.47,44.64,29.29,8.2,1,22534,4459,7.81,FEANTSA_REPORTING,FLASH,2024-02-25
2011,SK,MT232,POINT_IN_TIME,28988,18820,7758,12197,12.85,37.84,12.66,20.7,48.96,0,23660,6125,5.64,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-01-29
2012,HR,ES2,ADMIN_REGISTER,59039,42638,10018,14349,19.87,13.69,16.83,15.22,41.58,0,32349,14723,13.44,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-09
2013,DE,LV66,SURVEY_ESTIMATE,50785,41689,6192,12132,26.93,43.88,12.86,53.15,31.73,0,34122,2283,21.84,SURVEY_ESTIMATE,BENCHMARK,2025-08-27
2014,LU,PT17,SERVICE_USE_ADMIN,26695,19963,5153,12871,6.88,33.97,53.38,46.9,27.84,1,11729,15291,10.89,FEANTSA_REPORTING,FLASH,2026-02-07
2015,SI,EE601,MODELLED_ESTIMATE,84477,41732,27868,40381,20.3,27.52,29.89,27.63,49.08,0,73840,1596,16.74,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-14
2016,CY,AT83,POINT_IN_TIME,76873,65567,8572,40770,26.23,34.69,51.62,41.02,50.97,1,62581,8498,21.65,CITY_HOMELESSNESS_CENSUS,SECOND,2024-11-22
2017,GR,SE3,ADMIN_REGISTER,29583,24104,4115,5014,5.24,44.06,25.24,38.75,37.63,1,13031,8623,14.55,SURVEY_ESTIMATE,BENCHMARK,2025-05-04
2018,MT,FI207,SURVEY_ESTIMATE,87711,52500,26291,26814,26.8,23.58,39.21,13.24,16.17,0,86566,1300,10.98,FEANTSA_REPORTING,FLASH,2024-05-27
2019,ES,LT5,SERVICE_USE_ADMIN,76516,35366,23414,8522,19.42,35.94,22.86,40.39,37.06,0,36180,13843,17.64,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-01-06
2020,CZ,CZ4,MODELLED_ESTIMATE,67114,41232,14438,19610,12.68,31.46,21.92,57.73,12.79,1,69906,12202,15.31,CITY_HOMELESSNESS_CENSUS,SECOND,2024-03-12
2021,HU,MT109,POINT_IN_TIME,54019,41062,11425,18473,7.7,19.01,53.55,10.82,37.44,0,20451,15286,5.52,SURVEY_ESTIMATE,BENCHMARK,2025-10-14
2022,NL,SK9,ADMIN_REGISTER,591,406,191,287,14.54,24.28,19.23,42.87,44.7,1,439,5300,9.62,FEANTSA_REPORTING,FLASH,2025-01-30
2023,SE,SE90,SURVEY_ESTIMATE,57179,27221,20164,13343,13.94,26.93,36.73,40.96,26.43,1,59463,22752,21.8,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-03-29
2024,DK,SI88,SERVICE_USE_ADMIN,57523,45028,10978,22530,13.28,39.83,51.45,28.91,7.68,1,61482,2796,3.54,CITY_HOMELESSNESS_CENSUS,SECOND,2024-05-12
2025,IE,GR828,MODELLED_ESTIMATE,50545,41959,6132,6137,27.33,30.22,15.69,27.4,32.61,0,45340,15207,19.85,SURVEY_ESTIMATE,BENCHMARK,2024-08-15
2006,PL,CY5,POINT_IN_TIME,13079,11157,1397,1341,9.95,36.43,42.63,37.31,49.36,0,4824,14339,6.62,FEANTSA_REPORTING,FLASH,2025-08-05
2007,AT,SK4,ADMIN_REGISTER,61847,51488,7450,26193,7.79,26.52,45.82,54.03,24.46,0,28346,13210,17.55,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-02
2008,EE,IE89,SURVEY_ESTIMATE,44487,37792,3820,16045,13.32,20.11,10.91,61.98,11.38,0,27674,1379,6.17,CITY_HOMELESSNESS_CENSUS,SECOND,2025-07-28
2009,IT,NL970,SERVICE_USE_ADMIN,21414,16153,3265,11685,9.52,21.25,28.43,34.3,40.58,1,19279,13508,6.3,SURVEY_ESTIMATE,BENCHMARK,2024-01-29
2010,PT,SK45,MODELLED_ESTIMATE,45022,32816,11568,12897,26.24,42.92,41.7,36.22,36.57,0,40866,7828,12.72,FEANTSA_REPORTING,FLASH,2025-05-15
2011,BE,NL8,POINT_IN_TIME,4959,2253,2577,648,14.16,34.35,51.26,44.24,23.79,1,1858,14884,14.65,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-04-11
2012,FI,FR22,ADMIN_REGISTER,48947,38578,8096,5366,5.46,32.2,32.34,14.18,25.6,1,33611,5841,16.86,CITY_HOMELESSNESS_CENSUS,SECOND,2024-02-01
2013,LV,BG3,SURVEY_ESTIMATE,497,313,101,113,23.21,16.22,57.66,46.74,36.71,0,301,11530,20.43,SURVEY_ESTIMATE,BENCHMARK,2025-05-20
2014,RO,BG96,SERVICE_USE_ADMIN,36018,22824,8452,8441,19.5,18.52,25.26,13.86,22.58,0,27280,8503,1.48,FEANTSA_REPORTING,FLASH,2025-01-31
2015,BG,HU465,MODELLED_ESTIMATE,53504,43797,8884,22013,18.97,21.36,54.03,54.6,40.17,1,36233,15578,6.9,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-08-18
2016,FR,HR29,POINT_IN_TIME,27508,14911,9818,13333,18.01,12.65,44.16,18.69,22.65,0,31100,14575,15.01,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-26
2017,LT,BE7,ADMIN_REGISTER,42264,23066,11357,10533,17.02,34.9,55.09,34.42,30.03,1,29503,12635,11.77,SURVEY_ESTIMATE,BENCHMARK,2024-11-05
2018,SK,BE87,SURVEY_ESTIMATE,42136,29922,7512,9485,19.85,31.97,24.1,29.67,51.08,1,30833,5416,7.19,FEANTSA_REPORTING,FLASH,2025-11-09
2019,HR,HR81,SERVICE_USE_ADMIN,44281,37122,7366,7780,10.23,45.29,57.14,23.31,8.31,1,38654,17375,13.36,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-14
2020,DE,AT816,MODELLED_ESTIMATE,14320,8329,6036,4024,27.47,40.41,25.18,17.14,11.29,0,8125,15551,20.42,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-03
2021,LU,MT937,POINT_IN_TIME,52244,42564,5325,18945,17.03,29.58,35.65,12.43,36.33,0,51783,12064,17.38,SURVEY_ESTIMATE,BENCHMARK,2024-09-07
2022,SI,AT431,ADMIN_REGISTER,86580,70363,16744,40500,13.76,22.18,18.12,24.73,34.33,1,65105,5464,14.4,FEANTSA_REPORTING,FLASH,2024-12-01
2023,CY,GR848,SURVEY_ESTIMATE,76083,60711,14684,35319,13.06,37.08,43.0,25.63,33.31,1,75118,16255,1.19,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-11
2024,GR,SK69,SERVICE_USE_ADMIN,101021,57042,42302,44185,12.42,36.25,28.6,30.66,14.21,0,93189,17720,10.17,CITY_HOMELESSNESS_CENSUS,SECOND,2024-11-01
2025,MT,HU326,MODELLED_ESTIMATE,9139,7233,1614,3385,17.48,26.62,29.95,25.09,40.89,0,9934,8639,7.09,SURVEY_ESTIMATE,BENCHMARK,2024-07-23
2006,ES,SE619,POINT_IN_TIME,20010,12020,5034,5775,21.67,40.75,40.9,28.41,35.68,1,20738,19547,19.31,FEANTSA_REPORTING,FLASH,2024-11-20
2007,CZ,HR8,ADMIN_REGISTER,80678,67121,13719,34634,20.05,17.02,17.37,45.02,30.94,0,63673,11333,15.16,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-07
2008,HU,PL42,SURVEY_ESTIMATE,14713,7757,4900,5579,26.03,26.04,38.1,39.68,20.47,0,15600,17397,18.06,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-13
2009,NL,BG365,SERVICE_USE_ADMIN,54273,35198,10909,15181,16.62,18.07,30.81,22.75,44.95,1,58716,756,13.9,SURVEY_ESTIMATE,BENCHMARK,2025-05-04
2010,SE,CZ5,MODELLED_ESTIMATE,58497,31415,17950,29204,5.95,18.14,55.05,47.68,25.17,0,35797,4439,14.89,FEANTSA_REPORTING,FLASH,2025-10-01
2011,DK,LV533,POINT_IN_TIME,25828,20752,3243,10237,27.71,40.5,27.13,60.46,19.79,0,26098,3256,17.81,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-12-08
2012,IE,IT885,ADMIN_REGISTER,34949,28678,5282,9247,9.45,43.97,57.48,55.0,40.3,0,28978,8891,21.72,CITY_HOMELESSNESS_CENSUS,SECOND,2025-03-07
2013,PL,PT359,SURVEY_ESTIMATE,19612,15034,2805,6937,10.31,23.55,49.64,24.02,37.76,1,12358,18574,13.97,SURVEY_ESTIMATE,BENCHMARK,2024-08-21
2014,AT,HR19,SERVICE_USE_ADMIN,14550,6890,6895,4707,17.87,43.77,56.85,10.01,41.71,1,16176,11945,13.49,FEANTSA_REPORTING,FLASH,2025-03-06
2015,EE,CZ1,MODELLED_ESTIMATE,24794,16152,6014,8125,12.96,23.55,35.61,13.05,40.39,0,24051,6731,15.91,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-15
2016,IT,FR28,POINT_IN_TIME,32747,16382,10585,13156,9.25,39.66,11.8,24.12,39.32,1,12375,13930,18.18,CITY_HOMELESSNESS_CENSUS,SECOND,2025-02-10
2017,PT,LU3,ADMIN_REGISTER,57831,27770,25014,15351,15.42,28.65,55.85,16.08,50.81,1,48857,1926,9.11,SURVEY_ESTIMATE,BENCHMARK,2024-05-17
2018,BE,CY864,SURVEY_ESTIMATE,58230,32462,22082,25996,11.41,27.9,34.0,17.82,48.78,0,52295,4202,15.66,FEANTSA_REPORTING,FLASH,2024-04-09
2019,FI,AT662,SERVICE_USE_ADMIN,13311,7943,4171,2541,5.09,29.72,57.62,34.51,44.33,0,12128,7176,21.5,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-11-09
2020,LV,EE73,MODELLED_ESTIMATE,17945,8861,5510,5426,24.41,46.06,32.72,43.74,47.75,1,20172,14074,10.53,CITY_HOMELESSNESS_CENSUS,SECOND,2024-02-09
2021,RO,PL73,POINT_IN_TIME,66998,50778,9289,22292,11.35,28.84,34.24,26.69,32.81,0,63265,2102,20.33,SURVEY_ESTIMATE,BENCHMARK,2024-10-16
2022,BG,LV61,ADMIN_REGISTER,63883,36916,21292,12320,6.46,20.39,28.67,23.63,14.85,0,43420,1209,6.92,FEANTSA_REPORTING,FLASH,2025-06-29
2023,FR,LV729,SURVEY_ESTIMATE,13440,11157,1955,6789,5.78,41.09,21.79,37.41,36.97,1,14606,14190,21.25,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-01
2024,LT,SK36,SERVICE_USE_ADMIN,49420,38015,9981,23406,18.76,39.95,47.82,17.45,33.51,1,37280,2730,0.82,CITY_HOMELESSNESS_CENSUS,SECOND,2025-01-08
2025,SK,MT37,MODELLED_ESTIMATE,67761,49518,12207,6916,15.82,13.55,47.1,39.54,33.52,1,40489,15908,15.86,SURVEY_ESTIMATE,BENCHMARK,2025-10-08
2006,HR,ES67,POINT_IN_TIME,69510,49759,11975,32691,6.69,47.42,26.11,39.37,35.41,1,29940,5875,14.26,FEANTSA_REPORTING,FLASH,2024-05-11
2007,DE,FR4,ADMIN_REGISTER,46344,32555,8280,22695,10.1,23.83,48.28,31.47,14.51,0,39334,14424,19.57,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-23
2008,LU,MT773,SURVEY_ESTIMATE,41276,21585,20149,21935,14.29,34.52,44.83,53.64,25.32,0,26353,810,11.71,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-29
2009,SI,BG1,SERVICE_USE_ADMIN,9813,7300,1931,1007,13.25,40.86,55.48,50.54,33.93,1,9824,1691,16.06,SURVEY_ESTIMATE,BENCHMARK,2025-10-04
2010,CY,DE7,MODELLED_ESTIMATE,47041,34222,8801,10076,17.55,46.48,47.45,31.98,47.62,0,34563,2101,4.6,FEANTSA_REPORTING,FLASH,2024-10-12
2011,GR,IE8,POINT_IN_TIME,49035,31336,10310,21495,6.94,41.51,12.72,18.87,32.14,1,38108,12960,4.71,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-07-12
2012,MT,SE59,ADMIN_REGISTER,17347,14952,2461,3778,12.69,19.88,28.21,18.95,41.39,0,16677,7113,16.97,CITY_HOMELESSNESS_CENSUS,SECOND,2026-01-06
2013,ES,HR51,SURVEY_ESTIMATE,18870,11935,7112,2863,9.64,39.44,10.22,49.51,50.51,1,15745,21681,17.82,SURVEY_ESTIMATE,BENCHMARK,2026-01-03
2014,CZ,PT53,SERVICE_USE_ADMIN,76440,46508,23798,36364,6.45,47.84,12.73,53.51,42.7,1,85124,1807,7.89,FEANTSA_REPORTING,FLASH,2024-11-16
2015,HU,PT125,MODELLED_ESTIMATE,23718,13498,8268,5898,21.06,28.11,24.34,12.12,25.17,1,16162,8163,1.3,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-16
2016,NL,IE80,POINT_IN_TIME,2152,1325,634,630,7.48,46.99,12.1,14.76,7.33,1,1092,4266,6.89,CITY_HOMELESSNESS_CENSUS,SECOND,2024-06-19
2017,SE,BG9,ADMIN_REGISTER,564,276,182,248,21.99,39.97,51.71,29.52,12.71,1,323,12489,20.72,SURVEY_ESTIMATE,BENCHMARK,2025-07-14
2018,DK,HR844,SURVEY_ESTIMATE,30330,18580,9321,10483,8.48,32.93,9.71,57.76,45.58,0,15393,4416,20.52,FEANTSA_REPORTING,FLASH,2024-08-14
2019,IE,DK95,SERVICE_USE_ADMIN,695,582,113,83,6.25,16.2,36.33,15.71,42.78,1,420,3572,1.6,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-27
2020,PL,EE6,MODELLED_ESTIMATE,54443,31601,15330,10410,12.51,26.21,23.18,13.34,46.47,0,55554,7856,2.47,CITY_HOMELESSNESS_CENSUS,SECOND,2024-12-29
2021,AT,BE6,POINT_IN_TIME,88346,42789,37130,33798,20.23,25.57,26.02,60.44,41.85,1,78162,151,11.55,SURVEY_ESTIMATE,BENCHMARK,2025-09-06
2022,EE,NL89,ADMIN_REGISTER,29897,24861,3486,14790,20.81,31.11,30.43,42.56,25.23,1,16954,14283,2.07,FEANTSA_REPORTING,FLASH,2024-11-07
2023,IT,BE542,SURVEY_ESTIMATE,74069,51833,15469,32227,17.51,27.78,41.32,39.0,36.68,1,63069,13632,7.38,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-21
2024,PT,BG76,SERVICE_USE_ADMIN,11762,6683,4848,2892,19.35,25.24,26.98,35.16,51.97,0,5900,10639,1.47,CITY_HOMELESSNESS_CENSUS,SECOND,2025-02-27
2025,BE,FI7,MODELLED_ESTIMATE,2320,1971,303,947,6.8,40.11,49.35,18.71,6.46,1,1133,17810,7.67,SURVEY_ESTIMATE,BENCHMARK,2025-06-16
2006,FI,PL21,POINT_IN_TIME,17580,12343,5174,3907,7.63,44.65,19.11,60.76,10.89,0,10075,315,12.02,FEANTSA_REPORTING,FLASH,2024-02-03
2007,LV,BE423,ADMIN_REGISTER,12034,9818,1777,2032,23.49,32.7,41.12,57.36,51.98,1,13002,1817,20.09,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-10-19
2008,RO,PT607,SURVEY_ESTIMATE,31761,25662,4554,7613,23.8,40.77,27.02,50.59,16.75,0,24746,6834,18.05,CITY_HOMELESSNESS_CENSUS,SECOND,2025-12-27
2009,BG,DK32,SERVICE_USE_ADMIN,17097,7796,8968,5692,21.51,35.0,23.97,41.75,19.37,0,16657,10764,4.76,SURVEY_ESTIMATE,BENCHMARK,2025-09-27
2010,FR,IT23,MODELLED_ESTIMATE,66864,35820,23183,9993,5.22,12.73,48.49,60.43,49.81,0,71964,3619,15.85,FEANTSA_REPORTING,FLASH,2024-07-19
2011,LT,DK195,POINT_IN_TIME,48451,27539,16366,12934,14.16,44.29,48.48,34.25,25.16,1,25219,3232,12.95,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-11-15
2012,SK,RO478,ADMIN_REGISTER,3276,2821,314,1180,12.06,38.77,22.09,37.2,36.78,1,3146,14975,16.77,CITY_HOMELESSNESS_CENSUS,SECOND,2024-03-27
2013,HR,RO375,SURVEY_ESTIMATE,5963,4651,1039,3232,26.21,39.65,50.59,53.08,44.12,0,4405,13887,16.78,SURVEY_ESTIMATE,BENCHMARK,2025-11-22
2014,DE,AT677,SERVICE_USE_ADMIN,60046,48322,8613,23510,20.18,43.83,28.26,22.11,34.3,1,49811,6032,18.47,FEANTSA_REPORTING,FLASH,2025-05-15
2015,LU,LV58,MODELLED_ESTIMATE,21549,11579,9640,8651,17.83,28.1,20.72,27.48,38.83,0,14879,11216,13.76,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-11-04
2016,SI,FR90,POINT_IN_TIME,40312,25451,10311,6663,8.74,45.29,47.02,45.18,19.96,1,31187,6857,12.79,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-09
2017,CY,SI409,ADMIN_REGISTER,71632,48664,18526,25584,17.01,18.68,30.63,24.02,18.14,1,45115,6533,4.51,SURVEY_ESTIMATE,BENCHMARK,2024-12-28
2018,GR,ES706,SURVEY_ESTIMATE,38796,33171,3911,20997,17.74,33.26,31.74,12.09,6.56,1,35048,8556,8.95,FEANTSA_REPORTING,FLASH,2025-12-21
2019,MT,RO189,SERVICE_USE_ADMIN,17164,14019,2734,8258,14.94,34.61,25.64,54.28,14.12,1,7557,5731,1.09,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-06-18
2020,ES,NL1,MODELLED_ESTIMATE,65193,53005,6866,27639,15.73,21.98,12.04,20.0,37.29,0,60973,12106,9.77,CITY_HOMELESSNESS_CENSUS,SECOND,2024-07-05
2021,CZ,FI71,POINT_IN_TIME,4161,2034,1954,1493,26.83,24.99,56.08,59.11,34.89,1,1618,5617,9.37,SURVEY_ESTIMATE,BENCHMARK,2024-09-02
2022,HU,IT917,ADMIN_REGISTER,87147,75563,9993,44381,10.71,13.86,48.02,38.91,33.06,0,58724,8860,13.99,FEANTSA_REPORTING,FLASH,2024-05-21
2023,NL,LU33,SURVEY_ESTIMATE,35580,17947,11993,18041,21.87,27.99,54.99,25.11,48.16,0,32975,683,18.07,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-19
2024,SE,DK71,SERVICE_USE_ADMIN,52705,26291,26507,27480,12.45,29.91,20.18,47.02,13.14,0,55834,18028,5.45,CITY_HOMELESSNESS_CENSUS,SECOND,2024-07-30
2025,DK,SK85,MODELLED_ESTIMATE,65187,56343,6661,25974,23.31,26.15,37.39,56.02,41.65,1,63664,22301,20.49,SURVEY_ESTIMATE,BENCHMARK,2024-02-28
2006,IE,HU78,POINT_IN_TIME,39308,20303,13365,13732,14.6,34.77,31.15,58.64,46.91,1,15612,12242,21.64,FEANTSA_REPORTING,FLASH,2024-02-07
2007,PL,FI81,ADMIN_REGISTER,76819,53303,16988,12980,14.45,39.7,52.93,16.62,10.03,1,36922,131,18.32,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-25
2008,AT,BG950,SURVEY_ESTIMATE,16555,9634,4981,4409,10.37,12.58,37.2,20.14,17.81,0,12962,9183,21.61,CITY_HOMELESSNESS_CENSUS,SECOND,2024-02-20
2009,EE,MT485,SERVICE_USE_ADMIN,49772,31542,18755,22823,24.34,30.82,16.15,23.77,32.43,0,45159,7819,13.43,SURVEY_ESTIMATE,BENCHMARK,2024-06-17
2010,IT,PT697,MODELLED_ESTIMATE,615,410,142,101,27.89,43.79,20.44,58.62,47.34,0,705,14403,14.53,FEANTSA_REPORTING,FLASH,2025-01-07
2011,PT,IT5,POINT_IN_TIME,13445,8523,3066,2923,22.37,13.74,17.56,53.26,39.65,1,15032,2667,20.29,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-14
2012,BE,DE77,ADMIN_REGISTER,89536,59599,27913,25683,14.35,44.9,51.69,54.16,41.53,1,100648,14770,17.54,CITY_HOMELESSNESS_CENSUS,SECOND,2025-10-09
2013,FI,LU709,SURVEY_ESTIMATE,68023,53000,15613,32625,13.73,28.65,27.91,23.85,14.33,1,25965,5220,21.34,SURVEY_ESTIMATE,BENCHMARK,2025-06-22
2014,LV,LV9,SERVICE_USE_ADMIN,22537,17954,2801,2412,16.3,16.76,24.84,48.31,26.83,0,24017,9017,21.3,FEANTSA_REPORTING,FLASH,2025-04-02
2015,RO,CZ23,MODELLED_ESTIMATE,61751,36693,14862,20015,13.2,37.84,18.5,18.07,20.36,0,26613,7503,8.99,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-09-10
2016,BG,IT950,POINT_IN_TIME,64828,38903,21659,13405,14.13,19.94,26.29,52.97,29.07,1,46122,4300,13.17,CITY_HOMELESSNESS_CENSUS,SECOND,2024-01-14
2017,FR,HU100,ADMIN_REGISTER,76371,55261,19693,38115,17.81,47.99,19.93,41.9,28.07,1,72304,6753,1.68,SURVEY_ESTIMATE,BENCHMARK,2026-02-14
2018,LT,CY555,SURVEY_ESTIMATE,2348,1302,768,250,25.85,29.23,13.62,35.35,47.11,0,1594,3575,1.19,FEANTSA_REPORTING,FLASH,2024-11-10
2019,SK,EE1,SERVICE_USE_ADMIN,45942,24612,15951,14125,27.16,14.33,40.26,57.98,24.48,0,36198,14965,15.35,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-02-09
2020,HR,LT285,MODELLED_ESTIMATE,18811,11721,3910,3616,10.0,12.99,8.38,41.18,19.86,1,11835,1553,10.58,CITY_HOMELESSNESS_CENSUS,SECOND,2025-09-04
2021,DE,FR89,POINT_IN_TIME,85265,46067,24042,45672,11.39,33.12,38.57,45.03,13.88,1,62742,2195,15.67,SURVEY_ESTIMATE,BENCHMARK,2025-05-18
2022,LU,FI837,ADMIN_REGISTER,30434,24723,5096,10491,27.94,44.86,31.11,50.45,47.12,0,11889,10994,19.5,FEANTSA_REPORTING,FLASH,2025-12-09
2023,SI,EE163,SURVEY_ESTIMATE,85929,48271,27206,44208,9.98,24.48,20.17,35.91,12.72,0,32562,9735,18.6,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2026-02-17
2024,CY,BG52,SERVICE_USE_ADMIN,47092,33867,11449,6219,21.93,30.43,20.75,35.85,47.85,1,49160,5625,18.53,CITY_HOMELESSNESS_CENSUS,SECOND,2025-12-30
2025,GR,IT27,MODELLED_ESTIMATE,94382,50038,38003,32823,23.29,41.48,14.89,55.66,22.69,0,75887,19725,16.99,SURVEY_ESTIMATE,BENCHMARK,2026-01-31
2006,MT,EE692,POINT_IN_TIME,69128,56671,10313,8734,8.25,24.39,9.48,19.41,8.77,1,43840,10418,20.65,FEANTSA_REPORTING,FLASH,2024-03-07
2007,ES,RO59,ADMIN_REGISTER,36561,23652,10340,14070,24.99,34.32,21.34,32.04,28.15,1,13392,4924,15.11,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-04-17
2008,CZ,LU99,SURVEY_ESTIMATE,48230,34540,9817,21500,7.17,24.52,20.74,19.68,25.06,0,27530,12074,19.32,CITY_HOMELESSNESS_CENSUS,SECOND,2024-04-26
2009,HU,CZ3,SERVICE_USE_ADMIN,50945,33778,10885,16348,9.46,15.75,17.0,41.41,36.35,0,34459,15591,15.12,SURVEY_ESTIMATE,BENCHMARK,2025-06-12
2010,NL,AT97,MODELLED_ESTIMATE,53595,31327,13224,23045,7.39,29.35,35.43,21.51,11.75,0,28769,19764,7.86,FEANTSA_REPORTING,FLASH,2024-08-31
2011,SE,FI64,POINT_IN_TIME,84656,73274,8006,43505,14.19,45.53,47.93,16.51,34.16,1,49914,14699,17.34,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2025-07-16
2012,DK,ES934,ADMIN_REGISTER,81681,62953,18949,35231,25.93,47.22,10.84,55.25,36.1,0,42279,12877,17.69,CITY_HOMELESSNESS_CENSUS,SECOND,2024-09-18
2013,IE,IE252,SURVEY_ESTIMATE,19314,13457,6048,5814,23.51,17.97,27.9,34.81,25.42,0,7654,11492,6.07,SURVEY_ESTIMATE,BENCHMARK,2024-05-31
2014,PL,SI96,SERVICE_USE_ADMIN,62252,44240,12986,34130,14.48,13.1,22.66,30.29,18.53,0,34389,6829,8.22,FEANTSA_REPORTING,FLASH,2024-12-22
2015,AT,ES73,MODELLED_ESTIMATE,92133,62401,21368,46952,15.75,20.33,21.67,41.11,39.2,1,54502,3427,20.91,NATIONAL_SOCIAL_SERVICE_ADMIN,FIRST,2024-05-04
2016,EE,RO77,POINT_IN_TIME,31585,15249,12289,10321,12.36,42.21,49.76,16.07,17.53,1,22436,9383,4.29,CITY_HOMELESSNESS_CENSUS,SECOND,2025-07-08
