energy_price_rate_effective_date,energy_price_utility_id,energy_price_tariff_code,energy_price_customer_class,energy_price_fixed_charge_inr,energy_price_energy_charge_cents_kwh,energy_price_demand_charge_inr_kw,energy_price_fuel_adjustment_cents_kwh,energy_price_riders_surcharges_inr,energy_price_bill_amount_avg_inr,energy_price_bill_amount_p95_inr,energy_price_arrears_rate_pct,energy_price_disconnection_rate_pct,energy_price_reconnection_rate_pct,energy_price_payment_plan_enrollment,energy_price_assistance_program_uptake,energy_price_net_metering_credit_rate,energy_price_time_variant_pricing_flag,energy_price_low_income_discount_flag,energy_price_regulatory_docket_id
2023-12-25,DISCOMNE05,GOV,residential,285.25,57.794,207.62,1.941,0.41,18737.68,28061.74,6.39,0.34,0.29,61713,0.099,3.769,1,1,ERC202312-00652
2019-05-08,DISCOMNR02,GOV,commercial,142.57,105.067,219.78,19.949,41.15,10972.31,25973.75,9.82,0.0,0.0,97704,0.319,2.39,0,0,ERC201905-00653
2022-08-03,DISCOMNE01,HT1,agriculture,284.78,113.47,621.41,20.18,187.89,7705.53,12412.61,7.38,0.86,0.61,92049,0.101,1.635,0,1,ERC202208-00654
2019-06-26,DISCOMSR01,AG1,commercial,267.06,74.054,165.22,26.732,76.12,22020.36,64493.95,3.48,0.26,0.22,107364,0.0,7.083,0,1,ERC201906-00655
2019-07-19,DISCOMSR04,AG1,commercial,282.59,76.008,425.67,8.496,259.94,9650.76,25392.6,3.01,1.16,1.09,89906,0.421,6.649,1,1,ERC201907-00656
2023-02-08,DISCOMSR04,LT2,agriculture,395.06,113.322,133.01,14.476,115.95,21898.72,64577.59,3.34,0.44,0.48,68446,0.139,7.571,0,0,ERC202302-00657
2022-04-01,DISCOMER02,TEMP,commercial,224.79,114.382,319.11,23.136,102.85,8957.97,24396.49,1.7,0.79,0.74,1234,0.003,4.373,1,0,ERC202204-00658
2022-06-29,DISCOMSR06,GOV,industrial,67.13,46.06,407.0,31.897,175.89,24638.88,73228.12,2.97,0.52,0.56,76381,0.178,5.54,0,0,ERC202206-00659
2021-09-01,DISCOMNR06,HT2,agriculture,131.5,31.779,175.42,15.253,80.99,6752.12,16769.31,5.74,0.74,0.8,2996,0.17,1.389,0,1,ERC202109-00660
2025-04-19,DISCOMSR04,HT2,commercial,142.61,70.847,186.57,5.882,70.54,3168.02,5785.74,8.9,1.06,0.88,58398,0.278,7.613,0,0,ERC202504-00661
2020-01-28,DISCOMWR05,LT2,residential,83.35,59.376,545.9,22.296,29.73,18554.21,32482.85,8.2,0.0,0.0,13916,0.123,5.5,0,0,ERC202001-00662
2024-05-14,DISCOMER05,GOV,industrial,370.07,64.524,216.58,20.866,9.07,14346.92,20505.1,0.38,0.41,0.44,72751,0.257,1.138,0,1,ERC202405-00663
2023-02-03,DISCOMER06,HT2,commercial,281.88,100.463,290.55,4.959,263.96,645.42,1237.0,10.59,0.4,0.25,4385,0.206,1.988,1,0,ERC202302-00664
2020-04-11,DISCOMER05,GOV,industrial,297.22,83.149,79.04,26.909,83.19,16610.96,24748.2,9.6,1.19,1.01,100083,0.087,6.617,1,0,ERC202004-00665
2022-06-26,DISCOMSR06,LT1A,residential,396.66,92.422,363.76,25.39,80.08,13625.77,37209.81,5.87,0.98,0.66,102282,0.192,6.82,1,1,ERC202206-00666
2024-05-15,DISCOMSR06,LT2,industrial,396.85,70.69,169.97,27.221,89.05,14649.07,41812.52,4.13,0.43,0.27,24234,0.099,0.577,1,0,ERC202405-00667
2025-06-23,DISCOMSR03,LT2,residential,389.95,66.545,325.79,9.055,21.49,9411.06,14304.06,8.78,1.25,1.0,69560,0.033,5.282,0,1,ERC202506-00668
2020-06-09,DISCOMWR04,TEMP,industrial,21.07,39.704,420.6,28.605,97.32,11562.14,29629.01,7.43,1.09,0.77,3589,0.349,6.526,1,1,ERC202006-00669
2020-02-02,DISCOMSR03,LT1A,industrial,437.94,60.976,424.62,13.684,290.92,18612.52,27551.02,2.3,0.25,0.19,73254,0.298,5.943,0,0,ERC202002-00670
2023-07-31,DISCOMSR06,HT1,agriculture,235.46,93.97,302.36,17.765,278.8,23327.83,55322.22,13.21,0.42,0.4,116032,0.046,2.575,1,1,ERC202307-00671
2022-09-29,DISCOMNR04,HT2,industrial,205.63,49.24,452.18,31.855,122.97,13836.29,30642.01,3.92,0.73,0.78,36943,0.159,4.455,1,0,ERC202209-00672
2023-04-20,DISCOMNR06,HT1,commercial,358.96,37.059,396.33,10.815,36.27,17060.02,30738.4,3.84,1.02,0.74,51022,0.074,4.816,0,0,ERC202304-00673
2019-08-02,DISCOMWR06,EV1,industrial,301.47,47.701,510.68,28.521,296.5,8937.08,23112.85,2.75,0.33,0.24,97485,0.0,6.726,0,1,ERC201908-00674
2019-10-31,DISCOMWR05,HT2,industrial,446.45,25.098,332.2,14.714,22.64,15877.14,32886.74,3.05,0.19,0.13,35130,0.216,6.991,0,1,ERC201910-00675
2025-03-01,DISCOMSR06,TEMP,industrial,404.49,110.888,527.64,15.028,30.3,9587.81,23314.06,6.67,0.69,0.44,45936,0.241,3.359,1,1,ERC202503-00676
2021-12-30,DISCOMWR02,EV1,commercial,437.53,85.547,236.0,21.758,274.79,21069.54,53135.94,9.0,0.09,0.07,62969,0.185,3.38,1,0,ERC202112-00677
2023-09-30,DISCOMWR01,HT2,residential,223.85,31.634,439.97,0.432,146.75,23195.43,35224.93,8.99,0.0,0.0,72280,0.066,0.266,1,0,ERC202309-00678
2019-06-23,DISCOMNR01,HT2,residential,191.91,88.943,481.76,24.915,144.69,8018.69,19762.96,10.11,0.99,1.12,6406,0.419,0.759,0,0,ERC201906-00679
2024-02-19,DISCOMWR02,GOV,agriculture,325.96,34.887,617.71,2.188,179.85,6938.87,20443.81,11.66,0.0,0.0,90338,0.0,7.315,1,0,ERC202402-00680
2023-04-13,DISCOMER05,EV1,commercial,295.53,101.548,633.96,31.065,2.04,15585.54,43590.95,12.08,2.05,1.41,3762,0.371,7.251,0,1,ERC202304-00681
2021-05-29,DISCOMER01,LT2,residential,25.81,32.106,340.11,14.401,154.76,19453.85,43545.65,5.5,0.74,0.87,98244,0.352,3.049,0,0,ERC202105-00682
2019-01-12,DISCOMNE04,EV1,agriculture,277.89,60.438,220.89,12.228,153.17,8017.18,16036.54,0.0,1.83,1.73,12831,0.139,3.876,1,1,ERC201901-00683
2024-05-31,DISCOMWR04,EV1,commercial,114.22,111.606,153.24,15.918,269.82,3882.89,11612.67,8.81,1.65,1.24,44126,0.059,7.662,0,1,ERC202405-00684
2024-05-01,DISCOMER04,LT2,industrial,34.17,101.101,262.99,11.838,293.86,21646.73,32417.74,1.69,1.16,1.31,3850,0.169,1.994,1,0,ERC202405-00685
2019-05-24,DISCOMNR01,TEMP,residential,327.69,104.032,566.06,34.764,15.85,2448.36,6170.8,6.17,1.98,1.8,108837,0.248,0.446,1,1,ERC201905-00686
2020-11-19,DISCOMWR05,LT1A,commercial,343.83,113.624,294.27,31.811,39.0,23954.25,42361.14,2.66,0.26,0.16,682,0.207,4.759,0,0,ERC202011-00687
2020-08-21,DISCOMWR06,TEMP,commercial,91.72,72.348,79.67,17.473,149.79,13885.2,24069.88,7.16,0.91,0.83,8126,0.368,7.307,1,1,ERC202008-00688
2022-06-07,DISCOMWR05,LT2,commercial,185.5,67.658,541.86,32.57,109.08,9439.63,20254.82,0.99,0.3,0.2,17489,0.539,7.408,1,0,ERC202206-00689
2019-11-20,DISCOMWR03,HT1,commercial,78.13,115.023,315.5,12.171,187.98,12748.12,20561.08,0.92,1.08,0.92,50506,0.211,5.042,1,0,ERC201911-00690
2024-06-16,DISCOMWR01,AG1,industrial,444.3,51.393,283.25,2.016,198.23,14505.58,42742.93,2.7,1.39,1.51,116534,0.179,5.091,1,1,ERC202406-00691
2020-09-27,DISCOMWR05,HT1,residential,411.69,39.713,146.03,28.392,9.4,18487.04,48364.82,6.68,0.49,0.33,118971,0.29,8.481,0,1,ERC202009-00692
2024-12-02,DISCOMNE04,EV1,industrial,101.53,80.086,244.13,28.361,136.78,19132.36,44949.53,5.97,0.78,0.76,95732,0.292,4.547,0,0,ERC202412-00693
2021-07-19,DISCOMWR04,HT1,residential,104.44,54.764,487.84,15.925,28.13,11916.85,24754.44,6.72,1.59,1.15,12845,0.363,4.457,1,0,ERC202107-00694
2020-02-11,DISCOMNR01,AG1,agriculture,382.68,100.604,637.01,3.747,24.5,15174.08,28234.19,3.83,0.0,0.0,24284,0.143,3.419,0,0,ERC202002-00695
2019-07-31,DISCOMNE04,GOV,residential,269.71,90.412,336.84,3.596,146.64,23674.72,47591.88,7.0,1.49,1.77,3601,0.297,8.172,1,1,ERC201907-00696
2024-02-16,DISCOMWR02,EV1,commercial,104.08,112.949,191.81,2.635,40.24,7098.08,15512.77,10.33,2.11,2.13,111002,0.174,0.664,0,0,ERC202402-00697
2023-06-03,DISCOMSR03,AG1,agriculture,390.8,88.629,114.87,8.339,147.11,5379.4,13738.24,4.24,1.11,1.01,36559,0.275,2.549,1,1,ERC202306-00698
2021-08-11,DISCOMER04,LT1A,industrial,219.93,78.99,202.94,7.525,176.42,13885.46,37910.22,0.0,0.76,0.89,85870,0.191,7.961,1,1,ERC202108-00699
2024-02-08,DISCOMSR05,AG1,residential,36.7,94.239,317.02,11.807,82.71,6832.19,19980.14,11.47,2.48,1.79,13068,0.286,7.352,1,1,ERC202402-00700
2022-04-18,DISCOMNE03,AG1,agriculture,332.62,50.879,641.29,17.902,177.7,3000.14,7280.62,0.0,0.62,0.49,59783,0.143,2.043,0,1,ERC202204-00701
2021-07-01,DISCOMWR06,HT1,agriculture,306.49,56.597,452.2,27.383,148.39,4136.9,7616.48,7.52,1.41,1.58,15328,0.259,4.987,0,1,ERC202107-00702
2025-02-19,DISCOMWR06,GOV,industrial,430.74,37.732,74.33,1.864,102.16,13062.35,32229.39,1.7,0.23,0.25,82155,0.158,7.644,1,0,ERC202502-00703
2023-05-27,DISCOMNR04,HT1,agriculture,33.63,98.433,195.53,21.596,7.38,20558.75,53597.79,7.29,0.93,0.78,72810,0.115,5.091,1,0,ERC202305-00704
2024-11-04,DISCOMNE03,LT2,commercial,413.48,86.19,374.79,21.922,262.01,4720.02,8841.97,5.19,0.91,0.81,114025,0.227,0.049,0,0,ERC202411-00705
2021-01-07,DISCOMSR01,HT2,residential,45.14,95.042,192.43,28.377,206.38,5757.35,8505.98,7.78,1.29,1.01,32694,0.259,4.888,0,1,ERC202101-00706
2019-10-12,DISCOMER05,TEMP,agriculture,41.68,101.828,444.62,6.385,140.51,6027.8,16322.0,2.12,0.65,0.7,119385,0.202,3.495,0,0,ERC201910-00707
2022-08-08,DISCOMNR01,HT2,industrial,219.2,85.731,248.42,26.458,187.23,21627.29,52602.26,4.73,0.91,0.79,9948,0.053,7.084,0,0,ERC202208-00708
2021-08-15,DISCOMNR04,HT2,industrial,301.18,37.407,386.33,5.133,235.89,4216.44,12020.56,12.68,0.51,0.47,36638,0.256,3.022,0,0,ERC202108-00709
2019-10-09,DISCOMSR02,HT2,agriculture,288.64,39.839,140.59,20.607,267.4,3455.79,5828.01,6.42,0.13,0.14,65623,0.256,6.062,0,0,ERC201910-00710
2019-02-27,DISCOMNE01,LT2,industrial,315.57,100.712,194.5,30.001,5.73,3955.11,10311.23,10.69,0.88,0.75,17876,0.096,3.216,1,0,ERC201902-00711
2025-06-01,DISCOMNE02,TEMP,residential,64.12,86.908,221.5,26.722,288.88,4611.04,10875.98,6.59,0.54,0.33,95764,0.503,3.883,1,0,ERC202506-00712
2021-09-07,DISCOMNR02,LT1A,commercial,92.27,104.764,507.2,29.703,236.95,3679.04,7786.56,7.66,0.51,0.61,69291,0.443,7.78,0,1,ERC202109-00713
2019-11-23,DISCOMNR01,LT1A,residential,88.78,104.486,289.14,3.71,154.47,19271.94,40946.72,4.81,0.01,0.01,100232,0.003,5.655,1,1,ERC201911-00714
2022-08-24,DISCOMER06,GOV,agriculture,196.25,62.588,503.23,31.031,229.16,5363.37,13862.56,3.94,0.84,0.65,18152,0.351,1.619,1,1,ERC202208-00715
2022-02-09,DISCOMER06,GOV,commercial,257.74,59.922,606.74,5.842,173.78,16693.07,36217.33,9.49,0.27,0.19,54261,0.518,8.312,1,0,ERC202202-00716
2023-03-01,DISCOMER02,EV1,industrial,246.29,61.506,620.76,31.472,136.34,6174.01,13943.14,1.91,0.64,0.77,99957,0.0,1.081,1,1,ERC202303-00717
2020-01-08,DISCOMWR01,TEMP,commercial,68.76,64.506,333.52,22.303,283.06,16767.75,39886.16,7.72,0.72,0.44,6830,0.236,7.713,1,1,ERC202001-00718
2022-05-05,DISCOMNR02,LT1A,industrial,415.13,63.826,140.58,24.824,264.31,14974.56,42314.57,3.84,0.45,0.36,89792,0.128,2.698,0,1,ERC202205-00719
2019-10-23,DISCOMWR04,LT2,commercial,222.84,27.076,74.03,20.431,116.76,11871.23,17276.82,7.87,0.0,0.0,10951,0.267,4.702,0,1,ERC201910-00720
2023-01-14,DISCOMNE03,AG1,commercial,239.6,60.245,161.35,25.628,156.95,7156.46,13043.58,5.21,0.69,0.61,44683,0.378,4.391,1,1,ERC202301-00721
2022-10-30,DISCOMSR04,HT2,industrial,260.91,113.029,144.09,9.812,19.35,22505.12,36118.03,6.19,1.96,1.29,104419,0.183,6.01,0,0,ERC202210-00722
2021-04-21,DISCOMNR03,HT1,agriculture,85.76,100.454,428.82,24.495,183.37,15599.87,45072.31,6.88,0.54,0.35,107483,0.163,5.522,0,1,ERC202104-00723
2025-06-02,DISCOMWR06,AG1,agriculture,201.99,54.222,454.22,2.989,19.28,3411.35,8992.46,8.18,1.07,0.71,85314,0.213,2.424,0,0,ERC202506-00724
2021-08-28,DISCOMSR05,HT1,agriculture,337.02,78.016,552.66,14.504,169.77,22792.54,51244.9,1.2,1.74,1.44,65628,0.541,4.21,0,1,ERC202108-00725
2020-10-13,DISCOMWR06,AG1,industrial,192.56,80.905,302.41,24.003,78.83,6844.64,15086.0,6.52,0.0,0.0,15793,0.311,1.326,1,1,ERC202010-00726
2019-08-17,DISCOMNE06,GOV,residential,180.1,43.538,392.6,7.041,195.13,6545.95,16170.38,8.63,1.01,1.19,21566,0.051,5.02,1,0,ERC201908-00727
2024-02-22,DISCOMER03,GOV,residential,153.1,97.73,13.03,16.235,115.7,963.97,2616.97,4.94,0.63,0.46,76784,0.26,7.109,0,0,ERC202402-00728
2020-02-23,DISCOMSR02,AG1,residential,50.89,89.192,612.46,9.061,256.21,15379.31,23906.59,5.83,0.6,0.42,109514,0.266,2.973,1,1,ERC202002-00729
2025-06-10,DISCOMER03,LT1A,industrial,234.82,54.806,257.42,6.51,177.29,13356.9,21065.08,6.77,0.96,0.67,18005,0.222,7.437,0,0,ERC202506-00730
2019-12-23,DISCOMSR04,HT2,residential,357.47,62.66,71.62,9.304,256.57,10340.36,23444.47,7.28,0.43,0.45,91034,0.479,1.326,1,0,ERC201912-00731
2022-07-04,DISCOMNE06,EV1,commercial,282.64,92.445,448.85,34.788,213.78,5494.65,11123.91,6.16,0.26,0.22,97964,0.309,1.508,0,1,ERC202207-00732
2019-01-20,DISCOMSR04,LT1A,industrial,304.4,106.467,411.25,13.693,132.92,9578.52,20667.32,8.16,1.02,0.79,110240,0.327,2.553,1,0,ERC201901-00733
2019-04-06,DISCOMNR05,EV1,industrial,67.79,67.367,467.49,0.75,9.98,13538.16,26184.28,6.0,1.02,1.17,52415,0.211,2.955,1,1,ERC201904-00734
2024-03-06,DISCOMSR02,LT1A,residential,411.17,106.163,555.12,16.281,8.59,16216.51,22770.11,1.82,0.0,0.0,8755,0.451,6.803,0,1,ERC202403-00735
2021-06-23,DISCOMNE03,AG1,residential,242.82,28.876,123.32,18.236,125.73,10020.67,18249.7,1.35,1.54,1.16,63036,0.092,1.823,1,0,ERC202106-00736
2025-06-23,DISCOMNR05,HT2,commercial,432.03,62.471,205.58,30.884,211.52,14212.4,36303.29,10.95,0.52,0.57,38965,0.251,8.498,1,1,ERC202506-00737
2022-03-08,DISCOMSR03,TEMP,industrial,291.98,41.978,256.35,7.216,181.98,19493.76,57011.43,4.79,0.07,0.05,6912,0.011,8.062,1,1,ERC202203-00738
2021-07-07,DISCOMNE04,HT2,agriculture,384.05,90.108,47.87,24.085,165.14,21947.88,57142.78,6.3,0.15,0.17,73358,0.081,1.599,0,0,ERC202107-00739
2021-06-08,DISCOMER03,TEMP,agriculture,202.98,85.218,488.1,15.158,269.04,12001.43,35932.93,5.61,0.0,0.0,102813,0.378,8.189,1,1,ERC202106-00740
2025-03-10,DISCOMNR02,LT1A,industrial,417.14,85.107,192.55,14.754,46.13,13139.9,23302.1,10.11,0.25,0.29,51831,0.206,2.963,1,0,ERC202503-00741
2021-06-11,DISCOMWR01,LT1A,commercial,362.94,29.884,404.56,13.171,106.05,9770.37,16061.47,13.92,1.13,0.99,49216,0.053,6.022,1,1,ERC202106-00742
2021-06-02,DISCOMNE02,LT2,commercial,41.91,42.225,2.76,32.925,248.84,18868.06,33768.07,8.84,1.87,2.13,55740,0.439,1.727,1,1,ERC202106-00743
2022-06-02,DISCOMSR06,HT2,residential,396.5,97.293,204.03,7.602,20.61,9581.6,14022.76,7.64,0.85,0.57,31475,0.029,6.668,1,1,ERC202206-00744
2019-05-27,DISCOMNE02,HT2,residential,174.32,92.119,563.55,22.357,122.85,9498.83,23958.8,8.75,0.72,0.85,60538,0.23,7.1,1,1,ERC201905-00745
2019-05-15,DISCOMNR03,EV1,agriculture,33.07,104.736,585.47,1.017,85.74,23353.21,58991.65,5.14,0.63,0.72,45124,0.265,3.593,1,0,ERC201905-00746
2019-09-28,DISCOMWR02,AG1,agriculture,357.21,70.35,320.78,8.016,45.95,5976.0,13938.42,6.34,0.81,0.94,7352,0.144,2.273,0,1,ERC201909-00747
2023-07-11,DISCOMSR04,GOV,agriculture,316.08,113.847,574.47,26.401,116.73,15502.72,25490.71,4.81,0.0,0.0,55010,0.248,7.01,1,1,ERC202307-00748
2023-04-06,DISCOMSR03,LT1A,commercial,162.38,102.71,225.86,23.549,241.4,8024.29,23967.67,10.15,1.31,1.53,66200,0.227,1.949,1,1,ERC202304-00749
2022-03-20,DISCOMNE01,TEMP,residential,242.93,62.163,319.0,31.923,68.9,9532.11,22404.25,2.24,1.01,0.94,16149,0.262,5.073,1,1,ERC202203-00750
2020-09-26,DISCOMNR01,EV1,industrial,312.57,43.922,167.52,31.378,99.24,14197.2,34558.56,5.74,1.8,1.28,64753,0.317,5.452,1,1,ERC202009-00751
2019-08-29,DISCOMNE02,GOV,residential,266.34,33.522,113.03,11.972,18.99,20852.69,52218.15,4.08,0.0,0.0,50190,0.255,2.162,0,1,ERC201908-00752
2025-01-27,DISCOMSR03,HT1,commercial,209.26,61.816,413.79,22.587,268.83,24252.37,40485.86,3.79,0.4,0.33,97565,0.47,0.808,1,0,ERC202501-00753
2019-06-28,DISCOMWR04,AG1,residential,407.32,26.831,447.79,5.038,185.22,2305.7,4056.23,8.79,0.0,0.0,17150,0.457,4.657,0,0,ERC201906-00754
2020-06-10,DISCOMER06,LT1A,commercial,198.54,90.061,322.39,16.513,204.4,5183.56,12983.43,11.56,1.1,1.19,30627,0.28,0.357,0,1,ERC202006-00755
2020-12-26,DISCOMWR01,AG1,agriculture,93.15,27.249,523.52,31.313,156.08,7048.76,16962.58,10.68,0.75,0.51,100877,0.057,7.572,1,0,ERC202012-00756
2022-07-14,DISCOMNE05,AG1,commercial,374.24,31.237,593.06,29.813,298.11,695.15,1238.97,8.73,1.48,1.16,76836,0.244,1.731,0,1,ERC202207-00757
2021-07-19,DISCOMER03,GOV,industrial,129.42,78.523,165.43,16.502,24.96,22297.04,52590.72,6.93,0.02,0.02,64340,0.309,8.461,1,0,ERC202107-00758
2020-05-14,DISCOMER06,EV1,industrial,276.48,114.524,241.86,0.46,60.67,5067.9,13545.77,6.89,0.78,0.89,57753,0.423,4.825,1,1,ERC202005-00759
2025-04-15,DISCOMWR06,TEMP,agriculture,34.02,107.7,387.22,8.663,145.26,12597.21,33083.37,5.96,0.84,0.92,6540,0.167,1.886,0,1,ERC202504-00760
2024-06-25,DISCOMSR03,HT1,residential,340.28,59.65,271.82,1.194,56.73,11603.68,23331.94,7.48,0.27,0.22,32410,0.172,5.929,0,1,ERC202406-00761
2024-03-13,DISCOMSR05,GOV,industrial,119.95,113.074,418.0,21.788,246.37,9026.07,22172.81,7.0,0.51,0.57,119740,0.183,0.422,0,1,ERC202403-00762
2025-07-03,DISCOMWR02,GOV,agriculture,408.53,117.318,345.12,11.726,15.24,7342.09,18484.96,1.24,1.33,1.39,101614,0.292,5.915,0,0,ERC202507-00763
2022-05-02,DISCOMWR06,LT1A,agriculture,350.01,110.646,273.72,12.109,195.72,10288.27,22503.15,0.0,0.69,0.7,22825,0.418,8.425,0,0,ERC202205-00764
2021-04-23,DISCOMWR04,LT2,residential,54.95,52.69,202.86,24.195,43.16,11005.16,31548.36,6.04,0.69,0.67,104940,0.0,6.973,0,1,ERC202104-00765
2023-11-16,DISCOMER04,HT1,agriculture,47.62,76.436,240.62,33.377,100.33,19400.79,29829.84,2.57,0.54,0.49,84642,0.239,5.082,0,1,ERC202311-00766
2023-12-23,DISCOMNR03,EV1,commercial,315.08,87.633,323.03,7.832,141.01,2383.13,6410.08,1.6,0.0,0.0,53139,0.436,5.951,1,0,ERC202312-00767
2022-07-19,DISCOMER01,LT2,agriculture,158.17,53.391,546.9,5.273,245.25,8668.47,14323.36,5.92,0.54,0.61,27763,0.0,7.396,1,1,ERC202207-00768
2021-11-07,DISCOMNE03,GOV,industrial,102.04,48.537,414.42,13.609,299.55,14497.08,37274.83,6.23,0.95,0.93,82276,0.419,7.737,0,0,ERC202111-00769
2021-08-22,DISCOMSR01,LT1A,residential,92.16,118.968,226.02,25.057,70.61,11052.44,22562.32,11.87,0.86,1.01,20225,0.243,6.657,1,0,ERC202108-00770
2025-01-23,DISCOMWR05,HT2,industrial,93.35,119.948,18.84,23.047,208.98,2560.67,6183.58,10.44,1.06,1.02,107469,0.166,0.176,0,1,ERC202501-00771
2020-03-16,DISCOMWR03,AG1,agriculture,177.58,117.289,379.03,21.776,85.21,20354.83,36174.71,9.21,0.79,0.6,8004,0.305,2.654,0,1,ERC202003-00772
2021-12-23,DISCOMNE06,EV1,residential,304.18,104.788,129.37,31.847,227.5,11060.33,32548.1,6.55,1.41,1.55,28895,0.178,5.777,0,1,ERC202112-00773
2025-01-08,DISCOMER01,EV1,industrial,175.93,47.413,92.85,12.821,186.06,14203.39,37674.99,7.61,1.29,0.89,110030,0.172,7.456,1,1,ERC202501-00774
2023-11-10,DISCOMER05,HT1,agriculture,116.3,52.622,493.2,21.26,74.27,7655.68,22358.46,2.58,0.19,0.14,15932,0.266,0.694,1,1,ERC202311-00775
2020-06-22,DISCOMER05,HT1,agriculture,200.98,118.847,537.23,31.186,95.05,1505.81,2440.01,9.43,1.3,1.11,112790,0.391,3.384,0,1,ERC202006-00776
2021-07-01,DISCOMSR04,GOV,industrial,34.69,87.39,59.28,18.977,139.1,18340.08,35143.07,0.0,0.49,0.47,49064,0.0,3.359,0,1,ERC202107-00777
2019-04-13,DISCOMER03,AG1,agriculture,411.45,94.397,356.08,10.745,54.6,2432.16,3808.32,7.74,1.69,1.13,83832,0.214,4.285,1,1,ERC201904-00778
2021-02-20,DISCOMSR03,GOV,residential,298.75,74.438,217.08,22.823,29.18,7201.83,21155.3,2.0,0.82,0.52,79957,0.162,5.606,1,1,ERC202102-00779
2024-06-01,DISCOMNR04,HT2,agriculture,126.0,54.272,288.73,16.078,116.2,2506.68,6041.72,5.18,1.29,1.27,71947,0.054,3.704,0,0,ERC202406-00780
2021-07-11,DISCOMSR03,LT2,agriculture,389.82,116.221,497.19,14.847,247.99,9237.67,19698.58,6.27,1.64,1.03,26012,0.0,5.949,1,0,ERC202107-00781
2021-12-06,DISCOMER01,TEMP,commercial,45.79,77.023,269.51,18.3,193.16,10004.44,23576.49,9.41,1.89,1.67,33537,0.0,4.841,1,1,ERC202112-00782
2021-09-30,DISCOMWR01,HT2,residential,238.18,30.358,29.79,9.268,194.91,20418.72,51796.31,6.21,0.9,1.06,103229,0.156,7.455,0,0,ERC202109-00783
2023-07-10,DISCOMSR02,HT1,industrial,68.43,103.386,564.84,22.785,222.61,3135.06,4990.2,7.7,0.17,0.15,57730,0.36,3.953,0,1,ERC202307-00784
2021-06-17,DISCOMSR02,GOV,industrial,366.98,62.471,537.91,28.951,20.25,9038.53,25041.96,9.05,0.71,0.58,62710,0.272,3.336,1,0,ERC202106-00785
2019-07-09,DISCOMNR02,HT1,commercial,371.95,45.238,238.49,22.561,132.66,6806.69,16041.26,3.54,1.21,1.27,83495,0.067,1.843,1,1,ERC201907-00786
2019-10-01,DISCOMER04,GOV,industrial,201.4,58.272,300.88,26.284,222.52,5432.39,11774.27,1.77,1.46,1.35,64749,0.222,2.129,0,0,ERC201910-00787
2024-05-04,DISCOMSR05,GOV,commercial,29.83,40.753,114.44,34.085,274.18,16088.06,45236.61,4.0,1.33,1.59,56963,0.43,5.859,1,1,ERC202405-00788
2022-12-25,DISCOMER02,HT2,residential,310.56,114.893,602.34,11.353,48.56,15172.24,43040.59,6.93,0.43,0.34,80404,0.277,6.054,0,0,ERC202212-00789
2020-11-20,DISCOMWR04,HT2,agriculture,290.83,45.318,168.76,5.711,36.94,7018.5,13028.91,1.64,1.06,0.81,7470,0.058,6.377,0,1,ERC202011-00790
2022-08-21,DISCOMWR05,GOV,residential,397.53,42.272,293.98,6.961,168.6,1111.57,2755.31,6.86,0.0,0.0,90540,0.08,5.23,0,0,ERC202208-00791
2021-01-02,DISCOMNE03,AG1,residential,210.5,78.282,564.12,30.577,174.1,2060.14,5514.64,10.14,1.02,0.91,119546,0.0,0.796,0,1,ERC202101-00792
2023-03-22,DISCOMWR04,AG1,agriculture,311.15,101.305,614.85,0.296,57.19,21667.27,42539.73,0.93,0.0,0.0,79688,0.0,3.697,1,1,ERC202303-00793
2019-10-18,DISCOMNR03,GOV,commercial,396.47,77.938,164.19,24.87,254.92,23322.45,59311.78,5.16,1.48,0.9,60214,0.314,4.196,1,0,ERC201910-00794
2023-05-30,DISCOMNR01,GOV,agriculture,82.48,37.507,366.68,24.791,289.72,11653.3,28650.33,9.18,0.51,0.34,107550,0.196,5.049,1,1,ERC202305-00795
2019-04-24,DISCOMNE03,LT2,commercial,367.37,116.075,29.77,24.271,232.63,23553.92,47914.56,1.4,0.9,0.99,5580,0.328,5.108,1,0,ERC201904-00796
2024-10-26,DISCOMSR01,HT1,agriculture,248.25,60.939,140.45,22.101,153.69,10459.93,17238.65,1.47,1.72,1.32,9997,0.513,1.324,1,0,ERC202410-00797
2020-11-29,DISCOMNE02,AG1,commercial,352.98,72.495,190.21,15.354,1.18,7086.99,13007.98,11.96,0.0,0.0,3067,0.047,3.504,1,0,ERC202011-00798
2019-04-26,DISCOMSR04,LT1A,industrial,358.99,50.613,370.78,27.797,238.83,9074.02,21834.93,7.21,0.74,0.6,83902,0.298,2.634,1,1,ERC201904-00799
2019-10-20,DISCOMSR02,LT1A,industrial,207.26,71.732,294.36,25.99,141.48,17125.82,30832.81,2.24,0.73,0.49,28307,0.365,8.094,1,0,ERC201910-00800
2022-04-19,DISCOMER03,AG1,agriculture,332.52,58.154,215.63,0.721,222.5,17514.22,28959.79,9.61,0.86,0.6,97173,0.334,0.741,0,1,ERC202204-00801
2021-10-20,DISCOMNE01,LT1A,residential,32.25,73.477,199.0,30.217,174.88,23239.18,69637.43,2.91,0.62,0.63,27885,0.098,6.449,0,0,ERC202110-00802
2025-02-10,DISCOMSR05,TEMP,agriculture,217.05,113.371,458.46,6.888,143.8,454.9,1230.02,7.35,0.32,0.21,11270,0.0,4.026,1,0,ERC202502-00803
