env_land_mapping_year,env_land_landcover_class_code,env_land_protected_area_id,env_land_management_designation,env_land_habitat_type_code,env_land_biodiversity_richness_index,env_land_species_observation_count,env_land_invasive_species_presence_flag,env_land_wetland_area_acres,env_land_forest_canopy_pct,env_land_impervious_surface_pct,env_land_soil_erosion_risk_score,env_land_carbon_stock_estimate_tons,env_land_restoration_project_flag,env_land_prescribed_burn_acres,env_land_trail_density_mi_sqmi,env_land_public_access_score,env_land_conservation_easement_flag,env_land_land_parcel_fragmentation_index,env_land_remote_sensing_sensor
2013,cropland,IN-PA-0000612,reserved_forest,tropical_moist,57,37,0,41.6,42.1,25.4,45,19013,0,123.5,0.44,66,0,81,Sentinel_2
2010,cropland,IN-PA-0000613,wildlife_sanctuary,tropical_moist,49,25,0,60.9,55.6,11.7,44,58937,0,141.3,0.69,82,0,44,Landsat_9
2017,water,IN-PA-0000614,unprotected,tropical_moist,63,31,0,72.8,26.9,27.7,36,2806,0,44.1,2.15,70,0,28,Sentinel_2
2005,grassland,IN-PA-0000615,wildlife_sanctuary,mixed,53,36,0,51.7,67.1,47.0,28,2129,0,13.9,0.81,49,0,22,MODIS
2021,forest,IN-PA-0000616,reserved_forest,desert,38,34,1,185.2,28.5,25.4,0,10807,0,12.7,3.07,48,0,41,Sentinel_2
2022,cropland,IN-PA-0000617,reserved_forest,montane,69,36,0,8.4,41.1,8.7,43,4629,0,30.4,0.0,58,1,30,Sentinel_2
2007,forest,IN-PA-0000618,reserved_forest,desert,58,29,1,170.6,38.6,0.0,48,25505,0,160.2,1.38,31,0,35,Landsat_8
2015,cropland,IN-PA-0000619,unprotected,desert,53,37,0,47.9,0.0,32.0,39,6597,0,195.6,1.54,69,0,40,Landsat_8
2021,cropland,IN-PA-0000620,conservation_reserve,grassland,48,38,0,46.7,53.9,6.5,65,5803,0,29.8,1.79,56,0,45,Sentinel_2
2019,cropland,IN-PA-0000621,reserved_forest,tropical_dry,59,35,0,65.8,50.6,18.9,24,7024,0,130.5,1.09,43,0,42,Resourcesat_2
2010,urban,IN-PA-0000622,reserved_forest,grassland,58,42,0,16.3,4.6,36.3,42,15958,0,42.5,0.02,65,1,22,Sentinel_2
2008,forest,IN-PA-0000623,community_reserve,tropical_moist,66,28,0,60.4,20.0,11.3,51,6876,0,29.0,1.8,46,0,20,Landsat_8
2024,shrubland,IN-PA-0000624,unprotected,tropical_dry,64,34,0,66.4,62.4,36.5,58,5040,0,114.3,3.73,42,0,81,VIIRS
2007,grassland,IN-PA-0000625,unprotected,mixed,70,35,1,208.0,23.8,9.9,27,3343,0,33.7,0.0,28,0,65,Landsat_8
2011,urban,IN-PA-0000626,unprotected,tropical_dry,26,45,0,76.4,70.9,3.5,39,14473,1,16.2,1.14,37,0,47,MODIS
2009,forest,IN-PA-0000627,reserved_forest,mixed,61,30,0,31.1,69.5,11.3,54,15291,0,61.9,3.42,70,0,76,Cartosat_3
2018,cropland,IN-PA-0000628,unprotected,coastal,71,34,0,98.3,16.7,24.8,35,4036,0,81.5,2.94,66,0,45,Landsat_8
2018,barren,IN-PA-0000629,national_park,tropical_dry,66,32,1,123.3,32.9,3.2,71,3623,0,93.3,1.29,47,0,30,Sentinel_2
2005,grassland,IN-PA-0000630,wildlife_sanctuary,montane,79,31,0,58.5,1.8,17.7,16,10476,0,38.8,0.93,66,0,70,Landsat_8
2020,cropland,IN-PA-0000631,unprotected,tropical_moist,46,32,1,324.4,18.4,51.3,45,14160,0,61.7,1.31,57,0,65,VIIRS
2009,plantation,IN-PA-0000632,reserved_forest,tropical_dry,65,40,1,33.5,0.0,36.0,46,6067,0,90.5,2.49,71,0,71,Sentinel_2
2019,wetland,IN-PA-0000633,reserved_forest,tropical_moist,43,29,0,99.7,1.1,7.0,16,2855,0,57.2,0.32,58,0,33,Landsat_8
2024,urban,IN-PA-0000634,unprotected,mangrove,90,38,0,157.9,29.9,47.9,42,6594,0,28.7,2.58,42,0,35,Sentinel_2
2011,forest,IN-PA-0000635,unprotected,mangrove,51,37,0,250.5,39.1,30.7,36,5050,0,92.9,2.03,57,0,45,Resourcesat_2
2009,forest,IN-PA-0000636,unprotected,grassland,53,18,0,33.0,33.9,33.4,35,10700,1,62.1,1.82,38,0,34,Sentinel_2
2009,water,IN-PA-0000637,unprotected,tropical_moist,68,36,0,160.1,7.3,25.5,17,2213,0,115.6,0.0,94,0,37,Landsat_8
2013,cropland,IN-PA-0000638,unprotected,tropical_moist,46,38,0,134.1,66.1,15.9,30,12075,0,166.0,1.34,64,0,47,Resourcesat_2
2012,urban,IN-PA-0000639,unprotected,montane,37,48,1,37.7,40.9,43.3,61,5180,0,546.1,1.13,55,0,33,Resourcesat_2
2012,cropland,IN-PA-0000640,unprotected,montane,84,35,0,216.9,21.3,29.0,48,9838,0,245.6,1.29,53,0,44,Resourcesat_2
2020,water,IN-PA-0000641,unprotected,mixed,77,38,0,70.6,22.5,33.8,0,19045,0,102.0,1.31,10,0,44,Sentinel_2
2009,cropland,IN-PA-0000642,unprotected,grassland,66,35,0,71.6,40.6,11.8,42,2119,0,69.2,0.0,48,0,40,Cartosat_3
2021,grassland,IN-PA-0000643,wildlife_sanctuary,coastal,52,31,0,142.2,83.7,17.6,55,22346,1,252.3,1.06,44,0,88,Sentinel_2
2012,cropland,IN-PA-0000644,unprotected,riverine,72,35,0,127.8,56.7,7.8,19,8758,0,269.1,0.94,48,0,54,Resourcesat_2
2022,wetland,IN-PA-0000645,unprotected,desert,33,29,0,47.8,32.3,23.3,14,7314,0,391.4,2.89,51,0,56,MODIS
2018,grassland,IN-PA-0000646,reserved_forest,desert,34,49,1,16.8,35.6,23.7,45,6389,0,112.7,2.37,59,0,48,Landsat_8
2016,urban,IN-PA-0000647,conservation_reserve,mixed,39,35,0,110.5,63.9,24.2,47,30409,0,168.9,1.94,53,0,42,Landsat_8
2023,cropland,IN-PA-0000648,wildlife_sanctuary,mixed,52,33,1,57.4,57.9,18.3,13,5907,0,25.3,2.56,62,0,22,MODIS
2023,urban,IN-PA-0000649,wildlife_sanctuary,mixed,64,37,0,97.5,42.4,18.0,54,7872,0,317.5,1.4,95,0,22,Cartosat_3
2023,cropland,IN-PA-0000650,unprotected,desert,48,32,0,71.8,7.9,34.2,42,5026,0,29.7,2.53,50,0,47,Resourcesat_2
2016,forest,IN-PA-0000651,wildlife_sanctuary,coastal,51,29,0,110.5,36.1,30.0,22,8314,0,10.0,1.24,48,0,60,Landsat_8
2009,urban,IN-PA-0000652,unprotected,tropical_moist,51,36,0,24.4,56.4,43.0,38,9582,0,78.8,2.0,20,0,26,Resourcesat_2
2018,cropland,IN-PA-0000653,unprotected,mixed,68,33,0,82.1,46.8,21.5,54,11603,0,70.5,3.11,33,0,43,Cartosat_3
2012,urban,IN-PA-0000654,reserved_forest,grassland,56,30,1,61.7,33.5,0.0,17,11366,0,11.3,0.12,58,0,65,Sentinel_2
2021,water,IN-PA-0000655,reserved_forest,grassland,52,38,0,111.0,30.4,38.5,22,3420,0,9.2,0.61,46,0,51,Landsat_9
2016,water,IN-PA-0000656,unprotected,riverine,34,29,0,75.0,52.7,7.0,89,1396,1,46.2,2.33,50,0,48,Sentinel_2
2015,urban,IN-PA-0000657,wildlife_sanctuary,tropical_moist,50,25,1,141.8,31.4,22.0,54,8978,0,179.4,2.79,43,1,41,VIIRS
2010,forest,IN-PA-0000658,unprotected,tropical_moist,52,35,0,8.9,6.3,36.1,42,41037,0,71.7,2.12,11,0,51,Landsat_9
2019,barren,IN-PA-0000659,unprotected,coastal,29,31,0,38.9,8.1,47.5,2,6210,0,21.0,2.64,74,0,39,Sentinel_2
2005,grassland,IN-PA-0000660,unprotected,montane,53,29,0,155.2,7.3,11.1,23,3755,0,18.5,1.08,59,0,37,Landsat_8
2012,water,IN-PA-0000661,unprotected,desert,55,33,0,60.6,22.6,20.3,53,1779,0,6.5,2.17,57,0,63,Sentinel_2
2010,wetland,IN-PA-0000662,wildlife_sanctuary,mangrove,44,37,0,442.6,75.6,0.0,0,2400,0,6.5,1.16,51,0,55,Resourcesat_2
2020,forest,IN-PA-0000663,reserved_forest,tropical_moist,61,34,0,195.2,33.0,23.2,63,11653,0,56.6,1.64,46,0,92,Cartosat_3
2019,grassland,IN-PA-0000664,unprotected,riverine,76,40,0,124.0,51.7,8.6,12,1677,0,17.4,2.19,69,0,60,Cartosat_3
2021,cropland,IN-PA-0000665,conservation_reserve,montane,93,30,0,16.5,23.7,25.4,59,17868,0,23.6,1.9,27,0,55,MODIS
2005,forest,IN-PA-0000666,unprotected,tropical_dry,54,35,1,469.2,7.7,0.7,74,1965,0,110.4,2.82,34,0,26,Resourcesat_2
2024,urban,IN-PA-0000667,unprotected,tropical_dry,46,41,0,51.0,57.3,24.5,60,27751,0,12.5,1.59,64,0,21,Cartosat_3
2014,plantation,IN-PA-0000668,reserved_forest,mixed,44,28,0,144.6,0.0,27.7,31,30709,0,54.3,2.63,80,0,81,Cartosat_3
2023,grassland,IN-PA-0000669,unprotected,grassland,65,57,0,27.4,21.2,42.5,50,2920,1,23.1,0.0,60,0,50,Sentinel_2
2007,cropland,IN-PA-0000670,unprotected,mixed,28,33,0,241.4,7.0,0.0,57,1878,0,101.1,2.14,54,0,40,Resourcesat_2
2020,forest,IN-PA-0000671,reserved_forest,tropical_dry,79,28,1,110.2,6.6,38.2,37,14471,0,104.3,2.3,71,0,11,MODIS
2015,cropland,IN-PA-0000672,unprotected,tropical_dry,43,26,1,189.4,62.1,0.0,31,15568,0,26.1,3.47,20,0,95,MODIS
2011,urban,IN-PA-0000673,unprotected,tropical_dry,71,46,0,247.8,22.6,0.0,62,7536,0,90.4,0.82,40,0,48,Landsat_9
2014,forest,IN-PA-0000674,unprotected,coastal,36,26,0,198.7,43.5,0.0,43,11960,0,70.6,1.25,60,0,55,Sentinel_2
2023,shrubland,IN-PA-0000675,unprotected,riverine,75,39,0,62.1,45.7,43.4,22,6225,0,51.6,0.8,37,0,50,Resourcesat_2
2016,cropland,IN-PA-0000676,reserved_forest,grassland,65,31,0,71.4,40.2,9.9,20,2423,1,66.4,2.97,65,0,55,Resourcesat_2
2005,wetland,IN-PA-0000677,reserved_forest,tropical_moist,56,41,0,62.2,24.6,23.6,48,12421,0,49.3,1.17,46,0,51,Resourcesat_2
2006,cropland,IN-PA-0000678,unprotected,tropical_dry,59,33,1,232.4,0.0,5.0,31,13836,0,58.8,0.73,68,1,24,MODIS
2011,plantation,IN-PA-0000679,unprotected,tropical_dry,54,33,0,112.8,2.1,30.3,55,4671,0,16.2,3.85,42,0,61,MODIS
2019,cropland,IN-PA-0000680,unprotected,tropical_moist,63,37,0,36.1,22.7,35.0,45,2899,1,27.6,2.58,61,0,61,MODIS
2018,cropland,IN-PA-0000681,conservation_reserve,desert,30,37,0,545.5,40.4,37.6,23,7536,1,133.0,2.76,33,0,69,Resourcesat_2
2020,water,IN-PA-0000682,wildlife_sanctuary,tropical_moist,63,40,0,130.2,0.0,25.5,27,3215,0,11.9,0.96,57,1,39,Sentinel_2
2009,forest,IN-PA-0000683,unprotected,montane,61,23,0,270.6,0.0,23.3,16,1714,1,75.6,0.44,90,0,53,Resourcesat_2
2014,forest,IN-PA-0000684,unprotected,mixed,40,47,0,38.7,57.3,9.6,53,9075,0,12.6,3.19,40,0,55,Landsat_8
2012,barren,IN-PA-0000685,unprotected,desert,56,37,0,225.1,36.1,38.7,46,8387,0,107.7,2.0,51,0,97,Landsat_8
2018,forest,IN-PA-0000686,reserved_forest,riverine,73,37,0,231.3,35.5,23.3,53,16001,0,68.1,2.53,37,0,100,Sentinel_2
2011,forest,IN-PA-0000687,reserved_forest,tropical_moist,49,36,1,390.6,39.4,42.5,84,10501,0,147.6,3.03,51,0,53,Cartosat_3
2012,urban,IN-PA-0000688,unprotected,tropical_moist,72,27,0,33.9,31.7,0.0,39,67493,0,15.8,2.59,27,0,30,Resourcesat_2
2022,cropland,IN-PA-0000689,reserved_forest,riverine,62,38,0,29.4,58.4,0.0,41,15508,0,10.4,2.65,29,0,37,Landsat_9
2016,grassland,IN-PA-0000690,unprotected,tropical_dry,65,25,1,182.9,19.3,24.9,49,9742,0,167.0,0.31,56,0,43,Landsat_8
2010,cropland,IN-PA-0000691,reserved_forest,tropical_dry,45,35,0,54.7,25.4,28.4,17,10040,0,230.1,0.32,37,0,67,Landsat_8
2006,water,IN-PA-0000692,reserved_forest,tropical_dry,79,45,0,300.4,59.0,7.8,18,9450,0,72.8,0.59,57,0,70,Landsat_8
2007,cropland,IN-PA-0000693,wildlife_sanctuary,riverine,55,34,0,812.1,0.0,35.3,36,3230,0,204.9,0.48,68,0,64,Resourcesat_2
2021,urban,IN-PA-0000694,unprotected,tropical_moist,51,35,0,69.2,45.2,0.7,9,7238,0,17.4,0.81,50,0,60,Sentinel_2
2021,grassland,IN-PA-0000695,reserved_forest,mixed,72,28,0,65.0,70.9,17.5,49,13339,0,169.1,1.68,48,0,65,Sentinel_2
2020,forest,IN-PA-0000696,reserved_forest,mixed,60,33,1,46.1,29.9,31.4,45,43707,0,169.3,0.63,43,0,22,Landsat_8
2012,urban,IN-PA-0000697,national_park,desert,55,38,0,87.7,5.8,38.9,22,12680,0,101.0,0.34,79,0,26,Sentinel_2
2010,forest,IN-PA-0000698,unprotected,mixed,76,28,1,198.0,5.2,16.7,15,3451,0,246.5,2.78,73,1,27,Resourcesat_2
2007,cropland,IN-PA-0000699,conservation_reserve,tropical_dry,61,29,0,77.8,46.9,0.0,11,6315,0,66.6,0.38,45,0,50,Resourcesat_2
2020,grassland,IN-PA-0000700,unprotected,tropical_dry,66,40,0,627.1,18.2,20.8,60,21706,0,41.5,0.91,51,0,53,VIIRS
2022,cropland,IN-PA-0000701,reserved_forest,tropical_dry,57,44,0,319.8,59.3,25.3,14,2823,0,43.6,1.28,38,0,21,Sentinel_2
2008,cropland,IN-PA-0000702,unprotected,coastal,44,38,0,146.1,21.0,28.8,33,6067,0,18.6,0.0,64,1,49,Resourcesat_2
2024,cropland,IN-PA-0000703,unprotected,tropical_dry,55,35,0,93.9,28.8,26.8,27,5714,0,144.9,0.65,41,0,56,Landsat_8
2012,grassland,IN-PA-0000704,unprotected,tropical_dry,41,38,0,14.2,8.9,21.6,46,23681,0,61.7,0.93,72,0,43,VIIRS
2022,cropland,IN-PA-0000705,reserved_forest,mangrove,74,30,1,433.4,48.8,44.3,60,4791,0,4.9,0.79,28,0,78,Resourcesat_2
2018,cropland,IN-PA-0000706,national_park,tropical_dry,45,32,0,76.7,34.7,42.8,30,22008,1,37.9,0.12,50,0,83,Cartosat_3
2014,urban,IN-PA-0000707,conservation_reserve,desert,78,31,0,266.4,56.4,0.0,79,6679,0,138.8,0.72,61,0,33,VIIRS
2012,water,IN-PA-0000708,community_reserve,mixed,55,53,0,81.5,0.0,19.7,42,7227,0,7.2,3.13,86,0,42,Sentinel_2
2008,forest,IN-PA-0000709,wildlife_sanctuary,tropical_dry,51,39,0,13.8,12.6,0.0,38,10490,0,85.3,0.85,76,0,59,MODIS
2006,cropland,IN-PA-0000710,unprotected,montane,74,35,0,72.9,31.8,0.0,27,6602,0,67.0,1.64,75,0,47,Landsat_8
2023,cropland,IN-PA-0000711,community_reserve,desert,86,40,0,195.1,30.2,6.7,41,14932,0,10.8,2.94,55,0,27,Landsat_8
2019,grassland,IN-PA-0000712,reserved_forest,tropical_dry,64,37,1,23.3,55.5,16.6,61,1341,0,40.7,0.72,63,0,70,MODIS
2013,forest,IN-PA-0000713,conservation_reserve,riverine,66,34,0,174.0,23.8,2.8,80,2502,1,38.7,0.97,26,0,49,Resourcesat_2
2007,cropland,IN-PA-0000714,reserved_forest,mixed,63,33,1,125.2,38.3,0.0,46,7491,0,38.2,3.4,61,0,49,Resourcesat_2
2024,grassland,IN-PA-0000715,unprotected,mixed,52,45,0,25.1,28.4,3.1,21,13903,0,13.3,1.06,56,0,30,Landsat_8
2023,forest,IN-PA-0000716,unprotected,riverine,68,27,0,63.1,41.7,41.7,39,13236,0,143.4,3.35,71,0,28,Sentinel_2
2019,forest,IN-PA-0000717,unprotected,montane,52,47,0,33.1,19.9,27.7,0,14124,0,8.2,0.34,0,0,53,Cartosat_3
2018,forest,IN-PA-0000718,reserved_forest,tropical_dry,65,39,0,106.3,31.2,17.9,60,3821,0,203.7,1.04,62,0,83,MODIS
2025,urban,IN-PA-0000719,reserved_forest,mangrove,35,32,0,25.6,67.2,17.6,49,2662,0,31.2,1.65,26,0,25,Cartosat_3
2010,cropland,IN-PA-0000720,national_park,desert,76,36,0,573.4,52.7,18.6,49,8034,0,167.6,0.0,86,0,39,MODIS
2013,cropland,IN-PA-0000721,unprotected,grassland,48,36,0,88.1,57.5,18.1,20,3733,0,152.6,1.09,72,0,30,Landsat_8
2006,forest,IN-PA-0000722,wildlife_sanctuary,mixed,42,35,0,108.6,9.3,28.3,6,17686,0,0.8,1.85,43,0,31,VIIRS
2012,urban,IN-PA-0000723,unprotected,mixed,64,45,0,227.9,53.2,58.8,28,3185,1,51.3,1.41,51,0,77,VIIRS
2019,cropland,IN-PA-0000724,unprotected,tropical_moist,59,35,0,50.9,69.4,0.0,25,2651,0,31.3,1.31,38,0,51,MODIS
2006,forest,IN-PA-0000725,reserved_forest,montane,52,33,0,114.1,11.9,0.0,32,18991,0,96.9,4.23,53,0,58,MODIS
2023,barren,IN-PA-0000726,community_reserve,riverine,49,34,0,115.9,29.4,25.0,59,9349,0,5.2,0.27,32,0,36,MODIS
2016,urban,IN-PA-0000727,reserved_forest,tropical_moist,43,31,0,44.4,20.8,15.2,51,7110,0,27.7,3.99,47,0,68,Sentinel_2
2016,cropland,IN-PA-0000728,community_reserve,tropical_moist,68,36,0,52.5,37.1,20.4,88,18393,0,6.4,3.0,51,0,38,Landsat_9
2009,forest,IN-PA-0000729,wildlife_sanctuary,tropical_moist,60,27,0,208.6,39.9,0.0,19,2516,0,30.7,2.1,51,0,16,Sentinel_2
2020,grassland,IN-PA-0000730,unprotected,riverine,71,36,0,72.0,28.8,0.0,47,5041,0,43.6,0.88,59,1,39,Landsat_9
2024,urban,IN-PA-0000731,conservation_reserve,riverine,67,37,0,70.3,33.0,19.9,44,15084,0,28.8,0.0,73,0,70,Landsat_9
2013,water,IN-PA-0000732,wildlife_sanctuary,montane,60,27,0,537.2,31.9,8.7,63,16625,0,89.3,0.65,73,0,27,Sentinel_2
2018,cropland,IN-PA-0000733,wildlife_sanctuary,tropical_dry,48,41,0,486.1,82.5,9.5,74,8773,0,76.4,2.87,73,0,59,Resourcesat_2
2020,forest,IN-PA-0000734,reserved_forest,tropical_dry,84,39,1,46.1,24.0,0.7,0,2877,0,47.4,0.0,47,0,51,Sentinel_2
2016,forest,IN-PA-0000735,unprotected,riverine,46,32,0,69.5,95.0,14.5,53,17107,0,14.4,0.84,68,0,69,Resourcesat_2
2012,forest,IN-PA-0000736,unprotected,montane,63,39,0,388.4,44.6,0.0,75,3296,0,28.2,2.29,40,0,58,Landsat_8
2013,urban,IN-PA-0000737,community_reserve,mixed,79,37,0,526.3,36.6,0.0,30,3815,0,0.2,0.35,65,0,66,MODIS
2010,cropland,IN-PA-0000738,unprotected,riverine,73,38,0,261.0,71.3,26.7,48,6968,0,66.9,0.0,53,0,74,VIIRS
2017,shrubland,IN-PA-0000739,wildlife_sanctuary,coastal,67,22,0,218.5,50.2,19.6,46,2346,0,38.0,0.77,94,0,37,Landsat_9
2006,forest,IN-PA-0000740,unprotected,tropical_moist,46,41,0,74.0,46.3,29.0,4,640,0,67.0,1.74,34,1,63,Landsat_8
2025,cropland,IN-PA-0000741,wildlife_sanctuary,desert,87,37,0,31.8,11.7,10.7,58,17907,0,53.4,3.35,60,0,47,Sentinel_2
2019,urban,IN-PA-0000742,unprotected,riverine,54,31,0,62.3,23.3,29.1,71,6454,0,44.4,2.81,62,0,44,Sentinel_2
2020,grassland,IN-PA-0000743,national_park,riverine,39,39,0,138.2,14.3,54.8,69,5039,0,105.8,2.14,75,0,79,Landsat_8
2016,cropland,IN-PA-0000744,unprotected,montane,64,33,1,81.7,0.1,4.9,43,3782,0,64.5,3.53,37,0,87,Landsat_9
2021,cropland,IN-PA-0000745,unprotected,coastal,56,32,0,12.7,36.3,3.8,55,36086,0,115.9,0.34,71,0,48,MODIS
2013,grassland,IN-PA-0000746,community_reserve,mixed,49,28,0,104.8,60.5,27.4,81,2733,1,89.5,2.17,62,0,43,Sentinel_2
2023,cropland,IN-PA-0000747,wildlife_sanctuary,tropical_dry,38,26,1,291.7,30.5,19.3,38,23816,1,14.0,2.85,90,0,86,Resourcesat_2
2007,cropland,IN-PA-0000748,reserved_forest,tropical_dry,79,26,0,1146.0,29.3,20.9,19,5575,0,8.9,0.0,61,0,46,Landsat_8
2006,cropland,IN-PA-0000749,national_park,tropical_moist,75,33,0,40.4,22.5,56.0,45,15930,0,54.5,1.11,85,0,30,Sentinel_2
2021,wetland,IN-PA-0000750,national_park,tropical_dry,32,32,0,138.3,0.0,26.4,29,16331,1,232.0,2.1,55,0,62,Landsat_9
2014,cropland,IN-PA-0000751,unprotected,mangrove,74,39,0,49.6,33.1,14.8,54,5900,0,6.0,1.11,44,0,32,MODIS
2023,cropland,IN-PA-0000752,unprotected,tropical_dry,58,29,0,150.1,28.7,8.1,85,8082,0,5.4,1.22,55,0,19,Sentinel_2
2007,wetland,IN-PA-0000753,wildlife_sanctuary,mangrove,39,27,0,25.1,65.9,4.5,62,2394,0,63.3,2.61,59,1,11,MODIS
2008,cropland,IN-PA-0000754,unprotected,riverine,53,36,0,25.3,0.0,6.2,52,8390,1,364.2,3.39,55,0,25,Sentinel_2
2024,shrubland,IN-PA-0000755,unprotected,tropical_dry,68,34,0,78.2,0.0,18.3,57,24961,0,52.2,0.03,48,0,22,VIIRS
2015,forest,IN-PA-0000756,unprotected,tropical_moist,37,28,0,179.1,17.0,3.8,24,6795,0,108.2,3.23,56,0,32,VIIRS
2018,wetland,IN-PA-0000757,unprotected,desert,54,34,0,30.9,36.7,35.8,47,7536,1,52.5,0.53,37,0,60,Cartosat_3
2018,water,IN-PA-0000758,unprotected,tropical_dry,33,43,1,14.2,76.7,2.9,22,16371,0,50.1,1.35,49,0,52,Sentinel_2
2006,cropland,IN-PA-0000759,conservation_reserve,mixed,56,31,0,356.4,27.7,14.3,25,5167,0,20.4,2.61,15,0,34,Landsat_9
2006,cropland,IN-PA-0000760,community_reserve,grassland,52,36,1,73.4,9.4,40.2,44,9112,0,77.7,2.62,66,0,58,Landsat_9
2025,cropland,IN-PA-0000761,reserved_forest,grassland,74,24,0,38.6,35.7,7.5,7,28214,0,320.0,0.0,68,0,47,Sentinel_2
2021,water,IN-PA-0000762,unprotected,tropical_moist,64,37,1,89.3,48.8,23.9,2,7840,0,55.4,3.43,57,0,39,MODIS
2018,cropland,IN-PA-0000763,wildlife_sanctuary,tropical_dry,50,26,0,31.0,10.1,18.4,87,6379,0,83.7,1.04,70,0,53,Sentinel_2
2008,grassland,IN-PA-0000764,unprotected,montane,50,37,0,20.8,16.7,0.0,43,4275,0,180.5,2.76,55,0,51,Landsat_8
2010,forest,IN-PA-0000765,unprotected,tropical_dry,84,31,0,334.1,55.0,22.3,51,116828,0,46.6,2.9,55,0,39,Sentinel_2
2013,forest,IN-PA-0000766,unprotected,tropical_dry,59,29,1,79.4,19.6,16.9,60,13954,0,53.2,2.35,54,0,11,Sentinel_2
2017,wetland,IN-PA-0000767,conservation_reserve,tropical_moist,48,31,0,112.2,5.9,35.6,47,76795,1,27.8,1.01,56,0,32,Sentinel_2
2022,grassland,IN-PA-0000768,reserved_forest,tropical_moist,57,34,0,52.6,41.3,31.4,56,9516,0,29.3,1.16,58,0,65,MODIS
2014,forest,IN-PA-0000769,unprotected,tropical_dry,81,30,0,298.4,26.4,38.4,48,10865,1,25.4,1.29,37,0,12,Sentinel_2
2016,shrubland,IN-PA-0000770,unprotected,mixed,64,35,1,82.8,27.0,17.7,64,10289,0,58.6,0.0,42,0,51,Landsat_9
2008,cropland,IN-PA-0000771,unprotected,mixed,75,35,0,356.2,47.7,10.7,56,16880,1,169.5,1.52,57,0,55,Landsat_8
2015,cropland,IN-PA-0000772,unprotected,coastal,44,45,1,53.0,47.9,0.0,56,2523,0,54.9,1.21,73,0,40,VIIRS
2012,cropland,IN-PA-0000773,unprotected,desert,61,40,0,42.6,14.2,18.1,55,3285,0,146.3,1.3,66,0,27,Sentinel_2
2008,cropland,IN-PA-0000774,wildlife_sanctuary,tropical_dry,49,35,0,36.0,7.0,53.5,17,18291,0,182.4,0.71,49,0,79,Sentinel_2
2025,cropland,IN-PA-0000775,unprotected,tropical_moist,81,34,0,175.8,42.7,0.0,36,890,0,203.4,1.34,100,0,63,MODIS
2011,urban,IN-PA-0000776,conservation_reserve,tropical_moist,74,28,0,264.5,40.9,27.3,33,3354,0,47.6,2.93,67,0,36,Landsat_9
2018,cropland,IN-PA-0000777,reserved_forest,montane,71,27,0,58.2,16.2,45.0,59,21821,0,87.5,2.49,60,0,19,Landsat_8
2014,grassland,IN-PA-0000778,conservation_reserve,montane,55,37,0,118.9,14.9,28.7,63,2375,0,15.8,4.04,86,0,60,Cartosat_3
2013,cropland,IN-PA-0000779,reserved_forest,montane,83,36,1,74.2,60.0,40.2,54,10300,0,81.1,1.2,34,1,41,MODIS
2025,grassland,IN-PA-0000780,conservation_reserve,coastal,53,38,1,333.2,22.5,38.9,19,2417,0,2.5,0.77,48,0,62,Landsat_8
2015,grassland,IN-PA-0000781,unprotected,coastal,73,36,1,67.3,23.2,14.4,39,1632,0,86.1,0.32,45,0,56,Landsat_8
2019,urban,IN-PA-0000782,reserved_forest,desert,87,41,0,132.9,61.3,20.1,24,7754,0,32.9,2.09,55,1,39,Cartosat_3
2018,urban,IN-PA-0000783,unprotected,mangrove,74,34,0,324.5,14.5,38.2,57,11953,0,71.1,1.7,55,0,51,Resourcesat_2
2021,wetland,IN-PA-0000784,unprotected,mangrove,64,41,0,88.4,12.5,18.2,67,4235,0,7.7,2.81,62,0,70,Cartosat_3
2016,forest,IN-PA-0000785,reserved_forest,tropical_dry,34,33,0,55.0,47.4,9.9,28,2164,0,49.2,0.0,64,0,39,Resourcesat_2
2010,forest,IN-PA-0000786,unprotected,riverine,77,38,0,76.9,72.3,28.1,48,14974,0,84.4,0.75,64,0,18,Sentinel_2
2010,grassland,IN-PA-0000787,unprotected,mixed,35,42,0,95.7,70.3,27.7,57,18582,0,10.3,0.89,50,0,38,Sentinel_2
2010,cropland,IN-PA-0000788,unprotected,coastal,50,33,0,152.2,33.5,14.9,39,16954,0,32.3,1.47,63,0,42,Resourcesat_2
2023,urban,IN-PA-0000789,reserved_forest,riverine,61,32,0,111.6,60.2,25.0,50,5929,1,2.3,1.14,48,1,29,Sentinel_2
2024,shrubland,IN-PA-0000790,unprotected,mangrove,57,48,0,255.7,13.5,0.0,59,13431,0,6.7,2.16,32,0,58,Sentinel_2
2023,cropland,IN-PA-0000791,reserved_forest,tropical_moist,76,25,0,74.6,14.3,0.0,32,15487,0,17.9,3.97,72,0,53,Landsat_8
2007,grassland,IN-PA-0000792,conservation_reserve,tropical_dry,30,39,0,25.9,37.4,15.8,44,9993,0,201.8,0.0,49,0,61,VIIRS
2009,wetland,IN-PA-0000793,reserved_forest,mixed,57,42,0,67.4,39.3,7.5,40,3535,0,245.5,0.73,63,0,52,Cartosat_3
2023,urban,IN-PA-0000794,unprotected,mixed,52,43,0,261.4,42.0,14.1,76,10267,0,21.9,0.42,20,0,41,Landsat_8
2016,cropland,IN-PA-0000795,unprotected,tropical_dry,54,36,0,356.6,30.2,44.6,17,6677,1,97.8,0.63,49,1,68,Landsat_8
