demo_migflow_move_year,demo_migflow_origin_geoid,demo_migflow_destination_geoid,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_miles_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2023,18162,03162,INTERNATIONAL_IN,17,1,MILITARY,OWN,OWN,2278.5,63,25_50K,100_150K,GRAD,NATURALIZED,1,85,96,2.4577,W5
2018,18163,03163,INTERNATIONAL_IN,48,1,RETIREMENT,OTHER,OWN,2722.7,-6,100_150K,100_150K,HS,CITIZEN,1,85,114,1.3218,W1
2017,18164,03164,INTERNATIONAL_OUT,84,5,HOUSING_COST,RENT,OWN,3188.6,46,150K_PLUS,LT25K,LT_HS,NATURALIZED,0,93,115,2.0294,W2
2019,18165,03165,INTERSTATE,25,6,HOUSING_COST,OWN,RENT,1983.3,-35,LT25K,50_75K,BACH,CITIZEN,0,82,133,1.9255,W1
2016,18166,03166,INTERNATIONAL_OUT,2,2,JOB,RENT,OTHER,1216.6,-45,100_150K,150K_PLUS,BACH,NATURALIZED,1,80,97,1.063,W2
2016,18167,03167,INTERNATIONAL_IN,76,2,OTHER,RENT,RENT,533.2,48,LT25K,25_50K,SOME_COLLEGE,NATURALIZED,1,79,131,2.5664,W2
2020,18168,03168,INTRASTATE,37,2,JOB,OTHER,OTHER,3141.6,47,LT25K,75_100K,SOME_COLLEGE,NATURALIZED,1,73,122,2.9526,W3
2016,18169,03169,INTRASTATE,13,2,RETIREMENT,RENT,OWN,2957.5,29,LT25K,LT25K,LT_HS,CITIZEN,1,80,132,2.7854,W4
2019,18170,03170,INTERNATIONAL_IN,0,4,OTHER,RENT,OWN,2574.6,40,50_75K,75_100K,ASSOC,CITIZEN,1,88,127,1.5045,W1
2023,18171,03171,INTERNATIONAL_IN,10,4,JOB,OTHER,RENT,3020.1,95,100_150K,100_150K,GRAD,NONCITIZEN,0,72,132,3.2788,W4
2023,18172,03172,INTERSTATE,39,2,JOB,RENT,OWN,195.2,97,75_100K,75_100K,GRAD,CITIZEN,1,74,120,3.1666,W4
2017,18173,03173,INTERNATIONAL_OUT,3,7,JOB,RENT,RENT,2021.0,65,50_75K,25_50K,LT_HS,NONCITIZEN,0,77,121,1.0806,W4
2018,18174,03174,INTERNATIONAL_OUT,33,3,MILITARY,OTHER,OTHER,879.7,61,25_50K,150K_PLUS,BACH,CITIZEN,0,66,140,0.609,W1
2018,18175,03175,INTERNATIONAL_IN,64,4,JOB,RENT,OWN,2450.0,28,25_50K,25_50K,SOME_COLLEGE,CITIZEN,1,74,154,3.1496,W2
2016,18176,03176,INTERSTATE,55,4,JOB,RENT,OTHER,306.7,112,LT25K,150K_PLUS,LT_HS,NATURALIZED,1,69,109,2.658,W2
2018,18177,03177,INTRASTATE,9,7,HEALTH,OWN,OWN,828.3,86,50_75K,75_100K,SOME_COLLEGE,CITIZEN,1,69,113,1.2263,W2
2023,18178,03178,INTERNATIONAL_IN,80,7,HOUSING_COST,OTHER,OTHER,2720.9,-48,150K_PLUS,75_100K,LT_HS,NATURALIZED,0,69,116,1.2061,W2
2021,18179,03179,INTERNATIONAL_OUT,70,7,HOUSING_COST,OWN,OWN,2398.4,14,150K_PLUS,LT25K,GRAD,CITIZEN,0,85,123,1.2632,W2
2020,18180,03180,INTERSTATE,63,3,RETIREMENT,OTHER,OTHER,3174.5,51,50_75K,150K_PLUS,LT_HS,NONCITIZEN,0,93,124,3.0424,W2
2025,18181,03181,INTERSTATE,12,2,SCHOOL,RENT,OWN,2060.9,90,25_50K,25_50K,HS,CITIZEN,1,77,128,0.9928,W5
2024,18182,03182,INTERSTATE,21,7,RETIREMENT,OWN,RENT,970.2,-47,75_100K,75_100K,LT_HS,NATURALIZED,1,62,112,2.3486,W5
2022,18183,03183,INTERNATIONAL_OUT,55,1,MILITARY,OWN,OTHER,1753.5,37,100_150K,50_75K,SOME_COLLEGE,NATURALIZED,0,94,121,2.9537,W2
2021,18184,03184,INTERSTATE,64,7,MILITARY,OWN,OTHER,3020.7,43,100_150K,LT25K,LT_HS,NATURALIZED,1,97,106,1.4782,W1
2020,18185,03185,INTRASTATE,12,4,MILITARY,OWN,RENT,2085.8,90,LT25K,LT25K,ASSOC,NATURALIZED,0,94,115,0.4029,W4
2020,18186,03186,INTERNATIONAL_OUT,0,1,FAMILY,OTHER,RENT,2820.9,107,LT25K,LT25K,GRAD,CITIZEN,1,83,104,2.7042,W4
2025,18187,03187,INTERNATIONAL_IN,37,1,RETIREMENT,RENT,RENT,73.7,3,LT25K,LT25K,GRAD,NATURALIZED,1,75,124,0.2656,W1
2024,18188,03188,INTERSTATE,57,3,HEALTH,RENT,OWN,1182.9,-41,25_50K,150K_PLUS,HS,NATURALIZED,1,77,142,2.9419,W5
2025,18189,03189,INTERNATIONAL_OUT,24,2,RETIREMENT,OWN,RENT,2993.0,99,25_50K,150K_PLUS,LT_HS,CITIZEN,0,77,122,1.3908,W4
2021,18190,03190,INTERNATIONAL_IN,41,6,JOB,RENT,OWN,126.2,17,150K_PLUS,75_100K,ASSOC,NATURALIZED,0,70,111,2.8444,W5
2019,18191,03191,INTERNATIONAL_IN,84,1,JOB,RENT,OWN,1661.4,-37,100_150K,100_150K,SOME_COLLEGE,NONCITIZEN,1,80,129,1.9997,W3
2019,18192,03192,INTRASTATE,32,2,JOB,OTHER,RENT,1109.2,-15,150K_PLUS,50_75K,ASSOC,NONCITIZEN,0,75,119,1.3854,W4
2019,18193,03193,INTERNATIONAL_IN,56,5,SCHOOL,RENT,RENT,2068.0,-43,150K_PLUS,100_150K,GRAD,NATURALIZED,0,91,129,3.1678,W3
2021,18194,03194,INTRASTATE,36,6,HEALTH,RENT,OWN,519.5,50,LT25K,100_150K,HS,NONCITIZEN,0,54,119,2.7312,W3
2016,18195,03195,INTERNATIONAL_OUT,56,6,HEALTH,RENT,OTHER,2090.7,33,150K_PLUS,75_100K,SOME_COLLEGE,NATURALIZED,1,96,124,0.4663,W3
2024,18196,03196,INTRASTATE,61,6,MILITARY,RENT,OTHER,3173.9,115,50_75K,LT25K,LT_HS,CITIZEN,1,78,97,3.271,W3
2017,18197,03197,INTERNATIONAL_OUT,2,2,JOB,OWN,RENT,868.1,81,150K_PLUS,LT25K,LT_HS,NONCITIZEN,1,71,123,1.7411,W2
2017,18198,03198,INTERNATIONAL_OUT,29,3,FAMILY,OTHER,OTHER,1476.8,88,75_100K,75_100K,ASSOC,NONCITIZEN,0,86,130,0.6916,W2
2020,18199,03199,INTERSTATE,66,7,HEALTH,OTHER,OWN,95.5,37,25_50K,75_100K,LT_HS,CITIZEN,0,76,123,2.745,W1
2019,18200,03200,INTRASTATE,62,3,HOUSING_COST,OTHER,OTHER,1389.2,-56,150K_PLUS,150K_PLUS,SOME_COLLEGE,NONCITIZEN,0,86,123,1.9081,W4
2018,19001,04001,INTERNATIONAL_OUT,81,5,FAMILY,RENT,OWN,1299.5,67,LT25K,25_50K,GRAD,NATURALIZED,0,78,106,2.42,W1
2020,19002,04002,INTERSTATE,22,7,HEALTH,OWN,RENT,1807.3,98,LT25K,LT25K,SOME_COLLEGE,NATURALIZED,0,82,124,2.4903,W3
2022,19003,04003,INTRASTATE,71,7,HEALTH,OTHER,RENT,822.0,26,25_50K,50_75K,LT_HS,NONCITIZEN,0,81,119,0.8507,W1
2025,19004,04004,INTRASTATE,72,3,SCHOOL,OWN,OTHER,1052.0,59,100_150K,25_50K,ASSOC,CITIZEN,1,74,116,3.4039,W2
2017,19005,04005,INTERNATIONAL_IN,65,2,JOB,OTHER,RENT,1951.9,111,100_150K,100_150K,LT_HS,NATURALIZED,1,72,140,0.5483,W5
2021,19006,04006,INTERSTATE,60,6,RETIREMENT,OWN,RENT,2907.2,3,100_150K,150K_PLUS,GRAD,NATURALIZED,1,95,134,2.1991,W5
2019,19007,04007,INTERNATIONAL_IN,1,2,HEALTH,RENT,OWN,753.0,33,100_150K,150K_PLUS,BACH,NONCITIZEN,1,82,124,0.6829,W5
2017,19008,04008,INTERNATIONAL_OUT,26,6,HOUSING_COST,RENT,OWN,2168.0,109,50_75K,LT25K,LT_HS,CITIZEN,0,95,123,3.0951,W5
2016,19009,04009,INTRASTATE,47,2,OTHER,OTHER,OWN,1676.7,60,LT25K,75_100K,HS,NATURALIZED,0,95,115,0.7717,W5
2023,19010,04010,INTERNATIONAL_OUT,62,7,MILITARY,OTHER,OWN,335.2,39,100_150K,75_100K,LT_HS,CITIZEN,0,82,122,1.6554,W4
2020,19011,04011,INTERSTATE,4,3,OTHER,OTHER,RENT,1809.6,105,100_150K,75_100K,GRAD,NONCITIZEN,0,85,123,0.4867,W3
2025,19012,04012,INTRASTATE,0,2,SCHOOL,RENT,OWN,2268.3,74,150K_PLUS,LT25K,BACH,NONCITIZEN,1,77,113,1.6785,W2
2017,19013,04013,INTERNATIONAL_OUT,21,4,FAMILY,RENT,OWN,1914.6,-2,75_100K,150K_PLUS,HS,NATURALIZED,1,81,101,0.2134,W5
2023,19014,04014,INTRASTATE,73,6,HEALTH,OTHER,OWN,334.6,8,75_100K,50_75K,ASSOC,CITIZEN,1,74,106,1.6635,W4
2018,19015,04015,INTERNATIONAL_IN,23,7,JOB,OTHER,OTHER,2734.6,-12,LT25K,75_100K,HS,CITIZEN,1,80,120,2.47,W2
2022,19016,04016,INTERSTATE,58,7,SCHOOL,RENT,OWN,131.7,-50,150K_PLUS,150K_PLUS,SOME_COLLEGE,NONCITIZEN,1,79,144,0.8033,W5
2017,19017,04017,INTERSTATE,78,6,SCHOOL,OTHER,RENT,755.6,40,25_50K,LT25K,GRAD,NONCITIZEN,0,79,104,2.0249,W3
2022,19018,04018,INTERSTATE,49,5,RETIREMENT,OTHER,RENT,1970.5,69,100_150K,100_150K,BACH,NONCITIZEN,0,80,139,1.7655,W1
2019,19019,04019,INTRASTATE,22,4,OTHER,OTHER,OWN,698.0,49,50_75K,25_50K,SOME_COLLEGE,NONCITIZEN,1,75,137,1.3054,W3
2025,19020,04020,INTERNATIONAL_OUT,77,2,MILITARY,RENT,OTHER,326.2,-34,75_100K,LT25K,SOME_COLLEGE,NONCITIZEN,1,69,102,2.4136,W3
2016,19021,04021,INTERNATIONAL_OUT,17,3,RETIREMENT,RENT,OTHER,1638.4,83,100_150K,LT25K,HS,NATURALIZED,0,68,128,3.484,W5
2020,19022,04022,INTERSTATE,88,5,RETIREMENT,OWN,OTHER,2312.0,3,25_50K,150K_PLUS,HS,NATURALIZED,1,91,128,3.2947,W1
2019,19023,04023,INTRASTATE,21,4,MILITARY,OWN,OTHER,1314.7,116,50_75K,75_100K,SOME_COLLEGE,CITIZEN,0,91,123,3.4013,W1
2023,19024,04024,INTRASTATE,43,2,FAMILY,OWN,OWN,2235.2,29,75_100K,25_50K,GRAD,NATURALIZED,0,84,142,0.2667,W2
2016,19025,04025,INTRASTATE,43,7,RETIREMENT,OWN,OWN,2754.2,-45,150K_PLUS,25_50K,ASSOC,NATURALIZED,0,94,114,1.0461,W4
2017,19026,04026,INTERNATIONAL_OUT,36,7,MILITARY,OTHER,RENT,3068.2,12,25_50K,75_100K,LT_HS,NATURALIZED,1,87,129,3.2451,W2
2020,19027,04027,INTERSTATE,6,3,SCHOOL,RENT,RENT,746.8,119,25_50K,50_75K,LT_HS,CITIZEN,1,82,122,0.3594,W5
2025,19028,04028,INTERNATIONAL_OUT,89,2,HEALTH,RENT,OTHER,1937.4,55,150K_PLUS,LT25K,BACH,NATURALIZED,0,86,119,1.4039,W1
2025,19029,04029,INTERNATIONAL_IN,23,6,SCHOOL,OWN,OTHER,854.4,72,50_75K,75_100K,HS,CITIZEN,0,86,111,2.3523,W3
2017,19030,04030,INTRASTATE,76,4,MILITARY,OTHER,RENT,2787.0,103,50_75K,150K_PLUS,LT_HS,CITIZEN,0,86,103,3.4439,W3
2016,19031,04031,INTERNATIONAL_IN,40,4,SCHOOL,RENT,RENT,2849.0,-54,75_100K,50_75K,ASSOC,NATURALIZED,0,77,123,1.11,W4
2021,19032,04032,INTERSTATE,69,5,HEALTH,RENT,OTHER,1031.3,0,50_75K,75_100K,BACH,NATURALIZED,0,90,131,2.7218,W5
2025,19033,04033,INTERSTATE,84,7,HOUSING_COST,OTHER,RENT,2065.3,35,100_150K,100_150K,GRAD,NATURALIZED,0,64,117,2.3792,W5
2019,19034,04034,INTERNATIONAL_OUT,70,3,HOUSING_COST,OTHER,OTHER,2840.6,96,50_75K,50_75K,HS,NONCITIZEN,0,68,120,2.2244,W2
2020,19035,04035,INTERSTATE,17,1,MILITARY,OWN,OWN,1627.0,59,150K_PLUS,150K_PLUS,LT_HS,CITIZEN,1,87,117,2.6517,W1
2018,19036,04036,INTERSTATE,78,2,MILITARY,OWN,OTHER,2305.6,97,25_50K,50_75K,SOME_COLLEGE,CITIZEN,0,77,128,1.038,W1
2025,19037,04037,INTERNATIONAL_OUT,71,3,FAMILY,OTHER,OWN,2562.8,107,50_75K,25_50K,ASSOC,NONCITIZEN,0,92,126,1.3177,W4
2021,19038,04038,INTERNATIONAL_OUT,59,1,HEALTH,RENT,OWN,2790.1,-30,75_100K,LT25K,ASSOC,NONCITIZEN,1,76,121,2.0495,W3
2019,19039,04039,INTERNATIONAL_OUT,51,3,MILITARY,OTHER,OWN,1648.9,-13,100_150K,75_100K,HS,NATURALIZED,1,72,101,1.6486,W2
2021,19040,04040,INTERNATIONAL_OUT,79,2,RETIREMENT,OTHER,RENT,3013.9,30,50_75K,150K_PLUS,GRAD,NONCITIZEN,0,82,105,2.5826,W4
2020,19041,04041,INTERSTATE,48,2,SCHOOL,RENT,RENT,2012.8,-55,100_150K,150K_PLUS,ASSOC,NONCITIZEN,1,74,127,2.8421,W1
2017,19042,04042,INTERNATIONAL_IN,66,5,OTHER,RENT,OTHER,486.0,-32,50_75K,75_100K,HS,NONCITIZEN,0,76,110,1.9424,W2
2019,19043,04043,INTERNATIONAL_OUT,44,4,RETIREMENT,OWN,OWN,1960.1,76,100_150K,LT25K,ASSOC,CITIZEN,0,94,113,1.5001,W5
2017,19044,04044,INTERSTATE,8,4,MILITARY,OTHER,OTHER,955.5,23,50_75K,150K_PLUS,LT_HS,NONCITIZEN,1,81,125,3.2091,W3
2020,19045,04045,INTERSTATE,25,4,SCHOOL,OWN,OWN,1191.0,53,50_75K,150K_PLUS,GRAD,NATURALIZED,0,78,115,2.6745,W1
2018,19046,04046,INTERSTATE,25,5,HOUSING_COST,OTHER,OWN,2588.4,78,LT25K,LT25K,HS,CITIZEN,1,82,109,2.4217,W1
2021,19047,04047,INTERSTATE,29,4,OTHER,OTHER,OTHER,3114.7,-42,25_50K,150K_PLUS,ASSOC,CITIZEN,1,93,116,0.3891,W4
2020,19048,04048,INTERSTATE,26,3,SCHOOL,RENT,OTHER,2783.6,13,75_100K,150K_PLUS,LT_HS,NONCITIZEN,1,77,110,1.9419,W3
2017,19049,04049,INTERNATIONAL_OUT,79,4,OTHER,OTHER,OTHER,1042.9,72,75_100K,150K_PLUS,GRAD,NONCITIZEN,1,84,122,0.601,W1
2025,19050,04050,INTERNATIONAL_OUT,3,4,FAMILY,OTHER,OTHER,1452.0,42,LT25K,25_50K,LT_HS,NONCITIZEN,0,83,127,2.3797,W1
2023,19051,04051,INTRASTATE,50,6,JOB,RENT,RENT,3147.2,9,50_75K,LT25K,LT_HS,NONCITIZEN,0,97,121,1.1888,W1
2021,19052,04052,INTRASTATE,82,2,OTHER,RENT,OWN,2955.3,34,25_50K,100_150K,GRAD,NATURALIZED,0,81,124,2.6371,W4
2024,19053,04053,INTERNATIONAL_OUT,69,5,HEALTH,RENT,OWN,3126.2,-43,100_150K,25_50K,HS,NONCITIZEN,0,91,109,2.7679,W1
2018,19054,04054,INTERNATIONAL_OUT,78,5,SCHOOL,OTHER,RENT,1385.6,-40,LT25K,50_75K,HS,NATURALIZED,1,82,137,1.1914,W4
2019,19055,04055,INTERNATIONAL_OUT,9,7,MILITARY,RENT,OWN,2561.9,82,75_100K,LT25K,ASSOC,NONCITIZEN,1,90,104,3.4217,W5
2023,19056,04056,INTERNATIONAL_IN,35,4,FAMILY,OTHER,RENT,2788.0,-55,75_100K,50_75K,GRAD,NONCITIZEN,1,75,128,1.9051,W5
2022,19057,04057,INTERNATIONAL_OUT,45,6,HOUSING_COST,OWN,OWN,142.1,-37,150K_PLUS,25_50K,GRAD,NATURALIZED,1,71,123,0.919,W5
2023,19058,04058,INTERSTATE,5,7,OTHER,RENT,RENT,851.8,-1,150K_PLUS,150K_PLUS,GRAD,NONCITIZEN,0,70,114,2.7581,W5
2024,19059,04059,INTERNATIONAL_IN,69,7,OTHER,OWN,RENT,2827.2,-33,75_100K,100_150K,SOME_COLLEGE,CITIZEN,1,91,128,2.7105,W2
2023,19060,04060,INTERNATIONAL_IN,78,1,HOUSING_COST,OWN,OWN,1244.3,13,50_75K,100_150K,SOME_COLLEGE,NATURALIZED,1,83,118,1.5659,W2
2023,19061,04061,INTERSTATE,88,2,JOB,RENT,OWN,892.0,-38,150K_PLUS,LT25K,BACH,NATURALIZED,1,69,125,2.3734,W5
2021,19062,04062,INTERSTATE,82,4,MILITARY,RENT,OWN,873.0,18,100_150K,100_150K,SOME_COLLEGE,CITIZEN,1,81,132,0.2717,W5
2017,19063,04063,INTRASTATE,77,1,RETIREMENT,OTHER,OTHER,1201.6,-15,100_150K,150K_PLUS,GRAD,NATURALIZED,1,62,105,1.1611,W3
2022,19064,04064,INTERSTATE,2,7,RETIREMENT,RENT,OWN,781.1,51,100_150K,75_100K,SOME_COLLEGE,NONCITIZEN,0,78,108,3.1089,W1
2019,19065,04065,INTERNATIONAL_OUT,49,3,SCHOOL,OWN,OWN,11.3,-24,50_75K,150K_PLUS,ASSOC,NATURALIZED,0,71,112,0.966,W3
2018,19066,04066,INTERNATIONAL_OUT,41,6,HOUSING_COST,OWN,OWN,552.7,81,75_100K,25_50K,HS,NATURALIZED,0,78,120,3.1884,W3
2019,19067,04067,INTRASTATE,77,6,FAMILY,OWN,OTHER,2824.3,-13,150K_PLUS,150K_PLUS,SOME_COLLEGE,CITIZEN,1,82,144,2.1136,W3
2019,19068,04068,INTERNATIONAL_IN,53,2,JOB,OTHER,OWN,242.5,17,150K_PLUS,100_150K,BACH,NATURALIZED,1,86,107,3.1796,W3
2018,19069,04069,INTERNATIONAL_IN,38,6,RETIREMENT,OTHER,RENT,1321.9,54,75_100K,25_50K,ASSOC,NONCITIZEN,1,68,123,0.6319,W3
2024,19070,04070,INTRASTATE,84,5,SCHOOL,RENT,RENT,1461.0,-25,50_75K,25_50K,LT_HS,NATURALIZED,1,84,125,1.731,W3
2018,19071,04071,INTERNATIONAL_OUT,54,1,OTHER,RENT,OTHER,2490.2,-1,25_50K,150K_PLUS,LT_HS,NATURALIZED,0,90,108,1.1783,W5
2017,19072,04072,INTRASTATE,10,4,SCHOOL,RENT,OTHER,808.7,18,50_75K,150K_PLUS,BACH,CITIZEN,0,93,129,3.1268,W3
2016,19073,04073,INTERNATIONAL_OUT,73,1,HOUSING_COST,OWN,OTHER,991.2,52,50_75K,75_100K,HS,CITIZEN,1,79,119,1.3271,W2
2016,19074,04074,INTERNATIONAL_OUT,78,5,FAMILY,OWN,OTHER,46.2,36,75_100K,150K_PLUS,GRAD,NATURALIZED,1,79,101,2.1419,W1
2020,19075,04075,INTERSTATE,29,3,FAMILY,OWN,OTHER,2889.1,50,100_150K,150K_PLUS,LT_HS,NONCITIZEN,0,90,114,2.9312,W2
2020,19076,04076,INTRASTATE,80,1,OTHER,RENT,OWN,2193.9,-13,75_100K,LT25K,HS,CITIZEN,0,89,118,0.9558,W4
2024,19077,04077,INTRASTATE,55,4,RETIREMENT,RENT,RENT,841.5,59,150K_PLUS,25_50K,SOME_COLLEGE,CITIZEN,0,83,127,0.3509,W2
2019,19078,04078,INTERNATIONAL_OUT,28,1,OTHER,OWN,RENT,2840.1,89,25_50K,75_100K,SOME_COLLEGE,NONCITIZEN,1,85,130,1.8307,W4
2020,19079,04079,INTERNATIONAL_OUT,16,6,SCHOOL,RENT,OWN,277.5,-18,LT25K,100_150K,SOME_COLLEGE,CITIZEN,1,75,98,2.4561,W5
2021,19080,04080,INTERSTATE,32,3,HOUSING_COST,OTHER,OTHER,1179.2,-20,150K_PLUS,50_75K,LT_HS,NATURALIZED,1,84,118,2.5736,W4
2025,19081,04081,INTERNATIONAL_OUT,20,1,OTHER,RENT,OWN,1803.7,84,LT25K,LT25K,LT_HS,CITIZEN,0,75,108,1.5767,W3
2022,19082,04082,INTERNATIONAL_OUT,77,3,FAMILY,OWN,OTHER,1617.9,2,50_75K,150K_PLUS,HS,NONCITIZEN,1,80,124,0.4594,W3
2024,19083,04083,INTERNATIONAL_IN,9,7,SCHOOL,RENT,RENT,2095.9,85,LT25K,50_75K,HS,NATURALIZED,1,91,142,1.5304,W3
2021,19084,04084,INTRASTATE,86,3,FAMILY,OTHER,RENT,952.7,11,150K_PLUS,75_100K,GRAD,NONCITIZEN,0,83,131,0.6026,W4
2016,19085,04085,INTERSTATE,38,7,JOB,OWN,OTHER,2425.2,-58,100_150K,25_50K,BACH,NONCITIZEN,0,79,125,0.4383,W4
2023,19086,04086,INTERSTATE,77,2,FAMILY,RENT,OWN,1297.7,-7,75_100K,75_100K,GRAD,NONCITIZEN,0,69,100,1.2013,W4
2017,19087,04087,INTERNATIONAL_OUT,46,2,FAMILY,RENT,OTHER,401.4,58,25_50K,LT25K,SOME_COLLEGE,NONCITIZEN,1,78,155,2.7648,W1
2024,19088,04088,INTRASTATE,85,4,SCHOOL,RENT,OTHER,2369.4,81,25_50K,LT25K,ASSOC,CITIZEN,1,84,113,2.7355,W1
2022,19089,04089,INTERNATIONAL_IN,51,4,FAMILY,RENT,RENT,2918.3,-27,25_50K,100_150K,ASSOC,CITIZEN,0,75,104,2.2065,W1
2022,19090,04090,INTERSTATE,40,4,FAMILY,OTHER,OTHER,1166.5,66,150K_PLUS,75_100K,SOME_COLLEGE,CITIZEN,1,84,128,2.9266,W3
2025,19091,04091,INTERNATIONAL_OUT,46,3,JOB,RENT,OWN,1887.1,65,150K_PLUS,LT25K,BACH,CITIZEN,1,90,123,1.8527,W5
2025,19092,04092,INTRASTATE,72,3,FAMILY,RENT,OTHER,2201.2,-60,75_100K,75_100K,GRAD,NATURALIZED,1,95,128,1.0034,W2
2020,19093,04093,INTERNATIONAL_IN,86,7,FAMILY,OWN,RENT,2661.0,115,100_150K,100_150K,HS,CITIZEN,0,76,127,2.0809,W1
2023,19094,04094,INTRASTATE,70,2,SCHOOL,OTHER,OWN,634.0,38,25_50K,100_150K,LT_HS,NONCITIZEN,0,86,121,3.2467,W2
2025,19095,04095,INTERSTATE,87,6,HOUSING_COST,OWN,OWN,1824.1,-51,LT25K,75_100K,BACH,NATURALIZED,0,88,114,0.3192,W1
2016,19096,04096,INTERNATIONAL_OUT,42,7,OTHER,OTHER,RENT,2369.3,22,100_150K,150K_PLUS,BACH,CITIZEN,0,81,125,3.384,W4
2018,19097,04097,INTERNATIONAL_OUT,36,7,JOB,RENT,RENT,637.6,78,100_150K,LT25K,SOME_COLLEGE,CITIZEN,1,88,109,2.6562,W4
2024,19098,04098,INTERSTATE,72,3,OTHER,OTHER,OTHER,1512.2,58,150K_PLUS,25_50K,HS,NATURALIZED,1,73,119,2.4646,W3
2016,19099,04099,INTERSTATE,63,7,FAMILY,OWN,RENT,1486.2,66,150K_PLUS,150K_PLUS,ASSOC,CITIZEN,0,96,130,2.2257,W3
2023,19100,04100,INTRASTATE,70,2,HOUSING_COST,RENT,RENT,2686.0,38,100_150K,25_50K,ASSOC,NONCITIZEN,0,84,122,1.0505,W2
2021,19101,04101,INTERSTATE,59,1,OTHER,OWN,RENT,2487.5,5,25_50K,150K_PLUS,GRAD,NONCITIZEN,1,86,137,3.123,W3
2025,19102,04102,INTRASTATE,86,4,SCHOOL,OWN,RENT,742.5,-58,100_150K,100_150K,GRAD,NONCITIZEN,1,64,132,3.4058,W5
2020,19103,04103,INTERNATIONAL_OUT,24,4,JOB,OTHER,OWN,745.8,82,150K_PLUS,LT25K,ASSOC,NONCITIZEN,0,88,100,3.2496,W5
2021,19104,04104,INTERNATIONAL_IN,21,5,MILITARY,RENT,OWN,2314.9,-2,25_50K,100_150K,BACH,CITIZEN,1,88,125,0.5591,W5
2020,19105,04105,INTERNATIONAL_OUT,42,6,OTHER,OWN,OWN,2366.9,44,LT25K,100_150K,GRAD,NONCITIZEN,0,84,134,2.6305,W3
2024,19106,04106,INTERNATIONAL_OUT,70,2,SCHOOL,OWN,RENT,572.9,114,150K_PLUS,100_150K,LT_HS,CITIZEN,1,88,142,2.037,W1
2017,19107,04107,INTERNATIONAL_IN,69,5,HOUSING_COST,OTHER,OTHER,1316.1,31,LT25K,100_150K,HS,CITIZEN,0,73,96,2.8015,W2
2025,19108,04108,INTERNATIONAL_IN,35,4,JOB,OWN,OTHER,2642.6,69,LT25K,75_100K,LT_HS,CITIZEN,1,80,120,1.3625,W2
2021,19109,04109,INTERNATIONAL_IN,45,5,FAMILY,RENT,OTHER,254.6,97,150K_PLUS,75_100K,ASSOC,CITIZEN,0,98,108,3.358,W2
2019,19110,04110,INTERNATIONAL_OUT,21,1,OTHER,RENT,OTHER,1196.8,105,150K_PLUS,LT25K,LT_HS,NATURALIZED,0,76,130,1.2316,W1
2018,19111,04111,INTERSTATE,34,7,HOUSING_COST,OTHER,OWN,2062.7,-56,LT25K,150K_PLUS,BACH,NATURALIZED,1,81,110,2.6353,W3
2020,19112,04112,INTERNATIONAL_OUT,46,5,OTHER,OWN,OTHER,2467.6,73,100_150K,LT25K,SOME_COLLEGE,NATURALIZED,0,73,126,1.8626,W1
2017,19113,04113,INTERSTATE,32,1,SCHOOL,OTHER,OWN,2088.7,72,100_150K,50_75K,LT_HS,NONCITIZEN,1,65,121,2.2357,W4
2018,19114,04114,INTRASTATE,84,4,JOB,OTHER,OTHER,1272.4,-49,25_50K,25_50K,GRAD,CITIZEN,0,74,133,0.5817,W1
2022,19115,04115,INTERNATIONAL_OUT,74,3,HOUSING_COST,OWN,OTHER,3174.2,71,LT25K,75_100K,LT_HS,CITIZEN,0,99,130,2.2158,W3
2016,19116,04116,INTERNATIONAL_IN,12,7,HEALTH,RENT,OWN,133.4,91,50_75K,LT25K,LT_HS,NONCITIZEN,0,97,116,2.0597,W1
2017,19117,04117,INTERNATIONAL_OUT,55,2,MILITARY,OTHER,OWN,1583.5,92,LT25K,150K_PLUS,GRAD,NATURALIZED,0,95,125,2.5725,W3
2018,19118,04118,INTERNATIONAL_OUT,66,7,OTHER,RENT,OTHER,1632.4,-35,75_100K,100_150K,ASSOC,CITIZEN,0,86,134,1.1494,W1
2025,19119,04119,INTERNATIONAL_IN,12,5,HOUSING_COST,RENT,RENT,767.7,-6,50_75K,75_100K,LT_HS,NONCITIZEN,0,99,144,2.9465,W1
2022,19120,04120,INTRASTATE,49,7,SCHOOL,OWN,OTHER,1788.1,65,75_100K,25_50K,HS,NATURALIZED,1,96,138,3.3194,W2
2019,19121,04121,INTRASTATE,56,6,SCHOOL,OWN,OTHER,704.6,-15,50_75K,75_100K,BACH,NONCITIZEN,0,81,123,3.1107,W2
2023,19122,04122,INTRASTATE,27,1,FAMILY,RENT,OTHER,1419.2,113,150K_PLUS,150K_PLUS,HS,NONCITIZEN,1,79,133,1.4915,W2
