health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_medicaid_eligibility_category,health_mch_home_visiting_program_uptake
2011,1.79,44.73,152.1,8.62,10.67,90.31,33.58,87.82,46.64,58.89,50.61,41.84,77.92,7.89,52.84,15.82,18.33,CHILD,46.28
2012,0.77,7.02,63.41,14.24,12.44,82.76,41.85,80.15,49.63,39.87,87.29,31.76,40.95,12.19,64.9,6.97,29.5,OTHER,53.09
2005,6.33,15.93,176.48,15.02,8.21,53.81,52.66,73.41,84.39,65.81,91.74,40.55,85.7,12.7,61.57,5.03,3.36,CHILD,36.19
2005,8.08,34.84,95.68,8.68,9.86,60.59,55.88,48.83,44.0,76.59,67.26,12.92,9.91,6.26,69.12,17.92,5.51,EXPANSION,46.46
2025,3.44,7.7,100.24,12.7,5.8,71.7,53.69,82.35,79.59,68.59,53.56,17.04,93.84,4.21,52.56,15.97,8.18,FAMILY,46.73
2022,3.28,41.71,124.41,12.77,12.36,66.83,23.18,48.84,53.83,69.64,63.5,33.7,81.82,13.78,84.4,6.43,17.93,EXPANSION,32.37
2010,6.14,5.4,245.79,9.95,11.88,82.83,39.42,72.15,80.79,39.87,84.88,16.79,118.21,3.67,39.47,13.94,12.21,POSTPARTUM,23.75
2009,3.22,7.91,76.45,10.87,9.71,54.76,21.13,81.39,77.74,79.87,76.88,26.26,139.79,9.35,59.58,8.75,13.71,CHILD,48.26
2025,3.92,21.27,256.47,5.41,12.71,78.13,17.18,40.5,50.86,46.28,61.42,5.13,60.23,16.32,71.4,9.16,3.72,OTHER,0.71
2011,0.3,32.5,121.36,14.29,8.91,65.11,49.14,68.39,92.11,79.22,46.77,23.55,89.99,9.7,63.23,3.16,24.7,OTHER,34.7
2013,9.75,6.67,172.36,8.23,7.32,59.09,45.78,36.34,81.0,78.49,49.84,7.24,110.36,2.3,71.77,6.69,22.82,EXPANSION,17.9
2022,5.15,11.59,177.73,15.79,9.21,51.28,28.19,73.55,50.72,63.5,47.34,6.55,138.27,10.58,65.22,8.2,20.96,FAMILY,1.38
2019,7.68,25.28,131.02,7.43,13.47,60.88,60.68,87.55,50.04,39.43,49.85,32.38,97.29,12.13,31.79,11.12,1.2,CHILD,16.53
2010,8.51,9.32,71.57,7.25,10.72,54.72,20.82,37.22,94.27,45.95,69.45,39.94,80.6,15.91,61.84,16.41,18.69,EXPANSION,22.49
2010,7.45,10.58,68.41,10.58,6.72,85.8,51.24,56.55,69.71,86.93,79.12,32.49,98.17,7.74,88.63,4.3,17.44,POSTPARTUM,54.31
2007,4.93,15.58,191.77,14.76,9.72,89.97,19.76,68.88,49.45,83.87,87.22,32.36,35.57,17.0,86.4,12.62,29.95,OTHER,13.73
2019,8.57,23.45,247.12,14.96,7.13,66.06,36.33,76.35,81.42,81.45,78.04,5.45,102.35,14.06,31.29,14.21,26.26,FAMILY,29.95
2005,4.42,42.28,45.4,5.49,8.91,82.76,59.48,64.05,92.82,59.49,63.02,17.45,22.66,13.18,39.16,3.65,27.72,POSTPARTUM,38.15
2016,3.37,15.73,87.65,13.52,5.62,75.88,51.66,77.74,67.17,58.9,59.5,25.4,61.62,17.95,85.47,15.59,7.43,OTHER,52.52
2007,5.43,18.24,136.55,14.05,13.37,88.73,51.43,65.82,92.14,72.43,47.03,24.15,33.67,4.69,45.92,15.61,23.1,CHILD,48.02
2006,4.91,9.54,234.29,5.66,4.65,72.58,41.23,53.38,88.39,74.29,55.68,34.71,128.44,3.51,27.95,10.45,29.98,OTHER,23.13
2008,4.91,23.1,102.32,14.08,8.8,54.01,56.94,85.72,63.03,70.36,54.4,21.55,9.62,13.2,52.41,14.82,0.77,FAMILY,11.51
2019,5.61,41.29,243.41,11.87,7.86,73.93,29.29,40.68,79.85,57.18,57.3,3.42,47.38,5.45,77.71,0.39,24.86,PREGNANCY,52.36
2021,6.58,18.54,59.84,10.15,5.72,61.25,37.76,76.13,42.43,74.41,75.1,17.67,37.67,4.42,81.56,17.79,28.07,EXPANSION,26.79
2018,7.63,42.87,257.49,5.52,7.67,90.02,44.91,77.83,65.93,41.77,55.88,8.66,65.61,15.15,71.57,12.88,8.39,PREGNANCY,17.07
2013,2.0,32.33,257.95,10.3,11.93,91.3,34.59,36.78,83.04,49.11,73.01,42.85,57.17,4.53,58.84,4.51,2.92,OTHER,21.43
2025,8.61,9.5,40.29,13.64,4.51,80.39,46.52,70.23,50.15,79.52,43.28,30.18,63.93,3.78,51.86,15.6,21.18,CHILD,50.91
2014,1.28,39.7,247.84,8.37,9.12,86.51,55.21,58.86,77.81,52.82,93.84,28.58,85.11,14.94,69.98,12.13,0.91,CHILD,28.12
2006,7.7,19.86,187.07,12.2,8.12,72.62,27.9,56.0,81.55,74.33,43.91,41.96,136.74,9.23,23.85,4.78,25.1,OTHER,49.99
2008,8.55,13.15,256.02,9.08,4.95,64.68,56.88,88.25,66.55,88.99,91.7,6.78,54.23,9.87,45.15,13.44,13.87,OTHER,6.49
2012,9.97,18.58,249.13,13.59,4.79,86.77,63.42,78.57,44.55,62.42,56.28,24.02,76.9,11.32,72.9,9.75,1.37,FAMILY,15.7
2022,4.23,19.72,53.69,10.19,5.08,83.33,39.08,62.38,81.29,85.51,83.78,2.47,62.4,13.77,71.84,3.77,10.49,POSTPARTUM,31.31
2009,1.15,31.54,60.08,15.84,5.26,54.35,19.41,51.45,60.17,68.39,75.59,20.05,21.08,5.09,23.46,8.59,13.7,EXPANSION,45.15
2020,3.76,14.65,198.35,12.96,13.29,80.01,49.24,53.83,85.2,56.15,63.99,30.18,127.4,15.25,66.21,12.86,26.04,CHILD,5.51
2008,0.53,13.65,94.09,11.63,11.44,74.95,26.83,75.86,75.41,80.54,71.79,18.61,95.43,17.12,56.8,2.34,26.0,PREGNANCY,23.22
2015,5.82,14.72,250.57,11.64,13.71,89.21,27.34,67.03,71.56,68.5,76.61,37.57,25.8,15.99,81.78,8.04,6.71,CHILD,28.56
2023,2.41,37.05,108.0,7.28,5.1,58.07,20.87,56.52,49.99,51.59,71.91,29.39,33.95,3.45,74.71,7.79,4.76,OTHER,21.22
2005,4.51,11.43,175.99,7.26,10.42,90.68,57.42,45.42,45.21,49.21,54.96,42.64,72.46,2.38,24.1,8.49,16.26,PREGNANCY,19.21
2021,8.12,17.83,99.82,11.82,8.32,70.31,44.78,61.07,54.72,63.34,40.82,34.47,71.44,5.98,32.58,15.73,12.47,POSTPARTUM,18.17
2012,0.64,31.15,251.2,7.49,10.92,83.16,29.18,75.54,49.96,60.07,50.75,2.63,98.37,3.28,53.13,17.31,17.26,FAMILY,34.45
2010,7.57,21.48,83.7,7.18,12.98,85.68,46.56,77.66,70.55,62.97,49.9,28.51,132.05,17.57,27.49,10.96,16.2,PREGNANCY,28.45
2009,6.59,40.64,204.01,5.2,13.39,91.44,48.72,67.59,87.46,35.27,86.22,17.38,52.22,16.72,62.87,8.68,15.75,FAMILY,8.68
2015,4.43,36.74,88.57,8.82,8.74,71.07,54.39,79.6,51.4,89.51,43.8,38.5,99.02,9.25,29.35,16.03,5.21,POSTPARTUM,14.1
2019,9.26,8.17,229.66,14.53,7.02,79.0,47.15,48.28,92.49,38.37,42.51,10.3,28.89,2.33,75.32,16.79,6.15,POSTPARTUM,9.06
2021,0.29,35.72,215.14,5.24,13.57,87.1,28.84,63.6,90.54,53.84,92.76,3.04,53.17,7.12,89.14,17.79,3.84,OTHER,3.77
2020,3.23,10.91,189.19,7.83,9.25,59.18,22.9,66.91,56.85,47.04,77.82,27.3,21.16,9.61,58.68,16.01,26.48,CHILD,28.53
2009,8.0,40.45,171.03,13.5,5.38,71.69,41.63,65.94,60.94,64.84,77.78,11.98,53.56,6.27,48.33,6.18,29.8,EXPANSION,24.8
2009,5.26,9.22,230.05,15.62,4.53,50.38,34.33,80.09,59.2,36.02,92.17,44.99,75.02,12.59,53.71,6.37,20.45,OTHER,2.97
2010,7.31,29.66,173.87,11.85,8.05,75.72,39.73,84.13,91.3,53.0,40.07,43.08,115.48,2.93,55.05,12.44,0.33,PREGNANCY,45.66
2021,2.11,11.75,132.21,11.38,10.36,77.07,41.31,51.64,57.51,48.42,91.29,32.97,116.83,11.5,38.38,7.98,1.46,CHILD,18.57
2008,0.54,42.33,242.73,7.54,12.96,75.39,39.46,88.97,82.74,38.23,60.77,2.03,101.71,10.12,45.5,5.37,25.92,EXPANSION,52.85
2022,8.22,12.21,233.88,12.28,9.96,85.81,54.31,59.76,46.75,46.79,48.18,42.35,18.82,6.96,63.91,15.44,2.31,POSTPARTUM,39.54
2007,0.26,18.6,201.25,15.25,13.67,72.22,27.64,39.39,92.54,62.55,63.54,4.19,82.74,9.18,86.97,17.09,8.6,FAMILY,42.03
2009,4.03,29.57,252.61,15.92,7.44,53.71,63.89,73.47,51.85,44.77,90.92,13.57,55.34,10.59,67.08,13.06,4.15,CHILD,37.33
2023,1.06,42.63,54.41,15.09,8.97,51.8,51.47,35.22,56.06,63.58,77.94,32.94,122.78,14.14,85.44,9.74,22.08,CHILD,6.0
2024,6.73,26.9,60.75,14.0,6.94,66.61,26.73,47.42,51.77,80.75,46.11,19.27,26.75,11.2,35.31,1.8,19.02,FAMILY,29.61
2005,0.76,15.05,112.19,8.66,12.93,87.47,43.7,62.09,53.56,53.22,53.69,35.78,29.64,6.28,89.24,1.0,0.22,POSTPARTUM,24.02
2013,8.77,38.99,128.72,10.31,10.9,58.87,20.76,40.68,78.08,48.55,53.24,43.89,58.92,10.05,46.08,14.41,15.16,OTHER,25.48
2025,7.95,15.8,97.54,15.64,13.59,84.16,17.97,76.74,84.79,57.37,44.73,8.32,71.59,2.72,41.67,17.31,23.47,OTHER,29.41
2024,9.0,14.05,107.24,11.41,7.81,83.8,30.24,40.61,41.18,80.1,61.04,43.28,126.78,14.82,27.43,5.16,12.69,EXPANSION,27.22
2019,5.19,10.15,218.89,5.57,12.07,67.92,30.82,85.16,84.88,89.04,67.49,44.23,119.63,9.97,36.04,1.63,26.28,POSTPARTUM,37.1
2008,6.04,5.61,125.13,15.89,8.7,77.8,58.7,44.78,83.04,65.73,81.13,23.68,60.12,7.34,20.9,16.56,22.42,PREGNANCY,5.92
2007,4.64,32.94,249.51,9.74,12.71,71.16,23.74,55.69,52.01,81.15,40.27,16.65,40.79,10.69,83.97,11.89,4.93,POSTPARTUM,20.57
2024,5.44,19.07,166.7,6.27,8.14,52.75,35.3,79.48,76.98,78.76,85.72,12.37,112.03,10.02,34.42,5.98,10.03,EXPANSION,11.1
2007,5.44,5.45,55.7,15.21,9.49,70.75,52.69,76.1,78.01,85.07,72.39,3.38,11.05,13.86,21.58,11.31,19.66,PREGNANCY,49.31
2007,0.35,29.01,222.92,6.53,13.21,76.14,29.78,38.89,65.88,87.08,79.8,35.79,15.37,12.67,57.55,13.87,11.24,PREGNANCY,9.91
2016,4.4,37.48,79.78,13.64,7.16,65.42,49.76,49.48,81.4,36.97,89.74,8.43,118.04,5.74,48.44,7.92,21.22,PREGNANCY,15.78
2020,0.73,22.66,140.3,8.44,8.43,69.19,61.28,62.82,56.14,58.52,86.65,18.23,71.14,17.8,61.03,9.71,18.29,EXPANSION,52.38
2012,1.93,44.91,165.11,8.86,10.29,56.71,35.25,78.48,46.63,79.06,41.47,30.45,41.67,16.66,82.92,15.02,7.57,POSTPARTUM,12.43
2011,0.4,6.74,58.28,10.03,12.88,90.34,46.23,72.96,89.63,69.38,62.39,16.93,115.32,10.53,70.82,6.08,11.38,FAMILY,7.98
2011,7.67,9.77,239.34,13.15,11.06,86.69,47.47,58.16,66.22,81.31,75.79,18.45,65.07,2.2,25.0,3.02,25.69,PREGNANCY,36.92
2016,3.62,18.62,141.36,15.5,7.9,66.89,35.52,42.95,70.78,73.32,54.94,27.3,128.89,13.02,36.06,10.02,14.03,OTHER,37.79
2019,1.37,15.02,99.94,7.51,10.05,53.46,42.02,79.88,87.54,40.0,69.55,44.32,120.11,15.22,49.9,1.51,14.54,FAMILY,52.48
2023,0.9,16.34,129.84,7.04,10.29,83.57,48.27,87.06,91.18,60.59,73.19,19.68,33.0,16.57,61.87,9.6,9.96,POSTPARTUM,16.29
2014,3.13,25.36,52.97,9.9,7.9,78.66,59.07,45.95,80.18,80.4,84.67,36.66,29.29,6.39,79.43,4.83,19.25,FAMILY,48.49
2010,0.04,42.68,175.3,15.71,5.75,89.35,28.7,79.02,55.48,38.81,76.15,37.93,14.38,13.43,68.33,7.36,24.37,FAMILY,44.21
2006,2.8,13.2,110.39,6.24,8.89,54.23,18.59,78.97,41.54,48.43,79.13,40.36,28.46,10.43,70.92,10.82,1.81,POSTPARTUM,24.66
2013,5.76,11.85,113.6,10.12,11.37,82.94,28.39,74.9,53.3,76.49,41.8,7.26,47.89,2.23,33.09,0.83,6.32,OTHER,46.23
2023,5.62,18.47,170.18,10.38,8.46,80.4,19.49,68.92,91.6,89.74,77.61,14.41,38.09,4.92,64.66,8.06,27.47,EXPANSION,19.98
2015,6.47,12.83,85.81,15.13,11.62,79.46,63.05,61.0,42.92,39.0,68.5,34.47,134.9,14.04,44.68,15.3,15.52,EXPANSION,34.81
2008,9.2,14.51,114.15,12.37,12.12,84.76,17.37,74.03,50.56,46.34,53.37,40.96,74.92,17.79,58.84,12.89,12.82,CHILD,5.37
2010,4.04,8.21,182.88,5.51,4.86,91.47,38.64,69.46,88.08,84.32,50.82,15.96,119.37,7.64,26.47,3.92,25.13,EXPANSION,30.08
2024,9.31,29.19,47.71,15.54,12.37,88.91,31.19,53.63,49.07,79.8,86.58,25.9,86.34,15.99,60.07,9.43,23.86,POSTPARTUM,30.06
2024,2.46,11.06,127.44,15.86,5.04,86.58,19.84,41.51,93.1,44.3,82.46,30.38,31.15,17.86,40.59,7.36,16.29,CHILD,54.12
2022,3.65,21.15,245.15,11.25,10.91,65.89,36.02,77.9,77.94,47.69,82.56,38.5,114.14,11.39,59.17,4.57,6.62,CHILD,7.47
2011,1.94,28.16,80.25,7.44,10.43,77.39,41.5,50.22,93.15,71.26,70.17,30.23,65.36,10.61,36.11,6.43,23.03,CHILD,26.3
2012,7.32,44.17,54.19,8.07,8.06,75.75,52.51,58.58,62.34,83.59,65.56,36.27,48.47,11.66,77.11,16.5,12.12,PREGNANCY,7.04
2011,5.51,12.47,176.95,10.09,4.82,64.8,17.66,37.96,91.25,49.27,70.57,15.97,109.68,3.26,60.35,2.37,4.89,EXPANSION,52.41
2013,1.12,44.87,49.01,8.74,12.7,82.97,35.76,48.41,61.73,65.76,88.45,23.33,85.07,5.03,71.52,0.26,14.58,POSTPARTUM,20.67
2023,4.12,29.76,195.23,13.95,7.53,91.61,60.4,42.91,90.02,40.91,58.19,10.64,110.6,9.36,43.15,14.12,17.88,OTHER,50.26
2005,3.54,35.34,167.16,13.18,13.43,85.43,35.13,63.26,83.52,58.18,54.32,3.0,54.52,14.67,28.16,15.26,25.24,EXPANSION,38.07
2021,8.8,11.32,71.16,10.29,10.84,64.16,38.43,75.21,52.93,43.05,82.76,18.25,29.9,3.01,35.84,0.23,17.5,FAMILY,27.51
2024,0.96,22.6,46.87,12.76,8.16,59.27,58.23,69.41,75.95,49.9,92.23,40.39,105.99,2.84,23.87,7.76,19.76,PREGNANCY,53.6
2017,2.18,24.44,232.9,8.06,5.69,52.55,52.2,90.84,44.71,56.54,82.93,24.83,73.63,15.72,27.65,3.66,28.56,EXPANSION,13.12
2006,9.8,19.68,196.77,6.76,6.96,52.98,16.39,89.87,88.06,59.66,48.38,37.23,19.75,7.07,83.96,13.35,14.9,EXPANSION,4.99
2007,8.22,41.37,133.18,12.8,7.02,51.03,42.02,56.39,52.84,65.13,81.71,30.93,101.43,4.15,78.88,13.01,1.87,FAMILY,1.55
2012,1.31,8.34,131.88,9.39,9.06,87.57,38.75,53.02,75.84,51.06,51.49,11.31,90.85,10.81,69.16,12.58,20.75,OTHER,27.61
2008,3.48,11.04,81.35,8.44,11.88,63.86,21.91,76.31,91.28,56.96,87.08,26.25,71.21,15.51,84.88,6.56,28.99,PREGNANCY,51.08
2009,2.74,19.37,134.24,9.39,11.81,89.7,37.37,58.68,76.14,51.92,91.44,13.37,61.45,12.77,89.75,1.47,5.76,POSTPARTUM,42.74
2022,5.64,16.16,99.39,10.17,7.82,74.15,47.75,72.94,60.98,40.32,43.92,20.87,32.72,9.71,65.01,7.05,23.87,OTHER,41.94
2014,2.51,39.89,113.56,14.43,5.48,88.39,53.98,64.99,51.76,53.82,48.95,38.07,130.24,12.02,75.05,14.33,4.29,EXPANSION,51.1
2017,8.21,44.89,100.04,15.0,11.52,68.69,31.57,61.72,64.29,76.65,56.84,12.17,62.61,3.55,85.54,8.19,24.21,CHILD,22.03
2016,5.68,7.8,89.16,13.23,13.04,90.97,51.25,62.16,89.72,65.05,43.25,19.84,6.04,2.83,74.58,0.57,24.56,FAMILY,53.51
2021,8.07,6.53,54.08,8.15,8.7,57.01,57.82,45.97,47.95,43.12,81.71,5.79,44.53,7.6,27.96,7.98,5.2,CHILD,20.98
2015,5.07,6.95,53.25,13.3,12.0,59.84,56.04,86.4,46.08,68.74,65.8,22.18,113.55,11.39,82.84,8.89,10.15,POSTPARTUM,45.76
2020,6.38,38.74,188.1,11.2,10.37,86.81,57.7,52.55,74.21,63.97,67.06,21.71,8.96,6.42,79.45,5.71,16.33,FAMILY,40.86
2022,5.93,10.52,129.44,6.47,10.99,77.79,26.97,75.41,42.05,72.4,52.75,12.13,83.9,5.34,32.18,5.64,8.44,CHILD,50.48
2010,6.86,23.09,168.83,5.11,8.94,83.67,62.9,86.99,85.83,49.86,49.09,36.97,123.62,10.69,38.5,13.4,5.57,POSTPARTUM,46.67
2009,3.7,9.07,170.17,14.28,13.65,54.77,19.35,57.52,54.48,73.45,67.7,2.39,85.0,17.18,29.58,13.14,20.78,POSTPARTUM,4.2
2019,7.18,27.36,107.38,11.67,8.18,86.47,58.89,48.35,52.97,61.83,64.17,34.7,38.05,12.92,65.33,1.08,23.75,FAMILY,32.84
2017,2.08,5.25,61.23,9.62,13.53,58.22,31.83,56.98,60.93,61.14,47.43,27.14,129.62,3.45,80.3,14.53,4.78,EXPANSION,1.52
2022,4.73,33.46,136.64,12.33,12.09,84.38,57.76,37.68,79.61,68.99,62.42,2.01,74.68,13.36,78.54,8.29,26.57,EXPANSION,19.38
2008,2.71,10.5,69.86,15.77,6.84,64.91,20.02,57.68,80.26,37.17,80.78,28.67,139.07,2.24,59.87,12.45,10.41,OTHER,20.3
2019,4.04,22.22,236.46,5.32,5.92,64.37,21.1,56.41,59.69,60.56,53.14,24.76,55.9,5.25,39.42,12.39,25.48,OTHER,38.57
2010,2.31,15.97,159.82,7.82,8.53,88.56,22.03,71.8,52.6,36.82,86.35,25.72,48.67,3.81,51.08,2.78,20.25,CHILD,51.21
2020,7.72,33.6,176.56,8.42,10.76,66.63,36.09,40.46,50.2,47.58,57.49,28.39,121.9,17.84,60.52,16.76,5.71,POSTPARTUM,3.29
2010,9.16,39.75,54.57,8.52,9.91,87.88,38.09,66.31,69.13,60.08,64.1,22.68,111.61,15.21,62.24,2.14,24.11,POSTPARTUM,49.87
2008,0.72,41.64,215.96,12.03,7.56,72.65,36.64,77.43,63.53,76.21,88.48,28.31,57.62,5.81,66.11,15.84,27.95,OTHER,2.65
2017,8.13,7.07,171.78,11.52,12.42,87.29,24.14,48.4,63.46,59.05,80.8,15.27,47.45,2.6,87.95,15.82,25.34,EXPANSION,50.04
2010,6.82,41.51,85.87,12.21,9.01,52.04,30.12,79.79,67.57,50.45,66.48,28.65,120.66,13.85,84.76,8.4,11.58,POSTPARTUM,34.88
2014,7.46,35.93,143.52,5.81,6.72,56.7,45.45,51.18,88.83,70.77,54.9,10.93,128.33,17.04,26.0,3.98,27.79,PREGNANCY,4.26
2019,8.45,22.32,215.19,13.69,7.2,82.5,50.75,82.13,61.62,60.66,62.11,4.85,122.8,16.64,58.77,6.54,27.36,EXPANSION,13.06
2007,1.41,10.08,92.38,15.27,11.49,53.44,24.89,61.39,72.5,35.09,65.17,7.57,86.75,12.57,29.49,8.51,13.03,OTHER,54.76
2025,8.97,5.38,101.7,9.88,6.41,90.36,21.19,74.53,85.77,35.13,73.0,13.11,118.76,9.22,73.56,6.85,17.8,PREGNANCY,46.1
2022,0.14,38.88,53.24,11.57,7.88,90.69,26.99,84.63,62.69,35.46,83.91,34.44,111.23,12.88,57.7,14.42,2.82,EXPANSION,22.72
2017,3.7,26.54,51.23,13.63,6.74,73.12,59.66,43.22,41.54,86.23,44.88,21.86,18.72,4.84,80.41,8.15,15.08,PREGNANCY,52.3
2015,6.89,44.35,214.52,11.18,13.5,70.31,29.12,76.13,45.99,59.73,67.07,37.67,65.5,4.6,54.18,13.28,22.01,CHILD,3.61
2009,6.16,18.46,119.92,9.87,4.58,74.41,64.03,77.05,57.74,42.25,92.98,31.81,136.68,12.08,23.56,11.02,1.87,PREGNANCY,34.47
2022,3.81,36.36,77.71,15.02,5.97,84.99,15.92,49.28,91.27,64.23,77.72,5.21,36.22,4.95,45.33,3.65,22.29,FAMILY,9.22
2007,9.4,28.9,40.86,10.32,9.11,85.91,35.16,70.73,90.99,70.49,44.65,12.76,53.9,12.86,55.02,9.11,13.53,FAMILY,41.77
2009,1.42,8.0,80.06,5.79,6.05,87.38,53.12,50.48,76.97,74.08,77.27,10.98,111.87,7.0,21.47,11.31,29.11,POSTPARTUM,30.66
2024,5.86,15.21,102.81,15.64,5.98,66.09,35.88,57.18,61.11,44.51,63.65,18.51,48.15,3.45,52.5,16.01,8.72,PREGNANCY,8.35
2018,7.72,14.57,107.99,9.59,5.26,63.14,31.43,81.73,40.39,53.76,41.51,2.11,97.03,3.21,61.36,2.0,27.17,FAMILY,51.51
2023,2.24,37.38,197.4,10.42,11.76,63.9,34.77,70.38,93.74,85.95,59.42,19.25,33.72,10.1,67.17,17.83,29.7,OTHER,41.09
2022,6.42,9.3,185.05,5.81,8.91,75.72,24.7,68.77,48.18,50.76,76.63,17.54,55.71,14.32,89.76,0.56,15.09,OTHER,32.65
2019,3.7,44.12,46.46,14.54,10.16,74.74,61.72,58.57,53.18,52.63,61.91,16.89,126.03,2.54,52.99,8.87,2.14,EXPANSION,32.51
2006,6.48,23.05,126.26,10.29,13.43,61.42,23.37,64.98,72.11,61.59,84.84,3.32,16.55,15.04,78.32,1.81,20.68,EXPANSION,7.98
2012,9.99,25.42,243.87,13.83,5.85,51.89,30.0,57.9,69.9,57.16,48.74,16.09,30.11,10.5,58.17,13.77,12.27,OTHER,53.85
2012,1.0,19.57,238.59,13.46,8.58,89.21,40.15,45.89,55.32,91.36,60.82,6.25,84.36,5.31,68.12,11.52,24.78,PREGNANCY,32.82
2015,4.13,23.02,257.89,10.41,6.69,78.9,17.44,85.95,66.54,52.07,51.63,36.13,7.05,14.66,54.65,16.6,7.82,FAMILY,40.63
2021,2.69,34.53,200.34,10.77,5.12,76.97,31.97,91.48,51.01,68.9,51.38,27.6,101.87,13.29,65.12,2.17,27.35,PREGNANCY,49.92
2010,8.7,8.67,207.88,11.45,8.23,74.32,60.42,49.82,59.71,50.8,66.65,4.99,78.93,2.31,56.53,17.15,28.8,EXPANSION,27.31
2005,7.67,31.36,149.16,14.9,12.67,71.69,36.19,57.64,59.26,74.72,80.16,32.67,88.19,2.16,53.15,12.87,17.18,FAMILY,15.5
2016,9.47,7.66,197.69,6.67,8.76,56.78,34.97,41.16,88.19,86.12,76.69,23.65,9.8,8.43,38.09,3.8,27.2,EXPANSION,30.18
2013,4.82,29.49,239.89,11.01,4.91,60.68,24.01,64.25,61.72,35.61,78.87,2.44,93.56,2.01,66.83,16.56,14.26,OTHER,54.23
2010,7.49,31.23,60.71,6.47,12.24,69.03,32.23,54.56,77.09,50.38,40.5,40.97,28.46,6.88,78.69,4.8,3.4,OTHER,44.8
2006,3.3,19.32,75.1,9.75,7.73,56.5,41.47,48.13,65.14,54.55,53.82,13.38,110.87,7.2,87.82,5.91,16.61,CHILD,42.45
2022,8.28,5.37,199.69,8.17,4.77,62.85,43.73,51.98,87.11,78.94,78.05,31.9,103.0,12.94,73.2,16.09,22.02,FAMILY,36.92
2025,5.16,17.27,117.8,7.29,5.55,62.45,24.4,88.44,78.94,43.61,75.7,43.41,32.62,11.03,38.74,1.78,4.61,FAMILY,1.35
2010,9.12,13.29,151.04,10.16,13.07,59.36,41.63,88.52,45.58,80.59,93.14,41.7,65.27,17.37,41.69,3.84,12.86,OTHER,35.29
2010,5.11,31.92,253.64,14.75,12.82,87.36,55.8,62.7,59.45,86.27,85.87,8.56,86.03,6.61,88.51,8.78,19.94,EXPANSION,28.52
2022,6.35,35.35,97.85,15.52,12.19,50.41,45.47,65.08,68.26,88.32,69.25,17.23,106.49,10.35,67.98,17.28,3.28,FAMILY,5.03
2023,4.69,12.25,148.28,9.89,6.57,54.51,17.18,36.89,70.63,74.81,40.25,44.34,71.94,10.52,54.32,2.04,19.19,POSTPARTUM,7.43
2012,3.24,37.77,138.37,9.51,10.54,74.19,33.75,88.48,43.29,89.57,70.57,30.21,37.98,2.13,58.88,13.43,17.58,OTHER,44.0
2009,9.24,13.81,136.59,14.66,9.21,73.63,37.91,41.65,52.71,52.54,92.91,44.57,131.67,17.31,51.11,5.87,26.84,OTHER,16.32
2023,9.56,35.13,178.69,10.17,11.56,70.92,19.72,64.77,73.44,72.32,43.85,23.76,126.57,13.87,67.92,11.27,14.23,POSTPARTUM,1.4
2014,2.72,8.32,81.83,10.67,11.41,88.61,33.7,61.52,62.63,46.03,85.83,22.04,117.43,16.22,61.85,8.18,4.26,PREGNANCY,36.12
2011,9.29,41.27,190.5,11.39,13.52,86.25,57.16,69.85,83.91,42.45,47.5,43.8,102.06,6.04,49.01,12.68,13.86,FAMILY,12.52
2012,8.39,31.1,190.12,7.62,12.6,70.15,29.45,76.51,68.36,68.46,62.7,42.99,76.13,8.18,71.54,7.26,1.44,EXPANSION,18.12
2010,8.83,9.05,225.55,13.27,5.88,70.31,25.78,47.73,74.18,87.08,79.97,38.78,74.83,7.25,53.08,14.28,20.39,CHILD,14.06
2020,6.65,42.31,149.24,15.4,13.64,54.71,27.01,50.86,78.32,90.28,81.95,28.41,56.65,9.12,78.32,1.7,10.87,EXPANSION,53.04
2015,6.8,17.2,158.5,5.22,7.19,52.13,35.22,64.75,73.06,84.81,56.36,20.84,33.9,9.09,38.38,6.91,19.94,FAMILY,6.28
2019,3.16,21.74,183.64,14.11,4.58,59.09,51.23,35.92,75.14,67.9,67.58,5.15,139.47,11.49,49.94,3.5,29.71,EXPANSION,14.4
2009,1.01,44.82,73.81,13.69,4.97,83.94,61.48,62.24,81.61,59.82,53.39,19.21,35.41,7.05,44.16,8.42,1.5,PREGNANCY,3.91
2019,6.12,27.12,89.86,8.85,7.04,90.46,60.94,56.69,56.65,66.97,79.73,37.89,40.34,8.4,43.88,12.52,0.9,POSTPARTUM,21.47
2021,5.51,19.74,195.79,5.26,8.53,55.47,23.41,51.92,90.7,89.24,62.77,37.66,58.91,8.62,68.89,1.27,25.53,OTHER,18.0
2015,7.86,42.1,181.35,13.93,7.69,66.33,63.17,49.46,54.21,89.38,41.83,38.92,89.51,6.19,40.9,3.75,9.43,EXPANSION,54.72
