tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_usd,tech_infra_matching_funds_usd,tech_infra_miles_fiber_planned,tech_infra_miles_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2017-02-18,PRJ0000000415,FIBER_BUILD,PRIVATE_PARTNER,4905727686.21,1783188607.67,3043.062,1964.184,786078,273575,PAUSED,4972,49,CTR000000415,0.69,0.7625,1,6867,0,2018-07-23
2017-02-19,PRJ0000000416,PUBLIC_WIFI,STATE_MATCH,2010191353.72,908199497.64,547.397,286.349,714746,414713,PAUSED,2511,692,CTR000000416,68.36,0.4927,1,11470,1,2019-08-04
2017-02-20,PRJ0000000417,MIDDLE_MILE,FEDERAL_GRANT,3787351646.96,821903383.14,552.549,569.932,329602,189540,CLOSED_OUT,278,305,CTR000000417,67.02,0.2517,0,9488,1,2022-04-14
2017-02-21,PRJ0000000418,PUBLIC_WIFI,FEDERAL_GRANT,3212105006.05,1173578808.25,58.185,45.64,528451,49409,PERMITTING,1148,285,CTR000000418,12.51,0.7408,0,12614,1,2022-02-21
2017-02-22,PRJ0000000419,FIBER_BUILD,PRIVATE_PARTNER,99527299.46,56508853.8,149.574,54.699,166503,162572,PERMITTING,2919,567,CTR000000419,18.29,0.8673,0,4200,0,2018-08-31
2017-02-23,PRJ0000000420,PUBLIC_WIFI,LOCAL_BOND,3087601535.07,1088171296.41,1641.636,1074.508,317788,212812,COMPLETE,125,219,CTR000000420,57.2,0.8555,1,14720,0,2022-10-11
2017-02-24,PRJ0000000421,FIBER_BUILD,ARPA,2851011108.46,532112867.87,2981.972,2435.834,192427,144612,PERMITTING,1013,519,CTR000000421,29.4,0.4367,0,1788,1,2021-09-11
2017-02-25,PRJ0000000422,FIBER_BUILD,STATE_MATCH,3943031191.33,1561979117.98,2980.003,1246.623,543989,127100,CONSTRUCTION,5306,235,CTR000000422,53.54,0.2658,0,1906,0,2019-09-08
2017-02-26,PRJ0000000423,DIGITAL_EQUITY,ARPA,1195385132.65,481553226.21,2342.724,2201.038,90358,36278,CONSTRUCTION,4014,614,CTR000000423,84.97,0.4329,0,4333,0,2022-03-10
2017-02-27,PRJ0000000424,TOWER_BUILD,FEDERAL_GRANT,5858497132.8,69758370.95,125.192,93.078,5100,3574,CLOSED_OUT,5995,218,CTR000000424,76.74,0.0813,0,4837,0,2021-11-14
2017-02-28,PRJ0000000425,PUBLIC_WIFI,PRIVATE_PARTNER,1454586956.49,8538046.94,537.324,253.634,373454,53805,CONSTRUCTION,4805,313,CTR000000425,93.93,0.4222,1,1045,1,2020-01-01
2017-03-01,PRJ0000000426,FIBER_BUILD,STATE_MATCH,3652247606.58,2083216825.77,245.856,37.321,483011,190041,CONSTRUCTION,2510,529,CTR000000426,65.45,0.7444,0,680,0,2018-03-28
2017-03-02,PRJ0000000427,DATA_CENTER,FEDERAL_GRANT,2758561370.58,1591105073.55,1195.079,797.34,289939,99069,CONSTRUCTION,1663,160,CTR000000427,70.08,0.3168,0,4558,1,2018-03-25
2017-03-03,PRJ0000000428,PUBLIC_WIFI,FEDERAL_GRANT,4619158480.43,2270444347.04,3005.882,455.153,1124,48,CONSTRUCTION,1756,136,CTR000000428,19.49,0.3761,0,11151,0,2018-06-08
2017-03-04,PRJ0000000429,PUBLIC_WIFI,FEDERAL_GRANT,5811484349.72,181895938.99,1795.832,35.554,666536,245289,PAUSED,2602,591,CTR000000429,70.72,0.2081,0,4033,1,2019-06-06
2017-03-05,PRJ0000000430,MIDDLE_MILE,ARPA,4285655779.05,64745926.77,3859.984,1654.609,780812,291999,PERMITTING,3341,449,CTR000000430,64.56,0.0534,0,447,1,2019-07-09
2017-03-06,PRJ0000000431,MIDDLE_MILE,STATE_MATCH,59442035.31,27567953.05,1724.945,1593.921,142433,28513,PERMITTING,3916,67,CTR000000431,69.13,0.1941,1,10462,1,2021-06-22
2017-03-07,PRJ0000000432,MIDDLE_MILE,PRIVATE_PARTNER,344565412.13,4287299.65,2475.444,1939.661,781498,454789,CLOSED_OUT,4280,484,CTR000000432,66.93,0.2952,0,10994,0,2021-06-17
2017-03-08,PRJ0000000433,FIBER_BUILD,LOCAL_BOND,5263085055.9,740985490.41,988.223,194.448,609816,239921,PLANNING,1028,193,CTR000000433,49.4,0.5526,0,2746,1,2019-01-11
2017-03-09,PRJ0000000434,MIDDLE_MILE,LOCAL_BOND,3268357910.06,1566599187.51,1985.52,1522.771,94725,88117,COMPLETE,253,598,CTR000000434,89.99,0.7988,0,6743,1,2019-07-31
2017-03-10,PRJ0000000435,MIDDLE_MILE,ARPA,2051828314.88,714096121.53,2781.324,2902.136,180384,148159,CONSTRUCTION,4027,298,CTR000000435,46.15,0.0902,0,4881,1,2021-11-04
2017-03-11,PRJ0000000436,PUBLIC_WIFI,PRIVATE_PARTNER,4450838634.39,1807630778.58,566.484,540.24,576694,54340,CONSTRUCTION,4329,664,CTR000000436,9.67,0.5559,0,667,0,2019-05-08
2017-03-12,PRJ0000000437,DIGITAL_EQUITY,FEDERAL_GRANT,3040867387.63,917780071.19,2501.999,2341.194,737151,357096,PLANNING,5987,199,CTR000000437,87.42,0.8027,1,10813,1,2021-07-12
2017-03-13,PRJ0000000438,TOWER_BUILD,FEDERAL_GRANT,2714706398.38,348550922.75,2589.09,2604.389,163139,2472,COMPLETE,4634,534,CTR000000438,7.4,0.7649,0,5366,0,2018-04-15
2017-03-14,PRJ0000000439,DIGITAL_EQUITY,FEDERAL_GRANT,4219702367.73,2489538297.76,369.276,290.671,739497,217186,PLANNING,180,602,CTR000000439,80.45,0.8753,1,13613,1,2018-10-05
2017-03-15,PRJ0000000440,TOWER_BUILD,LOCAL_BOND,651479293.82,320180504.16,3355.108,59.447,668316,626865,PLANNING,5154,373,CTR000000440,38.92,0.665,0,7156,1,2018-09-19
2017-03-16,PRJ0000000441,FIBER_BUILD,PHILANTHROPY,1626197928.92,247245679.55,1211.38,1264.546,546558,167930,CONSTRUCTION,536,558,CTR000000441,69.76,0.2905,0,6614,1,2017-07-06
2017-03-17,PRJ0000000442,DATA_CENTER,PRIVATE_PARTNER,629274556.16,223562278.34,2238.938,1901.369,131283,108139,CLOSED_OUT,855,440,CTR000000442,64.79,0.099,0,6954,1,2017-12-08
2017-03-18,PRJ0000000443,MIDDLE_MILE,PRIVATE_PARTNER,617605365.04,106453433.89,1841.875,1498.83,100640,15633,CONSTRUCTION,4223,614,CTR000000443,66.75,0.21,0,10553,1,2023-02-19
2017-03-19,PRJ0000000444,FIBER_BUILD,FEDERAL_GRANT,3600893287.11,468748579.46,1188.096,482.121,317545,315556,CONSTRUCTION,4463,53,CTR000000444,22.16,0.7759,0,2785,0,2020-08-02
2017-03-20,PRJ0000000445,FIBER_BUILD,PRIVATE_PARTNER,2559016633.39,1294995573.92,984.038,439.306,581252,172990,PERMITTING,1732,317,CTR000000445,26.14,0.5024,0,12512,0,2020-05-06
2017-03-21,PRJ0000000446,DIGITAL_EQUITY,STATE_MATCH,3288009286.2,162685828.11,566.769,29.401,722037,56215,CONSTRUCTION,1625,597,CTR000000446,20.49,0.0113,0,8630,1,2020-08-14
2017-03-22,PRJ0000000447,MIDDLE_MILE,FEDERAL_GRANT,3743705933.4,1755500976.53,1268.286,1039.389,86796,66277,CLOSED_OUT,3331,526,CTR000000447,17.37,0.1927,0,5909,1,2018-11-28
2017-03-23,PRJ0000000448,FIBER_BUILD,PRIVATE_PARTNER,1004760712.94,369496733.97,2444.509,318.331,439303,26226,CONSTRUCTION,4266,24,CTR000000448,83.01,0.8323,1,13625,1,2019-11-19
2017-03-24,PRJ0000000449,MIDDLE_MILE,PHILANTHROPY,3377208179.68,301181598.54,2747.346,502.706,630635,385089,CONSTRUCTION,88,236,CTR000000449,95.91,0.8986,0,9353,0,2020-10-21
2017-03-25,PRJ0000000450,FIBER_BUILD,LOCAL_BOND,1373954193.31,16400441.44,3491.264,2140.496,623730,70506,CONSTRUCTION,5055,674,CTR000000450,81.91,0.7113,1,10233,1,2021-04-06
2017-03-26,PRJ0000000451,FIBER_BUILD,FEDERAL_GRANT,132203555.75,39794621.49,2458.974,1214.055,341553,157874,PLANNING,311,286,CTR000000451,10.51,0.81,0,2563,0,2022-02-03
2017-03-27,PRJ0000000452,PUBLIC_WIFI,STATE_MATCH,1210501021.4,324674189.57,3046.776,1524.696,285685,85090,PERMITTING,4633,40,CTR000000452,51.84,0.2927,0,13373,1,2022-03-30
2017-03-28,PRJ0000000453,FIBER_BUILD,STATE_MATCH,4213888623.1,2188648241.68,2956.354,1803.454,229085,18900,CLOSED_OUT,4344,246,CTR000000453,35.77,0.0756,1,4991,1,2019-03-14
2017-03-29,PRJ0000000454,DIGITAL_EQUITY,STATE_MATCH,765186487.69,377070889.32,201.204,131.188,43790,41280,CONSTRUCTION,2773,501,CTR000000454,99.6,0.9816,1,3781,1,2023-03-15
2017-03-30,PRJ0000000455,DATA_CENTER,FEDERAL_GRANT,3437889679.64,993637149.46,152.292,54.332,79373,68213,COMPLETE,2817,72,CTR000000455,30.17,0.0782,0,606,0,2020-04-25
2017-03-31,PRJ0000000456,TOWER_BUILD,PRIVATE_PARTNER,2610808280.44,1295523306.45,1789.072,665.134,707935,13178,CONSTRUCTION,1241,430,CTR000000456,38.25,0.9707,0,8567,1,2021-11-14
2017-04-01,PRJ0000000457,FIBER_BUILD,STATE_MATCH,1622183151.85,684972519.83,3313.942,1313.088,510719,11316,COMPLETE,3428,8,CTR000000457,18.98,0.2709,0,6341,0,2020-11-28
2017-04-02,PRJ0000000458,PUBLIC_WIFI,STATE_MATCH,3836811242.61,879071250.12,605.801,131.493,289298,184999,COMPLETE,5383,581,CTR000000458,35.44,0.2021,0,10128,1,2017-12-30
2017-04-03,PRJ0000000459,MIDDLE_MILE,FEDERAL_GRANT,5345536660.51,349044317.99,892.193,256.419,704342,516184,PAUSED,286,160,CTR000000459,24.18,0.8143,1,6506,0,2019-12-04
2017-04-04,PRJ0000000460,DIGITAL_EQUITY,PRIVATE_PARTNER,3366910490.11,886308656.89,1219.999,984.596,479185,254872,PLANNING,4979,601,CTR000000460,97.79,0.1504,0,6934,0,2019-03-27
2017-04-05,PRJ0000000461,FIBER_BUILD,FEDERAL_GRANT,563085981.94,331908495.86,500.297,373.865,335950,163072,PLANNING,5313,704,CTR000000461,36.62,0.2617,0,5667,1,2020-05-07
2017-04-06,PRJ0000000462,MIDDLE_MILE,PRIVATE_PARTNER,4757860689.68,2774093686.86,212.627,84.58,743852,275120,CONSTRUCTION,1590,649,CTR000000462,67.23,0.8377,0,2421,1,2020-06-06
2017-04-07,PRJ0000000463,MIDDLE_MILE,STATE_MATCH,5599161050.56,2396657473.48,1724.862,93.814,657942,413629,PERMITTING,5535,292,CTR000000463,42.66,0.9734,0,5284,0,2019-06-05
2017-04-08,PRJ0000000464,FIBER_BUILD,STATE_MATCH,149801990.01,52727971.98,545.144,167.63,11094,2815,PLANNING,2609,245,CTR000000464,84.19,0.9762,1,14334,0,2021-04-11
2017-04-09,PRJ0000000465,FIBER_BUILD,PRIVATE_PARTNER,5631904870.04,142594056.09,2996.025,856.092,573841,154031,COMPLETE,4871,629,CTR000000465,36.91,0.2324,0,14286,1,2018-02-09
2017-04-10,PRJ0000000466,FIBER_BUILD,FEDERAL_GRANT,3248556575.97,11861384.88,811.508,736.067,671076,330725,PLANNING,1074,143,CTR000000466,3.34,0.9182,0,6278,1,2019-12-28
2017-04-11,PRJ0000000467,FIBER_BUILD,ARPA,1978112554.37,168289052.04,1851.467,1157.342,31849,16078,PAUSED,2519,138,CTR000000467,10.61,0.8044,1,10558,0,2023-02-22
2017-04-12,PRJ0000000468,MIDDLE_MILE,STATE_MATCH,4701884528.54,154315810.17,227.178,92.594,258259,167266,PAUSED,263,113,CTR000000468,27.32,0.4943,1,3108,1,2022-03-09
2017-04-13,PRJ0000000469,TOWER_BUILD,PRIVATE_PARTNER,433458338.61,195092216.61,1693.816,143.387,790996,295568,PERMITTING,2599,208,CTR000000469,50.52,0.0492,1,14785,0,2017-12-15
2017-04-14,PRJ0000000470,MIDDLE_MILE,LOCAL_BOND,1654960640.02,334007454.91,2556.219,1996.046,174095,168523,COMPLETE,4877,58,CTR000000470,90.64,0.8039,1,12490,1,2019-12-05
2017-04-15,PRJ0000000471,SAT_BACKHAUL,FEDERAL_GRANT,4098061183.41,1557992619.29,2412.162,622.527,674932,121980,PERMITTING,656,561,CTR000000471,87.84,0.7135,1,13075,1,2017-08-13
2017-04-16,PRJ0000000472,DIGITAL_EQUITY,FEDERAL_GRANT,4017034702.41,1759410703.56,2633.648,397.775,732926,504934,PAUSED,5784,100,CTR000000472,62.87,0.3776,1,10074,1,2021-04-15
2017-04-17,PRJ0000000473,FIBER_BUILD,STATE_MATCH,4372644867.93,2041703585.34,1784.127,1409.582,107547,75663,PERMITTING,3331,375,CTR000000473,18.33,0.1263,0,10365,0,2021-06-28
2017-04-18,PRJ0000000474,PUBLIC_WIFI,PRIVATE_PARTNER,3263651712.57,988751683.28,2711.052,1790.726,674253,383825,CLOSED_OUT,4571,184,CTR000000474,30.52,0.387,0,4295,1,2023-02-11
2017-04-19,PRJ0000000475,DATA_CENTER,LOCAL_BOND,1805720771.28,254994850.08,3537.472,1525.422,18517,10366,PLANNING,5938,512,CTR000000475,89.02,0.7244,0,3026,1,2018-09-16
2017-04-20,PRJ0000000476,FIBER_BUILD,LOCAL_BOND,1518050610.42,826339822.44,3497.377,3052.438,398548,191662,CONSTRUCTION,5992,37,CTR000000476,65.71,0.0076,0,8518,1,2022-04-26
2017-04-21,PRJ0000000477,TOWER_BUILD,FEDERAL_GRANT,4824648888.2,2301920126.77,2203.572,1434.198,374076,319094,PAUSED,2674,539,CTR000000477,5.48,0.8193,0,3867,1,2020-10-02
2017-04-22,PRJ0000000478,MIDDLE_MILE,FEDERAL_GRANT,337710960.26,70216428.37,1784.005,904.305,672816,122760,PLANNING,4642,335,CTR000000478,28.72,0.344,0,9565,0,2018-12-04
2017-04-23,PRJ0000000479,MIDDLE_MILE,STATE_MATCH,1222299668.52,569885719.2,2200.844,987.439,377874,324801,CLOSED_OUT,3129,342,CTR000000479,70.87,0.5045,0,5575,1,2018-01-08
2017-04-24,PRJ0000000480,DIGITAL_EQUITY,FEDERAL_GRANT,5051196375.86,2891164883.75,2691.778,1862.182,166119,139214,COMPLETE,66,270,CTR000000480,76.36,0.8012,1,6249,0,2019-10-04
2017-04-25,PRJ0000000481,FIBER_BUILD,LOCAL_BOND,168515810.16,84950979.15,1113.473,500.321,675260,354999,PAUSED,4828,625,CTR000000481,81.54,0.7989,1,3438,1,2021-10-04
2017-04-26,PRJ0000000482,DIGITAL_EQUITY,STATE_MATCH,1226937429.85,138887988.32,856.762,214.99,247799,24868,COMPLETE,4526,1,CTR000000482,86.76,0.1206,1,2854,1,2021-07-23
2017-04-27,PRJ0000000483,FIBER_BUILD,LOCAL_BOND,2110450021.51,698996399.21,3402.534,772.094,787071,767233,PERMITTING,3354,177,CTR000000483,20.66,0.0992,1,8502,1,2018-09-06
2017-04-28,PRJ0000000484,DIGITAL_EQUITY,FEDERAL_GRANT,1627682413.66,648850446.37,3465.791,2049.76,497028,281699,PERMITTING,3231,217,CTR000000484,97.91,0.4694,0,6335,0,2018-06-15
2017-04-29,PRJ0000000485,FIBER_BUILD,PRIVATE_PARTNER,4409191844.09,2059782271.41,1514.704,1232.14,13027,10676,COMPLETE,2511,675,CTR000000485,52.59,0.049,1,8441,0,2023-03-19
2017-04-30,PRJ0000000486,TOWER_BUILD,ARPA,5258592740.65,1298595777.82,3866.945,1778.629,232949,16807,COMPLETE,1943,98,CTR000000486,33.76,0.5688,1,8299,0,2018-03-26
2017-05-01,PRJ0000000487,DATA_CENTER,FEDERAL_GRANT,1979629525.3,469922140.19,1723.042,529.618,700283,74506,CONSTRUCTION,745,537,CTR000000487,62.71,0.7901,0,4356,1,2018-07-18
2017-05-02,PRJ0000000488,PUBLIC_WIFI,FEDERAL_GRANT,389013034.32,55642792.97,1218.941,1042.478,774258,13441,PERMITTING,1523,300,CTR000000488,19.88,0.2167,0,6168,0,2019-12-02
2017-05-03,PRJ0000000489,MIDDLE_MILE,FEDERAL_GRANT,1188945921.34,430213187.55,1478.175,929.434,685914,326144,PERMITTING,4200,512,CTR000000489,15.18,0.8366,0,13769,1,2021-04-02
2017-05-04,PRJ0000000490,DATA_CENTER,FEDERAL_GRANT,3827816326.25,1195887483.12,3962.563,1125.332,705426,158512,CONSTRUCTION,1651,371,CTR000000490,93.81,0.6039,1,2826,0,2018-05-22
2017-05-05,PRJ0000000491,FIBER_BUILD,PRIVATE_PARTNER,477339814.93,83700610.94,809.984,295.254,478605,179514,CONSTRUCTION,5645,547,CTR000000491,19.16,0.1806,1,180,0,2020-04-22
2017-05-06,PRJ0000000492,DIGITAL_EQUITY,FEDERAL_GRANT,3577232565.25,1595430323.31,1433.415,868.302,754634,304809,CONSTRUCTION,3802,384,CTR000000492,83.26,0.9356,1,11355,1,2021-07-02
2017-05-07,PRJ0000000493,MIDDLE_MILE,PRIVATE_PARTNER,3010001127.38,1461155227.3,3222.525,1317.515,170903,51582,COMPLETE,2241,96,CTR000000493,22.26,0.3431,1,12149,1,2019-12-21
2017-05-08,PRJ0000000494,FIBER_BUILD,PRIVATE_PARTNER,3524358195.55,769751629.57,442.703,448.931,613321,535649,COMPLETE,1340,160,CTR000000494,59.59,0.8308,0,11989,1,2018-03-04
2017-05-09,PRJ0000000495,TOWER_BUILD,FEDERAL_GRANT,3417539319.53,260758156.11,1749.641,1586.024,139173,26413,CONSTRUCTION,3399,223,CTR000000495,50.38,0.4082,0,4663,1,2022-02-10
2017-05-10,PRJ0000000496,PUBLIC_WIFI,ARPA,2688356920.41,810928112.08,2566.399,473.315,302486,258266,PLANNING,3011,242,CTR000000496,54.2,0.6964,1,13801,0,2021-12-23
2017-05-11,PRJ0000000497,FIBER_BUILD,FEDERAL_GRANT,1559049031.71,501704703.82,2205.135,2212.702,752320,472996,PERMITTING,5437,348,CTR000000497,33.85,0.0147,0,9367,1,2020-02-23
2017-05-12,PRJ0000000498,DIGITAL_EQUITY,LOCAL_BOND,4868794352.91,2370455617.67,1820.577,171.514,356394,261890,COMPLETE,5491,36,CTR000000498,24.95,0.2071,1,3240,1,2018-08-29
2017-05-13,PRJ0000000499,FIBER_BUILD,LOCAL_BOND,2521217855.26,228767025.13,1383.244,99.915,474226,462085,CONSTRUCTION,777,423,CTR000000499,82.35,0.7857,0,13217,0,2018-12-29
2017-05-14,PRJ0000000500,FIBER_BUILD,FEDERAL_GRANT,710711632.31,152113941.48,1015.042,247.443,657212,638685,PAUSED,2571,426,CTR000000500,13.54,0.152,1,5068,0,2018-09-19
2017-05-15,PRJ0000000501,FIBER_BUILD,FEDERAL_GRANT,4892099529.81,242421548.55,1837.936,1434.431,254458,16847,CONSTRUCTION,3596,562,CTR000000501,10.54,0.9827,1,2833,1,2022-01-06
2017-05-16,PRJ0000000502,FIBER_BUILD,FEDERAL_GRANT,1322665970.89,752962558.79,2873.418,2581.069,113112,54455,CONSTRUCTION,5485,97,CTR000000502,85.02,0.6325,0,11899,0,2019-07-26
2017-05-17,PRJ0000000503,TOWER_BUILD,FEDERAL_GRANT,879182446.9,62337655.8,2859.765,1919.923,718074,167338,CONSTRUCTION,1651,232,CTR000000503,12.8,0.0845,0,14492,0,2020-06-23
2017-05-18,PRJ0000000504,PUBLIC_WIFI,FEDERAL_GRANT,1455404540.68,639710272.68,2014.884,2003.088,634391,612785,PAUSED,2483,406,CTR000000504,9.27,0.7065,0,4844,0,2022-01-23
2017-05-19,PRJ0000000505,PUBLIC_WIFI,PRIVATE_PARTNER,5935464983.87,2308959249.85,2036.773,89.588,203962,90920,CONSTRUCTION,3687,408,CTR000000505,15.01,0.4072,1,1102,1,2020-02-19
2017-05-20,PRJ0000000506,TOWER_BUILD,FEDERAL_GRANT,509046496.73,34629368.94,697.312,247.202,585072,501209,CLOSED_OUT,5003,695,CTR000000506,82.2,0.5542,0,13502,1,2020-11-11
2017-05-21,PRJ0000000507,MIDDLE_MILE,PRIVATE_PARTNER,1756627391.4,742742436.68,1724.5,1505.217,94539,79594,CONSTRUCTION,4028,648,CTR000000507,15.98,0.7098,1,12392,0,2023-05-20
2017-05-22,PRJ0000000508,FIBER_BUILD,ARPA,1228388010.17,242412273.06,2579.247,629.499,694251,394564,PLANNING,5274,568,CTR000000508,66.67,0.9867,0,9670,0,2022-11-13
2017-05-23,PRJ0000000509,FIBER_BUILD,PHILANTHROPY,4032035800.87,2394107779.72,518.06,48.504,612023,90070,PERMITTING,2680,224,CTR000000509,87.37,0.2864,1,10464,1,2022-03-14
2017-05-24,PRJ0000000510,MIDDLE_MILE,FEDERAL_GRANT,2502102495.51,583625704.33,1537.637,638.343,493704,479939,CLOSED_OUT,4461,587,CTR000000510,56.25,0.1895,0,8155,0,2023-01-14
2017-05-25,PRJ0000000511,DATA_CENTER,FEDERAL_GRANT,1679086026.68,213719214.69,450.242,74.812,175320,85456,PAUSED,2501,511,CTR000000511,86.07,0.1152,0,2908,1,2020-03-06
2017-05-26,PRJ0000000512,DATA_CENTER,FEDERAL_GRANT,3157128824.72,1111835941.24,1997.179,1608.457,583480,494403,PERMITTING,1153,76,CTR000000512,98.89,0.8421,0,14698,1,2020-05-18
2017-05-27,PRJ0000000513,FIBER_BUILD,FEDERAL_GRANT,3198431785.03,732748101.57,3632.116,2248.157,255960,14278,COMPLETE,5822,570,CTR000000513,53.95,0.6015,0,6002,1,2020-03-21
2017-05-28,PRJ0000000514,DATA_CENTER,LOCAL_BOND,363696170.12,38270404.96,948.044,775.089,364565,210570,COMPLETE,2012,479,CTR000000514,56.21,0.4643,0,1493,1,2020-08-03
2017-05-29,PRJ0000000515,FIBER_BUILD,LOCAL_BOND,4738126308.66,1223455503.68,2343.255,153.289,297008,72033,PERMITTING,4822,420,CTR000000515,31.39,0.3336,1,7171,0,2018-06-05
2017-05-30,PRJ0000000516,PUBLIC_WIFI,LOCAL_BOND,1950654633.46,309735589.63,2449.297,2259.688,248102,122122,CLOSED_OUT,1314,575,CTR000000516,92.9,0.2487,0,10649,1,2018-05-02
2017-05-31,PRJ0000000517,FIBER_BUILD,FEDERAL_GRANT,304869507.29,82787906.29,3870.604,390.756,680537,458502,PLANNING,605,552,CTR000000517,19.64,0.2207,1,6312,1,2020-02-26
2017-06-01,PRJ0000000518,TOWER_BUILD,STATE_MATCH,5778012233.05,3009103951.3,666.194,397.701,689890,406146,COMPLETE,4470,50,CTR000000518,3.54,0.804,0,3832,0,2022-08-27
2017-06-02,PRJ0000000519,FIBER_BUILD,STATE_MATCH,1034054769.09,374508552.83,1952.632,1567.581,717873,281143,CONSTRUCTION,4497,530,CTR000000519,94.93,0.4263,0,9595,1,2017-11-23
2017-06-03,PRJ0000000520,PUBLIC_WIFI,STATE_MATCH,3934448861.07,1961839555.34,1951.788,1481.473,624475,332078,CONSTRUCTION,1188,112,CTR000000520,99.65,0.5995,0,5281,1,2018-10-23
2017-06-04,PRJ0000000521,SAT_BACKHAUL,ARPA,5950194079.45,521403326.42,3060.915,1642.905,346399,178246,CONSTRUCTION,4159,448,CTR000000521,59.05,0.6704,0,8836,1,2021-08-30
2017-06-05,PRJ0000000522,PUBLIC_WIFI,FEDERAL_GRANT,4255032591.52,1827936321.65,2717.974,2294.968,136701,99546,PERMITTING,5675,207,CTR000000522,81.01,0.5377,0,11089,1,2021-01-08
2017-06-06,PRJ0000000523,DATA_CENTER,FEDERAL_GRANT,2837465909.23,372543925.29,229.109,198.266,420217,153647,PLANNING,3855,419,CTR000000523,97.52,0.0883,0,791,0,2017-10-29
2017-06-07,PRJ0000000524,MIDDLE_MILE,ARPA,5874027399.42,1885370726.46,2076.285,1548.739,416134,324811,PERMITTING,5830,4,CTR000000524,93.64,0.182,0,7597,0,2020-08-07
2017-06-08,PRJ0000000525,SAT_BACKHAUL,STATE_MATCH,4476229700.35,846596495.0,757.63,538.244,471596,465653,CONSTRUCTION,5079,503,CTR000000525,21.8,0.6954,1,6267,1,2021-12-25
2017-06-09,PRJ0000000526,MIDDLE_MILE,PRIVATE_PARTNER,812841295.77,371396400.18,1008.174,675.976,533578,285440,CONSTRUCTION,3585,473,CTR000000526,69.47,0.4824,0,919,1,2022-11-23
2017-06-10,PRJ0000000527,FIBER_BUILD,FEDERAL_GRANT,273689482.8,41615808.32,3092.267,2960.486,787361,277206,COMPLETE,1381,679,CTR000000527,58.99,0.1106,1,13258,0,2017-12-29
2017-06-11,PRJ0000000528,MIDDLE_MILE,FEDERAL_GRANT,4598232047.34,1981399621.82,2547.308,1052.733,773910,466075,COMPLETE,5547,289,CTR000000528,31.34,0.2244,0,8241,1,2019-01-20
2017-06-12,PRJ0000000529,PUBLIC_WIFI,FEDERAL_GRANT,2728915573.75,1450726737.57,664.515,448.049,647108,517452,CONSTRUCTION,4455,674,CTR000000529,93.77,0.6181,1,12457,1,2023-06-18
2017-06-13,PRJ0000000530,FIBER_BUILD,PRIVATE_PARTNER,761826771.21,329113674.29,3039.127,370.545,44456,15718,CONSTRUCTION,903,701,CTR000000530,49.01,0.0991,0,4470,1,2019-08-26
2017-06-14,PRJ0000000531,DIGITAL_EQUITY,FEDERAL_GRANT,2273277162.89,1237281374.93,442.533,125.595,360934,306719,COMPLETE,338,628,CTR000000531,9.69,0.4082,1,8170,1,2018-05-08
2017-06-15,PRJ0000000532,SAT_BACKHAUL,PHILANTHROPY,1282094500.84,641495672.54,3849.22,137.581,626164,369470,PAUSED,2486,136,CTR000000532,28.04,0.0653,1,1311,0,2021-09-16
2017-06-16,PRJ0000000533,TOWER_BUILD,FEDERAL_GRANT,2278226918.58,835515610.25,3218.969,3058.803,235712,196977,CONSTRUCTION,4104,139,CTR000000533,75.56,0.58,0,6272,1,2022-09-15
2017-06-17,PRJ0000000534,MIDDLE_MILE,FEDERAL_GRANT,1334825783.81,438474840.62,3108.694,3057.893,649955,189353,COMPLETE,671,699,CTR000000534,32.98,0.7027,0,11981,0,2018-02-17
2017-06-18,PRJ0000000535,MIDDLE_MILE,ARPA,78862460.62,441563.35,2037.093,1976.613,348611,173977,PLANNING,3336,481,CTR000000535,28.42,0.4557,1,6354,0,2022-12-27
2017-06-19,PRJ0000000536,DIGITAL_EQUITY,STATE_MATCH,207014463.23,84628690.12,2138.337,2108.94,273222,6248,PLANNING,1832,74,CTR000000536,88.44,0.3829,0,12665,1,2020-06-03
2017-06-20,PRJ0000000537,FIBER_BUILD,PRIVATE_PARTNER,3619588487.9,1760631514.1,3659.499,1484.289,364980,138596,PLANNING,4844,363,CTR000000537,98.86,0.989,1,6400,0,2020-08-28
2017-06-21,PRJ0000000538,FIBER_BUILD,PHILANTHROPY,1436842939.84,680321565.55,519.78,357.492,467218,432578,PAUSED,721,152,CTR000000538,52.74,0.4942,1,14143,1,2019-05-15
2017-06-22,PRJ0000000539,TOWER_BUILD,STATE_MATCH,1327507289.74,623611299.73,2717.318,1038.295,285918,56361,CONSTRUCTION,2103,338,CTR000000539,23.63,0.2571,0,11808,1,2018-11-10
2017-06-23,PRJ0000000540,DIGITAL_EQUITY,ARPA,1452787617.28,429201410.09,1988.152,2005.333,668581,319942,CONSTRUCTION,5162,81,CTR000000540,71.36,0.007,0,4957,0,2021-03-16
