imm_legal_admission_fiscal_year,imm_legal_visa_category_code,imm_legal_country_of_chargeability,imm_legal_consulate_post_code,imm_legal_applications_received,imm_legal_applications_approved,imm_legal_applications_denied,imm_legal_processing_time_days_median,imm_legal_priority_date_backlog_months,imm_legal_adjustment_of_status_flag,imm_legal_principal_applicant_flag,imm_legal_derivative_count,imm_legal_employment_based_indicator,imm_legal_family_based_indicator,imm_legal_humanitarian_indicator,imm_legal_inadmissibility_ground_code,imm_legal_waiver_granted_flag,imm_legal_age_at_admission,imm_legal_intended_state_destination_code,imm_legal_data_extract_date
2013,REF,LKA,INDEL,829,19038,3611,173,46,1,0,0,1,0,0,212F,0,53,CG,2025-11-10
2022,K1,AUS,INHYD,15401,2788,2553,231,100,0,1,4,0,1,0,212B,1,36,AR,2025-06-10
2019,E2,AFG,INBLR,11092,5322,2131,15,119,0,1,4,1,0,0,NONE,1,7,PB,2025-02-01
2021,H4,ARE,INMUM,19326,13766,992,242,29,1,0,2,1,0,1,212C,1,81,MP,2025-05-01
2014,EB2,PAK,INAMD,5584,1231,3535,34,45,1,1,2,1,0,0,212C,0,10,UP,2025-08-03
2024,K1,DEU,INMUM,3356,15465,2877,33,75,0,1,2,1,0,1,212B,1,53,LA,2025-01-03
2023,K1,SAU,INLKO,2952,15835,2908,202,92,0,1,3,0,0,0,NONE,1,59,HR,2025-08-16
2016,O1,SAU,INAMD,13441,1180,2390,209,20,1,0,1,0,1,1,NONE,1,9,WB,2025-02-17
2017,H4,LKA,INAMD,3768,7061,3351,91,74,1,1,6,1,0,1,212A,1,69,MN,2025-06-16
2021,F1,BTN,INLKO,71,18787,2913,36,100,0,0,0,1,1,1,NONE,1,80,HR,2025-11-29
2017,K1,DEU,INKOL,1550,10866,3334,472,47,0,0,2,1,0,1,212E,0,41,KA,2025-01-11
2015,EB3,DEU,INLKO,9084,5896,1189,105,61,1,1,5,0,0,0,212C,1,36,AN,2025-08-26
2014,H1B,LKA,INCHN,15849,19944,2340,196,57,1,1,0,1,1,1,212A,1,79,CG,2025-10-05
2015,F1,AUS,INAMD,3691,12909,3580,18,17,0,0,6,1,1,0,212F,0,75,GJ,2025-08-29
2012,H4,AUS,INAMD,21646,13902,1603,36,107,1,0,0,0,0,0,212E,0,57,NL,2025-07-11
2015,O1,BGD,INLKO,241,14758,3297,44,58,1,1,0,0,0,1,212F,1,84,WB,2025-01-12
2012,REF,NPL,INKOL,13356,21039,1193,300,90,1,0,2,0,1,0,212C,1,58,KL,2025-02-22
2023,EB2,BTN,INHYD,13464,1115,597,366,100,1,1,2,0,1,0,212E,1,23,KL,2025-02-24
2012,SIV,SAU,INBLR,8637,5921,644,186,47,0,0,1,0,0,0,212D,0,27,LD,2025-11-05
2021,E2,CAN,INDEL,23608,8235,447,118,62,0,1,6,0,0,0,212B,0,36,AN,2025-01-21
2025,EB3,MDV,INKOL,21548,12931,2737,450,11,1,0,2,1,0,1,212D,0,20,KA,2025-01-19
2017,DV,MMR,INCHN,4712,14143,3049,27,86,1,1,2,1,1,0,212B,0,32,GA,2025-12-10
2016,B1,AUS,INKOL,4376,1099,2902,151,33,1,1,0,0,0,0,212C,1,1,RJ,2025-12-16
2025,K1,BGD,INMUM,9115,12530,2549,505,60,1,0,1,1,1,0,212C,0,82,JH,2025-11-18
2022,E2,BTN,INHYD,20769,19251,763,152,101,0,1,4,0,1,0,212D,1,27,DD,2025-11-11
2015,EB2,MMR,INHYD,24715,18364,3598,447,86,1,0,2,1,0,0,212E,0,14,DL,2025-02-28
2024,F1,GBR,INAMD,10521,1493,734,427,52,1,0,5,0,0,1,212F,1,0,MZ,2025-05-31
2022,H1B,SGP,INHYD,12691,4908,3450,322,24,0,0,2,0,1,0,212B,1,27,AS,2025-09-16
2014,EB3,MMR,INHYD,9246,4999,3272,172,61,0,0,4,1,0,1,212B,1,49,NL,2025-02-27
2012,H4,USA,INLKO,12776,1232,1642,209,3,1,1,0,1,0,0,212A,0,34,JH,2025-08-04
2017,H4,DEU,INHYD,21928,9021,2297,502,93,0,0,6,0,1,1,NONE,1,27,HR,2025-03-03
2013,F1,NPL,INHYD,15701,13268,3480,474,93,0,0,1,0,0,0,212E,1,8,JK,2025-05-26
2019,L2,USA,INDEL,8586,439,600,391,12,1,0,0,0,1,0,212E,1,23,PY,2025-08-27
2021,EB2,AFG,INCHN,19145,15628,2172,320,41,1,1,6,0,1,1,212A,0,62,DL,2025-10-20
2016,L1,JPN,INAMD,24029,3679,2160,261,48,0,0,3,0,0,1,212C,1,3,JH,2025-07-01
2018,B2,JPN,INLKO,12994,5303,980,29,77,1,1,2,0,1,1,212D,0,55,NL,2025-04-05
2021,O1,PAK,INHYD,6323,10735,3208,345,55,0,1,6,1,1,0,212E,1,40,TR,2025-03-19
2023,H1B,MMR,INAMD,6334,16185,1782,499,46,0,0,5,1,0,1,212B,0,66,LD,2025-05-22
2013,L2,BGD,INCHN,8867,1360,3567,517,7,0,1,6,1,1,1,212A,1,47,AR,2025-04-15
2024,F1,CAN,INLKO,20428,14825,3749,372,54,1,0,3,1,0,1,212D,1,85,OD,2025-09-18
2019,J1,AUS,INBLR,18112,10604,2197,378,87,1,1,2,1,1,0,212F,1,57,JH,2025-04-05
2013,EB2,PAK,INHYD,8464,14800,2922,225,17,0,1,3,0,1,0,212D,1,38,AS,2025-08-11
2015,B2,AFG,INAMD,17177,5157,2390,481,34,0,0,4,0,1,0,212E,0,24,OD,2025-07-09
2012,EB2,ARE,INKOL,16896,21593,579,429,88,1,1,2,1,1,1,NONE,1,59,UP,2025-05-09
2016,F1,GBR,INLKO,18002,17765,3804,362,80,0,0,5,0,1,0,212B,1,85,TR,2025-11-15
2020,CR1,LKA,INLKO,11589,611,782,466,31,0,1,2,1,1,0,212D,1,46,MZ,2025-07-14
2012,CR1,AFG,INAMD,14043,546,2368,509,119,1,0,3,1,1,0,212F,0,60,JH,2025-01-20
2020,J1,USA,INHYD,13501,7875,2869,33,23,1,0,1,0,0,0,212B,0,83,KA,2025-10-26
2022,K1,JPN,INMUM,14742,10715,3997,229,6,1,0,3,0,1,1,212E,0,26,KA,2025-08-28
2019,DV,SAU,INDEL,18170,1312,3932,154,12,1,0,2,1,0,0,212A,1,41,KL,2025-08-23
2017,L1,BTN,INKOL,13384,18058,531,430,90,0,1,2,1,1,1,212F,0,51,HR,2025-03-26
2018,O1,MDV,INKOL,7953,16591,3360,357,111,1,0,6,1,1,1,212D,0,47,TS,2025-04-04
2014,F1,PAK,INMUM,15679,19162,1512,192,68,1,0,1,1,0,1,212F,0,31,MH,2025-02-11
2025,IR1,USA,INHYD,23436,8645,2539,421,99,0,0,0,0,0,1,212E,1,23,TN,2025-12-30
2012,EB2,AFG,INLKO,17790,6451,611,435,89,0,0,1,1,0,1,212D,0,2,LD,2025-12-16
2016,SIV,DEU,INLKO,1064,15946,2299,47,41,0,1,0,0,1,1,212F,1,26,MZ,2025-03-15
2025,REF,NPL,INDEL,10910,11724,2005,399,108,1,0,5,1,0,0,212A,0,72,CG,2025-12-31
2023,H1B,USA,INKOL,17488,20586,1100,85,30,0,1,2,1,1,1,212F,0,39,AS,2025-04-25
2023,B2,CAN,INDEL,1814,457,1670,456,73,1,0,6,0,1,0,212B,1,22,HP,2025-07-09
2013,H4,CAN,INKOL,6059,10800,1415,480,109,0,0,4,0,0,1,212B,1,6,PB,2025-05-05
2025,CR1,FRA,INHYD,20892,17236,1435,148,25,1,0,4,0,1,0,212D,1,80,PB,2025-01-06
2016,B2,LKA,INBLR,9654,9008,2220,257,85,0,0,3,0,0,1,212E,0,36,OD,2025-02-11
2019,CR1,LKA,INKOL,16062,8973,874,300,75,1,0,1,0,0,0,212A,1,6,RJ,2025-02-27
2022,J1,FRA,INBLR,717,5814,2248,142,31,1,0,1,1,0,0,212C,1,76,ML,2025-01-10
2020,L2,MDV,INKOL,3420,3594,216,490,90,0,1,4,1,0,1,212B,0,81,DL,2025-03-30
2013,F1,SGP,INLKO,6026,20189,375,318,96,0,1,0,1,1,1,212F,1,21,CG,2025-11-30
2023,REF,PAK,INCHN,17828,21624,3791,52,116,1,0,1,0,1,1,212C,1,77,TS,2025-04-21
2014,CR1,AFG,INHYD,24724,16321,1609,242,51,0,0,0,0,0,1,212F,0,81,MN,2025-02-08
2014,DV,NPL,INMUM,20504,704,10,54,19,1,0,0,0,0,0,212D,0,16,UP,2025-06-16
2012,L2,IND,INBLR,23416,4253,3870,204,102,1,1,0,1,1,0,212C,0,18,TR,2025-01-11
2019,CR1,DEU,INMUM,8663,16981,3839,90,104,1,0,0,0,1,1,212E,1,38,WB,2025-04-20
2017,B2,CAN,INHYD,5649,13017,3083,167,39,0,1,6,1,0,1,212F,0,35,DL,2025-01-16
2023,EB3,AUS,INAMD,3700,8027,2939,434,58,1,1,3,1,1,0,212E,1,14,NL,2025-02-02
2024,REF,USA,INMUM,12399,16631,1613,77,76,1,1,3,1,1,1,212F,0,62,NL,2025-08-21
2019,CR1,NPL,INHYD,9944,2348,2482,526,13,1,1,6,0,1,0,212C,0,28,DL,2025-07-07
2022,REF,MDV,INLKO,20054,19135,3755,58,43,1,1,4,1,1,1,212E,0,59,UK,2025-08-12
2020,F1,GBR,INMUM,3240,9039,3679,51,103,0,0,3,1,0,1,212B,1,55,MN,2025-02-28
2016,E1,ARE,INBLR,15395,16834,817,299,116,0,1,5,1,1,0,212D,1,39,MP,2025-02-20
2025,REF,IND,INCHN,8839,9275,3444,471,85,1,1,6,0,0,0,212C,1,15,JK,2025-09-28
2023,O1,JPN,INMUM,441,18113,1296,386,81,0,0,1,1,0,1,212F,1,32,BR,2025-02-12
2025,IR1,FRA,INBLR,17509,5802,2978,484,47,0,0,5,0,0,0,212B,1,15,LA,2025-01-27
2014,L1,MDV,INKOL,2700,1254,3968,268,92,1,1,6,0,1,1,212F,0,29,OD,2025-02-25
2016,CR1,MDV,INHYD,13650,5225,3996,185,42,0,0,3,1,1,0,212C,0,65,DN,2025-05-01
2016,O1,USA,INDEL,14367,1440,690,363,15,0,0,1,1,0,1,212F,0,43,TR,2025-04-23
2016,REF,SGP,INAMD,18818,17172,1599,425,109,0,0,1,0,1,1,212B,0,37,KL,2025-11-12
2014,EB2,SAU,INLKO,17243,9616,1532,207,34,0,1,0,1,0,1,212E,1,50,KL,2025-04-25
2022,CR1,PAK,INDEL,15613,19508,1155,19,52,0,1,4,0,0,0,212E,1,59,TR,2025-04-19
2025,B2,SAU,INLKO,24481,4375,2902,449,33,0,0,0,0,1,0,212D,1,17,DL,2025-06-24
2021,J1,BGD,INHYD,21935,19709,1947,292,2,1,0,6,0,1,0,212F,0,4,PY,2025-04-22
2025,L2,AUS,INLKO,6945,17942,783,264,67,0,1,0,1,1,0,212E,0,39,WB,2025-04-10
2015,DV,DEU,INCHN,17593,17735,2366,496,117,1,1,5,0,0,1,212A,1,5,HP,2025-01-08
2020,O1,SAU,INMUM,24008,8281,2891,504,4,1,0,3,0,0,0,212B,0,75,MH,2025-05-15
2024,H1B,USA,INCHN,1581,13785,1972,339,9,1,1,5,1,1,0,212B,0,11,AS,2025-09-08
2021,CR1,ARE,INDEL,5531,21962,1876,38,51,0,1,3,1,0,0,212C,1,11,CG,2025-12-03
2020,E2,USA,INAMD,23982,5964,2668,49,28,0,0,5,0,0,1,212D,0,72,UP,2025-08-28
2013,F1,ARE,INBLR,21410,7146,784,357,95,1,0,1,0,0,0,NONE,1,21,NL,2025-08-10
2019,O1,MDV,INAMD,22129,16884,3239,340,30,1,1,3,0,1,0,212E,0,48,RJ,2025-05-25
2019,CR1,ARE,INHYD,10924,5283,396,276,65,1,1,3,1,1,1,NONE,1,49,ML,2025-01-04
2018,O1,NPL,INHYD,24879,20498,3251,419,75,0,1,5,0,1,1,212A,0,79,TN,2025-10-09
2019,J1,DEU,INCHN,19982,15320,1081,25,90,0,0,2,0,0,1,212D,1,3,AN,2025-11-30
2025,J1,BGD,INBLR,6213,2813,1503,353,68,0,0,1,1,1,1,212B,1,49,JH,2025-11-24
2014,L2,USA,INCHN,23105,2912,2033,43,36,1,0,6,1,0,1,NONE,0,2,CG,2025-07-16
2024,H4,NPL,INMUM,5314,1218,1614,98,26,0,0,1,0,0,1,212A,0,15,KA,2025-05-08
2017,O1,CAN,INKOL,17665,18776,459,191,86,0,1,6,1,0,1,212D,1,13,AN,2025-09-18
2012,CR1,CAN,INBLR,15940,18296,2108,34,32,1,0,2,0,1,0,212A,1,63,UK,2025-04-01
2018,O1,AUS,INKOL,18857,1903,2416,378,67,0,0,5,0,0,1,212E,1,40,JK,2025-11-21
2012,EB3,MMR,INAMD,11817,21871,3192,536,58,1,1,5,1,1,1,NONE,1,67,MH,2025-09-16
2020,DV,FRA,INMUM,8121,817,2766,351,63,0,0,1,0,0,1,212C,1,58,JH,2025-04-04
2012,EB3,BGD,INLKO,20695,8229,545,425,84,1,1,5,0,1,1,212C,0,1,KA,2025-09-14
2012,K1,GBR,INLKO,15590,8255,3653,202,87,0,0,4,1,1,1,212D,0,9,KA,2025-05-16
2018,F1,USA,INKOL,2958,16558,3088,84,43,1,1,4,0,1,0,212A,0,74,LA,2025-01-13
2013,E2,JPN,INDEL,4762,21366,2543,173,94,0,1,6,1,1,0,212B,0,25,OD,2025-07-17
2025,CR1,CAN,INAMD,23189,15277,496,96,107,1,1,2,0,1,0,NONE,0,3,TS,2025-06-27
2016,SIV,DEU,INKOL,12240,20484,504,270,111,1,0,3,1,1,0,212C,1,27,AP,2025-04-22
2019,B1,FRA,INMUM,20317,8070,3603,478,87,0,1,4,1,1,0,212C,0,1,KL,2025-09-21
2019,EB3,SGP,INKOL,19949,5967,3016,214,48,0,0,6,1,1,0,212A,0,65,MH,2025-03-20
2014,B1,JPN,INHYD,19837,9637,3386,277,52,1,0,5,1,0,0,212C,1,15,AS,2025-09-13
2018,F1,NPL,INCHN,21032,20724,1092,269,73,0,0,2,1,0,1,212F,1,56,DD,2025-03-15
2014,K1,DEU,INDEL,21442,1912,3798,512,48,1,0,6,1,0,1,212A,0,22,ML,2025-06-10
2017,H1B,AFG,INHYD,22656,3444,2208,518,112,1,0,6,0,0,1,NONE,0,22,JH,2025-07-20
2017,O1,GBR,INHYD,10200,9470,1637,530,113,0,0,4,0,0,1,212A,1,76,MZ,2025-11-04
2014,O1,CAN,INMUM,20443,13438,3959,318,65,0,1,0,1,1,1,212C,0,20,BR,2025-02-02
2018,J1,SAU,INCHN,19169,2035,717,180,94,0,1,2,0,1,1,212A,1,24,MN,2025-03-14
2014,F1,SAU,INCHN,4541,4853,3216,437,62,1,0,1,1,1,0,212C,0,57,DL,2025-12-18
2019,DV,DEU,INBLR,13969,9914,1592,469,24,1,0,6,1,1,1,212E,0,36,JH,2025-10-20
2021,H4,USA,INAMD,14218,15962,3666,107,3,0,0,4,0,1,1,212D,0,48,GJ,2025-07-17
2015,H1B,GBR,INDEL,8643,9085,3040,22,50,1,0,1,1,0,1,212C,0,76,DL,2025-11-21
2024,L2,AUS,INAMD,17408,585,1408,264,10,1,0,2,0,0,0,212F,1,14,MZ,2025-11-12
2012,IR1,LKA,INMUM,16657,7432,268,250,16,0,1,4,1,1,0,212F,1,27,KL,2025-08-28
2015,EB2,MMR,INDEL,4663,18422,1946,354,107,1,1,1,1,0,0,212F,0,66,MZ,2025-03-15
2025,L2,BGD,INBLR,23211,10097,1477,255,65,1,0,3,0,0,1,212F,0,3,ML,2025-01-31
2018,K1,SAU,INKOL,24861,10335,2746,111,69,1,0,6,1,1,1,212C,0,46,MH,2025-01-14
2022,K1,BTN,INHYD,20645,12854,1541,293,72,0,1,3,1,1,1,212C,0,49,AS,2025-07-24
2015,CR1,MMR,INDEL,11476,2334,864,175,68,0,0,0,1,0,0,212D,1,59,CH,2025-11-12
2024,EB2,SAU,INAMD,16659,4432,2397,426,83,1,0,5,0,0,0,212E,1,61,LA,2025-03-09
2017,EB2,ARE,INHYD,8233,3903,109,53,28,0,0,2,0,1,1,212B,0,66,UP,2025-05-08
2020,O1,BTN,INMUM,20711,11404,3554,49,84,1,1,5,0,0,0,212C,1,71,KL,2025-01-26
2012,REF,GBR,INAMD,17775,10071,2454,327,72,0,1,5,0,1,1,212B,1,42,DN,2025-07-03
2024,L2,AUS,INKOL,20470,8236,649,227,91,1,0,1,0,0,0,NONE,0,57,MZ,2025-05-17
2016,REF,CAN,INMUM,8451,11715,2098,519,118,1,1,0,1,0,0,212E,0,51,PY,2025-10-18
2022,B2,FRA,INLKO,3777,7922,3474,447,71,1,1,2,0,1,0,212A,0,75,HR,2025-04-16
2018,REF,FRA,INKOL,13753,13207,3634,150,94,1,0,3,0,0,1,212B,1,68,OD,2025-01-24
2012,J1,LKA,INKOL,20362,17593,1499,34,19,0,1,5,1,1,0,212F,1,45,UP,2025-12-05
2025,L1,BTN,INHYD,19237,12308,1110,173,26,1,1,1,1,0,1,212E,1,24,BR,2025-07-13
2015,J1,PAK,INMUM,22992,14230,3139,255,7,1,1,5,0,0,1,NONE,1,24,MN,2025-06-18
2017,K1,DEU,INMUM,10268,6904,595,363,117,0,1,4,1,1,1,212E,0,34,MH,2025-02-05
2013,IR1,LKA,INDEL,443,19561,978,117,84,0,1,3,1,0,0,212A,0,60,CH,2025-04-11
2021,F1,SAU,INAMD,23273,10579,3113,240,60,1,1,5,1,1,0,212C,0,14,TS,2025-02-03
2016,K1,GBR,INLKO,16042,21924,730,30,27,1,0,4,0,1,0,212C,1,73,JK,2025-02-08
2022,H4,PAK,INMUM,9085,18145,56,32,86,0,0,4,1,0,1,212F,0,34,OD,2025-07-30
2021,H4,DEU,INDEL,9766,3708,2785,387,69,1,0,1,1,1,0,212C,0,28,AS,2025-08-18
2012,O1,ARE,INLKO,8845,14134,2243,352,2,1,1,1,0,1,0,212D,1,37,BR,2025-10-06
2017,H1B,USA,INCHN,631,5389,1783,384,68,1,0,4,1,1,1,212D,0,68,KA,2025-03-21
2017,L2,MMR,INCHN,14380,11958,1701,528,72,1,1,0,1,0,1,212D,1,23,MP,2025-08-26
2024,B2,AUS,INLKO,10181,4043,3133,23,6,1,1,5,0,1,1,212F,1,18,NL,2025-06-21
2015,B2,PAK,INCHN,182,16002,1286,251,59,1,0,4,0,1,0,212D,0,45,OD,2025-11-22
2024,SIV,NPL,INBLR,19272,17120,111,208,3,1,1,4,0,0,0,NONE,0,48,DL,2025-02-28
2019,DV,SAU,INMUM,15034,3987,2812,254,102,1,0,1,1,1,1,212F,1,43,AS,2025-01-22
2015,K1,LKA,INBLR,3435,7443,710,124,4,1,1,5,0,1,0,212E,0,72,LA,2025-12-31
2019,B2,SAU,INAMD,3820,6470,1201,15,10,0,0,2,0,1,1,NONE,0,25,AP,2025-12-10
2024,L2,ARE,INMUM,2318,12233,947,29,14,0,0,3,1,0,0,212C,1,24,LA,2025-08-26
2019,REF,SGP,INDEL,1025,3235,25,246,63,0,0,1,1,0,1,212A,0,34,LD,2025-10-23
2016,E1,AUS,INBLR,7655,410,2457,33,97,1,0,5,1,0,0,212D,1,35,TR,2025-12-07
2024,H1B,USA,INBLR,7263,19441,757,87,12,1,1,5,1,0,1,212E,1,13,MP,2025-04-04
2015,IR1,PAK,INAMD,11505,252,2578,205,117,1,0,6,1,0,1,212A,1,55,BR,2025-09-01
2023,DV,AFG,INBLR,2885,19535,1800,98,111,0,1,0,0,0,1,212F,1,5,GA,2025-01-11
2024,F1,LKA,INKOL,2788,7654,3388,90,6,0,0,3,0,1,0,212F,0,31,KA,2025-04-27
2013,L2,BGD,INDEL,9599,11518,1555,306,103,1,0,1,0,0,0,NONE,0,25,AP,2025-09-22
2022,CR1,DEU,INCHN,4184,10936,3177,302,5,0,0,1,1,0,0,212D,0,14,HR,2025-01-12
2014,F1,JPN,INDEL,6883,253,2796,460,55,0,1,2,0,0,1,212F,1,48,JK,2025-06-03
2014,EB3,PAK,INKOL,8403,1411,1841,287,63,1,0,6,1,0,1,NONE,0,55,HP,2025-02-07
2015,IR1,LKA,INAMD,15740,11104,3535,65,102,1,0,6,1,1,1,NONE,1,36,LD,2025-05-11
2015,DV,AUS,INAMD,1959,9467,2293,348,49,0,1,0,0,1,1,212B,1,52,PY,2025-08-13
2021,IR1,SGP,INMUM,14546,14204,1104,471,29,1,0,6,0,0,1,212E,0,57,RJ,2025-05-23
2022,B2,BGD,INDEL,12112,11902,661,348,21,0,1,0,1,1,1,NONE,0,82,PB,2025-02-23
2022,DV,AUS,INLKO,9900,14858,908,68,24,0,0,5,1,0,1,212C,1,77,AP,2025-01-24
2016,CR1,CAN,INLKO,2013,17293,2443,435,27,0,0,5,0,1,1,212F,1,35,LA,2025-05-01
2015,DV,LKA,INAMD,5203,7922,521,262,117,1,0,1,0,0,1,NONE,1,10,WB,2025-04-29
2022,L2,SAU,INBLR,10531,12899,1856,353,83,0,1,2,1,0,0,212D,1,26,GJ,2025-06-10
2025,E2,LKA,INAMD,1016,17149,1759,532,38,0,0,1,1,0,1,212F,0,1,HP,2025-03-15
2021,H1B,MDV,INAMD,939,9931,2973,310,66,1,0,6,1,0,0,212F,0,21,AP,2025-07-04
2019,L1,MMR,INAMD,19495,447,2311,251,4,1,0,4,1,1,1,212C,0,65,LD,2025-07-11
2017,DV,SGP,INAMD,6511,751,3732,418,64,0,1,5,0,0,0,NONE,1,83,JK,2025-08-08
2017,E1,SGP,INLKO,6216,819,789,223,14,1,1,4,0,1,1,212C,1,16,JK,2025-05-01
2019,E2,AFG,INLKO,23401,7045,1297,522,89,1,1,6,1,1,0,NONE,0,3,MZ,2025-07-28
2018,O1,AFG,INCHN,16056,14501,1729,480,66,0,1,2,1,1,1,212E,0,13,DD,2025-10-27
2021,O1,SAU,INCHN,11431,7644,171,42,39,1,1,1,0,0,1,212C,0,6,AR,2025-12-12
2025,B1,SAU,INMUM,16394,14981,264,184,120,0,1,5,1,1,1,212A,1,78,LD,2025-06-13
2022,DV,MDV,INAMD,10990,21787,1986,393,104,1,0,2,1,1,0,212B,1,15,TR,2025-09-25
2023,O1,LKA,INLKO,11308,18942,3893,23,110,1,0,1,1,1,1,212C,1,65,UP,2025-01-03
2021,DV,JPN,INDEL,24535,20122,1049,54,105,0,0,1,1,0,0,212D,0,18,UP,2025-02-19
2024,REF,JPN,INKOL,23813,8252,1492,68,97,0,0,4,1,1,0,212B,0,0,RJ,2025-12-30
2019,L1,PAK,INMUM,7330,3387,1885,75,115,1,0,3,1,0,0,212B,0,30,NL,2025-07-30
2025,O1,CAN,INLKO,1117,21412,475,372,68,1,1,6,0,1,0,NONE,0,3,AN,2025-01-16
2013,L1,PAK,INDEL,20657,13282,2403,168,94,1,1,0,1,1,0,212C,0,57,TS,2025-06-17
2020,IR1,LKA,INAMD,11165,5249,1049,494,114,0,1,5,0,0,1,212E,0,55,WB,2025-10-10
2012,E2,GBR,INHYD,9068,18819,33,437,76,1,0,0,0,0,0,212F,1,52,KL,2025-11-22
2019,CR1,BGD,INAMD,15803,13767,2311,495,42,0,1,2,0,1,0,212B,0,85,KA,2025-10-25
2023,REF,AUS,INCHN,14228,19353,1161,236,0,1,0,0,1,0,0,212D,0,42,UK,2025-07-04
2022,E2,USA,INKOL,15237,4281,815,376,21,1,1,4,1,1,0,212E,1,73,TN,2025-05-18
2023,IR1,MDV,INLKO,4657,21549,3766,184,61,1,0,3,1,1,1,212E,1,48,DL,2025-05-05
2023,CR1,USA,INLKO,4035,3486,2922,416,78,1,1,5,0,0,1,212D,1,59,ML,2025-02-27
2015,IR1,MMR,INBLR,10334,13805,753,276,25,1,0,6,0,0,1,212F,1,15,WB,2025-12-28
2015,H1B,LKA,INKOL,19613,3108,565,212,17,0,1,1,1,0,0,212D,1,72,WB,2025-03-07
2016,L2,SGP,INBLR,14604,13035,461,88,47,0,0,1,1,1,0,NONE,1,80,GA,2025-12-06
2019,K1,USA,INKOL,4588,1135,3239,199,8,0,1,6,0,1,0,212A,0,59,AN,2025-07-21
2016,REF,NPL,INCHN,18796,4598,1654,195,0,1,0,4,0,1,1,212F,0,46,JK,2025-01-09
2019,K1,SGP,INBLR,18658,2610,2702,282,106,0,0,5,0,0,0,212C,0,14,AS,2025-04-15
2021,L2,BGD,INDEL,6421,7392,80,80,8,0,0,0,1,0,1,212B,0,62,GA,2025-03-30
2012,L2,USA,INBLR,1776,3593,2804,16,22,1,0,6,0,0,0,212C,1,27,MP,2025-03-30
2023,IR1,BGD,INMUM,5841,2998,1937,222,106,1,1,1,0,1,0,212E,1,19,LD,2025-12-10
2021,K1,BGD,INDEL,24507,10659,3935,296,44,0,1,0,0,0,1,212B,0,62,MN,2025-01-06
2020,EB3,FRA,INMUM,8508,9442,869,451,1,0,1,4,1,0,0,212F,1,32,GA,2025-06-07
2017,H1B,DEU,INAMD,23447,10878,1430,199,13,0,0,1,1,1,1,NONE,1,35,DL,2025-11-26
2014,IR1,DEU,INKOL,17271,4995,3645,295,37,0,1,2,1,0,0,212C,0,12,KL,2025-04-13
2024,L1,ARE,INDEL,15788,4945,1069,150,39,0,0,3,0,0,1,NONE,0,61,MP,2025-08-11
2025,B1,MMR,INKOL,21018,21696,598,395,62,0,1,0,0,1,0,NONE,0,67,DL,2025-06-20
2019,L2,CAN,INAMD,17120,10806,1634,413,81,0,0,6,0,1,0,212F,0,22,WB,2025-02-02
2020,CR1,IND,INHYD,16790,21807,806,376,15,1,1,5,0,1,0,212C,0,71,LD,2025-06-30
2017,IR1,CAN,INLKO,9113,19834,1934,447,116,0,0,0,1,1,0,212C,0,12,CG,2025-07-03
2022,EB2,LKA,INKOL,10215,14736,1076,535,92,1,0,0,0,1,0,212F,0,39,TR,2025-03-28
2018,DV,MMR,INAMD,14589,2015,3031,19,107,1,1,0,0,1,1,212F,0,29,MZ,2025-03-10
2012,EB2,SAU,INKOL,15622,13864,703,346,74,1,1,6,1,0,1,212B,1,24,PY,2025-01-26
2025,SIV,JPN,INAMD,4697,3911,2523,318,5,0,1,4,0,0,0,212E,0,72,OD,2025-01-06
2016,SIV,GBR,INMUM,10052,15542,2639,110,2,0,0,4,0,1,1,212E,1,25,LA,2025-09-13
2016,H4,FRA,INAMD,20852,7165,2063,345,13,1,0,5,0,1,1,212F,0,23,JK,2025-07-01
2021,J1,IND,INBLR,10883,8518,3431,204,65,0,0,4,1,0,1,212D,1,38,GA,2025-10-22
2025,H1B,CAN,INHYD,10470,9574,486,306,95,0,1,6,0,1,1,NONE,0,78,OD,2025-09-17
2015,J1,IND,INKOL,6692,2122,3909,450,94,1,0,5,1,1,0,212E,0,60,AP,2025-11-10
2017,SIV,SAU,INAMD,19825,3050,705,365,74,0,1,5,0,0,1,212A,0,48,GJ,2025-10-31
2018,B1,USA,INAMD,10592,8544,1525,374,85,1,0,4,1,0,1,212F,0,40,JK,2025-11-12
2020,REF,MMR,INKOL,4407,8127,1164,175,66,1,1,1,1,1,0,212F,0,69,OD,2025-08-22
2012,EB2,BGD,INLKO,21313,16646,619,155,113,1,0,4,1,1,0,212B,1,19,DL,2025-10-09
2017,L2,USA,INHYD,21753,18288,3886,48,30,1,0,1,0,0,0,212F,0,43,UP,2025-07-26
2018,DV,LKA,INHYD,15649,14955,3066,208,32,0,1,2,0,1,0,212B,0,15,UK,2025-03-18
2014,H1B,GBR,INAMD,13251,9644,776,250,87,1,0,4,1,0,0,212D,0,20,UP,2025-06-17
2019,K1,SGP,INDEL,2789,15843,446,470,0,0,0,2,1,0,0,212D,1,14,LA,2025-12-08
2016,REF,CAN,INMUM,13281,20734,2337,455,43,0,1,4,0,1,0,212F,1,38,PB,2025-02-25
2020,EB2,BTN,INHYD,9560,7883,208,443,14,0,0,2,1,0,0,NONE,1,41,TS,2025-10-22
2016,O1,JPN,INHYD,9777,3129,1498,537,36,0,1,3,0,0,1,212B,1,60,RJ,2025-03-22
