qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_usd,qol_infra_resident_report_accuracy_score
2021-10-05,PARK,225449de415c3abf,4,1487,74.57,79.75,6635,92.22,183,365,3477.96,54.99,21.84,58.92,176.74,COMPLETE,41541,19551317.9,0.9707
2021-10-06,SEWER,b447b676ce8af903,1,1948,107.89,53.83,10238,36.35,1942,323,11147.13,16.51,95.04,33.24,119.01,ON_HOLD,16025,6283319.35,0.9061
2021-10-07,SEWER,87dfddbbc24bf434,5,439,79.53,82.45,10225,82.01,940,387,17269.7,23.63,47.59,2.07,291.57,CONSTRUCTION,27334,39055728.86,0.5941
2021-10-08,SIDEWALK,8934c42b80e06b48,2,62,51.93,91.41,15403,25.01,636,218,29556.44,54.59,78.9,55.06,181.31,DESIGN,45963,11971549.14,0.098
2021-10-09,WATER_MAIN,e338ad65a47ac42f,5,1704,7.19,70.47,4855,70.16,670,349,13256.42,48.39,8.92,20.85,233.02,ON_HOLD,46145,39316994.2,0.0701
2021-10-10,PUBLIC_BUILDING,4dd2b90d378e3d03,2,782,80.36,25.12,5219,48.05,1837,521,38874.65,59.75,77.42,59.59,29.62,PLANNED,40598,12601981.02,0.181
2021-10-11,SIDEWALK,a9bd2b7d35a3e930,2,1662,50.1,78.64,1382,29.46,1609,473,9029.77,1.96,74.41,86.43,268.08,COMPLETE,47740,26886308.54,0.9719
2021-10-12,SIGNAL,79480815040abba6,1,904,66.77,12.03,12190,38.05,296,196,30007.44,55.63,4.51,36.07,213.06,CONSTRUCTION,16556,8130219.53,0.3163
2021-10-13,STORMWATER,e63d9091ec7b8f7b,5,1,105.75,15.53,2517,34.05,1213,55,48006.72,40.58,16.39,70.52,49.19,PROCUREMENT,22302,21248662.82,0.3319
2021-10-14,PARK,c915b16bbf8a8edb,3,1667,20.54,12.39,10258,43.33,880,435,9700.85,13.15,23.51,27.75,131.33,ON_HOLD,11836,9626357.47,0.9377
2021-10-15,WATER_MAIN,99d153c7597762ff,3,217,60.69,93.68,4946,68.76,915,328,42211.49,31.47,87.98,89.87,123.43,CONSTRUCTION,10983,24139699.31,0.0799
2021-10-16,PUBLIC_BUILDING,e4e7ea89170b24cc,1,133,85.79,13.59,2456,30.07,890,362,18037.74,45.59,27.22,3.83,356.27,ON_HOLD,43678,32455257.03,0.9856
2021-10-17,STREETLIGHT,4a2157866d86a057,5,1386,32.61,13.25,15974,30.36,193,305,650.22,30.06,72.65,81.09,29.27,PROCUREMENT,7392,8891420.92,0.1307
2021-10-18,SEWER,80b8111312c5ef1a,4,185,79.74,40.1,16790,30.16,624,348,16025.11,21.86,71.47,41.41,223.16,COMPLETE,30687,18899425.31,0.2266
2021-10-19,ROAD,d7d267dae5cc0140,2,494,71.77,75.47,12572,62.57,1904,159,15343.32,1.82,94.48,13.28,197.89,DESIGN,29380,40409991.03,0.2823
2021-10-20,ROAD,42222dd00bdc0933,5,757,72.23,84.34,5713,37.33,1980,280,20346.22,50.27,32.49,10.9,268.32,COMPLETE,9651,18188636.05,0.7578
2021-10-21,STORMWATER,269c5f98ffa32055,3,334,119.01,91.78,18350,7.97,819,214,47362.38,36.73,62.36,14.29,73.2,PLANNED,5101,30782061.27,0.7927
2021-10-22,WATER_MAIN,87f43204588ed692,3,1549,119.28,84.62,11167,38.41,365,483,15698.27,12.45,77.71,67.98,18.24,DESIGN,42212,48559324.32,0.0636
2021-10-23,SEWER,700224b590738faf,4,1089,70.45,62.29,14064,83.56,103,333,29018.52,19.56,33.54,67.01,44.69,CONSTRUCTION,47131,25316983.63,0.6623
2021-10-24,PUBLIC_BUILDING,6f5f121c11bdc4b3,1,1182,97.84,0.36,17145,93.45,289,177,47024.45,29.65,11.01,4.33,317.9,COMPLETE,25970,40799551.37,0.1895
2021-10-25,PARK,1cda5ae0132d7981,4,92,52.96,81.44,10021,32.84,860,760,45412.04,12.45,45.27,94.2,9.48,DESIGN,740,13732544.45,0.6649
2021-10-26,WATER_MAIN,143c31c7648bf15e,1,725,82.25,50.39,18319,17.21,1079,6,23657.79,42.94,2.92,67.94,103.96,COMPLETE,33587,8010812.6,0.0585
2021-10-27,PUBLIC_BUILDING,9d487a6923dbcd47,3,52,24.42,33.91,5886,79.69,683,355,39571.22,23.77,15.22,44.27,290.96,CONSTRUCTION,44692,2961836.64,0.4145
2021-10-28,STREETLIGHT,2f3d1cfd6abbee01,1,95,57.54,57.13,15992,92.1,181,540,9852.13,2.89,66.26,55.15,283.74,PROCUREMENT,4161,47348606.27,0.1996
2021-10-29,PARK,bcbcba50e0589ae7,1,1040,42.39,18.69,3730,26.72,1030,108,16422.79,35.17,85.91,19.02,177.53,PROCUREMENT,27396,34885393.21,0.2009
2021-10-30,ROAD,ad4bed163c743a9d,4,1005,49.66,21.8,18187,24.67,1002,295,39269.3,16.94,83.81,86.97,38.76,PLANNED,39298,12739199.52,0.2028
2021-10-31,SIGNAL,40e44e8860a961de,5,888,112.16,73.8,6574,60.47,1358,722,39702.92,30.93,75.98,45.14,273.79,DESIGN,23152,6696407.77,0.6574
2021-11-01,STREETLIGHT,0370096fd03ed415,5,1481,43.61,6.47,17036,32.0,271,325,16559.74,53.2,3.1,25.0,55.08,CONSTRUCTION,4354,48890259.58,0.3996
2021-11-02,STORMWATER,d8e9dae54e0b9904,2,253,110.93,78.08,17178,75.49,1363,180,28623.88,42.09,57.74,95.37,68.12,CONSTRUCTION,34104,34468442.78,0.8495
2021-11-03,STREETLIGHT,5db9f09c03cd071d,3,892,42.62,53.48,14717,31.63,1978,275,45886.29,6.42,7.91,12.17,249.3,CONSTRUCTION,30186,33913806.37,0.8542
2021-11-04,PUBLIC_BUILDING,9be9e0737455de46,1,1378,74.73,72.2,14393,76.14,658,338,40298.41,4.82,67.12,0.05,67.2,DESIGN,874,30894478.16,0.2145
2021-11-05,SEWER,9d231466bf0a9d0a,2,1634,67.37,78.76,1007,43.74,635,415,1729.49,4.08,3.25,46.06,240.5,DESIGN,20070,35234919.04,0.3923
2021-11-06,SIDEWALK,f11726d330eb43ce,1,200,65.59,94.47,4552,9.39,304,104,40670.24,11.62,90.09,96.53,53.23,COMPLETE,27425,12870072.76,0.4556
2021-11-07,BRIDGE,f658d2676fd34662,2,1863,57.18,11.62,11143,37.47,1145,455,9824.05,49.98,59.66,26.94,322.36,COMPLETE,42403,30363199.68,0.8742
2021-11-08,WATER_MAIN,5f3379cd1d1704a3,1,1231,58.14,69.9,16639,87.22,465,229,28453.84,30.31,15.5,4.05,183.36,COMPLETE,20474,8436464.91,0.7327
2021-11-09,SIGNAL,07ed988e4cb5e2b1,3,1968,18.37,2.87,11536,58.16,289,272,39770.28,36.96,88.14,58.82,273.85,CONSTRUCTION,14623,47389424.29,0.586
2021-11-10,BRIDGE,698f421d064d3234,4,685,78.07,81.44,5055,75.22,1061,425,31797.67,48.87,12.09,52.78,220.98,PROCUREMENT,6571,10926067.66,0.3008
2021-11-11,ROAD,77ee7e48f30bec81,3,1711,112.64,55.09,8672,73.9,920,507,24815.41,56.81,83.11,69.45,52.73,PLANNED,15228,35923237.6,0.3044
2021-11-12,SIDEWALK,0bf6e78a07480609,3,811,52.23,96.24,2257,6.37,1098,647,14825.63,7.07,64.24,32.51,282.76,PLANNED,33064,39520641.78,0.1253
2021-11-13,WATER_MAIN,74eb91d1b13fe8a9,1,1350,96.5,5.1,9740,56.22,1868,757,38718.81,1.32,46.04,15.12,273.44,CONSTRUCTION,7529,37322901.68,0.3193
2021-11-14,STORMWATER,9f44ca0f6747dabd,2,650,65.3,23.7,3430,91.25,1053,530,36942.25,17.38,34.06,71.54,238.98,PROCUREMENT,6452,34814552.35,0.665
2021-11-15,SIGNAL,11b06ce57c90aedb,2,1353,111.61,79.23,1112,0.26,1140,374,32886.91,25.27,77.32,16.78,119.08,PLANNED,43184,12831975.94,0.4254
2021-11-16,STREETLIGHT,f8db3eb2a4666ae8,2,498,17.37,10.74,16006,39.62,315,306,15076.7,50.98,42.35,25.17,281.43,DESIGN,49786,31914.27,0.2058
2021-11-17,SIGNAL,0ef224ee5d808cec,5,772,116.65,16.92,5753,4.56,1517,734,9798.13,29.84,79.03,26.87,81.72,COMPLETE,34181,23375335.63,0.9575
2021-11-18,BRIDGE,f1d2451ef1ba0da2,3,1954,24.35,15.02,17949,94.58,1725,129,844.05,45.86,5.57,52.24,54.57,ON_HOLD,45358,12356020.0,0.9727
2021-11-19,PUBLIC_BUILDING,c68721cec1b1103c,3,1937,14.1,97.99,19383,24.51,554,569,10635.04,21.16,86.67,12.62,65.68,CONSTRUCTION,25637,39175555.43,0.7742
2021-11-20,SIDEWALK,4849cf8d00b7c88e,2,1394,25.44,49.6,11313,97.98,1003,179,29513.76,17.13,40.22,74.84,40.41,PROCUREMENT,30402,37235189.75,0.9266
2021-11-21,STREETLIGHT,867eaa0adf556ada,5,1909,65.99,66.25,3915,35.58,1938,755,11392.54,4.02,54.23,56.53,73.8,COMPLETE,24856,36296914.09,0.3089
2021-11-22,ROAD,9484fa1effbc79bd,4,1967,27.8,17.92,5326,28.62,1862,150,13986.63,37.39,34.96,83.07,0.45,DESIGN,28297,24983993.41,0.5189
2021-11-23,STREETLIGHT,b8a4076d9d30c826,5,860,19.91,75.5,11451,60.83,824,145,38715.96,1.34,10.87,65.59,310.12,DESIGN,22397,36304354.2,0.2402
2021-11-24,WATER_MAIN,a4e77e9ed5674ac0,2,1689,116.15,95.68,8219,34.54,1919,227,25171.04,57.5,25.81,2.3,21.37,COMPLETE,31678,46898511.56,0.0227
2021-11-25,PUBLIC_BUILDING,adbdee3bd54da1e7,5,956,83.09,81.58,12377,29.67,504,449,14465.87,8.83,48.26,76.52,275.52,PLANNED,28133,12605463.3,0.3813
2021-11-26,SEWER,5caba84af743a532,1,1290,16.62,60.9,8926,95.78,569,642,35246.28,24.36,9.29,27.41,192.61,CONSTRUCTION,42066,38327481.77,0.6898
2021-11-27,ROAD,3cbe9427a73bdb5b,5,1982,41.02,69.28,8004,86.56,727,178,15754.79,36.34,4.19,74.02,323.4,CONSTRUCTION,14972,22150857.27,0.0296
2021-11-28,STORMWATER,6cc482b2df96c3ea,1,401,67.62,30.19,2571,20.3,898,347,32168.52,19.66,64.17,81.01,348.39,COMPLETE,47882,14968732.96,0.1681
2021-11-29,SIGNAL,97697517f760d306,2,983,42.96,47.27,10984,27.69,808,311,11412.31,57.83,88.77,34.02,89.46,ON_HOLD,48438,37097073.98,0.7613
2021-11-30,WATER_MAIN,0f4495889e4baae1,1,1615,61.44,46.59,17407,77.59,855,573,36997.35,58.19,80.97,72.83,222.09,DESIGN,39928,26868811.04,0.9852
2021-12-01,SEWER,a14b8a8d1476aa64,3,1726,50.73,45.21,19025,41.03,1809,262,28566.79,17.57,25.45,13.75,79.45,COMPLETE,2113,45280291.69,0.5059
2021-12-02,WATER_MAIN,2f9743cfb9951647,3,337,39.96,93.7,13944,44.15,930,279,44563.57,19.87,71.37,36.48,256.37,COMPLETE,26449,2827042.81,0.2277
2021-12-03,SIGNAL,fa95bece39b14af3,1,1218,7.82,2.1,5878,17.82,254,721,26283.69,57.9,59.92,92.77,141.2,DESIGN,42590,14497678.6,0.7899
2021-12-04,STORMWATER,42a29f5dae6b463d,1,1952,117.84,90.18,8560,5.18,978,645,10062.05,15.76,68.42,84.3,240.29,COMPLETE,27787,21204481.1,0.1522
2021-12-05,SIGNAL,b8424dc185dc9478,1,1240,101.2,66.06,17739,68.8,166,461,26086.51,53.56,68.07,92.82,297.43,COMPLETE,47076,49886582.13,0.4845
2021-12-06,SIDEWALK,d4f261a073047f89,2,1294,14.4,10.36,6542,12.31,1575,373,48753.79,42.75,6.89,4.47,93.9,CONSTRUCTION,46539,16753211.34,0.8386
2021-12-07,SIGNAL,5e494adb67d98ed6,5,694,38.73,21.38,2215,89.84,701,276,39599.96,8.27,7.5,54.75,29.78,PROCUREMENT,17060,49214872.69,0.814
2021-12-08,SIDEWALK,f38e93c689c02af2,4,1597,73.72,61.5,11105,75.11,1489,625,12923.55,26.12,75.94,51.46,142.48,CONSTRUCTION,33449,49268394.44,0.2318
2021-12-09,STREETLIGHT,7a89c0188d8a5d5c,3,1859,33.27,48.91,6879,89.01,1444,565,9610.35,18.53,26.52,58.59,23.31,PLANNED,37283,44808048.17,0.9383
2021-12-10,WATER_MAIN,4904f22b69d598a1,3,1478,22.88,35.69,1416,76.28,1665,514,33915.86,25.12,94.03,28.24,77.32,DESIGN,15616,20227481.66,0.5048
2021-12-11,SEWER,65c6fc7a607e7fff,4,1818,48.88,29.3,2421,3.15,330,708,44037.02,44.07,90.69,42.33,304.49,DESIGN,34197,2609950.27,0.2343
2021-12-12,STREETLIGHT,414fd2a98ae64063,1,1119,110.4,15.84,290,19.78,1187,249,39060.01,12.32,67.8,29.85,40.29,PROCUREMENT,28138,4077982.72,0.5161
2021-12-13,WATER_MAIN,fe348e11a6bad332,2,1173,82.38,29.98,10635,50.72,316,727,24053.41,18.43,92.96,89.86,29.79,COMPLETE,6732,14206358.28,0.4027
2021-12-14,SIGNAL,690b86e48b7ab910,1,1553,32.67,62.65,662,39.12,1899,536,46113.05,3.21,4.94,24.2,220.0,CONSTRUCTION,43911,28582853.34,0.6112
2021-12-15,BRIDGE,fb8f21f027576e89,3,538,45.88,23.32,13594,98.37,795,447,38928.71,54.22,56.15,5.88,74.52,CONSTRUCTION,4227,14415840.92,0.4755
2021-12-16,SIGNAL,a60c56538de8713d,4,778,60.56,3.47,12572,58.19,835,673,30217.14,25.8,53.12,34.59,44.02,DESIGN,34572,14966366.62,0.0626
2021-12-17,WATER_MAIN,a3d4e4c84ad292d4,4,40,71.01,84.26,17192,81.21,1703,84,15578.76,32.06,94.04,32.55,267.54,COMPLETE,27275,7142497.35,0.3076
2021-12-18,WATER_MAIN,1f9094efde3df63c,2,1338,105.17,15.87,11581,36.43,1326,34,14210.1,51.21,8.27,14.93,260.51,PLANNED,25679,22368260.02,0.9708
2021-12-19,WATER_MAIN,b4990898702df55f,1,1847,9.23,92.62,11567,39.64,1606,26,16768.88,15.53,22.19,93.29,40.38,PLANNED,25947,2616239.42,0.626
2021-12-20,PUBLIC_BUILDING,c0b1685faab4e08d,4,885,106.4,33.53,13898,67.45,17,782,5753.0,10.7,49.33,32.12,205.66,COMPLETE,16693,13061775.6,0.1418
2021-12-21,SIDEWALK,9bddd9ed5590f6a3,1,1303,29.0,93.56,16051,3.61,248,660,8870.17,2.47,12.39,7.04,142.96,PLANNED,43321,44108727.83,0.4654
2021-12-22,WATER_MAIN,c38e8bcfe6b426db,2,279,85.78,28.74,14259,73.43,1269,622,43189.48,15.96,88.0,58.21,345.1,PLANNED,23229,21959596.55,0.0851
2021-12-23,STORMWATER,1bfc7954124c532d,3,1274,83.66,79.66,4290,88.89,1985,647,41145.42,5.1,85.0,20.02,21.93,COMPLETE,10952,36538369.01,0.2485
2021-12-24,ROAD,9e05c45f34093b87,2,1203,17.01,70.54,14397,5.2,1133,309,13059.91,59.62,41.6,32.98,62.75,DESIGN,1325,28515277.23,0.2685
2021-12-25,WATER_MAIN,2b4cb86b837a50a2,2,689,108.36,66.11,4736,96.06,1857,129,38045.89,18.5,93.24,0.39,164.37,PROCUREMENT,44253,28528122.42,0.7318
2021-12-26,ROAD,5ae04e269eec50a0,2,879,110.7,83.93,11015,95.18,538,671,34463.15,4.32,20.13,36.85,353.94,ON_HOLD,45869,33371789.88,0.3439
2021-12-27,STREETLIGHT,e7410ecfeae77990,2,934,98.88,37.34,7096,40.97,1338,778,28616.01,23.87,53.63,49.81,230.29,DESIGN,12613,40794466.31,0.6868
2021-12-28,STREETLIGHT,ad8cf6bc5c8c42a3,2,1538,86.49,3.07,3114,27.87,674,43,3948.88,38.25,83.06,19.69,172.66,ON_HOLD,13239,42225976.97,0.4497
2021-12-29,SIDEWALK,30aafa2f036974be,5,1584,100.43,31.72,11391,29.61,1860,34,36673.46,21.52,19.39,6.31,71.61,PROCUREMENT,11019,1473162.92,0.9102
2021-12-30,WATER_MAIN,3ff93a1e99dfda19,1,1269,112.05,95.38,15828,39.6,796,342,6379.5,20.42,54.75,4.11,104.78,ON_HOLD,47408,20332015.59,0.0388
2021-12-31,SIDEWALK,0f5199b554fa10b8,4,1054,77.92,79.68,16549,86.84,919,520,38917.37,46.51,73.59,51.33,128.94,COMPLETE,18811,35499432.79,0.9765
2022-01-01,WATER_MAIN,f309c23064876cd4,1,1446,81.26,27.15,6619,67.43,807,406,47192.1,25.16,61.75,56.58,61.73,PROCUREMENT,14250,19719862.22,0.5195
2022-01-02,PUBLIC_BUILDING,38ee5f1212a096aa,2,1747,93.45,78.79,5430,24.46,222,674,10310.82,3.06,46.33,52.6,121.25,COMPLETE,11834,39524049.56,0.3893
2022-01-03,STREETLIGHT,c86fc366af2f98ed,3,443,53.99,31.2,9912,32.44,1466,59,11455.64,0.1,76.45,82.92,85.12,ON_HOLD,17079,38014337.38,0.4904
2022-01-04,PUBLIC_BUILDING,eab1188b80e8e16f,2,1025,16.0,32.27,18281,63.05,907,145,37062.92,22.91,60.61,78.58,163.3,DESIGN,47074,17496887.38,0.6973
2022-01-05,PARK,e304a6d6d0893d39,2,259,13.08,58.27,8853,52.2,950,447,41775.76,3.69,70.34,28.3,286.23,DESIGN,17259,30861493.03,0.5875
2022-01-06,PUBLIC_BUILDING,ba90fcf2866014eb,4,1328,20.77,35.43,4339,32.67,1288,152,4282.14,52.4,52.7,97.29,289.63,PLANNED,40687,48661533.47,0.6068
2022-01-07,SEWER,6e69595b9d174b78,3,1948,67.13,25.04,19918,64.4,1237,219,11015.6,25.57,5.3,57.4,287.98,PROCUREMENT,6036,794933.94,0.9394
2022-01-08,SEWER,a4b293344bd2f71a,1,1374,83.7,65.99,14559,27.78,1389,174,14795.67,26.79,20.84,40.36,65.11,CONSTRUCTION,5972,351535.82,0.9892
2022-01-09,SEWER,c200db47ccb68e99,2,605,104.52,99.33,3067,90.11,216,499,422.33,57.86,8.83,29.32,219.39,COMPLETE,31497,31338981.15,0.1413
2022-01-10,SIGNAL,48adae99cc4e484b,4,1302,40.02,42.29,8132,94.29,1185,39,48664.43,43.28,52.9,3.3,265.84,PLANNED,12926,19959219.9,0.6613
2022-01-11,SEWER,c55445dc5775b9e0,4,820,55.5,56.85,9972,46.13,705,170,44972.28,29.14,88.5,87.0,265.31,PROCUREMENT,28429,49159796.15,0.2104
2022-01-12,SIGNAL,6957d54a8f84c177,2,1920,88.87,84.01,15377,64.35,1546,444,34067.31,44.81,90.05,7.23,76.11,PLANNED,42411,29693734.78,0.405
2022-01-13,SIDEWALK,f4262de8ec517427,2,1446,0.04,8.54,4680,22.17,1486,748,46133.59,59.47,39.77,13.06,9.22,DESIGN,6881,43630399.12,0.2064
2022-01-14,SIGNAL,65a7e28ceb9a3347,1,847,65.8,4.58,14528,48.91,1824,135,21304.21,32.58,24.65,36.16,260.95,DESIGN,14937,28240409.39,0.8235
2022-01-15,PARK,6a1143fc4482dd4b,5,172,34.3,80.43,950,13.36,1125,667,968.96,38.54,66.82,40.64,249.78,CONSTRUCTION,25702,24284723.51,0.6708
2022-01-16,SEWER,e21e9ae09bccd183,5,200,81.06,36.69,5269,98.56,1701,400,39691.26,9.06,56.22,41.81,191.0,PLANNED,5068,10826822.76,0.0161
2022-01-17,SIGNAL,12123be777992a98,2,1131,63.07,35.99,19377,64.43,430,251,46071.36,57.94,43.52,48.71,154.44,PLANNED,21931,10434609.52,0.637
2022-01-18,STORMWATER,80e6b8b9d79824c0,5,381,62.61,68.25,14980,76.51,535,127,33352.34,49.96,83.35,98.88,306.61,DESIGN,37815,38279822.19,0.8387
2022-01-19,STORMWATER,491d26a58ad0321a,5,1117,67.49,11.11,601,1.23,1538,746,28074.12,2.75,13.21,21.61,248.26,CONSTRUCTION,14140,45742504.27,0.8977
2022-01-20,SEWER,7c6b32c6e821fd11,4,481,9.75,5.29,13166,27.59,610,168,39293.33,54.32,74.53,46.69,270.07,DESIGN,26021,34581448.24,0.2093
2022-01-21,ROAD,31df9f8873c1f0a7,2,1363,108.91,2.06,15303,25.73,1780,592,36752.63,21.04,16.87,50.33,287.17,ON_HOLD,4009,1366167.36,0.9376
2022-01-22,SEWER,c433e14d5c370370,4,1076,95.42,39.28,9705,20.86,966,562,16911.64,57.28,45.35,86.74,21.1,PLANNED,39843,45871988.44,0.7654
2022-01-23,PARK,ccfbcb78a160464e,1,919,28.52,18.12,16944,96.75,140,14,47173.02,51.78,5.78,23.99,327.11,COMPLETE,24240,38348996.06,0.0361
2022-01-24,STREETLIGHT,059a8a6f04e253da,3,608,1.44,10.23,8678,7.71,360,553,10305.82,5.79,42.76,20.86,226.17,PROCUREMENT,45842,16687651.78,0.2125
2022-01-25,WATER_MAIN,413c1d4391ac0500,5,1073,87.91,6.08,7755,57.76,584,357,44055.79,22.91,15.67,25.94,138.8,PROCUREMENT,8394,39734284.95,0.437
2022-01-26,SIDEWALK,762c37f6ff18fdfc,4,97,44.18,47.46,10610,56.9,1413,673,26998.54,19.53,62.18,3.94,329.9,PROCUREMENT,14944,415778.5,0.7291
2022-01-27,PUBLIC_BUILDING,b0557ccc129b33eb,4,1845,101.39,72.69,18708,7.15,714,329,43504.05,13.17,17.64,99.61,315.29,ON_HOLD,256,3158187.65,0.8978
2022-01-28,STORMWATER,8bf8957dbd8b0d81,4,13,61.02,48.73,19348,96.45,807,632,32402.69,2.67,27.79,0.81,285.32,COMPLETE,35540,40936686.56,0.1902
2022-01-29,STREETLIGHT,8c99b0913a41640c,2,922,98.82,13.82,8170,12.14,1361,735,6009.39,42.4,57.01,72.02,206.05,COMPLETE,27684,26291401.88,0.6283
2022-01-30,SEWER,adf2c41d680e8674,4,948,55.78,18.86,15330,70.51,68,85,29048.85,12.58,23.02,21.94,72.5,COMPLETE,37942,16541992.03,0.1515
2022-01-31,SEWER,33b699bbb3fbdc01,3,1381,11.1,53.35,4339,59.62,1174,607,15081.05,44.83,86.78,87.03,320.57,CONSTRUCTION,579,43697320.23,0.2344
2022-02-01,WATER_MAIN,9c9587737a9e0946,5,130,1.2,0.35,2932,12.79,1749,527,18422.76,44.67,62.97,49.58,107.74,DESIGN,39942,27365612.66,0.1343
2022-02-02,SIGNAL,e3524fdc0657d690,5,600,73.63,61.28,3654,57.89,1556,332,37086.01,57.66,25.1,98.55,128.93,ON_HOLD,48213,46832458.93,0.9356
2022-02-03,SIGNAL,01266662d119e0eb,5,1685,28.82,2.76,11434,35.08,33,720,49131.76,31.58,12.2,56.15,213.79,PLANNED,30804,11235465.11,0.0466
2022-02-04,WATER_MAIN,ac1d6a69a24555cf,5,1364,105.4,73.73,1320,16.69,604,319,2029.88,57.79,64.21,42.35,81.19,PROCUREMENT,47575,27488867.51,0.2241
2022-02-05,ROAD,27d5833e24187f53,3,1747,30.33,29.75,16728,19.94,1868,650,46984.96,57.81,1.39,46.75,159.89,PROCUREMENT,33462,42858472.93,0.9794
2022-02-06,SEWER,7d8f237206447f58,1,896,46.47,55.8,17892,9.84,1483,59,17826.74,15.37,56.52,51.7,245.37,PROCUREMENT,35747,45517527.31,0.7364
2022-02-07,STORMWATER,8843a57b6c381c49,3,1834,30.74,81.33,12257,76.48,252,298,46594.89,12.38,38.18,65.69,361.84,CONSTRUCTION,41818,22146572.76,0.384
2022-02-08,BRIDGE,eaf7aa2a0d2815f7,2,600,91.33,47.14,17671,94.78,921,24,10766.73,43.62,40.81,8.22,202.91,PLANNED,6411,2662045.16,0.5495
2022-02-09,STORMWATER,a91ba1645a8e8b57,4,1947,49.99,66.73,14801,20.88,1680,693,9926.95,26.24,55.58,52.53,346.31,PLANNED,17169,20675564.61,0.9973
2022-02-10,ROAD,0304013c2d22b721,5,1677,40.29,52.54,1590,18.18,1133,178,43105.94,52.43,65.48,89.26,226.19,CONSTRUCTION,9023,37830403.96,0.7763
2022-02-11,SIGNAL,44df24590060cec5,3,1429,41.49,45.11,11249,12.44,1070,403,17414.3,22.36,65.19,41.4,347.4,DESIGN,38133,33637716.06,0.5824
2022-02-12,SIGNAL,079b698901228684,1,514,73.69,89.71,10751,48.59,408,471,27288.62,50.19,63.19,30.28,194.18,CONSTRUCTION,27075,18580628.95,0.2864
2022-02-13,SIDEWALK,119610d13e40e399,4,732,63.98,40.27,10448,98.73,687,652,45789.54,54.45,8.08,36.0,217.67,DESIGN,34000,33724863.8,0.2445
2022-02-14,WATER_MAIN,3f70519e49f240f0,4,1555,93.53,6.29,11006,31.51,350,134,34119.92,35.85,28.11,13.01,115.05,CONSTRUCTION,180,4769792.93,0.7685
2022-02-15,PUBLIC_BUILDING,5084f98de80bd56b,3,1957,49.56,33.91,10013,78.32,206,749,48227.41,41.15,52.77,68.78,204.14,COMPLETE,47082,2154586.98,0.5515
2022-02-16,WATER_MAIN,d49be856ff74ab48,3,868,2.71,14.02,3221,79.86,1057,44,31602.23,50.71,46.08,54.5,208.14,CONSTRUCTION,1550,12160958.28,0.1885
2022-02-17,SEWER,297a913e7c7c25d4,1,1438,64.08,72.14,219,71.4,1289,507,9643.28,36.62,52.88,58.41,19.22,CONSTRUCTION,31101,4434312.94,0.7272
2022-02-18,ROAD,bf6f6d67711d53e4,3,711,105.4,55.03,8706,77.7,29,503,6167.5,57.28,93.09,13.45,360.94,PLANNED,25422,18402377.55,0.6468
2022-02-19,SEWER,1307b9a66fd10465,2,1691,96.12,60.33,10402,40.75,1675,234,9933.1,42.2,38.44,44.62,120.11,COMPLETE,38891,26386025.76,0.6979
2022-02-20,ROAD,54395070c78a5c56,3,430,50.74,2.19,14048,11.21,327,363,15171.83,24.96,77.25,7.15,287.03,CONSTRUCTION,20136,41692921.51,0.2101
2022-02-21,BRIDGE,f26696e1f3557234,2,282,8.35,33.56,12146,55.51,1003,119,25775.45,10.41,14.46,43.31,246.2,COMPLETE,4375,48029457.26,0.0045
2022-02-22,BRIDGE,58ac50eb5e5204da,2,405,38.79,30.77,238,5.0,987,633,46087.17,16.99,25.99,55.34,85.13,CONSTRUCTION,33011,346585.54,0.5779
2022-02-23,PUBLIC_BUILDING,2db3897f15949a6b,5,1444,106.24,53.95,14522,13.58,1618,413,8543.03,13.97,87.07,62.21,188.73,CONSTRUCTION,19149,33482749.74,0.3382
2022-02-24,PUBLIC_BUILDING,7cd04c42c0e18305,2,1401,51.36,70.38,10651,53.54,1168,54,3429.54,1.43,94.97,43.56,21.31,PROCUREMENT,44452,21030458.97,0.8469
2022-02-25,PUBLIC_BUILDING,9d75bd5477b684fd,1,1716,95.17,82.07,11297,65.94,853,41,40011.97,40.38,21.74,2.85,241.46,CONSTRUCTION,38700,16729188.88,0.6965
2022-02-26,PARK,49b1e83d1bebbed4,5,498,12.95,38.24,15291,54.84,1691,704,40782.21,11.81,15.59,57.49,41.67,CONSTRUCTION,32325,39525720.82,0.6214
2022-02-27,SIDEWALK,768f2177a944124c,3,268,25.26,58.16,4327,46.67,1469,711,18447.59,16.72,19.62,15.02,188.96,PLANNED,732,36939048.39,0.3502
2022-02-28,PARK,79a75cb9b17dc251,4,1113,38.75,19.86,11580,15.11,1141,266,46334.04,22.54,67.64,63.88,346.86,COMPLETE,25045,9011120.57,0.7358
